Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73)
1.6698569044437265e-08,0.8269979607668023,1.043795559057368e-08,1.6940465225330703e-10,1.2812151263299276e-10,1.5860354832305358e-13,0.0,0.0,2.0783883729789017e-11,5.963858920217669e-19,5.179993222952644e-12,6.28347612122408e-20,1.5217983886981255e-14,4.7876393813275764e-33,1.5063231810977754e-24,4.371391588545373e-22,2.315885320144659e-25,1.2919914292527132e-09,1.291422000434276e-28,1.7103911603416146e-17,2.2345305594052952e-27,6.521251694004023e-34,4.104614450373575e-24,5.917029925722342e-32,1.0986819569753318e-21,6.236682271941673e-34,4.0899625706833476e-36,5.120819355341638e-35,7.681339717948953e-53,5.1630736588109436e-45,5.8847723454507485e-21,3.983008075576159e-42,1.0452784693169762e-37,2.565497424552385e-41,3.76,0.0,0.7661399317408,0.9981845687966726,5.9510474993301214e-15,1.4453437546664712e-35,0.003312293015098938,0.0026464844922937064,0.0006129726068623487,5.171438189018736e-05,0.001815426965723324,5.555671469987341e-07,1.3454646218718897e-12,9.764656598096522e-09,3.493502760267192e-16,5.507727662749043e-09,1.1799890170438353e-19,1.0561911523646098e-18,3.688621478858526e-11,1.783075005710309e-19,2.637707215411746e-13,8.854166495591867e-26,1.5542937198056196e-18,2.4805827152700713e-21,5.512609330228517e-27,4.7920600990422637e-26,6.231425986585683e-22,6.855082652364106e-20,4.790765865464132e-19,2.7321302108621375e-13,1.2920558841325141e-09,3.31019774619691e-14,1.4080361604877324e-12,1.4200258416675835e-12,1.2372528234656767e-19,3.4488676025024357e-10,1.1756227719284956e-09,8.544091450307511e-09,3.5635064940995924e-09
1.707531987193673e-08,0.8270091085268598,1.0705275438588858e-08,1.7776347834324552e-10,1.3463365327185646e-10,1.701272281955291e-13,0.0,0.0,2.1565515718627467e-11,6.469691213719853e-19,5.543549295801674e-12,6.877537803074769e-20,1.6265116531433786e-14,5.4906332967999826e-33,1.6499170464400567e-24,4.698478787795879e-22,2.542971479721352e-25,1.3513017609864506e-09,1.5038767264612196e-28,1.8531022045565995e-17,2.541838550398433e-27,7.580178614379002e-34,4.4924529351564145e-24,6.802147657326279e-32,1.1973192779540376e-21,7.311014737487979e-34,4.6740306066910317e-36,5.891135678311661e-35,9.480118902429983e-53,6.077735368312649e-45,6.440563202251452e-21,4.738559134717377e-42,1.2452783996021276e-37,3.080995780277144e-41,3.76,0.0,0.7660653772387812,0.9981845686022143,6.54738207915079e-15,1.6683863706270088e-35,0.003386873053769698,0.0027071126312951084,0.0006268773087598167,5.171003360167305e-05,0.0018154269640849882,5.812955775481017e-07,1.43697149626113e-12,9.765077498614163e-09,3.575344152427342e-16,5.762695688134577e-09,1.3403711225531048e-19,1.1782458913412756e-18,3.859487702673568e-11,2.025114569790092e-19,2.7024786546578966e-13,1.0079830489061375e-25,1.7416647037663515e-18,2.78682857144033e-21,6.274850336538824e-27,5.45527856631937e-26,7.241883120588443e-22,7.708118006703544e-20,5.322283551000456e-19,2.7951963776049333e-13,1.3513707052043115e-09,3.4977392295786914e-14,1.4794469498480482e-12,1.4923434990783464e-12,1.3012483630113975e-19,3.4897623901321284e-10,1.176178806422087e-09,8.736321788702577e-09,3.6505525064813538e-09
1.7828821526935662e-08,0.8270314010551669,1.1239841229904573e-08,1.950957175186061e-10,1.4815143867748888e-10,1.9482566545261086e-13,0.0,0.0,2.3165763558209465e-11,7.574044817233982e-19,6.320955589690444e-12,8.191130890336754e-20,1.8499492951672314e-14,7.151642600208764e-33,1.967032619539462e-24,5.401364567136415e-22,3.0468197784358517e-25,1.4739107217038052e-09,2.0191159387597984e-28,2.1642626550026344e-17,3.261674908595246e-27,1.0141778400610574e-33,5.347101721587202e-24,8.902917731470879e-32,1.4131901473262084e-21,9.939914184762166e-34,6.051216501083559e-36,7.724227028202797e-35,1.4236897617209311e-52,8.331815600718634e-45,7.666550586489064e-21,6.627061521775562e-42,1.74720281730138e-37,4.3897166113539755e-41,3.76,0.0,0.7659162899993122,0.9981845682000117,7.874066403972819e-15,2.2014734496033086e-35,0.0035360131150323844,0.002828348611481643,0.0006546834927616528,5.170132927816525e-05,0.0018154269607846025,6.345007861775457e-07,1.63186132525771e-12,9.765916720259046e-09,3.738992920961168e-16,6.289918830271311e-09,1.7148947536034056e-19,1.4557993261261345e-18,4.2128038803052606e-11,2.5901013825025275e-19,2.8319971580452044e-13,1.2949807988838873e-25,2.170386872231153e-18,3.4897999276291835e-21,8.059382745384051e-27,7.008201649416978e-26,9.684234219729478e-22,9.668320029526967e-20,6.522953143409743e-19,2.921309009547064e-13,1.4739892604446075e-09,3.895031914990833e-14,1.627933796927297e-12,1.6427816605633716e-12,1.434407201172062e-19,3.567979949529179e-10,1.1772036386456521e-09,9.120701725642027e-09,3.8247400324778366e-09
1.8582323181934595e-08,0.8270536895950397,1.1774262035753877e-08,2.1324716533202769e-10,1.6232704329432986e-10,2.2180933692607283e-13,0.0,0.0,2.481525719327107e-11,8.80969727277481e-19,7.167901093866644e-12,9.684648172156228e-20,2.092703153525966e-14,9.203877749367891e-33,2.3268649350170663e-24,6.171881505059089e-22,3.622056028694952e-25,1.601836458891698e-09,2.6774720163321087e-28,2.511803196177022e-17,4.142164354769117e-27,1.3404765620881735e-33,6.314028468524092e-24,1.1513942387678082e-31,1.6552768834943727e-21,1.333622064012282e-33,7.749725003272667e-36,1.0011025030146875e-34,2.1008461417726312e-52,1.127069025775758e-44,9.055612358715812e-21,9.131916457296579e-42,2.4166781176500434e-37,6.160547893459608e-41,3.76,0.0,0.7657672317745582,0.9981845677800987,9.39381968071301e-15,2.870063678394732e-35,0.0036851264925426325,0.0029495575279357552,0.0006824853839375643,5.169261939019161e-05,0.0018154269574525614,6.900367632653938e-07,1.8430634589893704e-12,9.766753779430387e-09,3.90259633751076e-16,6.840183640528693e-09,2.1711110901922487e-19,1.782776873506137e-18,4.581558550107258e-11,3.2779561320733838e-19,2.961483145607228e-13,1.6457439635530853e-25,2.67933902045459e-18,4.327613124429911e-21,1.0239944095364681e-26,8.906081195446139e-26,1.2791605278499542e-21,1.2007593644383373e-19,7.925452528089054e-19,3.047395376484087e-13,1.6019254434115555e-09,4.3234394405860404e-14,1.7840363405753009e-12,1.8010268791707412e-12,1.5745120151511284e-19,3.6417391481575835e-10,1.1781319072456562e-09,9.504972717130746e-09,3.999059822771677e-09
1.9335824836933527e-08,0.8270759741472506,1.230848918576018e-08,2.3221747513148005e-10,1.7716018670347955e-10,2.511786734849957e-13,0.0,0.0,2.6513924334948098e-11,1.0186170775964818e-18,8.087361309106604e-12,1.1373823355799434e-19,2.3555305236161708e-14,1.171528000792384e-32,2.732882445923047e-24,7.0132667256202025e-22,4.2751023123411245e-25,1.7350778289360975e-09,3.5102099797916785e-28,2.898252677408488e-17,5.210356135179625e-27,1.7520127322209372e-33,7.401788801074305e-24,1.4728300348292715e-31,1.9252997965209916e-21,1.767647795102248e-33,9.826493617391055e-36,1.2837554424369916e-34,3.050509328192991e-52,1.5060677758988739e-44,1.0620713219194701e-20,1.241361513403383e-41,3.2989991213141814e-37,8.526509855512831e-41,3.76,0.0,0.7656182025588683,0.9981845673424802,1.1124597406827676e-14,3.7005494024222883e-35,0.0038342131915226592,0.0030707393827354252,0.0007102829827607711,5.1683907415185783e-05,0.0018154269540890105,7.479030748965638e-07,2.07114230430637e-12,9.76758960806956e-09,4.066154408967585e-16,7.413480776504826e-09,2.722233799696671e-19,2.1653856448731264e-18,4.965743936982635e-11,4.108442064960648e-19,3.090936619546974e-13,2.0707752224705327e-25,3.2791696331243497e-18,5.318619919302114e-21,1.2881687330176307e-26,1.1205722142876925e-25,1.67054844005404e-21,1.4777954945970034e-19,9.553112310306126e-19,3.173455484050081e-13,1.735178146638226e-09,4.784845487193415e-14,1.947831012717412e-12,1.9671651744017513e-12,1.7216314140658493e-19,3.711385363308264e-10,1.1789822896793648e-09,9.889133213627391e-09,4.17351780067251e-09
2.008932649193246e-08,0.8270982547125741,1.2842480635072795e-08,2.520062421187427e-10,1.9265053142324434e-10,2.8303396078108604e-13,0.0,0.0,2.826169889049072e-11,1.171329094608094e-18,9.082310693869955e-12,1.3275048444790644e-19,2.6391837220135787e-14,1.47616419544757e-32,3.1886569417039838e-24,7.928778863174921e-22,5.012652207727897e-25,1.8736336885012335e-09,4.553717262874678e-28,3.326199944383015e-17,6.496491121649449e-27,2.266323631958719e-33,8.619133475144707e-24,1.865083959740815e-31,2.224994741390439e-21,2.316779768639676e-33,1.234560686896808e-35,1.6301613146744382e-34,4.364156707517995e-52,1.9899263203406015e-44,1.2375176927713957e-20,1.6664700122258652e-41,4.4490529314654616e-37,1.1650980204131007e-40,3.76,0.0,0.7654692023465921,0.9981845668871606,1.3085150418814943e-14,4.7230335881989917e-35,0.003983273217193568,0.003191894179426429,0.000738076289845287,5.167519522787377e-05,0.0018154269506939656,8.080992871638809e-07,2.316652554973187e-12,9.768424708657343e-09,4.2296671450946247e-16,8.009800898391979e-09,3.382922377381016e-19,2.6103142718672615e-18,5.365352268665531e-11,5.103461398019837e-19,3.220357597117579e-13,2.581747332989369e-25,3.9814009280338125e-18,6.482717292339925e-21,1.6057015242355797e-26,1.3970256539045903e-25,2.1589694578589545e-21,1.8035836699051655e-19,1.1430839608611708e-18,3.2994893387216806e-13,1.8737462629298613e-09,5.281225914393549e-14,2.119396554209499e-12,2.141284969097765e-12,1.8758361190130103e-19,3.777242020863072e-10,1.1797690881703146e-09,1.0273181667019505e-08,4.348119893703382e-09
2.0842828146931392e-08,0.8271205312917848,1.3376199736744739e-08,2.7261301055659243e-10,2.0879769010574006e-10,3.174753379058051e-13,0.0,0.0,3.005851953440091e-11,1.3401186162345552e-18,1.0155722667413061e-11,1.5405373458140412e-19,2.9444101201737676e-14,1.842706991166672e-32,3.697860464684848e-24,8.92169916351584e-22,5.841670076991171e-25,2.0175028945458624e-09,5.850084160493174e-28,3.798291822688806e-17,8.034229159189463e-27,2.9036582028558392e-33,9.975001156266044e-24,2.339904594234299e-31,2.5561112164943067e-21,3.0051547481011956e-33,1.5378851140119839e-35,2.0513821934643797e-34,6.158417199175376e-52,2.6019376093990777e-44,1.4332673537329648e-20,2.2114375625069087e-41,5.93283311127849e-37,1.5732980412958732e-40,3.76,0.0,0.7653202311320813,0.9981845664141448,1.5295023467027216e-14,5.97166853991082e-35,0.004132306574775372,0.0033130219224699452,0.0007658653058936371,5.1666483703565804e-05,0.0018154269472673357,8.706249661845628e-07,2.5801393560358816e-12,9.769259315871647e-09,4.393134557444328e-16,8.62913466914306e-09,4.169368931914734e-19,3.1247490782585366e-18,5.78037577584764e-11,6.287180300200643e-19,3.3497461048295105e-13,3.191574673186895e-25,4.798458492388977e-18,7.841401343670567e-21,1.9846023181278485e-26,1.7269530310977034e-25,2.76327839197637e-21,2.1842243795365222e-19,1.3585155326455642e-18,3.4254969475038656e-13,2.0176286853801466e-09,5.814647814638218e-14,2.2988140079435276e-12,2.3234770855968045e-12,2.0371989566507456e-19,3.8396115287764243e-10,1.1805033550275926e-09,1.0657116530638505e-08,4.522872030396545e-09
2.1596329801930325e-08,0.8271428038856569,1.3909614273044768e-08,2.94037279829135e-10,2.2560123158716764e-10,3.54602796072601e-13,0.0,0.0,3.1904328612106744e-11,1.5260286887589093e-18,1.1310569612900415e-11,1.7782506151096569e-19,3.271952177892419e-14,2.2804443969527015e-32,4.264262313883517e-24,9.995332570690388e-22,6.769390346485897e-25,2.166684304337019e-09,7.447720894041072e-28,4.3172311461389624e-17,9.860882171622843e-27,3.6872673629603916e-33,1.1478511868110147e-23,2.910392948909639e-31,2.92041062619317e-21,3.860729296003892e-33,1.9006286746144354e-35,2.559872144955373e-34,8.580583168211045e-52,3.3694048033476214e-44,1.650720700549375e-20,2.903352163913726e-41,7.829110724361267e-37,2.1013099079765604e-40,3.76,0.0,0.7651712889096879,0.9981845659234377,1.7774553757877037e-14,7.485009765961264e-35,0.004281313269487001,0.003434122616774032,0.0007936500316525974,5.1657773229827704e-05,0.0018154269438091096,9.354796781141868e-07,2.862138465490862e-12,9.770093533694581e-09,4.556556658441045e-16,9.27147275461271e-09,5.099385843576965e-19,3.716390139935314e-18,6.210806692284608e-11,7.686154843983996e-19,3.4791021738081495e-13,3.914485524843177e-25,5.743700483362448e-18,9.417820381324368e-21,2.4336946327650625e-26,2.118049403493763e-25,3.505055175970698e-21,2.626290636100314e-19,1.604423081481463e-18,3.5514783176639286e-13,2.1668243073849633e-09,6.387268601557472e-14,2.486166711785359e-12,2.513834741713525e-12,2.2057948525964663e-19,3.8987762852413183e-10,1.181193752860917e-09,1.10409362592747e-08,4.697780137573969e-09
2.2349831456929257e-08,0.8271650724949667,1.4442695698593981e-08,3.1627850954354954e-10,2.430606859801857e-10,3.9451617729120253e-13,0.0,0.0,3.379907131318605e-11,1.730132497957702e-18,1.2549822880518366e-11,2.0424811737414628e-19,3.622547476526738e-14,2.7995874826234784e-32,4.891726133343983e-24,1.115300879995411e-21,7.80331677885764e-25,2.3211767754593163e-09,9.402011928890483e-28,4.8857748291597525e-17,1.201765288474265e-26,4.643711874135195e-33,1.3138961071319173e-23,3.5910928096227835e-31,3.3196646932544943e-21,4.915699903194859e-33,2.3316837050224442e-35,3.1695917679975576e-34,1.1815032033484376e-51,4.3241469558323726e-44,1.8913103168634375e-20,3.7740131802028894e-41,1.0231271022514412e-36,2.7780100514372987e-40,3.76,0.0,0.7650223756737651,0.998184565415044,2.0544869467920066e-14,9.306385109138144e-35,0.004430293306546325,0.00355519626737885,0.0008214304678833828,5.164906405021632e-05,0.001815426940319357,1.0026629891560314e-06,3.163176413291862e-12,9.770927427519697e-09,4.719933460764508e-16,9.93680582365187e-09,6.192494227673831e-19,4.3934672346743215e-18,6.656637254866895e-11,9.329457831233042e-19,3.60842583673988e-13,4.766095038582792e-25,6.831446407494935e-18,1.123682722695616e-20,2.9626611177159983e-26,2.5787597391918e-25,4.4088712181661115e-21,3.136843059394469e-19,1.8837923947691555e-18,3.6774334565519614e-13,2.3213320226516807e-09,7.001335133366996e-14,2.681540291318199e-12,2.712453546515962e-12,2.3817008246020456e-19,3.954999732264418e-10,1.1818472000071141e-09,1.1424639309192263e-08,4.8728501385161955e-09
2.310333311192819e-08,0.8271873371204891,1.4975418576760034e-08,3.393361237478413e-10,2.611755488831457e-10,4.3731517306472885e-13,0.0,0.0,3.574269508888498e-11,1.953533299223604e-18,1.3876452790595781e-11,2.335131261318463e-19,3.9969287519738125e-14,3.4113156785003593e-32,5.584207087536616e-24,1.2398083396884522e-21,8.951221739031475e-25,2.480979165817534e-09,1.177600904402971e-27,5.5067319838096107e-17,1.454987920678733e-26,5.803188488702628e-33,1.496581435755573e-23,4.398082750626891e-31,3.7556540164587675e-21,6.206950226656229e-33,2.8408894894885276e-35,3.896127761463159e-34,1.609067976949941e-51,5.50304740803692e-44,2.1564998087615998e-20,4.860520270531771e-41,1.3249327975830453e-36,3.6378281188368663e-40,3.76,0.0,0.7648734914186675,0.9981845648889687,2.3627888231333894e-14,1.148427965310871e-34,0.004579246691170141,0.003676242879375048,0.0008492066153536202,5.1640356353337924e-05,0.001815426936798109,1.0721744655634138e-06,3.483770657656552e-12,9.771761048016046e-09,4.883264977189869e-16,1.0625124548131677e-08,7.4700131691869245e-19,5.164755680012674e-18,7.11785970363747e-11,1.12488064394153e-18,3.737717126958918e-13,5.763478852596111e-25,8.077005479810328e-18,1.3325030741284293e-20,3.5820891056845194e-26,3.1183187154578455e-25,5.502569980409373e-21,3.7234447337363947e-19,2.1997814612634153e-18,3.803362371552557e-13,2.4811507252017556e-09,7.659182871732367e-14,2.885022652348989e-12,2.919431495856123e-12,2.564995975454289e-19,4.008527442883612e-10,1.1824693213208478e-09,1.1808224138144259e-08,5.048087952478556e-09
2.3856834766927122e-08,0.8272095977630011,1.5507760160112225e-08,3.632095144572173e-10,2.799452848985589e-10,4.830993232006304e-13,0.0,0.0,3.773514924964629e-11,2.197364347178785e-18,1.5293428636723796e-11,2.6581688082228556e-19,4.3958239274048124e-14,4.127821625362254e-32,6.345749125505962e-24,1.3733938782892013e-21,1.0221145457881168e-24,2.646090333636014e-09,1.464116405449627e-27,6.182962081095045e-17,1.7507284194495255e-26,7.199874842232813e-33,1.6968702726225314e-23,5.349069747748486e-31,4.230166764633534e-21,7.776526215340776e-33,3.4390946299149135e-35,4.7568176440123995e-34,2.1689591311286175e-51,6.948647257090156e-44,2.447782676667812e-20,6.205909342032315e-41,1.7012127045108773e-36,4.721563185760735e-40,3.76,0.0,0.7647246361387506,0.9981845643452163,2.7046315601641588e-14,1.4072736666726726e-34,0.004728173428574185,0.0037972624579324966,0.0008769784748396794,5.1631650241379445e-05,0.0018154269332453373,1.14401367363871e-06,3.8244297386839785e-12,9.772594422695858e-09,5.046551220643996e-16,1.1336419602933958e-08,8.955149669361447e-19,6.039592059878676e-18,7.594466281784275e-11,1.3478690603097109e-18,3.8669760785671775e-13,6.925247314834481e-25,9.496704573258522e-18,1.571084658921344e-20,4.3035165364526315e-26,3.746790843485245e-25,6.817562049736773e-21,4.394175844686257e-19,2.555723963279644e-18,3.9292650700994344e-13,2.6462793093701252e-09,8.363235077420403e-14,3.096703973271443e-12,3.1348689677477567e-12,2.7557614857172425e-19,4.0595882107166535e-10,1.1830647558197087e-09,1.2191689205387574e-08,5.223499494845046e-09
2.4610336421926055e-08,0.8272318544232773,1.6039700056406052e-08,3.878980447211642e-10,2.993693306925661e-10,5.319680147831623e-13,0.0,0.0,3.977638466639847e-11,2.46278882513704e-18,1.680371868886528e-11,3.0136274083049883e-19,4.819956145758675e-14,4.962355509432563e-32,7.180482331325396e-24,1.5163985287690487e-21,1.1621395294717625e-24,2.8165091374590303e-09,1.807810132404781e-27,6.917373155198127e-17,2.09442313901225e-26,8.872293211071937e-33,1.9157418393848753e-23,6.463484276535203e-31,4.744997492044965e-21,9.672139392305203e-33,4.1382210979029133e-35,5.7708796580190815e-34,2.895687164548987e-51,8.709785632989991e-44,2.766681223204838e-20,7.859836538513138e-41,2.1669743984708394e-36,6.077285499219165e-40,3.76,0.0,0.7645758098283713,0.9981845637837921,3.082364349028555e-14,1.7131774523672015e-34,0.004877073523973127,0.0039182550082926,0.0009047460471257121,5.1622945738421104e-05,0.001815426929661037,1.2181801797334696e-06,4.185653429355838e-12,9.773427558141865e-09,5.209792204190652e-16,1.2070681665952758e-08,1.0673089220586659e-18,7.027889843201478e-18,8.086449235640769e-11,1.6056502017307998e-18,3.996202726307515e-13,8.271620237356099e-25,1.11079157797325e-17,1.842454728437556e-20,5.1394782090660114e-26,4.475110880673625e-25,8.389134684570324e-21,5.157648106715998e-19,2.9551327152108392e-18,4.05514155967026e-13,2.8167166698055754e-09,9.116002043478529e-14,3.3166766973979633e-12,3.358868717703313e-12,2.9540806064511645e-19,4.108395106660615e-10,1.1836373822293419e-09,1.257503297169795e-08,5.399090677071898e-09
2.5363838076924987e-08,0.8272541071020953,1.6571219948575906e-08,4.1340105136166234e-10,3.194470977258175e-10,5.840204813153162e-13,0.0,0.0,4.186635353435052e-11,2.7509997745949057e-18,1.8410290196453535e-11,3.4036062917313533e-19,5.2700438019999866e-14,5.929268826855537e-32,8.092620358484401e-24,1.6691662169322276e-21,1.316054499974069e-24,2.992234436152397e-09,2.2177430138042115e-27,7.712920049263968e-17,2.4919985322191547e-26,1.0863693217303566e-32,2.154191109057976e-23,7.762576786369124e-31,5.301946061986244e-21,1.1947698517774632e-32,4.95132992563804e-35,6.959547889472282e-34,3.831196876630873e-51,1.0842288505977808e-43,3.1147454957016595e-20,9.879311393896988e-41,2.739608722292726e-36,7.76132876065429e-40,3.76,0.0,0.764427012481887,0.9981845632047008,3.498414858525352e-14,2.0727819530863223e-34,0.0050259469825805715,0.004039220535715303,0.0009325093329985408,5.161424284824406e-05,0.0018154269260452353,1.2946735502498934e-06,4.567932883995541e-12,9.774260455497493e-09,5.372987940926766e-16,1.2827901418109567e-08,1.2651086933019445e-18,8.140154897414693e-18,8.593800814696606e-11,1.9022663660429574e-18,4.125397105082641e-13,9.824502117419572e-25,1.2929083602543664e-17,2.1498311550323637e-20,6.103552321880219e-26,5.315124495083022e-25,1.0256775794576376e-20,6.023018992654682e-19,3.401703051253191e-18,4.180991847755801e-13,2.9924617014723525e-09,9.920080364863494e-14,3.5450355252771142e-12,3.591535874046752e-12,3.1600386519254826e-19,4.155146486995712e-10,1.184190495384128e-09,1.2958253899384939e-08,5.574867406369449e-09
2.611733973192392e-08,0.8272763558002308,1.7102303362826957e-08,4.397178474136671e-10,3.4017797468700937e-10,6.393558020381481e-13,0.0,0.0,4.400500919149111e-11,3.0632200248949278e-18,2.011610939148434e-11,3.8302702979849184e-19,5.746800575143909e-14,7.044057534595363e-32,9.086457948254195e-24,1.8320438622155985e-21,1.4847433979328031e-24,3.173265088904439e-09,2.704059732201982e-27,8.572602701966059e-17,2.9498977045700803e-26,1.322245370673622e-32,2.4132284811996878e-23,9.269515474018193e-31,5.902816670822529e-21,1.4663870076751493e-32,5.892688512974654e-35,8.346212686032764e-34,5.026153311247135e-51,1.3409708097148191e-43,3.493552263010815e-20,1.2329480764494955e-40,3.439171254589499e-36,9.839378541666768e-40,3.76,0.0,0.7642782440936569,0.9981845626079476,3.955289075213803e-14,2.493415476611918e-34,0.00517479380960906,0.0041601590454476076,0.0009602683332445861,5.1605541588653575e-05,0.0018154269223979536,1.3734933516416662e-06,4.9717507842271676e-12,9.775093119664066e-09,5.536138443920646e-16,1.3608069543362018e-08,1.491855915603179e-18,9.387500898179174e-18,9.116513271603446e-11,2.2420759760016333e-18,4.2545592496636444e-13,1.1607557776918342e-24,1.497975179336645e-17,2.496627302284454e-20,7.210407270580321e-26,6.279629155904572e-25,1.2464512436331144e-20,7.000005772035812e-19,3.899316164219744e-18,4.3068159418411735e-13,3.1735132996511316e-09,1.077815224240949e-13,3.781877406957573e-12,3.8329779331632004e-12,3.3737229922769633e-19,4.2000269540667374e-10,1.1847269396376652e-09,1.3341350452306896e-08,5.750835585508388e-09
2.6870841386922852e-08,0.8272986005184603,1.7632935481217267e-08,4.668477242883604e-10,3.6156132964960786e-10,6.980729014332908e-13,0.0,0.0,4.619230598734174e-11,3.4007021231748754e-18,2.1924141491602437e-11,4.2958498490179663e-19,6.250935460049227e-14,8.323404550332148e-32,1.0166368532080057e-23,2.0053814773153768e-21,1.669116656639434e-24,3.3595999552257477e-09,3.2780780620684304e-27,9.499464474306757e-17,3.4751074629805597e-26,1.600250408884731e-32,2.693879500025597e-23,1.1009485293879473e-30,6.5494169661078464e-21,1.7888668129271447e-32,6.977839537257427e-35,9.956566479702457e-34,6.54139900301023e-51,1.648411515463002e-43,3.904704026355435e-20,1.5284465259770394e-40,4.2886859380115065e-36,1.2387662797270889e-39,3.76,0.0,0.7641295046580406,0.998184561993537,4.455571141955778e-14,2.983138509688914e-34,0.00532361401027008,0.004281070542733746,0.0009880230486506885,5.1596841980301404e-05,0.001815426918719189,1.454639150413536e-06,5.39758148246133e-12,9.775925556305647e-09,5.699243726231876e-16,1.4411176728699949e-08,1.7507175545970284e-18,1.0781664636015793e-17,9.654578862171279e-11,2.629766613602069e-18,4.3836891947574886e-13,1.364628837904498e-24,1.7280589843637673e-17,2.886456831220349e-20,8.475848678773137e-26,7.382415227729004e-25,1.5061263960863426e-20,8.098899363829321e-19,4.452042396902042e-18,4.4326138494111275e-13,3.359870359938777e-09,1.1692984819317622e-13,4.027301534189476e-12,4.083304754676268e-12,3.5952230461008197e-19,4.243208271555763e-10,1.1852492027909191e-09,1.3724321095885958e-08,5.927001112866881e-09
2.7624343041921785e-08,0.8273208412575606,1.8163102987117653e-08,4.947899537098425e-10,3.8359651200233694e-10,7.602705488989603e-13,0.0,0.0,4.84281991872781e-11,3.76472826465215e-18,2.3837350703180258e-11,4.802640922557178e-19,6.783152798980826e-14,9.785221564820601e-32,1.1336801916135954e-23,2.189532266671757e-21,1.8701111295926075e-24,3.5512378949487624e-09,3.952382321054217e-27,1.0496590515939469e-16,4.0751858474209284e-26,1.9263765367944917e-32,2.997184612657708e-23,1.3009788134497928e-30,7.243557250456738e-21,2.1698073971299255e-32,8.223671446458809e-35,1.1818755108428703e-33,8.449599032963175e-51,2.014694629529752e-43,4.349828063225588e-20,1.8828249643093413e-40,5.314471755181505e-36,1.5494250449749075e-39,3.76,0.0,0.7639807941693997,0.9981845613614746,5.0019231951165184e-14,3.5507918496313054e-34,0.005472407589774043,0.004401955032831298,0.001015773480005511,5.1588144029011877e-05,0.0018154269150089423,1.5381105131207213e-06,5.845891142943846e-12,9.776757767113148e-09,5.862303800943085e-16,1.523721366413967e-08,2.0450951528742956e-18,1.2335021220971618e-17,1.0207989845363406e-10,3.0703680852817804e-18,4.5127869751368736e-13,1.5968107778413306e-24,1.9853419141838452e-17,3.3231384446791305e-20,9.91686663410736e-26,8.638307244955774e-25,1.8101209901229582e-20,9.330578009809997e-19,5.0641444876638376e-18,4.55838557795894e-13,3.551531778247921e-09,1.2667429548872338e-13,4.281409332593195e-12,4.342628556582991e-12,3.824630273009257e-19,4.284850230774417e-10,1.185759482265584e-09,1.4107164297123029e-08,6.1033698825122005e-09
2.9131346351919646e-08,0.8273653108014792,1.9221997653281017e-08,5.531084687119558e-10,4.2961967303240803e-10,8.955017899280206e-13,0.0,0.0,5.304560003428619e-11,4.577689284203618e-18,2.799115224822652e-11,5.949369168217854e-19,7.934629132201046e-14,1.333430024063694e-31,1.396740505513164e-23,2.591702725043813e-21,2.325842804327381e-24,3.9504184355405016e-09,5.6591191285488775e-27,1.271417551512428e-16,5.533206502613675e-26,2.750240042126826e-32,3.675992318286224e-23,1.7911796564305014e-30,8.781708211471058e-21,3.141847920021639e-32,1.127209843086477e-34,1.6424449014091054e-33,1.3806515598085432e-50,2.961609412890518e-43,5.3486205165096774e-20,2.8073326877919438e-40,8.018799110210656e-36,2.3802716768982295e-39,3.76,0.0,0.7636834600104926,0.9981845600444134,6.243874785986558e-14,4.959458734815938e-34,0.005769914906147186,0.004643643012501049,0.001071261493719433,5.1570753108364295e-05,0.0018154269074940439,1.7120281968152983e-06,6.811771890288917e-12,9.778421514625592e-09,6.188288379900329e-16,1.6958039560534132e-08,2.755233067739125e-18,1.597209523711602e-17,1.1360817041244515e-10,4.1322124729744585e-18,4.77088618070131e-13,2.1580692561373523e-24,2.5908250422279538e-17,4.3533858489053956e-20,1.3399799885833351e-25,1.1674127161973023e-24,2.5756053655492124e-20,1.2238820453993619e-18,6.4845082330449354e-18,4.809850527968987e-13,3.950763274161695e-09,1.4806979314667206e-13,4.816092767650965e-12,4.888727736036656e-12,4.3075422448924717e-19,4.3641000731859363e-10,1.186751696723234e-09,1.4872462248558467e-08,6.456740702982431e-09
