Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73)
4.1163991658308795e-10,0.8265150885343804,3.078668843925116e-11,9.041780308684388e-14,7.068052630340886e-15,6.547626095954618e-19,0.0,0.0,2.7269883260014656e-14,4.0609623919480794e-25,5.4365585605628105e-17,1.6130219894921464e-26,1.6330594145747018e-19,2.1288604578468315e-44,4.421900608995494e-32,4.084221243647573e-28,6.103539159821795e-33,5.69416253446904e-13,8.360417340296816e-40,8.315847624357908e-23,7.29201453430145e-37,5.2750920960844975e-45,1.0143233111196288e-31,1.9997340237465904e-43,5.051471772807703e-29,1.0842566233251449e-45,4.633126179975045e-46,4.500843892598026e-46,1.1102546734517782e-69,1.2215247629537588e-57,3.326305751965844e-28,4.0516837831468787e-56,5.642351611583274e-50,1.5887887992326368e-55,3.76,0.0,0.7693698673381932,0.9988363243458077,1.6007457956855916e-22,2.108854578717647e-47,8.181045067595038e-05,5.2727638318629147e-05,1.3964322753415066e-05,1.5116735699248098e-05,0.0011636756523397142,2.7361954982041205e-10,1.7943850926512738e-17,1.2067100367985453e-09,2.5569721782485956e-18,2.394958755844397e-12,8.784601790372061e-29,8.330825647979465e-27,1.4812522955530114e-14,1.1733159811522636e-28,7.314345317691618e-16,1.3176974298228036e-35,7.768864131704077e-27,5.1261457085375555e-30,8.628148153693803e-37,7.19613912861463e-36,1.227133185627442e-32,1.0054339816243113e-28,4.988017768938344e-27,1.50757993924288e-15,5.694169213511801e-13,7.164569083204153e-18,6.487429392390919e-17,6.488056747087739e-17,1.4818247746083614e-24,7.03564331950521e-12,1.877574173918814e-10,2.1111788270148728e-10,1.4496204528739595e-11
4.319591502842871e-10,0.8265156921211435,3.376618865572154e-11,9.655012634499704e-14,8.142126705697644e-15,7.693131874704822e-19,0.0,0.0,2.99704143521998e-14,4.919306797374893e-25,6.312141509378226e-17,1.9640812950685696e-26,1.9019548358176935e-19,2.9665263767228234e-44,5.653622851698882e-32,4.97397588925947e-28,7.804616750245628e-33,6.32495663105385e-13,1.1715513688323762e-39,9.640476135989695e-23,9.731273196654207e-37,7.387171732765455e-45,1.2956603790687145e-31,2.873182768426162e-43,6.398754945049196e-29,1.490000870970817e-45,6.284733517222505e-46,6.3866165620751584e-46,1.9043488453475247e-69,1.820146939239094e-57,4.154960331657597e-28,6.322918786276139e-56,8.036828600197474e-50,2.481920364555172e-55,3.76,0.0,0.769365829266101,0.9988041868044824,2.0327028471972922e-22,3.105149794668335e-47,8.584854047022024e-05,5.54458943911786e-05,1.466425556131504e-05,1.5736486978071708e-05,0.0011958131934662864,3.0174222990340406e-10,2.0755899208506076e-17,1.3001253422751541e-09,2.7873368227765785e-18,2.65166500943223e-12,1.1351597193634387e-28,1.0620916560191063e-26,1.644120983581402e-14,1.5195616601868163e-28,8.087770933741764e-16,1.7700352067209976e-35,9.91652875484805e-27,6.599539375209299e-30,1.1584561127660253e-36,9.665630401813467e-36,1.6612177206073393e-32,1.299447158328105e-28,6.355733854898551e-27,1.6882617206143369e-15,6.324964410354999e-13,7.940883298174071e-18,7.52981857446473e-17,7.530611560722649e-17,1.7858179605116345e-24,7.422382078970656e-12,1.961900931456628e-10,2.215384437736356e-10,1.587833282917091e-11
4.5227838398548625e-10,0.8265162957049694,3.6870715384628506e-11,1.0288189554396102e-13,9.317401377312863e-15,8.974837576263847e-19,0.0,0.0,3.279291409061308e-14,5.906491011408085e-25,7.279319628687105e-17,2.3702361143271137e-26,2.1998767681733424e-19,4.079873717970241e-44,7.146774146674193e-32,6.002955337700339e-28,9.867038943042205e-33,6.992118302512723e-13,1.616449952708384e-39,1.1101917644536722e-22,1.2814983598688421e-36,1.0185759948619739e-44,1.6365455335526316e-31,4.061430954392974e-43,8.019726631274141e-29,2.0206898931893497e-45,8.408138598173074e-46,8.91886831526477e-46,3.1863889668072326e-69,2.663025308481682e-57,5.139712995159515e-28,9.668267321119089e-56,1.126675802180123e-49,3.7988530054220156e-55,3.76,0.0,0.769361791215203,0.9987736339494515,2.5528022429253634e-22,4.490777315549769e-47,8.9886610485213e-05,5.8173696164374866e-05,1.5365067919718114e-05,1.6345789184990852e-05,0.0012263660482872787,3.312797111481796e-10,2.384940269110101e-17,1.3947567218531744e-09,3.0250656541228008e-18,2.9224179754084556e-12,1.4504101303833867e-28,1.3391130863341486e-26,1.8163280901085246e-14,1.9457718725517126e-28,8.900430378557512e-16,2.3460252752620597e-35,1.2518191337114654e-26,8.401332059364994e-30,1.5347205458450138e-36,1.2809905584039796e-35,2.2187999562002865e-32,1.660492099730815e-28,8.00912684414568e-27,1.878479664898962e-15,6.992127300937396e-13,8.761957650058081e-18,8.679625172809944e-17,8.680613970723411e-17,2.1329364713793412e-24,7.812495742201478e-12,2.0454923092480952e-10,2.3195895111149517e-10,1.7315601481391133e-11
4.725976176866854e-10,0.8265168992858575,4.0098737704628807e-11,1.0941807807125882e-13,1.0598005803289624e-14,1.040203055771836e-18,0.0,0.0,3.5736681912719904e-14,7.034678353408643e-25,8.342992623764396e-17,2.837110536417032e-26,2.5284547449078147e-19,5.543719705472982e-44,8.94102830579645e-32,7.185137771386498e-28,1.2345717672664435e-32,7.695919417896048e-13,2.1989841204502466e-39,1.2707464073190471e-22,1.6672477688937462e-36,1.384736847226721e-44,2.046031554181356e-31,5.656220371970175e-43,9.954074859444191e-29,2.7075235238599132e-45,1.1107860092678732e-45,1.2274700483396121e-45,5.212080935946358e-69,3.831731342872598e-57,6.301362725940032e-28,1.451093038632453e-55,1.5566883894396464e-49,5.707251070727918e-55,3.76,0.0,0.769357753185499,0.9987445876405902,3.1737659464451056e-22,6.389156603446987e-47,9.39246607258703e-05,6.091088244176497e-05,1.6066745087718925e-05,1.6944818427420476e-05,0.0012554123569280325,3.622368283497488e-10,2.723813134510814e-17,1.4904296365379322e-09,3.2698831900613307e-18,3.2073125363685016e-12,1.834209451864409e-28,1.6713862839678962e-26,1.9979537640137263e-14,2.4658253455090356e-28,9.752108633682232e-16,3.0716836796245605e-35,1.5643224645342168e-26,1.0585699203592298e-29,2.0085152461066535e-36,1.6770855535113827e-35,2.927355390726122e-32,2.0999776045172916e-28,9.991010424434581e-27,2.0779437743997424e-15,7.695929760995124e-13,9.62844266804985e-18,9.942153750787805e-17,9.943371974743652e-17,2.526735996114194e-24,8.20594143695256e-12,2.1283547691329922e-10,2.423794047005087e-10,1.8807086319662602e-11
4.929168513878846e-10,0.8265175028638092,4.3448745319026646e-11,1.161635377188068e-13,1.1988018562030698e-14,1.1984198582997305e-18,0.0,0.0,3.8801022886353456e-14,8.316557852036781e-25,9.508092461453306e-17,3.370622514008833e-26,2.8893296458671107e-19,7.449240420939082e-44,1.107985584698365e-31,8.535171835424272e-28,1.530083460951865e-32,8.436608790697753e-13,2.9529598343317873e-39,1.4464482612142743e-22,2.1451580172923285e-36,1.8583026523956303e-44,2.5340520205719837e-31,7.770269326904449e-43,1.2245096993103778e-28,3.587902948232938e-45,1.4505447948290743e-45,1.666861068422152e-45,8.350248285711742e-69,5.429580346988685e-57,7.662423497598629e-28,2.1410569693207304e-55,2.1223480925904602e-49,8.429122808754809e-55,3.76,0.0,0.769353715176989,0.9987169735908837,3.9094562984436396e-22,8.954538852305094e-47,9.796269119705223e-05,6.365729474275646e-05,1.676927256539498e-05,1.753374784456198e-05,0.0012830264064024703,3.946183346928078e-10,3.093589581800973e-17,1.5869809941389033e-09,3.521522822379847e-18,3.5064383408042368e-12,2.297751422159731e-28,2.0668564550608943e-26,2.1890732025099957e-14,3.0952978620173786e-28,1.0642561258314724e-15,3.977018754725523e-35,1.9367936606098656e-26,1.321293590506906e-29,2.5993293830857908e-36,2.171212667111852e-35,3.818944051305415e-32,2.6306623366029954e-28,1.2348323533941166e-26,2.2863511422150666e-15,8.436620610755502e-13,1.0540983528432828e-17,1.1322678293334115e-16,1.132416317599348e-16,2.9708517444489343e-24,8.602676695036718e-12,2.2104947160669584e-10,2.527998045257934e-10,2.035187847394935e-11
5.132360850890837e-10,0.8265181064388243,4.691924826635481e-11,1.231230387714175e-13,1.3491468348559433e-14,1.3731024335301462e-18,0.0,0.0,4.198524764630568e-14,9.765341263350498e-25,1.0779581594153384e-16,3.976985740723611e-26,3.284152703635481e-19,9.906736487581813e-44,1.3610682486268704e-31,1.0068372387972995e-27,1.8798063298812503e-32,9.214413802233165e-13,3.918525959119865e-39,1.6380415516375794e-22,2.732027726263378e-36,2.464309466932637e-44,3.111461631667125e-31,1.0540858323681412e-42,1.4939838637485323e-28,4.706387246345414e-45,1.8741334748547164e-45,2.2358224764791198e-45,1.312447267086408e-68,7.586081850853933e-57,9.247182147690562e-28,3.109839003399517e-55,2.8582787342159294e-49,1.2254887429793607e-54,3.76,0.0,0.7693496771896728,0.9986907211763761,4.774920074541554e-22,1.2377803637721413e-46,0.00010200070190353883,6.64127772568865e-05,1.7472636090156067e-05,1.811274765744607e-05,0.0013092788206667456,4.2842890312654166e-10,3.4956546621448856e-17,1.6842584865362772e-09,3.779726688350354e-18,3.819880125008603e-12,2.8535143109751896e-28,2.5342093072385478e-26,2.3897569659168708e-14,3.8515924330750607e-28,1.1571517090466876e-15,5.096437400096352e-35,2.3775934527192415e-26,1.6349863133324713e-29,3.329494875441365e-36,2.782133187425816e-35,4.930747297548335e-32,3.266751730022711e-28,1.513232686283457e-26,2.5033891411591337e-15,9.21442723831082e-13,1.1500219872491764e-17,1.2826438412685376e-16,1.2828230987976243e-16,3.4689917308840405e-24,9.002659448714489e-12,2.2919184986228814e-10,2.6322015057214733e-10,2.1949084127652538e-11
5.335553187902829e-10,0.8265187100109042,5.0508776634625095e-11,1.3030124988188016e-13,1.5112334659208833e-14,1.5652380178617502e-18,0.0,0.0,4.52886723332304e-14,1.1394760087977042e-24,1.2162451293515793e-16,4.662711426124403e-26,3.7145845801065993e-19,1.3048732315345745e-43,1.6585044443848822e-31,1.1800715790636052e-27,2.2908787070327166e-32,1.0029541922436791e-12,5.1430282623343394e-39,1.8462779906094994e-22,3.446845466001043e-36,3.2322502438295047e-44,3.79007617209895e-31,1.4133835391240679e-42,1.808922923797768e-28,6.115759602297071e-45,2.3976792642817858e-45,2.965059553188963e-45,2.0267231021851537e-68,1.0462044647073334e-56,1.1081754875628545e-27,4.4519126295716605e-55,3.806038745236527e-49,1.7560237699239173e-54,3.76,0.0,0.7693456392235501,0.9986657632555132,5.786431965938187e-22,1.6893010760604243e-46,0.00010603869285003139,6.917717679886285e-05,1.817682163313271e-05,1.8681985218127258e-05,0.0013342367412751536,4.6367312771617956e-10,3.9313973332534665e-17,1.7821199641557927e-09,4.044245528989078e-18,4.147718016022169e-12,3.515352859037443e-28,3.082905965540935e-26,2.6000712737475867e-14,4.754074253529525e-28,1.253868076947282e-15,6.469173532470044e-35,2.895849328530828e-26,2.0070244060826135e-29,4.224461109570171e-36,3.531238176009697e-35,6.305643762039559e-32,4.023997806862734e-28,1.8398799906573696e-26,2.728738250269442e-15,1.0029557120412336e-12,1.2506785644305472e-17,1.445863590740272e-16,1.446078119238481e-16,4.0249302685680086e-24,9.40584802711614e-12,2.37263240948779e-10,2.7364044282405556e-10,2.3597824278589495e-11
5.53874552491482e-10,0.8265193135800484,5.4215880279246146e-11,1.377027477436041e-13,1.685454846496357e-14,1.7758323154873457e-18,0.0,0.0,4.8710618534718463e-14,1.3219062588247133e-24,1.3661720087605856e-16,5.43460997435032e-26,4.182294509155826e-19,1.7033432517831621e-43,2.0058740515549216e-31,1.3748834781454682e-27,2.771031264906312e-32,1.0882182133888928e-12,6.6819368670989e-39,2.0719167569772146e-22,4.310970444046197e-36,4.1966426823581303e-44,4.582712098522624e-31,1.8748068311028765e-42,2.1748214345300476e-28,7.878211605778186e-45,3.0395996193492356e-45,3.8909094023366e-45,3.0789494430528376e-68,1.4255396884949942e-56,1.3194142368196608e-27,6.2880904667677805e-55,5.015160653586504e-49,2.482619671236005e-54,3.76,0.0,0.7693416012786212,0.998642035997438,6.9615374870475465e-22,2.2784763670789296e-46,0.00011007666404115368,7.195034276436594e-05,1.8881815395604506e-05,1.92416250580424e-05,0.0013579639990846295,5.003555249716435e-10,4.402210380876137e-17,1.880432845659828e-09,4.314838535859867e-18,4.490027816624225e-12,4.298593332038312e-28,3.7232180732844215e-26,2.820078283100221e-14,5.824210453830521e-28,1.3543735089872404e-15,8.139738956803326e-35,3.5014927414385664e-26,2.4455210374123694e-29,5.3130838042466445e-36,4.442793758315816e-35,7.992825779630808e-32,4.919801881778681e-28,2.2208238526441058e-26,2.962074550899491e-15,1.0882199246493372e-12,1.3561308947135056e-17,1.6224431652009635e-16,1.6226978827485945e-16,4.642501679270574e-24,9.812201152695654e-12,2.4526426859552837e-10,2.840606812656955e-10,2.5297234503216717e-11
5.741937861926812e-10,0.8265199171462578,5.803912854456872e-11,1.4533202057220616e-13,1.8721992873825897e-14,2.0059090202600948e-18,0.0,0.0,5.225041322839865e-14,1.5253010805749623e-24,1.5282432295055273e-16,6.299792572556041e-26,4.688959500978562e-19,2.204855941119195e-43,2.409198088582352e-31,1.5930012972275983e-27,3.3286079430619577e-32,1.1772506265005161e-12,8.599850176484431e-39,2.3157244769715107e-22,5.3483200489013445e-36,5.397642866608462e-44,5.503225723260786e-31,2.4620371217087702e-42,2.597588454405011e-28,1.006665435410779e-44,3.8208191370709436e-45,5.056091856902112e-45,4.6069282995740295e-68,1.9207783850053595e-56,1.5614283564451867e-27,8.77140310979218e-55,6.5442982114924056e-49,3.466280292475944e-54,3.76,0.0,0.7693375633548857,0.9986194787187648,8.319095318123772e-22,3.0396441701416655e-46,0.00011411461548145344,7.473212708659463e-05,1.9587603805468353e-05,1.9791828935552463e-05,0.001380521277480526,5.384805351538052e-10,4.909490341623314e-17,1.9790735607768057e-09,4.5912731881094246e-18,4.846881273400354e-12,5.220131696420476e-28,4.4662630723090436e-26,3.049836350371058e-14,7.085714660055506e-28,1.4586343196953831e-15,1.015839688047452e-34,4.205296704542777e-26,2.959369844061715e-29,6.627928150600325e-36,5.544198698093251e-35,1.0048457657242286e-31,5.973320127254772e-28,2.662605298450389e-26,3.2030719241586055e-15,1.1772525451855573e-12,1.4664411917098753e-17,1.8128942794085535e-16,1.8131945383846859e-16,5.3255942238871355e-24,1.0221677937716107e-11,2.5319555104135953e-10,2.944808658809437e-10,2.7046464724065713e-11
5.945130198938803e-10,0.8265205207095325,6.197710998902329e-11,1.531934714068131e-13,2.0718503782545307e-14,2.2565093583876815e-18,0.0,0.0,5.5907388726927734e-14,1.7511877579847517e-24,1.7029656650118715e-16,7.265672694940194e-26,5.236263603941039e-19,2.8315595762862712e-43,2.8749532669998873e-31,1.8362179009446246e-27,3.972586440107978e-32,1.270067023799621e-12,1.0971578281444039e-38,2.5784752050092473e-22,6.585564212129758e-36,6.881706383965592e-44,6.566551974677529e-31,3.203093321045069e-42,3.0835601051052685e-28,1.2766165336632528e-44,4.764997082099579e-45,6.510524637963228e-45,6.796326476546905e-68,2.5612008206732636e-56,1.8374108074478975e-27,1.2093984613964905e-54,8.462487717309126e-49,4.783689417576486e-54,3.76,0.0,0.7693335254523436,0.9985980337283884,9.879319090456461e-22,4.013935909648518e-46,0.00011815254717540342,7.752238419353992e-05,2.0294173513747023e-05,2.0332755882684787e-05,0.0014019662675683981,5.780525235588301e-10,5.4546374270910746e-17,2.0779270243227955e-09,4.873325081285371e-18,5.218346328864367e-12,6.298534923510079e-28,5.324039656801306e-26,3.289400277255162e-14,8.564696372943043e-28,1.566615063367063e-15,1.2581658282786202e-34,5.018913764529562e-26,3.558289520462822e-29,8.205586349096341e-36,6.86625436883538e-35,1.2536377137263365e-31,7.205571973013264e-28,3.172276641877799e-26,3.451403978805094e-15,1.270069166562571e-12,1.5816710612905118e-17,2.017724023709795e-16,2.0180756285698176e-16,6.078144256494138e-24,1.0634237880765847e-11,2.610577010829353e-10,3.049009966533806e-10,2.8844678980363915e-11
6.148322535950795e-10,0.826521124269874,6.60284321138331e-11,1.6129142124082167e-13,2.284787051797982e-14,2.5286916507836413e-18,0.0,0.0,5.968088262474945e-14,2.001144356792912e-24,1.8908485013185935e-16,8.339967527577312e-26,5.825897220231319e-19,3.609445717765027e-43,3.41008621807058e-31,2.106390043310845e-27,4.7125982691129706e-32,1.3666815236678608e-12,1.3883308860466145e-38,2.860950404737427e-22,8.05232655145444e-36,8.702298605021147e-44,7.788742714992179e-31,4.130927676873934e-42,3.6395117995413124e-28,1.6075580350689304e-44,5.898765545513876e-45,8.312205189476828e-45,9.894614986558723e-68,3.382037956172505e-56,2.1507587267137144e-27,1.649508738255731e-54,1.0850530236240617e-48,6.530449928621546e-54,3.76,0.0,0.7693294875709947,0.9985776461799282,1.166381861969109e-21,5.250290947477854e-46,0.0001221904591274029,8.032097096597497e-05,2.1001511391138245e-05,2.086456225108936e-05,0.0014223538157285924,6.190757817809695e-10,6.039055449266266e-17,2.1768861396817676e-09,5.160777749316251e-18,5.604487358522344e-12,7.554145427348872e-28,6.309463393960408e-26,3.53882154191055e-14,1.0289815175087196e-27,1.6782787247728463e-15,1.5472801341876457e-34,5.954914349325938e-26,4.2528693683680593e-29,1.008700965922383e-35,8.443447230092514e-35,1.5528841410572333e-31,8.63955131217458e-28,3.75742137188795e-26,3.706745735089432e-15,1.3666839078563563e-12,1.701881492053755e-17,2.2374346389452995e-16,2.237843863842327e-16,6.90413060369314e-24,1.104984086330526e-11,2.6885132612270926e-10,3.1532107356629725e-10,3.0691055201827586e-11
6.351514872962786e-10,0.8265217278272812,7.019172109529424e-11,1.6963011199108242e-13,2.511383646831404e-14,2.8235308940163736e-18,0.0,0.0,6.35702377465142e-14,2.2767994268261115e-24,2.0924031161777271e-16,9.530699318825902e-26,6.45955647193458e-19,4.5688618688707495e-43,4.022027392312398e-31,2.4054377267342043e-27,5.558948376749717e-32,1.4671068798799912e-12,1.7433858576550324e-38,3.163938930316497e-22,9.781392258094384e-36,1.0920655796827695e-43,9.187004597924744e-31,5.284077383384039e-42,4.27267013999764e-28,2.010923995845926e-44,7.251978233867366e-45,1.0528161561330135e-44,1.422833672055162e-67,4.425404221529289e-56,2.5050784043755973e-27,2.2270358294871085e-54,1.3802501572821255e-48,8.824838477750996e-54,3.76,0.0,0.769325449710839,0.9985582639314482,1.3695640591749997e-21,6.8065754938736094e-46,0.00012622835134177887,8.312774669615043e-05,2.1709604524604978e-05,2.138740175722039e-05,0.0014417360638966457,6.615545289541124e-10,6.664151747193772e-17,2.2758513301645784e-09,5.453422480886162e-18,6.0053653936979464e-12,9.009188640950571e-28,7.436402504446159e-26,3.7981485160947444e-14,1.2292439774541973e-27,1.7935868966933023e-15,1.890241411211703e-34,7.026825483073985e-26,5.054615793608323e-29,1.231785507226626e-35,1.0314243911623315e-34,1.9107319038613446e-31,1.0300340486534267e-27,4.426174076052707e-26,3.968775087199612e-15,1.4671095235384536e-12,1.8271328471877696e-17,2.472523316193725e-16,2.4729969224356415e-16,7.80756916983043e-24,1.1468447146243982e-11,2.7657702821645285e-10,3.257410966026995e-10,3.258478498561977e-11
6.554707209974778e-10,0.8265223313817561,7.446562152060715e-11,1.782137093140924e-13,2.752009970435865e-14,3.1421183588441892e-18,0.0,0.0,6.757480209705727e-14,2.5798317046226864e-24,2.3081429657275437e-16,1.0846196659840064e-25,7.13894261432648e-19,5.745072025494032e-43,4.718704633562968e-31,2.7353435371322466e-27,6.522634328127386e-32,1.5713545837310036e-12,2.1736012973451188e-38,3.48823700793977e-22,1.1808922692401764e-35,1.3606598731678825e-43,1.0779736450813533e-30,6.707374751745653e-42,4.990724489408684e-28,2.499890024378138e-44,8.857969881494142e-45,1.3235474660997156e-44,2.02243325075822e-67,5.741335189518663e-56,2.904190131782637e-27,2.978251719552306e-54,1.742739699709923e-48,1.1812134428956516e-53,3.76,0.0,0.7693214118718766,0.9985398374121018,1.5999308706247886e-21,8.750811949707809e-46,0.00013026622382278689,8.594257304718537e-05,2.2418440214006918e-05,2.190142552675495e-05,0.0014601625829197581,7.054929129724151e-10,7.331337114886545e-17,2.3747300967338556e-09,5.751058131330322e-18,6.421038330902424e-12,1.068788373547405e-27,8.719713795957128e-26,4.0674266690472343e-14,1.4606811892623796e-27,1.912499945051984e-15,2.2948960635549807e-34,8.249169862292804e-26,5.975999737379705e-29,1.4948846711851877e-35,1.2521399003238138e-34,2.3363329146401605e-31,1.2215227023508627e-27,5.187240395985325e-26,4.237174065256607e-15,1.5713575056028595e-12,1.9574848576306713e-17,2.7234820196625174e-16,2.7240272729972863e-16,8.792507767648137e-24,1.1890017366548358e-11,2.842354041203607e-10,3.361610657453146e-10,3.452507337646059e-11
6.757899546986769e-10,0.8265229349332978,7.884879612723482e-11,1.8704630527752222e-13,3.007031359116685e-14,3.485561205353469e-18,0.0,0.0,7.16939288128371e-14,2.911969816462052e-24,2.538583478279452e-16,1.2295095699532839e-25,7.865761493293964e-19,7.178867595581587e-43,5.508556430319517e-31,3.0981519579994208e-27,7.615365060752267e-32,1.67943495948438e-12,2.6917957868025675e-38,3.834648217584747e-22,1.4174676652105013e-35,1.6839400444009904e-43,1.2586566168087648e-30,8.45271873779383e-42,5.801838219674556e-28,3.089581786677115e-44,1.0753826274134178e-44,1.6522374140732292e-44,2.8435645277711115e-67,7.388937412067896e-56,3.352132922362227e-27,3.947358834461671e-54,2.1850917876761728e-48,1.5669585932875342e-53,3.76,0.0,0.769317374054107,0.9985223194953544,1.8600863283094728e-21,1.1162524683080316e-45,0.0001343040765746129,8.876531401314114e-05,2.3128005968773672e-05,2.240678213826212e-05,0.0014776804993325476,7.508950116903743e-10,8.042025730456983e-17,2.4734366006241055e-09,6.053490931089889e-18,6.851561128507702e-12,1.2616557486563586e-27,1.0175278743825575e-25,4.346698758866409e-14,1.727021500319343e-27,2.0349771623923796e-15,2.7699370661053845e-34,9.637505287530544e-26,7.030505029752161e-29,1.8036152061078203e-35,1.5112275642884065e-34,2.8399329249918416e-31,1.4413823097466584e-27,6.049917011187892e-26,4.51162991652287e-15,1.6794381790140574e-12,2.0929966164360532e-17,2.990797331097091e-16,2.9914220188197867e-16,9.86302117301514e-24,1.2314512533878917e-11,2.9182704533773984e-10,3.465809809765961e-10,3.6511138649868964e-11
6.961091883998761e-10,0.8265235384819076,8.333992554575916e-11,1.9613192089504068e-13,3.276808739019938e-14,3.854982113762384e-18,0.0,0.0,7.592697611474037e-14,3.2749919818621652e-24,2.7842419547800053e-16,1.3886341298113815e-25,8.641723043948618e-19,8.917231172522071e-43,6.400544847861499e-31,3.495968666090847e-27,8.849579212123447e-32,1.7913572535473107e-12,3.312480522981621e-38,4.203983474991833e-22,1.6922238277283673e-35,2.0708709778473407e-43,1.4628387104831274e-30,1.0579910619893358e-41,6.714659641566893e-28,3.7973019643138086e-44,1.298066486755759e-44,2.048941013326677e-44,3.957292024193301e-67,9.43765786256274e-56,3.853169107846422e-27,5.187884509337976e-54,2.721740751887365e-48,2.0612080201604517e-53,3.76,0.0,0.7693133362575303,0.9985056653784584,2.1527900338274194e-21,1.4134208270604718e-45,0.00013834190960137387,9.159583587976648e-05,2.383828950461949e-05,2.2903617666135816e-05,0.0014943346158820161,7.977648341027037e-10,8.797635086447847e-17,2.571891269452831e-09,6.360534291674015e-18,7.296985991447053e-12,1.4823761291681572e-27,1.1820039712765515e-25,4.636005012096197e-14,2.032314792997523e-27,2.160976910409839e-15,3.3249653135461147e-34,1.1208464444983456e-25,8.232677653264067e-29,2.16417731093456e-35,1.8139178990427378e-34,3.4329653082705514e-31,1.6928187688137387e-27,7.024111647914279e-26,4.791836024007454e-15,1.7913607908820323e-12,2.233726574256283e-17,3.2749503141637895e-16,3.275662762039597e-16,1.1023206401586416e-23,1.2741894027257461e-11,2.9935253816528615e-10,3.5700084227872917e-10,3.854221209851186e-11
7.164284221010752e-10,0.8265241420275853,8.793770804620792e-11,2.0547450853192846e-13,3.561698685225327e-14,4.2515189300155785e-18,0.0,0.0,8.027330726216772e-14,3.6707257176088336e-24,3.0456374755375636e-16,1.5629188123049008e-25,9.46854082769642e-19,1.1014055648371915e-42,7.404168145209756e-31,3.930959811185501e-27,1.0238463026226017e-31,1.907129717753573e-12,4.0520216533537884e-38,4.597061013866422e-22,2.0099251556090239e-35,2.531553236272142e-43,1.692739396067296e-30,1.3157556614769413e-41,7.738332621203927e-28,4.642776709593981e-44,1.5583925981282633e-44,2.5250702995380893e-44,5.454222624684706e-67,1.1968680598746434e-55,4.41178881242511e-27,6.764263788966462e-54,3.369194367744992e-48,2.68985893492344e-53,3.76,0.0,0.7693092984821462,0.9984898324678697,2.4809610134565187e-21,1.7772924253535443e-45,0.00014237972290711932,9.443400718590206e-05,2.4549278740299822e-05,2.3392075722804216e-05,0.0015101675261123305,8.461063215043672e-10,9.599585921342001e-17,2.670020425508438e-09,6.672008609982928e-18,7.757362544625751e-12,1.7340391341733917e-27,1.3672036313911319e-25,4.9353832921959906e-14,2.3809503307650965e-27,2.290456752206167e-15,3.970553362209705e-34,1.2979795032514913e-25,9.598175904550936e-29,2.5833952506844545e-35,2.165970266989391e-34,4.128149978792709e-31,1.9792951408653405e-27,8.120363109659065e-26,5.07749267896182e-15,1.907133593744959e-12,2.379732535861785e-17,3.576416397365693e-16,3.577225486363841e-16,1.2277178204541652e-23,1.3172123591763565e-11,3.0681246373895196e-10,3.6742064963363556e-10,4.0617537821637014e-11
7.367476558022744e-10,0.8265247455703316,9.264085928782627e-11,2.150779541885206e-13,3.8620534801352255e-14,4.676324325357123e-18,0.0,0.0,8.473229050831989e-14,4.101047542381916e-24,3.3232908128308585e-16,1.7533201691024062e-25,1.034793160522257e-18,1.3530921151552692e-42,8.529473081448297e-31,4.4053512821981214e-27,1.1795967844839054e-31,2.026759687110184e-12,4.928812656493075e-38,5.014706368300766e-22,2.3757661395386124e-35,3.0773270628886007e-43,1.950711814559889e-30,1.62640402110589e-41,8.882506888436628e-28,5.648422664060874e-44,1.8613674544707843e-44,3.0935273165807715e-44,7.449034017164857e-67,1.5076458426557908e-55,5.0327143074585404e-27,8.753628572056878e-54,4.146259533683105e-48,3.48394675530076e-53,3.76,0.0,0.7693052607279548,0.9984747802703109,2.8476815212698666e-21,2.2202032471535327e-45,0.00014641751649583225,9.7279698685534e-05,2.5260961794409532e-05,2.38722975002277e-05,0.0015252197233009638,8.959233486310914e-10,1.0449302152231457e-16,2.7677559349885847e-09,6.987741071757107e-18,8.23273799568278e-12,2.019981194980088e-27,1.575044189128066e-25,5.244869257526753e-14,2.7776750911704642e-27,2.4233735748922904e-15,4.718311579400497e-34,1.4970400224462841e-25,1.1143821442047956e-28,3.068759480978034e-35,2.5737088258517383e-34,4.939597584364033e-31,2.3045443975698654e-27,9.34986132589013e-26,5.36830772216127e-15,2.026763923315679e-12,2.5310716576201613e-17,3.8956652741515044e-16,3.896580456985758e-16,1.3629064779952738e-23,1.3605163335260176e-11,3.142073980794091e-10,3.77840403022979e-10,4.273637251756676e-11
