Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206)
0.020878579756925298,0.45292688580454843,4.734613402157979e-10,3.179329788715854e-10,1.3442943371452705e-08,2.4093754742437747e-06,0.0,0.0,5.1102320262541686e-05,3.191476664305148e-05,1.960959328483378e-05,7.789163515160351e-08,4.484278210041403e-12,2.85334495033414e-32,3.5644708377727395e-24,2.3954695790994816e-16,2.6218686930159437e-11,1.5734175310555093e-05,4.4352836261230883e-16,3.481011774280045e-23,3.514174371792238e-23,2.213030520663465e-28,5.516841739791232e-18,7.462973026387769e-14,8.581570594348464e-15,9.357837765156628e-14,5.943742249837642e-26,1.7271721368506376e-17,6.649024405481051e-17,5.797017934990724e-22,1.0545731222411435e-13,5.132246131113001e-21,1.4939860991372416e-22,2.2847910687476815e-18,3.76,0.0,0.6321185979458904,0.9997869946660402,0.0001200144767969106,4.3241585829689555e-09,0.0030990178155337333,0.0020357998801683787,0.0009737255848081039,8.213997497448602e-11,1.311732801317469e-05,2.0993158225111687e-08,1.8453707753041006e-17,3.308643614965798e-18,2.0275514174324503e-17,1.8232228699504776e-05,8.001903141376907e-21,9.573782724014202e-22,3.810045572968807e-05,2.1175806434374636e-19,3.1906005633393284e-15,3.677158218904152e-26,1.1370542450551056e-19,5.398699049677448e-21,6.767437843529168e-19,2.958544081391852e-17,1.1279223336850345e-27,1.7789124347086385e-26,6.846911859753176e-11,2.0759138397509094e-16,2.1242936691409557e-05,5.712465285698794e-07,3.838037400976592e-08,9.197826193517197e-09,4.5345828057062317e-07,8.664136153157625e-05,0.0001724781016134284,2.950611915677328e-09,2.649184593034719e-10,3.0911971239721844e-12,1.5426507020144963e-12,1.0517537338680088e-10,1.5100865747478902e-06,9.171868956955918e-08,4.062220801952272e-10,5.529018878314461e-09,8.593626774773044e-09,3.7093199380346815e-20,9.208076736664705e-11,2.939225221585256e-17,1.940557333271866e-09,8.898203767294425e-10,5.534904692094259e-09,1.781131100929587e-13,1.6437066902905164e-18,9.723364041257598e-15,2.4822370469224024e-08,2.132328677170536e-10,2.5870865265918844e-09,5.535548984625516e-09,3.015636715731899e-08,8.379755634702644e-11,8.587640823268574e-15,2.2678636963711733e-11,2.7434262770249666e-17,1.9538275898651943e-09,8.706757949974177e-18,2.2283497369362942e-10,2.2682781790387968e-14,1.08721144416586e-14,2.387455713615267e-13,1.2930020246092377e-08,1.055102545872116e-18,3.587464866080411e-20,3.4751076771695353e-19,6.236777773675554e-21,2.5978171727348162e-18,1.2309414066848796e-20,4.5555910042895e-22,5.133327454994838e-24,1.7265144353684121e-18,4.00209572516101e-11
0.02098356681093837,0.45292827555602977,4.791358834853157e-10,3.249565089898189e-10,1.366319761507997e-08,2.4463954809243794e-06,0.0,0.0,5.159577025643162e-05,3.240627065915454e-05,1.988798224599326e-05,7.981847378365294e-08,4.572703373761736e-12,-3.700515368766491e-32,3.70275284831209e-24,2.4606242824985835e-16,2.6581682463421074e-11,1.58902740792852e-05,4.552648655874181e-16,3.5324833343005374e-23,3.659140911046119e-23,2.2544509993280753e-28,5.665573237579519e-18,7.719770370416618e-14,8.783169438355282e-15,9.641979816315517e-14,6.21707728574607e-26,1.777497569481665e-17,6.867593249317112e-17,5.9737873496013635e-22,1.0753276155401214e-13,5.277561183679647e-21,1.5509559674194767e-22,2.3718975756024344e-18,3.76,0.0,0.6320985150262782,0.9997840071908008,0.0001223469558809513,4.404861162645114e-09,0.0031147338184955983,0.002045315190107545,0.0009785947396404964,8.213936594174371e-11,1.3117288816180905e-05,2.12012350392605e-08,1.8636704800473123e-17,3.3131278584321948e-18,2.0370158374588033e-17,1.8433530129659854e-05,8.161724398730875e-21,9.764992476353987e-22,3.8828228026852495e-05,2.1598792744563107e-19,3.2376329147254184e-15,3.7505790405811155e-26,1.160116069939918e-19,5.508199629693396e-21,6.90470033871835e-19,3.018552941904637e-17,1.1504432527223215e-27,1.8144315200446913e-26,7.059401776942097e-11,2.0862818968239775e-16,2.1532559618863602e-05,5.853193721676208e-07,3.897525658941498e-08,9.336257613921793e-09,4.602740026743368e-07,8.817327080783804e-05,0.00017540845270007835,2.9927452209862096e-09,2.6857840490348523e-10,3.154109569077557e-12,1.575194709837831e-12,1.0740178182848433e-10,1.5455142167798837e-06,9.472112585865218e-08,4.0929684562847134e-10,5.6120891408853435e-09,8.656877637212993e-09,3.8256587691145735e-20,9.402951711302935e-11,3.001429078467963e-17,1.970624145607011e-09,9.029088659259016e-10,5.64464719737549e-09,1.8165004457364459e-13,1.6784928235112259e-18,9.929228601595523e-15,2.5373887770495768e-08,2.143884293667474e-10,2.644551957633024e-09,5.618894429649899e-09,3.1160635622028084e-08,8.524399505289176e-11,8.757857968925046e-15,2.280151231642996e-11,2.789708802231405e-17,2.0062045722123072e-09,8.955478762257816e-18,2.2806902444059584e-10,2.321551297036286e-14,1.1056831659885767e-14,2.451757028607384e-13,1.3360606849304092e-08,1.0857825088603766e-18,3.684084770694551e-20,3.569858379837459e-19,6.406826270913437e-21,2.6874481022429197e-18,1.2729143847078503e-20,4.723610449475789e-22,5.289166630480044e-24,1.7845282510372836e-18,4.138392975754107e-11
0.021088553864951443,0.45292966673628005,4.848629209371047e-10,3.3210573501529817e-10,1.3886465590702208e-08,2.483857982697252e-06,0.0,0.0,5.209161895423327e-05,3.290380949944408e-05,2.0169533664588465e-05,8.178617943220868e-08,4.662543578144412e-12,-1.7220102994117627e-32,3.845961860619302e-24,2.527265390948356e-16,2.694773690199663e-11,1.604710279085439e-05,4.672678923412198e-16,3.584436869725892e-23,3.809539194251541e-23,2.3114522971758623e-28,5.817703355498331e-18,7.984335007892251e-14,8.98843832759641e-15,9.933625433537212e-14,6.501796149226684e-26,1.8290338452867505e-17,7.092235201075231e-17,6.15524756243113e-22,1.0963849534267507e-13,5.4263881096272366e-21,1.609947377732442e-22,2.4619405443776077e-18,3.76,0.0,0.6320783638097685,0.9997809813719968,0.00012471758963391222,4.486683957744885e-09,0.003130452375048227,0.0020548173964198063,0.0009834642163030808,8.213874534117382e-11,1.3117249116115284e-05,2.1410272075161255e-08,1.8820546832699744e-17,3.3176079057439076e-18,2.046467007458713e-17,1.8637484845180732e-05,8.323877493492108e-21,9.958990974144906e-22,3.9566408882388675e-05,2.2027949098040567e-19,3.285118751715804e-15,3.8250703630841614e-26,1.1835198525835177e-19,5.619323928685355e-21,7.043998219359965e-19,3.0794516598439607e-17,1.1732925344948462e-27,1.8504684868604233e-26,7.277599272058291e-11,2.0966504273197721e-16,2.182649253838189e-05,5.996869300062762e-07,3.957823848844527e-08,9.476470380549851e-09,4.671772477719122e-07,8.972813010325005e-05,0.00017838021224066546,3.0352650114827158e-09,2.722722327169668e-10,3.218088671532553e-12,1.6083204631221923e-12,1.0966819767064095e-10,1.5815987323435264e-06,9.781454247922023e-08,4.1241789352401716e-10,5.696225318575837e-09,8.720705142158783e-09,3.9451404427745396e-20,9.60132672669114e-11,3.064750143422823e-17,2.001100044772691e-09,9.161259483113063e-10,5.756069689864913e-09,1.8524137366122268e-13,1.7139037302748488e-18,1.0138792456800768e-14,2.5936153665205275e-08,2.1556681373072463e-10,2.703136831983647e-09,5.703313117146523e-09,3.2193548293411186e-08,8.671985966826728e-11,8.930679222239128e-15,2.2926815970960887e-11,2.837228394619418e-17,2.0597953452881224e-09,9.210060463529033e-18,2.334002241645491e-10,2.375813110036088e-14,1.1244159162005318e-14,2.517498815322058e-13,1.380345736351646e-08,1.1172044690144015e-18,3.78287284369916e-20,3.66678095344098e-19,6.580772417601383e-21,2.779709079310326e-18,1.3161659390922332e-20,4.897051065350847e-22,5.44912043450498e-24,1.844193256506278e-18,4.2786760794071124e-11
0.021193540918964516,0.45293105936694605,4.906428743752178e-10,3.393823071568964e-10,1.4112781294221637e-08,2.521767058348564e-06,0.0,0.0,5.258985937075738e-05,3.340743491901616e-05,2.045429005395506e-05,8.379548925408458e-08,4.753816164444072e-12,8.173394000005422e-32,3.99416655146758e-24,2.5954187809057887e-16,2.7316851860616808e-11,1.6204660523314964e-05,4.795425073477342e-16,3.63687384749571e-23,3.965557760465853e-23,2.4163034833304665e-28,5.973291636184963e-18,8.256868969405574e-14,9.197492909789273e-15,1.0232944641821624e-13,6.798321924552583e-26,1.8818036778675343e-17,7.323085357345801e-17,6.341468253722121e-22,1.1177478428072127e-13,5.578817736657308e-21,1.6710257678491461e-22,2.5550056098292873e-18,3.76,0.0,0.6320581434301118,0.9997779167616846,0.00012712689935664108,4.569636513823563e-09,0.0031461735239881783,0.002064306386890718,0.0009883340266780398,8.213811303733399e-11,1.3117208907100698e-05,2.1620267699152426e-08,1.9005232413803537e-17,3.322083722953077e-18,2.0559048137177267e-17,1.8844148032068457e-05,8.48838322896423e-21,1.0155803050783986e-21,4.03150923317636e-05,2.2463330448555724e-19,3.3330594977063087e-15,3.90064171528511e-26,1.2072687026171799e-19,5.732086712787016e-21,7.185349995308612e-19,3.1412483278375944e-17,1.1964731018647532e-27,1.8870279450240974e-26,7.501631790015786e-11,2.107019454222028e-16,2.2124822662158248e-05,6.143543715668776e-07,4.018941670250955e-08,9.618484366745099e-09,4.741689842372673e-07,9.130623276588103e-05,0.00018139385284416244,3.078172912664105e-09,2.760000877169379e-10,3.2831489885595146e-12,1.6420366286760664e-12,1.119752289659328e-10,1.6183488444297174e-06,1.0100149374649366e-07,4.155857182864304e-10,5.781439186434914e-09,8.785121447750934e-09,4.067833705121821e-20,9.8032552170471e-11,3.129205461672588e-17,2.031989923163431e-09,9.294721502300049e-10,5.8691900533243046e-09,1.8888768456450513e-13,1.7499489368354838e-18,1.0352112007329393e-14,2.650935570761269e-08,2.1676841796232352e-10,2.762860667610335e-09,5.7888170284485455e-09,3.325578027947173e-08,8.822578959359943e-11,9.10613225388198e-15,2.3054590171261242e-11,2.886012619220857e-17,2.1146235147755403e-09,9.470610665523408e-18,2.3882986339429474e-10,2.4310767504780024e-14,1.1434126740889537e-14,2.5847065726864373e-13,1.4258860019088834e-08,1.149382634282627e-18,3.883867657633269e-20,3.765910709161327e-19,6.7586797250125205e-21,2.87476277460958e-18,1.360739143016438e-20,5.076129740654953e-22,5.613282084733958e-24,1.9055476638473317e-18,4.423041675087107e-11
0.02129852797297759,0.4529324534699799,4.964761675169329e-10,3.46787894283481e-10,1.4342179068284995e-08,2.560126818694509e-06,0.0,0.0,5.3090484505354505e-05,3.3917198790641304e-05,2.0742294785634595e-05,8.584715165013611e-08,4.846539027384958e-12,-7.258116117429999e-33,4.147624687903425e-24,2.6651149155022635e-16,2.7689029292352708e-11,1.6362946346199324e-05,4.920939114587754e-16,3.689796065601383e-23,4.127391545575985e-23,2.466809929553223e-28,6.132407385650453e-18,8.537578648147492e-14,9.410320993651752e-15,1.0540110704652296e-13,7.107099019151336e-26,1.9358300736211046e-17,7.560280947366398e-17,6.532677359546282e-22,1.1394189965530076e-13,5.734887027841706e-21,1.7342603372063813e-22,2.6511804889554648e-18,3.76,0.0,0.6320378530118139,0.999774812906918,0.00012957541221405257,4.653728385554283e-09,0.003161897304923839,0.0020737820489969716,0.000993204182713888,8.213746889354122e-11,1.3117168183194574e-05,2.183122025977474e-08,1.9190760092225934e-17,3.3265552760039465e-18,2.0653291421884637e-17,1.9053575895329392e-05,8.655262446734263e-21,1.035545358385103e-21,4.107437259524043e-05,2.2904991847484263e-19,3.3814565649440423e-15,3.9773026429753824e-26,1.2313657358893217e-19,5.846502777661133e-21,7.328774213434756e-19,3.203951054699283e-17,1.219987882884045e-27,1.924114512590402e-26,7.73162899195508e-11,2.1173890006214152e-16,2.242763898452812e-05,6.293269408169724e-07,4.080888960083257e-08,9.76231969034398e-09,4.812501900850495e-07,9.290787535714843e-05,0.00018444985117270347,3.1214697444873813e-09,2.7976207868325377e-10,3.3493055778454446e-12,1.6763521406819605e-12,1.1432348631202631e-10,1.6557733461366365e-06,1.042846002208196e-07,4.188008110840184e-10,5.867742635002197e-09,8.85013894438804e-09,4.1938138508730744e-20,1.000879052258062e-10,3.194812060702062e-17,2.063298742195938e-09,9.429480019729084e-10,5.984026277132749e-09,1.9258956739351752e-13,1.7866379661816098e-18,1.0569243688276225e-14,2.7093684514293044e-08,2.179936463932415e-10,2.823743301228572e-09,5.87541829941008e-09,3.434801910353179e-08,8.97624354752279e-11,9.284244903692024e-15,2.3184877889087254e-11,2.936089519673154e-17,2.170713060886725e-09,9.737238344583964e-18,2.4435924298720045e-10,2.4873554559028546e-14,1.1626764444901395e-14,2.653405145175032e-13,1.4727108319656481e-08,1.1823314083636977e-18,3.9871069721400633e-20,3.867286494207484e-19,6.940618204894496e-21,2.9727469248881526e-18,1.4066752446164267e-20,5.260843044211339e-22,5.781746575029921e-24,1.9686303519291335e-18,4.57158823302662e-11
0.02140351502699066,0.4529338490676389,5.023632162405029e-10,3.543241760051875e-10,1.4574693578933988e-08,2.598941407111573e-06,0.0,0.0,5.359348734700957e-05,3.443315310208648e-05,2.1033592112800946e-05,8.794192647743739e-08,4.940730127136364e-12,-2.0467778533327763e-31,4.3066197012739885e-24,2.736382296778762e-16,2.8064271579089115e-11,1.6521959320416416e-05,5.049274303259478e-16,3.7432052283812865e-23,4.295242375865389e-23,2.4397105676879342e-28,6.295115730579084e-18,8.826674911074256e-14,9.626872040156569e-15,1.0855300200749075e-13,7.428582779086728e-26,1.9911363370562392e-17,7.803961358421073e-17,6.729023913620632e-22,1.1614011307605833e-13,5.8946553485330855e-21,1.7997240849486937e-22,2.7505550430511416e-18,3.76,0.0,0.6320174916700033,0.999771669349663,0.000132063661319002,4.738969135837459e-09,0.0031776237582982997,0.002083244269913384,0.0009980746964266803,8.213681277182479e-11,1.3117126938387536e-05,2.2043128087566298e-08,1.9377128400582144e-17,3.3310225307350844e-18,2.0747398784986725e-17,1.9265825679301843e-05,8.824536026476401e-21,1.0557967494768169e-21,4.1844344070242324e-05,2.3352988442499974e-19,3.4303113427842783e-15,4.055062708766727e-26,1.2558140741827612e-19,5.9625869471541915e-21,7.474289455938269e-19,3.267567964690471e-17,1.2438398107641248e-27,1.9617328157526851e-26,7.967722784387733e-11,2.1277590897198797e-16,2.273503232466129e-05,6.446099575396445e-07,4.143675670439857e-08,9.907996656062585e-09,4.88421853166532e-07,9.453335769930157e-05,0.0001875486879795061,3.1651554011272346e-09,2.835582672673369e-10,3.4165735959162787e-12,1.7112760405773848e-12,1.167135891894146e-10,1.6938811013797125e-06,1.0766655112132956e-07,4.2206368163432344e-10,5.955147673634231e-09,8.915770260817589e-09,4.323154964260111e-20,1.0217986361926359e-10,3.261587103057554e-17,2.0950315216146418e-09,9.56554028156521e-10,6.100596458023833e-09,1.9634761561169739e-13,1.823980424543955e-18,1.0790244441641505e-14,2.7689333839932876e-08,2.1924291489193844e-10,2.8858048958134507e-09,5.963129175635733e-09,3.547096495353008e-08,9.133045941390449e-11,9.46504517462076e-15,2.3317723380140367e-11,2.9874876636397984e-17,2.2280883544064e-09,1.0010053909259741e-17,2.4998967423533065e-10,2.5446625700311903e-14,1.1822102580298912e-14,2.7236198185287183e-13,1.5208501146690933e-08,1.21606539894462e-18,4.092629171650126e-20,3.9709555122982484e-19,7.126672286464615e-21,3.073574153190525e-18,1.453998805917846e-20,5.45127501671745e-22,5.954610717270148e-24,2.0334808768002517e-18,4.724416091997716e-11
0.021508502081003734,0.45293524618251596,5.083044545878503e-10,3.619928353419064e-10,1.4810359770634344e-08,2.6382149997256424e-06,0.0,0.0,5.409886087388493e-05,3.495534995485437e-05,2.132822718144174e-05,9.008058512738255e-08,5.036406649579471e-12,3.039947744834763e-32,4.4709444247800775e-24,2.809240354306257e-16,2.8442579275232087e-11,1.668169849820081e-05,5.180483025572361e-16,3.7971021840366866e-23,4.4693179303929197e-23,2.607499452251213e-28,6.4614627563507185e-18,9.124373159780031e-14,9.84745016710084e-15,1.1178693061314524e-13,7.763226907646848e-26,2.0477460741687615e-17,8.054268144352897e-17,6.930347590858834e-22,1.1836969648338355e-13,6.058313230803714e-21,1.8674882100859655e-22,2.853221303296522e-18,3.76,0.0,0.6319970585103662,0.9997684856267588,0.00013459218577255216,4.8253683355851695e-09,0.003193352925400274,0.002092692936515028,0.0010029455798982007,8.213614453288943e-11,1.3117085166602403e-05,2.225598949496428e-08,1.9564335855558078e-17,3.3354854528792984e-18,2.084136907954592e-17,1.948095567753616e-05,8.996224883307686e-21,1.0763369745728642e-21,4.262510132775249e-05,2.3807375472688807e-19,3.4796251831575473e-15,4.133931490837322e-26,1.2806168450579246e-19,6.080354072554777e-21,7.621914339418815e-19,3.332107197115132e-17,1.2680318234912627e-27,1.9998874882371584e-26,8.210047321421684e-11,2.138129744827191e-16,2.3047095347034208e-05,6.602088179573337e-07,4.20731178145232e-08,1.0055535692217225e-08,4.956849713677905e-07,9.618298289810352e-05,0.00019069084812773924,3.209232218257468e-09,2.8738882705140943e-10,3.4849675207772943e-12,1.7468170827656016e-12,1.1914617411900236e-10,1.7326810452805417e-06,1.1115010550099195e-07,4.253748477765241e-10,6.0436664368105015e-09,8.982028267147135e-09,4.455920171505641e-20,1.0430898920907515e-10,3.329548501209347e-17,2.127193295230853e-09,9.70290738316863e-10,6.218918799793204e-09,2.0016242862210974e-13,1.8619863171568617e-18,1.1015173432595516e-14,2.8296500617135554e-08,2.205166411238219e-10,2.9490659432557e-09,6.051961961005734e-09,3.6625330801302245e-08,9.29305350600334e-11,9.648561216760056e-15,2.3453171146405077e-11,3.040236091301562e-17,2.2867741227472754e-09,1.0289169326786062e-17,2.5572247891483567e-10,2.6030115432676583e-14,1.2020171712495454e-14,2.795377925395386e-13,1.5703342809494113e-08,1.2505994322184523e-18,4.2004753911714796e-20,4.076953181114351e-19,7.31690519544603e-21,3.177364300559438e-18,1.502753073765394e-20,5.648036879454873e-22,6.131973158210715e-24,2.1001395110893402e-18,4.881627477116215e-11
0.021613489135016806,0.45293664483750995,5.143003241345674e-10,3.6979558779777664e-10,1.5049213000770618e-08,2.6779518058079708e-06,0.0,0.0,5.460659805800359e-05,3.54838415627912e-05,2.1626246043722193e-05,9.226391070340437e-08,5.133587327931917e-12,9.582765716515879e-32,4.641007333697314e-24,2.883724782987584e-16,2.8823953884660713e-11,1.6842162923053215e-05,5.314620043977637e-16,3.851488978950549e-23,4.649832327291716e-23,2.735685702707702e-28,6.6315290703230665e-18,9.430893381182549e-14,1.0071960158912062e-14,1.1510472613307024e-13,8.111527391333496e-26,2.105683186153947e-17,8.311345038052374e-17,7.136965542725168e-22,1.2063092275111656e-13,6.225851520567224e-21,1.9376282477678287e-22,2.9592735080633633e-18,3.76,0.0,0.6319765526290707,0.9997652612698702,0.0001371615307117912,4.91293556303247e-09,0.0032090848483771663,0.002102127935382401,0.0010078168452795563,8.213546403622064e-11,1.3117042861694913e-05,2.2469802776191117e-08,1.9752380957837235e-17,3.339944008065619e-18,2.0935201155403352e-17,1.969902524452097e-05,9.170349965227567e-21,1.0971685336589535e-21,4.3416739108165044e-05,2.4268208260827427e-19,3.52939944880933e-15,4.2139185817681063e-26,1.3057771816715026e-19,6.199819031734624e-21,7.77166751379917e-19,3.3975769058494346e-17,1.2925668634695477e-27,2.0385831707383656e-26,8.458739062018339e-11,2.148500989361578e-16,2.3363922585933044e-05,6.761289954989611e-07,4.27180747368217e-08,1.020495758138242e-08,5.030405523705513e-07,9.785705736982503e-05,0.00019387682060995135,3.2537008052624328e-09,2.912538592032911e-10,3.5545031846349e-12,1.7829846657960211e-12,1.2162187593345305e-10,1.7721821845715663e-06,1.14738093682449e-07,4.2873480193532316e-10,6.133311173525364e-09,9.048926078386778e-09,4.5921935417782945e-20,1.0647583646297258e-10,3.3987139559604245e-17,2.159789196957398e-09,9.841586629444357e-10,6.339011614172057e-09,2.0403460726986588e-13,1.9006655440477093e-18,1.124408935810499e-14,2.8915384999242764e-08,2.2181524835327606e-10,3.0135472716844617e-09,6.141929197699009e-09,3.781184254432448e-08,9.4563347728141e-11,9.834821370731305e-15,2.35912661252902e-11,3.094364310834231e-17,2.346795481348985e-09,1.0574697853891658e-17,2.6155898934735075e-10,2.6624159333266047e-14,1.2221002667159459e-14,2.868705294345597e-13,1.6211943104547415e-08,1.2859485240267264e-18,4.31068501121896e-20,4.1853193380532044e-19,7.511389057982228e-21,3.28431542111751e-18,1.5529860181453297e-20,5.850932058744039e-22,6.3139344086872634e-24,2.168647206877988e-18,5.043326520939998e-11
0.021707977483628575,0.4529379049629944,5.197436700359067e-10,3.769341394271203e-10,1.5266935312141745e-08,2.714114484797004e-06,0.0,0.0,5.506557663999184e-05,3.596490926944276e-05,2.1897394970125186e-05,9.426775074307176e-08,5.222351414840443e-12,5.803247642638991e-33,4.799307408569828e-24,2.952177345770824e-16,2.9169815019709986e-11,1.69872001940153e-05,5.437893453450758e-16,3.9008574240034006e-23,4.81798282055335e-23,2.7494670733006605e-28,6.787827958943858e-18,9.714489944412505e-14,1.027727694434151e-14,1.1816399134929708e-13,8.437090777740041e-26,2.1589814908183912e-17,8.548623251057718e-17,7.327666456078053e-22,1.2269330671223348e-13,6.379985290063983e-21,2.0028519832440836e-22,3.057695181727962e-18,3.76,0.0,0.6319580344041185,0.9997623242153101,0.0001395092981436009,4.992752653248205e-09,0.0032232459708703347,0.002110607654475532,0.0010122013207549917,8.213484099165106e-11,1.3117004326324763e-05,2.266304715679311e-08,1.9922336486139328e-17,3.343952945494568e-18,2.101953089355622e-17,1.9897851109895743e-05,9.329162852850763e-21,1.116168096826236e-21,4.413859439262952e-05,2.4688514686474644e-19,3.574591056139746e-15,4.286871058204638e-26,1.3287297972224126e-19,6.308801460042166e-21,7.908280499449187e-19,3.457301951426469e-17,1.3149441234058324e-27,2.073875690017825e-26,8.688120242482051e-11,2.1578356328514932e-16,2.3653220171606992e-05,6.907364682458855e-07,4.330597050817551e-08,1.0341064441562008e-08,5.097404720194596e-07,9.938488447245262e-05,0.0001967820628931044,3.2940569430396788e-09,2.947618910600325e-10,3.618074545313175e-12,1.8160790094860169e-12,1.238874021918727e-10,1.8083402342013844e-06,1.1805897217220237e-07,4.3180089962441107e-10,6.214964366893185e-09,9.109692182360532e-09,4.717905482298064e-20,1.084587085653974e-10,3.462006958594167e-17,2.1895009811064035e-09,9.967524146921858e-10,6.4486241244679674e-09,2.0756911503529465e-13,1.936060738569376e-18,1.1453571088577496e-14,2.9482567567192668e-08,2.2300562905858028e-10,3.0726412968950463e-09,6.2238801154606424e-09,3.8907798375697164e-08,9.606144522318076e-11,1.0004825280892287e-14,2.371785336796916e-11,3.1442842683544525e-17,2.401977722527126e-09,1.0837251539767698e-17,2.669016268833487e-10,2.716793558359587e-14,1.2404137573236399e-14,2.9360628026347153e-13,1.66817075328913e-08,1.318472162678735e-18,4.411926594036154e-20,4.2849162677596333e-19,7.690134845412197e-21,3.3831801162238243e-18,1.5994803881726942e-20,6.038771215513729e-22,6.481716115269255e-24,2.2319194913872372e-18,5.192780233852632e-11
0.021802465832240343,0.4529391663719453,5.252319432691266e-10,3.8418396186485074e-10,1.5487294233670886e-08,2.7506589194150503e-06,0.0,0.0,5.552645896226688e-05,3.6451156328953425e-05,2.217135770654332e-05,9.63090026141886e-08,5.312361960101583e-12,7.41343154979291e-33,4.962454102726459e-24,3.0219890947123355e-16,2.951816202780319e-11,1.7132823423442168e-05,5.563624193294756e-16,3.95062477535587e-23,4.991693652911441e-23,2.8188771739183304e-28,6.947235836167762e-18,1.0005581281183202e-13,1.0485898008417108e-14,1.2129408723399405e-13,8.77449106494728e-26,2.2133924287225562e-17,8.791611345395408e-17,7.522788661777922e-22,1.247817418879707e-13,6.5374211387954535e-21,2.0701226771068152e-22,3.159009542695965e-18,3.76,0.0,0.6319394558622123,0.999759353514783,0.00014189098271320008,5.073530601432666e-09,0.00323740939244338,0.002119076127510822,0.0010165861244316907,8.213420779909806e-11,1.311696534951568e-05,2.285705988914653e-08,2.0092968165382775e-17,3.3479582925644933e-18,2.1103746897549207e-17,2.0099151771390328e-05,9.489981395995114e-21,1.1354074964832458e-21,4.4869409065896635e-05,2.5114127504502463e-19,3.620157637570102e-15,4.3607441602866484e-26,1.3519768747378603e-19,6.419182086743422e-21,8.046646173142287e-19,3.517793262318341e-17,1.3376037737403328e-27,2.109613585160063e-26,8.922874024208294e-11,2.167170790071698e-16,2.3946526504395712e-05,7.056128057093222e-07,4.3900987482238386e-08,1.0478728753775573e-08,5.165168600819654e-07,0.00010093299451080066,0.00019972355497411615,3.3347316403632204e-09,2.9829800468106056e-10,3.682594502449154e-12,1.8496951739602805e-12,1.2618885178565531e-10,1.8450802739815812e-06,1.2146896158895234e-07,4.349073126196035e-10,6.29754872801416e-09,9.170997269378655e-09,4.8465744083409267e-20,1.104730073849685e-10,3.5263030880615575e-17,2.219572407423742e-09,1.0094532422402727e-09,6.5596991437341976e-09,2.1115102359444977e-13,1.9720169040924988e-18,1.1666374454664066e-14,3.005955675654233e-08,2.242168353729524e-10,3.132756564358224e-09,6.306769435752812e-09,4.003093876753869e-08,9.758714074876518e-11,1.017709589263729e-14,2.38466563701509e-11,3.195368450295375e-17,2.458281318914506e-09,1.110517753304161e-17,2.7233034015909955e-10,2.7720471768640937e-14,1.2589557579237391e-14,3.0047324631403814e-13,1.7163105635313277e-08,1.3516795882020724e-18,4.5151447550673767e-20,4.386498452872415e-19,7.872443476347063e-21,3.484657656496374e-18,1.6472302960621403e-20,6.231964205364765e-22,6.653381766940306e-24,2.296754129114146e-18,5.346033524402906e-11
