Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68)
1.3826837838660051e-08,0.5751425953040471,6.2700268072221364e-15,3.705696603982883e-17,1.468827588362303e-17,7.998246052006715e-17,0.0,0.0,7.786371594940464e-10,5.898991370842105e-15,2.706628526582123e-18,1.4014860886782371e-28,3.552301049626494e-21,1.0187620453985703e-52,5.159166523862179e-38,2.508282237340184e-39,3.568128830273853e-39,4.8713835645097403e-14,1.1151844320911364e-48,1.2061582252410967e-30,3.771537994016658e-46,4.038571973610426e-55,8.575408827221146e-41,1.0496504465315934e-36,2.1202692046232115e-26,1.2262296059803305e-49,1.7857828745690175e-51,1.9671292373096302e-57,5.1112764976423894e-79,2.131334279299616e-67,6.853905752579521e-25,1.4140130387100256e-62,1.401210677570694e-48,5.4875490144138485e-61,3.76,0.0,0.711215711046941,0.9998730609824449,1.6789987221256122e-19,3.2764124354594206e-50,1.8120679210861144e-06,1.323988484282617e-06,4.365130475847883e-07,5.156615550163069e-08,0.00012693823879380786,2.2584224095877176e-14,1.396082337042174e-23,7.065358678862371e-14,4.8760651169181623e-20,1.3830789910573823e-13,1.188228077642479e-34,4.504516585695361e-34,2.1311156588540868e-17,9.358358554102735e-35,5.8410064475969454e-21,2.455715585911869e-40,3.0550616490799383e-34,1.354472559047205e-36,7.251255133021443e-35,3.403671545980317e-34,1.2125141193129003e-41,1.5862980335403431e-40,1.7867005087233477e-36,1.829272322039908e-18,4.871384014577836e-14,3.342705074841584e-22,5.982089157955923e-10,1.8044648669155252e-10
1.4132354787229914e-08,0.5751425995130358,6.505135049805298e-15,3.8816885225827946e-17,1.55521232222792e-17,8.465267058587718e-17,0.0,0.0,7.958415616175174e-10,6.162548310736059e-15,2.892916392508549e-18,1.5310716718600924e-28,3.791127897223474e-21,1.1892629849528832e-52,5.702113588915489e-38,2.764602871610884e-39,3.9872160373584396e-39,5.0892579032820717e-14,1.3170754060323111e-48,1.3170115786475452e-30,4.3715436710582424e-46,4.778510932402319e-55,9.62173419641267e-41,1.1690323269292737e-36,2.260300264607338e-26,1.4280343411106244e-49,2.0345874596423955e-51,2.3138865559762817e-57,6.391952003425089e-79,2.5401567041885806e-67,7.304422754695779e-25,1.7180429096093127e-62,1.6294657971979146e-48,6.682605216430355e-61,3.76,0.0,0.7112156709904485,0.999873060965239,1.814300166375347e-19,3.819776173680916e-50,1.8521072094960911e-06,1.3542950412589899e-06,4.4616762900016523e-07,5.1644298004488254e-08,0.00012693823878989505,2.361495499924035e-14,1.4919439450130617e-23,7.076975996050446e-14,4.991056992187338e-20,1.446232895589816e-13,1.344391401083832e-34,5.000876664315526e-34,2.2284571315221234e-17,1.0612452176626861e-34,5.9808506724850204e-21,2.7866508506252134e-40,3.397094440686839e-34,1.5226251302996004e-36,8.172958047622263e-35,3.814419252033852e-34,1.3742281850844334e-41,1.79823294079186e-40,2.0666342246002175e-36,1.8706445881769377e-18,5.089258383884502e-14,3.504994224946221e-22,6.114268882104785e-10,1.8443368885321595e-10
1.4437871735799777e-08,0.5751426037220242,6.744356423714714e-15,4.0624519502390566e-17,1.6448404130562344e-17,8.949629076307454e-17,0.0,0.0,8.13045952570535e-10,6.431864493375816e-15,3.0876155778545538e-18,1.6694757717252343e-28,4.0403275633041115e-21,1.3838817813767392e-52,6.28917312696234e-38,3.041115857240084e-39,4.44578394798315e-39,5.311898475278218e-14,1.550103276011765e-48,1.4352918363958945e-30,5.051339538417019e-46,5.634035261155588e-55,1.0769402080630118e-40,1.2989484366829776e-36,2.40619840081633e-26,1.6575844505908886e-49,2.3115480358529264e-51,2.7126276715622265e-57,7.958063618959746e-79,3.0166367572956505e-67,7.773637886732665e-25,2.0790280404936483e-62,1.8887000217008698e-48,8.105154062857504e-61,3.76,0.0,0.7112156309339581,0.9998730609480256,1.9574777253395362e-19,4.439528280787867e-50,1.8921464956742529e-06,1.384608229399331e-06,4.55822269318193e-07,5.171574805305361e-08,0.00012693823879291754,2.466900479489907e-14,1.5921168670023128e-23,7.087598781804696e-14,5.106077344948015e-20,1.510816174301968e-13,1.5169904818467176e-34,5.538900670407252e-34,2.328002125964165e-17,1.2001312505245283e-34,6.120732039195185e-21,3.1533162581089134e-40,3.768630343731842e-34,1.7072026340820587e-36,9.186981730628957e-35,4.264421292232253e-34,1.553216062375197e-41,2.0328463176983347e-40,2.382921975185879e-36,1.9120171311619657e-18,5.311898987765476e-14,3.671335623378946e-22,6.246448619369438e-10,1.8842089454527582e-10
1.474338868436964e-08,0.5751426079310126,6.987687034661421e-15,4.24802863746226e-17,1.7377693443012413e-17,9.451632705601707e-17,0.0,0.0,8.302503323535059e-10,6.706939891358815e-15,3.2909143570400185e-18,1.8170921809157352e-28,4.3001123922217584e-21,1.6054311473150424e-52,6.922916035977159e-38,3.338966251021275e-39,4.946679371564963e-39,5.539305308211906e-14,1.81827167371189e-48,1.5613168932370123e-30,5.819540524448339e-46,6.620210030055244e-55,1.2025758970591852e-40,1.440069819071716e-36,2.5580705599858897e-26,1.917973976042721e-49,2.619145205266071e-51,3.1698427000951074e-57,9.865744692623692e-79,3.570274730668145e-67,8.261881544206334e-25,2.5061309238534227e-62,2.1823100971357278e-48,9.792554411631842e-61,3.76,0.0,0.71121559087747,0.9998730609308147,2.1088242502850142e-19,5.144571405491645e-50,1.932185779620606e-06,1.4149274806401068e-06,4.654769634463511e-07,5.1781078802510484e-08,0.00012693823879394327,2.5746378301208358e-14,1.696696577998673e-23,7.097312209788193e-14,5.2211237354944354e-20,1.5768291244316352e-13,1.7073379602416713e-34,6.121017517976282e-34,2.4297511035430404e-17,1.3535954567702278e-34,6.260647373319225e-21,3.5586413553213275e-40,4.171482916314793e-34,1.9093860744026785e-36,1.0300147791047587e-34,4.756485565046112e-34,1.750878287262007e-41,2.2919802666788168e-40,2.7393450627718072e-36,1.953389926690608e-18,5.539305853963709e-14,3.841740710885272e-22,6.378628369767693e-10,1.9240810376905391e-10
1.5048905632939504e-08,0.5751426121400005,7.235122992041662e-15,4.438460186589717e-17,1.8340565647841698e-17,9.971578262245443e-17,0.0,0.0,8.474547009668365e-10,6.987774477282742e-15,3.50300104239851e-18,1.9743234109798652e-28,4.570694235322072e-21,1.8569846141417107e-52,7.606006135750495e-38,3.6593403813686224e-39,5.492894358840143e-39,5.771478427393506e-14,2.126000620073776e-48,1.6954106271583262e-30,6.6854846880199785e-46,7.753689488267446e-55,1.3398508171264651e-40,1.593094289315924e-36,2.716022935290426e-26,2.212564711490692e-49,2.960018375644733e-51,3.692677434028537e-57,1.2180774179863376e-78,4.211677659273591e-67,8.769481412686853e-25,3.0097556503111606e-62,2.5139799137936316e-48,1.178736759263875e-60,3.76,0.0,0.7112155508209843,0.9998730609136081,2.2686377356285404e-19,5.944641782978095e-50,1.972225061335154e-06,1.4452522755675533e-06,4.7513170672824975e-07,5.1840814322214206e-08,0.00012693823879008812,2.6847079923771792e-14,1.8057785289830232e-23,7.106194159268508e-14,5.3361939331240304e-20,1.6442720175904336e-13,1.9168186517281699e-34,6.7497356800658284e-34,2.53370448609256e-17,1.5228016241796437e-34,6.400593772198678e-21,4.0057213011504714e-40,4.607533541589023e-34,2.130411303130618e-36,1.1519604595318695e-34,5.293556054617623e-34,1.9686936262856542e-41,2.577579984167209e-40,3.1399832450450494e-36,1.994762953052028e-18,5.771479007818794e-14,4.0162209007707177e-22,6.510808133317354e-10,1.963953165258708e-10
1.535442258150937e-08,0.5751426163489883,7.486660408933392e-15,4.6337880554282704e-17,1.933759488547684e-17,1.0509765777622198e-16,0.0,0.0,8.646590584109332e-10,7.274368223745532e-15,3.724063980948968e-18,2.1415806941006446e-28,4.8522844519767505e-21,2.1418946754236495e-52,8.341201496558057e-38,4.0034665480339655e-39,6.087570658299282e-39,6.008417855927532e-14,2.478159993805699e-48,1.837902855955839e-30,7.659277153788313e-46,9.052846626210048e-55,1.489571844320525e-40,1.7587468702251263e-36,2.8801609715885234e-26,2.5450029097474293e-49,3.3369722311231226e-51,4.288984755388527e-57,1.4980007641778987e-78,4.95266295128435e-67,9.29676249154913e-25,3.601685870050257e-62,2.887697790307273e-48,1.413795763988051e-60,3.76,0.0,0.7112155107645007,0.9998730608964025,2.4372213158292796e-19,6.850369042764044e-50,2.0122643408179027e-06,1.475582139251434e-06,4.847864949062808e-07,5.189543379928205e-08,0.00012693823878529289,2.7971113690788573e-14,1.9194581452899615e-23,7.114315839794093e-14,5.45128589824966e-20,1.7131451019569808e-13,2.146891712818956e-34,7.427643649531683e-34,2.639862659298782e-17,1.7089777777496153e-34,6.540568581793782e-21,4.497821996645403e-40,5.078732355704816e-34,2.371570140811191e-36,1.285283422870217e-34,5.878716400101418e-34,2.208221466242468e-41,2.8916969168947475e-40,3.589230948895464e-36,2.03613619049112e-18,6.00841847246447e-14,4.1947875864513754e-22,6.642987910036224e-10,2.0038253281704617e-10
1.5659939530079233e-08,0.5751426205579757,7.742295402092803e-15,4.83405356060597e-17,2.036935494715428e-17,1.1066494998993208e-16,0.0,0.0,8.818634046862014e-10,7.566721103345362e-15,3.954291551443484e-18,2.3192839846814e-28,5.1450939106240056e-21,2.4638117787003555e-52,9.131355753472985e-38,4.372615721631011e-39,6.734004218497143e-39,6.250123614901388e-14,2.880104926176798e-48,1.989129294170157e-30,8.751835726450457e-46,1.0537910287261084e-54,1.6525832604191453e-40,1.9377802233101825e-36,3.0505893706371e-26,2.9192366372651907e-49,3.752983318638904e-51,4.96737897875639e-57,1.8352988820611945e-78,5.8063694506582876e-67,9.8440471175321e-25,4.295234829204149e-62,3.307774384210828e-48,1.6899147021861433e-60,3.76,0.0,0.7112154707080194,0.9998730608791943,2.6148832622685165e-19,7.8733390507425415e-50,2.0523036180688558e-06,1.5059166374356112e-06,4.94441324087467e-07,5.194537538216241e-08,0.00012693823878292138,2.9118483285373167e-14,2.0378308251113783e-23,7.121742362367636e-14,5.566397765944544e-20,1.7834486042835072e-13,2.399092813338258e-34,8.157410379403144e-34,2.7482259757952698e-17,1.9134181404451723e-34,6.680569375415199e-21,5.0383852320864125e-40,5.58709916537333e-34,2.6342114862823764e-36,1.430765938789582e-34,6.515193480871794e-34,2.4711042114389576e-41,3.236491928105899e-40,4.091813964250403e-36,2.0775096206461935e-18,6.250124269017361e-14,4.3774521484520905e-22,6.775167699942089e-10,2.0436975264389864e-10
1.5965456478649098e-08,0.5751426247669631,8.002024091950825e-15,5.0392978806568794e-17,2.1436419273564937e-17,1.1642065389766298e-16,0.0,0.0,8.990677397930473e-10,7.864833088680663e-15,4.19387216166791e-18,2.5078619608006334e-28,5.449332989816265e-21,2.8267041854466847e-52,9.97941940646319e-38,4.768102242959517e-39,7.435649735503016e-39,6.496595723563572e-14,3.3377131900961714e-48,2.1494315103850846e-30,9.974938210688184e-46,1.2231110095991069e-54,1.8297676088760674e-40,2.1309750754141577e-36,3.2274120962748654e-26,3.339533787300938e-49,4.2112067493970234e-51,5.737293231869521e-57,2.2403760806966075e-78,6.787376308058835e-67,1.0411654988109146e-24,5.1054082599241044e-62,3.7788612362373834e-48,2.0132931776294173e-60,3.76,0.0,0.7112154306515402,0.9998730608619842,2.801936980117019e-19,9.026159877449747e-50,2.0923428930880172e-06,1.5362553730546627e-06,5.040961907122355e-07,5.1991039695242064e-08,0.00012693823878213387,3.028919207510884e-14,2.1609919381297813e-23,7.128533261732603e-14,5.681527830951835e-20,1.8551827317317095e-13,2.6750363144915414e-34,8.941785703959473e-34,2.858794757996189e-17,2.137485101999878e-34,6.820593934218329e-21,5.631033849506811e-40,6.134724355386498e-34,2.9197424152394488e-36,1.5892250205660346e-34,7.2063610172536855e-34,2.759069687785319e-41,3.614238472878728e-40,4.6528066193157744e-36,2.1188832265676865e-18,6.49659641675519e-14,4.564225960894938e-22,6.907347503052739e-10,2.0835697600774575e-10
1.6270973427218962e-08,0.5751426289759501,8.26584260260968e-15,5.2495620588586787e-17,2.2539360953544383e-17,1.2236776129764524e-16,0.0,0.0,9.162720637318753e-10,8.168704152350106e-15,4.442994245973799e-18,2.7077520255474067e-28,5.765211579274462e-21,3.2348787190035037e-52,1.0888441106408811e-37,5.191284522119773e-39,8.196125244763132e-39,6.747834199485503e-14,3.857424652388925e-48,2.3191568848864947e-30,1.1341271463331007e-45,1.415682947334405e-54,2.0220465463384174e-40,2.3391406409130677e-36,3.41073237957493e-26,3.810500761135597e-49,4.7149830146429665e-51,6.6090399835915e-57,2.7252897442132506e-78,7.911830047486002e-67,1.0999903184670459e-24,6.049080935231023e-62,4.305969955482482e-48,2.3909260146551903e-60,3.76,0.0,0.7112153905950636,0.9998730608447751,2.9987010051904773e-19,1.032253098551708e-49,2.1323821658753905e-06,1.5665979830486861e-06,5.137510915258623e-07,5.203279305258969e-08,0.00012693823878062087,3.14832431390713e-14,2.2890368242702922e-23,7.134742973950668e-14,5.796674534052478e-20,1.9283476735513256e-13,2.9764174522329947e-34,9.783600741580403e-34,2.971569300686555e-17,2.382611195300545e-34,6.96064022938792e-21,6.279576919353566e-40,6.723769786405463e-34,3.229629267898314e-36,1.7615131008263807e-34,7.955743186437667e-34,3.0739335531368197e-41,4.0273257817650776e-40,5.2776494385069506e-36,2.160256992899396e-18,6.747834933278605e-14,4.755120397510919e-22,7.039527319385951e-10,2.12344202909904e-10
1.6576490375788827e-08,0.575142633184937,8.533747061839376e-15,5.4648870058421404e-17,2.3678752722804614e-17,1.2850926115494515e-16,0.0,0.0,9.334763765030904e-10,8.478334266952618e-15,4.701846263021745e-18,2.9194003082474584e-28,6.0929390809476055e-21,3.693002420120311e-52,1.1861568927160333e-37,5.643565737401407e-39,9.019216756634445e-39,7.003839058704581e-14,4.446282859000065e-48,2.4986585676787434e-30,1.2864482203943207e-45,1.6341767012211372e-54,2.230381689507853e-40,2.5631150395334056e-36,3.6006527239659324e-26,4.3371018269329885e-49,5.2678449150012264e-51,7.593874830849767e-57,3.30397773359524e-78,9.197580227227152e-67,1.1609106195516055e-24,7.1451877324943195e-62,4.894492052355799e-48,2.8306879013132275e-60,3.76,0.0,0.711215350538589,0.9998730608275669,3.205499000793384e-19,1.177731573003635e-49,2.1724214364309784e-06,1.5969441354509214e-06,5.234060235523637e-07,5.2070970396440034e-08,0.00012693823877787846,3.2700639292537714e-14,2.4220607925611924e-23,7.140421273075463e-14,5.911836449589457e-20,2.002943602614128e-13,3.3050145254334355e-34,1.0685768280364412e-33,3.086549873388332e-17,2.650301079906445e-34,7.100706405861562e-21,6.9880149300184616e-40,7.3564696833068285e-34,3.5653987259057144e-36,1.948518700655745e-34,8.767018253227294e-34,3.4176017133113734e-41,4.4782620519917445e-40,5.972167284205432e-36,2.201630905754797e-18,7.003839834654221e-14,4.950146837211543e-22,7.171707148959496e-10,2.1633143335168888e-10
1.688200732435869e-08,0.5751426373939238,8.80573360107425e-15,5.685313501992834e-17,2.4855166962704387e-17,1.3484813960414627e-16,0.0,0.0,9.50680678107097e-10,8.793723405087369e-15,4.970616693717857e-18,3.143261665589364e-28,6.432724410076331e-21,4.206125129611099e-52,1.2902051623750838e-37,6.126394533927148e-39,9.908882934847002e-39,7.264610315852183e-14,5.111978823656776e-48,2.688295436855378e-30,1.455922960972643e-45,1.8815106489724112e-54,2.4557754571361568e-40,2.8037657098316253e-36,3.797274910321113e-26,4.924679165672357e-49,5.873524602621543e-51,8.70406365798148e-57,3.992512473255105e-78,1.0664324105060315e-66,1.2239575938658549e-24,8.4149300826609e-62,5.550219426042091e-48,3.341425261444823e-60,3.76,0.0,0.7112153104821166,0.9998730608103589,3.4226597545517614e-19,1.340661726632316e-49,2.2124607047547853e-06,1.6272935267248759e-06,5.33060984070626e-07,5.210587798393439e-08,0.00012693823877502893,3.3941383109578903e-14,2.560159120093777e-23,7.145613670415829e-14,6.027012274011879e-20,2.0789706768160057e-13,3.662691088372076e-34,1.1651283147455882e-33,3.2037367225224307e-17,2.942133532271496e-34,7.24079076743959e-21,7.760544989025335e-40,8.03513151436024e-34,3.928638878647492e-36,2.1511670921524976e-34,9.644022215266243e-34,3.792072743235639e-41,4.969677645495722e-40,6.742587983334222e-36,2.2430049523970987e-18,7.264611135542648e-14,5.149316669260525e-22,7.303886991791139e-10,2.203186673344148e-10
1.7187524272928556e-08,0.5751426416029101,9.081798355409504e-15,5.910882199664917e-17,2.6069175699054793e-17,1.413873799520279e-16,0.0,0.0,9.678849685442986e-10,9.114871539353764e-15,5.249494039326695e-18,3.3797996826593113e-28,6.784775996259821e-21,4.779703017504664e-52,1.401323987687849e-37,6.641265722032632e-39,1.0869259817166234e-38,7.530147984272243e-14,5.86289709134438e-48,2.8884320573203546e-30,1.6441239720397222e-45,2.160869579550562e-54,2.699271906960037e-40,3.061989818381501e-36,4.000700002015143e-26,5.5789736134671845e-49,6.535960735381685e-51,9.952953283831106e-57,4.809384342888141e-78,1.2333760729146508e-66,1.2891621784436004e-24,9.881998716266142e-62,6.2793655130257e-48,3.9330558257918593e-60,3.76,0.0,0.7112152704256467,0.9998730607931499,3.65051717523503e-19,1.5227857960386338e-49,2.2524999708468133e-06,1.6576458793295431e-06,5.427159705925762e-07,5.213779584372536e-08,0.00012693823877284595,3.520547694371636e-14,2.7034270510729576e-23,7.15036177959913e-14,6.142200815392663e-20,2.1564290403591822e-13,4.051398147104524e-34,1.2683222562975834e-33,3.3231300733861886e-17,3.259763442263363e-34,7.380891763177289e-21,8.601566034731426e-40,8.762136861501131e-34,4.321000279114741e-36,2.370420954521202e-34,1.0590752462406176e-33,4.199440312705069e-41,5.504328293110278e-40,7.595561439639731e-36,2.2843791210633837e-18,7.530148849317038e-14,5.352641298083184e-22,7.436066847898644e-10,2.243059048593952e-10
1.7798558170068282e-08,0.5751426500208819,9.64614706804548e-15,6.377608180543477e-17,2.8612262979748493e-17,1.550788654479774e-16,0.0,0.0,1.0022935159199017e-09,9.774444686680415e-15,5.838323572293926e-18,3.892803683757332e-28,7.526509236410977e-21,6.132231002473617e-52,1.646165274165165e-37,7.773349527913499e-39,1.3019605432982418e-38,8.07552260251132e-14,7.657705233440655e-48,3.3216910014435206e-30,2.0835630480107178e-45,2.829849830504981e-54,3.24496225083591e-40,3.634898071402454e-36,4.4283595974610765e-26,7.112801645628092e-49,8.047933479506085e-51,1.2926085310184478e-56,6.916204264268779e-78,1.6378536622822552e-66,1.4261666660761671e-24,1.3516825430976096e-61,7.98500851676157e-48,5.404700409628404e-60,3.76,0.0,0.7112151903127134,0.9998730607587291,4.139683239002958e-19,1.9522953268808676e-49,2.3325784963355426e-06,1.7183584756505086e-06,5.620260127466635e-07,5.2193664160062376e-08,0.00012693823877094133,3.78037230823164e-14,3.0058525308244706e-23,7.158674002881418e-14,6.372611785014048e-20,2.3156401504991825e-13,4.930158244592155e-34,1.4959097872413913e-33,3.568537086195816e-17,3.979427795676106e-34,7.661138108828204e-21,1.050771734996479e-39,1.0371080140020713e-33,5.2000075912409176e-36,2.8627867205702353e-34,1.2710210418679902e-33,5.121729815900098e-41,6.7150037936762775e-40,9.577995931210251e-36,2.3671277825638945e-18,8.075523563222188e-14,5.77180066538161e-22,7.700426600012223e-10,2.3228039054136772e-10
1.8348488677494035e-08,0.5751426575970561,1.0167969707167684e-14,6.81565316443166e-17,3.1035345953119447e-17,1.6811631081840757e-16,0.0,0.0,1.0332611703715164e-09,1.0387756011167043e-14,6.404727204635208e-18,4.402690887298109e-28,8.238100812094429e-21,7.620206906507178e-52,1.894278143935703e-37,8.917775752522542e-39,1.5242040759791334e-38,8.582660996722673e-14,9.664573230135155e-48,3.751305510126327e-30,2.5612658501663316e-45,3.5795489418590085e-54,3.809350540333986e-40,4.220239920522635e-36,4.837518523993615e-26,8.787948294495451e-49,9.646816089497767e-51,1.6234998218925945e-56,9.49823680903284e-78,2.097674782580178e-66,1.5571549550292184e-24,1.7760558846524434e-61,9.842929818905876e-48,7.131275327154092e-60,3.76,0.0,0.711215118211081,0.9998730607277517,4.619969809410776e-19,2.424978166830893e-49,2.404649161642739e-06,1.7730076134133093e-06,5.794051187599879e-07,5.223606830752704e-08,0.00012693823876743545,4.022202139359015e-14,3.296670293915313e-23,7.164984392999789e-14,6.580015157466405e-20,2.4638263647581703e-13,5.848607493609928e-34,1.7267126924275455e-33,3.796951521991196e-17,4.733584177835709e-34,7.913403707060324e-21,1.2505940021302764e-39,1.2009903657806668e-33,6.108582837933635e-36,3.3731529404002954e-34,1.489972288247646e-33,6.087333238453267e-41,7.982801572488911e-40,1.1720575039877315e-35,2.4416018968303907e-18,8.582662049344376e-14,6.163368372394584e-22,7.938350422495896e-10,2.394574397828079e-10
1.889841918491979e-08,0.5751426651732294,1.0702945823171498e-14,7.270985454933311e-17,3.358911487012378e-17,1.8184919616380073e-16,0.0,0.0,1.0642287886489483e-09,1.10197260569976e-14,7.006809575932536e-18,4.961259173121396e-28,8.992654474649608e-21,9.410181002108654e-52,2.1709893199592035e-37,1.0191450405337574e-38,1.7766517305942765e-38,9.105242722930438e-14,1.211504202550783e-47,4.220864554096364e-30,3.129590030994296e-45,4.496809531739531e-54,4.450619186861357e-40,4.877873547386844e-36,5.270258335551335e-26,1.0789106388182688e-48,1.150106218624605e-50,2.0258538978568173e-56,1.2931582178209657e-77,2.6679123573324434e-66,1.6956036247731506e-24,2.315325573560662e-61,1.205700575947655e-47,9.335524904151945e-60,3.76,0.0,0.711215046109456,0.9998730606967768,5.140340256523834e-19,2.9938924886816087e-49,2.476719819719007e-06,1.8276630015815142e-06,5.967842790445536e-07,5.2272160018920265e-08,0.00012693823876135598,4.271600211554013e-14,3.6057172230126286e-23,7.170356724248212e-14,6.787445370345515e-20,2.6166516871032014e-13,6.902167532876226e-34,1.984202872131862e-33,4.032517737412885e-17,5.600752282125095e-34,8.165704511718614e-21,1.4804263476740894e-39,1.3845876153759766e-33,7.140144743551319e-36,3.954070218315215e-34,1.738508226684216e-33,7.196685860047726e-41,9.439607978567917e-40,1.425546069491382e-35,2.516076265212289e-18,9.105243873145227e-14,6.568576118395299e-22,8.17627428826923e-10,2.466345005215311e-10
1.9448349692345542e-08,0.5751426727494018,1.125105300784711e-14,7.743837742835264e-17,3.627689278262094e-17,1.9629481823255182e-16,0.0,0.0,1.09519637075454e-09,1.1670354664380795e-14,7.645670565635471e-18,5.57152788348094e-28,9.791368367072798e-21,1.1552129949529908e-51,2.47863737684983e-37,1.1604852416894354e-38,2.06242070337688e-38,9.643267824994589e-14,1.5090054403068476e-47,4.732694585530326e-30,3.802350107283579e-45,5.61254771076626e-54,5.17647104681461e-40,5.614158547077018e-36,5.727143144892334e-26,1.3167167792757174e-48,1.3642092243553693e-50,2.5124322509586755e-56,1.7462273386790132e-77,3.3708740620272494e-66,1.8416841792983304e-24,2.9959265627174246e-61,1.4681749927732143e-47,1.2130415727454404e-59,3.76,0.0,0.7112149740078383,0.999873060665801,5.70292668602582e-19,3.6751523171753666e-49,2.5487904705643565e-06,1.88232370856303e-06,6.141634852489149e-07,5.230287923635184e-08,0.000126938238755901,4.528567314507044e-14,3.9335474951207957e-23,7.17493067662084e-14,6.994898422882676e-20,2.774116596626444e-13,8.105669311442198e-34,2.2704770519594167e-33,4.275236488156166e-17,6.593600706502065e-34,8.418035317047797e-21,1.7436330099581974e-39,1.5895678502604605e-33,8.306713412517722e-36,4.612589678451059e-34,2.0195924249501114e-33,8.465757460013495e-41,1.110645162445572e-39,1.7239394132479768e-35,2.5905508485742446e-18,9.643269078655158e-14,6.987491487867419e-22,8.41419819743555e-10,2.538115727651593e-10
1.9998280199771296e-08,0.5751426803255736,1.1812268891139424e-14,8.234441501698079e-17,3.9101998924426484e-17,2.1147044430072819e-16,0.0,0.0,1.1261639166906285e-09,1.2339641673527899e-14,8.322410163055697e-18,6.236608046251424e-28,1.0635435620207749e-20,1.4102524074471584e-51,2.8196773508186603e-37,1.3169000947024496e-38,2.384853443486103e-38,1.0196736339912043e-13,1.8682383461701318e-47,5.2891785779482165e-30,4.59498043171253e-45,6.96224650213471e-54,5.995110912343203e-40,6.435797790946011e-36,6.208729925016043e-26,1.597911672993252e-48,1.6104103503190614e-50,3.0978297463191607e-56,2.339819905162603e-77,4.2325776208767873e-66,1.995565622062516e-24,3.849365079206047e-61,1.7778025341662484e-47,1.5651382698283394e-59,3.76,0.0,0.7112149019062277,0.9998730606348225,6.309914706286477e-19,4.4870230108121e-49,2.620861114178797e-06,1.936988941688879e-06,6.315427302670304e-07,5.2329025733625946e-08,0.0001269382387524308,4.7931041200442096e-14,4.280714890260762e-23,7.178825100416161e-14,7.202370910909154e-20,2.936221499242316e-13,9.475037963561138e-34,2.5877208253203654e-33,4.525108417037469e-17,7.72575814502251e-34,8.670391693655627e-21,2.0438319378307327e-39,1.8176836193194994e-33,9.621045465284365e-36,5.35620533823919e-34,2.3363875262619535e-33,9.911710730879379e-41,1.3005934318467363e-39,2.073524200730436e-35,2.66502561346686e-18,1.0196737703041521e-13,7.4201825120315e-22,8.652122150098118e-10,2.60988656521304e-10
2.054821070719705e-08,0.5751426879017446,1.2386571141083086e-14,8.74302700882418e-17,4.206774869285395e-17,2.273933122222571e-16,0.0,0.0,1.1571314264595496e-09,1.3027586924652775e-14,9.038128451235993e-18,6.959702384377183e-28,1.1526044373175296e-20,1.7124948550770128e-51,3.196682868632108e-37,1.4895468520204836e-38,2.7475272290351887e-38,1.0765648298839332e-13,2.299795223528636e-47,5.892755301785804e-30,5.5246707934265255e-45,8.586469837362083e-54,6.9152603368612434e-40,7.349844470214491e-36,6.715568599266724e-26,1.9288547336488784e-48,1.8924223515919605e-50,3.7986777205321173e-56,3.112244068936314e-77,5.28324162992617e-66,2.1574144955850666e-24,4.913005283913659e-61,2.1413561192851616e-47,2.005999002016427e-59,3.76,0.0,0.7112148298046246,0.9998730606038434,6.963543366686048e-19,5.4501390923923676e-49,2.6929317505623366e-06,1.991658026413819e-06,6.489220080518031e-07,5.235128010204788e-08,0.00012693823874926227,5.0652111997737846e-14,4.6477727835611895e-23,7.182141134830186e-14,7.409859937504265e-20,3.1029667386427365e-13,1.1027334658184468e-33,2.93820912412583e-33,4.782134070892113e-17,9.01185189841767e-34,8.922769872243245e-21,2.3849047377451148e-39,2.0707734457571388e-33,1.1096652368933053e-35,6.192865498450754e-34,2.6922623773455096e-33,1.155294754103098e-40,1.516229218018639e-39,2.4812440321073665e-35,2.739500531329478e-18,1.0765649777631276e-13,7.866717719447389e-22,8.890046146360125e-10,2.681657517975656e-10
