Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47)
1.512406745040498e-19,0.711149857222566,0.0,4.264851112547317e-25,0.0,0.0,0.0,0.0,0.0,0.0,8.221997686417113e-47,4.096463638100278e-66,0.0,1.5830288899393156e-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646397838,0.999999999999681,0.0,0.0,2.8940086523477993e-15,1.81709938786104e-15,5.418773828162867e-16,5.35031881670465e-16,3.1895526288177397e-13,2.8317539171760014e-31,1.0467967923490403e-48,6.853124657331428e-30,4.209320024941976e-38,1.6254480435924034e-32
3.0261274837778167e-19,0.7111498572225664,0.0,8.533407569239255e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.582597476343544e-46,6.559679122304507e-65,0.0,5.071946511603628e-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.608505664639781,0.9999999999993618,0.0,0.0,5.79053164757338e-15,3.635777489415072e-15,1.0842255539783737e-15,1.0705286041799049e-15,6.381876370315788e-13,1.1334395432558751e-30,8.380739311539047e-48,2.74303583787471e-29,1.6848249901630851e-37,6.506028214887064e-32
6.053568961252454e-19,0.7111498572225672,0.0,1.707052048261768e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.268078567831877e-45,1.0499758568700819e-63,0.0,1.6240242703792697e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646397752,0.9999999999987234,0.0,0.0,1.1583577638024488e-14,7.273133692712895e-15,2.1689218963108926e-15,2.1415220490005832e-15,1.276652384826942e-12,4.535234546530188e-30,6.707138527169698e-47,1.0975716314038749e-28,6.74149454466028e-37,2.6032587359048796e-31
1.2108451916201727e-18,0.7111498572225688,0.0,3.4144746309352715e-24,0.0,0.0,0.0,0.0,0.0,0.0,4.2152632611944876e-44,1.6803032145145335e-62,0.0,5.19848047444696e-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646397636,0.9999999999974464,0.0,0.0,2.3169669618926493e-14,1.454784610006758e-14,4.338314581009308e-15,4.2835089378491315e-15,2.5535818784006853e-12,1.814389135456582e-29,5.3667298708576185e-46,4.3910012156609365e-28,2.6970367958894097e-36,1.0414730088153284e-30
2.4218217826100275e-18,0.7111498572225718,0.0,6.829319796273558e-24,0.0,0.0,0.0,0.0,0.0,0.0,3.3725308078568846e-43,2.6887586536088678e-61,0.0,1.6637702493193383e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646397404,0.9999999999948925,0.0,0.0,4.6341853580729645e-14,2.90972709178131e-14,8.67709995053965e-15,8.567482712374997e-15,5.107440857480236e-12,7.25814721821528e-29,4.2937915602123063e-45,1.75654343104472e-27,1.0789025191713327e-35,4.1662310908611054e-30
4.843774964589737e-18,0.711149857222578,0.0,1.365901012691525e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.698152735767311e-42,4.302232672454889e-60,0.0,5.324475237132928e-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646396941,0.9999999999897848,0.0,0.0,9.268622150433253e-14,5.819612056544874e-14,1.7354670690134378e-14,1.7135430248741812e-14,1.0215158783367595e-11,2.9033770272793106e-28,3.4351963228171507e-44,7.026459596650936e-27,4.315785676232089e-35,1.666560251917444e-29
9.687681328549156e-18,0.7111498572225902,0.0,2.731839078805908e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.1585734307033997e-41,6.883747357885816e-59,0.0,1.7038977527728192e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646396014,0.9999999999795695,0.0,0.0,1.8537495735152463e-13,1.1639381990929843e-13,3.470981217146002e-14,3.427132527073576e-14,2.0430594506055348e-11,1.1613744397382366e-27,2.7482222906981553e-43,2.810640992358005e-26,1.726349384357837e-34,6.666376657538734e-29
1.9375494056467995e-17,0.7111498572226148,0.0,5.463715210978863e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.726879249558023e-40,1.1014135888875643e-57,0.0,5.452577917242117e-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.608505664639416,0.9999999999591386,0.0,0.0,3.707524290458541e-13,2.327892187913113e-13,6.942009514265603e-14,6.854311511176492e-14,4.086146543508299e-11,4.645545020284497e-27,2.1986039272344424e-42,1.1242678103327177e-25,6.905467712429703e-34,2.6665778062775094e-28
3.8751119512305675e-17,0.711149857222664,0.0,1.0927467475101514e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.3815116143166244e-39,1.7622729671313514e-56,0.0,1.7448417657251834e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646390453,0.9999999999182768,0.0,0.0,7.41507372434294e-13,4.655800173325913e-13,1.3884066111922692e-13,1.370866939819884e-13,8.172320522774695e-11,1.8582274630284844e-26,1.758893581887215e-41,4.49709392859724e-25,2.76220107734855e-33,1.0666365616249726e-27
7.750237042398103e-17,0.711149857222762,0.0,2.1854972002453775e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.1052125975200971e-38,2.8196457770486807e-55,0.0,5.58352067578567e-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646383038,0.9999999998365533,0.0,0.0,1.4830172592102982e-12,9.311616175241686e-13,2.7768179320908417e-13,2.7417384847509596e-13,1.6344667655151043e-10,7.432928782835863e-26,1.4071190450189604e-40,1.7988419972107942e-24,1.1048831952725871e-32,4.2665572082513295e-27
1.5500487224733174e-16,0.7111498572229585,0.0,4.370998105358618e-22,0.0,0.0,0.0,0.0,0.0,0.0,8.841714327454125e-38,4.5114406259614025e-54,0.0,1.7867310004244245e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646368208,0.9999999996731064,0.0,0.0,2.9660370327588044e-12,1.8623248303433905e-12,5.553640579356609e-13,5.48348144471954e-13,3.268935861527863e-10,2.9731753159633316e-25,1.1256969133502523e-39,7.195375946864921e-24,4.419538036575607e-32,1.706625142452708e-26
3.1000987589403313e-16,0.7111498572233516,0.0,8.741999914156243e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.073377397691657e-37,7.218311416358421e-53,0.0,5.717546600529178e-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646338547,0.9999999993462126,0.0,0.0,5.932076579841804e-12,3.7246513057261015e-12,1.1107285895762624e-12,1.0966966845082471e-12,6.537872731703869e-10,1.1892709002958645e-24,9.005582104605862e-39,2.878151255525881e-23,1.7678160471781078e-31,6.826505622513191e-26
6.20019883187436e-16,0.7111498572241374,0.0,1.748400352603609e-21,0.0,0.0,0.0,0.0,0.0,0.0,5.658705119335587e-36,1.1549305025767632e-51,0.0,1.8296163421065912e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646279227,0.9999999986924258,0.0,0.0,1.1864155673951759e-11,7.449304455468544e-12,2.2214576616072556e-12,2.1933935567511806e-12,1.3075741184662115e-09,4.757085255759436e-24,7.204468544340015e-38,1.1512601057066078e-22,7.0712641054111e-31,2.7306036870621547e-25
9.300298904808388e-16,0.7111498572249232,0.0,2.622600713220053e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.6180363495827745e-35,4.2509119933417416e-51,0.0,8.55935428039891e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646219906,0.9999999980386396,0.0,0.0,1.7796234768005666e-11,1.1173957804187976e-11,3.332186742388039e-12,3.2900902211645003e-12,1.9613604350230873e-09,1.0108807322698368e-23,2.06002795161544e-37,2.4464268334699864e-22,1.5026434402475702e-30,5.802534321210831e-25
1.2400398977742415e-15,0.711149857225709,0.0,3.496801073264957e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.412907855094818e-35,1.0781234717855502e-50,0.0,2.761310166161425e-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646160586,0.9999999973848537,0.0,0.0,2.372831386200353e-11,1.489861135188436e-11,4.442915831918611e-12,4.3867866777482464e-12,2.615146222841442e-09,1.7244437194523487e-23,4.3451958584312265e-37,4.1733148084664415e-22,2.563332560601154e-30,9.89844294523579e-25
1.860059912361047e-15,0.7111498572272804,0.0,5.245201792013398e-21,0.0,0.0,0.0,0.0,0.0,0.0,9.321712306987731e-35,3.7702508117789933e-50,0.0,1.5199547425719683e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056646041944,0.9999999960772833,0.0,0.0,3.559247204986773e-11,2.2347918914263724e-11,6.664374031514963e-12,6.580179103152574e-12,3.92271655756254e-09,3.570241962716281e-23,1.186807842114306e-36,8.640312541616598e-22,5.307053114212789e-30,2.04934756812752e-24
2.480079926947853e-15,0.711149857228852,0.0,6.99360250866009e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.950414466170201e-34,9.420831832491147e-50,0.0,4.877940646794163e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056645923302,0.9999999947697149,0.0,0.0,4.7456630237525814e-11,2.979722720835198e-11,8.88583226328739e-12,8.773570764293762e-12,5.230284947927068e-09,6.072046807745956e-23,2.483199115322586e-36,1.4694899120559724e-21,9.025905042461826e-30,3.485404538043481e-24
3.1000999415346587e-15,0.7111498572304237,0.0,8.742003223054905e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.5506558029338117e-34,1.9987325047024942e-49,0.0,1.2745904322436262e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056645804661,0.9999999934621486,0.0,0.0,5.93207884249631e-11,3.724653628641381e-11,1.1107290529534178e-11,1.0966961606581848e-11,6.537851255055274e-09,9.27671593139051e-23,4.5205692852636254e-36,2.245047040398315e-21,1.3789539709487436e-29,5.324912225429872e-24
4.34013997070827e-15,0.711149857233567,0.0,1.2238804644947488e-20,0.0,0.0,0.0,0.0,0.0,0.0,9.374783936990933e-34,7.32273886028471e-49,0.0,7.130078826435246e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056645567377,0.9999999908470223,0.0,0.0,8.304910479916129e-11,5.2145156843701126e-11,1.5550207167616222e-11,1.5353740783164905e-11,9.152977488765291e-09,1.7838797286876073e-22,1.1935637085854137e-35,4.317139039171252e-21,2.651677841347931e-29,1.0239624363731777e-23
5.580179999881881e-15,0.7111498572367101,0.0,1.5735606057694063e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.9436284445206538e-33,1.901467578900117e-48,0.0,2.3569402560519226e-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056645330094,0.9999999882319047,0.0,0.0,1.0677742117246263e-10,6.704378058511681e-11,1.9993123945716738e-11,1.9740516633955472e-11,1.176809526139157e-08,2.9255583958804503e-22,2.4745565841004583e-35,7.080086034565483e-21,4.3487420155098115e-29,1.6792968562852817e-23
8.060260058229105e-15,0.7111498572429966,0.0,2.2729208855753204e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.840048387452631e-33,8.428377348657099e-48,0.0,1.5782845176620332e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056644855528,0.9999999830016945,0.0,0.0,1.5423405391637508e-10,9.684103761897854e-11,2.8878957921913624e-11,2.85140583595742e-11,1.6998305427101043e-08,6.065207288285017e-22,7.435328045041559e-35,1.4678237251026302e-20,9.015707988049505e-29,3.4814878218251825e-23
1.302042017492355e-14,0.7111498572555696,0.0,3.671641434213728e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.510831376926415e-32,6.216365658319387e-47,0.0,1.963928971351409e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056643906395,0.9999999725413756,0.0,0.0,2.491473193934391e-10,1.5643558989044515e-10,4.6650627554274233e-11,4.606110190735712e-11,2.7458624242047384e-08,1.5769646543362188e-21,3.196687921062001e-34,3.816339771942221e-20,2.344092241253744e-28,9.051953098609748e-23
2.2940740408312442e-14,0.7111498572807152,0.0,6.469082487598015e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.413886977378819e-31,6.5704958378026975e-46,0.0,3.7441266474711487e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.608505664200813,0.9999999516211441,0.0,0.0,4.389738503045241e-10,2.7562484724644465e-10,8.219397353877966e-11,8.115502939109572e-11,4.8378855816729135e-08,4.887899403679315e-21,1.8000945116475675e-33,1.1828801948313924e-19,7.265608485055008e-28,2.8057234623471583e-22
4.2781380875090224e-14,0.7111498573310068,0.0,1.2063964418802956e-19,0.0,0.0,0.0,0.0,0.0,0.0,9.388832459435756e-31,8.501979172523818e-45,0.0,9.127028885099205e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056638211599,0.9999999097823051,0.0,0.0,8.186269119545221e-10,5.140039732050059e-10,1.532806923866817e-10,1.513422459172195e-10,9.021769480517632e-08,1.6989964384673983e-20,1.1953304785153568e-32,4.111475051204697e-19,2.5254344923911787e-27,9.752583068144871e-22
8.246266180864579e-14,0.7111498574315898,0.0,2.325372757900923e-19,0.0,0.0,0.0,0.0,0.0,0.0,6.825475537853752e-30,1.2221935208291948e-43,0.0,2.5402445413371176e-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056630618537,0.9999998261111234,0.0,0.0,1.57793303456583e-09,9.907646700658727e-10,2.9545423759622215e-10,2.917141252484414e-10,1.7388887660952883e-07,6.311496736082177e-20,8.68962181481455e-32,1.527252433688909e-18,9.381315925607026e-27,3.623003482714587e-21
1.6182522367575692e-13,0.7111498576327557,0.0,4.563325109101205e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.202066999991039e-29,1.853233145579297e-42,0.0,7.574244384828154e-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056615432415,0.9999996587947406,0.0,0.0,3.0965452770336957e-09,1.9442958432317385e-09,5.798017580560263e-10,5.72447669372289e-10,3.412052592720199e-07,2.4304927615639413e-19,6.622576876642006e-31,5.880568113570682e-18,3.612444821040066e-26,1.3952406964823847e-20
2.4118778554286804e-13,0.7111498578339217,0.0,6.801277085899663e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.6300287545590616e-28,7.753205587485401e-42,0.0,4.2457861901227505e-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056600246292,0.9999994915129945,0.0,0.0,4.6151575158285635e-09,2.897840055225238e-09,8.641498518849258e-10,8.531675945616549e-10,5.08487005558233e-07,5.398970536603602e-19,2.0750805060919285e-30,1.3061453304684968e-17,8.024121688349142e-26,3.099424334876863e-20
3.2055034740997914e-13,0.7111498580350878,0.0,9.039228688370063e-19,0.0,0.0,0.0,0.0,0.0,0.0,3.694282238163772e-28,2.1783786671434672e-41,0.0,1.521262780158367e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.608505658506017,0.9999993242658779,0.0,0.0,6.133769750950434e-09,3.851397305444132e-09,1.1484985190570339e-09,1.1338739014454627e-09,6.757341222923145e-07,9.536597895605951e-19,4.702825773041082e-30,2.3069109586340882e-17,1.4172949462171758e-25,5.474927926917644e-20
3.999129092770903e-13,0.7111498582362538,0.0,1.127717991658865e-18,0.0,0.0,0.0,0.0,0.0,0.0,7.019597221646282e-28,4.938360325145799e-41,0.0,4.24419739833202e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056569874048,0.9999991570533835,0.0,0.0,7.652381982399306e-09,4.804967593265953e-09,1.432847759545593e-09,1.4145665906737617e-09,8.429466165277107e-07,1.4843390249978755e-18,8.93573254066141e-30,3.590271173450103e-17,2.205870823479332e-25,8.521830717621085e-20
5.586380330113125e-13,0.7111498586385857,0.0,1.5753081250553016e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.8590584017010776e-27,1.7322603027911164e-40,0.0,2.1014450623798666e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056539501803,0.9999988227322365,0.0,0.0,1.0689606434278074e-08,6.7121472794106e-09,2.0015479603728636e-09,1.9759111185738563e-09,1.1772677636485365e-06,2.8964527102868075e-18,2.366405957410814e-29,7.004469483835433e-17,4.304020341779731e-25,1.6630127629171433e-19
8.76088280479757e-13,0.7111498594432499,0.0,2.470487943086494e-18,0.0,0.0,0.0,0.0,0.0,0.0,7.057222084463243e-27,1.0218248131775901e-39,0.0,2.0487114571260667e-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6085056478757314,0.9999981545050972,0.0,0.0,1.6764055293959722e-08,1.0526663075125429e-08,3.138955240629396e-09,3.0984367915497012e-09,1.8454949029024802e-06,7.123746954215418e-18,8.982161368290755e-29,1.722031631937266e-16,1.0583654033198806e-24,4.0907050375392713e-19
