Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66)
5.975171131701201e-08,0.7218700701593158,2.5601642303475657e-08,5.425041761846541e-10,6.892554926803734e-10,3.5752723743998186e-09,0.0,0.0,1.7525613676344576e-07,3.7286161475638955e-11,4.441490556324545e-12,4.2879002040208765e-20,8.072246028152272e-15,2.4322079799161712e-32,1.1480336971411506e-24,2.575267552431445e-25,5.590492179465996e-25,9.055933419982892e-10,4.169923287335115e-28,2.8050327437972136e-18,9.567737112518411e-27,1.6866661325499636e-33,1.719353116579036e-26,1.7489213635306042e-26,4.932013953728397e-19,1.438148370036127e-33,7.375008285771849e-37,4.157574543820084e-38,2.8833768227523884e-51,1.6937244548622618e-45,1.0923944741849814e-17,1.0815188170572757e-41,3.1986741202112318e-34,2.5677811096253444e-40,3.76,0.0,0.6632852354978737,0.9991662924040583,5.037443088299531e-11,5.523635143555866e-33,0.0013535142717377292,0.0010835188284862543,0.0002630657342207828,6.811635034299095e-06,0.0008335289175590475,5.5089467529913696e-08,4.392493022826578e-14,2.94370643220918e-10,1.066633449564762e-16,3.663793108777034e-09,8.963360712292426e-21,1.7395108011783393e-20,8.216225939883865e-12,1.0747192331806463e-20,1.2974252119858475e-14,1.0561251433573855e-26,2.859656034296624e-20,8.498144866028427e-23,2.9725454785847802e-21,1.4535970245009793e-20,6.17452810705095e-28,6.238370887768002e-27,2.8526472299939565e-22,2.8484976279812285e-14,9.05617134749986e-10,4.6381388267308575e-14,9.746546163521254e-08,9.767126936398936e-09,4.951033744060115e-08,6.216581162399954e-10,2.848904065092414e-08,4.848146297143095e-09
6.10576257482693e-08,0.721874001944446,2.650186304602359e-08,5.72287939856695e-10,7.307847707795417e-10,3.786186284509176e-09,0.0,0.0,1.790885405857466e-07,3.892727654312099e-11,4.7406378750912325e-12,4.677439274649519e-20,8.592788374981918e-15,2.803861532072777e-32,1.2610770249055017e-24,2.844400661228314e-25,6.246455472078476e-25,9.456396639625165e-10,4.911832193923282e-28,3.047949489121227e-18,1.113454483286197e-26,2.000884787320888e-33,1.905830318750126e-26,1.9385971523818003e-26,5.1932499115869795e-19,1.685409559002034e-33,8.762262016916313e-37,4.903709214099148e-38,3.681338685843822e-51,2.0179748715278444e-45,1.1564140529148941e-17,1.2974424467445573e-41,3.684958733060035e-34,3.1231427227202072e-40,3.76,0.0,0.6632556811558515,0.9991662884140552,5.461318090623376e-11,6.455094980907272e-33,0.0013830666911855785,0.001107315471467665,0.0002688165645924212,6.8113798347499655e-06,0.0008335289140278241,5.753690642220333e-08,4.6734227201029813e-14,2.943919666747036e-10,1.0901975785000138e-16,3.826454819005023e-09,1.0083656875493468e-20,1.9246451114299276e-20,8.581501654073745e-12,1.208237091480966e-20,1.326968339764409e-14,1.1888116009264863e-26,3.180741394693323e-20,9.465461000876802e-23,3.3121177341476164e-21,1.6151763237800682e-20,6.949681045717282e-28,7.021859001411143e-27,3.2813613090351633e-22,2.9110488164878785e-14,9.456650530260122e-10,5.123129209878413e-14,9.899355056955782e-08,9.851445673542904e-09,5.117553600573932e-08,6.572032688616755e-10,2.9546203239966406e-08,5.032338988346352e-09
6.236354017952658e-08,0.7218779335639148,2.741176261651195e-08,6.029427289942701e-10,7.73810341699064e-10,4.004416978419028e-09,0.0,0.0,1.8292100868141686e-07,4.0603445273693623e-11,5.052921507894286e-12,5.092950063140141e-20,9.13436991589287e-15,3.2214924517281725e-32,1.3822626577175313e-24,3.134785940034526e-25,6.962259207073147e-25,9.86551704112324e-10,5.764927017960488e-28,3.3058189658159454e-18,1.291618676379252e-26,2.3649297504905212e-33,2.1073863558973272e-26,2.143967156377276e-26,5.461727214330536e-19,1.968278487604857e-33,1.0387216437226675e-36,5.763115041925149e-38,4.6749543645399197e-51,2.3951111478467122e-45,1.2225729980748201e-17,1.550079457736081e-41,4.231782981524292e-34,3.7823677131129554e-40,3.76,0.0,0.6632261281151566,0.9991662844200068,5.910413378058286e-11,7.518118527538973e-33,0.0014126178471281572,0.0011311109593057248,0.0002745671752922171,6.811124646215164e-06,0.0008335289104932403,6.003751651213466e-08,4.96546313173224e-14,2.9441328906501216e-10,1.1137603066590522e-16,3.992642556803944e-09,1.1314809700626525e-20,2.1249311942450762e-20,8.954716297482535e-12,1.3548510894659942e-20,1.356514380287221e-14,1.3346948867404636e-26,3.529672815377309e-20,1.0517834681507664e-22,3.681656441509083e-21,1.790612964538311e-20,7.801871985392304e-28,7.883245119741328e-27,3.7630186573407893e-22,2.97359693381375e-14,9.865787593566288e-10,5.647411623540047e-14,1.0050390723263231e-07,9.935859077207131e-09,5.285799131515215e-08,6.939280022171414e-10,3.061792970095708e-08,5.21883120682843e-09
6.366945461078387e-08,0.7218818650177179,2.8331159469177232e-08,6.34469637243882e-10,8.183497876735224e-10,4.230041340841459e-09,0.0,0.0,1.8675354063343303e-07,4.231464953314475e-11,5.3786232419646005e-12,5.535563538232078e-20,9.697339624131171e-15,3.6894724073219733e-32,1.5119636988090794e-24,3.447572883522257e-25,7.741838730609779e-25,1.0283294184408175e-09,6.742864279281827e-28,3.579194242422392e-18,1.493662821769196e-26,2.7853749426157682e-33,2.324827238112037e-26,2.3659380118866626e-26,5.737464086820524e-19,2.2909237450898128e-33,1.228651683375997e-36,6.749980155092232e-38,5.906268223736649e-51,2.8323157300875215e-45,1.2908873928890716e-17,1.8446221499344605e-41,4.845068521361836e-34,4.561956637971277e-40,3.76,0.0,0.663196576375621,0.9991662804218997,6.385625033916126e-11,8.727815974097075e-33,0.0014421677396216361,0.0011549052921001725,0.0002803175663297748,6.810869468695581e-06,0.0008335289069552854,6.25912956313164e-08,5.268781956944086e-14,2.9443461039203563e-10,1.137321634179802e-16,4.162355831159288e-09,1.2665014017429927e-20,2.3412555818585017e-20,9.335869405604264e-12,1.515516193280742e-20,1.3860634460644354e-14,1.4947554586474785e-26,3.9081784184666113e-20,1.16606192149551e-22,4.083054432366801e-21,1.9807556927545146e-20,8.73682018264196e-28,8.828314688762628e-27,4.302796646473452e-22,3.036141980155848e-14,1.0283582112335031e-09,6.213248771397523e-14,1.0199692747887074e-07,1.0020396895702906e-08,5.455751476796244e-08,7.318442852999893e-10,3.170408067120768e-08,5.407573957458904e-09
6.497536904204116e-08,0.7218857963058514,2.925987658081156e-08,6.668694873662522e-10,8.644203409216437e-10,4.463134793731369e-09,0.0,0.0,1.9058613605277547e-07,4.4060871191644144e-11,5.718024829153085e-12,6.006434910678076e-20,1.0282042976838613e-14,4.212463017571145e-32,1.6505601785319848e-24,3.7839445771909997e-25,8.589288756295775e-25,1.0709727629436663e-09,7.860619815465444e-28,3.86863495810367e-18,1.722191756486878e-26,3.269492633906728e-33,2.558979267483463e-26,2.6054464389253724e-26,6.020478407741625e-19,2.657892948534588e-33,1.4501769279874284e-36,7.879906669293085e-38,7.425132777650207e-51,3.337556919707319e-45,1.3613728285566551e-17,2.1868529665908274e-41,5.531161783481671e-34,5.480582837553855e-40,3.76,0.0,0.6631670259370788,0.9991662764197213,6.887859398970158e-11,1.0100646559973039e-32,0.0014717163687221783,0.0011786984699496395,0.00028606773771469774,6.810614302201941e-06,0.0008335289034139482,6.519824161153653e-08,5.583544532254981e-14,2.944559306564927e-10,1.1608815611990734e-16,4.335594151116213e-09,1.4142872118264268e-20,2.5745371259967534e-20,9.72496051546262e-12,1.6912337376914808e-20,1.4156156492701354e-14,1.670022767200065e-26,4.31805212433812e-20,1.289937470051943e-22,4.518277926021469e-21,2.1864849876843947e-20,9.760530464349777e-28,9.863142148248335e-27,4.906250919712466e-22,3.098683955711085e-14,1.0710033661510296e-09,6.822980536809877e-14,1.0347299912263297e-07,1.0105085158527008e-08,5.6273924256423846e-08,7.709639540307782e-10,3.280452070581579e-08,5.598519334737068e-09
6.758719790455574e-08,0.7218936583850931,3.114458510423708e-08,7.342900102479344e-10,9.612219751982325e-10,4.952023557317964e-09,0.0,0.0,1.9825151586850175e-07,4.7658294209847925e-11,6.4390543931941625e-12,7.037693473492538e-20,1.1518015281020316e-14,5.443634970516177e-32,1.9559934730699702e-24,4.5323427992717725e-25,1.0504989384750231e-24,1.1588561664678939e-09,1.0582661559885943e-27,4.4979832482246435e-18,2.2702454058669843e-26,4.461678024260419e-33,3.0808223616154627e-26,3.14097474062934e-26,6.60840943484294e-19,3.5450406950558987e-33,2.007494448994642e-36,1.0639075480208638e-37,1.157188244994998e-50,4.588359505823788e-45,1.5089168617412722e-17,3.040774404944696e-41,7.149399082768788e-34,7.821939110524898e-40,3.76,0.0,0.6631079289623162,0.9991662684030989,7.977071658945765e-11,1.3408821629050838e-32,0.0015308098369690645,0.001226281361202852,0.0002975674215650497,6.810104002296553e-06,0.0008335288963210841,7.057162548312357e-08,6.248050662665275e-14,2.9449856799848964e-10,1.2079972142751161e-16,4.692643964312704e-09,1.7518059680390662e-20,3.095811728299369e-20,1.0526954896097869e-11,2.0920701691653117e-20,1.4747299147622697e-14,2.0705480364573585e-26,5.239414129188632e-20,1.5688090798844725e-22,5.4984396190920275e-21,2.648386443945142e-20,1.2099729148360053e-27,1.2227858730794697e-26,6.328415447339603e-22,3.2237586952488235e-14,1.1588906150992446e-09,8.183877738294507e-14,1.0637580853109939e-07,1.0275001068544453e-08,5.975670305272414e-08,8.528601526035757e-10,3.504774487794686e-08,5.986831651589526e-09
6.993784388081887e-08,0.7219007336897842,3.2871008896300195e-08,7.979570052708061e-10,1.053745700179343e-09,5.4182956680496e-09,0.0,0.0,2.051505713793944e-07,5.1015552650898284e-11,7.1376603075363625e-12,8.074554033496055e-20,1.2708115062673841e-14,6.79289645437265e-32,2.2652557862774957e-24,5.299119190962692e-25,1.2505656965732068e-24,1.2409112434368901e-09,1.3691330550435877e-27,5.125084229022693e-18,2.8849440302827826e-26,5.841738072512472e-33,3.6163318730027736e-26,3.6929502776835126e-26,7.162610009623228e-19,4.549340799542674e-33,2.671160450040294e-36,1.3800929911720589e-37,1.6994592138519971e-50,6.045208381266016e-45,1.649278580204477e-17,4.0443583054734433e-41,8.92787554003286e-34,1.064498989357183e-39,3.76,0.0,0.6630547461327891,0.9991662611740887,9.05907543315807e-11,1.7139978643076743e-32,0.001583989638150686,0.0012691020143868817,0.0003079163859146824,6.809644770068569e-06,0.0008335288899258341,7.558947988437452e-08,6.886855246320438e-14,2.945369379725411e-10,1.2503965136794673e-16,5.02603952810353e-09,2.1087319556167335e-20,3.6328499007338485e-20,1.1275893191146472e-11,2.5153373639113616e-20,1.52794460086427e-14,2.4944036020161118e-26,6.195295690388118e-20,1.8586274315835611e-22,6.5175336341759785e-21,3.1269017136050545e-20,1.4574925074584079e-27,1.4730198149472565e-26,7.890283508398314e-22,3.336315460717355e-14,1.2409494171912394e-09,9.58388454398583e-14,1.0893410384710899e-07,1.0428639757876118e-08,6.294724658968204e-08,9.307984757256004e-10,3.7114231371751764e-08,6.3433865948739685e-09
7.228848985708199e-08,0.7219078084576539,3.4625066912463816e-08,8.644537948203732e-10,1.1514826846572057e-09,5.909877425297077e-09,0.0,0.0,2.1204982760365272e-07,5.4485985735411004e-11,7.885033930301095e-12,9.222045312415986e-20,1.397384908185101e-14,8.407242477608594e-32,2.6095532006137403e-24,6.162249361523599e-25,1.4797423585032716e-24,1.3257702779322295e-09,1.755656590974536e-27,5.8132258964413614e-18,3.6369283257946944e-26,7.579466903945653e-33,4.219744627855841e-26,4.317715449313197e-26,7.74065606843377e-19,5.78802184243857e-33,3.531168701909242e-36,1.7745344524486282e-37,2.462974775247527e-50,7.889716339726736e-45,1.796896783633648e-17,5.325074822155837e-41,1.1062459340633072e-33,1.4334458592413479e-39,3.76,0.0,0.6630015675159601,0.9991662539316943,1.0243175147150051e-10,2.1726862817236837e-32,0.0016371653468122867,0.0013119189270356514,0.0003182646387390966,6.809185573514698e-06,0.0008335288835194645,8.077956120326704e-08,7.565204355231955e-14,2.9457530450335513e-10,1.292791277539219e-16,5.370848607023071e-09,2.5223703720667462e-20,4.2406498992708273e-20,1.2050543480904213e-11,3.0051869969835784e-20,1.5811711776073627e-14,2.9859135731753045e-26,7.283814723611761e-20,2.1891640063715784e-22,7.68026706335501e-21,3.6711063383881944e-20,1.7444937507780785e-27,1.763182938227608e-26,9.764170049785857e-22,3.4488622798988385e-14,1.3258124362123438e-09,1.1166103645182539e-13,1.1144316481241629e-07,1.0583043218968644e-08,6.618992616458301e-08,1.012814203250683e-09,3.9225071681766226e-08,6.706380314387491e-09
7.463913583334512e-08,0.7219148826886895,3.640587013436377e-08,9.337766539660606e-10,1.2545213519790378e-09,6.427160275197025e-09,0.0,0.0,2.1894928311003925e-07,5.8069487919105834e-11,8.68281715479825e-12,1.0487782703148846e-19,1.5317110887217592e-14,1.0325711421564646e-31,2.991336461155129e-24,7.129852205910216e-25,1.7410218670940805e-24,1.4134330134129287e-09,2.2326744416345786e-27,6.565891060206825e-18,4.5507739799812187e-26,9.750781583531503e-33,4.896589547823719e-26,5.02185164997085e-26,8.342644339068392e-19,7.304804271109449e-33,4.6385239547749604e-36,2.262966239140299e-37,3.5254708172897668e-50,1.0206373004677617e-44,1.951847410253047e-17,6.945447121268687e-41,1.3608170245496055e-33,1.9112478207286106e-39,3.76,0.0,0.6629483931109099,0.9991662466758482,1.1535000472184064e-10,2.7326486307523775e-32,0.0016903369632811347,0.0013547320996878348,0.0003286121800942685,6.8087264126392806e-06,0.0008335288771019176,8.614185680092567e-08,8.283981056382296e-14,2.946136675919477e-10,1.335181506615638e-16,5.727068339958574e-09,2.999351064719021e-20,4.9258055322800795e-20,1.2850903119783993e-11,3.5692855275409284e-20,1.634410282482996e-14,3.5530219822032577e-26,8.51793418548723e-20,2.5644480037416293e-22,9.000898791851897e-21,4.2873386196099807e-20,2.0756095330240116e-27,2.0979623312109963e-26,1.199871464456818e-21,3.5613991539413305e-14,1.4134794243684085e-09,1.2947064965094566e-13,1.1390498143229245e-07,1.073827725784747e-08,6.948386890832805e-08,1.098972081666739e-09,4.13795994220994e-08,7.075569747784743e-09
7.698978180960824e-08,0.7219219563828797,3.821256608537717e-08,1.0059197416139006e-09,1.3629467915720343e-09,6.970522876105407e-09,0.0,0.0,2.2584893666966092e-07,6.176595372074973e-11,9.532651500440279e-12,1.1879637123678966e-19,1.6739760379142895e-14,1.2591207639377626e-31,3.413119437387181e-24,8.210400617241638e-25,2.037581232129319e-24,1.503899193364694e-09,2.817272074709439e-27,7.386620635371981e-18,5.65443250126471e-26,1.244436702286489e-32,5.6525940417588e-26,5.812273974284328e-26,8.96867045685235e-19,9.149630139733128e-33,6.055557190770557e-36,2.8636006079448035e-37,4.987919953710653e-50,1.309426131498932e-44,2.114202808817857e-17,8.979127213087326e-41,1.662613461128089e-33,2.5247627110104298e-39,3.76,0.0,0.662895222916732,0.999166239406484,1.2940272743055908e-10,3.4117881667360145e-32,0.001743504487884424,0.0013975415328723827,0.00033895901003616483,6.808267287450179e-06,0.000833528870673139,9.167635404015583e-08,9.044046133824984e-14,2.9465202723951146e-10,1.377567201660231e-16,6.094695866411147e-09,3.5468162364092673e-20,5.695289831936996e-20,1.3676969477709963e-11,4.2158768502503074e-20,1.687662546899993e-14,4.204289420996442e-26,9.91138011788227e-20,2.9887487914007356e-22,1.0494540345378247e-20,4.982303191831287e-20,2.4558320746697838e-27,2.482408749587701e-26,1.4648138646608657e-21,3.673926083992506e-14,1.5039501338938832e-09,1.4944162283200583e-13,1.1632147065434474e-07,1.0894392964559117e-08,7.282824638407294e-08,1.1893357551872145e-09,4.3577179531957484e-08,7.450721473562911e-09
7.934042778587137e-08,0.7219290295402176,4.00443369290739e-08,1.0808752469642015e-09,1.4768408333460918e-09,7.540331622230646e-09,0.0,0.0,2.3274878724192202e-07,6.55752777254134e-11,1.0436178112185636e-11,1.3405735293266387e-19,1.824362449358181e-14,1.5250690989613645e-31,3.8774769640090395e-24,9.412720946241092e-25,2.3727851280580343e-24,1.597168561299877e-09,3.529026535334745e-27,8.279011318341844e-18,6.979560751628489e-26,1.576328419312228e-32,6.493680550916463e-26,6.6962350411757e-26,9.618829308483645e-19,1.1379284062350286e-32,7.857989651714436e-36,3.5974149390058734e-37,6.980306742176895e-50,1.6668947177899103e-44,2.284032037082572e-17,1.151236672739025e-40,2.01840051723847e-33,3.306253714585896e-39,3.76,0.0,0.6628420569325326,0.999166232123538,1.446480138236359e-10,4.23042783878621e-32,0.001796667920949271,0.0014403472271089315,0.00034930512862074416,6.807808197935331e-06,0.0008335288642330747,9.738304028540076e-08,9.846238647792824e-14,2.9469038344615683e-10,1.4199483634151687e-16,6.473728326493094e-09,4.1724405046190256e-20,6.556464329177016e-20,1.452873993995684e-11,4.9538036372420875e-20,1.7409285957113694e-14,4.9489172815016724e-26,1.1478657956854447e-19,3.4665811046326164e-22,1.2177174410481612e-20,5.763078473717639e-20,2.890527045537773e-27,2.921950909489502e-26,1.7772668228374106e-21,3.786443071199838e-14,1.5972243170518088e-09,1.7175664171848071e-13,1.1869447892133771e-07,1.1051429834647126e-08,7.622227102974994e-08,1.2839678205508343e-09,4.58172065928544e-08,7.831611327735904e-09
8.169107376213449e-08,0.7219361021606978,4.190039775185145e-08,1.1586335274144598e-09,1.596282120366655e-09,8.13694114048018e-09,0.0,0.0,2.396488339624274e-07,6.949735458750319e-11,1.1395037759995073e-11,1.5074460020368124e-19,1.9830497871218383e-14,1.835536355899617e-31,4.387042736785193e-24,1.074599216504856e-24,2.7501893583852545e-24,1.6932408607574304e-09,4.390266598098719e-27,9.246713354743172e-18,8.561870300732257e-26,1.9826717967657664e-32,7.425963126451731e-26,7.681328682766684e-26,1.0293215307657277e-18,1.4058051003013226e-32,1.0137293143448199e-35,4.488461070581562e-37,9.66858128602512e-50,2.1064538232902588e-44,2.461401135363946e-17,1.464561857763344e-40,2.4356391954684782e-33,4.294243483497593e-39,3.76,0.0,0.6627888951574307,0.9991662248269473,1.6114480406439279e-10,5.211540950702649e-32,0.001849827262802719,0.0014831491829081565,0.0003596505359039565,6.807349144075511e-06,0.0008335288577816722,1.0326190290270015e-07,1.0691376479584164e-13,2.9472873621159685e-10,1.4623249926136427e-16,6.86416286092536e-09,4.884450947402871e-20,7.517088255528793e-20,1.5406211906979155e-11,5.792528610451213e-20,1.7942090467946662e-14,5.796771979991108e-26,1.3235068542508018e-19,4.002710148955758e-22,1.4065673009331984e-20,6.63712397009176e-20,3.385447672372634e-27,3.422409770951598e-26,2.14389738972698e-21,3.8989501167107385e-14,1.6933017261338153e-09,1.9660724266702735e-13,1.2102578465754315e-07,1.120941824180209e-08,7.966519312360609e-08,1.382929877597794e-09,4.809910331594992e-08,8.218024036019686e-09
8.404171973839762e-08,0.7219431742443168,4.3779995000709186e-08,1.2391832386720157e-09,1.7213461800194985e-09,8.760694763209445e-09,0.0,0.0,2.465490761324921e-07,7.35320790335982e-11,1.2410870838300248e-11,1.6894450502051751e-19,2.1502143512580475e-14,2.196085332565355e-31,4.9445072692317226e-24,1.2219744770510205e-24,3.173544198432092e-24,1.7921158353028717e-09,5.426349288607833e-27,1.029342839370637e-17,1.0441496592196687e-25,2.477186747610361e-32,8.455744056793556e-26,8.775493514257629e-26,1.0991922614756752e-18,1.7258410698241185e-32,1.3003373641982684e-35,5.564197156060214e-37,1.3262963299527323e-49,2.6435917054942314e-44,2.6463733776739028e-17,1.84952768704642e-40,2.9225303727837133e-33,5.5344674692436666e-39,3.76,0.0,0.6627357375905562,0.9991662175166522,1.7895285009589558e-10,6.380994791417384e-32,0.0019029825137717405,0.0015259474007721138,0.00036999523194174237,6.806890125861846e-06,0.000833528851318881,1.0931292925965054e-07,1.158025686288838e-13,2.947670855360892e-10,1.5046970899801818e-16,7.26599661103509e-09,5.691647127906756e-20,8.585327673851937e-20,1.6309382794231726e-11,6.742155739353635e-20,1.847504510677283e-14,6.758409155579553e-26,1.5196723849107824e-19,4.602156612371446e-22,1.6177815351471312e-20,7.612287435144719e-20,3.946748831315748e-27,3.9900128061411107e-26,2.5720626103083356e-21,4.0114472216723146e-14,1.7921821134601128e-09,2.2419390905643854e-13,1.2331710068783325e-07,1.1368381385239722e-08,8.315629817951769e-08,1.4862825762111522e-09,5.0422319172355103e-08,8.609752860590963e-09
8.639236571466074e-08,0.721950245791075,4.568240505839121e-08,1.3225114573951341e-09,1.8521054937899897e-09,9.411924978127491e-09,0.0,0.0,2.5344951321003793e-07,7.767934586510872e-11,1.3485317365484658e-11,1.8874602635160008e-19,2.3260293419108396e-14,2.612739452104291e-31,5.55261591281334e-24,1.3843859437888878e-24,3.646797619565433e-24,1.8937932285282423e-09,6.665953368097571e-27,1.1422907427519013e-17,1.266338865828307e-25,3.0755987480346384e-32,9.589510553074338e-26,9.987016391196023e-26,1.1715045307967783e-18,2.106176994703032e-32,1.6587612134148873e-35,6.8558431853242464e-37,1.802780843083992e-49,3.2961159232538782e-44,2.839009501528197e-17,2.3195559564442067e-40,3.488060000504089e-33,7.080935145926384e-39,3.76,0.0,0.6626825842310509,0.9991662101925938,1.9813268227034868e-10,7.767807707515122e-32,0.0019561336741832336,0.0015687418811945793,0.0003803392167900331,6.806431143292621e-06,0.0008335288448446523,1.1553610672536701e-07,1.2513656901549915e-13,2.9480543142026425e-10,1.5470646562310015e-16,7.679226718753242e-09,6.603421089786528e-20,9.769764536750246e-20,1.7238250031982054e-11,7.813451356944862e-20,1.9008155902010466e-14,7.845097833368252e-26,1.738056244002709e-19,5.270201588714814e-22,1.8532305367959473e-20,8.696811899375863e-20,4.5810011196620174e-27,4.631408246673752e-26,3.069856727393699e-21,4.123934387231369e-14,1.8938652313794885e-09,2.5472616136978196e-13,1.2557007658616082e-07,1.1528336792830571e-08,8.669490471227935e-08,1.594085659964365e-09,5.278632914970138e-08,9.00659926122981e-09
8.874301169092386e-08,0.7219573168009729,4.7606932926355964e-08,1.4086037970962125e-09,1.9886295658828896e-09,1.0090953857985891e-08,0.0,0.0,2.6035014480152406e-07,8.193904996078656e-11,1.462001698337654e-11,2.1024069339065296e-19,2.5106649220769503e-14,3.092000449547991e-31,6.214166944217252e-24,1.562856545443395e-24,4.174098404728763e-24,1.9982727840520666e-09,8.141389866965774e-27,1.2638948811761785e-17,1.527771950369997e-25,3.795858531081584e-32,1.0833931504618288e-25,1.1324535767496306e-25,1.2462677517709964e-18,2.5559232813085786e-32,2.104629463939863e-35,8.398760693879305e-37,2.4293259055937035e-49,4.084414277674185e-44,3.0393679187409076e-17,2.890053778372965e-40,4.1420453113483705e-33,8.997106248927119e-39,3.76,0.0,0.6626294350780682,0.9991662028547154,2.1874557673677287e-10,9.40441967311814e-32,0.002009280744364028,0.0016115326246613883,0.00039068249050475167,6.8059721963619966e-06,0.0008335288383589382,1.2193142267044633e-07,1.349233407433995e-13,2.948437738645195e-10,1.589427692074353e-16,8.103850326612339e-09,7.629777314975649e-20,1.107940567413461e-19,1.8192811065115785e-11,9.017865188297278e-20,1.954142880223575e-14,9.068844541529223e-26,1.9804364664899446e-19,6.012391417764468e-22,2.114878894815727e-20,9.899342569249825e-20,5.2952049006821076e-27,5.353679303720881e-26,3.646160001977231e-21,4.2364116145346107e-14,1.9983508322693005e-09,2.8842264125764636e-13,1.2778630095183007e-07,1.168929750713569e-08,9.028036227728354e-08,1.7063980070683014e-09,5.519063260732871e-08,9.408372570003362e-09
9.109365766718699e-08,0.7219643872740151,4.9552910996613286e-08,1.4974445177983075e-09,2.1309849908112157e-09,1.0798093471760347e-08,0.0,0.0,2.672509706546859e-07,8.631108627910584e-11,1.5816608956753363e-11,2.3352260890003352e-19,2.704288279056684e-14,3.6408656929097857e-31,6.932009721582728e-24,1.7584438953263384e-24,4.7597991622931494e-24,2.105554245519323e-09,9.888929921207125e-27,1.3945396362595042e-17,1.8340317502172072e-25,4.6583779504716033e-32,1.219585431250948e-25,1.2797044964348847e-25,1.3234913532404237e-18,3.0852409221121336e-32,2.6564466754858866e-35,1.0232857422896841e-36,3.24689324060215e-49,5.031735701546639e-44,3.247504908903473e-17,3.5786317400890426e-40,4.895182006041094e-33,1.1357190222172462e-38,3.76,0.0,0.6625762901307705,0.9991661955029617,2.408535235728084e-10,1.13269765698622e-31,0.002062423724640884,0.001654319631650748,0.0004010250531418127,6.805513285059077e-06,0.0008335288318616922,1.2849886446693152e-07,1.451702672708323e-13,2.9488211286897107e-10,1.6317861982108235e-16,8.539864577744258e-09,8.781352636110007e-20,1.252369171039156e-19,1.917306335293608e-11,1.0367551286011394e-19,2.0074869673570216e-14,1.0442417373315663e-25,2.2486767610745217e-19,6.834542445950524e-22,2.4047870892895045e-20,1.1228933605729117e-19,6.096804316303766e-27,6.164358355611448e-26,4.310689146342015e-21,4.348878904728541e-14,2.1056386685354724e-09,3.2551118976547117e-13,1.2996730361270473e-07,1.1851273035692889e-08,9.391204972335913e-08,1.8232776690005134e-09,5.7634752212341075e-08,9.814889678912506e-09
9.344430364345011e-08,0.7219714572102071,5.1519697900514694e-08,1.58901662983973e-09,2.2792355200185615e-09,1.1533646278585547e-08,0.0,0.0,2.741519906519446e-07,9.079534986052732e-11,1.7076732172857714e-11,2.5868845266939147e-19,2.907063684630703e-14,4.266845128398849e-31,7.709042911507427e-24,1.972240096852406e-24,5.40845924543794e-24,2.2156373566013984e-09,1.1949150109493138e-26,1.534613752794321e-17,2.1913119094300244e-25,5.68628257111565e-32,1.3682301807757215e-25,1.4413895359289087e-25,1.4031847881122228e-18,3.705426232331168e-32,3.336024985718356e-35,1.2403017630960779e-36,4.3059922885196235e-49,6.164491890563442e-44,3.4634747970514925e-17,4.405337940083808e-40,5.759092389859133e-33,1.4247577139403273e-38,3.76,0.0,0.6625231493883319,0.9991661881372789,2.6451919564754207e-10,1.3575628351929258e-31,0.0021155626153404918,0.0016971029026335348,0.0004113669047571219,6.80505440937433e-06,0.0008335288253528698,1.3523841948827785e-07,1.5588454552497458e-13,2.949204484337986e-10,1.6741401753336283e-16,8.987266615878142e-09,1.0069436096958643e-19,1.4112505911776757e-19,2.0179004368957762e-11,1.187538886795179e-19,2.0608484297420957e-14,1.1979369985860165e-25,2.5447279818115634e-19,7.742745711261216e-22,2.725113159691501e-20,1.2695054787437066e-19,6.993701262893372e-27,7.071441098121876e-26,5.0740493614339345e-21,4.461336258959342e-14,2.215728492612488e-09,3.6622891992010254e-13,1.3211455775618498e-07,1.2014270114153457e-08,9.75893736215438e-08,1.944781907067234e-09,6.011823294539774e-08,1.0225974739938014e-08
