Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964)
2.2285362188211627e-06,0.4908075825575591,2.6113326724023842e-34,5.434436697994068e-16,-1.0004715340619921e-35,1.4785659032365525e-49,0.0,0.0,3.9373465099261545e-33,6.996263291617834e-65,1.0346257730656562e-14,7.783705330645608e-24,1.9106650234188026e-33,2.2049965505370318e-57,1.7093718481831133e-47,1.6929197336347385e-49,-1.4744198124776225e-69,1.2885098811807883e-49,1.8657930521860317e-48,2.6737909358089517e-34,3.920910773342029e-34,-2.778936374776762e-34,1.2935178798708056e-51,2.131627905823925e-100,-1.2634307683923854e-74,1.4705264503713714e-64,3.232300069033033e-68,8.327799494988713e-84,2.2584504943069126e-137,-2.881893578644762e-116,2.090769043080177e-85,-1.8789031082159465e-88,9.386340628744126e-69,-2.3555947374031027e-100,3.76,0.0,0.5591632396728403,0.9999636076957695,4.1035981292671145e-50,-7.791098655623079e-101,6.029225369515222e-06,4.325652430847437e-06,1.7022656299970064e-06,1.296800321101955e-09,3.6392294053005205e-05,1.603846447968222e-13,2.503307402497885e-22,2.0377319561085508e-16,8.200667245566525e-20,2.034262919322827e-11,2.236287487637603e-30,5.059241008624445e-32,5.42548014484083e-16,1.2721887902566708e-30,1.5067806521147099e-22,3.2556486748671766e-33,9.708451690217453e-32,2.119074485037737e-33,1.9121096581180085e-31,3.510297753301235e-30,4.479756342649377e-33
2.8314959170057906e-06,0.4908077330775239,1.0328826421744467e-33,8.770994231503874e-16,7.570589545777452e-35,4.02357511543665e-49,0.0,0.0,1.793173586766799e-32,7.727096561108685e-64,2.0965923814237626e-14,1.9431634973766101e-23,-8.737412310967138e-34,7.400099947497076e-57,5.194609165938712e-47,-1.1540267220121148e-49,-5.11219639284676e-69,3.506380062316802e-49,1.664532546775514e-48,-2.7258215649732657e-33,-1.804896941333638e-34,9.853084937015534e-34,-8.176491402960913e-52,4.9438069743544486e-99,-6.131023182767708e-74,1.3995102360817148e-63,-6.445364111393164e-68,-8.261156071126868e-81,2.9967062835892196e-136,1.3008580758142263e-115,9.219735517135447e-84,-1.0210761557506078e-87,7.300678216790912e-69,-1.6008902075610563e-99,3.76,0.0,0.5591616083980724,0.9999636076895158,1.1393118507061275e-49,-9.833596988218468e-100,7.660500246624614e-06,5.4963524703725735e-06,2.162834007166596e-06,1.2967988759994624e-09,3.63922940526432e-05,2.5894599505479197e-13,4.862860464322052e-22,2.0379390316876715e-16,1.0420563960454048e-19,3.2839577418688396e-11,7.137789010269551e-30,1.3882808030457784e-31,8.75961596625783e-16,3.9205125834253634e-30,1.914933027834665e-22,1.1847046628032182e-32,2.8839462958656765e-31,6.406846161818978e-33,5.785995012132451e-31,1.1062992957585765e-29,1.7169780821792378e-32
3.4344556151904184e-06,0.4908078835970523,1.254800623148002e-33,1.2902349521969299e-15,2.359141123296477e-34,7.204188715404722e-50,0.0,0.0,2.472875214091402e-32,2.3001961896270651e-63,3.7213231981685356e-14,4.1013335654160356e-23,2.336706273531894e-33,1.922225114567534e-56,-1.0934211206492892e-46,-6.436152574487687e-49,-3.54802116053933e-68,6.278089997436818e-50,-5.943962017103435e-48,3.182013040065719e-33,-3.304696006433191e-34,-7.175560808757087e-34,-5.0136189550464356e-51,2.990628537351139e-99,-2.918182130807707e-73,-6.450543627385365e-64,-2.740252449644959e-67,-1.006770008404292e-80,9.686187464480385e-136,-5.928898292359944e-113,4.0505672061589175e-84,-2.1932060666623932e-87,-1.7416074818834173e-67,-1.1515691745309064e-99,3.76,0.0,0.5591599771280636,0.9999636076817712,2.181438549558729e-50,-2.198143916335778e-99,9.291770393685523e-06,6.667047541108695e-06,2.6234010795881136e-06,1.2967974309270224e-09,3.639229405222688e-05,3.8100261919220684e-13,8.279975616598531e-22,2.0381461065004805e-16,1.2640449891827e-19,4.8312479814542923e-11,1.8392333192912524e-29,3.115601096720344e-31,1.2888551231682505e-15,9.77206250316971e-30,2.32322760509026e-22,3.424765737444315e-32,6.987868990328446e-31,1.576688880849611e-32,1.4249404514055038e-30,2.816318053791513e-29,5.168332386741789e-32
4.640375011559674e-06,0.49080818463480025,1.7954113635897276e-33,2.3549435968523705e-15,6.593999887718023e-34,-1.2557504232382043e-48,0.0,0.0,4.0244707498740273e-32,-2.3766576295191475e-63,9.144416376089288e-14,1.3655662056822383e-22,1.6107058322408384e-34,8.588703993114043e-56,7.76012106555044e-36,-8.792019627350376e-49,-2.8719196394307015e-65,-1.0943357099147285e-48,-1.250856088614245e-47,8.521055106850221e-35,-1.1960808201763214e-33,1.589200531299459e-35,-6.685421138462261e-51,1.461565201491077e-96,-3.328783805600813e-70,1.2338551189696508e-62,-3.824520041486876e-65,-3.199940305724383e-79,9.754043400313673e-129,-1.0854212198897169e-110,1.4098677909473072e-83,-1.5276591978981306e-83,-5.194294551729687e-65,-1.2999555107866145e-94,3.76,0.0,0.5591567146023235,0.9999636076618096,-3.446929265052352e-49,-7.522065829224963e-97,1.2554296502571046e-05,9.008422776284597e-06,3.544531310202116e-06,1.296794540735223e-09,3.6392294051231586e-05,6.956013280037014e-13,1.8676061480105054e-21,2.0385602536025623e-16,1.708018940418683e-19,8.818123518143118e-11,8.908298742049203e-29,1.1465969595048859e-30,2.3530806511965263e-15,4.315259418479266e-29,3.140287199503237e-22,2.2694814285293855e-31,3.0048526075873175e-30,6.962291358176535e-32,6.299938443709937e-30,1.3173137813044e-28,3.75390693265121e-31
5.84629440792893e-06,0.4908084856708037,-2.9078713286147913e-32,3.7375661100925796e-15,-1.4435860217094364e-32,2.2881373889659292e-48,0.0,0.0,3.590784758236969e-32,1.593328282688921e-62,1.8269663610353118e-13,3.42993081122741e-22,-1.90119307311361e-33,2.728375838115099e-55,-3.5866320365773254e-33,2.798280507758861e-48,-4.873486187709677e-65,1.9940179636528326e-48,9.65605603886455e-47,-9.01823672379643e-33,7.915770586831164e-33,5.652558370245066e-33,4.229024711190129e-50,2.5840113113817334e-96,-1.1870952673172182e-69,9.958949293963988e-62,-6.548987206925734e-66,5.3953789900448675e-79,2.0072100402174605e-127,-8.854442656886299e-110,-7.89090916194378e-82,-9.96363597162959e-83,-8.838309982342621e-65,8.895455667988353e-95,3.76,0.0,0.5591534520956202,0.9999636076358848,5.553813427734858e-49,1.6146674460059388e-95,1.5816803705940324e-05,1.1349778136515554e-05,4.465656321869217e-06,1.2967916505611e-09,3.639229405001925e-05,1.104180052546375e-12,3.4438610767555454e-21,2.0389743974714206e-16,2.1519885782959568e-19,1.399391211873015e-10,2.883946024995106e-28,3.1239506247133288e-30,3.735221928490504e-15,1.3085257532808378e-28,3.9580470828260983e-22,8.939767059173539e-31,9.072131026483314e-30,2.133381478818983e-31,1.931719434168597e-29,4.160903486715409e-28,1.5445323505334009e-30
7.052213804298186e-06,0.49080878670506367,-5.386186178858859e-32,5.438098905249694e-15,-3.435955468287163e-32,6.424757006516889e-47,0.0,0.0,-2.783690193662076e-32,3.048051269187621e-62,3.2055778479359704e-13,7.231227422340282e-22,-1.136254181972921e-32,6.974219425166189e-55,-1.0431160729664717e-33,3.8032286829248223e-47,-3.0844974752080966e-64,5.598909796880657e-47,-6.176770820106052e-46,2.2311539205129366e-34,9.998819990228815e-33,-2.2967587173059594e-33,3.0568189784595815e-49,7.1437818016363705e-96,-4.165789895429178e-69,1.1157101019510446e-60,-3.119051447507893e-64,-3.1518450584041468e-78,3.2207605881764187e-127,-1.3125701353039043e-108,-4.0756407131426364e-81,-1.693312927862319e-82,-5.167779364200584e-64,-3.0731872152463194e-94,3.76,0.0,0.5591501896079529,0.999963607603997,1.9466272495900395e-47,-5.925596248876283e-95,1.907929201349072e-05,1.369111362194112e-05,5.386776114619429e-06,1.2967887603916895e-09,3.639229404858991e-05,1.6067380788267154e-12,5.604957396095715e-21,2.039388538085835e-16,2.5959539028457023e-19,2.0357643492946137e-10,7.410201462288238e-28,7.072903969385032e-30,5.435276432527592e-15,3.1896808929766187e-28,4.776594903469861e-22,2.6731298096553892e-30,2.218571484877087e-29,5.269020386735047e-31,4.773070017073502e-29,1.0480807666026706e-27,4.7500638862887756e-30
8.258133200667442e-06,0.4908090877375809,-6.324390140170996e-32,7.456538278198304e-15,-5.53105623693132e-32,9.895395081335e-47,0.0,0.0,-7.815636602758136e-32,7.706184153327461e-62,5.14599819617653e-13,1.3547187721743449e-21,-1.6840935902984504e-33,1.5364608944726167e-54,-9.136411811503222e-34,-2.6080387571212847e-48,-4.370884355543389e-64,8.623416353949841e-47,1.8531878428886947e-45,8.887264774601452e-34,9.260850313996777e-33,-2.412804036893512e-34,-1.540900608915742e-50,6.673209961869709e-94,-7.391885502009138e-69,1.0089996313122946e-59,-5.228182618966677e-65,-2.887751062155849e-77,1.0432701657057264e-125,-2.583201366048538e-109,-2.0733850995186732e-80,-2.8370539200336534e-81,-8.02126704661613e-64,1.6708913146319732e-93,3.76,0.0,0.5591469271393221,0.9999636075661462,3.0024572944126213e-47,1.588827652102674e-93,2.2341761434904608e-05,1.603242923270073e-05,6.307890688482735e-06,1.296785870226623e-09,3.639229404694354e-05,2.203274693384498e-12,8.380688316600129e-21,2.039802675445224e-16,3.0399149140990837e-19,2.790834885149407e-10,1.6383955602452774e-27,1.413188124136091e-29,7.453241777680396e-15,6.740223573799845e-28,5.596018305947882e-22,6.71895490259491e-30,4.7184176636523253e-29,1.1288541811403339e-30,1.0229329872564973e-28,2.277783321175101e-27,1.2187666832462345e-29
9.999999999999997e-06,0.4908096897973911,-5.854179562633524e-32,1.0933259701006882e-14,-8.197349967728489e-32,1.7067755652142123e-46,0.0,0.0,-1.5211427172263472e-31,1.7597005676287253e-61,9.134598824461754e-13,2.919155080913949e-21,7.476948828171139e-33,4.0273469507462414e-54,-8.767689102445527e-34,-3.1119544923389412e-47,-7.021495881758225e-64,1.487380017783052e-46,3.178882148769275e-45,-1.1304874809959283e-33,5.2498887365432096e-33,3.0063079049258896e-33,-2.4140377641781834e-49,1.4310712359162894e-93,-1.3300792078069557e-68,2.0633101118867646e-59,2.0679224028341524e-64,-5.551232476206251e-77,2.920666137538488e-125,-5.109498076969594e-107,-3.672739341831551e-80,-6.233378775239602e-81,-1.155963738120725e-63,3.5656513621840434e-93,3.76,0.0,0.5591422147636175,0.999963607500946,5.142784426349051e-47,4.653394234581166e-93,2.70541385659053e-05,1.9414261907310016e-05,7.638367492173448e-06,1.296781695591828e-09,3.639229404418237e-05,3.2308392218140722e-12,1.3504433814855721e-20,2.0404008623469227e-16,3.6811781406232704e-19,4.090834484989575e-10,4.403029654060664e-27,3.327844739128991e-29,1.092928955992674e-14,1.697014497935057e-27,6.781341888932297e-22,2.2035828638388122e-29,1.2049561310007223e-28,2.9079836093706524e-30,2.636135927197589e-28,5.9663351429941745e-27,4.10717449621759e-29
1.0669971993405951e-05,0.4908096897973911,-5.343791873289823e-32,1.2447121127445526e-14,-8.961247199949591e-32,2.2416541546960986e-46,0.0,0.0,-1.878075711931994e-31,2.171325250952091e-61,1.1095065520204078e-12,3.78317535622773e-21,-1.0981805064380909e-33,5.53790057257219e-54,2.1712743203710274e-34,1.2404529012211934e-47,-9.141880973110229e-64,1.95350294477581e-46,8.267249818832046e-46,4.875620461727641e-34,3.338208119100857e-33,-4.217143132718335e-34,9.450824815061706e-50,1.2958179228988046e-93,-1.61892344342179e-68,1.9412789571077708e-59,-3.5206308706660686e-65,-4.889827141682804e-77,3.4049184664667424e-125,-1.0257941455632609e-106,-3.1658207263692766e-80,-6.013469734622865e-81,-1.3269336283475212e-63,2.5786675281354504e-93,3.76,0.0,0.559140402259169,0.9999636074725553,6.732441038183364e-47,5.400892643951294e-93,2.8866643658043942e-05,2.0715000830780456e-05,8.150104179668727e-06,1.2967800899099371e-09,3.6392294042999774e-05,3.6782808302584954e-12,1.583390666808474e-20,2.040630940399696e-16,3.9278239968415007e-19,4.656680719461606e-10,6.115782294013806e-27,4.440776566878959e-29,1.2442896333728946e-14,2.310073836331728e-27,7.23784241948706e-22,3.240792276038615e-29,1.6484710976114088e-28,3.988335607129431e-30,3.6158906045379024e-28,8.221797839775743e-27,6.081479795642017e-29
1.5493649578882975e-05,0.49081089389613897,-2.5790585000708925e-33,2.6242986791254596e-14,-1.379852176759319e-31,-1.7067920860941683e-46,0.0,0.0,-7.094267196106916e-32,-1.9150163010115083e-60,3.394174079128854e-12,1.7051177273859313e-20,7.26747055065868e-33,3.5773275568717147e-53,-1.6442055297271937e-34,-5.058832692276591e-47,7.997817904360878e-64,-1.4874070955959526e-46,2.372505097916136e-45,-4.961701592936005e-34,-4.867101653619579e-33,7.41756329029649e-34,-3.945481626620117e-49,3.0716126220077394e-91,9.971344547786752e-69,-2.6373957785479923e-59,4.3889681226716315e-65,-5.828911820047874e-75,-2.360254861450468e-124,3.696307961904893e-105,2.3470480190570306e-80,1.5942461025416841e-80,-7.356795639050517e-64,-4.183099930749138e-92,3.76,0.0,0.5591273527272932,0.9999636072138196,-4.664730597183819e-47,-5.6345544415362474e-92,4.1916181896220914e-05,3.007990553709163e-05,1.1834468536719053e-05,1.296768529330204e-09,3.639229403250816e-05,7.756004730517232e-12,3.859054791479722e-20,2.0422874312517838e-16,5.703590404142182e-19,9.808483367567607e-10,4.2709816559770827e-26,2.4491022466958572e-28,2.6237048173560672e-14,1.4146993571799612e-26,1.0535853648318288e-21,3.492332602811824e-28,1.0475882744373148e-27,2.568010727562563e-29,2.3295289032600215e-27,5.42446163675374e-26,6.824192049767523e-28
1.976218695240631e-05,0.49081195939619376,1.6732310549780206e-32,4.269285852071341e-14,-1.4796710374349258e-31,-9.525945071498639e-46,0.0,0.0,5.78714852900702e-32,-3.062486490372382e-60,7.038298423253576e-12,4.490122467091754e-20,1.7508662855237796e-33,1.2068770174103474e-52,3.601924182692277e-35,-7.181895020183245e-47,2.3374750508814186e-63,-8.30143940381648e-46,-7.587407313891472e-46,7.804867916188979e-35,-7.402800688883788e-33,2.1758319080977334e-34,-5.7765301822260214e-49,2.1027470272241216e-91,4.313212604272577e-68,-7.603238931846457e-59,1.118986722690065e-65,-4.536407074668383e-75,-1.8566218914838644e-123,-5.268367555608332e-105,9.676175948366027e-80,7.140932482601631e-80,-1.1588281934401743e-64,-2.3635120581511825e-91,3.76,0.0,0.559115805274488,0.9999636069052956,-2.74020897082806e-46,-1.6378500878268925e-91,5.34636432080462e-05,3.8366770864863876e-05,1.5094742626011038e-05,1.2967582992768804e-09,3.639229402032836e-05,1.2618411643282418e-11,6.764833380958428e-20,2.0437532389252735e-16,7.274932502253554e-19,1.5942434202292475e-09,1.431283723353618e-25,7.375401943465471e-28,4.268567693979479e-14,4.453497630461105e-26,1.347399794525673e-21,1.425462225776825e-27,3.359076680386045e-27,8.27791842158856e-29,7.510888342491762e-27,1.7654454611001502e-25,2.8223496623312024e-27
2.4030724325929644e-05,0.49081302487453216,1.4774256862687737e-32,6.312524748432206e-14,-1.3925197304973478e-31,-1.9837330889512978e-45,0.0,0.0,1.4710761747683754e-31,-6.457898636800597e-60,1.2646058790004192e-11,9.766771381060118e-20,-1.9010494246099795e-33,3.19434630613398e-52,2.9561286991790543e-34,-9.553103285981001e-47,3.43881505130994e-63,-1.7287295988321342e-45,1.5654955536716592e-44,2.4304610116015993e-34,-7.491308008171416e-33,-2.5978833224268724e-34,-6.525542577208571e-49,1.0609844369817767e-91,6.63012552378246e-68,1.6724036617813294e-58,2.4023480189832987e-65,-3.3174043631068234e-75,-4.026746831230405e-123,-5.8485211545942516e-105,5.287628325197545e-79,1.136400860120934e-79,3.499936200805445e-64,-5.516466084122477e-91,3.76,0.0,0.5591042580601766,0.9999636065220673,-5.693454294187102e-46,-3.7493772850873215e-91,6.501086916693455e-05,4.66533871984004e-05,1.8354951331050788e-05,1.2967480692795633e-09,3.6392294005429824e-05,1.8658196056576154e-11,1.0510839186842146e-19,2.0452190058215782e-16,8.84622056254432e-19,2.355081221560415e-09,3.78187492548575e-25,1.8021828943143607e-27,6.311724657166078e-14,1.122073186815089e-25,1.6434683832328587e-21,4.450361937759995e-27,8.57032732140174e-27,2.1196040591031217e-28,1.9234976813479855e-26,4.549761075684438e-25,8.8935456097132e-27
2.7872407962100645e-05,0.49081398378650165,7.506150280213266e-33,8.491926184812476e-14,-1.288035863819148e-31,-3.247351479365892e-45,0.0,0.0,1.7582745520423313e-31,-7.939651771221839e-60,1.9719905232785573e-11,1.757764938050058e-19,2.3385962403956098e-34,6.72904968536174e-52,3.524444165100451e-36,-1.625548192817805e-46,4.117964147483065e-63,-2.829906284979634e-45,1.4801064347933534e-45,3.1331835654861467e-35,-7.130078540086734e-33,3.482939998517699e-35,-1.2533974141112074e-48,1.2546486547324893e-91,7.839936222360131e-68,-1.1906678161399102e-57,4.6858870708587097e-66,-3.376092462520454e-75,-4.4764819084074744e-123,-1.932560550596656e-105,-1.5092527636638527e-79,4.7280013667629035e-79,4.2692832743271354e-64,-6.979394147376419e-91,3.76,0.0,0.5590938657712046,0.9999636061132916,-9.274872921888266e-46,-4.667289249780366e-91,7.540317165517001e-05,5.4111129013630336e-05,2.1289083263151743e-05,1.2967388623298618e-09,3.639229398969671e-05,2.510063360117581e-11,1.459917022235563e-19,2.0465381611645678e-16,1.026033361561148e-18,3.1655465665374463e-09,7.856653890630362e-25,3.5556608672365785e-27,8.491104452776166e-14,2.2572313840472766e-25,1.9121785086206232e-21,1.0395860776943636e-26,1.7370577919318283e-26,4.305735926856215e-28,3.907743598575693e-26,9.279534059797139e-25,2.089233855019791e-26
3.1714091598271646e-05,0.4908149426809414,6.644136254487852e-33,1.0993874740663363e-13,-1.1775197433512327e-31,-5.071190362772083e-45,0.0,0.0,1.8790066716407167e-31,-9.062338589706058e-60,2.9031028345107763e-11,2.936141729654109e-19,1.3789812707090626e-33,1.281191647980573e-51,3.8389883260775934e-35,-2.450901321717685e-46,4.7023098398198087e-63,-4.419282941600287e-45,-2.581431790373741e-44,-1.2012272373970358e-34,-6.506964289990064e-33,2.2808801616441143e-34,-1.9408647391215037e-48,2.3528584281570765e-91,8.835300545915992e-68,-6.319150461408771e-57,-2.1011584279745707e-65,-3.0071722258143534e-75,-4.122125785012176e-123,-4.838209535776118e-106,-5.17825555488636e-79,8.620029808099309e-79,3.078190048725869e-64,-7.645108887459357e-91,3.76,0.0,0.5590834736754052,0.9999636056440092,-1.4469681311266294e-45,-5.074112003085622e-91,8.579528416178758e-05,6.156866915306036e-05,2.422316223605821e-05,1.2967296554255263e-09,3.639229397176156e-05,3.249669815357496e-11,1.93660284600507e-19,2.0478572834795507e-16,1.1674402900170364e-18,4.0947858740080694e-09,1.4927216882562038e-24,6.46360173204798e-27,1.0993099031838358e-13,4.169920703084535e-25,2.1833123756697322e-21,2.2100359570116273e-26,3.225354792062462e-26,8.0096115566650705e-28,7.269831011217451e-26,1.731871345820856e-24,4.4628688383272793e-26
3.555577523444265e-05,0.49081590155787963,5.124260736830115e-33,1.3818351207018807e-13,-1.1130709851378919e-31,-7.134496000541281e-45,0.0,0.0,1.7755600340616486e-31,-8.739881132419158e-60,4.088458807884789e-11,4.626450981109243e-19,-1.0215516914814496e-33,2.2676636954121212e-51,1.808192801913036e-34,-2.4749616172847446e-46,5.129797813860936e-63,-6.217334011380147e-45,4.6902257057518947e-45,-1.039706526187442e-34,-6.546221804159642e-33,-9.787900333475524e-35,-1.8677648326528592e-48,5.56798569849969e-91,9.721856729049155e-68,-1.5111661653370503e-56,-7.142884306033085e-66,-5.158469600415061e-75,-2.788883934753486e-123,7.957309695290132e-106,-7.56838808819983e-79,1.2701255942578237e-78,1.306657281596711e-64,-7.667761783882019e-91,3.76,0.0,0.5590730817727747,0.9999636051142223,-2.0284622492615714e-45,-4.752886567357166e-91,9.618720699551374e-05,6.902600762120495e-05,2.7157188250741128e-05,1.2967204485665582e-09,3.639229395162446e-05,4.0846366614037355e-11,2.481184338591908e-19,2.0491763727672475e-16,1.3088428417227632e-18,5.1424902385252204e-09,2.636759226783549e-24,1.1005161515488526e-26,1.3817708781091074e-13,7.193072770516427e-25,2.457153116881148e-21,4.3179014610219847e-26,5.580769764944766e-26,1.3879444250286424e-27,1.259831286914042e-25,3.0089732166735032e-24,8.753250221250631e-26
3.939745887061365e-05,0.490816860417345,3.985435100802997e-32,1.6965335051280465e-13,-6.825662922733817e-32,-1.0081078687822216e-44,0.0,0.0,1.9101975510643432e-31,-8.97736859523537e-60,5.5584870444669806e-11,6.959595810967634e-19,-4.101615089701814e-34,3.789254876566498e-51,1.551716289102408e-33,-3.4076575038793047e-46,5.570979237987678e-63,-8.785109091079717e-45,1.9487832552569033e-44,-3.3138955770220485e-34,-5.264364223570093e-33,3.1331253671022673e-35,-2.696089352363717e-48,4.493145428523932e-91,1.0727864361767995e-67,-2.166757684052372e-56,9.738621631311114e-66,-1.11184496160423e-75,-1.4107209502138082e-123,-1.7657328515962306e-105,-6.977794384002527e-80,1.7600915813720235e-78,1.293572219697826e-65,-7.874407513769695e-91,3.76,0.0,0.5590626900633096,0.9999636045239322,-2.8826420400019416e-45,-4.756377946190758e-91,0.00010657894046420092,7.648314442257846e-05,3.0091161308171404e-05,1.2967112417529553e-09,3.6392293929285465e-05,5.014961588330303e-11,3.0937108081469035e-19,2.050495429028369e-16,1.4502410167789584e-18,6.308351628685934e-09,4.3950693977980894e-24,1.7783375152195497e-26,1.6964935574058397e-13,1.1748291961937367e-24,2.733983821833261e-21,7.893527792841576e-26,9.127472535683521e-26,2.2727665170211563e-27,2.0630869943949248e-25,4.937781023635811e-24,1.6053327867705083e-25
4.323914250678465e-05,0.4908178192593658,3.594588423052806e-32,2.0434804585553732e-13,-4.41007030537922e-32,-1.173966427311919e-44,0.0,0.0,1.8437492448021499e-31,-7.629677116991828e-60,7.343540111151537e-11,1.008062617578992e-18,5.277896858073275e-34,6.03346801109799e-51,5.1040013147656235e-34,-1.5812101721787994e-46,5.722540946097476e-63,-1.0230435785106915e-44,1.5610322468664016e-43,-1.2188676206049167e-34,-5.488219488045207e-33,8.824421860185794e-35,-1.2899966427501691e-48,1.8617791500919587e-90,1.101601541222758e-67,-5.05276959624038e-56,-6.962064910636795e-66,-1.203379907521625e-74,7.126957603563868e-124,1.7847757160955177e-104,-4.2448901040975108e-78,2.6569037449661966e-78,-5.7123542377318695e-65,-7.429833736884726e-91,3.76,0.0,0.5590522985470062,0.9999636038731413,-3.354802616470693e-45,-3.406121954530369e-91,0.00011697048487494116,8.394007956169523e-05,3.302508140931993e-05,1.296702034984719e-09,3.639229390474464e-05,6.040642286252566e-11,3.774202291349653e-19,2.0518144522636356e-16,1.5916348152862293e-18,7.592062773517792e-09,6.985927379194813e-24,2.7524996163141373e-26,2.0434782581509874e-13,1.8348128254983294e-24,3.0140875492405687e-21,1.3659648421593423e-25,1.4254820936141947e-25,3.5530847061271415e-27,3.225425164655933e-25,7.733174509274651e-24,2.7855394589655944e-25
4.708082614295565e-05,0.49081877808397,8.74443971931284e-33,2.422673714030351e-13,-4.459022978003015e-32,-1.3363086070022405e-44,0.0,0.0,1.732477700639567e-31,-5.800024298228292e-60,9.473906134610449e-11,1.4146589848959921e-18,-7.2646816333397e-34,9.23432972169447e-51,-5.658218803906508e-34,-4.8370025618503565e-46,5.435738898716482e-63,-1.1645115549892185e-44,-9.675677349755982e-44,7.019576105827055e-35,-6.36051935932001e-33,-1.3833037355393975e-34,-3.636935184464915e-48,5.386274160916064e-90,1.0408369726316514e-67,-1.1282319916407747e-55,2.7832324044231278e-65,-5.2200496818711705e-74,4.351722088054326e-123,4.1526507765826724e-104,-1.7857607058693872e-78,3.6659034830063417e-78,-1.555356406613183e-64,-5.694895222678091e-91,3.76,0.0,0.5590419072238608,0.9999636031618512,-3.8052610778898364e-45,-1.1398610426696311e-91,0.00012736184053418199,9.139681304306937e-05,3.5958948555157595e-05,1.29669282826185e-09,3.639229387800206e-05,7.161676445317611e-11,4.522659736696654e-19,2.0531334424737657e-16,1.733024237345143e-18,8.993317046520575e-09,1.0664584153720316e-23,4.107303150267431e-26,2.422725407621282e-13,2.758782606400723e-24,3.2977473027680284e-21,2.2525581667479627e-25,2.141035679925953e-25,5.341170198221411e-27,4.848791294925974e-25,1.1642269253857446e-23,4.603938767915123e-25
5.092250977912665e-05,0.49081973689118613,7.7174803681565e-33,2.8341108488540585e-13,-5.319824003325829e-32,-1.464845627986593e-44,0.0,0.0,3.336567235384926e-31,-4.994873114103935e-60,1.197977131779351e-10,1.9333512747435028e-18,7.807460232592987e-33,1.3663632248116706e-50,1.6235989187324012e-33,-7.687019080521048e-46,5.12402588904034e-63,-1.2765186876951841e-44,4.3339719705030615e-45,6.7419566283450744e-34,-5.830599044197148e-34,9.325922791724429e-34,-6.03012049475836e-48,1.2526645172416069e-89,9.983269610880568e-68,-3.327402951350227e-55,3.2536949611307665e-65,-9.457332674459064e-74,6.588227460886666e-123,-1.469083177663026e-104,2.4330971059437744e-78,3.4638694005205355e-78,-2.7302406692091446e-64,-5.109862435893025e-91,3.76,0.0,0.5590315160938701,0.9999636023900638,-4.15008495525579e-45,5.465590213847062e-92,0.00013775300774735173,9.88533448712149e-05,3.889276274665526e-05,1.2966836215843488e-09,3.63922938490578e-05,8.378061755721761e-11,5.339074921201556e-19,2.0544523996594765e-16,1.8744092830562347e-18,1.0511808840540812e-08,1.574973954983065e-23,5.945854752769314e-26,2.834235607876355e-13,4.020013306839442e-24,3.585246048703087e-21,3.5763747938734935e-25,3.113620215362316e-25,7.773114353179727e-27,7.056763861676199e-25,1.696496936434657e-23,7.324065721828847e-25
5.476419341529765e-05,0.4908206956810422,9.91896485073775e-33,3.2777893319218376e-13,-6.890666880401778e-32,-4.6715791846285496e-45,0.0,0.0,4.2618097806015e-31,5.680345140809163e-60,1.4891251098048432e-10,2.583059701798749e-18,1.0876455608728417e-32,1.9639913352809415e-50,1.9235100893280853e-33,1.8747641870684333e-45,5.149711125957613e-63,-4.070698935709472e-45,1.0281806335901455e-42,7.434061629300469e-34,2.6688754180521533e-33,1.3372807129504385e-33,1.40646500105525e-47,1.7346936468073772e-89,1.0038758243937941e-67,-3.6316885472921955e-55,2.1804955768296053e-64,-1.6028819099240618e-73,9.401924731520082e-123,-6.167495551643589e-104,-9.976855436007809e-78,4.136509147060762e-78,8.935663147405998e-64,-3.36347123160658e-91,3.76,0.0,0.5590211251570305,0.999963601557781,-1.3231980399046512e-45,3.8606540813792736e-91,0.00014814398681917083,0.00010630967505064581,4.182652398478374e-05,1.2966744149522148e-09,3.639229381791191e-05,9.689795907695444e-11,6.223443108567269e-19,2.0557713238214813e-16,2.015789952520007e-18,1.2147233256157096e-08,2.2608775824471494e-23,8.385967215153687e-26,3.2780095825990003e-13,5.702457973653116e-24,3.8768667017586165e-21,5.49426977759397e-25,4.404637746224082e-25,1.1003098968574136e-26,9.989350046231205e-25,2.404120158829342e-23,1.1271101791546173e-24
