Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43)
1.2439712312818414e-09,0.7005957552212881,1.5422327901451492e-11,1.4912749650047374e-14,7.089925279816584e-15,3.3048620671995887e-14,0.0,0.0,2.694818563704687e-09,9.558345153871441e-15,2.2895963311532918e-17,4.522237406996446e-18,1.9391579698252666e-18,1.1194188275801884e-34,7.013990594891975e-24,3.650050509304359e-15,2.2271566523185025e-28,2.3881476933408594e-13,3.8499587764281657e-35,1.4516235244428648e-25,2.1797138813894167e-32,1.2791420375526969e-31,8.239240688780978e-14,1.477568657137324e-34,4.062758600696623e-24,9.268991262206455e-37,4.662997775660609e-43,3.988431040270868e-33,1.7654899952580216e-59,1.1548377310141708e-47,6.125069383860642e-23,3.8892681333482223e-50,7.816597913706288e-45,4.992033229644772e-49,3.76,0.0,0.5578946093339955,0.9992527320502054,9.180054730095772e-18,2.0464228229456696e-33,1.9660146892222468e-05,1.3379347224845158e-05,3.7444002234737745e-06,2.536295730819405e-06,0.0007472652542882581,1.0959925006352667e-11,1.6988999427989018e-19,7.621429419784031e-11,9.160893191285045e-19,8.506158174285834e-13,7.573011779772716e-31,2.9406502785739397e-29,1.6606667077260972e-15,7.585797540263224e-31,3.1008023475095745e-17,3.934522335348156e-37,2.3798493254539834e-29,2.793870155617055e-32,6.9011992882828245e-31,1.4537440912274542e-29,2.5188602626520373e-38,2.4462768700336947e-37,5.290021012930459e-34,2.6180179657448847e-16,2.3881290994724317e-13,7.235796483281282e-20,2.0522602204730165e-09,5.977881073036339e-10,3.3990923806016544e-11,6.239452709049877e-15,1.3762412975907589e-11,1.2267142892676062e-12,1.802117585589299e-12,1.3518966894616682e-13,1.659406379455083e-12,3.353221662296318e-15,8.605473320900005e-14
1.2708947111365365e-09,0.7005958112777003,1.6083015158853464e-11,1.5720962413711714e-14,7.554636852576532e-15,3.5216113377787084e-14,0.0,0.0,2.7531347635326432e-09,9.976501436646843e-15,2.4533152387268902e-17,4.909197206674554e-18,2.1054710771407935e-18,1.2162837377967144e-34,7.44625804900398e-24,3.875134905154792e-15,2.4958847779303853e-28,2.4980314928269936e-13,4.376336558543719e-35,1.584108974050866e-25,2.512889115441018e-32,1.4744454242287507e-31,8.550652757877579e-14,1.6963842569979708e-34,4.3415917476140834e-24,1.076089433214597e-36,5.413253226475468e-43,4.5291312690129284e-33,2.245463290652038e-59,1.3902312357469608e-47,6.547249372304413e-23,4.831817737742446e-50,9.272523143442279e-45,6.207393430562691e-49,3.76,0.0,0.5578941837755573,0.9992506861362586,9.991972443548372e-18,2.3140275110257225e-33,2.008564737101117e-05,1.3686476059160355e-05,3.8261894030087106e-06,2.5728753404154556e-06,0.000749311109887218,1.1450607276032732e-11,1.812931690318774e-19,7.785145605945318e-11,9.447856597826377e-19,8.896621286396774e-13,8.526669064079556e-31,3.276244890956376e-29,1.7382066959862594e-15,8.562422302002543e-31,3.233247978887767e-17,4.485894935203858e-37,2.6530834182531215e-29,3.1356345578744406e-32,7.7705751921672835e-31,1.6205600887410962e-29,2.869221236682519e-38,2.7879364940091917e-37,6.079812452314217e-34,2.7041362785732946e-16,2.4980112903923375e-13,7.720107698981508e-20,2.0963991944583726e-09,6.100368392127969e-10,3.545671047927148e-11,6.650363840113157e-15,1.4358587034434651e-11,1.2812398683996882e-12,1.880688297503361e-12,1.4044945032393684e-13,1.7237159262045589e-12,3.5626033275691095e-15,8.939498990054539e-14
1.2978181909912316e-09,0.7005958673340726,1.6757046804058077e-11,1.6558381460143682e-14,8.039048950419495e-15,3.7475440626630116e-14,0.0,0.0,2.811450993667963e-09,1.0403607905332273e-14,2.624985591598818e-17,5.319738854091817e-18,2.281990314596949e-18,1.3192029690636655e-34,7.894613072110227e-24,4.108594393374654e-15,2.790283770052078e-28,2.6103994958339267e-13,4.9609721722828e-35,1.7255595269750234e-25,2.887939678084174e-32,1.694257824174049e-31,8.865970255345769e-14,1.9421087552576172e-34,4.63291304149375e-24,1.2453572689763002e-36,6.263980907318869e-43,5.128873054180251e-33,2.841766131733624e-59,1.6670596305186611e-47,6.988500184283139e-23,5.975097422349238e-50,1.0959465634496113e-44,7.682931698860554e-49,3.76,0.0,0.5578937582174407,0.9992487792267247,1.0856307091925446e-17,2.6096234625946064e-33,2.051114753636191e-05,1.3994168796237584e-05,3.908002631983518e-06,2.6088666792682177e-06,0.0007512179610720819,1.1952424172150957e-11,1.9320034499736766e-19,7.946684323462882e-11,9.73608051253454e-19,9.296162096358607e-13,9.577705204938721e-31,3.641912393197537e-29,1.817582986350066e-15,9.641346645572529e-31,3.368005265437538e-17,5.100562764492011e-37,2.951023649850985e-29,3.510931534162712e-32,8.728404509982786e-31,1.8024458468239552e-29,3.2594373637257546e-38,3.16865527750189e-37,6.967987545844366e-34,2.790295081140988e-16,2.6103775856628155e-13,8.224985833581419e-20,2.1405267813911015e-09,6.222576151831289e-10,3.6952532669205646e-11,7.078799248398659e-15,1.4967149705590636e-11,1.3369786051206824e-12,1.9609112981898472e-12,1.457848042574349e-13,1.7889335553291262e-12,3.779997540276979e-15,9.278274018177829e-14
1.351665150700622e-09,0.7005959794466995,1.8145034382525144e-11,1.832281835884012e-14,9.06855644087199e-15,4.22769331437662e-14,0.0,0.0,2.9280835749866745e-09,1.1284671103913015e-14,2.9930251499274214e-17,6.215044780569176e-18,2.6671841243157573e-18,1.5441669089239154e-34,8.840373917204514e-24,4.601042318271487e-15,3.4634969088199287e-28,2.8425794334813615e-13,6.325228829306334e-35,2.0369842431126168e-25,3.780607794829702e-32,2.2173014496101334e-31,9.507976297490485e-14,2.5250892645905765e-34,5.254083385191784e-24,1.6530798538972603e-36,8.311110307841484e-43,6.525514951074506e-33,4.487775544059288e-59,2.370545092026947e-47,7.929882154609169e-23,9.018203402176049e-50,1.515181311766596e-44,1.1615899858689055e-48,3.76,0.0,0.5578929071021715,0.9992453452922024,1.2750992519155379e-17,3.293775374897077e-33,2.1362146926829637e-05,1.4611209835006727e-05,4.071699695415531e-06,2.679122231288415e-06,0.0007546517788948661,1.2989541169875797e-11,2.185717234132909e-19,8.263224792078133e-11,1.0316071136851454e-18,1.0122520416602203e-12,1.2003324638249031e-30,4.4715094646024713e-29,1.981851909034521e-15,1.2140105777606206e-30,3.6443344044039714e-17,6.543089126213717e-37,3.6277318417437685e-29,4.372314326131013e-32,1.0937610228523581e-30,2.215511690692252e-29,4.173939055183192e-38,4.06157516202753e-37,9.080046316645139e-34,2.9626366410267835e-16,2.8425537955089e-13,9.297896702888833e-20,2.22874784261566e-09,6.466155857567587e-10,4.003406692848796e-11,7.989662654627311e-15,1.6221380476099546e-11,1.4521005114937079e-12,2.126305643950224e-12,1.566775423910407e-13,1.9220337705672132e-12,4.239266492992884e-15,9.969768231739468e-14
1.4001274144390735e-09,0.7005960803479284,1.943959022747747e-11,2.0015640994128816e-14,1.0066450392668847e-14,4.6930715759867395e-14,0.0,0.0,3.0330530733313576e-09,1.2108236883508726e-14,3.353581006064077e-17,7.1102713484588e-18,3.0526585098176276e-18,1.7697887110084354e-34,9.748522125422936e-24,5.073882239182008e-15,4.176448838902824e-28,3.0600158422253266e-13,7.805437185507344e-35,2.352086902398178e-25,4.7721921732068074e-32,2.7981132735300347e-31,1.0098283894494681e-13,3.1705080177456262e-34,5.8585064580699726e-24,2.112669266153713e-36,1.0615455867514165e-42,8.036995054883955e-33,6.669106476253572e-59,3.2157793413639045e-47,8.846524947614696e-23,1.288023949778062e-49,2.0056429215752288e-44,1.6615607319967754e-48,3.76,0.0,0.5578921410995287,0.9992426419141645,1.4657794241162013e-17,4.0287480536459026e-33,2.2128045306491268e-05,1.5168385815667667e-05,4.219105480889918e-06,2.740433664404117e-06,0.0007573550519004848,1.396122332252624e-11,2.432426998061904e-19,8.540675612232702e-11,1.0841804127625606e-18,1.0897396523634089e-12,1.4601830089209807e-30,5.341865930112975e-29,2.1359924849630026e-15,1.4828232593841874e-30,3.900637507024354e-17,8.119409653852766e-37,4.3386901470044495e-29,5.288872117577756e-32,1.3302260982347917e-30,2.6494180317930673e-29,5.171588770553152e-38,5.036568682787032e-37,1.142548229687168e-33,3.117657607439379e-16,3.059986472554775e-13,1.0337469537257235e-19,2.308107971997821e-09,6.68442866012357e-10,4.290962687081842e-11,8.872928416723076e-15,1.7392406003349965e-11,1.559871404626748e-12,2.2807896979604116e-12,1.6672785708367945e-13,2.0447827847356182e-12,4.681107806033802e-15,1.060760323111918e-13
1.448589678177525e-09,0.7005961812490293,2.0776966053991414e-11,2.1810718581253308e-14,1.113430555183057e-14,5.191046154489154e-14,0.0,0.0,3.1380227741158e-09,1.2960800140357941e-14,3.743210044855945e-17,8.095685858618401e-18,3.477308620482946e-18,2.01888311553997e-34,1.0711751648427193e-23,5.5753664976795305e-15,5.003704446573513e-28,3.2854683163216117e-13,9.5612413184448e-35,2.702819267247224e-25,5.97375741804815e-32,3.5016999285527823e-31,1.0699940351852851e-13,3.950603866341638e-34,6.5075039481427464e-24,2.6773201830095235e-36,1.3442434342128127e-42,9.825540129099205e-33,9.77887666204616e-59,4.31681723878418e-47,9.83142148132518e-23,1.816963677527863e-49,2.629039181799649e-44,2.3473811312274227e-48,3.76,0.0,0.5578913750979271,0.9992402601052289,1.6769615398916875e-17,4.8926089097551414e-33,2.2893942670917328e-05,1.5727252075539784e-05,4.366583347881739e-06,2.7999817041484836e-06,0.0007597367558007655,1.4969281827079745e-11,2.697221288688944e-19,8.811124874381954e-11,1.137078640963658e-18,1.170184935204677e-12,1.765025943710093e-30,6.343267250770348e-29,2.296110834717788e-15,1.7993851097036262e-30,4.16397228665134e-17,1.0002038558401651e-36,5.157791874048969e-29,6.357313153400084e-32,1.6073768072746244e-30,3.149251472930212e-29,6.361268614746973e-38,6.2002041174350775e-37,1.4269236168231436e-33,3.272493447862702e-16,3.285434834881053e-13,1.1449226645927115e-19,2.3874313841974906e-09,6.901806750447416e-10,4.588166294510401e-11,9.818476047854039e-15,1.8603336706596943e-11,1.6715913552063252e-12,2.440593015482988e-12,1.7700528846891264e-13,2.1702496271105398e-12,5.1505844390801615e-15,1.1259676102000293e-13
1.4970519419159764e-09,0.700596282150002,2.215701119601997e-11,2.371086077526935e-14,1.2274408279981425e-14,5.722675880803926e-14,0.0,0.0,3.2429927081145357e-09,1.3842360470443413e-14,4.163172613422898e-17,9.176640467973696e-18,3.9435179428203105e-18,2.292979574990259e-34,1.1731097208406227e-23,6.106018453873243e-15,5.958704459763451e-28,3.518925700973299e-13,1.1631544908476262e-34,3.0918331301372113e-25,7.419773044327431e-32,4.348161482614274e-31,1.1312482865262023e-13,4.887503131545079e-34,7.202603227204297e-24,3.366195185920773e-36,1.6885901501983352e-42,1.1929336412803117e-32,1.416023068930378e-58,5.738236503209489e-47,1.0886981790073296e-22,2.5336211943187955e-49,3.4148777977295363e-44,3.278018215998836e-48,3.76,0.0,0.557890609097367,0.9992381616014299,1.910045139455793e-17,5.902152562776084e-33,2.3659839020215814e-05,1.6287759977852976e-05,4.514131219629068e-06,2.8578170634102817e-06,0.0007618351545620999,1.6013823424793396e-11,2.9807612719523406e-19,9.074635848699831e-11,1.1902766363063337e-18,1.2535938259215748e-12,2.120849206053997e-30,7.490069582194545e-29,2.4622172085839975e-15,2.1702393181000734e-30,4.434174660051006e-17,1.2237219223749087e-36,6.097085899969583e-29,7.59660823667953e-32,1.9305417441119957e-30,3.722341715845053e-29,7.771632057290675e-38,7.580808396694539e-37,1.7696068401342728e-33,3.4270676035153155e-16,3.5188877048560913e-13,1.2635174663565265e-19,2.466718137839599e-09,7.118294222976374e-10,4.8949863045230974e-11,1.0828357131700977e-14,1.9854085539580102e-11,1.7872666682825652e-12,2.605702079277741e-12,1.8750352739278852e-13,2.2983545062221685e-12,5.648291080277134e-15,1.192557784226687e-13
1.5455142056544279e-09,0.700596383050847,2.3579577776784226e-11,2.5718850606897527e-14,1.3489037995303707e-14,6.289015889258365e-14,0.0,0.0,3.3479629023059684e-09,1.475291747788506e-14,4.6147389181553314e-17,1.0358582236329844e-17,4.4537189596712184e-18,2.593653919623883e-34,1.2807554873150918e-23,6.666339065603658e-15,7.055924155838668e-28,3.7603776236863863e-13,1.4059074080221056e-34,3.521882138459135e-25,9.148804687283184e-32,5.359975538345715e-31,1.1935462606272002e-13,6.006033860036857e-34,7.945323813316642e-24,4.201124239361519e-36,2.1052417044773045e-42,1.439018051419434e-32,2.026621815856244e-58,7.557946111365786e-47,1.201560867678065e-22,3.494945569449246e-49,4.3978789769797274e-44,4.5282611193715996e-48,3.76,0.0,0.557889843097848,0.9992363127212446,2.1664736120580057e-17,7.075636954159385e-33,2.442573435449161e-05,1.68498622853155e-05,4.661747078945964e-06,2.913988995847309e-06,0.000763683929706977,1.70949517840187e-11,3.283709726542317e-19,9.33128958256161e-11,1.2437520797596775e-18,1.3399721600179899e-12,2.534215992753621e-30,8.797651335148026e-29,2.6343217969273495e-15,2.602579318155369e-30,4.711084902584601e-17,1.4876309145327655e-36,7.169508033948842e-29,9.027375747112425e-32,2.3055425887216645e-30,4.3765554091284844e-29,9.434454149748319e-38,9.209819491335991e-37,2.1801858613935956e-33,3.581322461573482e-16,3.760334686737955e-13,1.3897281646339904e-19,2.5459682879439724e-09,7.333895144873873e-10,5.2113916428422275e-11,1.1904616606632451e-14,2.1144565824453785e-11,1.9069033292770026e-12,2.7761030040516324e-12,1.9821644574089747e-13,2.4290199245473675e-12,6.174804827815178e-15,1.2604911212201678e-13
1.5939764693928793e-09,0.7005964839515638,2.504452063013442e-11,2.7837445081019764e-14,1.4780467300902254e-14,6.891117687310162e-14,0.0,0.0,3.452933380348942e-09,1.569247077389665e-14,5.099188592923086e-17,1.1647048927525596e-17,5.0103916091065054e-18,2.922528653297557e-34,1.3942083619444993e-23,7.256807585499048e-15,8.310913084740775e-28,4.009814292549858e-13,1.6890588242818394e-34,3.995822257016873e-25,1.1203806626019335e-31,6.56216539156821e-31,1.2568444308724412e-13,7.3339364427108475e-34,8.737177311125995e-24,5.206855233684593e-36,2.6062382369138756e-42,1.7253668906125104e-32,2.868896623928775e-58,9.869273790476187e-47,1.321969758767764e-22,4.772386195589344e-49,5.618643735749136e-44,6.192106235848233e-48,3.76,0.0,0.55788907709937,0.999234683790955,2.447734005769116e-17,8.432848352133995e-33,2.519162867384668e-05,1.7413513118777737e-05,4.809428966487445e-06,2.9685453389895547e-06,0.0007653127549533505,1.821276759096773e-11,3.6067309858896724e-19,9.58118171534071e-11,1.2974850914972757e-18,1.4293256543771494e-12,3.0122994977332974e-30,1.0282449021780837e-28,2.8124346637258553e-15,3.1042896002325286e-30,4.9945473695996645e-17,1.7976141110653667e-36,8.388915028349464e-29,1.0671964728522223e-31,2.7387213510756745e-30,5.120316437477111e-29,1.1384847746156487e-37,1.1122004143466099e-36,2.6694619616496586e-33,3.7352145653438415e-16,4.0097659649727253e-13,1.5237478019094736e-19,2.6251818863140672e-09,7.548613557267979e-10,5.537351370575527e-11,1.3049292794952084e-14,2.2474691248525647e-11,2.0305070133153415e-12,2.9517815520599647e-12,2.0913809112409315e-13,2.562170611123996e-12,6.730685705557368e-15,1.3297290389515546e-13
1.6424387331313308e-09,0.7005965848521525,2.655169722513255e-11,3.0069375830146664e-14,1.6150962111279524e-14,7.530029222602289e-14,0.0,0.0,3.5579041630053033e-09,1.666101997586053e-14,5.617810303667937e-17,1.30476649844375e-17,5.6160618064120114e-18,3.28127330780126e-34,1.5135606837209438e-23,7.877882231010346e-15,9.740333744852836e-28,4.267226460710179e-13,2.017709425995032e-34,4.516612197412079e-25,1.3632426607642023e-31,7.982475048258456e-31,1.3211005871547408e-13,8.902085151114137e-34,9.579667457029631e-24,6.411321715885255e-36,3.205125002368513e-42,2.0569387742223058e-32,4.019490181459287e-58,1.2783305275185617e-46,1.4501636645767056e-22,6.454846904193002e-49,7.12438755325478e-44,8.386713294598279e-48,3.76,0.0,0.5578883111019333,0.9992332486350834,2.755356843425519e-17,9.995165849301135e-33,2.59575219783801e-05,1.7978667917544247e-05,4.957174979083077e-06,3.0215325556234457e-06,0.0007667478057790095,1.9367368636859614e-11,3.9504908824674453e-19,9.824419482016706e-11,1.3514579233098837e-18,1.5216599122111316e-12,3.562918863177644e-30,1.196199298670311e-28,2.9965657546957388e-15,3.683988027278283e-30,5.2844104185414014e-17,2.1599400144911675e-36,9.77011875469351e-29,1.2554539538651082e-31,3.23696827377515e-30,5.962626277243698e-29,1.3661488837421028e-37,1.3355684945213147e-36,3.249558404030797e-33,3.888712043901061e-16,4.2671722686865027e-13,1.6657657625358744e-19,2.704358981883305e-09,7.762453476358624e-10,5.872834683315348e-11,1.4264417431825224e-14,2.384437586115316e-11,2.158083094190958e-12,3.1327231480478564e-12,2.2026268177524482e-13,2.697733456841921e-12,7.316477160087804e-15,1.4002340638076233e-13
1.6909009968697822e-09,0.7005966857526132,2.810096759588401e-11,3.241734984935986e-14,1.7602781777025502e-14,8.206794945660227e-14,0.0,0.0,3.6628752684701165e-09,1.7658564706603836e-14,6.171901442310482e-17,1.456613778795991e-17,6.2733000714911015e-18,3.671604893508415e-34,1.638901373698075e-23,8.53000081071618e-15,1.1361998673051931e-27,4.5326056581954976e-13,2.397406688594501e-34,5.08731379110839e-25,1.648733168162773e-31,9.651555990900617e-31,1.3862737988077255e-13,1.0744727575295621e-33,1.04742904970735e-23,7.845937753475263e-36,3.917084632912135e-42,2.4391104292361134e-32,5.576845531728337e-58,1.6431587096944437e-46,1.5863807186381212e-22,8.652226969663587e-49,8.969771917701695e-44,1.125715773479055e-47,3.76,0.0,0.5578875451055376,0.9992319841781058,3.0909159489259825e-17,1.1785625149921823e-32,2.6723414268188165e-05,1.8545283402375338e-05,5.104983268181253e-06,3.072995772371479e-06,0.0007680121577081367,2.055884989916141e-11,4.3156566958647196e-19,1.0061119157839677e-10,1.4056547826551613e-18,1.616980463068429e-12,4.194577063556801e-30,1.3854942952624394e-28,3.1867250177652037e-15,4.351070546278317e-30,5.580526608550272e-17,2.581502557728916e-36,1.1328920641154023e-28,1.470116698746949e-31,3.807750784043343e-30,6.913084456775913e-29,1.6306856406964742e-37,1.5952982311128416e-36,3.934040610464921e-33,4.0417947812698116e-16,4.5325451035259525e-13,1.8159679186839208e-19,2.7834996209889735e-09,7.975418894300391e-10,6.217810910319037e-11,1.5552015693657647e-14,2.525353407091236e-11,2.289636652725896e-12,3.318912893115926e-12,2.315846017887088e-13,2.8356374540822413e-12,7.932706528136726e-15,1.471969799886636e-13
1.7393632606082337e-09,0.7005967866529458,2.9692194273666434e-11,3.488405015430087e-14,1.9138179205259112e-14,8.922455870691243e-14,0.0,0.0,3.76784671264308e-09,1.868510459380339e-14,6.762767841534646e-17,1.6208254044615407e-17,6.984720200914134e-18,4.095288394403612e-34,1.7703160715081843e-23,9.213581330320378e-15,1.3194907573797421e-27,4.805944320525362e-13,2.8341671439376573e-34,5.711092338374101e-25,1.9826541836549323e-31,1.1603158127729569e-30,1.4523243786702832e-13,1.2899733396285375e-33,1.1422535603033703e-23,9.545910121354201e-36,4.7590764112341437e-42,2.8776961178531746e-32,7.666583541698541e-58,2.0969167366976752e-46,1.7308584350723252e-22,1.1499584855050167e-48,1.1217815839748615e-43,1.4982032149002755e-47,3.76,0.0,0.5578867791101828,0.9992308701170951,3.456028277820748e-17,1.3828981996709297e-32,2.7489305543364387e-05,1.911331753967388e-05,5.252852038337562e-06,3.122978817035449e-06,0.0007691261136674433,2.1787303620225753e-11,4.702897102532237e-19,1.0291404206307457e-10,1.4600616520627426e-18,1.7152927853893799e-12,4.916499982781972e-30,1.598112352914574e-28,3.382922468402369e-15,5.115757372411511e-30,5.882752739708892e-17,3.069862839526003e-36,1.308214633086939e-28,1.7139904993880557e-31,4.4591430630627034e-30,7.981909117277054e-29,1.936748114385377e-37,1.896006552317713e-36,4.7380441525339936e-33,4.1944535538578453e-16,4.805876880283822e-13,1.974536781534063e-19,2.8626038476002022e-09,8.187513779942496e-10,6.572249513738164e-11,1.691410622629267e-14,2.6702080642994688e-11,2.4251724848665393e-12,3.510335578109612e-12,2.430983965048565e-13,2.975813638204837e-12,8.579885488731352e-15,1.544900899026737e-13
1.7878255243466851e-09,0.7005968875531502,3.132524221791604e-11,3.7472136281051536e-14,2.0759400974753095e-14,9.678049637346198e-14,0.0,0.0,3.872818509405016e-09,1.9740639269379696e-14,7.391723421744762e-17,1.7979876118114754e-17,7.752977913197467e-18,4.5541372435968824e-34,1.907887273961429e-23,9.92902260625591e-15,1.5259285603764104e-27,5.087235573799085e-13,3.334498347944819e-34,6.391216972154834e-25,2.3713756187184643e-31,1.3874316270029386e-30,1.5192138465567115e-13,1.5408841410221588e-33,1.2425884944445082e-23,1.1550553535240017e-35,5.749976488990602e-42,3.3789671848501766e-32,1.0447914102446745e-57,2.657787954346578e-46,1.8838337161540304e-22,1.51618647091886e-48,1.3940850646516846e-43,1.9779820397264707e-47,3.76,0.0,0.5578860131158692,0.9992298885883576,3.852353745116106e-17,1.6151775493031978e-32,2.8255195803999648e-05,1.9682729505100014e-05,5.400779545674934e-06,3.1715242565360405e-06,0.0007701075373507698,2.3052819387184558e-11,5.112882124739313e-19,1.0515403839590345e-10,1.514666014831204e-18,1.81660228112842e-12,5.738675613972086e-30,1.8361559804657698e-28,3.585168102097711e-15,5.989139316873764e-30,6.190949505624884e-17,3.633290993250283e-36,1.5047680429969473e-28,1.9900891327646407e-31,5.19985562184347e-30,9.179957623788171e-29,2.289419495003519e-37,2.2427404575976388e-36,5.678404817583554e-33,4.346686301694023e-16,5.087160700003277e-13,2.1416516069034008e-19,2.941671703550027e-09,8.398742079581068e-10,6.936120087839899e-11,1.835270117342822e-14,2.8189930696657367e-11,2.564695109907732e-12,3.7069756972341835e-12,2.547987678157837e-13,3.1181950280445276e-12,9.258510518103717e-15,1.6189930303146025e-13
1.8362877880851366e-09,0.7005969884532265,3.2999978747747437e-11,4.01842447706711e-14,2.2468687447983248e-14,1.0474610572041183e-13,0.0,0.0,3.977790670896076e-09,2.082516836888731e-14,8.060089802733944e-17,1.988693839144348e-17,8.580769501439912e-18,5.050013806238064e-34,2.0516944726121545e-23,1.0676704873840942e-14,1.7576621511063892e-27,5.376472983967464e-13,3.905420723468607e-34,7.131061019735105e-25,2.821867889171365e-31,1.6505536265463328e-30,1.5869048930246816e-13,1.8317909221745963e-33,1.3485813553787476e-23,1.3903613821772476e-35,6.910721215628068e-42,3.949671521367574e-32,1.4121175132036888e-57,3.346989261113931e-46,2.0455428288070503e-22,1.983923304825433e-48,1.7221527472082768e-43,2.5916110526146004e-47,3.76,0.0,0.5578852471225964,0.999229023831995,4.2815950537165115e-17,1.8782390961677936e-32,2.9021085050182285e-05,2.0253479647467927e-05,5.548764096356505e-06,3.2186734345583207e-06,0.0007709721886565002,2.4355484211223394e-11,5.546283079931683e-19,1.0733251506398703e-10,1.5694565978610933e-18,1.920914247973749e-12,6.671893728227056e-30,2.10185128969973e-28,3.793471798978314e-15,6.983224693756623e-30,6.504981154422837e-17,4.280808664890797e-36,1.7244501323145205e-28,2.3016432839351053e-31,6.039265078135098e-30,1.0518747202581542e-28,2.694238396725979e-37,2.641002563227825e-36,6.773792592539327e-33,4.498494951448496e-16,5.376390103265387e-13,2.31748846962171e-19,3.0207032287686203e-09,8.609107717715501e-10,7.309392358226841e-11,1.9869806205034338e-14,2.9716999702679876e-11,2.708208778653747e-12,3.908817461556033e-12,2.6668056950844647e-13,3.262716566881372e-12,9.969063339798936e-15,1.6942128498382223e-13
1.8848656040945798e-09,0.7005970895937583,3.4720415332098377e-11,4.302991184185251e-14,2.4272673459753988e-14,1.1315220194921341e-13,0.0,0.0,4.083013502204851e-09,2.1941381237756233e-14,8.770936528735727e-17,2.194050219289606e-17,9.47302945678966e-18,5.586153251079495e-34,2.2021798263424926e-23,1.1458890083777043e-14,2.017623506905244e-27,5.674368767362743e-13,4.556137329693367e-34,7.936095418473796e-25,3.343065557902655e-31,1.9548751187901687e-30,1.6555254584345043e-13,2.168577232440908e-33,1.4606525722227162e-23,1.6660693907624832e-35,8.267941048857484e-42,4.598694394110189e-32,1.895013485211387e-57,4.191387348745711e-46,2.216639297839059e-22,2.5789235558795056e-48,2.1164180675758052e-43,3.3732975518153563e-47,3.76,0.0,0.5578844793039518,0.9992282602365649,4.7466464906375873e-17,2.17586296476793e-32,2.978879944650105e-05,2.0826894960561443e-05,5.697157093037903e-06,3.26457410488365e-06,0.0007717356787761055,2.5698621983702443e-11,6.004892684760693e-19,1.0945581369220172e-10,1.6245545454389598e-18,2.028493395025505e-12,7.730461629511943e-30,2.398294395354488e-28,4.0083618046203536e-15,8.113848465478723e-30,6.825484685352823e-17,5.024122544318428e-36,1.96988708262428e-28,2.652994757656483e-31,6.989844258342226e-30,1.2014225406913796e-28,3.1584042504127857e-37,3.0979387728724826e-36,8.048116992255976e-33,4.650246865972527e-16,5.674277259477411e-13,2.502671611335689e-19,3.099886772477535e-09,8.819113117723719e-10,7.692959723294527e-11,2.147132766078939e-14,3.128698460041437e-11,2.856073974405652e-12,4.116344626431035e-12,2.787677612829962e-13,3.409667046798127e-12,1.0713821889364363e-14,1.770711220458486e-13
1.9334434201040227e-09,0.7005971907341613,3.648247947149422e-11,4.60054310235319e-14,2.6169633788945058e-14,1.2199063806835707e-13,0.0,0.0,4.188236719943969e-09,2.3086726238622894e-14,9.524063341674351e-17,2.414229671349416e-17,1.0430649950172263e-17,6.1633943603873285e-34,2.3590823129898523e-23,1.22741813483296e-14,2.3077210451285117e-27,5.980237579636677e-13,5.293546613778166e-34,8.80823724583532e-25,3.942307772301731e-31,2.304652990468818e-30,1.7248797680506882e-13,2.556130059659414e-33,1.5787034364143318e-23,1.987069150555556e-35,9.844795917239559e-42,5.332576830880035e-32,2.524089923876485e-57,5.21823544354381e-46,2.3969848645130988e-22,3.329424459102183e-48,2.5869209363829496e-43,4.3606539975143775e-47,3.76,0.0,0.557883711486353,0.9992275876619546,5.2483252748142735e-17,2.510709505548755e-32,3.055651282369401e-05,2.1401578474552338e-05,5.8456041430451315e-06,3.3091514720621622e-06,0.0007724081480731161,2.7079253751341476e-11,6.488384400005681e-19,1.1152005558867701e-10,1.6798203066507777e-18,2.1390997925563733e-12,8.924901700483679e-30,2.7273875990699342e-28,4.2293586222677866e-15,9.392884097093683e-30,7.151588949574812e-17,5.8725319123633594e-36,2.2427260217153044e-28,3.047163295875674e-31,8.060593729966176e-30,1.3676365467157834e-28,3.6875946737789334e-37,3.619206594420489e-36,9.521911841755189e-33,4.8015914928947895e-16,5.980136816547148e-13,2.6969635541444267e-19,3.179033887266395e-09,9.028259569786175e-10,8.085913155931769e-11,2.3155749896123614e-14,3.2896206683313184e-11,3.0079570402588266e-12,4.329065699053917e-12,2.910273374648646e-13,3.5586425991600318e-12,1.1491586982800832e-14,1.8482784474319746e-13
