Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43)
5.2698365116301733e-08,0.7007028138696932,1.713143943271821e-08,3.372233021780433e-10,3.7974552537285903e-10,1.664252320107069e-09,0.0,0.0,1.1432726499396756e-07,1.707195411509967e-11,2.494493672008193e-12,6.923498685976834e-13,6.727429048762077e-13,7.244986079680347e-27,5.064836908778331e-19,7.858635128740676e-12,1.2955021482220723e-20,4.689728652897418e-10,7.810407860838458e-27,5.464305338051794e-19,9.952472422662577e-24,3.968708888894218e-23,2.479175491020585e-12,4.634454553135395e-25,1.6808449989084973e-19,1.2357628695950122e-26,7.028081552629981e-33,1.0119566940438488e-24,2.081784029784281e-42,1.2196735783543053e-34,3.618073935088232e-18,1.6460469362125308e-35,7.947221105700134e-33,5.4687304724411864e-34,3.76,0.0,0.557081893852624,0.9992225079783088,2.016116831346531e-11,1.9061477065294708e-25,0.0008322791234280888,0.0006646930938987779,0.00016272913792290744,4.8053839407819515e-06,0.0007773758849245675,2.3380564429762226e-08,1.3648960912702315e-14,1.819657763672815e-10,6.462362486717969e-17,1.877574362587922e-09,1.3674771185814993e-21,2.808905156859547e-21,3.8068341468883014e-12,1.621262126510186e-21,5.970259525464881e-15,1.6867099629904865e-27,4.405659522707807e-21,1.3569464879347356e-23,4.8258752508269905e-22,2.429807476059092e-21,9.80672242691335e-29,1.002505373886668e-27,4.050140789673436e-23,1.5824211198081905e-14,4.686808353008891e-10,1.4096909212200241e-14,6.946970707521791e-08,7.200984684666063e-09,3.0066931988136224e-08,2.662244018532921e-10,1.5570233472224264e-08,1.6945649778878256e-09,1.1943906585168208e-09,2.2027038203336653e-11,2.0276048520962661e-10,2.4090596539748503e-11,1.2670048842759865e-11
5.434098314839515e-08,0.7007062291794938,1.8068304042321728e-08,3.6506924033970094e-10,4.1401175711865503e-10,1.81184433362981e-09,0.0,0.0,1.1789625642303687e-07,1.8150123748717888e-11,2.7242756750625407e-12,7.424755921247418e-13,7.352163531665669e-13,8.685609929723009e-27,5.643288713639856e-19,8.118226181326319e-12,1.4617399263112826e-20,4.986947219956701e-10,8.843315483422379e-27,6.151420574365912e-19,1.1109374615602057e-23,4.37368323727915e-23,2.48831243648307e-12,5.400742208071819e-25,1.811460807524685e-19,1.444270567312737e-26,8.293567198488085e-33,1.1506525762562134e-24,2.7425557033267613e-42,1.5089521602467235e-34,3.9264274905168656e-18,2.0540371730243221e-35,9.733483013859828e-33,6.972105650155187e-34,3.76,0.0,0.5570559681027277,0.999222504288411,2.2672951527417278e-11,2.1522092379720944e-25,0.0008582022177503426,0.0006855379689810066,0.00016780433319168382,4.805196605645401e-06,0.000777375881886947,2.4870152087029306e-08,1.4916496970591074e-14,1.8198083831061535e-10,6.666407579242698e-17,1.997138772258944e-09,1.6171104136057307e-21,3.24087376023662e-21,4.049559034063697e-12,1.9157658864405443e-21,6.164807945401237e-15,1.9964756897113458e-27,5.127238780104315e-21,1.582888408419582e-23,5.632857968080859e-22,2.8254110672088828e-21,1.1606069759266313e-28,1.1865343950500887e-27,4.943358569152402e-23,1.632031873152341e-14,4.983817584415361e-10,1.6258416506927688e-14,7.118441040526637e-08,7.283281217841189e-09,3.1548394265479335e-08,2.8842259569866074e-10,1.6414912590242667e-08,1.7797873029753987e-09,1.24280225036114e-09,2.2834204115200714e-11,2.0850173937847153e-10,2.55727127112922e-11,1.3125551295820943e-11
5.598360118048857e-08,0.7007096443402199,1.9024331018526015e-08,3.9421975618010994e-10,4.50178515645737e-10,1.9673682160009725e-09,0.0,0.0,1.2146557101118959e-07,1.9261135814675224e-11,2.967424782279239e-12,7.942194294313197e-13,8.011717860498669e-13,1.0347811442150077e-26,6.263706825600719e-19,8.37448378491774e-12,1.642810052171226e-20,5.293291668614824e-10,9.974465842373332e-27,6.899492901378144e-19,1.2350537398380969e-23,4.8006409397781057e-23,2.4970632264973614e-12,6.263983200912387e-25,1.9474297286875035e-19,1.6793987257347675e-26,9.73551940298977e-33,1.3027554181214333e-24,3.5809526985385625e-42,1.853901324164491e-34,4.249778293296849e-18,2.5441084431268554e-35,1.1844029156305337e-32,8.819326130192967e-34,3.76,0.0,0.5570300435368898,0.9992225005936586,2.540731647429024e-11,2.4207089612665683e-25,0.0008841241517235755,0.0007063817830001063,0.0001728793331883264,4.805009278757208e-06,0.0007773758788455652,2.640573113141181e-08,1.625674876246174e-14,1.8199589946337185e-10,6.870440294528177e-17,2.1203885434951413e-09,1.9024666565774837e-21,3.723298723927958e-21,4.299782578822924e-12,2.252098048197558e-21,6.359383075517486e-15,2.3508304306569038e-27,5.939342117222734e-21,1.837649974972636e-23,6.543211304294065e-22,3.2703324543264003e-21,1.3664187172916024e-28,1.3970417371970535e-27,5.996801717968646e-23,1.6816402336707338e-14,5.289946189686123e-10,1.867788742738839e-14,7.287910293757205e-08,7.365438214133483e-09,3.3053491786423484e-08,3.1169536805419515e-10,1.727732541393624e-08,1.866012947582635e-09,1.2914179091290434e-09,2.364779062432794e-11,2.1420207432893617e-10,2.7093709556462624e-11,1.358538721774683e-11
5.7626219212581986e-08,0.7007130593518623,1.9999206044862682e-08,4.246884578063042e-10,4.882874546921166e-10,2.1309827533389795e-09,0.0,0.0,1.250352102224419e-07,2.0404975572842987e-11,3.224307923026672e-12,8.475604534969671e-13,8.706734536940587e-13,1.2255678851326326e-26,6.927244408784559e-19,8.627410368920202e-12,1.839483181050572e-20,5.608761452828232e-10,1.120998518455689e-26,7.711761367419666e-19,1.3678344475408157e-23,5.249520367048554e-23,2.505473444409687e-12,7.232950722376518e-25,2.0887783645164985e-19,1.943515905217598e-26,1.1371805250153461e-32,1.4690369664403772e-24,4.636629494079966e-42,2.2628677732639805e-34,4.5883035108912366e-18,3.129139820277181e-35,1.432438739310254e-32,1.1074063114311462e-33,3.76,0.0,0.5570041201548495,0.9992224968940172,2.8376397189800738e-11,2.712904599151407e-25,0.0009100449254015743,0.0007272245360268199,0.00017795413796078144,4.804821960163311e-06,0.000777375875800395,2.7987299516689843e-08,1.7671365600959093e-14,1.8201095982780148e-10,7.074460633577905e-17,2.2473231162225005e-09,2.2273304653373633e-21,4.260338024730457e-21,4.557504340142906e-12,2.6346369492785936e-21,6.553986468558881e-15,2.7545253182838857e-27,6.850042356276492e-21,2.1238449428037294e-23,7.56635014338213e-22,3.768938763371396e-21,1.600862282785237e-28,1.6368475457182233e-27,7.233012322145861e-23,1.7312462019018205e-14,5.605193729030873e-10,2.137746171092432e-14,7.455432277046532e-08,7.4475654376918085e-09,3.4581945031447723e-08,3.3605950972408064e-10,1.8157292076812606e-08,1.953191681872108e-09,1.340226320289e-09,2.4467905025516505e-11,2.1986217480990498e-10,2.8653168258203435e-11,1.404966839393987e-11
5.9268837244675403e-08,0.7007164742144124,2.099262229808604e-08,4.564882058346795e-10,5.283796099234242e-10,2.302844111349905e-09,0.0,0.0,1.286051755716077e-07,2.158162830421889e-11,3.4952928713759256e-12,9.024777743487154e-13,9.437835382847653e-13,1.44347762787319e-26,7.635005042264271e-19,8.877015177229718e-12,2.052542038162854e-20,5.933356026837266e-10,1.2556229226922027e-26,8.591522010000306e-19,1.50951043906716e-23,5.72022039237476e-23,2.5135817740755834e-12,8.316918987784503e-25,2.235532647439742e-19,2.2391148412213186e-26,1.32214600667287e-32,1.6502829188523732e-24,5.956394660621139e-42,2.7451084861117555e-34,4.9421732878175844e-18,3.823484816136649e-35,1.722467128024844e-32,1.380914962495012e-33,3.76,0.0,0.5569781979563483,0.9992224931894522,3.159258923550383e-11,3.0300838842885163e-25,0.00093596453883811,0.00074806622813053,0.00018302874755483329,4.804634649996117e-06,0.0007773758727514096,2.9614855196785663e-08,1.9161969574385837e-14,1.8202601941018664e-10,7.278468597381662e-17,2.3779419304360874e-09,2.595754273044488e-21,4.856359969808476e-21,4.822723879842589e-12,3.068064137529125e-21,6.748619688172857e-15,3.2126495973481403e-27,7.867852747501987e-21,2.4442321641624832e-23,8.712214277923997e-22,4.325833081904507e-21,1.8668883576077717e-28,1.9089725735384114e-27,8.676881483714798e-23,1.7808497783626436e-14,5.929559762755656e-10,2.4380447588605855e-14,7.621059608437358e-08,7.529757098650015e-09,3.6133492009379085e-08,3.615316132954466e-10,1.905464048717444e-08,2.0412759277949694e-09,1.3892169250463183e-09,2.5294661773698878e-11,2.2548272196857615e-10,3.0250676365900515e-11,1.4518505408333914e-11
6.091145527676881e-08,0.700719888927863,2.2004280056176833e-08,4.896311376315404e-10,5.704954045807523e-10,2.483105896862214e-09,0.0,0.0,1.3217546861794395e-07,2.2791079311361512e-11,3.78074825169412e-12,9.589505781086298e-13,1.0205622004414425e-12,1.6912146644384788e-26,8.388042693508124e-19,9.123313107683462e-12,2.2827810770398302e-20,6.267074845331119e-10,1.4019790500563127e-26,9.542126232927959e-19,1.6603051107081704e-23,6.21260322409393e-23,2.5214210708405944e-12,9.525676046561596e-25,2.3877179613090686e-19,2.5688146355996587e-26,1.5304724999049688e-32,1.847292430704049e-24,7.595211532236926e-42,3.310853356878471e-34,5.311551167232846e-18,4.643078852671314e-35,2.0599861933193098e-32,1.7107536128065614e-33,3.76,0.0,0.5569522769411304,0.99922248947993,3.50685458336853e-11,3.373564317993133e-25,0.0009618829920869364,0.0007689068593795346,0.00018810316201425456,4.80444734825709e-06,0.0007773758696985834,3.128839612575978e-08,2.0730155993989875e-14,1.8204107821069814e-10,7.48246418691873e-17,2.5122444261997797e-09,3.0120682535893828e-21,5.515947719780814e-21,5.095440762599866e-12,3.5573750522945335e-21,6.943284307868344e-15,3.730643226696669e-27,9.001736143750114e-21,2.801718669845841e-23,9.991279610433217e-22,4.945859239009391e-21,2.167650789521928e-28,2.2166456545641587e-27,1.0355812843487283e-22,1.8304509635503326e-14,6.263043851259093e-10,2.7711344806383567e-14,7.784843731296158e-08,7.612094036911624e-09,3.7707886479266944e-08,3.881280851650186e-10,1.9969205797800336e-08,2.1302206227203286e-09,1.4383798502805732e-09,2.6128182214444107e-11,2.310643935721276e-10,3.18858277505699e-11,1.499200766174991e-11
6.255407330886223e-08,0.7007233034922065,2.3033886351258137e-08,5.241286905802301e-10,6.146746548278886e-10,2.6719192164426583e-09,0.0,0.0,1.3574609095960438e-07,2.4033313918772425e-11,4.08104353954162e-12,1.0169581598580129e-12,1.101067624888652e-12,1.97163105832314e-26,9.187361830241726e-19,9.366323719553509e-12,2.531006145199733e-20,6.609917363586189e-10,1.560750605497954e-26,1.0566979228111858e-18,1.820434467383553e-23,6.726497105759728e-23,2.529019278642723e-12,1.0869536438986829e-24,2.5453592477524407e-19,2.935362901324763e-26,1.7643084732360053e-32,2.0608776365494764e-24,9.617299404971889e-42,3.971369456571106e-34,5.696594488424811e-18,5.605549882520924e-35,2.4510095310736048e-32,2.106330803940671e-33,3.76,0.0,0.5569263571089419,0.9992224857654172,3.881717403431098e-11,3.7446929145223212e-25,0.0009878002852017898,0.0007897464298410633,0.00019317738138093437,4.804260054862677e-06,0.0007773758666418895,3.300792025780767e-08,2.237749383403696e-14,1.8205613622553866e-10,7.686447403157976e-17,2.650230043646061e-09,3.480890276471103e-21,6.243903790284463e-21,5.375654555966839e-12,4.1078897121334615e-21,7.137981909992453e-15,4.31430951892765e-27,1.0261114035500043e-20,3.199362703173345e-23,1.1414569181326367e-21,5.6341065061863096e-21,2.5065139040585125e-28,2.5633111995532952e-27,1.229989197107701e-22,1.8800497579433817e-14,6.605645555028868e-10,3.1395867185508957e-14,7.946834932379287e-08,7.694645618991106e-09,3.9304896389903295e-08,4.158651564396324e-10,2.090082993287119e-08,2.219983089532757e-09,1.487705847062849e-09,2.6968594323505214e-11,2.36607864219954e-10,3.355822256177288e-11,1.5470283390106204e-11
6.419669134095565e-08,0.7007267179074356,2.4081154665815316e-08,5.599916243875638e-10,6.60956574812128e-10,2.869432732157689e-09,0.0,0.0,1.3931704422887717e-07,2.5308317473227756e-11,4.396549057981023e-12,1.0764799504353166e-12,1.1853560653755994e-12,2.2877261414738206e-26,1.0033917666154887e-18,9.606070405948782e-12,2.798034156757857e-20,6.961883037578326e-10,1.732646553854926e-26,1.1669538442209596e-18,1.9901071978993982e-23,7.261698886119663e-23,2.5364001961167753e-12,1.235935368061462e-24,2.7084810982444933e-19,3.341637859667241e-26,2.0259305355207397e-32,2.2918631863031074e-24,1.20973428723788e-41,4.739026903139546e-34,6.0974547605628454e-18,6.73033218835066e-35,2.902095483630611e-32,2.57827677228309e-33,3.76,0.0,0.5569004384595311,0.9992224820458809,4.285163091461425e-11,4.1448459300838165e-25,0.0010137164182363908,0.0008105849395812008,0.00019825140569499077,4.8040727697865346e-06,0.0007773758635813029,3.4773425547256985e-08,2.410552616458491e-14,1.8207119345357765e-10,7.890418247056739e-17,2.7918982229758403e-09,4.007135889540568e-21,7.045254531506708e-21,5.663364830383374e-12,4.725263407273682e-21,7.33271408473149e-15,4.969827815885639e-27,1.1655875446178985e-20,3.6403767063973056e-23,1.2993664023474168e-21,6.395914219224254e-21,2.8870598403883117e-28,2.9526367132000794e-27,1.454206177017575e-22,1.9296461620027654e-14,6.957364434638442e-10,3.5460964714068496e-14,8.10708236080408e-08,7.77747135564236e-09,4.092430253124892e-08,4.4475889273744804e-10,2.1849361170690405e-08,2.3105229130962602e-09,1.537186237957593e-09,2.7816032455448344e-11,2.421138055467525e-10,3.5267467186247065e-11,1.5953439682497484e-11
6.583930937304907e-08,0.7007301321735444,2.5145804666580194e-08,5.972300425079916e-10,7.093797814942879e-10,3.0757927147909685e-09,0.0,0.0,1.4288833008810774e-07,2.661607534406527e-11,4.727635970049556e-12,1.1374955380512739e-12,1.2734818888559645e-12,2.642645634072528e-26,1.0928616526270943e-18,9.842579707308693e-12,3.0846927723299066e-20,7.322971324072759e-10,1.9184019681517926e-26,1.2853312087053603e-18,2.1695247577325855e-23,7.817976460886114e-23,2.543584113508517e-12,1.400653257604052e-24,2.877107833500333e-19,3.7906503887867074e-26,2.3177472370747405e-32,2.541085795278158e-24,1.5121816096320825e-41,5.627366282570579e-34,6.514278013955725e-18,8.038783220601482e-35,3.4203769112216975e-32,3.138558263310812e-33,3.76,0.0,0.5568745209926489,0.9992224783212889,4.718531981004837e-11,4.575428579404383e-25,0.0010396313912444438,0.0008314223886649307,0.00020332523499487734,4.8038854930691675e-06,0.0007773758605167979,3.658490994856449e-08,2.591577057705094e-14,1.8208624989680176e-10,8.094376719561227e-17,2.937248404458256e-09,4.596028326517211e-21,7.925254585632917e-21,5.958571159188902e-12,5.4154973940226185e-21,7.527482429158498e-15,5.70376619602345e-27,1.319638569174213e-20,4.1281302609037885e-23,1.4740713848286486e-21,7.236876323372495e-21,3.3130959055674196e-28,3.388520330084288e-27,1.7118303934096542e-22,1.9792401761729824e-14,7.318200050743978e-10,3.9934845171520536e-14,8.265634047735414e-08,7.860622276623934e-09,4.2565897370575276e-08,4.748252030212713e-10,2.2814653775228675e-08,2.4018018228814563e-09,1.5868128717085204e-09,2.8670637101140187e-11,2.4758288641709994e-10,3.701317420818679e-11,1.6441582499165003e-11
6.748192740514248e-08,0.7007335462905264,2.622756196844444e-08,6.358534127975443e-10,7.599822993227581e-10,3.2911430949490747e-09,0.0,0.0,1.464599502261687e-07,2.795657292343584e-11,5.074676268439661e-12,1.199984685957453e-12,1.365497618952547e-12,3.0396804121655433e-26,1.1872316311997234e-18,1.0075880732652754e-11,3.3918200869052495e-20,7.693181680697076e-10,2.1187789212534797e-26,1.4121857691991256e-18,2.358881457778693e-23,8.395071087683706e-23,2.5505883508949547e-12,1.5823041375533645e-24,3.051263572368093e-19,4.2855460228209475e-26,2.642302885552612e-32,2.8093938068336053e-24,1.8790428280350788e-41,6.651167531968376e-34,6.947205130607482e-18,9.554303278164777e-35,4.0135914375784503e-32,3.800600057373392e-33,3.76,0.0,0.5568486047080479,0.9992224745916093,5.1831886574400215e-11,5.037874744714549e-25,0.0010655452042796362,0.000852258777156271,0.00020839886931748613,4.803698224734541e-06,0.0007773758574483497,3.844237141631311e-08,2.7809719602780615e-14,1.8210130555642413e-10,8.298322821608064e-17,3.0862800284304766e-09,5.253108535297203e-21,8.88939132246415e-21,6.261273118632562e-12,6.184949587821308e-21,7.722288546328326e-15,6.523094208523545e-27,1.489349501107562e-20,4.666152983450119e-23,1.6668447571527598e-21,8.162845845617802e-21,3.7886619442053785e-28,3.875098366458098e-27,2.0067826407433968e-22,2.0288318008830867e-14,7.688151964081439e-10,4.484699529512922e-14,8.422536926533278e-08,7.94414211266764e-09,4.4229484035835615e-08,5.060798476460119e-10,2.379656766686769e-08,2.493783581460507e-09,1.636578083228981e-09,2.9532554653657075e-11,2.5301577311191617e-10,3.879496237107623e-11,1.6934816689361722e-11
6.91245454372359e-08,0.7007369602583764,2.7326157922892328e-08,6.758705874776911e-10,8.128015648030151e-10,3.5156255123603026e-09,0.0,0.0,1.5003190635538062e-07,2.932979562652538e-11,5.4380427630868314e-12,1.2639273469980995e-12,1.4614539787265024e-12,3.4822649457686325e-26,1.286582705148451e-18,1.0306004666204283e-11,3.720264325504169e-20,8.072513566000842e-10,2.334567422575278e-26,1.5478780696596666e-18,2.558364557992003e-23,8.992699577404659e-23,2.5574277181767235e-12,1.782142377217201e-24,3.230972291834093e-19,4.8296069013851265e-26,3.002281376537945e-32,3.0976467669148655e-24,2.321769696293858e-41,7.826520205554176e-34,7.396372155547649e-18,1.1302457909826613e-34,4.6901121389679447e-32,4.5794133169177626e-33,3.76,0.0,0.5568226896054824,0.9992224708568105,5.680521586777005e-11,5.533646678592188e-25,0.0010914578573956403,0.0008730941051183487,0.000213472308698241,4.803510964761937e-06,0.0007773758543759337,4.0345807905209054e-08,2.978884112478546e-14,1.8211636043157167e-10,8.502256554125117e-17,3.2389925352975183e-09,5.984245223615445e-21,9.943389253360877e-21,6.571470287881836e-12,7.04034525207555e-21,7.91713404440572e-15,7.4351956297745e-27,1.6758547072609423e-20,5.2581373802828397e-23,1.8790183685592235e-21,9.17993929720351e-21,4.318037721009701e-28,4.416752885260087e-27,2.34332568309814e-22,2.078421036547614e-14,8.067219735463857e-10,5.022820149510634e-14,8.577836853185254e-08,8.028068319795611e-09,4.591487541993609e-08,5.385384457485399e-10,2.4794968125575018e-08,2.5864338785790448e-09,1.6864746576589446e-09,3.040193718224598e-11,2.5841312950695866e-10,4.0612456540995196e-11,1.7433246009105815e-11
7.076716346932932e-08,0.7007403740770888,2.8441329428090662e-08,7.172898224487018e-10,8.678744309862083e-10,3.7493793635142414e-09,0.0,0.0,1.5360420020883382e-07,3.073572889175033e-11,5.8181090669628575e-12,1.3293036754007784e-12,1.5613999327622236e-12,3.973975425835364e-26,1.39099115278849e-18,1.0532984349797524e-11,4.070883545792939e-20,8.460966439503376e-10,2.5665864004590228e-26,1.6927733082790859e-18,2.768154365527343e-23,9.610556367142755e-23,2.5641149056163246e-12,2.0014810722410975e-24,3.416257879040561e-19,5.426253669882535e-26,3.4005100387881813e-32,3.406715010387304e-24,2.853465631960243e-41,9.170895064382182e-34,7.861910589925023e-18,1.3311102970152661e-34,5.458978653863819e-32,5.4917308981815415e-33,3.76,0.0,0.5567967756847101,0.9992224671168616,6.211942747225133e-11,6.064234699098907e-25,0.001117369350646113,0.0008939283726134076,0.00021854555317118134,4.803323713128708e-06,0.000777375851299526,4.229521737007933e-08,3.185457878273825e-14,1.8213141452127955e-10,8.706177918031454e-17,3.3953853655320845e-09,6.795644919447391e-21,1.1093214423476984e-20,6.889162249029727e-12,7.988787680505748e-21,8.112020535819891e-15,8.447881238853699e-27,1.880338736052013e-20,5.907941660294878e-23,2.1119840482473326e-21,1.029454100838098e-20,4.9057503142707875e-28,5.018119272371322e-27,2.726084199374951e-22,2.1280078835674143e-14,8.455402925778769e-10,5.611057012096999e-14,8.731578626940119e-08,8.112432963097852e-09,4.762189339307642e-08,5.722164820427743e-10,2.5809725523207096e-08,2.679720230562591e-09,1.7364957981613345e-09,3.1278942214121845e-11,2.637756172435769e-10,4.246528767134248e-11,1.7936973138824968e-11
7.240978150142274e-08,0.7007437877466585,2.95728187583886e-08,7.601187959835281e-10,9.252371718943104e-10,3.992541847755913e-09,0.0,0.0,1.5717683353807343e-07,3.217435818092921e-11,6.2152495803023715e-12,1.3960940360780778e-12,1.66538272857726e-12,4.518527598020117e-26,1.5005285978565602e-18,1.0756853933721168e-11,4.4445453474387297e-20,8.858539761730923e-10,2.8156847316642876e-26,1.847241204552091e-18,2.988424337082925e-23,1.0248315479743689e-22,2.5706608116514738e-12,2.2416932082369212e-24,3.6071441760504585e-19,6.079047330466452e-26,3.839963494070491e-32,3.737479258918556e-24,3.489070788228142e-41,1.0703216933681457e-33,8.343947666736983e-18,1.561051224370543e-34,6.329928692476407e-32,6.556149771496362e-33,3.76,0.0,0.5567708629454892,0.999222463371732,6.778887263535796e-11,6.631156877446741e-25,0.0011432796840846946,0.0009147615797028255,0.00022361860276904057,4.80313646983863e-06,0.0007773758482191026,4.429059776586937e-08,3.4008352371300216e-14,1.8214646782581423e-10,8.910086914237456e-17,3.5554579596744114e-09,7.693862043736736e-21,1.2345078782221173e-20,7.214348587100509e-12,9.037768870923515e-21,8.306949636450908e-15,9.569401608923799e-27,2.1040371443479228e-20,6.619592508235644e-23,2.3671946131123208e-21,1.1513307397137875e-20,5.556581518500187e-28,5.684093822280932e-27,3.160065332306958e-22,2.1775923423304218e-14,8.852701095985798e-10,6.252754728101211e-14,8.883806011077007e-08,8.197263473454067e-09,4.9350368113043e-08,6.071293130697022e-10,2.6840715082333972e-08,2.773611884837833e-09,1.786635097219528e-09,3.216373252392271e-11,2.6910389589208277e-10,4.4353092768926814e-11,1.8446099700901487e-11
7.405239953351615e-08,0.7007472012670812,3.072037341040395e-08,8.043646268434362e-10,9.849254869054011e-10,4.24524801198561e-09,0.0,0.0,1.6074980811109644e-07,3.364566897943331e-11,6.6298394735976995e-12,1.4642790118405508e-12,1.7734479373699926e-12,5.119774323125064e-26,1.6152620855676806e-18,1.0977648585200022e-11,4.842126588838984e-20,9.265232994244847e-10,3.0827423206684735e-26,2.0116558700937428e-18,3.219341184913449e-23,1.0905632374101352e-22,2.5770748178662906e-12,2.5042128068837697e-24,3.8036550182527926e-19,6.791691042813046e-26,4.323767531479624e-32,4.090830229750327e-24,4.245562104008968e-41,1.2443938762960266e-33,8.842606610196279e-18,1.823350751425132e-34,7.313429923052977e-32,7.793280672035718e-33,3.76,0.0,0.5567449513875808,0.9992224596213914,7.38281304409322e-11,7.235958721485251e-25,0.0011691888577650108,0.0009355937264471737,0.00022869145752332082,4.802949234903705e-06,0.0007773758451346396,4.633194704764053e-08,3.6251558231886825e-14,1.821615203458248e-10,9.113983543645422e-17,3.71920975833211e-09,8.685808992827032e-21,1.3705444531971582e-20,7.547028890054069e-12,1.0195180188235615e-20,8.501922964852395e-15,1.0808459911184456e-26,2.3482373129569075e-20,7.397287819215017e-23,2.6461648613738787e-21,1.2843171174023818e-20,6.275575254280941e-28,6.419841331170687e-27,3.650679842158992e-22,2.227174413212391e-14,9.259113807114374e-10,6.951393821879231e-14,9.034561753723024e-08,8.28258329514538e-09,5.1100137419992256e-08,6.43292172968391e-10,2.7887816658117216e-08,2.8680797293404853e-09,1.8368865108873708e-09,3.305647593058734e-11,2.743986231080574e-10,4.627551486136667e-11,1.8960726277124702e-11
7.569501756560957e-08,0.7007506146383529,3.1883745962793715e-08,8.500338918589418e-10,1.0469745051232206e-09,4.507630794122136e-09,0.0,0.0,1.6432312571060899e-07,3.514964679631985e-11,7.062254669714195e-12,1.533839408942678e-12,1.88563949411962e-12,5.781702885285229e-26,1.7352541638542952e-18,1.119540424313202e-11,5.264513111729511e-20,9.681045599662767e-10,3.3686712312237655e-26,2.1863956830897632e-18,3.461064985980006e-23,1.158214569051775e-22,2.5833650215319674e-12,2.790536055406309e-24,4.0058142673262033e-19,7.568031874118064e-26,4.8552029960719936e-32,4.4676682547299915e-24,5.142169070037558e-41,1.4415116819157053e-33,9.358006879785065e-18,2.1215590952774113e-34,8.420712210705522e-32,9.225905086602788e-33,3.76,0.0,0.5567190410107479,0.9992224558658105,8.025200420718106e-11,7.880212857929913e-25,0.0011950968717406726,0.0009564248129062796,0.00023376411746436313,4.8027620083222285e-06,0.0007773758420461142,4.8419263170567864e-08,3.85855696379964e-14,1.8217657208131904e-10,9.317867807150286e-17,3.886640202180021e-09,9.778766227911927e-21,1.5181028455123672e-20,7.887202748788932e-12,1.1469323014476375e-20,8.69694214150748e-15,1.2174224727938056e-26,2.6142792511315183e-20,8.245399395853298e-23,2.950472552590608e-21,1.429134548537792e-20,7.068044983340809e-28,7.230802695378943e-27,4.203763864535733e-22,2.2767540965775978e-14,9.674640620261584e-10,7.710592625181672e-14,9.183887608629568e-08,8.36841244301375e-09,5.287104630171974e-08,6.807201788368484e-10,2.8950914539630504e-08,2.9630962065718555e-09,1.887244335382866e-09,3.3957345101386905e-11,2.7966045478181607e-10,4.8232202965737775e-11,1.9480952426051227e-11
7.733763559770299e-08,0.700754027860469,3.306269394749036e-08,8.971326430097746e-10,1.111418789747742e-09,4.779821065447504e-09,0.0,0.0,1.678967881325049e-07,3.668627716445012e-11,7.512871825374759e-12,1.6047562612623692e-12,2.0019997370517505e-12,6.50843206847866e-26,1.8605629691078533e-18,1.1410157410965626e-11,5.712599473426287e-20,1.010597704167388e-09,3.674416871425865e-26,2.3718431662714634e-18,3.713749293936177e-23,1.2277478896340435e-22,2.5895384331399486e-12,3.1022224190899446e-24,4.2136458394941834e-19,8.412062498514358e-26,5.437709691628366e-32,4.8689029093396425e-24,6.20060596542869e-41,1.6640486946167614e-33,9.890264399937108e-18,2.459507971761559e-34,9.66380018602819e-32,1.0879139680094176e-32,3.76,0.0,0.5566931318147545,0.9992224521049596,8.70755179117435e-11,8.565518713576518e-25,0.0012210037260652752,0.0009772548391392593,0.00023883658262141176,4.802574790083897e-06,0.0007773758389535036,5.055254408993793e-08,4.101173717421655e-14,1.821916230319026e-10,9.521739705639901e-17,4.057748731960075e-09,1.098039236901984e-20,1.6778806219532562e-20,8.234869757144044e-12,1.2868919383850438e-20,8.892008788113105e-15,1.3676342871585344e-26,2.903556390442143e-20,9.16847560930536e-23,3.2817593745087862e-21,1.5865327997054278e-20,7.939581127008067e-28,8.122702513356858e-27,4.8256012720501235e-22,2.3263313927794845e-14,1.0099281096590129e-09,8.534109127714748e-14,9.331824355842346e-08,8.454767983193201e-09,5.466294641887531e-08,7.194283357349295e-10,3.0029897267898854e-08,3.058635232073059e-09,1.9377031856483306e-09,3.486651736286979e-11,2.848900451812532e-10,5.022281205841133e-11,2.00068767002744e-11
