Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664)
3.4924994661450717e-06,0.4678727270862141,6.594790176084311e-13,2.8341351470463914e-14,7.461190854703919e-11,1.1215596098678163e-12,0.0,0.0,2.6764770467443885e-09,6.267648965270853e-13,2.967013780248866e-14,3.436677957276346e-17,3.1627418945201774e-20,3.8464153748224166e-41,2.59303647735174e-29,1.2029622866068502e-18,2.914996673196698e-18,6.567725231033355e-13,2.8585252452851134e-36,4.772022138283595e-34,-4.9234770383826387e-32,-9.447051279176404e-32,9.855265264962295e-20,9.113623637270428e-27,7.752383381935914e-24,9.184076742927323e-33,6.78189872775386e-44,3.707156518430727e-33,1.3541456801185376e-34,7.3928567432220815e-37,3.5076728182713296e-25,7.996845919006086e-37,9.122241069958243e-40,3.895870020122509e-37,3.76,0.0,0.7929998552472867,0.9999862335266079,2.6282841127323627e-10,1.0064727088360537e-19,7.437902563566072e-07,5.072634309501295e-07,2.3640799544701393e-07,1.1748733921590688e-10,1.3763366459021079e-05,1.0173556675417848e-15,1.130437763941373e-25,3.6625271017922996e-18,5.062274776369714e-21,1.5629587499639594e-10,9.766604751680273e-36,1.1544531766909316e-36,1.0594263467398563e-16,4.5514201611775445e-35,4.040247727380732e-23,4.305536302589919e-41,1.3803201860615887e-36,4.099853253324617e-38,5.0007205618211035e-36,1.3386332544085846e-34,1.3351026495539137e-42,2.1008282538880496e-41,7.078928628097298e-35,5.150235543425652e-20,1.8282282878936178e-10,1.6973963221970662e-16,6.317729760085443e-10,7.710812247152754e-11,3.0870343502652166e-10,1.7237590400128176e-11,9.273287658637766e-10,7.580235432216688e-15,6.5198245467530054e-15,4.556580366343776e-18,4.997339670351106e-18,8.618371388085795e-17,3.375196811123731e-13,5.996059105120363e-17,2.4674282875424016e-10,3.3412672249354847e-12,1.228772515029187e-12,1.34608991869835e-30,3.8996906091797213e-17,1.4259471582103323e-23,2.8637429589397797e-11,5.014182044275355e-17,1.406628444588521e-19,1.0591707771231682e-17,8.692491106338082e-25,5.361497717652115e-21,7.318786660498339e-17,1.9921750402241832e-10,6.56321337088757e-18,4.037374110911231e-11,1.1451935898959994e-16,3.944232059370653e-18,2.058892661024233e-25,1.883914922245313e-11,1.4136849016595198e-17
3.6505368126288696e-06,0.4678727299233734,6.780830953331733e-13,2.938472302807559e-14,7.684267366196968e-11,1.2187978687792752e-12,0.0,0.0,2.823038525531917e-09,6.90513676389651e-13,3.353747380691201e-14,3.689058672231175e-17,3.4360074435707274e-20,4.0475775966337356e-41,2.653144931318681e-29,1.2029670197873977e-18,3.271616199167089e-18,7.175554882049909e-13,3.277854394596834e-36,5.4540421874203016e-34,-7.682948490609209e-32,5.510156500513367e-32,9.855268479605618e-20,1.1087529622321866e-26,8.769428559164044e-24,1.0870998587191599e-32,7.45266153920682e-44,4.2595092204451195e-33,1.7879131481716919e-34,9.677204223816435e-37,3.98034155079467e-25,1.0152977751219004e-36,1.1194544878228295e-39,4.964977925539234e-37,3.76,0.0,0.7929998214666608,0.9999862333515642,2.868767249303939e-10,1.1833029210175613e-19,7.774471233426115e-07,5.302226187820247e-07,2.471055496248469e-07,1.1748733954092372e-10,1.3763366456609649e-05,1.111532405801957e-15,1.2858034798435542e-25,3.662539621399255e-18,5.2914335583926554e-21,1.6850449886992311e-10,1.1746401771336454e-35,1.3832284961014504e-36,1.2152237939327314e-16,5.656392989172073e-35,4.452056463060414e-23,5.178496073132505e-41,1.678756497754861e-36,5.037047742978795e-38,6.145942893006519e-36,1.671507428076056e-34,1.6057590173603595e-42,2.526714429308686e-41,8.904986908559213e-35,5.383315212640505e-20,1.970474255440951e-10,1.9282623238885518e-16,6.442931543080973e-10,7.8545545754737e-11,3.291590807284078e-10,1.925693886475046e-11,9.948130519227376e-10,8.142266581851199e-15,6.839366310009917e-15,4.88569272895163e-18,5.153826955487473e-18,9.071416821095809e-17,3.6211701566714357e-13,6.803209865707841e-17,2.5283923461996276e-10,3.567664204756705e-12,1.318158723662198e-12,1.533074526189881e-30,4.1801949019491953e-17,1.5232687533402357e-23,2.9224762380444474e-11,5.328579677165699e-17,1.615154711894141e-19,1.0778572318480184e-17,9.259510191961182e-25,5.702363884561286e-21,8.240757553165118e-17,2.0275379285901767e-10,7.409824315325243e-18,4.1215385287840234e-11,1.238938432374132e-16,4.3092539899353166e-18,2.364216468993759e-25,1.921553261409407e-11,1.441928616991912e-17
3.8085741591126675e-06,0.46787273276054125,6.957209892010058e-13,3.0374925266613135e-14,7.894481244584404e-11,1.3186698377612491e-12,0.0,0.0,2.970871664630325e-09,7.576743751875862e-13,3.769904529976065e-14,3.9515094791203606e-17,3.72094729025535e-20,4.2430116577357375e-41,2.7101269228149716e-29,1.2029717480086447e-18,3.6523893183236476e-18,7.810280340863126e-13,3.7338632459121895e-36,6.197981371966847e-34,-1.0845720458287878e-31,-1.6019129117686331e-31,9.85527168816379e-20,1.3357563759066745e-26,9.861293201728847e-24,1.2772343241364842e-32,8.229071159503015e-44,4.86592471532024e-33,2.331257813697436e-34,1.251666571549821e-36,4.494701768378808e-25,1.2750275985324853e-36,1.3688850191816044e-39,6.2627561820418335e-37,3.76,0.0,0.7929997876852101,0.99998623317478,3.1161274017525194e-10,1.381221898875617e-19,8.111039891984554e-07,5.531818028099024e-07,2.578031008495627e-07,1.174873398658372e-10,1.3763366454173948e-05,1.2098773287526913e-15,1.4543260909620927e-25,3.662552141000454e-18,5.520592299599992e-21,1.810061900825237e-10,1.401614279269047e-35,1.644830243886463e-36,1.3861701918265024e-16,6.963833390088425e-35,4.885755718605843e-23,6.179327172174669e-41,2.025676603793201e-36,6.136928441929744e-38,7.490371405324503e-36,2.067525391051373e-34,1.9160556849503084e-42,3.0149757620055076e-41,1.1092166921928876e-34,5.616394814736887e-20,2.1154500779575602e-10,2.1762188186880308e-16,6.56102087515478e-10,7.991136465097908e-11,3.498885477062399e-10,2.1406693158855785e-11,1.0635740837366756e-09,8.714791004396859e-15,7.159466969211882e-15,5.218273116056419e-18,5.312156681592685e-18,9.534695231890408e-17,3.871840003626469e-13,7.679221829111675e-17,2.586479891579409e-10,3.7972238328921715e-12,1.4090625198790097e-12,1.7341116299630956e-30,4.468136480988746e-17,1.623114807372876e-23,2.977861499163379e-11,5.649916899188938e-17,1.8414633218510184e-19,1.0955205460623491e-17,9.84094241545832e-25,6.0517903651805195e-21,9.227063926276895e-17,2.0604441490540108e-10,8.317167802388144e-18,4.201508580983833e-11,1.3364048491953735e-16,4.690425922971941e-18,2.6955864890933295e-25,1.9565768669542874e-11,1.4682102427730224e-17
3.966611505596465e-06,0.4678727355977168,7.124484246045474e-13,3.131451553751572e-14,8.092560385841334e-11,1.4210391227904266e-12,0.0,0.0,3.119905503269826e-09,8.282755517126383e-13,4.216166782420643e-14,4.224280800263073e-17,4.017564306888916e-20,4.432479754844261e-41,2.7641584286298907e-29,1.2029768802182417e-18,4.057622185183503e-18,8.471901598472439e-13,4.227620966769636e-36,7.006513637937544e-34,-1.3399987687222955e-31,-1.5715906657755766e-31,9.855275121588031e-20,1.5949125883976388e-26,1.1029161277925349e-23,1.4904015866236141e-32,9.12381747761491e-44,5.529182826511224e-33,3.004976760454417e-34,1.6011425346155126e-36,5.052641974527853e-25,1.5852147545933043e-36,1.66775008895391e-39,7.82530628624564e-37,3.76,0.0,0.7929997539029728,0.9999862329963525,3.369967726967424e-10,1.6016201936110763e-19,8.447608539306399e-07,5.76140983033834e-07,2.6850064912139457e-07,1.174873401907831e-10,1.3763366451716345e-05,1.312390435654391e-15,1.6364666752273724e-25,3.662564660600223e-18,5.749751000002513e-21,1.9378734721301812e-10,1.660347765394269e-35,1.942338001788473e-36,1.5730374649427704e-16,8.499758484462019e-35,5.341482267016255e-23,7.320226027857691e-41,2.4266117709805532e-36,7.419620994218749e-38,9.058707162206927e-36,2.5352695372740656e-34,2.269773065571473e-42,3.5715608340585246e-41,1.3692136184856697e-34,5.849474349776506e-20,2.2629679818420124e-10,2.4414438033735066e-16,6.67245547105494e-10,8.120928346740513e-11,3.708694815697427e-10,2.3688515636526015e-11,1.1335408323581538e-09,9.297145575056595e-15,7.480091637478364e-15,5.553820094675107e-18,5.472065654641154e-18,1.0008196296510965e-16,4.126949214731954e-13,8.626728096256067e-17,2.641826612592964e-10,4.029690895799033e-12,1.5013785086937177e-12,1.949322444437158e-30,4.7635754419897405e-17,1.7255028073765483e-23,3.0301145954779216e-11,5.978190580201322e-17,2.0859403309259947e-19,1.1122249565529335e-17,1.0436871798243784e-24,6.409821393099248e-21,1.0278308717969053e-16,2.091064363932197e-10,9.285861231710241e-18,4.277495700744257e-11,1.4375616608836402e-16,5.08774761355398e-18,3.0535685219663367e-25,1.9891673918130263e-11,1.4926660909083403e-17
4.124648852080263e-06,0.46787273843489996,7.283185051903226e-13,3.220605734300417e-14,8.279200975744197e-11,1.5257772486675964e-12,0.0,0.0,3.2700735304078388e-09,9.023441706966527e-13,4.6931840761157914e-14,4.507624142497701e-17,4.3258572878692345e-20,4.61600237638718e-41,2.8154070739355027e-29,1.202982183154631e-18,4.4875910474856544e-18,9.160418645866042e-13,4.760147010524927e-36,7.882312390578586e-34,-1.6789645150398741e-31,6.942805122327609e-32,9.855278648332096e-20,1.8888071304044774e-26,1.2274114169338956e-23,1.7282274473832287e-32,1.032562636146208e-43,6.252089126543317e-33,3.832578804755622e-34,2.027367227328034e-36,5.656056421219093e-25,1.9527387207810447e-36,2.024200802746686e-39,9.69252123303438e-37,3.76,0.0,0.792999720119985,0.9999862328163732,3.62991402898459e-10,1.845905001424189e-19,8.784177175453682e-07,5.991001594538814e-07,2.791981944405623e-07,1.1748734051547527e-10,1.3763366449237115e-05,1.4190717257671409e-15,1.83267852336363e-25,3.6625771801894784e-18,5.978909659507391e-21,2.0683501041418402e-10,1.9537410868330803e-35,2.2789814000004152e-36,1.7766021691877288e-16,1.0292202975715393e-34,5.819361797627596e-23,8.613986724088955e-41,2.8874846118436003e-36,8.906828608304544e-38,1.0877592666205455e-35,3.084066255871175e-34,2.670876799398592e-42,4.2027096867654945e-41,1.6761382735298279e-34,6.082553817183752e-20,2.412853238997134e-10,2.724089724634423e-16,6.777662139569419e-10,8.244287480291468e-11,3.9208077815845645e-10,2.6103931112420802e-11,1.2046467232221165e-09,9.888709855782027e-15,7.801207664964984e-15,5.8918833685411525e-18,5.633315777410528e-18,1.0491872257311442e-16,4.3862567831970935e-13,9.648326797792958e-17,2.694561801708068e-10,4.264824360842517e-12,1.5950086157189587e-12,2.1788108856539405e-30,5.0665642694022596e-17,1.830446804566073e-23,3.079436757539988e-11,6.313397173966289e-17,2.3489429912990537e-19,1.1280305598152722e-17,1.1047358197944561e-24,6.776485195712556e-21,1.1395002478447716e-16,2.119557381109924e-10,1.0316429875815406e-17,4.3497040597828595e-11,1.5423756807900984e-16,5.501218811391112e-18,3.43868614469558e-25,2.0194938461052612e-11,1.515422986167847e-17
4.282686198564061e-06,0.46787274127209005,7.433816908252694e-13,3.305208125482891e-14,8.455065677950847e-11,1.6327632768510352e-12,0.0,0.0,3.4213133991470873e-09,9.79905702743176e-13,5.2015762247049704e-14,4.801791610631077e-17,4.6458217247650274e-20,4.793678174781098e-41,2.864039486893512e-29,1.2029873598562163e-18,4.9425442314127654e-18,9.875831474021235e-13,5.332413630680621e-36,8.828050584605125e-34,-1.5680303200227502e-31,7.949151337404698e-32,9.855282098138377e-20,2.220064937742863e-26,1.3597137415605642e-23,1.992371547037838e-32,1.1655682653470083e-43,7.037475419234281e-33,4.840479551961743e-34,2.5428289246676468e-36,6.3068443704698075e-25,2.3850295059211097e-36,2.4473706850499718e-39,1.190828706248496e-36,3.76,0.0,0.7929996863362807,0.9999862326349279,3.895613728343616e-10,2.1154985096242041e-19,9.120745800485612e-07,6.220593320700969e-07,2.898957368072736e-07,1.174873408399951e-10,1.3763366446737004e-05,1.529921198350739e-15,2.0434072704403896e-25,3.662589699770769e-18,6.208068278188582e-21,2.201368311585011e-10,2.284831146183274e-35,2.658141336115962e-36,1.9976451105625275e-16,1.2371276786088439e-34,6.319509940245175e-23,1.0074005341335536e-40,3.4146217748703395e-36,1.0621890678249295e-37,1.2975684231162605e-35,3.7240167462538323e-34,3.123519098708829e-42,4.914955937307146e-41,2.036144654670656e-34,6.315633217438609e-20,2.564943257872243e-10,3.024286072158771e-16,6.877039089343906e-10,8.361557472863198e-11,4.1350252941042564e-10,2.8654334609183757e-11,1.2768293502129314e-09,1.0488903352424483e-14,8.12278451957256e-15,6.232059713172321e-18,5.795693481824069e-18,1.0985644473828159e-16,4.649536794183469e-13,1.0746580764045712e-16,2.744808656303488e-10,4.502396786987925e-12,1.689861578445846e-12,2.4226667093770186e-30,5.37714608406533e-17,1.9379571021213017e-23,3.126015621168771e-11,6.655532820559099e-17,2.6308022044623964e-19,1.1429935967746432e-17,1.1672437040658467e-24,7.151794384325943e-21,1.257757280148018e-16,2.1460709776363333e-10,1.1409316245319362e-17,4.418330653923311e-11,1.6508121455792798e-16,5.930839261416503e-18,3.851424309717645e-25,2.0477135016339354e-11,1.5365989449181058e-17
4.440723545047859e-06,0.46787274410928664,7.576858365921789e-13,3.3855058255840725e-14,8.620783342647295e-11,1.741883416274244e-12,0.0,0.0,3.5735666619248577e-09,1.0609842176393543e-12,5.741934337172552e-14,5.1070354410626266e-17,4.9774504091396463e-20,4.96540808876481e-41,2.9102132506389187e-29,1.202992489507084e-18,5.422703995969359e-18,1.061814007390484e-12,5.945348261613599e-36,9.846400815184304e-34,-1.3378961811313637e-31,-5.870886440868415e-32,9.855285514211794e-20,2.591344663004265e-26,1.4999127011884154e-23,2.28452619111794e-32,1.5085738811214508e-43,7.888200269026876e-33,6.058197672345154e-34,3.1613523322819165e-36,7.006909481808854e-25,2.8900790598046917e-36,2.947446009871859e-39,1.4520683283562038e-36,3.76,0.0,0.792999652551892,0.999986232452097,4.1667347595517667e-10,2.411836355235426e-19,9.457314414458689e-07,6.450185008825241e-07,3.005932762217242e-07,1.174873411646241e-10,1.3763366444218846e-05,1.6449388526647265e-15,2.26909102513709e-25,3.662602219353041e-18,6.43722685609879e-21,2.3368104344265607e-10,2.6567922501058604e-35,3.083351159837219e-36,2.2369509976840583e-16,1.4769221017972376e-34,6.84203245732952e-23,1.1714284160612203e-40,4.0147666180672103e-36,1.2589841322568903e-37,1.5383724252687767e-35,4.4660277979913945e-34,3.6320400506857874e-42,5.715128828740447e-41,2.4559152460279137e-34,6.548712550860963e-20,2.7190867402286357e-10,3.342141718550998e-16,6.970957975244939e-10,8.473067840995647e-11,4.351159702915022e-10,3.134099874159422e-11,1.350030210549382e-09,1.1097182951803841e-14,8.444793658187586e-15,6.573988069207691e-18,5.959008528542615e-18,1.1489408960200223e-16,4.916577462020663e-13,1.1924017325627176e-16,2.792684565518791e-10,4.742193725923679e-12,1.7858524737142949e-12,2.680968233285277e-30,5.695353532345231e-17,2.0480401009961307e-23,3.1700262755593857e-11,7.004593432263367e-17,2.9318247953792026e-19,1.157166704955711e-17,1.2312119634639526e-24,7.535746573475303e-21,1.3826372964943854e-16,2.17074266482175e-10,1.2564888374663066e-17,4.4835650132438233e-11,1.7628350874490754e-16,6.376608704319002e-18,4.292232691223916e-25,2.073972720510998e-11,1.55630379692092e-17
4.756798238015455e-06,0.4678727497836981,7.841957928141741e-13,3.5341371349401184e-14,8.924127236378737e-11,1.966104370297832e-12,0.0,0.0,3.8808976417260546e-09,1.2337819763770735e-12,6.920777263741286e-14,5.751759406386787e-17,5.675660704775286e-20,5.291540674406646e-41,2.9957563842466835e-29,1.2030026526016924e-18,6.459411992855589e-18,1.2183444552681542e-12,7.296717866685328e-36,1.2083569423603233e-33,5.169740092571174e-32,-4.702852576945358e-31,9.855292274681052e-20,3.464742486898217e-26,1.8043175548166606e-23,2.959788468697067e-32,2.2645044191312477e-43,9.797227195587348e-33,9.257860958064029e-34,4.7699489526581434e-36,8.562504563011943e-25,4.15329257403778e-36,4.224700207708604e-39,2.1149843658301382e-36,3.76,0.0,0.792999584981181,0.9999862320825758,4.724008679663014e-10,3.0905465521818327e-19,1.013045160944155e-06,6.909368270961496e-07,3.2198834619457117e-07,1.1748734181335823e-10,1.3763366439128471e-05,1.8874787035208865e-15,2.767039115114477e-25,3.662627258493567e-18,6.895543889274237e-21,2.614523310609462e-10,3.5367173395702636e-35,4.086822927057672e-36,2.7735081576860075e-16,2.066166224603332e-34,7.954582643298311e-23,1.5594686804918758e-40,5.463212300019924e-36,1.7393369342395493e-37,2.1263482883186196e-35,6.304071284022683e-34,4.8350251577601695e-42,7.608061471703782e-41,3.5042627193724227e-34,7.014871015152452e-20,3.032980862845329e-10,4.031175169274882e-16,7.143786147061697e-10,8.680056626917882e-11,4.788482567159912e-10,3.712762851712114e-11,1.4992707009052887e-09,1.2336001047321797e-14,9.09000372739845e-15,7.261840266622173e-18,6.287785878639259e-18,1.2526398840215214e-16,5.461159060612313e-13,1.4526369825271167e-16,2.8817656589419313e-10,5.2276647047995695e-12,1.9809375324388676e-12,3.241177534114631e-30,6.35472080408756e-17,2.2759303304332765e-23,3.2509858278233025e-11,7.723472456892702e-17,3.5924789903006954e-19,1.1833370216747316e-17,1.3635226073417788e-24,8.329500480295338e-21,1.65237480354117e-16,2.2150631312228092e-10,1.5065233974401723e-17,4.604576876759279e-11,1.9974922703593614e-16,7.316593513002375e-18,5.259699858325074e-25,2.1211450280486387e-11,1.5917017782179366e-17
5.07287293098305e-06,0.4678727554581311,8.081815283252102e-13,3.6683018899166064e-14,9.193606443700489e-11,2.1976586850393245e-12,0.0,0.0,4.19166783755383e-09,1.4209051722153565e-12,8.23391743725122e-14,6.443801320685542e-17,6.420393055950194e-20,5.595308693717574e-41,3.0731049073151213e-29,1.2030137216318286e-18,7.599034916209103e-18,1.38563320097716e-12,8.821000549004307e-36,3.682460254950398e-31,9.088468268073245e-31,2.5977196816160107e-30,9.855299523565037e-20,4.530752784574815e-26,2.1411851291108995e-23,3.7681455556356356e-32,4.12544195936207e-43,1.2002555188623207e-32,1.3737277038410676e-33,6.992900796749628e-36,1.0338139201687372e-24,5.81791304593627e-36,5.961056263798612e-39,3.005604713177161e-36,3.76,0.0,0.7929995174080738,0.9999862317083585,5.299449097396041e-10,3.893737392169327e-19,1.08035887608049e-06,7.368551380949537e-07,3.4338340436046086e-07,1.1748734246171976e-10,1.3763366433973544e-05,2.146691272407695e-15,3.329881908273242e-25,3.662652297612308e-18,7.353860759123535e-21,2.900653856003328e-10,4.6216936167445253e-35,5.3207554809950594e-36,3.3926180259148926e-16,2.8272107886252488e-34,9.157702169368494e-23,2.0379490147840904e-40,7.295584001908789e-36,2.3553803142628625e-37,2.8807273862105144e-35,8.702732011417575e-34,6.318357800952359e-42,9.94212879597651e-41,4.886105858218413e-34,7.481029210673438e-20,3.353522688189969e-10,4.791723722676784e-16,7.298656615200434e-10,8.86760384281563e-11,5.23148362965862e-10,4.347181272126948e-11,1.6519691901230003e-09,1.360147952977851e-14,9.736644338257603e-15,7.953238755203375e-18,6.618489493124949e-18,1.3601669418664584e-16,6.018557041268275e-13,1.7474891258797362e-16,2.9626380937450994e-10,5.719758912780585e-12,2.179695239816724e-12,3.8599168941530175e-30,7.044700708661442e-17,2.514090859351284e-23,3.323497782874182e-11,8.469999448220011e-17,4.3329537453868487e-19,1.2068990795631829e-17,1.5016318822292728e-24,9.157459253900167e-21,1.9488742791922853e-16,2.253439393798523e-10,1.7819198549175037e-17,4.7141020049073e-11,2.2460465416032205e-16,8.32117109507939e-18,6.344089285719364e-25,2.1619906792582623e-11,1.6223522524710953e-17
5.388947623950646e-06,0.46787276113258364,8.299392321184387e-13,3.789640372614901e-14,9.433103447760261e-11,2.4358563374470164e-12,0.0,0.0,4.505526619694666e-09,1.6225041843669975e-12,9.685180603097249e-14,7.18514418371159e-17,7.211533884877658e-20,5.878123254882043e-41,3.143225214594641e-29,1.203024889089523e-18,8.84257600238143e-18,1.563680237265779e-12,1.0523617844897798e-35,-1.0911913442475959e-30,1.8703056079472177e-30,2.990908069471223e-31,9.855306801052014e-20,5.811367143877875e-26,2.5109654157320202e-23,4.72415815550037e-32,9.038127469733694e-43,1.4527981673853586e-32,1.9864429518329282e-33,9.995275514181778e-36,1.2349152160761554e-24,7.969003542405471e-36,8.282774188234029e-39,4.1795054146158783e-36,3.76,0.0,0.7929994498327677,0.9999862313299298,5.891031242865571e-10,4.833242884382233e-19,1.1476725868915571e-06,7.827734338790227e-07,3.6477845072060465e-07,1.1748734310973848e-10,1.3763366428760612e-05,2.4225765533945022e-15,3.9608660171120083e-25,3.6626773367102114e-18,7.812177465622746e-21,3.1944440822285093e-10,5.942153878479327e-35,6.819017406078937e-36,4.10066973019547e-16,3.7940571521135087e-34,1.0451976086172622e-22,2.6202940710006065e-40,9.582121869693943e-36,3.1338392241955367e-37,3.8343501370584956e-35,1.17814033817773e-33,8.123647695517838e-42,1.2782804788039087e-40,6.676342788291604e-34,7.947187137298691e-20,3.679835013713616e-10,5.624107422793402e-16,7.437760913472803e-10,9.037834231685204e-11,5.679019551666225e-10,5.0380003583149207e-11,1.8077747246177657e-09,1.4890392950818175e-14,1.0384546066876998e-14,8.646429393837008e-18,6.950190750488818e-18,1.471388503911434e-16,6.587500685691429e-13,2.0788521413817462e-16,3.0360582051237794e-10,6.2171682626154414e-12,2.3816332124921564e-12,4.537597676930365e-30,7.765148150888805e-17,2.762436682273732e-23,3.3885941875504486e-11,9.244139606983324e-17,5.155029342273196e-19,1.2281663053609492e-17,1.64547202323078e-24,1.0019150920648412e-20,2.272220833314199e-16,2.2866687241968898e-10,2.0827749637462296e-17,4.8133801651396244e-11,2.5081946013188073e-16,9.390339266404314e-18,7.548009972442267e-25,2.1973582247246052e-11,1.6488919699114456e-17
5.705022316918242e-06,0.4678727668070528,8.497313464798874e-13,3.8996301252988154e-14,9.646055215061006e-11,2.6800884312792674e-12,0.0,0.0,4.822165461297678e-09,1.8387141252596134e-12,1.1278048492551579e-13,7.97773875388274e-17,8.048958814530626e-20,6.141283508343047e-41,3.206969597474303e-29,1.2030355827681437e-18,1.0190762947220478e-17,1.7524855568749432e-12,1.2409841013830666e-35,-2.7217382428044886e-31,1.829001878887859e-30,-1.3150542645586485e-30,9.855313782472868e-20,7.32870288326003e-26,2.9140132119843564e-23,5.842773685518597e-32,1.1479406311711923e-42,1.7397711109405652e-32,2.807584824528683e-33,1.3969206169749373e-35,1.4610915289352756e-24,1.070133071447539e-35,1.1339398063417445e-38,5.700850169450777e-36,3.76,0.0,0.7929993822554379,0.9999862309477162,6.496962479609284e-10,5.920995571980189e-19,1.2149862934107864e-06,8.28691714448347e-07,3.861734852760855e-07,1.1748734375748015e-10,1.3763366423495599e-05,2.7151345405484543e-15,4.663129317420528e-25,3.662702375789362e-18,8.270494008763929e-21,3.4952058252907887e-10,7.530812680293001e-35,8.618019560327556e-36,4.90409047841479e-16,5.004603157016098e-34,1.1837903630794764e-22,3.320935175038909e-40,1.240094862608707e-35,4.104711487865456e-37,5.02408767190898e-35,1.5675320079349238e-33,1.0295624448605682e-41,1.620047266231616e-40,8.960617125102285e-34,8.413344795019221e-20,4.0111582269160637e-10,6.528476177311871e-16,7.563013711589117e-10,9.192657327264304e-11,6.130080803872723e-10,5.7857292239759e-11,1.9663784954897546e-09,1.619991809731246e-14,1.1033560659624216e-14,9.34003149875127e-18,7.28215820956345e-18,1.5861616275610335e-16,7.166871693821891e-13,2.448563824827517e-16,3.102712690732886e-10,6.718737356493379e-12,2.5863250658375275e-12,5.2746057530089045e-30,8.515753256793588e-17,3.020831036440629e-23,3.447176511249184e-11,1.0045859486987888e-16,6.060264444077796e-19,1.247413421276867e-17,1.7949479706805744e-24,1.0913949518391914e-20,2.6224389443557307e-16,2.3154415207946427e-10,2.409124575147065e-17,4.9035318080566466e-11,2.783635724306834e-16,1.052409581068965e-17,8.873746076646958e-25,2.2279824470271602e-11,1.6718723095441624e-17
6.0210970098858375e-06,0.4678727724815372,8.677898932063397e-13,3.9995928911771336e-14,9.83550062491977e-11,2.9298178727038243e-12,0.0,0.0,5.1413127835272225e-09,2.0696566578249177e-12,1.3015690371516623e-13,8.823495434195623e-17,8.932537847567407e-20,6.386256220665242e-41,3.265088870302306e-29,1.2030463418348228e-18,1.1644083765162573e-17,1.952049152539904e-12,1.4487013490957906e-35,4.9035596866531865e-31,1.2200142865678788e-30,7.593364737774885e-32,9.855320775003346e-20,9.104909254608292e-26,3.350600306825291e-23,7.139298145630921e-32,9.906170156068312e-43,2.0636372528902242e-32,3.888279954646681e-33,1.913546069699792e-35,1.7138825718351046e-24,1.4119502890015218e-35,1.5305733092246045e-38,7.642995104446428e-36,3.76,0.0,0.7929993146762403,0.9999862305620942,7.115655495154779e-10,7.168997348550244e-19,1.2822999956686439e-06,8.746099798028306e-07,4.0756850802787287e-07,1.1748734440493801e-10,1.376336641818366e-05,3.0243652279349167e-15,5.439704585367521e-25,3.662727414849526e-18,8.728810388547255e-21,3.802314345156888e-10,9.42269109298497e-35,1.0756745728210121e-35,5.809340063043022e-16,6.500787736012905e-34,1.3315911997018703e-22,4.1553212503023736e-40,1.5838473911920334e-35,5.301454568132418e-37,6.49107241249381e-35,2.053654023040169e-33,1.288217141066468e-41,2.027047812716123e-40,1.1836099283985756e-33,8.87950218387082e-20,4.3468346581408337e-10,7.50484503800089e-16,7.676088397348047e-10,9.333781281238651e-11,6.583777271742209e-10,6.590756813717432e-11,2.1275086783749583e-09,1.752758427662656e-14,1.168355844870418e-14,1.0032963597424831e-17,7.61382180716429e-18,1.704338889898061e-16,7.755685494856403e-13,2.8584065373689067e-16,3.163224989261482e-10,7.2234471528815e-12,2.793401635464915e-12,6.071325283394868e-30,9.296061730992363e-17,3.289092975845007e-23,3.500032620353032e-11,1.0875127935449491e-16,7.050034414461468e-19,1.2648811875198873e-17,1.9499420471880484e-24,1.1841104162754978e-20,2.999505346719064e-16,2.340355523793656e-10,2.760956435726034e-17,4.985563389065461e-11,3.072075423400167e-16,1.1722438487123416e-17,1.0323313096664285e-24,2.2544995596953544e-11,1.6917706844064406e-17
