Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73),C2HF2(72),S(234),C2H2F3(67),C2H2F3(68),S(133),S(3636),S(149),CHFCF2(55),CF2(43),CH2F2(41),C2F(235),S(3631),S(3559),S(3935),S(3617),C2H3F2(65),S(3632),S(4348),CHO2(339),S(215),CHF2(82),S(4704),S(2774),S(4610),CHF3(42),S(221),S(3742),S(2509),S(2711),S(5098),S(2834),S(2508),S(2715),S(195),C2HFO(286),S(1948),C2HF3(125),C2HF4(54),S(5101)
3.7030732727945453e-09,0.5291928642950785,9.534013275862547e-16,3.6241129314716715e-19,6.503644058265808e-15,2.2355592471378806e-18,0.0,0.0,2.3082313899126685e-11,1.9542408017241416e-17,1.890587160882039e-20,2.5352853771319385e-19,8.75441451403244e-25,4.0403678571332665e-38,1.2075362005972594e-27,2.413499814345161e-18,1.5536060798649825e-22,6.072255985340052e-17,2.8003913967630736e-35,1.870573279655588e-38,1.333731946646197e-38,6.791197449640107e-38,1.0914039391680562e-17,1.022650520813116e-36,8.951984710252876e-30,2.3732251584076684e-39,8.087212379667525e-51,6.773933873017919e-40,3.2718021007178502e-46,1.8992190870392886e-45,7.823733006700375e-29,1.3760421212571792e-48,8.69247925090005e-48,2.7899771018488636e-49,3.76,0.0,0.8980894242703558,0.9999582497831093,2.228200260671987e-17,1.511954345318458e-26,2.412513835945612e-08,1.5936651260411022e-08,6.690173365758899e-09,1.4983132372489325e-09,4.1750193769001826e-05,1.5656375181663453e-18,7.480369721900125e-30,2.8284683517698526e-16,2.698777335391649e-22,6.523354382643299e-15,5.984836132281022e-44,4.279492620992658e-43,4.345898795244725e-21,2.6233964023627287e-44,7.657834535050873e-25,1.0985407392316133e-49,2.7237098341634623e-43,5.299782409050566e-46,5.75628801633725e-51,8.245052038424709e-50,2.40715683710976e-34,2.731096844640105e-44,2.5032604521037187e-43,4.875063920933725e-21,1.9677142452893936e-16,1.250332926110599e-23,3.5698510223390987e-25,1.7574997519158068e-11,1.8220083209177625e-31,6.8343229597440816e-18,1.8436887206718247e-16,1.1861451846928843e-16,9.16174656442621e-18,3.6005000677031476e-19,1.0808757625492985e-19,1.7722588404938384e-11,5.247378819383962e-12,5.501094957441027e-14,6.302841849151442e-18,5.937454224190867e-18,1.7646520957558823e-14,1.2205525359030428e-16,2.3376382578988916e-16,5.160631560906212e-35,1.1445864857943233e-21,4.0091047400548115e-23,1.1088161413808748e-27,1.0771665802116237e-14,2.1568408219082614e-19,1.2458049109264748e-14,3.4023403009674192e-28,1.0415183245863483e-19,5.444183143524168e-21,1.7571855875861163e-11,3.700933543455936e-24,9.03939014969496e-15,2.2353417411950063e-20,1.3685556050055428e-17,1.855408230624942e-21,1.0714560162807985e-25,2.2768674302919725e-24,5.031659785433649e-25,1.8970200723428582e-32,9.197415764372272e-27,1.0887550885317326e-24,1.276652894185691e-24,1.1611454608846595e-33,1.8634736289876981e-31,6.677803294492934e-37,2.042737918985115e-19,5.99832277602401e-23,1.809866403294047e-32
3.816895468955898e-09,0.529192864364484,1.012125565601982e-15,3.9553317963305627e-19,6.913201511238984e-15,2.4327144181227076e-18,0.0,0.0,2.3792324631228214e-11,2.0762531974175658e-17,2.0614342936037434e-20,2.7852297099629366e-19,9.794231003394086e-25,4.3931681438438634e-38,1.27541342286875e-27,2.541351161274594e-18,1.6614761486902867e-22,6.453241960986675e-17,3.261171059478184e-35,2.102539829355237e-38,1.52940937225097e-38,7.781321773585366e-38,1.1174963700561814e-17,1.1838767190519473e-36,9.850519681059393e-30,2.848249119484118e-39,9.417520380169966e-51,7.815684180078034e-40,3.850132899283556e-46,2.2055934334656242e-45,8.795969592237777e-29,1.652710268528627e-48,1.0566065870154409e-47,3.4379971824570315e-49,3.76,0.0,0.8980894235275666,0.9999582493778096,2.4410108942185943e-17,1.6643307263141062e-26,2.4866678154860407e-08,1.6440536137458865e-08,6.895862171413601e-09,1.5302793302678253e-09,4.175059835613467e-05,1.6644220556490929e-18,8.195670136287392e-30,2.8948172436191345e-16,2.79576026174866e-22,6.9306026306416285e-15,7.049161101619239e-44,4.969738414228827e-43,4.6229230734071225e-21,3.121200342002712e-44,7.939192172308522e-25,1.310730513611561e-49,3.163045056861923e-43,6.232520359994835e-46,6.824459413257698e-51,9.78136635685918e-50,2.703650664895628e-34,3.2389090124642254e-44,2.9190898721520616e-43,5.0410508282760394e-21,2.1345759853268737e-16,1.365371619853603e-23,3.8245435744954928e-25,1.8115005631562143e-11,1.9730140948136124e-31,7.242568729053482e-18,1.90768872850656e-16,1.211676510520013e-16,9.67029894508114e-18,3.8005488532862645e-19,1.1777864946927953e-19,1.826649201740663e-11,5.406520228093656e-12,5.842985330269604e-14,6.893589726266924e-18,6.500717023531989e-18,1.8746140010043663e-14,1.2966145800929985e-16,2.4835246362280277e-16,5.655778708412508e-35,1.2163969107881959e-21,4.506833786585313e-23,1.2352929264561067e-27,1.1426407349522286e-14,2.2912607002163296e-19,1.3224638020139129e-14,3.7282780747034375e-28,1.1056655672456757e-19,5.931147737874878e-21,1.8111668562531387e-11,4.156073777824897e-24,9.598529331229671e-15,2.3736184916480968e-20,1.410638614943289e-17,1.9722825509074413e-21,1.1732488157444194e-25,2.506378008869275e-24,5.36726673439579e-25,2.0869706049715058e-32,1.0071908157965016e-26,1.2043835133476968e-24,1.366918370335105e-24,1.2789514078430735e-33,2.0347977109907257e-31,7.3232578529944345e-37,2.1050927641178905e-19,6.568120618809339e-23,2.0441494849819734e-32
3.93071766511725e-09,0.5291928644338896,1.0725879076915657e-15,4.305749702009214e-19,7.335480090093158e-15,2.641437819194562e-18,0.0,0.0,2.4502366711866923e-11,2.2019619096819704e-17,2.241765685019571e-20,3.050163348466323e-19,1.0921402227779025e-24,4.764083943190679e-38,1.3447283100588226e-27,2.6712490779415213e-18,1.7736068430748098e-22,6.845766590340456e-17,3.7808909845810696e-35,2.3554421166607637e-38,1.746052564466863e-38,8.876414302087726e-38,1.1432150491811076e-17,1.3644583030120324e-36,1.0810090986143784e-29,3.40014213686414e-39,1.0917712325366207e-50,8.978326109958995e-40,4.510320165363874e-46,2.549968852004865e-45,9.855878638199758e-29,1.9743331290531882e-48,1.2767424605700333e-47,4.211262624202194e-49,3.76,0.0,0.8980894227847774,0.9999582490816814,2.6670175118821967e-17,1.8271356969649593e-26,2.5608217949707416e-08,1.694507226751035e-08,7.101553363814691e-09,1.5615917827434732e-09,4.1750893771800526e-05,1.766282366196393e-18,8.955398724342464e-30,2.959809450561614e-16,2.8928808369608947e-22,7.35018198027196e-15,8.264287009376602e-44,5.745683881156134e-43,4.90868920051898e-21,3.6949026511862707e-44,8.221918476200775e-25,1.555729215950413e-49,3.6569458147768485e-43,7.295390024905624e-46,8.050634666415431e-51,1.154589226015692e-49,3.027059629496172e-34,3.8222648630421747e-44,3.388834190983108e-43,5.2070022806332974e-21,2.3104328436198853e-16,1.4873592839259682e-23,4.088639909268286e-25,1.8655001905107133e-11,2.1306643751707243e-31,7.662776120939295e-18,1.9721295322537657e-16,1.2367026066856339e-16,1.0189142369599742e-17,4.0046632403880384e-19,1.2799829877044435e-19,1.8810346760061598e-11,5.5655352124883805e-12,6.195091695397871e-14,7.519615033657196e-18,7.098443786321793e-18,1.9878878996370466e-14,1.3749680392881758e-16,2.633824819138935e-16,6.181856069892825e-35,1.2904144316352344e-21,5.048407653878186e-23,1.3713962457973185e-27,1.209941294336126e-14,2.4297307899472074e-19,1.4013443739895522e-14,4.0733715649463175e-28,1.1711647066496951e-19,6.444617992273672e-21,1.8651463554994815e-11,4.650726903169441e-24,1.0174136689841878e-14,2.5159680967458738e-20,1.4527226766774865e-17,2.0926962456792087e-21,1.2812775294836152e-25,2.7508712178722134e-24,5.713749356963732e-25,2.289241889170011e-32,1.1000148238279307e-26,1.3278101415638805e-24,1.459929313941694e-24,1.4045062471200549e-33,2.2170876283398875e-31,8.010046565196076e-37,2.1674218959489094e-19,7.172875592138891e-23,2.3005399150203157e-32
4.044539861278602e-09,0.5291928645032951,1.1347869597249376e-15,4.675863047836746e-19,7.770498275305129e-15,2.862066272297678e-18,0.0,0.0,2.521244013225899e-11,2.3313671009869697e-17,2.4317842790324947e-20,3.330389954929724e-19,1.2140357262256617e-24,5.153375964847946e-38,1.4154513970022237e-27,2.8031124339243883e-18,1.890057265987067e-22,7.24982986276823e-17,4.365065812359212e-35,2.6305049513635747e-38,1.9850870795524043e-38,1.0083452017812043e-37,1.1685653587571643e-17,1.566025802348315e-36,1.1833038269905208e-29,4.0385794597735834e-39,1.26035984642839e-50,1.027150674659625e-39,5.261293385702887e-46,2.935714101054e-45,1.1008557334746801e-28,2.3465826903647827e-48,1.534119958718535e-47,5.129403852392906e-49,3.76,0.0,0.8980894220419883,0.999958248865253,2.906624002416138e-17,2.0007760055045055e-26,2.6349757743996104e-08,1.7450246333774997e-08,7.307246894152179e-09,1.5922639602736023e-09,4.175110948751823e-05,1.871222337938942e-18,9.760917417248826e-30,3.0234727103863105e-16,2.990136034414176e-22,7.78209250043304e-15,9.646477810679916e-44,6.61495990772378e-43,5.20321484876089e-21,4.353408850227607e-44,8.506013165622448e-25,1.8374205500713774e-49,4.210276367082626e-43,8.50209273675691e-46,9.45261555486957e-51,1.3564451955517165e-49,3.3790899729075354e-34,4.489751997498425e-44,3.917644118505643e-43,5.372926234682959e-21,2.495512246529732e-16,1.6165122583406408e-23,4.362197591267337e-25,1.9194986339993872e-11,2.295004166996352e-31,8.094955166997058e-18,2.0370113539917228e-16,1.26123393844473e-16,1.0718044631002065e-17,4.21275268747033e-19,1.387569756009619e-19,1.93541527224366e-11,5.724423916015203e-12,6.55740630610275e-14,8.181880262991755e-18,7.731648780704627e-18,2.104472820210385e-14,1.4556122712064019e-16,2.7885386620697127e-16,6.73982375944132e-35,1.3666410019468036e-21,5.636172295287642e-23,1.5174926023030418e-27,1.279059605448529e-14,2.5722499760567113e-19,1.482440953690617e-14,4.438044925109803e-28,1.2379664326406903e-19,6.985118027927123e-21,1.919124085695074e-11,5.186945927427719e-24,1.0766185797590917e-14,2.6623840204185303e-20,1.494807791384136e-17,2.2166492518135287e-21,1.3957263161005388e-25,3.0108216392302945e-24,6.071106223469734e-25,2.5042231701904715e-32,1.1983739163322218e-26,1.4592480398037875e-24,1.5556272054927202e-24,1.5380577720195312e-33,2.4108269425761286e-31,8.739727908537284e-37,2.2297253254053495e-19,7.813624802952466e-23,2.58039492569785e-32
4.158362057439955e-09,0.5291928645727005,1.198721331441297e-15,5.066165045395002e-19,8.218274504954723e-15,3.0949363096380686e-18,0.0,0.0,2.592254488361301e-11,2.4644689337563985e-17,2.6316895324703328e-20,3.6262019942820837e-19,1.3455603025153743e-24,5.561292825973172e-38,1.4875537151963455e-27,2.936861957364461e-18,2.0108865615107043e-22,7.665431808637682e-17,5.019548426692182e-35,2.9289880362566095e-38,2.2479757191988054e-38,1.1409576169425235e-37,1.1935526032270901e-17,1.790290609156565e-36,1.2921731194409955e-29,4.774127497165406e-39,1.4491942124706326e-50,1.1705297567610401e-39,6.112692065167659e-46,3.366381785556353e-45,1.2259245245427202e-28,2.775651765513335e-48,1.8336441155619674e-47,6.214454715964208e-49,3.76,0.0,0.8980894212991991,0.9999582487069789,3.1602348396252504e-17,2.1856640056333747e-26,2.7091297537725446e-08,1.795604529176246e-08,7.512942714614136e-09,1.6223089551577849e-09,4.175126704894472e-05,1.979245779503314e-18,1.0613589787781061e-29,3.0858341950399513e-16,3.08752297029739e-22,8.2263342537119e-15,1.1213235176174243e-43,7.585621135524347e-43,5.506517515098396e-21,5.106373170993437e-44,8.791475007438852e-25,2.1600150299377165e-49,4.828172221104751e-43,9.867330741800189e-46,1.1049620444397493e-50,1.586493133624052e-49,3.761522741972995e-34,5.250647885493224e-44,4.510998111171957e-43,5.538829011934156e-21,2.690041259709716e-16,1.7530479531085546e-23,4.645274191883243e-25,1.973495893642332e-11,2.4660779930805143e-31,8.539115676753189e-18,2.1023344069505905e-16,1.285280754148359e-16,1.1256778293406964e-17,4.424728514115185e-19,1.5006489418290696e-19,1.9897909993663075e-11,5.8831864819105165e-12,6.929921424839697e-14,8.881342990523623e-18,8.401345505872393e-18,2.224367792406694e-14,1.5385466345091798e-16,2.947666020488689e-16,7.330643386649528e-35,1.445078575258926e-21,6.272518610261539e-23,1.6739463084949546e-27,1.3499870558120494e-14,2.7188171434455196e-19,1.5657478797873887e-14,4.82271323365213e-28,1.306022465044403e-19,7.553160202518668e-21,1.9731000472093325e-11,5.766818361926934e-24,1.1374650268142959e-14,2.812859736886318e-20,1.5368939602392728e-17,2.344141530466138e-21,1.5167792378196926e-25,3.286703713609492e-24,6.439335907840714e-25,2.7323037104058036e-32,1.30242841030481e-26,1.5989043310185526e-24,1.6539529138341925e-24,1.6798537123311484e-33,2.61651633705487e-31,9.513900193207012e-37,2.292003063409826e-19,8.491405053597827e-23,2.88511294214396e-32
4.272184253601307e-09,0.529192864642106,1.2643896363968114e-15,5.477145775725323e-19,8.678827174798146e-15,3.340384174891896e-18,0.0,0.0,2.6632680957134615e-11,2.6012675703682886e-17,2.8416774950567976e-20,3.9378809710394283e-19,1.4871722358023566e-24,5.988071337062297e-38,1.5610067844471685e-27,3.072420198945612e-18,2.1361539137390804e-22,8.092572488639526e-17,5.7505404955217e-35,3.2521859471437927e-38,2.536216961059903e-38,1.2862083399865283e-37,1.2181820103868159e-17,2.039046143540511e-36,1.4078569426935847e-29,5.6182976580115963e-39,1.6600487172207435e-50,1.3290196462821836e-39,7.074903501333853e-46,3.845712078638001e-45,1.3613324181464306e-28,3.2682847634656925e-48,2.1806875675602607e-47,7.491069274648831e-49,3.76,0.0,0.89808942055641,0.9999582485911712,3.428255081035148e-17,2.3822176603639924e-26,2.783283733089445e-08,1.84624563637155e-08,7.718640778366293e-09,1.6517395919849077e-09,4.175138214378348e-05,2.0903564216373943e-18,1.151478101535961e-29,3.1469205217740205e-16,3.1850388754540187e-22,8.682907296388924e-15,1.298335559395432e-43,8.666155596886746e-43,5.818614516762523e-21,5.964237710582189e-44,9.078302018149948e-25,2.528066845508472e-49,5.5160464575525716e-43,1.1406849642455669e-45,1.286235277165204e-50,1.8477380181253046e-49,4.176216416573717e-34,6.114953107608574e-44,5.174713498539808e-43,5.704715614038074e-21,2.8942465876079204e-16,1.8971848471921472e-23,4.937927263284376e-25,2.0274919694596492e-11,2.643929974173717e-31,8.99526724219893e-18,2.1680988956954273e-16,1.30885308973865e-16,1.1805120594464823e-17,4.640503862963391e-19,1.6193203639286918e-19,2.0441618662475688e-11,6.0418230532013836e-12,7.312629323227436e-14,9.61895589888726e-18,9.108546692975383e-18,2.3475718470320534e-14,1.6237704887972946e-16,3.111206749894373e-16,7.955278013158459e-35,1.5257291050339812e-21,6.959881392985089e-23,1.8411192430115633e-27,1.4227150731981126e-14,2.8694311769672283e-19,1.6512595027601966e-14,5.227782679751328e-28,1.3752855500259297e-19,8.149245352278201e-21,2.0270742404111647e-11,6.3924651184292606e-24,1.19995037567081e-14,2.9673887306439945e-20,1.5789811844189632e-17,2.475173061138353e-21,1.6446202595093048e-25,3.578991740599338e-24,6.818436987717439e-25,2.973872783115487e-32,1.4123386238745166e-26,1.7469801734034596e-24,1.7548468812692468e-24,1.8301417333462783e-33,2.8346740333133226e-31,1.0334202878980806e-36,2.3542551208803924e-19,9.207252842183126e-23,3.216133620946051e-32
4.3860064497626595e-09,0.5291928647115114,1.3317904919137077e-15,5.909292245415549e-19,9.152174638340722e-15,3.598745824394993e-18,0.0,0.0,2.7342848344030115e-11,2.741763173154862e-17,3.06194088783931e-20,4.265697664723115e-19,1.6393372144923223e-24,6.433936782150586e-38,1.6357826046584232e-27,3.2097114965135207e-18,2.26591854569239e-22,8.531251985505977e-17,6.564603045474181e-35,3.601428110349171e-38,2.8513433638758053e-38,1.444841677996445e-37,1.2424587324941108e-17,2.3141689769978122e-36,1.5305982626902817e-29,6.583601836480057e-39,1.8947985367131888e-50,1.5037129407356534e-39,8.159101723677156e-46,4.3776363468625084e-45,1.5076318075366761e-28,3.8318092908791706e-48,2.5811180723948245e-47,8.986751488709158e-49,3.76,0.0,0.8980894198136208,0.9999582485064044,3.7110903665635577e-17,2.590860545762126e-26,2.857437712350213e-08,1.896946703315605e-08,7.924341039532043e-09,1.6805684331070705e-09,4.175146619775888e-05,2.20455791880277e-18,1.2465857851815888e-29,3.206757764101061e-16,3.2826810742509082e-22,9.151811678470266e-15,1.4976988443412302e-43,9.865494213288779e-43,6.139522988600348e-21,6.938272405823383e-44,9.366491628610613e-25,2.946491062339145e-49,6.279595981468133e-43,1.3137481349226347e-45,1.4913070764993916e-50,2.1434114172982693e-49,4.62510960077415e-34,7.093425116851157e-44,5.914957685295925e-43,5.870589981322339e-21,3.1083545732088284e-16,2.04914248749133e-23,5.240214318212806e-25,2.081486861471451e-11,2.828603893589319e-31,9.463419242232192e-18,2.234305016305489e-16,1.331960773151184e-16,1.2362853349773402e-17,4.859993662426628e-19,1.7436815653781548e-19,2.098527881721663e-11,6.200333772706656e-12,7.705522282032752e-14,1.0395666798802638e-17,9.854264306031628e-18,2.4740840160141333e-14,1.7112831946064834e-16,3.279160705815418e-16,8.614692110524948e-35,1.608594544662408e-21,7.700738302543436e-23,2.0193706278519034e-27,1.4972351254391913e-14,3.0240909614362433e-19,1.7389701848763862e-14,5.653650745212622e-28,1.4457094534735837e-19,8.773863029151195e-21,2.081046665668969e-11,7.066039430333108e-24,1.2640719959976965e-14,3.125964496445139e-20,1.6210694650993055e-17,2.6097438370659246e-21,1.77943324793905e-25,3.888159878900816e-24,7.208408044553619e-25,3.229319666562535e-32,1.5282648762438308e-26,1.903670754183709e-24,1.858249289445221e-24,1.9891694349152402e-33,3.0658362068385443e-31,1.1202317889547433e-36,2.4164815087305437e-19,9.96220436292865e-23,3.574937886624145e-32
4.499828645924012e-09,0.529192864780917,1.400922519030661e-15,6.363088441583355e-19,9.638335206909319e-15,3.870356928313901e-18,0.0,0.0,2.8053047035509087e-11,2.88595590440254e-17,3.292669180100349e-20,4.6099123632736575e-19,1.8025281470260003e-24,6.899103193461001e-38,1.7118536477615332e-27,3.3486619403237955e-18,2.4002397182568974e-22,8.981470397646768e-17,7.468667070164329e-35,3.9780787778020634e-38,3.1949199523153144e-38,1.6176156774496566e-37,1.2663878473613092e-17,2.6176199150868606e-36,1.6606430432207417e-29,7.683609547676111e-39,2.155422361465521e-50,1.6957451802380953e-39,9.377287614039945e-46,4.966280679378243e-45,1.6653892853892642e-28,4.474168579982136e-48,3.041326533155522e-47,1.0732098208143196e-48,3.76,0.0,0.8980894190708316,0.99995824844432,4.00914691719369e-17,2.8120218545873825e-26,2.9315916915547532e-08,1.947706503954219e-08,8.13004345317286e-09,1.7088077840021633e-09,4.175152756901423e-05,2.3218538507347348e-18,1.34681885878537e-29,3.265371462658831e-16,3.3804469691357833e-22,9.633047443741608e-15,1.7215695025170573e-43,1.119302015819625e-42,6.469259881902997e-21,8.040615817019681e-44,9.656040819296238e-25,3.4205811496486906e-49,7.1248076997748116e-43,1.507718752592365e-45,1.7225658382115577e-50,2.4769818704379926e-49,5.110223776810953e-34,8.197612504382563e-44,6.738259427693425e-43,6.036455205563299e-21,3.3325911979658997e-16,2.209141487861391e-23,5.552192814395759e-25,2.1354805696978562e-11,3.0201432491068556e-31,9.943580847009006e-18,2.30095295654989e-16,1.3546134286266375e-16,1.2929762859237595e-17,5.0831145901579805e-19,1.873827860337939e-19,2.1528890545839275e-11,6.35871878303789e-12,8.108592591155385e-14,1.1212418650686022e-17,1.063950954283474e-17,2.6039033323999644e-14,1.80108411340317e-16,3.451527743810578e-16,9.309851519367959e-35,1.6936768474644084e-21,8.497608854178267e-23,2.2090568251110336e-27,1.5735387202418567e-14,3.1827953816354987e-19,1.8288743001672735e-14,6.100706382685349e-28,1.5172489519651215e-19,9.427491733159495e-21,2.1350173233506317e-11,7.789725797547014e-24,1.3298272616056966e-14,3.2885805392863945e-20,1.663158803456433e-17,2.747853861668844e-21,1.921401971199571e-25,4.214682146516927e-24,7.609247663675501e-25,3.4990336381583104e-32,1.6503674876307464e-26,2.0691652967185893e-24,1.964100207760053e-24,2.1571843505459248e-33,3.3105574017562962e-31,1.2119970923099617e-36,2.4786822378692167e-19,1.0757295506517897e-22,3.9630479660343506e-32
4.613650842085364e-09,0.5291928648503225,1.4717843424544378e-15,6.83901538576658e-19,1.0137327149724266e-14,4.155552871798707e-18,0.0,0.0,2.8763277022786294e-11,3.033845926351966e-17,3.534048664770232e-20,4.970775094131642e-19,1.9772249814685937e-24,7.383773620569389e-38,1.789192849784713e-27,3.489199338912198e-18,2.5391767291459543e-22,9.443227834329311e-17,8.47004417190009e-35,4.38353699975768e-38,3.5685425859475033e-38,1.8053012164021884e-37,1.2899743594322566e-17,2.9514450405370273e-36,1.798240244497351e-29,8.933006727062704e-39,2.4440051103034376e-50,1.9062949493919026e-39,1.0742330229893476e-45,5.615969320846045e-45,1.8351856310386975e-28,5.203954741411473e-48,3.568255499101417e-47,1.2761055904989815e-48,3.76,0.0,0.8980894183280425,0.9999582483987919,4.322831533649665e-17,3.0461363998340756e-26,3.005745670702972e-08,1.998523837303457e-08,8.335747975269118e-09,1.736469698526691e-09,4.1751572384197786e-05,2.4422477239703706e-18,1.4523143020197097e-29,3.322786636010458e-16,3.478334030045476e-22,1.0126614629838538e-14,1.9722508536627236e-43,1.2658578084772673e-42,6.807841964404202e-21,9.284316713770196e-44,9.946946230613583e-25,3.956026833403043e-49,8.057964625923811e-43,1.7245103515834803e-45,1.9825697451352089e-50,2.8521654455843872e-49,5.633666122043766e-34,9.439889757914012e-44,7.651520183774648e-43,6.202313703818617e-21,3.567182081887752e-16,2.3774035281625618e-23,5.873920142775989e-25,2.189473094158991e-11,3.2185912940737816e-31,1.0435761022205983e-17,2.3680428960596505e-16,1.3768204809329588e-16,1.350563981534571e-17,5.309785037270075e-19,2.0098523798885093e-19,2.2072453935911134e-11,6.5169782266000575e-12,8.521832549612952e-14,1.2070149586167434e-17,1.1465292835860256e-17,2.737028830353653e-14,1.8931726075802602e-16,3.6283077194686624e-16,1.0041723409768974e-34,1.780977966691644e-21,9.353053431341108e-23,2.4105311521804465e-27,1.6516174050006684e-14,3.3455433223240336e-19,1.920966234405105e-14,6.569330190242259e-28,1.5898598216967505e-19,1.0110599140017971e-20,2.1889862138235312e-11,8.565738954696586e-24,1.3972135504408265e-14,3.4552303743916236e-20,1.7052492006665103e-17,2.8895031458555344e-21,2.0707100982234165e-25,4.559032420946476e-24,8.020954434296523e-25,3.783403968911044e-32,1.7788067792121563e-26,2.2436470796789455e-24,2.072339725670249e-24,2.33443394654336e-33,3.5694109440781498e-31,1.3088932758098228e-36,2.540857319200793e-19,1.1593561860447917e-22,4.382027420757522e-32
4.7274730382467166e-09,0.5291928649197278,1.5443745905127155e-15,7.337551186736473e-19,1.0649168693971043e-14,4.454668756118039e-18,0.0,0.0,2.947353829708295e-11,3.185433401198035e-17,3.78626253236496e-20,5.348525852592907e-19,2.163914528838085e-24,7.888140394176484e-38,1.867773603059078e-27,3.6312531855777406e-18,2.6827889118824167e-22,9.916524412093962e-17,9.576437236395977e-35,4.81923659522161e-38,3.973836316770673e-38,2.0086810945837538e-37,1.3132232008436613e-17,3.317776718116949e-36,1.9436418216734709e-29,1.0347656201795403e-38,2.7627406325454912e-50,2.1365839481418802e-39,1.2268009348895801e-45,6.331228008387215e-45,2.0176157976518894e-28,6.030442838015419e-48,4.1694281115334874e-47,1.5111191566704858e-48,3.76,0.0,0.8980894175852533,0.9999582483653436,4.6525515950739824e-17,3.293644618174275e-26,3.079899649794777e-08,2.049397526937011e-08,8.541454562701312e-09,1.7635659840608331e-09,4.175160511907471e-05,2.5657429733452736e-18,1.5632092419412354e-29,3.3790277912890387e-16,3.5763397872933264e-22,1.063251326832975e-14,2.2521994979041693e-43,1.4272483219407636e-42,7.155285821205001e-21,1.0683376452721354e-43,1.023920425179314e-24,4.558932269724928e-49,9.085651912417598e-43,1.9661582734380975e-45,2.2740540998972303e-50,3.2729364716048857e-49,6.197632388757688e-34,1.0833492499101703e-43,8.66202553649372e-43,6.368167358986962e-21,3.8123524837470453e-16,2.55415135334089e-23,6.205453618930739e-25,2.2434644348749915e-11,3.4239910698821945e-31,1.0939968533195279e-17,2.4355750064962357e-16,1.3985911594997614e-16,1.409027921332748e-17,5.539925073287312e-19,2.1518461169190217e-19,2.2615969074616426e-11,6.675112245592154e-12,8.945234465525975e-14,1.2969792929514987e-17,1.2332623853170485e-17,2.8734595451540606e-14,1.9875480404529898e-16,3.8095004884085025e-16,1.0811276242895752e-34,1.8704998555289407e-21,1.0269672318165233e-22,2.6241437143029448e-27,1.7314627666129056e-14,3.512333668244396e-19,2.0152403850800217e-14,7.059894582383862e-28,1.663498825836198e-19,1.0823642324090309e-20,2.2429533374545396e-11,9.396322862234478e-24,1.4662282445779586e-14,3.6259075271960414e-20,1.747340657905736e-17,3.0346917060104262e-21,2.2275411984172407e-25,4.921684439378845e-24,8.443526949511138e-25,4.082819918050823e-32,1.913743073068746e-26,2.427293466992747e-24,2.1829080703591525e-24,2.5211656211863972e-33,3.84298935344307e-31,1.4111020553613465e-36,2.603006763625102e-19,1.2472038709378975e-22,4.833481177536907e-32
