Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798)
1.9322035596115157e-08,0.48515967210817207,1.5614096195843834e-15,1.798173666937722e-18,2.6425938411101157e-14,1.1038989336739571e-17,0.0,0.0,2.7329226099598058e-11,5.781573535821265e-17,5.692996210556713e-20,1.987848211534968e-22,4.364230520764266e-24,9.255354018695974e-44,3.941090254915922e-29,3.509641313422803e-21,7.32858774340406e-23,1.333708034211744e-16,2.9448804724388245e-45,4.587874656724699e-39,1.0796228118295602e-43,4.915425160797031e-43,2.81567266313902e-21,3.3899166950572156e-37,1.0201428927038946e-29,1.6556590259717837e-43,7.15352159014998e-52,7.38400289767696e-42,4.41074537675764e-46,1.0817165389530145e-47,1.3878950633254776e-29,8.06616246720567e-48,3.91948812620218e-49,4.7569500706225707e-48,3.76,0.0,0.7405942755490653,0.9999772919717086,3.5657558955137014e-16,1.957134630232956e-26,1.71176660725796e-08,1.1573814430556297e-08,5.1211098588953525e-09,4.227414253460709e-10,2.2708000846206653e-05,7.168493834098839e-19,2.462872392593947e-30,3.0000079427065576e-17,1.5505853904935906e-22,2.70540393602931e-14,1.1350295800599336e-43,2.5481549822307e-43,3.912436282094671e-21,6.602383429712997e-44,7.718908567055778e-26,3.795895655468721e-49,1.5824416264286619e-43,7.268528556537857e-46,6.339211317979074e-44,2.532144148282279e-43,1.4414138973070031e-50,2.2010911621745504e-49,3.4728282929893694e-45,1.9259634573553258e-21,1.333708660643421e-16,4.1492794261069813e-23,2.075338256257851e-11,6.04549915868032e-12,1.754291589219226e-13,5.78385707404526e-17,1.3392081991016563e-13,4.6199281571655514e-18,6.009863924329839e-17,1.4989104285665809e-19,4.4238305757000786e-18,3.5619457936421955e-19,1.8612962087960486e-16,2.084020608639643e-21,1.0770043330983087e-11,1.346793558271519e-16,4.0012130303825384e-16,1.8152963446936733e-35,8.51402519057553e-22,8.962560043894278e-27,8.92565484550158e-14,1.5011600048623748e-19,1.8448005089254667e-25,1.3428244388599865e-17,1.3071009586302081e-27,9.728996478845316e-24,1.4844615686062066e-20,1.0796238135529398e-11,7.515951709524714e-23
1.9764984012671037e-08,0.4851596721428051,1.6326176860682345e-15,1.9184561449588036e-18,2.7641953675287438e-14,1.1808104300443299e-17,0.0,0.0,2.7958804330213458e-11,6.050136819165224e-17,6.093464762159949e-20,2.1468659508292713e-22,4.7193075328274524e-24,9.8971911692453e-44,4.053687869056907e-29,3.6655626423866266e-21,7.753226040953762e-23,1.3955738935252269e-16,3.284745870840059e-45,5.011830735081129e-39,1.2131905311433934e-43,5.507417325313041e-43,2.8580660741514213e-21,3.829011891782661e-37,1.1012897671917407e-29,1.895879670248681e-43,7.966408212168344e-52,8.2823162151233e-42,5.040083911764427e-46,1.2287116557876569e-47,1.4819075404297476e-29,9.290846948668933e-48,4.5433792240642146e-49,5.566454286949181e-48,3.76,0.0,0.74059427515578,0.9999772919708826,3.815668999265715e-16,2.1145459767732957e-26,1.7510080368699967e-08,1.1846931676099744e-08,5.238526719582786e-09,4.246216002722773e-10,2.2708001037373255e-05,7.505891953324598e-19,2.6377662081780405e-30,3.01383990350052e-17,1.5881552265000808e-22,2.8307793908103442e-14,1.2846442075419149e-43,2.834037754209492e-43,4.1002571907927045e-21,7.50861401536586e-44,7.948455934259575e-26,4.310351964165316e-49,1.7603133073237896e-43,8.205144412503943e-46,7.180282950582033e-44,2.846821782588262e-43,1.633324373244607e-50,2.4942996119306058e-49,4.021186979244998e-45,1.9710502276962354e-21,1.3955745776699913e-16,4.4532908007920987e-23,2.1224923374212154e-11,6.17942315856031e-12,1.8347193144716103e-13,6.188470128573442e-17,1.4009720347802122e-13,4.833235718663984e-18,6.192244660048163e-17,1.5454487232745264e-19,4.560126152569903e-18,3.7678841630721697e-19,1.9471503573943511e-16,2.1836524072001806e-21,1.1016318772996006e-11,1.437623679203488e-16,4.1867652785024933e-16,1.9440107123640972e-35,9.230076635503892e-22,9.549717327152088e-27,9.308034043414662e-14,1.5697957247271203e-19,1.9480489538989088e-25,1.3495475621009481e-17,1.3842996717753804e-27,1.031204621317532e-23,1.5704040575407473e-20,1.1043727341075529e-11,8.132763921662358e-23
2.0207932429226918e-08,0.4851596721774381,1.7053692438539333e-15,2.0437950770397542e-18,2.8884889973644885e-14,1.2611887339425131e-17,0.0,0.0,2.85885186374976e-11,6.324817124803632e-17,6.512277159986225e-20,2.314128507472868e-22,5.093752374838214e-24,1.0569150043081136e-43,4.165804858939359e-29,3.823231151068765e-21,8.193259988888198e-23,1.458842149191558e-16,3.6534827892147997e-45,5.464095916908451e-39,1.3588523510816253e-43,6.150566853846378e-43,2.8988874366091878e-21,4.313701054702831e-37,1.1870057135868041e-29,2.163777195804482e-43,8.849368141775616e-52,9.26310883432101e-42,5.743653605420719e-46,1.391672008719915e-47,1.579910402123825e-29,1.0668379148922789e-47,5.246900963102429e-49,6.491106562288376e-48,3.76,0.0,0.7405942747624947,0.9999772919700506,4.076948856642889e-16,2.2809831303356386e-26,1.790249466461762e-08,1.2120159839974863e-08,5.355943834454643e-09,4.263906021679533e-10,2.270800123468523e-05,7.851158565182558e-19,2.820791624634959e-30,3.026853998383587e-17,1.6257414632608567e-22,2.9589901177160636e-14,1.449942649300698e-43,3.144184176428654e-43,4.292708060513072e-21,8.514179735806989e-44,8.180178764071319e-26,4.880286811326753e-49,1.953365667224329e-43,9.236808336076263e-46,8.109392244345683e-44,3.1924088425548797e-43,1.8455554971317444e-50,2.818570111608042e-49,4.6409399376500957e-45,2.0161371906502292e-21,1.4588428947981455e-16,4.772464408705319e-23,2.169628860271357e-11,6.313143152613612e-12,1.9169078581970082e-13,6.611417546643953e-17,1.4641130331692574e-13,5.051392533733441e-18,6.376583990344804e-17,1.592025667178466e-19,4.696462817591797e-18,3.9800510858050566e-19,2.0349196546694772e-16,2.285743581416049e-21,1.1262566353354562e-11,1.5322735529049244e-16,4.376522861539583e-16,2.0786885934034238e-35,9.98685603632489e-22,1.0158152039389655e-26,9.69710337774662e-14,1.6399214211137157e-19,2.0548050843691861e-25,1.3560018610098313e-17,1.463919697006791e-27,1.0913630054719035e-23,1.6589595267685173e-20,1.12912161259584e-11,8.783060532482646e-23
2.0650880845782798e-08,0.48515967221207096,1.7796615377876427e-15,2.1742819904808004e-18,3.015471935931471e-14,1.345108117977833e-17,0.0,0.0,2.9218368927026746e-11,6.605615772848408e-17,6.949843258936475e-20,2.489827403284541e-22,5.488096568168884e-24,1.1271981494612319e-43,4.277408035855538e-29,3.982540592764817e-21,8.648944779528717e-23,1.523512804662858e-16,4.052658688809344e-45,5.945854606251258e-39,1.517283286127151e-43,6.847428087089615e-43,2.9381807982741484e-21,4.847612269827663e-37,1.2774490315655894e-29,2.461721199651235e-43,9.806558384971778e-52,1.0331485590176361e-41,6.528480974888892e-46,1.5719152204680693e-47,1.681973357800555e-29,1.2213880626777923e-47,6.037723239375744e-49,7.544204625092423e-48,3.76,0.0,0.7405942743692094,0.9999772919695152,4.349844228264581e-16,2.4567701787179247e-26,1.8294908960332382e-08,1.2393492463758518e-08,5.473361188698747e-09,4.2805490426794797e-10,2.2708001134815142e-05,8.204296690721186e-19,3.0121357894752637e-30,3.039097848966589e-17,1.6633431263064326e-22,3.090035810596869e-14,1.63215886676375e-43,3.4800065763776745e-43,4.4898019854044995e-21,9.627311134841612e-44,8.414074118499842e-26,5.510194563210426e-49,2.1624962428701543e-43,1.0370631092996752e-45,9.133349884883678e-44,3.571172261030705e-43,2.0797224468073963e-50,3.1763727626621615e-49,5.339482146364728e-45,2.0612240502675608e-21,1.5235136156208772e-16,5.107225830937502e-23,2.2167479036742867e-11,6.446659472435603e-12,2.0008545520238278e-13,7.053096076647834e-17,1.528630230997015e-13,5.2743990852789615e-18,6.562878420868351e-17,1.6386281786944945e-19,4.8328011426334716e-18,4.1984456333274546e-19,2.12460280093301e-16,2.3903029009569546e-21,1.1508786075102516e-11,1.6308074145004358e-16,4.570485772529176e-16,2.2194657329024506e-35,1.078556833802199e-21,1.0787960351455942e-26,1.0092789056568672e-13,1.7115342724460306e-19,2.1651207967929046e-25,1.3622052202780829e-17,1.5459642023867168e-27,1.1533768637274277e-23,1.750128705638534e-20,1.1538704490178725e-11,9.467706071911251e-23
2.109382926233868e-08,0.48515967224670387,1.8554918202884976e-15,2.3100079797272427e-18,3.1451413911534934e-14,1.4326427225367658e-17,0.0,0.0,2.984835510462863e-11,6.892534082495662e-17,7.406572848915257e-20,2.674151800556523e-22,5.9028692620558426e-24,1.200643429747782e-43,4.388466466943408e-29,4.1433890807487094e-21,9.120535455911288e-23,1.5895858626275956e-16,4.4838763952818654e-45,6.458311098680404e-39,1.689168717183796e-43,7.600565511662718e-43,2.975989198213567e-21,5.4345813507861e-37,1.3727803554581928e-29,2.7922137943228595e-43,1.0842271549927728e-51,1.149270830725788e-41,7.402107366808727e-46,1.7708356962054381e-47,1.7881654010283284e-29,1.3943603913489126e-47,6.924012076827158e-49,8.740247068154732e-48,3.76,0.0,0.7405942739759241,0.9999772919690693,4.634603616543206e-16,2.642236538234318e-26,1.8687323255844092e-08,1.2666923423787849e-08,5.5907787682706835e-09,4.29620644279098e-10,2.27080009455e-05,8.565309194397951e-19,3.211985894994462e-30,3.0506166084700984e-17,1.7009593079701855e-22,3.22391616272791e-14,1.8325925758018014e-43,3.8429626176562296e-43,4.691551978363389e-21,1.0856707307675235e-43,8.650139741388111e-26,6.204816545925159e-49,2.3886329376657337e-43,1.1614069936972378e-45,1.0259311106406334e-43,3.985491911239699e-43,2.3375273825737014e-50,3.570310747563233e-49,6.124784659612924e-45,2.1063108527566312e-21,1.5895867429685787e-16,5.458004305686011e-23,2.26384954569212e-11,6.579972449096169e-12,2.0865567327167598e-13,7.51390186610507e-17,1.5945226675438077e-13,5.502255788337509e-18,6.751124432808359e-17,1.68524390869411e-19,4.969103895083386e-18,4.423065358382672e-19,2.2161985001133716e-16,2.4973391262424385e-21,1.175497794128366e-11,1.7332887085729284e-16,4.768654004506582e-16,2.366477851064352e-35,1.1627416730692936e-21,1.1439229479092362e-26,1.0495018073625367e-13,1.7846314628537762e-19,2.279048121643063e-25,1.3681745634001144e-17,1.630435766131396e-27,1.2172477809345347e-23,1.8439117108797234e-20,1.1786192433737218e-11,1.0187556344874451e-22
2.153677767889456e-08,0.48515967228133683,1.9328573507694992e-15,2.4510637529732333e-18,3.277494573560535e-14,1.5238665565996513e-17,0.0,0.0,3.0478477076379396e-11,7.185573372029441e-17,7.882875654111898e-20,2.867288284137934e-22,6.338596621257668e-24,1.2773253893042167e-43,4.4989508679691214e-29,4.30567999239304e-21,9.608286896527605e-23,1.6570613254631204e-16,4.948772276446492e-45,7.002689225707614e-39,1.8752053622608017e-43,8.412557606224685e-43,3.012353057295324e-21,6.078659939817061e-37,1.4731626440013328e-29,3.1578949656891494e-43,1.1960937130744602e-51,1.275220174082147e-41,8.372614814603505e-46,1.9899081241528835e-47,1.898554822805784e-29,1.5874987684156204e-47,7.91444895116134e-49,1.0095001568140922e-47,3.76,0.0,0.7405942735826389,0.9999772919684068,4.931475266025729e-16,2.8377169528189193e-26,1.9079737551152585e-08,1.2940446845631278e-08,5.708196559697646e-09,4.310937101053795e-10,2.2708000972363374e-05,8.934198824087273e-19,3.420529162594895e-30,3.061453592394049e-17,1.7385891597958422e-22,3.360630866968207e-14,2.0526116403853365e-43,4.23455599648064e-43,4.897970991788299e-21,1.2211554019625885e-43,8.888373537581968e-26,6.969150270333614e-49,2.632734557898798e-43,1.2974940205598085e-45,1.1494787678605503e-43,4.4378645064418505e-43,2.6207626426131956e-50,4.003125220737472e-49,7.005423006559077e-45,2.151397881542647e-21,1.6570622793614283e-16,5.825232704065074e-23,2.3109338635965946e-11,6.713082413140129e-12,2.1740117421512801e-13,7.994230463355259e-17,1.661789384613977e-13,5.7349630071561666e-18,6.941318491392663e-17,1.7318610517600728e-19,5.1053354731935655e-18,4.653906721649396e-19,2.309705459707556e-16,2.6068610085113355e-21,1.2001141954941775e-11,1.8397801022266484e-16,4.971027550507068e-16,2.519860635368967e-35,1.2513601309085712e-21,1.2112040750763138e-26,1.0903718194775731e-13,1.859210182175493e-19,2.39663923545684e-25,1.3739262464426772e-17,1.717336537080776e-27,1.2829769942188367e-23,1.9403082230424442e-20,1.2033679956634595e-11,1.0943457161290298e-22
2.197972609545044e-08,0.48515967231596974,2.0117553960569843e-15,2.597539596474674e-18,3.412528696287224e-14,1.618853497547183e-17,0.0,0.0,3.110873474860265e-11,7.484734958822922e-17,8.379161337000413e-20,3.0694214373830366e-22,6.795802360486571e-24,1.3573180037900555e-43,4.608834083099039e-29,4.469320072050566e-21,1.0112453827924138e-22,1.7259391956677923e-16,5.449014519830848e-45,7.580232198075456e-39,2.0761000045044968e-43,9.285990089532126e-43,3.0473125384271677e-21,6.784121487458419e-37,1.5787611728799525e-29,3.561544788073559e-43,1.3167120087801832e-51,1.411554994697196e-41,9.448650137610541e-46,2.2306896890354003e-47,2.013209214639234e-29,1.8026703820771791e-47,9.018242643561552e-49,1.1625576764953802e-47,3.76,0.0,0.7405942731893536,0.9999772919676132,5.240707163539579e-16,3.043551487173915e-26,1.9472151846257713e-08,1.3214057171356309e-08,5.8256145502327065e-09,4.324796724258219e-10,2.270800112992684e-05,9.310968179614627e-19,3.6379528551189566e-30,3.0716497825212696e-17,1.7762318705179853e-22,3.5001796156451193e-14,2.2936534947082395e-43,4.656335868714839e-43,5.109071903170359e-21,1.3701535934180592e-43,9.128773091084343e-26,7.808455132043692e-49,2.895790611123729e-43,1.4461420025054014e-45,1.2847653174949392e-43,4.9309058574863975e-43,2.931312665465935e-50,4.477698252195693e-49,7.990607239519823e-45,2.1964851767287947e-21,1.7259402274414646e-16,6.209347534945885e-23,2.3580009338729756e-11,6.845989694588327e-12,2.2632169273052626e-13,8.494476818208033e-17,1.7304294265280964e-13,5.972521041765353e-18,7.133457039171303e-17,1.7784684946947603e-19,5.241462350296549e-18,4.890964754924169e-19,2.40512239077548e-16,2.718877289842088e-21,1.224727811912066e-11,1.9503434885987557e-16,5.17760640356585e-16,2.6797497541138705e-35,1.3445320185510912e-21,1.280647017473647e-26,1.1318817954500365e-13,1.935267625935773e-19,2.517946461813494e-25,1.3794756403587599e-17,1.8066681082990126e-27,1.3505652895745097e-23,2.0393173468072988e-20,1.2281167058871569e-11,1.1736245630156134e-22
2.242267451200632e-08,0.4851596723506027,2.0921832310566538e-15,2.749525318551374e-18,3.5502409750718176e-14,1.7176772907252682e-17,0.0,0.0,3.173912802786924e-11,7.790020159338998e-17,8.895839502683927e-20,3.280734518427545e-22,7.275008562775079e-24,1.44069456152372e-43,4.7180918331423917e-29,4.634217125933469e-21,1.0633290844197863e-22,1.796219475617028e-16,5.986303392443129e-45,8.192202487855206e-39,2.292566108669951e-43,1.0223439499754285e-42,3.0809106254057656e-21,7.555468486994672e-37,1.6897435276285123e-29,4.006083877935643e-43,1.4465519173807966e-51,1.5588484857374046e-41,1.063945657482524e-45,2.494822128927888e-47,2.1321954690480107e-29,2.0418719615471084e-47,1.0245138887977856e-48,1.3350522156950113e-47,3.76,0.0,0.7405942727960683,0.9999772919669533,5.562547038303053e-16,3.260085518234794e-26,1.9864566141159338e-08,1.3487749264538305e-08,5.9430327280956556e-09,4.337836794449082e-10,2.2708001153873207e-05,9.695619663636521e-19,3.864444296101186e-30,3.081243052618119e-17,1.8138866643224617e-22,3.6425621003627853e-14,2.5572263698476296e-43,5.109895939817761e-43,5.3248674906723184e-21,1.5336848234233973e-43,9.37133604312871e-26,8.728257416945967e-49,3.1788209362885754e-43,1.608205264943243e-45,1.4326145855041143e-43,5.467352985389863e-43,3.271155657667343e-50,4.997055381019952e-49,9.09022031594967e-45,2.241572479514245e-21,1.796220589728643e-16,6.610788959266115e-23,2.4050508322214242e-11,6.978694622938975e-12,2.354169640254622e-13,9.01503528237896e-17,1.8004418401204515e-13,6.214930107017595e-18,7.327536485541828e-17,1.8250560483310827e-19,5.377453768217058e-18,5.134232535700345e-19,2.5024480079451607e-16,2.8333967031587884e-21,1.2493386436864115e-11,2.065039987913246e-16,5.388390556718092e-16,2.846280871623845e-35,1.4423771209667483e-21,1.352258637749413e-26,1.174024665503455e-13,2.0128009953156108e-19,2.643022264825368e-25,1.38483654312497e-17,1.898431319731633e-27,1.4200128408212956e-23,2.140937393202223e-20,1.252865374044885e-11,1.2566752083989552e-22
2.28656229285622e-08,0.4851596723852356,2.174138138489261e-15,2.907110270755937e-18,3.690628628254244e-14,1.8204115498529823e-17,0.0,0.0,3.236965682099615e-11,8.101430289132267e-17,9.433319697684665e-20,3.50140925868565e-22,7.776735406567243e-24,1.5275277614881616e-43,4.826702440913641e-29,4.800280737135847e-21,1.1171052400150494e-22,1.8679021673876228e-16,6.562372239943893e-45,8.839881628050896e-39,2.525322459717657e-43,1.1227466955709615e-42,3.113192112430934e-21,8.397439325065245e-37,1.8062795975899263e-29,4.494575110286484e-43,1.5860967778980872e-51,1.7176882725658996e-41,1.1954899679229806e-45,2.784034001235273e-47,2.2555797862860367e-29,2.307235290824052e-47,1.1605430524752557e-48,1.528990548592776e-47,3.76,0.0,0.740594272402783,0.9999772919664351,5.89724236212299e-16,3.4876697340084643e-26,2.0256980435857348e-08,1.3761518371561065e-08,6.0604510823842434e-09,4.350104956807638e-10,2.2708001035637633e-05,1.0088155499742947e-18,4.100190862674665e-30,3.0902684537813604e-17,1.8515528222071575e-22,3.7877780120694545e-14,2.8449106407085272e-43,5.596874757050647e-43,5.545370442398915e-21,1.7128207616709607e-43,9.616060574834075e-26,9.734355509094174e-49,3.4828759834369797e-43,1.784575166031923e-45,1.5938874004631776e-43,6.050066579656133e-43,3.6423653928351833e-50,5.564368368825945e-49,1.0314845254679818e-44,2.2866596539749605e-21,1.8679033684451377e-16,7.030000780655975e-23,2.452083633563803e-11,7.111197527168008e-12,2.446867238159784e-13,9.556299610434463e-17,1.8718256747248264e-13,6.462190340315646e-18,7.523553210590895e-17,1.8716143621361292e-19,5.513281481790546e-18,5.383701380125623e-19,2.601681029388634e-16,2.9504279722641895e-21,1.2739466911215947e-11,2.1839299540949448e-16,5.603380002998907e-16,3.019589641185167e-35,1.545015136698329e-21,1.4260449668711458e-26,1.2167934359563907e-13,2.0918074971518033e-19,2.771919251741695e-25,1.3900213913947548e-17,1.9926263306964325e-27,1.4913192689805802e-23,2.245165959373642e-20,1.2776140001367156e-11,1.343579951803587e-22
2.330857134511808e-08,0.4851596724198685,2.2576174078182654e-15,3.07038343561107e-18,3.833688876772438e-14,1.9271297582509366e-17,0.0,0.0,3.3000321035043345e-11,8.418966662853099e-17,9.992011405187601e-20,3.731625050791594e-22,8.301499965672095e-24,1.6178898292939804e-43,4.93464567742859e-29,4.967425153014846e-21,1.1725992781913768e-22,1.9409872730691236e-16,7.178986781098927e-45,9.524569852977874e-39,2.77509459602168e-43,1.2300625344651867e-42,3.1441994689086216e-21,9.31501657227786e-37,1.9285415675183235e-29,5.030228567632424e-43,1.7358436364930045e-51,1.8886771515715616e-41,1.3405494402838088e-45,3.100144282459365e-47,2.3834276894384724e-29,2.6010332708407995e-47,1.3109974331585746e-48,1.7465385744504517e-47,3.76,0.0,0.7405942720094977,0.9999772919658133,6.24504034975277e-16,3.726660137186915e-26,2.0649394730351613e-08,1.403535995933047e-08,6.177869602701983e-09,4.3616466462369007e-10,2.270800102112423e-05,1.0488577808370176e-18,4.3453799558209614e-30,3.0987594110736694e-17,1.8892296904440307e-22,3.93582704135269e-14,3.158360985953714e-43,6.118957050571421e-43,5.770593395220013e-21,1.9086868183873955e-43,9.862945219669448e-26,1.0832828052470269e-48,3.809037695874679e-43,1.976181206076416e-45,1.7694827049005788e-43,6.6820348057164635e-43,4.0471140765496024e-50,6.1829595837605365e-49,1.1675790301659687e-44,2.3317469466440743e-21,1.9409885658266077e-16,7.467430410726355e-23,2.499099412058421e-11,7.243498735728814e-12,2.541307083238061e-13,1.0118662961591213e-16,1.9445799821434879e-13,6.714301834013908e-18,7.721503581240718e-17,1.9181345660346947e-19,5.648918687373189e-18,5.639361653490295e-19,2.702820176762921e-16,3.0699798119137166e-21,1.2985519545219964e-11,2.3070729892646483e-16,5.822574735443365e-16,3.1998116832365794e-35,1.652565419301411e-21,1.5020113954203072e-26,1.2601811877110883e-13,2.1722843439570554e-19,2.9046901884898466e-25,1.3950421182915082e-17,2.0892529244372216e-27,1.5644838909947353e-23,2.3520002640489206e-20,1.30236258416272e-11,1.4344200959037693e-22
2.3751519761673962e-08,0.4851596724545014,2.342618334802954e-15,3.2394334621173383e-18,3.9794189441586655e-14,2.0379052695714935e-17,0.0,0.0,3.3631120577310835e-11,8.742630594251481e-17,1.0572324045052174e-19,3.971558849351885e-22,8.849815758907804e-24,1.71185235494863e-43,5.0419023029210866e-29,5.135569777949345e-21,1.2298366095554897e-22,2.01547479488336e-16,7.837942181567179e-45,1.0247585730256004e-38,3.0426158083736776e-43,1.344546377873216e-42,3.1739717981277363e-21,1.0313436923852862e-36,2.0567039059233497e-29,5.616407227569356e-43,1.8963032765719234e-51,2.0724336460018436e-41,1.500244120792657e-45,3.4450667532349266e-47,2.5158040376653347e-29,2.9256873701732e-47,1.4770211735909908e-48,1.9900314408955487e-47,3.76,0.0,0.7405942716162124,0.9999772919650578,6.606187959257486e-16,3.9774180425363895e-26,2.1041809024642037e-08,1.430926965055196e-08,6.29528827900971e-09,4.3725057360710777e-10,2.2708001140050836e-05,1.0896888637076028e-18,4.600198988506663e-30,3.106748200764956e-17,1.9269166439889946e-22,4.0867088785569614e-14,3.4993090182562713e-43,6.677874266863181e-43,6.000548949376337e-21,2.122464200243162e-43,1.0111988215937035e-25,1.2030044140352689e-48,4.158419980927081e-43,2.1839922119457574e-45,1.9603387870739747e-43,7.366377697939894e-43,4.487675863386926e-50,6.856307383830383e-49,1.3185127862487704e-44,2.376834527889257e-21,2.0154761842415893e-16,7.923528846713883e-23,2.5460982411136527e-11,7.375598576552911e-12,2.6374865427374434e-13,1.0702517901494259e-16,2.018703816618935e-13,6.971264648343321e-18,7.921383957670859e-17,1.9646081275959683e-19,5.784339595577371e-18,5.901203092801427e-19,2.80586417516322e-16,3.1920609278852096e-21,1.3231544341919973e-11,2.434527956866289e-16,6.045974747086486e-16,3.387082582065433e-35,1.765146877362357e-21,1.580162943739189e-26,1.3041810748965526e-13,2.25422875391703e-19,3.0413880108028175e-25,1.3999104345515304e-17,2.188310629495935e-27,1.6395058186856495e-23,2.4614372808310388e-20,1.3271111261229699e-11,1.5292758573114468e-22
2.4194468178229842e-08,0.48515967248913433,2.4291382226127915e-15,3.414348572197258e-18,4.12781605653827e-14,2.1528113070325147e-17,0.0,0.0,3.426205535533834e-11,9.07242339617768e-17,1.1174666981863634e-19,4.2213863927329303e-22,9.422194111596426e-24,1.8094859760465447e-43,5.148455315644117e-29,5.304635049129049e-21,1.2888426299559303e-22,2.0913647345125537e-16,8.541062847736192e-45,1.1010266021324036e-38,3.3286233886969255e-43,1.466450878650393e-42,3.202550231519565e-21,1.1398200575670206e-36,2.190943354669061e-29,6.2566277641783955e-43,2.0679999435376796e-51,2.2695906867722166e-41,1.6757668199661223e-45,3.820812886369617e-47,2.6527730261292736e-29,3.2837754439984046e-47,1.6598180359196887e-48,2.261986809806115e-47,3.76,0.0,0.7405942712229269,0.9999772919643858,6.980931892155626e-16,4.2403100634072995e-26,2.1434223318728506e-08,1.458324339900749e-08,6.41270710202757e-09,4.382722781286335e-10,2.270800117494788e-05,1.1313089878550491e-18,4.8648354178180625e-30,3.114264657909529e-17,1.96461306372296e-22,4.2404232134606425e-14,3.869565048729765e-43,7.275403058719696e-43,6.235249625464103e-21,2.3553915757155994e-43,1.0363187742207281e-25,1.3332670567561256e-48,4.532168040838856e-43,2.4090167083306446e-45,2.1674337459853126e-43,8.106350030263319e-43,4.966429262331065e-50,7.58804980070045e-49,1.4855746958787226e-44,2.4219221113186733e-21,2.0913662255195837e-16,8.398750695074906e-23,2.593080193389374e-11,7.50749737705205e-12,2.7354029889315387e-13,1.1308256402760058e-16,2.0941962348316322e-13,7.23307877642289e-18,8.12319067583749e-17,2.0110272389587874e-19,5.919520588679586e-18,6.169213929877316e-19,2.9108117531343404e-16,3.316680016986828e-21,1.347754130435977e-11,2.5663529825471134e-16,6.273580030963236e-16,3.5815379135023615e-35,1.882878261050201e-21,1.6605041654120114e-26,1.348786324809993e-13,2.3376379508428217e-19,3.182065812980706e-25,1.4046368158763828e-17,2.2897983904358795e-27,1.7163836898009206e-23,2.573473374752541e-20,1.3518596260175362e-11,1.6282266860058568e-22
2.4637416594785723e-08,0.48515967252376735,2.51717438161784e-15,3.595216577671017e-18,4.278877442628412e-14,2.271920963705405e-17,0.0,0.0,3.4893125276904716e-11,9.408346380583446e-17,1.1799449523479148e-19,4.481281984613514e-22,1.001914393067287e-23,1.910860508345617e-43,5.254289730300405e-29,5.474543177750352e-21,1.3496427199260265e-22,2.168657093261781e-16,9.290203990117921e-45,1.181396556436748e-38,3.633857525727459e-43,1.5960259545337427e-42,3.22997696207716e-21,1.2575076030456936e-36,2.331438925500719e-29,6.9545610881697244e-43,2.2514714250672733e-51,2.4807952691709913e-41,1.8683850497470336e-45,4.229493352405389e-47,2.7943981900156435e-29,3.6780357236344334e-47,1.8606518716318905e-48,2.5651108202759957e-47,3.76,0.0,0.7405942708296415,0.9999772919638577,7.36951859354248e-16,4.5157081114604656e-26,2.1826637612610922e-08,1.4857277458364634e-08,6.5301260631634934e-09,4.3923353311251805e-10,2.270800106606125e-05,1.1737183285205882e-18,5.139476739243636e-30,3.121336406333091e-17,2.0023183763970311e-22,4.3969697353340725e-14,4.27101886610712e-43,7.91336552319019e-43,6.474707873152996e-21,2.6087657318817795e-43,1.0616542381452667e-25,1.4747674822707958e-48,4.9314585800991554e-43,2.652303188365906e-45,2.3917857636099122e-43,8.905342867892568e-43,5.485858174020215e-50,8.38198612696597e-49,1.670137271028954e-44,2.4670095240682672e-21,2.1686586911135247e-16,8.89355416560304e-23,2.6400453408009894e-11,7.639195464118369e-12,2.8350537991113546e-13,1.193626984556031e-16,2.171056295891454e-13,7.499744150487941e-18,8.326920050572557e-17,2.0573847479982037e-19,6.054440014696994e-18,6.44338104698065e-19,3.017661642655589e-16,3.443845767076295e-21,1.3723510435583143e-11,2.702605458126965e-16,6.505390580108541e-16,3.783313238070925e-35,2.0058781130855764e-21,1.743039032383747e-26,1.39399023750925e-13,2.422509164172278e-19,3.3267768497895793e-25,1.409230688941156e-17,2.393714626280513e-27,1.7951157158666056e-23,2.6881043666584556e-20,1.3766080838464904e-11,1.7313512171926436e-22
