Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210)
7.270944233298488e-10,0.7252090323034446,0.0,4.810982062665897e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356020433999246,0.9994822952607046,0.0,0.0,9.89486767376103e-06,6.542983728477638e-06,1.936161425025172e-06,1.4156982416730044e-06,0.0005177047392947825,1.337751894358078e-12,5.732714879771158e-21,2.1603080919275127e-11,5.011625605723319e-19
7.462615069600506e-10,0.7252090655154407,0.0,4.937782133010516e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935601782560761,0.9994779067020394,0.0,0.0,1.0155706909837049e-05,6.72232115138846e-06,1.987435271324604e-06,1.4459253193741504e-06,0.000522093297960116,1.4102312651213342e-12,6.201429480922745e-21,2.2347286768979874e-11,5.290376858782201e-19
7.654285905902524e-10,0.7252090987274279,0.0,5.064581660438224e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356015217216701,0.9994737347755804,0.0,0.0,1.0416546075151865e-05,6.901963474508817e-06,2.038719544387628e-06,1.4758369972923568e-06,0.0005262652244190691,1.4846706550577037e-12,6.695181956764467e-21,2.308962118371468e-11,5.57698405362174e-19
7.845956742204543e-10,0.725209131939406,0.0,5.191380671767156e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356012608826519,0.9994697687804807,0.0,0.0,1.0677385169708729e-05,7.081907515807492e-06,2.0900141356214266e-06,1.505436566384843e-06,0.000530231219518777,1.561073317549337e-12,7.214639026374401e-21,2.3829747734599543e-11,5.871460616045883e-19
8.037627578506561e-10,0.7252091651513749,0.0,5.318179192496996e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356010000437065,0.9994659985419728,0.0,0.0,1.0938224193510866e-05,7.262150126411699e-06,2.141318937544696e-06,1.5347272833140155e-06,0.0005340014580269069,1.6394424720702405e-12,7.760468413070686e-21,2.4567354878822202e-11,6.17381946121485e-19
8.229298414808579e-10,0.725209198363335,0.0,5.444977246833591e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356007392048338,0.9994624144015518,0.0,0.0,1.1199063146561452e-05,7.442688190452351e-06,2.1926338437828647e-06,1.5637123706075563e-06,0.0005375855984476502,1.719781304344543e-12,8.333338839186048e-21,2.5302155408540012e-11,6.484073002115455e-19
8.420969251110597e-10,0.725209231575286,0.0,5.57177485776097e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356004783660338,0.9994590071882352,0.0,0.0,1.1459902028863653e-05,7.6235186247061745e-06,2.2439587490575248e-06,1.592395017028655e-06,0.0005409928117640878,1.802092966712517e-12,8.933920013982605e-21,2.603388466767291e-11,6.802233189207326e-19
8.612640087412615e-10,0.725209264787228,0.0,5.698572047158552e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9356002175273065,0.9994557681717985,0.0,0.0,1.1720740840420577e-05,7.804638378001831e-06,2.295293549168774e-06,1.62077837819038e-06,0.000544231828200893,1.8863805787379607e-12,9.562882613597129e-21,2.6762297703232575e-11,7.128311583117696e-19
8.804310923714634e-10,0.7252092979991611,0.0,5.825368835874701e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355999566886519,0.9994526890334249,0.0,0.0,1.1981579581235323e-05,7.986044430771485e-06,2.3466381409814172e-06,1.648865577019575e-06,0.0005473109665744686,1.972647227666828e-12,1.0220898265898446e-20,2.7487167623433807e-11,7.462319400933467e-19
8.995981760016652e-10,0.7252093312110849,0.0,5.952165243716748e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355996958500701,0.999449761869682,0.0,0.0,1.2242418251310939e-05,8.167733794976154e-06,2.3979924224219897e-06,1.6766597038340175e-06,0.0005502381303171468,2.06089596850353e-12,1.0908639547969683e-20,2.8208286040683358e-11,7.804267501580369e-19
9.18765259631867e-10,0.7252093644230001,0.0,6.07896128944863e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935599435011561,0.9994469791934716,0.0,0.0,1.2503256850650458e-05,8.349703514047635e-06,2.449356292476663e-06,1.7041638164024814e-06,0.0005530208065275844,2.151129824070327e-12,1.1626779984148674e-20,2.892546318921376e-11,8.154166367176722e-19
9.379323432620688e-10,0.7252093976349061,0.0,6.205756990890803e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355991741731245,0.9994443338941555,0.0,0.0,1.2764095379256868e-05,8.531950662384402e-06,2.500729651176326e-06,1.731380940466257e-06,0.0005556661058437525,2.24335178552291e-12,1.2375994029004994e-20,2.9638525435419075e-11,8.512026155866776e-19
9.570994268922707e-10,0.725209430846803,0.0,6.332552365056844e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355989133347609,0.9994418191830561,0.0,0.0,1.3024933837133136e-05,8.714472344607477e-06,2.5521123995741633e-06,1.7583140705089151e-06,0.0005581808169432321,2.3375648131114177e-12,1.3156957042213225e-20,3.03473120376429e-11,8.877856795869851e-19
9.762665105224727e-10,0.7252094640586909,0.0,6.459347428177573e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355986524964699,0.9994394285838268,0.0,0.0,1.3285772224282189e-05,8.897265695249483e-06,2.6035044397352626e-06,1.7849661700779443e-06,0.0005605714161723644,2.4337718364984473e-12,1.3970345278055094e-20,3.105167487679473e-11,9.25166800851617e-19
9.954335941526746e-10,0.7252094972705699,0.0,6.586142195620716e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355983916582516,0.9994371559645083,0.0,0.0,1.3546610540706939e-05,9.080327878962753e-06,2.6549056747416627e-06,1.8113401715693506e-06,0.0005628440354909611,2.531975754546134e-12,1.4816835892452857e-20,3.175148066998239e-11,9.633469237245226e-19
9.999999999999999e-10,0.72520953048244,0.0,6.616350002590852e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935598329515623,0.9994366312888436,0.0,0.0,1.3608753192993844e-05,9.123980337866258e-06,2.667152957489932e-06,1.8175828687844811e-06,0.0005633687111555879,2.55566691972146e-12,1.5023462798952796e-20,3.1917518332400926e-11,9.725609900313647e-19
1.0146006777828765e-09,0.72520953048244,0.0,6.712936681894439e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355981308201061,0.9994349955361164,0.0,0.0,1.3807448786410248e-05,9.263656090461942e-06,2.706316008690524e-06,1.8374389762870596e-06,0.0005650044638829414,2.632179435374878e-12,1.5697106941032132e-20,3.2446610819730006e-11,1.0023269612798342e-18
1.0337677614130784e-09,0.725209563694301,0.0,6.839730900848334e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355978699820333,0.9994329417724527,0.0,0.0,1.4068286961394964e-05,9.447247553555045e-06,2.7577353466657014e-06,1.8632654554453299e-06,0.0005670582275466644,2.734385717354349e-12,1.661183734640095e-20,3.313695637748114e-11,1.0421078083814036e-18
1.0529348450432803e-09,0.725209596906153,0.0,6.966524865752623e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355976091440332,0.9994309893784938,0.0,0.0,1.43291250656639e-05,9.63109952056866e-06,2.8091635947196163e-06,1.8888224507632867e-06,0.0005690106215055165,2.8385974096912805e-12,1.756170687874429e-20,3.382241639486695e-11,1.0826903489177603e-18
1.0721019286734823e-09,0.7252096301179959,0.0,7.093318589169892e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355973483061059,0.9994291333415748,0.0,0.0,1.4589963099219835e-05,9.815209272626162e-06,2.860600659879313e-06,1.914112774176995e-06,0.0005708666584245506,2.9448172921448833e-12,1.8547396165225667e-20,3.450290161942737e-11,1.1240754472870914e-18
1.0912690123036842e-09,0.7252096633298296,0.0,7.220112082950383e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355970874682512,0.9994273689332671,0.0,0.0,1.4850801062065532e-05,9.999574119566038e-06,2.9120464501435115e-06,1.9391392079239006e-06,0.0005726310667322818,3.053048115110332e-12,1.956958668723318e-20,3.5178334646239845e-11,1.1662639448714569e-18
1.1104360959338861e-09,0.7252096965416546,0.0,7.346905358417602e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355968266304693,0.9994256916353165,0.0,0.0,1.5111638954203713e-05,1.0184191399160966e-05,2.9635008744605543e-06,1.963904505350784e-06,0.0005743083646826162,3.1632926004175023e-12,2.062896075400712e-20,3.584864495159209e-11,1.2092566692905354e-18
1.129603179564088e-09,0.7252097297534709,0.0,7.473698426423147e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355965657927601,0.9994240971177679,0.0,0.0,1.5372476775637075e-05,1.0369058476677665e-05,3.0149638427143976e-06,1.9884113913690707e-06,0.0005759028822314427,3.2755534417811275e-12,2.172620148777962e-20,3.651376776165949e-11,1.2530544390911185e-18
1.14877026319429e-09,0.7252097629652777,0.0,7.60049129721528e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355963049551236,0.9994225812914079,0.0,0.0,1.5633314526368296e-05,1.0554172745029235e-05,3.0664352657260088e-06,2.0126625622969835e-06,0.0005774187085913197,3.3898333046448253e-12,2.2861992828930925e-20,3.7173648117164684e-11,1.297658057530897e-18
1.1679373468244919e-09,0.7252097961770756,0.0,7.727283980447477e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355960441175598,0.999421140304351,0.0,0.0,1.589415220640001e-05,1.0739531624588542e-05,3.117915055247092e-06,2.0366606860525777e-06,0.0005788596956481431,3.5061348263719607e-12,2.4037019529690882e-20,3.782824075802594e-11,1.3430683107418087e-18
1.1871044304546938e-09,0.7252098293888646,0.0,7.854076485372984e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355957832800688,0.9994197704644094,0.0,0.0,1.615498981573485e-05,1.0925132562472295e-05,3.169403123940717e-06,2.06040840289451e-06,0.0005802295355899367,3.6244606169779366e-12,2.5251967129960135e-20,3.847750465025933e-11,1.3892859755725894e-18
1.2062715140848957e-09,0.7252098626006446,0.0,7.980868820854132e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355955224426504,0.9994184682353758,0.0,0.0,1.6415827354375387e-05,1.1110973032251986e-05,3.2208993853713402e-06,2.0839083257209615e-06,0.0005815317646233847,3.7448132594257525e-12,2.650752194755573e-20,3.912140308533354e-11,1.4363118216335977e-18
1.2254385977150976e-09,0.7252098958124155,0.0,8.107660995292148e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355952616053048,0.9994172302650329,0.0,0.0,1.6676664822324187e-05,1.129705053389428e-05,3.27240375400054e-06,2.107163040131159e-06,0.0005827697349661513,3.867195309686892e-12,2.7804371076206534e-20,3.9759906047228935e-11,1.4841466086859883e-18
1.2446056813452996e-09,0.7252099290241774,0.0,8.234453016587884e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355950007680319,0.999416053400818,0.0,0.0,1.69375022195838e-05,1.1483362593672276e-05,3.323916145182742e-06,2.1301751045170665e-06,0.0005839465991812971,3.991609296832017e-12,2.9143202382563853e-20,4.039299152557674e-11,1.5327910830355856e-18
1.2637727649755015e-09,0.7252099622359303,0.0,8.361244892236095e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355947399308318,0.9994149346522079,0.0,0.0,1.719833954615671e-05,1.1669906763742739e-05,3.375436475153237e-06,2.152947050500779e-06,0.0005850653477912062,4.11805772346337e-12,3.0524704491926734e-20,4.102064286859604e-11,1.5822459797530402e-18
1.2829398486057034e-09,0.7252099954476743,0.0,8.48803662945534e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355944790937043,0.9994138711388871,0.0,0.0,1.7459176802045433e-05,1.1856680621575275e-05,3.426964661011977e-06,2.1754813835251012e-06,0.0005861288611121891,4.246543066298614e-12,3.1949566768966835e-20,4.1642845239413494e-11,1.6325120296928964e-18
1.3021069322359053e-09,0.7252100286594093,0.0,8.614828235171557e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355942182566496,0.9994128600972988,0.0,0.0,1.77200139872524e-05,1.2043681769716025e-05,3.478500620714664e-06,2.1977805830979165e-06,0.0005871399027003183,4.37706777641247e-12,3.341847930975561e-20,4.225958648634921e-11,1.6835899615326283e-18
1.3212740158661072e-09,0.7252100618711351,0.0,8.741619715883781e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355939574196676,0.9994118989342324,0.0,0.0,1.7980851101780057e-05,1.223090783590662e-05,3.5300442730728987e-06,2.2198471026688493e-06,0.0005881010657669342,4.50963427911488e-12,3.493213294579496e-20,4.287086132162829e-11,1.7354804945540025e-18
1.3404410994963092e-09,0.7252100950828521,0.0,8.868411077650132e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355936965827583,0.9994109852323986,0.0,0.0,1.824168814563081e-05,1.2418356472977149e-05,3.5815955377501433e-06,2.241683369739988e-06,0.0005890147676007968,4.6442449740604844e-12,3.649121924040736e-20,4.3476671719427735e-11,1.7881843327241232e-18
1.359608183126511e-09,0.7252101282945601,0.0,8.995202326313673e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355934357459217,0.9994101166603265,0.0,0.0,1.8502525118807043e-05,1.2606025358091289e-05,3.6331543352420454e-06,2.2632917866469583e-06,0.000589883339672751,4.78090223602074e-12,3.80964304632422e-20,4.407702035808944e-11,1.84170217454216e-18
1.378775266756713e-09,0.7252101615062588,0.0,9.121993467522656e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355931749091578,0.9994092909642797,0.0,0.0,1.8763362021311115e-05,1.2793912192382267e-05,3.684720586864107e-06,2.284674730935449e-06,0.0005907090357197452,4.9196084152562076e-12,3.9748459577989423e-20,4.467191048220599e-11,1.8960347190372216e-18
1.397942350386915e-09,0.7252101947179488,0.0,9.248784506640762e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355929140724669,0.9994085060040653,0.0,0.0,1.902419885314536e-05,1.2982014700997498e-05,3.7362942147505433e-06,2.305834555314857e-06,0.0005914939959340344,5.060365837470785e-12,4.144800024389663e-20,4.5261348744596286e-11,1.9511826615662643e-18
1.4171094340171169e-09,0.7252102279296299,0.0,9.375575448688048e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355926532358486,0.9994077597766038,0.0,0.0,1.9285035614312087e-05,1.3170330633000214e-05,3.7878751418491214e-06,2.3267735877599286e-06,0.0005922402233955418,5.2031768039122515e-12,4.319574681245743e-20,4.5845347115922084e-11,2.007146688476277e-18
1.4362765176473188e-09,0.7252102611413019,0.0,9.502366298391683e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.935592392399303,0.99940705039568,0.0,0.0,1.9545872304813577e-05,1.3358857761015433e-05,3.839463291910357e-06,2.347494131876963e-06,0.0005929496043192984,5.348043591734321e-12,4.499239431546272e-20,4.6423921486085586e-11,2.063927476714089e-18
1.4554436012775207e-09,0.7252102943529648,0.0,9.629157060285743e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355921315628302,0.9994063760521279,0.0,0.0,1.98067089246521e-05,1.3547593880799412e-05,3.8910585894754425e-06,2.3679984673492927e-06,0.0005936239478712574,5.4949684544370266e-12,4.683863845046302e-20,4.699708883105949e-11,2.1215256985777506e-18
1.4746106849077226e-09,0.7252103275646188,0.0,9.755947738747042e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.93559187072643,0.9994057349995314,0.0,0.0,2.00675454738299e-05,1.3736536810971175e-05,3.942660959867861e-06,2.388288850214986e-06,0.0005942650004677705,5.643953622141278e-12,4.873517557170713e-20,4.756486635177453e-11,2.179942025758241e-18
1.4937777685379245e-09,0.7252103607762639,0.0,9.88273833794453e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355916098901026,0.9994051255744184,0.0,0.0,2.0328381952349183e-05,1.392568439291904e-05,3.994270329188568e-06,2.4083675129634284e-06,0.0005948744255807322,5.7950013016844e-12,5.0682702686994237e-20,4.8127273204345667e-11,2.2391771280424526e-18
1.5129448521681265e-09,0.7252103939878995,0.0,1.0009528861787247e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355913490538479,0.9994045462170204,0.0,0.0,2.0589218360212147e-05,1.4115034490683944e-05,4.045886624310392e-06,2.428236664655849e-06,0.0005954537829788493,5.9481136767393454e-12,5.268191745374608e-20,4.868433220721822e-11,2.2992316687685424e-18
1.535718895070591e-09,0.7252104334494587,0.0,1.0160179378322182e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355910391321948,0.9994038948942305,0.0,0.0,2.089914019794838e-05,1.4340277801516755e-05,4.107225239849302e-06,2.451575551822042e-06,0.0005961051057686648,6.132726573107783e-12,5.51255125207341e-20,4.9339304657965405e-11,2.371653739987573e-18
1.5584929379730557e-09,0.7252104729110046,0.0,1.0310829799571095e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355907292106443,0.9994032815920306,0.0,0.0,2.120906193593984e-05,1.456580053264138e-05,4.168573410978462e-06,2.4746253649882394e-06,0.0005967184079685312,6.3202610063137324e-12,5.764423776001372e-20,4.998680718770533e-11,2.445234700240524e-18
1.5812669808755203e-09,0.7252105123725381,0.0,1.0461480131068476e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355904192891966,0.9994027041020732,0.0,0.0,2.151898357419007e-05,1.479159922233855e-05,4.229931019171696e-06,2.4973896843487504e-06,0.0005972958979258283,6.5107205153755325e-12,6.023926692445894e-20,5.062688740405392e-11,2.519975632668969e-18
1.6040410237779849e-09,0.7252105518340589,0.0,1.0612130378085844e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9355901093678514,0.9994021603209436,0.0,0.0,2.182890511270259e-05,1.5017670451671418e-05,4.291297947366289e-06,2.519872045851187e-06,0.0005978396790555405,6.704108595562839e-12,6.291177498184032e-20,5.12595937838819e-11,2.5958776196974724e-18
