Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84),S(12199),C2HF4(54),S(12715),CF3(45),S(3472)
2.3738209922069374e-05,0.9409772372999511,0.005427937693090328,0.0021291182232837584,0.002528239894506795,0.05344239453549545,0.0,0.0,0.0015556172879690505,6.416204571478532e-05,0.31796130463437394,0.011316698086273015,0.0005980003504250284,3.201134685393236e-08,2.1136626219254297e-06,1.1991380593236378e-05,0.0010081606324982592,0.005421082583945956,0.0007100267602694134,1.1453492257051935e-06,0.00022370857180220629,9.129718884261816e-09,7.765557593628695e-06,3.67271035070421e-05,1.672793135117275e-07,0.0006073015672904349,1.423710756479751e-07,2.5215126866933437e-05,5.307582783372975e-06,5.512089769006764e-08,1.7428526231293314e-06,1.0624118798472797e-09,1.931542681211049e-08,1.3230177159163563e-06,3.76,0.0,0.00018384729099732493,0.7118422028670116,0.14150190510593547,0.002188130685256116,0.7779415999600707,0.027073827867720626,0.07711433470711164,3.1752314745998403e-07,0.0012900571497499267,0.12733416679902196,2.6922127048958167e-06,1.1104213429262804e-09,2.2873009782312347e-15,0.010697197687894008,1.1056408620119748e-06,1.6503225482058315e-06,5.92427485077591e-05,1.4794271668416361e-06,1.877479675599424e-09,5.759320736077332e-13,2.6249176568521725e-06,4.734416240432744e-09,1.362220091298291e-07,3.46710743061511e-07,3.561939092259271e-14,3.1157370291064877e-13,3.019840729554549e-05,2.177396406860762e-11,0.06002291204122023,0.002582840795878334,4.010452251026969e-05,1.1379645612399288e-05,0.00023740553547170438,6.46468127053989e-05,0.025576556400184552,3.376491811178282e-05,1.299895131084678e-05,0.0002030304067453385,0.0013536666323936224,0.0004286427429313569,0.11261534185865277,0.0002171043764694902,0.00608165815613877,3.1782751655103818e-09,0.023490979716346064,0.0004557806890424526,1.2792097896755623e-07,3.945523680474762e-12,8.380130479517614e-10,3.647817743333368e-05,0.0007887044406403468,5.658559751644454e-05,7.230705885384136e-13,3.466620236855717e-07,0.0003219391018606746,0.016287274004116503,2.6742297205069705e-08,1.5189388778360561e-09,0.0035854085134955868,2.02099443166305e-06,4.5379828978845535e-11,5.405568628245276e-07,2.981770146019356e-10,1.1235177182198404e-07,3.277783514237663e-08,1.0976933672633189e-05,2.9690596751328403e-07,1.2317621954478384e-07,0.00018752320896615082,0.0001654115401736886,5.594990818480178e-10,8.422500423873633e-11,1.0327589856705223e-11,5.708858569522667e-12,0.0011877214577493327,5.099258409633439e-07,5.340837944679696e-08,6.904947239567921e-09,7.145374351700047e-07,0.001309879713035673,1.640647667615954e-08,7.833052378151784e-11,3.6910894662473648e-06,0.00014989437908546736,4.288717762243261e-09,1.1937252121396254e-05,2.8778279696988416e-10,0.0009647523088950911,1.904096466960715e-07
2.3941417235800038e-05,0.9414895237197098,0.005517944424608736,0.002163838720527432,0.0025684287952631806,0.05338598434188474,0.0,0.0,0.0015377083342660287,6.300173429307683e-05,0.32128397149571136,0.011543722539051596,0.0005969795987522279,3.3784502266600915e-08,2.185631765397758e-06,1.2298688430588592e-05,0.0010081941838826188,0.005355054064801693,0.0007183628799201488,1.1794771756190839e-06,0.00022877185768396322,9.417037646799081e-09,7.980219826500153e-06,3.699215280286403e-05,1.6592827711208229e-07,0.0006122563178643054,1.4664348687600448e-07,2.5445548526147807e-05,5.253791537145861e-06,5.5306363589387255e-08,1.7583472671535986e-06,1.0662086308318563e-09,1.976230501882583e-08,1.3276760335153387e-06,3.76,0.0,0.00017040917961771298,0.7087567019584715,0.1429399654525154,0.002183289399529541,0.7806198378970025,0.02601111133002481,0.07595194773106143,3.0482353360425753e-07,0.0012844654871203016,0.12746690697827662,2.6951007867650596e-06,1.0802472708374535e-09,2.186802966061209e-15,0.010755662005555883,1.1078754192370732e-06,1.6534584641324307e-06,5.691427716976499e-05,1.4822668278403478e-06,1.793992013443012e-09,5.742822374499743e-13,2.629849809101259e-06,4.7433127772509966e-09,1.3647799784915784e-07,3.4735371542220746e-07,3.551735302592848e-14,3.1068007759655557e-13,2.969652202982952e-05,2.1341190543926108e-11,0.06101424584355074,0.0025166441579011615,4.041022916396836e-05,1.1471307933494763e-05,0.00023934823795260436,6.386218306936715e-05,0.025395814004657864,3.302791765953238e-05,1.2944881830092426e-05,0.00020157572234032368,0.001350730015785153,0.0004259653597141986,0.11316975465365889,0.0002151185837038472,0.00598586623628969,3.188655886106591e-09,0.023234322889088322,0.0004607273834231646,1.265021170531863e-07,3.9017606514592654e-12,8.402588079024255e-10,3.64905185166116e-05,0.0007890334142365668,5.7074574657277245e-05,7.150503575429525e-13,3.5269439499871333e-07,0.00031780504471162096,0.016208590864512106,2.6270175338834453e-08,1.5230690525818066e-09,0.0035641971367252564,2.017022359511016e-06,4.5177304478339847e-11,5.353288078944456e-07,2.9571725418078417e-10,1.1023393495047692e-07,3.229532807908187e-08,1.0978251486540122e-05,2.9693696124793507e-07,1.2230687210283882e-07,0.0001860136159791141,0.00016407366171468867,5.534854491475736e-10,8.313933452482636e-11,1.0540362925622678e-11,5.826577632259608e-12,0.001199557523852724,5.124680087425657e-07,5.392135299182291e-08,7.046015218081242e-09,7.184134829530942e-07,0.0013216480103820474,1.633313319840431e-08,8.051238513838572e-11,3.691209942464489e-06,0.00014945742267355992,4.282920164290209e-09,1.196198055320893e-05,2.869727887168264e-10,0.0009720479028892968,1.9091471986692848e-07
2.4144624549530702e-05,0.9419999087565097,0.005610566586554567,0.002199936511339095,0.002609835775430619,0.053322230003964896,0.0,0.0,0.0015199831419766034,6.185966596977865e-05,0.32460940400687066,0.011775296347459142,0.0005959746416449226,3.567727583360222e-08,2.2608736552310596e-06,1.2616669586386706e-05,0.0010081748150613334,0.00528874677964152,0.0007267112436151029,1.2143684657903601e-06,0.00023382662274681952,9.714596101596659e-09,8.20176484867996e-06,3.725452492648356e-05,1.6459486950637898e-07,0.0006170393498836041,1.5104348587490104e-07,2.5671947753388643e-05,5.198780436102631e-06,5.548820028786567e-08,1.774186571121454e-06,1.0700416830735221e-09,2.0219255909670325e-08,1.332074080237534e-06,3.76,0.0,0.0001579588157150632,0.7056599594238714,0.14437594797666703,0.0021777691931028228,0.7833040367194986,0.024978998770419095,0.07478231768404975,2.925259844846613e-07,0.0012788534530691052,0.12758214868896983,2.6976185540862707e-06,1.0506670357481263e-09,2.0897231109670332e-15,0.010813614668921796,1.1098092537506827e-06,1.656144754999133e-06,5.466340064315804e-05,1.4847033467229136e-06,1.7138260751881537e-09,5.724610293011868e-13,2.6340666531817525e-06,4.750919139626718e-09,1.366968646488145e-07,3.4790220099964893e-07,3.540471637817526e-14,3.0969374110481343e-13,2.9189898229549396e-05,2.090941361089037e-11,0.0620153731847702,0.002450759711265148,4.072172302530489e-05,1.15646728117752e-05,0.00024133320131542414,6.310316429955703e-05,0.025211831635934615,3.230078089703384e-05,1.2890378278919936e-05,0.0002001454725632366,0.0013478423336147891,0.0004233091326433179,0.11371101282926165,0.00021315478402436993,0.005891452174911836,3.1993159179666595e-09,0.02296988113489676,0.00046577310950616564,1.2509623796387276e-07,3.858397957920924e-12,8.425549659337781e-10,3.649849429809216e-05,0.0007896051061366212,5.759027857957566e-05,7.07103480544221e-13,3.5892056356937535e-07,0.0003137243647033899,0.016126498911033973,2.5805572865080396e-08,1.5272952816094378e-09,0.00354272980936331,2.0130921006164e-06,4.498803949369225e-11,5.300098214747886e-07,2.932192715435461e-10,1.0813564439000482e-07,3.1809061886778876e-08,1.0977676530956212e-05,2.969167676891554e-07,1.2142194003583e-07,0.00018448608119337324,0.00016268647991245973,5.47339488488838e-10,8.205161047345815e-11,1.0759555732559169e-11,5.9478489871814666e-12,0.0012115986603550928,5.150424946875903e-07,5.444308181303217e-08,7.190072163726093e-09,7.221115169279846e-07,0.0013331077839018083,1.626458331991666e-08,8.276199304446301e-11,3.6903429903854965e-06,0.00014892490864733772,4.274700597801103e-09,1.1986751539458168e-05,2.8615553616917103e-10,0.0009793613627695219,1.9140769060775096e-07
2.4347831863261366e-05,0.9425084693753651,0.005705901550301073,0.002237478097761618,0.002652512059057633,0.05325114144670814,0.0,0.0,0.0015024365292644773,6.073545936798728e-05,0.3279379844595947,0.012011566436597263,0.0005949855778236779,3.7699205804540575e-08,2.3395790699800842e-06,1.2945748231460928e-05,0.001008094380236761,0.0052222063256629776,0.0007350704798415188,1.2500282433525577e-06,0.00023886745040630833,1.0022939812126167e-08,8.430456888018864e-06,3.751416751809819e-05,1.632780253737121e-07,0.0006216453474565783,1.5557533835797656e-07,2.5894196422681647e-05,5.14254286083926e-06,5.566584347271664e-08,1.7903794251486882e-06,1.073906162469848e-09,2.0686554950068796e-08,1.3362099733061786e-06,3.76,0.0,0.00014642545301586258,0.7025514741534045,0.14580975373682029,0.0021715671145102703,0.7859947363091683,0.023976897190300373,0.07360570000938968,2.806192941577726e-07,0.0012732201394856392,0.12767994068779975,2.699767084396939e-06,1.0216694670173352e-09,1.9959747451336854e-15,0.010871027136742584,1.1114426563950682e-06,1.6583819554609832e-06,5.248813754772129e-05,1.4867372056554282e-06,1.6368633170854692e-09,5.70470405798066e-13,2.637569062624732e-06,4.757236904254625e-09,1.368786549025045e-07,3.4835631698002634e-07,3.528160199059719e-14,3.086157532606611e-13,2.8678906289004203e-05,2.0478726093177312e-11,0.0630265599829101,0.0023852258288359005,4.103895880953381e-05,1.1659729277978646e-05,0.00024336069359178893,6.236830595329529e-05,0.025024594995486964,3.1583341542245744e-05,1.2835363697241818e-05,0.0001987389692666588,0.0013449996929553478,0.0004206725107562515,0.11423892265615754,0.00021121254539591995,0.00579841722645748,3.2102472295664383e-09,0.02269783452304953,0.0004709206387032857,1.2370271338620448e-07,3.815416215203219e-12,8.448979694978386e-10,3.6501885069237784e-05,0.000790422641708518,5.813355214789888e-05,6.992264043504307e-13,3.6534667665736383e-07,0.00030969556074905946,0.016040938300390273,2.5348290027880023e-08,1.5316112811340054e-09,0.0035209897888894225,2.009206604724808e-06,4.4811969386514194e-11,5.245992520611669e-07,2.9068303079380127e-10,1.0605662312515995e-07,3.131923209400821e-08,1.0975199357799551e-05,2.9684512869485323e-07,1.2052135480298447e-07,0.00018294118633873925,0.00016125109179096733,5.410647457445219e-10,8.096215886257012e-11,1.0985377452291115e-11,6.072788292483979e-12,0.0012238509865137319,5.176500401354643e-07,5.4973835241277266e-08,7.337236685481629e-09,7.256291965098413e-07,0.0013442543961113937,1.6200803669260466e-08,8.508191733835108e-11,3.6884832027054486e-06,0.00014829720074773498,4.264064883763212e-09,1.2011562030287118e-05,2.8533070538420774e-10,0.000986685301923238,1.9188688308571283e-07
2.455103917699203e-05,0.9430152813620448,0.005804050555050781,0.002276533728435718,0.002696511217840701,0.05317272823663586,0.0,0.0,0.0014850631742404214,5.9628725539408405e-05,0.33127010087351644,0.012252685332007053,0.0005940123552624448,3.986068340774058e-08,2.4219510554361464e-06,1.3286364153553614e-05,0.0010079442976742216,0.005155476377188508,0.0007434390196986441,1.2864605799454058e-06,0.00024388871536316106,1.0342649717496196e-08,8.666569421721022e-06,3.777101483610863e-05,1.6197666214497725e-07,0.0006260689896347332,1.6024339980278358e-07,2.6112155171438202e-05,5.08506952776595e-06,5.5838671298479514e-08,1.8069343709303005e-06,1.0777966610847534e-09,2.1164479425315612e-08,1.3400815978633834e-06,3.76,0.0,0.0001357432608036761,0.6994307353421412,0.14724127740800147,0.002164680076620953,0.7886924765610097,0.023004221548999094,0.07242235118112056,2.6909267093776164e-07,0.001267564620688593,0.12776032155185227,2.701547240834258e-06,9.932436278165155e-10,1.905472956191917e-15,0.010927866309044989,1.1127758689993414e-06,1.66017052632638e-06,5.038652511975961e-05,1.4883688210373862e-06,1.562988961953539e-09,5.683122960186239e-13,2.640357793215323e-06,4.762267435488777e-09,1.370234078746118e-07,3.487161649201142e-07,3.5148129170042063e-14,3.074471589655721e-13,2.816390905054541e-05,2.0049220670187067e-11,0.06404808312688011,0.002320080020658991,4.136188631889142e-05,1.1756465092358685e-05,0.00024543097192059846,6.165620301028102e-05,0.02483408919697204,3.087543369929361e-05,1.2779756734815473e-05,0.00019735548079646972,0.0013421978153695406,0.0004180538436623213,0.11475327515239028,0.00020929140492540886,0.005706761129516592,3.2214414295013213e-09,0.022418365284109672,0.00047617271451108,1.223208960489639e-07,3.772795453694786e-12,8.472841486050939e-10,3.650045539828842e-05,0.0007914892074144804,5.87052783296139e-05,6.91415468539059e-13,3.7197900735855516e-07,0.0003057171092395316,0.015951847662761812,2.4898128280912425e-08,1.5360105651731145e-09,0.0034989593373145407,2.0053684128506897e-06,4.464902811967968e-11,5.190964471356015e-07,2.881084469364925e-10,1.0399658727856372e-07,3.0826029895967285e-08,1.097080923224598e-05,2.9672175132983105e-07,1.1960504501693338e-07,0.00018137947373353172,0.0001597685845735019,5.346647282925663e-10,7.987128591791826e-11,1.1218041788178891e-11,6.2015136978167085e-12,0.0012363205433433438,5.20291274662474e-07,5.551387844951471e-08,7.487632223323584e-09,7.289640994283535e-07,0.0013550831835158945,1.6141770373826983e-08,8.74748161768131e-11,3.685625073000586e-06,0.00014757478580736726,4.251021613126901e-09,1.2036408402163302e-05,2.8449794568913456e-10,0.0009940117455984226,1.9235052976520434e-07
2.4754246490722694e-05,0.9435204193008688,0.0059051188477130265,0.0023171776327695725,0.0027418892857118526,0.05308699971487721,0.0,0.0,0.0014678576045585776,5.8539067425758725e-05,0.3346061466197788,0.012498811364722449,0.0005930547600184611,4.2173035332702734e-08,2.5082057398623186e-06,1.3638973005976994e-05,0.0010077155355461423,0.005088598679337514,0.000751815082902823,1.3236683369231705e-06,0.00024888457907768044,1.0674344328914698e-08,8.910385288471725e-06,3.8024986681309695e-05,1.6068967921752276e-07,0.0006303049547575215,1.6505210763197298e-07,2.6325672469800584e-05,5.0263486659855545e-06,5.600600184904847e-08,1.8238595441428214e-06,1.081707206615221e-09,2.1653307514668115e-08,1.3436865925936018e-06,3.76,0.0,0.00012585098866133934,0.6962972225981856,0.14867040672306106,0.0021571048660726073,0.7913977973239095,0.022060394843612004,0.07123252935143717,2.5793571597385677e-07,0.0012618859536219413,0.12782331949048636,2.702959668149467e-06,9.653788170034323e-10,1.818134566003857e-15,0.010984094273311568,1.1138090794145217e-06,1.661510847307756e-06,4.835662154086456e-05,1.489598536966843e-06,1.4920919013503677e-09,5.659886008876858e-13,2.642433471511116e-06,4.766011864632165e-09,1.3713115612428493e-07,3.4898182923949355e-07,3.500441548217554e-14,3.061889878761765e-13,2.7645262312914164e-05,1.9620990075308716e-11,0.06508023074101027,0.0022553589581364,4.169044918564788e-05,1.1854866391422882e-05,0.00024754427595102254,6.096549316852549e-05,0.02464029888181227,3.017689219231049e-05,1.2723471484844812e-05,0.0001959942295118414,0.0013394320106030492,0.00041545137588363157,0.1152538454474457,0.00020739086727449477,0.0056164821659559425,3.232889678166987e-09,0.022131658007228504,0.00048153204513317813,1.2095011886015533e-07,3.730515092217763e-12,8.497096916976129e-10,3.649395346305917e-05,0.0007928080438900409,5.930638167375633e-05,6.836669005807047e-13,3.7882394681271876e-07,0.00030178746367582286,0.01585916421016629,2.445489029931794e-08,1.5404864026660341e-09,0.0034766197108151756,2.001579629184792e-06,4.4499147654748584e-11,5.135007592303629e-07,2.85495386658802e-10,1.0195524676509668e-07,3.0329642629355e-08,1.0964494120231968e-05,2.9654630753001884e-07,1.1867293699903808e-07,0.00017980144674946294,0.0001582400365671992,5.281429102103778e-10,7.877927803240339e-11,1.1457766726912961e-11,6.334145707198088e-12,0.001249013277701024,5.229667091120937e-07,5.60634717072795e-08,7.64138711729808e-09,7.32113716815941e-07,0.0013655894455915291,1.6087458842534042e-08,8.99434369589093e-11,3.68176302473869e-06,0.00014675827662715844,4.235582208160196e-09,1.206128638523921e-05,2.8365688832806044e-10,0.0010013321025864536,1.92796768911306e-07
2.4957453804453357e-05,0.9440239565443942,0.006009215827192339,0.0023594882706144326,0.0027887048796899918,0.052993965131831335,0.0,0.0,0.0014508141877429782,5.7466079403303026e-05,0.33794652000689723,0.012750108881008401,0.0005921124044094846,4.4648614983530435e-08,2.598573202942076e-06,1.4004046516672897e-05,0.0010073985981201513,0.005021613041267485,0.0007601966635764969,1.3616530192382807e-06,0.0002538489854049214,1.1018682027290664e-08,9.162196777564195e-06,3.827598725321133e-05,1.59415957319707e-07,0.0006343479252539739,1.7000597181353808e-07,2.653458364193517e-05,4.966366210966799e-06,5.6167090596823284e-08,1.841162610919361e-06,1.0856312309238855e-09,2.215331723067563e-08,1.3470223345173954e-06,3.76,0.0,0.00011669165346602246,0.6931504060773336,0.1500970218834882,0.0021488381543162873,0.7941112382890548,0.021144848162819772,0.07003649502934217,2.471384030292568e-07,0.001256183178098869,0.12786895215887287,2.7040047887554817e-06,9.380645709266636e-10,1.7338781074836327e-15,0.011039668036112414,1.1145424169398826e-06,1.6624032103631736e-06,4.639650802659176e-05,1.4904266192355053e-06,1.4240645994460156e-09,5.635011929087049e-13,2.643796584302021e-06,4.768471070924411e-09,1.3720192495838258e-07,3.491533758372518e-07,3.4850576734896945e-14,3.0484225425975925e-13,2.7123315346743087e-05,1.9194127296966068e-11,0.06612330245085289,0.002191098497592337,4.2024583579939435e-05,1.1954917324004642e-05,0.0002497008209990182,6.029485419002412e-05,0.024443208338141228,2.9487552916910073e-05,1.2666417321913196e-05,0.00019465438922024858,0.001336697149511997,0.00041286324112476075,0.11574039211813021,0.0002055104028647812,0.00552757721522075,3.2445825989249324e-09,0.021837899850241368,0.00048700129532324295,1.1958969408162902e-07,3.6885539125852706e-12,8.521706216728605e-10,3.648211039438494e-05,0.0007943824377275115,5.9937829827794905e-05,6.759768111783102e-13,3.8588799500710523e-07,0.00029790505444561994,0.015762823854520925,2.4018380007550375e-08,1.5450317747846685e-09,0.003453951150710928,1.9978418908973864e-06,4.436225728627885e-11,5.078115522757643e-07,2.8284366926799297e-10,9.993230602789677e-08,2.983025425300311e-08,1.095624067627233e-05,2.963184337758998e-07,1.1772495535072251e-07,0.00017820757025430132,0.00015666651813934783,5.215027377231408e-10,7.768640247248154e-11,1.1704774246958259e-11,6.47080701604528e-12,0.0012619350249682302,5.256767282239457e-07,5.662286956965901e-08,7.798634666204929e-09,7.35075448405071e-07,0.0013757684338529096,1.6037843525790068e-08,9.249061702550378e-11,3.676891443614059e-06,0.0001458484148583137,4.21776098405056e-09,1.208619098322065e-05,2.828071450090481e-10,0.0010086371352498473,1.9322364199289258e-07
2.516066111818402e-05,0.9445259651751617,0.00611645519262136,0.0024035485988079855,0.002837019327338387,0.05289363378365276,0.0,0.0,0.0014339271222423647,5.640934690641898e-05,0.34129162382583816,0.013006748456511614,0.0005911847145244441,4.730090269429511e-08,2.6932983981846197e-06,1.4382072649961177e-05,0.001006983512504289,0.004954557328872405,0.0007685815158385686,1.4004146177500146e-06,0.0002587756564449852,1.137636346030855e-08,9.422305690617299e-06,3.8523903936497645e-05,1.5815435804806296e-07,0.0006381925929391011,1.751095636419772e-07,2.6738709838811317e-05,4.905106016660296e-06,5.632112788513722e-08,1.8588506981343993e-06,1.0895615378101315e-09,2.2664785211534113e-08,1.3500859229154605e-06,3.76,0.0,0.00010821224769461678,0.6899897466463776,0.1515209949392574,0.0021398765103918453,0.7968333388234339,0.020257020715277577,0.06883451179193799,2.366910594051309e-07,0.0012504553170975966,0.12789722647377208,2.7046827988204448e-06,9.112906651663169e-10,1.6526237995423046e-15,0.011094539240015485,1.1149759481455596e-06,1.662847813637668e-06,4.450429068649039e-05,1.4908532498603696e-06,1.3588029984324522e-09,5.608519162197363e-13,2.644447469026301e-06,4.769645664254044e-09,1.3723573193403925e-07,3.492308508353236e-07,3.4686726981802946e-14,3.034079570251624e-13,2.6598411415721974e-05,1.8768725782349205e-11,0.06717760964908182,0.002127333703065853,4.2364216875157125e-05,1.2056599674744836e-05,0.00025190079091567296,5.964300130024533e-05,0.02424280162361396,2.8807253206585985e-05,1.2608498744633307e-05,0.00019333508248744682,0.0013339876359448135,0.0004102874565533396,0.11621265649613793,0.00020364944587292523,0.00544004180377181,3.2565101884885948e-09,0.021537280762312427,0.0004925830774210149,1.1823891258070161e-07,3.646890036528498e-12,8.546627719513544e-10,3.646463963258625e-05,0.000796215711733775,6.060063508555258e-05,6.683411900400162e-13,3.9317774997326925e-07,0.000294068288697287,0.01566276133657778,2.3588402619796254e-08,1.549639332227329e-09,0.0034309328763187496,1.9941563356925612e-06,4.423828290293293e-11,5.020282082595723e-07,2.8015306780154665e-10,9.792746485808599e-08,2.9328045834820003e-08,1.0946034231826005e-05,2.960377307812889e-07,1.1676102354319479e-07,0.0001765982710322688,0.0001550490927854217,5.147476349108386e-10,7.659290807232746e-11,1.1959289973427292e-11,6.611622318457075e-12,0.001275091490220122,5.284215828517697e-07,5.719231999520729e-08,7.959513173758145e-09,7.378465978543694e-07,0.0013856153410243812,1.599289764908712e-08,9.511928409242111e-11,3.671004713386064e-06,0.00014484607386785033,4.197575210269494e-09,1.2111116383877843e-05,2.819483063129486e-10,0.001015916927968656,1.9362909101764794e-07
2.5363868431914685e-05,0.9450265159587505,0.006226955095297017,0.0024494463558379,0.0028868968012891543,0.05278601515072651,0.0,0.0,0.0014171904292225202,5.536844612584784e-05,0.3446418648510761,0.013268907114545151,0.0005902709170546302,5.0144616024183684e-08,2.7926421327914436e-06,1.4773555716729397e-05,0.0010064598161716163,0.004887467456860811,0.0007769671392093359,1.4399514392862593e-06,0.000263658088666259,1.1748134027308961e-08,9.691023372384736e-06,3.8768606015934624e-05,1.5690372359918524e-07,0.0006418336648444462,1.8036750247301362e-07,2.6937856962339578e-05,4.8425500878291935e-06,5.646723646721509e-08,1.876930317044165e-06,1.0934902702194643e-09,2.318798534931392e-08,1.352874162345989e-06,3.76,0.0,0.0001003634676271561,0.6868146960774583,0.15294218913703828,0.002130216415562793,0.7995646377456372,0.019396359833685557,0.06762684702988594,2.2658434792771718e-07,0.0012447013771134654,0.12790813843205787,2.7049936644173893e-06,8.85047116223307e-10,1.5742935203099361e-15,0.011148653865631056,1.1151096731003113e-06,1.6628447560182255e-06,4.2678102171721415e-05,1.4908785221634998e-06,1.2962064256840233e-09,5.580425869706891e-13,2.6443863051653495e-06,4.769535969635977e-09,1.3723258641201986e-07,3.492142794515786e-07,3.451297854552156e-14,3.0188707992751856e-13,2.607088830195694e-05,1.8344879643779022e-11,0.06824347576024785,0.0020640988681603334,4.270926626433923e-05,1.2159892472975119e-05,0.0002541443306038136,5.9008684644384624e-05,0.02403906269266207,2.8135832207261945e-05,1.2549615223240099e-05,0.0001920353777836752,0.0013312973772831953,0.00040772191699837247,0.11667036194736977,0.00020180739201398833,0.005353870149715317,3.2686617258057007e-09,0.021229993718844167,0.0004982799415796025,1.1689704313878898e-07,3.60550090437404e-12,8.571817624685012e-10,3.644123629925018e-05,0.0007983112134502784,6.129585595983235e-05,6.607559019717139e-13,4.006998952536482e-07,0.00029027555026792714,0.01555891036697358,2.3164764687368153e-08,1.5543013523173065e-09,0.003407543080225222,1.9905235669681095e-06,4.4127146165706424e-11,4.961501342254917e-07,2.774233103275533e-10,9.594041930022738e-08,2.882319604556053e-08,1.0933858784456529e-05,2.957037632040264e-07,1.1578106452833945e-07,0.00017497393818282966,0.00015338881828826835,5.078810096774663e-10,7.549902591659375e-11,1.2221542774942007e-11,6.756718082452092e-12,0.0012884882277503693,5.312013817411255e-07,5.7772063386406835e-08,8.124165980500465e-09,7.404243682250817e-07,0.001395125290331831,1.5952592916672108e-08,9.783245638281021e-11,3.66409725541981e-06,0.00014375226156461936,4.175045171187914e-09,1.2136055859235525e-05,2.810799399418819e-10,0.0010231608540939043,1.940109558345449e-07
2.556707574564535e-05,0.9455256782875471,0.006340838294411911,0.00249727436543982,0.002938404461097603,0.052671119038111225,0.0,0.0,0.0014005979451048242,5.4342943777920394e-05,0.34799765329401505,0.013536768548246774,0.0005893700253586671,5.319583195070606e-08,2.8968821094792936e-06,1.5179016424218329e-05,0.0010058165454984525,0.004820377380218768,0.000785350763861792,1.480259923733787e-06,0.0002684895493636519,1.2134786446065254e-08,9.968670706918773e-06,3.9009943318379334e-05,1.5566287671451486e-07,0.0006452658696218573,1.85784440228088e-07,2.7131814541177337e-05,4.778678834458085e-06,5.660446913723557e-08,1.8954072796848536e-06,1.097408877031269e-09,2.372318723520921e-08,1.355383544718137e-06,3.76,0.0,9.309945985233583e-05,0.6836246972761834,0.1543604582362212,0.0021198542799491633,0.8023056730410899,0.018562320955715184,0.06641377272837234,2.1680924990513088e-07,0.0012389203485722066,0.12790167293236984,2.704937117737686e-06,8.593241831675674e-10,1.4988107787988583e-15,0.01120195191871863,1.1149435220232858e-06,1.6623940323296224e-06,4.091610312817465e-05,1.4905024364248452e-06,1.2361775025679497e-09,5.550749940262918e-13,2.6436131066600846e-06,4.768142013531589e-09,1.371924891630901e-07,3.4910366500823303e-07,3.432944206119022e-14,3.002805919492054e-13,2.5541078833983624e-05,1.7922683867586824e-11,0.06932123650309037,0.002001427536786298,4.305963732479648e-05,1.2264771586089666e-05,0.0002564315381440955,5.839068680204614e-05,0.023831975528794045,2.7473131259870028e-05,1.2489661054082552e-05,0.00019075428647843997,0.0013286197537220152,0.00040516438896941013,0.11711321312297922,0.00019998359611081608,0.0052690552028066,3.281025679045787e-09,0.020916234968258916,0.0005040943651255904,1.1556333177985108e-07,3.5643632543344497e-12,8.597229755905863e-10,3.641157659149516e-05,0.000800672301777562,6.202459877565017e-05,6.532166830822488e-13,4.0846118551397314e-07,0.0002865251996954641,0.015451203780765515,2.2747274154191138e-08,1.5590096958684616e-09,0.003383758926453263,1.986943616467172e-06,4.402876359793793e-11,4.901767696403504e-07,2.7465408145441963e-10,9.397086264442188e-08,2.8315881659791806e-08,1.091969698797506e-05,2.953160593837951e-07,1.1478500137366286e-07,0.00017333492350014076,0.00015168674796791652,5.009062599845931e-10,7.440497001334029e-11,1.2491764299048822e-11,6.906222291006547e-12,0.0013021306188463937,5.340160828527546e-07,5.836233154782722e-08,8.292741479733758e-09,7.428058576302483e-07,0.0014042933249297177,1.591689918337084e-08,1.0063324242401528e-10,3.6561635722146456e-06,0.00014256812316147988,4.150194225401676e-09,1.216100165496576e-05,2.802015888103389e-10,0.0010303575415079559,1.94366971439666e-07
