Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84)
1.9298797450696296e-08,0.7540754476786917,1.0060374136148025e-08,8.7292836110753e-11,3.4095039197478833e-10,5.40692411082345e-10,0.0,0.0,8.939678364640603e-08,8.409925292348678e-12,9.70359741814001e-13,1.3377892984049142e-11,1.3196984866106874e-13,4.493005586366727e-25,1.3156213109950489e-17,1.906625501590094e-11,1.7228792266836354e-11,1.8512458515625393e-10,9.892318018677679e-20,2.682366762822063e-19,1.9692560270430154e-23,1.0063506627993545e-22,3.068666158454155e-11,1.0738453716535153e-22,1.1402088444956805e-16,2.2163712516702317e-22,3.7658109133991196e-29,2.2178095225047283e-22,2.785651565069076e-24,6.875513067074881e-25,1.756800601907044e-17,2.0490843742092266e-27,1.2569040455478674e-28,2.5527567566730817e-27,3.76,0.0,0.7899939664775729,0.9990357138474641,1.1263728950952407e-11,7.18952134152486e-14,0.0007654525818327032,0.0006071554839836759,0.00014661915733397225,1.1640784432334746e-05,0.0009641957461066825,1.6363531173152463e-08,7.138408455402952e-15,6.5980123264821e-10,6.151576694487619e-17,9.230123431059147e-10,1.3792947560867727e-22,7.495115131050399e-22,2.091332789917832e-12,1.7409559110399088e-22,5.955304389403586e-15,1.4082558461144423e-28,9.37560162061759e-22,2.2614762988972322e-24,7.359750285753273e-23,4.593900627388855e-22,8.394589934646569e-30,8.231310045630922e-29,3.341908410536102e-20,2.0049954957754387e-14,2.7607256560489243e-10,4.6785767573223695e-14,6.185546004675656e-08,9.521489700492868e-09,1.4447638693986538e-08,7.183091138741829e-11,8.087106747668673e-09,1.60089782950902e-09,1.498099454714365e-09,2.4945063958103133e-11,2.604477249240168e-10,9.544891875133237e-12,1.683338491948834e-09,5.763953177335581e-15,4.7102469305493196e-07,5.305447564464881e-13,4.4371999645543837e-10,1.0480461662947843e-18,5.768422364153551e-15,1.5419016232261233e-19,4.576457547864635e-12,6.243306697764662e-11,3.524237285718401e-14,2.872228090014374e-10,2.849482329683184e-20,7.923074540580343e-13,1.619275005038486e-12,4.689595509506621e-07,3.6677873651106705e-16,4.925304992212089e-12,4.618273120384277e-11,6.441167986330633e-13,3.782133932292149e-21,5.758762974369446e-11,5.896788568243728e-15,1.2165725706987343e-16,9.753089615441727e-19,6.38503099358664e-15,5.670732223394598e-16,3.301701896848616e-12,6.82544888841142e-17,4.471520109481395e-16,1.0120250347813492e-20,4.002755080254841e-23,1.5288846260071316e-17,1.6357625800245344e-17,5.203345262565531e-19,3.1169883008953203e-22,6.0893539587148706e-24,3.590436879385412e-27,1.1949221123849415e-21,7.5036615854053475e-19,1.0673280502388368e-18,6.744973040634818e-32,6.133998404540659e-19,7.314005964593444e-21
1.976830480616933e-08,0.7540779775997773,1.051483537069372e-08,9.308203743874016e-11,3.602614517285724e-10,5.788225715909614e-10,0.0,0.0,9.157215181834782e-08,8.823461560079968e-12,1.0349115325385773e-12,1.416441919662e-11,1.423119769695466e-13,4.727842309197158e-25,1.3501025839018975e-17,1.9543110428086013e-11,1.8382774515603196e-11,1.9427571522654535e-10,1.1240076158859386e-19,2.9510939943944155e-19,2.1443483129966795e-23,1.0909773412627436e-22,3.097230457580781e-11,1.2398365411375807e-22,1.2376110856220558e-16,2.579446669972944e-22,4.2351347266380345e-29,2.4842958173110254e-22,3.2496618734079744e-24,8.008394567073586e-25,1.9360823997774352e-17,2.3818575876648347e-27,1.4702495609438778e-28,3.0119754811543402e-27,3.76,0.0,0.789975340021235,0.9990357116229512,1.2185909930604505e-11,7.858814265432208e-14,0.0007840659425448419,0.000622187750769021,0.00015019868195717916,1.164056205715269e-05,0.0009641957438113802,1.718182001453786e-08,7.668669248062933e-15,6.598228388107267e-10,6.306840141120477e-17,9.690445670617609e-10,1.5811008348719416e-22,8.411977152310924e-22,2.197412485242065e-12,1.9957324702005757e-22,6.130374528825403e-15,1.6175461545393875e-28,1.0593074477848618e-21,2.5646047296134157e-24,8.35558765090203e-23,5.174024381159178e-22,9.639799423438821e-30,9.453680725757536e-29,3.705518561957959e-20,2.0546725176186625e-14,2.9056476647074704e-10,5.0255463468702264e-14,6.321329982293937e-08,9.620785670520631e-09,1.5046070812597174e-08,7.672316965606567e-11,8.443795565904322e-09,1.670744575242358e-09,1.5445816337915344e-09,2.5619290911605126e-11,2.670159122814461e-10,1.00398765363264e-11,1.760940140875438e-09,6.028619562851738e-15,4.825097718601822e-07,5.559641943592999e-13,4.6555394501435355e-10,1.1535497522807132e-18,6.156706025143889e-15,1.6342403238421633e-19,4.6911524301544226e-12,6.539557458248289e-11,3.7330210306627164e-14,2.889558326567487e-10,3.0083827201035186e-20,8.130956746169905e-13,1.7051970216771966e-12,4.803483507672039e-07,3.8896282961086773e-16,4.993889282676406e-12,4.7311241763621503e-11,6.759279777046131e-13,4.014125646720832e-21,5.934754081880025e-11,6.077003776852626e-15,1.292179416613892e-16,1.0470916118295316e-18,6.851280657265506e-15,5.956823291051938e-16,3.3368665161926026e-12,7.42200994863299e-17,4.809260371011129e-16,1.0862998153772109e-20,4.353799200834012e-23,1.6158065048458043e-17,1.6878225243842932e-17,5.607620534497828e-19,3.365565914517662e-22,6.5717915985346265e-24,4.096326732834046e-27,1.3185724258638392e-21,8.244795646316264e-19,1.1479111402010995e-18,7.843497687124818e-32,6.756851185329221e-19,8.254272214105055e-21
2.0237812161642366e-08,0.754080507465603,1.09780603516961e-08,9.910229474686248e-11,3.801812261559027e-10,6.18645708251907e-10,0.0,0.0,9.3747543011551e-08,9.246891593535155e-12,1.1019739027337685e-12,1.4971088195345305e-11,1.5317122346732944e-13,4.969011944089138e-25,1.3845154557385395e-17,2.0010861948036737e-11,1.9583300011878188e-11,2.0364755347855603e-10,1.2733209825332174e-19,3.2393237162520014e-19,2.3287013278499744e-23,1.1794935744406887e-22,3.124625490083954e-11,1.426659943171271e-22,1.340549114258968e-16,2.9913294055551607e-22,4.7495748697754813e-29,2.774435177802244e-22,3.777058214477584e-24,9.29381529668385e-25,2.1288652853473733e-17,2.7579661599921888e-27,1.7133890502822408e-28,3.539401113989479e-27,3.76,0.0,0.7899567139956514,0.9990357093970694,1.3159554071860394e-11,8.572348603276728e-14,0.0008026788845189081,0.0006372196275043812,0.00015377813836918932,1.1640337004064495e-05,0.0009641957415147434,1.802011674009769e-08,8.224081912004671e-15,6.598442512812723e-10,6.462098524609218e-17,1.0161984449590298e-09,1.8064329131061221e-22,9.414641335829737e-22,2.3061903333808353e-12,2.2801758465154703e-22,6.306480687795517e-15,1.8516192085885308e-28,1.1933631280632107e-21,2.8994149774540325e-24,9.456514711034021e-23,5.810812955201572e-22,1.1032174515783657e-29,1.082068340987587e-28,4.100613109027364e-20,2.104348259525546e-14,3.05438658781279e-10,5.389259982147032e-14,6.456505069090596e-08,9.71782204795482e-09,1.5653102025244613e-08,8.181522975827229e-11,8.80685395441787e-09,1.7416648635088209e-09,1.5912961631182905e-09,2.6294523442665812e-11,2.7356879443356484e-10,1.0546836583024656e-11,1.8401223340871934e-09,6.299487100289853e-15,4.939959073340666e-07,5.818302108437755e-13,4.87911357457023e-10,1.2671457920577357e-18,6.5590898558203955e-15,1.7293975932854662e-19,4.805321763707513e-12,6.841877806706152e-11,3.949607893350998e-14,2.9060093344739387e-10,3.1716578301797715e-20,8.335015577929394e-13,1.7933708838223715e-12,4.917361953674545e-07,4.11825471638787e-16,5.060520612845547e-12,4.844001892038756e-11,7.085044836873045e-13,4.25514159826945e-21,6.110898674210443e-11,6.257376176746906e-15,1.3702787961904863e-16,1.1222052128183476e-18,7.338887233925034e-15,6.250173998058672e-16,3.3708222099154754e-12,8.058898400749663e-17,5.163716908706447e-16,1.164013848802467e-20,4.7285972682781343e-23,1.7043979732409553e-17,1.7392915560457668e-17,6.033131560770814e-19,3.627550573081405e-22,7.080067358104187e-24,4.65892141411004e-27,1.4514606154080557e-21,9.038798729729811e-19,1.2324383575266672e-18,9.090598978995201e-32,7.425896927874023e-19,9.288797323224896e-21
2.07073195171154e-08,0.7540830372761663,1.1449990474683208e-08,1.0535682415886292e-10,4.0071458374803377e-10,6.601939835705068e-10,0.0,0.0,9.592295732157922e-08,9.680213239185114e-12,1.1715788286542996e-12,1.579752299804243e-11,1.6455906586211914e-13,5.2165761120585e-25,1.418861748057233e-17,2.0469422227107763e-11,2.083099031327671e-11,2.1324008803387856e-10,1.4383473106788557e-19,3.5479528492876084e-19,2.5224130614454996e-23,1.2718846185594806e-22,3.150900231122171e-11,1.6363492550068208e-22,1.4491751325935053e-16,3.4572151047613154e-22,5.312250851120947e-29,3.089570653319804e-22,4.374665311706059e-24,1.0747862543545419e-24,2.3358165703538683e-17,3.1817011363047505e-27,1.9896281551740808e-28,4.1431097330075444e-27,3.76,0.0,0.7899380884007795,0.9990357071698143,1.4186259773837947e-11,9.331883706498733e-14,0.0008212914077596133,0.0006522511135349058,0.0001573575265555486,1.1640109982756808e-05,0.0009641957392167433,1.8878420918939282e-08,8.805181995923827e-15,6.598655211399459e-10,6.617351836100473e-17,1.0644739268446617e-09,2.0573625053672334e-22,1.0508786442320927e-21,2.4176711675049036e-12,2.5968886964238805e-22,6.483622910590592e-15,2.1126916631400004e-28,1.3406318071237685e-21,3.268318904218036e-24,1.0670611693889057e-22,6.508252058654104e-22,1.2584852409076055e-29,1.2345244192972516e-28,4.529302520393837e-20,2.1540227212136384e-14,3.206943725694887e-10,5.770126198044557e-14,6.591077839898517e-08,9.812736088811532e-09,1.6268617179607257e-08,8.710991198311406e-11,9.176231641153478e-09,1.8136364945088455e-09,1.6382353353521758e-09,2.6970785520516912e-11,2.801064420785545e-10,1.106572710234553e-11,1.9208776580006416e-09,6.576635715299878e-15,5.054830914006079e-07,6.081354262054726e-13,5.10792171427463e-10,1.3892894800834476e-18,6.975610965813572e-15,1.8273724831850493e-19,4.918970226554893e-12,7.150206249191915e-11,4.1741882580886414e-14,2.9216318538902824e-10,3.3393003067363195e-20,8.535201135479866e-13,1.8837986867552117e-12,5.031230848738872e-07,4.3536726471657437e-16,5.1253044868126114e-12,4.9569064895999525e-11,7.418462113142454e-13,4.505404104752302e-21,6.287178541141786e-11,6.43788711825509e-15,1.4508742247853056e-16,1.2007174803174322e-18,7.848265828120058e-15,6.550806705424703e-16,3.4036111667109816e-12,8.738134394827054e-17,5.535304385947605e-16,1.2452370453297233e-20,5.1283432633879883e-23,1.7945731593915703e-17,1.7901424381310044e-17,6.480523985508724e-19,3.903360284837526e-22,7.614981442843163e-24,5.283028061211489e-27,1.5940221263885792e-21,9.888057457509887e-19,1.3210149765426408e-18,1.0502533651128612e-31,8.143352941038643e-19,1.042448488967596e-20
2.1646334228061475e-08,0.7540880967314956,1.241973822684637e-08,1.1858130107805471e-10,4.436413256208167e-10,7.485935262331015e-10,0.0,0.0,1.0027385574412537e-07,1.0576522757569352e-11,1.3185439395880591e-12,1.7508161564234243e-11,1.8896603941263435e-13,5.731151080112767e-25,1.4873632403830708e-17,2.135873986823006e-11,2.3470283858383503e-11,2.3308719836240066e-10,1.8205667504911832e-19,4.2300864870148624e-19,2.9382434057410887e-23,1.4681974833354038e-22,3.200274299757101e-11,2.1331865250545778e-22,1.684093581652721e-16,4.57387563495262e-22,6.595479587345728e-29,3.8003451298923196e-22,5.810551427704926e-24,1.4232427466095185e-24,2.79497346033184e-17,4.190691830260351e-27,2.6560229043756214e-28,5.6153328193146694e-27,3.76,0.0,0.7899008385029994,0.9990357027111649,1.640531293807934e-11,1.099610804440575e-13,0.0008585151980612409,0.000682312911744096,0.0001645160982363597,1.1639651945281768e-05,0.0009641957346166374,2.0655049909250083e-08,1.0046570944500531e-14,6.599077704806214e-10,6.927843219636015e-17,1.164389501901162e-09,2.644931848966713e-22,1.2995378287139864e-21,2.6487611245232967e-12,3.338319521945448e-22,6.841015752259264e-15,2.7253880666095675e-28,1.678639065802923e-21,4.118643868967572e-24,1.3472629205717155e-22,8.101906538430032e-22,1.622772675683912e-29,1.5922745366249948e-28,5.496435561288433e-20,2.253367803541633e-14,3.523517070203406e-10,6.584963653761736e-14,6.858442686844157e-08,9.996710037035417e-09,1.7524665302007356e-08,9.831823754084203e-11,9.933753298444671e-09,1.9606472303358396e-09,1.7327587048033594e-09,2.832649743498575e-11,2.931363188928269e-10,1.2139120918380219e-11,2.087079086892837e-09,7.15011468531161e-15,5.284605741185824e-07,6.620355901010817e-13,5.581237546097601e-10,1.6611328875502365e-18,7.851185210559609e-15,2.031768411250666e-19,5.144723969643709e-12,7.784641164510762e-11,4.648120458419147e-14,2.950579790062202e-10,3.687655341168982e-20,8.923809043941459e-13,2.071425087673738e-12,5.258939990764537e-07,4.844907509064562e-16,5.2497298092592e-12,5.182797222222035e-11,8.108249105473476e-13,5.034591047355968e-21,6.640080892216315e-11,6.799259894212242e-15,1.6195634622722412e-16,1.3682072757602337e-18,8.933984323211708e-15,7.174009239011878e-16,3.465850343358161e-12,1.0232063602544945e-16,6.331534299455438e-16,1.418488954713816e-20,6.007655131184017e-23,1.979332944183673e-17,1.8898962307196637e-17,7.4435912191949e-19,4.498162900932628e-22,8.76799493958209e-24,6.736433819246697e-27,1.909951806134661e-21,1.1762128139510154e-18,1.5107486039709388e-18,1.3892956395235597e-31,9.732618597997154e-19,1.3028605830207773e-20
2.258534893900755e-08,0.7540931559657488,1.3423634970791749e-08,1.3278016140407725e-10,4.890798695582792e-10,8.442742709956684e-10,0.0,0.0,1.0462484811900326e-07,1.1512372906354304e-11,1.4760619030987066e-12,1.9293252153949203e-11,2.1562308991240757e-13,6.272125457944562e-25,1.5556267028129134e-17,2.2210817574411055e-11,2.6305361115006005e-11,2.5381695072320827e-10,2.281402257731316e-19,5.005026144577993e-19,3.392383755307668e-23,1.6796643182551436e-22,3.245704008758395e-11,2.7496122659135623e-22,1.943557782028285e-16,5.979698928166179e-22,8.112586465742892e-29,4.62792048819918e-22,7.623269717803795e-24,1.861658158973814e-24,3.319210468861554e-17,5.4492202089833295e-27,3.501676661096079e-28,7.508474150883194e-27,3.76,0.0,0.7898635903275517,0.999035698246968,1.8856109193764948e-11,1.28660126736346e-13,0.0008957373134930007,0.0007123731429625075,0.00017167439701830497,1.1639190667450175e-05,0.0009641957300114282,2.251170352682245e-08,1.1397058043619193e-14,6.599497828024969e-10,7.238314258930837e-17,1.2687908893357909e-09,3.362966568843386e-22,1.5921808810286742e-21,2.8907210146259788e-12,4.244062492476443e-22,7.202553501374484e-15,3.476180875862674e-28,2.081428145215965e-21,5.137264196519073e-24,1.6834373977330523e-22,9.99044660857529e-22,2.0690152574181095e-29,2.030597849544346e-28,6.625960268783218e-20,2.352707764664728e-14,3.8553752377154754e-10,7.47338147679707e-14,7.123476893237994e-08,1.0173666458044007e-08,1.8813396503293502e-08,1.1036998759401167e-10,1.0715995016085663e-08,2.111608054195607e-09,1.8280974068328017e-09,2.968663108041371e-11,3.0610611586124484e-10,1.3259702729288743e-11,2.259489175297004e-09,7.749769512330589e-15,5.514421597286535e-07,7.17612073677981e-13,6.075481960400513e-10,1.9730977024011574e-18,8.783617861041891e-15,2.2474094056535887e-19,5.3684535066402875e-12,8.442369660327844e-11,5.15645941285582e-14,2.97675210086046e-10,4.053379106302306e-20,9.296593384200564e-13,2.2680953878878873e-12,5.486610942856283e-07,5.363383275710145e-16,5.367921762194942e-12,5.4087981641634574e-11,8.828632337516066e-13,5.603598508664816e-21,6.993350957865694e-11,7.161009268681502e-15,1.798260717993035e-16,1.5500964642802705e-18,1.0111697287842981e-14,7.826616202295354e-16,3.5238931493037236e-12,1.1921306307388574e-16,7.2012813152941825e-16,1.6066085216061504e-20,7.002094478883382e-23,2.1694088061966912e-17,1.9869247058583405e-17,8.502216130462347e-19,5.153465817146616e-22,1.003751975997701e-23,8.500851715275408e-27,2.2700240867722482e-21,1.3887057474778226e-18,1.7180001284747102e-18,1.8174147479829348e-31,1.154339974772113e-18,1.612854359740099e-20
2.3524363649953622e-08,0.7540982149789104,1.4461255376117569e-08,1.4797730381727478e-10,5.370678671204272e-10,9.47486056841407e-10,0.0,0.0,1.089759356706619e-07,1.248774649410248e-11,1.6443881480158405e-12,2.1149690560464943e-11,2.4461912908209595e-13,6.84010754161018e-25,1.6236750316332437e-17,2.3025711839409854e-11,2.9340724777733846e-11,2.754292497839191e-10,2.8327246726624655e-19,5.880583133065534e-19,3.885201151045024e-23,1.9059390526957276e-22,3.2875112557236795e-11,3.5075073998358686e-22,2.22873638221491e-16,7.7327111824676725e-22,9.893694439626494e-29,5.584007350834329e-22,9.888815545011896e-24,2.407748790565202e-24,3.914438658197552e-17,7.002894511780939e-27,4.56401514697421e-28,9.91607702967722e-27,3.76,0.0,0.789826343874094,0.9990356937771876,2.155188739970784e-11,1.495646692393325e-13,0.0009329577541021112,0.0007424318058804224,0.00017883242297034822,1.1638727685723481e-05,0.0009641957254009994,2.444837830856739e-08,1.2860815900899786e-14,6.599916686936438e-10,7.548764936438033e-17,1.3776776839847223e-09,4.2328368891945723e-22,1.9341956095624304e-21,3.1435894912134614e-12,5.340902482123836e-22,7.568236654093906e-15,4.388024618922902e-28,2.5578164179719028e-21,6.347859581854198e-24,2.0835339052974758e-22,1.2212297883339412e-21,2.6108105579385494e-29,2.5628773000408804e-28,7.938763244190246e-20,2.452042605522401e-14,4.2025239669342606e-10,8.43875052102326e-14,7.386232550625763e-08,1.034446510017492e-08,2.0134065649796264e-08,1.2328648104472175e-10,1.1522617823745519e-08,2.2663570720080984e-09,1.924202162938294e-09,3.1051400441974284e-11,3.190164099653823e-10,1.4427120520508186e-11,2.4380556574327857e-09,8.376368655612017e-15,5.744277911348773e-07,7.74816946418463e-13,6.590649974559795e-10,2.329519300326549e-18,9.773023159800796e-15,2.4742690924477324e-19,5.590199838034666e-12,9.12289984726269e-11,5.700944178256606e-14,3.0004593089158637e-10,4.4363961208261045e-20,9.653509137246858e-13,2.4738307518982904e-12,5.714243713686808e-07,5.909153425055269e-16,5.480569895290113e-12,5.6349111154324665e-11,9.579603397026865e-13,6.214448834413148e-21,7.34690088885128e-11,7.52304527245192e-15,1.9869696531898193e-16,1.746915838961387e-18,1.1384620295835421e-14,8.508817444943737e-16,3.5780275922838945e-12,1.382447613174836e-16,8.147887638805782e-16,1.8101440226127407e-20,8.122683836749824e-23,2.364137644992321e-17,2.0811090432022652e-17,9.6619913253208e-19,5.872889439083766e-22,1.143049215410043e-23,1.0625609492452654e-26,2.6780435034060885e-21,1.6283655246072408e-18,1.943698014506098e-18,2.3532059013598744e-31,1.3595255574810138e-18,1.97917985673066e-20
2.4463378360899695e-08,0.754103273770968,1.553219087378858e-08,1.6419586243798967e-10,5.876424776577498e-10,1.058475620288977e-09,0.0,0.0,1.1332711979504273e-07,1.3502626348469043e-11,1.8237792866573305e-12,2.3074376393107237e-11,2.7604180952506905e-13,7.435753677637328e-25,1.691533720524409e-17,2.380373194647819e-11,3.258068319290632e-11,2.979240007778157e-10,3.487605342951651e-19,6.864844507336264e-19,4.4168997821669516e-23,2.1465931380490316e-22,3.3259910114278107e-11,4.431588808372139e-22,2.5407740225000584e-16,9.899495395492986e-22,1.1971392594585964e-28,6.680692013508679e-22,1.2694189276371872e-23,3.08169808887939e-24,4.5868213206915725e-17,8.902891975162673e-27,5.886196491158327e-28,1.2946958335199802e-26,3.76,0.0,0.7897890991422816,0.999035689301789,2.4506082959985935e-11,1.7282669066198446e-13,0.0009701765199392897,0.0007724888998460146,0.00018599017618824702,1.1638263841082618e-05,0.0009641957207850246,2.6465070788934426e-08,1.4441968355357432e-14,6.600334886845809e-10,7.859195243536809e-17,1.4910494786191054e-09,5.278264782627703e-22,2.331363472159911e-21,3.4074052030903605e-12,6.65853961741986e-22,7.938065743958676e-15,5.486436751045803e-28,3.117366663710426e-21,7.776182919771194e-24,2.556204423058782e-22,1.48089541619921e-21,3.263271543503265e-29,3.203988944175653e-28,9.45768923538839e-20,2.5513723275300884e-14,4.564967557563772e-10,9.484493905377318e-14,7.646761393801132e-08,1.0509876738773366e-08,2.1485993961541415e-08,1.370885607793082e-10,1.2353306949148116e-08,2.4247389780784822e-09,2.0210281106608975e-09,3.2421028643225934e-11,3.3186778120815777e-10,1.5641025514132912e-11,2.6227290335785075e-09,9.030733052986499e-15,5.974174142015914e-07,8.336065465404803e-13,7.126736608527678e-10,2.735066666239051e-18,1.0819449900323305e-14,2.712314435239206e-19,5.810004639709315e-12,9.825741445227612e-11,6.28341318320868e-14,3.021976938014777e-10,4.836625089189924e-20,9.994630596780695e-13,2.6886544170586424e-12,5.941838311581411e-07,6.482275420917422e-16,5.588300720710786e-12,5.861137886244929e-11,1.0361153876223254e-12,6.869277876056371e-21,7.700660675559077e-11,7.885296206453395e-15,2.185685417484888e-16,1.959191813538422e-18,1.2755925263251736e-14,9.220806851968887e-16,3.6285220222148537e-12,1.5961316032799554e-16,9.174706374029435e-16,2.0296393310419435e-20,9.381123693232064e-23,2.562874839003922e-17,2.17236528347177e-17,1.0928723909223227e-18,6.660192528153982e-22,1.2954116805446479e-23,1.316538767796511e-26,3.1379553385539025e-21,1.897348647974281e-18,2.188814384815319e-18,3.018242815785155e-31,1.5908550100893158e-18,2.4091698248197946e-20
2.540239307184577e-08,0.7541083323419113,1.6636048235780405e-08,1.8145823466252645e-10,6.408404076660843e-10,1.1774867140378655e-09,0.0,0.0,1.1767840204161124e-07,1.455699531767517e-11,2.0144937713364187e-12,2.5064234128733166e-11,3.09977545818892e-13,8.059766338724042e-25,1.7592302901813856e-17,2.454539689401245e-11,3.602935881781473e-11,3.213011098417848e-10,4.26038319670412e-19,7.966168802354936e-19,4.987535841072908e-23,2.401127267508905e-22,3.361413617436281e-11,5.549635808509147e-22,2.8807902745928986e-16,1.2556038984816996e-21,1.4380848877979277e-28,7.930403725406948e-22,1.6138392370662624e-23,3.906362068901462e-24,5.34277251497808e-17,1.1206310079165209e-26,7.5176896149655025e-28,1.6726858842790737e-26,3.76,0.0,0.789751856131771,0.9990356848207377,2.77323254910914e-11,1.9860131987486295e-13,0.001007393611058359,0.0008025444246171972,0.00019314765678230892,1.1637799540175956e-05,0.0009641957161635149,2.8561777500960375e-08,1.6144591044310858e-14,6.600752720444898e-10,8.169605177170968e-17,1.6089058640970836e-09,6.525465018953485e-22,2.7898709598298033e-21,3.682206794674628e-12,8.229758896704688e-22,8.312041335584799e-15,6.79965361444461e-28,3.7704136060165664e-21,9.450137154220093e-24,3.1108299342707397e-22,1.782507711202509e-21,4.043118614600398e-29,3.9703927410425246e-28,1.1207657753394107e-19,2.6506969323732576e-14,4.942709157496772e-10,1.061409108047749e-13,7.905114733325924e-08,1.0670592321287585e-08,2.2868562570873545e-08,1.5179663539737e-10,1.320776970418107e-08,2.586604813281455e-09,2.1185342581575814e-09,3.379574757924561e-11,3.446608122461333e-10,1.6901072163737445e-11,2.8134623712512806e-09,9.713733498656963e-15,6.204109775462175e-07,8.939410962290532e-13,7.683736884827678e-10,3.194758378025604e-18,1.1922889688750009e-14,2.961506620472748e-19,6.027909930780988e-12,1.0550406637531386e-10,6.905806230375019e-14,3.041549445197196e-10,5.253979735072371e-20,1.0320131537490236e-12,2.912591762000875e-12,6.16939474458719e-07,7.082811408304992e-16,5.6916820448712235e-12,6.087480297177684e-11,1.1173275371886481e-12,7.570338043657407e-21,8.054574585054746e-11,8.247704992828553e-15,2.394395897671191e-16,2.1874466910046743e-18,1.4228742224194757e-14,9.962781894974635e-16,3.675626468805547e-12,1.835272172474147e-16,1.0285101427190245e-15,2.26563419009575e-20,1.0789806964395885e-22,2.7649978100284154e-17,2.2606394576259566e-17,1.2308452055806246e-18,7.519282700669303e-22,1.4615887675447722e-23,1.6180561263104638e-26,3.653844534609876e-21,2.1978867055794674e-18,2.4543681783152053e-18,3.8374237753054965e-31,1.8504449437117247e-18,2.910763178006922e-20
2.6341407782791842e-08,0.7541133906917306,1.7772448279846248e-08,1.997861071823337e-10,6.966979434887531e-10,1.3047602159897534e-09,0.0,0.0,1.2202978409706577e-07,1.5650836271831214e-11,2.216792441311871e-12,2.711623074743485e-11,3.465115352678883e-13,8.71289228595942e-25,1.8267937901165218e-17,2.5251397592193207e-11,3.969069627693868e-11,3.455604842982118e-10,5.166732829684757e-19,9.19318183219233e-19,5.597032292615659e-23,2.6689826212037556e-22,3.39402689129021e-11,6.892723638138083e-22,3.249878786100383e-16,1.578862651125224e-21,1.7159926805762213e-28,9.345883308900034e-22,2.0333457083275303e-23,4.907479281677102e-24,6.188955576363784e-17,1.3976516979933084e-26,9.514879696083077e-28,2.1400179589518635e-26,3.76,0.0,0.7897146148422179,0.9990356803339987,3.124443664212647e-11,2.270466946648356e-13,0.0010446090275158945,0.0008325983801561492,0.00020030486486728903,1.1637334971568572e-05,0.0009641957115366262,3.073849497713646e-08,1.7972711963906994e-14,6.60117032345893e-10,8.479994737062792e-17,1.7312464295005713e-09,8.003287852189377e-22,3.3163209204455343e-21,3.968032906182648e-12,1.009060130525319e-21,8.69016401940405e-15,8.358788239924851e-28,4.528090062288753e-21,1.1399850991925649e-23,3.7575463634640894e-22,2.13085944008536e-21,4.9687727299696206e-29,4.880224412838468e-28,1.321578194716053e-19,2.7500164218312234e-14,5.335750996913322e-10,1.1831081794847574e-13,8.161343396903908e-08,1.0827231213325257e-08,2.428120670593995e-08,1.6743071707633652e-10,1.4085733571220281e-08,2.7518117283046614e-09,2.216683012764079e-09,3.517579756949404e-11,3.573960881033923e-10,1.8206918150038287e-11,3.0102111244455504e-09,1.0426288288898754e-14,6.434084323505218e-07,9.557843461664025e-13,8.26164582855584e-10,3.71397858245738e-18,1.3083284268568165e-14,3.2218018422830763e-19,6.243957818024622e-12,1.1296410839831168e-10,7.570166413585495e-14,3.0593937310307606e-10,5.688369540365139e-20,1.0630267790886951e-12,3.1456703722931157e-12,6.396913020529451e-07,7.710828784681401e-16,5.791227352106488e-12,6.313940179336282e-11,1.2015959485449866e-12,8.32000123044605e-21,8.408598256926168e-11,8.61022620069045e-15,2.6130828280538547e-16,2.43219891286217e-18,1.5806160990006083e-14,1.0734943229304185e-15,3.719573891499642e-12,2.1020764164241033e-16,1.1482447415758386e-15,2.518664466328311e-20,1.2361832884890247e-22,2.969908822340135e-17,2.3459032600061717e-17,1.3807462320702958e-18,8.4542273997027765e-22,1.6423609795088048e-23,1.9737549937009052e-26,4.229934679393243e-21,2.5322859636848914e-18,2.7414281788568023e-18,4.839343482871253e-31,2.140491904470238e-18,3.492528365523532e-20
