Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84)
9.415042100889226e-06,0.7960924689665118,0.0002575123026081821,6.092359656381079e-05,0.00012460644302759026,0.005614488575031492,0.0,0.0,0.0005569990160395952,8.09092808575173e-06,0.0016806159866610535,4.017562821968787e-05,3.6189930292919944e-05,7.726898219867509e-14,1.4929214418672672e-10,2.3893407348836717e-08,6.126788228576697e-05,0.00013410004360856411,8.334152856778894e-07,3.1741143916066355e-10,1.8754291423222643e-10,5.457315237453842e-14,2.995044929181522e-09,6.822725459794474e-08,6.1804908583256985e-09,8.234603287007222e-07,7.80842747960065e-13,4.239979999377855e-09,1.51791570416913e-08,1.334160981178449e-10,1.872090242414002e-08,3.216985079705646e-12,3.7988780411625665e-12,1.1929151597423355e-09,3.76,0.0,0.4830973696113188,0.9955136590705318,0.002594272340629361,8.153251934623493e-05,0.3003053544029564,0.2283881136071913,0.062411942851618024,7.75459228796494e-06,0.000960794664584419,0.0034876387138199683,2.0066954449705848e-08,9.624316375456774e-10,2.226766587572889e-14,0.0003216140683880096,1.7683251252833548e-09,1.018400864216689e-09,3.595204816598244e-05,1.8895146333741956e-09,2.0274006092487627e-09,1.8536974614923392e-15,1.6299207117765087e-09,4.650517708646757e-12,1.587393938020549e-10,5.89556429036076e-10,1.093418926981574e-16,1.0788918491614903e-15,5.618839437004165e-07,8.176312136520158e-12,0.0001861949222614058,0.00033674816097601707,0.00010152594781106858,2.4507569853911726e-05,0.0008874824158995205,0.0015127742840985378,0.005773274003165129,3.695170794881165e-05,6.435781553813251e-06,2.711580601537298e-05,9.006029305090542e-05,0.00011782514227001263,0.0026544511758644744,0.00018512071202598344,0.0016634959280843588,3.9237522300811526e-08,0.0005306795320310632,5.00633869023748e-07,1.365603806745156e-07,2.6676613042993346e-12,7.92011587617069e-09,5.954404959736903e-06,9.079728114048965e-05,1.1604138441107775e-06,4.1130531851741176e-13,7.854045827723514e-09,0.00011167672312622185,0.0005963794568427992,3.1907588736374106e-08,1.303372383298248e-08,0.00012294695148517296,1.2131630511167348e-07,1.0848632514626304e-11,8.762960392349959e-08,1.0099314226557719e-11,1.4841396665803848e-08,6.222200984139471e-10,3.278711072840076e-07,4.401525739383633e-09,6.62289568231082e-09,2.9943082258313153e-06,2.807191970244177e-06,7.460892107867243e-12,1.7239309625538211e-12,7.908896617988543e-14,2.6278316959372972e-14,1.5332676339649567e-06,9.293187585556665e-10,2.2652703850359238e-11,1.1337475092414527e-12,4.6517531010606687e-10,8.464655835384927e-07,6.899842975000687e-09,4.652150881396758e-15,9.137067029481988e-09,4.808673125259803e-08
9.517051814892699e-06,0.7964760228174033,0.0002616862947666539,6.231215149194552e-05,0.00012675666515454448,0.0057614395822861274,0.0,0.0,0.0005741687891084743,8.464370481736407e-06,0.0017521322008947112,4.184272961355107e-05,3.720321203624186e-05,8.266457720274823e-14,1.5710334435227999e-10,2.4750662062089447e-08,6.315135981534518e-05,0.00013926855937789913,8.673865322336908e-07,3.2673870009487446e-10,2.009504125851546e-10,5.883969571461458e-14,3.12524529522617e-09,7.24273440382794e-08,6.527733274156736e-09,8.645498981355149e-07,8.53159338247385e-13,4.565995830526487e-09,1.631586995558401e-08,1.4192239509237095e-10,1.9290889313009748e-08,3.40882703053263e-12,4.044062501243626e-12,1.2803415416480345e-09,3.76,0.0,0.4803460411106867,0.9953935477989156,0.002674286736279038,8.469446757235408e-05,0.3028626902355087,0.23007865690248852,0.06304385788153195,7.718781138308311e-06,0.0009606787327639927,0.0035586180269588626,2.047899143755579e-08,9.644282279520554e-10,2.241899587191584e-14,0.0003307082098615606,1.8427923312261716e-09,1.0610801607380433e-09,3.77177539061297e-05,1.968929290307528e-09,2.1036764908038994e-09,1.9305992772169354e-15,1.698056808623978e-09,4.844935607812235e-12,1.6537570953409736e-10,6.141785489047377e-10,1.1387799048788139e-16,1.1236507820416782e-15,5.914467924629207e-07,8.254125438199987e-12,0.00019381602005706053,0.0003494196924703166,0.00010266369507350494,2.4784225199960407e-05,0.0008967808493460449,0.001544550942097606,0.00592125445751838,3.7791176625797475e-05,6.5782647999475835e-06,2.7788655041357563e-05,9.239195409789852e-05,0.0001209998834341402,0.002735980207713892,0.00019257491017043123,0.0016982253953497543,3.962511739828066e-08,0.0005545970269485808,5.205556216291524e-07,1.4016011003889243e-07,2.7379457657895968e-12,8.004109378823194e-09,6.106451199326195e-06,9.370623131995677e-05,1.200736129456028e-06,4.221384636875931e-13,8.070876595920192e-09,0.0001148465837182443,0.0006146252255512263,3.279390275230165e-08,1.3173289893448867e-08,0.000129395366017811,1.2444971690022083e-07,1.1189597308908487e-11,9.025802417772797e-08,1.0438249905163905e-11,1.5678345911731104e-08,6.464451397378546e-10,3.3801821029237065e-07,4.537086892066003e-09,6.792903814485076e-09,3.118416968103042e-06,2.9478642468512167e-06,7.765661657897768e-12,1.7942458807381685e-12,8.18870685420534e-14,2.720574655951854e-14,1.6006091391985716e-06,9.695646266758629e-10,2.370163286411682e-11,1.192047689307464e-12,4.889880925660038e-10,8.969747177391369e-07,7.117008875942859e-09,4.917372893616196e-15,9.619403611031297e-09,5.108019632794133e-08
9.619061528896172e-06,0.7968583445149994,0.00026585224647793747,6.37095337462511e-05,0.000128905823363487,0.0059101843722750725,0.0,0.0,0.0005915853527456591,8.851464267999356e-06,0.001825716379325506,4.3556050173273e-05,3.822727198737246e-05,8.835318191442498e-14,1.652134564380317e-10,2.5627216744907642e-08,6.506460877154514e-05,0.00014458630878889966,9.022392539617328e-07,3.362183754389477e-10,2.151490464285071e-10,6.338308625693661e-14,3.2593136744778835e-09,7.682618147206798e-08,6.889739751006329e-09,9.071012118985776e-07,9.311342131861276e-13,4.912679503661963e-09,1.7521765205497612e-08,1.5084368984586856e-10,1.9870949741998274e-08,3.6089196555152002e-12,4.301365478648248e-12,1.37286912219967e-09,3.76,0.0,0.4776056115787805,0.9952708450143547,0.002755738176660381,8.793675626968366e-05,0.3054071902168621,0.23175259529094322,0.06367598980847343,7.683084533721182e-06,0.0009605602999548936,0.00363023184931112,2.089474465151264e-08,9.663972663008369e-10,2.2568499595025176e-14,0.00033996726408765256,1.9194902551074644e-09,1.1050304004868894e-09,3.9546156896108136e-05,2.0507156620549336e-09,2.1815332972151387e-09,2.009741875441464e-15,1.7682160260838846e-09,5.0451265266204435e-12,1.7220908634874692e-10,6.395309902948283e-10,1.1854626153546468e-16,1.1697139441384348e-15,6.221738737576052e-07,8.331863438174608e-12,0.00020169905401401988,0.00036238638967608727,0.00010378342166168497,2.5056077671329704e-05,0.0009058678260715228,0.0015763616248927104,0.006070783243342576,3.8634721405447935e-05,6.721570920685473e-06,2.8466271005092894e-05,9.474369773965136e-05,0.00012420398105427398,0.002818938433169648,0.00020018959853084487,0.0017330657642869638,4.0002860131470604e-08,0.0005792627622722846,5.409439945617288e-07,1.437894705768127e-07,2.8088079414670028e-12,8.086588507734375e-09,6.260025371077344e-06,9.665698528751068e-05,1.2418173753951165e-06,4.3306057160238194e-13,8.289995250469843e-09,0.00011805173451811138,0.0006332180270348439,3.36891951097432e-08,1.3310134721743246e-08,0.00013609675915634835,1.276413377779296e-07,1.153513267883268e-11,9.293421855411769e-08,1.0785314886373354e-11,1.6548793152786402e-08,6.712804495434471e-10,3.4834130615535636e-07,4.674982520082026e-09,6.964698298449822e-09,3.2458847027854544e-06,3.0938036529330496e-06,8.078911509553244e-12,1.8664006807228965e-12,8.474604263013582e-14,2.8153282591630057e-14,1.669801668746193e-06,1.0108827588509473e-09,2.4782684757606996e-11,1.2524914852038806e-12,5.137101710698754e-10,9.498718438390262e-07,7.337094721083946e-09,5.193367492593063e-15,1.0121500431040182e-08,5.423054912405481e-08
9.721071242899645e-06,0.7972394393914632,0.00027000905580449306,6.511534215733636e-05,0.0001310533695181964,0.006060701634380732,0.0,0.0,0.0006092424626956666,9.252505570190249e-06,0.0019013941618240893,4.531610155680225e-05,3.926181049071503e-05,9.43452864375091e-14,1.736286613833484e-10,2.6523156453771745e-08,6.700729986359942e-05,0.000150055542789661,9.379798809742181e-07,3.458505218654643e-10,2.301753718431258e-10,6.821723840766902e-14,3.3972865947860545e-09,8.142983048991798e-08,7.2668328837981e-09,9.511418822784435e-07,1.015119903577738e-12,5.281031435630638e-09,1.8799947400158527e-08,1.6019269625434387e-10,2.0461106458320393e-08,3.8174435800709075e-12,4.571175985653195e-12,1.4707087700183383e-09,3.76,0.0,0.4748760737427561,0.9951455390285866,0.0028386276938403743,9.126001665824934e-05,0.30793891711565824,0.23340995301448708,0.06430835546440142,7.647502437130283e-06,0.0009604393548715945,0.0037024787514716886,2.1314205627858157e-08,9.683388146363224e-10,2.271618163530612e-14,0.0003493918765408035,1.9984591421520043e-09,1.1502743029316362e-09,4.143832302902415e-05,2.1349162672234657e-09,2.2609526588614686e-09,2.091162986647548e-15,1.840434381129856e-09,5.2511932442025135e-12,1.792430326429255e-10,6.656267373261137e-10,1.2334893137519155e-16,1.2171032981575252e-15,6.540934286791194e-07,8.409527995703812e-12,0.0002098504762306669,0.00037564945449967735,0.00010488484742165704,2.53230592828917e-05,0.0009147413392014994,0.0016081936788757169,0.0062218287625287,3.9482039608234836e-05,6.86565443006239e-06,2.914843105320119e-05,9.711482852003477e-05,0.00012743639666269017,0.0029033244834165274,0.0002079630941302082,0.001768005612411519,4.037067702454925e-08,0.0006046848121761197,5.617990833496966e-07,1.4744718856079405e-07,2.8802229700727053e-12,8.167533712647465e-09,6.4150942207487166e-06,9.964869051828072e-05,1.2836513542129312e-06,4.440678111777426e-13,8.51134012193344e-09,0.00012129117243459537,0.0006521559453836925,3.4593159364014724e-08,1.3444226501156e-08,0.0001430562514615448,1.3089164881769448e-07,1.1885127158067884e-11,9.56578102730074e-08,1.1140555419708364e-11,1.7453306745467393e-08,6.967307373526694e-10,3.588399878773459e-07,4.815206917541035e-09,7.1382428514813486e-09,3.376738028170942e-06,3.2451338479578457e-06,8.400746541003362e-12,1.9404068374510348e-12,8.766605827581244e-14,2.9120978155260966e-14,1.7408541746037584e-06,1.0532765231659057e-09,2.5896182352485853e-11,1.3151200596121239e-12,5.393632260243008e-10,1.0052385670240716e-06,7.560029540093622e-09,5.480354716596061e-15,1.0643857646075259e-08,5.7544149335899624e-08
9.823080956903118e-06,0.7976193126257541,0.0002741556691544784,6.652918065971637e-05,0.00013319877630963334,0.006212969562891048,0.0,0.0,0.0006271336097104914,9.6677856116002e-06,0.0019791906601926354,4.712338355513052e-05,4.030652737183495e-05,1.0065148934820686e-13,1.823550895281672e-10,2.7438560874097225e-08,6.897908860059453e-05,0.00015567847895690682,9.746146013990068e-07,3.5563517296285085e-10,2.460671328819123e-10,7.335652292206066e-14,3.5391986189156353e-09,8.624439230845436e-08,7.659326078280595e-09,9.966993240991111e-07,1.1054842987244723e-12,5.672082222273997e-09,2.0153596394041755e-08,1.6998216937510572e-10,2.1061381517658506e-08,4.034576316834648e-12,4.853886829513528e-12,1.5740753943131947e-09,3.76,0.0,0.4721574212072919,0.9950176189806134,0.0029229559533532072,9.466484895837811e-05,0.31045793361274315,0.2350507557324752,0.06494097034634855,7.6120348282336225e-06,0.00096031588702809,0.0037753573249253067,2.1737366033557856e-08,9.702529377306045e-10,2.2862046730170538e-14,0.00035898263817641936,2.0797395025310283e-09,1.1968347323308724e-09,4.339528956436766e-05,2.221573896489468e-09,2.3419143992283745e-09,2.174900505175992e-15,1.9147481173415248e-09,5.463239186350285e-12,1.8648107888795295e-10,6.9247885550056e-10,1.282882352065267e-16,1.2658409022651838e-15,6.872337633668621e-07,8.487120792318513e-12,0.00021827678266184947,0.00038920996949186744,0.0001059677193736412,2.5585109480156223e-05,0.0009233997055331641,0.0016400346130684253,0.00637435900045458,4.033283248319308e-05,7.010470385467452e-06,2.9834914146564502e-05,9.950465519660589e-05,0.00013069609213932354,0.0029891365593629864,0.00021589357499995058,0.0018030337160292469,4.072850913536384e-08,0.0006308708357141018,5.831207816255376e-07,1.5113199310190654e-07,2.952166045689007e-12,8.246927597481345e-09,6.571624663306144e-06,0.00010268047563607438,1.3262316341297878e-06,4.551563598044438e-13,8.734849450378843e-09,0.00012456388446076475,0.0006714368747803604,3.55054868169584e-08,1.357553744237687e-08,0.00015027884979259193,1.342011118164622e-07,1.2239467223033455e-11,9.842839500187552e-08,1.1504013806278593e-11,1.8392428149551423e-08,7.228005155680234e-10,3.695137869846717e-07,4.9577535716122744e-09,7.313500704776298e-09,3.5110020429829296e-06,3.401979090443509e-06,8.731269994563325e-12,2.016274920690347e-12,9.064726276238811e-14,3.0108880100221664e-14,1.8137746014382445e-06,1.0967486602672228e-09,2.704243354623056e-11,1.379974211152216e-12,5.659690538209132e-10,1.063158049119007e-06,7.785741047452628e-09,5.778551978438568e-15,1.1186975764968119e-08,6.102751455404316e-08
9.925090670906592e-06,0.7979979692534477,0.00027829108220985596,6.79506589607658e-05,0.00013534153760687758,0.006366965892805249,0.0,0.0,0.0006452520301947201,1.0097590044345867e-05,0.002059130451161287,4.8978384048252534e-05,4.1361122606182096e-05,1.0728249522756739e-13,1.9139882291680502e-10,2.8373504606896364e-08,7.09796161840663e-05,0.0001614573002230707,1.0121493708789093e-06,3.655723400492608e-10,2.628632813005046e-10,7.881577096623447e-14,3.6850824586955606e-09,9.12760012073826e-08,8.067522634359271e-09,1.0438007422558863e-06,1.2026109395011973e-12,6.086892732436456e-09,2.1585966249539987e-08,1.8022489428150657e-10,2.1671796382634863e-08,4.260492189019435e-12,5.149894477712294e-12,1.6831878361738148e-09,3.76,0.0,0.4694496483785218,0.9948870748228084,0.0030087232660616497,9.815182214774051e-05,0.31296430230215055,0.23667503051537941,0.06557384862613501,7.576681702416483e-06,0.0009601898867275851,0.003848866180200102,2.2164217655316693e-08,9.721397030214296e-10,2.3006099762293105e-14,0.00036874008544577,2.163372109438431e-09,1.244734696510548e-09,4.5418063427230635e-05,2.310731610439549e-09,2.4243966439141342e-09,2.26099248558471e-15,1.9911937029724458e-09,5.681368420054314e-12,1.9392677744380116e-10,7.201004909890812e-10,1.3336641767954098e-16,1.3159489079610034e-15,7.216232318431464e-07,8.56464333350892e-12,0.00022698450996970986,0.0004030688990639014,0.00010703181169611288,2.58421751845424e-05,0.0009318415599526875,0.0016718721126612781,0.00652834157154585,4.118680574713765e-05,7.155974471634521e-06,3.052550143030064e-05,0.00010191249200160525,0.00013398203178296235,0.0030763724458907037,0.00022397908618244998,0.0018381390646213657,4.107631176641451e-08,0.0006578280732966971,6.049087922603131e-07,1.548426184457678e-07,3.0246124599512576e-12,8.324754688818083e-09,6.7295838564821996e-06,0.0001057514524805244,1.369551344342817e-06,4.663224095131659e-13,8.960461651590001e-09,0.00012786884983779064,0.0006910585278494492,3.642586707891954e-08,1.370404358882019e-08,0.00015776943982702985,1.375701691545938e-07,1.2598037512214365e-11,1.012455420960461e-07,1.1875728274144667e-11,1.9366670395620457e-08,7.49494108736187e-10,3.803621754222839e-07,5.102615187643117e-09,7.490434656072123e-09,3.6487003419314594e-06,3.564464188150214e-06,9.070583539611138e-12,2.094014597577866e-12,9.368978154594454e-14,3.1117033134689355e-14,1.8885699086554787e-06,1.1413012978805747e-09,2.8221731156830592e-11,1.4470943630085878e-12,5.9354956087276e-10,1.1237150038031425e-06,8.014155800851983e-09,6.088174082079285e-15,1.1751355348676351e-08,6.468732033655427e-08
9.999999999999997e-06,0.7983377240706823,0.00028132017363347706,6.899914244302438e-05,0.00013691307588371038,0.006481138305276638,0.0,0.0,0.0006586976937215776,1.0422622026984228e-05,0.0021192118612091246,5.037123977260218e-05,4.214166577871421e-05,1.1236497429812275e-13,1.9824551173871136e-10,2.907254853740206e-08,7.246675926067678e-05,0.00016580140640491607,1.0402889551364673e-06,3.729666679919939e-10,2.7579646361593755e-10,8.303729823904697e-14,3.794757201211787e-09,9.511267872546807e-08,8.377446062253741e-09,1.0793878360775098e-06,1.2784718279966584e-12,6.407264853973619e-09,2.2689862915394603e-08,1.8804254646618588e-10,2.212651463739353e-08,4.432082364853426e-12,5.375962657120896e-12,1.767100921851088e-09,3.76,0.0,0.46746816059169044,0.9947895352344193,0.0030726215991813514,0.00010076504938143173,0.3147967994498198,0.23785728436505454,0.06603876870290076,7.550793562858982e-06,0.0009600957424019349,0.003903246885229413,2.2480015677203687e-08,9.73507840595483e-10,2.311073199169993e-14,0.0003760117489362883,2.226308178296799e-09,1.280775764456117e-09,4.69459303076951e-05,2.377820433486518e-09,2.48592069382683e-09,2.325734336333362e-15,2.0487092223362483e-09,5.845482940495427e-12,1.9952872118848622e-10,7.408817273081723e-10,1.3718525071757863e-16,1.3536305501382827e-15,7.476885429079797e-07,8.621526910922231e-12,0.00023356192190656513,0.0004134365241227472,0.00010780113706429551,2.6027746649699018e-05,0.000937902214143132,0.0016952422777794713,0.0066423222607482025,4.181576544182865e-05,7.2632360958156075e-06,3.103511184865279e-05,0.00010369172564417,0.00013641112632425227,0.003141338000291574,0.00023001408082814353,0.001863961079571056,4.1325310402369734e-08,0.0006781188010890988,6.212051698706782e-07,1.5758317343441594e-07,3.0781186834526306e-12,8.380900529299122e-09,6.846469771912057e-06,0.00010803101245546047,1.401829042458079e-06,4.74569189359516e-13,9.127439898508033e-09,0.00013031574549613462,0.000705682948028186,3.710668211029769e-08,1.379661249643865e-08,0.000163443465673245,1.4008238213587852e-07,1.2863974350024326e-11,1.0334365969493861e-07,1.2153969048094659e-11,2.0104737483829156e-08,7.694957799814855e-10,3.884393688324632e-07,5.210461685536114e-09,7.621409018230357e-09,3.752016861831424e-06,3.6874468475014455e-06,9.32540882373161e-12,2.1522985152535707e-12,9.596311901300423e-14,3.1870269693273036e-14,1.944692167937592e-06,1.1747068374793875e-09,2.910893692603573e-11,1.4978492479181755e-12,6.144363388090937e-10,1.1699136367213567e-06,8.183567047267066e-09,6.322938468994579e-15,1.2179628709472553e-08,6.749116064444942e-08
1.0016899413509717e-05,0.7983377240706823,0.0002820025878017542,6.923620398469113e-05,0.0001372673596730822,0.006507021629077982,0.0,0.0,0.0006617471418965195,1.0497063450693809e-05,0.0021329286565765658,5.068907745916793e-05,4.231845694311704e-05,1.1353703281986366e-13,1.9981445970289774e-10,2.9231715748568244e-08,7.280435539652032e-05,0.0001667932965645607,1.046704948544779e-06,3.7464618364355574e-10,2.7878624827381905e-10,8.401529407514624e-14,3.819799198011695e-09,9.599511752346037e-08,8.448568405704347e-09,1.0875344257754131e-06,1.2961364634577392e-12,6.4814379771173264e-09,2.29451536924231e-08,1.8984145951722475e-10,2.2229856587452347e-08,4.471467115477292e-12,5.428000665744362e-12,1.7864856527996155e-09,3.76,0.0,0.46702195094594195,0.9947673338043125,0.003087144218989539,0.00010136077348309527,0.3152092719115227,0.23812276993603965,0.06614367494131217,7.54496177998539e-06,0.0009600743138048441,0.003915561906452312,2.2551533404501526e-08,9.738144586637772e-10,2.3134202335819882e-14,0.0003776647038524989,2.2406865356388428e-09,1.289009097238239e-09,4.729563168262391e-05,2.3931469304627872e-09,2.4999109419683507e-09,2.340519912442041e-15,2.06184778159326e-09,5.8829724675200385e-12,2.008084023534448e-10,7.456288299428823e-10,1.3805738586679215e-16,1.3622361889557613e-15,7.536652226635317e-07,8.634354658047897e-12,0.00023506751224175703,0.0004157977833161381,0.00010797327333644205,2.6069234572221064e-05,0.0009392532329193939,0.001700512898730436,0.0066681405998702875,4.195786153580914e-05,7.287480424606017e-06,3.115036018566833e-05,0.0001040943822519024,0.00013696096365268696,0.003156099947890921,0.00023138687952448808,0.0018697910035819847,4.138073318396344e-08,0.0006827546214790889,6.249163077111124e-07,1.5820321815415142e-07,3.090224296167179e-12,8.393448721678156e-09,6.872941801993814e-06,0.0001085480945674511,1.409165064396981e-06,4.764349915437296e-13,9.165259539352366e-09,0.00013087004701227753,0.000709007304552866,3.726083728016269e-08,1.3817284635777866e-08,0.0001647440389302785,1.4065362388293213e-07,1.2924271115954911e-11,1.0382040947943722e-07,1.2217359098582324e-11,2.027391729459889e-08,7.740550908490997e-10,3.902745160879688e-07,5.23496329898511e-09,7.651077219159396e-09,3.775583415273384e-06,3.7156264094979123e-06,9.383563669396191e-12,2.1655877746069408e-12,9.648056326425679e-14,3.204171112228618e-14,1.9574936885184327e-06,1.1823237805830033e-09,2.931158431519195e-11,1.5094729797692978e-12,6.192235584381341e-10,1.1805425634703353e-06,8.221978858669996e-09,6.37677681306769e-15,1.2277889061854704e-08,6.813764673498234e-08
1.0108708156112843e-05,0.7986765008870733,0.00028570358625859435,7.05273509714963e-05,0.0001391903070548242,0.006648442187852297,0.0,0.0,0.0006784154063966215,1.0908726917531265e-05,0.0022084995548571494,5.243914735239314e-05,4.328333306989876e-05,1.2007134436349736e-13,2.0849634479480824e-10,3.0105853749472865e-08,7.46517918589313e-05,0.00017225883954023887,1.0819982455421264e-06,3.838435354865802e-10,2.9550445091907364e-10,8.949784170737568e-14,3.957778973539571e-09,1.0089954309066823e-07,8.842777394711228e-09,1.1325601032409974e-06,1.3957651818463147e-12,6.896928492646406e-09,2.4373273825944325e-08,1.998448710532206e-10,2.2796161870605768e-08,4.68981656862292e-12,5.717495219685346e-12,1.8947827530614385e-09,3.76,0.0,0.46460305903488586,0.9946454535481192,0.0031667305323388522,0.00010463706502603074,0.31744409293730125,0.23955716648272055,0.06671373352787373,7.51333461303887e-06,0.000959956676353897,0.003982766059799624,2.29418266341238e-08,9.754671639283822e-10,2.326084498252739e-14,0.0003867250430442072,2.319969608499891e-09,1.33440424506582e-09,4.9227981679490154e-05,2.4776541808586156e-09,2.5766189510140145e-09,2.4220133669080103e-15,2.1342852749752928e-09,6.08966554429284e-12,2.0786374064265702e-10,7.71800886599186e-10,1.4286432076812476e-16,1.4096677888926758e-15,7.867627065478842e-07,8.704011012374165e-12,0.0002433886065741997,0.00042876961022487694,0.00010889923515621244,2.6292190797694987e-05,0.0009464881124509206,0.001729132374130238,0.006809065480210458,4.2731051402119765e-05,7.419477117593357e-06,3.1778212213534905e-05,0.00010628982040987035,0.00013995957001683177,0.0032369764484258302,0.0002389169629627423,0.001901489071283322,4.1676992439272664e-08,0.0007083160660973658,6.453006848419753e-07,1.6158280307494801e-07,3.1562061796671838e-12,8.460854999021492e-09,7.0174071741892965e-06,0.00011137508355806715,1.4493659955753478e-06,4.866045471836798e-13,9.371665974805101e-09,0.00013389578708065524,0.0007272281698165631,3.8101850946581697e-08,1.3928225917861921e-08,0.0001719429429847681,1.4378598773638077e-07,1.32537505134847e-11,1.0643227561258024e-07,1.2565728021998057e-11,2.1210335993600955e-08,7.991275416003669e-10,4.003273352297094e-07,5.369173651119192e-09,7.81301935076018e-09,3.905281244151789e-06,3.871550070180256e-06,9.703816131897721e-12,2.238689813283703e-12,9.932116266520828e-14,3.298283784704912e-14,2.0279447288861135e-06,1.2242234404876076e-09,3.042862389162634e-11,1.5737483269172484e-12,6.457209879660503e-10,1.2396402749314173e-06,8.431876426042462e-09,6.674957116771927e-15,1.2822414251803174e-08,7.174151362321014e-08
1.0200516898715969e-05,0.7990143031032325,0.000289393449445111,7.182382950206429e-05,0.000141110054906381,0.006791210525022802,0.0,0.0,0.0006952514130606561,1.1332774406233908e-05,0.0022858599367865146,5.422892476674784e-05,4.425553494683395e-05,1.268934231701553e-13,2.1744879404521167e-10,3.0995961362756596e-08,7.652163804358076e-05,0.0001778554444731851,1.1180331613434859e-06,3.931643606987948e-10,3.13048871457163e-10,9.527519288840578e-14,4.099041640229113e-09,1.0599380067286744e-07,9.250347592433164e-09,1.1788971304658324e-06,1.5018102823377585e-12,7.33420060313746e-09,2.5872847627944498e-08,2.10244469887834e-10,2.3370726837101555e-08,4.915660073539681e-12,6.0186743221183026e-12,2.0082463562773364e-09,3.76,0.0,0.4621929699428614,0.9945214283495463,0.0032474817454118485,0.00010798104633580834,0.31966881083112325,0.24097824276655402,0.0672840320327829,7.481800226186323e-06,0.0009598369688668561,0.00405047765994793,2.33350915641689e-08,9.770978731881312e-10,2.3386031565228602e-14,0.00039592138195106765,2.4012515889772023e-09,1.3809372056272734e-09,5.121577818019404e-05,2.564285303347363e-09,2.6545009936710813e-09,2.505500910972465e-15,2.2085332263031476e-09,6.301524821608359e-12,2.1509542657591483e-10,7.986264088992184e-10,1.4778887762123696e-16,1.458260042794732e-15,8.209363860549273e-07,8.773613141183146e-12,0.00025195263015676656,0.00044198484400192654,0.00010980958697749733,2.65110199289696e-05,0.0009535458311184315,0.0017577219725892505,0.0069510920075422115,4.350617155254092e-05,7.551933787999488e-06,3.240890366550789e-05,0.00010849832193323015,0.00014297710809989364,0.003318999529482808,0.00024656766175659635,0.001933225728300355,4.196508496120481e-08,0.0007345168147418074,6.660613519028057e-07,1.649804699838458e-07,3.2225404841046837e-12,8.526966675006157e-09,7.16295674881949e-06,0.00011423174498534461,1.4901483456384594e-06,4.968283606009004e-13,9.579636444956937e-09,0.0001369453177941368,0.0007457191142194813,3.894868086480618e-08,1.4036858002606934e-08,0.00017936943655552106,1.4696754284759795e-07,1.3586388899453012e-11,1.0908077760922284e-07,1.2920855000868535e-11,2.2176237137252513e-08,8.247141872542284e-10,4.10520132425111e-07,5.505239414857576e-09,7.976233230945991e-09,4.037807919846825e-06,4.032327100619402e-06,1.0031411353690612e-11,2.3133258941406312e-12,1.0221163123029133e-13,3.394043073042296e-14,2.0999261711169924e-06,1.267000632731678e-09,3.157303347290005e-11,1.6399490023673686e-12,6.730580243554792e-10,1.301073092730602e-06,8.643793191048532e-09,6.982865296383969e-15,1.3385294855659255e-08,7.550411489103008e-08
