Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885)
1.3543170038352195e-08,0.5016436296897262,9.576260288587374e-16,8.004319425457713e-19,1.6003998092924048e-14,5.764965977456149e-18,0.0,0.0,2.3413587095169785e-11,4.2190566496467755e-17,5.2128363028907615e-20,3.2396326587936807e-20,1.5826859815749352e-24,4.689555507612821e-44,3.21375815944902e-29,1.3664447017408854e-18,4.362867424924033e-23,8.107759347390401e-17,9.179310368382324e-43,1.8698211807751076e-39,1.367966656677468e-38,6.345959410161748e-38,1.2380705260832761e-18,4.9630811145054876e-36,4.2583967820515135e-30,4.3363557829758473e-41,4.259453672845882e-52,1.3174310819641884e-39,1.0728022656632383e-46,1.2497649286633905e-45,7.538930503644844e-30,3.60889036850702e-48,3.973040119318507e-47,6.91454158871331e-49,3.76,0.0,0.9241340192161512,0.9999771484906054,1.828915459968155e-16,1.0015826123481459e-26,1.5254600504931714e-08,1.0206241320506191e-08,4.559965906191726e-09,4.883930334346111e-10,2.2851485826242407e-05,4.531032142137632e-19,1.114984244644625e-30,3.4895854850843485e-17,1.3128611008011692e-22,1.6350697955263854e-14,2.6632771057738534e-44,7.766321457242577e-44,2.3631225619720815e-21,1.427505088627347e-44,6.438660957176323e-26,8.10263089748272e-50,4.821310905258317e-44,1.768435456285645e-46,1.44979876916075e-44,6.643944179007282e-44,3.200766695950107e-51,4.879600780374093e-50,5.524831537888235e-46,1.6570215439524438e-21,8.106355716571615e-17,2.0720682470371428e-23,1.785875351832523e-11,5.180141863302429e-12,1.0616669963310321e-13,2.97422544386067e-17,7.791795446811755e-14,3.5313138386447364e-18,5.1841509993333984e-17,1.1676944718076404e-19,3.452879746911435e-18,1.7997868364037222e-19,1.1370608877527187e-16,1.4891646809924087e-21,9.622340386680152e-12,5.685170342156472e-17,3.0323103859245724e-16,7.954866883916299e-36,2.837974107612781e-22,3.851435920602561e-27,5.409557973207129e-14,1.1588711743902695e-19,1.0207822638507099e-25,1.3577160391846078e-17,6.268333465657682e-28,4.590563888673817e-24,7.505066288333587e-21,9.613296420248642e-12,2.564905022962342e-23,6.000129721282447e-14,2.6776747919589996e-18,1.0229954346764374e-21,9.41583110306358e-32,2.481328187746948e-14
1.449522259999508e-08,0.5016436297844238,1.0946147355366074e-15,9.721963440166143e-19,1.8317190433658804e-14,7.053541352673253e-18,0.0,0.0,2.5065236918922277e-11,4.833825445169113e-17,6.299817677777996e-20,3.8659421946766535e-20,2.011779332340557e-24,5.729551750593352e-44,3.5368791157242386e-29,1.5111836999294741e-18,5.153236365339318e-23,9.288317746766008e-17,1.2246887362558847e-42,2.4406973302866724e-39,1.8143063460838378e-38,8.357987708894116e-38,1.2674924911221116e-18,6.710054317932529e-36,5.346541141629359e-30,6.239797250703007e-41,6.0676092729969315e-52,1.7963389943059613e-39,1.5926599753686877e-46,1.749765632143522e-45,9.195689327241404e-30,5.4373250104694425e-48,6.010691510531572e-47,1.11009058500194e-48,3.76,0.0,0.924134018141471,0.9999771484889989,2.240902008887423e-16,1.2600917794521384e-26,1.6326962539037162e-08,1.0947034846237298e-08,4.880574365060912e-09,4.993530525437241e-10,2.2851485759385066e-05,5.200511087060561e-19,1.3693575087491466e-30,3.5710734267888166e-17,1.4117989387105704e-22,1.8729250573718495e-14,3.8630447884060367e-44,1.0736343675526586e-43,2.7187084141508922e-21,2.1058100146564566e-44,7.021242894489141e-26,1.1905890855412942e-49,6.663396566598031e-44,2.5503825577538975e-46,2.1174247870756924e-44,9.424124821931205e-44,4.6646883405144695e-51,7.11334790514743e-50,8.573179186429603e-46,1.7770463617142747e-21,9.286643211795192e-17,2.5539169804399565e-23,1.9105981920676436e-11,5.531081223198255e-12,1.2142642304996853e-13,3.642264130647561e-17,8.920042862683516e-14,4.0418271367768925e-18,5.661314486021606e-17,1.2913579732948451e-19,3.816877001503769e-18,2.1464373023494371e-19,1.3016959869158517e-16,1.7099365297616675e-21,1.0297560043183068e-11,6.926148725556576e-17,3.4732000950830195e-16,9.76730106061891e-36,3.639475591798755e-22,4.719342964444974e-27,6.150802638516029e-14,1.3258168386551706e-19,1.1978701932154133e-25,1.3804933323679748e-17,7.506511077690903e-28,5.517776170662081e-24,8.951247272485143e-21,1.0287209163008054e-11,3.275821579973286e-23,6.845929329944107e-14,2.866215553881822e-18,1.1719872617050065e-21,1.1135810105546084e-31,2.8413891482330212e-14
1.5447275161637965e-08,0.5016436298791213,1.2405121974864252e-15,1.165996965236622e-18,2.0784243706215312e-14,8.51975642660507e-18,0.0,0.0,2.671763202380564e-11,5.490493379771542e-17,7.518356855952788e-20,4.55579349760534e-20,2.5164197474264543e-24,6.920267550323209e-44,3.861380630465147e-29,1.657889628304782e-18,6.029015551696559e-23,1.0549071895026919e-16,1.6008783762999962e-42,3.132082804744653e-39,2.3571130110735506e-38,1.0782517350200875e-37,1.2935051815228635e-18,8.885966052433956e-36,6.622343364188607e-30,8.755955730145667e-41,8.44658257804925e-52,2.3981306061220628e-39,2.3105059547267673e-46,2.3968207524710042e-45,1.1071988695916683e-29,7.97817906196432e-48,8.83813423658282e-47,1.7298590057036125e-48,3.76,0.0,0.9241340170667908,0.9999771484874751,2.710313367827501e-16,1.5639104472713793e-26,1.7399324571940584e-08,1.1689175413347632e-08,5.201185926917981e-09,5.089629243010551e-10,2.285148560741378e-05,5.916910290176017e-19,1.6599667757628664e-30,3.642523029372007e-17,1.5109301886512529e-22,2.1269090433956773e-14,5.47232269977317e-44,1.4526761855498879e-43,3.100505777712167e-21,3.029000541168979e-44,7.619301798008662e-26,1.7060566502191239e-49,9.014796870460435e-44,3.592009061519462e-46,3.0162506127622177e-44,1.3077493353049393e-43,6.635591516401313e-51,1.0121290349317846e-49,1.2938372992984266e-45,1.897072372528074e-21,1.0547099092405874e-16,3.1080563137395136e-23,2.035219542214172e-11,5.880353681042856e-12,1.3768433666690347e-13,4.40288451505108e-17,1.0123767850347297e-13,4.587147333526778e-18,6.15313770087854e-17,1.4167478062256808e-19,4.185614750163289e-18,2.527965481271042e-19,1.4773429893799337e-16,1.946514894912002e-21,1.0972621216342788e-11,8.32941755122407e-17,3.943944995942208e-16,1.1837041561672402e-35,4.588757398214602e-22,5.694885044949029e-27,6.933599666546742e-14,1.5037551541521155e-19,1.3924515234442798e-25,1.4004715392406212e-17,8.87369417805329e-28,6.543788367999526e-24,1.0543308110002996e-20,1.0960876557660362e-11,4.11339347134511e-23,7.743743329359095e-14,3.054798224259145e-18,1.3310988824772697e-21,1.303372004709695e-31,3.2256862856018063e-14
1.639932772328085e-08,0.5016436299738187,1.3952756290569385e-15,1.382982451866011e-18,2.3404752528395707e-14,1.0174756530370262e-17,0.0,0.0,2.8370771051400648e-11,6.189079317087453e-17,8.874163253241221e-20,5.309965016213931e-20,3.103371429388297e-24,8.273893551120474e-44,4.18623740880287e-29,1.8061341516641207e-18,6.99425269193891e-23,1.1890022850947343e-16,2.0555074332716834e-42,3.9594153942629016e-39,3.0074437963137385e-38,1.3660499819996867e-37,1.3165180729673156e-18,1.1555877329884121e-35,8.10490325571735e-30,1.2018849411393103e-40,1.1521994438349583e-51,3.142674263692228e-39,3.2841803485717196e-46,3.220549614353566e-45,1.3179834873000898e-29,1.1436857694204349e-47,1.2674302705665517e-46,2.6256982635913608e-48,3.76,0.0,0.9241340159921105,0.999977148485773,3.2408412105771864e-16,1.9177959522819097e-26,1.8471686603637286e-08,1.243249700300422e-08,5.521800209182294e-09,5.17389050107853e-10,2.2851485631824337e-05,6.680308890898918e-19,1.989264157107224e-30,3.705171486495307e-17,1.6102310166798972e-22,2.3970182931174164e-14,7.591836572568201e-44,1.928754448425038e-43,3.50872609769462e-21,4.2611189417289955e-44,8.232772121864766e-26,2.391259595548303e-49,1.1969242629578105e-43,4.954491939363258e-46,4.203198631016808e-44,1.7799514598562396e-43,9.239949392284874e-51,1.4096696316449235e-49,1.905263341922685e-45,2.0170995112941024e-21,1.1887724104673113e-16,3.7402313543834513e-23,2.1597404430540926e-11,6.227971450277591e-12,1.549358001918925e-13,5.2619370860284484e-17,1.1402831577909102e-13,5.167302938595332e-18,6.65957605615744e-17,1.5435093830063117e-19,4.558029124392507e-18,2.9447569931692506e-19,1.6639814682542267e-16,2.1990011873074773e-21,1.1647523941574418e-11,9.903441069916185e-17,4.444534226136634e-16,1.4181299830272268e-35,5.699977594713872e-22,6.780885545796895e-27,7.756970057704913e-14,1.6926432261136898e-19,1.6052070294779945e-25,1.4181239383639317e-17,1.03717362377379e-27,7.670045675743566e-24,1.2282961744825847e-20,1.1634298878129286e-11,5.088691545176328e-23,8.692920691826194e-14,3.2434231035268603e-18,1.5003303859183049e-21,1.5116686272754591e-31,3.634192316101411e-14
1.7351380284923735e-08,0.501643630068516,1.5588626468331869e-15,1.6242817640545952e-18,2.6178312495582012e-14,1.2029632719339998e-17,0.0,0.0,3.002465265404671e-11,6.929602086423557e-17,1.0372793936673806e-19,6.129059448101104e-20,3.7794157805091254e-24,9.802789046519152e-44,4.510570315981562e-29,1.9555429022827777e-18,8.052993006142429e-23,1.3311171513733402e-16,2.5979388788811614e-42,4.938946800789996e-39,3.776460414726361e-38,1.70319937347087e-37,1.3368908869222346e-18,1.4789246945875358e-35,9.814128668589845e-30,1.6179244501491506e-40,1.5436286934240934e-51,4.0513093304091843e-39,4.584061743622894e-46,4.2540845052186134e-45,1.5530975108427438e-29,1.6059864736911375e-47,1.7776911478248234e-46,3.893547985163763e-48,3.76,0.0,0.9241340149174303,0.9999771484840041,3.8361674807863436e-16,2.3267257837214345e-26,1.9544048634123392e-08,1.3176854247312964e-08,5.842416876862159e-09,5.247771328391353e-10,2.285148572100851e-05,7.490776184541872e-19,2.3597052172964017e-30,3.760102098325305e-17,1.7096805524412952e-22,2.683249310800574e-14,1.0338550014236643e-43,2.518339186769823e-43,3.9435760378021316e-21,5.877315363303362e-44,8.861596082549844e-26,3.2866012710668093e-49,1.5629961944471871e-43,6.708127251836931e-46,5.744098452102099e-44,2.3814034995721185e-43,1.2624914474074566e-50,1.9264454664642238e-49,2.7451127302756515e-45,2.1371276305194604e-21,1.3308518912024364e-16,4.4563089306974664e-23,2.284161912498685e-11,6.573946636918672e-12,1.7317620903177627e-13,6.225245176143924e-17,1.2757096311010316e-13,5.782317383741623e-18,7.18058274481188e-17,1.6713339195133654e-19,4.933193278531143e-18,3.39710124868065e-19,1.86159116686235e-16,2.4674964692860865e-21,1.2322268254301564e-11,1.1656447485111877e-16,4.97495693542837e-16,1.6817288277393266e-35,6.987418702363982e-22,7.97976763132858e-27,8.619957252964769e-14,1.892438335230489e-19,1.8368202403249588e-25,1.4338416793326714e-17,1.2002135665607823e-27,8.897703926485089e-24,1.4171526970065465e-20,1.2307476398031012e-11,6.212707856032087e-23,9.692817106199642e-14,3.4320904918289788e-18,1.679681851293163e-21,1.7391859705653397e-31,4.06687998661152e-14
1.830343284656662e-08,0.501643630163213,1.7312312497921666e-15,1.89100575151526e-18,2.910452017855797e-14,1.4095422393147307e-17,0.0,0.0,3.167927549469214e-11,7.712080483031867e-17,1.2019673734103046e-19,7.01352709726077e-20,4.551332740358605e-24,1.1519419550685439e-43,4.8336267906046193e-29,2.105788549236775e-18,9.209278634002623e-23,1.4812518627932234e-16,3.237869334232115e-42,6.087722162882217e-39,4.675371924281567e-38,2.0935904587911954e-37,1.3549399611800244e-18,1.8659908365119952e-35,1.177072995052712e-29,2.140526663192318e-40,2.0349619089453104e-51,5.146823078346713e-39,6.2949103229039485e-46,5.534220802507019e-45,1.8136903738423414e-29,2.213969340768215e-47,2.44455823274534e-46,5.654338519952936e-48,3.76,0.0,0.9241340138427501,0.9999771484823569,4.499964415768395e-16,2.7958974482673523e-26,2.0616410663395704e-08,1.3922119717557222e-08,6.163035636305738e-09,5.312548948540387e-10,2.2851485686455547e-05,8.348372914985606e-19,2.773748458377218e-30,3.808264479963471e-17,1.8092604905898938e-22,2.9855985701726216e-14,1.38470050022169e-43,3.239400443812704e-43,4.405258100147638e-21,7.964868883635255e-44,9.505722835543452e-26,4.438796077300629e-49,2.0109924403548524e-43,8.932951692761961e-46,7.714332449956739e-44,3.1375420724577185e-43,1.6960051864891074e-50,2.5883726767500588e-49,3.878764734632438e-45,2.2571565036425745e-21,1.4809484089727938e-16,5.26227653875874e-23,2.4084849461034433e-11,6.918291240544842e-12,1.9240099393674318e-13,7.298605170765542e-17,1.418642539760952e-13,6.4322096851028814e-18,7.716109068687863e-17,1.7999523999288372e-19,5.310299348636019e-18,3.885204581091294e-19,2.0701519961417184e-16,2.7521014615520856e-21,1.2996854189956045e-11,1.359643444834333e-16,5.535202285693483e-16,1.976221763767139e-35,8.465448279479376e-22,9.293601244143846e-27,9.52162661687921e-14,2.1030979376626592e-19,2.0879778030038253e-25,1.4479494412095067e-17,1.3766083622696065e-27,1.0227668668784594e-23,1.6209982754770135e-20,1.2980409390674542e-11,7.49632032341923e-23,1.0742794911516693e-13,3.620800689021926e-18,1.8691533456447164e-21,1.986642087324994e-31,4.5237220746094907e-14
1.9255485408209505e-08,0.5016436302579101,1.912339801084676e-15,2.1842485866285143e-18,3.2182973121317596e-14,1.6383109887147163e-17,0.0,0.0,3.333463824674661e-11,8.536533268378718e-17,1.3820113505381667e-19,7.963687096355677e-20,5.4258840155939184e-24,1.3436294810514554e-43,5.154763090402122e-29,2.2565844996311334e-18,1.0467148099818127e-22,1.6394064804020905e-16,3.9853108514238e-42,7.423559853935621e-39,5.715381357537537e-38,2.540974990065885e-37,1.3709440397461195e-18,2.3246062054582952e-35,1.3996214324674502e-29,2.7882974937443006e-40,2.6440733723007216e-51,6.453426089560501e-39,8.51785182774017e-46,7.101561226667792e-45,2.100886817363327e-29,3.0019932925943633e-47,3.3024861950224503e-46,8.058372756772869e-48,3.76,0.0,0.9241340127680698,0.9999771484807329,5.235894570231392e-16,3.330728311932637e-26,2.1688772691451527e-08,1.46681814654354e-08,6.483656229534945e-09,5.369345424240828e-10,2.285148562654017e-05,9.253152446747165e-19,3.233854852477624e-30,3.85049288450775e-17,1.9089547581961655e-22,3.304062518724633e-14,1.827066836130362e-43,4.111432477230402e-43,4.893971191964003e-21,1.0624220861715595e-43,1.0165107919324209e-25,5.901373796761299e-49,2.5532072360856975e-43,1.1719355481744555e-45,1.0199473237915856e-43,4.077071909277932e-43,2.2439080903318927e-50,3.425061123060263e-49,5.3851284695372904e-45,2.3771860827974033e-21,1.639062013619079e-16,6.164241337923228e-23,2.5327105175753305e-11,7.261017155280936e-12,2.1260562064803883e-13,8.487786715643582e-17,1.5690683252967638e-13,7.116995043741317e-18,8.26610473597965e-17,1.9291301048065416e-19,5.68864209487118e-18,4.40920214976315e-19,2.289644032096523e-16,3.0529165499598798e-21,1.3671281783977686e-11,1.573117446031715e-16,6.125259450908454e-16,2.303329481431289e-35,1.014848334481168e-21,1.0724148036184759e-26,1.0461064929756957e-13,2.3245796649809965e-19,2.3593698285918665e-25,1.460719030830413e-17,1.5664507368357948e-27,1.166063059128184e-23,1.839901747712275e-20,1.3653098129062037e-11,8.950261498049845e-23,1.1842223031125188e-13,3.8095539946787506e-18,2.0687449252939356e-21,2.2547583927134985e-31,5.004691388135962e-14
2.020753796985239e-08,0.5016436303526072,2.102147013871705e-15,2.5050888425675783e-18,3.541326983884298e-14,1.890362699406189e-17,0.0,0.0,3.499073959393706e-11,9.402979170408087e-17,1.5779323840429523e-19,8.979743317834876e-20,6.4098010552277734e-24,1.556590211178118e-43,5.47343112473377e-29,2.4076801715839807e-18,1.18306359214275e-22,1.805581055381388e-16,4.850578163248305e-42,8.965031435331467e-39,6.907642311388355e-38,3.04894929294291e-37,1.3851486184941836e-18,2.8630281287651787e-35,1.651288007601813e-29,3.581684803766525e-40,3.390777214266032e-51,7.99672238189514e-39,1.1372603638474348e-45,9.000649405443193e-45,2.4157874677761249e-29,4.010077900831936e-47,4.39071439113196e-46,1.1290368931275035e-47,3.76,0.0,0.9241340116933896,0.9999771484790125,6.047610839856989e-16,3.93685538431813e-26,2.2761134718288632e-08,1.5414941197504923e-08,6.804278430038576e-09,5.41914595495984e-10,2.2851485661298255e-05,1.020516163520482e-18,3.742487494761468e-30,3.887519807305376e-17,2.0087492535696288e-22,3.6386375809282595e-14,2.3783300722103e-43,5.155471328749063e-43,5.409911057152896e-21,1.3970040067855532e-43,1.083971246160617e-25,7.73519382828336e-49,3.2029519989201418e-43,1.516868310917391e-45,1.3295911187583365e-43,5.232186943385654e-43,2.928164753818652e-50,4.4700855703232156e-49,7.358494267018159e-45,2.4972163896752436e-21,1.8051927501401054e-16,7.168429257846531e-23,2.6568395792661263e-11,7.602136170776044e-12,2.3378558955189536e-13,9.798532921356376e-17,1.7269735345031374e-13,7.836685291586262e-18,8.830518081756013e-17,2.058662548805244e-19,6.067606757405325e-18,4.969166768480064e-19,2.5200475133671384e-16,3.370041792080302e-21,1.434555107181408e-11,1.806822008571608e-16,6.745117617136647e-16,2.6647721720617e-35,1.2050964417604387e-21,1.2272901325999118e-26,1.143737989801267e-13,2.5568413239304177e-19,2.651690206869502e-25,1.4723773319103084e-17,1.769810242325944e-27,1.3197091806516217e-23,2.073906540733866e-20,1.432554288588916e-11,1.0585097708162024e-22,1.2990476907773703e-13,3.998350708093141e-18,2.27845664169601e-21,2.5442600081450343e-31,5.509760765759952e-14
2.1159590531495275e-08,0.5016436304473041,2.3006119401818965e-15,2.854590307700217e-18,3.879500981486767e-14,2.1667853432408483e-17,0.0,0.0,3.664757823016752e-11,1.0311436883799262e-16,1.7902425332569915e-19,1.0061796307526123e-19,7.509776539161221e-24,1.79206448822055e-43,5.789168689907639e-29,2.558857444382799e-18,1.3303772325905787e-22,1.9797756301440595e-16,5.844279432035883e-42,1.0731441910626273e-38,8.263228693133801e-38,3.620945633511595e-37,1.397769209111914e-18,3.4899525351311397e-35,1.9343810611992956e-29,4.543019456665252e-40,4.29690377001065e-51,9.803677846652934e-39,1.499995689654456e-45,1.128009567684039e-44,2.759469394762642e-29,5.28449151709451e-47,5.753548937121011e-46,1.557521319712508e-47,3.76,0.0,0.9241340106187094,0.9999771484772856,6.938756484744155e-16,4.620135060614124e-26,2.3833496743905185e-08,1.616231291940853e-08,7.124902039647981e-09,5.462812465895306e-10,2.2851485700548742e-05,1.1204441472882234e-18,4.302111345713921e-30,3.919986089328232e-17,2.1086316242807996e-22,3.989320160605776e-14,3.0580335996537966e-43,6.394107375838455e-43,5.9532705982001864e-21,1.813231070890306e-43,1.1529502647421123e-25,1.0008964446829952e-48,3.974572845977794e-43,1.9393816057829533e-45,1.711146486374336e-43,6.638795779876054e-43,3.773511149928717e-50,5.761259138844611e-49,9.910575445792063e-45,2.6172472552600678e-21,1.979340659268283e-16,8.281184204387627e-23,2.780873062650708e-11,7.941659973173e-12,2.5593643533962364e-13,1.123656056466438e-16,1.8923448180211764e-13,8.591289222673759e-18,9.409296231413794e-17,2.1883724642602644e-19,6.4466600383403356e-18,5.565115452504561e-19,2.7613428389009275e-16,3.703576923553497e-21,1.5019662088920374e-11,2.0614908987642767e-16,7.394765982514768e-16,3.0622694514673614e-35,1.4187336685676496e-21,1.3941117055756302e-26,1.2449699682076598e-13,2.7998408960630117e-19,2.965636893916558e-25,1.4831107610414827e-17,1.986735643382851e-27,1.4837385352321757e-23,2.323033373257022e-20,1.499774393354542e-11,1.241121582252814e-22,1.418693843966092e-13,4.187191128283267e-18,2.4982885421454595e-21,2.8558760545542564e-31,6.038903076544617e-14
2.211164309313816e-08,0.5016436305420009,2.5076939590683853e-15,3.2338028632518628e-18,4.232779349965357e-14,2.4686617324235365e-17,0.0,0.0,3.830515285938084e-11,1.126192507022247e-16,2.0194459613112965e-19,1.1209856102185444e-19,8.732454992918532e-24,2.051279725841552e-43,6.101588876861207e-29,2.709926847240021e-18,1.4890582939205422e-22,2.1619902373111385e-16,6.977307208596783e-42,1.2742810549866403e-38,9.79311003792841e-38,4.260225782274108e-37,1.4089948431441205e-18,4.2145161283119756e-35,2.251286860025513e-29,5.696556154255572e-40,5.386373717606605e-51,1.19025933558355e-38,1.956441399437361e-45,1.399270219273029e-44,3.132986661690928e-29,6.878352591846592e-47,7.440630628007356e-46,2.1184162755519284e-47,3.76,0.0,0.9241340095440291,0.9999771484756269,7.9129651528272025e-16,5.386642875225545e-26,2.49058587682997e-08,1.691022146591582e-08,7.4455268851496396e-09,5.501098341433725e-10,2.2851485669286938e-05,1.2251027790163436e-18,4.915192951714281e-30,3.9484518715002577e-17,2.2085910643145187e-22,4.356106643472704e-14,3.888024221950755e-43,7.851499050401172e-43,6.524240216905105e-21,2.3257412967021166e-43,1.2234449492538146e-25,1.27997547502346e-48,4.88346869885787e-43,2.4519738040055153e-45,2.176597208114604e-43,8.336747966352825e-43,4.8076308990490285e-50,7.340903007427925e-49,1.3172643967483696e-44,2.7372785121814186e-21,2.1615057758851706e-16,9.50896727167823e-23,2.904811878797128e-11,8.279600146068197e-12,2.7905372667021946e-13,1.280756028861829e-16,2.0651689289316568e-13,9.380812952265036e-18,1.000238527800937e-16,2.318106530533263e-19,6.825340323793877e-18,6.197016520498349e-19,3.0135105656369834e-16,4.053621364364467e-21,1.5693614870759025e-11,2.3378368897623777e-16,8.07419375723936e-16,3.497540235868486e-35,1.6572029423144e-21,1.5729838908359945e-26,1.3497172430493515e-13,3.053536537406171e-19,3.3019122006500253e-25,1.493072015444319e-17,2.217257505167714e-27,1.658169633893863e-23,2.5872831884998898e-20,1.5669701544114535e-11,1.4438807945302503e-22,1.5430995916886467e-13,4.376075553995555e-18,2.72824066532185e-21,3.190339965068507e-31,6.592091220013666e-14
2.3063695654781045e-08,0.5016436306366976,2.7233527633385413e-15,3.643763487599706e-18,4.6011222307777754e-14,2.797069569523276e-17,0.0,0.0,3.9963462195420623e-11,1.225446235859392e-16,2.266040198623846e-19,1.242385690554344e-19,1.0084421687183744e-23,2.3354466421346675e-43,6.410367835185381e-29,2.860723198209464e-18,1.6595088424150806e-22,2.3522249008367694e-16,8.260830585962818e-42,1.5019852281127825e-38,1.1508122799506128e-37,4.969871381264186e-37,1.4189920812042967e-18,5.04630053832974e-35,2.604469021125069e-29,7.068516559812793e-40,6.685271336786249e-51,1.4323081094540214e-38,2.5256929254405437e-45,1.71955867386041e-44,3.537370873344146e-29,8.85223753895795e-47,9.507185171325092e-46,2.8441351458942437e-47,3.76,0.0,0.9241340084693487,0.9999771484739599,8.973860903303575e-16,6.242673277085183e-26,2.5978220791470928e-08,1.7658600804148924e-08,7.766152814375033e-09,5.534665431993562e-10,2.2851485644751117e-05,1.3344952064128715e-18,5.584200122478961e-30,3.973409239291522e-17,2.3086181010873455e-22,4.7389934001014147e-14,4.89258622719652e-43,9.553389118249803e-43,7.123008207705669e-21,2.950919061869325e-43,1.2954528119023601e-25,1.6193498452784115e-48,5.946110527653919e-43,3.0684090301673534e-45,2.7391869170114875e-43,1.037005991917245e-42,6.061328867136007e-50,9.256112027459845e-49,1.7297706101672907e-44,2.8573102169899806e-21,2.351688129504057e-16,1.0858355922569978e-22,3.02865691883332e-11,8.615968171465089e-12,3.0313306583374127e-13,1.4517196802282959e-16,2.2454327213519318e-13,1.0205260331343117e-17,1.0609730487150987e-16,2.4477315983992624e-19,7.203246396667315e-18,6.864797798226621e-19,3.2765314061774986e-16,4.4202742251064744e-21,1.6367409452799618e-11,2.63655225727319e-16,8.783390163553283e-16,3.9723026089589894e-35,1.9219431949814447e-21,1.7639925442281593e-26,1.457896581517426e-13,3.3178865781967295e-19,3.661223090238369e-25,1.5023894557334983e-17,2.4613911819681527e-27,1.8430086370570344e-23,2.866640544051359e-20,1.6341415989374734e-11,1.6677852233315527e-22,1.6722043958033896e-13,4.565004283708452e-18,2.9683130416225254e-21,3.5483898299100882e-31,7.1692981261172e-14
2.401574821642393e-08,0.5016436307313942,2.947548348635105e-15,4.085497055093663e-18,4.984489861589996e-14,3.1530814934054555e-17,0.0,0.0,4.162250496189554e-11,1.3289067345327108e-16,2.5305171427523004e-19,1.3703668702547007e-19,1.1572194281169982e-23,2.6457547571204173e-43,6.715235191778593e-29,3.0111021492201256e-18,1.8421304201739616e-22,2.5504796393167653e-16,9.70629179002857e-42,1.7583959371067435e-38,1.3418941309485727e-37,5.752774916376383e-37,1.427908189597579e-18,5.995338458349512e-35,2.99646792558477e-29,8.687128212122022e-40,8.221914490389937e-51,1.7096036870337512e-38,3.229785739841636e-45,2.0950297863874192e-44,3.973631709800008e-29,1.1274820184047873e-46,1.2014258809353121e-45,3.7730864027944763e-47,3.76,0.0,0.9241340073946683,0.99997714847224,1.0125058229964238e-15,7.194739371819889e-26,2.7050582813417804e-08,1.840739270332571e-08,8.086779693135138e-09,5.564097387246814e-10,2.2851485671101296e-05,1.4486242052675134e-18,6.311601678199019e-30,3.995292135958398e-17,2.408704387414612e-22,5.1379767882744146e-14,6.098576553736803e-43,1.15271172732023e-42,7.749761071758223e-21,3.7070036817645505e-43,1.3689716896180976e-25,2.028550260973382e-48,7.180058640447584e-43,3.8037719765546867e-45,3.4134764420790815e-43,1.2787143942585796e-42,7.568706273628946e-50,1.1559022650688019e-48,2.246280475849595e-44,2.977342393934632e-21,2.549887747070177e-16,1.233604322547843e-22,3.152409054404909e-11,8.950775430723905e-12,3.28170088418814e-13,1.6371109078366956e-16,2.433123149058543e-13,1.1064633271618769e-17,1.123127645736314e-16,2.577131730384481e-19,7.580028588304708e-18,7.568353042373849e-19,3.5503862265308437e-16,4.80363431310979e-21,1.70410458705186e-11,2.9583092632666614e-16,9.522344435732215e-16,4.4882737854199976e-35,2.2143875154460575e-21,1.967207908627842e-26,1.5694266578309044e-13,3.5928495225126287e-19,4.0442814498686935e-25,1.5111728398969618e-17,2.719139158677628e-27,2.0382512678344913e-23,3.1610762637768304e-20,1.7012887540799127e-11,1.9138099697325614e-22,1.8059483447401497e-13,4.753977615636089e-18,3.2185056991488998e-21,3.9307686997160196e-31,7.770496755196913e-14
