Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885)
5.922551935951857e-10,0.5016436284015297,2.177522107665266e-18,1.1692559754897454e-22,3.097230928229819e-17,6.09263071795949e-22,0.0,0.0,1.020692858398762e-12,8.051664880058652e-20,5.560367857272542e-24,4.104351888281936e-24,2.726123332775666e-29,5.600030453799458e-48,1.1357029663313152e-31,4.520758612690498e-21,4.851393068104048e-26,1.4135653644155403e-19,3.363709292685429e-49,1.463132217035203e-44,5.329324625322762e-45,2.701058941743537e-44,1.1241152631536357e-19,1.470292186956567e-42,2.377485615507054e-34,6.032561270863617e-49,4.18029115461935e-59,3.245503097938907e-46,6.656902046944961e-54,1.9925324681256405e-52,6.016155852834368e-34,2.1641057720267277e-56,9.657160433916239e-56,6.382431097275295e-58,3.76,0.0,0.9241340338351882,0.9999815858538419,1.5432749091655334e-20,5.429352116647289e-31,6.670976150731054e-10,4.2240050604311067e-10,1.9935633945204796e-10,4.5340767083791495e-11,1.8414145137396608e-05,8.309166180000875e-22,9.016260086522166e-35,2.0736117580878622e-18,2.2539967259412613e-24,3.127345848676671e-17,1.800800549687107e-51,1.5585667314284112e-50,3.74763570948452e-24,3.253129621767512e-52,1.094167591285632e-27,1.0172045339008286e-57,9.896746897371905e-51,1.1715064200245794e-53,4.319152535870942e-52,8.866658046178395e-51,8.548299687860097e-59,1.2169769651133959e-57,1.7388221552257073e-54,2.779616241866167e-23,1.4135475215807549e-19,3.0863524881896757e-27,7.858026653491483e-13,2.3414874671177304e-13,2.0750961264023683e-16,2.5285204753956684e-21,1.503585254672945e-16,1.1092281823006635e-20,1.6400015188901248e-18,3.8802258401343963e-22,1.1531432140368091e-20,2.3031586836032505e-23,2.194468916728867e-19,2.7547074687474135e-24,4.214658347311283e-13,5.193478318127562e-21,5.808627607068819e-19,6.423361026661739e-40,1.4700377848255092e-27,4.693689764476925e-32,1.1482351246899581e-16,2.255646796985443e-22,5.248167007518441e-29,1.528670892249837e-18,3.420621540076471e-32,1.4730437885727425e-28,9.903549039639067e-25,4.214483263389632e-13,1.4597841533642243e-28,1.2121834855862516e-16,1.1693299026338264e-19,1.6335612255856233e-24,9.615951813354307e-36,4.7695768642891925e-17
6.185977425063916e-10,0.5016436284041499,2.3607705973245066e-18,1.3025347399170252e-22,3.378794823323887e-17,6.882357646502793e-22,0.0,0.0,1.0660981953379865e-12,8.783879211119235e-20,6.332046676006397e-24,4.672316126822219e-24,3.149625069653528e-29,6.370881100471387e-48,1.2372594649907895e-31,4.925642570655286e-21,5.300174299731037e-26,1.5481287801404973e-19,4.173180622292571e-49,1.7002614769195244e-44,6.611203723155082e-45,3.350201546438663e-44,1.1720743595221214e-19,1.825031083790426e-42,2.7121621330547034e-34,7.819765018748677e-49,5.2070686148262e-59,4.029664218818056e-46,8.295003189586256e-54,2.4772415531563948e-52,6.880685859245425e-34,2.812369597890093e-56,1.2686417635415241e-55,8.404127152817994e-58,3.76,0.0,0.9241340338054527,0.9999812738883092,1.7584644911069645e-20,6.193250233499596e-31,6.967690333053431e-10,4.4127286009077613e-10,2.0822358063436422e-10,4.727258991577149e-11,1.8726110624842715e-05,9.065926172744984e-22,1.0274636576582382e-34,2.204849526552123e-18,2.4289295331570175e-24,3.4117963292523356e-17,2.2463051562421066e-51,1.9364903217728214e-50,4.109107882581586e-24,4.104206566383349e-52,1.1778842140300284e-27,1.316941848809406e-57,1.2295353849385088e-50,1.4634382062557048e-53,5.436010695123198e-52,1.1027326778844182e-50,1.0963827988295955e-58,1.5631174333993258e-57,2.2644601447697472e-54,3.025948001691576e-23,1.5481084683043487e-19,3.438663477840292e-27,8.207428676823536e-13,2.4454650233168997e-13,2.263692585680286e-16,2.881045109826131e-21,1.640282196454014e-16,1.188237534838566e-20,1.7142650194999328e-18,4.227670015842604e-22,1.256387823340232e-20,2.621811744321129e-23,2.393976854895082e-19,3.0054160350511218e-24,4.402105210836158e-13,5.916666150535482e-21,6.336814090498364e-19,7.320011899682437e-40,1.74818130094772e-27,5.568626855883061e-32,1.2523768293727944e-16,2.460675676305649e-22,5.927443156800516e-29,1.5927503319653984e-18,4.0017979723798507e-32,1.736713749530398e-28,1.125953350596409e-24,4.4019142104461015e-13,1.7330249622334328e-28,1.322264080172606e-16,1.2213431612590568e-19,1.7963632794818468e-24,1.1294837101189829e-35,5.203242914892502e-17
6.449402914175974e-10,0.50164362840677,2.551367935619714e-18,1.4459875265791612e-22,3.67259899933005e-17,7.7371711578377175e-22,0.0,0.0,1.1115041053670356e-12,9.547957435801089e-20,7.171664683814183e-24,5.289994755076735e-24,3.6180225688172525e-29,7.208511215224907e-48,1.3430137417302885e-31,5.347344991967662e-21,5.769477178432272e-26,1.689017890840189e-19,5.130680604123723e-49,1.9643519097592106e-44,8.12733204026778e-45,4.1178153934446913e-44,1.2198647256494202e-19,2.2448942422039003e-42,3.0771283902093282e-34,1.0026690520276962e-48,6.427444969237351e-59,4.9588612395114675e-46,1.0242794654092795e-53,3.0520352823229883e-52,7.825461082338923e-34,3.6152045274825773e-56,1.6480931936482855e-55,1.0943383902149791e-57,3.76,0.0,0.9241340337757171,0.9999809838553964,1.992778795260457e-20,7.026255711181282e-31,7.264404515369576e-10,4.6015221271449723e-10,2.170908379422852e-10,4.9197398042942687e-11,1.9016143492132814e-05,9.855763085375517e-22,1.1645057040926914e-34,2.3368596429417663e-18,2.6080370147684813e-24,3.708628380772153e-17,2.776667865396767e-51,2.384316533731317e-50,4.4879724023163144e-24,5.1299921579112106e-52,1.2632755569381724e-27,1.6865688096429606e-57,1.513729813018326e-50,1.811510362015203e-53,6.778710653160883e-52,1.3590607665443346e-50,1.391242702849582e-58,1.986279900334557e-57,2.9170230085437816e-54,3.2797123996306876e-23,1.68899489390846e-19,3.8156931838155444e-27,8.556821438625824e-13,2.549428325610149e-13,2.46048166610535e-16,3.2648920192275438e-21,1.7829228331965766e-16,1.2697790532464337e-20,1.788640986812826e-18,4.589537229933885e-22,1.3639169393371773e-20,2.9683460298550257e-23,2.602159521205266e-19,3.2670603942768942e-24,4.589550857095754e-13,6.7039536043467986e-21,6.887979548222132e-19,8.29652641722326e-40,2.0639135365094538e-27,6.558890232407723e-32,1.3610143108135867e-16,2.6746139668571384e-22,6.657551230458167e-29,1.6565102922460828e-18,4.6488207501594496e-32,2.0328741655069e-28,1.2732863304720985e-24,4.589343248323153e-13,2.0427746564895435e-28,1.4371149292192825e-16,1.27335670692772e-19,1.9673626275208372e-24,1.3169599204607983e-35,5.655770907213937e-17
6.712828403288033e-10,0.5016436284093901,2.7493129816016065e-18,1.600007900196722e-22,3.9786425649137145e-17,8.659630245226983e-22,0.0,0.0,1.1569105894132327e-12,1.0343899956156914e-19,8.082031290131298e-24,5.9594070262673914e-24,4.134076296471687e-29,8.115551193564893e-48,1.4529479015341945e-31,5.785801258883488e-21,6.259384822030346e-26,1.8362375459194374e-19,6.255434905655031e-49,2.2573030792413966e-44,9.908096375811986e-45,5.019235044755848e-44,1.2674869592292373e-19,2.7383954706269522e-42,3.4737400267123276e-34,1.2728348278492391e-48,7.867869627739551e-59,6.052356594691977e-46,1.2542772541503524e-53,3.728933549025934e-52,8.854143563342455e-34,4.6008567872257505e-56,2.119148746988286e-55,1.4104148830507127e-57,3.76,0.0,0.9241340337459816,0.9999807142131256,2.247031502500022e-20,7.931464323213358e-31,7.56111869767948e-10,4.790385385015118e-10,2.259581113173826e-10,5.1115216936628173e-11,1.928578571754065e-05,1.0678689031906927e-21,1.3132314604130544e-34,2.4695089119703576e-18,2.7911138533327492e-24,4.0178420232672566e-17,3.4036653701536307e-51,2.911298903209912e-50,4.884254876138521e-24,6.357441809064947e-52,1.3502199490256289e-27,2.138450949559847e-57,1.848119790957548e-50,2.223617725569701e-53,8.381397490001953e-52,1.6610454190958219e-50,1.7481487026093223e-58,2.4992294061345818e-57,3.720140753058048e-54,3.5404809965264085e-23,1.8362116390233819e-19,4.218231752396186e-27,8.906204949374318e-13,2.6533773791636327e-13,2.6654622587384415e-16,3.6813928261651955e-21,1.9315068293540018e-16,1.3538533337265538e-20,1.863129437030101e-18,4.96577129181548e-22,1.475713753963096e-20,3.343892616359933e-23,2.8190164181525206e-19,3.5396428225048305e-24,4.776995286097626e-13,7.558045864135266e-21,7.462123746237354e-19,9.356324313770825e-40,2.420449969357227e-27,7.673855901225271e-32,1.4741446272063976e-16,2.89746070640994e-22,7.439498707358677e-29,1.719952411006e-18,5.365604629280705e-32,2.3638218808670607e-28,1.432823590368305e-24,4.77677037707994e-13,2.392115621167637e-28,1.5567344196957931e-16,1.3253705397045187e-19,2.1465706197749762e-24,1.5251988045182856e-35,6.127160252052367e-17
6.976253892400091e-10,0.5016436284120106,2.95460459523817e-18,1.7649887644689036e-22,4.296924629104145e-17,9.652293467621346e-22,0.0,0.0,1.202317648336401e-12,1.117170717486647e-19,9.065949237203863e-24,6.682564447089413e-24,4.700607196738563e-29,9.094615596229206e-48,1.5670441145322268e-31,6.2409469842622685e-21,6.769980364903763e-26,1.9897909731113083e-19,7.568223740637373e-49,2.58107604814738e-44,1.1986334313627432e-44,6.071026186983018e-44,1.3149416558350354e-19,3.314746346918747e-42,3.90335776381585e-34,1.6009286093555404e-48,9.557155353587193e-59,7.331036810455536e-46,1.5241264309901947e-53,4.520982557680839e-52,9.97039544386687e-34,5.801296694710488e-56,2.6990931967237763e-55,1.800603994310899e-57,3.76,0.0,0.924134033716246,0.9999804635279731,2.5220362343499253e-20,8.911984357683683e-31,7.857832879983122e-10,4.979318121313344e-10,2.348254007014268e-10,5.302607197566123e-11,1.953647082448047e-05,1.1534716082365996e-21,1.4741204117599298e-34,2.602678248698943e-18,2.9779636873089644e-24,4.339437258212674e-17,4.140156561347158e-51,3.5274687988036457e-50,5.297975543364733e-24,7.816427207562298e-52,1.4386027374877047e-27,2.6865023290075375e-57,2.2390587162627604e-50,2.7083948893811213e-53,1.0281804315606e-51,2.0145466748817913e-50,2.1768151221058705e-58,3.1161775039200293e-57,4.7006543697208064e-54,3.8078364255213306e-23,1.9897619226415392e-19,4.647070178852128e-27,9.25557921902259e-13,2.7573121889871527e-13,2.878633255053294e-16,4.131878972979355e-21,2.086033849727557e-16,1.440460970225893e-20,1.9377303862425507e-18,5.356316215456808e-22,1.5917615203021425e-20,3.749578126586196e-23,3.044547048538741e-19,3.8231655957571704e-24,4.964438497849301e-13,8.481646129541793e-21,8.059246450548511e-19,1.0502826784895951e-39,2.821133620625055e-27,8.923213826287377e-32,1.5917648388377542e-16,3.129214932820977e-22,8.274224276943521e-29,1.7830783177595915e-18,6.156081336817897e-32,2.7318959727001865e-28,1.605032978748437e-24,4.964195596775566e-13,2.784250037390002e-28,1.6811209392487469e-16,1.3773846596541525e-19,2.3339947685019805e-24,1.7553700842427032e-35,6.617410360694177e-17
7.23967938151215e-10,0.5016436284146308,3.1672416374020296e-18,1.9413223757941202e-22,4.627444301255068e-17,1.0717718950114993e-21,0.0,0.0,1.247725282933685e-12,1.203137949519019e-19,1.0126214622365487e-23,7.46147080564137e-24,5.320496133104565e-29,1.0148303329825974e-47,1.6852846159112893e-31,6.712718010721229e-21,7.301346957911043e-26,2.149679987705354e-19,9.091435909527293e-49,2.937693387794154e-44,1.4397418670204075e-44,7.291027373983637e-44,1.3622294089278402e-19,3.983881593068222e-42,4.3673473908371934e-34,1.996434003745425e-48,1.1526588076544369e-58,8.817474589248069e-46,1.8388611734303243e-53,5.442297116682743e-52,1.1177878049038836e-33,7.252533313688551e-56,3.407635976252237e-55,2.2785979753738655e-57,3.76,0.0,0.9241340336865105,0.9999802304671273,2.818606553008589e-20,9.97093661973385e-31,8.15454706228049e-10,5.16832008375422e-10,2.436927060363879e-10,5.492998844672135e-11,1.9769531624859372e-05,1.242385626295171e-21,1.6476522153195922e-34,2.7362611668495003e-18,3.1683988534705697e-24,4.6734140708930323e-17,5.00013624685596e-51,4.2436660399023303e-50,5.7291499622114e-24,9.539929585166592e-52,1.5283161241611046e-27,3.3463044271762856e-57,2.6934107847837074e-50,3.275254081120232e-53,1.2521479308945556e-51,2.4259089054678804e-50,2.6879928278455364e-58,3.8528752415838235e-57,5.888902667151103e-54,4.081373829544952e-23,2.1496475513456119e-19,5.103000308539063e-27,9.604944257038968e-13,2.8612327599452754e-13,3.0999935469244145e-16,4.617681721851929e-21,2.2465035594388035e-16,1.5296025544442794e-20,2.0124438504308918e-18,5.761116218723396e-22,1.7120435523885356e-20,4.186524746109969e-23,3.278750915461874e-19,4.1176309899827e-24,5.151880492358272e-13,9.477455616625713e-21,8.679347427167327e-19,1.1739456478580873e-39,3.269434547835794e-27,1.0316962441264164e-31,1.7138720080639841e-16,3.3698756840341147e-22,9.162601886270169e-29,1.8458896336647293e-18,7.024196000433486e-32,3.1394750726550565e-28,1.790380459630262e-24,5.151618907469101e-13,3.22249932415035e-28,1.8102728761792014e-16,1.429399066841319e-19,2.5296392439945244e-24,2.0086359460660646e-35,7.126520644852619e-17
7.503104870624209e-10,0.5016436284172512,3.387222969858896e-18,2.129400355182156e-22,4.970200691011271e-17,1.1858464384393703e-21,0.0,0.0,1.2931334939438753e-12,1.2922917320927542e-19,1.1265616920468209e-23,8.298122199180633e-24,5.996683389265147e-29,1.1279197825797806e-47,1.8076517058040806e-31,7.201050409797891e-21,7.853567768315148e-26,2.3159051699220964e-19,1.0849121894573923e-48,3.329239187106967e-44,1.7179340376615992e-44,8.698390917133835e-44,1.409350809863954e-19,4.756484135446878e-42,4.867079754264108e-34,2.4699421588007472e-48,1.381003808300123e-58,1.0535990350349861e-45,2.203935683005557e-53,6.508102975415278e-52,1.2480251143886058e-33,8.994946987454986e-56,4.267145517283996e-55,2.8599961207101464e-57,3.76,0.0,0.9241340336567749,0.9999800137915353,3.137555961368706e-20,1.1111454434034008e-30,8.451261244571564e-10,5.357391020968389e-10,2.525600272644355e-10,5.68269915446686e-11,1.9986207171430176e-05,1.3346121556194263e-21,1.834306699689516e-34,2.870162505897701e-18,3.362240115459745e-24,5.0197724324105016e-17,5.998789880428195e-51,5.071569400452693e-50,6.177789592976005e-24,1.1564240821757998e-51,1.6192589501887342e-27,4.135230335085241e-57,3.218570123533846e-50,3.9344237937348553e-53,1.514602111166568e-51,2.9019805302259117e-50,3.2935320069370185e-58,4.7267086023893034e-57,7.319027951886402e-54,4.3607018216724876e-23,2.3158690966828946e-19,5.586814837948089e-27,9.95430007243994e-13,2.965139096767318e-13,3.329542026616228e-16,5.140132154870157e-21,2.4129156239057645e-16,1.6212786758425525e-20,2.087269845466197e-18,6.180115722701766e-22,1.8365432250051246e-20,4.655850239482529e-23,3.5216275223044573e-19,4.423041281042784e-24,5.339321269632025e-13,1.0548173559180907e-20,9.322426442112753e-19,1.3069637486580959e-39,3.768949340421695e-27,1.1865403261733284e-31,1.8404631992915028e-16,3.6194419980802447e-22,1.0105444671345393e-28,1.9083879715655216e-18,7.973904164120082e-32,3.588974876406847e-28,1.9893301253406373e-24,5.339040309219562e-13,3.710303585390599e-28,1.9441886194231086e-16,1.4814137613307132e-19,2.733505294878441e-24,2.2861490889424414e-35,7.654490516616406e-17
7.766530359736267e-10,0.5016436284198713,3.614547455256357e-18,2.3296136996523515e-22,5.325192908276886e-17,1.3077087029180815e-21,0.0,0.0,1.3385422820515737e-12,1.384632105637695e-19,1.2486939006340842e-23,9.194507061810377e-24,6.73216818678592e-29,1.2489867218503495e-47,1.9341277491722555e-31,7.70588048111575e-21,8.426725979708147e-26,2.4884660333241215e-19,1.2867046505759868e-48,3.7578590614912324e-44,2.037279061906658e-44,1.0313623372944038e-43,1.4563064479026436e-19,5.64401001058412e-42,5.403930747573735e-34,3.033232065677751e-48,1.6444071806512284e-58,1.2512713171247529e-45,2.625242925898114e-53,7.734779166114235e-52,1.3881172237796282e-33,1.1073631127143962e-55,5.302893117949792e-55,3.562489762924914e-57,3.76,0.0,0.9241340336270394,0.9999798123492146,3.4796979030364237e-20,1.2336683647247104e-30,8.747975426856329e-10,5.546530682499264e-10,2.614273643279401e-10,5.871710637287728e-11,2.0187649446577898e-05,1.4301523901113736e-21,2.0345638642455747e-34,3.0042972173416817e-18,3.559316393645323e-24,5.3785123015901336e-17,7.152548768939528e-51,6.023727046458291e-50,6.643902351420158e-24,1.392916834077418e-51,1.7113364792491482e-27,5.072571390150859e-57,3.8224798757666217e-50,4.696987758886621e-53,1.8205318211868732e-51,3.450133762124359e-50,4.006445617686408e-58,5.75679500270156e-57,9.029291620642301e-54,4.645443348336972e-23,2.4884260635762765e-19,6.0993073157147285e-27,1.030364667382225e-12,3.069031204056955e-13,3.5672775867726396e-16,5.7005611740895805e-21,2.585269708820197e-16,1.715489921650684e-20,2.1622083871103167e-18,6.613259351023014e-22,1.9652439734815706e-20,5.15866796634538e-23,3.773176372722604e-19,4.739398744697915e-24,5.526760829678007e-13,1.1696497210060238e-20,9.988483261410986e-19,1.4496795335834278e-39,4.323400616537811e-27,1.3579135545411866e-31,1.9715354789579475e-16,3.877912913077341e-22,1.1103508768215005e-28,1.9705749360349712e-18,9.009168945974777e-32,4.0828457257319275e-28,2.2023442089463064e-24,5.526459802085943e-13,4.251221059235309e-28,2.082866558532649e-16,1.5334287431870293e-19,2.9455916471601888e-24,2.5890508946866297e-35,8.20131938840092e-17
8.029955848848326e-10,0.5016436284224915,3.849213957113579e-18,2.5423527922315267e-22,5.692420063188325e-17,1.437614371067698e-21,0.0,0.0,1.3839516478909432e-12,1.4801591106299635e-19,1.379295717734599e-23,1.0152606192004742e-23,7.530008249050731e-29,1.378286452168355e-47,2.0646951756718355e-31,8.227144751557273e-21,9.020904791936205e-26,2.6673611685846847e-19,1.5172740634167918e-48,4.225760161352598e-44,2.4021241500843494e-44,1.215862522666229e-43,1.5030969102137587e-19,6.658712972793066e-42,5.979281303028285e-34,3.699354252249734e-48,1.94680649116183e-58,1.4775641237473427e-45,3.1091336597120336e-53,9.139900385258185e-52,1.5384296023350603e-33,1.3538751247419883e-55,6.543312735235118e-55,4.4060606429232805e-57,3.76,0.0,0.9241340335973038,0.999979625069222,3.8458457623475703e-20,1.364978263048138e-30,9.044689609134771e-10,5.735738818799692e-10,2.7029471716947225e-10,6.060035794356793e-11,2.0374929393768815e-05,1.5290075193377988e-21,2.2489038785120977e-34,3.138589335635413e-18,3.759464488626679e-24,5.749633626608644e-17,8.479146240681576e-51,7.113586863489601e-50,7.127493081868575e-24,1.6678247473712345e-51,1.8044601508843706e-27,6.179668764698467e-57,4.513651204684175e-50,5.574924623961349e-53,2.1753796254146136e-51,4.078284423832239e-50,4.840974260417485e-58,6.964082044585549e-57,1.1062408326963457e-53,4.935236208598364e-23,2.66731703409272e-19,6.641272143566758e-27,1.065298406939187e-12,3.1729090863008794e-13,3.813199120407617e-16,6.300299501594537e-21,2.76356548012782e-16,1.8122368768758694e-20,2.2372594910163023e-18,7.060491929180059e-22,2.0981292934905604e-20,5.696086897467571e-23,4.0333969706360533e-19,5.066705656595602e-24,5.714199172503661e-13,1.2925121842470261e-20,1.067751765109544e-18,1.60243569799076e-39,4.936636522187649e-27,1.5469051045341112e-31,2.1070859155156302e-16,4.1452874672305446e-22,1.2157496968863051e-28,2.0324521234173546e-18,1.013395864732682e-31,4.623570353696349e-28,2.4298830958176714e-24,5.713877386127212e-13,4.848927571816275e-28,2.2263050836600025e-16,1.5854440124749575e-19,3.165894844832702e-24,2.9184698690538523e-35,8.767006672906536e-17
8.293381337960384e-10,0.5016436284251118,4.091221339811313e-18,2.7680074114683277e-22,6.071881266088794e-17,1.575819082299775e-21,0.0,0.0,1.4293615920493142e-12,1.5788727875884967e-19,1.51864411759511e-23,1.1174392780063969e-23,8.393319379699674e-29,1.5160727803998746e-47,2.1993364795139588e-31,8.764779974439958e-21,9.636187421024802e-26,2.8525883788366226e-19,1.779555253934807e-48,4.735211180408568e-44,2.817102593491642e-44,1.4256730158250346e-43,1.5497227818853162e-19,7.813668941023155e-42,6.594517384080891e-34,4.482716120647318e-48,2.292431599964627e-58,1.7354701678612182e-45,3.66243561890529e-53,1.0742279380154635e-51,1.699327385620588e-33,1.644591386132352e-55,8.020271145082073e-55,5.413188586897334e-57,3.76,0.0,0.9241340335675683,0.999979450955865,4.23681286438312e-20,1.5053922281732124e-30,9.341403791406872e-10,5.925015181228654e-10,2.7916208573180403e-10,6.247677117813845e-11,2.0549042705372434e-05,1.6311787285460157e-21,2.4778070815336637e-34,3.272971000796288e-18,3.962528806931959e-24,6.133136346526587e-17,9.997674318119327e-51,8.35552671495892e-50,7.628564002252619e-24,1.985895782059864e-51,1.8985473342372574e-27,7.480047585844546e-57,5.301182247356933e-50,6.581147987485077e-53,2.585066953599102e-51,4.794911796033962e-50,5.812651751746369e-58,8.37144736689448e-57,1.346589090665039e-53,5.2297334920296095e-23,2.8525398027920576e-19,7.213504577230146e-27,1.1002312266991768e-12,3.276772747877111e-13,4.067305520896144e-16,6.940677679557966e-21,2.9478026040095934e-16,1.9115201243105897e-20,2.3124231727288248e-18,7.521758483844081e-22,2.2351827408437792e-20,6.269211630747242e-23,4.3022888202186223e-19,5.404964292258751e-24,5.901636298116416e-13,1.4236740751275847e-20,1.1389529377206758e-18,1.765575079049358e-39,5.612630231703156e-27,1.7546328812647634e-31,2.247111579415795e-16,4.421564698832234e-22,1.3268062252482412e-28,2.0940211218704363e-18,1.1352244485525703e-31,5.213661699788466e-28,2.6724053348861075e-24,5.901293061402304e-13,5.5072159932159655e-28,2.374502585541955e-16,1.6374595692591868e-19,3.394409570521847e-24,3.275520194363756e-35,9.351551783079422e-17
8.556806827072443e-10,0.501643628427732,4.340568468582709e-18,3.006966739815046e-22,6.463575627506574e-17,1.7225784328605608e-21,0.0,0.0,1.474772115070429e-12,1.6807731770719209e-19,1.6670154212364095e-23,1.2261832435414621e-23,9.325275079489727e-29,1.6625980362981086e-47,2.3380342193111393e-31,9.318723128698986e-21,1.0272657099104267e-25,3.044144795108833e-19,2.076669827428332e-48,5.288542363656398e-44,3.287141610792036e-44,1.6632743532171275e-43,1.59618464593103e-19,9.12280015651129e-42,7.251029979413275e-34,5.399170539522628e-48,2.6858161558366935e-58,2.0281809958057785e-45,4.292472982468221e-53,1.2562009371822727e-51,1.871175334601217e-33,1.9856552370040633e-55,9.76935417927252e-55,6.609072952917192e-57,3.76,0.0,0.9241340335378327,0.9999792890834857,4.653412474982186e-20,1.6552286028311633e-30,9.638117973672617e-10,6.114359522047987e-10,2.8802946995790747e-10,6.434637090749383e-11,2.0710915039133376e-05,1.7366671986795443e-21,2.721753981249695e-34,3.407381633549442e-18,4.1683610848678115e-24,6.529020392597331e-17,1.1728641326091408e-50,9.764884592277868e-50,8.14711508434809e-24,2.352294689067547e-51,1.9935210641078628e-27,8.999555806183901e-57,6.194776989004477e-50,7.729547112276317e-53,3.0560200196629925e-51,5.609078533884459e-50,6.938372056826716e-58,1.0003800640433289e-56,1.6292413943539141e-53,5.528603753471883e-23,3.044091492163352e-19,7.816800727269483e-27,1.1351631274126986e-12,3.3806221930624897e-13,4.3295956819660615e-16,7.623026070299093e-21,3.1379807468654177e-16,2.0133402445406456e-20,2.387699447684585e-18,7.99700424217623e-22,2.3763879312864094e-20,6.879142407136875e-23,4.579851425889602e-19,5.7541769270752055e-24,6.089072206523677e-13,1.5634045254278014e-20,1.2124518205792813e-18,1.939440654894538e-39,6.355479450483655e-27,1.982243008850195e-31,2.391609543094773e-16,4.706743646262107e-22,1.4435811149622863e-28,2.155283511407424e-18,1.2667998698408846e-31,5.85566087194966e-28,2.9303676491958735e-24,6.088706827970139e-13,6.229995697591697e-28,2.5274574554865117e-16,1.6894754136044034e-19,3.631128918912469e-24,3.6613005203594326e-35,9.954954132078098e-17
8.820232316184501e-10,0.5016436284303524,4.5972542095044115e-18,3.259619371543632e-22,6.867502258134812e-17,1.8781479758739898e-21,0.0,0.0,1.5201832174575476e-12,1.7858603196755582e-19,1.8246852987170282e-23,1.3416883213837984e-23,1.0329106175455655e-28,1.8181130898016788e-47,2.4807710179196283e-31,9.888911418072952e-21,1.0930397074335567e-25,3.242026983661157e-19,2.411931162844892e-48,5.888145515125488e-44,3.817470114826797e-44,1.9312980455361154e-43,1.6424830832978027e-19,1.0600899173800125e-41,7.950215097486107e-34,6.466106135778448e-48,3.1318091556461958e-58,2.359092864812163e-45,5.007086010776703e-53,1.462050648398089e-51,2.0543377981778738e-33,2.3838323407250468e-55,1.1830164147282864e-54,8.021864288860365e-57,3.76,0.0,0.9241340335080972,0.9999791385914697,5.096457800754384e-20,1.8148069829268377e-30,9.934832155931988e-10,6.303771594419094e-10,2.968968697909565e-10,6.620918187237473e-11,2.086140700967028e-05,1.845474106393744e-21,2.9812252538708524e-34,3.541767154978594e-18,4.3768201151728665e-24,6.937285689482922e-17,1.3694030030638286e-50,1.1357988693301163e-49,8.683144406981906e-24,2.7726257941627064e-51,2.0893097788216343e-27,1.0766505695142094e-56,7.204764085767215e-50,9.035028012163336e-53,3.5951961785666464e-51,6.530450617910662e-50,8.23645695430843e-58,1.1888186702178917e-56,1.9600188951524232e-53,5.831531118963089e-23,3.241968659959661e-19,8.451957559884989e-27,1.1700941097988557e-12,3.484457426039841e-13,4.600068497690267e-16,8.348674856340454e-21,3.334099575298834e-16,2.1176978159531608e-20,2.463088331212729e-18,8.486174631139003e-22,2.5217285402915316e-20,7.526975126531126e-23,4.866084292305506e-19,6.1143458362877376e-24,6.276506897732852e-13,1.7119724693502514e-20,1.288248390290868e-18,2.124375543786471e-39,7.169405919143386e-27,2.230909324702964e-31,2.5405768809609086e-16,5.000823347987266e-22,1.566130697707213e-28,2.2162408639387496e-18,1.4085192754752257e-31,6.55213517593154e-28,3.2042249461595352e-24,6.276118685889619e-13,7.021292025378294e-28,2.6851680853603036e-16,1.7414915455752924e-19,3.876044650971374e-24,4.0768928571218405e-35,1.0577213133242346e-16
