Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37)
1.4213920142276635e-05,0.51814219870469,9.23234223987025e-11,5.6130525390247035e-12,2.691871426861661e-11,1.406081678123746e-09,0.0,0.0,1.2519878110874075e-07,3.4153665995726067e-10,9.219836085147948e-12,1.4162554947306994e-16,4.628291863243101e-16,1.1434780559174312e-36,5.6716763216704635e-27,2.1604113485353503e-18,1.778889146555319e-13,8.51035110908275e-10,6.0168360431206225e-33,4.091406428757039e-26,8.674937659082326e-31,-4.9913464169979584e-30,1.896498769300369e-19,6.941605204391948e-22,9.004662090750547e-19,1.8855584384133586e-29,2.040667101144307e-35,2.6592252847441586e-26,1.8766697384714637e-24,9.668073440539981e-27,4.6026285285248274e-20,8.896311891942702e-30,6.637744054029997e-31,9.539502519235657e-28,3.76,0.0,0.7688894309990799,0.9999572853500142,5.750828417951455e-10,6.369515930490906e-14,8.404343616107913e-05,6.077171604571677e-05,2.326697682677554e-05,2.7707490450595305e-09,4.258665162110372e-05,2.4773210629999958e-11,1.759394604229605e-19,5.70400956386594e-16,1.2178815878449586e-18,2.2808135371923535e-09,1.6745989944928336e-26,1.627699997747704e-27,3.043600495992378e-12,8.082115883318632e-26,1.1606005646550394e-18,5.451042400881712e-32,1.1462823750688911e-26,2.5541332925645827e-28,2.206205804743172e-26,4.699524341236937e-25,2.1145611326505463e-33,3.096971457458345e-32,4.2335715607807785e-25,1.971371226767526e-17,8.510450722726315e-10,1.3442359733706795e-13,1.056089219009474e-08,4.771145053774427e-10,2.645643400103066e-08,1.4643136658267519e-08,4.5881371407281553e-08,1.0416798961125998e-11,1.2334580854176098e-11,3.0495876053817966e-14,3.660939249107738e-15,2.2670203298910641e-13,3.5504504344284277e-10,5.626119024639172e-13,1.3793523557083433e-10,6.778071362687436e-11,4.9547086403013905e-15,2.757393162412355e-23,3.7894912992786866e-14,9.908052422278145e-20,8.863550012676444e-11,2.4949506815458034e-13,1.4565733677421137e-14,2.355534500598488e-15
1.4610104689262917e-05,0.5181424182251462,9.325311320863661e-11,5.67063083855126e-12,2.7296511604877145e-11,1.461371141801713e-09,0.0,0.0,1.2905874142923906e-07,3.618640666537701e-10,1.0010237803839001e-11,1.4577340690738338e-16,4.875642269404841e-16,1.1792402471959762e-36,5.790683940224619e-27,2.1604354845784685e-18,1.8700946154602457e-13,8.991362850271214e-10,6.550711201064368e-33,4.4431653844485227e-26,-2.877060071515747e-30,-6.7136221775193e-30,1.8965198676100772e-19,7.633353612455181e-22,9.485225189076381e-19,2.1296290171220922e-29,2.2674208525230702e-35,3.0558754971971444e-26,2.1400489954810234e-24,1.0807063137048222e-26,4.991472377896868e-20,1.0146205965439877e-29,7.502274787417755e-31,1.0868200791850194e-27,3.76,0.0,0.7688870853790613,0.9999572813419607,6.014212105973371e-10,6.904106865395487e-14,8.63858481099325e-05,6.246554785128356e-05,2.3915445748768467e-05,2.770745382976636e-09,4.258665144988326e-05,2.617349129084619e-11,1.8745357611719728e-19,5.7045358380064e-16,1.251826978575172e-18,2.4081796068831086e-09,1.8782956161209422e-26,1.8246171226635993e-27,3.3128886509054005e-12,9.110319078403713e-26,1.2296113102006757e-18,6.11412257446652e-32,1.3097022174315714e-26,2.920087280124562e-28,2.5223842484542086e-26,5.379798918235703e-25,2.371776992326051e-33,3.4736884690893477e-32,4.882693934563643e-25,2.0263153940884695e-17,8.991471264511032e-10,1.429973145444159e-13,1.063212134745052e-08,4.819468805719333e-10,2.7088645550680347e-08,1.5464129255742044e-08,4.7546990608709883e-08,1.0729821379593152e-11,1.2689347998510059e-11,3.158033626647014e-14,3.760915516401576e-15,2.3771299050641733e-13,3.6812606025968206e-10,6.053842673795283e-13,1.4002878247152734e-10,6.940442439566432e-11,5.304070852208154e-15,2.9485823576217555e-23,3.9781207213496084e-14,1.0399540137844006e-19,8.923404088994036e-11,2.592511076496594e-13,1.5542266075566496e-14,2.371907731598106e-15
1.5006289236249199e-05,0.5181426377450119,9.417479634989529e-11,5.727704708541304e-12,2.7668702351388105e-11,1.5172120131624523e-09,0.0,0.0,1.3292955199088958e-07,3.828028184273905e-10,1.084414488318428e-11,1.499351447534133e-16,5.129711340035055e-16,1.2155825108741577e-36,5.910662553472064e-27,2.1604596412245504e-18,1.9628547588855606e-13,9.48559605272887e-10,7.115030038085686e-33,4.814707262868279e-26,-6.375582739337643e-30,2.8243950367775648e-30,1.8965410083405359e-19,8.3700320819772685e-22,9.97536923236384e-19,2.3983302673234492e-29,2.51209191465362e-35,3.4970961045813874e-26,2.43065370561801e-24,1.2035375647441719e-26,5.401957343348217e-20,1.1528093996572382e-29,8.4496857434026e-31,1.2337518989362983e-27,3.76,0.0,0.7688847397446965,0.999957277319275,6.281238583142085e-10,7.465650842949957e-14,8.872825299716236e-05,6.415937232964135e-05,2.456391186773671e-05,2.770741720540156e-09,4.2586651278015996e-05,2.7612264179215113e-11,1.9934552321688533e-19,5.705062109085487e-16,1.2857721934052076e-18,2.538886127611182e-09,2.1002081924681935e-26,2.0390582905612977e-27,3.597868129776989e-12,1.0234884283014812e-25,1.3007168276334234e-18,6.836501581717031e-32,1.4910687662523027e-26,3.3264321696825796e-28,2.87346808144048e-26,6.135923382720873e-25,2.6519950371642705e-33,3.884094401782527e-32,5.609607742073499e-25,2.0812592768427387e-17,9.48571378016595e-10,1.5185779444092925e-13,1.0702354925447607e-08,4.867185897578296e-10,2.771258032539401e-08,1.6304377424079667e-08,4.9224104426215416e-08,1.1043069509940074e-11,1.3044187511879276e-11,3.267296158539039e-14,3.861735365412515e-15,2.4900903399024233e-13,3.813059084892768e-10,6.49983059917958e-13,1.4205801980839296e-10,7.100687541218557e-11,5.665520096789121e-15,3.147509474394491e-23,4.171740079861526e-14,1.090399084569207e-19,8.982420281222576e-11,2.6915496595773634e-13,1.655534204338923e-14,2.3880625936436952e-15
1.540247378323548e-05,0.5181428572642867,9.508877650564009e-11,5.784295220275669e-12,2.803566812204451e-11,1.5735996108945064e-09,0.0,0.0,1.3681105808311232e-07,4.0435424561056403e-10,1.1722682708771186e-11,1.5411115082430908e-16,5.390518747185497e-16,1.2525042200676617e-36,6.031591387715717e-27,2.160483817732596e-18,2.0571273692667306e-13,9.99305063573308e-10,7.710615209715758e-33,5.20765466866794e-26,-8.518383349749604e-30,-1.9715121041430877e-30,1.8965621974522294e-19,9.153051182603845e-22,1.0474919782418254e-18,2.6935111946455385e-29,2.775568989079888e-35,3.986278437301808e-26,2.7503102192157007e-24,1.335637830934166e-26,5.83470472306192e-20,1.3051466746416005e-29,9.48515007586911e-31,1.395783240054593e-27,3.76,0.0,0.768882394096247,0.9999572732821136,6.551855245915776e-10,8.054597052489283e-14,9.107065082387059e-05,6.585318948020564e-05,2.5212375183798476e-05,2.7707380577814234e-09,4.258665110552645e-05,2.9089529132638847e-11,2.1161542288256118e-19,5.705588377169822e-16,1.3197172323236783e-18,2.672927025948856e-09,2.3414098726560494e-26,2.2720518552802225e-27,3.899006080113749e-12,1.1461775915380034e-25,1.3739238959453201e-18,7.621672942578786e-32,1.6917930561525347e-26,3.776359798357776e-28,3.2622163157347775e-26,6.973952975793011e-25,2.9565703867970712e-33,4.330173961384452e-32,6.421169798197292e-25,2.1362028750525633e-17,9.99317820439644e-10,1.6100668521506956e-13,1.0771627602086633e-08,4.91430716424445e-10,2.832835188348154e-08,1.716362892293037e-08,5.09125554082414e-08,1.1356543354350112e-11,1.3399099445760346e-11,3.377372498370645e-14,3.963394958382959e-15,2.6059207882362107e-13,3.9458324699801685e-10,6.964214824526328e-13,1.4402654040561736e-10,7.258835808137765e-11,6.039003287837867e-15,3.3542844718271614e-23,4.3703834993611075e-14,1.1421492980163873e-19,9.040627958092101e-11,2.792070769050043e-13,1.7605396889234578e-14,2.4040060378180842e-15
1.579865833022176e-05,0.5181430767829701,9.599531810678447e-11,5.8404205155553065e-12,2.83977609187188e-11,1.6305294229134875e-09,0.0,0.0,1.4070310986728583e-07,4.265196531397268e-10,1.264697467915963e-11,1.5830181484624063e-16,5.658084008065959e-16,1.2900036631891913e-36,6.153448947526583e-27,2.160508023249464e-18,2.152871482409004e-13,1.051372651853626e-09,8.338281615064393e-33,5.619549286788258e-26,-8.647897233034169e-30,-4.99060240163912e-30,1.8965833494888361e-19,9.98381842198571e-22,1.0983707567671667e-18,3.0171164970881604e-29,3.0587456023146444e-35,4.5269460610623114e-26,3.100899109952515e-24,1.477339330431992e-26,6.290338108085342e-20,1.4726181890315138e-29,1.061398974605852e-30,1.5739958204411928e-27,3.76,0.0,0.7688800484339695,0.9999572692306294,6.82601305255595e-10,8.671382494575477e-14,9.34130415911578e-05,6.754699930239022e-05,2.58608356970711e-05,2.7707343955180548e-09,4.258665093246143e-05,3.060528598863584e-11,2.2426337737041493e-19,5.706114644016966e-16,1.3536620953274311e-18,2.810296504783212e-09,2.6030059943021635e-26,2.5246569743183768e-27,4.216771150587778e-12,1.27971470421694e-25,1.4492391520872645e-18,8.473234962761647e-32,1.913354726351666e-26,4.273218011924865e-28,3.6915228500677816e-26,7.900242015686205e-25,3.286898805979371e-33,4.8139713825848347e-32,7.324635242012303e-25,2.191146188829023e-17,1.0513864471945532e-09,1.7044563141832247e-13,1.0839969685267827e-08,4.96084299012406e-10,2.8936073723329124e-08,1.8041634997153403e-08,5.2612191104279046e-08,1.1670242867802074e-11,1.3754083834889591e-11,3.488260133369472e-14,4.065890687958675e-15,2.7246402432349827e-13,4.079567746847218e-10,7.447116345645031e-13,1.45937702804262e-10,7.414916371115573e-11,6.4244650979285595e-15,3.5690155788998683e-23,4.574084804580871e-14,1.195213420333229e-19,9.098052775187664e-11,2.894078652073853e-13,1.8692863184222377e-14,2.419744220446442e-15
1.6194842877208043e-05,0.5181432963010618,9.689465300680601e-11,5.896096368896031e-12,2.875530602618077e-11,1.6879970845689292e-09,0.0,0.0,1.4460556180114196e-07,4.493003213143603e-10,1.3618142295724527e-11,1.6250752845368159e-16,5.932426492059809e-16,1.3280791741078047e-36,6.276213170152797e-27,2.1605322500241495e-18,2.2500473403485222e-13,1.1047623620366152e-09,8.99883936381624e-33,6.052829228765575e-26,-7.243417915731491e-30,8.224684567751021e-30,1.8966045354358293e-19,1.0863738315905959e-21,1.1501568329603454e-18,3.371189408942669e-29,3.3625131869806865e-35,5.122754209098858e-26,3.484354177469244e-24,1.6289695086702426e-26,6.769483334449784e-20,1.6562464946051727e-29,1.184167406981488e-30,1.769516024736649e-27,3.76,0.0,0.7688777027581178,0.99995726516497,7.103666249261617e-10,9.3164323400365e-14,9.575542530012337e-05,6.924080179560962e-05,2.6509293407671036e-05,2.770730732953667e-09,4.258665075876596e-05,3.215953458471089e-11,2.372894729514089e-19,5.706640907915161e-16,1.387606782392795e-18,2.9509890252729825e-09,2.886134172913362e-26,2.797963698921151e-27,4.551633466661046e-12,1.4247339946631286e-25,1.5266695219458831e-18,9.394891024546416e-32,2.1573033229624926e-26,4.82051364536757e-28,4.164419047658337e-26,8.921449683957543e-25,3.6444168173879615e-33,5.337590594121884e-32,8.327669323498693e-25,2.246089218061392e-17,1.1047772517593124e-09,1.801762748225134e-13,1.0907407941590197e-08,5.006803369721838e-10,2.9535858986804304e-08,1.893815037056828e-08,5.432286347291131e-08,1.1984167966198536e-11,1.4109140700068181e-11,3.59995672576125e-14,4.169219160093272e-15,2.846267544592831e-13,4.214252259724012e-10,7.948645556801883e-13,1.477946447067952e-10,7.568958273931409e-11,6.821848278896588e-15,3.7918093610181854e-23,4.782877534455969e-14,1.249600144093823e-19,9.154717368579917e-11,2.997577468847518e-13,1.9818170661760478e-14,2.435282648788963e-15
1.6591027424194325e-05,0.5181435158185611,9.778698658839294e-11,5.951336634742919e-12,2.9108604542583163e-11,1.74599836112139e-09,0.0,0.0,1.485182721746718e-07,4.726975064682637e-10,1.4637305246610182e-11,1.6672868518349212e-16,6.213565427239931e-16,1.3667285772976633e-36,6.399861639380372e-27,2.1605564942303938e-18,2.34861635539818e-13,1.159474186042635e-09,9.693111914684816e-33,6.509509442169277e-26,1.3890052901002876e-30,1.5221094691251894e-29,1.8966257898747314e-19,1.1794212472120306e-21,1.2028342674044293e-18,3.7578745513515484e-29,3.687782050824347e-35,5.77748913333099e-26,3.902661434611326e-24,1.7908508155498547e-26,7.272768427023852e-20,1.8570910645255017e-29,1.3173818263176908e-30,1.983515365124243e-27,3.76,0.0,0.7688753570689404,0.9999572610852789,7.384772123115063e-10,9.990160278275204e-14,9.809780195186562e-05,7.093459695927691e-05,2.7157748315713832e-05,2.7707270698682984e-09,4.258665058445698e-05,3.375227475835511e-11,2.5069378237313536e-19,5.707167168390753e-16,1.4215512935056434e-18,3.0949992898527314e-09,3.1919643898851605e-26,3.093093062767157e-27,4.904064606291451e-12,1.5818886687720425e-25,1.6062214728608626e-18,1.0390449873052761e-31,2.425259581417323e-26,5.421915457957453e-28,4.684076274674172e-26,1.0044545723397191e-24,4.030601812659928e-33,5.903195381409203e-32,9.438359222690258e-25,2.3010319627422428e-17,1.1594902276155477e-09,1.9020025520468605e-13,1.0973966255678937e-08,5.052197956556633e-10,3.0127820226342065e-08,1.985293323124837e-08,5.6044428404560306e-08,1.2298318533615506e-11,1.446427005064203e-11,3.7124601010125934e-14,4.273377180232698e-15,2.9708213851999206e-13,4.3498736716829987e-10,8.468902663073211e-13,1.496002962485987e-10,7.720990412662123e-11,7.231093939538478e-15,4.022770785895872e-23,4.996794954967298e-14,1.3053180915303437e-19,9.210641926553122e-11,3.102571296306201e-13,2.098174615473249e-14,2.4506263027680033e-15
1.6987211971180607e-05,0.5181437353354676,9.867250263897371e-11,6.0061536044505304e-12,2.945793560537572e-11,1.8045291335760046e-09,0.0,0.0,1.5244110273370617e-07,4.967124415707533e-10,1.5705581485137243e-11,1.709656804696949e-16,6.501519906473515e-16,1.4059487411241188e-36,6.524372033064715e-27,2.1605807681564504e-18,2.4485410753372156e-13,1.215508115789758e-09,1.0421911438474469e-32,6.988002044860226e-26,1.0468531414550912e-29,-1.2518262092216611e-30,1.8966469983314607e-19,1.2776639686078702e-21,1.2563875927325574e-18,4.1794208064921344e-29,4.035517706381166e-35,6.495067383548039e-26,4.357858083001957e-24,1.963300514292279e-26,7.800823543943281e-20,2.0762484128756846e-29,1.4616181993936755e-30,2.2172109260404413e-27,3.76,0.0,0.7688730113666832,0.999957256991697,7.669290778387666e-10,1.0692968855188131e-13,0.00010044017154748155,7.262838479280303e-05,2.7806200421314105e-05,2.7707234074104886e-09,4.258665040960471e-05,3.5383506347046017e-11,2.6447636693762184e-19,5.707693427912693e-16,1.4554956286691039e-18,3.2423222262716247e-09,3.521699079135932e-26,3.411197169278679e-27,5.274537575772932e-12,1.751850965044093e-25,1.687901221965401e-18,1.146382589806334e-31,2.7189166893268466e-26,6.081257023549668e-28,5.253808399961057e-26,1.1276816049001374e-24,4.446972161707445e-33,6.513009546638335e-32,1.0665225900756916e-24,2.3559744230509963e-17,1.2155253682485415e-09,2.0051921106581471e-13,1.1039666156709912e-08,5.097036102863986e-10,3.071206922212567e-08,2.0785745210266353e-08,5.7776745334419814e-08,1.2612694428517843e-11,1.481947188660504e-11,3.825768238060113e-14,4.378361741511918e-15,3.098320317402465e-13,4.486419935066628e-10,9.007978079160235e-13,1.5135739292329494e-10,7.871041488018888e-11,7.652141785973459e-15,4.2620032916294976e-23,5.215870071078953e-14,1.3623758175982161e-19,9.26584464161505e-11,3.209064131502441e-13,2.2184013564200438e-14,2.4657797311082632e-15
1.738339651816689e-05,0.5181439548517809,9.95513672847665e-11,6.0605582942717585e-12,2.9803558365261286e-11,1.8635853870872106e-09,0.0,0.0,1.5637391837068723e-07,5.213463367730295e-10,1.6824087303006708e-11,1.7521891164025293e-16,6.796308893179267e-16,1.4457368962024362e-36,6.649722113219129e-27,2.160605064790788e-18,2.5497851496980297e-13,1.2728641431937716e-09,1.118604171570998e-32,7.487466167238112e-26,1.2253748248393298e-29,-5.912505748057166e-30,1.896668225054867e-19,1.3812416046059693e-21,1.3108017997217144e-18,4.6381841906136814e-29,4.406611901115065e-35,7.279535022882118e-26,4.852031480477033e-24,2.1466305194171605e-26,8.354280932222458e-20,2.3148521386124393e-29,1.6174667941518996e-30,2.471865793614269e-27,3.76,0.0,0.7688706656515875,0.9999572528843608,7.957184933108313e-10,1.1425249801040235e-13,0.00010278253408806724,7.43221652956e-05,2.8454649724585588e-05,2.7707197447708632e-09,4.258665023413872e-05,3.705322918824748e-11,2.7863727826061714e-19,5.70821968474136e-16,1.4894397878567771e-18,3.3929529726435445e-09,3.8765732124038434e-26,3.753459277584557e-27,5.663526785768443e-12,1.935312208761989e-25,1.7717154472512815e-18,1.2619039411493178e-31,3.0400415300947984e-26,6.802539576834907e-28,5.877074256679822e-26,1.2625868273443351e-24,4.895087320343345e-33,7.169317066407403e-32,1.2017235982480391e-24,2.410916598846787e-17,1.2728826671471382e-09,2.1113478028813704e-13,1.1104527243505325e-08,5.141326892202638e-10,3.12887168376783e-08,2.1736351355533715e-08,5.951967692450188e-08,1.2927295488950265e-11,1.5174746200346825e-11,3.939879260591179e-14,4.4841700139466755e-15,3.228782758922015e-13,4.623879267147548e-10,9.565952815151414e-13,1.5306848802509108e-10,8.01913996766086e-11,8.084930329781862e-15,4.509608853600538e-23,5.440135637966563e-14,1.4207818128673486e-19,9.320342057878804e-11,3.31705989468409e-13,2.3425393853399238e-14,2.4807471231564333e-15
1.777958106515317e-05,0.5181441743675008,1.0042373218007369e-10,6.1145606787519e-12,3.014571374585703e-11,1.9231632014013626e-09,0.0,0.0,1.6031658686872218e-07,5.466003799100912e-10,1.799393739863865e-11,1.7948877791235996e-16,7.097951226780151e-16,1.4860900977078566e-36,6.775889673973199e-27,2.160629375995631e-18,2.652313297103975e-13,1.3315422601682046e-09,1.1986317612828609e-32,8.012238165403245e-26,1.0773946361227981e-29,1.0450423793861633e-29,1.8966895445972762e-19,1.4902935045733668e-21,1.3660623238301744e-18,5.136630728138683e-29,4.8020188431213294e-35,8.135066787299556e-26,5.387318103543047e-24,2.3411472615658764e-26,8.933774878931523e-20,2.5740730228185686e-29,1.78553203726621e-30,2.7487894706056825e-27,3.76,0.0,0.7688683199238916,0.9999572487634037,8.248419733530804e-10,1.2187384348618955e-13,0.00010512488957471759,7.601593846707885e-05,2.910309622564108e-05,2.7707160813507264e-09,4.258665005806103e-05,3.876144311940974e-11,2.931765597633672e-19,5.70874593758886e-16,1.523383771048924e-18,3.546886863468876e-09,4.257854383230568e-26,4.1210938871595964e-27,6.071508027578969e-12,2.132982865328348e-25,1.8576703385693674e-18,1.3860216920580996e-31,3.3904759075909004e-26,7.5899348162397575e-28,6.557480066449936e-26,1.4099637148386428e-24,5.376547936247307e-33,7.874462246919187e-32,1.350381366962164e-24,2.4658584900611555e-17,1.3315621178036684e-09,2.2204860073613465e-13,1.1168567529021265e-08,5.185079166432406e-10,3.18578729059146e-08,2.270452010185421e-08,6.127308880049067e-08,1.3242121536905234e-11,1.5530092978124972e-11,4.05479142904559e-14,4.590799334469857e-15,3.3622269984625194e-13,4.762240129938645e-10,1.0142898849663212e-12,1.5473596453935084e-10,8.165314056476828e-11,8.529397068207554e-15,4.7656880464775826e-23,5.6696241716216594e-14,1.4805445062451366e-19,9.374149371131012e-11,3.426562432052497e-13,2.4706305062571143e-14,2.4955323738419334e-15
1.8571950159125735e-05,0.5181446133971579,1.0214951067954936e-10,6.221394223410719e-12,3.082050379123574e-11,2.0438682619417502e-09,0.0,0.0,1.6823096688788238e-07,5.989735524239381e-10,2.0492121618450925e-11,1.8808002205213737e-16,7.721870702209113e-16,1.5684766440619086e-36,7.030590840663749e-27,2.1606780786995095e-18,2.861085844481238e-13,1.4528647304719868e-09,1.3698530591915501e-32,9.133002360900219e-26,-2.2427151991788886e-30,2.0276141697941928e-29,1.8967321209254168e-19,1.7253762678120177e-21,1.4790662120503969e-18,6.263004821683445e-29,5.66969988111311e-35,1.0076659513878649e-25,6.590016286017021e-24,2.764938672757374e-26,1.0173419493024055e-19,3.159235814740262e-29,2.1608001296807466e-30,3.3749157070746905e-27,3.76,0.0,0.7688636284316319,0.9999572404811485,8.840783031308662e-10,1.3802688513100523e-13,0.00010980957939058724,7.94034628137166e-05,3.0399980821550956e-05,2.7707087555799042e-09,4.258664970427446e-05,4.229334360134967e-11,3.233903729278395e-19,5.709798438673247e-16,1.59127120944934e-18,3.864646323127837e-09,5.104871812428425e-26,4.937495305266425e-27,6.946356535448411e-12,2.5738902914402283e-25,2.0360259274378547e-18,1.6617502530682311e-31,4.1870222621138615e-26,9.380618879244069e-28,8.104887569410833e-26,1.7454731415067443e-24,6.446114710284326e-33,9.440945371602689e-32,1.692072832007862e-24,2.5757414193582834e-17,1.4528874483775485e-09,2.447775497514856e-13,1.129425129925039e-08,5.271002449096178e-10,3.2974144118046926e-08,2.469263586511495e-08,6.481082955341537e-08,1.3872447822982985e-11,1.6241003846904767e-11,4.287012883852427e-14,4.806511245800123e-15,3.638133412037678e-13,5.041621428632624e-10,1.135394969445382e-12,1.5794880804296158e-10,8.452000446955749e-11,9.45311089663289e-15,5.303662912425264e-23,6.144399065258293e-14,1.604173409548596e-19,9.479749021090964e-11,3.65010285769077e-13,2.738837801200586e-14,2.5245708338128923e-15
1.93643192530983e-05,0.5181450524244362,1.0385084794014629e-10,6.3267194905383766e-12,3.148392433295403e-11,2.1666145783689425e-09,0.0,0.0,1.761832356692896e-07,6.538410323575908e-10,2.3209022183570617e-11,1.967426442736157e-16,8.373426757001238e-16,1.6509219064086076e-36,7.278351010698976e-27,2.1607268704744777e-18,3.074596670556593e-13,1.5794754619673288e-09,1.5565064617381605e-32,1.0355629571409408e-25,1.0258149447410712e-29,7.805680724313082e-30,1.8967747759577704e-19,1.9840223224024667e-21,1.5952911497869772e-18,7.580581484110588e-29,6.646787000880009e-35,1.2355782086123849e-25,7.983987349654648e-24,3.237012881280607e-26,1.1524870645600194e-19,3.841849209134993e-29,2.5925357705997368e-30,4.1070088969912984e-27,3.76,0.0,0.7688589368917357,0.9999572321459481,9.446144325363082e-10,1.5541732756610887e-13,0.0001144942410038307,8.279095782798515e-05,3.16968542099288e-05,2.770701429438628e-09,4.258664934821159e-05,4.5979206492195754e-11,3.5511803327494764e-19,5.710850929746499e-16,1.6591579437521951e-18,4.195566735055909e-09,6.073547660137895e-26,5.870745359575147e-27,7.902916159046446e-12,3.0806417432389093e-25,2.2230161421602543e-18,1.9770828805867847e-31,5.124833940501408e-26,1.1490195860821919e-27,9.927918212450052e-26,2.1412321123796376e-24,7.66930542529891e-33,1.123242570760403e-31,2.1000969654312855e-24,2.6856232108234117e-17,1.5795013079780904e-09,2.6871918027302005e-13,1.141683914860783e-08,5.354872609206042e-10,3.4061738022073976e-08,2.6748306407915636e-08,6.838894447072347e-08,1.450367166996986e-11,1.6952204303450855e-11,4.5224211533056495e-14,5.025479181629564e-15,3.926183481508418e-13,5.324475851604553e-10,1.264153921847553e-12,1.6101199569791037e-10,8.73132028893301e-11,1.0422768345969501e-14,5.876706587178828e-23,6.640450461951795e-14,1.7333288196033947e-19,9.582746144945379e-11,3.879714786929072e-13,3.023351979273912e-14,2.552922062754713e-15
2.0156688347070863e-05,0.5181454914493328,1.0552864343949841e-10,6.430593927089628e-12,3.2137388003977514e-11,2.291373543284007e-09,0.0,0.0,1.8417242191826043e-07,7.112115628104891e-10,2.615350531819842e-11,2.0547990597846523e-16,9.052766135873907e-16,1.7465032507775546e-36,7.582483097787055e-27,2.1607757505778156e-18,3.2925989038797493e-13,1.7113743898885016e-09,1.759238834211842e-32,1.1679786333968475e-25,4.0933205778943715e-29,6.669473774302931e-30,1.8968175118991169e-19,2.26733838377729e-21,1.7146353494037576e-18,9.113344295575386e-29,7.741533504231438e-35,1.5010369078769565e-25,9.587985614461252e-24,3.759615366033862e-26,1.2993271268369117e-19,4.6326240678182924e-29,3.0860700086282356e-30,4.957255371715943e-27,3.76,0.0,0.7688542453059786,0.999957223758781,1.0064296622867573e-09,1.7407219383402875e-13,0.00011917887442317391,8.617842350514095e-05,3.299371639164632e-05,2.7706941029470044e-09,4.258664898993469e-05,4.9819030491060525e-11,3.8835970007848606e-19,5.711903410850717e-16,1.7270439738598311e-18,4.539616619972852e-09,7.175205333516443e-26,6.931693036754978e-27,8.945040576721503e-12,3.6596152420653445e-25,2.418687128496607e-18,2.335705774916112e-31,6.221463200219807e-26,1.3958452264682602e-27,1.2060966648903306e-25,2.6048197525310272e-24,9.060418609207329e-33,1.326984485968291e-31,2.5837626112168104e-24,2.7955038645616663e-17,1.7114036446671457e-09,2.9388664507075496e-13,1.1536440489573522e-08,5.436753532194058e-10,3.512148939946037e-08,2.8869797517117444e-08,7.200644713489277e-08,1.513579139543539e-11,1.766369412395927e-11,4.761006572105436e-14,5.247687024379344e-15,4.2265193790143274e-13,5.610718507087599e-10,1.4005953449438147e-12,1.6393953960443758e-10,9.003487990048901e-11,1.1437846320082603e-14,6.485579022012089e-23,7.158030832393973e-14,1.86807619316337e-19,9.683232883798967e-11,4.115426556537853e-13,3.3244974317733646e-14,2.580610665860063e-15
