Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46)
1.5784069766688483e-09,0.454507783441053,9.765225748815947e-19,7.495440348069873e-23,7.191199129427357e-23,4.093674898264583e-22,0.0,0.0,6.03950271463698e-13,5.685092951886972e-20,1.213724965092271e-26,3.1456656825242095e-28,1.8268625816221034e-29,4.2712253513966985e-58,3.0312437482847076e-41,1.5880351291054094e-25,3.0147713365281895e-45,9.16441817796753e-20,1.8967170209897128e-56,1.769053095856205e-46,1.0715346854015814e-53,5.283115133138392e-53,1.9910970524916758e-24,2.399710871370207e-50,1.684610573294943e-36,1.2721676100832392e-55,4.420632877738603e-65,1.2545066421235024e-50,5.326405114243136e-86,3.482929187575442e-70,1.4131838016256385e-34,8.309170992877797e-75,1.2308142839712295e-67,4.9953061794181204e-76,3.76,0.0,0.658680182799648,0.9999870790439801,4.9581366019751074e-26,1.1668717927592378e-51,2.4009279025201724e-10,1.502814165183555e-10,7.67506586513799e-11,1.3060714575925169e-11,1.2920955415735032e-05,1.1423146825683127e-22,5.3205381310551985e-36,3.2209775452012214e-19,9.922279855997958e-25,1.6385732587838007e-19,1.0223628509408743e-52,6.05526980570981e-52,1.0303029887176705e-24,1.960937030844483e-53,8.555911402748029e-29,1.3314825328496206e-58,3.8642399966180954e-52,5.0336001335892906e-55,2.501604856689719e-53,3.91255046062042e-52,8.812675657699622e-60,1.3542246262322357e-58,2.923287716063291e-55,1.1495306952060725e-23,9.16441816571295e-20,6.504031967228414e-28,4.650881552525166e-13,1.380728308621209e-13,1.7866831601032903e-16,3.1134438962936035e-21,3.05809221433219e-16,1.1770982194346309e-21,6.787704953908616e-21,8.018897582375938e-23,2.391232000582315e-21,1.4738074257638953e-23,9.51677604199949e-20,1.1970498162423412e-24,9.514960727326958e-20
1.6168939582987379e-09,0.454507783441544,1.0227195549916303e-18,8.018982570791106e-23,7.713245117716259e-23,4.388199900551005e-22,0.0,0.0,6.186842216825619e-13,5.965765656436856e-20,1.3064652596512462e-26,3.4569378263130953e-28,1.976463634866515e-29,4.6909846010018725e-58,3.250342105173762e-41,1.7027796028693794e-25,3.4141628519558437e-45,9.625803020235114e-20,2.1886998799440062e-56,1.9478815080901756e-46,1.2628830165396416e-53,6.225362227047866e-53,2.082719063513566e-24,2.7115887029060154e-50,1.8132077712977014e-36,1.5046311196957869e-55,5.229516974083084e-65,1.4481592063619714e-50,6.779937167084841e-86,4.223854851804778e-70,1.520780507673275e-34,1.031352559357065e-74,1.4714568932396276e-67,6.271757010226914e-76,3.76,0.0,0.658680182793779,0.9999870623089694,5.444305851001436e-26,1.3402627456271966e-51,2.459470768477816e-10,1.5397232828097724e-10,7.862214356160228e-11,1.3352604481020606e-11,1.2937690411650302e-05,1.1988416589019463e-22,5.71981134562369e-36,3.3068245592774665e-19,1.0268636012539691e-24,1.720624623662318e-19,1.1568406522393542e-52,6.825476485322932e-52,1.0825988989183186e-24,2.240257841493046e-53,8.818097858896193e-29,1.5331926065845363e-58,4.3553386355731374e-52,5.702817538321339e-55,2.8532192329669234e-53,4.415580507414922e-52,1.0063750484711218e-59,1.5475794990182701e-58,3.387223884744709e-55,1.1895011269863338e-23,9.625803006735806e-20,6.991816064640145e-28,4.764228755606017e-13,1.4143311332145218e-13,1.8748208324379122e-16,3.3467172541799957e-21,3.208997891095265e-16,1.235289696759505e-21,7.122746324322678e-21,8.40390543875509e-23,2.505558989855704e-21,1.582508345042416e-23,9.986394547438513e-20,1.2562926521905831e-24,9.984449003371757e-20
1.6553809399286275e-09,0.4545077834420351,1.069980299025936e-18,8.566534150769782e-23,8.259930083515386e-23,4.696494166511421e-22,0.0,0.0,6.334185337341154e-13,6.253203208621583e-20,1.4038504416191673e-26,3.7904122003510055e-28,2.1344792646722428e-29,5.140371345481673e-58,3.479374463403522e-41,1.8227154328058252e-25,3.8552183709528754e-45,1.0098434148717455e-19,2.5169663305229e-56,2.1399298293845202e-46,1.4825112696062328e-53,7.3066297834722375e-53,2.1760923721347464e-24,3.055163582615032e-50,1.9481905804879217e-36,1.7724621127893242e-55,6.161544646192057e-65,1.6659351608222112e-50,8.580824296990657e-86,5.0989167218211497e-70,1.633692128646539e-34,1.2735784877982079e-74,1.751847402114272e-67,7.832862544886717e-76,3.76,0.0,0.6586801827879101,0.9999870472654149,5.965342363046526e-26,1.5344109666996338e-51,2.5180136344349386e-10,1.5766443031754772e-10,8.049363028074868e-11,1.3643302302999382e-11,1.295273395157326e-05,1.256740225568942e-22,6.138600649141874e-36,3.3923383816117864e-19,1.0616407680539748e-24,1.8046813272772255e-19,1.3052846235333976e-52,7.671881930540857e-52,1.1361829202175911e-24,2.551676407026514e-53,9.080153292658083e-29,1.7595106478986837e-58,4.8949623702709806e-52,6.442475308700685e-55,3.2445844240035385e-53,4.9691793340947585e-52,1.1455699397932954e-59,1.762844065573872e-58,3.911421409395022e-55,1.2295222030534392e-23,1.0098434133882292e-19,7.503415051484549e-28,4.877573247094448e-13,1.4479309155424056e-13,1.9650777125642692e-16,3.5913571757867105e-21,3.363535535447008e-16,1.2948891730705237e-21,7.465856959395524e-21,8.797429212453375e-23,2.62238007198926e-21,1.696340857571177e-23,1.0467315734821376e-19,1.3169738099081618e-24,1.0465233889490796e-19
1.6938679215585172e-09,0.4545077834425261,1.118304671972484e-18,9.138631296067883e-23,8.831820695763752e-23,5.0188711282204165e-22,0.0,0.0,6.481532076265691e-13,6.547405774523684e-20,1.5059965737865103e-26,4.147080275523798e-28,2.301181285744066e-29,5.620684668435886e-58,3.7185286019807965e-41,1.9479389651943065e-25,4.341169939880684e-45,1.0582304224589999e-19,2.884992989333959e-56,2.3458331661687447e-46,1.7337643966715073e-53,8.543320712874058e-53,2.271197822984223e-24,3.432801628317049e-50,2.0897121915052264e-36,2.0800082983135915e-55,7.231846007203998e-65,1.910151056666357e-50,1.0800870340853092e-85,6.12834804252783e-70,1.7520441338213055e-34,1.565005727865198e-74,2.0774053048227774e-67,9.733321912605541e-76,3.76,0.0,0.6586801827820411,0.9999870337423558,6.522872396756937e-26,1.7512266751793065e-51,2.5765565003915416e-10,1.6135771776696835e-10,8.236511880143124e-11,1.393281291034833e-11,1.2966256995952775e-05,1.316010819829089e-22,6.57737394672451e-36,3.477517759839106e-19,1.0965499587246534e-24,1.890743240866106e-19,1.468779909939883e-52,8.599968909181766e-52,1.191054393927412e-24,2.898044023355747e-53,9.342068766239037e-29,2.0127451500449352e-58,5.48659565753109e-52,7.258142470937909e-55,3.6791589319093235e-53,5.577083112659489e-52,1.3000453379773808e-59,2.001886504955066e-58,4.50206336897255e-55,1.2695841160723233e-23,1.0582304208323667e-19,8.039398134139891e-28,4.990915027236747e-13,1.4815276559380487e-13,2.057453612515798e-16,3.8476337034164566e-21,3.521704992443994e-16,1.3558969214190557e-21,7.817036672659436e-21,9.199435284589704e-23,2.741683736049991e-21,1.8154154466974597e-23,1.0959539121133135e-19,1.3790938146694568e-24,1.0957314764650594e-19
1.7323549031884068e-09,0.4545077834430172,1.1676925388775028e-18,9.735809619059132e-23,9.429483562740991e-23,5.355644177987205e-22,0.0,0.0,6.628882433657472e-13,6.84837352022889e-20,1.6130198691665732e-26,4.527951647184711e-28,2.4768444555637582e-29,6.13324641218374e-58,3.967990482563994e-41,2.0785454197757775e-25,4.875418331169435e-45,1.1077406372695462e-19,3.2964941423074466e-56,2.5662414362729335e-46,2.0202876972673068e-53,9.953305016130883e-53,2.3680164071376306e-24,3.8469848534940867e-50,2.237925672694448e-36,2.432030118479455e-55,8.456984025507791e-65,2.183282234062352e-50,1.3524515770403318e-85,7.334850702350933e-70,1.8759617959961285e-34,1.9141388605894407e-74,2.454140524077585e-67,1.2036744379503083e-75,3.76,0.0,0.6586801827761721,0.9999870215861109,7.118559179467172e-26,1.9927448039905865e-51,2.6350993663476244e-10,1.650521857879932e-10,8.423660911629218e-11,1.4221141151671293e-11,1.2978413225973193e-05,1.3766538771564014e-22,7.03659929052534e-36,3.562361838913236e-19,1.1315823340790375e-24,1.9788102824110298e-19,1.6484692653555293e-52,9.615472905962473e-52,1.2472127269135457e-24,3.2823947680610244e-53,9.603838791913998e-29,2.2953587679538434e-58,6.133882928688231e-52,8.155690696269694e-55,4.1606167896780926e-53,6.243209499546826e-52,1.4710638000054434e-59,2.266684491643825e-58,5.165807718234174e-55,1.3096782229567556e-23,1.1077406354898388e-19,8.60033462892469e-28,5.104254096260791e-13,1.5151213547291396e-13,2.15194834434624e-16,4.115816855420333e-21,3.6835061071495953e-16,1.4183132136856668e-21,8.176285270946056e-21,9.609890173542866e-23,2.863458518707023e-21,1.939842085731125e-23,1.1463064223410916e-19,1.442653191698319e-24,1.1460691007873585e-19
1.7708418848182964e-09,0.45450778344350823,1.2181437648451294e-18,1.035860413833295e-22,1.0053485232050193e-22,5.707126668372637e-22,0.0,0.0,6.776236409553292e-13,7.156106611825113e-20,1.7250366916265308e-26,4.934053822816869e-28,2.66174646428597e-29,6.6794009269662e-58,4.2279442800200207e-41,2.2146288985494695e-25,5.461537802620889e-45,1.1583734162859513e-19,3.7554316040050464e-56,2.801819362127744e-46,2.346045418021509e-53,1.155600997566603e-52,2.4665292611316908e-24,4.300314044804247e-50,2.392983976363593e-36,2.833728789993233e-55,9.85505131835295e-65,2.487969458967006e-50,1.6850691083661802e-85,8.743828310373343e-70,2.0055701969473387e-34,2.3307064838068065e-74,2.8887023602404737e-67,1.4816853325710053e-75,3.76,0.0,0.6586801827703032,0.9999870106585325,7.754102902944251e-26,2.2611298673827196e-51,2.693642232303186e-10,1.6874782955914795e-10,8.610810121800378e-11,1.4508291855770336e-11,1.2989340789754125e-05,1.4386698312464093e-22,7.516744879128588e-36,3.64687010066519e-19,1.1667296946640737e-24,2.0688824146726762e-19,1.845554792187362e-52,1.0724387441725736e-51,1.3046573889141697e-24,3.7079529254173185e-53,9.865460787549081e-29,2.609974593660677e-58,6.840631916843756e-52,9.14130374124064e-55,4.692855938796308e-53,6.971662104320116e-52,1.6599596549533115e-59,2.55932885893046e-58,5.9098122238608154e-55,1.3497969345274585e-23,1.1583734143427788e-19,9.186793961716157e-28,5.217590454377922e-13,1.5487120122384243e-13,2.2485617201293136e-16,4.396176626200391e-21,3.8489387246337775e-16,1.4821383205848921e-21,8.543602554415438e-21,1.0028760534392171e-22,2.9876930040372873e-21,2.0697302400535378e-23,1.197789055874215e-19,1.5076524661678585e-24,1.1975361998236346e-19
1.809328866448186e-09,0.4545077834439992,1.269658215037079e-18,1.1007549280575654e-22,1.0704392190600931e-22,6.073631912206106e-22,0.0,0.0,6.923594003970662e-13,7.4706052154015e-20,1.842163556424045e-26,5.366432011354686e-28,2.856167924477281e-29,7.260514826823016e-58,4.4985724129684633e-41,2.3562823945100227e-25,6.103280882302026e-45,1.2101281590250952e-19,4.266024714598486e-56,3.0532464639082696e-46,2.7153399801785947e-53,1.3372513331666034e-52,2.5667176659848294e-24,4.795511650319431e-50,2.5550399447767124e-36,3.2907755116825815e-55,1.1445770922320311e-64,2.8270256586086384e-50,2.089489007772417e-85,1.0383635101707873e-69,2.1409942326560588e-34,2.825803444415705e-74,3.388431288345744e-67,1.8158821196287295e-75,3.76,0.0,0.6586801827644342,0.9999870008354352,8.43124071913355e-26,2.558680885907641e-51,2.7521850982582284e-10,1.7244464427864948e-10,8.79795950992682e-11,1.4794269831726626e-11,1.2999163872231125e-05,1.502059114023424e-22,8.018279056942881e-36,3.731042312397002e-19,1.2019844355665704e-24,2.1609596431209156e-19,2.0612996979070187e-52,1.193296936890469e-51,1.3633879097168604e-24,4.178140546209448e-53,1.0126934598497959e-28,2.959382527400218e-58,7.610816967748118e-52,1.0221486981834143e-54,5.280006743676629e-53,7.766734969099147e-52,1.8681413418575792e-59,2.8820273006154005e-58,6.741760146177173e-55,1.3899336135406425e-23,1.2101281569076248e-19,9.799345667555903e-28,5.330924101784621e-13,1.5822996287842009e-13,2.347293551958421e-16,4.6889829862121636e-21,4.0180026899729566e-16,1.5473725116699927e-21,8.918988316585037e-21,1.0456013158360219e-22,3.1143758233319537e-21,2.205188869217941e-23,1.2504017644262992e-19,1.5740921632002521e-24,1.2501327114868055e-19
1.8478158480780757e-09,0.4545077834444903,1.3222357546723336e-18,1.1683178882434454e-22,1.138277086459246e-22,6.455473182602367e-22,0.0,0.0,7.070955216909756e-13,7.791869497047594e-20,1.9645171306448873e-26,5.826148914152829e-28,3.060392360689563e-29,7.877976752097105e-58,4.780055574310808e-41,2.5035978003252393e-25,6.80458317825656e-45,1.2630043055169837e-19,4.832760471104292e-56,3.321217052622214e-46,3.132831835904734e-53,1.5425639443472137e-52,2.6685630462239363e-24,5.335424678730104e-50,2.724246315871296e-36,3.809341855842595e-55,1.3250601097661362e-64,3.203442753712905e-50,2.579148318320227e-85,1.2285841340166062e-69,2.2823586182985085e-34,3.4120458041264515e-74,3.9614137018666455e-67,2.216074640405731e-75,3.76,0.0,0.6586801827585652,0.9999869920051863,9.15174673590585e-26,2.887836366972588e-51,2.8107279642127505e-10,1.7614262516432515e-10,8.985109075281733e-11,1.507907986898096e-11,1.3007994106539487e-05,1.56682215564777e-22,8.541670313597689e-36,3.814878483162801e-19,1.2373395042061754e-24,2.2550420138028087e-19,2.297030068341474e-52,1.3247744143322217e-51,1.4234038762498491e-24,4.696585141728384e-53,1.0388262079101537e-28,3.3465457433316226e-58,8.448582334405388e-52,1.1403077040694102e-54,5.9264406419057195e-53,8.632917058697142e-52,2.097093771957619e-59,3.237108110823056e-58,7.669886673612509e-55,1.4300824806892627e-23,1.2630043032139345e-19,1.043855939024479e-27,5.444255038663995e-13,1.6158842046807664e-13,2.4481436519463775e-16,4.994505881967155e-21,4.190697848249941e-16,1.6140160553376894e-21,9.302442344358549e-21,1.0891614972257784e-22,3.2434956549036024e-21,2.346326429041278e-23,1.3041444997156895e-19,1.641972807866574e-24,1.303858573694909e-19
1.8863028297079655e-09,0.45450778344498133,1.3758762490268397e-18,1.2386026192368885e-22,1.2089187619497115e-22,6.852963712978264e-22,0.0,0.0,7.218320048355177e-13,8.119899622852588e-20,2.0922142335393366e-26,6.31428451759166e-28,3.2747061988633233e-29,8.533197138519948e-58,5.072572761742541e-41,2.6566659169548404e-25,7.569568212266229e-45,1.317001334257702e-19,5.4604037895159995e-56,3.606440223142746e-46,3.6035599539311427e-53,1.7740058434520428e-52,2.7720469689172237e-24,5.9230276097441e-50,2.9007557286952498e-36,4.396131360318293e-55,1.529284422247235e-64,3.62039858554471e-50,3.1696292371340484e-85,1.4485515898798184e-69,2.429787892995605e-34,4.103739349637689e-74,4.616539703373696e-67,2.69352838231083e-75,3.76,0.0,0.6586801827526962,0.9999869840674351,9.917432012805607e-26,3.25117933920237e-51,2.8692708301667515e-10,1.7984176745353268e-10,9.172258817141279e-11,1.5362726737413976e-11,1.301593184276009e-05,1.6329593845229897e-22,9.08738728334223e-36,3.898378826617842e-19,1.2727883609473046e-24,2.351129611181534e-19,2.5541366576145566e-52,1.4675511072420847e-51,1.4847049296332626e-24,5.267127511353455e-53,1.064944672759945e-28,3.774607248901114e-58,9.358245455488602e-52,1.2693251506696822e-54,6.6367789293136415e-53,9.574896761427714e-52,2.348380715176895e-59,3.6270239617264775e-58,8.70300611705229e-55,1.4702385281579548e-23,1.3170013317573358e-19,1.1105004881928496e-27,5.557583265187143e-13,1.6494657402388206e-13,2.551111832225178e-16,5.313015236035302e-21,4.367024044553895e-16,1.682069218832879e-21,9.693964418054613e-21,1.1335533037930838e-22,3.3750412238941455e-21,2.4932508736875218e-23,1.3590172134653332e-19,1.7112949251866417e-24,1.3587137243709725e-19
1.924789811337855e-09,0.4545077834454723,1.4305795634332232e-18,1.3116623872493428e-22,1.2824208760043856e-22,7.266416697069366e-22,0.0,0.0,7.365688498277518e-13,8.454695758904627e-20,2.2253718367566272e-26,6.831935887308131e-28,3.499398755559791e-29,9.227607992832154e-58,5.376301308245987e-41,2.815576462210567e-25,8.402552276896784e-45,1.3721187601622963e-19,6.154007894510609e-56,3.909639847186461e-46,4.1329629347176376e-53,2.0342388317361504e-52,2.877151142713161e-24,6.561425315891263e-50,3.0847207285622464e-36,5.058412337976708e-55,1.759775983148731e-64,4.0812639358559213e-50,3.878945052924746e-85,1.7021526709956246e-69,2.5834064243209834e-34,4.917062489127366e-74,5.3635640434117706e-67,3.261144119650016e-75,3.76,0.0,0.6586801827468273,0.9999869769319748,1.0730144556800452e-25,3.651442438871671e-51,2.927813696120233e-10,1.8354206640308065e-10,9.359408734784574e-11,1.5645215187426063e-11,1.3023067288346712e-05,1.7004712273030183e-22,9.655898744446814e-36,3.981543729465857e-19,1.3083249423673953e-24,2.449222555973856e-19,2.834076694653825e-52,1.6223348540018592e-51,1.5472907622279944e-24,5.893829703126434e-53,1.0910493368786294e-28,4.246896536881838e-58,1.0344300217654426e-51,1.409953874613921e-54,7.415901678876676e-53,1.0597566400545765e-51,2.6236472107089135e-59,4.054355718982991e-58,9.8505398711905e-55,1.510397440305954e-23,1.3721187574524108e-19,1.1799252002675212e-27,5.670908781514367e-13,1.6830442357658257e-13,2.6561979049457753e-16,5.644780947047396e-21,4.546981123980372e-16,1.7515322682533285e-21,1.009355431143547e-20,1.178773455170973e-22,3.5090013020834956e-21,2.6460696577425201e-23,1.415019857402663e-19,1.7820590401288794e-24,1.4146981014429015e-19
1.9632767929677448e-09,0.45450778344596343,1.4863455632805143e-18,1.3875504000414393e-22,1.3588400530201956e-22,7.696145288946525e-22,0.0,0.0,7.51306056663478e-13,8.796258071290224e-20,2.364107064477874e-26,7.380216964041029e-28,3.7347622270227067e-29,9.962662674893475e-58,5.691416912561711e-41,2.9804180792580334e-25,9.308049315065673e-45,1.4283561325386087e-19,6.918924833433025e-56,4.231554566236811e-46,4.726900754940912e-53,2.326130009342298e-52,2.983857416885463e-24,7.253855995931587e-50,3.276293771926852e-36,5.8040519198399684e-55,2.0192681853024873e-64,4.589609637839183e-50,4.727856963853621e-85,1.9936859787373798e-69,2.743338412568824e-34,5.87026440825459e-74,6.21317031005504e-67,3.9336554491509697e-75,3.76,0.0,0.6586801827409583,0.9999869705177152,1.1591769318031898e-25,4.091513046689144e-51,2.986356562073194e-10,1.8724351728914881e-10,9.546558827493671e-11,1.5926549950016858e-11,1.3029481533229767e-05,1.7693581088993295e-22,1.0247673618606624e-35,4.0643737246557655e-19,1.3439436270243947e-24,2.549321003008644e-19,3.1383757061768807e-52,1.7898619207686924e-51,1.6111611147129251e-24,6.58098310671929e-53,1.1171407879220066e-28,4.766936329155258e-58,1.141142020184603e-51,1.5629827804811983e-54,8.268956792464082e-53,1.1706026756285843e-51,2.924622001573082e-59,4.5218162946806755e-58,1.1122545149932759e-54,1.5505555210519133e-23,1.4283561296065313e-19,1.2521870720046784e-27,5.784231587796256e-13,1.716619691566331e-13,2.7634016822778906e-16,5.9900728896974975e-21,4.73056893163136e-16,1.8224054685543548e-21,1.0501211791735386e-20,1.224818684386052e-22,3.6453647076990004e-21,2.8048897382803955e-23,1.4721523832594944e-19,1.854265677610195e-24,1.4718116428433775e-19
2.0017637745976344e-09,0.4545077834464545,1.54317411401388e-18,1.4663198071063616e-22,1.438232911316485e-22,8.1424626030323625e-22,0.0,0.0,7.660436253373658e-13,9.144586726093689e-20,2.508537193448898e-26,7.960258361079589e-28,3.981091678072788e-29,1.0739835686236947e-57,6.018093669636491e-41,3.15127834506066e-25,1.029077582137205e-44,1.4857130330988097e-19,7.76081611129338e-56,4.572937784413454e-46,5.391677140755681e-53,2.6527625820417573e-52,3.0921477803840812e-24,8.003694120051311e-50,3.4756272309833124e-36,6.641551347786839e-55,2.310714009641852e-64,5.149213776201357e-50,5.740224358898494e-85,2.327895753355573e-69,2.909707894784911e-34,6.983879390571885e-74,7.177038472732607e-67,4.727845597138506e-75,3.76,0.0,0.6586801827350893,0.9999869647517624,1.2504228185567253e-25,4.57443847323833e-51,3.0448994280256344e-10,1.909461154072091e-10,9.733709094553554e-11,1.6206735736864552e-11,1.3035247471318409e-05,1.8396204524880504e-22,1.0863180970347965e-35,4.1468694686011647e-19,1.3796392035722893e-24,2.651425139124398e-19,3.468629356071181e-52,1.9708975192847497e-51,1.676315773215e-24,7.33311667819658e-53,1.143219695024205e-28,5.3384494113254436e-58,1.2564461913672768e-51,1.72923784002313e-54,9.201369184441637e-53,1.2905591598461462e-51,3.253119993006448e-59,5.032254537596401e-58,1.2529744502851589e-54,1.5907096275367717e-23,1.485713029931388e-19,1.3273431108664469e-27,5.897551684174674e-13,1.7501921079422667e-13,2.87272297640984e-16,6.3491609147453096e-21,4.917787312615354e-16,1.894689083553484e-21,1.0916936619689084e-20,1.2716857378038454e-22,3.78412030522561e-21,2.969817576921526e-23,1.53041474277193e-19,1.92791536249587e-24,1.530054286509763e-19
2.040250756227524e-09,0.45450778344694553,1.6010650811343725e-18,1.5480236998530772e-22,1.52065606313341e-22,8.60568171411767e-22,0.0,0.0,7.807815558430669e-13,9.499681889396654e-20,2.6587796529152824e-26,8.573207163304478e-28,4.2386850308396494e-29,1.1560622465022379e-57,6.356504101045705e-41,3.32824377876608e-25,1.1355655764435443e-44,1.5441890740216577e-19,8.685663443549794e-56,4.934557661287844e-46,6.134062568945019e-53,3.017446963866233e-52,3.2020043608921837e-24,8.814453387018733e-50,3.6828733979940055e-36,7.580082532388517e-55,2.637298604112235e-64,5.764068974488165e-50,6.943391301220281e-85,2.710007705653107e-69,3.0826387485661838e-34,8.280958239321557e-74,8.267915885058145e-67,5.662784951433099e-75,3.76,0.0,0.6586801827292204,0.9999869595685901,1.346947998315274e-25,5.103431191406649e-51,3.103442293977555e-10,1.9464985607194676e-10,9.92085953525213e-11,1.6485777240404772e-11,1.3040430628898707e-05,1.9112586795170516e-22,1.1502890006436914e-35,4.229031721815196e-19,1.415406841079871e-24,2.7555351811197764e-19,3.8265053010818976e-52,2.1662363223683328e-51,1.742754566511245e-24,8.155005295977189e-53,1.1692867884508767e-28,5.965365557287349e-58,1.38084679979548e-51,1.909583100331042e-54,1.0218850096152139e-52,1.4201792229589158e-51,3.611044734558812e-59,5.588659160568345e-58,1.4083556119662725e-54,1.6308571096467625e-23,1.5441890706052532e-19,1.4054503349770263e-27,6.010869070783645e-13,1.7837614851932034e-13,2.984161599548376e-16,6.7223148490185345e-21,5.108636112047469e-16,1.9683833759350838e-21,1.1340728549559975e-20,1.3193713750743642e-22,3.925257005216825e-21,3.140959141882139e-23,1.5898068876802787e-19,2.0030086195994636e-24,1.5894259703840215e-19
2.0787377378574137e-09,0.45450778344743664,1.6600183301986788e-18,1.6327151117895905e-22,1.6061661146303498e-22,9.086115657377737e-22,0.0,0.0,7.955198481733191e-13,9.861543727277611e-20,2.814952024462756e-26,9.220226727810335e-28,4.50784305333745e-29,1.2426539187345088e-57,6.706819185388203e-41,3.511399850035375e-25,1.250782552949697e-44,1.6037838960754733e-19,9.699779623487893e-56,5.3171971046455355e-46,6.961317894758147e-53,3.423732174600785e-52,3.313409423889079e-24,9.689789693459354e-50,3.898184489355357e-36,8.629525891110192e-55,3.002452297757753e-64,6.438389767811455e-50,8.368612113124445e-85,3.145766923065233e-69,3.2622546956355396e-34,9.78731776998903e-74,9.499691852525137e-67,6.760090849843643e-75,3.76,0.0,0.6586801827233514,0.9999869549092949,1.4489520464967795e-25,5.681874114160605e-51,3.1619851599289555e-10,1.983547346171821e-10,1.010801014888021e-10,1.6763679133909125e-11,1.3045089909319572e-05,1.9842732097130017e-22,1.2167270075290368e-35,4.3108613324532507e-19,1.4512420614146703e-24,2.861651373767859e-19,4.213745062723103e-52,2.376702977095968e-51,1.8104773633174137e-24,9.051678247405088e-53,1.1953428422157339e-28,6.651828542899492e-58,1.5148670437519818e-51,2.1049217008761656e-54,1.1327406540301664e-52,1.5600382038501324e-51,4.00039092576036e-59,6.194162704788217e-58,1.5796124929663724e-54,1.6709957549894476e-23,1.603783892395956e-19,1.4865657730784724e-27,6.124183747750135e-13,1.8173278236165891e-13,3.097717363918543e-16,7.109804495415223e-21,5.303115175049544e-16,2.0434886072549923e-21,1.1772587329168289e-20,1.3678723690778836e-22,4.0687637641063704e-21,3.318419910015549e-23,1.650328769728975e-19,2.0795459736827198e-24,1.6499266324126423e-19
2.1172247194873033e-09,0.4545077834479276,1.7200337268188841e-18,1.720447018706326e-22,1.6948196658843263e-22,9.58407742838861e-22,0.0,0.0,8.102585023200383e-13,1.0230172405811534e-19,2.977172041766475e-26,9.902496486099082e-28,4.7888693478914974e-29,1.333912257485633e-57,7.06920838865157e-41,3.7008309873154952e-25,1.3752638880544594e-44,1.6644971668093377e-19,1.080981950104445e-55,5.7216537631955374e-46,7.881218604920746e-53,3.875417530953652e-52,3.42634537171906e-24,1.0633504115398367e-49,4.121712649410245e-36,9.800509481770901e-55,3.4098640548811496e-64,7.176620059148865e-50,1.0051519129147533e-84,3.641477924656733e-69,3.4486793051996544e-34,1.153180937568713e-73,1.0887475872030385e-66,8.044211238571639e-75,3.76,0.0,0.6586801827174824,0.999986950720927,1.5566382311380589e-25,6.31332591605077e-51,3.220528025879835e-10,2.0206074639579202e-10,1.0295160934731503e-10,1.7040446071563527e-11,1.3049278262402756e-05,2.0586644610883995e-22,1.285679066638957e-35,4.392359222331894e-19,1.4871407135607737e-24,2.9697739879022534e-19,4.632165915327977e-52,2.6031526156849226e-51,1.8794840696742943e-24,1.0028427845342038e-52,1.2213886593112025e-28,7.402203247937681e-58,1.6590493736338515e-51,2.3161968993525965e-54,1.2533350874287018e-52,1.710734106441218e-51,4.423246945232195e-59,6.852045540819909e-58,1.7680354503043206e-54,1.7111237389303742e-23,1.6644971628520767e-19,1.5707464644862107e-27,6.237495715194773e-13,1.8508911235079628e-13,3.2133900817635563e-16,7.511899632906089e-21,5.501224346750264e-16,2.1200050379451122e-21,1.2212512699919114e-20,1.4171855058709472e-22,4.214629584020656e-21,3.5023048688450724e-23,1.7119803406665143e-19,2.157527949455495e-24,1.7115562105465718e-19
