Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46)
3.706353817559609e-05,0.4545082563050162,7.083489686149494e-13,3.9985472704828863e-14,1.6547396689917588e-13,1.5915475154423958e-11,0.0,0.0,2.607616947052622e-08,5.600216511021184e-11,1.793298424298951e-13,2.7666735947011004e-19,2.0284698701529928e-18,-1.2449682633207436e-34,1.6181857640633345e-32,1.5211708315002161e-21,1.0746200010033618e-29,5.169577098074144e-11,2.825543056105958e-38,1.989187642945272e-31,-1.1957251643218985e-29,3.464050386369208e-33,1.242755696943159e-22,3.119539385897796e-29,1.3762970595396109e-24,7.421540306732451e-34,-5.119718947276216e-42,3.162413129388736e-33,2.4481138206396707e-50,9.71835125586628e-44,1.8177570485639168e-22,3.042799537779762e-46,2.0661737038154615e-40,8.492445179390703e-45,3.76,0.0,0.6586745298597829,0.9999868872320565,7.832215763761179e-12,1.8349583332205964e-34,5.6377414950620745e-06,3.834917198186105e-06,1.8026377538104347e-06,8.453207425453383e-11,1.3086528467538042e-05,6.856126435957166e-14,3.635250869119235e-23,2.428708381525064e-18,3.799812515481458e-20,1.0299441256104114e-10,6.180981022487194e-32,7.16220877525593e-33,6.371853322822421e-16,1.142616974118005e-30,3.139502171095817e-24,2.8321263569407414e-37,2.86508001444469e-32,1.2558399930816736e-33,1.5727017994834e-31,6.503407620353138e-30,8.682874245153094e-39,1.3695930648855414e-37,4.937322914044735e-30,3.8195020340560013e-19,5.169597159211855e-11,1.6704694335081195e-15,5.309492176918786e-10,4.870919687019094e-11,1.705516574931703e-09,1.178206987209431e-09,1.1972134256582922e-08,9.031687844807344e-14,3.97891638233196e-14,3.633912514679733e-16,7.866240133331449e-18,1.8423661663898722e-15,3.7817228899785395e-12,7.791329501657343e-15,3.5203235187614656e-13
3.97444271924889e-05,0.4545082905096635,7.249698055866046e-13,4.0933605978895954e-14,1.6999235876795282e-13,1.7386460961447457e-11,0.0,0.0,2.8049103259078154e-08,6.462940477982028e-11,2.2066077833597888e-13,2.968038220831761e-19,2.331510795124471e-18,-2.1841129612065434e-34,2.3114739357334296e-32,1.5211796915054348e-21,1.2792741401278246e-29,5.944467508410919e-11,3.4851693497211083e-38,2.6100522051529452e-31,-1.1961344693763027e-29,4.9898029159553105e-34,1.242762943620389e-22,4.435986038594784e-29,1.610077782187921e-24,9.792200445185389e-34,-5.478900788861092e-42,3.899491829917316e-33,3.7672116458633753e-50,1.2958460199821514e-43,2.2433157733925733e-22,4.3279364658177475e-46,3.506160026714279e-40,1.2318017791213437e-44,3.76,0.0,0.6586741208793184,0.9999868852347618,8.59392829222007e-12,2.177266311157734e-34,6.045530165501077e-06,4.1123061068181876e-06,1.9330222196168037e-06,8.453207937413174e-11,1.308652844137388e-05,7.883851323005406e-14,4.308232551196464e-23,2.4288347455662968e-18,4.07466598832006e-20,1.1820740041422418e-10,8.249936748766419e-32,9.56464227218429e-33,7.327020105330442e-16,1.557296071227499e-30,3.378666992507973e-24,3.780141389562926e-37,4.022236509128061e-32,1.7719597610845542e-33,2.21929915730624e-31,9.211774960747025e-30,1.1589303588511552e-38,1.8280385814842694e-37,7.070271880980685e-30,4.0957689518649137e-19,5.94449226343685e-11,1.9413652441878924e-15,5.339049804922201e-10,4.919529526839765e-11,1.7814839160499398e-09,1.3330028918285445e-09,1.2929466484112128e-08,9.75285369492642e-14,4.271906208543754e-14,3.9581144904379424e-16,8.422941088365778e-18,2.09038452254579e-15,4.087197274007132e-12,9.116746377029671e-15,3.54718551018554e-13
4.242531620938171e-05,0.45450832471429414,7.414203670814665e-13,4.187200305844722e-14,1.7460243510270073e-13,1.889138374448555e-11,0.0,0.0,3.0027016724859066e-08,7.388432987142174e-11,2.678757654190379e-13,3.169596818353346e-19,2.6558257992455086e-18,-3.989858925718002e-34,4.0038627917122135e-32,1.5211885509668204e-21,1.5074347516362265e-29,6.77344886622103e-11,4.2397626463963754e-38,3.2665529022162335e-31,-1.1970329531076412e-29,-5.3250623034073285e-33,1.242770190238893e-22,6.165868065433767e-29,1.865477241650851e-24,1.2688543203317195e-33,-5.828651011304514e-42,4.7430298186855685e-33,5.634941866778386e-50,1.695364008732015e-43,2.7310312486657224e-22,6.016526145164479e-46,5.5209082620300714e-40,1.746730789522642e-44,3.76,0.0,0.6586737118918348,0.9999868832307852,9.376364266952537e-12,2.5597640457883377e-34,6.45331858938065e-06,4.3896942900227936e-06,2.0634060942216248e-06,8.453208449267798e-11,1.3086528415122273e-05,8.983319175972569e-14,5.04288096614987e-23,2.428961109164776e-18,4.3495186998652355e-20,1.344604692136042e-10,1.0803453207113735e-31,1.2531338205596065e-32,8.348871196523532e-16,2.0775132867484178e-30,3.619331233264307e-24,4.950190887385621e-37,5.525219694464101e-32,2.444953479966783e-33,3.0625029074724186e-31,1.27536911104794e-29,1.5176438035140797e-38,2.393855072654743e-37,9.888314061650356e-30,4.372034574282059e-19,6.77347899682053e-11,2.2332511104726736e-15,5.366894658612824e-10,4.965590996446822e-11,1.8527817138310546e-09,1.4943322293976131e-09,1.3892401757063449e-08,1.0477133137879862e-13,4.565154177136113e-14,4.2855665229352263e-16,8.985905359872039e-18,2.3552140358706562e-15,4.394745711189385e-12,1.0542951114916357e-14,3.5724751683964495e-13
4.5106205226274524e-05,0.4545083589189078,7.577118635636931e-13,4.280130559728273e-14,1.793076393829443e-13,2.042990572996034e-11,0.0,0.0,3.200959095839249e-08,8.376819525707762e-11,3.2136369997136207e-13,3.371376451501849e-19,3.0014418406040142e-18,-3.6666254232954978e-34,2.6100729901542103e-32,1.5211974104633118e-21,1.7604101865058292e-29,7.6565208738703e-11,5.095572979666681e-38,3.696290589267771e-31,-1.1978234203682585e-29,1.817549651619577e-33,1.242777436831471e-22,8.400454671598688e-29,2.1431223829929334e-24,1.618278843549405e-33,-6.174387325943185e-42,5.700208794402804e-33,8.221557844828767e-50,2.1813985028889272e-43,3.2852225348406124e-22,8.197885921357527e-46,8.264876072309483e-40,2.4280512411057635e-44,3.76,0.0,0.6586733028977311,0.9999868812204448,1.0179950808395495e-11,2.985722730735023e-34,6.8611067670873765e-06,4.667081747775541e-06,2.1937893776482093e-06,8.453208961022375e-11,1.3086528388787383e-05,1.0154529795035397e-13,5.83946374668068e-23,2.429087472321985e-18,4.6243706500889877e-20,1.5175309922633135e-10,1.3912673248279396e-31,1.6145456872683994e-32,9.437407178979116e-16,2.720168862906545e-30,3.861479461229127e-24,6.3748743481659414e-37,7.445957450477469e-32,3.307990673644601e-33,4.143898618725528e-31,1.7307502715200953e-29,1.9544218638275384e-38,3.082806731376264e-37,1.3545885823470504e-29,4.648298901353118e-19,7.656557108266066e-11,2.5462437103882768e-15,5.393138936186468e-10,5.0092717222438234e-11,1.9197164406635473e-09,1.661794255556087e-09,1.486062241408614e-08,1.12045339318419e-13,4.858660919164766e-14,4.616243235555562e-16,9.555067995210501e-18,2.63701395932723e-15,4.704249106162581e-12,1.2067117454689153e-14,3.5962856488909984e-13
4.7787094243167335e-05,0.4545083931235044,7.738548538941428e-13,4.372212109216712e-14,1.8411157263640858e-13,2.200171137472149e-11,0.0,0.0,3.399652794138663e-08,9.428215675892948e-11,3.8151328673557277e-13,3.573406027568743e-19,3.3683856923757956e-18,-5.67745096068915e-35,2.504808286931311e-32,1.5212062708205507e-21,2.0395380681056285e-29,8.593683233705628e-11,6.059214272813706e-38,4.487662687606217e-31,-1.197630751591177e-29,3.996201335201245e-33,1.2427846834446243e-22,1.124373002352224e-28,2.44363645151632e-24,2.0351778050502353e-33,-6.538237592726418e-42,6.778210532175619e-33,1.1734520637546897e-49,2.765719076263813e-43,3.910216466183446e-22,1.0973300891007628e-45,1.191980780395392e-39,3.3159462418829806e-44,3.76,0.0,0.65867289389738,0.9999868792040366,1.1005129071823324e-11,3.458724418787324e-34,7.268894699007734e-06,4.944468480052197e-06,2.3241720699196304e-06,8.453209472681678e-11,1.3086528362373096e-05,1.1397482980360602e-13,6.698184783660966e-23,2.4292138350392656e-18,4.899221838963736e-20,1.7008477775904185e-10,1.765371004775248e-31,2.0496000512283377e-32,1.0592628627140876e-15,3.5034593217439095e-30,4.105098930926703e-24,8.089068834229369e-37,9.865618115170915e-32,4.398571637951858e-33,5.510503364864927e-31,2.3075107941714198e-29,2.479956874872238e-38,3.911759102538764e-37,1.821930219714168e-29,4.924561933123491e-19,8.593726346707258e-11,2.880460862152308e-15,5.417888112009958e-10,5.0507283781043894e-11,1.9825744666736395e-09,1.8350145302532758e-09,1.583383161133245e-08,1.193506207592576e-13,5.152426957247337e-14,4.950131009562197e-16,1.0130384931180305e-17,2.935941632984134e-15,5.0155961711104126e-12,1.3686225028076712e-14,3.618719707167242e-13
5.046798326006015e-05,0.4545084273280845,7.898592016236613e-13,4.4635016557764615e-14,1.8901774235000398e-13,2.3606506012332755e-11,0.0,0.0,3.598754923815814e-08,1.0542727765866914e-10,4.4871304157905535e-13,3.7757163097649265e-19,3.7566840008335636e-18,3.8180186407067e-36,4.505179028197852e-32,1.521215130619103e-21,2.3461866724442207e-29,9.584935648055016e-11,7.137007542444594e-38,5.436100267529225e-31,-1.1958241306402544e-29,-8.517096352156483e-34,1.2427919299998131e-22,1.4813250000866242e-28,2.76763627905427e-24,2.5277044820686572e-33,-6.880040498617515e-42,7.984216867080718e-33,1.6423623259253912e-49,3.4608556166818712e-43,4.6103467365453e-22,1.4458056149184576e-45,1.669729829900954e-39,4.4574859241174553e-44,3.76,0.0,0.6586724848911303,0.9999868771818387,1.1852354540233122e-11,3.98268231041066e-34,7.676682385528103e-06,5.22185448682868e-06,2.4545541710587782e-06,8.453209984250194e-11,1.3086528335883022e-05,1.2712178532105255e-13,7.619199740671578e-23,2.429340197317917e-18,5.1740722664622354e-20,1.8945499965879021e-10,2.21076524166988e-31,2.567782035409073e-32,1.1814536108104818e-15,4.4468792346224895e-30,4.35017633858779e-24,1.0129931405276954e-36,1.2875145653440174e-31,5.758782419991316e-33,7.2150856225560525e-31,3.028335876383797e-29,3.10564014730078e-38,4.8986802593525515e-37,2.4108234546887825e-29,5.200823669638383e-19,9.584986461106813e-11,3.2360214948048545e-15,5.441240720749667e-10,5.090107375068001e-11,2.0416233837235816e-09,2.0136431899726166e-09,1.6811752018756187e-08,1.2668722862552117e-13,5.4464527579690014e-14,5.287222857093454e-16,1.0711825681310414e-17,3.2521530921045776e-15,5.328682932738016e-12,1.5397120022756044e-14,3.6398797322452935e-13
5.314887227695296e-05,0.4545084615326475,8.057340730119624e-13,4.5540517223616075e-14,1.9402922252481203e-13,2.5244014544207743e-11,0.0,0.0,3.798239474752681e-08,1.1720453477416734e-10,5.233512937780773e-13,3.9783399300824696e-19,4.166363312086272e-18,-2.3058829574880432e-35,2.951890447008842e-32,1.5212239901303788e-21,2.681756287891214e-29,1.0630277819227521e-10,8.335038007644791e-38,6.096118010509778e-31,-1.1942066128912589e-29,2.772620874976454e-33,1.242799176512606e-22,1.924100084750734e-28,3.1157346899757533e-24,3.1044615952141924e-33,-7.20307223593675e-42,9.325409751856871e-33,2.2586458882715103e-49,4.280098500603068e-43,5.389952791271853e-22,1.8781908086367957e-45,2.2841493802771136e-39,5.907400704598748e-44,3.76,0.0,0.6586720758793072,0.9999868751541093,1.2722097883584316e-11,4.561861615515216e-34,8.084469827034757e-06,5.4992397680810315e-06,2.584935681088408e-06,8.4532104957321e-11,1.3086528309320568e-05,1.4098616250417172e-13,8.602627381428765e-23,2.4294665591591643e-18,5.448921932557592e-20,2.0986326827829454e-10,2.7360569757989503e-31,3.1791623209982303e-32,1.3103130182330634e-15,5.5712227743823896e-30,4.59669998151152e-24,1.2536901388545194e-36,1.6575790987117874e-31,7.435547968485413e-33,9.316482874471898e-31,3.918545318955005e-29,3.84356266329346e-38,6.062641901113315e-37,3.1437189873251885e-29,5.477084110943014e-19,1.0630337200454735e-10,3.6130456381622545e-15,5.46328844980003e-10,5.127545498935334e-11,2.097113239146155e-09,2.197353336319749e-09,1.779412457654373e-08,1.3405521641716183e-13,5.740738770462185e-14,5.627516739673525e-16,1.1299370566545606e-17,3.585803333702985e-15,5.643412263855412e-12,1.7196565377993272e-14,3.65985338706527e-13
5.582976129384577e-05,0.4545084957371938,8.214880256963874e-13,4.6439113769630064e-14,1.9914869860942242e-13,2.6913980105279727e-11,0.0,0.0,3.9980821469887516e-08,1.296148241495381e-10,6.058161888024715e-13,4.1813114021937946e-19,4.597450091086426e-18,-1.3805946745332809e-34,2.229316712853284e-32,1.5212328507011571e-21,3.0476805665267316e-29,1.1729709449513293e-10,9.659802872214039e-38,7.146682770524903e-31,-1.1936209155236027e-29,2.722696654976632e-33,1.2428064230584255e-22,2.4674258884698646e-28,3.488544103421523e-24,3.7745134333510155e-33,-7.577381121063645e-42,1.0808971222792323e-32,3.05742288498142e-49,5.237499034865041e-43,6.253378929541493e-22,2.408876837437783e-45,3.063071379465792e-39,7.728905571546958e-44,3.76,0.0,0.6586716668622149,0.9999868731210907,1.3614843887610877e-11,5.200901011454898e-34,8.492257023913863e-06,5.776624323785426e-06,2.7153166000311807e-06,8.45321100713128e-11,1.3086528282688902e-05,1.5556795935435254e-13,9.648558132798845e-23,2.429592920564083e-18,5.723770837223254e-20,2.3130909490454295e-10,3.3503516895877466e-31,3.8943977901339415e-32,1.4458411404371944e-15,6.898585197615829e-30,4.844661524870039e-24,1.5351702591061016e-36,2.1079639571202326e-31,9.48088349564301e-33,1.1879916968597701e-30,5.0062317652203043e-29,4.706515754763324e-38,7.423820422968029e-37,4.0456991568147617e-29,5.753343257082549e-19,1.1729778313766898e-10,4.0116544426099885e-15,5.48411691514854e-10,5.16317054876914e-11,2.149277683935431e-09,2.385839530913774e-09,1.8780707266390572e-08,1.4145463547852179e-13,6.035285415146155e-14,5.971014476669279e-16,1.1893007608415236e-17,3.937046519511746e-15,5.959693424984123e-12,1.908128242136468e-14,3.6787147105077563e-13
5.851065031073858e-05,0.4545085299417235,8.371290846525479e-13,4.7331267243923375e-14,2.043787026161756e-13,2.861616282414663e-11,0.0,0.0,4.1982602359091384e-08,1.4265896637288915e-10,6.964956912937081e-13,4.384667134381431e-19,5.049970743582771e-18,-1.3416668370181432e-34,4.942801485147996e-32,1.5212417108476464e-21,3.445427862106702e-29,1.2883230241183568e-10,1.1117839011251697e-37,8.467194555272693e-31,-1.1938641206181216e-29,-4.421828577641972e-33,1.2428136695550592e-22,3.127645167781837e-28,3.886673307200477e-24,4.547406589822735e-33,-7.923248298675872e-42,1.24420833659706e-32,4.079789054695068e-49,6.347869781856093e-43,7.20497380877793e-22,3.05399737205324e-45,4.0381230972545377e-39,9.99457722281493e-44,3.76,0.0,0.6586712578401372,0.9999868710830085,1.4531089410233954e-11,5.9048347242512885e-34,8.900043976551472e-06,6.054008153918163e-06,2.845696927909708e-06,8.4532115184514e-11,1.3086528255990957e-05,1.7086717387289805e-13,1.0757060767171887e-22,2.4297192815337345e-18,5.998618980432906e-20,2.537919973711923e-10,4.063253886654466e-31,4.724732163454154e-32,1.5880380323535695e-15,8.452364313332779e-30,5.094051285681323e-24,1.8618345493961745e-36,2.651013524798995e-31,1.195214406565132e-32,1.4977307252654646e-30,6.322397964889604e-29,5.707991776062962e-38,9.00349797700821e-37,5.144626155355752e-29,6.029601108102096e-19,1.288330955008369e-10,4.43197020622805e-15,5.5038063350575e-10,5.197101955382919e-11,2.198335045572974e-09,2.5788163887028102e-09,1.977127396731106e-08,1.488855301356036e-13,6.33009306201349e-14,6.317720317541662e-16,1.249273096365881e-17,4.306036203181487e-15,6.27744163723851e-12,2.1047985245403037e-14,3.696533692317932e-13
6.11915393276314e-05,0.4545085641462363,8.526647582461746e-13,4.8217408887861126e-14,2.0972170439221357e-13,3.035033873144948e-11,0.0,0.0,4.3987525289557803e-08,1.563377115407188e-10,7.957775876316836e-13,4.588445442444304e-19,5.523951636085397e-18,-9.290002742576392e-35,3.5292577754369937e-32,1.5212505703231249e-21,3.876502548105192e-29,1.4090839896490699e-10,1.2715170024614487e-37,9.379015657054635e-31,-1.1942767023567823e-29,8.892158138443248e-34,1.242820915989136e-22,3.922802017794066e-28,4.310726857695542e-24,5.4331279554100226e-33,-8.24397782558233e-42,1.4231928383562648e-32,5.373464347643024e-49,7.626784603000126e-43,8.249089668578516e-22,3.8314354712997444e-45,5.244925130173526e-39,1.2787285516360138e-43,3.76,0.0,0.6586708488133397,0.9999868690400744,1.5471342123513725e-11,6.679115258942346e-34,9.307830685333529e-06,6.331391258455655e-06,2.976076664746574e-06,8.453212029695862e-11,1.3086528229229524e-05,1.8688380406102823e-13,1.19281876431057e-22,2.429845642069139e-18,6.273466362160533e-20,2.7731149926228663e-10,4.88486756480634e-31,5.681996629706312e-32,1.7369037484407906e-15,1.0257261924034799e-29,5.344860092595761e-24,2.238312941905316e-36,3.3002600417157992e-31,1.4912272427920885e-32,1.868758150638601e-30,7.90109307257015e-29,6.862184768180711e-38,1.0824063519939007e-36,6.471290380386704e-29,6.305857664047081e-19,1.4090930658468877e-10,4.874116374997212e-15,5.522431739141534e-10,5.2294513304354064e-11,2.244489333592459e-09,2.7760172626044926e-09,2.0765613426443268e-08,1.5634793805434352e-13,6.625162033858987e-14,6.66763965477591e-16,1.3098539133249928e-17,4.692925529547029e-15,6.596577695586275e-12,2.3093408966437065e-14,3.7133803427466415e-13
6.387242834452421e-05,0.45450859835073265,8.681020474664011e-13,4.9097940491764944e-14,2.1518003356997443e-13,3.2116298747682426e-11,0.0,0.0,4.599539209586243e-08,1.7065174389616526e-10,9.040494880247693e-13,4.792686562628069e-19,6.019419107142119e-18,-3.2293715972723823e-35,1.8930483333711025e-32,1.521259430993976e-21,4.3424463202905503e-29,1.5352538117668177e-10,1.445810408644994e-37,1.0677539419095579e-30,-1.1943782540478246e-29,4.044470111550405e-33,1.2428281624649317e-22,4.87272807871944e-28,4.761309780761985e-24,6.442115439572837e-33,-8.630257033307611e-42,1.6185688578725302e-32,6.993475499726388e-49,9.09057870946596e-43,9.39008159988002e-22,4.760621414149922e-45,6.723422522005319e-39,1.6201181604721465e-43,3.76,0.0,0.6586704397820703,0.9999868669924853,1.643612021844456e-11,7.529636807836454e-34,9.715617150645862e-06,6.6087736373744285e-06,3.106455810564363e-06,8.453212540867835e-11,1.308652820240718e-05,2.0361784791988268e-13,1.316197868612336e-22,2.4299720021711505e-18,6.548312982380414e-20,3.0186712988394325e-10,5.825796679521027e-31,6.778610462973502e-32,1.892438342733171e-15,1.2339285216815933e-29,5.597082901631002e-24,2.66946446517642e-36,4.070475253456539e-31,1.8430045101168072e-32,2.309698467933933e-30,9.779547984321382e-29,8.183991109570196e-38,1.2909013839664347e-36,8.059558926961431e-29,6.582112924963026e-19,1.535264138800848e-10,5.3382175306122656e-15,5.540063119589198e-10,5.26032295846831e-11,2.2879311799726264e-09,2.9771930142787668e-09,2.176352830209359e-08,1.6384189367230267e-13,6.92049262412857e-14,7.020778457613255e-16,1.3710432456949345e-17,5.097867355775508e-15,6.917027608939568e-12,2.5214332668959598e-14,3.729321355600002e-13
6.655331736141702e-05,0.45450863255521223,8.834474859956762e-13,4.997323708979904e-14,2.2075580968526504e-13,3.391384769900517e-11,0.0,0.0,4.800601765231859e-08,1.856016861666578e-10,1.0216988284609876e-12,4.997432664594359e-19,6.536399473779744e-18,1.2861864137033958e-34,5.295531782132056e-32,1.5212682915083103e-21,4.8448394931697874e-29,1.6668324606930684e-10,1.6353367140495675e-37,1.2416411376757318e-30,-1.1939791631438733e-29,-4.4281676087288587e-33,1.2428354089075067e-22,5.999128829816055e-28,5.239026534756039e-24,7.585307813865713e-33,-8.992488689603094e-42,1.8310546275938543e-32,9.00287267334518e-49,1.0756348901862692e-42,1.0632307323417053e-21,5.863177006339265e-45,8.518109303355488e-39,2.034274536173463e-43,3.76,0.0,0.6586700307465605,0.9999868649404257,1.7425952128820505e-11,8.462759363825978e-34,1.0123403372874176e-05,6.886155290651104e-06,3.236834365385679e-06,8.453213051970304e-11,1.3086528175526312e-05,2.2106930345052318e-13,1.4458464339753857e-22,2.4300983618406327e-18,6.82315884106696e-20,3.274584242535102e-10,6.8971455993127545e-31,8.027581629316811e-32,2.0546418688899625e-15,1.4725748113466464e-29,5.8507128951076955e-24,3.160377452690624e-36,4.977721696080669e-31,2.2580316718356537e-32,2.8299385446717513e-30,1.1998309717753135e-28,9.68901015557743e-38,1.528295456388657e-36,9.946524218573691e-29,6.858366890895334e-19,1.666844148780978e-10,5.824399391021327e-15,5.556765815155476e-10,5.289814277647018e-11,2.328838716351614e-09,3.1821108658426418e-09,2.2764834246537908e-08,1.7136742963858412e-13,7.216085105022173e-14,7.377143278062864e-16,1.4328413795444525e-17,5.521014312120409e-15,7.238722256719106e-12,2.740759778231122e-14,3.7444167626994517e-13
6.923420637830984e-05,0.4545086667596751,8.987071868006568e-13,5.084364960452856e-14,2.2645096966499824e-13,3.574280338630614e-11,0.0,0.0,5.001922900622824e-08,2.011881036177682e-10,1.1491128727127489e-12,5.202727864360098e-19,7.07491903808001e-18,3.880259732202175e-35,4.3129075765154263e-32,1.5212771509225932e-21,5.38530228994866e-29,1.8038199066474103e-10,1.8406992151822443e-37,1.3628225229999522e-30,-1.1940055914778652e-29,-8.875574100246558e-34,1.2428426552646196e-22,7.325669962021825e-28,5.7444782560969866e-24,8.874077007141606e-33,-9.294825551990253e-42,2.061368392838866e-32,1.1473480164151594e-48,1.2641953867788891e-42,1.1980126676019462e-21,7.162859811097756e-45,1.0678352757371694e-38,2.5331894482015966e-43,3.76,0.0,0.6586696217070264,0.9999868628840674,1.8441375769705756e-11,9.485333566366589e-34,1.0531189352404072e-05,7.163536218262411e-06,3.3672123292331605e-06,8.453213563006048e-11,1.3086528148589195e-05,2.3923816865393593e-13,1.581766777253799e-22,2.430224721078443e-18,7.098003938194855e-20,3.540849226817147e-10,8.110519556753162e-31,9.442507387683306e-32,2.2235143802406733e-15,1.7445272603872784e-29,6.10574262524911e-24,3.716369749452289e-36,6.039403618481256e-31,2.7444262644547274e-32,3.439658059841625e-30,1.4601374842293531e-28,1.1393544871764433e-37,1.7971601159078708e-36,1.2172652773036612e-28,7.134619561889958e-19,1.803833070700048e-10,6.332788825391568e-15,5.572600938609874e-10,5.3180163417916546e-11,2.3673783929100187e-09,3.3905533271774325e-09,2.376935904227574e-08,1.7892457570790583e-13,7.511939723353173e-14,7.7367413112054285e-16,1.495248945674796e-17,5.962518855945469e-15,7.561597065874354e-12,2.967012255841567e-14,3.7587208624681394e-13
7.191509539520265e-05,0.45450870096412155,9.138868686272514e-13,5.170950637822654e-14,2.3226733224452535e-13,3.7602995736235395e-11,0.0,0.0,5.203486458055559e-08,2.1741150783911804e-10,1.2866787142914254e-12,5.408618237244839e-19,7.635004093277859e-18,-3.0863118459220004e-34,1.4706498427151548e-32,1.5212860115610588e-21,5.96549611976937e-29,1.9462161198475565e-10,2.062505614035613e-37,1.5217900872173726e-30,-1.1944841606758106e-29,4.584403217808824e-33,1.2428499016659713e-22,8.878063657190093e-28,6.278266163838281e-24,1.032022554767284e-32,-9.688905353244425e-42,2.3102284108737216e-32,1.4486681110148105e-48,1.476601434558717e-42,1.3437900992800705e-21,8.684883648573023e-45,1.3258611989012744e-38,3.1303157272072395e-43,3.76,0.0,0.6586692126636705,0.9999868608235716,1.948293761368052e-11,1.060472630677629e-33,1.0938975089621012e-05,7.440916420185163e-06,3.4975897021294913e-06,8.453214073977643e-11,1.308652812159795e-05,2.5812444153103354e-13,1.7239606582119152e-22,2.4303510798852574e-18,7.372848273739042e-20,3.8174617020201234e-10,9.478025097147883e-31,1.1037574887653726e-31,2.399055929822906e-15,2.0527790075554056e-29,6.3621697489209055e-24,4.342988917499916e-36,7.274317545243919e-31,3.3109619881922654e-32,4.149859727914538e-30,1.7636321967471702e-28,1.3314602463940114e-37,2.1001779924262904e-36,1.4781934101006689e-28,7.410870937993136e-19,1.9462308794727835e-10,6.863513865204079e-15,5.587625643215505e-10,5.3450142364346776e-11,2.4037057442269176e-09,3.602317193542459e-09,2.4776941807515047e-08,1.8651335786579665e-13,7.808056697471113e-14,8.099580243355769e-16,1.558266702373853e-17,6.4225333424576165e-15,7.885591712993026e-12,3.199891326668502e-14,3.7722849279140853e-13
7.459598441209546e-05,0.45450873516855134,9.289918720337095e-13,5.257111416916633e-14,2.382066217667258e-13,3.9494266018370865e-11,0.0,0.0,5.405277343503929e-08,2.3427236028144554e-10,1.4347832782061116e-12,5.615151830863977e-19,8.216680930110554e-18,7.100485792538587e-35,5.485065535127089e-32,1.5212948724630015e-21,6.58712484446597e-29,2.0940210705093502e-10,2.3014475085173257e-37,1.7443332620407693e-30,-1.1948031185888628e-29,-4.668267437730062e-33,1.2428571480583487e-22,1.068415491530037e-27,6.840992418056879e-24,1.1936085344652313e-32,-1.0060436373281757e-41,2.5783529386074185e-32,1.8134236183117127e-48,1.714791304363747e-42,1.5009993104845411e-21,1.0457256607598913e-44,1.631874560659665e-38,3.840691135021775e-43,3.76,0.0,0.6586688036166812,0.9999868587590883,2.0551192030171716e-11,1.1828847118210624e-33,1.1346760584910348e-05,7.718295896396266e-06,3.6279664840974158e-06,8.453214584887528e-11,1.30865280945545e-05,2.7772812008265733e-13,1.8724294129448625e-22,2.4304774382617666e-18,7.6476918476745e-20,4.1044171620023294e-10,1.1012270524303044e-30,1.282756176330226e-31,2.5812665704158966e-15,2.400454263558564e-29,6.619989752301378e-24,5.046012440082817e-36,8.702702482729122e-31,3.96709262749648e-32,4.972399309591913e-30,2.1154443296354126e-28,1.546989500410061e-37,2.4401428978336646e-36,1.7822029736516544e-28,7.687121019250694e-19,2.0940375500157963e-10,7.4167037032908e-15,5.601893307536275e-10,5.370887463669175e-11,2.4379661054317803e-09,3.817212608770243e-09,2.5787432259915693e-08,1.9413379900994397e-13,8.104436221446342e-14,8.465668013991688e-16,1.6218955258832337e-17,6.901210092706754e-15,8.210649847850489e-12,3.439107263613615e-14,3.7851581280037995e-13
