Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464)
2.0840252879537517e-06,0.804683760797752,6.440288040685016e-05,7.86685721058147e-06,2.4540796659972185e-05,0.00044289411220050864,0.0,0.0,2.8065579799006186e-05,1.9467431793532345e-07,2.115577330251313e-05,4.6460425385990694e-07,2.2881513701819176e-06,3.3694170959492534e-16,2.738794139927965e-12,1.4084863984432337e-09,3.7926763761364256e-06,5.639243679886013e-06,1.9808529339527295e-08,5.286772295789518e-11,4.963365788034526e-13,8.630369654369398e-17,1.8459574575385538e-10,1.6514760845258136e-10,9.279591253839472e-11,6.006020921301253e-09,3.246587225880523e-16,3.960966356078763e-12,1.2040870529244279e-11,4.0147598183928003e-13,1.7062967602107822e-09,1.1999151603543709e-14,8.783440893813222e-15,8.075703795249396e-13,3.76,0.0,0.7015343785199785,0.9986642765021622,0.00011914299028033167,1.9899546997796507e-06,0.14073911114894266,0.11209639562574476,0.027102006507132355,1.7812008774094256e-05,0.0011903193044073446,0.0007201588025056296,6.094094386531047e-09,2.0323680802141337e-09,1.2258527386310576e-14,2.303173187548889e-05,4.465133862837922e-11,3.667444883898357e-11,3.477969101224596e-07,5.1660214751052945e-11,7.338092327826629e-11,4.360015596422339e-17,5.919385760539577e-11,1.4503930736325912e-13,4.669163929464857e-12,1.5504716029684843e-11,2.6166767616289213e-18,2.483726280133444e-17,2.287611267030844e-09,5.3649629676766416e-12,7.404690935444683e-06,6.902465445929815e-06,2.5843238459573996e-05,5.921354561904684e-06,0.00017501528008795155,9.283851297755892e-05,0.00043327831996995726,4.161169861068161e-06,8.664796284889667e-07,2.912896228268699e-06,9.155003131295888e-06,6.3533886863768524e-06,0.00014374194670574816,1.2273796087307423e-06,0.00020454055110644977,6.066918496041862e-09,1.1464028668538776e-05,1.878521767526543e-08,5.440519124660112e-09,1.2511942748660395e-13,1.5174128317787123e-09,4.866790405138083e-07,2.9245237992905905e-06,5.49907990610323e-08,2.043938153282971e-14,4.655308686504088e-10,5.542619344799884e-06,7.741855276260097e-05,1.2237419532394156e-09,2.303870465506025e-09,9.432259043092773e-07,1.8709476597645244e-08,3.205886223319285e-13,8.122599500959836e-09,1.0990270730656944e-12,6.875708246522691e-11,2.2845232092140306e-11,1.579181349946972e-08,2.779335282297894e-10,8.032990583623932e-10,5.301702899600974e-08,1.95943960723553e-08,2.1486007234144153e-13,3.3191307858347093e-14,3.403747006691447e-15,1.3631631008871712e-15,2.4286710369818338e-08,1.5280450577330708e-11,4.4910150709443653e-13,1.1086476329493291e-14
2.136645918689148e-06,0.805145671933175,6.70675642649754e-05,8.303543170376051e-06,2.568186681788894e-05,0.0004713176632974975,0.0,0.0,2.957836977805796e-05,2.0652673485222038e-07,2.355197149680498e-05,5.162161666684089e-07,2.490623890463589e-06,3.928306561637914e-16,3.0634571749006644e-12,1.5163016927742148e-09,4.05165239059175e-06,5.976769293443075e-06,2.2038152843088696e-08,5.6938087902543474e-11,5.836989522476143e-13,1.0101748113086812e-16,1.9286651776365428e-10,1.8872831057444532e-10,9.987610149147426e-11,6.8376129265739725e-09,3.884304859274724e-16,4.621762398909889e-12,1.4017706812652267e-11,4.587380828451595e-13,1.8298681462843444e-09,1.3941836408320969e-14,1.0277244955459926e-14,9.628592542235991e-13,3.76,0.0,0.6982652586596251,0.998654213180968,0.00012801941090141695,2.163630750480139e-06,0.14398879541496432,0.11462880639230405,0.02774105092927208,1.7742505820259532e-05,0.0011903072826210267,0.000755906882104129,6.406515409286425e-09,2.038574138606986e-09,1.2528200503962625e-14,2.4246623985738887e-05,4.964096813081641e-11,4.0719160927636285e-11,3.7736524868743994e-07,5.741867645334704e-11,7.893407753226281e-11,4.8444813459175445e-17,6.568636288545971e-11,1.609513777730815e-13,5.181450132468721e-12,1.719845889611022e-11,2.9074254447211228e-18,2.759705629322583e-17,2.582615656748731e-09,5.488277143538759e-12,7.8199064388847e-06,7.575254705783814e-06,2.682866015075281e-05,6.170448955665429e-06,0.00018307521733396573,9.930513926935752e-05,0.00046191020174861716,4.384961446644785e-06,9.034791816193485e-07,3.117590484980197e-06,9.841519814721953e-06,6.882774585391195e-06,0.0001540540690770182,1.379245210067398e-06,0.00021491670925715374,6.342982406659886e-09,1.2173175950077547e-05,2.0850796777751896e-08,5.891900314175622e-09,1.3548675911045698e-13,1.5744074312304064e-09,5.161299444942919e-07,3.1988461896482287e-06,5.937028277607275e-08,2.2131535594860436e-14,5.042014934570262e-10,5.9954366660149985e-06,7.971221280601136e-05,1.323069513197776e-09,2.3995112797788463e-09,1.036428092291812e-06,1.957989624619535e-08,3.504601668178843e-13,8.358455168367613e-09,1.1312867991725761e-12,7.603734540447081e-11,2.503570950560738e-11,1.7005477519161636e-08,2.989750485850544e-10,8.560398553640469e-10,5.84940121241523e-08,2.1905433586481873e-08,2.3576383113605495e-13,3.660011323980425e-14,3.6642123138676454e-15,1.4668572116187576e-15,2.7401915641358507e-08,1.7230816373414616e-11,5.067676394309375e-13,1.2583960933037787e-14
2.1892665494245444e-06,0.8056058531803238,6.97793797704424e-05,8.7547832738583e-06,2.684686315654366e-05,0.000500806814618758,0.0,0.0,3.1164685960542764e-05,2.1896054356515106e-07,2.6146971366005853e-05,5.720579104617701e-07,2.704367081025485e-06,4.564173314954491e-16,3.4180672628986593e-12,1.630326100493167e-09,4.322727981376654e-06,6.328066653054247e-06,2.44510004125848e-08,6.120373272159818e-11,6.836653370829057e-13,1.1786076853845308e-16,2.0172617593448176e-10,2.1504208982043614e-10,1.0739046222895681e-10,7.757698912608472e-09,4.630051740684307e-16,5.3759981718939896e-12,1.6269087892226473e-11,5.227838128406959e-13,1.959029073511746e-09,1.6138742872871575e-14,1.1977612886478136e-14,1.1429682769190899e-12,3.76,0.0,0.6950091646797785,0.9986436462310178,0.00013731621456439954,2.348190799628262e-06,0.1472243691668861,0.11714704742495494,0.028378123367762315,1.7673261954059096e-05,0.0011902946608731298,0.0007924665639216224,6.726279682408103e-09,2.0447373171333603e-09,1.2796031800962968e-14,2.549717560947317e-05,5.5032163172940994e-11,4.508497659333173e-11,4.0899196021713163e-07,6.363928200254079e-11,8.483451530103214e-11,5.3675687456992497e-17,7.269128172716431e-11,1.7811959159842888e-13,5.734180666191605e-12,1.9025315544478443e-11,3.221352240366648e-18,3.0576859782330246e-17,2.907299489954205e-09,5.611066596803639e-12,8.250125222796525e-06,8.29416527632146e-06,2.7825896751319284e-05,6.423138502012183e-06,0.0001912654029785337,0.00010602145070601134,0.0004916655879505891,4.616278035359823e-06,9.414864087715046e-07,3.3309963007837283e-06,1.0559643090873088e-05,7.439484432577586e-06,0.00016484293448050416,1.5451139450720466e-06,0.00022563457296639677,6.623258624372516e-09,1.2918575113117378e-05,2.3084941130044474e-08,6.3662921115491646e-09,1.4638190045949518e-13,1.6320325256415956e-09,5.466851545781608e-07,3.49118749009614e-06,6.401430840458273e-08,2.3909763515209394e-14,5.449015278715451e-10,6.471826928109262e-06,8.206550654358073e-05,1.427494850743374e-09,2.496445913510141e-09,1.1365063464862121e-06,2.0467736710155388e-08,3.8227105355994054e-13,8.600286627062755e-09,1.1644021005240674e-12,8.398864393453064e-11,2.7375932786602357e-11,1.8278978054125932e-08,3.2103871359984365e-10,9.108634465973431e-10,6.439023107503834e-08,2.4426668942961593e-08,2.5813329662445295e-13,4.026723785891631e-14,3.9396305105555186e-15,1.5764613278729176e-15,3.082171587024805e-08,1.9370443987227738e-11,5.700816238293845e-13,1.423683351146443e-14
2.2418871801599407e-06,0.8060643165376329,7.253831927809049e-05,9.22078127408204e-06,2.8035758952577568e-05,0.0005313746387594277,0.0,0.0,3.282753205568745e-05,2.320050059915641e-07,2.8951395956315415e-05,6.323488959452538e-07,2.9296430365206e-06,5.285605237617425e-16,3.804659820545845e-12,1.7507813806618694e-09,4.6062303966958915e-06,6.693571409053351e-06,2.7056794162381618e-08,6.56683953556478e-11,7.976736325411554e-13,1.3709030860010774e-16,2.1120483458917223e-10,2.443376696791135e-10,1.1536320622067975e-10,8.772958650753587e-09,5.4994952545279825e-16,6.2346713852215275e-12,1.8826672415298023e-11,5.942633391678568e-13,2.0938933048342345e-09,1.8615710403006857e-14,1.3906939554139785e-14,1.3511040688138374e-12,3.76,0.0,0.6917660151831511,0.9986325595081252,0.00014704290703028446,2.544069687363951e-06,0.15044589063379118,0.11965114852098896,0.029013244260083282,1.7604275296364463e-05,0.0011902814199228095,0.0008298341002988784,7.053353343366408e-09,2.0508576220194273e-09,1.3062028638111127e-14,2.67838826718822e-05,6.084494821280476e-11,4.978766717670951e-11,4.4280147800238735e-07,7.034499342078638e-11,9.109998526912366e-11,5.931165658633965e-17,8.023361537299426e-11,1.9660525259578308e-13,6.329329494208767e-12,2.09917506275284e-11,3.5595900961124324e-18,3.3787427542354796e-17,3.26385436690328e-09,5.733336700261114e-12,8.695788450955036e-06,9.061083303993214e-06,2.883473117795608e-05,6.679355480820556e-06,0.0001995829682902683,0.00011298847463542467,0.0005225587982181973,4.855220263810533e-06,9.805175392140054e-07,3.5532522723280715e-06,1.1309948172673622e-05,8.024075629185253e-06,0.0001761192766793265,1.7258436829632771e-06,0.00023669874887937683,6.907641426518414e-09,1.3702260382536372e-05,2.54968172940828e-08,6.864137958322932e-09,1.5781500728193028e-13,1.690274494780847e-09,5.783616942393859e-07,3.802236051932359e-06,6.893372287431318e-08,2.577571977112572e-14,5.876752441242146e-10,6.972346507930085e-06,8.448234810769373e-05,1.5371326160574369e-09,2.59464615048064e-09,1.2438364588861398e-06,2.1372992695917104e-08,4.1609340547894897e-13,8.848494739067398e-09,1.198431723266481e-12,9.266597455686961e-11,2.9872187395412713e-11,1.9613705781099242e-08,3.441479524297534e-10,9.677965601717238e-10,7.072721998545757e-08,2.7171731583817658e-08,2.8203339934017736e-13,4.420569360488945e-14,4.230525561200425e-15,1.692181254817477e-15,3.456692144697675e-08,2.1712093020994172e-11,6.394305781331467e-13,1.6056519680978716e-14
2.294507810895337e-06,0.8065210739436711,7.534437929344928e-05,9.701739319768953e-06,2.924852646692069e-05,0.0005630340523481364,0.0,0.0,3.456994741924914e-05,2.4569063851009003e-07,3.1976129945042004e-05,6.97313323404087e-07,3.1667108876878266e-06,6.101945309029827e-16,4.22536685863614e-12,1.877893157566054e-09,4.902488966488169e-06,7.073732893167916e-06,2.986549509201083e-08,7.033575768384231e-11,9.272844072924622e-13,1.5898797482870217e-16,2.2133374678573703e-10,2.768806353227658e-10,1.2381998750163023e-10,9.890372380847696e-09,6.510232666565638e-16,7.209828875949254e-12,2.1725066337861663e-11,6.738751260941919e-13,2.2345745475168004e-09,2.1400491320449274e-14,1.608941956847727e-14,1.5907948064931393e-12,3.76,0.0,0.6885357295020645,0.9986209366529386,0.00015720900777837186,2.7517099762765046e-06,0.15365341773525998,0.1221411387493358,0.029646434198347667,1.753554398290032e-05,0.0011902675402655236,0.0008680057578465816,7.3877026519632305e-09,2.056935057825336e-09,1.332619822519273e-14,2.8107256261630328e-05,6.709972115845774e-11,5.484329118486075e-11,4.789246196710635e-07,7.755919742308015e-11,9.774878657397779e-11,6.537192290385914e-17,8.83388156154158e-11,2.1647076962869515e-13,6.9689061678162375e-12,2.3104344504126572e-11,3.9232913686885896e-18,3.7239698092692714e-17,3.6545779603161633e-09,5.855092821228508e-12,9.157356699865875e-06,9.87792030729568e-06,2.9854949564696915e-05,6.9390329133336745e-06,0.0002080250727458127,0.00012020707582521897,0.0005546038718764668,5.101887135464301e-06,1.0205885852375997e-06,3.7844950011950013e-06,1.2093003211837295e-05,8.637097910959528e-06,0.00018789384924788627,1.9223176499729696e-06,0.00024811371426047477,7.196026323740042e-09,1.4526371544750965e-05,2.8095836967270796e-08,7.385873819393665e-09,1.6979606400691541e-13,1.7491199382380118e-09,6.111764894732443e-07,4.132685948849376e-06,7.413958637606646e-08,2.773103091786381e-14,6.325664817082852e-10,7.497549251208293e-06,8.696671286021821e-05,1.6520966704497724e-09,2.6940841315513845e-09,1.3588128259143166e-06,2.229567232605898e-08,4.5199981952214017e-13,9.103485903606368e-09,1.2334355239739863e-12,1.0212814925957243e-10,3.253086059066603e-11,2.1011051054238413e-08,3.683261896081687e-10,1.026865401893671e-09,7.752709878038204e-08,3.0154785982229076e-08,3.0753034912791824e-13,4.842882833020077e-14,4.537429950019371e-15,1.8142261268901034e-15,3.8659150733434676e-08,2.426900287812053e-11,7.152167899895239e-13,1.8054944099281577e-14
2.3471284416307334e-06,0.8069761372778185,7.819755924014647e-05,1.0197857811198598e-05,3.0485136603203816e-05,0.0005957978186139766,0.0,0.0,3.6395005051382184e-05,2.600492320197108e-07,3.5232318643850994e-05,7.671801424297767e-07,3.4158267987830307e-06,7.023342510279133e-16,4.682420199234322e-12,2.011890931026429e-09,5.211835021054019e-06,7.4690142010271924e-06,3.2887301272900233e-08,7.520944585600499e-11,1.0741879958896702e-12,1.8386268124697011e-16,2.3214533288836242e-10,3.129542018929008e-10,1.3278798560129352e-10,1.1117224573970165e-08,7.681990725176031e-16,8.314644321805348e-12,2.500203425009423e-11,7.623685047293052e-13,2.381186458903461e-09,2.4522841787139913e-14,1.8551144015880943e-14,1.865913642389659e-12,3.76,0.0,0.685318227691283,0.9986087610944097,0.0001678240491545058,2.971561845260013e-06,0.15684700808506336,0.12461704645830822,0.03027771392851756,1.7467066164099682e-05,0.0011902530021559432,0.000906977818021787,7.72929399527853e-09,2.062969627578887e-09,1.358854762375655e-14,2.9467822528398224e-05,7.38172453179814e-11,6.026818800132314e-11,5.174987700514367e-07,8.53056961354381e-11,1.0479976264459579e-10,7.187600327989569e-17,9.703277487808235e-11,2.3777963233849674e-13,7.65495504255618e-12,2.536979068649033e-11,4.313627306856905e-18,4.0944789291217055e-17,4.081876499555697e-09,5.9763403256749525e-12,9.635310448424648e-06,1.0746612502975766e-05,3.088634070727127e-05,7.202104418499598e-06,0.0002165888988972535,0.00012767796061368571,0.0005878145708216398,5.356375986428758e-06,1.0617153378363891e-06,4.024859048008328e-06,1.2909369123898883e-05,9.279093344068496e-06,0.00020017742522258637,2.1354441410661163e-06,0.00025988381659083394,7.488309875353032e-09,1.5393155979970103e-05,3.0891653977214104e-08,7.931928202912961e-09,1.8233488417056798e-13,1.8085556417278935e-09,6.451463660797105e-07,4.4832364785939015e-06,7.964316829076584e-08,2.977729566259902e-14,6.796186473824043e-10,8.047986385198389e-06,8.952263538466693e-05,1.7725000695836725e-09,2.7947322968444646e-09,1.4818495053566568e-06,2.3235797028442197e-08,4.900633114509424e-13,9.36567183553695e-09,1.2694744587803112e-12,1.1243797779129739e-10,3.535843999192151e-11,2.2472403968727955e-08,3.935968458035677e-10,1.088095660894484e-09,8.481257339316368e-08,3.339053874728448e-08,3.3469162808488734e-13,5.295032507657485e-14,4.860884688277604e-15,1.9428084098110536e-15,4.3120833342363745e-08,2.7054893592315457e-11,7.978577924526104e-13,2.0244536333775513e-14
2.3997490723661298e-06,0.8074295183608011,8.109786024263883e-05,1.0709335248036661e-05,3.174555856775527e-05,0.000629678549380638,0.0,0.0,3.830580956498726e-05,2.75113873327753e-07,3.873136697017714e-05,8.421830118727432e-07,3.6772439517136515e-06,8.060805338389692e-16,5.178154760454967e-12,2.153008084070076e-09,5.534601807811245e-06,7.879892269563843e-06,3.613264590901458e-08,8.029303061738801e-11,1.2402118202438085e-12,2.1205240578306219e-16,2.436732089989618e-10,3.5285999982398115e-10,1.4229599142134234e-10,1.2461107493450636e-08,9.036842206370615e-16,9.563500093567942e-12,2.8698721347835778e-11,8.605463231043186e-13,2.533842649283928e-09,2.8014613973324625e-14,2.1320199785248193e-14,2.1807032036774823e-12,3.76,0.0,0.6821134305218695,0.9985960160534431,0.00017889757540019994,3.20408298032561e-06,0.16002671899482057,0.12707889928350627,0.030907104349534652,1.7398840004990128e-05,0.0011902377855983611,0.0009467465777255577,8.078093892808629e-09,2.0689613327113146e-09,1.3849083748599985e-14,3.08661225814452e-05,8.101864148385656e-11,6.607897170310913e-11,5.586680602425648e-07,9.360869796917602e-11,1.1227229445802498e-10,7.88437209471287e-17,1.0634181646822553e-10,2.605963872352782e-13,8.389554508278845e-12,2.7794893331585157e-11,4.731787544416605e-18,4.491399352094792e-17,4.548267237039272e-09,6.097084576370281e-12,1.0130150578536513e-05,1.166912012161604e-05,3.1928695525822154e-05,7.468504074082422e-06,0.00022527164740739463,0.00013540168080333363,0.0006222043817748901,5.618782443078264e-06,1.1039133612140732e-06,4.274476879523183e-06,1.3759599387812998e-05,9.950596291443654e-06,0.0002129807965382709,2.366156201110504e-06,0.0002720132729731473,7.7843895110753e-09,1.6304970634504248e-05,3.3894160885175996e-08,8.502722153944384e-09,1.9544111024490487e-13,1.868568544604445e-09,6.802880458429413e-07,4.854591652971706e-06,8.545594274820075e-08,3.191608482737574e-14,7.288747153644814e-10,8.624206409583438e-06,9.215420742673918e-05,1.898455041816947e-09,2.8965633299711094e-09,1.6133813016805557e-06,2.4193401422840653e-08,5.303572591876082e-13,9.635469338924046e-09,1.3066105758491225e-12,1.236624525022969e-10,3.8361512098562064e-11,2.3999154393095327e-08,4.1998333805223876e-10,1.1515125140698609e-09,9.260693560200183e-08,3.6894245566903185e-08,3.635859832787676e-13,5.778420105854083e-14,5.201439314766599e-15,2.0781438998010433e-15,4.797521244123205e-08,3.008396603622167e-11,8.877864219677295e-13,2.2638236395144234e-14
2.452369703101526e-06,0.8078812289551172,8.4045283923243e-05,1.1236368069203058e-05,3.3029759529961025e-05,0.0006646887065048871,0.0,0.0,4.03054951212131e-05,2.9091896792631594e-07,4.248493837635547e-05,9.225602597955272e-07,3.951212517336058e-06,9.226257933163958e-16,5.715011906548698e-12,2.3014818877619406e-09,5.871124405358286e-06,8.306857948973043e-06,3.9612195261953525e-08,8.55900276252725e-11,1.4273279377275035e-12,2.4392632398697645e-16,2.5595221514483056e-10,3.9691887687755664e-10,1.5237449572064567e-10,1.39299245523928e-08,1.0599440486929086e-15,1.0972073376208786e-11,3.285988633562037e-11,9.692676768280377e-13,2.6926566817429864e-09,3.1909849345776063e-14,2.4426771436199666e-14,2.5398011864093814e-12,3.76,0.0,0.6789212594760221,0.9985826845467021,0.00019043914156242255,3.449738462372201e-06,0.16319260747762315,0.12952672415590727,0.031534626512346155,1.733086368510383e-05,0.0011902218703420135,0.0009873083499215912,8.434069001795164e-09,2.0749101730300643e-09,1.4107813368564575e-14,3.230271238868113e-05,8.872538015436968e-11,7.229252498678154e-11,6.025835425869196e-07,1.0249280865448224e-10,1.2018629316560262e-10,8.629519719007677e-17,1.1629268500358765e-10,2.8498661421724477e-13,9.174816233001505e-12,3.0386564777580445e-11,5.1789796015520025e-18,4.915877295667256e-17,5.056380894944248e-09,6.217330929374285e-12,1.0642398886291276e-05,1.264742671141664e-05,3.298180654565631e-05,7.738166282222139e-06,0.00023407053225458734,0.00014337863731067688,0.000657786517922245,5.889200372029907e-06,1.1471979861727656e-06,4.533478808752642e-06,1.464423982070316e-05,1.0652133350449475e-05,0.00022631477325121734,2.615411274409793e-06,0.0002845061693537875,8.084163359169576e-09,1.726428392867689e-05,3.7113485190337146e-08,9.098669223113421e-09,2.0912421290091878e-13,1.9291457085242132e-09,7.166181416384004e-07,5.247459675780625e-06,9.15895838842053e-08,3.4148941223928196e-14,7.803772251691876e-10,9.226754965726558e-06,9.486557578059567e-05,2.0300729617904996e-09,2.99955010426443e-09,1.7538648778245483e-06,2.516853320487459e-08,5.729553450165426e-13,9.913300075462335e-09,1.3449070063743898e-12,1.358729349740035e-10,4.154676072626624e-11,2.559269197040999e-08,4.4750907947150596e-10,1.2171406293702849e-09,1.0093406246807672e-07,4.0681717986476864e-08,3.942834186536356e-13,6.294480640349638e-14,5.5596518890691654e-15,2.220451719991324e-15,5.324634605324908e-08,3.337090151524284e-11,9.854508582362e-13,2.5249499933748118e-14
2.5049903338369225e-06,0.8083312807653386,8.703983121246587e-05,1.1779150484904182e-05,3.433770428222429e-05,0.0007008406027770311,0.0,0.0,4.23972233289122e-05,3.0750026421006187e-07,4.650495372602696e-05,1.0085548432017403e-06,4.237979614368058e-06,1.0532598845169226e-15,6.295542859106194e-12,2.457553502792524e-09,6.221739634065721e-06,8.750416068891204e-06,4.333684643107085e-08,9.110389775666987e-11,1.6376608172502957e-12,2.7988705678967654e-16,2.6901844316380407e-10,4.454717164936099e-10,1.6305578031423136e-10,1.5531893465921665e-08,1.2397273314174959e-15,1.255742668665795e-11,3.75341455359358e-11,1.0894507205315214e-12,2.8577420690468162e-09,3.6244874144866156e-14,2.790324556714987e-14,2.948267059605404e-12,3.76,0.0,0.6757416367428606,0.9985687493905472,0.00020245831228364093,3.709000651894194e-06,0.16634473025162985,0.13196054731016663,0.03216030161880872,1.726313539840732e-05,0.0011902052359113143,0.0010286594642755528,8.797186122742753e-09,2.0808161469029687e-09,1.4364743109778757e-14,3.3778162675741104e-05,9.695927389474387e-11,7.892599320669499e-11,6.494033612394305e-07,1.1198302243621393e-10,1.2856219147143566e-10,9.42508431962979e-17,1.26912537016296e-10,3.11016903523068e-13,1.0012884420702528e-11,3.315182312641228e-11,5.656428395532834e-18,5.369075492272493e-17,5.6089640901930824e-09,6.337084739769219e-12,1.1172598603248073e-05,1.368353842900614e-05,3.4045467395797044e-05,8.01102563970492e-06,0.00024298277610819796,0.00015160908358611492,0.0006945739199622651,6.167721822922472e-06,1.191584302486996e-06,4.801992928282943e-06,1.5563828328280705e-05,1.1384223262848191e-05,0.0002401901825498161,2.88419082149852e-06,0.00029736645957278675,8.387530081472985e-09,1.8273677595736007e-05,4.055998512717688e-08,9.720175410916116e-09,2.2339348970429205e-13,1.9902742872938777e-09,7.541531515262072e-07,5.6625524082865105e-06,9.805596076429887e-08,3.647737944871687e-14,8.341682748055494e-10,9.856174684371926e-06,9.766094011838564e-05,2.1674643192485834e-09,3.1036656310264646e-09,1.9037798914019736e-06,2.6161253027061293e-08,6.179314969417321e-13,1.0199590327798063e-08,1.3844279526718148e-12,1.491453443423648e-10,4.492096543553356e-11,2.7254406088595177e-08,4.761974784504786e-10,1.2850041679827517e-09,1.0981841536053378e-07,4.476933002045299e-08,4.268551864917209e-13,6.844682264028405e-14,5.936088977244573e-15,2.3699543138406894e-15,5.895910732895625e-08,3.693086071769677e-11,1.0913146458175139e-12,2.8092303099959527e-14
2.557610964572319e-06,0.808779685438304,9.008150117281601e-05,1.2337874300909457e-05,3.566935489945509e-05,0.0007381464022996132,0.0,0.0,4.458418110507143e-05,3.2489487918077807e-07,5.080359010765557e-05,1.100414307317926e-06,4.537789256338855e-06,1.1993762573472285e-15,6.922412164017686e-12,2.621467977545482e-09,6.5867859624982755e-06,9.211085498441406e-06,4.731772497895687e-08,9.68380474064957e-11,1.8734953447263453e-12,3.203730360643212e-16,2.8290926422932574e-10,4.988802720254907e-10,1.7437401206771598e-10,1.727554919596397e-08,1.4460937001175942e-15,1.4338102917818568e-11,4.277422847767913e-11,1.2220755595368642e-12,3.0292122675928574e-09,4.105839594876095e-14,3.178431763462547e-14,3.411609892996152e-12,3.76,0.0,0.6725744852151129,0.9985541932051953,0.00021496466047113622,3.982349070568996e-06,0.16948314374363405,0.13438039429315388,0.03278415102045355,1.719565335326021e-05,0.0011901878615974337,0.0010707962678147894,9.167412205123096e-09,2.086679251203513e-09,1.4619879457468155e-14,3.529305882454794e-05,1.0574246984105065e-10,8.599677852688696e-11,6.992929180264773e-07,1.2210471343523659e-10,1.3742093436789045e-10,1.027313520803316e-16,1.3822893173753676e-10,3.387548331279219e-13,1.09059350834047e-11,3.609778987306478e-11,6.165375762256527e-18,5.852172735050102e-17,6.208881735636809e-09,6.456351360454697e-12,1.1721314927354082e-05,1.4779483316129374e-05,3.511947232503648e-05,8.28701681294959e-06,0.00025200560587570266,0.00016009312881717076,0.0007325792565821599,6.454436964144471e-06,1.237087150265205e-06,5.080145036999897e-06,1.6518894631307617e-05,1.2147376797926257e-05,0.00025461786755411536,3.1734999020476423e-06,0.00031059796425200883,8.694388714904178e-09,1.9335848447006293e-05,4.4244245047941057e-08,1.0367639088415032e-08,2.382580632723081e-13,2.051941497873081e-09,7.92909451861577e-07,6.100584821883317e-06,1.0486713187561408e-07,3.8902885573279774e-14,8.902895147366524e-10,1.0513005011873286e-05,0.00010054455076073439,2.3107386830732255e-09,3.2088830097456855e-09,2.063630153195033e-06,2.7171634376751344e-08,6.653598284266694e-13,1.0494770757308345e-08,1.4252386805130616e-12,1.6356034726456514e-10,4.8490999912687804e-11,2.8985685820066377e-08,5.060719373264092e-10,1.3551267854423192e-09,1.1928503855295314e-07,4.9174024593570304e-08,4.6137377864757e-13,7.430526091719509e-14,6.3313256290808495e-15,2.526877434958998e-15,6.513918376157673e-08,4.077948199493969e-11,1.2058566966285681e-12,3.118114705942454e-14
