Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444)
1.4529565540101915e-08,0.8170866835665048,6.761952457336111e-08,6.106773404658722e-10,9.314880520195748e-10,3.662134511153016e-09,0.0,0.0,2.2384762520414296e-07,2.88650189140887e-11,6.244266753347536e-12,7.100281284821467e-11,1.3880973359317629e-12,4.187016578484822e-23,4.513992250261937e-16,1.6089222941731703e-10,2.990361164384933e-10,8.602089346186503e-10,4.398184834436678e-18,8.844796301540918e-17,1.125580662676534e-21,6.174675281370759e-21,3.408799943553267e-10,2.180575848092249e-21,2.9335261187108933e-15,1.0113984667938546e-20,1.5622037508768444e-26,2.3359501320079913e-20,3.637449361209992e-22,1.9266275784985983e-22,2.4652471991305195e-16,3.2381940987829566e-25,1.957319338244289e-26,1.9369533087867963e-25,3.76,0.0,0.7192124423599497,0.9982213873832215,2.4330332596606824e-11,1.5185044670729844e-12,0.0025665404359553785,0.00204487244363217,0.00047468303240826324,4.6257775659980745e-05,0.0017783849025695075,3.469567527791283e-07,6.958242827004689e-13,8.39040461321924e-09,2.691278168316087e-16,3.876520469566777e-09,3.685629121828195e-20,3.646624827650191e-19,2.408740387389438e-11,5.53706120786889e-20,1.8546261702191703e-13,2.777326828289283e-26,5.206677795104972e-19,8.310424273968116e-22,2.303270617636005e-20,1.7200244374485434e-19,1.728676269468817e-27,1.5077858286604407e-26,1.0616944377668634e-18,2.0471039248408218e-13,9.818675399695004e-10,3.9346909234571144e-13,1.5779436493510287e-07,2.0112625316238814e-08,4.411059347352777e-08,2.5202165815522725e-10,4.27412097627979e-08,1.3572319357202347e-08,8.119326281050711e-09,2.615509839124834e-10,2.249187880234098e-09,4.92466419843361e-11,1.056863483874457e-08,2.989169771539291e-14,1.2458823925251355e-06,7.789535148712921e-13,1.5164662910645271e-09,2.6378709645272766e-16,1.4575516100684724e-14,5.475751713255563e-19,4.91081903444281e-12,5.252733773875642e-10,8.624623825332886e-13,3.2481923654459883e-09,1.1473120931867438e-19,6.347817044049832e-12,1.1818379071572622e-11,1.234464682725171e-06,1.2410442962798613e-15,4.09025028160502e-12,2.6738976285996043e-10,7.714021420915657e-12,7.08610387117866e-20,5.676501861849353e-11,1.3084245891088532e-14,1.6047081663122306e-15,5.4725793755104426e-17,5.302997594278318e-14,7.711755921106184e-15,3.7700955936657015e-11,3.006260296544373e-15,5.148453497426073e-15,3.940240847188172e-19,2.0239646255351754e-21,4.9286480965757775e-17,9.734582634680788e-17,4.7300978695127663e-17,2.9575667303738957e-20,1.7104836071818656e-21,5.9884125558161405e-25,1.6535444950467904e-19,1.8709132294952564e-17,1.2808264248796945e-17
1.497276798954273e-08,0.8170983340212981,7.156135098422064e-08,6.622791344463769e-10,1.0075135028448074e-09,3.988580463037615e-09,0.0,0.0,2.3066261357461157e-07,3.064529072885676e-11,6.802767191251732e-12,7.688105019087632e-11,1.5260476789135842e-12,4.516212571359393e-23,4.675175401494461e-16,1.673968220242135e-10,3.234481001496493e-10,9.138863745248648e-10,5.2071961595578015e-18,9.97010244806256e-17,1.2701554714384441e-21,6.940844577898511e-21,3.4654457349366723e-10,2.6280357759559477e-21,3.2404287681346373e-15,1.2332546739537136e-20,1.8084748725080972e-26,2.7021885684175423e-20,4.389818598347141e-22,2.3192813989296987e-22,2.8018485534988083e-16,3.9017120838531115e-25,2.3923158074877304e-26,2.3774130957271033e-25,3.76,0.0,0.719134260317931,0.9982213803232769,2.7074089518232323e-11,1.6935058594053606e-12,0.0026446965598001925,0.002108411242387667,0.0004892596660116826,4.625350354425908e-05,0.00177838488866337,3.688131888445823e-07,7.606815360274934e-13,8.390846708969584e-09,2.7771035794899317e-16,4.120470153347133e-09,4.3790642711435223e-20,4.2270172928747e-19,2.5618389285753448e-11,6.578220205571648e-20,1.921445452625049e-13,3.3110162880969446e-26,6.072813386047782e-19,9.730467961884662e-22,2.7001776053593398e-20,1.9836670908030556e-19,2.0604225571681263e-27,1.797449963478065e-26,1.2010223259890192e-18,2.111253511815184e-13,1.04423158932569e-09,4.2892450560338445e-13,1.622870781201686e-07,2.0392458009567156e-08,4.64376832104845e-08,2.7365029460961325e-10,4.5124171394767175e-08,1.4258229608798176e-08,8.40387044910582e-09,2.708290607798191e-10,2.3217559864707592e-09,5.246028253679941e-11,1.1186987552092118e-08,3.160713968882425e-14,1.2840893876879585e-06,8.256099671414327e-13,1.6102054459406742e-09,2.984467123114201e-16,1.5753083339337558e-14,5.881693825369728e-19,5.067260238803202e-12,5.535972239910659e-10,9.262642907347136e-13,3.288896356623732e-09,1.2273791474812393e-19,6.6189807498849195e-12,1.2613852372205915e-11,1.27199819307772e-06,1.3350954817442363e-15,4.155967827147826e-12,2.755511928228391e-10,8.19458081227158e-12,7.628929339190152e-20,5.882170958902961e-11,1.3558335852191889e-14,1.72668393029811e-15,5.994800210802972e-17,5.79591920265246e-14,8.217888701442218e-15,3.810167317350929e-11,3.311207150951294e-15,5.6428101153891355e-15,4.31236899558197e-19,2.232851449249936e-21,5.3191421006140086e-17,1.0210066999597293e-16,5.2037324844890475e-17,3.262294914558322e-20,1.8860512147350447e-21,7.1467625394827585e-25,1.8727487230295912e-19,2.106333443693315e-17,1.4007486325095014e-17
1.5415970438983544e-08,0.817109983331032,7.560825760363871e-08,7.165469645841623e-10,1.0873874163740705e-09,4.333595338863049e-09,0.0,0.0,2.374768864966764e-07,3.247838024767354e-11,7.391473581384842e-12,8.300379337936909e-11,1.672715363485668e-12,4.862668673402587e-23,4.837278502429554e-16,1.7385068785397094e-10,3.490079931755466e-10,9.691877317162108e-10,6.135258093021216e-18,1.1198757737338722e-16,1.426819734322843e-21,7.766592286431702e-21,3.5200317388575696e-10,3.150204151747915e-21,3.5679919503345215e-15,1.495221949443105e-20,2.084590733564672e-26,3.1111169695599736e-20,5.267824940972524e-22,2.776162336552092e-22,3.173367880177616e-16,4.672949572864513e-25,2.9059926130601063e-26,2.8997027356758067e-25,3.76,0.0,0.7190560866681523,0.998221373254783,3.003726980467968e-11,1.882538879741119e-12,0.0027228448607529484,0.0021719421049600533,0.0005038350816910214,4.624920632229856e-05,0.001778384874743048,3.9133834751885664e-07,8.293479182645572e-13,8.39128218491902e-09,2.8629158352058995e-16,4.371865448574796e-09,5.176138887866655e-20,4.878298954990104e-19,2.719730681805862e-11,7.774707085408329e-20,1.988574255778101e-13,3.9261667082663076e-26,7.050368348513168e-19,1.133831526106267e-21,3.150030617135052e-20,2.2778963052270996e-19,2.4427380921401302e-27,2.1313165961382088e-26,1.3543035634748883e-18,2.175395911456225e-13,1.1085287529921113e-09,4.664096210891252e-13,1.6676640425190652e-07,2.0670129502858477e-08,4.881208166483271e-08,2.9639864967816306e-10,4.756397125769883e-08,1.495325804867271e-08,8.689422125080308e-09,2.801567558360151e-10,2.394199421061713e-09,5.577065427001038e-11,1.1822108318496944e-08,3.337766058508776e-14,1.322307464321948e-06,8.733575250480847e-13,1.7067442450523728e-09,3.36554813972222e-16,1.6978935464789133e-14,6.30233354303233e-19,5.223183263924625e-12,5.824169421161096e-10,9.928986967866608e-13,3.327789030512694e-09,1.3101136043385222e-19,6.888352846496184e-12,1.343625762551393e-11,1.309524504549475e-06,1.432772930768274e-15,4.220495823030686e-12,2.8371316339045235e-10,8.68960790480821e-12,8.19676029701994e-20,6.087863795474428e-11,1.4032480594377027e-14,1.853450106654782e-15,6.548743725272738e-17,6.317640800877334e-14,8.74156496769476e-15,3.84812968166988e-11,3.638711143854173e-15,6.168241451504925e-15,4.70688101923488e-19,2.4573673524077134e-21,5.722871024893898e-17,1.0684926608616153e-16,5.710107444145283e-17,3.588629136386228e-20,2.0740233215297844e-21,8.485088309605594e-25,2.1129616138137844e-19,2.363196089971513e-17,1.5276356805678415e-17
1.585917288842436e-08,0.817121631495861,7.975988996625137e-08,7.735350399795341e-10,1.1711962930900466e-09,4.697664384911981e-09,0.0,0.0,2.442904484752954e-07,3.4364249077369184e-11,8.010998321811253e-12,8.93692920248973e-11,1.8283473373605535e-12,5.2270240228204394e-23,5.000353634957979e-16,1.8024825378143532e-10,3.757290136882332e-10,1.0261128075816893e-09,7.19579309406072e-18,1.2536783316017124e-16,1.595997497739627e-21,8.653419092251115e-21,3.572634819029266e-10,3.756854186431191e-21,3.916809294418038e-15,1.803103961388682e-20,2.393164200439922e-26,3.565996153121077e-20,6.287650262378415e-22,3.3052864209919383e-22,3.5823415056507507e-16,5.564997513207007e-25,3.5094876057507e-26,3.5157923468017483e-25,3.76,0.0,0.7189779214092784,0.9982213661776631,3.323077024868215e-11,2.0862496688293778e-12,0.0028009853395718066,0.0022354650252084346,0.0005184092791160704,4.624489189281584e-05,0.0017783848608078359,4.145321583612951e-07,9.019200175919692e-13,8.391713066579391e-09,2.9487149237514454e-16,4.630704856355426e-09,6.088546346615169e-20,5.606661479162063e-19,2.882421264876721e-11,9.14397731791065e-20,2.056012473859619e-13,4.6321649610436827e-26,8.149687140779541e-19,1.315191121838535e-21,3.6579337599270994e-20,2.605187500683726e-19,2.881442061507628e-27,2.5144779378286667e-26,1.5225594684185457e-18,2.2395311219712787e-13,1.1747589196727344e-09,5.059830986718052e-13,1.7123280775266066e-07,2.0946138176096127e-08,5.1233458962598324e-08,3.2028890338705485e-10,5.006040414951188e-08,1.5657008506333246e-08,8.975931938260746e-09,2.8953558825910893e-10,2.4665202997499044e-09,5.917727116593834e-11,1.2473980255493374e-08,3.520475224739732e-14,1.3605365918035355e-06,9.221845896053898e-13,1.8060817174283023e-09,3.7835941445337634e-16,1.8252987704054508e-14,6.737621204933359e-19,5.37860387562439e-12,6.117164324931921e-10,1.0624392499535933e-12,3.364957043560111e-09,1.3955044985569326e-19,7.155675947121232e-12,1.428571513977015e-11,1.347043618743959e-06,1.5340903754473314e-15,4.284005107189833e-12,2.9187569692703085e-10,9.199097644115467e-12,8.790245516831867e-20,6.293568554564875e-11,1.450665287081052e-14,1.985012927874395e-15,7.135314158938686e-17,6.868908645216308e-14,9.28293712916585e-15,3.884096907929256e-11,3.989940763791348e-15,6.725740015339186e-15,5.124409163341501e-19,2.6983266125804258e-21,6.139398063876755e-17,1.1158587767922733e-16,6.250652953232458e-17,3.937526385301032e-20,2.2749482571966553e-21,1.002495922166437e-24,2.3754727891479734e-19,2.6427594645568762e-17,1.6616803874813673e-17
1.6302375337865173e-08,0.8171332785159408,8.401589673094864e-08,8.332968859624855e-10,1.259026528544158e-09,5.081271088546285e-09,0.0,0.0,2.511033040439089e-07,3.630285888182555e-11,8.661948098455611e-12,9.597557410208841e-11,1.9931888122954586e-12,5.60993997995349e-23,5.164455085061461e-16,1.865844530650006e-10,4.036237751819771e-10,1.0846614007135873e-09,8.403305461284323e-18,1.3990356755877683e-16,1.7780954316120928e-21,9.602692776165899e-21,3.6233288849210995e-10,4.458702063529715e-21,4.287460898406729e-15,2.1633478622688412e-20,2.736959000025097e-26,4.070195178921043e-20,7.466960181256102e-22,3.9153650200925653e-22,4.0314144419737783e-16,6.592017283524976e-25,4.2150949274456916e-26,4.23895059131392e-25,3.76,0.0,0.7188997645399716,0.9982213590918402,3.66657303821541e-11,2.3052914143436173e-12,0.002879117997018877,0.002298979999251269,0.0005329822581535836,4.624056567905722e-05,0.0017783848468570006,4.38394550874997e-07,9.784934607568915e-13,8.392140744671889e-09,3.034500837829573e-16,4.896986877119391e-09,7.128891101468485e-20,6.41863476827876e-19,3.049916292056605e-11,1.0704834770149406e-19,2.123760013706865e-13,5.439145049168906e-26,9.38172007089356e-19,1.5190284228556926e-21,4.2293021371903664e-20,2.968134675428039e-19,3.382816159599151e-27,2.9524313961056393e-26,1.7068638603924915e-18,2.3036591427305293e-13,1.2429219617099733e-09,5.477046479814455e-13,1.7568674841969468e-07,2.122093640968535e-08,5.370151453066125e-08,3.453430753320126e-10,5.2613286102556553e-08,1.6369101973485224e-08,9.263353130412164e-09,2.989671187249299e-10,2.5387207684739953e-09,6.267965203316147e-11,1.3142589035418787e-08,3.708996915445862e-14,1.3987767426638421e-06,9.720805475443178e-13,1.908216892752508e-09,4.241209714582648e-16,1.9575137841770196e-14,7.187504752574267e-19,5.533537884148077e-12,6.414800540534664e-10,1.1349626125345808e-12,3.4004829181869785e-09,1.4835406758019035e-19,7.420715261513499e-12,1.5162351486632376e-11,1.3845555372609323e-06,1.6390622033522262e-15,4.346651536904017e-12,3.000388160090283e-10,9.723044977308234e-12,9.410059202553223e-20,6.499275443359469e-11,1.498083010194785e-14,2.1213775187898107e-15,7.755415750220053e-17,7.450465639265459e-14,9.842158686178408e-15,3.918177103735667e-11,4.366105887637427e-15,7.316302159806165e-15,5.565585714663885e-19,2.9565726990734025e-21,6.568272578510784e-17,1.1630519858234183e-16,6.826845007631822e-17,4.3099737189977697e-20,2.4893916460460397e-21,1.1789816670415916e-24,2.661609725679407e-19,2.946318229052254e-17,1.8030799029742062e-17
1.6745577787305988e-08,0.8171449243914262,8.837592905451327e-08,8.958853521082826e-10,1.3509644133611416e-09,5.484897192150099e-09,0.0,0.0,2.5791545776041515e-07,3.829417138214926e-11,9.344924534191785e-12,1.0282046570758011e-10,2.1674832957594395e-12,6.012100448791816e-23,5.32963910631132e-16,1.92854694202409e-10,4.3270431256896597e-10,1.1448333072529813e-09,9.77343614054232e-18,1.5565810945509908e-16,1.973502296541213e-21,1.0615647287097795e-20,3.6721850049975883e-10,5.267466897022093e-21,4.6805131912595105e-15,2.5830952838205457e-20,3.118895094584604e-26,4.6271879598180154e-20,8.824985076173587e-22,4.6158380271116905e-22,4.523341854775136e-16,7.769285327498879e-25,5.036342354438466e-26,5.083837906172713e-25,3.76,0.0,0.7188216160588912,0.9982213519972377,4.0353532352021513e-11,2.5403240152196496e-12,0.0029572428338600406,0.002362487024749534,0.0005475540188025561,4.623623141103089e-05,0.001778384832890616,4.629254545269221e-07,1.0591629224932301e-12,8.392566175716436e-09,3.1202735731597876e-16,5.170710010871887e-09,8.310728934216628e-20,7.321095055614777e-19,3.222221374253196e-11,1.2477489965518533e-19,2.1918167913276096e-13,6.358021854322789e-26,1.075803851846297e-18,1.7473574189995772e-21,4.869870015073181e-20,3.3694524138707544e-19,3.953625447303176e-27,3.4510978725655755e-26,1.908344907112862e-18,2.367779973888461e-13,1.3130177379113927e-09,5.916351081791196e-13,1.8012868113141464e-07,2.149493487276543e-08,5.6215974642906726e-08,3.715830381711282e-10,5.5222452826264634e-08,1.7089175873767995e-08,9.551641363510333e-09,3.0845294827773765e-10,2.610803000432566e-09,6.627732053472432e-11,1.3827922735134027e-08,3.9034926612673424e-14,1.4370278924131216e-06,1.0230356928861165e-12,2.0131488013681686e-09,4.741128172767365e-16,2.0945268442449686e-14,7.651930083724623e-19,5.6880010896659315e-12,6.716926177212895e-10,1.2105485154310003e-12,3.4344452403129288e-09,1.5742108292770945e-19,7.683257219817189e-12,1.6066299642401697e-11,1.4220602616970692e-06,1.7477035033728298e-15,4.4085771977343694e-12,3.082025434269452e-10,1.0261444853202615e-11,1.0056901600805653e-19,6.704976347047246e-11,1.545499357732399e-14,2.262548059578354e-15,8.409952879114691e-17,8.063051478229982e-14,1.0419384149465869e-14,3.950472590436418e-11,4.768458560643886e-15,7.940928081721663e-15,6.031043100712065e-19,3.232978845827549e-21,7.009032482052168e-17,1.2100233019543663e-16,7.44020769618377e-17,4.7069897887734224e-20,2.717937286392012e-21,1.3805079468781114e-24,2.9727378071910445e-19,3.2752035438206686e-17,1.9520361160378672e-17
1.7188780236746803e-08,0.8171565691224729,9.283964005219182e-08,9.613526197503977e-10,1.447096132393307e-09,5.909022704382687e-09,0.0,0.0,2.6472691420352914e-07,4.033814835681413e-11,1.0060524799473371e-11,1.0990160961855649e-10,2.351472622356356e-12,6.434212219830756e-23,5.495963694939447e-16,1.9905483144195632e-10,4.6298210715489654e-10,1.2066283212100955e-09,1.132301877950056e-17,1.7269632989576352e-16,2.182588535201853e-21,1.1693382578221233e-20,3.719271516607795e-10,6.195932559901282e-21,5.096518840590363e-15,3.0702358590373577e-20,3.5420542316852517e-26,5.240549768323161e-20,1.0382602252553476e-21,5.416907092306405e-22,5.060990496667894e-16,9.11323761683469e-25,5.98807086489746e-26,6.066602980117423e-25,3.76,0.0,0.7187434759646939,0.9982213448937787,4.4305800788036157e-11,2.792013760426124e-12,0.003035359850864774,0.0024259861003890102,0.0005621245611475695,4.62318916905794e-05,0.0017783848189089628,4.88124798762386e-07,1.1440221348526143e-12,8.39299002693518e-09,3.206033127466682e-16,5.451872757381215e-09,9.648607603335514e-20,8.321272958404178e-19,3.3993421191370646e-11,1.4483618833402995e-19,2.2601827293661257e-13,7.400525232825383e-26,1.2290850003746453e-18,2.0023060372150003e-21,5.585698904458104e-20,3.811977871178734e-19,4.601139425468671e-27,4.01684024869222e-26,2.128187005289193e-18,2.4318936161076164e-13,1.3850460959040652e-09,6.378365261129709e-13,1.8455905558786825e-07,2.1768506413076924e-08,5.87765901869893e-08,3.9903053000296756e-10,5.788775828562352e-08,1.7816883362337212e-08,9.84075454875958e-09,3.1799471731593125e-10,2.6827691941194063e-09,6.996980521303192e-11,1.4529971698866762e-08,4.104129915754484e-14,1.4752900193792988e-06,1.0750411542594273e-12,2.1208764742813624e-09,5.286215939361634e-16,2.2363248828619266e-14,8.1308413666744825e-19,5.842009238748211e-12,7.023393797359754e-10,1.2892798126126547e-12,3.4669188475340488e-09,1.6675035323490118e-19,7.943108168922386e-12,1.699769912533001e-11,1.4595577936465295e-06,1.8600301059267892e-15,4.469911539379699e-12,3.163669021871653e-10,1.0814292222442971e-11,1.0731499596900249e-19,6.910664540295362e-11,1.592912779028144e-14,2.408527932384798e-15,9.099830201914427e-17,8.70740278478879e-14,1.1014768967686683e-14,3.9810802131461863e-11,5.198293763224396e-15,8.600621822965575e-15,6.521413983026749e-19,3.528448614593592e-21,7.461206450353918e-17,1.256727591782287e-16,8.092315580312174e-17,5.129626417177574e-20,2.9611880600940315e-21,1.6098252233914658e-24,3.310260382840551e-19,3.6307832060323137e-17,2.1087560482664828e-17
1.7631982686187617e-08,0.8171682127092377,9.740668433772077e-08,1.0297502090447323e-09,1.5475077631346974e-09,6.354125909065094e-09,0.0,0.0,2.7153767796949697e-07,4.243475164177577e-11,1.0809342186233694e-11,1.1721648270446995e-10,2.545396985006955e-12,6.877005333007834e-23,5.663488376433316e-16,2.051811368801664e-10,4.94468110535537e-10,1.2700462347604841e-09,1.3070137030150284e-17,1.9108463115692844e-16,2.40570597981866e-21,1.2836865144693403e-20,3.764654132664066e-10,7.258011386688833e-21,5.536016702529241e-15,3.633463336790311e-20,4.009685672441762e-26,5.91395365871811e-20,1.2162419197913148e-21,6.329568858934159e-22,5.647340106275515e-16,1.064151392009772e-24,7.0865163988929e-26,7.204982471905328e-25,3.76,0.0,0.7186653442560351,0.9982213377813872,4.85344026610947e-11,3.061033021668132e-12,0.0031134690488059794,0.0024894772255583996,0.0005766938853299058,4.622754834285241e-05,0.0017783848049118796,5.139925130140361e-07,1.2331638964467871e-12,8.39341276638157e-09,3.291779499851085e-16,5.740473616306333e-09,1.11581078788e-19,9.426761492790408e-19,3.581284131224312e-11,1.674642192637664e-19,2.3288577554858484e-13,8.579234445666437e-26,1.3993013106745186e-18,2.286118899934907e-21,6.383185560331809e-20,4.2986727351427166e-19,5.333153314386537e-27,4.6564820528779217e-26,2.3676326951871627e-18,2.4960000703893676e-13,1.45900687407633e-09,6.863722329072495e-13,1.8897831608301401e-07,2.2041989579580868e-08,6.138313463457037e-08,4.2770716571384627e-10,6.060907340496403e-08,1.855189265438821e-08,1.0130652694434115e-08,3.275941046910362e-10,2.75462157231421e-09,7.375663951179791e-11,1.524872841313653e-08,4.31108191487055e-14,1.5135631045595307e-06,1.1280888276622273e-12,2.23139894316481e-09,5.879476932774299e-16,2.3828936837400798e-14,8.624181318848108e-19,5.995577990643242e-12,7.334060345567679e-10,1.3712425344893473e-12,3.4979750083117387e-09,1.7634072674919203e-19,8.20009313827532e-12,1.795669612901419e-11,1.4970481347014326e-06,1.9760586182702326e-15,4.530772440096081e-12,3.245319155137981e-10,1.1381582037580701e-11,1.1434607296209477e-19,7.116334449008197e-11,1.6403219888643226e-14,2.559319852866607e-15,9.825952778338639e-17,9.384253237145218e-14,1.1628469462407283e-14,4.0100916341247075e-11,5.6569501645377485e-15,9.296391272231983e-15,7.037331345120566e-19,3.8439164484197784e-21,7.92431596485889e-17,1.3031233595059804e-16,8.784796152630108e-17,5.578970228814972e-20,3.219766872803274e-21,1.8699036808128056e-24,3.675618831239361e-19,4.014461792209936e-17,2.2734522331603805e-17
1.8075185135628432e-08,0.8171798551518763,1.0207671763459554e-07,1.1011289856436628e-09,1.6522852735155982e-09,6.820683372040339e-09,0.0,0.0,2.7834775366913306e-07,4.458394313056073e-11,1.1591966646931779e-11,1.2476241224964798e-10,2.749494965883906e-12,7.34123345934327e-23,5.832274002990317e-16,2.1123027407541521e-10,5.271727674600725e-10,1.3350868385199652e-09,1.5034183096135277e-17,2.1089093588845616e-16,2.6431876671130343e-21,1.4046929198334233e-20,3.808396044759703e-10,8.468809746601298e-21,5.999531809952463e-15,4.2823343489968706e-20,4.5252121002179693e-26,6.651166824496716e-20,1.4188857856821324e-21,7.365648163623402e-22,6.285484773195127e-16,1.2373001854510303e-24,8.349393770016153e-26,8.518403952788498e-25,3.76,0.0,0.7185872209315675,0.9982213306599879,5.30514471305175e-11,3.348059959460148e-12,0.0031915704284598144,0.0025529604001522086,0.0005912619915299783,4.6223202631699466e-05,0.0017783847908989703,5.405285267073144e-07,1.3266800816009938e-12,8.393834718173463e-09,3.377512690405541e-16,6.036511087285265e-09,1.2855884945938114e-19,1.0645524050807226e-18,3.768053011932809e-11,1.9290684080150348e-19,2.3978418013511983e-13,9.907612908295356e-26,1.5878052239616969e-18,2.601160055743534e-21,7.269069900302264e-20,4.832625165969478e-19,6.15800953036351e-27,5.377326300721276e-26,2.6279846083936974e-18,2.560099337973794e-13,1.534899903176433e-09,7.373069190370387e-13,1.933869013062991e-07,2.23156918110133e-08,6.403540219680449e-08,4.576344473836255e-10,6.338628488587307e-08,1.9293886381704863e-08,1.0421297769976416e-08,3.372528268826332e-10,2.8263623816749593e-09,7.763736179642968e-11,1.5984187392607665e-08,4.524527554191436e-14,1.551847131483623e-06,1.182171314442473e-12,2.34471524036161e-09,6.524057016146631e-16,2.5342180379178068e-14,9.131891453806718e-19,6.14872289100952e-12,7.648787074090769e-10,1.4565259402210404e-12,3.527681592572473e-09,1.861910451974025e-19,8.454054672214427e-12,1.8943443652206566e-11,1.5345312864522532e-06,2.0958064558438744e-15,4.591267198295981e-12,3.3269760685052326e-10,1.1963309253122565e-11,1.2167006591506451e-19,7.321981454034195e-11,1.6877259222107443e-14,2.7149259880463967e-15,1.058922619183196e-16,1.0094333689913907e-13,1.2260642769802298e-14,4.037593610349601e-11,6.145810862972129e-15,1.0029248167340137e-14,7.579428575616656e-19,4.180348215549974e-21,8.397877196823834e-17,1.3491725406646864e-16,9.519332375464153e-17,6.056144334984064e-20,3.494317625303108e-21,2.1639446733388555e-24,4.0702926300597705e-19,4.427680805079891e-17,2.4463430820453755e-17
1.8518387585069246e-08,0.8171914964505451,1.0684939645014916e-07,1.1755391670391385e-09,1.7615145191985901e-09,7.309169946349463e-09,0.0,0.0,2.8515714592514957e-07,4.678568477433313e-11,1.2408985300777651e-11,1.3253659124937737e-10,2.964003567094215e-12,7.827674299751029e-23,6.002382561077658e-16,2.1719927310037247e-10,5.611060377116444e-10,1.401749921801385e-09,1.7235917516877672e-17,2.321846763323748e-16,2.8953477516088853e-21,1.5324278411848895e-20,3.8505580223690805e-10,9.84469547667737e-21,6.487575395156658e-15,5.027329883085492e-20,5.0922357108392146e-26,7.456046910963158e-20,1.6488239852528577e-21,8.537831161240992e-22,6.978634269365312e-16,1.4327880699892914e-24,9.795982677690261e-26,1.0028092043124624e-24,3.76,0.0,0.718509105989942,0.9982213235295055,5.786928537883755e-11,3.653778241943989e-12,0.003269663990605535,0.0026164356244238033,0.0006058288799542954,4.621885542032625e-05,0.001778384776870053,5.677327692645076e-07,1.4246616494182671e-12,8.394256103690348e-09,3.4632326999276824e-16,6.3399836700069924e-09,1.4759710159724464e-19,1.1985902340191343e-18,3.959654359627586e-11,2.214283448928361e-19,2.467134801871512e-13,1.1400043243996207e-25,1.796017227637432e-18,2.9499156830643718e-21,8.250442844438509e-20,5.417051714750128e-19,7.084619349411839e-27,6.187174499835128e-26,2.910607448127596e-18,2.6241914202639983e-13,1.6127250076380089e-09,7.907067079480813e-13,1.9778524417098668e-07,2.258989232461446e-08,6.673320614626123e-08,4.88833773842421e-10,6.621929412768003e-08,2.0042560976192053e-08,1.0712653583765158e-08,3.4697263721002254e-10,2.8979938925608883e-09,8.161151537429943e-11,1.6736345075680927e-08,4.744651282078486e-14,1.5901420860881315e-06,1.2372818642582166e-12,2.460824398888938e-09,7.2232484862050975e-16,2.6902818822439292e-14,9.653912300757918e-19,6.301459350647658e-12,7.967439465312354e-10,1.5452225690053664e-12,3.5561032341572984e-09,1.9630014607151478e-19,8.704851725621631e-12,1.9958101625398533e-11,1.5720072504881586e-06,2.219291870607731e-15,4.651493450016023e-12,3.4086399986243214e-10,1.255946882556688e-11,1.2929507716924612e-19,7.527601728430185e-11,1.7351236967017354e-14,2.8753480618994773e-15,1.1390556663686882e-16,1.083837228851701e-13,1.29114467882982e-14,4.063668256198637e-11,6.666304113688208e-15,1.0800208098078454e-14,8.148339547087579e-19,4.53874174386578e-21,8.881402741984034e-17,1.3948403049925026e-16,1.0297665299941173e-16,6.562310072637066e-20,3.785506216219544e-21,2.495392478729147e-24,4.495799430828198e-19,4.8719188245227946e-17,2.6276532373090745e-17
