Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444)
5.521558009698362e-06,0.9070503824258731,0.0016489226868038535,0.0006498231353923717,0.0007057182733928003,0.02046796069931955,0.0,0.0,0.002645872837855084,7.495156223237855e-05,0.018178626512614957,0.0003284112781216266,0.00048221236914971696,1.499057713979849e-10,4.59011710891989e-08,1.0817066645730855e-06,0.0005157518312513466,0.00099063466231539,4.430066424566672e-05,3.793456801070365e-08,7.704754252025858e-08,2.798806196389658e-11,2.6268230881010006e-07,1.1742954197186805e-06,1.324584539094435e-07,2.4006394798191575e-05,3.815141180887815e-10,2.751832432062724e-07,3.4863126933743576e-07,6.185422162497736e-09,3.942810257007769e-07,2.984595377299139e-10,3.0902515200750306e-10,4.8280327164504943e-08,3.76,0.0,0.16618072209914245,0.9751643327679027,0.012526828787197901,0.0003782591022720548,0.5623656494472655,0.3451466911060988,0.12054442774003198,1.4335668371497422e-05,0.0017373079457827791,0.0343298752338004,6.916575870038768e-07,9.4224393252353e-09,4.104251093242685e-14,0.001039795464128522,7.584715261566795e-08,1.1213502349986622e-07,0.00016726791530881642,1.0174025649675339e-07,3.209516561553219e-08,5.6459910681366014e-14,1.7895273719932358e-07,3.268421279165851e-10,9.445946854672716e-09,2.4453278368639846e-08,3.4879747284393035e-15,3.0611765811420515e-14,4.496552135616334e-06,4.6701925811358525e-11,0.0011204607105767918,0.001823958606613795,0.0001351596035608775,3.668744389322553e-05,0.0008568219214731581,0.00082712250531968,0.019296795559057035,0.0001276638835484404,1.668020539733047e-05,0.0003532640415652805,0.0015247030841543995,0.0006306639053706756,0.01541299135767617,0.00029080655113735164,0.007938628021524669,1.661097744966443e-08,0.003265554816937566,7.242718890998862e-05,2.734407464958219e-07,8.340603205295954e-12,4.099143238191438e-09,2.074513183234567e-05,0.0008498288338042886,3.757657049203765e-05,1.5213566881978706e-12,9.587414978547454e-08,0.000655354757346688,0.005350680810011361,7.885509899881275e-08,7.034671709241019e-09,0.0009526968673048571,7.72340461405606e-07,6.988122975571761e-11,2.5863341375334213e-07,1.0035396335358504e-10,1.491734024827796e-07,1.6062876477763193e-08,1.999443474246194e-06,5.3569962579956825e-08,8.916496369174411e-08,4.8031138580298795e-05,1.90877296887468e-05,1.4558292931413368e-10,3.05884385596998e-11,1.3442266403150157e-12,7.371802297277047e-13,0.00014285556518417702,8.611410050387857e-08,5.660532481064966e-09,1.0112974393199605e-10,2.7205146662077372e-08,1.769645914615543e-05,2.561522025922278e-08
5.570278110367667e-06,0.9075582607127771,0.001665391530121732,0.0006581683101254728,0.0007128829256925912,0.020814631089496827,0.0,0.0,0.0026885303829573244,7.758598624900678e-05,0.018722596604425323,0.000338771405900039,0.0004883290280708804,1.5711872618391117e-10,4.759418314234252e-08,1.110150079739155e-06,0.0005260943145551523,0.0010188695151279819,4.5551957402558286e-05,3.863934124772156e-08,8.117623917215074e-08,2.96570943077051e-11,2.7132427685513823e-07,1.2254286642410247e-06,1.3701588248604356e-07,2.4812644922209084e-05,4.060721302583896e-10,2.909285374936737e-07,3.670600872420767e-07,6.45007288165812e-09,4.0223527671085885e-07,3.0830224408661453e-10,3.219512547812316e-10,5.061608520961156e-08,3.76,0.0,0.16376540308259638,0.9745928077188568,0.012813302405341703,0.0003878233962460484,0.5649258663334861,0.3452632255638359,0.1212440767484429,1.4181748349363538e-05,0.0017362898108470943,0.03483713886623718,7.019698121145107e-07,9.401378348986328e-09,4.100943257649821e-14,0.0010681328356087563,7.814019938843551e-08,1.155105275571312e-07,0.00017220950649565544,1.0481131764927e-07,3.260339418859851e-08,5.810031898072905e-14,1.8433372963755136e-07,3.366706703496486e-10,9.730003910979153e-09,2.5187057523523272e-08,3.589315274738049e-15,3.1501247445703023e-14,4.665323920761102e-06,4.691921180838877e-11,0.0011631817860051623,0.001865096918198072,0.00013478537428158167,3.6574731231148914e-05,0.0008524369014992454,0.000829385797085588,0.019577665748410907,0.00012890709704225218,1.6862622206902553e-05,0.000357155504861193,0.0015423229899701701,0.0006380648945641632,0.015757737710937234,0.00029702092350354273,0.008056606363092791,1.6507205132179484e-08,0.0033786703897076115,7.395924925356202e-05,2.7634082618951545e-07,8.428969789693504e-12,4.083197739664697e-09,2.104955081313126e-05,0.0008623275201601097,3.8181086288543435e-05,1.5374631335899944e-12,9.748880405301889e-08,0.0006640714466360639,0.005468709601225793,7.981361883193683e-08,7.006441190321826e-09,0.0009884486394552954,7.870764741908107e-07,7.082855349296675e-11,2.6404859782839667e-07,1.0316114701765166e-10,1.5369240781198367e-07,1.645150719828282e-08,2.043570672247989e-06,5.474440983835204e-08,9.046688411738997e-08,4.937311047505161e-05,1.9741368851300943e-05,1.494850365762562e-10,3.140503312217094e-11,1.3782594308399053e-12,7.557256951156197e-13,0.00014663363960395426,8.82925349560449e-08,5.811213527485059e-09,1.0449807781151365e-10,2.8209075148210466e-08,1.848300840597661e-05,2.596372501070863e-08
5.618998211036972e-06,0.9080629950945083,0.0016816148970214115,0.0006663982768123933,0.0007199547653888381,0.021161518117351202,0.0,0.0,0.00273055490444092,8.025056292260753e-05,0.019274734347387697,0.0003493167798482086,0.0004943399669532221,1.645343499343293e-10,4.93182919472894e-08,1.1387866967105868e-06,0.0005364408140460964,0.0010474764280820246,4.681968963607365e-05,3.934747160384016e-08,8.547900019396102e-08,3.1400645149220145e-11,2.8009107374168787e-07,1.2779991844841034e-06,1.4161779073092585e-07,2.5634715126480655e-05,4.318057676096433e-10,3.073433852051134e-07,3.861687492688776e-07,6.721107838831775e-09,4.1021803785729666e-07,3.182346236350886e-10,3.351994337833608e-10,5.3024552433521385e-08,3.76,0.0,0.16138057936064268,0.9740155100441504,0.013102570942573048,0.00039749366499795895,0.5674611619723223,0.3453470527091935,0.12193798159846055,1.4029444134332673e-05,0.0017352613904624418,0.0353469023590377,7.123337799104181e-07,9.379999286695776e-09,4.0972394323293336e-14,0.0010969078018990396,8.04790628027428e-08,1.1895305827023446e-07,0.00017719307494470842,1.0794356567100387e-07,3.3100971411689604e-08,5.977077848467764e-14,1.8982141296293233e-07,3.4669410106762933e-10,1.0019693618556232e-08,2.5935347365700488e-08,3.69251230361943e-15,3.240702731047618e-14,4.838036325701089e-06,4.713360081918451e-11,0.001207008922621869,0.0019064627178413986,0.00013437563059848608,3.645286017751933e-05,0.0008478544401965544,0.0008314371219566208,0.01985714605667077,0.00013011970668885828,1.7041823537620654e-05,0.00036096540850551526,0.0015596004612888738,0.00064531162305755,0.01610531905025208,0.00030321787048661985,0.00817395075842982,1.639978175989678e-08,0.003493893916936773,7.549231623274537e-05,2.7916648942094366e-07,8.515066556852846e-12,4.0661982363439935e-09,2.135162134535758e-05,0.0008746194131266591,3.877558434374028e-05,1.5531555646531504e-12,9.909335796001871e-08,0.0006726331590279985,0.005587093836091388,8.07510413668008e-08,6.976511552668161e-09,0.0010248212593744054,8.019010269086946e-07,7.17564762960075e-11,2.6946793141768354e-07,1.059945955773496e-10,1.582294996405636e-07,1.6843115711088495e-08,2.088009106587082e-06,5.592697513593892e-08,9.176243400026024e-08,5.073003730218387e-05,2.0408547057468758e-05,1.534339142051631e-10,3.222904901611857e-11,1.412458697110065e-12,7.743582209515144e-13,0.00015043770304360828,9.048135780353327e-08,5.962974613022087e-09,1.0793187086716531e-10,2.92371723337648e-08,1.9295217895748117e-05,2.630512433209869e-08
5.667718311706276e-06,0.9085646029426538,0.0016975913487479218,0.000674510656306054,0.0007269327736599396,0.02150852669641109,0.0,0.0,0.0027719186427924737,8.294278370442584e-05,0.019834943176697487,0.00036004662607769575,0.0005002436468112549,1.7215147732548767e-10,5.107289888604765e-08,1.1676010807290503e-06,0.0005467865903804978,0.0010764473475624416,4.810362196081374e-05,4.0058834606165485e-08,8.996084814079315e-08,3.322056240497947e-11,2.889793416533675e-07,1.3320137997634527e-06,1.4625987475529693e-07,2.647260250888643e-05,4.587458026747994e-10,3.244432407566569e-07,4.0596682822814e-07,6.998464667795058e-09,4.1822619037511855e-07,3.2824930550246464e-10,3.487697147238431e-10,5.5506126884709384e-08,3.76,0.0,0.15902601587485013,0.9734325640306289,0.013394586947737637,0.00040726806022130984,0.5699718672139354,0.3453987362950093,0.12262611350864516,1.3878746530548111e-05,0.0017342229060380446,0.03585912760838337,7.227487350457098e-07,9.35831011815341e-09,4.093148030548825e-14,0.0011261148160743484,8.286409306192743e-08,1.2246311575525417e-07,0.0001822154607486488,1.1113746277049238e-07,3.358749887688759e-08,6.147143167228846e-14,1.9541657868930333e-07,3.569138662821807e-10,1.0315057779479906e-08,2.6698254476006566e-08,3.797574616800473e-15,3.332918279514722e-14,5.01469747453621e-06,4.734509309936013e-11,0.0012519488190957113,0.0019480417406397554,0.0001339316291025451,3.632218488934215e-05,0.000843085019329568,0.0008332796253818774,0.020135153721533478,0.00013130149456647695,1.72177678125405e-05,0.00036469286132750017,0.0015765316428542466,0.0006524020194391954,0.016455660797895413,0.0003093940359206767,0.008290622800703123,1.6288924961910702e-08,0.0036112024347808767,7.70258685028247e-05,2.819170775141871e-07,8.598873535670292e-12,4.048186784698358e-09,2.165124868783483e-05,0.0008866989447329017,3.9359734108819205e-05,1.5684303540274978e-12,1.0068709336723443e-07,0.0006810361453645491,0.0057057840859314635,8.166698393005003e-08,6.944955717669564e-09,0.001061796974346035,8.168088862381863e-07,7.266460284609337e-11,2.748889698828119e-07,1.088527553351436e-10,1.6278034958060056e-07,1.7237576441068253e-08,2.1327472057718507e-06,5.7117351648709113e-08,9.30512272225904e-08,5.210147849128017e-05,2.1089264810053996e-05,1.5742871420927014e-10,3.3060174551847106e-11,1.4468042776942822e-12,7.930668565648019e-13,0.00015426620243924342,9.267958082577609e-08,6.115754229257651e-09,1.1143110732044139e-10,3.028959522828828e-08,2.0133556068545765e-05,2.6639271487239455e-08
5.716438412375581e-06,0.9090631014016378,0.001713319839682937,0.0006825032979318939,0.0007338160591767666,0.021855563723224978,0.0,0.0,0.0028125953181867497,8.566007357627442e-05,0.020403123140093512,0.00037096008715233454,0.0005060387349512795,1.7996870749275424e-10,5.2857380472691465e-08,1.1965778345322873e-06,0.0005571269890731859,0.001105773984770875,4.94035104499717e-05,4.0773306519468044e-08,9.462685753210271e-08,3.511867177669378e-11,2.979856654998369e-07,1.3874782515846705e-06,1.5093776548072158e-07,2.7326298584370525e-05,4.869225674722161e-10,3.422433344741225e-07,4.2646337566625513e-07,7.28207342788938e-09,4.262566196387417e-07,3.383389001519428e-10,3.6266195165155803e-10,5.80611432157627e-08,3.76,0.0,0.15670147601793893,0.9728440943629588,0.013689302489111535,0.0004171447108656496,0.5724583092797431,0.345418839116896,0.12330844475277929,1.3729646231573826e-05,0.0017331745796947092,0.03637377533400909,7.3321389764442e-07,9.336318794281905e-09,4.0886774280955654e-14,0.0011557480080653802,8.529562760721945e-08,1.26041181186629e-07,0.0001872734608374147,1.1439345399718425e-07,3.4062603395985515e-08,6.320241087204686e-14,2.0111998807585919e-07,3.673313569487315e-10,1.0616136598899267e-08,2.747588129594506e-08,3.904510388917257e-15,3.4267785785126384e-14,5.195313191644987e-06,4.755368950589436e-11,0.0012980075583511155,0.0019898197377829045,0.00013345464090532737,3.618306120053342e-05,0.0008381390369397427,0.0008349165862231381,0.020411609067896498,0.00013245229048102253,1.7390419050906596e-05,0.000368337105811246,0.0015931132708732756,0.0006593342920971885,0.01680868839355909,0.0003155461826518866,0.008406585489969703,1.617484983817594e-08,0.003730571486892013,7.85594028343078e-05,2.845920588371579e-07,8.680374625755797e-12,4.029205689096664e-09,2.1948344047922195e-05,0.0008985610142513094,3.9933232073795536e-05,1.5832845797975538e-12,1.0226932230370342e-07,0.0006892769684526582,0.005824731676314215,8.256110388105032e-08,6.911846619720134e-09,0.0010993572755581033,8.317947640186598e-07,7.355257873334793e-11,2.803093175532771e-07,1.1173404956198054e-10,1.6734063712789784e-07,1.7634763584002538e-08,2.17777342066627e-06,5.831523333460357e-08,9.433289195109288e-08,5.348698722868267e-05,2.1783515485062054e-05,1.614685727698173e-10,3.389809577949113e-11,1.4812761402967893e-12,8.118407342294138e-13,0.00015811759803912993,9.488622877801713e-08,6.26949131857666e-09,1.1499574874729831e-10,3.1366491482933154e-08,2.0998488460792496e-05,2.696603478320141e-08
5.765158513044886e-06,0.9095585074226135,0.0017287997028156447,0.0006903742752360349,0.0007406038550515358,0.022202538153342517,0.0,0.0,0.0028525601547521296,8.83997990937832e-05,0.020979171124513005,0.0003820562251866127,0.0005117240994614299,1.8798441426048435e-10,5.46710905171598e-08,1.225701631791366e-06,0.0005674574468603906,0.001135447831137501,5.0719106610963466e-05,4.1490764428487784e-08,9.948215251808533e-08,3.709677440467162e-11,3.071065826443016e-07,1.4443972063175015e-06,1.556470426700479e-07,2.819578942729478e-05,5.163659064119242e-10,3.607586519173981e-07,4.4766690585853744e-07,7.571856854830129e-09,4.3430622023277903e-07,3.484960193345868e-10,3.7687583427641864e-10,6.068987293564562e-08,3.76,0.0,0.15440672159427443,0.9722502259280523,0.013986669217150633,0.00042712172609355874,0.574920811763286,0.34540792266287196,0.12398494875763855,1.3582133814215957e-05,0.0017321166339164212,0.036890805111301675,7.437284638842165e-07,9.314033230570263e-09,4.083835957811459e-14,0.0011858011984226403,8.777399067149272e-08,1.2968771615934986e-07,0.00019236383557054404,1.1771196664904359e-07,3.452593733760124e-08,6.496383800267417e-14,2.069323711180952e-07,3.7794790692232183e-10,1.0922968631728504e-08,2.8268325992301066e-08,4.013327151512536e-15,3.5222902521168614e-14,5.379887016176458e-06,4.775939152028489e-11,0.0013451906098249013,0.0020317824935480048,0.000132945948019528,3.603584563385112e-05,0.0008330267829301772,0.0008363514057393432,0.020686435536910273,0.00013357197041294585,1.7559746723548164e-05,0.0003718975144596084,0.0016093426560217577,0.0006661069227466026,0.017164327392155388,0.0003216711956136078,0.008521803241679646,1.6057768479722605e-08,0.00385197519156017,8.009243418912983e-05,2.8719102522179884e-07,8.759557488239114e-12,4.009297440293468e-09,2.224282453526003e-05,0.0009102009830815274,4.049580152501587e-05,1.5977160056009842e-12,1.0383938703692507e-07,0.0006973525003779864,0.005943888748722338,8.343309805427536e-08,6.877257036599438e-09,0.0011374829481100301,8.46853326601972e-07,7.442008980544495e-11,2.8572663052916246e-07,1.1463688191269531e-10,1.7190606175369358e-07,1.8034551278699894e-08,2.2230762399378267e-06,5.9520315335469044e-08,9.560707077926455e-08,5.488611124840891e-05,2.2491285402052562e-05,1.655526115578998e-10,3.474249701904809e-11,1.5158544330942456e-12,8.306690854003493e-13,0.0001619903656958957,9.710034075438598e-08,6.424125366208327e-09,1.1862573465942039e-10,3.2467999369321214e-08,2.189047739474783e-05,2.7285297331505324e-08
5.813878613714191e-06,0.9100508377954061,0.0017440306347480982,0.0006981218811584319,0.000747295515606197,0.022549361069089297,0.0,0.0,0.0028917898989457937,9.115927656606338e-05,0.021562981081833764,0.00039333402502046363,0.0005172988032294844,1.961967567319922e-10,5.651336229433417e-08,1.2549572540641278e-06,0.0005777734975523392,0.0011654601737841677,5.205015775368078e-05,4.221108631672249e-08,1.0453190451332566e-07,3.915664464500775e-11,3.163385923652915e-07,1.5027742603953753e-06,1.6038324875800022e-07,2.9081055816374477e-05,5.471051314985552e-10,3.800039140210061e-07,4.6958538134459236e-07,7.867730629808864e-09,4.423719009249135e-07,3.5871329618079887e-10,3.914108953319754e-10,6.339252483308616e-08,3.76,0.0,0.15214151279399232,0.9716510836280863,0.014286638425818265,0.00043719719816563197,0.5773596946320345,0.3453665467719139,0.12465560019285925,1.3436199733353539e-05,0.0017310492912170263,0.03741017540678426,7.542916066549368e-07,9.291461300774542e-09,4.078631904330175e-14,0.001216267912441518,9.029949285752969e-08,1.3340316208773946e-07,0.00019748331529652273,1.2109340971308404e-07,3.497717883745244e-08,6.67558243389196e-14,2.1285442559723707e-07,3.8876479122028186e-10,1.1235590732425587e-08,2.9075682329802465e-08,4.124031778569097e-15,3.619459347225798e-14,5.568420220116366e-06,4.796220126824753e-11,0.0013935028329530893,0.0020739158416487875,0.0001324068396025076,3.5880894420913915e-05,0.0008277584165728722,0.0008375875967491585,0.02095955970610322,0.00013466045488750344,1.7725725596095785e-05,0.00037537358588949835,0.0016252176653157714,0.0006727186592856158,0.017522503556981515,0.00032776608430420127,0.008636241891185571,1.5937889540041057e-08,0.00397538631016718,8.162449573296648e-05,2.8971368810709165e-07,8.836413428151563e-12,3.988504571492579e-09,2.2534613102934403e-05,0.0009216146681738017,4.104719223852924e-05,1.6117230591856384e-12,1.0539666085747312e-07,0.0007052599188457317,0.006063208317397162,8.428270208113545e-08,6.841259396175274e-09,0.0011761541219607544,8.619792040775527e-07,7.526686138815742e-11,2.911386192046374e-07,1.1755964027003686e-10,1.7647235452495278e-07,1.8436813774458372e-08,2.26864420477863e-06,6.073229435855872e-08,9.687342082872294e-08,5.6298393608027345e-05,2.321255390399383e-05,1.6967993904617886e-10,3.559306136873067e-11,1.5505195225591286e-12,8.495412664677671e-13,0.00016588299900894028,9.932097142376101e-08,6.57959648682538e-09,1.2232098309083232e-10,3.359424778672734e-08,2.2809981686578735e-05,2.759695676562961e-08
5.862598714383496e-06,0.9105401091780103,0.001759012680240715,0.00070574462269191,0.0007538905129921551,0.02289594573926535,0.0,0.0,0.002930262832195412,9.393578032343732e-05,0.022154444252944317,0.00040479239746118756,0.0005227620975493548,2.0460369089978088e-10,5.8383510776477145e-08,1.2843296275616666e-06,0.0005880707773749349,0.0011958021109853055,5.3396407351236233e-05,4.2934151141855464e-08,1.0978132980248375e-07,4.1300028012731504e-11,3.2567816518608187e-07,1.5626119479413989e-06,1.6514190265270493e-07,2.9982073381732523e-05,5.791689804869619e-10,3.999935581138626e-07,4.922262000250543e-07,8.169603664800516e-09,4.5045058952322684e-07,3.6898340577608476e-10,4.0626651794153395e-10,6.616924556275964e-08,3.76,0.0,0.14990560818019483,0.9710467922023513,0.014589161112392052,0.0004473692052468702,0.5797752742301486,0.3452952693021985,0.12532037505289972,1.3291834317720803e-05,0.0017299727738225928,0.0379318436166807,7.649024762857934e-07,9.268610830914734e-09,4.073073498986753e-14,0.0012471413945803207,9.287243074189326e-08,1.3718793964195504e-07,0.0002026286068556592,1.2453817334034688e-07,3.5416031896524e-08,6.857847029897606e-14,2.1888681619079921e-07,3.9978322439713943e-10,1.1554038008019237e-08,2.9898039551826596e-08,4.236630473378615e-15,3.7182913220203774e-14,5.76091182975742e-06,4.8162121535017384e-11,0.0014429484818304424,0.0021162056809217043,0.00013183860820430927,3.571856269162485e-05,0.000822343945778546,0.0008386287730059124,0.02123091130079646,0.00013571770727758406,1.7888335561146e-05,0.0003787649407076445,0.0016407367030115622,0.0006791685080545764,0.01788314294812045,0.0003338279846916889,0.008749868694444829,1.5815417848358015e-08,0.004100776316634353,8.315513879073143e-05,2.9215987442212073e-07,8.910937268162445e-12,3.966869501245282e-09,2.2823638471873412e-05,0.0009327983341091066,4.15871801300386e-05,1.6253048092440621e-12,1.0694054869299914e-07,0.0007129967026170445,0.006182644321386557,8.510968959158291e-08,6.803925599872847e-09,0.0012153503235571143,8.77166999341955e-07,7.609265737451345e-11,2.965430505112663e-07,1.205007008345391e-10,1.8103528938917606e-07,1.88414255932694e-08,2.314465922880145e-06,6.195086903765943e-08,9.813161381012601e-08,5.772337344746298e-05,2.394729344613275e-05,1.7384965180561145e-10,3.6449471198146514e-11,1.5852520327870721e-12,8.684467899484297e-13,0.00016979401131649307,1.0154719215428938e-07,6.7358455056329505e-09,1.260813911906773e-10,3.4745356282224045e-08,2.3757456360373305e-05,2.7900924917749185e-08
5.9113188150528004e-06,0.9110263381241428,0.001773746216297667,0.0007132412150911552,0.000760388433681153,0.023242207671005436,0.0,0.0,0.002967958777993781,9.672655102582937e-05,0.022753449389429352,0.00041643018258538455,0.0005281134153744153,2.1320298186176574e-10,6.02808348088811e-08,1.3138038528940698e-06,0.0005983450298039392,0.001226464567576995,5.475759539320071e-05,4.3659838907290484e-08,1.1523568712280411e-07,4.35286392216341e-11,3.351217518964981e-07,1.6239117507170927e-06,1.6991851330077765e-07,3.089881275363946e-05,6.125855771669073e-10,4.207417198442411e-07,5.155961838303252e-07,8.477378401950884e-09,4.585392376013272e-07,3.7929908236035074e-10,4.2144194294231365e-10,6.902012038542362e-08,3.76,0.0,0.147698764688427,0.970437476058101,0.014894188035669954,0.00045763581412926706,0.5821678632822924,0.34519464580972936,0.12597925073113775,1.3149027766532257e-05,0.0017288873033701503,0.038455766108257065,7.755602013349944e-07,9.245489593556951e-09,4.067168914965537e-14,0.0012784146231093207,9.54930865052951e-08,1.4104244822388204e-07,0.0002077964000040681,1.2804662835649778e-07,3.5842226423225885e-08,7.043186524368675e-14,2.250301736453856e-07,4.110043590326609e-10,1.1878343774402897e-08,3.0735482269835096e-08,4.351128756134067e-15,3.818791035063438e-14,5.957358650398301e-06,4.835915577934202e-11,0.0014935312109841262,0.0021586379903355234,0.00013124254642546063,3.554920367684661e-05,0.0008167932081227697,0.0008394786388158488,0.02150042319712111,0.00013674373204183632,1.804756146319189e-05,0.00038207131720788994,0.0016558986906927199,0.0006854557255714277,0.01824617200597941,0.0003398541605708061,0.008862652325095713,1.569055404467504e-08,0.004228115467568199,8.46839327477778e-05,2.9452952227611743e-07,8.983127217194364e-12,3.944434497943655e-09,2.3109835035753904e-05,0.0009437486839504734,4.211556678793418e-05,1.6384609414960431e-12,1.0847048670275423e-07,0.0007205606261113639,0.006302151671835589,8.59138713350832e-08,6.7653268961696646e-09,0.0012550505278995112,8.924112969863263e-07,7.689727925173347e-11,3.0193774994704435e-07,1.2345843129554063e-10,1.8559069396050435e-07,1.9248261680441004e-08,2.360530081645635e-06,6.317574027537848e-08,9.938133604397457e-08,5.916058672889256e-05,2.4695469693383308e-05,1.7806083573084897e-10,3.731140863366052e-11,1.6200328933211648e-12,8.873753374409551e-13,0.00017372193753792902,1.0377809207696134e-07,6.892814033147993e-09,1.2990683582940594e-10,3.5921435063801e-08,2.473335236843288e-05,2.8197127459644525e-08
5.960038915722105e-06,0.9115095411090522,0.0017882319359727918,0.0007206105756875061,0.0007667889748444413,0.023588064654035547,0.0,0.0,0.0030048591036557137,9.952880396563803e-05,0.023359882972206987,0.0004282461530802557,0.0005333523642750553,2.2199221572931105e-10,6.22046191862051e-08,1.3433652331157065e-06,0.0006085921098962457,0.0012574383102665744,5.613345873124246e-05,4.438803072977676e-08,1.20900275228026e-07,4.5844160309509954e-11,3.4466579204144163e-07,1.686674110281135e-06,1.747085927923027e-07,3.183123971252197e-05,6.473823936167304e-10,4.4226221604319485e-07,5.397015689634479e-07,8.790951125213719e-09,4.6663482507903487e-07,3.8965313583679617e-10,4.3693627612895755e-10,7.194517405268199e-08,3.76,0.0,0.1455207376377106,0.9698232591105225,0.015201669772506164,0.000467995082866,0.5845377708985289,0.34506522923797267,0.12663220608618836,1.3007770147004164e-05,0.0017277931006224137,0.03898189826363688,7.862638894355562e-07,9.222105302371411e-09,4.0609262626941276e-14,0.0013100803249306268,9.816172759016693e-08,1.4496706548339667e-07,0.00021298337373757385,1.3161912580891243e-07,3.625551816229623e-08,7.231608730287453e-14,2.3128509401335093e-07,4.2242928433628504e-10,1.2208539515988658e-08,3.15880903617222e-08,4.467531453203397e-15,3.920962735871398e-14,6.157755294091406e-06,4.8553308144754565e-11,0.001545254082201196,0.0022011988433140216,0.00013061994385122545,3.537316786656771e-05,0.0008111158537090459,0.0008401409789245862,0.02176803141715568,0.00013773857290951815,1.8203392914818738e-05,0.00038529256691006097,0.00167070304669516,0.0006915798098165406,0.01861151762995398,0.0003458420043996199,0.008974562868153815,1.5563494260708596e-08,0.004357372872820692,8.621046489980591e-05,2.9682267648651307e-07,9.052984734442445e-12,3.921241577388092e-09,2.3393142754199176e-05,0.000954462848982143,4.2632178896410165e-05,1.6511917339698233e-12,1.0998594257918778e-07,0.0007279497532494223,0.006421686294582936,8.669509421683516e-08,6.725533734726025e-09,0.0012952332108110535,9.077066719774855e-07,7.768056503995162e-11,3.0732060335200915e-07,1.2643119440084384e-10,1.9013445966339033e-07,1.9657197549501718e-08,2.406825460631578e-06,6.440661156391816e-08,1.0062228844436909e-07,6.060956695609178e-05,2.5457041625720202e-05,1.823125672498785e-10,3.8178556017220386e-11,1.654843376743982e-12,9.063167760570772e-13,0.00017766533586772613,1.0601277902380077e-07,7.050444534504227e-09,1.3379717420519208e-10,3.712258504262159e-08,2.573811631815562e-05,2.848550351205709e-08
