Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879)
4.823473584735781e-09,0.6006790961575666,4.289388062818285e-25,4.203213735418759e-18,1.7135839004045248e-28,4.4697504409410075e-23,0.0,0.0,1.8497123608822182e-22,1.2687457672250187e-40,1.370991618500796e-19,2.3455093958239716e-30,1.8219398102823254e-22,3.251142898061192e-62,1.3402313173160164e-49,5.40241559766523e-44,1.8400327051377245e-50,7.456840086335594e-15,1.9435554344968102e-70,2.4111087342879996e-69,8.548065898918648e-58,1.0490267762623472e-60,1.4606172740308693e-46,7.926934131435077e-63,3.1363817151469333e-40,5.11204898184906e-54,4.608915523715638e-54,2.1249682271143282e-63,6.613375128607921e-98,4.847616244457062e-80,1.1828838094561572e-37,1.1826509352700243e-75,6.48197810051118e-57,4.310533267224355e-74,3.76,0.0,0.9574406517639127,0.9998737177576608,1.9939664144363366e-44,1.8352542855787376e-68,8.384322084397267e-07,5.839225565109525e-07,2.0185047151011872e-07,5.265908632711395e-08,0.00012628224232202193,3.4170748827508748e-15,7.29293717073209e-25,6.968142944625031e-14,1.9333290032317896e-20,2.023007354504454e-14,4.9935478498865135e-37,4.2653785026402857e-36,3.0888865365453163e-18,3.360780813550508e-37,2.204064199860598e-21,7.889389268962246e-43,2.801420338868767e-36,7.265002567954655e-39,3.261797227308156e-37,2.3600334043661953e-36,4.2571050454899933e-44,5.485962021606178e-43,2.5370928170349557e-39,7.68962235785326e-19,7.456840314830265e-15,3.964918693010234e-23
4.967491402252723e-09,0.6006790987876216,4.754263974799782e-25,4.428441266655327e-18,1.953398260623654e-28,4.884576876026686e-23,0.0,0.0,2.02183689385368e-22,1.5154668032302304e-40,1.4994755204770512e-19,2.6419887593623272e-30,1.9905052082298776e-22,3.8472990459882676e-62,1.620755919538092e-49,6.166759235701174e-44,2.2043468731682127e-50,7.910590288730791e-15,2.591276448665447e-70,2.966414365173384e-69,1.0512474122780555e-57,1.2894414262245946e-60,1.7284415841602475e-46,1.0342057488765405e-62,3.6340696020388244e-40,6.215104389824694e-54,5.501966482105373e-54,2.647927945259991e-63,9.4567454946433e-98,6.344463352023939e-80,1.3704030043428084e-37,1.5923108441867625e-75,7.971530417731592e-57,5.810413762651327e-74,3.76,0.0,0.9574406267302684,0.9998737176833071,2.4814282162541076e-44,2.4019888226586206e-68,8.634658529183873e-07,6.022207187201272e-07,2.0788496764115142e-07,5.336006992923673e-08,0.00012628231667463977,3.6285652803192715e-15,7.973828477229002e-25,7.071340350624994e-14,1.9992705608286208e-20,2.1484850758488118e-14,5.890785796376645e-37,4.9338919380144666e-36,3.2808288181142817e-18,3.987369615270555e-37,2.2826075486086867e-21,9.39136185932667e-43,3.2410002296083825e-36,8.526557634657072e-39,3.852030710319106e-37,2.745332263983937e-36,5.050491625980337e-44,6.512415639952391e-43,3.079973872910251e-39,7.935051413922561e-19,7.910590538431478e-15,4.2419071253590483e-23
5.111509219769665e-09,0.6006791014176762,5.254984861248481e-25,4.659598065932888e-18,2.2188264091022166e-28,5.324264676477284e-23,0.0,0.0,2.2043318855740987e-22,1.8009275017987732e-40,1.6358094959685053e-19,2.965828299889633e-30,2.169110369177961e-22,4.531559475732527e-62,1.9496597393479093e-49,7.01401309283507e-44,2.6272871237722514e-50,8.377707037117162e-15,3.4269232924199635e-70,3.6278921227485416e-69,1.2851293610156444e-57,1.5755114321496786e-60,2.035721273141529e-46,1.338982423845454e-62,4.192845115377306e-40,7.515139795815239e-54,6.534542465379021e-54,3.2794599100074746e-63,1.3384820688747508e-97,8.239949757998507e-80,1.580904588623182e-37,2.1256441727756504e-75,9.744973988799424e-57,7.765558559444136e-74,3.76,0.0,0.9574406016966248,0.9998737176330814,3.0692746280753543e-44,3.119670472146639e-68,8.884994967490018e-07,6.205475331137041e-07,2.1391971937591877e-07,5.403214509193608e-08,0.00012628236689906234,3.846581774660303e-15,8.696183413123142e-25,7.170282040534982e-14,2.065329254084615e-20,2.2778372306408603e-14,6.9173425010040425e-37,5.683091111725881e-36,3.478700119773887e-18,4.707926744678383e-37,2.361300849802956e-21,1.1123158596996048e-42,3.733788204487864e-36,9.961761751415113e-39,4.527359449750424e-37,3.179974231385546e-36,5.962531107496637e-44,7.693013063624743e-43,3.718880798273952e-39,8.180487116946334e-19,8.377707309294783e-15,4.528692006228822e-23
5.255527037286607e-09,0.6006791040477311,5.793282736845189e-25,4.896693209355345e-18,2.5118163407160575e-28,5.789535591079264e-23,0.0,0.0,2.3975031398200614e-22,2.1298488980850187e-40,1.7802324366281508e-19,3.318675031351251e-30,2.358041324518628e-22,5.313995891467948e-62,2.333619454831538e-49,7.950630689364033e-44,3.1162561408936713e-50,8.858190866812512e-15,4.4974170966940134e-70,4.4119389792875893e-69,1.5622096947136552e-57,1.9142212914558577e-60,2.3869287176719525e-46,1.721061621561165e-62,4.8181411128004875e-40,9.040458840303942e-54,7.723519749327026e-54,4.038198513600847e-63,1.8762283806678958e-97,1.0624401700625946e-79,1.8164273256829568e-37,2.814833970210563e-75,1.1845959346008118e-56,1.0295233871275049e-73,3.76,0.0,0.9574405766629819,0.9998737175991336,3.774560831655397e-44,4.022506053942955e-68,9.135331399315801e-07,6.389018180604928e-07,2.199547161666916e-07,5.467650399233573e-08,0.00012628240084610617,4.0711342338881064e-15,9.461258563009885e-25,7.265143518585983e-14,2.1315003068707198e-20,2.4110697497672906e-14,8.087517191162687e-37,6.519950840470793e-36,3.682509523600239e-18,5.53330156634684e-37,2.440137887848997e-21,1.3111827455655829e-42,4.2844175448914574e-36,1.158859271478242e-38,5.297074071444614e-37,3.668648787668512e-36,7.00684544409441e-44,9.0455277204428e-43,4.4674452709843533e-39,8.425930384717221e-19,8.858191162774882e-15,4.825297593487016e-23
5.399544854803549e-09,0.6006791066777858,6.370928008475941e-25,5.1397354008923e-18,2.8344089811280865e-28,6.281111397058551e-23,0.0,0.0,2.6016567354723636e-22,2.5073713709485095e-40,1.9329835921335296e-19,3.702225375444669e-30,2.557583815434074e-22,6.2055128993341625e-62,2.7800180317129028e-49,8.983385143775921e-44,3.6793519556992703e-50,9.352042296085889e-15,5.85961005368618e-70,5.336916557923804e-69,1.888931428892697e-57,2.313381053838513e-60,2.7868994285410103e-46,2.197068408046625e-62,5.515700313644754e-40,1.082250449553766e-53,9.087255044488977e-54,4.945349305246341e-63,2.606096628215922e-97,1.3605250145679953e-79,2.0791256454753644e-37,3.699180352761497e-75,1.4323335783880323e-56,1.3545305964848938e-73,3.76,0.0,0.9574405516293396,0.9998737175762367,4.61666478749795e-44,5.151181061697666e-68,9.385667824661315e-07,6.572824406599315e-07,2.2598994790073094e-07,5.529428964201601e-08,0.0001262824237416973,4.302232119148388e-15,1.0270312116856928e-24,7.356093051486063e-14,2.1977791265151693e-20,2.5481883201943962e-14,9.416734348638339e-37,7.451818870196686e-36,3.892265739271258e-18,6.475239454534158e-37,2.5191127185763827e-21,1.5386690377881773e-42,4.897774801506531e-36,1.342630264006139e-38,6.171166842781613e-37,4.2163456537474735e-36,8.198170883754508e-44,1.05891936575901e-42,5.340784187394975e-39,8.671381752615208e-19,9.352042617177714e-15,5.131747413115034e-23
5.6875804898374315e-09,0.6006791119378948,7.65153406873286e-25,5.6436939697954805e-18,3.577042953419841e-28,7.346064928520668e-23,0.0,0.0,3.0441366380933953e-22,3.4310255501679385e-40,2.264429250324618e-19,4.568470051219597e-30,2.989644917153514e-22,8.363837901821887e-62,3.893524614468456e-49,1.1366040101283685e-43,5.064065242886246e-50,1.0379849937069484e-14,9.747489635467555e-70,7.693994593175554e-69,2.720867467656427e-57,3.3288543917082367e-60,3.754399586116193e-46,3.512764709480244e-62,7.152178124168783e-40,1.5299798141895775e-53,1.2420336908021048e-53,7.304282647754547e-63,4.902879424925456e-97,2.1888358523470637e-79,2.6952632724830624e-37,6.254674364973297e-75,2.0631438593732273e-56,2.2955470205871528e-73,3.76,0.0,0.957440501562057,0.9998737175511906,6.801974994864331e-44,8.287615666087613e-68,9.886340655911894e-07,6.941183991046989e-07,2.3806107781759992e-07,5.645447927575317e-08,0.0001262824487853284,4.784100075743999e-15,1.2025394769231372e-24,7.52689490694018e-14,2.330642584236628e-20,2.834105200822702e-14,1.2619947456277874e-36,9.631880760762164e-36,4.329651669239545e-18,8.760542375490004e-37,2.677453243647919e-21,2.0924368448890148e-42,6.333520490965548e-36,1.7818037740692183e-38,8.27614305863192e-37,5.51032948854262e-36,1.10867095683265e-43,1.4334664069620897e-42,7.530389818063764e-39,9.162309591173486e-19,1.0379850312601962e-14,5.77427037807608e-23
5.946812561367927e-09,0.6006791166719927,8.957192866319966e-25,6.117675794168549e-18,4.369104006445377e-28,8.401727253056645e-23,0.0,0.0,3.483004350753407e-22,4.489555947144648e-40,2.593619813272134e-19,5.47112920762993e-30,3.4176519710227153e-22,1.0807404825598303e-61,5.19969483565019e-49,1.391397437123282e-43,6.660905131208985e-50,1.1350598832593348e-14,1.508543525025799e-69,1.0528047404139794e-68,3.720231734588929e-57,4.547349532082488e-60,4.848520851379618e-46,5.252523342904741e-62,8.936395853624375e-40,2.0596260461792958e-53,1.623524673386456e-53,1.0210436457548717e-62,8.430383749996883e-97,3.2911740444734104e-79,3.366816237276767e-37,9.813056621235126e-75,2.820894515708243e-56,3.608955792250828e-73,3.76,0.0,0.9574404565015048,0.999873717541101,9.48764574213717e-44,1.2461828253127666e-67,1.0336946181875764e-06,7.273503997134506e-07,2.489258050858828e-07,5.741829933927131e-08,0.00012628245887264444,5.240253753703145e-15,1.3768027656902705e-24,7.668787869668887e-14,2.4505457749656172e-20,3.104773085790545e-14,1.6226471160534997e-36,1.2000479678152724e-35,4.743717362931555e-18,1.135376551825992e-36,2.820376339157117e-21,2.7231979536016964e-42,7.894633959638779e-36,2.2712791649339155e-38,1.0643257757315621e-36,6.933347251324756e-36,1.4361814270477651e-43,1.858481266809266e-42,1.0114022708021034e-38,9.604173313493418e-19,1.1350599262091513e-14,6.38643043206227e-23
6.206044632898422e-09,0.6006791214060906,1.0419620757030684e-24,6.611045915498022e-18,5.293280813546949e-28,9.55384370352213e-23,0.0,0.0,3.962227492391463e-22,5.8072983607599105e-40,2.9535294730924687e-19,6.501916380365818e-30,3.8844709735478874e-22,1.3816786410100074e-61,6.861194073616442e-49,1.689412797992349e-43,8.660512378588592e-50,1.2364665983991841e-14,2.2920060548523205e-69,1.4213222122995067e-68,5.0186085616264854e-57,6.128761896784406e-60,6.194410341109897e-46,7.719199257150442e-62,1.1059092811050301e-39,2.73849892960506e-53,2.0978574384774113e-53,1.4076057865735961e-62,1.4164160503527317e-96,4.863638062259513e-79,4.165530363434113e-37,1.5101994715213272e-74,3.805352629325665e-56,5.565514030345963e-73,3.76,0.0,0.9574404114409547,0.9998737175358952,1.3051884120262375e-43,1.84164811540264e-67,1.0787551686844864e-06,7.606521388709256e-07,2.597911543589459e-07,5.8311756704029435e-08,0.0001262824640760362,5.717744853346979e-15,1.567278345223457e-24,7.80032248121248e-14,2.5707345814975214e-20,3.3881100741768024e-14,2.0645409851832807e-36,1.4809013910184384e-35,5.177170666304037e-18,1.45531776353173e-36,2.9636642835108046e-21,3.503945782019623e-42,9.747169217035445e-36,2.865371160296608e-38,1.3539187577089783e-36,8.640035160807032e-36,1.839934288026786e-43,2.3828084568838236e-42,1.3417680886504745e-38,1.004606340018029e-18,1.2364666472386447e-14,7.030821393946818e-23
6.465276704428917e-09,0.600679126140188,1.2050525248521482e-24,7.123843472537926e-18,6.3651041124403545e-28,1.0806624586034528e-22,0.0,0.0,4.483600975183095e-22,7.432747545488176e-40,3.3455646728571696e-19,7.672520491496645e-30,4.391757862000166e-22,1.7491697756857594e-61,8.954265462729804e-49,2.0358545821380346e-43,1.114149787218768e-49,1.3422053770376164e-14,3.423795248439866e-69,1.8952510785359194e-68,6.686973819467096e-57,8.158688534201538e-60,7.835898086191088e-46,1.1165488536872442e-61,1.3566050860444447e-39,3.5999082221264423e-53,2.682241039184133e-53,1.915909241659871e-62,2.3296169197462403e-96,7.073909700210076e-79,5.108550283752695e-37,2.283366335526053e-74,5.070326659750694e-56,8.432138798475012e-73,3.76,0.0,0.9574403663804067,0.9998737175326742,1.7728251220677858e-43,2.6786710879140262e-67,1.1238157170819607e-06,7.940185251230524e-07,2.706570801883633e-07,5.9139988264789674e-08,0.00012628246729452268,6.21661589452804e-15,1.7747048458596567e-24,7.922254962821332e-14,2.691188190798229e-20,3.684141728531337e-14,2.60147308284803e-36,1.8114791046469356e-35,5.63005074357898e-18,1.84658761915584e-36,3.107290462077345e-21,4.461601387830713e-42,1.1929539047455993e-35,3.580573687864942e-38,1.7051535364940595e-36,1.0671746718962696e-35,2.3333104044973876e-43,3.023945008745567e-42,1.7599708279463295e-38,1.048797855421942e-18,1.3422054322813197e-14,7.707557799869299e-23
6.724508775959412e-09,0.6006791308742853,1.3862013420160453e-24,7.656104748027664e-18,7.601242020266594e-28,1.21642804295051e-22,0.0,0.0,5.048922546908054e-22,9.420918004550856e-40,3.7711345886825835e-19,8.995154166117524e-30,4.94116552048045e-22,2.194435551970788e-61,1.1567534894199667e-48,2.4363225094911033e-43,1.4193761641612256e-49,1.452276440189941e-14,5.035119986345313e-69,2.4985886152498827e-68,8.80915714597357e-57,1.0738080143504563e-59,9.822183674603594e-46,1.5915940249560562e-61,1.6506959215829883e-39,4.682823776071738e-53,3.3961627429882284e-53,2.5772529864618957e-62,3.757256688619152e-96,1.0138964379619824e-78,6.214474080939075e-37,3.3965625012338395e-74,6.679368573064999e-56,1.2568710303562061e-72,3.76,0.0,0.9574403213198611,0.9998737175307237,2.3799456179167205e-43,3.8394404136773855e-67,1.1688762633800403e-06,8.2744483881672e-07,2.8152354044455854e-07,5.990775579706922e-08,0.00012628246924232246,6.736906292044309e-15,1.999822043930726e-24,8.035286313238476e-14,2.811887291445361e-20,3.9928917443708397e-14,3.2488756473003656e-36,2.197960194921678e-35,6.1023939010716115e-18,2.3212220258449024e-36,3.251230208063619e-21,5.626466843934324e-42,1.4483265295340468e-35,4.435119102168129e-38,2.1277684788141373e-36,1.3073842095507294e-35,2.931330922373127e-43,3.8015414701769196e-42,2.284473547432222e-38,1.0929917210643153e-18,1.4522765023740095e-14,8.416748629260744e-23
6.983740847489907e-09,0.6006791356083824,1.5866591105415757e-24,8.207863375819925e-18,9.019538161841463e-28,1.3631021969706973e-22,0.0,0.0,5.659992779374796e-22,1.1833905946991454e-39,4.231650929977361e-19,1.0482554713403657e-29,5.534343779173381e-22,2.7300451389730695e-61,1.4803429631866042e-48,2.8968256259612667e-43,1.7919586866891526e-49,1.5666799928025568e-14,7.298494631678421e-69,3.2595113437831463e-68,1.1483502830812628e-56,1.398519334561817e-59,1.2208234914822258e-45,2.2383163940971186e-61,1.993556746367746e-39,6.03255928125082e-53,4.26157845850517e-53,3.4293340389100247e-62,5.951271576894503e-96,1.4336702123569998e-78,7.50340893286297e-37,4.9770079474813144e-74,8.707032571575016e-56,1.845467964038096e-72,3.76,0.0,0.9574402762593175,0.9998737175297996,3.160519468579818e-43,5.429227441897783e-67,1.2139368075787606e-06,8.609267049028896e-07,2.9239049607403326e-07,6.061947339675857e-08,0.00012628247016376206,7.278652582771008e-15,2.2433707568397655e-24,8.140066347712833e-14,2.932813971303882e-20,4.3143820861110467e-14,4.023931114241877e-36,2.646984248871066e-35,6.594233794466214e-18,2.8926810760777996e-36,3.395460650360489e-21,7.032477894827674e-42,1.7453080477098598e-35,5.449074183701277e-38,2.632538300160454e-36,1.589589655453604e-35,3.6507765077107246e-43,4.737559148602897e-42,2.936672192363561e-38,1.1371877750217604e-18,1.56668006248464e-14,9.158497712496084e-23
7.242972919020402e-09,0.6006791403424792,1.807716207477675e-24,8.779150534282213e-18,1.0639049718677095e-27,1.5211060134366187e-22,0.0,0.0,6.31861505726333e-22,1.4741475335120568e-39,4.728527754419665e-19,1.2147985035250614e-29,6.172939414022055e-22,3.3700157400492896e-61,1.8779699077516242e-48,3.423796376867126e-43,2.2434795496959965e-49,1.6854162248715323e-14,1.043838768194909e-68,4.210896372135962e-68,1.4824668895457721e-56,1.8037699712668567e-59,1.5055197657349984e-45,3.108686771436092e-61,2.3909837802907197e-39,7.701508644923759e-53,5.303110603313674e-53,4.517246356269196e-62,9.270107083919889e-96,2.0019739780855128e-78,8.997026358984868e-37,7.191891242822636e-74,1.1240238512130445e-55,2.6721872839923447e-72,3.76,0.0,0.957440231198776,0.9998737175294589,4.155088980406163e-43,7.581613225849037e-67,1.2589973496781561e-06,8.94460067748712e-07,3.032579108745307e-07,6.127923289280266e-08,0.00012628247050160244,7.841888636014385e-15,2.506092745896227e-24,8.237197439194529e-14,3.0539516214228685e-20,4.6486331135210605e-14,4.945689373641044e-36,3.1656630458054784e-35,7.105601622346228e-18,3.575949516125505e-36,3.539960581156492e-21,8.717462867061419e-42,2.0887027531805388e-35,6.644436330055785e-38,3.23133258035418e-36,1.91919110799206e-35,4.5103094075097725e-43,5.856431101665629e-42,3.741221009281135e-38,1.1813858645192798e-18,1.6854163026308038e-14,9.932904107388467e-23
7.502204990550897e-09,0.6006791450765758,2.050702721920903e-24,9.36999512566606e-18,1.2480085400569586e-27,1.6908606029077153e-22,0.0,0.0,7.026595567306905e-22,1.8221667556430328e-39,5.263181296322412e-19,1.4005234468994273e-29,6.85859614674238e-22,4.129916176122293e-61,2.363103890458607e-48,4.024104658386958e-43,2.78699654780887e-49,1.8084853124954126e-14,1.474405480910368e-68,5.390883674469373e-68,1.8965566354777946e-56,2.305495396785379e-59,1.843081623409219e-45,4.267604117346623e-61,2.8492096532462872e-39,9.749935800140006e-53,6.548253212575392e-53,5.894591110558569e-62,1.4217221214949109e-95,2.7631638877707424e-78,1.0718617080927507e-36,1.025872053858625e-73,1.4379741512399244e-55,3.8194557647210964e-72,3.76,0.0,0.9574401861382366,0.9998737175292535,5.411738516695948e-43,1.0464638992824825e-66,1.304057889678259e-06,9.280411677785304e-07,3.141257512865227e-07,6.189082741467437e-08,0.00012628247070399845,8.426645848591784e-15,2.7887306262141224e-24,8.327237988092052e-14,3.175284843424345e-20,4.995663698999649e-14,6.035187423200317e-36,3.7615917889856645e-35,7.63652630567956e-18,4.3876395050212335e-36,3.684710336380394e-21,1.0723407424814888e-41,2.4836557796439664e-35,8.045229835683605e-38,3.937174452628376e-36,2.302052506672141e-35,5.530598146313712e-43,7.185226628253904e-42,4.726379118088897e-38,1.2255858472949433e-18,1.8084853989325744e-14,1.0740062446754153e-22
7.761437062081392e-09,0.6006791498106723,2.316988373433717e-24,9.980423942423832e-18,1.4564243338017901e-27,1.872787092427489e-22,0.0,0.0,7.785743287907653e-22,2.2361435305303376e-39,5.837029807889867e-19,1.6068619566878862e-29,7.592954645271148e-22,5.0269735353494894e-61,2.9510823382610295e-48,4.705071845882858e-43,3.437171200738954e-49,1.935887418940934e-14,2.05849087773262e-68,6.843481433910876e-68,2.4059446402946196e-56,2.9220429170852237e-59,2.2409864485123898e-45,5.795468096594782e-61,3.374918477110908e-39,1.2246820605378388e-52,8.027584423469982e-53,7.624707641202693e-62,2.1491333989338912e-95,3.772590295004516e-78,1.269314548876163e-36,1.4457836164284855e-73,1.8241713605265915e-55,5.393805471208737e-72,3.76,0.0,0.9574401410776993,0.9998737175290301,6.987166824090314e-43,1.428800672093688e-66,1.3491184275790982e-06,9.616665198693762e-07,3.2499398620035956e-07,6.245777318969826e-08,0.00012628247092423848,9.032953325259278e-15,3.0920277833860543e-24,8.410705631194593e-14,3.296799361717809e-20,5.35549133619323e-14,7.315571375062912e-36,4.442859881488605e-35,8.18703465424139e-18,5.346095630175777e-36,3.829691686499138e-21,1.309672506787651e-41,2.93566272306307e-35,9.677602182418673e-38,4.764299412320326e-36,2.7445231071712644e-35,6.734444811406236e-43,8.753819197446385e-42,5.9243791000596e-38,1.2697875886087206e-18,1.9358875146782165e-14,1.1580063260044388e-22
8.020669133611887e-09,0.6006791545447685,2.6079824305401993e-24,1.0610461821145116e-17,1.6914448896742185e-27,2.0673066243181593e-22,0.0,0.0,8.597869979153306e-22,2.725730036858127e-39,6.451493412096505e-19,1.8352984818496512e-29,8.377652524613645e-22,6.08018277359754e-61,3.6592947678046585e-48,5.474484799208444e-43,4.210403321639697e-49,2.0676226955809076e-14,2.842879929281704e-68,8.619215442922327e-68,3.0282138966575634e-56,3.6744322148361415e-59,2.7074586875858563e-45,7.791144460520188e-61,3.975260843355109e-39,1.5270761957237303e-52,9.774986183125575e-53,9.78203239457137e-62,3.2051407450320094e-95,5.098808400796644e-78,1.494730372318915e-36,2.0147428006566142e-73,2.2959440043097075e-55,7.531729215919844e-72,3.76,0.0,0.9574400960171641,0.9998737175288639,8.947868374487407e-43,1.931145869916251e-66,1.3941789633807015e-06,9.953328933279096e-07,3.3586258677753554e-07,6.298332974481152e-08,0.00012628247108737584,9.660838045931988e-15,3.416728296264748e-24,8.488080215491235e-14,3.418481941664691e-20,5.728132240589304e-14,8.812220654819396e-36,5.218061268958677e-35,8.757151520651235e-18,6.471502035980773e-36,3.974887732840063e-21,1.5888532985900736e-41,3.45057909834475e-35,1.1569920237959559e-37,5.72821416995201e-36,3.253459151118256e-35,8.14691475120781e-43,1.059505758267195e-41,7.371817732558861e-38,1.3139909605863322e-18,2.06762280126207e-14,1.2452993272248552e-22
8.279901205142382e-09,0.6006791592788643,2.9251336293085822e-24,1.126013178524761e-17,1.9554992414444904e-27,2.2748403550704726e-22,0.0,0.0,9.46479017322629e-22,3.301603534787135e-39,7.107993966272599e-19,2.087370332074881e-29,9.214324348080502e-22,7.310419198309496e-61,4.5073783071822194e-48,6.340609844489131e-43,5.124972146734019e-49,2.2036912827489496e-14,3.88636258929713e-68,1.0775823988727705e-67,3.783444780134568e-56,4.586633414399573e-59,3.251514938541408e-45,1.0375366677601683e-60,4.6578687469050216e-39,1.8910939835119172e-52,1.1827871136173611e-52,1.2453594388613641e-61,4.71999407718147e-95,6.826137878278929e-78,1.7509565375627245e-36,2.7781447493856483e-73,2.8685134166483014e-55,1.0406690292683482e-71,3.76,0.0,0.957440050956631,0.9998737175288149,1.137143077874915e-42,2.5854480518787506e-66,1.439239497083094e-06,1.0290372933227277e-06,3.467315262849464e-07,6.347051863997213e-08,0.00012628247113308425,1.031032502075014e-14,3.763576865365177e-24,8.559806555889743e-14,3.5403203141150707e-20,6.113601442777985e-14,1.0552874279525835e-35,6.096304365553583e-35,9.34689994315881e-18,7.785991565798359e-36,4.1202828098100406e-21,1.9154932996860416e-41,4.0346296370354303e-35,1.3752866278569603e-37,6.845755487881476e-36,3.8362457239880163e-35,9.795468563351607e-43,1.2744940037200895e-41,9.110069263389445e-38,1.358195844051106e-18,2.2036913990392795e-14,1.3358935681777233e-22
8.539133276672877e-09,0.6006791640129603,3.269930092020652e-24,1.1929455177218118e-17,2.2511566860114205e-27,2.495809454310768e-22,0.0,0.0,1.038832116513261e-21,3.9755369307738206e-39,7.807954935551855e-19,2.3646677399382735e-29,1.0104601628839788e-21,8.740553766513393e-61,5.517424783803473e-48,7.312206732311529e-43,6.201184132921554e-49,2.3440933105072945e-14,5.262274889575074e-68,1.3378999571308895e-67,4.69447068136709e-56,5.685863132735704e-59,3.883009985070322e-45,1.36946198371572e-60,5.430870437426743e-39,2.3268137887350966e-52,1.4227416635373524e-52,1.5740655827588597e-61,6.868889303799389e-95,9.05761265953421e-78,2.041023881045321e-36,3.7930848451565327e-73,3.559187437702644e-55,1.423746531091001e-71,3.76,0.0,0.9574400058961,0.9998737175288325,1.4347955384305912e-42,3.430748378944819e-66,1.4843000286862998e-06,1.0627769436597886e-06,3.5760077994113523e-07,6.392214084646113e-08,0.0001262824711121966,1.0981437433928164e-14,4.1333187464537584e-24,8.626296993593925e-14,3.662303105380082e-20,6.511912874921495e-14,1.256775910538867e-35,7.087221578810834e-35,9.956301277973348e-18,9.313756820827714e-36,4.2658623940025345e-21,2.2957297307173903e-41,4.6944174320743003e-35,1.6259533765354173e-37,8.135148948976863e-36,4.500818794420772e-35,1.1710096253239227e-42,1.5242791352847466e-41,1.1185721535094815e-37,1.4024021290860365e-18,2.3440934380936117e-14,1.4297970418073812e-22
8.798365348203372e-09,0.6006791687470556,3.643899245932756e-24,1.2618451781275244e-17,2.5811305415688102e-27,2.7306351038391588e-22,0.0,0.0,1.1370283003725672e-21,4.760471748117562e-39,8.552801275547508e-19,2.6688339185204665e-29,1.1050112831758269e-21,1.0395571149542159e-60,6.714199696527242e-48,8.398542571990695e-43,7.461527561314879e-49,2.4888288993772332e-14,7.061471155104402e-68,1.650317896071886e-67,5.787150292648305e-56,7.002899042932837e-59,4.6126837534931756e-45,1.7925556504816632e-60,6.302905198386354e-39,2.8455828393334307e-52,1.701880586504627e-52,1.976050708923918e-61,9.885335996743343e-95,1.1918365674942813e-77,2.3681520109978192e-36,5.130863952341295e-73,4.387566723645083e-55,1.9298020007728505e-71,3.76,0.0,0.9574399608355711,0.9998737175288378,1.7981608669399678e-42,4.514463857632374e-66,1.5293605581903408e-06,1.0965492708149603e-06,3.6847032477376076e-07,6.434079285684336e-08,0.00012628247110333236,1.1674196777105118e-14,4.5266996889925245e-24,8.687933767785375e-14,3.7844197719897635e-20,6.923079450938942e-14,1.4889719960016776e-35,8.200978446070049e-35,1.058537532200713e-17,1.1081163061503434e-35,4.411613020962812e-21,2.7362558888827497e-41,5.436932934377078e-35,1.9125522816611805e-37,9.616067615497001e-36,5.255687430490957e-35,1.3923453470130898e-42,1.8131442678587325e-41,1.3651035363142193e-37,1.4466097137569526e-18,2.4888290389678866e-14,1.5270174380061023e-22
9.057597419733867e-09,0.600679173481151,4.0486077421325255e-24,1.3327139937177494e-17,2.9482818980084314e-27,2.9797384967348e-22,0.0,0.0,1.2412498483008698e-21,5.670593510856753e-39,9.343959323621803e-19,3.001565114809022e-29,1.205248337551468e-21,1.2302690509830235e-60,8.12537336766603e-48,9.609405741888069e-43,8.930834071614942e-49,2.6378981610454276e-14,9.395783404293873e-68,2.02323830135506e-67,7.090657052091574e-56,8.572413440839765e-59,5.452209166644228e-45,2.3279997094736888e-60,7.283138054666079e-39,3.460132132489193e-52,2.025147604952608e-52,2.4648425413362485e-61,1.4077908132207225e-94,1.555949670203092e-77,2.7357545644574813e-36,6.87992810653275e-73,5.3757640496264814e-55,2.5929139872476976e-71,3.76,0.0,0.9574399157750444,0.9998737175288123,2.239231211867694e-42,5.893853835045545e-66,1.574421085595237e-06,1.1303518891370485e-06,3.793401394875132e-07,6.472888161399841e-08,0.00012628247112527242,1.2388622972919936e-14,4.944465879103665e-24,8.745071213377946e-14,3.9066605400803026e-20,7.34711314086228e-14,1.7554351569890696e-35,9.448282396082691e-35,1.1234140426757755e-17,1.3116862872851564e-35,4.5575222088061194e-21,3.2443506258291423e-41,6.269562806301537e-35,2.238903532204188e-37,1.1309690538414043e-35,6.109956188038948e-35,1.6470999723136012e-42,2.145741396953704e-41,1.6564427511981497e-37,1.4908185029888068e-18,2.6378983133702988e-14,1.6275621657012782e-22
