Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879)
7.177717858916302e-05,0.6019814383121489,8.035873711149369e-12,8.142375041630723e-10,3.804243932303891e-11,1.4835890767548224e-10,0.0,0.0,1.1690698444943474e-09,2.373260564086444e-15,4.723018371070049e-07,1.2341210037259514e-13,3.4606169758584314e-12,4.952707187413415e-37,2.9095144224150833e-26,9.182514450565657e-24,5.055183047560631e-25,1.6512040375588936e-06,8.565671120600246e-33,-2.1806619451471428e-32,-2.448528200740614e-28,1.2975790113891887e-32,8.648974649429135e-25,1.4040304070040403e-26,3.7493001171754084e-20,3.960934021604176e-28,3.084891542201743e-33,1.1229729692095716e-30,7.731168081991618e-47,1.6724601644857883e-41,2.157255087762763e-18,7.0770300818363776e-37,4.379824994345964e-30,3.825927370033849e-34,3.76,0.0,0.9450458806224181,0.9998695839301593,1.837029640158951e-14,1.7387448149740143e-30,0.012396918293361378,0.009400003370446615,0.0029905670537367837,6.905019010346783e-08,0.00012628193982197047,8.371718419328352e-07,7.49433581335278e-14,1.0886882024378538e-13,3.3970202201357107e-16,4.488813134239503e-06,6.708661316798073e-17,6.294113400023716e-18,7.619554120502162e-10,1.1565917636325865e-16,8.667844843864187e-17,1.5259126221529433e-22,6.196278230639992e-17,7.042551738027409e-19,4.36045969744926e-17,5.238413807085229e-16,7.089335740085892e-24,9.371126398117607e-23,6.579656924867912e-15,1.2136944507225687e-14,1.6519617216006704e-06,2.316648306308475e-11
7.568808138216674e-05,0.6020519277290715,9.269597328858618e-12,9.102784439616115e-10,4.410832777036086e-11,1.7391077753250124e-10,0.0,0.0,1.3712023319454242e-09,3.243405290550764e-15,5.514456521162871e-07,1.5207088826478975e-13,3.847765636462479e-12,7.326068866657724e-37,3.731050746155929e-26,1.191339841430606e-23,6.942029056330302e-25,1.8354081732898048e-06,1.2934969541863366e-32,-7.175409564289174e-33,-2.9212513188944304e-28,2.9211330594772454e-33,1.1224699009797783e-24,2.2477089700281592e-26,4.8043924492199755e-20,6.10833274564902e-28,3.814039735966032e-33,1.7083158574874886e-30,1.5817375947667751e-46,2.942487365247484e-41,2.7961940778523253e-18,1.1340681334113207e-36,6.37846687770271e-30,6.127980519472726e-34,3.76,0.0,0.9443751139589451,0.9998691226308378,2.5086031390032447e-14,2.786423908279115e-30,0.013067857501238999,0.009908416580076466,0.0031523658588196494,6.90173501384267e-08,0.00012628188106116866,9.307024740855229e-07,8.339755231129163e-14,1.0963497295349548e-13,3.580333255215468e-16,4.963247752410419e-06,8.317223163297672e-17,7.800262804901834e-18,8.474329194606043e-10,1.4342871805122354e-16,9.689625876705307e-17,1.8915662854934498e-22,7.697862628233099e-17,8.74947629781515e-19,5.4173322576619854e-17,6.508758103232291e-16,8.788145523351838e-24,1.1616720042873057e-22,8.606705296292126e-15,1.279208921071617e-14,1.8362963264123809e-06,2.984982817614133e-11
7.959898417517046e-05,0.6021223684957124,1.0626685744092363e-11,1.0124345541643957e-09,5.067188987263073e-11,2.022350164214837e-10,0.0,0.0,1.595449526139222e-09,4.362219282001082e-15,6.38714321406496e-07,1.8539450546977245e-13,4.255357517069614e-12,1.0646210954357693e-36,4.7296009525328333e-26,1.5251913381212738e-23,9.406442058679095e-25,2.0292821718033066e-06,1.9130165226513103e-32,4.9710890639687433e-33,-2.9059188120376036e-28,1.6440061340353162e-32,1.4374220081839079e-24,3.5152550203203453e-26,6.085888390376179e-20,9.245771413341348e-28,4.665144594774738e-33,2.5439190665874877e-30,3.1275448254138867e-46,5.036584965094747e-41,3.578264001593586e-18,1.7789204228395666e-36,9.11377854305172e-30,9.606597149419934e-34,3.76,0.0,0.9437048234089237,0.9998686370890141,3.3674207430386786e-14,4.37056627038841e-30,0.013738333638068397,0.010416442512733113,0.0033140466725837783,6.898453268508193e-08,0.0001262818192390669,1.0291647815805283e-06,9.230167942866395e-14,1.1040054294116842e-13,3.7634634891999317e-16,5.458637883311985e-06,1.0198790082983405e-16,9.561464712123043e-18,9.375093922954913e-10,1.7591578733471643e-16,1.0803617167913943e-16,2.3192163280582865e-22,9.45683150043026e-17,1.0749024247096866e-18,6.65539017099697e-17,7.996994444901128e-16,1.077498691589016e-23,1.4243052126880822e-22,1.1104837897569933e-14,1.3446601924231743e-14,2.03031494659125e-06,3.7940819464198794e-11
8.350988696817418e-05,0.6021927606837665,1.2112917644536357e-11,1.1208591264344533e-09,5.772785350549153e-11,2.334734438189068e-10,0.0,0.0,1.842974775279616e-09,5.78273583543547e-15,7.344558956139444e-07,2.238493386833928e-13,4.683385985562152e-12,1.5221156086725385e-36,5.932374433639759e-26,1.9292235115523764e-23,1.2593001726140508e-24,2.232815967750158e-06,2.7768572625929413e-32,-5.740911593412492e-33,-2.65864073508574e-28,-9.562635008727457e-33,1.8186553449727644e-24,5.382566868952186e-26,7.628419802988527e-20,1.3754670523570656e-27,5.651044702217253e-33,3.7158932864076115e-30,5.994722559516753e-46,8.407949736669802e-41,4.5262708601086686e-18,2.7372243961325227e-36,1.279963532595843e-29,1.4770923733768213e-33,3.76,0.0,0.9430350086344352,0.9998681273271777,4.450616636214106e-14,6.723886347363755e-30,0.014408347386138729,0.010924081447054708,0.0034756095808928986,6.895173772750588e-08,0.00012628175435850495,1.1325558084063392e-06,1.01655469816386e-13,1.1116553062721942e-13,3.9464111177569813e-16,5.974607216004388e-06,1.23825412230277e-16,1.1604898733027521e-17,1.0321993442113762e-09,2.1362464162871902e-16,1.2015932208421002e-16,2.8154756586047535e-22,1.1500933078555587e-16,1.307274717586467e-18,8.09416966884794e-17,9.726628271299475e-16,1.3080583043698933e-23,1.7290734439626e-22,1.4151637738534686e-14,1.4100483328168802e-14,2.2340082409559906e-06,4.7630340602795105e-11
8.74207897611779e-05,0.6022631043642462,1.3733837525062363e-11,1.2357118096745372e-09,6.526850072822304e-11,2.6776774744063226e-10,0.0,0.0,2.1149432592633537e-09,7.565816209959205e-15,8.39012183575481e-07,2.6792142674466987e-13,5.131845508435253e-12,2.143743771535764e-36,7.369100722555076e-26,2.4137322223968428e-23,1.667602405756155e-24,2.445999506338219e-06,3.96280415050751e-32,2.188968823291339e-32,-2.5614280579003527e-28,-6.0343032673940025e-33,2.2759019190978053e-24,8.084793115718331e-26,9.469800604558693e-20,2.0136384920433946e-27,6.7852121438857e-33,5.333526951823942e-30,1.116815551338763e-45,1.371853539007191e-40,5.6653218886027054e-18,4.138865825543094e-36,1.7696986903063823e-29,2.2316117507083922e-33,3.76,0.0,0.942365669297802,0.9998675933677832,5.799788693592647e-14,1.0164383381253417e-29,0.015077899421258766,0.011431333661465438,0.00363705466954644,6.891896524978214e-08,0.0001262816864223184,1.2408725992264001e-06,1.1145865386672638e-13,1.1192993643174094e-13,4.1291763362513046e-16,6.510785711840356e-06,1.4899117307247593e-16,1.395909750970561e-17,1.1315186334518523e-09,2.5708471546757646e-16,1.333289081194555e-16,3.3872863953155146e-22,1.385931177433728e-16,1.5753784434143528e-18,9.754190109842383e-17,1.1722348443678966e-15,1.5737186514206692e-23,2.0802400537476786e-22,1.7832733468271984e-14,1.475373410187121e-14,2.447366878379515e-06,5.91201618916313e-11
9.133169255418162e-05,0.6023333996074948,1.5494739708921446e-11,1.3571581838858479e-09,7.328401113003492e-11,3.0525948480073686e-10,0.0,0.0,2.4125217194964365e-09,9.780832397350267e-15,9.527188564120682e-07,3.1811615620267124e-13,5.600731683416277e-12,2.977545240184473e-36,9.072071443747892e-26,2.989922285453738e-23,2.186464987135051e-24,2.6688227432845e-06,5.5676188705584e-32,-3.738996584962497e-33,-2.6451946540275173e-28,-1.2702428343453293e-32,2.8197531140873746e-24,1.1932127222696457e-25,1.1651091521922029e-19,2.904193864909273e-27,8.08175154135862e-33,7.533953983066434e-30,2.0269907683888207e-45,2.191810853879524e-40,7.022934323794444e-18,6.159499869859166e-36,2.4121228804462033e-29,3.318064030274511e-33,3.76,0.0,0.9416968050615846,0.9998670352332496,7.461155816136771e-14,1.5121713213808543e-29,0.015746990412861123,0.0119381994341763,0.0037983820242795895,6.888621523600537e-08,0.00012628161543333814,1.3541121993821895e-06,1.2171096203375904e-13,1.1269376077450331e-13,4.311759339746116e-16,7.066809500366317e-06,1.778061767558664e-16,1.6653943339700373e-17,1.2354845076430742e-09,3.068505577371757e-16,1.4761024913945037e-16,4.0419190034266896e-22,1.656250454536354e-16,1.8826858998699507e-18,1.1656951420542755e-16,1.4010024164423289e-15,1.8778575409759313e-23,2.4822700447618177e-22,2.224218829343819e-14,1.5406354923636435e-14,2.67038153777341e-06,7.262227163547135e-11
9.524259534718534e-05,0.602403646483195,1.7400659625239964e-11,1.4853693147299393e-09,8.176281265185439e-11,3.4609008479581885e-10,0.0,0.0,2.736878176169497e-09,1.2506369711910991e-14,1.0759055499040269e-06,3.7495796352808073e-13,6.090041272871318e-12,4.082474242771633e-36,1.1076202101677838e-25,3.669937172920187e-23,2.8408655707037307e-24,2.9012756447663685e-06,7.710691720724509e-32,1.2872726326388848e-32,-2.7289071535216856e-28,1.4671330622106992e-32,3.461687697206949e-24,1.7328803910879105e-25,1.421665632592267e-19,4.130731051553438e-27,9.555399439920796e-33,1.0487471220645847e-29,3.591471248404255e-45,3.4347294618943335e-40,8.62914363714326e-18,9.034234430454568e-36,3.245030387449523e-29,4.8618423127523265e-33,3.76,0.0,0.941028415588584,0.9998664529459624,9.485693697747812e-14,2.2170437700237868e-29,0.016415621024104765,0.012444679043185893,0.003959591730763342,6.885348767028143e-08,0.00012628154139439097,1.4722716548962684e-06,1.3241212483363817e-13,1.1345700407495621e-13,4.494160323004811e-16,7.642320776933052e-06,2.1060597327345805e-16,1.9720664807125466e-17,1.3441156497230582e-09,3.6350176902176975e-16,1.6307083471406164e-16,4.786971434580461e-22,1.9642437269160534e-16,2.232827334956369e-18,1.3824931542226102e-16,1.6616701903482075e-15,2.2240049289118996e-23,2.939829538257649e-22,2.748288777919445e-14,1.6058346470719658e-14,2.903042908072488e-06,8.835818439819671e-11
9.999999999999998e-05,0.6025439954074485,1.9921490803880594e-11,1.6507057321081544e-09,9.268254355927032e-11,4.004636565355462e-10,0.0,0.0,3.1692294776018996e-09,1.6638856271220672e-14,1.2390029614123763e-06,4.5385044555668785e-13,6.7127901340086045e-12,5.89698925561428e-36,1.3974613906633749e-25,4.656131919670095e-23,3.863051850971582e-24,3.1970094130341924e-06,1.1256882753816814e-31,1.163455665023004e-31,-2.664652484183063e-28,8.115754102654616e-32,4.392778335197153e-24,2.674958425539319e-25,1.792479745728267e-19,6.231939354341693e-27,1.1609034520697683e-32,1.5402444070518448e-29,7.00992267836467e-45,5.792867950927141e-40,1.0965563428971289e-17,1.4141694016141652e-35,4.580617225796129e-29,7.601932740711228e-33,3.76,0.0,0.9402159949831135,0.9998657120966424,1.2519116120892811e-13,3.4690880058647893e-29,0.017228354812932743,0.013060264289860795,0.004155536263058709,6.881370657130305e-08,0.0001262814472223959,1.6226344920869118e-06,1.4603422770373008e-13,1.1438466614681796e-13,4.71579629101808e-16,8.368162453300383e-06,2.563841748451945e-16,2.3999673736315918e-17,1.4825781280119975e-09,4.425728735879814e-16,1.8356846081427625e-16,5.826661795440255e-22,2.394514693081371e-16,2.7219869721347816e-18,1.6853678465442463e-16,2.0258511839680668e-15,2.707039416326455e-23,3.578335074255779e-22,3.514127680836456e-14,1.6850612068144628e-14,3.199054291688512e-06,1.1084503638616095e-10
0.00010306440093319276,0.6025439954074485,2.1666400212694512e-11,1.7627947984874665e-09,1.0005733893833231e-10,4.383329549022129e-10,0.0,0.0,3.4706018343405638e-09,1.9853809267280098e-14,1.3520079630395995e-06,5.107740829930682e-13,7.129923774160484e-12,7.407742771154374e-36,1.6140870379597705e-25,5.394880152022538e-23,4.680782360649379e-24,3.3950303580469975e-06,1.422721548818415e-31,-7.377549972019237e-33,-2.6922484888859834e-28,-3.874975686306048e-33,5.090320775734091e-24,3.500759569098399e-25,2.0694868151834437e-19,8.045978805293747e-27,1.3096125174079787e-32,1.953955946225989e-29,1.0618585893823009e-44,8.006756037557872e-40,1.2720731486358045e-17,1.869201439786748e-35,5.670234456671799e-29,1.0042385215657354e-32,3.76,0.0,0.9396930595846325,0.9998652160025013,1.4852595494151103e-13,4.5849557199300963e-29,0.017751503727382174,0.013456480881038476,0.004281658541346023,6.878809981947163e-08,0.00012628138417788127,1.7233383195129512e-06,1.551599367086159e-13,1.1498174922513574e-13,4.858417006378491e-16,8.850404306773553e-06,2.8957475061548636e-16,2.7101360254790394e-17,1.5754559301830775e-09,4.999035843987284e-16,1.9781078333881008e-16,6.580359852927077e-22,2.7067148980015417e-16,3.076920416346709e-18,1.9051334773602403e-16,2.290111725579552e-15,3.057203368204706e-23,4.0412039465805224e-22,4.0915989649547274e-14,1.7360444444684796e-14,3.397268587149688e-06,1.2746093333801555e-10
0.00011088620651920019,0.6026841516816812,2.656623808582408e-11,2.069449329517532e-09,1.2003752964954458e-10,5.456252780841421e-10,0.0,0.0,4.325473237202522e-09,3.044896373605771e-14,1.6698395830920028e-06,6.799353730772177e-13,8.251491726070769e-12,1.2884518459002496e-35,2.2896032398553017e-25,7.70555238388948e-23,7.496029645260582e-24,3.92718358289508e-06,2.5081685417635956e-31,8.761027051257384e-32,-2.169197449923281e-28,-5.803604829031938e-32,7.272387572835995e-24,6.721474378080811e-25,2.9327075369355773e-19,1.4975636903084945e-26,1.753790893616321e-32,3.4765026258427736e-29,2.9023060160735375e-44,1.754207974071457e-39,1.823481039484681e-17,3.694637648497432e-35,9.508415070610637e-29,1.9815124584552498e-32,3.76,0.0,0.9383595985931353,0.9998638827158247,2.2407400531061513e-13,9.057867776408937e-29,0.019085552714675803,0.014466741394794064,0.004603255785380688,6.872280157042358e-08,0.00012628121479532005,1.9940489749924866e-06,1.7969993487296333e-13,1.1650417523150427e-13,5.221947938546181e-16,1.0132291399119072e-05,3.888719153881677e-16,3.637781060548229e-17,1.8257194442523448e-09,6.714256262836535e-16,2.38133425229727e-16,8.834752387950812e-22,3.641649493657768e-16,4.139843053916118e-18,2.563268688463567e-16,3.081539515081516e-15,4.104581421732281e-23,5.425694596602139e-22,5.914622855835804e-14,1.8660033421167564e-14,3.929969626972257e-06,1.7836500815939896e-10
0.00011870801210520761,0.6028241158406827,3.213167775426212e-11,2.406853377533142e-09,1.4158195577882013e-10,6.690940213354458e-10,0.0,0.0,5.310854400632415e-09,4.532801095041302e-14,2.031830278678197e-06,8.872942095563007e-13,9.454764759716889e-12,2.1589063761633205e-35,3.1718597751790067e-25,1.073571068796328e-22,1.1712467953857523e-23,4.4976554201194645e-06,4.2503824621126e-31,1.9212296688594603e-32,-1.7278086974828333e-28,-2.6955655599088114e-32,1.013431885057349e-23,1.2347637397968598e-24,4.0591423480475427e-19,2.677699776860466e-26,2.3021365310783886e-32,5.943735163932272e-29,7.398682709112127e-44,3.640900000149329e-39,2.551323012403043e-17,7.019148399455344e-35,1.5387994508073883e-28,3.757390446965437e-32,3.76,0.0,0.9370280299251013,0.9998624532638547,3.273898633684368e-13,1.7196780194392562e-28,0.020417773075474915,0.015475462800874133,0.0049243841459299265,6.865759279638744e-08,0.00012628103326917431,2.2843800143384047e-06,2.0602996571869528e-13,1.1802428543822328e-13,5.58475466698842e-16,1.1485327929942145e-05,5.117028965904618e-16,4.784796857360203e-17,2.09511219067599e-09,8.836001951672824e-16,2.8465998921372373e-16,1.1622634749243682e-21,4.799551491341042e-16,5.456281552313246e-18,3.378376054901308e-16,4.061797673002425e-15,5.399815439660124e-23,7.137817042099108e-22,8.335357274780205e-14,1.9957118781219303e-14,4.501071898297013e-06,2.4311713786774103e-10
0.0001257476371326143,0.6029499197595143,3.773324095512727e-11,2.738102370607979e-09,1.6221046223775502e-10,7.949766361545543e-10,0.0,0.0,6.317017724122228e-09,6.341579617604161e-14,2.3973158029066457e-06,1.1108109794588676e-12,1.0607602383314681e-11,3.3391103966656014e-35,4.177457182342558e-25,1.4202701629048786e-22,1.7180131637066233e-23,5.043776581394388e-06,6.632586152701611e-31,-8.484339332357165e-33,-1.743934919494121e-28,-1.0376212040564879e-33,1.3409194762927297e-23,2.064729150355683e-24,5.342100856991787e-19,4.381549001699257e-26,2.897145945149737e-32,9.347728513803077e-29,1.630324916420604e-43,6.746898444203497e-39,3.3895502075323433e-17,1.2143369166784535e-34,2.3109722046537947e-28,6.486122698443762e-32,3.76,0.0,0.9358312338410544,0.9998610846824162,4.496580955078776e-13,2.9718158436056867e-28,0.02161521205754426,0.01638199795847346,0.005212999338771902,6.859898129627589e-08,0.000126280859531398,2.5624338757806603e-06,2.312556922865719e-13,1.1939040737546267e-13,5.910662803650143e-16,1.2761770733899744e-05,6.452069007578119e-16,6.031008961675075e-17,2.354113631644637e-09,1.1142058811689402e-15,3.3238144531069787e-16,1.465192883421709e-21,6.059275061577479e-16,6.888505526747834e-18,4.2651763386864903e-16,5.128334571921362e-15,6.807207588315491e-23,8.998197290655302e-22,1.1136908215061673e-13,2.1122359447600713e-14,5.047835855670929e-06,3.150005397392423e-10
0.00013278726216002097,0.6030755688670006,4.3916225475839396e-11,3.0966955611878346e-09,1.8392775070347887e-10,9.356923748109357e-10,0.0,0.0,7.443289591781562e-09,8.707524285761846e-14,2.8021179017409517e-06,1.3733479705128007e-12,1.1826701293952696e-11,5.040974179953691e-35,5.4186241232575645e-25,1.849776924400116e-22,2.480828833744208e-23,5.6208132129321865e-06,1.0094082483659066e-30,7.224957665453748e-32,-1.9483158384366349e-28,-2.3112117205917435e-32,1.7466603398383774e-23,3.357903992544025e-24,6.924579351937819e-19,6.986600341488712e-26,3.60041244730365e-32,1.4337399476609855e-28,3.4450862511343157e-43,1.207844893485225e-38,4.434719913440171e-17,2.048249559459182e-34,3.3939618095943888e-28,1.092106306412213e-31,3.76,0.0,0.9346359664091155,0.9998596384798434,6.053517388792656e-13,5.009282146473213e-28,0.0228111774846046,0.01728728984255359,0.005501235784957744,6.854044207625392e-08,0.0001262806759917602,2.8563439418506143e-06,2.579280331902158e-13,1.207546586504965e-13,6.235986706590628e-16,1.4091952809826922e-05,8.032163271214562e-16,7.50546739831671e-17,2.6289890471445503e-09,1.3871291122479407e-15,3.8616612990621393e-16,1.823633122233039e-21,7.551394346902357e-16,8.5849710905532e-18,5.315590267658999e-16,6.39170611452712e-15,8.472499419021559e-23,1.1199485778635967e-21,1.4644473539860863e-13,2.2285580430266885e-14,5.6255910779361685e-06,4.0144775009713525e-10
0.000139122924684687,0.603188521006374,4.999305041426014e-11,3.443789329581689e-09,2.0434412142116752e-10,1.0756947285948185e-09,0.0,0.0,8.565253618487881e-09,1.141740334254481e-13,3.201375172219109e-06,1.646379186210783e-12,1.2980595263256995e-11,7.167406081403694e-35,6.767721515501288e-25,2.318295962121556e-22,3.411306453596275e-23,6.166531041477635e-06,1.4449185362529314e-30,1.3084618156585008e-33,-2.0065943142600801e-28,6.50332765632697e-34,2.189283097015552e-23,5.091437518184663e-24,8.643691379209566e-19,1.0421284673597466e-25,4.336107154374282e-32,2.066738677653855e-28,6.535508542941349e-43,1.9873419387098178e-38,5.582024290471483e-17,3.217056565979642e-34,4.714858812254101e-28,1.712129731494032e-31,3.76,0.0,0.9335615311042467,0.9998582706378517,7.79056428724762e-13,7.860856900552949e-28,0.023886289395140082,0.01810099086915477,0.005760325167953491,6.848781850164707e-08,0.00012628050243892954,3.13440585180307e-06,2.831686994208314e-13,1.2198088738821804e-13,6.528279623947059e-16,1.533360975603735e-05,9.686988009422732e-16,9.049181400827238e-17,2.890122748291386e-09,1.6729444684476861e-15,4.40193803221414e-16,2.19893300113178e-21,9.115088653766323e-16,1.0362834192479846e-17,6.41640491507391e-16,7.71574981657189e-15,1.0216119805535423e-22,1.3504313992113204e-21,1.8508204887329198e-13,2.3330755699902272e-14,6.172023915214513e-06,4.930745168813817e-10
0.000145458587209353,0.6033013483148982,5.656845520053309e-11,3.81486897225297e-09,2.2553803759163052e-10,1.22896960397916e-09,0.0,0.0,9.794976212015416e-09,1.4786435221333229e-13,3.6348987527506426e-06,1.9574422671224515e-12,1.4188269022352235e-11,1.0026811981661673e-34,8.367009275936056e-25,2.8755930673466576e-22,4.6413828811238176e-23,6.737201343554419e-06,2.0342926331486655e-30,-1.0264414290495892e-32,-1.936382369280109e-28,4.562186251906625e-33,2.71580252604313e-23,7.578897595046351e-24,1.0680581935185604e-18,1.5276915948382192e-25,5.178952375060758e-32,2.9302556028781356e-28,1.2057437365955948e-42,3.1962176307014476e-38,6.955095453223546e-17,4.968069100551602e-34,6.45385167958873e-28,2.6399895030780996e-31,3.76,0.0,0.9324883310045996,0.9998568401206391,9.89568082580697e-13,1.2132602630159281e-27,0.02496021311608655,0.01891368731881021,0.006019108528790565,6.84352533323614e-08,0.00012628032097158058,3.4252848431896903e-06,3.095787108112011e-13,1.232056046232164e-13,6.820101031416885e-16,1.6616125800914406e-05,1.158461323313318e-15,1.0818890145405066e-16,3.164452637052841e-09,2.000674305100039e-15,4.999645177675417e-16,2.6291969741452696e-21,1.090917011563894e-15,1.2402659095575054e-17,7.679421834026532e-16,9.23494075362504e-15,1.221509971068925e-22,1.6146692708197622e-21,2.3146071037977757e-13,2.4374301004483718e-14,6.743477086183675e-06,5.990845951348545e-10
0.00015179424973401902,0.6034140510550391,6.365530672145553e-11,4.210819119855606e-09,2.4747138235050316e-10,1.3961115975837613e-09,0.0,0.0,1.113740829712849e-08,1.8934027758352137e-13,4.103782271409281e-06,2.3097515543866026e-12,1.544979170827829e-11,1.3819672692755218e-34,1.024806843504302e-24,3.5332847841906525e-22,6.253511978513772e-23,7.3327820392841856e-06,2.8208911127581803e-30,1.1632456345208634e-31,-1.83097565378495e-28,-4.7741702371226026e-32,3.337196020317282e-23,1.1093480834712561e-23,1.3075199352732192e-18,2.204118069967511e-25,6.138852756198373e-32,4.092167543610085e-28,2.1700585714607157e-42,5.033515031914787e-38,8.585618658889774e-17,7.5529020060868705e-34,8.7157825015937e-28,4.009670982143354e-31,3.76,0.0,0.9314163646902647,0.9998553470216389,1.2421060105138539e-12,1.8444853545498236e-27,0.02603295114540335,0.01972538036148392,0.00627758622803147,6.838274650146666e-08,0.00012628013160151166,3.7289683974837115e-06,3.3715692532526196e-13,1.2442881212071396e-13,7.111451740431158e-16,1.7938289304893345e-05,1.374755526696945e-15,1.2835475022675855e-16,3.4521610533360807e-09,2.374197865236484e-15,5.65897230605448e-16,3.119503447799795e-21,1.2955051215383463e-15,1.4728794664770815e-17,9.119717528628825e-16,1.0967422334010726e-14,1.4493033044689009e-22,1.915780986845802e-21,2.8668548246204323e-13,2.5416219165458576e-14,7.339911574847758e-06,7.207478598845805e-10
0.00015812991225868503,0.6035266294856809,7.126656241503068e-11,4.632531798897381e-09,2.7011406977185216e-10,1.5777145996536696e-09,0.0,0.0,1.2597495489581282e-08,2.3994360983051737e-13,4.60908697673428e-06,2.7066272073337035e-12,1.676524458899138e-11,1.8789046731615697e-34,1.2444825474176624e-24,4.303868182828835e-22,8.349156468860049e-23,7.953231115045614e-06,3.8575507692168914e-30,-9.295661894534775e-33,-1.7894159720526501e-28,-4.250678449933025e-33,4.065272154500456e-23,1.5988510485041957e-23,1.5870440076166943e-18,3.1336346661544547e-25,7.22615398167895e-32,5.6359282683960015e-28,3.816032394289843e-42,7.777745273356065e-38,1.0508089568709675e-16,1.1322558606503967e-33,1.1625538551059516e-27,6.005319504935916e-31,3.76,0.0,0.9303456307429652,0.9998537914340885,1.542292229762763e-12,2.7651081198841367e-27,0.02710450594704234,0.020536071165725006,0.0065357586258020075,6.833029794210933e-08,0.00012627993434049644,4.0454440011374575e-06,3.65902201380881e-13,1.2565051164379195e-13,7.402332560499278e-16,1.9298921217370816e-05,1.6199303069065983e-15,1.5120710724461794e-16,3.7534452273913045e-09,2.797560620761452e-15,6.384270607272083e-16,3.675147719921951e-21,1.5275064533051695e-15,1.736663611483001e-17,1.0753016393723513e-15,1.2932117850847344e-14,1.7074521377882512e-22,2.2570185404425595e-21,3.5196059320537e-13,2.6456512997567214e-14,7.96128843272429e-06,8.593622373177601e-10
0.00016446557478335105,0.6036390838622441,7.941557713561197e-11,5.080905943436908e-09,2.9344379885679125e-10,1.774371816867575e-09,0.0,0.0,1.4180179092919555e-08,3.011741659458924e-13,5.151842609550519e-06,3.1514930426855073e-12,1.8134721600012984e-11,2.522617098874564e-34,1.4993610966188564e-24,5.200742258120929e-22,1.1052375408784028e-22,8.598506622738637e-06,5.2079641088873684e-30,-2.1928640882685132e-32,-1.8072134375514258e-28,1.0114366879207533e-32,4.912691257821616e-23,2.271614158720953e-23,1.911221507821001e-18,4.394842947211029e-25,8.451644102439006e-32,7.663238216942028e-28,6.566280735113518e-42,1.1809561256371085e-37,1.2759925193139503e-16,1.674982637215698e-33,1.5330793758722943e-27,8.877398282235872e-31,3.76,0.0,0.9292761277460534,0.9998521734510278,1.8961649073949235e-12,4.0913313647799e-27,0.028174879951821,0.021345760898667382,0.00679362608179187,6.827790758751259e-08,0.00012627972920028338,4.374699145611147e-06,3.9581339785248454e-13,1.2687070495339055e-13,7.692744299221367e-16,2.0696874204969834e-05,1.8964314995152083e-15,1.769726158367577e-16,4.068517830830491e-09,3.2749735924202325e-15,7.1800486715387105e-16,4.301641046064829e-21,1.7892458819825656e-15,2.0342620545668182e-17,1.2595687950401032e-15,1.5148727154473192e-14,1.9985169603443608e-22,2.641766550425281e-21,4.2859385731119896e-13,2.7495185308888423e-14,8.607568778684098e-06,1.0162550824788741e-09
0.00017080123730801706,0.6037514144367504,8.811628047304858e-11,5.5568475447288e-09,3.1744542102667315e-10,1.986675796838748e-09,0.0,0.0,1.5890397669705587e-08,3.747003254549467e-13,5.7330482407817975e-06,3.647874560743897e-12,1.9558329859726735e-11,3.3477980290974454e-34,1.793341537179833e-24,6.238225415590954e-22,1.4514172458271355e-22,9.268566679015937e-06,6.948263303134756e-30,2.4941931535323686e-31,-1.8440409078195085e-28,-9.521882958542994e-32,5.892981298521165e-23,3.185078594596962e-23,2.284977454906385e-18,6.086306215394789e-25,9.82655641471794e-32,1.0297162962841806e-27,1.1079010976971768e-41,1.7639906184182988e-37,1.538158631366294e-16,2.44668918757081e-33,2.0004970974984917e-27,1.2964933923222651e-30,3.76,0.0,0.9282078542845101,0.9998504931652977,2.310194961270947e-12,5.980609689344326e-27,0.029244075558261546,0.022154450726028486,0.007051188955255214,6.822557537097585e-08,0.000126279516192596,4.716721327400933e-06,4.2688937407362017e-13,1.280893938083073e-13,7.982687762299466e-16,2.213103181385023e-05,2.2068015563304273e-15,2.0588677931546375e-16,4.397607529522585e-09,3.810812671882568e-15,8.050976209089181e-16,5.0047097112636895e-21,2.0831395082254565e-15,2.3684222489205534e-17,1.4664744088645759e-15,1.7637723333012015e-14,2.3251581624824704e-22,3.0735416912111168e-21,5.180007677786164e-13,2.8532238900883894e-14,9.278713798792746e-06,1.1927856415507196e-09
