Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211)
5.532771182410899e-10,0.7183386233033309,0.0,1.4530987837055328e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.6882262006218253e-18,1.2221343521179234e-28,0.0,9.853801904755729e-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710851544773616,0.9994194992494884,0.0,0.0,1.045062988251e-05,6.842753016902977e-06,1.9848955190109917e-06,1.6229445210209907e-06,0.0005805007504230009,2.319002099081768e-12,1.497861048423331e-20,3.2099431744377105e-11,2.9340823132637478e-19,1.7563538180794222e-13,1.035641126392094e-32,5.062223588733668e-31,3.1855564159049134e-16
5.761432027036859e-10,0.7183386800135032,0.0,1.529007167046264e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.9134684972299595e-18,1.441950402750825e-28,0.0,1.2212029350384643e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108511128687071,0.999409135308236,0.0,0.0,1.0882534989686656e-05,7.135962400965515e-06,2.0673621097115356e-06,1.6791713383729513e-06,0.0005908646916675066,2.5172165089411298e-12,1.6926100809556003e-20,3.401023539614802e-11,3.14258874777518e-19,1.9123488716482608e-13,1.2842912610257374e-32,6.207727450657879e-31,3.4758580260792964e-16
5.990092871662818e-10,0.7183387367236423,0.0,1.6062756224593951e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.1583020411646723e-18,1.6904699515342242e-28,0.0,1.5014216422678265e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108506809640606,0.9993993731993428,0.0,0.0,1.1314439842760575e-05,7.42990287112065e-06,2.1498592059753196e-06,1.7346362857871626e-06,0.0006006268005525544,2.7237509696019358e-12,1.9036467937419036e-20,3.5928226166000236e-11,3.355502986157325e-19,2.0753550956712628e-13,1.5799155911032057e-32,7.552591438033354e-31,3.7797650757252557e-16
6.218753716288777e-10,0.7183387934337484,0.0,1.6849100771092005e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.4235895984571754e-18,1.9701386882776958e-28,0.0,1.832335034978463e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108502490596765,0.9993901779727148,0.0,0.0,1.1746344441752038e-05,7.72456451875764e-06,2.2323863960202278e-06,1.7893496860337826e-06,0.0006098220271720474,2.9386256840759346e-12,2.131639765961779e-20,3.7851005353778274e-11,3.572613748382094e-19,2.2453980626511784e-13,1.9292041811827378e-32,9.121955678721937e-31,4.0973365624550856e-16
6.447414560914737e-10,0.7183388501438206,0.0,1.7649159752350962e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.7101969749530646e-18,2.2835078647539654e-28,0.0,2.2208708118709485e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108498171555547,0.9993815167081125,0.0,0.0,1.2178248786681068e-05,8.019937569511198e-06,2.314943273494412e-06,1.8433217220149288e-06,0.0006184832917655566,3.161860581573411e-12,2.377259045578711e-20,3.977636692960645e-11,3.793719428792957e-19,2.4225016935812997e-13,2.339518325971853e-32,1.094302313464931e-30,4.428626670547844e-16
6.676075405540696e-10,0.7183389068538597,0.0,1.846298318879606e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.018992825840149e-18,2.63323464972429e-28,0.0,2.674624819365776e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108493852516955,0.9993733583987948,0.0,0.0,1.2610152877567403e-05,8.31601238144881e-06,2.3975294374131038e-06,1.8965624386540696e-06,0.0006266416010738428,3.393475321201097e-12,2.641176127128656e-20,4.170228401101785e-11,4.0186277591703953e-19,2.6066883912188547e-13,2.818932753772897e-32,1.3045145471667251e-30,4.773685177316692e-16
6.904736250166655e-10,0.7183389635638654,0.0,1.9290617067391503e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.3508484728021014e-18,3.02208247125716e-28,0.0,3.2019011764712804e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108489533480987,0.999365673839097,0.0,0.0,1.3042056714430535e-05,8.612779443271553e-06,2.4801444920955345e-06,1.949081744771298e-06,0.0006343261607620593,3.6334892956324796e-12,2.924063929682607e-20,4.3626895840131967e-11,4.2471554779528673e-19,2.7979791672574176e-13,3.3762788882928094e-32,1.5459909310235263e-30,5.132557840735333e-16
7.133397094792615e-10,0.7183390202738378,0.0,2.0132103699055033e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.70663773816313e-18,3.4529213360560827e-28,0.0,3.81175350782725e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108485214447642,0.9993584355191113,0.0,0.0,1.347396029728968e-05,8.910229372542393e-06,2.562788047102064e-06,2.000889414929902e-06,0.000641564480737952,3.8819216347219796e-12,3.226596775143718e-20,4.554849576483116e-11,4.479128000842034e-19,2.9963937593918863e-13,4.021189379450541e-32,1.8221222860325146e-30,5.505286756026818e-16
7.362057939418574e-10,0.7183390769837767,0.0,2.0987482045929256e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.087236793799265e-18,3.928728127952123e-28,0.0,4.51402726894538e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108480895416922,0.9993516175257319,0.0,0.0,1.3905863626163801e-05,9.208352913938945e-06,2.6454597171715087e-06,2.051995091257419e-06,0.0006483824741069004,4.1387912090692275e-12,3.5494503668441693e-20,4.746552011167342e-11,4.714379092162846e-19,3.201950738584956e-13,4.764143870938621e-32,2.1365402932171908e-30,5.891910682158992e-16
7.590718784044533e-10,0.7183391336936824,0.0,2.1856788018943925e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.493524025624755e-18,4.452586885362202e-28,0.0,5.31940323536525e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108476576388827,0.9993451954504539,0.0,0.0,1.4337766701071609e-05,9.507140937533805e-06,2.7281591221587498e-06,2.102408285237856e-06,0.0006548045493742347,4.404116633526977e-12,3.893301768478524e-20,4.9376537995119344e-11,4.952750539367792e-19,3.414667606675233e-13,5.61651610157041e-32,2.4931262338716113e-30,6.292465338683876e-16
7.819379628670493e-10,0.7183391904035547,0.0,2.274005475194355e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.926379908753382e-18,5.027689063543889e-28,0.0,6.239442097840692e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108472257363354,0.9993391463022903,0.0,0.0,1.4769669522031561e-05,9.806584437096909e-06,2.8108858869726372e-06,2.152138379480934e-06,0.0006608536975267921,4.677916270664041e-12,4.2588293833089993e-20,5.128024180199453e-11,5.194091833184576e-19,3.6345608863660024e-13,6.590622265536282e-32,2.8960197673850712e-30,6.706983679182476e-16
8.048040473296452e-10,0.7183392471133938,0.0,2.3637312855196298e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.386686892762243e-18,5.657333783036564e-28,0.0,7.286630164214447e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108467938340507,0.9993334484255935,0.0,0.0,1.5201572089061866e-05,1.0106674528420562e-05,2.893639641514246e-06,2.2011946294676974e-06,0.0006665515742121837,4.960208234182047e-12,4.6467129336492054e-20,5.317543831289212e-11,5.4382598550936065e-19,3.861646204509224e-13,7.699770645655233e-32,3.3496277455075045e-30,7.13549614412938e-16
8.276701317922411e-10,0.7183393038231994,0.0,2.454859064963289e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.875329295740695e-18,6.344928065790615e-28,0.0,8.474426144099707e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108463619320284,0.9993280814222982,0.0,0.0,1.5633474402180494e-05,1.0407402447665683e-05,2.9764200206154933e-06,2.249586165273936e-06,0.0006719185774955863,5.2510103922887506e-12,5.057633440610172e-20,5.506104039136384e-11,5.685118571719014e-19,4.09593836912274e-13,8.95831249079875e-32,3.8586330611522284e-30,7.578030894521949e-16
8.505362162548371e-10,0.7183393605329716,0.0,2.5473914382056273e-15,0.0,0.0,0.0,0.0,0.0,0.0,6.39319320779113e-18,7.09398705857825e-28,0.0,9.817309035960376e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108459300302684,0.9993230260787815,0.0,0.0,1.606537646140517e-05,1.0708759549730953e-05,3.0592266639781584e-06,2.2973219932697153e-06,0.0006769739210002756,5.550340371024641e-12,5.492273204127066e-20,5.693605927237504e-11,5.934538736246621e-19,4.3374514402184855e-13,1.0381694169645975e-31,4.428003531044794e-30,8.03461402651655e-16
8.73402300717433e-10,0.7183394172427107,0.0,2.6413308422106018e-15,0.0,0.0,0.0,0.0,0.0,0.0,6.941166403112365e-18,7.908134244695423e-28,0.0,1.1330827116845544e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710845498128771,0.9993182642970482,0.0,0.0,1.6497278266753384e-05,1.101073730664424e-05,3.1420592161133163e-06,2.3444109977956836e-06,0.0006817357027210494,5.8582155575441145e-12,5.951315783259136e-20,5.879959740619057e-11,6.18639759684788e-19,4.586198794696187e-13,1.1986510600035687e-31,5.063000811377903e-30,8.505269767853406e-16
8.962683851800289e-10,0.7183394739524162,0.0,2.7366795442667205e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.520138260089476e-18,8.791101644986434e-28,0.0,1.3031648041268396e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710845066227536,0.999313779030035,0.0,0.0,1.6929179818242385e-05,1.1313327305976264e-05,3.2249173262812143e-06,2.390861942816161e-06,0.0006862209697214237,6.174653103351227e-12,6.435445976762766e-20,6.065084182274273e-11,6.440578612983278e-19,4.842193185851328e-13,1.3790559967149446e-31,5.769189345893746e-30,8.990020657758232e-16
9.191344696426249e-10,0.7183395306620886,0.0,2.8334396585249408e-15,0.0,0.0,0.0,0.0,0.0,0.0,8.13099968821958e-18,9.746730009640077e-28,0.0,1.4937610041895773e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108446343265634,0.9993095542206251,0.0,0.0,1.7361081115889198e-05,1.1616521249275497e-05,3.307800648431615e-06,2.4366834735500433e-06,0.0006904457791179175,6.499669927492025e-12,6.945349803925892e-20,6.248905795436037e-11,6.696971179898031e-19,5.105446797992906e-13,1.5812899722009902e-31,6.552445345381133e-30,9.48888771184304e-16
9.420005541052209e-10,0.7183395873717275,0.0,2.9316131611745115e-15,0.0,0.0,0.0,0.0,0.0,0.0,8.774643061361727e-18,1.0778969001600124e-27,0.0,1.7067774231106502e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108442024258531,0.9993055747441693,0.0,0.0,1.779298215971062e-05,1.1920310950524218e-05,3.390708841144625e-06,2.481884118079692e-06,0.0006944252555601463,6.833282719703855e-12,7.48171448566159e-20,6.431358388564175e-11,6.95547036166582e-19,5.375971296628757e-13,1.8073903863793351e-31,7.418965797654049e-30,1.0001890573413878e-15
9.64866638567817e-10,0.7183396440813331,0.0,3.0312019043362257e-15,0.0,0.0,0.0,0.0,0.0,0.0,9.451962156762211e-18,1.1891877372265957e-27,0.0,1.944247800165289e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108437705254054,0.9993018263543019,0.0,0.0,1.8224882949723223e-05,1.2224688334615252e-05,3.473641567572015e-06,2.526472288938208e-06,0.0006981736454136946,7.175507943522331e-12,8.045228425856408e-20,6.612382500125422e-11,7.215976632647858e-19,5.653777874476429e-13,2.059532150475453e-31,8.375277507017483e-30,1.0529047651978541e-15
9.87732723030413e-10,0.7183397007909054,0.0,3.132207628764003e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0163852099565564e-17,1.3089623129977676e-27,0.0,2.2083389529041427e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108433386252201,0.9992982956319238,0.0,0.0,1.8656783485943355e-05,1.2529645435849422e-05,3.556598495379062e-06,2.5704562846751086e-06,0.0007017043677774071,7.52636183934608e-12,8.636581192972848e-20,6.79192490133144e-11,7.478395627449096e-19,5.938877293594902e-13,2.3400336724096154e-31,9.428246162409135e-30,1.1070376249862418e-15
9.999999999999999e-10,0.7183397575004444,0.0,3.186980116054679e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0560329972075879e-17,1.376864574020763e-27,0.0,2.361788849485191e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710843106918006,0.9992964867343701,0.0,0.0,1.888849089164813e-05,1.2693486075487271e-05,3.6011133783023676e-06,2.593806819471107e-06,0.0007035132653233367,7.718151054635377e-12,8.965546586510538e-20,6.88761899371345e-11,7.619936053676726e-19,6.094837792855664e-13,2.5030603703502896e-31,1.0035482969278718e-29,1.1366636607739502e-15
1.010598807493009e-09,0.7183397575004444,0.0,3.2346319754329023e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0911209312319321e-17,1.4376483701912024e-27,0.0,2.501356337654539e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.710842906725297,0.9992949699371646,0.0,0.0,1.9088683768387137e-05,1.2835174396453389e-05,3.639579296686902e-06,2.6138442914007378e-06,0.0007050300625219204,7.885860427459858e-12,9.256463501902144e-20,6.969938134149132e-11,7.74263789933741e-19,6.231279923890708e-13,2.6513629712517305e-31,1.0585085433394154e-29,1.16258926777119e-15
1.033464891955605e-09,0.7183398142099501,0.0,3.3384764961104736e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1694931469046975e-17,1.5756846090017235e-27,0.0,2.8257497203684645e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108424748256366,0.9992918373641463,0.0,0.0,1.952058379707049e-05,1.314126746511762e-05,3.7225836480154326e-06,2.6566443843097034e-06,0.0007081626355252438,8.254019511016644e-12,9.905567196064058e-20,7.146380082034013e-11,8.008618687227452e-19,6.530995778313252e-13,2.9961439210567953e-31,1.1853366093226426e-29,1.2195612359853267e-15
1.056330976418201e-09,0.7183398709194224,0.0,3.4437426629898307e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.251591745342044e-17,1.7235207021584817e-27,0.0,3.1841189577986135e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108420429262385,0.999288886698366,0.0,0.0,1.995248357200911e-05,1.3447916995554097e-05,3.8056112302267557e-06,2.6988645291836974e-06,0.0007111133012898577,8.630854678979382e-12,1.0584585229749377e-19,7.32121357076527e-11,8.276257691167855e-19,6.838034544993888e-13,3.3771626241159565e-31,1.3241025168141326e-29,1.2779549930289278e-15
1.0791970608807971e-09,0.7183399276288617,0.0,3.5504318774620783e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.3375067320688438e-17,1.8816173094942914e-27,0.0,3.5792198890387456e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108416110271027,0.9992861073765484,0.0,0.0,2.038438309321849e-05,1.3755115445073554e-05,3.888661728469176e-06,2.7405125838739727e-06,0.0007138926230918277,9.016381309022915e-12,1.1294211650701938e-19,7.494405997307595e-11,8.545478856275578e-19,7.152405616580872e-13,3.7973739138163545e-31,1.4756375112069478e-29,1.337771932010861e-15
1.1020631453433931e-09,0.7183399843382673,0.0,3.658545478089588e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.427328226303086e-17,2.050446092068745e-27,0.0,4.0139703375071364e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108411791282295,0.9992834894488213,0.0,0.0,2.0816282360713914e-05,1.4062855373181957e-05,3.971734832121761e-06,2.7815962997637577e-06,0.0007165105508027207,9.410614570396677e-12,1.2035141582936994e-19,7.665928984802903e-11,8.816210164966076e-19,7.47411811696996e-13,4.259907987245663e-31,1.640811300596861e-29,1.3990133836922108e-15
1.147795314268585e-09,0.7183400977569788,0.0,3.879050918729284e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.619051764705103e-17,2.422241914319318e-27,0.0,5.014938059595551e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108403153312702,0.9992787008365759,0.0,0.0,2.1680080134623e-05,1.4679930405923417e-05,4.137947634000247e-06,2.8621011969224432e-06,0.0007212991630148462,1.0225260638816243e-11,1.3613697757780266e-19,8.003872420749723e-11,9.36193415777726e-19,8.139602693452474e-13,5.325383118854654e-31,2.0157519522919813e-29,1.5257748771096486e-15
1.1889542663012577e-09,0.7183401998337052,0.0,4.0823895986277864e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.8058695034196093e-17,2.798519617947269e-27,0.0,6.084217127337014e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108395379149044,0.9992748545808239,0.0,0.0,2.2457497263588605e-05,1.5237077192977643e-05,4.2876134347394315e-06,2.932701198247775e-06,0.0007251454187351704,1.0988366789064717e-11,1.5148451249715397e-19,8.302103038645882e-11,9.857603740250947e-19,8.763733337577515e-13,6.464289320791795e-31,2.409388294809825e-29,1.6447443679214893e-15
1.2301132183339303e-09,0.7183403019103237,0.0,4.29036193055319e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.0067507525172167e-17,3.2174090725866073e-27,0.0,7.335400494431751e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108387604993888,0.9992714009847585,0.0,0.0,2.323491357074948e-05,1.5795867182603433e-05,4.437347833860564e-06,3.0015885756289257e-06,0.0007285990147681781,1.177990910527524e-11,1.6795486111098848e-19,8.594644941790976e-11,1.0357210440618512e-18,9.411782166566662e-13,7.797746396775029e-31,2.86259576102646e-29,1.7683478186340838e-15
1.271272170366603e-09,0.7183404039868344,0.0,4.5029742581254416e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.222224843199323e-17,3.682060521535839e-27,0.0,8.792193584471457e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108379830847233,0.9992682999587655,0.0,0.0,2.4012329056187622e-05,1.6356260498894205e-05,4.587149165702651e-06,3.068804871050858e-06,0.0007317000407272083,1.259996888155882e-11,1.8558893040661735e-19,8.881448098887916e-11,1.0860455761806876e-18,1.0083795407307232e-12,9.351272351441397e-31,3.381959323599619e-29,1.8965915414348382e-15
1.3124311223992756e-09,0.7183405060632373,0.0,4.72023268644895e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.4528221133399823e-17,4.195740704588973e-27,0.0,1.0480519676554871e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108372056709081,0.9992655155084447,0.0,0.0,2.478974371998306e-05,1.691821823319173e-05,4.737015804794989e-06,3.1343906188206666e-06,0.0007344844910133169,1.344862543935121e-11,2.04427727434228e-19,9.162486607154363e-11,1.1367069731279148e-18,1.0779817896406607e-12,1.1152800587819497e-30,3.974541887486761e-29,2.0294816132065307e-15
1.3535900744319483e-09,0.7183406081395322,0.0,4.9421431417496924e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.6990738789439965e-17,4.7618330764360696e-27,0.0,1.2428652122246637e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108364282579434,0.9992630153152833,0.0,0.0,2.5567157562213908e-05,1.7481702420614326e-05,4.886946164907917e-06,3.1983853700224576e-06,0.0007369846841384376,1.4325956175284943e-11,2.245123564345343e-19,9.437755304503637e-11,1.187680823818063e-18,1.149989328816799e-12,1.3232827344227014e-30,4.647902026540488e-29,2.1670239348356435e-15
1.394749026464621e-09,0.7183407102157191,0.0,5.168711419696105e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.961512409794444e-17,5.383838019153361e-27,0.0,1.4667350417182573e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108356508458287,0.9992607703606052,0.0,0.0,2.6344570582956412e-05,1.804667601716234e-05,5.036938698123697e-06,3.2608277163704832e-06,0.0007392296387791794,1.5232036607883572e-11,2.458840160372833e-19,9.707266808693893e-11,1.2389450591551233e-18,1.224406422551648e-12,1.5624563656322963e-30,5.410111779797225e-29,2.3092242792384022e-15
1.4359079784972936e-09,0.7183408122917982,0.0,5.39994322425329e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.240670908533705e-17,6.065373049666817e-27,0.0,1.723000004764672e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108348734345642,0.9992587545877291,0.0,0.0,2.7121982782284996e-05,1.861310287737456e-05,5.186991893926993e-06,3.321755313488185e-06,0.0007412454116166193,1.616694042313235e-11,2.6858399652736017e-19,9.971048926323033e-11,1.2904797281348825e-18,1.3012372479892023e-12,1.8364091745494844e-30,6.269774501756751e-29,2.4560883299500962e-15
1.4770669305299663e-09,0.7183409143677697,0.0,5.635844198097908e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.5370834927154944e-17,6.810173022651703e-27,0.0,2.0152756202022597e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108340960241499,0.9992569445997921,0.0,0.0,2.7899394160272318e-05,1.9180947732535475e-05,5.337104278315224e-06,3.3812049036130117e-06,0.0007430553995138044,1.7130739518924897e-11,2.926536771785116e-19,1.0229142400663593e-10,1.3422667934914228e-18,1.3804859063442547e-12,2.149052593398303e-30,7.236042764787983e-29,2.6076217113030444e-15
1.518225882562639e-09,0.7183410164436332,0.0,5.876419946084572e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.8512851791085846e-17,7.622090329677924e-27,0.0,2.3474691302093612e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108333186145861,0.9992553193885421,0.0,0.0,2.8676804716989274e-05,1.9750176169411337e-05,5.48727441292836e-06,3.4392123377501855e-06,0.0007446806107228689,1.8123504048431387e-11,3.1813452365195567e-19,1.0481598944983053e-10,1.394289945089308e-18,1.462156431836586e-12,2.5046178028541452e-30,8.318636308765373e-29,2.7638300116803437e-15
1.5593848345953116e-09,0.7183411185193886,0.0,6.12167605301874e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.183811869725753e-17,8.505095095125574e-27,0.0,2.7237946361210002e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108325412058724,0.9992538600906445,0.0,0.0,2.9454214452505084e-05,2.0320754609501413e-05,5.637500894197936e-06,3.495812597289565e-06,0.0007461399085779008,1.914530246241574e-11,3.4506808545821376e-19,1.0728479522550117e-10,1.4465344297799612e-18,1.5462527987480173e-12,2.9076727174766927e-30,9.52786003431396e-29,2.9247188010976977e-15
1.6005437866279842e-09,0.7183412205950367,0.0,6.371618096712649e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.535200339180468e-17,9.463275369228532e-27,0.0,3.1487886166085704e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7108317637980088,0.9992525497685687,0.0,0.0,3.0231623366887296e-05,2.0892650288790402e-05,5.787782352515045e-06,3.551039815100298e-06,0.0007474502306103199,2.0196201550530732e-11,3.734959934804352e-19,1.0969852841879779e-10,1.4989868964498721e-18,1.6327789269199276e-12,3.363139417164421e-30,1.087462203598811e-28,3.0902936440875432e-15
