Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51)
2.8496335984939416e-09,0.9074565466000819,2.6895962488505324e-08,8.425939345509185e-11,5.642710879246442e-11,4.1466676654765083e-10,0.0,0.0,1.507290987620695e-07,7.894383598390772e-12,4.516748983626365e-13,1.7386565914174891e-13,1.1013231331660366e-13,1.77911280612629e-25,3.185090737032599e-17,6.891658363569756e-11,9.898664847081301e-11,2.3498482699808495e-10,5.508427305664986e-26,6.559009732882615e-17,3.007794244155012e-23,1.8534966285551443e-22,7.617474426378319e-10,4.3345653992455195e-24,4.1325396840005537e-16,7.6637033111849055e-28,9.009906044981508e-29,1.0389524570517528e-21,3.90563792412261e-24,4.7248954602493655e-24,1.1484047047194262e-17,2.9281147073876003e-27,1.1843241881445647e-28,4.824397347183055e-28,3.76,0.0,0.7919727993009822,0.996907873330556,3.5963896623649794e-13,1.672705679140437e-13,0.0022018124036870313,0.0016392588038072278,0.0003918461249668352,0.0001698659823746789,0.003091975122897779,3.6696185434530987e-07,7.650667940317529e-13,8.529185399163779e-08,2.3003362569231966e-16,9.791508828742107e-10,2.2793436851389245e-21,1.1526655552471067e-19,1.3935814618593393e-11,4.103518414485377e-21,7.80347079112967e-13,8.271143240866957e-28,1.4723959135569562e-19,1.2263974944248166e-22,2.7739003869104292e-21,7.049219023162948e-20,5.37509474705013e-29,4.138611359197522e-28,1.3899414752774057e-24,4.349965637766481e-13,2.3491492993820884e-10,6.27766091712095e-14,1.1860764336366548e-07,2.2426612239885787e-08,1.3168789697234405e-08,2.4754048484941842e-11,1.684311957571657e-08,1.029127152037304e-08,6.3318184547068315e-09,4.1186419023967265e-10,3.185482916524467e-09,9.409738464115355e-12,5.056535418213269e-09,1.629465354093622e-14,4.1266963496615445e-09,6.675330348124712e-14,1.3018881893812152e-15,1.7480232304861164e-17,5.919889050551728e-16,7.165998907306053e-20,1.1750941178321514e-12,3.746167225047251e-10,5.541830190769013e-13
2.8950997703125784e-09,0.9074622771191236,2.7773383978625448e-08,8.783124123963087e-11,5.91925267159376e-11,4.349232267277733e-10,0.0,0.0,1.5312849918397413e-07,8.147609837189871e-12,4.755469570577817e-13,1.8386245608693608e-13,1.165219092977978e-13,1.9002490264756157e-25,3.317417425948465e-17,7.162785977434476e-11,1.0363964013692949e-10,2.4288184407778165e-10,6.022554934938182e-26,7.004172027708135e-17,3.307638749832757e-23,2.0376925046565514e-22,7.775429312301398e-10,4.836924708525006e-24,4.3906703608509725e-16,8.44756447543342e-28,1.0006061260148823e-28,1.1361669370483252e-21,4.3520064723007005e-24,5.26260694977545e-24,1.206271172362687e-17,3.2860192746766e-27,1.3330787611616122e-28,5.433895204067064e-28,3.76,0.0,0.791937721317791,0.996907514302212,3.8302188234868946e-13,1.7799436075749913e-13,0.0022368994431601493,0.0016673505661244747,0.00039839394714042385,0.00017028789297045773,0.003092331723464523,3.792406382352479e-07,8.029495481313249e-13,8.565970574544564e-08,2.3461104944735357e-16,1.0122199667408434e-09,2.4984065195437605e-21,1.2496470465046878e-19,1.4410118419242052e-11,4.498634577241437e-21,8.004027042912519e-13,9.127131845987925e-28,1.6001507821629074e-19,1.3381215946078178e-22,3.0303004268314817e-21,7.61846001890451e-20,5.930314845612695e-29,4.566612041920641e-28,1.5472749468810488e-24,4.4330318535415623e-13,2.4280786417326965e-10,6.578889275912412e-14,1.2056989200947277e-07,2.2645208701940904e-08,1.3565271457859977e-08,2.5914884066824713e-11,1.7356885096542798e-08,1.0608682312199771e-08,6.493108708665317e-09,4.212141025945048e-10,3.2561712223094986e-09,9.788723318637139e-12,5.210005633087961e-09,1.6761487760977648e-14,4.256988156085969e-09,6.943280712940423e-14,1.3633776519889492e-15,1.8843093180586778e-17,6.240091830660719e-16,7.572451195828625e-20,1.202498495440935e-12,3.862115844228999e-10,5.788118114876289e-13
2.940565942131215e-09,0.9074680074213795,2.8665451567368162e-08,9.150221778564561e-11,6.204806914333542e-11,4.558347359415762e-10,0.0,0.0,1.5552776203307502e-07,8.404813728399962e-12,5.002666281593483e-13,1.9424882239921633e-13,1.2316518867398408e-13,2.0278727664010826e-25,3.452950460719002e-17,7.439411457854251e-11,1.0843019087775473e-10,2.5091032458089986e-10,6.5747349265473e-26,7.471838326266041e-17,3.631375488677057e-23,2.2364973578322987e-22,7.933278076999765e-10,5.388210168495071e-24,4.66029925452025e-16,9.297436342534568e-28,1.109361965228508e-28,1.2406769170377844e-21,4.840948066998412e-24,5.851308131081842e-24,1.2660583599735815e-17,3.68051665256989e-27,1.497602619277782e-28,6.108476658991997e-28,3.76,0.0,0.7919026448740435,0.9969071918204814,4.0752892459084606e-13,1.8921748194324888e-13,0.0022719851376919124,0.001695457960127378,0.00040494417833744357,0.00017069001132115488,0.0030926517770334737,3.917280108307519e-07,8.420689678267554e-13,8.601085792114165e-08,2.3919221341211647e-16,1.0458515507741754e-09,2.734689949251558e-21,1.35307173559279e-19,1.489256352559957e-11,4.924869323825179e-21,8.205684429913664e-13,1.0055972477327573e-27,1.7367437161208802e-19,1.4580218277244653e-22,3.30577441069661e-21,8.223317667412921e-20,6.532684736697202e-29,5.031008706400038e-28,1.7196055335648652e-24,4.5160646143077173e-13,2.5083209967922225e-10,6.889366057760023e-14,1.225345069833553e-07,2.2861168529370217e-08,1.396697500413945e-08,2.711030685812485e-11,1.7877764404352142e-08,1.0930254808354385e-08,6.655391410838069e-09,4.305943640917273e-10,3.3270192824904477e-09,1.0175916695449585e-11,5.36564778787328e-09,1.723363470606824e-14,4.389268859084413e-09,7.216910304718567e-14,1.4267172546339156e-15,2.0292124732940165e-17,6.571389499027387e-16,7.994273516380194e-20,1.2300141891783797e-12,3.979625141723888e-10,6.040739938193557e-13
2.986032113949852e-09,0.907473737506886,2.9572190779689847e-08,9.527365186692645e-11,6.499525933845164e-11,4.774121174193206e-10,0.0,0.0,1.5792688746002698e-07,8.665994382497324e-12,5.258493303450689e-13,2.0503257011706702e-13,1.3006752932742418e-13,2.162251073467e-25,3.59171764664528e-17,7.721527915051266e-11,1.1335993031068057e-10,2.5907029147629454e-10,7.167053355167706e-26,7.962764609927738e-17,3.98043123150877e-23,2.4507768461509665e-22,8.09100006745225e-10,5.9923074805426666e-24,4.941731623286473e-16,1.021772370304354e-27,1.227929765520932e-28,1.352897602332996e-21,5.375735010123324e-24,6.494885581001132e-24,1.3277980341898638e-17,4.114626064973515e-27,1.6792646907493797e-28,6.853845395371615e-28,3.76,0.0,0.7918675699696539,0.9969069022840632,4.331958273738899e-13,2.0095453374977104e-13,0.0023070694874643815,0.0017235801928246039,0.00041149669743618055,0.00017107325081909487,0.003092938884904481,4.044240857878327e-07,8.824448981931639e-13,8.634605452043674e-08,2.437769335523955e-16,1.0800458693251176e-09,2.9892544959972685e-21,1.4632565342125097e-19,1.5383154471450884e-11,5.384142501720775e-21,8.40841031203154e-13,1.106255613154994e-27,1.8826345600071794e-19,1.5865528003142706e-22,3.601403161836134e-21,8.865380982068958e-20,7.18536156312284e-29,5.534242389882197e-28,1.9081026131448336e-24,4.599067142372518e-13,2.58987656076017e-10,7.209214849316843e-14,1.2450148487105326e-07,2.3074548924473598e-08,1.4373879745988795e-08,2.8340765184738096e-11,1.8405741240495328e-08,1.1255955991800131e-08,6.818641428384314e-09,4.400039882707594e-10,3.398019000608288e-09,1.0571331641926357e-11,5.5234611543436915e-09,1.7711063194701905e-14,4.523538199166431e-09,7.496219540002415e-14,1.4919321360016429e-15,2.1831518513935346e-17,6.913935122743795e-16,8.431743131519298e-20,1.2576380563196817e-12,4.098684699976476e-10,6.299733527513134e-13
3.0314982857684887e-09,0.9074794673756775,3.049362689581735e-08,9.914687162608155e-11,6.803562402329335e-11,4.996662121741771e-10,0.0,0.0,1.6032587560869267e-07,8.931150910316154e-12,5.523104793444948e-13,2.1622150098084263e-13,1.3723431522919342e-13,2.303659440873219e-25,3.7337470945050736e-17,8.009127740882351e-11,1.1843047263236729e-10,2.673617602139089e-10,7.801670216743403e-26,8.477719526301412e-17,4.3562889245644624e-23,2.6814301661624355e-22,8.248575684834321e-10,6.653342934723907e-24,5.235274938620001e-16,1.1213050633482468e-27,1.3570186065043713e-28,1.4732604042382404e-21,5.9598313860844395e-24,7.19745063164369e-24,1.3915219929287443e-17,4.5915563043258335e-27,1.8795268096620544e-28,7.676097332585998e-28,3.76,0.0,0.7918324966045368,0.9969066423918174,4.600589074229975e-13,2.132202881585692e-13,0.0023421524926538874,0.0017517165080309955,0.0004180513889371432,0.00017143848246696316,0.0030931963482157955,4.173289710415654e-07,9.240971631095316e-13,8.666600522866819e-08,2.483650242797863e-16,1.1148031294651618e-09,3.2632083415449247e-21,1.580528581465509e-19,1.5881895310086042e-11,5.878460357467124e-21,8.612172703881696e-13,1.2152015717947652e-27,2.0382993315725095e-19,1.7241864691881665e-22,3.918309708578718e-21,9.546281181756173e-20,7.891658117838014e-29,6.0788747161352625e-28,2.1140070155825387e-24,4.682041136503766e-13,2.6727454546719257e-10,7.538558510658584e-14,1.2647082201885687e-07,2.328540602684834e-08,1.4785965509484972e-08,2.960670551963782e-11,1.8940799827390173e-08,1.1585752919286071e-08,6.982834342203808e-09,4.494420358765683e-10,3.469162660867898e-09,1.097498024714404e-11,5.683445145873515e-09,1.819374317831912e-14,4.659795975377971e-09,7.781208064264373e-14,1.5590474194880928e-15,2.3465608825357313e-17,7.267879278916292e-16,8.885135412164799e-20,1.2853670837658082e-12,4.2192841080824486e-10,6.565135832638192e-13
3.0769644575871254e-09,0.9074851970277882,3.142978494318682e-08,1.0312320498027732e-10,7.117069334572115e-11,5.226078788779164e-10,0.0,0.0,1.627247266207156e-07,9.200282422970942e-12,5.796654855513903e-13,2.2782340512697593e-13,1.446709356523856e-13,2.45238201036715e-25,3.879067242845563e-17,8.302202654385534e-11,1.2364341672344884e-10,2.757847458047479e-10,8.48082048885002e-26,9.017484386147229e-17,4.760488645764732e-23,2.929390589234665e-22,8.405986323990806e-10,7.375694018500463e-24,5.541238822203813e-16,1.228826771496589e-27,1.497376424015401e-28,1.60221327557643e-21,6.596900687700105e-24,7.963348085566776e-24,1.4572620583644354e-17,5.1147137426880046e-27,2.0999482016083133e-28,8.581739948947918e-28,3.76,0.0,0.7917974247786077,0.9969064089398991,4.88155064976423e-13,2.2602968521266228e-13,0.002377234153431372,0.001779866184248508,0.000424608142642444,0.00017178653731904768,0.003093427370810131,4.3044276913544504e-07,9.670455645569468e-13,8.697138354091712e-08,2.5295631100434723e-16,1.1501235276635994e-09,3.5577086657601144e-21,1.7052254020026145e-19,1.6388789950517326e-11,6.4099179620962795e-21,8.816940704078776e-13,1.332973363073401e-27,2.2042305145926855e-19,1.871412491528683e-22,4.257660161726306e-21,1.0267692018118215e-19,8.655047695394848e-29,6.667591663881387e-28,2.338634156821837e-24,4.764988628260391e-13,2.7569277952038236e-10,7.877519177154088e-14,1.2844251455620632e-07,2.3493794935262863e-08,1.520321252947673e-08,3.090857252002045e-11,1.948292485809702e-08,1.1919612732934885e-08,7.147946429076211e-09,4.5890761219723606e-10,3.540442906394284e-09,1.1386873696531143e-11,5.845599310450709e-09,1.868164572213328e-14,4.7980420438115355e-09,8.071874796313925e-14,1.6280882129524967e-15,2.51988754673888e-17,7.633370044361559e-16,9.354723779006704e-20,1.3131983807362118e-12,4.3414129649994743e-10,6.836982870552252e-13
3.122430629405762e-09,0.9074909264632512,3.23806896941149e-08,1.0720398013336698e-10,7.440200083935599e-11,5.462479936697044e-10,0.0,0.0,1.6512344062936088e-07,9.473388031943536e-12,6.079297532216355e-13,2.3984606006322364e-13,1.523827845565437e-13,2.6087117837508074e-25,4.027706876125981e-17,8.600743737951931e-11,1.2900034627213508e-10,2.8433927260310236e-10,9.206815145265616e-26,9.582853161059313e-17,5.19462853752537e-23,3.1956259817484053e-22,8.563214323761437e-10,8.164000575591645e-24,5.859934983786028e-16,1.3448459648800305e-27,1.6497914856314439e-28,1.7402210457412017e-21,7.290813745751223e-24,8.797165258134673e-24,1.52505007927174e-17,5.6877107048556536e-27,2.3421902199494558e-28,9.577712723511015e-28,3.76,0.0,0.7917623544917822,0.9969061991011244,5.175217850332132e-13,2.3939783136740833e-13,0.0024123144699626383,0.0018080285329896862,0.00043116685339196915,0.00017211820841021597,0.0030936347798702674,4.437655774818554e-07,1.011309882075543e-12,8.726283789530174e-08,2.575506433235058e-16,1.1860072721329393e-09,3.8739630134247225e-21,1.8376950637089655e-19,1.690384261266737e-11,6.980701688291872e-21,9.022684979882522e-13,1.460134950762024e-27,2.3809373525383247e-19,2.0287385778152909e-22,4.62066459990408e-21,1.1031330087739915e-19,9.479169062664054e-29,7.30320742790166e-28,2.583377319785182e-24,4.847913325747528e-13,2.8424237925000914e-10,8.22621826582775e-14,1.3041655840542754e-07,2.369976972559057e-08,1.5625601442614657e-08,3.224680906307865e-11,2.003210148697179e-08,1.2257502669156913e-08,7.313954642113088e-09,4.683998648835903e-10,3.6118527214828708e-09,1.1807022314923224e-11,6.00992332492755e-09,1.917474298732222e-14,4.9382763163494685e-09,8.368217966705808e-14,1.6990796143018027e-15,2.7035946517097592e-17,8.010553001124275e-16,9.840779655991479e-20,1.3411291727102036e-12,4.465060882219839e-10,7.115309784161379e-13
3.167896801224399e-09,0.907496655682099,3.334636566857067e-08,1.113905253176323e-10,7.773108340052457e-11,5.705974499146083e-10,0.0,0.0,1.6752201775669785e-07,9.750466849127832e-12,6.371186808392483e-13,2.522972300140228e-13,1.6037526014895356e-13,2.772950839653671e-25,4.179695138216994e-17,8.904741464450307e-11,1.3450282991387284e-10,2.9302536914240915e-10,9.982042261451893e-26,1.0174632470201535e-16,5.660365779319878e-23,3.481139348685037e-22,8.720242931352685e-10,9.023176187235612e-24,6.191677161793574e-16,1.4698952874184022e-27,1.8150939020445297e-28,1.8877657653541575e-21,8.045656804663919e-24,9.703741178206362e-24,1.594917939023342e-17,6.31437389104384e-27,2.608021162273263e-28,1.0671407940685058e-27,3.76,0.0,0.7917272857439759,0.9969060105501683,5.481971386518796e-13,2.5333999784136406e-13,0.0024473934424085442,0.0018362028975593748,0.00043772742087486074,0.00017243425215843406,0.003093820900719458,4.5729748855143787e-07,1.056909872385098e-12,8.754099581302694e-08,2.6214788378288763e-16,1.2224545713954013e-09,4.2132306897629314e-21,1.978296335692465e-19,1.742705759100649e-11,7.593091739668605e-21,9.229377378180081e-13,1.597276818277783e-27,2.568946145137654e-19,2.1966908492839174e-22,5.008577967742194e-21,1.1838955128613536e-19,1.03678315535028e-28,7.988668376708514e-28,2.8497110209509564e-24,4.930819079798143e-13,2.929233698534916e-10,8.584776487007198e-14,1.323929492896235e-07,2.3903383468660695e-08,1.6053113280391776e-08,3.3621856280548045e-11,2.058831532086336e-08,1.2599390064659767e-08,7.480836590716375e-09,4.779179823898827e-10,3.683385418870056e-09,1.223543560016779e-11,6.176416990704766e-09,1.9673008213895155e-14,5.080498759511622e-09,8.670235153841289e-14,1.7720467187608463e-15,2.8981601134945795e-17,8.399571261227251e-16,1.0343572440556297e-19,1.3691567977520866e-12,4.5902174857799037e-10,7.400150923044655e-13
3.2133629730430357e-09,0.9075023846843621,3.432683713693086e-08,1.1568416801082589e-10,8.115948127927207e-11,5.956671579755406e-10,0.0,0.0,1.6992045811984e-07,1.003151798674141e-11,6.672476609989808e-13,2.6518466539356583e-13,1.6865376449192505e-13,2.945410554995985e-25,4.335061544446096e-17,9.214185721917751e-11,1.4015242136854613e-10,3.0184305243412764e-10,1.0808968183126434e-25,1.0793641559510723e-16,6.159417573711466e-23,3.7869693835665506e-22,8.877056272112873e-10,9.95841993945508e-24,6.536781066661921e-16,1.604532313487043e-27,1.9941571894613842e-28,2.0453470581624755e-21,8.865739820851915e-24,1.0688176022199301e-23,1.6668975591368987e-17,6.998752931062266e-27,2.8993212456518352e-28,1.1870692215938936e-27,3.76,0.0,0.791692218535105,0.9969058411794353,5.802197842419189e-13,2.678716190010277e-13,0.0024824710709251737,0.0018643886519627544,0.0004442897494705809,0.00017273538962428523,0.003093987840950871,4.710385900429734e-07,1.103865269050258e-12,8.780645517088316e-08,2.667478833740928e-16,1.2594655993528325e-09,4.576824186548297e-21,2.1273988461535113e-19,1.795843853535118e-11,8.249464735204484e-21,9.43699000657058e-13,1.745016784547263e-27,2.7688005459711456e-19,2.375814196587967e-22,5.422700977893645e-21,1.2692370304056616e-19,1.1325020293888667e-28,8.727057112186094e-28,3.139194517193105e-24,5.013707219561439e-13,3.017357650103837e-10,8.953313855911746e-14,1.3437168274657698e-07,2.410468824989614e-08,1.6485729462138776e-08,3.503415359213785e-11,2.115155241033753e-08,1.2945242361553968e-08,7.64857052226588e-09,4.874611926502499e-10,3.755034628861436e-09,1.2672122254807933e-11,6.345080229907389e-09,2.017641570377421e-14,5.224709393275816e-09,8.977923319195153e-14,1.847014622142464e-15,3.104077239387796e-17,8.800565495517335e-16,1.0863369481230554e-19,1.397278703847246e-12,4.716872417991716e-10,7.691539873733285e-13
3.2588291448616725e-09,0.907508113470072,3.532212811592679e-08,1.2008623511505826e-10,8.468873804973013e-11,6.21468045058492e-10,0.0,0.0,1.7231876183430554e-07,1.0316540557270253e-11,6.983320785191208e-13,2.7851610183671545e-13,1.7722370289896534e-13,3.1264118242550596e-25,4.493835999120164e-17,9.529065848827418e-11,1.4595065955470489e-10,3.10792330884962e-10,1.1690138563759784e-25,1.144071229448436e-16,6.693562065733038e-23,4.1141909771699497e-22,9.033639302848764e-10,1.0975228307303026e-23,6.895564321858341e-16,1.749340320593969e-27,2.1878998297235973e-28,2.2134824613021782e-21,9.7556047887239e-24,1.1755840570306873e-23,1.7410208933617432e-17,7.745129083117715e-27,3.2180876581906305e-28,1.3183928365250926e-27,3.76,0.0,0.7916571528650858,0.996905688949341,6.13628968778351e-13,2.8300829076848296e-13,0.0025175473556640878,0.0018925851992708318,0.0004508537480017165,0.0001730223083940195,0.0030941376401478616,4.849889651374484e-07,1.152195781951861e-12,8.805978262732046e-08,2.713504886257676e-16,1.2970405024797988e-09,4.966110592024775e-21,2.285383239533254e-19,1.8497988593755578e-11,8.952296263819325e-21,9.645495426611756e-13,1.9040008086256113e-27,2.9810618561413574e-19,2.5666726324795213e-22,5.8643809963943396e-21,1.359342249965785e-19,1.2354901355052102e-28,9.521596473276838e-28,3.453475327243988e-24,5.096577696694823e-13,3.106795697999917e-10,9.331949696872671e-14,1.3635275414573568e-07,2.430373518901325e-08,1.6923431788119305e-08,3.648413873975384e-11,2.1721799240364597e-08,1.3295027115868216e-08,7.81713530534809e-09,4.970287610261934e-10,3.826794282565331e-09,1.3117090228709038e-11,6.515913079883583e-09,2.0684940803356723e-14,5.370908289780883e-09,9.291278843984355e-14,1.924008420522378e-15,3.321855008984358e-17,9.2136739380197e-16,1.1400436036171359e-19,1.425492443338352e-12,4.845015339925529e-10,7.989509443702224e-13
3.3042953166803092e-09,0.9075138420392583,3.633226236144544e-08,1.2459805390378883e-10,8.832040056307663e-11,6.480110550898123e-10,0.0,0.0,1.7471692901147528e-07,1.0605533673495272e-11,7.303873080404767e-13,2.9229925899424257e-13,1.8609048323191424e-13,3.3162852808204144e-25,4.656048815741288e-17,9.849370674112817e-11,1.5189906869290047e-10,3.198732223440489e-10,1.2628179277384818e-25,1.2116689163825527e-16,7.264639201607291e-23,4.4639156880971475e-22,9.189977756464283e-10,1.2079407369026017e-23,7.268346403624283e-16,1.9049290965728824e-27,2.3972868528059165e-28,2.392707756004324e-21,1.0720034213613081e-23,1.2912385812848177e-23,1.8173199197901067e-17,8.558024186557226e-27,3.5664397773445913e-28,1.4619998025679847e-27,3.76,0.0,0.7916220887338347,0.9969055520077303,6.484645289697311e-13,2.9876576904481404e-13,0.0025526222967726187,0.0019207919697288762,0.0004574193294397632,0.00017329566475677262,0.003094272150463314,4.991486927919233e-07,1.2019210966665643e-12,8.830152188299594e-08,2.759555710898477e-16,1.3351794410054144e-09,5.38251299985443e-21,2.4526413329777e-19,1.904571125234913e-11,9.704163436588466e-21,9.854867693243192e-13,2.0749037933039095e-27,3.2063093151982273e-19,2.7698496408199505e-22,6.335012917817971e-21,1.4544002625229542e-19,1.3461826900150834e-28,1.0375653534633789e-27,3.79429282963903e-24,5.179432662480037e-13,3.197547987490447e-10,9.720802644234831e-14,1.383361587030712e-07,2.4500574458384468e-08,1.73662024328538e-08,3.797224782181343e-11,2.229904272098246e-08,1.3648712007721764e-08,7.986510413559077e-09,5.066199878701204e-10,3.898658592054926e-09,1.3570346765971765e-11,6.688915686865575e-09,2.119855988617595e-14,5.519095572024197e-09,9.61029756501983e-14,2.0030532104239637e-15,3.5520183552033044e-17,9.639032377250008e-16,1.1955035221495035e-19,1.453795665621267e-12,4.974635934274288e-10,8.294091651523132e-13
3.349761488498946e-09,0.9075195703919507,3.7357263368789353e-08,1.2922095226269287e-10,9.205601891503844e-11,6.753071485150062e-10,0.0,0.0,1.7711495975498192e-07,1.089849644854362e-11,7.634287139200975e-13,3.06541839806042e-13,1.952595154437671e-13,3.5153715276238785e-25,4.821730730968959e-17,1.017508854449284e-10,1.5799915843283013e-10,3.290857587766025e-10,1.362579739775768e-25,1.282242927310775e-16,7.874551614367196e-23,4.837292228225013e-22,9.346058104829557e-10,1.327708549750072e-23,7.655448583855449e-16,2.0719357675267583e-27,2.6233314798577575e-28,2.583577306923394e-21,1.1764059859688719e-23,1.4163752850391728e-23,1.895826645902205e-17,9.442209814385359e-27,3.9466245836169107e-28,1.6188325159404153e-27,3.76,0.0,0.7915870261412689,0.9969054288533804,6.847668924896895e-13,3.151599681294193e-13,0.0025876958943940685,0.0019490084194945434,0.0004639864107080938,0.0001735560851568269,0.003094392873118583,5.135178479356074e-07,1.2530608740716047e-12,8.853220014952479e-08,2.805630304944658e-16,1.3738825995749131e-09,5.8275119577854636e-21,2.629576272891019e-19,1.9601610552062335e-11,1.0507747510803162e-20,1.0065082535449059e-12,2.2584304154871207e-27,3.4451403951076426e-19,2.9859485310257344e-22,6.836040055822282e-21,1.55460458957081e-19,1.465034050192657e-28,1.1292743738344483e-27,4.1634820137201424e-24,5.262276615366051e-13,3.289614805056992e-10,1.0119990651470125e-13,1.4032189148891065e-07,2.4695255299737735e-08,1.781402393861704e-08,3.949891532583363e-11,2.288327017892461e-08,1.4006264847568005e-08,8.15667590801361e-09,5.162342068956566e-10,3.9706220370911905e-09,1.4031898437857041e-11,6.864088301543001e-09,2.1717250336765488e-14,5.669271412758307e-09,9.934974806177048e-14,2.0841740951394704e-15,3.795108449369794e-17,1.0076774172946192e-15,1.2527427980813383e-19,1.4821861127194405e-12,5.105723907352381e-10,8.605317795736034e-13
3.3952276603175827e-09,0.9075252985281778,3.8397154382663174e-08,1.3395625742759297e-10,9.589714644564611e-11,7.033673020018498e-10,0.0,0.0,1.795128541641165e-07,1.1195427995850503e-11,7.974716522214153e-13,3.212515304793844e-13,2.0473621145854382e-13,3.724021377627781e-25,4.9909129097328785e-17,1.0506207334528837e-10,1.6425242401108066e-10,3.384299617261541e-10,1.468578237976092e-25,1.3558802316957147e-16,8.525265585106547e-23,5.235506992712055e-22,9.501867548575394e-10,1.4574726473288933e-23,8.057193878125005e-16,2.251025605680345e-27,2.8670968348612896e-28,2.7866644210027264e-21,1.2892971767653788e-23,1.5516183083388527e-23,1.9765731235037866e-17,1.0402716497721433e-26,4.3610222233263095e-28,1.789890023861311e-27,3.76,0.0,0.7915519650873055,0.9969053181764149,7.225770793093162e-13,3.322069591393497e-13,0.0026227681486677683,0.0019772340302503977,0.00047055491262933596,0.00017380416664147357,0.0030945011179887598,5.280965015302798e-07,1.3056347502618124e-12,8.875232040352042e-08,2.8517275196117128e-16,1.4131501320137094e-09,6.302646970879051e-21,2.816602691889241e-19,2.0165689955968798e-11,1.1365836613067582e-20,1.0276115846337178e-12,2.4553159932939995e-27,3.698171099593136e-19,3.2155928011339057e-22,7.368955058192522e-21,1.6601532080618486e-19,1.5925182694381737e-28,1.2276535208042345e-27,4.562977395851977e-24,5.345111247177141e-13,3.382996333018937e-10,1.0529631009958264e-13,1.4230994743275308e-07,2.4887826040882533e-08,1.8266879208933354e-08,4.10645741587043e-11,2.3474469350257778e-08,1.43676535768895e-08,8.32761241892811e-09,5.258707847382801e-10,4.04267936146302e-09,1.4501751157685753e-11,7.041431277377331e-09,2.2240990535769566e-14,5.821436033579335e-09,1.0265305405421391e-13,2.16739619342265e-15,4.051682990969008e-17,1.0527030309449352e-15,1.311787308666651e-19,1.510661619431009e-12,5.238268989825216e-10,8.923218555047022e-13
3.4406938321362195e-09,0.9075310264479669,3.945195839769545e-08,1.3880529570628914e-10,9.984533971817787e-11,7.322025082476345e-10,0.0,0.0,1.8191061233764482e-07,1.1496327429103195e-11,8.325314695780524e-13,3.3643599989119146e-13,2.1452598476011111e-13,3.9425960889041124e-25,5.1636269577213245e-17,1.0842714471411883e-10,1.7066034637710623e-10,3.479058365040944e-10,1.5811007121325373e-25,1.432669056491892e-16,9.218811944186533e-23,5.659784553363786e-22,9.657393985244562e-10,1.5979142525777463e-23,8.473906990818032e-16,2.442892836206867e-27,3.1296976351377686e-28,3.0025616945940983e-21,1.411232719462493e-23,1.69762283099063e-23,2.0595914454807724e-17,1.1444842975412368e-26,4.812151562060638e-28,1.976230439189041e-27,3.76,0.0,0.7915169055718617,0.9969052186856627,7.619367029386906e-13,3.4992296845748e-13,0.0026578390597292514,0.002005468308076025,0.00047712475975716896,0.00017404047816098675,0.0030945981762425874,5.42884720745679e-07,1.359662336201841e-12,8.896235736921238e-08,2.897846005135718e-16,1.4529821487833387e-09,6.809517978049672e-21,3.01414686520202e-19,2.0737952088590974e-11,1.2281328413612086e-20,1.0487943376757368e-12,2.666327334712676e-27,3.966036259086204e-19,3.459426493557849e-22,7.935300801441493e-21,1.7712485772855942e-19,1.7291296406239682e-28,1.3330852971207011e-27,4.994816900737538e-24,5.427935096979752e-13,3.4776925914314267e-10,1.0949840356673652e-13,1.4430032133572242e-07,2.5078334113793518e-08,1.8724751502048836e-08,4.26696556782472e-11,2.4072628372082625e-08,1.4732846273501584e-08,8.499301129562183e-09,5.355291195573264e-10,4.114825561543395e-09,1.4979910211641242e-11,7.220945066668392e-09,2.2769759844044076e-14,5.975589703806696e-09,1.0601283745150197e-13,2.2527446394689688e-15,4.3223164943169074e-17,1.0989929416988228e-15,1.3726627117287445e-19,1.5392201098788636e-12,5.372260938435021e-10,9.24782397703716e-13
