Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51)
3.014113103308291e-08,0.9108578947170691,3.4080115933678963e-06,6.318122460938817e-08,8.083024787788181e-08,5.455727613936859e-07,0.0,0.0,1.568895608545942e-06,8.447247353555414e-10,6.376432518659444e-10,2.478134663453452e-10,2.2012941581657887e-10,7.614736612702103e-20,5.1938833097940924e-14,6.8235170176962375e-09,4.881104949772906e-08,2.861456444155624e-08,1.321685103329284e-20,9.381728451591574e-13,5.338755963752975e-18,2.6027628158180007e-17,5.0284149425890345e-09,3.462367799715584e-17,1.1637113469521941e-12,1.6622475479718653e-21,5.117381801122935e-22,2.6151888401381265e-16,1.2091068333260743e-17,1.1204472461499589e-17,1.6027522678812802e-14,9.844643672197756e-21,1.1867771415443376e-21,5.9908973316496645e-21,3.76,0.0,0.7711909581065564,0.9969028228381295,5.098052897902286e-09,9.974082661687878e-10,0.023023779898999744,0.018440417525975514,0.004316727814691382,0.00017503985924765243,0.0030954409793257616,4.535648821627449e-05,8.139339651322268e-10,9.32828817277127e-08,2.9748980583235655e-15,1.214898035160304e-07,1.7575715390348167e-15,1.5853045005826972e-14,1.7911220670150518e-09,3.1427305098747944e-15,1.6303521878816973e-11,1.0299987656847141e-21,2.712683041442279e-14,3.1235101128367914e-17,7.760439348384765e-16,3.884321937580215e-15,6.586108132521768e-23,5.121997197822171e-22,1.161529104899325e-17,5.354039718105953e-12,2.850461759332009e-08,7.371867452115826e-11,1.5929484601749253e-06,1.4413483209796676e-07,1.0770191917414603e-06,2.066419360631758e-08,1.6994463151891234e-06,4.244163631134479e-07,1.2902450768699813e-07,1.1200640713066317e-08,4.93294278455789e-08,1.6025246236644728e-09,5.678648867856878e-07,2.6254397029697052e-12,5.0555750389262e-07,1.0763792659530003e-11,1.9601687842637203e-12,3.280456926414118e-12,3.1437195288408336e-13,5.906960587496364e-17,2.3312632082937114e-11,1.6810155563573642e-08,2.47854058820607e-10
3.061675381771848e-08,0.9109164964008948,3.515973871525021e-06,6.60103035352155e-08,8.482412391560069e-08,5.719121867952276e-07,0.0,0.0,1.593261367531339e-06,8.709417292862021e-10,6.671802758528025e-10,2.580444066683012e-10,2.305041904994263e-10,8.447414687564141e-20,5.5178106265120914e-14,6.976024869060429e-09,5.05784585847457e-08,2.952621787501363e-08,1.4538623194793718e-20,9.979108787867985e-13,5.7115461789626666e-18,2.768654652427511e-17,5.05287638345449e-09,3.8277079804575647e-17,1.2136755682265116e-12,1.835826639026751e-21,5.687211330788483e-22,2.815990906876012e-16,1.3208919074808062e-17,1.2185332524041926e-17,1.6794475018967488e-14,1.0715202513606752e-20,1.305506447768654e-21,6.610262429939275e-21,3.76,0.0,0.7708335993324904,0.9969027920390959,5.436443211602411e-09,1.050970998579941e-09,0.023382441789866464,0.018728493980747666,0.00438447410966871,0.0001749690099043875,0.003095440871898724,4.680306676215424e-05,8.501204543095654e-10,9.328215641850304e-08,3.0217949654560804e-15,1.2535081372988978e-07,1.91652851008406e-15,1.712174217985889e-14,1.8488016100265841e-09,3.4260452756700965e-15,1.6606040132222413e-11,1.124154476320782e-21,2.931052621481462e-14,3.3771681581279096e-17,8.39217740124066e-16,4.1630985014071255e-15,7.187886560206425e-23,5.590132718910271e-22,1.2873049249229275e-17,5.438614193427284e-12,2.9411631837772346e-08,7.822506312057523e-11,1.6227373123005175e-06,1.475160914360844e-07,1.1107135953292943e-06,2.1622131775937854e-08,1.7574802833630458e-06,4.3235859426622973e-07,1.3116919932637795e-07,1.1576051629012833e-08,5.0275070053314114e-08,1.6533060940651255e-09,5.875583828567422e-07,2.7683997199708118e-12,5.232260400241799e-07,1.11136778062413e-11,2.078118856095759e-12,3.564098593797753e-12,3.2504078882759686e-13,6.11663498827873e-17,2.3761789342479217e-11,1.7139542762533827e-08,2.6030657875930887e-10
3.109237660235405e-08,0.9109750751924577,3.6254842482516216e-06,6.891597285866302e-08,8.89469959749832e-08,5.990701556842879e-07,0.0,0.0,1.6176165547984049e-06,8.975395498272195e-10,6.975808957566273e-10,2.685009312215884e-10,2.4118997636555475e-10,9.355747278926238e-20,5.856288652744057e-14,7.128647875595614e-09,5.237740671715977e-08,3.045204250752541e-08,1.59810145871642e-20,1.0604142332176847e-12,6.103564684566658e-18,2.941574426608151e-17,5.0766402759781655e-09,4.22466845484285e-17,1.2647695780329549e-12,2.024519148676459e-21,6.3100850106064e-22,3.0283244769605406e-16,1.4408326292677204e-17,1.3232180074758014e-17,1.7584470849798507e-14,1.1645791923299484e-20,1.433791682538478e-21,7.281793152058988e-21,3.76,0.0,0.7704764038420755,0.9969027610944968,5.791512465110759e-09,1.106429997202389e-09,0.023740960646695678,0.019016405285137587,0.004452197430924643,0.00017489818696101177,0.003095440763236087,4.827212744908973e-05,8.872722479528064e-10,9.328142315034328e-08,3.0686589186744094e-15,1.292711709546049e-07,2.0869183904160633e-15,1.8469628917443677e-14,1.9074016806221336e-09,3.729647838987167e-15,1.6909574658730796e-11,1.2251537766230312e-21,3.16309046044413e-14,3.6468420521253283e-17,9.063898472391761e-16,4.457064982059268e-15,7.833383603443689e-23,6.092287833720943e-22,1.4243408582880117e-17,5.523149108475484e-12,3.0332709576663704e-08,8.296489825875867e-11,1.6526455308363307e-06,1.5094340640192337e-07,1.1449530491428918e-06,2.26091948376546e-08,1.8166547055289401e-06,4.402983447347912e-07,1.3331158690912126e-07,1.196239990487869e-08,5.123075153717527e-08,1.7049131092272858e-09,6.076396820406766e-07,2.91783132675154e-12,5.412490028568866e-07,1.1469422382284736e-11,2.201677567055604e-12,3.8673010049385135e-12,3.358906589228075e-13,6.330014301556772e-17,2.42127356204077e-11,1.746933090794139e-08,2.732726097690057e-10
3.1567999386989625e-08,0.9110336311036225,3.736535310454356e-06,7.18988578925114e-08,9.320079217755047e-08,6.270578822820069e-07,0.0,0.0,1.6419612358454666e-06,9.245173417227776e-10,7.28856141081513e-10,2.7918316394109006e-10,2.5219118127980626e-10,1.0345175727054679e-19,6.209693288133949e-14,7.281360070041925e-09,5.420785032247053e-08,3.139203204662665e-08,1.7554061045395598e-20,1.125763676340548e-12,6.515500534444631e-18,3.121654983450964e-17,5.099732327233456e-09,4.6553976312197336e-17,1.3169933581982417e-12,2.229385329842385e-21,6.989976019583239e-22,3.252627486497202e-16,1.569367342212242e-17,1.4348109726115804e-17,1.8397777338731106e-14,1.2639418310100801e-20,1.5722188804144207e-21,8.008912329654888e-21,3.76,0.0,0.7701193715491057,0.9969027300011163,6.163802430736078e-09,1.163817434039906e-09,0.024099336534480032,0.019304151515496405,0.004519897787217241,0.0001748273913783715,0.0030954406549471365,4.976365944328207e-05,9.253972194637562e-10,9.328068269152741e-08,3.1154899415225095e-15,1.3325082672726123e-07,2.2693547472224788e-15,1.990028810227663e-14,1.9669225330880923e-09,4.054620083016998e-15,1.7214124448887525e-11,1.3333676788317397e-21,3.409413243710559e-14,3.933260633713712e-17,9.777426390299988e-16,4.766796005857265e-15,8.524968205101971e-23,6.630306497189492e-22,1.5734379795255404e-17,5.60764451103879e-12,3.1267844238028423e-08,8.79481624935074e-11,1.6826724501184434e-06,1.5441660412990374e-07,1.1797385281617188e-06,2.3625822922157572e-08,1.8769770672657681e-06,4.4823556754944656e-07,1.3545166972930866e-07,1.2359951196517463e-08,5.219681184994211e-08,1.7573524841484485e-09,6.281111141900439e-07,3.0739649692394997e-12,5.596287421926294e-07,1.183103678636706e-11,2.331048666409233e-12,4.191078426387841e-12,3.4692269234552203e-13,6.547117184609845e-17,2.4665460097875154e-11,1.779952292550379e-08,2.8676969682624524e-10
3.20436221716252e-08,0.9110921641462437,3.8491196694480315e-06,7.495956983098745e-08,9.758743045188278e-08,6.558865137777302e-07,0.0,0.0,1.6662954758670117e-06,9.518742521760744e-10,7.610170220920221e-10,2.900911909751876e-10,2.635122426179594e-10,1.142142488383282e-19,6.578401095238793e-14,7.434136560038809e-09,5.6069745833368135e-08,3.234618018811125e-08,1.9268532520815395e-20,1.1940409466162147e-12,6.948062831415114e-18,3.309027049969968e-17,5.122177241527899e-09,5.122150432211674e-17,1.370346752078955e-12,2.451542124254044e-21,7.7310818862287475e-22,3.4893456295616074e-16,1.7069495669204894e-17,1.5536295664805046e-17,1.9234659432028533e-14,1.3699185361594835e-20,1.7213990579203115e-21,8.79520601522097e-21,3.76,0.0,0.7697625023674731,0.9969026987574074,6.5538633033493955e-09,1.2231653880824555e-09,0.024457569518175203,0.019591732742641983,0.004587575186461123,0.0001747566304220141,0.0030954405469799484,5.127765191462865e-05,9.645030949349898e-10,9.327994139203593e-08,3.1622880556629645e-15,1.3728973264706082e-07,2.4644728774695676e-15,2.1417404271508063e-14,2.0273644202432136e-09,4.402081813792835e-15,1.7519688244294548e-11,1.4491804553638565e-21,3.6706548985677793e-14,4.237173291685629e-17,1.0534636527256532e-15,5.092878731521873e-15,9.265093929594666e-23,7.206098554492692e-22,1.7354398295669414e-17,5.692100425217148e-12,3.221702925502279e-08,9.318514209450395e-11,1.7128174124234843e-06,1.5793552578723964e-07,1.2150709750274918e-06,2.46724561594579e-08,1.9384548148591412e-06,4.561702295304272e-07,1.375894469028012e-07,1.27689727862002e-08,5.317359576322729e-08,1.8106314093325679e-09,6.489750017306782e-07,3.2370367977359973e-12,5.78367600856915e-07,1.2198531016462341e-11,2.4664412142500703e-12,4.5364805903883725e-12,3.5813810450216655e-13,6.767963969303249e-17,2.511995204448069e-11,1.813012250044467e-08,3.0081579884191623e-10
3.251924495626077e-08,0.9111506743321611,3.96322997205061e-06,7.809870588331123e-08,1.0210881828354339e-07,6.85567129832489e-07,0.0,0.0,1.6906193397592608e-06,9.796094308384932e-10,7.940745319763915e-10,3.012250630417223e-10,2.751576298922004e-10,1.259051147350736e-19,6.96278916113953e-14,7.586953463724008e-09,5.796305007336785e-08,3.3314480615489964e-08,2.1135977607763628e-20,1.2653287448292477e-12,7.401981707883959e-18,3.5038191672390596e-17,5.143998807387979e-09,5.62729165443299e-17,1.4248294799431092e-12,2.6921652498679843e-21,8.53783282396608e-22,3.7389323582488794e-16,1.8540482766195736e-17,1.6799992293141946e-17,2.0095379935190176e-14,1.4828295954268272e-20,1.8819688623078976e-21,9.644428673411687e-21,3.76,0.0,0.7694057962111674,0.9969026673629928,6.9622536752015475e-09,1.2845058413527937e-09,0.024815659662698303,0.01987914904235028,0.004655229637332014,0.0001746859055868998,0.003095440438120347,5.281409403508599e-05,1.0045974561022103e-09,9.32792006276434e-08,3.2090532821682486e-15,1.4138784036900937e-07,2.672930188516566e-15,2.3024764897713297e-14,2.088727593296903e-09,4.773191411551848e-15,1.7826264837206678e-11,1.5729898718814492e-21,3.947466801988566e-14,4.5593502146632466e-17,1.1337456427850148e-15,5.4359129415654715e-15,1.005630044943355e-22,7.821640898925999e-22,1.9112339125582324e-17,5.776516857838937e-12,3.3180258064426225e-08,9.868643142311901e-11,1.743079766426285e-06,1.6150002327964087e-07,1.2509513017493377e-06,2.5749534647280095e-08,2.00109535728298e-06,4.6410230188855865e-07,1.397249182282132e-07,1.3189733546466047e-08,5.416145339634961e-08,1.8647574544039184e-09,6.702336604102046e-07,3.4072887613321904e-12,5.974679150372774e-07,1.2571914664215989e-11,2.6080696676985927e-12,4.904593358161745e-12,3.695381959877497e-13,6.992576758081194e-17,2.5576200860868148e-11,1.846113370780325e-08,3.1542929082449e-10
3.2994867740896343e-08,0.911209161673199,4.078858902496392e-06,8.131684952454252e-08,1.0676685262186348e-07,7.161107430943599e-07,0.0,0.0,1.7149328921292443e-06,1.0077220298007027e-09,8.28039648154839e-10,3.125847967562078e-10,2.871318472084031e-10,1.3858752346878824e-19,7.363234969891484e-14,7.739787874149256e-09,5.988772009171749e-08,3.4296927000125856e-08,2.3168768943424847e-20,1.339710726872186e-12,7.878009344816244e-18,3.7061576464027484e-17,5.165219935063761e-09,6.173299250835169e-17,1.4804411590670532e-12,2.9524912718754353e-21,9.414900019072537e-22,4.0018488602745473e-16,2.011148138984455e-17,1.8142534490586486e-17,2.0980199653307375e-14,1.6030053634783306e-20,2.054591190496924e-21,1.0560508253507855e-20,3.76,0.0,0.769049252994277,0.9969026358166331,7.389540502975716e-09,1.3478706814702399e-09,0.025173607032927706,0.02016640049721222,0.004722861149548775,0.0001746152104560437,0.0030954403280245594,5.437297497838875e-05,1.0456877427383276e-09,9.327845483563632e-08,3.255785643660463e-15,1.4554510160239418e-07,2.895406549591634e-15,2.4726261507903216e-14,2.151012301805827e-09,5.1691464299478774e-15,1.813385326017847e-11,1.705207402616246e-21,4.2405179591835734e-14,4.900582605645271e-17,1.2187866348359789e-15,5.796511119217974e-15,1.0901214918586045e-22,8.478978541630804e-22,2.1017531801778943e-17,5.860893829459387e-12,3.41575241061876e-08,1.0446293643077542e-10,1.7734588684412691e-06,1.651099431368978e-07,1.2873803966987547e-06,2.6857498397437047e-08,2.0649060735161724e-06,4.720317639904184e-07,1.418580853944323e-07,1.3622503908111123e-08,5.5160740243004677e-08,1.919738571853477e-09,6.918893999967482e-07,3.5849687029760834e-12,6.169320151384817e-07,1.2951197049170667e-11,2.756153961747731e-12,5.296539335439532e-12,3.8112434769834347e-13,7.220979335718644e-17,2.6034196134109376e-11,1.879256102170129e-08,3.30628965346404e-10
3.3470490525531916e-08,0.9112676261811667,4.195999173775227e-06,8.461457083547555e-08,1.1156341991904868e-07,7.475283005448302e-07,0.0,0.0,1.7392361972991739e-06,1.0362112035851015e-09,8.629233328552853e-10,3.241703750717375e-10,2.9943943560988277e-10,1.5232772902800376e-19,7.780116263404227e-14,7.892617849412649e-09,6.184371267941968e-08,3.5293513002876926e-08,2.5380150328676453e-20,1.4172714971669548e-12,8.376921066019846e-18,3.916166558413739e-17,5.185862639674471e-09,6.762767620449964e-17,1.5371813157825868e-12,3.233819707940605e-21,1.036720405115086e-21,4.278563985778156e-16,2.1787497107175218e-17,1.9567337290069133e-17,2.188937761618821e-14,1.7307864017507223e-20,2.2399557930897548e-21,1.1547551255596117e-20,3.76,0.0,0.7686928726309867,0.9969026041156284,7.836299068657234e-09,1.413291708199799e-09,0.025531411693704535,0.02045348718699214,0.004790469732397646,0.0001745445417955714,0.0030954402178157685,5.595428392155711e-05,1.0877812545651278e-09,9.327770116364991e-08,3.3024851642418856e-15,1.4976146811662759e-07,3.1326046183444066e-15,2.6525890666356174e-14,2.214218793809333e-09,5.591184150057196e-15,1.8442452616730113e-11,1.8462584304881673e-21,4.550495157905732e-14,5.261682867198048e-17,1.3087899722221564e-15,6.175298513342714e-15,1.1802553248537642e-22,9.180225605691327e-22,2.307977532100461e-17,5.945231383888415e-12,3.51488208248072e-08,1.1052587757556188e-10,1.803954084545159e-06,1.6876511684991875e-07,1.3243591288680755e-06,2.7996787296015957e-08,2.129894316702418e-06,4.799586148838379e-07,1.4398895189167517e-07,1.4067555815077759e-08,5.617181706603131e-08,1.97558310103303e-09,7.139445241677089e-07,3.770330434141265e-12,6.367622261729061e-07,1.3336387339712143e-11,2.9109195879713044e-12,5.713478455782109e-12,3.9289801900188047e-13,7.453197015889532e-17,2.649392762731064e-11,1.9124409638486005e-08,3.464340335431605e-10
3.394611331016749e-08,0.9113260678678581,4.314643522840526e-06,8.799242674804333e-08,1.1650039606478142e-07,7.798306841198346e-07,0.0,0.0,1.7635293193018202e-06,1.065076109136687e-09,8.98736534229431e-10,3.3598174835033437e-10,3.1208497557701375e-10,1.6719515787813045e-19,8.213810881138527e-14,8.045422385393192e-09,6.383098439129851e-08,3.630423227561436e-08,2.7784286225687704e-20,1.4980966012208912e-12,8.899516500375952e-18,4.133967723300008e-17,5.2059480508053145e-09,7.398411055764319e-17,1.5950493830393538e-12,3.537515226235536e-21,1.1399923620021864e-21,4.569554162743928e-16,2.3573696385087907e-17,2.1077895583243067e-17,2.2823171291721584e-14,1.8665236812109943e-20,2.4387799176702947e-21,1.2609848066833237e-20,3.76,0.0,0.7683366550355776,0.996902572257956,8.303112945533774e-09,1.480800634178509e-09,0.025889073709833694,0.020740409182929527,0.0048580553938627246,0.0001744739061178602,0.003095440107948362,5.755801004577243e-05,1.130885153490882e-09,9.32769452838452e-08,3.3491518662506286e-15,1.5403689174521672e-07,3.3852501841403407e-15,2.842775505922252e-14,2.2783473159477044e-09,6.040582163823011e-15,1.8752061793947792e-11,1.9965824572095743e-21,4.878103141310108e-14,5.643484809121659e-17,1.4039643682090807e-15,6.572913212589077e-15,1.276312144791436e-22,9.927566369792372e-22,2.5309353730122503e-17,6.029529552002578e-12,3.615414167038185e-08,1.1688679343278573e-10,1.8345647895320648e-06,1.724653746424447e-07,1.3618883423903e-06,2.916784110661956e-08,2.1960674081546127e-06,4.8788287280833e-07,1.4611752152797374e-07,1.4525162665595568e-08,5.719504983870234e-08,2.0322997721042822e-09,7.364013297902805e-07,3.963633792004301e-12,6.569608670322791e-07,1.37274944620715e-11,3.0725976792054177e-12,6.156608601764642e-12,4.048607538448238e-13,7.689256696752142e-17,2.6955385205117952e-11,1.945668553369635e-08,3.628641265585301e-10
3.442173609480306e-08,0.9113844867450588,4.43478472323418e-06,9.145096110037002e-08,1.215796460744993e-07,8.130287096996682e-07,0.0,0.0,1.7878123218770342e-06,1.0943159058113815e-09,9.35490188785481e-10,3.4801883699578797e-10,3.250730898178167e-10,1.8326249535537545e-19,8.664696608093496e-14,8.198181343866409e-09,6.584949233268592e-08,3.732907846037882e-08,3.039631391557456e-20,1.582272516853778e-12,9.446620772362409e-18,4.359680655795588e-17,5.225496509461579e-09,8.08306736276601e-17,1.6540446992639678e-12,3.865009924376638e-21,1.2518504510877069e-21,4.875303378396302e-16,2.547540933890008e-17,2.267778469981217e-17,2.3781836672721728e-14,2.0105788515094625e-20,2.651809019465861e-21,1.3751878682760957e-20,3.76,0.0,0.7679806001224283,0.9969025402431905,8.790573975142155e-09,1.550429076375381e-09,0.026246593146081944,0.02102716655940573,0.004925618142413311,0.0001744033062601129,0.0030954399972868835,5.9184142534542343e-05,1.1750064666672104e-09,9.327618972853265e-08,3.39578576991268e-15,1.583713243782995e-07,3.654092553885984e-15,3.043606482171813e-14,2.34339811331868e-09,6.518659034035549e-15,1.9062679604389052e-11,2.1566333389920145e-21,5.224064824420309e-14,6.046843908943115e-17,1.5045239714961995e-15,6.990006241007463e-15,1.3785817125810922e-22,1.072325643918559e-21,2.7717052273352766e-17,6.113788337653516e-12,3.717348009672751e-08,1.2355754549261388e-10,1.8652903626949608e-06,1.7621056455736382e-07,1.399968848922128e-06,3.037109948124806e-08,2.26343262955715e-06,4.958045562972531e-07,1.482437978631733e-07,1.499559926435749e-08,5.823080988558727e-08,2.0898977096158585e-09,7.592621069686141e-07,4.165144716133114e-12,6.77530249725059e-07,1.4124526898047519e-11,3.241425101744112e-12,6.627166295408652e-12,4.170141873946831e-13,7.92918714060305e-17,2.7418558807433196e-11,1.97893949134244e-08,3.7993929777645033e-10
3.4897358879438634e-08,0.9114428828245373,4.556415590329841e-06,9.49907048433623e-08,1.268030239608784e-07,8.471331273173918e-07,0.0,0.0,1.8120852684812033e-06,1.1239297553669445e-09,9.731952228516019e-10,3.6028153292661584e-10,3.384084458393239e-10,2.006057677869183e-19,9.133151061387129e-14,8.350875412841248e-09,6.78991941317218e-08,3.836804518941203e-08,3.323239601770073e-20,1.6698866468640092e-12,1.0019085699325786e-17,4.593422522948198e-17,5.24452761278116e-09,8.81970130966468e-17,1.7141665273413858e-12,4.217805542021213e-21,1.3728668318066311e-21,5.19630317126751e-16,2.7498132285578673e-17,2.4370660808030876e-17,2.476562839210032e-14,2.163324411709098e-20,2.879817426249038e-21,1.49783182018046e-20,3.76,0.0,0.7676247078060144,0.9969025080702343,9.29928223459568e-09,1.62220855696704e-09,0.026603970067177567,0.021313759397099643,0.004993157987485059,0.00017433273774964536,0.0030954398853750916,6.0832670573217854e-05,1.2201520889223764e-09,9.327543063140985e-08,3.442386897247074e-15,1.6276471796044962e-07,3.9399049059256674e-15,3.255513867970022e-14,2.4093714294146145e-09,7.0267748978257466e-15,1.937430503669538e-11,2.3268795030296498e-21,5.5891214770037944e-14,6.472637531721662e-17,1.610688421483023e-15,7.427241637069275e-15,1.4873630872574882e-22,1.1569623821187454e-21,3.031417314924334e-17,6.198007760108987e-12,3.820682956077815e-08,1.305503217560728e-10,1.8961301885571643e-06,1.80000537054941e-07,1.4386014343451735e-06,3.160700190831057e-08,2.331997230050302e-06,5.037236846647194e-07,1.5036778545068074e-07,1.5479141794511592e-08,5.927947392320466e-08,2.1483864361747497e-09,7.825291398841956e-07,4.3751353471266145e-12,6.984726802339314e-07,1.4527492803693362e-11,3.417644539307464e-12,7.12642732575625e-12,4.293600411413473e-13,8.173018925971045e-17,2.7883438505299225e-11,2.0122544117259656e-08,3.9768002420276707e-10
3.537298166407421e-08,0.911501256118051,4.679528976992783e-06,9.861217633968797e-08,1.3217237273827378e-07,8.821546222067451e-07,0.0,0.0,1.8363482222947168e-06,1.1539168219551696e-09,1.0118625533150622e-09,3.727697001695631e-10,3.520957583975236e-10,2.193044248141515e-19,9.61955157658667e-14,8.50348609188571e-09,6.998004753956696e-08,3.942112608649174e-08,3.6309775034620923e-20,1.7610273123921952e-12,1.061779106689376e-17,4.8353081318022273e-17,5.263060211587904e-09,9.611408051283994e-17,1.7754140702135256e-12,4.597475695964306e-21,1.5036421236414254e-21,5.53305258599716e-16,2.9647529867119936e-17,2.6160260795145753e-17,2.5774799907765374e-14,2.325143860049864e-20,3.1236089842712124e-21,1.629404229375267e-20,3.76,0.0,0.7672689780009092,0.9969024757366066,9.829845997536375e-09,1.6961705087494478e-09,0.026961204537811343,0.021600187777076393,0.005060674938574189,0.00017426219560458635,0.0030954397731478432,6.250358334992302e-05,1.2663287847107663e-09,9.327466363254016e-08,3.488955272781756e-15,1.672170244946425e-07,4.243484618458945e-15,3.478940495301017e-14,2.4762675062057734e-09,7.566332024262852e-15,1.9686937239935406e-11,2.5078041484147208e-21,5.974032881801886e-14,6.921765120011499e-17,1.7226828960187078e-15,7.885296520659664e-15,1.6029647540985807e-22,1.246906992324377e-21,3.3112551372927406e-17,6.282187863783781e-12,3.9254183523609296e-08,1.378776396749845e-10,1.9270836590035087e-06,1.8383512987921003e-07,1.4777868653079477e-06,3.2875987662779096e-08,2.401768432900072e-06,5.11640287472705e-07,1.5248949035666513e-07,1.5976067783942567e-08,6.034142399483502e-08,2.207775876279215e-09,8.062047071028024e-07,4.593884111327199e-12,7.197904592311348e-07,1.493640016225489e-11,3.6015045741739254e-12,7.655707339599767e-12,4.4190011882173276e-13,8.42078429923911e-17,2.8350014521592916e-11,2.0456139835890165e-08,4.1610720734341827e-10
3.584860444870978e-08,0.9115596066373395,4.804117765057957e-06,1.0231588165375876e-07,1.37689524443662e-07,9.181038158910985e-07,0.0,0.0,1.8606012462206007e-06,1.1842762721137102e-09,1.0515030882432134e-09,3.854831752866251e-10,3.6613979197956954e-10,2.3944142375539006e-19,1.0124275077194536e-13,8.655995682191905e-09,7.209201016148742e-08,4.048831476850239e-08,3.9646831834204446e-20,1.8557837461224816e-12,1.1243646031560451e-17,5.085449940379435e-17,5.281112399172504e-09,1.0461416665068906e-16,1.8377864718270123e-12,5.005668211187703e-21,1.6448063154660828e-21,5.886058091178997e-16,3.1929436898844934e-17,2.805040178607291e-17,2.680960373073663e-14,2.4964318876620616e-20,3.38401772425844e-21,1.7704132889521892e-20,3.76,0.0,0.7669134106217809,0.9969024432402485,1.0382881694419029e-08,1.7723462792239255e-09,0.027318296622637746,0.021886451773224676,0.005128169004081153,0.00017419168303871925,0.00309543966112497,6.419687005672761e-05,1.3135431899452615e-09,9.327389153266307e-08,3.535490919493622e-15,1.7172819604737104e-07,4.5656535906847925e-15,3.7143402531470895e-14,2.544086584277129e-09,8.138775358367929e-15,2.00005752478032e-11,2.6999054423506054e-21,6.379577488302322e-14,7.395148378454354e-17,1.8407381577985325e-15,8.364861158086628e-15,1.7257047497252553e-22,1.3424070527567828e-21,3.6124571195449706e-17,6.366328680417381e-12,4.031553545177417e-08,1.4555234913819981e-10,1.958150173890718e-06,1.8771417199098434e-07,1.5175258878060383e-06,3.417849579295145e-08,2.4727534336829345e-06,5.195544109582266e-07,1.5460891923572588e-07,1.648665605857906e-08,6.14170473834705e-08,2.2680763601678343e-09,8.302910810001989e-07,4.821675782122949e-12,7.41485881787234e-07,1.535125678714534e-11,3.793259770719803e-12,8.21636243281717e-12,4.5463630931578894e-13,8.672517123783389e-17,2.8818277185209372e-11,2.079018934919977e-08,4.3524217399971965e-10
3.632422723334535e-08,0.9116179343941341,4.930174868824035e-06,1.0610231467359543e-07,1.433562999562135e-07,9.549912659051216e-07,0.0,0.0,1.8848444028780924e-06,1.2150072747556327e-09,1.0921277285564216e-09,3.984217690403923e-10,3.805453635399257e-10,2.611033151438906e-19,1.0647697932240751e-13,8.808387241366061e-09,7.423503993323929e-08,4.156960484493843e-08,4.32631476103812e-20,1.9542460842616726e-12,1.1897590593980127e-17,5.3439580444444703e-17,5.298701567979133e-09,1.13730938941911e-16,1.901282808839419e-12,5.444107559191063e-21,1.797019708326849e-21,6.255833524503652e-16,3.434986068436862e-17,3.004498120139899e-17,2.787029157826853e-14,2.6775946633899644e-20,3.6619085968010874e-21,1.92138842993298e-20,3.76,0.0,0.7665580055833932,0.9969024105805234,1.0959013882117237e-08,1.8507671258383884e-09,0.027675246386274107,0.02217255145799463,0.005195640192190729,0.00017412120486238344,0.003095439548410928,6.591251988873477e-05,1.3618018144668113e-09,9.327311856785491e-08,3.581993857178677e-15,1.7629818474447368e-07,4.907258595969869e-15,3.96217820415363e-14,2.612828902767824e-09,8.745593122412817e-15,2.0315217913834573e-11,2.9036967355384404e-21,6.806552601080055e-14,7.893731500286971e-17,1.965090611319873e-15,8.866639044020703e-15,1.855910799464954e-22,1.4437176861132353e-21,3.9363183211440716e-17,6.450430214693527e-12,4.139087881613808e-08,1.535876365329547e-10,1.989329137903234e-06,1.9163750504882257e-07,1.5578192185073873e-06,3.551496513882095e-08,2.5449593911464143e-06,5.274661065773675e-07,1.5672607830076508e-07,1.701118669422331e-08,6.250673667628155e-08,2.3292986273836795e-09,8.547905272444647e-07,5.058801543597574e-12,7.635612363650851e-07,1.577207012443508e-11,3.993170766388042e-12,8.80978980183316e-12,4.675705947094579e-13,8.928253092966717e-17,2.928821688165582e-11,2.1124700261250517e-08,4.551066776848527e-10
