Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126)
6.732249795573526e-10,0.5297641377769234,0.0,2.1444751535371596e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124504139478,1.0,0.0,0.0,1.996958371810244e-08,1.2981158384309937e-08,5.046700431407011e-09,1.9417249023854984e-09
8.085040977689089e-10,0.5297641381810206,0.0,2.5753901026346246e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124464012214,1.0,0.0,0.0,2.3982310063319947e-08,1.5627403386054067e-08,6.0609548639355616e-09,2.293951813330321e-09
9.437832159804652e-10,0.5297641385851176,0.0,3.0063050517320904e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612442388495,1.0,0.0,0.0,2.799503637637259e-08,1.828532531519221e-08,7.075258978541544e-09,2.6344520826388334e-09
9.999999999999999e-10,0.5297641389892148,0.0,3.185376684844876e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124407209609,1.0,0.0,0.0,2.966257065788522e-08,1.9393197121031062e-08,7.496778867475485e-09,2.7725946693786746e-09
1.0790623341920215e-09,0.5297641389892148,0.0,3.437220000829556e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124383757689,1.0,0.0,0.0,3.2007762657260325e-08,2.0954535427862545e-08,8.08961112096926e-09,2.96361610842852e-09
1.2143414524035778e-09,0.529764139393312,0.0,3.868134949927021e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124343630426,1.0,0.0,0.0,3.602048890598312e-08,2.363465791268308e-08,9.104009691995717e-09,3.281821301304317e-09
1.349620570615134e-09,0.5297641397974091,0.0,4.299049899024486e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124303503163,1.0,0.0,0.0,4.003321512254092e-08,2.6325329463501443e-08,1.0118453145612521e-08,3.5894325134269562e-09
1.6201788070382467e-09,0.5297641406056034,0.0,5.1608797972194165e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612422324864,1.0,0.0,0.0,4.8058667459161423e-08,3.173692671441756e-08,1.2147468772655335e-08,4.174271972088527e-09
1.8907370434613593e-09,0.5297641414137977,0.0,6.02270969541435e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124142994118,1.0,0.0,0.0,5.608411966712156e-08,3.7186655495853365e-08,1.4176646633044256e-08,4.720817538223954e-09
2.161295279884472e-09,0.529764142221992,0.0,6.884539593609278e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006124062739598,1.0,0.0,0.0,6.410957174642108e-08,4.267201898788254e-08,1.6205976101843425e-08,5.231576656695134e-09
2.4318535163075844e-09,0.5297641430301862,0.0,7.74636949180421e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123982485078,1.0,0.0,0.0,7.213502369705979e-08,4.819068384819751e-08,1.823544724977757e-08,5.708892599084726e-09
2.702411752730697e-09,0.5297641438383803,0.0,8.608199389999139e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123902230559,1.0,0.0,0.0,8.016047551903746e-08,5.374046956275844e-08,2.0265050797914892e-08,6.154955158364157e-09
2.9729699891538096e-09,0.5297641446465745,0.0,9.470029288194069e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123821976042,1.0,0.0,0.0,8.818592721235395e-08,5.9319338427714685e-08,2.229477807503625e-08,6.571810709603032e-09
3.243528225576922e-09,0.5297641454547687,0.0,1.0331859186388999e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123741721525,1.0,0.0,0.0,9.621137877700909e-08,6.492538616051845e-08,2.4324620977681843e-08,6.961371638808785e-09
3.5140864620000348e-09,0.5297641462629629,0.0,1.119368908458393e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123661467012,1.0,0.0,0.0,1.0423683021300271e-07,7.055683315003413e-08,2.6354571932916995e-08,7.325425130051627e-09
3.784644698423148e-09,0.5297641470711572,0.0,1.205551898277886e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123581212499,1.0,0.0,0.0,1.1226228152033478e-07,7.6212016305138e-08,2.8384623863644833e-08,7.665641351551961e-09
4.05520293484626e-09,0.5297641478793511,0.0,1.291734888097379e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123500957987,1.0,0.0,0.0,1.2028773269900513e-07,8.188938143638427e-08,3.041477015618728e-08,7.983581106433564e-09
4.325761171269373e-09,0.5297641486875453,0.0,1.377917877916872e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123420703477,1.0,0.0,0.0,1.2831318374901363e-07,8.758747612367627e-08,3.244500462993428e-08,8.280702995403109e-09
4.5963194076924856e-09,0.5297641494957394,0.0,1.4641008677363649e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123340448967,1.0,0.0,0.0,1.3633863467036028e-07,9.330494304618232e-08,3.4475321508959965e-08,8.558370115218022e-09
4.866877644115598e-09,0.5297641503039336,0.0,1.5502838575558579e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123260194458,1.0,0.0,0.0,1.4436408546304499e-07,9.904051375365721e-08,3.650571539551722e-08,8.817856313870575e-09
5.137435880538711e-09,0.5297641511121276,0.0,1.6364668473753509e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123179939953,1.0,0.0,0.0,1.5238953612706766e-07,1.047930028499992e-07,3.853618124528653e-08,9.06035203178197e-09
5.407994116961823e-09,0.5297641519203218,0.0,1.7226498371948439e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123099685448,1.0,0.0,0.0,1.6041498666242834e-07,1.105613025570938e-07,4.056671434424295e-08,9.286969761091607e-09
5.678552353384936e-09,0.5297641527285158,0.0,1.8088328270143368e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006123019430944,1.0,0.0,0.0,1.6844043706912685e-07,1.1634437763211608e-07,4.259731028702727e-08,9.498749149983539e-09
5.9491105898080485e-09,0.5297641535367099,0.0,1.8950158168338298e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122939176441,1.0,0.0,0.0,1.7646588734716326e-07,1.2214126061688568e-07,4.4627964956730215e-08,9.696661773547421e-09
6.219668826231161e-09,0.5297641543449038,0.0,1.9811988066533228e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122858921939,1.0,0.0,0.0,1.8449133749653753e-07,1.2795104739924177e-07,4.6658674506004363e-08,9.88161559129135e-09
6.490227062654274e-09,0.5297641551530979,0.0,2.0673817964728158e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122778667438,1.0,0.0,0.0,1.9251678751724953e-07,1.3377289306583053e-07,4.868943533941613e-08,1.0054459112002815e-08
6.760785299077386e-09,0.529764155961292,0.0,2.1535647862923088e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612269841294,1.0,0.0,0.0,2.0054223740929935e-07,1.396060080262736e-07,5.072024409695263e-08,1.0215985286073151e-08
7.031343535500499e-09,0.529764156769486,0.0,2.239747776111802e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122618158443,1.0,0.0,0.0,2.0856768717268693e-07,1.4544965439064568e-07,5.275109763860643e-08,1.036693514343489e-08
7.3019017719236114e-09,0.5297641575776799,0.0,2.325930765931295e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122537903946,1.0,0.0,0.0,2.1659313680741232e-07,1.513031425840362e-07,5.478199302996918e-08,1.0508001193406951e-08
7.572460008346725e-09,0.5297641583858739,0.0,2.412113755750788e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122457649451,1.0,0.0,0.0,2.2461858631347547e-07,1.5716582818297495e-07,5.681292752876944e-08,1.0639830601731066e-08
7.843018244769837e-09,0.5297641591940679,0.0,2.498296745570281e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122377394957,1.0,0.0,0.0,2.3264403569087636e-07,1.6303710895913768e-07,5.884389857229242e-08,1.0763028159446275e-08
8.11357648119295e-09,0.5297641600022617,0.0,2.584479735389774e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122297140464,1.0,0.0,0.0,2.40669484939615e-07,1.6891642211657934e-07,6.087490376562338e-08,1.0878159057412321e-08
8.384134717616063e-09,0.5297641608104557,0.0,2.670662725209267e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122216885974,1.0,0.0,0.0,2.486949340596914e-07,1.74803241709778e-07,6.290594087066042e-08,1.0985751479253005e-08
8.654692954039175e-09,0.5297641616186496,0.0,2.75684571502876e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122136631485,1.0,0.0,0.0,2.5672038305110557e-07,1.8069707623072376e-07,6.493700779584658e-08,1.1086299024535236e-08
8.925251190462288e-09,0.5297641624268434,0.0,2.843028704848253e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006122056376996,1.0,0.0,0.0,2.647458319138575e-07,1.865974663540375e-07,6.696810258657447e-08,1.1180262973245509e-08
9.1958094268854e-09,0.5297641632350375,0.0,2.9292116946677458e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121976122508,1.0,0.0,0.0,2.727712806479472e-07,1.9250398282975742e-07,6.899922341621925e-08,1.1268074401970582e-08
9.466367663308513e-09,0.5297641640432312,0.0,3.0153946844872388e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121895868022,1.0,0.0,0.0,2.8079672925337473e-07,1.9841622451408972e-07,7.10303685777587e-08,1.1350136161526365e-08
9.736925899731626e-09,0.5297641648514253,0.0,3.1015776743067317e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121815613537,1.0,0.0,0.0,2.8882217773014e-07,2.0433381652908487e-07,7.30615364759419e-08,1.1426824725113302e-08
9.999999999999999e-09,0.5297641656596191,0.0,3.1853766848448734e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612173757904,1.0,0.0,0.0,2.9662562748575544e-07,2.1009251450825874e-07,7.503653893637837e-08,1.1496574041118361e-08
1.0007484136154738e-08,0.5297641656596191,0.0,3.1877606641262247e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121735359054,1.0,0.0,0.0,2.9684762607824317e-07,2.1025640854281132e-07,7.509272561997087e-08,1.1498491915461018e-08
1.027804237257785e-08,0.529764166467813,0.0,3.2739436539457177e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121655104572,1.0,0.0,0.0,3.048730742976841e-07,2.161836731621468e-07,7.7123934616661e-08,1.1565466518876357e-08
1.0548600609000963e-08,0.529764167276007,0.0,3.3601266437652107e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121574850091,1.0,0.0,0.0,3.1289852238846285e-07,2.2211530443080929e-07,7.915516216404982e-08,1.162805579360376e-08
1.0819158845424076e-08,0.5297641680842007,0.0,3.4463096335847037e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121494595611,1.0,0.0,0.0,3.209239703505794e-07,2.2805101642573113e-07,8.118640704542395e-08,1.1686546879424437e-08
1.1089717081847188e-08,0.5297641688923944,0.0,3.5324926234041967e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121414341133,1.0,0.0,0.0,3.2894941818403395e-07,2.3399054194533506e-07,8.321766812373716e-08,1.1741208114961716e-08
1.1360275318270301e-08,0.5297641697005883,0.0,3.6186756132236897e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121334086655,1.0,0.0,0.0,3.369748658888263e-07,2.399336312836993e-07,8.524894433639406e-08,1.1792290268732831e-08
1.1630833554693414e-08,0.529764170508782,0.0,3.7048586030431827e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121253832179,1.0,0.0,0.0,3.450003134649565e-07,2.458800510849882e-07,8.728023469037517e-08,1.1840027689593086e-08
1.1901391791116526e-08,0.5297641713169757,0.0,3.7910415928626757e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121173577706,1.0,0.0,0.0,3.530257609124246e-07,2.5182958327289186e-07,8.93115382576813e-08,1.1884639381851402e-08
1.2171950027539639e-08,0.5297641721251695,0.0,3.8772245826821687e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121093323233,1.0,0.0,0.0,3.610512082312307e-07,2.577820240501638e-07,9.134285417107629e-08,1.19263300099905e-08
1.2442508263962751e-08,0.5297641729333633,0.0,3.9634075725016617e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006121013068761,1.0,0.0,0.0,3.6907665542137465e-07,2.6373718296366504e-07,9.337418162010821e-08,1.1965290837601308e-08
1.2983624736808977e-08,0.5297641745497508,0.0,4.1357735521406477e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612085255982,1.0,0.0,0.0,3.851275494156764e-07,2.756549550697758e-07,9.743686814576038e-08,1.2035726200140103e-08
1.347062956237058e-08,0.5297641760044994,0.0,4.2909029338157357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612070810178,1.0,0.0,0.0,3.9957335357052376e-07,2.863885789307279e-07,1.0109331837673779e-07,1.209145626305807e-08
1.3957634387932182e-08,0.5297641774592481,0.0,4.446032315490822e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006120563643743,1.0,0.0,0.0,4.1401915730850635e-07,2.9712857101520606e-07,1.0474979560625582e-07,1.2140790687044499e-08
1.4444639213493785e-08,0.5297641789139966,0.0,4.601161697165911e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006120419185709,1.0,0.0,0.0,4.284649606296241e-07,3.078742003638784e-07,1.0840629672379943e-07,1.2184463541946258e-08
1.493164403905539e-08,0.5297641803687452,0.0,4.756291078840997e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.500612027472768,1.0,0.0,0.0,4.42910763533877e-07,3.1862481997975977e-07,1.120628189761458e-07,1.2223124577971493e-08
1.541864886461699e-08,0.5297641818234936,0.0,4.911420460516084e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006120130269656,1.0,0.0,0.0,4.5735656602126534e-07,3.293798571550199e-07,1.1571935992620128e-07,1.2257348940044084e-08
1.5905653690178594e-08,0.529764183278242,0.0,5.066549842191171e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006119985811636,1.0,0.0,0.0,4.7180236809178903e-07,3.401388049182463e-07,1.1937591741660623e-07,1.2287645756936511e-08
1.6392658515740197e-08,0.5297641847329906,0.0,5.221679223866258e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006119841353618,1.0,0.0,0.0,4.862481697454482e-07,3.5090121446152825e-07,1.2303248953750907e-07,1.2314465746410993e-08
1.68796633413018e-08,0.5297641861877389,0.0,5.376808605541345e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006119696895606,1.0,0.0,0.0,5.00693970982243e-07,3.6166668847307953e-07,1.2668907459819424e-07,1.233820791096908e-08
1.7366668166863402e-08,0.5297641876424873,0.0,5.5319379872164325e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5006119552437598,1.0,0.0,0.0,5.151397718021731e-07,3.724348752388926e-07,1.3034567110198252e-07,1.2359225461298096e-08
