Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236)
1.972099209726464e-19,0.7315739730842429,0.0,1.1578883862611586e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040768742,0.9999999999996911,0.0,0.0,2.700980886083997e-15,1.7076009302972923e-15,5.274950846343533e-16,4.658848711523511e-16,3.088283753724943e-13,1.1804107357296474e-31,2.2078337546510486e-49
3.945911798436183e-19,0.7315739730842432,0.0,2.3167827572188525e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040768715,0.999999999999382,0.0,0.0,5.404308410644166e-15,3.416685440962343e-15,1.055448462132254e-15,9.32174507549567e-16,6.179250636276715e-13,4.724719182150219e-31,1.7676094611870726e-48
7.89353697585562e-19,0.7315739730842439,0.0,4.634571499132806e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040768662,0.9999999999987639,0.0,0.0,1.0810963459764473e-14,6.83485446248278e-15,2.1113552171314688e-15,1.864753780150223e-15,1.2361184394929044e-12,1.890503096091999e-30,1.414624781588963e-47
1.5788787330694496e-18,0.7315739730842453,0.0,9.270148982954984e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040768553,0.9999999999975275,0.0,0.0,2.162427355800498e-14,1.3671192506284984e-14,4.223168727143548e-15,3.729912324576431e-15,2.472505188642883e-12,7.563243406526882e-30,1.1319147562979251e-46
3.157928804037225e-18,0.731573973084248,0.0,1.8541303950576413e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040768338,0.9999999999950547,0.0,0.0,4.325089375448553e-14,2.734386859693473e-14,8.446795747222305e-15,7.460229410328435e-15,4.945278676620892e-12,3.025543584859619e-29,9.056177867085349e-46
6.316028945972775e-18,0.7315739730842535,0.0,3.708361388572758e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040767905,0.9999999999901091,0.0,0.0,8.650413414744482e-14,5.4689220790415573e-14,1.6894049787598224e-14,1.4920863569430782e-14,9.890825611289113e-12,1.2102666803733961e-28,7.245286239913167e-45
1.2632229229843875e-17,0.7315739730842644,0.0,7.416823375566306e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040767039,0.999999999980218,0.0,0.0,1.730106149333561e-13,1.0937992522610264e-13,3.378855786922366e-14,2.984213183802885e-14,1.978191931547439e-11,4.841165217916988e-28,5.796366576013556e-44
2.5264629797586077e-17,0.7315739730842864,0.0,1.4833747349406685e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040765309,0.9999999999604359,0.0,0.0,3.460235765051496e-13,2.1876133429237827e-13,6.7577574035969e-14,5.968466817679847e-14,3.956410606324026e-11,1.9364857880755312e-27,4.637148298236666e-43
5.052943093307048e-17,0.7315739730843304,0.0,2.966759529650055e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024704076185,0.9999999999208715,0.0,0.0,6.920494996486204e-13,4.3752415320453567e-13,1.351556063834374e-13,1.193697400606317e-13,7.912847691635355e-11,7.745982565884652e-27,3.7097406585991455e-42
1.0105903320403929e-16,0.7315739730844183,0.0,5.93352911883407e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040754928,0.9999999998417428,0.0,0.0,1.3841013459350962e-12,8.750497941472751e-13,2.7031167113428515e-13,2.387398806534741e-13,1.5825720805290755e-10,3.0984009183596705e-26,2.967801342740673e-41
2.0211823774597688e-16,0.7315739730845939,0.0,1.1867068296263076e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040741088,0.9999999996834854,0.0,0.0,2.7682050385061868e-12,1.7501010885064506e-12,5.406238008596245e-13,4.774801491398637e-13,3.165146280473366e-10,1.2393619531641995e-25,2.374244613067824e-40
4.0423664682985206e-16,0.7315739730849452,0.0,2.373414664736499e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040713406,0.9999999993669708,0.0,0.0,5.536412423640921e-12,3.5002037271195838e-12,1.0812480612048789e-12,9.549606353154667e-13,6.330292989215693e-10,4.957451043638533e-25,1.8993971260453307e-39
6.063550559137273e-16,0.7315739730852965,0.0,3.5601224994710785e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040685724,0.9999999990504562,0.0,0.0,8.304619808768209e-12,5.250306415627494e-12,1.6218723224447088e-12,1.432441070693899e-12,9.495438006812668e-10,1.0534585553852945e-24,5.4310897358154164e-39
1.0105918740814778e-15,0.7315739730859994,0.0,5.933538167437801e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024704063036,0.9999999984174279,0.0,0.0,1.3841034578992999e-11,8.75051199222238e-12,2.7031208485026694e-12,2.3874017382621232e-12,1.582572127743245e-09,2.9125036668617188e-24,2.49592764069177e-38
1.374405010432453e-15,0.7315739730866317,0.0,8.069612267394247e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040580532,0.999999997847703,0.0,0.0,1.8823807872171253e-11,1.1900697172368984e-11,3.6762445248452274e-12,3.2468661749466675e-12,2.1522970756868494e-09,5.186306540424362e-24,5.618308502078679e-38
1.7382181467834283e-15,0.731573973087264,0.0,1.020568636606612e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040530705,0.9999999972779786,0.0,0.0,2.3806581165324043e-11,1.5050882523154312e-11,4.64936820424721e-12,4.106330437906328e-12,2.7220214452649784e-09,8.095898172072828e-24,1.061896926253514e-37
2.1020312831344036e-15,0.7315739730878964,0.0,1.2341760463524579e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040480879,0.9999999967082548,0.0,0.0,2.878935445845277e-11,1.8201068035125965e-11,5.62249188653914e-12,4.965794536764453e-12,3.2917452685161287e-09,1.1606059702659386e-23,1.7749204707898887e-37
2.8296575558363542e-15,0.7315739730891613,0.0,1.661390865567433e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040381223,0.9999999955688085,0.0,0.0,3.875490104465538e-11,2.4501439426651656e-11,7.568739257713472e-12,6.684722360250255e-12,4.431191669131274e-09,1.9995971481208188e-23,3.789252799092587e-37
3.557283828538305e-15,0.7315739730904262,0.0,2.0886056843338815e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247040281567,0.9999999944293639,0.0,0.0,4.872044763076907e-11,3.080181141398738e-11,9.514986639570226e-12,8.403649577150245e-12,5.57063605030386e-09,3.0605834328923874e-23,6.890344792249107e-37
4.2849101012402554e-15,0.731573973091691,0.0,2.515820502621382e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024704018191,0.9999999932899216,0.0,0.0,5.86859942167878e-11,3.7102184037545367e-11,1.146123403283396e-11,1.01225761463213e-11,6.710078275063263e-09,4.358622268035739e-23,1.1397975100891862e-36
5.7401626466441574e-15,0.7315739730942207,0.0,3.3702501377325556e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.00402470399826,0.9999999910110439,0.0,0.0,7.861708738853506e-11,4.9702931229177354e-11,1.5353728854225125e-11,1.3560427304978995e-11,8.988956133853345e-09,7.679215432365141e-23,2.629151401332555e-36
7.195415192048059e-15,0.7315739730967501,0.0,4.224679770898049e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247039783288,0.9999999887321748,0.0,0.0,9.85481805598966e-11,6.230368100541362e-11,1.924622372195628e-11,1.6998275832287437e-11,1.1267825232421699e-08,1.1962817895661024e-22,5.050644496608433e-36
1.0105920282855863e-14,0.7315739731018097,0.0,5.93353903138815e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247039384667,0.9999999841744629,0.0,0.0,1.384103669014617e-10,8.750518831684568e-11,2.7031213596530836e-11,2.387396498761676e-11,1.5825537131588332e-08,2.3420973167015147e-22,1.3892007926428857e-35
1.5926930464471467e-14,0.7315739731119284,0.0,9.351257529004191e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247038587422,0.9999999750591443,0.0,0.0,2.1813473957995993e-10,1.379082339766283e-10,4.26011939021483e-11,3.76253117000253e-11,2.4940855735274952e-08,5.790151850063998e-22,5.527895452139102e-35
2.756895082770268e-14,0.7315739731321657,0.0,1.6186694430778012e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247036992935,0.9999999568289278,0.0,0.0,3.775834849184276e-10,2.3871444944817506e-10,7.374115673933385e-11,6.512787872745628e-11,4.317107215669806e-08,1.731214030994185e-21,2.9520287962381423e-34
5.085299155416511e-14,0.7315739731726403,0.0,2.9857567860507013e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024703380396,0.9999999203701779,0.0,0.0,6.964809755212474e-10,4.4032737699705415e-10,1.3602109131746892e-10,1.2013250719495234e-10,7.962982192071262e-08,5.885975423395633e-21,1.9007696751444605e-33
9.742107300708996e-14,0.7315739732535896,0.0,5.719931322481494e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024702742601,0.9999998474594103,0.0,0.0,1.334275956430425e-09,8.435552184888459e-10,2.6058099608827255e-10,2.301397418101125e-10,1.52540589693775e-07,2.1597003901566317e-20,1.359198672648812e-32
1.4398915446001482e-13,0.731573973334539,0.0,8.454105659575626e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024702104806,0.9999997745576175,0.0,0.0,1.9720709369443202e-09,1.2467857084622569e-09,3.851409483443349e-10,3.401442800433745e-10,2.254423825445477e-07,4.7176751625300864e-20,4.1782247278920206e-32
2.3712531736586455e-13,0.7315739734964378,0.0,1.392245373587981e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040247008292162,0.9999996287809509,0.0,0.0,3.2476608967862604e-09,2.053254633522965e-09,6.342609953062931e-10,5.601452677011166e-10,3.712190491480464e-07,1.279427414032735e-19,1.8684166367709033e-31
3.302614802717142e-13,0.7315739736583364,0.0,1.9390801015136034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246995536264,0.9999994830401705,0.0,0.0,4.5232508550470706e-09,2.8597341517226153e-09,8.833812321951462e-10,7.801354706329389e-10,5.169598295111037e-07,2.481843955997039e-19,4.907947314275081e-31
4.233976431775639e-13,0.7315739738202354,0.0,2.4859147497532703e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246982780365,0.999999337335268,0.0,0.0,5.798840811726748e-09,3.666224262562797e-09,1.1325016590019449e-09,1.0001148893462008e-09,6.62664732115913e-07,4.079022031239089e-19,1.012202287926241e-30
5.165338060834136e-13,0.7315739739821342,0.0,3.032749318326338e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246970024467,0.9999991916662344,0.0,0.0,7.0744307668252956e-09,4.472724965531166e-09,1.3816222757174904e-09,1.2200835243624452e-09,8.083337656773372e-07,6.070966655578027e-19,1.8112407000449588e-30
7.028061318951129e-13,0.7315739743059317,0.0,4.126418216544247e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246944512667,0.9999989004357421,0.0,0.0,9.625610672279e-09,6.0857581459571685e-09,1.879864078840792e-09,1.6599884452332045e-09,1.0995642578954124e-06,1.1239174091504985e-18,4.4648005627513966e-30
8.890784577068123e-13,0.7315739746297294,0.0,5.22008679632213e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246919000868,0.9999986093486242,0.0,0.0,1.217679057140819e-08,7.698833688900945e-09,2.3781066414914402e-09,2.099850237418502e-09,1.3906513758624864e-06,1.7986506367632126e-18,8.932975793928317e-30
1e-12,0.7315739752773243,0.0,5.871344984744591e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246903809087,0.9999984360799927,0.0,0.0,1.3695968513091358e-08,8.659408881500509e-09,2.6748007448507913e-09,2.3617588821891425e-09,1.5639200073880307e-06,2.275457423942508e-18,1.266414591841506e-29
1.261623109330211e-12,0.7315739752773243,0.0,7.407423001209448e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024686797727,0.9999980276042176,0.0,0.0,1.727915035069303e-08,1.0925111845071569e-08,3.374594045064694e-09,2.9794444533130254e-09,1.9723957824299684e-06,3.621871435351308e-18,2.5341920723403677e-29
1.6341677609536097e-12,0.7315739759249194,0.0,9.594757934251012e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024681695367,0.9999974464324461,0.0,0.0,2.2381510104679856e-08,1.4151559400566624e-08,4.371084485836186e-09,3.858866206123462e-09,2.5535675539086626e-06,6.076791803986911e-18,5.497095747528408e-29
2.0067124125770084e-12,0.7315739765725143,0.0,1.1782091596700162e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246765930076,0.9999968658327454,0.0,0.0,2.7483869833368696e-08,1.737817632213244e-08,5.367577963208846e-09,4.7381155297005225e-09,3.1341672545986854e-06,9.163444266803015e-18,1.017277366853827e-28
2.751801715823806e-12,0.7315739778677041,0.0,1.6156755114815733e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.0040246663882881,0.9999957063473077,0.0,0.0,3.7688589214852546e-08,2.383191813077969e-08,7.360574025375124e-09,6.496097024233586e-09,4.293652692345003e-06,1.7232075260190825e-17,2.6222434693068093e-28
3.4968910190706032e-12,0.7315739791628941,0.0,2.0531413565545946e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.004024656183569,0.9999945491434066,0.0,0.0,4.7893308495144845e-08,3.028633700544174e-08,9.353582226795205e-09,8.253389207251857e-09,5.450856593463809e-06,2.7828024160973345e-17,5.380581778525026e-28
