Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73),C2HF2(72),S(234),C2H2F3(67),C2H2F3(68),S(133),S(3636),S(149),CHFCF2(55),CF2(43),CH2F2(41),C2F(235),S(3631),S(3559),S(3935),S(3617),C2H3F2(65),S(3632),S(4348),CHO2(339),S(215),CHF2(82),S(4704),S(2774),S(4610),CHF3(42),S(221),S(3742),S(2509)
1.2259102985207308e-09,0.4747555316524511,6.632953082342974e-18,6.659014610587372e-22,9.954086701751777e-17,2.6158878681547123e-21,0.0,0.0,1.5513655240697331e-12,1.8030012660359745e-19,3.933875390659422e-23,2.9489544186258945e-23,2.6609675344574563e-28,4.1185435599522923e-47,3.725179695991757e-31,1.4711580685526882e-20,1.6498224226666663e-25,4.90422910346464e-19,7.90404431031935e-48,1.380713830598006e-43,1.2650171432688112e-43,6.390928416386e-43,1.651120614578237e-19,2.1982905204368012e-41,1.796561117276224e-33,3.0445846940678907e-47,1.0851526739956766e-57,7.783496345459751e-45,1.6666919498922555e-52,4.823122318372068e-51,1.1136654412443748e-32,1.1463289265436746e-54,6.612854008417761e-54,4.506802029705199e-56,3.76,0.0,0.6069860307490254,0.999977362725823,7.169317550719185e-20,2.6927586592921335e-30,9.763087304168565e-10,6.214122152318884e-10,2.9088150864308024e-10,6.401500134294496e-11,2.263727262446444e-05,2.7528607728042384e-21,6.698413740217592e-34,3.915558680441894e-18,5.554385756842938e-24,1.0012865605875976e-16,4.667914698845194e-50,3.73090494234924e-49,1.3748971359336118e-23,1.06804664506008e-50,2.7663451338538063e-27,5.005137301159566e-56,2.3733988753803854e-49,3.0643574681497672e-52,3.496358485193336e-57,5.095383073894323e-56,9.749652945905841e-53,1.2861318438652855e-50,2.160500335278845e-49,7.731620689523514e-23,9.49481963227984e-19,1.2849223482613269e-26,3.0669718726518196e-28,6.210039775159401e-13,1.1013209633810983e-34,2.1634803078869743e-20,2.5213175168697405e-18,2.2812797789715363e-18,3.595099088893483e-20,1.2190946561390379e-21,1.5796673843036764e-22,1.1936957230524535e-12,3.5524190548606573e-13,6.710224452432125e-16,3.627070783158455e-20,1.1954367823607098e-20,4.959366387075149e-16,7.305313264939406e-19,1.2553914041896522e-18,5.0451318603812625e-39,6.315832681715673e-24,2.211581968138924e-26,6.712082769812332e-31,3.7486317633054005e-16,5.056872238078498e-22,3.9792089338966293e-16,3.6692989870459326e-31,1.8397175534593618e-27,6.741703783878632e-24,6.20948971875257e-13,2.1469534865041272e-27,1.517135322354594e-16,2.0030678166360989e-22,1.798562742958095e-19,6.2113439835206805e-24,3.218087087087689e-28,2.5619896428324282e-33
1.2523043182609739e-09,0.4747555316543116,6.911013204482037e-18,7.059641046882449e-22,1.0388170357187189e-16,2.7824226484623767e-21,0.0,0.0,1.5847772015767689e-12,1.8814830339158756e-19,4.1908150193893687e-23,3.140453392645944e-23,2.862073803417493e-28,4.383342315419438e-47,3.8818605547910673e-31,1.53316856935368e-20,1.7233340640761664e-25,5.123933764834684e-19,8.774334748650142e-48,1.4888955404802496e-43,1.4041795226614651e-43,7.0927566996998874e-43,1.683617077006625e-19,2.441824053356917e-41,1.916514487631687e-33,3.45385620285163e-47,1.2093173989061992e-57,8.653479978611926e-45,1.8570922242029726e-52,5.363718905714882e-51,1.2056826006217201e-32,1.3031208825458305e-54,7.569646890182988e-54,5.169245615539982e-56,3.76,0.0,0.6069860307279585,0.9999773072412579,7.642894106422405e-20,2.8726113971197023e-30,9.97328793563497e-10,6.349079972257437e-10,2.9714450207244954e-10,6.527628891260195e-11,2.2692757156394967e-05,2.8730353699309334e-21,7.141122234842267e-34,4.012675754102668e-18,5.732843173652904e-24,1.0448724454621947e-16,5.209067111662147e-50,4.148237031238646e-49,1.437129964575778e-23,1.2009612804329153e-50,2.8495528457274166e-27,5.673734679998691e-56,2.638875379613136e-49,3.420984017958225e-52,3.939527713231556e-57,5.745488708233618e-56,1.111006020829016e-52,1.4432438219840434e-50,2.4044007511588773e-49,7.989811883054827e-23,1.001722846533475e-18,1.3574947227167834e-26,3.2387458110001507e-28,6.343721153269784e-13,1.1827400158940562e-34,2.241694239024405e-20,2.5769372342184575e-18,2.3265139409320256e-18,3.746734369783847e-20,1.2705249062428576e-21,1.6822736316403143e-22,1.2193793069584235e-12,3.628645065589357e-13,7.001952008656337e-16,3.8657008775280665e-20,1.2742801891870236e-20,5.175114668544319e-16,7.623116358297214e-19,1.310026197850624e-18,5.3786513642357985e-39,6.591218410147979e-24,2.4063902190042338e-26,7.28662548313103e-31,3.910915249744867e-16,5.276766257813888e-22,4.1519158749894155e-16,3.943476155843811e-31,1.9867893407500323e-27,7.177108409404532e-24,6.343147171258563e-13,2.33479101480854e-27,1.5830467218040042e-16,2.0901045628827461e-22,1.837289594492714e-19,6.4969918594770506e-24,3.4325945811097073e-28,2.7310167331752507e-33
1.3050923577414597e-09,0.4747555316580328,7.484195454959052e-18,7.909201153135388e-22,1.1284240384188286e-16,3.1363577989819647e-21,0.0,0.0,1.6516019105935151e-12,2.0434633748161521e-19,4.737419713716817e-23,3.547550635306126e-23,3.2967937155996784e-28,4.94561267972815e-47,4.2042069871533735e-31,1.6607718552207004e-20,1.875386856719256e-25,5.577758958182408e-19,1.0742132404422e-47,1.723864730062858e-43,1.7187852134372542e-43,8.678880332489778e-43,1.7482475050782206e-19,2.993085621229938e-41,2.1723854316173245e-33,4.409935364417836e-47,1.4920252973206805e-57,1.0625490367379534e-44,2.2905152088568435e-52,6.590013731519462e-51,1.4065363259441395e-32,1.670719707973293e-54,9.837362529042541e-54,6.744858077789999e-56,3.76,0.0,0.6069860306858249,0.9999772077212947,8.651768316711691e-20,3.256282841067747e-30,1.039368919855082e-09,6.619134360645379e-10,3.096705215094418e-10,6.77849566181219e-11,2.2792277052347093e-05,3.1211317827023133e-21,8.084297141133957e-34,4.206029340386766e-18,6.092402787145104e-24,1.134829679518042e-16,6.444096445753019e-50,5.094567942123583e-49,1.565750020149589e-23,1.507965477691405e-50,3.016428199724167e-27,7.233842207959191e-56,3.240860793656095e-49,4.2353345719164894e-52,4.963900016125584e-57,7.249795764479914e-56,1.431303218095181e-52,1.805013135764501e-50,2.9583947420769708e-49,8.508355437689637e-23,1.111576626787147e-18,1.510541878932591e-26,3.597849823150356e-28,6.611081172651251e-13,1.3570212693843742e-34,2.4021375343924944e-20,2.688345938195347e-18,2.416519803830263e-18,4.0587832794251383e-20,1.3763648867642596e-21,1.9004052341176371e-22,1.2707443708526275e-12,3.781064613024095e-13,7.60398587248937e-16,4.3738078571085804e-20,1.4422102179404558e-20,5.620378376218887e-16,8.279001549673205e-19,1.422786183122581e-18,6.089222872744052e-39,7.159684165837774e-24,2.834056604481355e-26,8.542507611851496e-31,4.245684241674388e-16,5.730567159496202e-22,4.50827254592217e-16,4.532698660410549e-31,2.305285149382378e-27,8.102398967384004e-24,6.610457813418564e-13,2.7468580249454987e-27,1.7190581435628226e-16,2.269703515693331e-22,1.9147437476043872e-19,7.087458249328793e-24,3.889721125302744e-28,3.091045176913027e-33
1.352601593273897e-09,0.47475553166138196,8.019505598467328e-18,8.73058973668016e-22,1.2122524730500992e-16,3.47945123572397e-21,0.0,0.0,1.7117456927834477e-12,2.1949649629824988e-19,5.2678430199205225e-23,3.942241610418911e-23,3.7270111611969175e-28,5.489963537219398e-47,4.504489001940688e-31,1.7796718565564344e-20,2.0179930024944434e-25,6.002615438641069e-19,1.2797735575610095e-47,1.957778101700793e-43,2.0473613984656216e-43,1.0334778639922853e-42,1.8060041211270066e-19,3.5697426417763937e-41,2.4215184096769202e-33,5.448684526279634e-47,1.789910121293655e-57,1.269176259850166e-44,2.7470921562118203e-52,7.876195869231722e-51,1.607668478074025e-32,2.0718888423605584e-54,1.2344881193717209e-53,8.49469428711448e-56,3.76,0.0,0.6069860306479046,0.9999771297724989,9.632487509057825e-20,3.629889010302414e-30,1.077205033515571e-09,6.862340553435757e-10,3.209439759235878e-10,7.002699630306471e-11,2.2870225788304004e-05,3.353255158993499e-21,9.001222968260828e-34,4.3790147444899465e-18,6.418775196643023e-24,1.2189665794056114e-16,7.749199214941557e-50,6.086658018978015e-49,1.6862406581257623e-23,1.8371445457121998e-50,3.167065716868443e-27,8.92655531613255e-56,3.871952645003652e-49,5.096449661344567e-52,6.062754468458332e-57,8.865531400262172e-56,1.7826777548171404e-52,2.191463380835639e-50,3.540394671004015e-49,8.977055579983062e-23,1.2167163161239102e-18,1.657542557184151e-26,3.938854588847014e-28,6.85170207012952e-13,1.527270688726172e-34,2.551115679993648e-20,2.7888067787441396e-18,2.4970008819823408e-18,4.349570389044858e-20,1.4749958439059955e-21,2.1118972490589415e-22,1.3169705317008788e-12,3.9182051995464183e-13,8.166991395823425e-16,4.867425239653934e-20,1.605414191158231e-20,6.036808794424407e-16,8.89241409746176e-19,1.5282491558658053e-18,6.78004289281331e-39,7.69148207574764e-24,3.265193404451784e-26,9.801788977571671e-31,4.5585941521939e-16,6.154959718313241e-22,4.841461345777665e-16,5.111352930992665e-31,2.620983288202478e-27,8.999135776281154e-24,6.851032531958997e-13,3.161910783659831e-27,1.8462417139307764e-16,2.4376517630739246e-22,1.9844529986497027e-19,7.64068252941291e-24,4.334248460244142e-28,3.4409590693394794e-33
1.4001108288063343e-09,0.47475553166473095,8.573233335921333e-18,9.607664724457651e-22,1.2990969097870561e-16,3.8466495972433395e-21,0.0,0.0,1.7718909382653723e-12,2.3518849542350477e-19,5.836010317107912e-23,4.3646578545422877e-23,4.196303440433355e-28,6.071766310916982e-47,4.814326500407414e-31,1.902385980587909e-20,2.1660823249333593e-25,6.443000435049829e-19,1.515294040787591e-47,2.2143498923599505e-43,2.4237533919663194e-43,1.2230932272235843e-42,1.8633743083281785e-19,4.2313149596478714e-41,2.6892297376589244e-33,6.682452888808031e-47,2.1340106403060132e-57,1.5065871487030357e-44,3.2743941237474606e-52,9.355476117712065e-51,1.829447280437747e-32,2.5503886462940215e-54,1.5372239916867707e-53,1.061605204903257e-55,3.76,0.0,0.6069860306099842,0.9999770614259587,1.0684731981154463e-19,4.0313962322498406e-30,1.1150411471742218e-09,7.105694691777969e-10,3.322174650754998e-10,7.225420669030364e-11,2.2938572268226187e-05,3.5937553020038616e-21,9.985094535169792e-34,4.550996153768072e-18,6.747522026921698e-24,1.306111699520625e-16,9.260896996898107e-50,7.22719628481258e-49,1.8112113408071358e-23,2.2235870277360865e-50,3.318060112496354e-27,1.0934595310959205e-55,4.597473962022369e-49,6.0944542213291164e-52,7.352735255133563e-57,1.0764470533566288e-55,2.2038550604589006e-52,2.6435837941194177e-50,4.21081124255391e-49,9.447222479620748e-23,1.3279599534784196e-18,1.813590447459162e-26,4.296811103971517e-28,7.092320011886543e-13,1.7105825004663813e-34,2.7044337377520137e-20,2.8894505116614224e-18,2.57698865515518e-18,4.649706715908263e-20,1.5768003814316754e-21,2.338253667757967e-22,1.3631944239682912e-12,4.0553107431128505e-13,8.750052262461392e-16,5.396727915278427e-20,1.7804806113228045e-20,6.46810472522437e-16,9.527723476812302e-19,1.6374816195085768e-18,7.521324722271684e-39,8.242404665608995e-24,3.7433916307427763e-26,1.1191435297373762e-30,4.882496633372929e-16,6.594480184156969e-22,5.186454027430943e-16,5.737755279034946e-31,2.965633488876154e-27,9.958530242027534e-24,7.091602647127678e-13,3.621909817195196e-27,1.977945427559574e-16,2.6115520860825597e-22,2.0541627361440439e-19,8.214510977396666e-24,4.8113240178491375e-28,3.8163244278660265e-33
1.4476200643387717e-09,0.47475553166807993,9.145373809350646e-18,1.0542244748937897e-21,1.3889586500736138e-16,4.23876776384658e-21,0.0,0.0,1.832037647427453e-12,2.51422348027565e-19,6.443159921362218e-23,4.815671634346394e-23,4.706797198028227e-28,6.692127868217854e-47,5.133643388833576e-31,2.028886082149222e-20,2.319681476365331e-25,6.898894443964819e-19,1.7838600806131206e-47,2.4949700787210533e-43,2.8528720711908307e-43,1.4391888257469342e-42,1.9203606722483582e-19,4.986701971702778e-41,2.9762181053801377e-33,8.1391619164317105e-47,2.5295953687754443e-57,1.7780559287447543e-44,3.8804786400393225e-52,1.104875689729051e-50,2.0732219158288453e-32,3.117728921091685e-54,1.900426991950767e-53,1.3171660507557226e-55,3.76,0.0,0.6069860305720639,0.9999770014989503,1.1811030147886719e-19,4.461859635416689e-30,1.152877260831031e-09,7.349195797130421e-10,3.4349098873542736e-10,7.446668586376988e-11,2.299849921607234e-05,3.842637236357806e-21,1.103828530979595e-33,4.721954967352372e-18,7.078427038742739e-24,1.396264999309331e-16,1.1003475777348708e-49,8.532162955627049e-49,1.940659100169822e-23,2.6749075482528434e-50,3.469357364362212e-27,1.3302701767829132e-55,5.427590045378159e-49,7.245507074402882e-52,8.858680592747164e-57,1.2983743919941688e-55,2.705684785368245e-52,3.1698560423445637e-50,4.97940384834708e-49,9.918494233218023e-23,1.4454644960804043e-18,1.9789524684121667e-26,4.671787973768479e-28,7.332934997956204e-13,1.9072970028857752e-34,2.8620933753302894e-20,2.99027717846804e-18,2.6564862884060747e-18,4.959124692020544e-20,1.6817557408861893e-21,2.579942931522753e-22,1.409416049459242e-12,4.1923812585013126e-13,9.353163434914939e-16,5.962944431387624e-20,1.9678245946825452e-20,6.914264610068714e-16,1.0184927356540615e-18,1.7504835019427664e-18,8.31485972467379e-39,8.812459637027624e-24,4.271896609273832e-26,1.2719493836330791e-30,5.217378410620231e-16,7.049125450673428e-22,5.543243156055422e-16,6.413763381639684e-31,3.3406161247025564e-27,1.098254399624288e-23,7.332168159188524e-13,4.12992068607421e-27,2.1141674321037894e-16,2.7914459000196537e-22,2.1238729602967426e-19,8.8088955295489e-24,5.322082483078322e-28,4.218033808412398e-33
1.495129299871209e-09,0.474755531671429,9.735922166679739e-18,1.1536144170799656e-21,1.4818389946880916e-16,4.656620370037139e-21,0.0,0.0,1.8921858205910957e-12,2.681980672838213e-19,7.09052461006818e-23,5.296148792430548e-23,5.260664793068108e-28,7.352143378749351e-47,5.4623640907402445e-31,2.1591442072171285e-20,2.478817117740771e-25,7.370279108407567e-19,2.088749434798564e-47,2.8010690085395012e-43,3.339932615735825e-43,1.6843697046672118e-42,1.9769658008753992e-19,5.8453790920937e-41,3.28318528747935e-33,9.84956250565415e-47,2.982333070252189e-57,2.0870732405029868e-44,4.574018018343023e-52,1.2978385732088232e-50,2.340383320661796e-32,3.786662392127431e-54,2.333616393692132e-53,1.6232323966428186e-55,3.76,0.0,0.6069860305341436,0.9999769489549338,1.3013911513693024e-19,4.922339465415083e-30,1.1907133744859955e-09,7.592842897423813e-10,3.5476454667513484e-10,7.666453125864598e-11,2.305104317242389e-05,4.0999059534457576e-21,1.2163170155723703e-33,4.89187731169681e-18,7.411294725102045e-24,1.4894264393953256e-16,1.3003167923135062e-49,1.0018630829159369e-48,2.0745813404420126e-23,3.19944430083281e-50,3.6209139361195384e-27,1.6080105702837536e-55,6.373161317808308e-49,8.567065299345114e-52,1.060764447313292e-56,1.5563827824339761e-55,3.3002703889639196e-52,3.779537572225525e-50,5.856633018699551e-49,1.039056149549769e-22,1.5693869623595956e-18,2.1538960592850044e-26,5.063848620439308e-28,7.573547028372415e-13,2.1177380236006506e-34,3.0240962488163596e-20,3.0912868201241013e-18,2.735496926470593e-18,5.277757199134955e-20,1.78983931541867e-21,2.837430081259565e-22,1.4556354099250534e-12,4.3294167603298266e-13,9.976319877939123e-16,6.567301667455052e-20,2.16786115322715e-20,7.375286891118839e-16,1.086402340678006e-18,1.8672547310643803e-18,9.162440440428856e-39,9.401654689971948e-24,4.8540538810685555e-26,1.4394173566430683e-30,5.563226225058357e-16,7.518892412065923e-22,5.911821300780182e-16,7.141222961381089e-31,3.7473126382569446e-27,1.207312452082266e-23,7.572729068405397e-13,4.6891013597833045e-27,2.254905875913372e-16,2.9772580806670146e-22,2.193583671317119e-19,9.423790947529768e-24,5.867657844070636e-28,4.646979671960521e-33
1.543944700655287e-09,0.47475553167487017,1.036187526840113e-17,1.2621059544380298e-21,1.5804184831644376e-16,5.113622433470421e-21,0.0,0.0,1.9539891648853863e-12,2.8599943070800226e-19,7.798865965225454e-23,5.821428598337389e-23,5.877270280994855e-28,8.072747905030824e-47,5.809838543171172e-31,2.2968687407740263e-20,2.648122792060074e-25,7.870740770985918e-19,2.4435096919050793e-47,3.1436688315239077e-43,3.906548195895722e-43,1.9694877692238287e-42,2.0347327676297466e-19,6.845838240630479e-41,3.620143101728763e-33,1.1906739914791634e-46,3.5134491889991743e-57,2.4476021300658656e-44,5.3875136114888386e-52,1.5232319948559274e-50,2.640756093747688e-32,4.5946207675896415e-54,2.862809458235175e-53,1.9986967781971374e-55,3.76,0.0,0.6069860304951807,0.9999769017014949,1.4332293994673702e-19,5.427864743677507e-30,1.2295897115052795e-09,7.843339611698172e-10,3.6634808254944867e-10,7.890766067416146e-11,2.3098296549380353e-05,4.372988755272234e-21,1.3396156930786031e-33,5.065381078138309e-18,7.755172659574275e-24,1.5882824455408642e-16,1.5355380991196529e-49,1.1754159776198627e-48,2.2168438600684927e-23,3.8242418664966914e-50,3.7768710090932186e-27,1.941699574244516e-55,7.477164115382867e-49,1.0122345802002725e-51,1.2688729580465291e-56,1.8636945526435134e-55,4.021973609471044e-52,4.503460253148498e-50,6.882902241102256e-49,1.0876160174361287e-22,1.703566520027237e-18,2.3439113534697555e-26,5.484545225679434e-28,7.820771095515117e-13,2.348586117437002e-34,3.195078764318927e-20,3.195264138982548e-18,2.8161758154424123e-18,5.614677763390745e-20,1.904129216297996e-21,3.1189369010259965e-22,1.5031231157772435e-12,4.470183305930278e-13,1.0637482889024619e-15,7.229290336854901e-20,2.3870542309146708e-20,7.864463289181146e-16,1.158459057106742e-18,1.991162477129241e-18,1.0091504016282872e-38,1.0026993137055806e-23,5.511723472988172e-26,1.627641200809113e-30,5.929990881297686e-16,8.017322369499278e-22,6.302804552101252e-16,7.944202565217823e-31,4.199676343732888e-27,1.3265057576368528e-23,7.819898893379879e-13,5.320371374345013e-27,2.40421607883407e-16,3.1744666174410664e-22,2.2652114372254835e-19,1.0076911585613672e-23,6.465689890348316e-28,5.117026500063241e-33
1.5927601014393652e-09,0.47475553167831114,1.1007251971907704e-17,1.377247078515061e-21,1.682187619422818e-16,5.599536351847532e-21,0.0,0.0,2.015794055294573e-12,3.043728935034579e-19,8.552285019453009e-23,6.379646805695467e-23,6.544464247528794e-28,8.837523970827455e-47,6.167080884514528e-31,2.438501554897765e-20,2.8233306647700343e-25,8.38752107663118e-19,2.844276916455323e-47,3.516360302351799e-43,4.546514617372391e-43,2.291389710041151e-42,2.092102731509001e-19,7.977561480731094e-41,3.9797055526225366e-33,1.4307516294474968e-46,4.118408599080094e-57,2.855972452921205e-44,6.3140108891326264e-52,1.7788505163324384e-50,2.9689319772140416e-32,5.54154699985568e-54,3.4900104760850533e-53,2.4455851023193535e-55,3.76,0.0,0.6069860304562179,0.9999768604189853,1.5736946503453845e-19,5.9673656898559765e-30,1.2684660485226096e-09,8.09398839899869e-10,3.779316541306883e-10,8.113554707517903e-11,2.3139578997081772e-05,4.654936409734253e-21,1.4709922023159883e-33,5.237772305033828e-18,8.100763339308297e-24,1.690314190174803e-16,1.804189910324649e-49,1.3721546002282245e-48,2.3638259591362935e-23,4.546722371656604e-50,3.933036097610551e-27,2.330715998925438e-55,8.72865518252365e-49,1.1899476217080611e-51,1.5091980162330235e-56,2.2189246283623803e-55,4.872014382243016e-52,5.337966806264674e-50,8.048640517757934e-49,1.1362082326312695e-22,1.844857998992304e-18,2.5446164560714343e-26,5.923401309342355e-28,8.067992042324173e-13,2.5945685441196775e-34,3.370650122284159e-20,3.2994347178733676e-18,2.896347229294098e-18,5.961184270715021e-20,2.0216738014222873e-21,3.4181066943048317e-22,1.5506084339526445e-12,4.610912917113538e-13,1.1319797755303687e-15,7.934166492876272e-20,2.6205353868088017e-20,8.369327204835814e-16,1.2328265227516253e-18,2.1190495249656178e-18,1.1081466623415674e-38,1.0672555040862494e-23,6.233519184435029e-26,1.833151493409412e-30,6.308304509283553e-16,8.53171028308156e-22,6.706218065049083e-16,8.80541299733313e-31,4.6884780406460235e-27,1.4531391041068126e-23,8.067063859505179e-13,6.012719592548219e-27,2.5582905133445725e-16,3.3779281949748926e-22,2.3368397175883147e-19,1.0751598939643944e-23,7.102905080281414e-28,5.617738028740021e-33
1.6415755022234433e-09,0.4747555316817525,1.1672047032964711e-17,1.499233213614004e-21,1.787147811810702e-16,6.115245006019271e-21,0.0,0.0,2.0776004919985513e-12,3.2331846996729585e-19,9.352101027452173e-23,6.971721749149657e-23,7.264751908433088e-28,9.647622435168528e-47,6.534010816028702e-31,2.584012947998635e-20,3.0044696847400087e-25,8.92060394190503e-19,3.2952694272851035e-47,3.920828197582045e-43,5.266536109619449e-43,2.6534174394438032e-42,2.1490784426722173e-19,9.252826300957014e-41,4.362644088630815e-33,1.7095760682809198e-46,4.804791028029044e-57,3.3167240000477295e-44,7.365120495562206e-52,2.0676262084181493e-50,3.326557438694477e-32,6.645966767559843e-54,4.2295601849189235e-53,2.974754668845471e-55,3.76,0.0,0.6069860304172551,0.9999768243525993,1.7230616553034893e-19,6.542009315820017e-30,1.307342385537982e-09,8.344788225924467e-10,3.8951526117620755e-10,8.334829404444138e-11,2.3175645321200584e-05,4.945754223148217e-21,1.6107046148235246e-33,5.409046242636358e-18,8.447911147606718e-24,1.7955216345346515e-16,2.1098204767810876e-49,1.5943141100645683e-48,2.5155260700561818e-23,5.378611165756503e-50,4.089387089388143e-27,2.7820686709510205e-55,1.0141853472551104e-48,1.3922077149760118e-51,1.7854825755003354e-56,2.6276852331998166e-55,5.868337050642899e-52,6.295955667108893e-50,9.367677878810692e-49,1.1848129035825935e-22,1.9934318845278545e-18,2.7563031953188044e-26,6.380474901720827e-28,8.315209868836442e-13,2.8559869301583076e-34,3.550812081504064e-20,3.4037985994039785e-18,2.9760145131560502e-18,6.317205377489779e-20,2.142449041133722e-21,3.7354328545069196e-22,1.598091366215696e-12,4.751605609327863e-13,1.2023259021970988e-15,8.683255524310945e-20,2.868754468560045e-20,8.889876950433587e-16,1.3095044852959572e-18,2.2509157963711096e-18,1.2134276566459469e-38,1.1338348748550563e-23,7.023395876057256e-26,2.0568881752020202e-30,6.698152777863077e-16,9.062052785590926e-22,7.122053791815462e-16,9.726816228232487e-31,5.215213793058844e-27,1.587419142972452e-23,8.314223967067385e-13,6.769871317493476e-27,2.717127173126894e-16,3.5876763617747704e-22,2.4084685126326274e-19,1.1447813364752107e-23,7.780531917296168e-28,6.150082057246123e-33
1.6903909030075215e-09,0.4747555316851936,1.2356255213707591e-17,1.6282593193133708e-21,1.895300467837966e-16,6.6616310049961234e-21,0.0,0.0,2.1394084751335153e-12,3.4283617439809505e-19,1.0199627239431032e-22,7.598564798589618e-23,8.040688022779848e-28,1.050418208660498e-46,6.910548600420847e-31,2.7333734257622197e-20,3.1915688101183866e-25,9.469974502827557e-19,3.8009384815186276e-47,4.3588022867388965e-43,6.0736844150767095e-43,3.059093581403064e-42,2.2056626322157904e-19,1.0684617897281555e-40,4.7697336030965864e-33,2.031930883204094e-46,5.580697437693949e-57,3.83466408058342e-44,8.55325830898079e-52,2.3926732392533737e-50,3.7153254027840933e-32,7.928203918018087e-54,5.097375094660136e-53,3.598327956731589e-55,3.76,0.0,0.6069860303782922,0.9999767928432892,1.8816052867891682e-19,7.152968344266026e-30,1.3462187225513933e-09,8.595738066097026e-10,4.0109890344500697e-10,8.554600446080054e-11,2.3207154569407366e-05,5.245447465771743e-21,1.759011153492761e-33,5.579200489023554e-18,8.796476095634622e-24,1.903904741112689e-16,2.4562365878160734e-49,1.8442667497328957e-48,2.671943022747588e-23,6.332643470704019e-50,4.245907844683524e-27,3.303396214181562e-55,1.1731850236626328e-48,1.6215491298609413e-51,2.101769714255664e-56,3.0960425530466867e-55,7.030761657294507e-52,7.391395362433714e-50,1.0854741175607307e-48,1.233413675131034e-22,2.149458714563069e-18,2.9792639805054615e-26,6.855821939192427e-28,8.562424575088799e-13,3.133127808852056e-34,3.735566388211638e-20,3.508355825573701e-18,3.0551809900921618e-18,6.682670228112767e-20,2.2664310702774363e-21,4.0714050862645545e-22,1.6455719142953712e-12,4.892261397914002e-13,1.2747861236638168e-15,9.477880969711036e-20,3.132161207819267e-20,9.426110839063616e-16,1.3884926925608121e-18,2.38676121314792e-18,1.3251883417067246e-38,1.2024382605388246e-23,7.885416819165953e-26,2.2998066368525956e-30,7.099521373274316e-16,9.608346510430256e-22,7.5503036889501255e-16,1.0710360553595367e-30,5.781377144510923e-27,1.7295509907676355e-23,8.561379216352538e-13,7.595651338852243e-27,2.880724052638598e-16,3.803713090807601e-22,2.4800978225854287e-19,1.2165518216332088e-23,8.499798554861076e-28,6.715026279202216e-33
