Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133)
7.932072637328538e-09,0.576282856261724,1.0846323244393591e-15,3.295425684773118e-18,1.259957366057576e-18,9.099738338426996e-18,0.0,0.0,2.919933490970729e-10,1.1669303407637769e-15,1.2491635324251363e-19,2.0030429622819404e-30,1.5802109259652928e-22,1.6553365805759428e-53,3.52722776157021e-40,1.364308102923936e-41,1.7602444551198037e-41,6.498523028640551e-15,3.642312199576288e-52,7.807542594689691e-33,2.55736480613802e-49,9.11548779610995e-59,3.721568530799852e-43,8.926458727180932e-39,7.527709815593442e-28,9.04124760338986e-53,2.0105196251235698e-54,7.048844703594226e-61,1.3421388411690434e-83,2.939098807601398e-71,2.753863389884721e-26,1.8713868652509613e-66,1.3043674338690879e-51,7.636116300107426e-65,3.76,0.0,0.8998770535925849,0.999905108160752,9.982063249807416e-21,3.4906057565459255e-53,5.688772008780426e-07,4.0060145285078753e-07,1.4215440238166986e-07,2.6121306540563938e-08,9.489154723774455e-05,1.4317517482830095e-15,2.024539963200052e-25,2.121882547353215e-14,1.1820345876503718e-20,1.704373505863809e-14,1.8030119212890766e-37,1.0065326858300773e-36,1.742483523304774e-18,1.2304862712124937e-37,5.198373793015475e-22,3.535962924981915e-43,6.502083776757719e-37,2.1607341981324806e-39,1.1429157737452008e-37,6.3863704236685955e-37,1.7641208978946485e-44,2.36649034170138e-43,1.636417953500299e-39,3.5938963640489447e-19,6.498523216776601e-15,1.6828440323997677e-23,2.240401838402799e-10,6.458807265703359e-11,3.3685305719452336e-12
8.228534432957947e-09,0.5762828584265802,1.1458250719467476e-15,3.549152920712274e-18,1.3770807052547366e-18,9.936704938899718e-18,0.0,0.0,3.029065038279471e-10,1.2557871036108485e-15,1.3966908566303597e-19,2.323236636169236e-30,1.7635825422322323e-22,2.0093398120991552e-53,4.146958801921418e-40,1.5977921479698822e-41,2.101364394869307e-41,6.9941923661374835e-15,4.78323028557964e-52,9.053658296261505e-33,3.252861751092838e-49,1.2003311246444194e-58,4.499987707172919e-43,1.0711203072911326e-38,8.39433728935916e-28,1.1689302734180851e-52,2.504898398512634e-54,9.21004920289464e-61,1.9265083980128505e-83,3.90932590626516e-71,3.0693383614275114e-26,2.5777742469309274e-66,1.683872098726151e-51,1.0535809318482406e-64,3.76,0.0,0.8998770323198514,0.9999051081476776,1.1289635406480893e-20,4.473746281563808e-53,5.901390209979312e-07,4.162620783561339e-07,1.4747228999111699e-07,2.6404611914258133e-08,9.489154939773297e-05,1.5431504018447445e-15,2.2631390031570546e-25,2.1467916947046246e-14,1.2307619654010289e-20,1.837107562031405e-14,2.21696725626358e-37,1.2040570527447605e-36,1.8782812553929695e-18,1.5225067890000096e-37,5.415852432385007e-22,4.3832610095874545e-43,7.781808626647773e-37,2.6376145573589927e-39,1.404482786331902e-37,7.720384223263502e-37,2.1790262269970093e-44,2.9245841073208633e-43,2.0862921258189175e-39,3.7339062967946706e-19,6.994192576219687e-15,1.8243474129218333e-23,2.323986291241346e-10,6.689013683337832e-11,3.6214165425393387e-12
8.524996228587356e-09,0.5762828605914363,1.2084926501637464e-15,3.813593186937063e-18,1.5008265924160173e-18,1.0820154681118224e-17,0.0,0.0,3.138196534722622e-10,1.3479038281447429e-15,1.5554916676033226e-19,2.6805189785723147e-30,1.96053444327814e-22,2.4227305603734e-53,4.848950608693938e-40,1.861269118353394e-41,2.4943278516772395e-41,7.508064616106805e-15,6.222998012514742e-52,1.0443420579447805e-32,4.103661700588856e-49,1.5657331809251801e-58,5.4058632185929135e-43,1.2769182617335632e-38,9.324130992026224e-28,1.4975365626868931e-52,3.0964776680173614e-54,1.1923305513751141e-60,2.7323255117939588e-83,5.150483105616538e-71,3.407580729904835e-26,3.5124412303099e-66,2.1540011174925917e-51,1.4379842096478552e-64,3.76,0.0,0.8998770110471186,0.9999051081387389,1.2716678091604658e-20,5.68683931476226e-53,6.114008406194454e-07,4.319435220536239e-07,1.527903244494682e-07,2.6666951714745513e-08,9.489154742210428e-05,1.6588209452468835e-15,2.519927552984595e-25,2.1698575468147815e-14,1.2795619339218354e-20,1.974934475673403e-14,2.7062788160946683e-37,1.4309630693950646e-36,2.0192902448368297e-18,1.86957905701958e-37,5.6336660247704965e-22,5.391637986886472e-43,9.253135569158431e-37,3.1968626687482616e-39,1.713037681723043e-37,9.27150014847559e-37,2.6712940746751394e-44,3.5870256285454463e-43,2.6373707578739782e-39,3.8739200473718544e-19,7.50806484977756e-15,1.971855467546569e-23,2.4075598406567815e-10,6.918440732815751e-11,3.8831895450308715e-12
8.821458024216765e-09,0.5762828627562924,1.2726336634013028e-15,4.08887437677824e-18,1.6313588504925165e-18,1.1751194009160605e-17,0.0,0.0,3.2473279803022906e-10,1.4432805052281074e-15,1.725990666898843e-19,3.0776719460466313e-30,2.171541081328135e-22,2.902941937685089e-53,5.640875261640458e-40,2.1574261382894864e-41,2.9450388577860393e-41,8.040140255923905e-15,8.025766982507071e-52,1.1987429075827633e-32,5.137467434358451e-49,2.0244468666624446e-58,6.454682490567428e-43,1.5130327549065983e-38,1.0319191030652695e-27,1.902249501229126e-52,3.799932183062076e-54,1.5303688248370314e-60,3.8320221534917275e-83,6.7255815459778415e-71,3.769324084606604e-26,4.7377400508861597e-66,2.732021744267901e-51,1.9428803521244152e-64,3.76,0.0,0.8998769897743861,0.999905108129548,1.4269842824463632e-20,7.173608512124895e-53,6.32662659742591e-07,4.4764424447540046e-07,1.581084948875371e-07,2.6909876277668062e-08,9.489154569829347e-05,1.7787687697435904e-15,2.7955875501002048e-25,2.1912164099290322e-14,1.3284291184077542e-20,2.1178607488442452e-14,3.281317005943282e-37,1.6903080417708443e-36,2.1655171507235428e-18,2.279570611228425e-37,5.851789685193284e-22,6.584268805395194e-43,1.0936314454412998e-36,3.8489968150174405e-39,2.074846468433489e-37,1.106577898616059e-36,3.2518306582300555e-44,4.3685666679392276e-43,3.307723892552514e-39,4.013937377436864e-19,8.040140514884846e-15,2.1253931153424328e-23,2.491122479737931e-10,7.147091158734802e-11,4.153822825747486e-12
9.117919819846174e-09,0.5762828649211486,1.3382467172907996e-15,4.375123571694034e-18,1.768841209929041e-18,1.2730928319802e-17,0.0,0.0,3.356459375020582e-10,1.5419171257236564e-15,1.9086130703488002e-19,3.5175804753404e-30,2.397075880759288e-22,3.4580430656889755e-53,6.530842388980363e-40,2.4890971560991066e-41,3.4598685692918574e-41,8.590419743546722e-15,1.026654311844215e-51,1.3696647184384245e-32,6.385744816217676e-49,2.5960367451113815e-58,7.663201075899306e-43,1.7826628289120915e-38,1.1381605875354052e-27,2.397184681445455e-52,4.6315244144037844e-54,1.948510270112978e-60,5.317907381461674e-83,8.709439602839724e-71,4.155296434371007e-26,6.329968301399422e-66,3.4376974359874663e-51,2.6002369419047918e-64,3.76,0.0,0.8998769685016543,0.9999051081157602,1.595594363402896e-20,8.984281341060845e-53,6.539244783673732e-07,4.6336281826844416e-07,1.6342679122770777e-07,2.7134823032361983e-08,9.489154857160384e-05,1.9029988739535785e-15,3.09080153742752e-25,2.2109946620520733e-14,1.3773585712072673e-20,2.265892412182246e-14,3.953442933421216e-37,1.9853367751903717e-36,2.3169681517644193e-18,2.7611330694723764e-37,6.070200750539168e-22,7.986647182155195e-43,1.2852894730615574e-36,4.605427609652136e-39,2.4967337656018533e-37,1.3131375872135686e-36,3.932610018840289e-44,5.285407515194687e-43,4.117847801288987e-39,4.153958778103629e-19,8.5904200295587e-15,2.284984722035227e-23,2.5746742016053764e-10,7.374967696016875e-11,4.433289724597869e-12
9.414381615475583e-09,0.5762828670860045,1.4053304187829397e-15,4.672467073627809e-18,1.9134373076417945e-18,1.3760461963413285e-17,0.0,0.0,3.4655907188783614e-10,1.6438136804942157e-15,2.1037845715286627e-19,4.0032326085376626e-30,2.6376112392089164e-22,4.0967704466364533e-53,7.52740947842076e-40,2.8592665251291933e-41,4.0456777535556256e-41,9.158903509378175e-15,1.3032657193566366e-51,1.55823998467631e-32,7.8841018888896e-49,3.3033334694739775e-58,9.049498845877323e-43,2.089219754800071e-38,1.2513452418028345e-27,2.998465844102277e-52,5.609215686849264e-54,2.4622737412158174e-60,7.307136170974709e-83,1.1190535551420702e-70,4.566220250622386e-26,8.382087448891999e-66,4.2935540130508044e-51,3.449102701940012e-64,3.76,0.0,0.8998769472289229,0.999905108102277,1.7781956980591833e-20,1.1176349214794526e-52,6.751862964937966e-07,4.790979202338273e-07,1.687452041277286e-07,2.734312451880185e-08,9.489155114021358e-05,2.031515891739308e-15,3.4062526048593e-25,2.2293094592932078e-14,1.426345695487072e-20,2.419035056775454e-14,4.73506392263056e-37,2.319484847841434e-36,2.4736489773807174e-18,3.3237486110640177e-37,6.28887821748821e-22,9.626722624918483e-43,1.5025756153190792e-36,5.478496461309296e-39,2.9861085658792446e-37,1.5498632106627302e-36,4.726735531248451e-44,6.355280701125086e-43,5.090898357213001e-39,4.2939840482229837e-19,9.158903824261274e-15,2.4506541574775744e-23,2.6582149994104005e-10,7.602073069938504e-11,4.721563674749773e-12
9.710843411104992e-09,0.5762828692508604,1.4738833761459753e-15,4.9810304117228914e-18,2.0653106864464086e-18,1.484089824534427e-17,0.0,0.0,3.574722011876552e-10,1.7489701604026773e-15,2.3119313246818924e-19,4.537719506429656e-30,2.8936185297185777e-22,4.828560438009359e-53,8.639591419208905e-40,3.271072464533938e-41,4.709840393789128e-41,9.745591922085041e-15,1.6425527079324977e-51,1.765637069747451e-32,9.67272800678093e-49,4.1729101635474494e-58,1.0633037043324377e-42,2.4363328012085063e-38,1.3716796037241087e-27,3.724456967069675e-52,6.752788294369619e-54,3.0895992920861057e-60,9.948223745415414e-83,1.427326751132451e-70,5.002812512028878e-26,1.1007101683889602e-65,5.3251898513889507e-51,4.537074052792498e-64,3.76,0.0,0.8998769259561921,0.9999051080935488,1.975502159464429e-20,1.381546649293086e-52,6.96448114121866e-07,4.948483276085743e-07,1.740637249544614e-07,2.753601213198881e-08,9.489154895377133e-05,2.1643241052282175e-15,3.7426243620482374e-25,2.2462690672138384e-14,1.4753861862083893e-20,2.5772938443954375e-14,5.639691841731536e-37,2.6963809990738013e-36,2.6355649134065888e-18,3.977779240630061e-37,6.507802012232864e-22,1.1535045398720741e-42,1.74791353188203e-36,6.481513532208378e-39,3.550989921146832e-37,1.8200168265676394e-36,5.648504754311233e-44,7.597539295467853e-43,6.252960132669447e-39,4.434011908591837e-19,9.745592267718585e-15,2.622424832540379e-23,2.7417448663358634e-10,7.828409996170848e-11,5.018618202272617e-12
9.999999999999999e-09,0.5762828714157163,1.5421611657982726e-15,5.29291811700605e-18,2.2206083775237535e-18,1.594480093232872e-17,0.0,0.0,3.681164117961214e-10,1.8546758598661275e-15,2.5278562347256105e-19,5.109131898798323e-30,3.158671613478222e-22,5.641679190486454e-53,9.844801196506477e-40,3.715988983131038e-41,5.440672479003339e-41,1.033536116767468e-14,2.0450369709508242e-51,1.9872055825882395e-32,1.1740037212059548e-48,5.206749398106104e-58,1.2387523050371557e-42,2.8176421298247364e-38,1.4961326251659044e-27,4.572570170439604e-52,8.048719954618625e-54,3.830558649274467e-60,1.3329758135972328e-82,1.797644455835306e-70,5.454053897944493e-26,1.4249284894507481e-65,6.5283832808307e-51,5.883459839647019e-64,3.76,0.0,0.8998769052076495,0.999905108086115,2.1828102445152747e-20,1.68914718546686e-52,7.171860122502294e-07,5.102242886860341e-07,1.7925128681095302e-07,2.771038551929599e-08,9.48915457421669e-05,2.297997420050102e-15,4.091514832204637e-25,2.261600881455891e-14,1.5232658606202802e-20,2.7365860780886394e-14,6.654537145555916e-37,3.108824244607654e-36,2.7985388924419645e-18,4.714537311268464e-37,6.721550631986161e-22,1.3686546243632711e-42,2.016676722099147e-36,7.598671673485099e-39,4.182955110191954e-37,2.1190578149494013e-36,6.68537727910302e-44,8.9953614840995e-43,7.596406350677048e-39,4.570591117969145e-19,1.0335361545167958e-14,2.795862384273388e-23,2.8232059113395585e-10,8.048431992142635e-11,5.3167864070519825e-12
1.0007305206734401e-08,0.5762828714157163,1.5439041989642682e-15,5.3009383805326e-18,2.224624794099972e-18,1.5973339427052177e-17,0.0,0.0,3.6838532540171764e-10,1.857386556311958e-15,2.5334799102220587e-19,5.124235542816814e-30,3.165568101958334e-22,5.663580606518205e-53,9.876870500251991e-40,3.7278105806183817e-41,5.460266441356737e-41,1.0350485305022213e-14,2.056227030920252e-51,1.9930599672243322e-32,1.1796796744322887e-48,5.235523361231258e-58,1.243471420715476e-42,2.8278552629191007e-38,1.499369065817573e-27,4.5959744407379626e-52,8.083959926035495e-54,3.8511163301315045e-60,1.3427279605597417e-82,1.808003316731971e-70,5.4657847477875e-26,1.4341190821488082e-65,6.56155953593083e-51,5.921662184766047e-64,3.76,0.0,0.8998769046834616,0.9999051080858222,2.1882438361242768e-20,1.6976274872764024e-52,7.177099312515849e-07,5.10612910567956e-07,1.7938234573094498e-07,2.7714623672584397e-08,9.489154576584252e-05,2.3014274710703076e-15,4.1006008833273965e-25,2.2619735227870203e-14,1.524476063519963e-20,2.7406735415133783e-14,6.681998625827307e-37,3.119850185338677e-36,2.8027208389047296e-18,4.734513419449693e-37,6.726953405947876e-22,1.37449037739913e-42,2.0238655367179404e-36,7.628795210553063e-39,4.200032057002775e-37,2.1270975674161532e-36,6.71347099545776e-44,9.033240703288088e-43,7.633293955035637e-39,4.574041662876383e-19,1.0350485683344754e-14,2.8003197215719696e-23,2.8252637955968784e-10,8.053981180817136e-11,5.32442692579837e-12
1.030376700236381e-08,0.5762828735805723,1.6153914981376332e-15,5.632315113551954e-18,2.391542981832642e-18,1.7158886726647938e-17,0.0,0.0,3.7929844453022963e-10,1.96906285908504e-15,2.768857278123985e-19,5.766078529594131e-30,3.45392928280663e-22,6.612760235411844e-53,1.1249207161500223e-39,4.2329375396203486e-41,6.305423893536544e-41,1.0973584001664648e-14,2.557727069726464e-51,2.241748140655375e-32,1.4306844092369238e-48,6.526541807233649e-58,1.447692103045836e-42,3.267870907574743e-38,1.634617880751055e-27,5.636486090933796e-52,9.626490904255589e-54,4.7704032691295834e-60,1.7975073546650998e-82,2.275331832513538e-70,5.955843079418051e-26,1.8547027826025872e-65,8.035238977692162e-51,7.671748821025246e-64,3.76,0.0,0.8998768834107318,0.9999051080750027,2.417167030272922e-20,2.0743192098831486e-52,7.389717478829574e-07,5.263906198475919e-07,1.8470105904900248e-07,2.78800158121908e-08,9.489154567075241e-05,2.4428296637865635e-15,4.480866616589956e-25,2.2765157271201706e-14,1.573611719965788e-20,2.909178581265883e-14,7.877869033804011e-37,3.593917519850087e-36,2.9751212979855172e-18,5.606210059483266e-37,6.946316022100852e-22,1.6292453449323638e-42,2.3331360094950065e-36,8.935701310912419e-39,4.942548984855914e-37,2.474850729436391e-36,7.938501586587035e-44,1.0685225948737415e-42,9.264566543407065e-39,4.714074375248105e-19,1.0973584414673969e-14,2.984361398614744e-23,2.9087717804399065e-10,8.278789320440721e-11,5.638963556227099e-12
1.060022879799322e-08,0.5762828757454281,1.68834388588021e-15,5.975284098574661e-18,2.5662285035957496e-18,1.8398640319796654e-17,0.0,0.0,3.902115585733208e-10,2.0839990595849993e-15,3.0184907241606933e-19,6.466649802592214e-30,3.7591703787624104e-22,7.687823425982227e-53,1.276704988069077e-39,4.790074663165778e-41,7.254362978119242e-41,1.1614888349556385e-14,3.1624253099752883e-51,2.512976290161512e-32,1.7259248483612583e-48,8.086503612230495e-58,1.6783597448375315e-42,3.7606999264451924e-38,1.7776291677133605e-27,6.87236707737287e-52,1.1406309945370074e-53,5.874329849995039e-60,2.3876841718800347e-82,2.8458505435146382e-70,6.473688264673221e-26,2.381833505194349e-65,9.782764734689776e-51,9.869578169947154e-64,3.76,0.0,0.8998768621380023,0.9999051080627314,2.6630342495093496e-20,2.5211437245811045e-52,7.602335640159867e-07,5.421804814673722e-07,1.9001985803199047e-07,2.803316940667455e-08,9.489154702745565e-05,2.5885340942462145e-15,4.8841063445110525e-25,2.289981915863402e-14,1.6227898044408267e-20,3.082813081282882e-14,9.244459286119076e-37,4.122810887679368e-36,3.1527705142019685e-18,6.606148089780629e-37,7.16587479242618e-22,1.921686308775147e-42,2.6785741983097223e-36,1.0418672893013509e-38,5.788539982138648e-37,2.8672772799459477e-36,9.34184303588886e-44,1.2578208375331635e-42,1.1183137428681651e-38,4.854110495794924e-19,1.1614888799309504e-14,3.174572097543412e-23,2.9922688141420217e-10,8.50283710209603e-11,5.962201896409465e-12
1.0896690593622628e-08,0.576282877910284,1.7627599757188261e-15,6.329968168827379e-18,2.7488445157037903e-18,1.9693699340998266e-17,0.0,0.0,4.011246675311017e-10,2.2021951486749873e-15,3.2828078837760144e-19,7.229454210796598e-30,4.0817586781971655e-22,8.90132337818197e-53,1.4441344385731061e-39,5.403011429225176e-41,8.316741472705532e-41,1.2274398629233605e-14,3.887866789168203e-51,2.808054065043614e-32,2.071677137314063e-48,9.961760722740411e-58,1.9380290649559156e-42,4.310904506948471e-38,1.9286049187768807e-27,8.333189826828876e-52,1.3451650685918666e-53,7.193449920060883e-60,3.148423225117314e-82,3.538713688593976e-70,7.020015740739758e-26,3.03852321163952e-65,1.1845017593061254e-50,1.2613105441714072e-63,3.76,0.0,0.8998768408652735,0.9999051080520688,2.926624191843306e-20,3.048820124412172e-52,7.814953796506767e-07,5.579815954088521e-07,1.9533873632546118e-07,2.817499082810964e-08,9.489154677525597e-05,2.7385439142986145e-15,5.311005174947071e-25,2.3024517784448668e-14,1.6720071455900685e-20,3.2615808411874156e-14,1.0800258533274337e-36,4.710962743621586e-36,3.335672380946713e-18,7.748678800191444e-37,7.385614961718946e-22,2.2560467777144415e-42,3.063176639459558e-36,1.2095269756186363e-38,6.748715102525284e-37,3.308643521907117e-36,1.094318952488511e-43,1.473886693444903e-42,1.342938116162396e-38,4.994148940803931e-19,1.227439911784678e-14,3.370973743362261e-23,3.0757548900112384e-10,8.726127203365554e-11,6.294115840801976e-12
1.1193152389252037e-08,0.5762828800751395,1.838638382491545e-15,6.696489522559439e-18,2.939554076169948e-18,2.1045161884735527e-17,0.0,0.0,4.1203777140372953e-10,2.323651117218203e-15,3.562236711975875e-19,8.058100162102505e-30,4.422160452376924e-22,1.026667575211896e-52,1.628354313445514e-39,6.075709004168156e-41,9.502849436176926e-41,1.2952115064833556e-14,4.754002802472965e-51,3.128325807983151e-32,2.4749078975514543e-48,1.2205118745875516e-57,2.2294212038148628e-42,4.92329455655098e-38,2.0877460046443333e-27,1.00520039107053e-51,1.5793183231991348e-53,8.762386088622433e-60,4.1228060592094026e-82,4.3760165707797786e-70,7.595515665453672e-26,3.8519669364181885e-65,1.426759221189991e-50,1.6018400354374456e-63,3.76,0.0,0.8998768195925451,0.9999051080425635,3.208731733236024e-20,3.669378847157891e-52,8.027571947870303e-07,5.737931313182011e-07,2.0065768806682346e-07,2.8306316292161265e-08,9.489154536544723e-05,2.892862031821861e-15,5.762248509416163e-25,2.3139988367297517e-14,1.7212607849390072e-20,3.4454853607217684e-14,1.256514800369951e-36,5.3630123933286706e-36,3.5238304799355966e-18,9.049276062715386e-37,7.60552239195655e-22,2.6368916167399987e-42,3.490089807649893e-36,1.398420716532382e-38,7.834519971115254e-37,3.803490617420529e-36,1.276374869865337e-43,1.719593576833956e-42,1.6047997857880052e-38,5.134188519024906e-19,1.2952115594482276e-14,3.573587959332649e-23,3.1592300013868976e-10,8.948662292396056e-11,6.634679375131657e-12
1.1489614184881446e-08,0.5762828822399951,1.915977722346767e-15,7.074969789665236e-18,3.138520143471367e-18,2.245412500619571e-17,0.0,0.0,4.229508701913859e-10,2.4483669560779044e-15,3.857205437433827e-19,8.956299794804197e-30,4.780840955769305e-22,1.179819059772714e-52,1.8305615463026236e-39,6.812303885574335e-41,1.0823632960178127e-40,1.364803790049674e-14,5.783421385218439e-51,3.4751703737302556e-32,2.9433235188453335e-48,1.4876476040855217e-57,2.5554292391051713e-42,5.602933794263526e-38,2.2552521799356958e-27,1.206560074216283e-51,1.8464136835135644e-53,1.062020806872797e-59,5.363327056529366e-82,5.3831286343269705e-70,8.200872957348049e-26,4.85412768779969e-65,1.7101145045117341e-50,2.0222262907355993e-63,3.76,0.0,0.8998767983198173,0.9999051080319474,3.5101679226240394e-20,4.396272428927647e-52,8.240190094250498e-07,5.8961431854092e-07,2.0597670781498452e-07,2.842792189372017e-08,9.48915450666909e-05,3.0514911456220507e-15,6.238521969772051e-25,2.3246913237878465e-14,1.7705480718478764e-20,3.634529893448524e-14,1.4560456186162859e-36,6.08380925618877e-36,3.717248146233956e-18,1.052458287971682e-36,7.82558500603038e-22,3.069130665652104e-42,3.9626132414158925e-36,1.6105391594803454e-38,9.058159540737879e-37,4.3566439302716195e-36,1.4826302800716512e-43,1.998028741365183e-42,1.9088303147672698e-38,5.274230035457196e-19,1.3648038473415733e-14,3.782436078029458e-23,3.2426941416393907e-10,9.170445027929436e-11,6.9838665760925915e-12
1.1786075980510855e-08,0.5762828844048509,1.9947766127421537e-15,7.465530051778491e-18,3.345905575822324e-18,2.3921684722133642e-17,0.0,0.0,4.338639638942221e-10,2.5763426561174257e-15,4.16814253989467e-19,9.927869063972528e-30,5.158264428941834e-22,1.35111061859325e-52,2.052005725405839e-39,7.617111518488326e-41,1.2290719327363811e-40,1.436216739292523e-14,7.001612013523241e-51,3.8500009062306824e-32,3.485426130612199e-48,1.8043542616246778e-57,2.919123864153522e-42,6.355145566893226e-38,2.431322089693532e-27,1.4414815521865225e-51,2.15004346002943e-53,1.2810866651168403e-59,6.933610128264164e-82,6.589076351677884e-70,8.836767339461229e-26,6.082412386577864e-65,2.040179074448925e-50,2.538523138055028e-63,3.76,0.0,0.8998767770470898,0.9999051080201711,3.831759974002371e-20,5.244501951745783e-52,8.452808235647383e-07,6.054444410475509e-07,2.112957905145238e-07,2.8540528717013257e-08,9.489154592836275e-05,3.2144337632038526e-15,6.740511360903491e-25,2.3345926360660016e-14,1.8198665644244234e-20,3.828717466690733e-14,1.680901823294038e-36,6.878415270768282e-36,3.915928487408865e-18,1.2192461875266633e-36,8.045791965986656e-22,3.558033505796838e-42,4.484202271403758e-36,1.84799573678023e-38,1.0432622768776537e-36,4.973222687175139e-36,1.715527472786678e-43,2.3125022739498926e-42,2.2604554129965622e-38,5.414274251884764e-19,1.4362168011408474e-14,3.9975391982547465e-23,3.326147304169645e-10,9.391478059333704e-11,7.341651611034425e-12
1.2082537776140264e-08,0.5762828865697064,2.075033672443182e-15,7.868290829633157e-18,3.561873130864807e-18,2.5448936012006686e-17,0.0,0.0,4.4477705251236717e-10,2.707578208200174e-15,4.495476746808722e-19,1.0976727737901924e-29,5.554894101426602e-22,1.5421624357843181e-52,2.2939899991487467e-39,8.494629845048992e-41,1.3916443476428074e-40,1.5094503755920398e-14,8.437266839229554e-51,4.2542645679779597e-32,4.110576395376922e-48,2.1782655765211916e-57,3.323759186025236e-42,7.185518325802685e-38,2.616153275883898e-27,1.714486754456578e-51,2.4940840010058904e-53,1.5383687107261449e-59,8.910434595400565e-82,8.026982032233972e-70,9.503873382359497e-26,7.580453232320417e-65,2.423154819460675e-50,3.1695061457428915e-63,3.76,0.0,0.899876755774363,0.9999051080088819,4.1743512535775257e-20,6.2307602862837154e-52,8.665426372060983e-07,6.212828366407393e-07,2.1661493149009408e-07,2.8644803634138892e-08,9.489154630244056e-05,3.3816922035474467e-15,7.268902665000899e-25,2.343761405923371e-14,1.869213930675631e-20,4.028050876070205e-14,1.9335238781805352e-36,7.752106453466482e-36,4.1198743702794894e-18,1.4072049075884286e-36,8.266132460081655e-22,4.109245170779829e-42,5.058470355188261e-36,2.113030336690309e-38,1.1971707617175208e-36,5.658649868634639e-36,1.977679809608679e-43,2.6665566382770567e-42,2.665631349319676e-38,5.554320360457974e-19,1.5094504422321092e-14,4.2189182217359595e-23,3.4095894824090557e-10,9.611764026637262e-11,7.70800873763254e-12
1.2378999571769673e-08,0.5762828887345619,2.15674752152174e-15,8.283372090084476e-18,3.786585465177466e-18,2.7036972819082814e-17,0.0,0.0,4.55690136045962e-10,2.842073603189623e-15,4.839637021791631e-19,1.2106899420693758e-29,5.9711921928767e-22,1.7546945436621254e-52,2.5578719859759782e-39,9.449542860692395e-41,1.5713874342115714e-40,1.5845047146363645e-14,1.0122593204803783e-50,4.689442284107052e-32,4.829057120678626e-48,2.617963546741463e-57,3.7727784498600514e-42,8.099911128282496e-38,2.8099421830559273e-27,2.030570572772413e-51,2.8827102768294216e-53,1.839388050410975e-59,1.1386035913463716e-81,9.734528059113433e-70,1.0202860544066853e-25,9.398952981140179e-65,2.8658792134964176e-50,3.9370514716016107e-63,3.76,0.0,0.8998767345016365,0.9999051079987975,4.538801267538692e-20,7.373579558621831e-52,8.87804450349132e-07,6.371288945318123e-07,2.2193412642931194e-07,2.874136174559794e-08,9.489154547172437e-05,3.553268605595551e-15,7.824382023817891e-25,2.3522517147205782e-14,1.9185879700156823e-20,4.2325326934674873e-14,2.2165153506403318e-36,8.710374663237578e-36,4.329088427033606e-18,1.6183806601399023e-36,8.486595822045806e-22,4.728801515881817e-42,5.68919151522877e-36,2.408012884761313e-38,1.3690045333402387e-36,6.418662033130442e-36,2.2718785831860292e-43,3.063976016694864e-42,3.130881676892716e-38,5.694367006462244e-19,1.5845047863094242e-14,4.446593854331997e-23,3.4930206698196447e-10,9.831305560563587e-11,8.082912303560414e-12
1.2675461367399082e-08,0.5762828908994172,2.2399167813549606e-15,8.710893289473494e-18,4.020205133414403e-18,2.868688805136959e-17,0.0,0.0,4.666032144951797e-10,2.979828831949296e-15,5.201052536233996e-19,1.3322511644920022e-29,6.407619912831119e-22,1.99053022174007e-52,2.8450647128841684e-39,1.0486724219513026e-40,1.769684074623013e-40,1.661379771936995e-14,1.2093640154624544e-50,5.157048527667895e-32,5.652137059045527e-48,3.133068950168498e-57,4.26981962045877e-42,9.104459290251157e-38,3.0128841632736573e-27,2.3952356217816916e-51,3.3204101089522762e-53,2.19030769563944e-59,1.447086605167425e-81,1.1754457809412185e-69,1.0934393207517919e-25,1.1596631002594776e-64,3.3758705300494023e-50,4.866563907241398e-63,3.76,0.0,0.8998767132289107,0.9999051079882642,4.9259856531049836e-20,8.693483076611403e-52,9.090662629938414e-07,6.529820493199083e-07,2.2725337134024763e-07,2.8830772443666956e-08,9.489154509010726e-05,3.729164949339007e-15,8.407635694419252e-25,2.360113622582532e-14,1.9679867246916213e-20,4.442165300944682e-14,2.53264880055832e-36,9.758929926501337e-36,4.543573097277629e-18,1.8549572983309772e-36,8.707172948760823e-22,5.423143861606068e-42,6.380303050076105e-36,2.7354468025726983e-38,1.5603123656221574e-36,7.259319019187585e-36,2.6010995658841843e-43,3.508795226912661e-42,3.663333670988825e-38,5.834414718181738e-19,1.6613798488902124e-14,4.6805865928088674e-23,3.5764408598941003e-10,1.0050105282564162e-10,8.4663367461757e-12
