Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104),CF3CCH(84),S(12199),C2HF4(54),S(12715)
0.0007537599558183748,0.7023383415096681,0.00016812732725610832,9.158789653656214e-05,0.00017620252412401313,0.051088254242502205,0.0,0.0,0.0008731118366473954,0.00010499857691390298,0.29265230665203634,0.02210401651201247,5.013750661941733e-05,3.9598881488452097e-13,6.986617369126384e-10,6.62308995237084e-08,9.866853880837709e-05,0.009104586380759245,4.674313329685453e-06,2.9292048885791415e-11,9.244961547674393e-07,1.4690043705580147e-11,5.750089276779668e-09,3.56088358305904e-05,3.2320634999047374e-08,4.152100682659209e-05,2.9337752276223812e-09,1.2665144153649541e-05,8.048791072170477e-06,1.0105359155363115e-08,7.656810856328732e-08,6.900610586499129e-11,2.3323157290591423e-09,1.0157476551345794e-06,3.76,0.0,0.01137317550261636,0.6158875278773673,0.20555504599414906,0.0023504116142040853,0.5171080666585457,0.017812813373749466,0.12449242179724529,1.714600204687723e-08,0.00021069610789892692,0.006985936400029962,4.900011244393447e-09,4.150621520398515e-12,6.481399287690998e-16,0.0028128037980396825,1.4658058000116803e-08,1.949884314396349e-09,0.0008483750592862018,1.1959334422996457e-08,9.307288108432067e-11,1.4150975567446335e-14,4.367155022007386e-09,2.5621048168032e-11,1.1779469297817627e-09,8.036815377601063e-09,7.51219321314981e-16,8.757076153938042e-15,6.797578341397808e-05,1.5664079779070275e-12,0.2001998449330807,0.00940011197194374,2.036892769211276e-05,3.868949714685644e-06,0.0002556745557610352,0.004566083896673391,0.017002017025042428,1.0644118795381884e-05,1.2151505445617328e-05,3.8162574519047296e-06,4.355352948680923e-05,0.00029727720707012215,0.031498499083097924,0.0065303994883717095,0.00021426839050122046,2.5663056503965556e-08,0.01377188204931584,2.7536057241537803e-07,1.0148299739018855e-06,8.2873739111502e-12,4.426786786442995e-09,4.303283228038952e-05,6.989516907554468e-05,7.131407274976777e-07,9.867814539332022e-13,1.1269576548231603e-08,0.00013896084278740043,0.001619061652448979,9.623140528688687e-08,6.640620127149121e-09,0.010364858036367431,3.505616529866311e-06,8.901192216651848e-12,8.01869278389848e-07,3.515185464350378e-11,1.469661216067451e-07,1.7573206071280849e-09,2.2573390633562615e-06,9.264574064623772e-09,1.8453365391817875e-09,7.909870438333213e-06,0.002925175970266469,1.3280729445921323e-10,2.0302773543811983e-12,6.039879508776309e-13,9.268911234136111e-14,2.0840693898135734e-06,1.0101130586341866e-09,8.224609548396263e-12,5.0099904065497106e-12,1.026711101571139e-08,0.0016836758573093135,1.4436187616439083e-08,1.508562171165784e-14,1.0630541111656099e-06,0.000136483070261738,1.2484429587212295e-10,4.709752752105732e-05,1.0629570854389582e-08
0.0007562915117606002,0.7024762839841764,0.00016863234597848435,9.17349489222511e-05,0.0001762407207924464,0.05119028170144706,0.0,0.0,0.0008698390420684014,0.0001043039562093772,0.29384479252309004,0.02221012728836371,5.006060123680861e-05,4.004806833566209e-13,7.028010914921229e-10,6.627571888347641e-08,9.869840567243873e-05,0.009078344723137134,4.689828712491037e-06,2.930258380581951e-11,9.358424386001436e-07,1.4816107056561006e-11,5.759756108680201e-09,3.567722210201451e-05,3.221627755426645e-08,4.1668767617529106e-05,2.9565341169518544e-09,1.273302582264055e-05,8.052932347831652e-06,1.0125678190747648e-08,7.64880148028456e-08,6.924049326765919e-11,2.345724861393232e-09,1.018706643516896e-06,3.76,0.0,0.011202734695717502,0.614376029282486,0.20633205669497617,0.0023515501925258863,0.5178229059288512,0.017558836428223,0.12402068521351613,1.6893756831728257e-08,0.00021017902354110717,0.006992161648618408,4.904385555114798e-09,4.123969110222908e-12,6.372055957827406e-16,0.002799989244749504,1.4711927008488778e-08,1.9556030498339256e-09,0.0008379727812705552,1.1994513258476628e-08,9.162630100839778e-11,1.4165342280969308e-14,4.376989429743211e-09,2.567869977840585e-11,1.1805972443868467e-09,8.05472763979874e-09,7.519819921585982e-16,8.765963614190613e-15,6.768391387844164e-05,1.5563370852137285e-12,0.20116159940139008,0.00934127810679423,2.0269844346890245e-05,3.852426824741405e-06,0.00025480025711611693,0.004535321269804836,0.0169157978482422,1.054999400720031e-05,1.211894285851578e-05,3.790266019557193e-06,4.3461345360772643e-05,0.0002960086289602655,0.031519594294764766,0.00650739661767849,0.00021259716506870247,2.5507522557727675e-08,0.01374195028475186,2.7597420722046316e-07,1.0078214612136678e-06,8.230140565380392e-12,4.393575221111267e-09,4.2993820227426994e-05,6.924029885663252e-05,7.085877513404452e-07,9.799666564208122e-13,1.1201721172477592e-08,0.00013797011029024242,0.0016173243832883165,9.529211235233086e-08,6.594543159250697e-09,0.01033969713305928,3.497479311740498e-06,8.794426100954727e-12,7.98886355558649e-07,3.5026752115254694e-11,1.4564500761641566e-07,1.752983034177482e-09,2.252877846919761e-06,9.246257376296651e-09,1.8359791955364725e-09,7.895760955096893e-06,0.002923973756876105,1.3265972106735354e-10,2.0212653709531962e-12,6.028014414308476e-13,9.250704397428065e-14,2.088694876253288e-06,1.0091431341016975e-09,8.229512253907842e-12,5.030581558759204e-12,1.028112337046e-08,0.0016907689080329458,1.4263030419016126e-08,1.51780374871238e-14,1.0690594082859926e-06,0.00013766705563754794,1.2588317186323143e-10,4.703494621277101e-05,1.0587315079926817e-08
0.0007588230677028257,0.7026134556966029,0.00016914232448642856,9.188375904068367e-05,0.00017628088628687875,0.051291673452461654,0.0,0.0,0.000866589869760729,0.00010361441776962651,0.29503232585625355,0.022316074744287723,4.998328199238787e-05,4.050338060935581e-13,7.069701747514005e-10,6.632038283698218e-08,9.872902065776168e-05,0.009051851969377302,4.705339139018787e-06,2.931295855994637e-11,9.472446449125089e-07,1.494245019696083e-11,5.769544045003939e-09,3.5744608693212284e-05,3.211289939925165e-08,4.1815569090058246e-05,2.9793368887849537e-09,1.2800556353998818e-05,8.056899337370627e-06,1.014601103272464e-08,7.64074769315784e-08,6.947426524776896e-11,2.3591271722230404e-09,1.0216184925501221e-06,3.76,0.0,0.011034798683362173,0.612870059526451,0.20710611585660124,0.0023526329698895917,0.5185336937943147,0.01730824568259389,0.12354801251134628,1.6645112445921677e-08,0.00020966383059861667,0.006998269875117273,4.908677687771523e-09,4.0974945449743345e-12,6.2644979415297e-16,0.0027872488100824473,1.476542694183856e-08,1.9612682760106928e-09,0.0008276695160928191,1.2029364079872795e-08,9.020193571921295e-11,1.417923724037034e-14,4.386694926938709e-09,2.5735594956577897e-11,1.1832127805867908e-09,8.072402092275834e-09,7.527196194529093e-16,8.774559141592066e-15,6.739161949088054e-05,1.5463031976640519e-12,0.20212055221752837,0.009282415368385213,2.0171681062427673e-05,3.836044305400461e-06,0.0002539325409802012,0.004504742416044539,0.016829454745366006,1.0456971490712906e-05,1.2086660240678177e-05,3.7645601636754172e-06,4.336914709895275e-05,0.00029474481298081266,0.03153996294889698,0.006484369678366695,0.0002109415142087998,2.5353393979589813e-08,0.013711725731423772,2.7658986239242067e-07,1.0008632415491884e-06,8.173317935907704e-12,4.360725398011809e-09,4.295483862437126e-05,6.859210969585365e-05,7.040745861594718e-07,9.73200763782549e-13,1.113432818043798e-08,0.0001369876091973493,0.001615575580449919,9.436317906958039e-08,6.548928731865673e-09,0.01031453646692154,3.4893097444758745e-06,8.689045257813105e-12,7.95911191714941e-07,3.4901885921359177e-11,1.4433301396179548e-07,1.7485772126474748e-09,2.2483817468048524e-06,9.227797642399058e-09,1.826608399359017e-09,7.88173139818645e-06,0.002922587244658726,1.3250480428375616e-10,2.0123158220614345e-12,6.01617952410325e-13,9.232544008243913e-14,2.0933351654709197e-06,1.008178179599584e-09,8.234583716672307e-12,5.051133039433908e-12,1.0294744468284891e-08,0.0016977869843921062,1.4092119980657692e-08,1.5271159948529442e-14,1.0750922093769878e-06,0.00013885390732910728,1.2692431280415379e-10,4.697229285139684e-05,1.0545235729104466e-08
0.0007613546236450512,0.7027498621962874,0.00016965735000611774,9.20343717150642e-05,0.00017632309842729302,0.05139243308373802,0.0,0.0,0.0008633643539615128,0.00010292998195038972,0.29621492703038915,0.022421861036910996,4.990557764115354e-05,4.096496401675415e-13,7.111699211401292e-10,6.636492906239939e-08,9.876040250720217e-05,0.009025113658227193,4.720847386159175e-06,2.932319005414488e-11,9.5870244652097e-07,1.5069076247757647e-11,5.779457737347867e-09,3.581100811380722e-05,3.2010506240446564e-08,4.196141226533842e-05,3.002185298063391e-09,1.2867735616345946e-05,8.060694969834052e-06,1.016636503286159e-08,7.632654813067677e-08,6.97074522430649e-11,2.3725241655695575e-09,1.0244833946570286e-06,3.76,0.0,0.010869329810700835,0.6113695900489409,0.20787723894092336,0.0023536603759174656,0.5192404620593986,0.017060998750220758,0.12307444033958806,1.6400017332037554e-08,0.0002091505193009338,0.007004262495466153,4.912888636910535e-09,4.071196176971626e-12,6.158696684697729e-16,0.0027745837520959426,1.4818559839608396e-08,1.9668803997280907e-09,0.0008174650864231205,1.2063889374767295e-08,8.879945930163672e-11,1.4192665948902512e-14,4.396272703507149e-09,2.579174068787763e-11,1.1857938595636289e-09,8.089840942459608e-09,7.534324953440063e-16,8.782866142149248e-15,6.709894176046414e-05,1.53630656254274e-12,0.20307670657083599,0.00922353053559525,2.0074427040681908e-05,3.819800615480678e-06,0.00025307133065942806,0.00447434662301235,0.016742994443055593,1.0365040407931809e-05,1.2054658568803607e-05,3.7391378176581427e-06,4.327695519873688e-05,0.000293485876722822,0.03155961281064165,0.006461319909121421,0.00020930133570468145,2.5200653307900262e-08,0.013681213254087726,2.7720771168410525e-07,9.939553716055059e-07,8.116906488503385e-12,4.328232253541646e-09,4.291590389514134e-05,6.795056021587218e-05,6.996011948951907e-07,9.664838317013992e-13,1.106739923619847e-08,0.0001360132927496625,0.0016138157970111097,9.344449958569567e-08,6.503770702212173e-09,0.010289380617840863,3.481110132580014e-06,8.585034520382027e-12,7.929440202454816e-07,3.4777269894055925e-11,1.430301448851631e-07,1.7441043155939956e-09,2.2438516223458125e-06,9.209198388355547e-09,1.817224880811069e-09,7.867784084269703e-06,0.0029210183586527863,1.3234263379214198e-10,2.0034288755645078e-12,6.004378081080919e-13,9.214434987389596e-14,2.0979915695959803e-06,1.0072188244442202e-09,8.23982883858857e-12,5.071646434381221e-12,1.0307978161745765e-08,0.001704730000279371,1.3923431501401984e-08,1.5365009607500244e-14,1.0811533553390023e-06,0.00014004360634101607,1.2796770442551524e-10,4.690958158575854e-05,1.0503334863936918e-08
0.0007638861795872767,0.7028855090310593,0.0001701775105383022,9.218683193533189e-05,0.00017636743432587025,0.051492564143051894,0.0,0.0,0.0008601625231534401,0.00010225066672050383,0.29739261687032625,0.022527488362980144,4.9827516384699956e-05,4.143296787363422e-13,7.154012780351175e-10,6.640939499770602e-08,9.879256968658972e-05,0.008998135232752329,4.736356235866692e-06,2.9333295156122695e-11,9.70215521032738e-07,1.5195988544877525e-11,5.789501858400733e-09,3.587643283128566e-05,3.190910342501344e-08,4.210629817568821e-05,3.025081150976732e-09,1.293456353467346e-05,8.064322117342056e-06,1.0186747495194558e-08,7.624528064675725e-08,6.994008496757922e-11,2.3859173689215815e-09,1.0273015449517696e-06,3.76,0.0,0.010706290995995758,0.6098745918592409,0.2086454416486825,0.0023546328333207836,0.519943242541749,0.016817053685987723,0.12260000444637928,1.6158420655566314e-08,0.00020863907973030457,0.0070101409050222245,4.917019382638967e-09,4.045072364061274e-12,6.054624118010244e-16,0.0027619952839062875,1.4871327745203084e-08,1.9724398259486345e-09,0.0008073592896860644,1.2098091618648381e-08,8.741855658216763e-11,1.4205633846750878e-14,4.405723939802712e-09,2.5847143901301713e-11,1.1883407999076839e-09,8.107046379692788e-09,7.541209086294805e-16,8.790887982827392e-15,6.680592113300365e-05,1.5263474071328174e-12,0.2040300660894509,0.00916463023697972,1.9978071820912343e-05,3.8036942405081194e-06,0.00025221655010388214,0.004444133162148204,0.016656423549826625,1.0274189826796196e-05,1.2022938689356203e-05,3.7139968797966486e-06,4.3184789787323606e-05,0.00029223193343133006,0.03157855157754685,0.006438248510656498,0.0002076765261409158,2.50492831481012e-08,0.013650417626564635,2.7782792819237806e-07,9.870978908260983e-07,8.060906541790257e-12,4.2960911335530365e-09,4.287703205721612e-05,6.731560844950707e-05,6.951675980364889e-07,9.598158978425313e-13,1.100093587171266e-08,0.0001350471132932667,0.0016120455758946693,9.253596713864347e-08,6.459063615121139e-09,0.010264234019590923,3.472882732150461e-06,8.482378498806235e-12,7.899850651222477e-07,3.4652917403550494e-11,1.417364010666854e-07,1.7395655046181686e-09,2.239288317289288e-06,9.190463074419493e-09,1.8078293572527826e-09,7.853921271499955e-06,0.0029192690297884616,1.321732991370701e-10,1.994604666428921e-12,5.992613278982308e-13,9.196382286360255e-14,2.1026653985621053e-06,1.0062656808691001e-09,8.245252467699085e-12,5.092123396000789e-12,1.0320828293415727e-08,0.0017115978840753516,1.3756940212995495e-08,1.5459607889823977e-14,1.0872436978353254e-06,0.00014123613426279488,1.2901333296148146e-10,4.684682636515396e-05,1.0461614529548345e-08
0.0007664177355295021,0.7030204017472588,0.0001707028951021522,9.234118481907651e-05,0.0001764139709354105,0.05159207013630492,0.0,0.0,0.000856984400428888,0.00010157648775015316,0.2985654166300354,0.02263295895803816,4.974912588484718e-05,4.1907545250207405e-13,7.196652066757692e-10,6.64538177836226e-08,9.882554040292529e-05,0.008970922041296896,4.751868474348679e-06,2.934329068764246e-11,9.81783550916178e-07,1.5323190641309625e-11,5.79968107840344e-09,3.5940895268937263e-05,3.1808696024373604e-08,4.225022786191796e-05,3.048026292085775e-09,1.3001040088269177e-05,8.067783595376739e-06,1.0207165668410263e-08,7.616372593163624e-08,7.01721937277624e-11,2.399308326062911e-09,1.0300731410563325e-06,3.76,0.0,0.0105456457232617,0.6083850355527628,0.20941073990970127,0.002355550757899262,0.5206420670666865,0.01657636898549019,0.12212473969505115,1.5920272296962065e-08,0.00020812950182738668,0.007015906478498719,4.921070890590595e-09,4.0191214704870056e-12,5.95225253513715e-16,0.0027494845749199887,1.492373270416584e-08,1.9779469572773634e-09,0.0007973518989528506,1.2131973273674484e-08,8.60589094527766e-11,1.421814631264199e-14,4.4150498060021486e-09,2.5901811466225503e-11,1.1908539174689247e-09,8.124020574425396e-09,7.547851448447759e-16,8.798627992550965e-15,6.65125970064367e-05,1.5164259470565965e-12,0.20498063482860052,0.00910572095338151,1.9882604783342964e-05,3.787723661078137e-06,0.00025136812383544214,0.004414101289409627,0.016569748557760142,1.0184408990456619e-05,1.1991501457002171e-05,3.6891352527941132e-06,4.30926704310195e-05,0.0002909830917482606,0.03159678687867168,0.006415156646430881,0.0002060669809666941,2.4899266416227344e-08,0.013619343532735289,2.784506853755542e-07,9.802908205570437e-07,8.005318272341994e-12,4.26429706909152e-09,4.283823889197313e-05,6.66872117493449e-05,6.907737384765043e-07,9.53196983416097e-13,1.0934939384881349e-08,0.00013408902235895035,0.0016102654499913027,9.163747634023416e-08,6.414801478347688e-09,0.010239100962666264,3.464629751594215e-06,8.381062098304401e-12,7.870345430730765e-07,3.452884140718101e-11,1.4045178083533684e-07,1.7349619302206923e-09,2.2346926599474e-06,9.171595098642824e-09,1.798422533379498e-09,7.840145160851017e-06,0.0029173411940396593,1.319968896789499e-10,1.985843322974069e-12,5.980888231669807e-13,9.17839063447969e-14,2.107357962198437e-06,1.0053193573187596e-09,8.250859454587645e-12,5.112565556907391e-12,1.0333298673221255e-08,0.0017183905783243125,1.3592621458847837e-08,1.555497593217933e-14,1.0933640990088556e-06,0.00014243147326884086,1.300611851358912e-10,4.67840408024971e-05,1.0420076588620435e-08
0.0007689492914717276,0.7031545458873589,0.00017123359355111163,9.249747569960851e-05,0.0001764627845285761,0.051690954528429124,0.0,0.0,0.0008538300035324539,0.0001009074584915113,0.29973334797613216,0.022738275095746965,4.967043326711288e-05,4.238885307246049e-13,7.239626820647119e-10,6.649823434584916e-08,9.885933259904338e-05,0.008943479338653002,4.767386893292404e-06,2.935319343963861e-11,9.93406223573435e-07,1.5450686307951617e-11,5.810000090146684e-09,3.6004407803991005e-05,3.1709288776625976e-08,4.2393202370460286e-05,3.071022617538323e-09,1.30671653085913e-05,8.071082163053069e-06,1.0227626757161607e-08,7.608193453150164e-08,7.040380908150016e-11,2.4126986045646843e-09,1.0327983829185466e-06,3.76,0.0,0.010387358033185228,0.6069008913268861,0.21017314987471344,0.002356414558553107,0.5213369674610279,0.016338903585502666,0.12164868007866518,1.5685522842608142e-08,0.00020762177539667505,0.007021560569956715,4.92504411190816e-09,3.9933418666301826e-12,5.851554697932764e-16,0.002737052751760628,1.497577676222055e-08,1.9834021940064394e-09,0.000787442663811282,1.2165536787154208e-08,8.472020957544775e-11,1.4230208660122927e-14,4.42425146179937e-09,2.5955750190296314e-11,1.1933335252577395e-09,8.140765677355133e-09,7.554254860647899e-16,8.80608945989667e-15,6.621900774652335e-05,1.506542379374531e-12,0.205928417259276,0.009046809020037837,1.978801567403878e-05,3.7718873837266157e-06,0.00025052597702683745,0.00438425024595055,0.01648297584427948,1.009568704369676e-05,1.196034759059586e-05,3.6645508059265577e-06,4.3000616354799435e-05,0.00028973945622090937,0.031614326273860946,0.006392045443418708,0.00020447259461074945,2.475058612048329e-08,0.013587995567597119,2.790761560878101e-07,9.73534167353481e-07,7.950141730808411e-12,4.232845558916372e-09,4.2799539776937456e-05,6.606532698116164e-05,6.864196237706048e-07,9.466270942240087e-13,1.0869410960360744e-08,0.00013313897069088974,0.001608475942332368,9.07489211374969e-08,6.370978940004285e-09,0.010213985597195583,3.456353352492202e-06,8.281070069281638e-12,7.840926619833753e-07,3.4405054423621424e-11,1.391762792667125e-07,1.7302947313180865e-09,2.2300654633623986e-06,9.152597795378481e-09,1.789005101464752e-09,7.826457898213063e-06,0.0029152367915982157,1.31813494583795e-10,1.9771449439146595e-12,5.969206007029274e-13,9.160464784136037e-14,2.1120705684305274e-06,1.0043804457122416e-09,8.256654601047137e-12,5.132974611910076e-12,1.0345393097029109e-08,0.0017251080394111462,1.3430450672763217e-08,1.5651135731230302e-14,1.09951543224502e-06,0.00014362960611769604,1.3111124817304215e-10,4.672123833113982e-05,1.0378722913829992e-08
0.0007714808474139531,0.7032879469902001,0.00017176969682877293,9.265575008754045e-05,0.0001765139513064874,0.05178922074179413,0.0,0.0,0.0008506993452472339,0.000100243590263344,0.30089643297193613,0.02284343908712301,4.959146513649114e-05,4.287705223214789e-13,7.282946939872676e-10,6.654268133786638e-08,9.889396397291541e-05,0.00891581228703484,4.7829142886334575e-06,2.9363020162312664e-11,1.0050832314012678e-06,1.5578479535932468e-11,5.8204635895131985e-09,3.606698276576981e-05,3.161088616699244e-08,4.2535222750837054e-05,3.094072060706469e-09,1.3132939277260373e-05,8.074220523407162e-06,1.0248137913513341e-08,7.599995624083536e-08,7.063496119306401e-11,2.4260897876583604e-09,1.0354774726379097e-06,3.76,0.0,0.010231392516069679,0.60542212899651,0.21093268790605144,0.0023572246372840252,0.5220279755479881,0.016104616862608234,0.12117185873559866,1.5454123576946695e-08,0.0002071158901118169,0.0070271045127628965,4.928939983225107e-09,3.967731929844201e-12,5.752503729937124e-16,0.002724700899502201,1.502746196351601e-08,1.9888059336582573e-09,0.0007776313112197233,1.2198784590385729e-08,8.34021466163112e-11,1.4241826139081618e-14,4.433330055880658e-09,2.6008966816649692e-11,1.1957799333191644e-09,8.157283818742602e-09,7.560422109854089e-16,8.813275634038751e-15,6.592519070220853e-05,1.4966968898525415e-12,0.2068734182570235,0.008987900629201372,1.9694294050077038e-05,3.7561839110734804e-06,0.0002496900354116525,0.0043545792587763674,0.016396111673807837,1.000801332813498e-05,1.1929477833659105e-05,3.6402414186802246e-06,4.290864622913267e-05,0.00028850112698894197,0.03163117725295098,0.006368915992791234,0.0002028932605232797,2.4603225550945517e-08,0.013556378238251078,2.7970451374573057e-07,9.668279197675706e-07,7.895376825386183e-12,4.201731722732308e-09,4.276094987922722e-05,6.544991040220149e-05,6.821051775162487e-07,9.401062194781921e-13,1.0804351554796439e-08,0.00013219690832334816,0.0016066775662125477,8.987019678422113e-08,6.327590154214978e-09,0.01018889193573117,3.448055650321117e-06,8.182387415030658e-12,7.811596227055871e-07,3.4281568573332645e-11,1.3790988922238476e-07,1.7255650355458786e-09,2.225407525462872e-06,9.133474437940047e-09,1.779577741486894e-09,7.812861575563615e-06,0.0029129577660695002,1.3162320278216884e-10,1.9685096210327096e-12,5.957569596645003e-13,9.142609282685763e-14,2.1168045259219013e-06,1.0034495347477051e-09,8.262642716765343e-12,5.153352241097314e-12,1.0357115327095259e-08,0.0017317502372400384,1.3270403381139584e-08,1.5748109072228955e-14,1.105698581787016e-06,0.00014483051615207118,1.321635097857335e-10,4.665843204776405e-05,1.033755517741997e-08
0.0007740124033561786,0.7034206105885277,0.0001723112967673752,9.281605374688551e-05,0.00017656754681887228,0.05188687215730115,0.0,0.0,0.0008475924333975529,9.958489232719992e-05,0.3020546940617983,0.022948453279935842,4.951224757914201e-05,4.3372307696631434e-13,7.326622466184828e-10,6.658719522169926e-08,9.89294519707768e-05,0.00888792595730017,4.7984534621428215e-06,2.9372787582693706e-11,1.016814271856928e-06,1.5706574538718247e-11,5.831076297297621e-09,3.6128632434053285e-05,3.151349237115326e-08,4.2676290052875336e-05,3.117176607516518e-09,1.3198362123985959e-05,8.07720132366808e-06,1.0268706248927215e-08,7.591783997643137e-08,7.086568046191452e-11,2.439483482630001e-09,1.0381106142925195e-06,3.76,0.0,0.010077714302787828,0.6039487180089494,0.21168937057006118,0.0023579813892098803,0.5227151231412838,0.015873468633310225,0.12069430796362263,1.5226026473438338e-08,0.00020661183552071202,0.00703253961960663,4.9327594266639285e-09,3.942290044158355e-12,5.655073207147167e-16,0.0027124300625560177,1.5078790348825106e-08,1.9941585710068493e-09,0.000767917546340096,1.2231719097272152e-08,8.210441916238863e-11,1.4253003932421045e-14,4.442286725622721e-09,2.606146802186482e-11,1.1981934486368335e-09,8.173577107604369e-09,7.566355947461646e-16,8.820189722686891e-15,6.563118222124961e-05,1.4868896470203734e-12,0.20781564309111175,0.008929001832186152,1.9601429868511037e-05,3.7406117714123135e-06,0.00024886022537855984,0.004325087541383778,0.016309162199535713,9.92137707879611e-06,1.1898892786225382e-05,3.6162049378450892e-06,4.281677841297722e-05,0.0002872682003495362,0.03164734723515832,0.0063457693506653035,0.00020132887128906246,2.4457168111984776e-08,0.01352449596496441,2.803359311677141e-07,9.601720539630395e-07,7.84102335919846e-12,4.170951215266277e-09,4.272248396221145e-05,6.484091787807804e-05,6.778303963722935e-07,9.336343355560062e-13,1.0739762031387756e-08,0.0001312627846028308,0.0016048708253699772,8.900119807498397e-08,6.284629875104367e-09,0.010163823856137398,3.4397387153479046e-06,8.084999045752183e-12,7.782356177827839e-07,3.415839556053973e-11,1.3665260057717985e-07,1.7207739588514561e-09,2.220719629232348e-06,9.114228237420592e-09,1.770141121377959e-09,7.799358233116329e-06,0.0029105060636891228,1.3142610295861335e-10,1.9599374194965896e-12,5.945981950351685e-13,9.124828696213708e-14,2.1215611420742454e-06,1.002527197059354e-09,8.26882856768709e-12,5.17370018320644e-12,1.0368469107983887e-08,0.001738317154914086,1.3112455253876248e-08,1.5845918557776485e-14,1.1119144435681635e-06,0.00014603418729804002,1.3321795818439423e-10,4.6595634891472014e-05,1.029657509136596e-08
0.000776543959298404,0.7035525422094867,0.00017285848637563632,9.297843264325646e-05,0.00017662364664290298,0.05198391211261757,0.0,0.0,0.000844509271259959,9.893137196878575e-05,0.30320815405599,0.023053320057999285,4.9432806178192024e-05,4.387478864147333e-13,7.370663596506114e-10,6.663181219933184e-08,9.89658138076566e-05,0.008859825329922622,4.814007220288933e-06,2.938251239393359e-11,1.0285990475133933e-06,1.5834975755139095e-11,5.841842942428313e-09,3.618936903744563e-05,3.141711133501613e-08,4.2816405324298225e-05,3.1403382802408052e-09,1.3263434024629221e-05,8.080027155550968e-06,1.0289338824632314e-08,7.583563394990449e-08,7.109599690158764e-11,2.4528813113268086e-09,1.0406980137737065e-06,3.76,0.0,0.009926289058021892,0.6024806274585831,0.2124432146281911,0.0023586852025673905,0.5233984420404556,0.015645419152104677,0.12021605923522301,1.500118418676601e-08,0.0002061096010505199,0.007037867182474608,4.936503349831739e-09,3.9170146010914906e-12,5.559237064639594e-16,0.00270024124591227,1.512976395389365e-08,1.99946049767656e-09,0.0007583010533557605,1.2264342703246712e-08,8.082672461795778e-11,1.42637471574875e-14,4.451122596639823e-09,2.6113260413563354e-11,1.2005743750244976e-09,8.189647631117527e-09,7.572059090068108e-16,8.826834892974227e-15,6.533701766547447e-05,1.4771208085130195e-12,0.20875509741379406,0.008870118542005116,1.9509412861574134e-05,3.7251694896839377e-06,0.0002480364738682644,0.004295774294376508,0.016222133465050463,9.835767750733061e-06,1.1868593090955385e-05,3.5924392261924958e-06,4.272503071389177e-05,0.0002860407683732224,0.03166284356835839,0.006322606538752094,0.00019977931866684462,2.4312397463156342e-08,0.013492353082146389,2.8097058186287887e-07,9.535665281057329e-07,7.787080991670341e-12,4.14049923774934e-09,4.268415660643414e-05,6.423830473952865e-05,6.735951852761855e-07,9.2721140200143e-13,1.0675643029010722e-08,0.00013033654827016792,0.0016030562141008454,8.814182106454192e-08,6.242092398831013e-09,0.01013878510433373,3.4314045733331853e-06,7.988890085667941e-12,7.753208329510116e-07,3.403554670603774e-11,1.3540440114790925e-07,1.7159226057525782e-09,2.2160025428671095e-06,9.09486234507892e-09,1.7606958971397553e-09,7.785949860399154e-06,0.002907883632560503,1.3122228351411283e-10,1.9514283973932487e-12,5.934445943742489e-13,9.107127398938104e-14,2.1263417258790024e-06,1.0016140027906752e-09,8.27521693362893e-12,5.194020166888317e-12,1.0379458149700459e-08,0.001744808788416939,1.2956582035197998e-08,1.5944586650484227e-14,1.1181639247900335e-06,0.00014724060406507658,1.3427458206674124e-10,4.653285946189822e-05,1.0255784145484013e-08
