Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455)
5.751888465688867e-11,0.7981130119953316,7.763480240999998e-13,5.178282751277394e-15,2.7614526191447214e-17,1.415428484481925e-16,0.0,0.0,6.826326440796028e-10,2.9785352734663884e-16,6.671413654820364e-20,1.4378782487049649e-21,1.02907431142589e-21,7.670076816766529e-36,9.413443909113253e-25,2.87858568209243e-17,2.2534948599577124e-32,5.188658548520381e-15,1.9836949428990515e-39,3.6235116190760614e-27,7.784000219444382e-38,4.739447061056435e-37,1.6871950054133558e-14,3.38397294493876e-39,6.199948271788672e-26,7.263396872378315e-42,2.3783630500921086e-48,4.678456255584815e-38,1.1244872178024666e-68,8.029751921783445e-55,6.651423020038402e-25,1.769777567175381e-58,2.526050507566773e-51,6.829824264163896e-58,3.76,0.0,0.686637054997041,0.9997848878712121,2.6413186568548213e-21,6.801450424912685e-38,7.393323067571359e-06,4.5884428070425235e-06,1.2649828521187538e-06,1.5398747947984485e-06,0.00021511144613545424,2.1736877898831737e-12,1.3811127405789926e-20,1.776779838964577e-11,3.7561324068700206e-20,2.3736961874636856e-14,6.348723587265884e-34,7.294552076189539e-32,1.141423242767641e-16,7.4808323342929495e-34,5.222371396875726e-18,1.789111707100824e-41,6.493055557925864e-32,3.7706788118314254e-35,6.851214442055855e-34,4.2205829758372547e-32,1.1847497732245198e-42,9.997301196259903e-42,1.4521127054242307e-38,3.9898444166533995e-18,5.188658570370268e-15,1.2445584399276731e-20,5.221737871046506e-10,1.5940874293408673e-10,7.590630372519049e-13,1.380982410351864e-17,5.949922688618252e-13,1.3343803986654714e-13,1.595802991395423e-13,1.4500495623190315e-14,1.5682730574115287e-13,1.0553954285038113e-17,1.6900740068961124e-14,4.394552031268277e-19
6.712533171309304e-11,0.7981131929310541,1.054784322809773e-12,6.081596866503521e-15,4.28199126224839e-17,2.242566921199358e-16,0.0,0.0,7.966271638366855e-10,4.056464188291828e-16,1.0673917201866042e-19,2.662380755469847e-21,1.86281177480668e-21,1.4200544984589516e-35,1.4929159926675731e-24,4.5654789626018887e-17,4.998058537605433e-32,7.13247194753225e-15,5.014243474908545e-39,6.730492823140427e-27,2.2706746336780337e-37,1.3824767104509525e-36,2.2914567619047275e-14,7.48041894455165e-39,9.922744971083681e-26,1.8654992769909376e-41,7.000860766238671e-48,1.1860507461978668e-37,5.4477831910835985e-68,2.8085407189804007e-54,1.0647309409918995e-24,7.521820621982618e-58,8.418752282922773e-51,3.093345650232216e-57,3.76,0.0,0.6866358201041364,0.9997518920246301,4.760098356541475e-21,1.703399202560413e-37,8.62810265817933e-06,5.361053811198395e-06,1.476765167993507e-06,1.7902531523807198e-06,0.0002481071787160273,2.962685223141169e-12,2.196291114343614e-20,2.3922885220545904e-11,5.091267580896399e-20,3.248055888051301e-14,1.3864802477961933e-33,1.5796223541357746e-31,1.5665057276299786e-16,1.6375130279875528e-33,7.176365394432406e-18,4.52491008584521e-41,1.4068289890190532e-31,8.218894660868043e-35,1.4983753318912103e-33,9.138149674103181e-32,2.995320100035933e-42,2.5282708660495937e-41,3.6890759934820084e-38,6.219485501525729e-18,7.132471825781439e-15,1.9792248362684927e-20,6.093244016993407e-10,1.858716580433452e-10,1.0333588791321013e-12,2.1942253846552233e-17,8.100729094031068e-13,1.8182583041564829e-13,2.1725576903873597e-13,1.9700390044890505e-14,2.1304961231593405e-13,1.674190279208059e-17,2.296023010768807e-14,5.982150714218828e-19
7.67317787692974e-11,0.7981133738664754,1.3756071637367192e-12,6.998762950636893e-15,6.27569269939777e-17,3.341450366872326e-16,0.0,0.0,9.106177689746211e-10,5.300517476507273e-16,1.6048260195586256e-19,4.5381246079995584e-21,3.120838845548714e-21,2.420311925766928e-35,2.2251614060856966e-24,6.805073408182154e-17,9.981339459842756e-32,9.404746451299827e-15,1.1182008152632682e-38,1.1508345461738311e-26,5.7220478928596864e-37,3.483641920931534e-36,2.9859655076665836e-14,1.492271402319328e-38,1.4922826300517277e-25,4.2248134427065786e-41,1.776329172490686e-47,2.652310833956609e-37,2.1372803027362797e-67,8.292324468891325e-54,1.6015498572931945e-24,2.6594098139880086e-57,2.386573625215491e-50,1.145067052022796e-56,3.76,0.0,0.6866345852134399,0.9997196823771815,7.949000703663745e-21,3.767244668398626e-37,9.862880150737641e-06,6.1354253057546525e-06,1.688691325824577e-06,2.0387239793709525e-06,0.00028031671216612925,3.874342272742671e-12,3.2823756570278525e-20,3.090532868280512e-11,6.621122295548232e-20,4.263924132470991e-14,2.7286847317398603e-33,3.0831942758304053e-31,2.062382900601574e-16,3.229976567132294e-33,9.459406375070198e-18,1.0091182069983886e-40,2.747407237702268e-31,1.6144862069574785e-34,2.9529608806257783e-33,1.783356019094089e-31,6.677660121513771e-42,5.637999044862329e-41,8.263053444357772e-38,9.1180938688644e-18,9.404746036384108e-15,2.958090327673451e-20,6.964582387025898e-10,2.1228891070898573e-10,1.3497405815278628e-12,3.2765205954857424e-17,1.0581876997093515e-12,2.3771455883935947e-13,2.8378413689181656e-13,2.5679923330014437e-14,2.776941403254155e-13,2.495938756857783e-17,2.992771893416002e-14,7.81314592138279e-19
8.633822582550177e-11,0.7981135548015957,1.7387440131991455e-12,7.93083036866632e-15,8.806163103813933e-17,4.750486838375955e-16,0.0,0.0,1.024604548052798e-09,6.710687596929317e-16,2.3009630917976606e-19,7.261770669133312e-21,4.926314208649813e-21,3.8725788655116107e-35,3.163046715462492e-24,9.673801798443622e-17,1.8403051171822249e-31,1.2012466889226225e-14,2.2682740277395462e-38,1.847278355657527e-26,1.291951123801027e-36,7.865167184707425e-36,3.7699626139211954e-14,2.7540942528541224e-38,2.1400602363296473e-25,8.700073136892667e-41,4.0315280648014867e-47,5.394569656762062e-37,7.21293084206955e-67,2.160364382446307e-53,2.2971878777144294e-24,8.19429762323384e-57,5.994038079131369e-50,3.651594795539375e-56,3.76,0.0,0.6866333503249513,0.9996882401964913,1.2517766166741106e-20,7.583296145423196e-37,1.1097655545522777e-05,6.911543867844975e-06,1.9007602483347225e-06,2.2853018055812688e-06,0.00031175877886065753,4.9089317889709525e-12,4.6784594134509053e-20,3.868525103379053e-11,8.342776594272107e-20,5.422960157440533e-14,4.961507254704642e-33,5.5607374750783666e-31,2.630348644189123e-16,5.885825528713739e-33,1.2078186508385373e-17,2.046088725367679e-40,4.957768503522741e-31,2.930131011504202e-34,5.376394565174196e-33,3.215898997900703e-31,1.3535063978893274e-41,1.1430827130137102e-40,1.6825248843073922e-37,1.2755165227771114e-17,1.201246596711862e-14,4.216409705155332e-20,7.83575400425932e-10,2.3866060785833133e-10,1.708156408928177e-12,4.6661828162520844e-17,1.3393051042908077e-12,3.011151914418925e-13,3.591551310034136e-13,3.243336000728001e-14,3.506969475898953e-13,3.548796937616805e-17,3.779638515725772e-14,9.887187410182528e-19
9.594467288170614e-11,0.7981137357364149,2.1441229091021993e-12,8.87884092418489e-15,1.1936910023964785e-16,6.508018804410053e-16,0.0,0.0,1.1385875875213073e-09,8.286967136688268e-16,3.1777684800816543e-19,1.1055285784734647e-20,7.41769712737786e-21,5.895127857326113e-35,4.331319620128742e-24,1.3247442865778608e-16,3.1863768914161783e-31,1.49623778756992e-14,4.27250254273856e-38,2.821038416542233e-26,2.677781982162672e-36,1.6301104494551507e-35,4.642695037271645e-14,4.782378176159563e-38,2.956042151638537e-25,1.6631542598520387e-40,8.399711975733772e-47,1.0187285129643567e-36,2.165794629469942e-66,5.109063739596232e-53,3.173672430736932e-24,2.265014252492829e-56,1.3699976711117035e-49,1.0362017838468837e-55,3.76,0.0,0.6866321154386705,0.9996575471962751,1.8815195201722385e-20,1.4180283272053262e-36,1.2332428842809149e-05,7.689396176762038e-06,2.112970865888145e-06,2.530001050162717e-06,0.0003424516650834057,6.0667245428398e-12,6.423714483812568e-20,4.723363740314787e-11,1.0253329432288581e-19,6.726776154303096e-14,8.47721781103229e-33,9.424971217285448e-31,3.2716583204167744e-16,1.0078022611023706e-32,1.5039147202596822e-17,3.8521906535070135e-40,8.407461102195317e-31,4.997169354361773e-34,9.197810794460626e-33,5.449831615528786e-31,2.5474109101476056e-41,2.1519469723457935e-40,3.1810238091025224e-37,1.7194715553524253e-17,1.4962376157341606e-14,5.789510397346705e-20,8.706759872990743e-10,2.649868557249001e-10,2.1085547434106807e-12,6.401479468524646e-17,1.6533936734953003e-12,3.7203856715727265e-13,4.433583804601019e-13,3.9955006372961285e-14,4.3199456030928537e-13,4.860702980009361e-17,4.655945677245415e-14,1.2203925866399215e-18
9.999999999999999e-11,0.7981140976051503,2.3279149218079237e-12,9.284076883741333e-15,1.3454104045163354e-16,7.363844025088536e-16,0.0,0.0,1.1867040161824357e-09,9.002248338895303e-16,3.6075559384601873e-19,1.3036860497006271e-20,8.712027794785197e-21,6.951564037289597e-35,4.8996116844010884e-24,1.4985871943897782e-16,3.95421149471884e-31,1.6311975959485552e-14,5.478706495875245e-38,3.331044767078599e-26,3.565551494356311e-36,2.170500727713478e-35,5.037570842496998e-14,5.945366116161844e-38,3.356028771251996e-25,2.1459534163351572e-40,1.1210206061749863e-46,1.3077186876173433e-36,3.3747625488831777e-66,7.17995406910616e-53,3.603390062165692e-24,3.4007641162658787e-56,1.897997463183839e-49,1.5710321172443334e-55,3.76,0.0,0.6866315941365255,0.9996448108021325,2.2085156520375876e-20,1.8129472950668117e-36,1.2853683325382035e-05,8.01828095851335e-06,2.202597091760768e-06,2.632739522090502e-06,0.0003551880111049017,6.592530568125236e-12,7.274790773975871e-20,5.1066126212105863e-11,1.1115866455088524e-19,7.32101820424005e-14,1.0463043437375538e-32,1.1593620212462373e-30,3.564697500861955e-16,1.2449925930475355e-32,1.639333121418295e-17,4.938818778326434e-40,1.034430580197132e-30,6.162979823769582e-34,1.1358407613126107e-32,6.703380465709109e-31,3.2655283563797097e-41,2.758890772940509e-40,4.085556376155244e-37,1.9324166250358122e-17,1.6311973797863026e-14,6.5566560115168e-20,9.074402357488751e-10,2.7608676947305727e-10,2.2901711592966296e-12,7.247044822323978e-17,1.7958746156256962e-12,4.04239370558261e-13,4.815531858470405e-13,4.3359469950550354e-14,4.687886785530788e-13,5.499005740944761e-17,5.0525604846431567e-14,1.325469626379134e-18
1.1515756699411487e-10,0.7981140976051503,3.08132182491896e-12,1.0826821656907275e-14,2.0252775956643418e-16,1.1221614204311003e-15,0.0,0.0,1.3665427831576086e-09,1.193782544766905e-15,5.563434169481066e-19,2.286512371342246e-20,1.5087854472615202e-20,1.2190905065335094e-34,7.456936464550762e-24,2.2809334962669077e-16,8.271225799063255e-31,2.191458893806193e-14,1.2795728249369884e-37,5.870819141428148e-26,9.464675666675624e-36,5.761119622121391e-35,6.651381393530742e-14,1.2551782187263544e-37,5.176246424937177e-25,5.127407416895796e-40,3.001572507870374e-46,3.065904642996949e-36,1.531906671657231e-65,2.300760897602251e-52,5.559398807924284e-24,1.3649678837472712e-55,5.781824890407308e-49,6.485740965904499e-55,3.76,0.0,0.6866296456727317,0.9995983377645546,3.8186083884570776e-20,4.1890323783880395e-36,1.480196914597295e-05,9.250249258789508e-06,2.53781294555276e-06,3.0138209223556794e-06,0.00040166086882495553,8.752992537845747e-12,1.111881858550944e-19,6.652392771323103e-11,1.4629626902456897e-19,9.774968821358304e-14,2.1465843356199348e-32,2.3490289861438212e-30,4.779144311498763e-16,2.5625520869200904e-32,2.2012162242080156e-17,1.1526813722825068e-39,2.09765305406091e-30,1.2607391840275535e-33,2.334701722313004e-32,1.3578691297002464e-30,7.617546569526964e-41,6.438356557585001e-40,9.598058692949598e-37,2.871142962427756e-17,2.191458440750228e-14,1.002172101082626e-19,1.0448278290278124e-09,3.175034251460175e-10,3.0350930449762335e-12,1.1061809606168965e-16,2.380358932009344e-12,5.364962721012255e-13,6.382196730818787e-13,5.728036072431307e-14,6.192226320115028e-13,8.37233113792556e-17,6.674197341252642e-14,1.7564101032754394e-18
1.343704611065236e-10,0.7981144594726821,4.186639477150071e-12,1.2850893791586664e-14,3.172941538447114e-16,1.7787684604679963e-15,0.0,0.0,1.5944840071533073e-09,1.6253035560301941e-15,8.946172134908308e-19,4.224134812284181e-20,2.7540429755165817e-20,2.251904748465e-34,1.1795689592861626e-23,3.6084083790646094e-16,1.8610977111851348e-30,3.0310804219613436e-14,3.2401219957430167e-37,1.0912854948860751e-25,2.7534019066598805e-35,1.6758303744169038e-34,9.006110609144885e-14,2.872368956631542e-37,8.323704909370981e-25,1.3351319272246115e-39,8.840798943666603e-46,7.7986214672929e-36,7.933090442229843e-65,8.24880760428918e-52,8.94314707135038e-24,6.23637151329473e-55,1.960095202346247e-48,3.033057505017542e-54,3.76,0.0,0.6866271759156224,0.999541916321275,6.963010593295062e-20,1.0472131870079081e-35,1.727150106238341e-05,1.0817880000459902e-05,2.9632091589517e-06,3.4902967673169056e-06,0.00045808208413511235,1.1935271429234384e-11,1.7682620822090744e-19,8.856046454128139e-11,1.9727223514114789e-19,1.3420507763807196e-13,4.721592058669172e-32,5.086723835162836e-30,6.594154058668002e-16,5.659208322961509e-32,3.042523987819267e-17,2.917968707956284e-39,4.5471995632680775e-30,2.7630001698577993e-33,5.14706190650784e-32,2.9395042885966365e-30,1.927105989570725e-40,1.6296308245270367e-39,2.4498276374126316e-36,4.4080941092159376e-17,3.0310794559465135e-14,1.5938742686807237e-19,1.218914531200241e-09,3.698394554459967e-10,4.1289448615974554e-12,1.7562707384041062e-16,3.238833565466725e-12,7.311718737087129e-13,8.682831135391073e-13,7.761126211257131e-14,8.388798183051542e-13,1.3250034315642735e-16,9.042206910131765e-14,2.3890895249599874e-18
1.5358335521893233e-10,0.7981148213390101,5.4595202852759055e-12,1.495913426153827e-14,4.687143847139533e-16,2.651066238751996e-15,0.0,0.0,1.822411880180602e-09,2.1232542487410225e-15,1.3516952905729191e-18,7.18485056839884e-20,4.642147081368234e-20,3.829927431186483e-34,1.7537872673198418e-23,5.365487832442092e-16,3.770652134431288e-30,4.0197066687092635e-14,7.255970117384285e-37,1.8676113629935375e-25,6.944463045146064e-35,4.226278814586225e-34,1.1701055779928106e-13,5.9472168382028834e-37,1.2574608105494827e-24,3.0715406606930616e-39,2.2606367555150306e-45,1.7537580673742867e-35,3.3310673719862724e-64,2.5063715489783252e-51,1.3515385989596876e-23,2.3431028179823883e-54,5.658610465068532e-48,1.157802606509435e-53,3.76,0.0,0.6866247061673417,0.9994881515767378,1.1733518363555245e-19,2.3167344228163104e-35,1.9741024594162677e-05,1.2392185435064359e-05,3.389151219679041e-06,3.959540039991557e-06,0.000511846600711472,1.5615654136265674e-11,2.6431275548421094e-19,1.131398395819695e-10,2.55236944952506e-19,1.7674729230935249e-13,9.369482815712982e-32,9.939153009810123e-30,8.725453630758764e-16,1.1273855773579592e-31,4.0321619147902124e-17,6.537554033862615e-39,8.894410471940292e-30,5.462949693783992e-33,1.0235633163008075e-31,5.741842355169835e-30,4.314818347784102e-40,3.650626098489316e-39,5.533940304856961e-36,6.364526128841516e-17,4.019704860743133e-14,2.3825669968999815e-19,1.3929368335861655e-09,4.219957728160222e-10,5.389701393913804e-12,2.62086184236394e-16,4.228568987563155e-12,9.561475962020105e-13,1.1334623001255772e-12,1.0090363721827348e-13,1.0904748780146806e-12,1.970964748751668e-16,1.1754731439802216e-13,3.1181546817679423e-18
1.7279624933134106e-10,0.7981151832041351,6.899417389341107e-12,1.715951225262061e-14,6.618196864150941e-16,3.769397935266967e-15,0.0,0.0,2.0503269936628748e-09,2.6876293022001413e-15,1.9473143471856024e-18,1.14735611252628e-19,7.361038850853757e-20,6.1156473138185694e-34,2.487044566892554e-23,7.609490761549515e-16,7.047817350432255e-30,5.161623124675256e-14,1.4788609608712022e-36,3.000716425533838e-25,1.5706452727671028e-34,9.557757071599693e-34,1.4730475999082005e-13,1.1405778154279857e-36,1.8110144689773878e-24,6.425914977329948e-39,5.1873490125940145e-45,3.58829707345487e-35,1.2055186077019938e-63,6.727645919434115e-51,1.947223242987121e-23,7.618209953513981e-54,1.4466147066929761e-47,3.808197521716781e-53,3.76,0.0,0.6866222364278891,0.9994369184270541,1.861062538527516e-19,4.6668140890340754e-35,2.22105397434012e-05,1.3973064157888334e-05,3.815630959474348e-06,4.421660503516728e-06,0.0005630795224422888,1.9796201787870217e-11,3.7682138963267583e-19,1.4007034596395904e-10,3.199700436254698e-19,2.2548335302053248e-13,1.7183073411437665e-31,1.7951416525154074e-29,1.1181291209152765e-15,2.075367792811368e-31,5.174118500521268e-17,1.3337197654810055e-38,1.6081601822088357e-29,9.98243819398924e-33,1.880918298207887e-31,1.0367314237836516e-29,8.797037859614334e-40,7.44664368081338e-39,1.1382627464574821e-35,8.768244607448602e-17,5.1616200323586605e-14,3.3968633146187245e-19,1.5668954495159952e-09,4.739731935159448e-10,6.816955643448747e-12,3.730324076904425e-16,5.349317913772261e-12,1.211503716231729e-12,1.4336693699389477e-12,1.2711405565986327e-13,1.3735237744887308e-12,2.796367938266875e-16,1.480660409507341e-13,3.943330834219251e-18
1.920091434437498e-10,0.7981155450680569,8.505792516583757e-12,1.9459893049842933e-14,9.016267020994782e-16,5.164008179780268e-15,0.0,0.0,2.278229911089437e-09,3.318423565753967e-15,2.7018287812996857e-18,1.7432976929579334e-19,1.1121638667586678e-19,9.291762015232898e-34,3.3977085327897124e-23,1.0396750628916845e-15,1.2356609109703825e-29,6.460815079695317e-14,2.7975541597270316e-36,4.587148356029101e-25,3.2591476148472558e-34,1.9830774307540467e-33,1.8088715280717834e-13,2.0585852077422545e-36,2.511613307295034e-24,1.246871489350544e-38,1.0922702623239865e-44,6.812466108236047e-35,3.870157592285375e-63,1.6367051794701676e-50,2.7015063807725825e-23,2.2060825688690146e-53,3.3593216782813988e-47,1.1124313331613457e-52,3.76,0.0,0.686619766697263,0.9993880976761006,2.8136279424189283e-19,8.728636487379355e-35,2.468004651215815e-05,1.5560416303483775e-05,4.242640326886137e-06,4.876766253891178e-06,0.0006119000454503015,2.4478944185611116e-11,5.175374938464839e-19,1.6917137206119496e-10,3.9125527138166507e-19,2.8051427861345437e-13,2.9606653535350324e-31,3.0467792454261693e-29,1.3969425283369251e-15,3.5889566043591713e-31,6.472065667170005e-17,2.526074846785986e-38,2.7323376684689267e-29,1.713786701954151e-32,3.246916444364121e-31,1.7590335497992084e-29,1.6651191203439883e-39,1.4102191905470828e-38,2.1735817523312484e-35,1.1641293378546326e-16,6.460810131309445e-14,4.66547606156322e-19,1.7407910669567098e-09,5.257725242169004e-10,8.410302388716896e-12,5.114952805880968e-16,6.600834340055759e-12,1.4973185911988826e-12,1.7688150381648913e-12,1.5619972190094368e-13,1.6875495833613726e-12,3.8221362290212766e-16,1.819273321685698e-13,4.864344656841351e-18
2.1122203755615853e-10,0.7981159069307759,1.027811583859331e-11,2.186804210833052e-14,1.1931377771630265e-15,6.865044658964291e-15,0.0,0.0,2.506121169401997e-09,4.015632050387093e-15,3.636187524144673e-18,2.544293394191026e-19,1.6157463832322418e-19,1.356085185197554e-33,4.5038239298598274e-23,1.378263103726934e-15,2.05662802948487e-29,7.92098725382441e-14,4.981697053473772e-36,6.735485013153059e-25,6.305970018044243e-34,3.836584967386313e-33,2.1770201402688587e-13,3.5362460674652575e-36,3.3782635480325284e-24,2.2758910440482768e-38,2.1444077989634403e-44,1.2171702274833058e-34,1.1232888587378291e-62,3.6727424781485797e-50,3.635011207574526e-23,5.804143165305101e-53,7.212042146578447e-47,2.9465916330411503e-52,3.76,0.0,0.6866172969754629,0.9993415757423085,4.0913616517836964e-19,1.5373170078533002e-34,2.7149544902461914e-05,1.715414352133647e-05,4.670171385830848e-06,5.324963746385654e-06,0.0006584217513032654,2.966588029932677e-11,6.896580602458799e-19,2.0027276403534588e-10,4.688806686239908e-19,3.41935444822603e-13,4.849784399922871e-31,4.9172512196885166e-29,1.7097154429952898e-15,5.8997556631425686e-31,7.929378642646476e-17,4.5044585901391673e-38,4.414464751092634e-29,2.797245975955624e-32,5.327967481655413e-31,2.838057740083142e-29,2.967372519280319e-39,2.514363369361753e-38,3.9075959508861784e-35,1.5000613338400335e-16,7.920979732675975e-14,6.217213896034694e-19,1.9146243496474175e-09,5.773945623627047e-10,1.0169338160024984e-11,6.804969285622285e-16,7.982873520372131e-12,1.8136686895946664e-12,2.1388086401141507e-12,1.881184665527079e-13,2.0320823934670218e-12,5.068870533337219e-16,2.190810131889095e-13,5.880924220795748e-18
2.3043493166856727e-10,0.7981162687922921,1.2215865829049773e-11,2.4391628999565386e-14,1.5413412477499554e-15,8.90255971418529e-15,0.0,0.0,2.7340012803304646e-09,4.779249920621303e-15,4.771911711688064e-18,3.5919714165999563e-19,2.2724248729092204e-19,1.9145063261589352e-33,5.823118008997843e-23,1.782154123822776e-15,3.278678631956376e-29,9.545582666789235e-14,8.43867150858122e-36,9.566472896152901e-25,1.1514325982402333e-33,7.004681528275983e-33,2.57694447453809e-13,5.8297046815952186e-36,4.430359211412617e-24,3.948907519965249e-38,3.972304364329676e-44,2.068164104421136e-34,2.992723364175542e-62,7.703140180758188e-50,4.7688078691661636e-23,1.4087924605457892e-52,1.4503237076057634e-46,7.190417147428493e-52,3.76,0.0,0.6866148272624882,0.9992972443761673,5.760669748829526e-19,2.5763922978660726e-34,2.9619034916310598e-05,1.8754148951653427e-05,5.09821631413764e-06,5.766357821819951e-06,0.0007027528895117817,3.535897876030566e-11,8.963914786982565e-19,2.3321421578795154e-10,5.52638753552508e-19,4.0983693032245704e-13,7.6193859952148685e-31,7.613127596247673e-29,2.057134602566176e-15,9.300667539795063e-31,9.549155102438389e-17,7.641782339230765e-38,6.841956210771551e-29,4.379039492438032e-32,8.384239688919664e-31,4.3926621254317883e-29,5.031044884419334e-39,4.265067074607373e-38,6.683086601717757e-35,1.885865278127966e-16,9.545571695814017e-14,8.08097741686472e-19,2.0883959381953045e-09,6.288400965184758e-10,1.2093661215025707e-11,8.830520996539628e-16,9.495191944829502e-12,2.160628621200358e-12,2.5435581729274677e-12,2.228287376490741e-13,2.406659207544064e-12,6.556854734000208e-16,2.59477640796937e-13,6.992798976957676e-18
2.49647825780976e-10,0.798116630652606,1.4318529134171945e-11,2.7038230797998664e-14,1.9512116977986194e-15,1.130651179847853e-14,0.0,0.0,2.961870731539589e-09,5.609272487560308e-15,6.13107551566848e-18,4.931542964270786e-19,3.10996008806515e-19,2.62858347192327e-33,7.373005429929543e-23,2.2566950229778066e-15,5.040509400597945e-29,1.1337798502729486e-13,1.370651892170918e-35,1.3213152400161164e-24,2.0024244751383316e-33,1.2180434279778e-32,3.0081037220703e-13,9.281117617197333e-36,5.687651672387486e-24,6.565475246712839e-38,7.006460885589474e-44,3.3687597712301746e-34,7.409007665852873e-62,1.5257382226605049e-49,6.124381397760178e-23,3.1925755681555626e-52,2.759786728620968e-46,1.6365636295969245e-51,3.76,0.0,0.686612357558338,0.9992550004177296,7.894027091609249e-19,4.141345583695141e-34,3.208851655567247e-05,2.0360337203344672e-05,5.52676740219198e-06,6.201051730453849e-06,0.0007449966200221541,4.156017830972843e-11,1.1409573458123677e-18,2.678447518878074e-10,6.423266374834327e-19,4.843038099410123e-13,1.1557904012372914e-30,1.1383051878096017e-28,2.439846056620208e-15,1.4154931355909655e-30,1.1334231362300566e-16,1.2432507156044302e-37,1.024086362012468e-28,6.619097787404664e-32,1.2737297561568109e-30,6.565827310687657e-29,8.180130972140066e-39,6.938034585151493e-38,1.0960492621852444e-34,2.322384863561405e-16,1.1337783029332857e-13,1.0285755787558864e-18,2.262106451019415e-09,6.801099066707272e-10,1.4182871517380762e-11,1.122168195180036e-15,1.1137547320602903e-11,2.5382711645532284e-12,2.9829703332575404e-12,2.6028959260359837e-13,2.810823850850963e-12,8.306060463550189e-16,3.030684941078109e-13,8.199699741043488e-18
2.6886071989338473e-10,0.7981169925117176,1.658560045043311e-11,2.9815335099626424e-14,2.4277101967687367e-15,1.4106766851387926e-14,0.0,0.0,3.1897299876609707e-09,6.5056952026289e-15,7.73628887280152e-18,6.611744270767417e-19,4.15826774725945e-19,3.5243649596816205e-33,9.170592915007948e-23,2.807140004439284e-15,7.512266150166702e-29,1.330059995694837e-13,2.1479529013589994e-35,1.7820974925788672e-24,3.340634529301677e-33,2.031852705186901e-32,3.4699651251343254e-13,1.433872662136863e-35,7.170222945706005e-24,1.0525013118172405e-37,1.185172344662152e-43,5.292991495845734e-34,1.721418852494645e-61,2.8772314209247372e-49,7.72360355553993e-23,6.819762706232978e-52,5.009231718548705e-46,3.5084706622032623e-51,3.76,0.0,0.6866098878630114,0.9992147455783623,1.0569955083082275e-18,6.424371225386221e-34,3.455798982248641e-05,2.197261433325877e-05,5.9558170516328835e-06,6.629147154514492e-06,0.0007852512314671443,4.827138822155166e-11,1.4265862852697039e-18,3.04022266833069e-10,7.377460988305361e-19,5.654164124910532e-13,1.701545446722715e-30,1.6521566553924488e-28,2.858457303864612e-15,2.090551422754684e-30,1.3287196610992105e-16,1.951714765949427e-37,1.4879518300982956e-28,9.710338722116925e-32,1.8777972018818185e-30,9.526825776343916e-29,1.2833937443218963e-38,1.0890339689528811e-37,1.734396445483368e-34,2.8101028200809233e-16,1.3300578738070752e-13,1.2860623655378273e-18,2.435756485202385e-09,7.31204764498076e-10,1.6436570717296884e-11,1.4008452992270655e-15,1.2909698554515234e-11,2.9466672928550296e-12,3.456950552622879e-12,3.004606905466594e-13,3.244126884210201e-12,1.0336151588215628e-15,3.498055656716323e-13,9.501358679959807e-18
