Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67)
1.3297463978322039e-08,0.7008302799366253,1.8913535025550454e-12,1.0013909577248657e-13,1.1516036686098862e-14,2.3443806725015936e-14,0.0,0.0,1.693498265531956e-08,2.2611974728136225e-13,1.0303615464526396e-14,1.1622405303176415e-23,1.881935743135069e-17,8.710898582421812e-44,1.8872846153874734e-31,4.82839820462926e-32,2.792236304421951e-32,1.575757527932042e-11,1.0348692834705506e-37,1.8641680593422166e-22,1.1811333372238969e-35,2.7316210099207445e-43,9.803736962326658e-34,5.541696490797709e-31,1.0514059194051558e-21,7.250817519075349e-41,9.399842658999684e-43,2.5440599068641003e-47,7.057512427483806e-66,1.1472157456136302e-55,1.93377424052278e-20,5.241756863987004e-52,2.668751025232814e-40,8.560919166206334e-51,3.76,0.0,0.7402193814459437,0.9993903890129031,9.019875874274846e-17,5.3593280080500564e-42,0.00014509702908467627,0.0001126932842682367,2.8950026447548547e-05,3.4527419291744112e-06,0.000609594006423616,4.24150481406037e-10,3.2613691261144924e-17,8.26777420504328e-11,9.264227858444977e-18,5.920294274065062e-11,5.066327687483217e-26,3.1267993143699204e-25,8.437758893052001e-14,5.662473637695243e-26,3.110400121207555e-16,6.086396095652423e-32,3.0172911814495614e-25,8.555541512160465e-28,3.0525806804400846e-26,1.9975238913135332e-25,3.5195509993775e-33,3.718642986074752e-32,3.9704531351858646e-28,1.7280339360727787e-15,1.5757618384726324e-11,1.1827052268728975e-17,1.6937384765034233e-08
1.3598247219410915e-08,0.700830698066405,1.973023034128783e-12,1.0471011940761003e-13,1.2265709337981763e-14,2.49890679542598e-14,0.0,0.0,1.731794936917128e-08,2.364585193475887e-13,1.103185645928646e-14,1.2727109303316498e-23,2.0118117953047666e-17,1.031791666095958e-43,2.101762036745316e-31,5.331620249567267e-32,3.137853864016731e-32,1.648104143612716e-11,1.233520788998372e-37,2.0404824068798299e-22,1.3821639341376093e-35,3.2669180848739814e-43,1.1046807514529071e-33,6.187367564579981e-31,1.1197144847493998e-21,8.476023767864356e-41,1.074566022377182e-42,3.0030798980280205e-47,8.927446774475103e-66,1.3773702687404284e-55,2.0637734411726908e-20,6.405543983368399e-52,3.1145796314224874e-40,1.0509701477670366e-50,3.76,0.0,0.7402160993654726,0.9993903886303742,9.81439984498623e-17,6.291674464728627e-42,0.00014837874631502286,0.00011531724818842763,2.960739228079055e-05,3.453087618938829e-06,0.000609594003862136,4.439817933117012e-10,3.4896795012787554e-17,8.268894012359025e-11,9.486173390796621e-18,6.19724631217497e-11,5.760512315050542e-26,3.4841779098299154e-25,8.833208389436452e-14,6.442596954601165e-26,3.1926569948036534e-16,6.938877783749567e-32,3.379134495706422e-25,9.637259581431927e-28,3.4445138707414546e-26,2.23913551340846e-25,4.010608170193219e-33,4.238379343337163e-32,4.618666503429875e-28,1.7681225107698562e-15,1.648108754345451e-11,1.2463209670590255e-17,1.7320457677346287e-08
1.389903046049979e-08,0.7008311161943893,2.056382969579337e-12,1.0938855199518456e-13,1.3047040527139784e-14,2.6600321361238487e-14,0.0,0.0,1.7700912144594244e-08,2.4702811364078504e-13,1.1793771575628108e-14,1.3908990222024705e-23,2.147476371676964e-17,1.217631035035271e-43,2.3351224615980784e-31,5.875152606151717e-32,3.5177849632140707e-32,1.7220751241880213e-11,1.464701760969201e-37,2.228947822517164e-22,1.61183659428213e-35,3.8917608525256124e-43,1.2415270970898141e-33,6.8913224222233365e-31,1.1907158559433611e-21,9.874031787237645e-41,1.2247923172683366e-42,3.5324335210717136e-47,1.1238896652068825e-65,1.6473438502057852e-55,2.1992685385651918e-20,7.793847873647274e-52,3.6223876825029372e-40,1.2846126756957798e-50,3.76,0.0,0.7402128172995541,0.9993903882479728,1.0660076494553906e-16,7.361526857734594e-42,0.00015166044945053202,0.00011794125228017664,3.0264757370932517e-05,3.453378826231106e-06,0.0006095940011286553,4.6426935397556495e-10,3.7283573025288564e-17,8.26985688488212e-11,9.70812314903793e-18,6.480570918908604e-11,6.530908877779078e-26,3.872800214237309e-25,9.237777956638226e-14,7.308793172545766e-26,3.274923647298877e-16,7.887055581076666e-32,3.77487897872492e-25,1.0826390910847905e-27,3.875998768361197e-26,2.50364035961484e-25,4.556569872749641e-33,4.816330679042407e-32,5.354605554631271e-28,1.808210987987225e-15,1.722080048738002e-11,1.3117447772530216e-17,1.7703528967729427e-08
1.4199813701588666e-08,0.7008315343205777,2.1414313913255872e-12,1.1417469097573908e-13,1.386067524686024e-14,2.827891771702734e-14,0.0,0.0,1.8083870981706504e-08,2.5782851192007937e-13,1.2590126857887693e-14,1.5171576664793422e-23,2.289051038838133e-17,1.43186222422279e-43,2.5885629813979936e-31,6.461308008190577e-32,3.934634454557789e-32,1.797670465182647e-11,1.7328607205976595e-37,2.430100436657047e-22,1.8734721584943287e-35,4.618669555312078e-43,1.3918633822137642e-33,7.657350421873315e-31,1.264446533381362e-21,1.1464587437960917e-40,1.3920784927936404e-42,4.141079054116694e-47,1.4084028835048761e-65,1.962976396256598e-55,2.340356661799657e-20,9.443724452435527e-52,4.199124851079238e-40,1.5636673697203868e-50,3.76,0.0,0.7402095352481882,0.9993903878640583,1.1559042668233465e-16,8.585692279364933e-42,0.0001549421384912757,0.00012056528854384356,3.092212144276992e-05,3.4536238257155215e-06,0.0006095939998638437,4.850131699139193e-10,3.977626041848393e-17,8.27068664783237e-11,9.930076284449695e-18,6.770268097629112e-11,7.3838780107536e-26,4.29458508131291e-25,9.651467716726992e-14,8.268274505142558e-26,3.357198587306752e-16,8.939099632639774e-32,4.206846841449058e-25,1.2130786910555392e-27,4.349976282417068e-26,2.792632231599928e-25,5.1621042166002306e-33,5.457455739971694e-32,6.187783719714822e-28,1.8482993694397042e-15,1.7976757174774673e-11,1.3789849899628592e-17,1.8086598637732065e-08
1.4500596942677542e-08,0.7008319524449704,2.2281663839648075e-12,1.1906883253793745e-13,1.4707257995928123e-14,3.002620624120825e-14,0.0,0.0,1.846682588062502e-08,2.6885969594581723e-13,1.3421688352462773e-14,1.6518476645131545e-23,2.4366570718501375e-17,1.6780763709257558e-43,2.863327918491513e-31,7.092482632388539e-32,4.391146668338025e-32,1.874890161572839e-11,2.0429398123558012e-37,2.6444870266153185e-22,2.1706922579662794e-35,5.461586405487255e-43,1.556689012752339e-33,8.489394429048858e-31,1.3409422946122462e-21,1.3269186135988172e-40,1.5779329553791783e-42,4.838896422725804e-47,1.757188166293489e-65,2.330817913999576e-55,2.4871340223937524e-20,1.1397359465438268e-51,4.852340466525871e-40,1.8957489727820108e-50,3.76,0.0,0.7402062532113751,0.9993903874789777,1.2513478268263432e-16,9.982627948724353e-42,0.00015822381343732448,0.0001231893501885145,3.1579484262682204e-05,3.4538296417831795e-06,0.0006095939997205368,5.062132463882064e-10,4.237708703352273e-17,8.271403545987884e-11,1.0152032093233182e-17,7.06633783404963e-11,8.326148240652307e-26,4.7515205336860625e-25,1.0074277764467563e-13,9.328670995170292e-26,3.439480545883386e-16,1.0103663888703421e-31,4.677462961486263e-25,1.3558672998013636e-27,4.8695300267081813e-26,3.107777354573984e-25,5.832154528087608e-33,6.167006196347625e-32,7.128499123298399e-28,1.8883876508577256e-15,1.874895755842578e-11,1.448049958401462e-17,1.846966668890099e-08
1.4801380183766418e-08,0.7008323705675678,2.3165860342701784e-12,1.240712716560738e-13,1.5587432777596957e-14,3.1843534603645586e-14,0.0,0.0,1.8849776841466404e-08,2.8012164747956115e-13,1.4289222105889086e-14,1.7953377586381435e-23,2.590415454911063e-17,1.960227926358928e-43,3.160709561712189e-31,7.771157464951439e-32,4.890209870536275e-32,1.953734207817772e-11,2.400417468334334e-37,2.872664959299537e-22,2.507439289153938e-35,6.436001832017707e-43,1.7370534431686962e-33,9.391553295393506e-31,1.420238208651915e-21,1.531118483509087e-40,1.783961084430011e-42,5.636760815634005e-47,2.183105222346656e-65,2.7581980116592014e-55,2.6396959235505484e-20,1.3702647647061626e-51,5.590220322192546e-40,2.2895559579969494e-50,3.76,0.0,0.7402029711891144,0.9993903870936582,1.352560621979338e-16,1.1572565600726043e-41,0.00016150547428874813,0.0001258134314517624,3.2236845632432094e-05,3.4540022349868693e-06,0.0006095939997715147,5.27869587592137e-10,4.5088277439281837e-17,8.272024757895169e-11,1.037398997675588e-17,7.368780098757972e-11,9.364827978961214e-26,5.245664523000924e-25,1.0506208171140166e-13,1.0498044049216139e-25,3.5217684433468735e-16,1.1389902283475017e-31,5.189256995961503e-25,1.51186570451504e-27,5.437889612218667e-26,3.4508159727552987e-25,6.571948509117561e-33,6.950536410880331e-32,8.187879623536882e-28,1.928475815545365e-15,1.9537401585949963e-11,1.5189480610307177e-17,1.885273312278209e-08
1.5102163424855293e-08,0.7008327886883695,2.406688431188661e-12,1.2918230211896763e-13,1.650184309875812e-14,3.373224892600675e-14,0.0,0.0,1.923272386434736e-08,2.916143482840897e-13,1.5193494163434503e-14,1.9480046323126894e-23,2.750446881932875e-17,2.282658624228172e-43,3.482048789334003e-31,8.499899470594581e-32,5.434860123097775e-32,2.0342025978980362e-11,2.8113473160832346e-37,3.11520214231453e-22,2.887994286413417e-35,7.559068989922984e-43,1.9340572839010363e-33,1.0368083956645536e-30,1.5023686480372673e-21,1.7615901913760765e-40,2.0118686471920744e-42,6.546609526194413e-47,2.7012319453490746e-65,3.2532900687819235e-55,2.798136768042073e-20,1.6413738466809073e-51,6.421619409279709e-40,2.7549806602927267e-50,3.76,0.0,0.7401996891814063,0.9993903867086387,1.459769244162909e-16,1.3377623881081493e-41,0.00016478712104561513,0.00012843752746574344,3.289420538455908e-05,3.454146640547138e-06,0.0006095939994781631,5.49982196790705e-10,4.791205093855582e-17,8.272564787718171e-11,1.0595949421895879e-17,7.677594849126371e-11,1.0507415860892651e-25,5.779145573336288e-25,1.0947258987460408e-13,1.178489809761257e-25,3.6040613644260195e-16,1.2807482685258874e-31,5.74486518635445e-25,1.6819736594749527e-27,6.058433459956865e-26,3.823563714589801e-25,7.38700613398375e-33,7.813911861953072e-32,9.377922542186647e-28,1.9685638438913087e-15,2.0342089200177962e-11,1.5916877050767134e-17,1.9235797940920752e-08
1.5402946665944167e-08,0.7008332068073755,2.4984716658378605e-12,1.3440221656872882e-13,1.7451131968767588e-14,3.569369378400212e-14,0.0,0.0,1.9615666949384843e-08,3.033377801233974e-13,1.6135270567281395e-14,2.1102329103110026e-23,2.9168717573943875e-17,2.6501340569537207e-43,3.8287359776979568e-31,9.281363313871314e-32,6.028287016503937e-32,2.1162953253901712e-11,3.2824181588819234e-37,3.372676952310638e-22,3.317004099180037e-35,8.849782021983657e-43,2.1488539256743467e-33,1.1423404497967547e-30,1.5873673062908455e-21,2.0210768725855037e-40,2.2634668996463278e-42,7.581544624094859e-47,3.3292890887295997e-65,3.8252108620804016e-55,2.962550069732542e-20,1.959188235845999e-51,7.356111454462941e-40,3.3032829791422705e-50,3.76,0.0,0.7401964071882505,0.9993903863237497,1.5732045803030553e-16,1.5421980379776404e-41,0.00016806875370799346,0.00013106163408461841,3.355156337644199e-05,3.4542671468629675e-06,0.0006095939990094676,5.725510764993518e-10,5.085062157801448e-17,8.273035982553142e-11,1.08179099862214e-17,7.992782031823013e-11,1.1761816072109696e-25,6.354163719010056e-25,1.1397430247456796e-13,1.3198197868187787e-25,3.6863585265831355e-16,1.436660758134749e-31,6.347033010945174e-25,1.8671309467096717e-27,6.734692935359904e-26,4.227913602357768e-25,8.283151358104724e-33,8.763321633011275e-32,1.0711554869583615e-27,2.0086517232242162e-15,2.1163020339899997e-11,1.6662773311970246e-17,1.9618861144862077e-08
1.570372990703304e-08,0.700833624924586,2.5919338315038473e-12,1.3973130652483745e-13,1.8435941898665165e-14,3.772921220894884e-14,0.0,0.0,1.9998606096695792e-08,3.152919247626949e-13,1.711531735546464e-14,2.2824151588432134e-23,3.089810196931373e-17,3.0678711297176516e-43,4.202211626203163e-31,1.0118292559654046e-31,6.673837729652706e-32,2.2000123835423065e-11,3.820999329755077e-37,3.6456781851089135e-22,3.799501452086946e-35,1.0329110294298987e-42,2.382650673446386e-33,1.2562096262956307e-30,1.675267209825786e-21,2.3125441035841665e-40,2.5406762392984707e-42,8.755910252382344e-47,4.087992754299253e-65,4.484097269172651e-55,3.1330284615280546e-20,2.3306098203410648e-51,8.404025199899496e-40,3.9472275566867765e-50,3.76,0.0,0.740193125209647,0.9993903859386748,1.693101809344174e-16,1.7732000587994793e-41,0.0001713503722759504,0.00013368574778624577,3.420891948691691e-05,3.454367397197576e-06,0.0006095939986824536,5.955762285860253e-10,5.390619815590947e-17,8.27344883304815e-11,1.1039871294883876e-17,8.314341584312594e-11,1.3136349145248417e-25,6.972991150278079e-25,1.1856721970836533e-13,1.4747380543054666e-25,3.7686592626227023e-16,1.6078028652807431e-31,6.998617031084836e-25,2.0683181143245044e-27,7.470355226288606e-26,4.665837454082001e-25,9.266520367623415e-33,9.805287212419215e-32,1.2202676975941861e-27,2.0487394471644544e-15,2.2000194940622146e-11,1.7427254162603317e-17,2.0001922736150575e-08
1.6004513148121916e-08,0.7008340430400011,2.687073023638621e-12,1.4516986240684794e-13,1.945691490031427e-14,3.9840145689582504e-14,0.0,0.0,2.0381541306396897e-08,3.274767639684092e-13,1.813440056085808e-14,2.4649518856809638e-23,3.269382028022922e-17,3.5415710414631093e-43,4.60396707239397e-31,1.1013521063522511e-31,7.375021776212678e-32,2.2853537653355877e-11,4.435195939754974e-37,3.934804998358907e-22,4.340929022932157e-35,1.2020164467333702e-42,2.6367100499839423e-33,1.3788906273845514e-30,1.7661007314456904e-21,2.639193243179907e-40,2.8455305028447295e-42,1.0085386386226773e-46,5.0015055964234e-65,5.241200268705295e-55,3.3096637044960363e-20,2.76339856525442e-51,9.57648770727497e-40,4.701254832343298e-50,3.76,0.0,0.7401898432455959,0.9993903855533715,1.8197003987310435e-16,2.0336393599912386e-41,0.00017463197674955248,0.0001363098655790278,3.4866273613072325e-05,3.454450486034382e-06,0.0006095939985390815,6.190576543678888e-10,5.70809842317057e-17,8.273812253226893e-11,1.126183303292215e-17,8.642273436255846e-11,1.463976456570644e-25,7.6379729519217185e-25,1.2325134165176186e-13,1.6442369940760449e-25,3.850963004095532e-16,1.795306379623808e-31,7.702587023848206e-25,2.2865573294891092e-27,8.269266668068413e-26,5.139387506087455e-25,1.03435712135842e-32,1.0946672770460785e-31,1.3866215021856356e-27,2.0888270102192294e-15,2.2853612935180633e-11,1.8210404761530617e-17,2.038498271632997e-08
1.6606079630299668e-08,0.7008348792654443,2.882374879939012e-12,1.5637652821927761e-13,2.1609915666205948e-14,4.4293616069366406e-14,0.0,0.0,2.1147399913435823e-08,3.52538453150874e-13,2.0292740324844944e-14,2.862730513746346e-23,3.648903737588943e-17,4.6822754138108794e-43,5.498540543856664e-31,1.299066993686693e-31,8.959164758349705e-32,2.4609094706322497e-11,5.926854873363167e-37,4.563883508920945e-22,5.624530364234805e-35,1.6141546946025012e-42,3.2109496713561056e-33,1.6526709827325365e-30,1.956694920248408e-21,3.412096021523873e-40,3.546899490361293e-42,1.3279609336166707e-46,7.409785148077065e-65,7.101188062956336e-55,3.681767475796247e-20,3.848909233848064e-51,1.2343799162099874e-39,6.606747110883408e-50,3.76,0.0,0.7401832793611504,0.9993903847821899,2.09398095245115e-16,2.655574271816347e-41,0.0001811951434139565,0.00014155810374809908,3.6180975579095484e-05,3.4545752024674258e-06,0.0006095939986938178,6.673893299225607e-10,6.379697297463721e-17,8.274419673656346e-11,1.170575677596136e-17,9.317253723686207e-11,1.8070451388641126e-25,9.11614826074072e-25,1.3289319945029595e-13,2.0311971789423353e-25,4.0155776550867153e-16,2.224216842427725e-31,9.280141160908e-25,2.778493085026966e-27,1.0073035307061217e-25,6.20198567370525e-25,1.2806210574615292e-32,1.3556927924056338e-31,1.777565819500631e-27,2.169001630741515e-15,2.4609178825772218e-11,1.9833057915531663e-17,2.1151097849532968e-08
1.7138759880546085e-08,0.7008356197275292,3.060893748115874e-12,1.6666824070477863e-13,2.364338517567172e-14,4.8502001734661454e-14,0.0,0.0,2.182554581691488e-08,3.7550044016753006e-13,2.2341752584410855e-14,3.2536019173320085e-23,4.008279934700707e-17,5.945638214770101e-43,6.400696900012859e-31,1.4965585723299332e-31,1.0585311354647709e-31,2.621785842244109e-11,7.595853581686087e-37,5.180824555781253e-22,7.020009542117808e-35,2.0771819978077535e-42,3.8005555495858415e-33,1.929495259900457e-30,2.1355631773322605e-21,4.2503538232507995e-40,4.282512218936684e-42,1.680884291929648e-46,1.038121820556228e-64,9.21145284413236e-55,4.032698595063012e-20,5.110822612647976e-51,1.5336037096121563e-39,8.842167589827086e-50,3.76,0.0,0.740177467165023,0.9993903840997523,2.361653040149919e-16,3.337802158515752e-41,0.0001870067054831234,0.00014620535140229206,3.7345121809104506e-05,3.454650026033725e-06,0.0006095939982472014,7.117100506031983e-10,7.016337219634964e-17,8.274854972753756e-11,1.2098845408669751e-17,9.936218362096386e-11,2.1632980197819743e-25,1.0603537110738378e-24,1.4173550014572938e-13,2.4332327596998646e-25,4.1613480773412005e-16,2.670873160448067e-31,1.0883280343574725e-24,3.28186832024459e-27,1.1922265710423442e-25,7.2835489012074625e-25,1.536941308105349e-32,1.627440168351609e-31,2.198096015627501e-27,2.239994742848253e-15,2.6217950922702225e-11,2.1333079857498638e-17,2.1829478686472757e-08
1.7671440130792503e-08,0.7008363601839829,3.2446439709822728e-12,1.7730757697711377e-13,2.579985993880248e-14,5.296692224690057e-14,0.0,0.0,2.25036793723729e-08,3.9918569563337537e-13,2.4524659341456237e-14,3.683289030208194e-23,4.390241337696406e-17,7.494464399320105e-43,7.416153785433267e-31,1.7169832911720768e-31,1.2446014452061403e-31,2.7877565643220205e-11,9.661320690567999e-37,5.857754539681857e-22,8.70214597762488e-35,2.6523015117890986e-42,4.475141806460438e-33,2.2418066645987846e-30,2.3240893706332583e-21,5.258524856091453e-40,5.140643822144238e-42,2.112747112504175e-46,1.4405299208919958e-64,1.1857048155955353e-54,4.40427559874093e-20,6.728010685363892e-51,1.8924689466762994e-39,1.1731536482708338e-49,3.76,0.0,0.740171655014536,0.9993903834179437,2.6541135051762007e-16,4.167187634659827e-41,0.00019281822334829825,0.00015085258360106,3.8509260842554546e-05,3.4547002848632823e-06,0.0006095939970318659,7.574618125003737e-10,7.693640015325416e-17,8.275219522206505e-11,1.2491932404732497e-17,1.057516753127505e-10,2.5750614498171847e-25,1.22740297969989e-24,1.5086384901452353e-13,2.898111307577544e-25,4.3071225111224713e-16,3.1884188257621976e-31,1.2700310465598982e-24,3.855920290045943e-27,1.4034694896164343e-25,8.511226985540908e-25,1.8338065370424639e-32,1.9422370785091753e-31,2.7000438512862757e-27,2.310987264357264e-15,2.7877667063293966e-11,2.2892950442380164e-17,2.250785449346423e-08
1.820412038103892e-08,0.7008371006348051,3.433615043641657e-12,1.8829611440266517e-13,2.8082888797507322e-14,5.769577626471235e-14,0.0,0.0,2.3181800580455527e-08,4.2359411831301313e-13,2.6845715207116827e-14,4.154288020589367e-23,4.7954437470038506e-17,9.381448533769474e-43,8.555014870217471e-31,1.9622402875548567e-31,1.4566892856051566e-31,2.958821592397074e-11,1.2201053929745174e-36,6.59834907005629e-22,1.071835282259983e-34,3.361942759276655e-42,5.2437624127756914e-33,2.592836092982934e-30,2.5224324793016774e-21,6.464191781745145e-40,6.137001866231306e-42,2.638107608921753e-46,1.980910337005583e-64,1.515196394012842e-54,4.79697940479712e-20,8.785035076985111e-51,2.3204454884380375e-39,1.5438092802618457e-49,3.76,0.0,0.7401658429096888,0.9993903827354045,2.972838681424143e-16,5.169792283913139e-41,0.0001986296970098404,0.00015549979428746137,3.9673392471118645e-05,3.4547322444072545e-06,0.0006095939964076148,8.046446119677622e-10,8.412811844911167e-17,8.27553135843013e-11,1.2885017116811326e-17,1.1234100684900528e-10,3.0488130307850643e-25,1.4143229590818834e-24,1.6027824405356097e-13,3.433178500492622e-25,4.452899785185145e-16,3.78528038729469e-31,1.4751848083919736e-24,4.5078496083592716e-27,1.6437518520493119e-25,9.899359575998425e-25,2.1760198516489278e-32,2.3051910957839546e-31,3.295873007554236e-27,2.3819791963170682e-15,2.958832681965832e-11,2.451315867301799e-17,2.318622527906005e-08
1.8736800631285338e-08,0.7008378410799961,3.627796482323389e-12,1.996354204477034e-13,3.049601562960106e-14,6.269594740139203e-14,0.0,0.0,2.3859909441806973e-08,4.487256069829986e-13,2.930917470318011e-14,4.6691731826971146e-23,5.224540177966859e-17,1.1666957602589403e-42,9.827932182246739e-31,2.234327351414755e-31,1.6975513806520918e-31,3.134980881307892e-11,1.530512106099325e-36,7.406381677921509e-22,1.312210808184696e-34,4.2321459411992166e-42,6.1161062746183586e-33,2.9859937777756597e-30,2.7307459393341954e-21,7.898367604014289e-40,7.288739381401149e-42,3.2736796966807966e-46,2.7008858805637376e-64,1.9230164500796206e-54,5.211282979523e-20,1.1383186578985043e-50,2.828144223446438e-39,2.0159421856728575e-49,3.76,0.0,0.7401600308504811,0.9993903820518414,3.3193468351103337e-16,6.375353622692055e-41,0.00020444112646810704,0.00016014697907563936,4.083751654396051e-05,3.45475044159322e-06,0.0006095939966676726,8.532584436242543e-10,9.175053794083216e-17,8.27580355015667e-11,1.3278099087705265e-17,1.1913017252401605e-10,3.591544236301746e-25,1.6227507323646024e-24,1.6997868288441955e-13,4.0463617942536167e-25,4.598679047159693e-16,4.470565577724244e-31,1.7059773298550522e-24,5.2453262410724406e-27,1.9159731458335897e-25,1.1463192129690243e-24,2.568771262124194e-32,2.721821868121288e-31,3.9994767788671494e-27,2.4529705365338923e-15,3.1349929756981236e-11,2.619419878518657e-17,2.3864591051805922e-08
1.9269480881531755e-08,0.7008385815195557,3.82717782433955e-12,2.1132705282277725e-13,3.304277933672524e-14,6.797480425580358e-14,0.0,0.0,2.453800595706972e-08,4.745800604318371e-13,3.191929225623079e-14,5.2305969381922497e-23,5.678180872768399e-17,1.4419856242444023e-42,1.1246117170970561e-30,2.535343280042023e-31,1.9701480266165933e-31,3.316234385308579e-11,1.9077338038656634e-36,8.285722871017043e-22,1.5973516104985601e-34,5.293008073012708e-42,7.102518879089247e-33,3.4248730546229855e-30,2.9491778413719108e-21,9.595799115971194e-40,8.614539014183338e-42,4.0385775554438754e-46,3.653049937574051e-64,2.4248344459259178e-54,5.647651482360005e-20,1.4643095959009013e-50,3.427413048747935e-39,2.6133303053867808e-49,3.76,0.0,0.7401542188369126,0.9993903813687138,3.695198103515302e-16,7.817676697274857e-41,0.00021025251172345437,0.00016479413470980205,4.2001632949121724e-05,3.4547582444404657e-06,0.0006095939963522481,9.033033009156267e-10,9.981561893694934e-17,8.276045807666062e-11,1.3671177978101195e-17,1.2611916646554492e-10,4.210782984821692e-25,1.8544013191013195e-24,1.7996516286867794e-13,4.7461956608886515e-25,4.744459661987782e-16,5.254093832225771e-31,1.9647265399935278e-24,6.076503768967903e-27,2.2232183406372377e-25,1.3218903344790315e-24,3.0176549503955625e-32,3.1980795417415136e-31,4.826290283222331e-27,2.5239612553028294e-15,3.316247543460335e-11,2.7936570519158235e-17,2.4542951820240277e-08
1.9802161131778172e-08,0.7008393219534842,4.031748628041643e-12,2.2337255960834725e-13,3.57267138324113e-14,7.3539700443353e-14,0.0,0.0,2.5216090126885897e-08,5.011573774599811e-13,3.468032219244068e-14,5.841289837562631e-23,6.157013312355855e-17,1.7718378428074762e-42,1.2821351642765195e-30,2.867490235759798e-31,2.277651918379941e-31,3.502582058043184e-11,2.3636846894652233e-36,9.240339188628903e-22,1.9339894588283703e-34,6.57915960897777e-42,8.214023837697625e-33,3.9132540927288594e-30,3.1778711247471594e-21,1.1595282879280411e-39,1.0134698834743726e-41,4.954575951551881e-46,4.9033689741599316e-64,3.03889165816795e-54,6.106542409526422e-20,1.8707613939493615e-50,4.131436394898812e-39,3.3644210547827885e-49,3.76,0.0,0.7401484068689825,0.9993903806863936,4.1019944334083273e-16,9.535048598823258e-41,0.0002160638527762379,0.00016944125859079417,4.316574159723447e-05,3.45475834176175e-06,0.0006095939950897753,9.547791766060388e-10,1.0833527139862403e-16,8.276265873736606e-11,1.406425350389666e-17,1.3330798269893915e-10,4.91461640449288e-25,2.1110688513715525e-24,1.9023768120343048e-13,5.54184701801743e-25,4.890241121466638e-16,6.146427070063629e-31,2.253883850146277e-24,7.010033643770967e-27,2.5687634458512e-25,1.5183632616243788e-24,3.5286866873467753e-32,3.740363342801249e-31,5.793406408531746e-27,2.5949513354134095e-15,3.502596340576436e-11,2.9740779378130045e-17,2.5221307592895577e-08
2.033484138202459e-08,0.7008400623817813,4.241498472778776e-12,2.3577347932771304e-13,3.855134803136297e-14,7.939797462591331e-14,0.0,0.0,2.5894161951897633e-08,5.284574568798268e-13,3.7596518736272037e-14,6.504060561212851e-23,6.661682227973223e-17,2.1651066196641407e-42,1.4565997948856042e-30,3.2330760178985675e-31,2.6234568822911282e-31,3.6940238528954923e-11,2.9119839357142453e-36,1.0274292297901768e-21,2.3296395152179467e-34,8.130284103678239e-42,9.462343469271945e-33,4.455107382022231e-30,3.4169637542816475e-21,1.3939997084480418e-39,1.1871218868501867e-41,6.046393227795815e-46,6.534103697126895e-64,3.7863345522846645e-54,6.5884057291537e-20,2.3745104507890297e-50,4.954839028386705e-39,4.303079689917482e-49,3.76,0.0,0.740142594946691,0.9993903800032974,4.541379521130803e-16,1.1570685235630619e-40,0.00022187514962681228,0.00017408834867801705,4.432984241814715e-05,3.4547528446141903e-06,0.0006095939944634869,1.0076860628798534e-09,1.1732135514558823e-16,8.27646981903771e-11,1.4457325449253022e-17,1.4069661516812175e-10,5.71171318304794e-25,2.394627685280893e-24,2.007962349589729e-13,6.443140143647054e-25,5.036023026996042e-16,7.158899926809857e-31,2.5760375725969103e-24,8.055078867304164e-27,2.956080843326184e-25,1.7375506478305624e-24,4.1083209378998304e-32,4.355539826650546e-31,6.919695649034659e-27,2.6659408011689837e-15,3.694039322110111e-11,3.1607336806351773e-17,2.5899658378298808e-08
