Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67)
5.573336116234977e-10,0.7008125677664424,1.0644618377106555e-14,4.915363682663361e-16,4.395474393473615e-18,7.128989151491557e-18,0.0,0.0,7.101611793770947e-10,3.9780697627782554e-16,5.890720663835472e-19,2.770525307720904e-29,1.1417610738423995e-21,1.180118698912109e-53,7.799174347317349e-38,6.90212328424934e-38,9.420588668917888e-39,2.3217550662366532e-14,4.266813014564489e-48,4.3785018248544685e-28,4.3764261321257935e-45,4.7191741356772105e-54,1.246238199941089e-40,6.106388103084192e-38,7.577075751630696e-26,1.4572830852787323e-50,3.409522359492683e-51,2.268265676921978e-57,2.3027485138036964e-79,2.65528737073559e-66,1.2629871368098801e-24,6.080038970077806e-64,4.2292629943691143e-50,7.981979482992289e-63,3.76,0.0,0.7403584123056784,0.999530332714929,1.7461065945065423e-21,3.620188769539145e-51,6.081973038282681e-06,3.984083130476197e-06,1.1880408070162165e-06,9.098356196879599e-07,0.0004696665748450933,6.368569041006946e-13,2.127263092192387e-21,1.214319727466071e-11,1.5449532651272098e-19,8.167031941983991e-14,8.572364756641417e-34,4.0019627244189787e-32,1.0878037094301649e-16,6.998627459220747e-34,1.6735559100236484e-18,2.7574258849155464e-40,3.0722700625426483e-32,3.1026329139946766e-35,7.074011638958223e-34,1.8856179966040585e-32,1.8341211226897905e-41,1.814556668506607e-40,3.0287297123544393e-37,2.7019012230445315e-17,2.321755321249567e-14,1.8530504925837048e-21,7.101726382624152e-10
5.845367901043771e-10,0.7008126055895332,1.1320366310352513e-14,5.222285748898753e-16,4.871039947633908e-18,7.922870339863727e-18,0.0,0.0,7.448170654318066e-10,4.375840004546063e-16,6.824941469422486e-19,3.365347741703918e-29,1.3261508824468637e-21,1.6152090938607764e-53,9.614471275348354e-38,8.419949889546417e-38,1.1574887449215786e-38,2.5717317467991874e-14,6.006945864365741e-48,5.309107819621719e-28,5.955736526654414e-45,6.722180938817784e-54,1.5501652583583062e-40,7.79903286589236e-38,8.797489271325333e-26,2.0303192983734149e-50,4.5998577914936884e-51,3.2134073917345305e-57,3.609946104992079e-79,3.786100068234824e-66,1.4667372350452442e-24,9.080804398685492e-64,5.9815784156438935e-50,1.193416338998026e-62,3.76,0.0,0.74035811541423,0.9995206340005842,2.026080953695359e-21,4.8866187469387943e-51,6.378829894555452e-06,4.185041614336151e-06,1.2462514100858188e-06,9.475224007900001e-07,0.0004793652545270385,7.013024251437148e-13,2.456143461928494e-21,1.2995741890210403e-11,1.6743609695471078e-19,9.025197207926063e-14,1.1045089793663741e-33,5.084357989699727e-32,1.2052436783354808e-16,9.072282265180193e-34,1.8475020720480934e-18,3.682661455316389e-40,3.904873145714086e-32,3.985246395767299e-35,9.140233210245896e-34,2.3975100883820665e-32,2.44491514172882e-41,2.421086215613171e-40,4.086362347526588e-37,2.9870830236765825e-17,2.5717320430126812e-14,2.147553470846444e-21,7.448292816823574e-10
6.117399685852564e-10,0.7008126434126095,1.2010638963719743e-14,5.535935023887134e-16,5.3744614203991735e-18,8.766138443211092e-18,0.0,0.0,7.794725947401677e-10,4.792557699751641e-16,7.85492651502421e-19,4.0521213452371877e-29,1.5298822819037863e-21,2.1811415012836237e-53,1.1744607719148134e-37,1.0180280716499565e-37,1.4094307701489953e-38,2.8352495122371798e-14,8.328984838208868e-48,6.3818010893250855e-28,7.997393656108333e-45,9.428465332531057e-54,1.91036254356711e-40,9.851010852279294e-38,1.0145254570241945e-25,2.787677822118159e-50,6.12195602028711e-51,4.481302405381721e-57,5.546698622772402e-79,5.313841519292426e-66,1.6918147709251343e-24,1.3322254040107993e-63,8.328152413549859e-50,1.7526534428483949e-62,3.76,0.0,0.7403578185229011,0.9995116075227479,2.3356461416324825e-21,6.5089821910547e-51,6.675686634957341e-06,4.386539385607231e-06,1.3044805305398031e-06,9.846512509055623e-07,0.0004883916977005701,7.689209896810639e-13,2.8174681927832945e-21,1.38518985812106e-11,1.8069065570606345e-19,9.928511482194895e-14,1.4074658902701165e-33,6.389780078254625e-32,1.3291432075853572e-16,1.1628703911046807e-33,2.0298488864315825e-18,4.854481562774019e-40,4.9095501844789564e-32,5.062649804841218e-35,1.167839052133452e-33,3.015459014426134e-32,3.2169199394261207e-41,3.1884645835233754e-40,5.441149522691673e-37,3.2824337725636096e-17,2.8352498539763473e-14,2.4719005227909126e-21,7.794855867967816e-10
6.389431470661358e-10,0.7008126812356708,1.2715434714412828e-14,5.85634443015306e-16,5.9062181961310555e-18,9.659844366479002e-18,0.0,0.0,8.141277897929612e-10,5.228222541840105e-16,8.985594996701492e-19,4.840045501791154e-29,1.7539745012794273e-21,2.909292934195966e-53,1.4227374417271002e-37,1.2208618463756837e-37,1.7021327388061226e-38,3.112342692149019e-14,1.1389155403611574e-47,7.61059521604973e-28,1.060847788544504e-44,1.3038626088766918e-53,2.3342895870110605e-40,1.2317413518574425e-37,1.1626983504760882e-25,3.7767030441377853e-50,8.047039631644912e-51,6.160200059851147e-57,8.3675527416599e-79,7.351021275772733e-66,1.9393367865531516e-24,1.9227887194253533e-63,1.1430029267292202e-49,2.5321446917618906e-62,3.76,0.0,0.7403575216316912,0.9995032066882956,2.6765007085195724e-21,8.565279879513435e-51,6.972543259496645e-06,4.588568459264247e-06,1.362727895227741e-06,1.021230429625166e-06,0.0004967924974901417,8.397208860935496e-13,3.212794818120994e-21,1.4710242951453893e-11,1.942408498161667e-19,1.0877149202876921e-13,1.7754917516235314e-33,7.95119127678236e-32,1.4595333099215243e-16,1.4752775066277619e-33,2.2205077251984137e-18,6.323231201381538e-40,6.111861367999804e-32,6.366654419938544e-35,1.4769246590392721e-33,3.755281228645023e-32,4.182625090595821e-41,4.149314646298847e-40,7.158378848128568e-37,3.587229724947726e-17,3.112343083967354e-14,2.8274971376058297e-21,8.141415760973679e-10
6.661463255470151e-10,0.7008127190587174,1.3434751948927055e-14,6.18354383079917e-16,6.466790054015962e-18,1.0605038899099126e-17,0.0,0.0,8.487826715226102e-10,5.68283423612108e-16,1.0221884300255187e-18,5.738781179646627e-29,1.999448881138679e-21,3.8368552985942158e-53,1.7103279392209425e-37,1.4531871500322008e-37,2.040134821099903e-38,3.403038883636155e-14,1.537639858712542e-47,9.010202104695028e-28,1.391499537941912e-44,1.7798670851954066e-53,2.8300447908692132e-40,1.5258800732054514e-37,1.3249291562857354e-25,5.054115452505829e-50,1.0457444019763517e-50,8.357030626977566e-57,1.2412216025691955e-78,1.0035176849835057e-65,2.2104219288442956e-24,2.733828161103143e-63,1.5481926830116203e-49,3.6037567312521334e-62,3.76,0.0,0.7403572247406008,0.9994953881324791,3.0503721969166207e-21,1.1146259242484664e-50,7.269399768181533e-06,4.791120968476065e-06,1.4209932349337478e-06,1.0572680742741706e-06,0.0005046110186439103,9.137102800543257e-13,3.643684586973259e-21,1.556948742555461e-11,2.0806953355254041e-19,1.187127111960296e-13,2.219077981017269e-33,9.804683631622122e-32,1.5964419999309192e-16,1.853996652538588e-33,2.41938515629053e-18,8.14669571388919e-40,7.539818497469189e-32,7.932623548496476e-35,1.8503222829756194e-33,4.634321411896082e-32,5.379233638046837e-41,5.341034818582841e-40,9.314104246586399e-37,3.900767806311021e-17,3.403039330316066e-14,3.2157341858528455e-21,8.487972705174479e-10
6.933495040278945e-10,0.7008127568817493,1.4168589062417142e-14,6.517560349736822e-16,7.056657125547395e-18,1.1602772715054853e-17,0.0,0.0,8.834372594108506e-10,6.156392498948995e-16,1.1568748586803277e-18,6.75845256489752e-29,2.267328394776863e-21,5.007622985303947e-53,2.0415625272007365e-37,1.7178365268242524e-37,2.4282775049391546e-38,3.7073597243893776e-14,2.051744460119202e-47,1.0596036386435837e-27,1.8064266922843e-44,2.4007786368936397e-53,3.406393440717813e-40,1.8741465229415274e-37,1.5018794655698784e-25,6.687350751753772e-50,1.3447733798011482e-50,1.120027715770496e-56,1.8128706239056674e-78,1.3533019943541242e-65,2.5061899165238963e-24,3.8336409797070784e-63,2.071731441740013e-49,5.058390455433655e-62,3.76,0.0,0.7403569278496298,0.9994881114958672,3.459017164026451e-21,1.4356844679236152e-50,7.566256161020056e-06,4.994189162866284e-06,1.4792762843277398e-06,1.0927722017125917e-06,0.0005118876205929729,9.908972163349708e-13,4.111702403624032e-21,1.6428469475061917e-11,2.2216052536254114e-19,1.2911025667018303e-13,2.749902895648541e-33,1.198962429948896e-31,1.7398946057307512e-16,2.309716410451267e-33,2.626383700659381e-18,1.039081000673839e-39,9.224002251733256e-32,9.799701591477466e-35,2.2981097235448422e-33,5.671526945968263e-32,6.849098552729801e-41,6.8062474733877145e-40,1.1996377206328966e-36,4.222369095060228e-17,3.7073602309426047e-14,3.6379871788339826e-21,8.834526895396778e-10
7.205526825087739e-10,0.7008127947047663,1.491694445810856e-14,6.858418662185009e-16,7.67629985665199e-18,1.265409637296511e-17,0.0,0.0,9.180915715891486e-10,6.648897056958605e-16,1.3031157527007495e-18,7.909648574220637e-29,2.5586372282105893e-21,6.472858791213713e-53,2.421058654970883e-37,2.0177853178964496e-37,2.871709590765904e-38,4.025321591676152e-14,2.708247281794977e-47,1.238421977070228e-27,2.3227532965770864e-44,3.2027174298587233e-53,4.072796229707413e-40,2.2837699201353974e-37,1.6942106308427587e-25,8.75603493102909e-50,1.7125884720524026e-50,1.4843161741417325e-56,2.610132345623835e-78,1.8045088341774159e-65,2.827761072849777e-24,5.307718520214474e-63,2.741402977281469e-49,7.009958362690383e-62,3.76,0.0,0.7403566309587781,0.9994813392163164,3.9042212017467875e-21,1.8317675998533353e-50,7.863112438020141e-06,5.197765406786841e-06,1.5375767819162017e-06,1.1277507101215003e-06,0.0005186598654807803,1.071289620598119e-12,4.618416767624658e-21,1.7286140843711084e-11,2.3649856482077104e-19,1.399655021155524e-13,3.3809153807827635e-33,1.4548802633881933e-31,1.8899140517721643e-16,2.854353685915524e-33,2.841402512605335e-18,1.3130411785581146e-39,1.1197681195076285e-31,1.2011050931615875e-34,2.8314732034394535e-33,6.887523604275284e-32,8.640185032461943e-41,8.593274508799565e-40,1.5306583345001667e-36,4.5513813887049954e-17,4.025322163344087e-14,4.095615655766605e-21,9.181078512964539e-10
7.477558609896532e-10,0.7008128325277685,1.567981654675064e-14,7.20614125750906e-16,8.326198973689204e-18,1.37600603161932e-17,0.0,0.0,9.52745624931985e-10,7.16034764635483e-16,1.4614095160051835e-18,9.203424250368686e-29,2.8744004077170813e-21,8.292233123867307e-53,2.8537285824076594e-37,2.356152699476095e-37,3.375896136618561e-38,4.356936232093048e-14,3.5391334190122745e-47,1.4391585264778335e-27,2.960275020678066e-44,4.228986099095371e-53,4.8394378565768116e-40,2.7626058480652643e-37,1.9025835173648869e-25,1.1353583104319054e-49,2.161451208970478e-50,1.946712584823759e-56,3.708446800583469e-78,2.381089412501782e-65,3.1762559115189546e-24,7.262154490749926e-63,3.5900392570466945e-49,9.59997792804038e-62,3.76,0.0,0.7403563340680456,0.9994750363357231,4.3877989543887194e-21,2.3166738997548056e-50,8.159968599189612e-06,5.401842177627023e-06,1.5958944699933107e-06,1.1622113807527225e-06,0.0005249627114108555,1.154895301153289e-12,5.165399715058575e-21,1.8141557687886973e-11,2.510692705228925e-19,1.5127972180190814e-13,4.126420550213838e-33,1.7528576627765016e-31,2.0465211147521863e-16,3.5011429088672014e-33,3.0643379907440538e-18,1.6450022846403298e-39,1.3496930568254955e-31,1.4614092096018044e-34,3.4627816221277954e-33,8.304691198274257e-32,1.0806548887581992e-40,1.0756630005219825e-39,1.936085746567245e-36,4.887181111194797e-17,4.3569368743469676e-14,4.589962670920116e-21,9.527627726631957e-10
7.749590394705326e-10,0.7008128703507561,1.6457203746104798e-14,7.560748678839435e-16,9.006835453049112e-18,1.492171487296633e-17,0.0,0.0,9.873994351441517e-10,7.690744012248152e-16,1.6322558867730323e-18,1.0651302067767156e-28,3.2156434724556715e-21,1.0534848231742275e-52,3.3447870045006807e-37,2.7362026852387897e-37,3.9466264623651157e-38,4.702211333988696e-14,4.582042644011876e-47,1.663568134110736e-27,3.741761658550038e-44,5.531171380415588e-53,5.717256098706345e-40,3.3191628309435796e-37,2.1276582850948896e-25,1.4588943484819216e-49,2.7052161574503905e-50,2.5285651208740777e-56,5.204296617947272e-78,3.1114639207616542e-65,3.552794772984753e-24,9.827571327242036e-63,4.6561895294709575e-49,1.3002870288816175e-61,3.76,0.0,0.7403560371774324,0.9994691703191697,4.911594134760403e-21,2.9061107047072853e-50,8.456824644536168e-06,5.606412064135812e-06,1.6542290945917758e-06,1.196161879664716e-06,0.0005308286933010272,1.2417219506988545e-12,5.75422676025301e-21,1.8993871507234802e-11,2.6585909850102256e-19,1.630541009024299e-13,5.002168876492911e-33,2.097902085394989e-31,2.2097346569682728e-16,4.264729180458205e-33,3.295084329318682e-18,2.0444672856433804e-39,1.6160752629274037e-31,1.766075110603824e-34,4.2056635523646975e-33,9.94724031315704e-32,1.3408839747084052e-40,1.335753901675603e-39,2.429160646619175e-36,5.2291746180920765e-17,4.702212052529931e-14,5.122354377928545e-21,9.874174693456453e-10
8.02162217951412e-10,0.700812908173729,1.7249104480468876e-14,7.922259739748287e-16,9.718690493991068e-18,1.6140110256512903e-17,0.0,0.0,1.022053016841888e-09,8.240085908036949e-16,1.8161558452853136e-18,1.2265273143357398e-28,3.583392186654467e-21,1.3280345216961447e-52,3.89975860047681e-37,3.161345088786695e-37,4.5900221334251686e-38,5.061151042834075e-14,5.881021706186291e-47,1.9134775988757565e-27,4.693280934982384e-44,7.17036242361015e-53,6.717971030325538e-40,3.962628730621887e-37,2.370094197474349e-25,1.8588479291458755e-49,3.3594648757330103e-50,3.254841096258685e-56,7.220008434655929e-78,4.0291502922809905e-65,3.958497505012926e-24,1.3163606046223597e-62,5.984844700522484e-49,1.743202104555526e-61,3.76,0.0,0.7403557402869384,0.9994637108868472,5.4774795383968176e-21,3.6178783318915936e-50,8.75368057406739e-06,5.811467764775285e-06,1.7125804054340242e-06,1.229609759426275e-06,0.0005362880909601769,1.3317771480317473e-12,6.3864768385821794e-21,1.9842320847828967e-11,2.8085530176476354e-19,1.7528974481278535e-13,6.025447579005417e-33,2.495407409031458e-31,2.3795718373691165e-16,5.161264084287551e-33,3.533534012016342e-18,2.5220754045775755e-39,1.9231197057145501e-31,2.1207710645597557e-34,5.0750859067850475e-33,1.1841289177689898e-31,1.651482200538646e-40,1.6464475197407044e-39,3.0249121294677285e-36,5.576799015865739e-17,5.061151843594103e-14,5.694099696656039e-21,1.0220719559609974e-09
8.293653964322913e-10,0.7008129459966869,1.805551718023414e-14,8.290691719899739e-16,1.0462245494577385e-17,1.741629656521003e-17,0.0,0.0,1.0567063836284513e-09,8.808373094832159e-16,2.0136115316827436e-18,1.4057798367945483e-28,3.9786722900960914e-21,1.6620102005812052e-52,4.52448555987296e-37,3.635136454740328e-37,5.31254498095683e-38,5.433756424803196e-14,7.487348283420903e-47,2.190786069105797e-27,5.844546022096475e-44,9.21850369874506e-53,7.85411459714448e-40,4.702897173087332e-37,2.630549456181767e-25,2.349800294414876e-49,4.1416456079659283e-50,4.154578368702171e-56,9.909411690731482e-78,5.173455693372805e-65,4.394483186042883e-24,1.7464019497859529e-62,7.628222471573794e-49,2.3146691979237807e-61,3.76,0.0,0.7403554433965637,0.9994586298574929,6.0873570563226e-21,4.4720654801868415e-50,9.050536387790765e-06,6.0170020860936855e-06,1.770948155883395e-06,1.2625624607998335e-06,0.00054136908565084,1.425068359736704e-12,7.063732249948778e-21,2.068622371057178e-11,2.9604589071242043e-19,1.879876875736069e-13,7.215175104536492e-33,2.9511687751920153e-31,2.556048302170539e-16,6.208505053901298e-33,3.77957825253491e-18,3.0896915195496305e-39,2.2753482352815633e-31,2.531666718253411e-34,6.0874349684839915e-33,1.4014941269435346e-31,2.0199918552484386e-40,2.0153722498026285e-39,3.740329664193878e-36,5.929522517746612e-17,5.43375731394369e-14,6.306490060882891e-21,1.056726246113475e-09
8.565685749131707e-10,0.7008129838196303,1.8876440281474085e-14,8.666060541061741e-16,1.1237982030336804e-17,1.8751323782743985e-17,0.0,0.0,1.0913595481642545e-09,9.395605340923354e-16,2.2251261725132402e-18,1.6041809459270303e-28,4.4025092816710075e-21,2.065852316847566e-52,5.225135046899312e-37,4.161280958293714e-37,6.121005117272538e-38,5.820025881719e-14,9.460428209303684e-47,2.4974654294329112e-27,7.22928626742962e-44,1.1759883698635628e-52,9.139060363762288e-40,5.550593813148544e-37,2.909681058294257e-25,2.9484960873687816e-49,5.071217927244733e-50,5.2613731369732945e-56,1.3464491337846187e-77,6.590232816689098e-65,4.8618698855089115e-24,2.2962482905750478e-62,9.646612803626844e-49,3.04598579752291e-61,3.76,0.0,0.7403551465063082,0.9994539010030974,6.743157686302443e-21,5.491255390854541e-50,9.347392085713655e-06,6.223007941127804e-06,1.8293321028957253e-06,1.2950273143944246e-06,0.000546097905382724,1.521602941845071e-12,7.787578603293616e-21,2.1524970623130426e-11,3.1141959479879293e-19,2.0114889945491022e-13,8.591997980219516e-33,3.471397409961701e-31,2.739178356377173e-16,7.425917531179647e-33,4.0331073862067235e-18,3.760498794581965e-39,2.677611738901601e-31,3.005459204284989e-34,7.260599142122305e-33,1.649836310860702e-31,2.4547773024514133e-40,2.4509956536983208e-39,4.594544776581649e-36,6.286844440181445e-17,5.82002686563182e-14,6.96079923412917e-21,1.0913803524644607e-09
8.8377175339405e-10,0.7008130216425589,1.9711872225561472e-14,9.04838092566522e-16,1.2046381835410742e-17,2.0146241778277065e-17,0.0,0.0,1.1260125222321942e-09,1.0001782421281366e-15,2.4512040152408945e-18,1.8230709951869105e-28,4.855928233270281e-21,2.5514428647269757e-52,6.008206643646653e-37,4.743631281367858e-37,7.022568990258249e-38,6.219955523227115e-14,1.1868772199034123e-46,2.835560679971478e-27,8.885643065426629e-44,1.489277528312313e-52,1.0587053587737768e-39,6.5171025893066915e-37,3.2081446740008357e-25,3.674078067309261e-49,6.169802921188566e-50,6.613906893258425e-56,1.8123149465074998e-77,8.332706092513337e-65,5.3617744580574296e-24,2.9939110429995396e-62,1.2109288188041018e-48,3.9747064814074476e-61,3.76,0.0,0.7403548496161719,0.9994494999135618,7.446841542940346e-21,6.700743614833773e-50,9.644247667843322e-06,6.4294783478259684e-06,1.8877320069710907e-06,1.3270115422972818e-06,0.0005504989602542969,1.6213881414721936e-12,8.559604761818254e-21,2.2358018298211756e-11,3.2696582530008556e-19,2.1477429379605247e-13,1.017839062950044e-32,4.062735504057102e-31,2.92897511833797e-16,8.834780545002371e-33,4.294011217867183e-18,4.549095132852472e-39,3.1351023786615075e-31,3.549399793489974e-34,8.614053909124868e-33,1.9323862675495463e-31,2.9650834119631735e-40,2.962684932725093e-39,5.609023850342824e-36,6.648294889468696e-17,6.21995660853426e-14,7.658283188429911e-21,1.126034286797831e-09
9.109749318749294e-10,0.7008130594654726,2.0561811458812015e-14,9.43766653968836e-16,1.2887926785861317e-17,2.1602100306621368e-17,0.0,0.0,1.1606653167984265e-09,1.0626904117095632e-15,2.692350269713844e-18,2.0638376127509894e-28,5.339953629605957e-21,3.1322544049986087e-52,6.880539753363952e-37,5.386189466827956e-37,8.024767456427882e-38,6.633539500451832e-14,1.4791055004756785e-46,3.207190305998768e-27,1.085659096730422e-43,1.8731232571583315e-52,1.2213241520529221e-39,7.61459186458792e-37,3.5265945418679154e-25,4.548338209243435e-49,7.461338461777759e-50,8.256513286385331e-56,2.4178232226881838e-77,1.0462370849206451e-64,5.895312366731166e-24,3.872780189226524e-62,1.5095479436369753e-48,5.145639668371037e-61,3.76,0.0,0.7403545527261549,0.9994454038707945,8.200397866664308e-21,8.128767303003703e-50,9.941103134186917e-06,6.6364064274965504e-06,1.9461476321059192e-06,1.3585222596790152e-06,0.0005545949683575761,1.7244310984282938e-12,9.381402789099846e-21,2.3184883830019457e-11,3.4267463940985544e-19,2.288647331766901e-13,1.1998757733999236e-32,4.7322710949104325e-31,3.1254506590603187e-16,1.0458295264810442e-32,4.562179330840255e-18,5.4715930435758074e-39,3.6533658645457318e-31,4.171320975530999e-34,1.0168948606890287e-32,2.252596814595047e-31,3.5610959479893518e-40,3.5607694781918493e-39,6.807771518920703e-36,7.013434221841612e-17,6.633540694005369e-14,8.400180035832e-21,1.1606880600807253e-09
9.381781103558087e-10,0.7008130972883716,2.1426256432152328e-14,9.83393012124303e-16,1.3763098884963228e-17,2.3119949008415804e-17,0.0,0.0,1.1953179420690133e-09,1.1270970215342921e-15,2.9490710559981067e-18,2.32791578960112e-28,5.855609231967086e-21,3.823509842475493e-52,7.849320986828064e-37,6.093107755914264e-37,9.135503897752482e-38,7.06077030484808e-14,1.8317262568689476e-46,3.6145466400000134e-27,1.3190385493886488e-43,2.3407058529311287e-52,1.403370402192435e-39,8.856040539713466e-37,3.8656833802988084e-25,5.5959860999357015e-49,8.972239889337657e-50,1.02397871544394e-55,3.198796558042716e-77,1.304997010991453e-64,6.463597532880573e-24,4.972446923495727e-62,1.8695420485310976e-48,6.611965607867912e-61,3.76,0.0,0.7403542558362569,0.9994415917313604,9.005845031827381e-21,9.806746600974375e-50,1.0237958484751492e-05,6.843785403277063e-06,2.004578745745355e-06,1.3895664763774586e-06,0.0005584070731274057,1.8307388468079565e-12,1.0254567895919167e-20,2.4005139376531657e-11,3.585367055565854e-19,2.434210349776584e-13,1.4079539493529133e-32,5.48755299607078e-31,3.32861612762226e-16,1.2321696906818619e-32,4.8375013603934335e-18,6.545723284216432e-39,4.238313800990107e-31,4.879664052758792e-34,1.1948195309810475e-32,2.6141507189354033e-31,4.254004129599515e-40,4.2566057245298094e-39,8.217545638227783e-36,7.381852306885165e-17,7.060771613730019e-14,9.187710008550837e-21,1.1953416825201964e-09
9.65381288836688e-10,0.7008131351112561,2.2305205600811003e-14,1.0237183596121269e-15,1.4672380250267817e-17,2.4700837410306814e-17,0.0,0.0,1.229970407542614e-09,1.1933980508386242e-15,3.2218733579194884e-18,2.616787962862371e-28,6.403917963018003e-21,4.642353293770645e-52,8.922091518172198e-37,6.868689409633285e-37,1.0363062367594965e-37,7.501639035218968e-14,2.2549930771136446e-46,4.05989621480142e-27,1.5941037995010032e-43,2.907195033415902e-52,1.6065484417570772e-39,1.0255264066375838e-36,4.226062313220092e-25,6.844934912078009e-49,1.073156579427736e-49,1.262123676071617e-55,4.1987979346539355e-77,1.617655254658555e-64,7.067742209569556e-24,6.339621942359822e-62,2.301146338899674e-48,8.436485726043409e-61,3.76,0.0,0.7403539589464783,0.9994380438173242,9.865230553940956e-21,1.1769538195251193e-49,1.0534813719543989e-05,7.051608598627339e-06,2.0630251187360283e-06,1.420151098456579e-06,0.0005619549524992813,1.9403183165545956e-12,1.1180698387929422e-20,2.4818407295412614e-11,3.7454327008122364e-19,2.5844397638516713e-13,1.6449319496826105e-32,6.336605732986766e-31,3.5384818639037997e-16,1.4452369687023356e-32,5.119867235059415e-18,7.79094200039534e-39,4.896236073283134e-31,5.68350716474363e-34,1.397655954405504e-32,3.0209686611627276e-31,5.05606519314038e-40,5.0626441294937667e-39,9.868083570333215e-36,7.753167643297329e-17,7.501640466741127e-14,1.0022075481022598e-20,1.2299951636158979e-09
9.925844673175672e-10,0.7008131729341256,2.3198657424031057e-14,1.0647438181275222e-15,1.5616253102292012e-17,2.634581492513061e-17,0.0,0.0,1.2646227220595321e-09,1.2615934793601388e-15,3.511264981828213e-18,2.9319840950826827e-28,6.985901810944685e-21,5.60803258530546e-52,1.0106754423931283e-36,7.717389517666667e-37,1.1716115780793127e-37,7.956135635489079e-14,2.7605481074086707e-46,4.545580108887441e-27,1.916881876167586e-43,3.589983576303861e-52,1.83266206486242e-39,1.1826940409163992e-36,4.60838080884003e-25,8.326605720298264e-49,1.2771189078801596e-49,1.5465981220691976e-55,5.4705094521116636e-77,1.9934616151529886e-64,7.708856876572507e-24,8.029157377529253e-62,2.8159266424653896e-48,1.0693014515580011e-60,3.76,0.0,0.7403536620568189,0.9994347418146344,1.0780631096197082e-20,1.405570145517069e-49,1.0831668838571252e-05,7.259869435843965e-06,2.1214865252791597e-06,1.45028292974338e-06,0.0005652569205243843,2.0531763350028502e-12,1.2161395614063166e-20,2.5624355694303787e-11,3.9068612519835153e-19,2.7393429887991847e-13,1.9138935410194994e-32,7.287944509804941e-31,3.7550574995831973e-16,1.6879965044571602e-32,5.409167388273442e-18,9.228541582483091e-39,5.633813294777416e-31,6.5925937901152435e-34,1.6280752989671025e-32,3.4772172478067942e-31,5.98067108605984e-40,5.992498416829964e-39,1.179234050169077e-35,8.127026348508283e-17,7.956137197192926e-14,1.0904461030237623e-20,1.2646485122091361e-09
9.999999999999999e-10,0.7008132107569804,2.3444725964255895e-14,1.0760488545987065e-15,1.5879614375156805e-17,2.6805486925111536e-17,0.0,0.0,1.2740688494119618e-09,1.280512006607181e-15,3.59309685756416e-18,3.022678078254362e-28,7.150524714699803e-21,5.899517224552412e-52,1.0450177371442986e-36,7.962027947597825e-37,1.2107905202071374e-37,8.082392890812361e-14,2.914326830905004e-46,4.685288376839914e-27,2.014010620347938e-43,3.798830597981638e-52,1.8985264507875404e-39,1.2287312617551262e-36,4.716490732287705e-25,8.77540819925131e-49,1.3380311744476424e-49,1.633125619089844e-55,5.872352012312793e-77,2.1082087790196388e-64,7.890181769909316e-24,8.553822829719112e-62,2.972356295794402e-48,1.1394098307988838e-60,3.76,0.0,0.740353581125305,0.9994338820810275,1.1040159496854707e-20,1.474048535431722e-49,1.0912590937157184e-05,7.3167159852766685e-06,2.1374255674591335e-06,1.458419152234769e-06,0.0005661166446816832,2.084510770853656e-12,1.2438407284549142e-20,2.584274697071754e-11,3.9510925310901675e-19,2.782380931829385e-13,1.9931900868035056e-32,7.566192484209005e-31,3.815260645424607e-16,1.7597376090162557e-32,5.489218490095709e-18,9.656803254972294e-39,5.849612808948933e-31,6.860018346507502e-34,1.6960442940420633e-32,3.610738302717446e-31,6.255860655950831e-40,6.269371614063222e-39,1.2369065880325446e-35,8.229337018856593e-17,8.082394489341734e-14,1.1153480599194694e-20,1.2740949246498133e-09
