Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864)
4.803897378079772e-10,0.7263840632343213,0.0,1.2978505188174775e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2161737949623722e-18,7.711661610196844e-29,0.0,5.774470092144868e-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653200769472263,0.9994522872055865,0.0,0.0,1.0002509007848893e-05,6.518052499015369e-06,1.8963484976371346e-06,1.5880747135965113e-06,0.000547712794341364,1.980363430249931e-12,1.1418100428147055e-20,2.926470153952827e-11,2.5217809453841443e-19,1.438030206990533e-13,6.277593142185322e-33,3.226751012733321e-31,2.625680697239037e-16,5.5190073577370255e-33,5.302622767649031e-18,1.8384463675220153e-39,1.4311028037812026e-33,9.79142761460245e-37
5.012338930692451e-10,0.726384120290667,0.0,1.368184701927848e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.3866590688590892e-18,9.17065206436179e-29,0.0,7.226529458618668e-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653196429404783,0.9994407219226679,0.0,0.0,1.0436515933531801e-05,6.810276258212556e-06,1.9790263291053736e-06,1.6471777757818652e-06,0.0005592780772531837,2.158017979563935e-12,1.297882229170285e-20,3.117549424702987e-11,2.714272584039832e-19,1.572118042752249e-13,7.857167342296808e-33,3.994234274064625e-31,2.877244187857832e-16,6.93815827855411e-33,5.799536719873601e-18,2.3976802475495243e-39,1.835004401135116e-33,1.2723130888575996e-36
5.22078048330513e-10,0.7263841773469814,0.0,1.439786474630929e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.5726966578421794e-18,1.0829596410402156e-28,0.0,8.964961900669338e-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653192089339764,0.9994297702142874,0.0,0.0,1.087052262088554e-05,7.103203122064414e-06,2.0617337245998586e-06,1.7055478996094589e-06,0.0005702297856266844,2.343467296576168e-12,1.4676408778806915e-20,3.310172729442551e-11,2.9114758319040606e-19,1.7125360014496303e-13,9.748152492100549e-33,4.901614171853638e-31,3.1412615587486586e-16,8.644906441253139e-33,6.319154743399986e-18,3.094396485424332e-39,2.3297798256646503e-33,1.6365395377391107e-36
5.429222035917809e-10,0.7263842344032644,0.0,1.5126626724654656e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7750053911546234e-18,1.2706346221035083e-28,0.0,1.1032204600205045e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653187749277205,0.9994193995284376,0.0,0.0,1.1304529069928442e-05,7.396824369301357e-06,2.1444703193173447e-06,1.7631941738107954e-06,0.0005806004714687905,2.536729654244918e-12,1.6516728546814663e-20,3.5040722443191255e-11,3.113186718643362e-19,1.8593110099370476e-13,1.1996586737459614e-32,5.967282684263136e-31,3.417801719334754e-16,1.068333516386403e-32,6.861394708012523e-18,3.9551147466879677e-39,2.9311186696529097e-33,2.0853494482117713e-36
5.637663588530488e-10,0.7263842914595161,0.0,1.58681961719957e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.9943070531687095e-18,1.481956111844196e-28,0.0,1.3475109116469588e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653183409217108,0.9994095790400633,0.0,0.0,1.1738535280678631e-05,7.69113138679092e-06,2.2272357528312228e-06,1.8201255744127098e-06,0.0005904209598354246,2.7378230988884364e-12,1.8505662759926957e-20,3.6989992690307355e-11,3.3192094318963956e-19,2.0124683234908339e-13,1.4653265958465432e-32,7.2111928423076745e-31,3.706928582245963e-16,1.3102315152714647e-32,7.426161808598951e-18,5.0101961832451395e-39,3.6566660299058526e-33,2.6342024197619372e-36
5.846105141143167e-10,0.7263843485157366,0.0,1.6622631559984225e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.2313262009829684e-18,1.718871199043261e-28,0.0,1.6345226494391957e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653179069159473,0.999400279559406,0.0,0.0,1.2172541253153994e-05,7.986115668196674e-06,2.31002966904657e-06,1.87635096613579e-06,0.0005997204404846993,2.946765452996387e-12,2.0649104916307786e-20,3.894722985086851e-11,3.5293560924643617e-19,2.1720316488694818e-13,1.777404647934239e-32,8.654924438579142e-31,4.008701442368392e-16,1.595583191796067e-32,8.01334975273742e-18,6.294233171940662e-39,4.526179918343659e-33,3.3006821751048184e-36
6.054546693755846e-10,0.7263844055719257,0.0,1.7389986978214871e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.4867899957969337e-18,1.983408400796471e-28,0.0,1.9699100715280365e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653174729104298,0.9993914734453552,0.0,0.0,1.26065469873722e-05,8.281768812655619e-06,2.392851716155214e-06,1.9318791037735297e-06,0.0006085265545270649,3.163574318002584e-12,2.2952960677587502e-20,4.091029295360673e-11,3.743446526455338e-19,2.338023258715097e-13,2.1420156349461296e-32,1.0321749860779206e-30,4.3231753291065667e-16,1.930332362127375e-32,8.622841860648728e-18,7.846463204668437e-39,5.561694822388342e-33,4.104699647590577e-36
6.262988246368524e-10,0.7263844626280834,0.0,1.8170312473504924e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.7614280464708372e-18,2.277677946400502e-28,0.0,2.3598570765501787e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653170389051586,0.9993831345232632,0.0,0.0,1.3040552483350707e-05,8.57808252347047e-06,2.4757015465907616e-06,1.9867186335558837e-06,0.0006168654766104976,3.388267077026434e-12,2.5423147700296116e-20,4.2877197356613345e-11,3.961308035331924e-19,2.5104640982386107e-13,2.5658515574297486e-32,1.2236700142176559e-30,4.650401334770374e-16,2.3210029756865096e-32,9.25451208709667e-18,9.711208001685795e-39,6.787691601276488e-33,5.0687077191552255e-36
6.471429798981203e-10,0.7263845196842099,0.0,1.896365436539217e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.055972264807442e-18,2.6038720443819065e-28,0.0,2.81110811249404e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653166049001334,0.9993752380071531,0.0,0.0,1.3474557741106761e-05,8.87504860681877e-06,2.5585788169836833e-06,2.0408780944952514e-06,0.0006247619927116661,3.6208608975790525e-12,2.806559546947287e-20,4.484610456222368e-11,4.18277516512098e-19,2.6893738844718993e-13,3.0562065049698625e-32,1.4426631156198767e-30,4.990426919966693e-16,2.774735041018786e-32,9.908225968226503e-18,1.1938338272737573e-38,8.23127360771966e-33,6.217927707986081e-36
6.679871351593882e-10,0.7263845767403052,0.0,1.9770055539679457e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.3711567315735606e-18,2.964265133961944e-28,0.0,3.331000079692496e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653161708953544,0.9993677604260051,0.0,0.0,1.390856276065738e-05,9.172658970477253e-06,2.6414831881164505e-06,2.094365919716507e-06,0.000632239573850173,3.861372734237377e-12,3.088624513424973e-20,4.681531267513487e-11,4.407689475484883e-19,2.8747711986585913e-13,3.6210104389426396e-32,1.6920289989587753e-30,5.343296197763231e-16,3.299321630250831e-32,1.0583841499194747e-17,1.4583765037957558e-38,9.922349139198921e-33,7.580587942052774e-36
6.888312904206561e-10,0.726384633796369,0.0,2.058955572106599e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.707717572747195e-18,3.361214121944948e-28,0.0,3.927495075521728e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653157368908216,0.9993606795540052,0.0,0.0,1.4342567542019399e-05,9.4709056225626e-06,2.724414324878779e-06,2.147190437769925e-06,0.0006393204458405588,4.109819331283905e-12,3.389104934555261e-20,4.878324747789428e-11,4.635899309648474e-19,3.0666735721075956e-13,4.268863849565078e-32,1.9748381446933193e-30,5.709050197630033e-16,3.9032469466665763e-32,1.1281209945950774e-17,1.770995804055691e-38,1.1893820153792763e-32,9.188174560608228e-36
7.09675445681924e-10,0.7263846908524016,0.0,2.1422191726427504e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.066392845123913e-18,3.7971586062393254e-28,0.0,4.609213987823206e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653153028865348,0.999353974344479,0.0,0.0,1.477657208520942e-05,9.76978067028748e-06,2.8073718962230006e-06,2.1993598739281055e-06,0.0006460256553566033,4.366217225314281e-12,3.7085972095785e-20,5.0748454074965865e-11,4.867259565801027e-19,3.265097565997644e-13,5.009073298495384e-32,2.2943634705919923e-30,6.087727110668282e-16,4.595725467727561e-32,1.2000176596207157e-17,2.1386492073711613e-38,1.4181777312871712e-32,1.1075694824675247e-35
7.305196009431919e-10,0.7263847479084028,0.0,2.226799769994868e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.447922430680681e-18,4.274621087021925e-28,0.0,5.385470930873574e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.765314868882494,0.9993476248673524,0.0,0.0,1.521057639024386e-05,1.0069276318732316e-05,2.8903555751195902e-06,2.2508823514665076e-06,0.0006523751324729872,4.6305827478119754e-12,4.047698856053878e-20,5.270958907324436e-11,5.101631470750674e-19,3.470058845508306e-13,5.851687839580274e-32,2.654087009927705e-30,6.479362517289707e-16,5.386742155870518e-32,1.2740581453456692e-17,2.569062182613848e-38,1.6825701318738228e-32,1.3281953104475144e-35
7.513637562044598e-10,0.7263848049643727,0.0,2.312700533139929e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.853047938986109e-18,4.796207166541765e-28,0.0,6.26630852788496e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653144348786994,0.9993416122499057,0.0,0.0,1.5644580457138923e-05,1.0369384869631977e-05,2.9733650385128643e-06,2.3017658929283562e-06,0.0006583877499089321,4.90293202769156e-12,4.407008494224117e-20,5.466541325939137e-11,5.338882356309591e-19,3.681572248681001e-13,6.807536324592546e-32,3.0577066032302866e-30,6.883989598594643e-16,6.287093744693977e-32,1.3502259878198777e-17,3.0707886020916837e-38,1.9868670587469982e-32,1.5849839790922583e-35
7.722079114657277e-10,0.7263848620203113,0.0,2.3999244058613436e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.282512617139954e-18,5.364605738391881e-28,0.0,7.262534036086978e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.765314000875151,0.9993359186206798,0.0,0.0,1.6078584285910623e-05,1.0670098720177647e-05,3.0563999672768803e-06,2.3520184213737485e-06,0.000664081379123821,5.183280993810244e-12,4.7871258315757367e-20,5.661478474605251e-11,5.5788854389683815e-19,3.8996518503407307e-13,7.888265589620487e-32,3.509142601826644e-30,7.301639332473231e-16,7.308431096205999e-32,1.428504317975228e-17,3.6532741493121335e-38,2.3357575241332215e-32,1.882663330967163e-35
7.930520667269956e-10,0.7263849190762188,0.0,2.4884741255214876e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.7370612666773424e-18,5.982589167053907e-28,0.0,8.385756316012799e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653135668718487,0.9993305270563494,0.0,0.0,1.6512587876574773e-05,1.0971410361833361e-05,3.1394600461715554e-06,2.401647761613384e-06,0.0006694729434429779,5.4716453774485085e-12,5.188651647589734e-20,5.855665255569679e-11,5.821519603222107e-19,4.1243110214042093e-13,9.106379525571484e-32,4.0125445831743545e-30,7.732340675437439e-16,8.463302633186825e-32,1.5088759162011346e-17,4.326922794927711e-38,2.734333744488604e-32,2.226431545949307e-35
8.138962219882635e-10,0.7263849761320947,0.0,2.5783522404548605e-15,0.0,0.0,0.0,0.0,0.0,0.0,6.2174401669668405e-18,6.653013458450755e-28,0.0,9.648423642525655e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653131328687925,0.9993254215314237,0.0,0.0,1.694659122914699e-05,1.1273312379167345e-05,3.2225449637990183e-06,2.45066164142689e-06,0.0006745784683572026,5.768040714759798e-12,5.612187778682925e-20,6.049005061623012e-11,6.066669188959453e-19,4.3555624838742833e-13,1.047527903014801e-31,4.572298076692445e-30,8.176120731112726e-16,9.765198844100761e-32,1.5913232626202584e-17,5.103166407632196e-38,3.1881138076947223e-32,2.6219900254944953e-35
8.347403772495314e-10,0.7263850331879396,0.0,2.669561126074473e-15,0.0,0.0,0.0,0.0,0.0,0.0,6.724397004605174e-18,7.378818422220518e-28,0.0,1.106386235852008e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653126988659825,0.9993205868706131,0.0,0.0,1.7380594343642704e-05,1.1575797448697747e-05,3.3056544125602113e-06,2.4990676927660926e-06,0.0006794131291556926,6.072482349189955e-12,6.058337103335783e-20,6.241409214076482e-11,6.314223783190918e-19,4.593418361809732e-13,1.2009302843255197e-31,5.193031299877152e-30,8.633004906283868e-16,1.122859786291025e-31,1.6758285833619382e-17,5.994537572509232e-38,3.7030649753641417e-32,3.075577647690939e-35
8.555845325107993e-10,0.726385090243753,0.0,2.7621029997787307e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.258680808377705e-18,8.163027826362814e-28,0.0,1.2646316370023861e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653122648634186,0.9993160087037266,0.0,0.0,1.7814597220077156e-05,1.1878858337752733e-05,3.38878808861177e-06,2.5468734529433075e-06,0.0006839912960297416,6.3849854338665615e-12,6.527703527405638e-20,6.432796436760191e-11,6.564078016404729e-19,4.837890228543046e-13,1.3723769264402652e-31,5.8796219037866945e-30,9.103017055339128e-16,1.2869012122447688e-31,1.7623738931111033e-17,7.01474568501728e-38,4.285627619981062e-32,3.594006410884294e-35
8.764286877720672e-10,0.7263851472995352,0.0,2.855979934739346e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.821041889360246e-18,9.008749544861427e-28,0.0,1.4410987483253802e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653118308611009,0.9993116734229572,0.0,0.0,1.82485998584654e-05,1.2182487903344631e-05,3.4719456918231763e-06,2.5940863658049484e-06,0.0006883265767865432,6.705564933958765e-12,7.020891969621808e-20,6.623092363677868e-11,6.816131363739707e-19,5.088989150397646e-13,1.5635018753133092e-31,6.637203727517489e-30,9.586179613890813e-16,1.4703036082670518e-31,1.8509410341906324e-17,8.178756392122969e-38,4.942739797884988e-32,4.184698484850002e-35
8.972728430333351e-10,0.726385204355286,0.0,2.951193872646266e-15,0.0,0.0,0.0,0.0,0.0,0.0,8.412231785789689e-18,9.919175698833227e-28,0.0,1.6374076582886306e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.765311396859029,0.9993075681424348,0.0,0.0,1.8682602258822293e-05,1.2486679091058076e-05,3.5551269257342046e-06,2.6407137828905486e-06,0.0006924318572961217,7.034235629007802e-12,7.538508347261188e-20,6.812229078230584e-11,7.070287951162271e-19,5.346725727141806e-13,1.7760457411483249e-31,7.471173560874777e-30,1.0082513722307195e-15,1.674839503291803e-31,1.9415117124184663e-17,9.502874449552243e-38,5.681862458031192e-32,4.855724686810463e-35
9.38961153555871e-10,0.7263853184666935,0.0,3.1456399339071673e-15,0.0,0.0,0.0,0.0,0.0,0.0,9.684110023307142e-18,1.194733182564241e-27,0.0,2.0965562698016905e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653105288556241,0.9992999994255088,0.0,0.0,1.955060634550062e-05,1.3096718551507848e-05,3.7215591179133454e-06,2.7322410811764e-06,0.0007000005741950799,7.715908807713376e-12,8.649453486382038e-20,7.186782958426941e-11,7.584549488654849e-19,5.882152125491883e-13,2.2729124096990045e-31,9.391219816730617e-30,1.1114775326045903e-15,2.154997618344233e-31,2.1285900079196306e-17,1.270387757519821e-37,7.43875475570218e-32,6.474550545619302e-35
9.764806330261532e-10,0.7263854211668537,0.0,3.32523112208803e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0934957836848644e-17,1.402771443990173e-27,0.0,2.5960977287073596e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653097476534013,0.9992938583813324,0.0,0.0,2.033180920958937e-05,1.3647605818612813e-05,3.871426007438907e-06,2.8126851549543168e-06,0.0007061416183460453,8.357231103787599e-12,9.73894616122942e-20,7.519353004727076e-11,8.053704810471216e-19,6.386834707395887e-13,2.81314760823068e-31,1.1440272347831516e-29,1.2089046869537063e-15,2.679692587755099e-31,2.3036273484429508e-17,1.6326468447864908e-37,9.386916048972762e-32,8.301928254045764e-35
9.999999999999999e-10,0.7263855238669125,0.0,3.440030453965485e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.1772394514282018e-17,1.546464385485121e-27,0.0,2.956591367580484e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653092579513382,0.999290305001939,0.0,0.0,2.082151168815539e-05,1.3993809979126081e-05,3.965408065340602e-06,2.8621985060505376e-06,0.000709694997723232,8.77272406403208e-12,1.0466861302245261e-19,7.725516317384993e-11,8.350638392776875e-19,6.714236626405733e-13,3.202819737327139e-31,1.289764102094336e-29,1.272167416551749e-15,3.0595582708440996e-31,2.4165210592971063e-17,1.901776756872269e-37,1.0812382585818915e-31,9.656893499599844e-35
1.0140001124964355e-09,0.7263855238669125,0.0,3.5091795382601093e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.2290950074274642e-17,1.637124759566026e-27,0.0,3.1901419735460302e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653089664519759,0.9992882912942772,0.0,0.0,2.1113011302679593e-05,1.4200206964719362e-05,4.021365013203094e-06,2.8913424541328137e-06,0.0007117087053750593,9.024990479028563e-12,1.0917052734562282e-19,7.847362985915696e-11,8.528376777625554e-19,6.913170475902099e-13,3.4551992753636503e-31,1.3833487815738753e-29,1.3106274966997596e-15,3.306133972792039e-31,2.484868584861968e-17,2.0792103610490605e-37,1.1743524678310273e-31,1.0549132695264334e-34
1.0515195919667178e-09,0.7263856265668697,0.0,3.697493107558862e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.3756508267785795e-17,1.8999610630248327e-27,0.0,3.892323401479738e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.765308185251348,0.9992832445175224,0.0,0.0,2.189421262485162e-05,1.4754483909514395e-05,4.171374533470287e-06,2.968252662815928e-06,0.0007167554821022723,9.719266712495377e-12,1.218734119782559e-19,8.170599199597577e-11,9.008150786032859e-19,7.461208695458116e-13,4.213677215387303e-31,1.661274202270947e-29,1.4166549218271884e-15,4.0494305867206235e-31,2.672205817729921e-17,2.625652451413161e-37,1.4574555365199236e-31,1.3292294382986154e-34
1.089039071437e-09,0.7263857292667258,0.0,3.890179100594057e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.5336063733243605e-17,2.1935376791863094e-27,0.0,4.717683023012442e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653074040515176,0.9992786694206283,0.0,0.0,2.267541317618402e-05,1.53103994184366e-05,4.321453001752799e-06,3.0434545837109925e-06,0.0007213305789679859,1.0440137810755116e-11,1.3553388942235503e-19,8.488887833034361e-11,9.49264742409658e-19,8.030996049098813e-13,5.104687481706564e-31,1.982321286960358e-29,1.5269952665734624e-15,4.9263050604145915e-31,2.8655316813858194e-17,3.289740854467379e-37,1.7953704709406916e-31,1.6617937524733708e-34
1.1265585509072823e-09,0.7263858319664804,0.0,4.087244248730799e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.703405708000764e-17,2.520201517181121e-27,0.0,5.682760540196227e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653066228524845,0.9992745219194812,0.0,0.0,2.3456612956753632e-05,1.586791708388647e-05,4.471598886064264e-06,3.116986157713363e-06,0.0007254780800852092,1.1187680047265018e-11,1.50187825167869e-19,8.802090144050464e-11,9.981519705316078e-19,8.622577009758783e-13,6.145929454250523e-31,2.3513509043151844e-29,1.6416562913875983e-15,5.955204233279616e-31,3.064739637655188e-17,4.091657355199474e-37,2.196297540121957e-31,2.062396245905775e-34
1.1640780303775646e-09,0.7263859346661337,0.0,4.288694842400311e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.885493779143441e-17,2.8823892543538825e-27,0.0,6.805689341041105e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.765305841654249,0.999270762050667,0.0,0.0,2.4237811966635626e-05,1.6427001306859366e-05,4.6218106881857486e-06,3.1888844830498706e-06,0.0007292379488685532,1.1961968000867677e-11,1.6587117391725193e-19,9.110098192436811e-11,1.0474450479149982e-18,9.235994158380679e-13,7.356795944426514e-31,2.773579879025159e-29,1.7606453084651855e-15,7.156413236488681e-31,3.2697242185169166e-17,5.054232541450725e-37,2.669328240402303e-31,2.5420682840246155e-34
1.2015975098478469e-09,0.7263860373656857,0.0,4.494536814893312e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.0803163865364606e-17,3.282627512257376e-27,0.0,8.106294347735127e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653050604568109,0.9992673535854036,0.0,0.0,2.5019010205903504e-05,1.6987617278983057e-05,4.772086942944422e-06,3.259185834000443e-06,0.0007326464141001464,1.2763074593438187e-11,1.826199772724189e-19,9.412831053016161e-11,1.0971150010730822e-18,9.871288456485952e-13,8.758476253053511e-31,3.2545938743428577e-29,1.883969263232995e-15,8.552173178602275e-31,3.4803812253159917e-17,6.2031949612698525e-37,3.2245080591843233e-31,3.1131917110854334e-34
1.2391169893181292e-09,0.7263861400651365,0.0,4.704775812890104e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.2883201508437897e-17,3.723533025521608e-27,0.0,9.606192785805088e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653042792601701,0.9992642636806832,0.0,0.0,2.5800207674629172e-05,1.7549730964960538e-05,4.922426217505142e-06,3.327925679197039e-06,0.0007357363187875838,1.3591071126681578e-11,2.0047036147404455e-19,9.710231474264019e-11,1.1471353727335232e-18,1.0528499477121263e-12,1.0374062240680809e-30,3.800360277502507e-29,2.0116348029955536e-15,1.016680250649019e-30,3.6966078885019396e-17,7.567435372079111e-37,3.8729014289907997e-31,3.7896136113415936e-34
1.2766364687884114e-09,0.726386242764486,0.0,4.919417255740161e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.5099524874205448e-17,4.207812804904019e-27,0.0,1.1328897839393998e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7653034980643268,0.9992614625631335,0.0,0.0,2.6581404372882952e-05,1.8113309085402818e-05,5.072827110674963e-06,3.3951386995159475e-06,0.0007385374363030298,1.4446027318112748e-11,2.194585351912166e-19,1.0002262918545816e-10,1.1974820121771898e-18,1.1207665600470382e-12,1.2228657362574226e-30,4.4172410847351557e-29,2.1436483346893836e-15,1.2026821984094838e-30,3.9183029942332153e-17,9.179286345926711e-37,4.626658839474553e-31,4.5867666903179334e-34
