Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130)
1.989971555212245e-17,0.5018043279445346,0.0,7.1269735783934255e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.929590468281897,0.9999999999987501,0.0,0.0,2.209328934344372e-17,1.3925029138778145e-17,6.6077824553780764e-18,1.5604777492874943e-18,1.249847723108514e-12,1.2003999407250835e-36,7.344067069494715e-57,6.161567660623014e-33
3.980375055628573e-17,0.5018043279445346,0.0,1.4255494144745104e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.929590468281897,0.9999999999975,0.0,0.0,4.4191374278236135e-17,2.7853080863913026e-17,1.3216999202598004e-17,3.121294211725088e-18,2.4999666476053586e-12,4.802381417231515e-36,5.876369477095532e-56,2.4650281602040908e-32
7.96118205646123e-17,0.5018043279445346,0.0,2.8512535277412814e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.929590468281897,0.9999999999949998,0.0,0.0,8.838754414782097e-17,5.570918433125e-17,2.6435432697076942e-17,6.242927119493938e-18,5.000204221166283e-12,1.9211089093915663e-35,4.701541959085065e-55,9.860914162338627e-32
1.5922796058126545e-16,0.5018043279445346,0.0,5.702661754260564e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818968,0.9999999999899993,0.0,0.0,1.7677988388699063e-16,1.1142139133419277e-16,5.2872299686191177e-17,1.2486192866606294e-17,1.000067826655732e-11,7.684748337691248e-35,3.76141212956875e-54,3.9445253929267325e-31
3.1846024061457176e-16,0.5018043279445348,0.0,1.1405478207242097e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818966,0.9999999999799983,0.0,0.0,3.535645633653299e-16,2.2284580561315365e-16,1.0574603366504507e-16,2.497272408712962e-17,2.0001621950418085e-11,3.073961879409672e-34,3.0092011333635447e-53,1.577841637718369e-30
6.369248006811844e-16,0.5018043279445346,0.0,2.281111111297703e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818963,0.9999999999599966,0.0,0.0,7.071339223220082e-16,4.456946352633768e-16,2.1149350162525452e-16,4.9945785433370825e-17,4.00034916904699e-11,1.2295972632976973e-33,2.407389483565219e-52,6.311425787568493e-30
1.2738539208144094e-15,0.5018043279445348,0.0,4.562237692353437e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818956,0.9999999999199929,0.0,0.0,1.4142726402353647e-15,8.913922989330278e-16,4.2298843755568015e-16,9.989190374663178e-17,8.0007160660019e-11,4.918414096816649e-33,1.9259230250534213e-51,2.524579182453522e-29
2.5477121610808595e-15,0.5018043279445349,0.0,9.12449085409989e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818942,0.9999999998399859,0.0,0.0,2.8285500760620748e-15,1.7827876437491454e-15,8.459783094565582e-16,1.9978412285627094e-16,1.6001421655789323e-10,1.9673706638204553e-32,1.5407430071388096e-50,1.0098310625082063e-28
3.82157040134731e-15,0.501804327944535,0.0,1.3686744015481336e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818927,0.9999999997599792,0.0,0.0,4.242827511888783e-15,2.674183006042076e-15,1.2689681813974629e-15,2.9967632444903045e-16,2.400209904155378e-10,4.180665819707048e-32,4.405565418979947e-50,2.1458879443385774e-28
5.0954286416137604e-15,0.5018043279445351,0.0,1.8248997176497768e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818913,0.9999999996799727,0.0,0.0,5.65710494771549e-15,3.565578385811816e-15,1.6919580533783944e-15,3.9956850852491326e-16,3.200274822339468e-10,7.131726891654241e-32,9.29261736562228e-50,3.6606264777915977e-28
7.64314512214666e-15,0.5018043279445354,0.0,2.7373503497673983e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818885,0.9999999995199604,0.0,0.0,8.485659819368898e-15,5.348369186368291e-15,2.5379377974341983e-15,5.993528355656515e-16,4.800398039450312e-10,1.4765340515599932e-31,2.538103122125188e-49,7.5788397258225995e-28
1.0190861602679562e-14,0.5018043279445357,0.0,3.649800981750794e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818857,0.999999999359949,0.0,0.0,1.1314214691022297e-14,7.131160051193202e-15,3.3839175416371944e-15,7.991370981906127e-16,6.400510885055149e-10,2.5111982661138513e-31,5.310562098975141e-49,1.288958313833318e-27
1.2738578083212462e-14,0.5018043279445359,0.0,4.562251613590377e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.929590468281883,0.9999999991999388,0.0,0.0,1.4142769562675692e-14,8.913950984877134e-15,4.229897285997897e-15,9.989212917986899e-16,8.000612618398574e-10,3.8365441175481307e-31,9.667677140486527e-49,1.9692309213104946e-27
1.7834011044278263e-14,0.5018043279445364,0.0,6.387152876829074e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818773,0.9999999988799219,0.0,0.0,1.9799879305982448e-14,1.247953306314724e-14,5.921856775202328e-15,1.398489467629093e-15,1.1200782050743887e-09,7.377539726995136e-31,2.5525525632224203e-48,3.786733254220618e-27
2.2929444005344065e-14,0.501804327944537,0.0,8.212054139483687e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818716,0.9999999985599095,0.0,0.0,2.545698904928917e-14,1.6045115421090014e-14,7.613816265047288e-15,1.7980573631456605e-15,1.440090635130901e-09,1.2099147677925197e-30,5.29208142533916e-48,6.2101877784556955e-27
3.3120309927475665e-14,0.5018043279445379,0.0,1.1861856663040936e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818603,0.9999999979198981,0.0,0.0,3.6771208535902515e-14,2.3176280975874645e-14,1.0997735246658519e-14,2.5971923133564737e-15,2.080101957940751e-09,2.508370336801306e-30,1.5901177809751314e-47,1.2874629080850869e-26
5.3502041771738866e-14,0.5018043279445399,0.0,1.9161461703147877e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682818377,0.9999999966399296,0.0,0.0,5.939964750912878e-14,3.743861544100755e-14,1.7765573217566157e-14,4.195458850521592e-15,3.360070456879539e-09,6.521806633543702e-30,6.836430208661957e-47,3.347314148882516e-26
9.426550546026528e-14,0.5018043279445438,0.0,3.376067175533396e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682817924,0.9999999940802091,0.0,0.0,1.0465652545557967e-13,6.596329779336478e-14,3.130124919012178e-14,7.391978471989344e-15,5.9197908868659424e-09,2.021473561779628e-29,3.849677444328648e-46,1.0374486960122284e-25
1.7579243283731809e-13,0.5018043279445519,0.0,6.2959091747612556e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682817019,0.9999999889616344,0.0,0.0,1.951702813484749e-13,1.2301271618597785e-13,5.837260125819339e-14,1.3784963903943e-14,1.1038365611983766e-08,7.026481851572219e-29,2.5563290200299123e-45,3.605585202401125e-25
2.573193602143709e-13,0.5018043279445598,0.0,9.215751159045612e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682816114,0.9999999838442144,0.0,0.0,2.8568403724136137e-13,1.800622061618838e-13,8.544395349021081e-14,2.0177877588494018e-14,1.6155785668485503e-08,1.5053388316700823e-28,7.681357857271327e-45,7.7236182121305925e-25
4.203732149684766e-13,0.5018043279445757,0.0,1.5055435082801152e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682814303,0.999999973612837,0.0,0.0,4.667115490271078e-13,2.9416140085939126e-13,1.3958665844607393e-13,3.296348971958117e-14,2.638716311517397e-08,4.017291277631499e-28,3.360463751434428e-44,2.0606565165027587e-24
5.671216842471717e-13,0.5018043279445903,0.0,2.031115056310773e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682812675,0.9999999644085437,0.0,0.0,6.296363096342496e-13,3.9685092089399464e-13,1.8831509346702774e-13,4.447029526947617e-14,3.559145642970731e-08,7.311541111861506e-28,8.015908422913414e-44,3.74964556278549e-24
7.138701535258668e-13,0.5018043279446046,0.0,2.5566865995050203e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682811046,0.9999999552079873,0.0,0.0,7.925610702413628e-13,4.99540672845808e-13,2.3704352901913785e-13,5.597686837047488e-14,4.4792012700935664e-08,1.1584891570100994e-27,1.5706314189910552e-43,5.939945025858507e-24
8.606186228045619e-13,0.5018043279446189,0.0,3.0822581378647254e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682809417,0.9999999460111666,0.0,0.0,9.554858308484477e-13,6.022306567103687e-13,2.8577196510239444e-13,6.748320902705002e-14,5.3988833373677417e-08,1.683734473007684e-27,2.7167670308606343e-43,8.631252063184373e-24
1e-12,0.5018043279446334,0.0,3.5814448383100555e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682807871,0.999999937279504,0.0,0.0,1.1102314143919586e-12,6.997655949477689e-13,3.320541282855607e-13,7.841169114697384e-14,6.27204960521639e-08,2.2732722206958704e-27,4.225568721714509e-43,1.1651068938302003e-23
1.007367092083257e-12,0.5018043279446334,0.0,3.607829671391838e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682807788,0.9999999368180801,0.0,0.0,1.118410591455504e-12,7.049208724830268e-13,3.345004017167872e-13,7.898931724386252e-14,6.318191995325002e-08,2.306890276065854e-27,4.316708420903051e-43,1.1823251212053459e-23
1.3008640306406473e-12,0.5018043279446621,0.0,4.65897272395527e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.929590468280453,0.9999999184431039,0.0,0.0,1.4442601126695314e-12,9.103019997359499e-13,4.3195727653894383e-13,1.0200083637492215e-13,8.155689623132695e-08,3.846934122382059e-27,9.153271686600296e-43,1.970819484750567e-23
1.5943609691980375e-12,0.5018043279446908,0.0,5.710115757210874e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682801271,0.9999999000830464,0.0,0.0,1.770109633883445e-12,1.1156840545674164e-12,5.294141534855251e-13,1.250114258009005e-13,9.991695355617198e-08,5.7786224310266826e-27,1.669343150618747e-42,2.959225782853793e-23
1.8878579077554277e-12,0.5018043279447195,0.0,6.76125877117506e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682798013,0.9999998817378953,0.0,0.0,2.095959155097245e-12,1.3210670369381958e-12,6.268710325564435e-13,1.4802108556111733e-13,1.1826210460897767e-07,8.101957033912848e-27,2.7584456706343954e-42,4.147278477942721e-23
2.474851784870208e-12,0.5018043279447769,0.0,8.863544741292227e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682791496,0.9999998450922633,0.0,0.0,2.747658197524503e-12,1.7318357841467498e-12,8.217847970709569e-13,1.9403761623555667e-13,1.5490773661284522e-07,1.392357217237876e-26,6.190988442498651e-42,7.121303910249632e-23
3.0618456619849886e-12,0.5018043279448345,0.0,1.096583063443275e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682784979,0.9999998085061105,0.0,0.0,3.3993572399513067e-12,2.1426082410598732e-12,1.0166985700818122e-12,2.400504287006712e-13,1.9149388958176838e-07,2.1311793629651523e-26,1.1710873293430727e-41,1.0890859827472572e-22
4.2358334162145495e-12,0.5018043279449494,0.0,1.5170402190281854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682771945,0.9999997355118567,0.0,0.0,4.702755324803547e-12,2.9641642828038774e-12,1.4065261415898862e-12,3.3206490020161674e-13,2.6448814321663084e-07,4.0788111354406595e-26,3.098647572047411e-41,2.0808525868410409e-22
5.4098211704441105e-12,0.5018043279450645,0.0,1.9374973439719663e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682758911,0.9999996627543638,0.0,0.0,6.006153409653965e-12,3.785735159772288e-12,1.7963537470753295e-12,4.240645024673734e-13,3.372456361100529e-07,6.653102219627172e-26,6.454308617975364e-41,3.388419201714248e-22
7.757796678903232e-12,0.5018043279452944,0.0,2.7784115023327097e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682732843,0.9999995179465959,0.0,0.0,8.612949579349339e-12,5.428921409798072e-12,2.5760090599569858e-12,6.080191088995521e-13,4.82053403929899e-07,1.3681707083762225e-25,1.9032311731109513e-40,6.944574171589558e-22
9.870974636516442e-12,0.5018043279455012,0.0,3.5352341410580977e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9295904682709382,0.9999993884216509,0.0,0.0,1.0959066132068948e-11,6.907839747247115e-12,3.277698957699553e-12,7.735274260009175e-13,6.115783489920125e-07,2.215073858725547e-25,3.920626064146337e-40,1.1209184558047514e-21
