Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907)
8.708760426098083e-10,0.7827484856175838,7.856154890566723e-11,8.147819556581449e-14,5.960194686484944e-13,1.1770019228325764e-12,0.0,0.0,6.892903156519743e-09,3.884913039499057e-14,2.9510031025913163e-16,1.8446571172452378e-15,9.333149003925126e-18,1.6613198662552698e-27,7.738230402558745e-19,2.1634419100124193e-13,3.2850961215565965e-14,8.029018227071869e-13,6.767542232260912e-26,2.6246009535540497e-23,7.891411384614283e-29,4.727968709928645e-28,5.860305816212906e-12,1.5257292161659514e-29,2.0614678018582174e-20,8.450692964584855e-30,1.7164044225836637e-34,9.629516390539903e-28,4.25253477446233e-31,1.5657478325389894e-31,9.603180079708851e-22,2.8265699528396327e-35,1.4596682727952607e-36,1.1788789626500427e-35,3.76,0.0,0.7906491786864457,0.9988907906951479,1.0490040927604909e-15,8.994015678137854e-18,6.738749342655665e-05,4.513531689984126e-05,1.211738511681533e-05,1.0133855441477988e-05,0.0011092024083036347,1.3244829033317002e-10,5.935925363394651e-18,6.339501455259335e-10,3.0748958996733816e-18,3.611895734987794e-12,5.972909660963078e-29,3.502343234666437e-27,1.1569035638440517e-14,7.018903742395904e-29,3.320774170781834e-16,1.913091942219835e-35,3.0764401358447054e-27,2.7893216026717007e-30,6.179572415481692e-29,1.8774294843308832e-27,1.2382657833908933e-36,1.1082892134119742e-35,1.1103561847418306e-24,1.5005477197625603e-15,8.366593552693285e-13,2.0140040740637793e-17,5.245545446474157e-09,1.5225855057669233e-09,9.1736815293642e-11,2.3327278779559592e-14,5.753361850665104e-11,1.4928408230608386e-11,1.0057405668785466e-10,9.633602280750088e-13,9.977665782586858e-12,1.141511350590314e-14,1.1937570378664331e-11,4.444971669822022e-17,3.7737166083234886e-08,3.5958705966930525e-16,2.0784657018491648e-12,1.0663236318170827e-22,3.757004948356116e-19,2.5737722863800545e-23,6.05340532015493e-14,4.575964217100186e-13,6.233564158507101e-17,9.309350630146077e-11,1.1582667379656862e-23,3.5380301206454432e-15,2.462032325011425e-15,3.7724124126797954e-08,5.1089469065056675e-20,9.464429466691493e-14,5.175185808187164e-12,3.936838464208226e-15,2.7507141959015186e-24,4.640756116112835e-13,6.625764777859409e-17,8.376388524994645e-20,2.682559566246095e-22,1.0239060253072338e-18,2.0518411035946556e-18,9.278501783005906e-13,5.0057723254375324e-20,1.6418145405811827e-19,3.864944705369323e-24,1.2750062284434254e-26,1.818342963792348e-21,2.526630259225014e-20,3.1599487982578215e-22,6.443275000800729e-26,2.307413028830062e-27,1.0297845581075973e-33,1.308522995619844e-26,2.04603949232145e-23,8.626300797816561e-23,3.879092725950083e-39
9.086467073894771e-10,0.7827488979732588,8.537728530160845e-11,8.978405995797063e-14,6.517154008081819e-13,1.2472353809872623e-12,0.0,0.0,7.191738644395121e-09,4.229100361185563e-14,3.361289272527783e-16,2.155799951077022e-15,1.0995626098259755e-17,1.8752318143628602e-27,8.360326134470656e-19,2.3594718978722736e-13,3.611921068740782e-14,8.795073788764168e-13,8.413816927470556e-26,3.0683868153466165e-23,9.79256538739469e-29,5.865550471450116e-28,6.136809643661122e-12,1.9096246125584128e-29,2.3577518479701183e-20,1.0954485007022272e-29,2.1267171179502175e-34,1.1620486116193688e-27,5.349521540430807e-31,1.9690135078834262e-31,1.105445709673742e-21,3.805473211583445e-35,1.961423136671174e-36,1.59241849349503e-35,3.76,0.0,0.7906462542244671,0.9988783932877807,1.1955752941325666e-15,1.0296180741091191e-17,7.031002512133993e-05,4.721294678017709e-05,1.2650750092004448e-05,1.0445332463458853e-05,0.0011215995164981151,1.4445950206803276e-10,6.751564455576591e-18,6.665253817079943e-10,3.2872782541081954e-18,3.948449680180568e-12,7.539631160026136e-29,4.340583986388658e-27,1.2680613252318675e-14,8.890815247695715e-29,3.6041562563177577e-16,2.484104895699895e-35,3.818471722435642e-27,3.501763631028038e-30,7.7987430046283e-29,2.3268038067344914e-27,1.606270863969857e-36,1.4386727082645706e-35,1.3207840019580306e-24,1.6200704636285748e-15,9.17746395953644e-13,2.268256081206525e-17,5.4715697607695924e-09,1.584581170216878e-09,9.9739976855645e-11,2.6470469206486056e-14,6.25739957443861e-11,1.615367687022622e-11,1.051718869396265e-10,1.0403139686434358e-12,1.0773257498549898e-11,1.2884600611889268e-14,1.298114103994601e-11,4.832353932150686e-17,3.937425443414295e-08,4.064515750173134e-16,2.2626534187445712e-12,1.2500031724693634e-22,4.423649823245668e-19,3.015766948155325e-23,6.547354238658631e-14,4.982558456802948e-13,7.078617878455196e-17,9.691061113249569e-11,1.3432388872201677e-23,3.9678713702246645e-15,2.7630995822020973e-15,3.936006377670364e-08,5.961902154887675e-20,1.0233568102482096e-13,5.399667785304914e-12,4.3257979062308926e-15,3.2020782020835816e-24,5.033401155057724e-13,7.186753365516694e-17,9.522074312202117e-20,3.1449596810787904e-22,1.191262464330799e-18,2.2947942432049274e-18,9.664149943058266e-13,5.700256595544378e-20,1.865896252249947e-19,4.44014947836077e-24,1.4934790920834395e-26,2.0956600949109405e-21,2.860654043581381e-20,3.6344544093350434e-22,7.6517772533978e-26,2.73395923490126e-27,1.3225498781872838e-33,1.609945728843384e-26,2.4281940041359027e-23,1.0226708241524492e-22,5.15875523380382e-39
9.46417372169146e-10,0.7827493103275295,9.246568275411741e-11,9.864651824399091e-14,7.101295350342291e-13,1.3198731374318536e-12,0.0,0.0,7.490570173929857e-09,4.5878877103827666e-14,3.8084870254648176e-16,2.5029379001681425e-15,1.2865869672046446e-17,2.105781558280108e-27,9.00152913977421e-19,2.5642162296595824e-13,3.9572165952165586e-14,9.597296154762501e-13,1.03700080584984e-25,3.566249439298044e-23,1.2045938004950578e-28,7.213488148177601e-28,6.414540017663082e-12,2.3693297092372678e-29,2.6825354437617376e-20,1.405307834839871e-29,2.612325060697451e-34,1.3923716647293131e-27,6.670738365175365e-31,2.454529735692665e-31,1.2654576074696271e-21,5.062145058680001e-35,2.6043055834019715e-36,2.125158238366277e-35,3.76,0.0,0.7906433297731658,0.9988671343351729,1.3555434282064422e-15,1.1725281558289295e-17,7.323254656500278e-05,4.9298431591087285e-05,1.318462735832519e-05,1.0748431269880396e-05,0.00113285816992177,1.5701162004468144e-10,7.639404147825555e-18,6.986338443300338e-10,3.502825855743227e-18,4.300679770186385e-12,9.43175561720997e-29,5.332922977058289e-27,1.3846323576318279e-14,1.1159160638861396e-28,3.896806597289121e-16,3.191730972664903e-35,4.698475406604108e-27,4.356879052719484e-30,9.752622135020457e-29,2.858799850850741e-27,2.0618488003458738e-36,1.847975596241384e-35,1.5597539915186337e-24,1.7413314266272575e-15,1.0028208684973862e-12,2.5430482802158604e-17,5.697479115455341e-09,1.6462585083899614e-09,1.0806715550347431e-10,2.98817925897975e-14,6.782111798662365e-11,1.742772837061298e-11,1.0979025966541212e-10,1.1195763008811813e-12,1.1592538144774633e-11,1.4468358106479618e-14,1.406731770912673e-11,5.23537474219478e-17,4.101137499012214e-08,4.570513077804e-16,2.4546584773897235e-12,1.4563478840079835e-22,5.172771446534306e-19,3.509466245306402e-23,7.057318086974927e-14,5.4065229333636e-13,7.994042107645119e-17,1.0071009944741808e-10,1.5473598682455998e-23,4.427388219586319e-15,3.086228228509448e-15,4.099598774536078e-08,6.912764551812602e-20,1.1027145999966706e-13,5.624152249031068e-12,4.733877638891557e-15,3.701665834127783e-24,5.440461370924294e-13,7.768352826042987e-17,1.076662584979632e-19,3.6619451911763817e-22,1.3771448877552191e-18,2.5536505983738103e-18,1.004844471205749e-12,6.4552249829566e-20,2.1095741952839874e-19,5.073003658945845e-24,1.7371824585758667e-26,2.401999594054533e-21,3.2219955582065337e-20,4.154971121105874e-22,9.017200716193454e-26,3.214608835170588e-27,1.6810896650845404e-33,1.963768149237001e-26,2.8617677331720705e-23,1.203697847476257e-22,6.778726033669967e-39
9.841880369488147e-10,0.7827497226803962,9.982563514247847e-11,1.0808304978093984e-13,7.712888223531766e-13,1.3950092967463387e-12,0.0,0.0,7.789398068250637e-09,4.961274480666779e-14,4.2942497231632604e-16,2.8884308291739464e-15,1.4959541031913224e-17,2.3534485634507883e-27,9.661365481305993e-19,2.777684592409684e-13,4.321364015461988e-14,1.043567928572143e-12,1.2678952174095084e-25,4.122473018992444e-23,1.4698800733638335e-28,8.799925902459353e-28,6.693434762216274e-12,2.9161131845162984e-29,3.037352900895808e-20,1.7855975272507507e-29,3.1832183364510974e-34,1.6574251468966545e-27,8.251241403450399e-31,3.035114898325326e-31,1.441227706346479e-21,6.659527436993056e-35,3.419950531362908e-36,2.8046619846334883e-35,3.76,0.0,0.7906404053325414,0.9988569092902517,1.5295483342259072e-15,1.3288366729497708e-17,7.615505775947783e-05,5.1391559833313384e-05,1.3719003133559557e-05,1.1043377171458973e-05,0.0011430829156471,1.7010662314807788e-10,8.602608391344552e-18,7.302449683291246e-10,3.7213064652005085e-18,4.668628784661563e-12,1.1700733909527308e-28,6.499866371039724e-27,1.5066337204795904e-14,1.3888090582342127e-28,4.198419844258883e-16,4.061255577035741e-35,5.735151465031059e-27,5.3760601039767765e-30,1.2093494821801072e-28,3.484414951051508e-27,2.621096482641553e-36,2.3507752697304786e-35,1.8296987101918656e-24,1.864085795002853e-15,1.0918954596093037e-12,2.8391874493725014e-17,5.923274127567403e-09,1.7076194606161607e-09,1.1671713507843926e-10,3.357186696304082e-14,7.32744290986848e-11,1.8750617836123906e-11,1.1442923791679828e-10,1.2010859059337417e-12,1.2434862561956355e-11,1.6169680135030876e-14,1.519598221197459e-11,5.653972587754339e-17,4.2648527687473194e-08,5.1150377179723995e-16,2.654480757542769e-12,1.6871413500303218e-22,6.010416025966004e-19,4.0582151076768034e-23,7.582961389528718e-14,5.847862919650925e-13,8.98207185915072e-17,1.0449205370672e-10,1.771561446900525e-23,4.917078173603956e-15,3.4319980883084007e-15,4.263189603623785e-08,7.967935138851946e-20,1.1844592286041203e-13,5.848639202455819e-12,5.161062766864969e-15,4.251885039065048e-24,5.861771300859254e-13,8.37032657979029e-17,1.2113872825038255e-19,4.237155443575895e-22,1.5826749137949746e-18,2.828604677640899e-18,1.0431390850613508e-12,7.2729400361474e-20,2.373681673069006e-19,5.76669891010515e-24,2.0076557659922696e-26,2.7391329167639834e-21,3.6115786950784594e-20,4.723633806978586e-22,1.0551169675200518e-25,3.753180619825353e-27,2.1165828854387288e-33,2.3763604134241104e-26,3.3512168926230855e-23,1.4073824942907166e-22,8.809489859777508e-39
9.999999999999999e-10,0.7827501350318586,1.0298711360621885e-10,1.1220808365143138e-13,7.977135424326967e-13,1.4272279356148111e-12,0.0,0.0,7.91449561600533e-09,5.121920705937364e-14,4.509453080617274e-16,3.06177162091287e-15,1.590619916916495e-17,2.4623244795281587e-27,9.94301532669587e-19,2.8696414305016147e-13,4.4794966238983865e-14,1.0797386809039302e-12,1.376135729081838e-25,4.3737165070518313e-23,1.5940149331871008e-28,9.54211094636272e-28,6.810519914715348e-12,3.1738084789111653e-29,3.195181653372813e-20,1.9686338682608144e-29,3.4501030055737214e-34,1.7795885682465968e-27,8.99908152360472e-31,3.309758220636458e-31,1.519702738778291e-21,7.446692410161085e-35,3.821374952203909e-36,3.1402981646879546e-35,3.76,0.0,0.7906391810748369,0.998852912740985,1.6067146761095534e-15,1.398422466900461e-17,7.737850787238556e-05,5.227002793791805e-05,1.3942854087560504e-05,1.1164482366980432e-05,0.001147079339657601,1.7575026237649417e-10,9.028973608111796e-18,7.433244753759944e-10,3.8135883289845774e-18,4.827340829803482e-12,1.2775999198103508e-28,7.045502078871668e-27,1.559323524415226e-14,1.518414198400699e-28,4.327274078237842e-16,4.4800860853878635e-35,6.2204758457422935e-27,5.85701115189062e-30,1.3202053745527869e-28,3.7769424427896305e-27,2.8902893478279127e-36,2.592914045607806e-35,1.9525041653698573e-24,1.9158640386743985e-15,1.1303754674297974e-12,2.969692544773389e-17,6.01776505876141e-09,1.7332135569160467e-09,1.204338460050223e-10,3.520195210498225e-14,7.561844654028814e-11,1.9318934370856304e-11,1.1637738947236335e-10,1.2358613006563901e-12,1.2794177232967099e-11,1.691758566469091e-14,1.5681064418243515e-11,5.83382136299004e-17,4.333389973545271e-08,5.354708907988765e-16,2.7404537424018305e-12,1.7914591278430692e-22,6.388843006167584e-19,4.3050927377142085e-23,7.807588825628853e-14,6.037782115191267e-13,9.417771160930587e-17,1.0607010926485424e-10,1.871602376752324e-23,5.13114934501896e-15,3.5836066261217765e-15,4.331673295387234e-08,8.442188278185629e-20,1.2193753386171237e-13,5.9426170920482444e-12,5.345564060436954e-15,4.497825711584561e-24,6.042336715606165e-13,8.628325216224493e-17,1.2709276135324896e-19,4.496128153648977e-22,1.6748210325015988e-18,2.9485321164482764e-18,1.0591304565481905e-12,7.634426886972461e-20,2.4905112896478502e-19,6.0759394257557125e-24,2.1292022869006235e-26,2.8898427945885078e-21,3.7832738785619605e-20,4.97649956396564e-22,1.1246205404497002e-25,3.9967660064174546e-27,2.324691621992761e-33,2.568154613735245e-26,3.573812645463264e-23,1.4997889287289894e-22,9.800661281650471e-39
1.0219587017284835e-09,0.7827501350318586,1.0745605950990924e-10,1.1811094288733163e-13,8.352200107624352e-13,1.4727375844277933e-12,0.0,0.0,8.088222620675099e-09,5.349260080885994e-14,4.820234614236905e-16,3.314674778229198e-15,1.7292733319901396e-17,2.6186990413699815e-27,1.033937336950729e-18,2.9998845598734737e-13,4.704745114566231e-14,1.1310209332581602e-12,1.5387459286228802e-25,4.741516727550702e-23,1.780253537579979e-28,1.0655440064575016e-27,6.9734334636799155e-12,3.5624257660316457e-29,3.4237660862783604e-20,2.2487501122612625e-29,3.850245809038112e-34,1.960968935934407e-27,1.0130068585880933e-30,3.725036139383776e-31,1.6336484178235092e-21,8.671523176959704e-35,4.445425076884664e-36,3.6634306333576404e-35,3.76,0.0,0.7906374809025929,0.9988476232078912,1.7182359992639652e-15,1.499262891093114e-17,7.907755870664502e-05,5.349212569497161e-05,1.4253864002028823e-05,1.133038941967523e-05,0.0011523686987994061,1.837464369912566e-10,9.644350789323784e-18,7.613335564159541e-10,3.942506354990115e-18,5.052336723388295e-12,1.4403833592583321e-28,7.863693209081458e-27,1.634081055702748e-14,1.7149214268259881e-28,4.508697031512892e-16,5.121385701788601e-35,6.948873944641834e-27,6.582920707239885e-30,1.4879389989700227e-28,4.21559775575224e-27,3.3022686965516454e-36,2.963616274429506e-35,2.133139809119216e-24,1.988111328553889e-15,1.1849819219328134e-12,3.157481268195725e-17,6.148955381742245e-09,1.768665948875619e-09,1.2568870633825558e-10,3.755127037465135e-14,7.89333762813861e-11,2.012239589175608e-11,1.1908887852859512e-10,1.2847831034948909e-12,1.3299602847368632e-11,1.799177014378183e-14,1.6367018318729074e-11,6.088086404770818e-17,4.428571246287465e-08,5.699239149009959e-16,2.8621201390497653e-12,1.9442340997003839e-22,6.942773758721022e-19,4.665393127098532e-23,8.123955508866254e-14,6.306583310754108e-13,1.0044869002801727e-16,1.0825655598517732e-10,2.016762716281508e-23,5.4374054317071535e-15,3.800972973456563e-15,4.426778865275999e-08,9.133914031584726e-20,1.2685346211161933e-13,6.073128648655718e-12,5.607332858162371e-15,4.8550989858107644e-24,6.297167391439122e-13,8.992440777286214e-17,1.3567610414942687e-19,4.874285085593645e-22,1.808984907887138e-18,3.1198343071254572e-18,1.0812993102592795e-12,8.155627434214113e-20,2.6590531268245044e-19,6.524465872686999e-24,2.3064402598478915e-26,3.1088678265476385e-21,4.03030979594318e-20,5.342569776808642e-22,1.2265492722589645e-25,4.353536476189788e-27,2.6415439826789858e-33,2.8545543886091227e-26,3.901187071502953e-23,1.6354431475001355e-22,1.1332286498815019e-38
1.0597293665081523e-09,0.7827505473819172,1.1535589545358743e-10,1.2874730221590166e-13,9.01949647847814e-13,1.5531513547871051e-12,0.0,0.0,8.387044097457262e-09,5.751843933760191e-14,5.388102462084017e-16,3.784099501552386e-15,1.988195932724704e-17,2.9019863064014524e-27,1.1035102868313713e-18,3.2308216585591053e-13,5.107742105322132e-14,1.2220866245878273e-12,1.8546518401294821e-25,5.428015775134785e-23,2.141280739226273e-28,1.2813139817599576e-27,7.2544774242597636e-12,4.3219786719915834e-29,3.8433643521281105e-20,2.8088152190666165e-29,4.6251517927307255e-34,2.307028484568412e-27,1.2350543197400386e-30,4.540118887049002e-31,1.8436306824634498e-21,1.118437273736485e-34,5.723897578593083e-36,4.7395498351530405e-35,3.76,0.0,0.7906345564833196,0.998839189860894,1.92225850834535e-15,1.6845404982959687e-17,8.200004940833288e-05,5.559992889858038e-05,1.4789196905166646e-05,1.1609681369797435e-05,0.0011608017465759438,1.9793293534835148e-10,1.0767814279956483e-17,7.918791535009756e-10,4.16622897027192e-18,5.451841154077677e-12,1.760455794104956e-28,9.448532283687415e-27,1.7669887891864178e-14,2.1022155645959834e-28,4.827346223563917e-16,6.404555122659723e-35,8.361770160958015e-27,8.003432780087033e-30,1.8174464753315236e-28,5.0652895577089456e-27,4.125967970297421e-36,3.705185057175128e-35,2.4726866134408668e-24,2.1132072853586004e-15,1.2820912367538285e-12,3.4987382562252914e-17,6.374523432609359e-09,1.829399877550805e-09,1.34980666890838e-10,4.183054111480045e-14,8.479741002739714e-11,2.154310880831203e-11,1.237692323266835e-10,1.3706098087884534e-12,1.4186147900935537e-11,1.993774330470071e-14,1.75803116959987e-11,6.537655573201428e-17,4.592292925337632e-08,6.324241640703281e-16,3.077576501841841e-12,2.229543515725424e-22,7.97617274889312e-19,5.334409898664826e-23,8.679978500497425e-14,6.782688631557018e-13,1.118452388950823e-16,1.1200368797361507e-10,2.2838694081095078e-23,5.9888026652121225e-15,4.1937011876356396e-15,4.590366559830993e-08,1.0417293113921456e-19,1.354885697385508e-13,6.297620590694299e-12,6.0726631501695875e-15,5.51362339991957e-24,6.746487973972e-13,9.634464263911105e-17,1.5131600020495607e-19,5.577080172113815e-22,2.0572169113130376e-18,3.427501923714342e-18,1.119325619517774e-12,9.105477028014748e-20,2.9665241028830036e-19,7.349571980295207e-24,2.635076692817485e-26,3.5130474149927036e-21,4.479077667069154e-20,6.013899333281453e-22,1.4172145179685549e-25,5.0195759153856064e-27,3.269919587054529e-33,3.405654942266315e-26,4.516513410276224e-23,1.8896432400760728e-22,1.4440200579704496e-38
1.097500031287821e-09,0.7827509597305716,1.2352410453170947e-10,1.4000905554581162e-13,9.715040833829034e-13,1.636343598633943e-12,0.0,0.0,8.685862740272223e-09,6.169025474612257e-14,5.999517194711615e-16,4.2991661395234025e-15,2.274413964601018e-17,3.203751123453057e-27,1.1748115605686857e-18,3.470499432024325e-13,5.5307375866144e-14,1.3167625146675955e-12,2.2211506324892483e-25,6.186782420008965e-23,2.5589738311265144e-28,1.5308767158525988e-27,7.536509616629242e-12,5.209824756720855e-29,4.297764462588643e-20,3.4816013102844097e-29,5.520612777462423e-34,2.699904986460574e-27,1.4960591296363158e-30,5.497861288886921e-31,2.07210411099518e-21,1.4298142986052418e-34,7.305359588719612e-36,6.077394666048109e-35,3.76,0.0,0.7906316320747209,0.9988315309399236,2.1422739952949978e-15,1.8854176201527755e-17,8.492252986632001e-05,5.7714774552276934e-05,1.5324989132302772e-05,1.1881460639435104e-05,0.0011684603683130485,2.1266794154835904e-10,1.1976190828178512e-17,8.21865491223433e-10,4.392293661782274e-18,5.867177514117458e-12,2.137307975019063e-28,1.1280439204038283e-26,1.9053703049421016e-14,2.5595130144347234e-28,5.15408300972977e-16,7.947243842167356e-35,9.997800954318036e-27,9.666065515589937e-30,2.2049398915920176e-28,6.047465734835851e-27,5.1153430738151996e-36,4.596492813993606e-35,2.851034741926741e-24,2.239193215816614e-15,1.3832337528477065e-12,3.863767715005139e-17,6.599978806974592e-09,1.889823134113326e-09,1.44591821131378e-10,4.642017794006359e-14,9.086598407994608e-11,2.3012798624151124e-11,1.2847034432977436e-10,1.4585094906133308e-12,1.509390298260992e-11,2.2010628874857115e-14,1.8835749860091145e-11,7.002619913072653e-17,4.756017799639315e-08,6.991144697882499e-16,3.3008497259324558e-12,2.5450537353270173e-22,9.117073105588295e-19,6.068700629179312e-23,9.250714971588007e-14,7.276183044140003e-13,1.2403057125548508e-16,1.1573353098066803e-10,2.5737733379396655e-23,6.571672682728354e-15,4.610716007011008e-15,4.753952687622882e-08,1.1824749036668212e-19,1.4434583549426557e-13,6.5221150316226794e-12,6.557025574166875e-15,6.229724469221831e-24,7.209573240518747e-13,1.0296168545603733e-16,1.680957003920186e-19,6.349334513128155e-22,2.328521655738479e-18,3.751755768088846e-18,1.1572184838925817e-12,1.0124643987859077e-19,3.29693122105408e-19,8.245319362441703e-24,2.995103283731071e-26,3.953549129523954e-21,4.958753604820698e-20,6.73973642161092e-22,1.6283253163290186e-25,5.7552312438534674e-27,4.017187977007544e-33,4.0374508055865007e-26,5.202220742579079e-23,2.171789316060531e-22,1.8239309205552758e-38
1.1352706960674899e-09,0.7827513720778227,1.3195966968680215e-10,1.5191296006893153e-13,1.0439094719077723e-12,1.722406950759651e-12,0.0,0.0,8.984678768471843e-09,6.600804150216457e-14,6.656145573867812e-16,4.862365012936794e-15,2.5896591142581994e-17,3.524422046858329e-27,1.2477984489004209e-18,3.71891950348497e-13,5.974114503044052e-14,1.4150457495086605e-12,2.644239964518573e-25,7.022806935579259e-23,3.039807704915851e-28,1.8180796052073763e-27,7.819474639652962e-12,6.242442348292045e-29,4.788610517085348e-20,4.2848243835135326e-29,6.550274194263336e-34,3.1441856576809163e-27,1.8013073075205602e-30,6.617553589423124e-31,2.320017140172457e-21,1.8128331041790373e-34,9.24740192604582e-36,7.728393425293693e-35,3.76,0.0,0.790628707676796,0.9988245753271753,2.3789465942939923e-15,2.1026568334071893e-17,8.78450000823365e-05,5.9836473005034366e-05,1.5861228311653826e-05,1.2145929262824946e-05,0.001175415681815163,2.279532298314086e-10,1.3272681125737594e-17,8.512799928084933e-10,4.620534490042434e-18,6.298379372808198e-12,2.5786689659211194e-28,1.3387473619724437e-26,2.049238095867247e-14,3.0965541549142598e-28,5.488630872223914e-16,9.790311619570186e-35,1.1882841667841066e-26,1.1601927511045942e-29,2.658179930499291e-28,7.177177285192208e-27,6.296296062507985e-36,5.661066342594786e-35,3.270964770838023e-24,2.365907686378538e-15,1.4884193050621713e-12,4.253379672882966e-17,6.8253220058191395e-09,1.9499375897532762e-09,1.5452098018231637e-10,5.133064029606155e-14,9.713855539360658e-11,2.4531503263681782e-11,1.3319225394535875e-10,1.5484271304181918e-12,1.6022289280688677e-11,2.4213372493324798e-14,2.0133222131697798e-11,7.482919680692872e-17,4.919745862969947e-08,7.701023496446374e-16,3.531939691414757e-12,2.8928155447847677e-22,1.037206121351032e-18,6.871721994687386e-23,9.835855943244872e-14,7.787070355015112e-13,1.3702421453353768e-16,1.1944616593453608e-10,2.887351963183991e-23,7.186389994086677e-15,5.0525361394965724e-15,4.917537248981708e-08,1.3363036500749497e-19,1.5341994522550966e-13,6.746611974480149e-12,7.060389626036307e-15,7.005617244623072e-24,7.68626522055277e-13,1.097732775548212e-16,1.8605216649976006e-19,7.194886241290613e-22,2.624057654954921e-18,4.092730987714755e-18,1.1949783727828467e-12,1.1215250021874777e-19,3.6511121440216616e-19,9.215042832255703e-24,3.388053913848453e-26,4.4322838090701596e-21,5.470191431359777e-20,7.522189328524669e-22,1.861107918037713e-25,6.564463319324651e-27,4.900461194825531e-33,4.758225031188131e-26,5.963523705709621e-23,2.483729144188767e-22,2.2849886711411504e-38
1.1730413608471587e-09,0.7827517844236702,1.4066159468480234e-10,1.6447560822803422e-13,1.1191917752844758e-12,1.811433697224079e-12,0.0,0.0,9.283492381134594e-09,7.047179417751433e-14,7.359656881610003e-16,5.476213531389418e-15,2.9357015743112525e-17,3.864415750657612e-27,1.322429342551023e-18,3.9760816367772213e-13,6.438256105752346e-14,1.516933208435417e-12,3.1303989852622104e-25,7.941258534942802e-23,3.5907370010150628e-28,2.1470530698604048e-27,8.103318675194635e-12,7.437821801542951e-29,5.3175738705493484e-20,5.238263740525408e-29,7.728787210790681e-34,3.644754130713605e-27,2.1566128430934365e-30,7.920402541281436e-31,2.5883372004764642e-21,2.28075872296277e-34,1.161604671423323e-35,9.751853197005596e-35,3.76,0.0,0.7906257832895448,0.9988182584363255,2.6329463921345604e-15,2.3370351780436818e-17,9.076746005806516e-05,6.196483970576264e-05,1.639790240151991e-05,1.2403283840973786e-05,0.0011817322734053377,2.437905266686326e-10,1.4660494299349205e-17,8.801133311418227e-10,4.850799100573732e-18,6.745478659318881e-12,3.0930258968626605e-28,1.5799776579555593e-26,2.1986038942060542e-14,3.7240599001350173e-28,5.830721447697328e-16,1.197934561595942e-34,1.4044763825349856e-26,1.384491167293306e-29,3.185661372931104e-28,8.470592443645205e-27,7.697697876570576e-36,6.925146913898075e-35,3.735340945292155e-24,2.4932069761830258e-15,1.5976573154351332e-12,4.6683848323412667e-17,7.0505535061323305e-09,2.009745099956889e-09,1.6476696183592498e-10,5.657234853817508e-14,1.0361458409697364e-10,2.6099256652688687e-11,1.3793499516002063e-10,1.640309182387468e-12,1.6970743490860675e-11,2.654883841740187e-14,2.1472619591881905e-11,7.978495565009568e-17,5.0834771091423517e-08,8.454929312009122e-16,3.77084627845902e-12,3.274946267963623e-22,1.1747844170987392e-18,7.746948234437709e-23,1.0435098716220572e-13,8.315354022198044e-13,1.5084503706471642e-16,1.2314167338473435e-10,3.22546803861371e-23,7.833302280286593e-15,5.519666164353417e-15,5.0811202442335146e-08,1.5038981811880244e-19,1.6270567923520068e-13,6.971111422294719e-12,7.582723104690407e-15,7.843464477479854e-24,8.17640775819871e-13,1.1677718621293679e-16,2.0522204599144954e-19,8.117614584893737e-22,2.944990367467576e-18,4.4505506571477e-18,1.232605753936983e-12,1.2379384642452304e-19,4.029905547742887e-19,1.0262107956302956e-23,3.8154565433314965e-26,4.951194727949172e-21,6.014227539969923e-20,8.363361411401779e-22,2.11680091616062e-25,7.451257844285023e-27,5.9385897658347175e-33,5.576765058312025e-26,6.805826821724608e-23,2.8273498867333164e-22,2.8407666600977513e-38
