Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907)
5.177822442943941e-06,0.8288258716465191,0.0003542033024523847,8.31175527127794e-05,0.00015842101140561466,0.004754690941231618,0.0,0.0,0.00041775387908639145,4.31638230175636e-06,0.0012568127716918258,2.5289810783217546e-05,5.210777898824975e-05,2.3967355348801517e-13,3.422507109077972e-10,3.8354435774894894e-08,6.271720162213563e-05,9.791205221394793e-05,1.3013053605055892e-06,1.031465247523863e-09,2.888289519989587e-10,7.119697180166061e-14,4.8990480754716226e-09,3.8049304031400646e-08,4.467175155478258e-09,8.035710537216818e-07,7.277189068087103e-13,2.566732670626221e-09,6.634102452590084e-09,1.1139083471368501e-10,2.9656454177558957e-08,4.373093025046811e-12,4.0486959588954954e-12,7.187974585395644e-10,3.76,0.0,0.4686953266719187,0.9960578254867088,0.001974402212779072,5.511089742596539e-05,0.3183882005447536,0.2421987606407738,0.06401503102215961,1.4053522172486386e-05,0.001240836262789081,0.004928275209680648,4.743980840727064e-08,2.6384619797366486e-09,2.6309239663807458e-14,0.00019696037282000703,2.5060549298856124e-09,2.1312236595742983e-09,1.6111139588290886e-05,2.9264387237536192e-09,2.3166746763390754e-09,2.3386107769711834e-15,3.390221875265876e-09,8.05000121049789e-12,2.560810955020881e-10,8.197277785362223e-10,1.408294840500181e-16,1.3257149951587905e-15,2.6961741967927464e-07,1.3409624857113073e-11,9.896549144229452e-05,0.0002420679669228249,9.955728406539287e-05,2.5602968378947075e-05,0.0007962664576387145,0.0008397217608496277,0.004901842458254712,3.644210948288917e-05,5.6046035000471425e-06,4.182178745926967e-05,0.00015271475528606725,0.00011893249018468122,0.00225435730279931,7.644429335906323e-05,0.0016821259537438235,2.549579791875713e-08,0.00027510927014794064,1.3229078775708237e-06,9.342516235841888e-08,2.214835583819384e-12,5.349746253273814e-09,5.142542676417831e-06,9.45179528155985e-05,1.7640134737676546e-06,3.6560050288490776e-13,9.47242461223834e-09,0.00010806020216024969,0.0005648116561444715,2.1991228999551266e-08,9.070356108214845e-09,5.506583852044188e-05,1.2395234153230758e-07,9.866388909467483e-12,5.3567069465847115e-08,8.46918832687728e-12,7.989928071039858e-09,8.46309019101112e-10,2.7974565955977827e-07,5.039973607570929e-09,1.0029658578655974e-08,2.7720296675452877e-06,1.4926054307005538e-06,8.427593148713264e-12,1.7091277818852133e-12,8.608064441401545e-14,3.526124811755688e-14,2.8037964830469013e-06,1.7270600637838483e-09,6.09611390658991e-11,2.0890931530976e-12,5.694000333893439e-10,5.088199638500912e-07,4.976498733201628e-09,1.0093848655458424e-14
5.207839267337395e-06,0.8290458844429411,0.0003577410472516505,8.425020504686344e-05,0.00016004006446260978,0.004823161491259709,0.0,0.0,0.00042545734160162846,4.4270000597218275e-06,0.0012865691369222654,2.5877635350649228e-05,5.296595261202976e-05,2.492402606855694e-13,3.5229684967705803e-10,3.913860300063596e-08,6.381565018851613e-05,9.9956684738347e-05,1.3313643325801122e-06,1.0477254584492803e-09,2.997228919751222e-10,7.422146473052781e-14,5.021097673993207e-09,3.933422085307162e-08,4.603382837892839e-09,8.257084328423272e-07,7.639051075231192e-13,2.6737370275324405e-09,6.904712377728096e-09,1.153687175224115e-10,3.014566881392615e-08,4.522247690218822e-12,4.194574582475251e-12,7.479966186067793e-10,3.76,0.0,0.46719878880019533,0.9960069608356065,0.0020079129428467743,5.625870947681303e-05,0.31982282104096316,0.24315444171713638,0.06434118090997455,1.4017071233996139e-05,0.0012407728951638935,0.004981226975947621,4.795608981005656e-08,2.6406042777853924e-09,2.640470605742683e-14,0.0001999211598075243,2.5621317641109058e-09,2.1786400182011534e-09,1.6546357632672815e-05,2.9918145380353763e-09,2.367334647613508e-09,2.3901875542314277e-15,3.465473904333673e-09,8.22870103770223e-12,2.617659304013089e-10,8.37890407691042e-10,1.4393538115606582e-16,1.3549531362930348e-15,2.7737934918281637e-07,1.3473684418858384e-11,0.00010103922984217916,0.00024702719172146,0.00010028872854630976,2.5796324454670882e-05,0.0008021610186741069,0.0008496941625128926,0.0049716841842135364,3.6924629812870734e-05,5.675070982784614e-06,4.242921043479953e-05,0.00015502515832889924,0.00012081226549938811,0.002292597471534381,7.825911814476155e-05,0.0017040227692189723,2.567659281147323e-08,0.00028202438450616434,1.3528176114839851e-06,9.487396441511468e-08,2.2491621336144848e-12,5.387373180350297e-09,5.217438975877317e-06,9.632044742252156e-05,1.7998650387088515e-06,3.712645220220897e-13,9.627759586766897e-09,0.00010985326373650507,0.000574614649913895,2.234927020776352e-08,9.136089018315923e-09,5.670013281139322e-05,1.255035388850128e-07,1.0051451663987131e-11,5.448018329759084e-08,8.628483078654952e-12,8.247023909334108e-09,8.642016809689824e-10,2.8456860472875764e-07,5.1263271659477626e-09,1.017279597603042e-08,2.8367423430274217e-06,1.5323925091302726e-06,8.612557001877263e-12,1.7484371505301785e-12,8.782079292497415e-14,3.5971598986253196e-14,2.8755709008245543e-06,1.77072306737681e-09,6.256069610741566e-11,2.1494747956498156e-12,5.851282134949788e-10,5.250130709329123e-07,5.070016176357503e-09,1.0426474482964506e-14
5.237856091730849e-06,0.8292654851383543,0.00036128798766019317,8.539003668253924e-05,0.00016166292849149167,0.0048921732704522575,0.0,0.0,0.0004332497641600346,4.540072755570395e-06,0.0013168308331771117,2.6475188754919633e-05,5.3831197156025724e-05,2.591268775429319e-13,3.6257728304781824e-10,3.993414183746728e-08,6.492636140237752e-05,0.00010203532134326379,1.3619021906148484e-06,1.0641314138040717e-09,3.1096034287651406e-10,7.735674025204982e-14,5.1455335357633535e-09,4.065436158151482e-08,4.743148996910931e-09,8.482986642696106e-07,8.016730279312809e-13,2.7845671875945788e-09,7.184709751794984e-09,1.1946338408108922e-10,3.063987480677064e-08,4.67538280738681e-12,4.344688044179057e-12,7.781818253479622e-10,3.76,0.0,0.4657057676003563,0.9959554369990056,0.0020417825745108896,5.7423257635104544e-05,0.32125340558830245,0.24410517672828327,0.06466709634138425,1.3980692915097433e-05,0.0012407087064656415,0.005034421159866023,4.8474765852456145e-08,2.642727799422089e-09,2.64995698777855e-14,0.00020291504951351348,2.6190958445938156e-09,2.2268017401615423e-09,1.699074843124648e-05,3.0582223098567964e-09,2.4187309112094014e-09,2.442558765386992e-15,3.541905838678975e-09,8.410203007725593e-12,2.675399101012998e-10,8.563372738830381e-10,1.470891178893504e-16,1.3846416410527651e-15,2.853151175166649e-07,1.353765168397072e-11,0.00010315172115906634,0.00025205336993251276,0.00010101782833014575,2.5988965084627776e-05,0.0008080247291656159,0.0008596911345245024,0.005042030720267496,3.740985709636475e-05,5.745951902321663e-06,4.304053263176263e-05,0.0001573517510609265,0.00012270627067097095,0.002331250975123491,8.01021401479669e-05,0.0017260471679831579,2.585628260604424e-08,0.00028907779840619787,1.38316491343361e-06,9.633305220587784e-08,2.283732077946643e-12,5.424849638163083e-09,5.292905575624773e-06,9.81425303858291e-05,1.836183383526061e-06,3.7696866867026446e-13,9.78443422355426e-09,0.00011166208207336396,0.0005845456561614974,2.2710290300099266e-08,9.201527994663913e-09,5.83744978634689e-05,1.270689467341157e-07,1.0238441385698524e-11,5.5404868602815716e-08,8.790257396329243e-12,8.510636977783893e-09,8.823540125366285e-10,2.894439631104162e-07,5.213611679283296e-09,1.0316972512307652e-08,2.902531793052804e-06,1.572991109317444e-06,8.800402550907035e-12,1.788383026985111e-12,8.958559845167981e-14,3.669196861576269e-14,2.94862003743426e-06,1.8151434595898598e-09,6.419010712516568e-11,2.2111823414866527e-12,6.011914685773421e-10,5.416227649447804e-07,5.164510573052025e-09,1.0767597997035736e-14
5.297889740517757e-06,0.8297034567328849,0.0003684082827163888,8.76909373003531e-05,0.00016491956106520552,0.005031817201877314,0.0,0.0,0.0004491012208621195,4.77375430492153e-06,0.0013788890435367299,2.7699830977181915e-05,5.558269618345478e-05,2.798929358661208e-13,3.8385596524366494e-10,4.1559640307501224e-08,6.718465204237735e-05,0.00010629608599137785,1.4244279064787694e-06,1.0973809096384845e-09,3.3450068153685305e-10,8.397320148126257e-14,5.401674549058427e-09,4.340317424647459e-08,5.033631794674443e-09,8.948602342090059e-07,8.821906836614032e-13,3.01815726701343e-09,7.773924778721123e-09,1.280133640687825e-10,3.1643299927761004e-08,4.9938750661697635e-12,4.6579762206157535e-12,8.416143078205606e-10,3.76,0.0,0.46273024525029927,0.9958503977035625,0.0021106027651325893,5.98030357660767e-05,0.324102510633063,0.2459918220758953,0.06531824018875473,1.3908153381392466e-05,0.0012405778483248748,0.005141535290087473,4.951928658125783e-08,2.6469185451234065e-09,2.6687492681441095e-14,0.00020900312807841103,2.735718642625526e-09,2.3253886790536684e-09,1.7907535801708536e-05,3.194171816915075e-09,2.5237406536315003e-09,2.5497119531418277e-15,3.6983526736963557e-09,8.781716098610486e-12,2.7935857189808394e-10,8.940941151953509e-10,1.535417640547416e-16,1.4453853120906765e-15,3.0171890375082977e-07,1.366531263654829e-11,0.00010749538236110727,0.0002623078157151075,0.00010246863349696336,2.6371999189276964e-05,0.0008196561888634865,0.0008797548018656578,0.005184229532316973,3.838827190652618e-05,5.888934106568045e-06,4.427468668041149e-05,0.00016205284658474362,0.0001265364644261307,0.002409802839956649,8.387318530196815e-05,0.0017704735289965343,2.621224086187908e-08,0.000303606379287629,1.4451777934265245e-06,9.928164387072193e-08,2.353591685778538e-12,5.499332156158632e-09,5.445536914453967e-06,0.00010184522053633156,1.9102228977865017e-06,3.884956163464122e-13,1.0101775923208344e-08,0.00011532664198644064,0.0006047935217159901,2.344118401197383e-08,9.331489332834049e-09,6.184623575171e-05,1.3024279517935931e-07,1.061816869638365e-11,5.728908022368267e-08,9.121330724730576e-12,9.057842855228089e-09,9.19444343883561e-10,2.993524861431094e-07,5.390983243817748e-09,1.0608425358043497e-08,3.0373769975941638e-06,1.6566672960775591e-06,9.184833051873301e-12,1.870203726744242e-12,9.318978530017345e-14,3.816300625154961e-14,3.098580591019512e-06,1.9062769188858097e-09,6.753957011025045e-11,2.338648666032115e-12,6.343426344309671e-10,5.761243343858908e-07,5.356413733021454e-09,1.1475899527601253e-14
5.351920024425974e-06,0.830096237952823,0.0003748450355206958,8.978553365348683e-05,0.0001678622323785886,0.005159338937340453,0.0,0.0,0.00046367092654497894,4.992896138971897e-06,0.0014365167336358867,2.8836154041153893e-05,5.718270584068804e-05,2.9976044954345955e-13,4.038456050230127e-10,4.306223807753933e-08,6.925923726757325e-05,0.000110250775591831,1.482371928036083e-06,1.1278047152903077e-09,3.5695062835376723e-10,9.034153608499798e-14,5.6406382754370234e-09,4.6004802604494655e-08,5.307929551010248e-09,9.383709868698583e-07,9.606734236258312e-13,3.242626828918907e-09,8.339018608431155e-09,1.3613380294606162e-10,3.2563547002052405e-08,5.2948365088974944e-12,4.95532037241327e-12,9.023399486787595e-10,3.76,0.0,0.4600642280357923,0.9957535730871927,0.002173778739825703,6.200325293052466e-05,0.3266530119324215,0.24767292174767386,0.0659035083948653,1.384311429819075e-05,0.001240457224519525,0.005238763393688735,5.046750716089608e-08,2.6506260853929553e-09,2.6854569672023523e-14,0.00021459808960449142,2.843796263368404e-09,2.4167349714353476e-09,1.8765237315399195e-05,3.320151439942762e-09,2.6207870138359663e-09,2.648935776623137e-15,3.843298845626963e-09,9.125919482825207e-12,2.903084594230569e-10,9.290735061176157e-10,1.5951691161385649e-16,1.501633974067791e-15,3.1710389087810845e-07,1.377990000219352e-11,0.00011154332326574092,0.00027176882302535466,0.00010376543783543519,2.6714031223726176e-05,0.0008300104991079758,0.000897886104863601,0.00531391256474112,3.9277694199997166e-05,6.0189811530472424e-06,4.539828148266254e-05,0.0001663375180432327,0.00013003100741612738,0.002481924993639426,8.736453533490023e-05,0.0018108804095771632,2.6528559976477165e-08,0.00031717224469980036,1.5024991788789138e-06,1.0196942593252526e-07,2.4172709928600815e-12,5.565804344166922e-09,5.584822628968387e-06,0.00010524399005159727,1.9784601941925107e-06,3.990026880205186e-13,1.0391896214335521e-08,0.00011867773265574719,0.0006234587921775641,2.410896147600995e-08,9.447362401535222e-09,6.51148778002703e-05,1.3314885916079636e-07,1.096642653975607e-11,5.902474643497464e-08,9.427991199224354e-12,9.573690888749685e-09,9.537302503373322e-10,3.084507899743633e-07,5.5538250406817485e-09,1.0874241385106665e-08,3.162509833441627e-06,1.7348631204214552e-06,9.540911471601272e-12,1.946067457232598e-12,9.651937488449286e-14,3.952180243480238e-14,3.2379987818523234e-06,1.99093777555456e-09,7.065886738172398e-11,2.4580874711979583e-12,6.653735919051369e-10,6.086825748310385e-07,5.532424305930032e-09,1.2143842673984956e-14
5.405950308334191e-06,0.83048770877113,0.0003813069557992627,9.190217770900038e-05,0.00017081517672919893,0.005288599733240804,0.0,0.0,0.00047852723658653044,5.220667324339674e-06,0.0014958543949254177,3.0005346177229364e-05,5.880479278619003e-05,3.2079632430585143e-13,4.246526909068238e-10,4.4602838874217616e-08,7.137381257291679e-05,0.00011432138031118626,1.5419181612564434e-06,1.15870187289903e-09,3.8065357141076083e-10,9.712363364393257e-14,5.887758481158563e-09,4.873186994265499e-08,5.594837080564544e-09,9.834367358209892e-07,1.045247347924909e-12,3.481316535011844e-09,8.938780417480686e-09,1.446734217790937e-10,3.3500104846340275e-08,5.609789851496352e-12,5.2677951266300235e-12,9.666759558641218e-10,3.76,0.0,0.45740949175476164,0.9956545594951712,0.0022381332068844044,6.42595085694355e-05,0.3291906065847403,0.24933805039483578,0.06648807910235029,1.3778307670365938e-05,0.0012403338741282313,0.005336771320624256,5.14234288461686e-08,2.6542729298741285e-09,2.701970567420586e-14,0.00022030413633047317,2.9548771729168142e-09,2.5106033666978593e-09,1.9654551345562848e-05,3.4496235003997952e-09,2.7202465749841816e-09,2.7508407151941764e-15,3.992236972691823e-09,9.479603341482246e-12,3.015599503706486e-10,9.650144688667342e-10,1.6565351189448124e-16,1.5594025629621977e-15,3.3309427829126036e-07,1.38942007643565e-11,0.00011572636977414797,0.0002814513475026318,0.00010505325234390361,2.7053356783356595e-05,0.0008402517908619477,0.000916081426058931,0.005445195566160987,4.017524294072738e-05,6.150287340262203e-06,4.65337537108075e-05,0.00017067198195773082,0.00013356959489223342,0.002555404218123074,9.094866279478233e-05,0.0018516799331808524,2.6840893321168656e-08,0.00033121273361445163,1.5612577459602386e-06,1.0468874862948254e-07,2.4816965545597025e-12,5.631715724931612e-09,5.725903497626744e-06,0.00010870515796631905,2.0482166142171687e-06,4.0963278064407473e-13,1.0686246274387945e-08,0.00012207842356711505,0.0006425453342593238,2.478604693341768e-08,9.56214927128412e-09,6.85242964563722e-05,1.3610250519976784e-07,1.1320785727763723e-11,6.079834267129648e-08,9.74301545087772e-12,1.0112319098260092e-08,9.888828303453915e-10,3.177209785436307e-07,5.7197182874655705e-09,1.1143351862709683e-08,3.291269094107722e-06,1.8158624354292528e-06,9.90668999086606e-12,2.024067410355895e-12,9.993112961425346e-14,4.09139703057231e-14,3.381690393809768e-06,2.078129090790622e-09,7.387899844669525e-11,2.5821084051492987e-12,6.975664578807848e-10,6.42719225423796e-07,5.711529190271086e-09,1.284150559306821e-14
5.459980592242408e-06,0.830877878133081,0.0003877922639511963,9.404038305085487e-05,0.00017377760326855093,0.005419592959197408,0.0,0.0,0.0004936691152981192,5.457327375810435e-06,0.0015569288993257599,3.120790574641379e-05,6.0448613550306604e-05,3.4305225825566325e-13,4.4629925523089365e-10,4.61818541824169e-08,7.35284361755105e-05,0.00011851004369331821,1.6030846542483687e-06,1.1900726456656501e-09,4.0566519788849325e-10,1.0434160693824047e-13,6.143190746908826e-09,5.1588757387200206e-08,5.894766486742664e-09,1.0300904120265638e-06,1.1363094383910471e-12,3.734959139722026e-09,9.574907096148387e-09,1.5364806396824865e-10,3.445301593828561e-08,5.9391476919070645e-12,5.5959450018078765e-12,1.0347864962441745e-09,3.76,0.0,0.4547659964581647,0.9955533380674978,0.0023036714740550966,6.65724619214377e-05,0.33171535795112295,0.2509872296170162,0.0670719745326103,1.3713732509592143e-05,0.0012402077736495267,0.005435557098921723,5.238703138997284e-08,2.6578591407622292e-09,2.7182905085929033e-14,0.00022612268818203728,3.06901011443944e-09,2.6070344578886114e-09,2.0576184458560484e-05,3.582644417964304e-09,2.8221261343054354e-09,2.8554672202163904e-15,4.145231114784889e-09,9.842919820223418e-12,3.131178850777284e-10,1.0019324037553206e-09,1.719540008040822e-16,1.618714013044333e-15,3.4970617858174734e-07,1.4008219380939489e-11,0.00012004819946682603,0.00029135696875380265,0.00010633156162047588,2.7389833144113705e-05,0.0008503753189029007,0.0009343348657572145,0.005578063868274821,4.1080662892447585e-05,6.282820519868819e-06,4.768080225591418e-05,0.00017505516968647597,0.00013715138867920036,0.0026302464761920573,9.462597136766305e-05,0.0018928639339178168,2.714909441876972e-08,0.00034573769268776613,1.6214591872064013e-06,1.0743889291538322e-07,2.5468513181353474e-12,5.697039302881216e-09,5.868757649556513e-06,0.0001122282290110425,2.11949258185143e-06,4.2038307852283806e-13,1.098477926654161e-08,0.00012552809677375383,0.0006620551879181506,2.5472296916375174e-08,9.675800987381308e-09,7.20786456168039e-05,1.3910429501463023e-07,1.1681183223007156e-11,6.26099940635705e-08,1.006652406213615e-11,1.0674349962609103e-08,1.0249111769909297e-09,3.271637256934103e-07,5.888674364745616e-09,1.1415726954180039e-08,3.4237047104343414e-06,1.8997315630002944e-06,1.0282302351046686e-11,2.1042301143583096e-12,1.0342584675164222e-13,4.233982821399496e-14,3.5297055092709957e-06,2.1678771576068386e-09,7.720143603929854e-11,2.7108188712560025e-12,7.309503358057951e-10,6.78284437689756e-07,5.893696797613753e-09,1.3569709809078738e-14
5.5140108761506255e-06,0.8312667547849837,0.00039429915932539584,9.61996467523511e-05,0.0001767487155199637,0.0055523113320063554,0.0,0.0,0.0005090952885445168,5.703138897016439e-06,0.0016197668735479038,3.244432674586659e-05,6.211380791552995e-05,3.6658114429403316e-13,4.688073780032069e-10,4.7799681690443024e-08,7.572314432950624e-05,0.00012281890126558234,1.6658889155002006e-06,1.2219172068625687e-09,4.320429990292409e-10,1.1201845565926553e-13,6.407088180551432e-09,5.4579919424825874e-08,6.208132879049904e-09,1.0783649280111495e-06,1.2342766958507655e-12,4.004314974103064e-09,1.024915290090191e-08,1.6307385802906118e-10,3.542231742790833e-08,6.283322744246403e-12,5.940322727817687e-12,1.106840321147483e-09,3.76,0.0,0.4521337035309501,0.9954498905734632,0.002370398533622691,6.894275990618835e-05,0.3342273292178685,0.2526204817678394,0.0676552162791132,1.3649387867831919e-05,0.0012400789003641718,0.005535118826824026,5.335829525458762e-08,2.6613847881822923e-09,2.7344172365881794e-14,0.0002320551535147969,3.1862441196454267e-09,2.7060690742577903e-09,2.153084025063509e-05,3.7192709401302695e-09,2.9264304582736685e-09,2.9628558955396843e-15,4.302345703045304e-09,1.0216021946329241e-11,3.2498713192885456e-10,1.039842800235201e-09,1.7842082343001013e-16,1.67959134513557e-15,3.6695586037568316e-07,1.4121960089045932e-11,0.0001245125419175536,0.00030148718620751346,0.00010759985531383187,2.7723319513491286e-05,0.0008603764338661165,0.0009526405022348833,0.0057125020897366326,4.199369171340285e-05,6.416547497569827e-06,4.883911683321761e-05,0.00017948597567487852,0.00014077551564135377,0.002706457315111303,9.839679196941221e-05,0.0019344240415688557,2.7453020175392115e-08,0.00036075689523698106,1.683108302373903e-06,1.1021911344919151e-07,2.612717608870462e-12,5.761748401281673e-09,6.013362067880152e-06,0.00011581265607396978,2.1922873020410125e-06,4.312506636330766e-13,1.1287445442724092e-08,0.00012902609433087123,0.0006819901674477026,2.616756004643978e-08,9.78826936761588e-09,7.578209854088243e-05,1.4215478046903474e-07,1.2047550666027634e-11,6.445980376669801e-08,1.039863547319289e-11,1.1260403486929909e-08,1.061824145590361e-09,3.3677964827136757e-07,6.0607036356457896e-09,1.1691335354107576e-08,3.5598655964989093e-06,1.986537348083588e-06,1.0667880764430482e-11,2.1865813891894463e-12,1.0700429043143559e-13,4.379968102613203e-14,3.682092081759146e-06,2.2602068830891e-09,8.062761284669202e-11,2.8443261675145503e-12,7.655545920825026e-10,7.154294167047522e-07,6.078892840173177e-09,1.432927598335252e-14
5.568041160058843e-06,0.8316543472760337,0.0004008258226850971,9.837944998207265e-05,0.00017972771237824704,0.005686746917556782,0.0,0.0,0.0005248042420218263,5.958367317941761e-06,0.0016843946797741073,3.37150984877956e-05,6.379999930610907e-05,3.9143703298310706e-13,4.921991602975811e-10,4.9456704774804974e-08,7.795795106751497e-05,0.000127250078778653,1.7303478997617988e-06,1.2542356404219504e-09,4.5984630178281853e-10,1.2017808545464405e-13,6.67960116642798e-09,5.770988166663625e-08,6.535353778354686e-09,1.1282931575605348e-06,1.3395867429647466e-12,4.290172430412517e-09,1.0963330012276212e-08,1.7296720690218728e-10,3.6408041116080804e-08,6.642727218373451e-12,6.301488862136337e-12,1.1830107489216703e-09,3.76,0.0,0.4495125756754937,0.9953441994266624,0.002438319059281495,7.137103659450976e-05,0.3367265833989182,0.25423782998990874,0.06823782528793448,1.3585272837060922e-05,0.001239947232359917,0.005635454670991697,5.433720159545999e-08,2.664849949223503e-09,2.7503512055730525e-14,0.00023810292775454153,3.3066285117947552e-09,2.8077482836744915e-09,2.2519218558377636e-05,3.859560145618454e-09,3.0331622445343944e-09,3.0730474987032505e-15,4.4636455436213884e-09,1.0599063637664722e-11,3.371725876409017e-10,1.0787612377943746e-09,1.8505643411343248e-16,1.7420576672934158e-15,3.848597411717407e-07,1.4235426967709925e-11,0.0001291231772982878,0.0003118434176817963,0.00010885762883815347,2.805367725111777e-05,0.0008702505893697844,0.0009709923967416373,0.0058484941449784625,4.291406028081722e-05,6.551434074571869e-06,5.000837835778544e-05,0.00018396325880901194,0.0001444410685954609,0.0027840418615895464,0.00010226138164030909,0.0019763516903807134,2.7752531102766603e-08,0.0003762800305947758,1.7462089965586002e-06,1.1302863938855518e-07,2.6792771489215987e-12,5.82581670658039e-09,6.159692615668655e-06,0.0001194578406616603,2.2665987793325904e-06,4.4223251864110874e-13,1.1594192214935872e-08,0.00013257171880810888,0.000702351859378454,2.68716771617305e-08,9.899507092498699e-09,7.963884276904792e-05,1.4525450284542973e-07,1.2419814438106203e-11,6.63478528149565e-08,1.0739465982082116e-11,1.187109614880479e-08,1.0996303457078789e-09,3.4656930536308446e-07,6.23581543298121e-09,1.1970144306055935e-08,3.6997995987538442e-06,2.076347134698985e-06,1.1063555829698494e-11,2.2711463169964843e-12,1.106671902527168e-13,4.5293819564296284e-14,3.8388958727021844e-06,2.355141753095103e-09,8.415891967129066e-11,2.9827373852520894e-12,8.014088458892797e-10,7.542064232054538e-07,6.2670803619986625e-09,1.5121022802955844e-14
5.62207144396706e-06,0.8320406639569985,0.00040737041873113554,0.00010057925864643966,0.00018271378912439648,0.005822891133695909,0.0,0.0,0.0005407942199213949,6.223280614196925e-06,0.0017508383965500563,3.502070528247912e-05,6.550679521490427e-05,4.1767509154036626e-13,5.164966975394506e-10,5.115329199383849e-08,8.023284797831258e-05,0.00013180569044329474,1.796477994975032e-06,1.2870279415949132e-09,4.891363000375428e-10,1.2884532653751346e-13,6.960877120662658e-09,6.098323846186291e-08,6.876848492068285e-09,1.1799079154725094e-06,1.4526984202807558e-12,4.593348426848301e-09,1.1719309024018744e-08,1.8334477641271683e-10,3.741021344079625e-08,7.017772184990627e-12,6.6800113874910855e-12,1.2634756396264677e-09,3.76,0.0,0.4469025768934901,0.995236247699167,0.0025074374034029095,7.385791268816603e-05,0.3392131833381721,0.25583929824850865,0.06881982183905419,1.352138654899965e-05,0.001239812748542363,0.0057365628645781415,5.532373224370918e-08,2.668254704520238e-09,2.766092881567407e-14,0.000244267392032087,3.4302129085889674e-09,2.9121133949350056e-09,2.3542014659817437e-05,4.003569447646652e-09,3.142322087599491e-09,3.1860829417794913e-15,4.629195821258994e-09,1.0992199711210905e-11,3.496791775345066e-10,1.11870338681069e-09,1.9186329650582466e-16,1.8061361753039715e-15,4.034343799424461e-07,1.4348624056167305e-11,0.0001338839349051415,0.0003224269980533031,0.00011010438409272682,2.8380770071596465e-05,0.0008799933489578531,0.0009893845985569066,0.0059860232540952605,4.38414930332691e-05,6.687445091572294e-06,5.118825934111669e-05,0.00018848584385218155,0.00014814710730090254,0.0028630048172881787,0.00010621992259492633,0.0020186381281822475,2.804749153452327e-08,0.0003923166935299134,1.810764280443693e-06,1.1586667524271764e-07,2.7465110775699476e-12,5.889218327275871e-09,6.307724064449612e-06,0.00012316313346549045,2.34242382797347e-06,4.5332552983405344e-13,1.1904964248781464e-08,0.0001361642338872563,0.0007231416207379794,2.7584481461538305e-08,1.0009467796846411e-08,8.365307490916583e-05,1.484039921310711e-07,1.279789573560709e-11,6.827420001286286e-08,1.1089129830597305e-11,1.2507039819525784e-08,1.1383381327113956e-09,3.5653319759678313e-07,6.414018047765765e-09,1.2252119622440414e-08,3.843553446306167e-06,2.169228741355817e-06,1.1469456446385985e-11,2.3579492136118903e-12,1.144152401467327e-13,4.682251983410032e-14,4.0001603923657875e-06,2.4527038001532005e-09,8.779670364010289e-11,3.1261593056819643e-12,8.385429587181806e-10,7.946687751274632e-07,6.458219775752065e-09,1.594576583019362e-14
