Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49),S(879),CFO(51),CH2F(46),CFO3(3228),C2H3F2(66),C2H3F2(64),F(37),CF2CH(73),C2HF2(72),S(234),C2H2F3(67),C2H2F3(68),S(133),S(3636),S(149),CHFCF2(55),CF2(43),CH2F2(41),C2F(235),S(3631),S(3559),S(3935),S(3617),C2H3F2(65),S(3632),S(4348),CHO2(339),S(215),CHF2(82),S(4704),S(2774),S(4610),CHF3(42),S(221),S(3742),S(2509),S(2711),S(5098),S(2834),S(2508),S(2715),S(195),C2HFO(286),S(1948),C2HF3(125),C2HF4(54),S(5101),S(9646),C2FO(289),S(1543),CF2CF2(61),S(4002),C2H2O(907),C2HF4(69),S(8445),CHF(40),CHFO2(314),CHFO2(441),CFO2(341),C2HF5(81),CF3(45),S(3645),S(2562),CF(50),S(5014),CHF2O(364)
0.0,0.7302124168287643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7913717642100286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.824889159364268e-22,0.7302124168287643,8.74868967921683e-27,6.181770590816212e-28,5.1000726174934e-38,3.050874285101797e-26,0.0,0.0,8.125931437336954e-22,1.7575831146474683e-39,9.2024682834783e-54,8.192649196746118e-54,2.565228053362117e-57,2.8387365567539025e-65,7.404812603243215e-45,7.903806385341076e-39,2.8414089361527065e-40,2.1316072323035505e-38,1.4240124824744465e-81,7.497799489753272e-63,1.46625778809143e-91,8.657083629687391e-91,2.9127467353070234e-25,3.2956637349755725e-92,1.1018644514905516e-58,7.191870910058609e-96,2.502104770170976e-98,5.250171462903956e-79,8.596746527500335e-95,1.926211973082583e-95,5.150328896498861e-60,5.714677933652047e-112,3.722514662905212e-113,1.0162468614939408e-112,3.76,0.0,0.7913717642100286,0.9999999999999996,7.6115233037851e-53,5.31282007120502e-56,6.147209739324768e-18,3.8643168189061775e-18,1.1588797418345947e-18,1.1240131785839955e-18,5.678421192776715e-16,1.4165689445301342e-36,1.4685042596589096e-56,3.6931855329791485e-35,2.371833193421061e-43,1.3989104410496563e-37,7.339495576864216e-93,5.591764436812783e-91,1.4684211492421944e-40,5.596865581430697e-93,2.999520488790048e-42,8.635958621643985e-111,4.3937174135341267e-91,3.1556913481358947e-94,5.933322987849303e-112,5.5507501462986975e-111,2.0723387166293702e-75,5.9398134211311664e-93,2.686185168869553e-91,6.063448683969588e-43,2.1316072323038144e-38,8.408988727140582e-44,5.1508684602498125e-55,4.046260871226212e-21,6.367034984860843e-74,8.470703345924359e-26,4.2153229020376566e-24,4.300029935496323e-24,2.795387499979042e-37,2.353398822081992e-38,3.495993028169306e-52,6.226040382847878e-22,1.8999785413857825e-22,4.754636198242831e-36,1.0663402926760899e-47,7.95307791612898e-52,1.8817630242342393e-36,3.5499758479912317e-37,2.549738079230149e-27,7.752816259558595e-62,1.348815272426511e-42,1.797124717508577e-68,1.2619763088623117e-72,7.934999251363463e-39,8.546031109107278e-39,1.2029312810127215e-38,8.648025534154619e-73,6.265387595320584e-46,5.099683839422892e-42,4.046260871226206e-21,1.9094493077052456e-58,5.135735502030764e-38,2.3063466280032084e-51,2.9127467353068677e-25,3.6698573914081977e-41,8.521343309077474e-58,2.6281147896672893e-55,5.355093446590157e-56,7.441131105462027e-73,1.0643827943646961e-57,1.8677176002544574e-52,1.1196009118790184e-57,5.802642265210281e-63,1.5015492621727384e-59,1.488977554893142e-66,3.050874285101742e-26,3.0551128971933002e-55,4.856596030903465e-74,4.941622314594005e-72,2.8626753773411803e-61,1.0548903214703221e-76,1.5069000457232772e-71,2.2525714720068002e-101,3.105908761333876e-118,1.240015092100482e-55,4.3743275815551794e-72,2.5497380791407095e-27,2.4240671753491762e-48,2.910325755677385e-47,1.3746380905753011e-42,1.841475752969097e-75,3.1963175318148607e-44,1.309132496072043e-47,3.946999246091859e-57,5.908097099299948e-36,6.612235152901185e-90,1.2661383457756408e-38
7.90968964621995e-22,0.7302124168287643,2.4496331109239383e-26,1.7308957654701753e-27,3.080443860966054e-37,8.542447998285039e-26,0.0,0.0,2.275260802454346e-21,1.0615802012470705e-38,1.0925170417967375e-52,9.726313126493572e-53,3.045976662464747e-56,3.370148040186106e-64,4.472506812358265e-44,4.773899056746126e-38,1.7162109974366082e-39,1.2874907683121907e-37,3.186314301199464e-80,8.901387554245328e-62,7.004489462881377e-90,4.135592751955516e-89,8.155690858860168e-25,1.644944082595849e-90,1.3081334768098188e-57,3.41919102450686e-94,1.1962459112969158e-96,1.6507379106809454e-77,4.106782550382533e-93,9.20175288848137e-94,6.114470465929064e-59,4.412783292247753e-110,3.0248363756435274e-111,7.862982983638266e-111,3.76,0.0,0.7913717642100286,0.9999999999999984,9.036400466399206e-52,6.307379988536131e-55,1.721218727010935e-17,1.082008709293789e-17,3.2448632771368904e-18,3.147236900034571e-18,1.5899579339761213e-15,8.556076424962395e-36,1.743408257067125e-55,2.230684061917126e-34,1.4325872488256012e-42,8.449419063941695e-37,3.506165111018882e-91,2.6712529726387577e-89,8.869263741428062e-40,2.673689850641254e-91,1.8117103752298706e-41,7.5122615033319e-109,2.098931533054315e-89,1.507511625302087e-92,5.1612884939880406e-110,4.828495418463798e-109,4.6369825759141355e-74,2.8375201490394707e-91,1.2832228893910742e-89,3.662323005823854e-42,1.2874907683125037e-37,5.0790291912066146e-43,6.115132505537588e-54,1.1329530439433414e-20,1.4242850349345273e-72,2.371796936866322e-25,1.1802904125706049e-23,1.2040083819389197e-23,1.6884140499870658e-36,1.421452888537294e-37,4.1505107862931106e-51,1.7432913071973996e-21,5.319939915880041e-22,2.871800263738615e-35,6.440710815667498e-47,9.441899524586392e-51,1.1365848666374658e-35,2.144185412186665e-36,7.139266622135676e-27,9.204143463355312e-61,8.146844245455979e-42,4.020158901596935e-67,2.823034618715723e-71,4.792739547823002e-38,5.161802789900833e-38,7.265704937316109e-38,1.9345589370414834e-71,3.7842952456477565e-45,3.080209039041921e-41,1.1329530439433378e-20,2.2668982181280337e-57,3.1019842432264124e-37,2.738094715344072e-50,8.155690858859232e-25,2.216593864413704e-40,1.0116538776539204e-56,1.6054326750898265e-54,6.357566939788073e-55,2.3385701651094396e-71,1.6084952788439417e-56,1.1281016719259209e-51,1.3291902025826312e-56,8.768952991192064e-62,1.783140199517842e-58,1.7677141532119554e-65,8.542447998284706e-26,3.627030031601083e-54,1.5269499700351871e-72,1.1054211453007881e-70,3.398568207990309e-60,2.35979765553081e-75,3.3708758465199394e-70,9.297734679039586e-100,2.554528412207806e-116,1.472146246607425e-54,9.785197917590911e-71,7.139266621595466e-27,1.4641365739121745e-47,1.7578367564289623e-46,8.302814067077677e-42,4.119397164736375e-74,1.930575789216166e-43,7.907160276275155e-47,4.685877504959276e-56,3.5684906479765915e-35,3.1587440793621297e-88,7.647475608483327e-38
1.8079290619931314e-21,0.7302124168287643,5.599161399901351e-26,3.9563331784138284e-27,1.4831011171671415e-36,1.9525595424651547e-25,0.0,0.0,5.200596119895641e-21,5.111051697394829e-38,1.0726397133210646e-51,9.549351904088676e-52,2.990793662149851e-55,3.308831330575815e-63,2.1533195050221717e-43,2.298426896857358e-37,8.262817186337669e-39,6.198713831551177e-37,6.296446086654946e-79,8.739435085287122e-61,3.6472231227259924e-88,2.1533945647448295e-87,1.8641579105968465e-24,8.337626030900122e-89,1.2843332046581177e-56,1.7672909858620462e-92,6.224758990532068e-95,3.6827054717668325e-76,2.1383887825933684e-91,4.791330623892203e-92,6.003223361776055e-58,4.809429072594156e-108,3.230406603699299e-109,8.570645205570356e-109,3.76,0.0,0.7913717642100286,0.9999999999999964,8.871991563098758e-51,6.192623075000855e-54,3.9342142331678516e-17,2.4731627641003685e-17,7.416830347741581e-18,7.193684342933254e-18,3.634189563367585e-15,4.119382490694206e-35,1.7116885650586338e-54,1.0739783529869156e-33,6.897290926457568e-42,4.068031562575012e-36,1.8256529042756953e-89,1.3909158847696126e-87,4.2701687020039755e-39,1.3921847620988438e-89,8.722605581411296e-41,7.808426080530972e-107,1.0929092977238125e-87,7.849581778997179e-91,5.3647679420787585e-108,5.018854780085766e-107,9.163095366215966e-73,1.477490858818368e-89,6.681714981082391e-88,1.7632508783374117e-41,6.198713831554249e-37,2.4453339218730363e-42,6.003882764001685e-53,2.58960695758479e-20,2.814151822268304e-71,5.421250141444101e-25,2.697806657304527e-23,2.7520191587172916e-23,8.128986849934913e-36,6.843683774610989e-37,4.0750258394488117e-50,3.984665845022598e-21,1.2159862664867955e-21,1.3826482064489336e-34,3.10094074295794e-46,9.270115319072118e-50,5.472166874472942e-35,1.0323329765957917e-35,1.631832370911176e-26,9.036682632163504e-60,3.9223548122160706e-41,7.943217078371995e-66,5.577883199418433e-70,2.307497782295699e-37,2.4851858465284504e-37,3.4981241651839033e-37,3.82239159295326e-70,1.8219764198304095e-44,1.4829880605498644e-40,2.589606957584772e-20,2.2256541131242984e-56,1.493471883990292e-36,2.6882776251943955e-49,1.8641579105963965e-24,1.0671945294261435e-39,9.932477761067917e-56,7.913327940318318e-54,6.241896921333826e-54,5.216716687964775e-70,1.730345821142841e-55,5.431326402122841e-51,1.305006822885751e-55,9.433239477727153e-61,1.750917119955266e-57,1.735552238116121e-64,1.9525595424649938e-25,3.5610395930439737e-53,3.4065212425693584e-71,2.1841259037339495e-69,3.3367344198613526e-59,4.662610910633469e-74,6.660283325992221e-69,3.6785850585008296e-98,2.419439248082659e-114,1.4453620589096294e-53,1.9333904154119258e-69,1.6318323706510886e-26,7.049187345934475e-47,8.463227297507154e-46,3.997447567397261e-41,8.139313844346857e-73,9.29489138251746e-43,3.806957298577526e-46,4.6006223212416085e-55,1.7180746364755592e-34,1.6447514933654936e-86,3.681930309513247e-37
3.841849256735404e-21,0.7302124168287643,1.189821798974778e-25,8.407208004967317e-27,6.47709222421724e-36,4.149189027738465e-25,0.0,0.0,1.1051266754778207e-20,2.2321305556022755e-37,9.48737680424374e-51,8.446293616636328e-51,2.645416736791346e-54,2.926623840599522e-62,9.404112006109012e-43,1.003783410938496e-36,3.6085893489197247e-38,2.7071411850382644e-36,1.1204863846690141e-77,7.729931362019676e-60,1.4555110025810573e-86,8.593632411148016e-86,3.96133556001931e-24,3.2954429670618847e-87,1.1359781749102337e-55,7.035355349034876e-91,2.4835609448843027e-93,6.897299775720747e-75,8.533742151030125e-90,1.9120938456441869e-90,5.309783079169741e-57,3.934452758408218e-106,2.6187092510395124e-107,7.011626146322469e-107,3.76,0.0,0.7913717642100286,0.9999999999999923,7.847176065478954e-50,5.4773049806181e-53,8.360205245481685e-17,5.255470873714474e-17,1.5760764488951362e-17,1.5286579228720753e-17,7.72265282212877e-15,1.7990425595538644e-34,1.5139691515383872e-53,4.690345626848167e-33,3.012228155633468e-41,1.7766162601357403e-35,7.285701489789635e-88,5.550780167497844e-86,1.864894859545452e-38,5.555843923870746e-88,3.809391020773346e-40,6.250401073866404e-105,4.361514108155405e-86,3.1325620290405055e-89,4.2943290953086375e-106,4.017436418490802e-105,1.6306211773766025e-71,5.896278162211344e-88,2.666497047592038e-86,7.700579839283654e-41,2.707141185040981e-36,1.0679415683680937e-41,5.31037004921562e-52,5.50291478486772e-20,5.007636545786347e-70,1.1520156550719687e-24,5.732839146773349e-23,5.848040712273223e-23,3.5501421249691055e-35,2.9888165040405685e-36,3.604326016766469e-49,8.467414920672893e-21,2.5839708162841363e-21,6.038387971767552e-34,1.3542761159497e-45,8.199312962669535e-49,2.3898390407772498e-34,4.508469326948259e-35,3.467643788772405e-26,7.992843451000106e-59,1.7129953959814372e-40,1.4134579517842701e-64,9.925579629194822e-69,1.0077449049223373e-36,1.0853459508566796e-36,1.5277227268850282e-36,6.801765252754465e-69,7.9570598862060355e-44,6.476598476538926e-40,5.502914784867638e-20,1.968565858404162e-55,6.522384087576445e-36,2.3777511103532863e-48,3.9613355600173444e-24,4.660718887135934e-39,8.785164097941412e-55,3.6175015859188086e-53,5.5208871396721005e-53,9.76995756047932e-69,1.5904859219633685e-54,2.372005093591876e-50,1.1542637561098848e-54,8.670772284101394e-60,1.5487535364600906e-56,1.5350763002711918e-63,4.149189027737762e-25,3.1496991925662458e-52,6.380022295805802e-70,3.886535348305332e-68,2.9513038070908865e-58,8.296906272622543e-73,1.185161888456414e-67,1.312942135078584e-96,1.872443209265106e-112,1.2784064302018119e-52,3.4403651071568954e-68,3.467643787636537e-26,3.0785653127131563e-46,3.6961137097075054e-45,1.7457903750350596e-40,1.4483538840080324e-71,4.059323265404711e-42,1.6625982700115196e-45,4.069198342744408e-54,7.503283316101985e-34,6.563771447141746e-85,1.6079956991326694e-36
7.90968964621995e-21,0.7302124168287643,2.449633121700706e-25,1.7308957660739014e-26,2.7040585017955596e-35,8.542447998285119e-25,0.0,0.0,2.2752608024543254e-20,9.31870567386079e-37,7.974711866262862e-50,7.099618712889988e-50,2.223669282324304e-53,2.460003680385448e-61,3.9260316422306676e-42,4.19059814550945e-36,1.506515017953373e-37,1.1301781545787735e-35,1.889919405268191e-76,6.4974730731431515e-59,5.173114066912409e-85,3.054311554109568e-84,8.15569085886745e-24,1.1665080649229925e-85,9.548581038332717e-55,2.4978876625863638e-89,8.826095560768197e-92,1.1913370125282546e-73,3.033024706695214e-88,6.795880360097222e-89,4.463192616507236e-56,2.831667624179496e-104,1.8762605709337177e-105,5.046418406282981e-105,3.76,0.0,0.7913717642100285,0.9999999999999841,6.5960243108734275e-49,4.60400486860032e-52,1.7212187270109352e-16,1.0820087092946472e-16,3.2448632771372504e-17,3.147236900025627e-17,1.5899579339564164e-14,7.510648543904113e-34,1.2725822953530494e-52,1.9581269695537265e-32,1.2575459591416772e-40,7.417023158469278e-35,2.5894524209167416e-86,1.9728342099530668e-84,7.785568933352619e-38,1.9746339483099494e-86,1.5903457631653912e-39,4.44998014780867e-103,1.5501504257270708e-84,1.1133616085046204e-87,3.0573524796920513e-104,2.8602184237592504e-103,2.7503588004837318e-70,2.0956296086212497e-86,9.477148144025999e-85,3.214840501778165e-40,1.1301781545810571e-35,4.458445823321093e-41,4.463687481549198e-51,1.1329530439433706e-19,8.446113955929751e-69,2.3717969369750954e-24,1.1802904125714895e-22,1.204008381938184e-22,1.4821144524850374e-34,1.2477720554646667e-35,3.029657876507854e-48,1.7432913071973072e-20,5.3199399158778496e-21,2.520908112307588e-33,5.653951730028218e-45,6.892016964940284e-48,9.97710755448782e-34,1.8821971946044063e-34,7.139266626358913e-26,6.71846652555551e-58,7.151418574403263e-40,2.3840073613470512e-63,1.674096839720776e-67,4.2071366030655025e-36,4.5311056940491734e-36,6.377941651919294e-36,1.1472190178807063e-67,3.3219243791729752e-43,2.7038523720865764e-39,1.132953043943337e-19,1.65469821910852e-54,2.7229669631743477e-35,1.9986430694941258e-47,8.155690858859247e-24,1.9457583889672172e-38,7.384459770180426e-54,1.645242684237392e-52,4.640638299275455e-52,1.6874861386592707e-67,1.3606941917224607e-53,9.902672387966457e-50,9.70228236618119e-54,7.418028240216332e-59,1.3018552293966572e-55,1.2903241259348507e-62,8.542447998282187e-25,2.6475119549684923e-51,1.1019889516961028e-68,6.555209932868462e-67,2.4807486793190263e-57,1.399397655231443e-71,1.998948796865296e-66,4.4362684804190895e-95,1.3139888390272108e-110,1.0745776570693443e-51,5.802678738412927e-67,7.139266621616888e-26,1.2852404163878645e-45,1.543054715657652e-44,7.288331156270081e-40,2.442865789336737e-70,1.694687555368093e-41,6.941020494174193e-45,3.420406394663534e-53,3.1324730820407754e-33,2.3328671765875647e-83,6.713065509280893e-36
1.604537042518904e-20,0.7302124168287644,4.96925578617913e-25,3.5112456982941303e-26,1.1046961292400123e-34,1.7328965939378567e-24,0.0,0.0,4.6155290564072975e-20,3.806995329650926e-36,6.5381506017385685e-49,5.8206963629346696e-49,1.82311319765141e-52,2.0168596444186197e-60,1.6039120291053694e-41,1.7119960782917832e-35,6.154605412108301e-37,4.6171465295553674e-35,3.1042470543183757e-75,5.3270209862515994e-58,1.7424472894861675e-83,1.0287762497550052e-82,1.6544401456576587e-23,3.92176312147109e-84,7.828503636216797e-54,8.409560763190224e-88,2.972736490660183e-90,1.9794242642817857e-72,1.0216061120164159e-86,2.2890395692438068e-87,3.659194961808371e-55,1.9194008606486765e-102,1.2689714209658697e-103,3.4206592191638235e-103,3.76,0.0,0.7913717642100283,0.9999999999999678,5.407819245062477e-48,3.7746413535495143e-51,3.491615131936468e-16,2.1949319531425614e-16,6.582436933622117e-17,6.384394854316938e-17,3.225343237408706e-14,3.0683449966145732e-33,1.0433398519149492e-51,7.999587591584755e-32,5.137485570191585e-40,3.0300959717514808e-34,8.721988913019801e-85,6.645048955951711e-83,3.1806589461641423e-37,6.651110970614396e-85,6.497081359613895e-39,3.000145397744902e-101,5.221333559648782e-83,3.750108527612011e-86,2.0612455935841997e-102,1.928339196030389e-101,4.5175347976528504e-69,7.058657677834906e-85,3.192164504354983e-83,1.3133672468008595e-39,4.6171465295740907e-35,1.821420594415403e-40,3.6596012715304856e-50,2.298276174856618e-19,1.3872769923887223e-67,4.811359500973389e-24,2.394303408361361e-22,2.442417003358608e-22,6.054921140422001e-34,5.097555984555333e-35,2.483898434722721e-47,3.536390937457179e-20,1.0791878115061409e-20,1.0298732190835453e-32,2.309918182741237e-44,5.650492054871975e-47,4.075973981010538e-33,7.689389685778315e-34,1.4482512308988122e-25,5.508204770372688e-57,2.921587832684942e-39,3.915742390458615e-62,2.749711291706925e-66,1.7187525778360612e-35,1.8511045223574913e-35,2.6055972719161973e-35,1.884312193087922e-66,1.357121456490273e-42,1.104611918713772e-38,2.2982761748564817e-19,1.356621572891941e-53,1.1124208526798708e-34,1.6386083265241425e-46,1.6544401456543074e-23,7.949057904445673e-38,6.054226269884735e-53,7.824645778660402e-52,3.8046756532634745e-51,2.8037577951337377e-66,1.125048270961966e-52,4.045579539321373e-49,7.954517270991063e-53,6.13336919968123e-58,1.0673533257081967e-54,1.0578856769861858e-61,1.7328965939366588e-24,2.170590256619098e-50,1.830970100665391e-67,1.0766951998784192e-65,2.0338676479340055e-56,2.298517361883433e-70,3.2832794373419867e-65,1.4585715288051773e-93,8.799549821170398e-109,8.810036955534882e-51,9.530917356752747e-66,1.4482512289615401e-25,5.250626464643449e-45,6.303881999806291e-44,2.97752108974345e-39,4.0124186546404067e-69,6.923351626611023e-41,2.8356333517920755e-44,2.804255814584949e-52,1.2797174640899442e-32,7.85773914396238e-82,2.7425063024656185e-35
3.231673198312723e-20,0.7302124168287644,1.0008501191242252e-24,7.071945566998147e-26,4.4653583801049934e-34,3.4902001821566024e-24,0.0,0.0,9.296065564313095e-20,1.538848380863299e-35,5.2947638710879315e-48,4.713750828411661e-48,1.4764102295884054e-51,1.6333052307915015e-59,6.483268865082499e-41,6.920161873083839e-35,2.4877899112669e-36,1.8663244491082776e-34,5.03217184507261e-74,4.313959707175098e-57,5.718886473250705e-82,3.376546662011551e-81,3.3321822652046295e-23,1.2860012031262881e-82,6.339725212311164e-53,2.759469131974444e-86,9.756604359614838e-89,3.226961131713686e-71,3.353013329168955e-85,7.512856906778267e-86,2.9633109511987396e-54,1.2638211135657588e-100,8.346282738462664e-102,2.2523261092160276e-101,3.76,0.0,0.791371764210028,0.999999999999935,4.379392231837101e-47,3.056802432311389e-50,7.032407941787532e-16,4.420778440844449e-16,1.32575842465944e-16,1.2858710762836398e-16,6.496113844174129e-14,1.2402741062491885e-32,8.449236624942236e-51,3.233561206807223e-31,2.0766538087625127e-39,1.2248132388568144e-33,2.8626440940726846e-83,2.18097160378606e-81,1.2856732004256677e-36,2.182961217836125e-83,2.626224164980794e-38,1.9701464127624497e-99,1.7136939551516234e-81,1.2308231683945893e-84,1.3535862678699803e-100,1.2663088103981077e-99,7.323168309488142e-68,2.3167221278619406e-83,1.0477003532658668e-81,5.3088404345701745e-39,1.8663244491234399e-34,7.362473263401779e-40,2.9636402264481306e-49,4.628922436683319e-19,2.248835977445966e-66,9.690484629738138e-24,4.822329399947352e-22,4.919234246194258e-22,2.44749593480483e-33,2.0605136318539153e-34,2.011526095161508e-46,7.122590197976269e-20,2.1735754513413047e-20,4.162912214093809e-32,9.337821946824332e-44,4.57591502432632e-46,1.6475738523407633e-32,3.1081742537532334e-33,2.9169003704071336e-25,4.4606870330168995e-56,1.1809525141410233e-38,6.347589666315697e-61,4.4574022599185634e-65,6.947472724481198e-35,7.482460445520098e-35,1.0532240772210533e-34,3.054552473572435e-65,5.485758147899049e-42,4.4650179891953394e-38,4.628922436682765e-19,1.0986273228595354e-52,4.496582947315571e-34,1.3269874826776821e-45,3.3321822651910836e-23,3.21313629962838e-37,4.9028693998066e-52,4.0548187935817566e-51,3.0811249868270646e-50,4.57081190927103e-65,9.148705696176658e-52,1.635299859979931e-48,6.4417743208123065e-52,4.987553972875656e-57,8.643758828202217e-54,8.567032494820696e-61,3.490200182151761e-24,1.7578002661626943e-49,2.9849425418033933e-66,1.745369316941941e-64,1.6470787530484624e-55,3.7259977009408786e-69,5.322337482841408e-64,4.7308929462466136e-92,5.759816701678615e-107,7.134596378286821e-50,1.5450027833945074e-64,2.9169003625763696e-25,2.1223871673661039e-44,2.5481298947144222e-43,1.2035616309547643e-38,6.504306974635359e-68,2.7985294223444193e-40,1.1462083386710393e-43,2.270959063875897e-51,5.172822599041753e-32,2.5789886660588234e-80,1.1085648963521578e-34
6.48594550990036e-20,0.7302124168287647,2.0086992305793584e-24,1.4193345321460408e-25,1.7955009652821685e-33,7.004807358594317e-24,0.0,0.0,1.8657138580124107e-19,6.187641658440487e-35,4.261686597831077e-47,3.794036756919471e-47,1.1883457556078322e-50,1.3146261442840424e-58,2.6068938961719863e-40,2.7825666531939753e-34,1.000329381637724e-35,7.504408526257384e-34,8.104247481680333e-73,3.472250078608989e-56,1.85323917096622e-80,1.0941900256400066e-79,6.687666504319141e-23,4.165518528021669e-81,5.102762394560194e-52,8.941218881704905e-85,3.1616515350339218e-87,5.2115508475153e-70,1.086563873783097e-83,2.434585933259779e-84,2.3851304558964256e-53,8.203575351108497e-99,5.414674500680793e-100,1.4620074951901898e-99,3.76,0.0,0.7913717642100273,0.9999999999998697,3.5249158666994825e-46,2.460380533359584e-49,1.4113993561489654e-15,8.872471416272459e-16,2.6607878872549147e-16,2.580734257962266e-16,1.3037655057148343e-13,4.987087632006279e-32,6.800680702745166e-50,1.3002007394476946e-30,8.350133630191304e-39,4.924920164268107e-33,9.276568425222497e-82,7.067568181561053e-80,5.1696353931500726e-36,7.074015645112253e-82,1.0559931862104397e-37,1.27713248751418e-97,5.5533271727899334e-80,3.988555672863501e-83,8.774520442405095e-99,8.208750935976098e-98,1.1793776568072321e-66,7.507475828488516e-82,3.395135300117624e-80,2.1346614166688887e-38,7.5044085263794195e-34,2.9604181184245776e-39,2.385395579104702e-48,9.290214960337537e-19,3.621681166545299e-65,1.944873489034028e-23,9.678381383144326e-22,9.87286873184477e-22,9.841273508958678e-33,8.285234688911424e-34,1.6190514970994668e-45,1.4294988719011825e-19,4.362350731005439e-20,1.673888692131878e-31,3.755311002873889e-43,3.683094530908083e-45,6.624821997325632e-32,1.249783197185627e-32,5.854198661353688e-25,3.59034899536082e-55,4.748558119176553e-38,1.0222599479808012e-59,7.178510335161191e-64,2.793548226397673e-34,3.008664436088443e-34,4.234967691999153e-34,4.91926355786236e-64,2.2058444487070448e-41,1.7953640968020064e-37,9.290214960335303e-19,8.842708484051142e-52,1.808056226418586e-33,1.068074932836589e-44,6.687666504264671e-23,1.2919879743145573e-36,3.946255833023263e-51,2.347747265425533e-50,2.4799574411122017e-49,7.381856525462514e-64,7.378762578594892e-51,6.575564730110297e-48,5.184900395052011e-51,4.0226429658571718e-56,6.957271011737924e-53,6.895493078409583e-60,7.00480735857485e-24,1.414830579373705e-48,4.8206895030407745e-65,2.81086347817324e-63,1.3257122733429592e-54,6.000606037271828e-68,8.571460460612634e-63,1.5241370635139432e-90,3.7278166338767486e-105,5.74254387550283e-49,2.4881793595417143e-63,5.854198629866534e-25,8.534025454505368e-44,1.024591823575131e-42,4.839468383618971e-38,1.047498861754868e-66,1.1252763723447223e-39,4.608853317722716e-43,1.8278654235537444e-50,2.079969216151427e-31,8.357366141272072e-79,4.4574906917151965e-34
