grid,velocity,T,density,Y_N2,Y_Ne,Y_C3H2F4(1),Y_OH(2),Y_O2(3),Y_H2O(4),Y_H(5),Y_O(6),Y_H2(7),Y_Ar(8),Y_HO2(9),Y_He(10),Y_H2O2(11),Y_CO(12),Y_CO2(13),Y_HCO(14),Y_C(T)(15),Y_CH(16),Y_CH2(T)(17),Y_CH3(18),Y_CH2O(19),Y_HCCO(20),Y_C2H(21),Y_C2H2(22),Y_H2CC(23),Y_CH3OH(24),Y_CH3O(25),Y_CH2CO(26),Y_C2H3(27),Y_C2H4(28),Y_CH4(29),Y_C2H6(30),Y_C2H5(31),Y_CH2OH(32),Y_CH3CO(33),Y_CH2CHO(34),Y_CH3CHO(35),Y_F(36),Y_HF(37),Y_CH2F2(38),Y_CHF3(39),Y_CF2(40),Y_CF4(41),Y_CF3(42),Y_CH2F(43),Y_CHFO(44),Y_CF3O(45),Y_CF2O(46),Y_CFO(47),Y_C2F6(48),Y_C2HF4(49),Y_CHFCF2(50),Y_CH2CHF(51),Y_CH2CF2(52),Y_C2HF(53),Y_CF2CF2(54),Y_C2H2F3(55),Y_C2H2F3(56),Y_C2HF2(57),Y_CF2CH(58),Y_CF3COF(59),Y_CH2CFO(60),Y_CHF2(61),Y_CF3CCH(62),Y_C3HF4(63),Y_C3HF4O(64),Y_C3H3F4(65),Y_C3F4O(66),Y_C3H2F4(67),Y_C3H2F3(68),Y_C3H2F4(69),Y_C3H2F4(70),Y_C3H2F2(71),Y_C2F4(72),Y_C6H4F8(73),Y_C3H2F5(74),Y_S(75),Y_C3H2F4(76),Y_C3H2F4(77),Y_C3H2F4(78),Y_C3HF3(79),Y_C2H2F3(80),Y_O2(81),Y_S(82),Y_S(83),Y_S(84),Y_C3H2F4(85),Y_C3H2F4(86),Y_C5H2F8(87),Y_C6H3F8(88),Y_C4H2F6(89),Y_CF2O2(90),Y_S(91),Y_S(92),Y_C4H2F6(93),Y_C3H2F4(94),Y_C1OO1(95),Y_S(96),Y_S(97),Y_S(98),Y_S(99),Y_S(100),Y_S(101),Y_S(102),Y_CH2O2(103),Y_CHO2(104),Y_S(105),Y_S(106),Y_C2HF3(107),Y_S(108),Y_S(109),Y_S(110),Y_S(111),Y_S(112),Y_S(113),Y_S(114),Y_CF3O2(115),Y_S(116),Y_S(117),Y_S(118),Y_C3HF3(119),Y_S(120),Y_S(121),Y_S(122),Y_S(123),Y_S(124),Y_S(125),Y_S(126),Y_S(127),Y_S(128),Y_C2F(129),Y_C2HF(130),Y_C3HF3(131),Y_C2FO(132),Y_S(133),Y_CF2O2(134),Y_S(135),Y_S(136),Y_CF2O2(137),Y_S(138),Y_C2H2O(139),Y_S(140),Y_S(141),Y_S(142),Y_S(143),Y_S(144),Y_S(145),Y_S(146),Y_S(147),Y_S(148),Y_S(149),Y_S(150),Y_S(151),Y_S(152),Y_S(153),Y_S(154),Y_S(155),Y_S(156),Y_S(157),Y_S(158),Y_S(159),Y_S(160),Y_S(161),Y_S(162),Y_C2FO2(163),Y_S(164),Y_CFO3(165),Y_CHF(166),Y_CF(167),Y_S(168),Y_S(169),Y_C2HF4(170),Y_CHFO2(171),Y_CHFO2(172),Y_CFO2(173),Y_S(174),Y_S(175),Y_CHF2O(176),Y_CHF2O(177),Y_S(178),Y_S(179),Y_C2HF3(180),Y_S(181),Y_S(182),Y_S(183),Y_S(184),Y_S(185),Y_C2H2(186),Y_CH2(187),Y_CHF-2(189),Y_CF2-2(190),Y_CH2CF(197),Y_C2H2F(198),Y_S(242),Y_S(243),Y_C2F4(244),Y_S(270),Y_C2HF3(276),Y_S(313),Y_C3HF2(332),Y_C2F5(343),Y_S(413),Y_C3HF3(735),Y_C2HF(769),Y_S(864),Y_S(876),Y_S(1417),Y_S(1418),Y_S(2172),Y_S(2505),Y_S(3350),Y_S(10985),Y_S(17239),Y_S(17961),Y_S(24652),Y_S(24653),Y_S(25033)
0.0,0.06371008917548854,298.0,1.4243951601922147,0.5713067978549212,2.703231907021801e-22,0.19243723337180213,1.211984291103205e-21,0.1735518538727228,4.0782566750313365e-12,5.921293037039688e-22,9.456233988189475e-20,1.0364280229445872e-09,2.0600718809563376e-68,1.17147453130326e-15,0.0,3.3452208830077347e-16,9.765778992778327e-12,5.937365719508943e-13,7.525123384967431e-29,0.0,0.0,0.0,4.2820313224027545e-18,5.315111893179678e-16,4.537488284125481e-36,0.0,1.518256707713118e-15,0.0,1.614312288825337e-17,1.0561908521315611e-25,8.765861995505776e-16,0.0,1.0034552507110217e-17,3.682474719513051e-14,1.4261268565976208e-19,0.0,2.061230971966159e-32,3.810301758889106e-30,0.0,1.3824733722276816e-20,1.7599980656773766e-20,3.476478039484486e-11,0.06270411381483922,2.4275759521249316e-15,0.0,3.985525058589108e-15,4.4911253460912386e-23,0.0,5.4717754535580343e-17,1.2086863935782486e-20,1.9310534343810975e-15,2.009503957381029e-22,3.389882330496564e-17,0.0,0.0,2.0515905462461176e-15,9.824703925752213e-16,1.2495518683431997e-14,3.174125946428947e-17,0.0,0.0,1.8427747689370824e-14,1.5332886230094763e-20,8.12286152040037e-18,5.6488071984606636e-24,1.1498579942989749e-23,8.287730992612793e-17,1.9006757695578615e-25,2.1856278380576336e-21,4.3397659184852534e-21,4.133408033592752e-20,1.3194983254316438e-19,7.269658142327967e-22,5.5307102362741226e-70,0.0,4.941299092325659e-18,1.6019710926837738e-33,1.912278206539301e-37,3.3672089780445195e-21,8.773959688305008e-29,1.0709956540644365e-17,2.043695575790156e-18,2.0049396416510627e-25,1.2295692949738404e-16,2.5306797068698356e-22,1.3393172219840235e-19,3.099920323672259e-33,1.5533830332806985e-26,2.9560167221562847e-16,0.0,4.8536145036083004e-77,0.0,6.337455537845614e-22,2.3428139525077455e-18,0.0,3.4999841676297242e-34,2.417626821318409e-28,0.0,4.023502042384638e-51,0.0,1.916805131874782e-17,1.8826707889844964e-20,9.62287299637945e-22,7.09177042160976e-23,4.755515986071039e-24,1.6107046852323022e-19,0.0,0.0,4.0311488691961746e-33,5.99883939740402e-27,2.721197462912561e-19,0.0,1.9314335436296358e-24,1.3092420191148363e-17,4.6163620902597303e-23,6.90641393175043e-22,8.305076145071262e-25,2.311624243588954e-21,1.554742163947737e-20,9.309239271342514e-22,1.1393177695846928e-18,7.393462805100435e-24,5.458094985764105e-22,0.0,4.451789667476031e-22,5.839983156692943e-27,1.0601898182545462e-16,2.205412422025149e-19,2.2153420713609164e-22,1.0488640220734153e-29,1.270370583400079e-20,1.0774224728929796e-23,0.0,0.0,2.0641828478432382e-22,2.754022812981943e-19,2.3690605715157646e-20,0.0,1.2451534566249767e-20,2.1227476106083682e-27,4.877352895629206e-23,0.0,3.475808935897082e-25,4.655144875190485e-44,2.6120611967643264e-22,3.502565768542122e-27,3.6719463984567805e-20,2.2024276064442326e-20,1.5224614824875437e-35,2.3205088087296883e-18,9.920106742873911e-17,3.761743922868917e-18,1.437278945089653e-35,4.033802040561622e-42,7.933667259898581e-22,7.162937427842153e-21,6.811187286755274e-73,3.2489361503410935e-34,3.64344443016901e-20,3.853635280404472e-21,3.159546687528011e-40,1.9739033510467468e-33,6.495140782815059e-27,1.368781252048248e-20,0.0,1.4549201671509882e-24,2.6859590946074e-30,3.867922212485753e-37,1.0105608588589193e-42,4.594900355300957e-22,0.0,8.014204224612779e-17,1.9803522513077794e-37,1.0234310296532056e-34,6.562655708407576e-23,0.0,0.0,1.225544096188517e-20,1.709095874794604e-17,9.091908496561273e-18,1.0335465129598599e-22,4.2583325304066693e-44,2.570033167185179e-31,3.2046587930140043e-21,4.432282087204614e-24,9.837642737420462e-21,0.0,3.689268310370119e-23,1.8664839341234192e-21,0.0,4.4372968916350045e-21,0.0,2.956052935323475e-31,4.072106965055541e-19,0.0,5.490167653993907e-25,0.0,0.0,0.0,1.2645222099741253e-50,0.0,0.0,9.196256337993115e-20,0.0,0.0,0.0,2.0551643623709525e-19,0.0,0.0,5.640632244215743e-18,3.877159637183339e-18,7.879210168548762e-21,0.0,0.0,3.147288283437169e-19,5.7913547221860594e-21,7.23536566832284e-37,7.4675944877399515e-22,1.9312735710356236e-22,7.388369111904851e-21
0.008,0.06371009765709486,298.00000504780076,1.424394970565583,0.5713067871122626,2.7032318978823482e-22,0.19243723645465458,6.023147962615985e-20,0.1735518522241343,1.1396886977931733e-10,3.0198480104587355e-28,2.5504189597476025e-24,8.434490265901895e-09,6.499328124665108e-68,3.3215895613639396e-14,0.0,1.3634149821265333e-14,2.7614369383419363e-10,2.2432419615758076e-11,2.8210991243851174e-27,0.0,0.0,0.0,1.1040994940662713e-16,2.012582365884931e-14,1.0830082816899254e-34,0.0,5.30664132958929e-14,0.0,6.228415142878615e-16,4.020481401654294e-24,3.860633920323661e-14,0.0,3.65803159477788e-16,9.54481163493796e-13,5.750498335339121e-18,0.0,7.846155447582531e-31,1.6870226369922168e-28,0.0,8.202764486155743e-19,2.4306719446544016e-26,9.736268585837474e-10,0.06270411438513795,1.1165942091412076e-13,0.0,1.9094773938206547e-13,1.584168314457117e-26,0.0,2.9623364372088316e-15,7.247460283858894e-19,1.1116780735542684e-13,5.930814538877159e-22,2.0247047621584653e-15,6.183026630184551e-26,0.0,9.174514100217233e-14,4.750290088593345e-14,5.238976393377945e-13,1.7236041043661296e-15,0.0,0.0,8.884623696540862e-13,6.034874047529546e-27,5.08455126589958e-16,2.9654576286202703e-22,4.652135386706628e-22,4.75726193662237e-15,1.1956378533060469e-23,1.7814211043481797e-25,7.876688209245259e-26,2.894511651707823e-18,5.829170361637242e-18,1.4496099477445885e-28,3.673278387693208e-69,0.0,2.7374575372358873e-16,9.531303244431418e-32,1.8389202440090673e-35,5.1094324597733833e-26,7.975793740195128e-27,6.72196630560218e-16,1.178070002361715e-16,1.2087151543783336e-23,7.008953747335485e-15,6.390790709196941e-27,5.110294535181824e-18,2.6527361249294323e-31,1.3460032643021513e-24,2.3129034611227692e-14,0.0,3.177771637225405e-76,0.0,2.3654621590381208e-23,1.6455571141994932e-16,0.0,2.865312473813429e-32,1.804820402418919e-26,0.0,2.0436604716273684e-49,0.0,1.7436861136973639e-15,1.712634670459703e-18,3.1877974102392225e-21,5.809404360165975e-21,3.3064770647417634e-22,1.2148858754609223e-17,0.0,0.0,1.6817519324303254e-31,3.5209882494175153e-25,1.960537543050555e-17,0.0,1.2040780876401745e-22,7.566938954112945e-16,4.232621935686703e-21,5.565335167898212e-20,6.64724799976826e-23,1.4698433119969327e-19,1.5286937537315667e-27,6.794037764654722e-20,7.27465532705931e-17,8.911024102005082e-24,5.0788455875603095e-20,0.0,3.567147717815276e-20,4.463142058103374e-25,7.763883872630928e-15,1.5495647628297235e-17,2.3235702830447675e-20,8.199307668922405e-28,9.941322055855587e-19,8.823840291644296e-22,3.544194246916367e-25,0.0,2.0645520605735714e-21,1.7208340297371127e-17,1.2120501416143638e-18,0.0,3.293313818315393e-20,2.0573690865478566e-25,5.687724059094528e-21,0.0,4.0533146179520677e-23,2.0505252488525807e-42,3.199691844041377e-20,4.017263651185319e-25,5.290745212784333e-18,2.155752349964118e-18,1.5375951287124108e-33,1.4627772324030385e-16,1.0377632517787076e-14,2.1557668700536806e-16,1.1919578150105667e-33,2.6496293100957482e-40,7.482367876552266e-20,5.044821705298592e-19,4.980238263891681e-72,2.520983691578372e-32,4.478231190577247e-18,4.41992161211419e-19,4.570204296955376e-38,2.9991332122983447e-31,7.283847401071402e-25,5.889689339352902e-19,0.0,1.5413491292697507e-22,1.7771053700816553e-28,2.486970053000092e-35,7.049868319363341e-41,3.529709768176192e-20,0.0,2.3015003501099175e-15,1.0998761383379227e-35,5.685299814439553e-33,8.02557482508613e-30,0.0,0.0,2.70709303074408e-19,1.1130493528161357e-15,5.468867871021329e-16,6.1539806609898296e-21,0.0,1.978687586803822e-29,3.277797870062292e-21,2.3776058219589607e-22,7.561690992489317e-19,0.0,2.9515011788996886e-21,1.5634241287030793e-19,1.858119981618176e-19,4.185212358601152e-28,0.0,1.1530736376614118e-29,1.4512967798365313e-17,2.226195684393041e-26,2.3224444230328406e-23,9.516404266630805e-51,4.635124341340383e-51,0.0,1.0150568284374401e-48,0.0,0.0,5.0497260109252026e-18,0.0,0.0,0.0,2.0552571982690737e-19,0.0,0.0,4.805657824192039e-16,3.1588183419691207e-16,6.714345708573453e-19,0.0,0.0,2.4158766867762193e-17,3.0707745240367206e-19,5.96517755671729e-35,6.812436305172405e-20,1.8046028038721202e-20,5.812694448389805e-19
0.016,0.06371019109064345,298.0001578449766,1.4243928816377205,0.5713066815109095,2.7032318977622607e-22,0.1924372653176716,1.816369013018122e-18,0.17355182480018402,3.1849048686476995e-09,5.900038626959997e-27,9.457239057093716e-23,6.864020263374299e-08,3.845519259307284e-68,1.001660272700512e-12,0.0,5.556800823475576e-13,7.808424217330116e-09,8.47536589798332e-10,6.80181743673314e-29,0.0,0.0,7.232630585948312e-29,1.8291566294882767e-15,7.620019185574644e-13,1.423279141428655e-31,0.0,1.85478857475374e-12,0.0,2.4036968147370268e-14,7.126815081439344e-22,1.7002977540121172e-12,1.1102489974113016e-34,1.3338669258484607e-14,2.473972310896693e-11,1.8254055066743323e-15,0.0,1.0416501493630204e-27,7.908090318151745e-26,2.949660727343976e-33,3.6708853204752605e-17,2.3634625768592656e-26,2.7267518342053515e-08,0.06270412051950293,5.135928463384586e-12,0.0,9.148117080880385e-12,5.439756292423369e-25,0.0,1.6040509287126912e-13,4.2113996418476035e-17,6.3560687872243385e-12,1.4904497426465298e-20,1.2064799256787348e-13,1.8963467934489913e-24,0.0,4.102751230659777e-12,2.2967859298138325e-12,3.1464060695863446e-11,9.349209446155135e-14,0.0,0.0,1.1463900653440394e-11,2.3191694196926517e-30,3.1392700923672784e-14,4.9796024124609044e-21,1.4020762335873317e-20,2.730834341906604e-13,3.5203898933341855e-22,5.236046697030598e-24,2.360442460211198e-24,1.966978647300274e-16,3.3351111486697317e-16,1.6094667787983307e-32,2.101448816132689e-69,0.0,1.517828881318178e-14,3.534335495636361e-30,1.8389768407530327e-35,7.090212193658738e-31,7.975958307471142e-27,4.2425618043407275e-14,6.790812419276898e-15,7.948601200743497e-22,3.995574555077144e-13,1.6518386568262747e-31,5.11039348391841e-18,9.836691397175672e-30,1.3460625212465063e-24,6.031481295202606e-13,2.187341431876721e-44,4.8842957682855823e-76,9.101213401471755e-39,6.963443869989196e-22,1.1562753082393298e-14,4.428103794252971e-38,1.0624946420663288e-30,6.806053762989289e-25,4.530352980940513e-38,2.080292129191661e-46,0.0,4.67601717402792e-14,5.1646310972888223e-17,1.4715971264634325e-19,1.751909485769129e-19,2.2985481680634106e-20,9.07173801111269e-16,2.4458787148841436e-38,0.0,4.9947167424790604e-30,1.4177036567703514e-28,1.1340424560668109e-15,0.0,7.498292953595687e-21,4.3690936200868804e-14,6.599300577554804e-21,4.4059230711574524e-18,5.387407461904403e-21,1.0562082275316639e-17,2.773606363338784e-31,6.183521711233868e-18,4.6275200098747745e-15,3.454005343702663e-23,4.987542819481977e-18,0.0,1.0937599169654317e-18,1.3459284996507247e-23,2.0334361838581012e-13,1.0888423308512461e-15,5.153639068389189e-19,8.744741444841736e-26,3.9121122380283575e-17,2.660959904527808e-20,1.0435419456177422e-23,0.0,2.758721822946263e-20,1.0750942943211322e-15,6.824859505291602e-17,6.832546640939615e-72,1.3462643095328425e-18,6.056489728996685e-24,1.6761596240129643e-19,1.819133161496618e-35,1.1934367237564214e-21,2.6534780475060044e-39,8.73880598703452e-19,1.1828301416644431e-23,1.4666575488934404e-16,6.010163388374574e-17,4.51937572351266e-32,9.218571599642429e-15,2.8323400802709267e-13,1.2353210017753788e-14,3.5034442077685255e-32,1.9067787652381902e-38,7.3151639283663e-18,3.4928491724007304e-17,0.0,7.729917097867299e-31,1.2130742605917163e-16,1.3025459665975758e-17,1.2669443229008843e-36,8.314083050595049e-30,2.2426739193573364e-22,5.0429597106396334e-17,0.0,4.7252482635035685e-20,1.2788552797121663e-26,1.764881300949718e-32,5.073370211930574e-39,8.918180051859741e-19,3.2063293058428496e-35,6.599461604108151e-14,1.6046774873825997e-32,8.293973226007003e-30,1.636487136190443e-27,0.0,5.334197373811668e-38,3.586633512554638e-18,3.195360493134832e-14,3.2891975769442e-14,1.7263977346411158e-19,1.4390123784197433e-37,1.0732861172402024e-27,7.91291035935421e-21,1.2457321029666992e-20,5.811532873671884e-17,0.0,2.0795477788436416e-19,1.0812971886344055e-17,1.486701697212249e-17,3.985929442682447e-35,1.2357375601736676e-32,2.2006289135244564e-27,7.053471546153066e-16,3.41349417580469e-25,6.108779920268423e-21,7.401273860070276e-48,8.385004105407819e-54,5.0852268540514955e-30,1.2858672513389954e-45,0.0,0.0,2.836228543202149e-16,0.0,1.6896049292464743e-27,1.435841967428968e-41,2.0600508565020495e-19,2.823149773647892e-40,0.0,1.3495123756855021e-14,8.834658471360653e-15,5.597987623216522e-17,1.1013413630372794e-36,1.4446418337878731e-19,1.8544404421609954e-15,2.6455549505427963e-17,6.790354734986488e-32,6.227784811953683e-18,1.821733719245608e-18,3.264788906939402e-17
0.02,0.06371076459427537,298.00191110904126,1.424380059710251,0.5713061664616016,2.7032325961182362e-22,0.19243739622723485,2.1952606837083395e-17,0.1735515775746093,3.575056200566057e-08,8.793321609242389e-26,9.363210433453854e-22,2.5989894261604105e-07,2.7431422044113223e-68,1.2105355114236914e-11,0.0,8.907688084715135e-12,8.862009484946443e-08,1.264083939152697e-08,4.4063317090426134e-27,0.0,7.631949155654343e-48,7.495863375269765e-28,1.5063761278285277e-14,1.1388869441372056e-11,2.953591114960843e-29,4.1970807348155103e-41,2.5695226483692855e-11,0.0,3.65817624834298e-13,6.538282084254419e-20,2.935193135089249e-11,2.1421979139566148e-32,1.9235215727646843e-13,2.589006078162476e-10,3.470476960719497e-14,0.0,2.17272651828363e-25,7.404192344244734e-24,6.821817314402354e-31,6.401075777681388e-16,4.720663800570743e-25,3.066993695039022e-07,0.0627041546085599,9.242541160147895e-11,0.0,1.711904449150709e-10,5.793254289977291e-24,2.3099922507590527e-35,3.3770389902389777e-12,8.425010045522372e-16,1.4149240845322003e-10,2.6156049951197546e-19,2.7904311780762137e-12,2.2919423619161486e-23,1.5047585471408316e-11,7.186691783705262e-11,4.336045523298546e-11,5.770463732458395e-10,1.972896360707997e-12,7.781322178427854e-25,2.216189474055287e-25,2.147785770527788e-11,4.44533163208079e-30,7.597865209080333e-13,1.5016625912654513e-20,1.6941928304922565e-19,6.082663896458548e-12,4.256325391743167e-21,6.336170832148e-23,2.8534402727672726e-23,5.157600983632669e-15,7.442061782617536e-15,1.1451723898629816e-30,1.909767351937965e-69,0.0,3.2694679487067514e-13,3.4993761657406695e-29,1.8396369456145355e-35,2.476986746967786e-31,7.977904014340442e-27,1.0359530100715855e-12,1.5187015355063405e-13,2.0223125702985887e-20,8.840308458198317e-12,1.2188878854445966e-31,5.111530780534853e-18,9.739477620020641e-29,1.346299921129477e-24,4.141960538904096e-12,4.327395309704298e-42,5.1572201094100536e-76,9.060745840457538e-38,8.418930104635618e-21,3.1332822037604283e-13,4.643341378890348e-37,1.0519873682984794e-29,1.9984324574966673e-23,4.814454090649762e-37,3.3090225494395883e-45,0.0,3.2306718371623904e-13,6.240537702495291e-16,3.657808717726709e-18,2.1173405036118838e-18,6.163952365599942e-19,2.6077869137169683e-14,2.4351602377475786e-37,0.0,6.825546891073018e-29,2.5936064553291935e-28,2.5363274599469566e-14,7.682416921346965e-35,1.8071105715758454e-19,9.786590711350766e-13,8.817403076494352e-20,1.3639449421812188e-16,1.795925023808358e-19,2.6020298320739733e-16,2.952505552889151e-30,3.077556458457003e-16,1.1384093414156526e-13,3.612628648124043e-22,2.2758881247212913e-16,0.0,1.2624532611821016e-17,1.6267290370415709e-22,1.4686510347636066e-12,2.950598706457373e-14,1.9934699599834568e-17,2.577929909953844e-24,9.192103766433339e-16,3.2160375639052034e-19,1.261710853004837e-22,0.0,5.207779506221642e-20,2.5990876691410903e-14,1.4947214128870604e-15,1.9070149904876484e-71,3.3090096187871823e-17,7.322518321127691e-23,1.8753342933362974e-18,4.276268753485303e-34,1.442830927753447e-20,3.639029549849053e-37,6.003636765126608e-18,1.430100266490452e-22,1.0054329209632839e-15,5.309561055660899e-16,5.468915932909362e-31,2.247662356496548e-13,1.9474136058849318e-12,2.7469037574234025e-13,4.239313846150957e-31,5.295550300923203e-37,2.642919925153474e-16,9.328128249957756e-16,0.0,8.923179437792123e-30,7.774517482139335e-16,1.4564218346043015e-16,8.68747039424635e-36,5.700504244621566e-29,9.13394005338774e-21,1.6759182841623886e-15,2.430489301485575e-33,1.9245692328154445e-18,3.551012810577051e-25,3.5169463948688494e-30,1.4090016458137983e-37,1.574516966276176e-17,8.948861631613196e-32,7.611161145172076e-13,3.660655047546701e-30,1.8920509414488456e-27,4.176258106013633e-25,0.0,9.25796543061395e-36,6.753032244860213e-18,2.9068283325357447e-13,7.66442055097734e-13,1.349423286411389e-18,1.2595180827883635e-35,2.264944320686972e-26,1.1864641622636732e-19,2.555406981281001e-19,1.7180288052934251e-15,6.50839518361627e-41,6.3837746914148484e-18,3.4687991116922325e-16,4.3965328103187055e-16,7.880875858911059e-42,1.1320024730474011e-30,3.0841822820012056e-25,7.394891915716194e-15,6.210783434456662e-25,4.356138322009846e-19,1.1696282830899938e-46,1.5107214927685112e-51,5.062866271724501e-29,2.2824583895312075e-44,1.327240194382325e-22,0.0,6.195640171076606e-15,0.0,2.0418349198233385e-26,6.270581097260043e-39,2.1534877472037998e-19,2.961327874188339e-39,3.8728209627538723e-47,1.0559857660549057e-13,6.838102880168623e-14,1.791654652632403e-15,1.9135712741582957e-35,4.658773263963609e-18,5.476570854300962e-14,8.807502029958664e-16,1.4625986403793057e-29,2.1816517759806417e-16,7.037510492632947e-17,7.122808572589755e-16
0.022,0.06371340404978044,298.01240658603626,1.4243210519104643,0.5713043199522384,2.703236690743869e-22,0.19243784298703662,1.3935185251775563e-16,0.17355020547695588,2.1655727797663296e-07,1.2697208053516962e-24,5.762191689352749e-21,6.114957805818931e-07,2.4079629648556295e-68,7.680212601858713e-11,0.0,7.533371029510256e-11,5.423129474637473e-07,9.98680437562964e-08,2.0125315228872735e-25,0.0,1.0699828993307099e-45,5.638393376681643e-27,7.973991875220117e-14,9.015465158743092e-11,1.698289086436055e-27,1.9657638852267537e-39,1.8937915658319906e-10,0.0,2.9457013888880606e-12,2.216056395440825e-18,2.66328011701685e-10,1.0415203531238076e-30,1.4721765303700647e-12,1.4700399727241137e-09,2.9411830874831466e-13,2.0849599813239888e-28,1.2510711436159613e-23,2.405861038225723e-22,3.903690191021759e-29,5.863298088700011e-15,4.7763614913542904e-24,1.8613052443662264e-06,0.06270428685263398,8.72488817635871e-10,8.323086299983526e-43,1.6773943232050103e-09,3.610035646100504e-23,2.7433700994076445e-34,3.703886305019022e-11,8.535173688348397e-15,1.6414438752702083e-09,3.7772373300518414e-18,3.3524603501194664e-11,1.4550499160633705e-22,2.793786987881196e-10,6.612126990481268e-10,4.284507143272542e-10,5.062710085650429e-09,2.1694349961110315e-11,9.673275347652672e-23,2.755025103543e-23,2.807640683657586e-11,1.2236644057812595e-29,9.535207881218108e-12,5.468388350864915e-20,1.075519699368893e-18,7.042526922026104e-11,2.7044626803670992e-20,4.0704744136474693e-22,1.8134904334585995e-22,6.989218415972116e-14,8.632120255589468e-14,5.809628573711584e-29,1.3706517626438518e-69,0.0,3.665477335974886e-12,2.1542041322099782e-28,1.8436098071645786e-35,2.5170673979951778e-30,7.989651465025201e-27,1.310450185580899e-11,1.7651909166947322e-12,2.6617525816873217e-19,1.0169587003043485e-10,1.9308535771801257e-30,5.118347115524226e-18,5.995978280665043e-28,1.347737159552202e-24,1.753586926640314e-11,1.964516071325874e-40,5.141669690176741e-76,5.580655040287039e-37,5.348632383630213e-20,4.3832546265354736e-12,2.1343608762931296e-36,6.476164750671266e-29,3.0496735633909603e-22,2.2135328437981073e-36,6.513856709484542e-44,0.0,1.3000693382395873e-12,3.9573643074506154e-15,4.733639223721145e-17,1.3440174142184125e-17,8.536242430452657e-18,3.862955703632713e-13,1.4999936493808353e-36,0.0,7.226388447169417e-28,7.14103056410311e-28,2.947987640854419e-13,1.8567260886055966e-33,2.2572323802873637e-18,1.1392356602085013e-11,1.5144160877333014e-18,2.1715099365310615e-15,3.161669047170972e-18,3.3143552232559592e-15,1.8408273081550858e-29,6.731777861502351e-15,1.4504502178563144e-12,5.183992236659623e-21,4.223506736869473e-15,0.0,7.476931098351514e-17,1.0327942693829083e-21,6.7587397309987346e-12,4.127739259872871e-13,4.0792189034661304e-16,2.6407822323456366e-23,1.3923586900513225e-14,2.0415120953595953e-18,8.017523572220081e-22,0.0,6.294121598402177e-20,3.256043498098352e-13,1.702783434380368e-14,1.9529582528032843e-71,4.2464540726344196e-16,4.652518233379445e-22,1.0671504262075785e-17,5.37541555320707e-33,9.164871620673867e-20,1.650278476409399e-35,2.3625488546482136e-17,9.087404077081951e-22,3.927753314732323e-15,4.287653140606503e-15,3.513425647456115e-30,2.839246734846048e-12,7.693966102282405e-12,3.1752005226801024e-12,2.722635582761496e-30,7.593673792262077e-36,4.8887477074161966e-15,1.286713074120539e-14,0.0,5.288542719270946e-29,2.8218786946790443e-15,8.277580823503465e-16,3.398990910799153e-35,2.229215332278056e-28,1.8894511424221862e-19,2.858804717003432e-14,1.7627968210332526e-31,3.9809007927778475e-17,5.0864464891610326e-24,3.113990305683716e-28,2.020585405228503e-36,2.2724436511202434e-16,4.9467319791111e-29,4.7308728871667234e-12,2.296236063672307e-28,1.186609229321233e-25,2.9133736164900205e-23,2.196044367394827e-20,3.6741032697748475e-34,9.160039471336972e-18,1.420310947029982e-12,9.267607291343572e-12,5.638060265762792e-18,3.525635749032129e-34,2.491069795216357e-25,1.4690071521183534e-18,2.7395791631373965e-18,2.612129646518792e-14,8.288668808798791e-39,1.0094945494967578e-16,5.729824558097431e-15,6.690478560992781e-15,2.0377327193515994e-45,3.787002318819372e-29,1.2228671583470965e-23,3.3960615727257966e-14,7.881390532371322e-25,9.339307979801517e-18,2.25282063124527e-45,1.3855234227210292e-49,3.1175704889050244e-28,2.927414959402464e-43,1.9940625712742325e-21,0.0,7.044842458696609e-14,2.65624657851411e-16,1.2970001931587289e-25,7.2041577216762454e-37,3.0874713887363246e-19,1.3615200986624484e-38,5.128061200876341e-45,4.4051045051104516e-13,2.8337127972476666e-13,2.945893133481465e-14,1.2256318780412317e-34,8.548933894552341e-17,8.326649888208419e-13,1.504916718209296e-14,8.20634428785339e-28,3.915575278821977e-15,1.3080529753424213e-15,8.075263194105061e-15
