grid,velocity,T,density,Y_N2,Y_Ne,Y_C3H2F4(1),Y_OH(2),Y_O2(3),Y_H2O(4),Y_H(5),Y_O(6),Y_H2(7),Y_Ar(8),Y_HO2(8),Y_He(9),Y_H2O2(9),Y_CO(10),Y_CO2(11),Y_HCO(12),Y_C(T)(13),Y_CH(14),Y_CH2(T)(15),Y_CH3(16),Y_CH2O(17),Y_HCCO(18),Y_C2H(19),Y_C2H2(20),Y_H2CC(21),Y_CH2(S)(22),Y_CH3OH(23),Y_CH3O(24),Y_CH2CO(25),Y_C2H3(26),Y_C2H4(27),Y_CH4(28),Y_C2H6(29),Y_C2H5(30),Y_CH2OH(31),Y_CH3CO(32),Y_CH2CHO(33),Y_CH3CHO(34),Y_F(35),Y_HF(36),Y_CH2F2(37),Y_CHF3(38),Y_CF2(39),Y_CF4(40),Y_CF3(41),Y_CH2F(42),Y_CHFO(43),Y_CF3O(44),Y_CF2O(45),Y_CFO(46),Y_C2F6(47),Y_C2HF4(48),Y_CHFCF2(49),Y_CH2CHF(50),Y_CH2CF2(51),Y_C2HF(52),Y_CF2CF2(53),Y_C2H2F3(54),Y_C2H2F3(55),Y_C2HF2(56),Y_CF2CH(57),Y_CF3COF(58),Y_CH2CFO(59),Y_CHF2(60),Y_CF3CCH(61),Y_C3HF4(62),Y_C3HF4O(63),Y_C3H3F4(64),Y_C3F4O(65),Y_C3H2F4(66),Y_C3H2F3(67),Y_C3H2F4(68),Y_C3H2F4(69),Y_C3H2F2(70),Y_C2F4(71),Y_C6H4F8(72),Y_C3H2F5(73),Y_S(74),Y_C3H2F4(75),Y_C3H2F4(76),Y_C3H2F4(77),Y_C3HF3(78),Y_C2H2F3(79),Y_O2(80),Y_S(81),Y_S(82),Y_S(83),Y_C3H2F4(84),Y_C3H2F4(85),Y_C5H2F8(86),Y_C6H3F8(87),Y_C4H2F6(88),Y_CF2O2(89),Y_S(90),Y_S(91),Y_C4H2F6(92),Y_C3H2F4(93),Y_C1OO1(94),Y_S(95),Y_S(96),Y_S(97),Y_S(98),Y_C3H2F4(99),Y_S(100),Y_S(101),Y_CH2O2(102),Y_CHO2(103),Y_S(104),Y_S(105),Y_C2HF3(106),Y_S(107),Y_S(108),Y_S(109),Y_S(110),Y_S(111),Y_S(112),Y_S(113),Y_CF3O2(114),Y_S(115),Y_S(116),Y_S(117),Y_C3HF3(118),Y_S(119),Y_S(120),Y_S(121),Y_S(122),Y_S(123),Y_S(124),Y_S(125),Y_S(126),Y_S(127),Y_C2F(128),Y_C2HF(129),Y_C3HF3(130),Y_C2FO(131),Y_S(132),Y_CF2O2(133),Y_S(134),Y_S(135),Y_CF2O2(136),Y_S(137),Y_C2H2O(138),Y_S(139),Y_S(140),Y_S(141),Y_S(142),Y_S(143),Y_S(144),Y_S(145),Y_S(146),Y_S(147),Y_S(148),Y_S(149),Y_S(150),Y_S(151),Y_S(152),Y_S(153),Y_S(154),Y_S(155),Y_S(156),Y_S(157),Y_S(158),Y_S(159),Y_S(160),Y_S(161),Y_C2FO2(162),Y_S(163),Y_CFO3(164),Y_C3H8(165),Y_C3H7(166),Y_C3H7(167),Y_CH3O2(168),Y_S(169),Y_C2H5O(170),Y_C2H4(171),Y_COO(172),Y_C3H6(173),Y_C4H8(174),Y_C4H7(175),Y_C2H5O(176),Y_C3H6(177),Y_S(178),Y_S(179),Y_S(180),Y_C3H5(181),Y_C3H5(182),Y_C3H5(183),Y_C3H6(184),Y_C4H9(185),Y_C3H3O(186),Y_C3H4(187),Y_S(188),Y_S(189),Y_C3H2O(190),Y_C4H6(191),Y_C4H6(192),Y_C4H5(193),Y_C4H6(194),Y_C2H2O(195),Y_C4H7(196),Y_C4H7(197),Y_C4H8(198),Y_S(199),Y_C3H3(200),Y_S(201),Y_S(202),Y_C3H3O(203),Y_C#CC(204),Y_C4H6(205),Y_S(206),Y_S(207),Y_C4H5(208),Y_S(209),Y_C3H4(210),Y_S(211),Y_S(212),Y_S(213),Y_S(214),Y_S(215),Y_C4H3O(216),Y_C3HO(217),Y_C4H4(218),Y_C4H5(219),Y_C3H3O(220),Y_S(221),Y_S(222),Y_C3H2O(223),Y_C4H6(224),Y_C4H7(225),Y_C4H8(226),Y_S(227),Y_S(228),Y_C4H5(229),Y_C4H6(230),Y_S(231),Y_S(232),Y_C4H4(233),Y_C4H4(234),Y_S(235),Y_C4H3O(236),Y_C4H4O(237),Y_S(238),Y_C4H5(239),Y_C4H5(240),Y_C4H3O(241),Y_C4H3O(242),Y_S(243)
0.0,0.2956809858374383,298.0,1.2411820384520138,0.6956927145538843,1.2009708247203936e-57,0.043041123148110184,7.708336598033568e-21,0.21133786716346856,4.136082124820129e-19,1.622619297540206e-20,0.0,1.442474971767668e-13,1.3233195216941797e-83,1.498043057038081e-20,4.419807617967586e-27,0.0,1.246596065029967e-19,1.4960835540773239e-21,0.0,0.0,1.0202376581413485e-34,8.875785490176402e-21,0.0,7.542547214434846e-22,9.986568478385865e-38,3.44755329251802e-33,0.0,0.0,2.2940879244855603e-36,1.906129844982071e-21,3.4898045020303494e-33,0.0,1.2857598027094293e-20,0.0,1.783067830114274e-20,6.810578188779684e-21,0.0,0.0,8.365705204106783e-36,6.128932704599545e-29,4.966498441472905e-23,2.431831218738243e-20,5.968831559898634e-20,8.550119860060437e-22,0.0,0.0,4.3518116248778877e-20,3.7367985500853165e-20,9.491247226995695e-22,0.0,0.0,0.0,6.432577823213083e-26,0.0,0.0,0.0,0.0,4.895888757084678e-20,3.876186969629617e-21,2.496713557868392e-21,3.656394589556431e-35,1.041139236012512e-35,6.77218372090457e-21,4.523798199938654e-22,1.4062939256947514e-21,0.0,0.0,2.281590158678853e-22,2.5228729944589473e-26,1.9708807349925178e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.349046924883158e-20,0.0,1.974306080859677e-39,0.0,4.9027248481088565e-30,2.2277839334924617e-22,2.877899254351579e-21,0.0,2.849704166444149e-24,8.932027830977303e-22,3.915074552661489e-20,0.0,1.8144234791157095e-26,0.0,0.0,1.3201789681647272e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7398631318942714e-26,2.7240160610077315e-23,0.0,0.0,6.094879458620707e-22,0.0,0.0,3.6800027988869453e-29,2.2744481863221916e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779789201214839e-24,0.0,7.240266693224551e-23,0.0,0.0,3.356048196906066e-24,6.975709901962073e-57,0.0,0.0,0.0,1.1967071775813853e-23,0.0,2.348366202262027e-33,0.0,0.0,4.411280715449918e-20,4.812549066149095e-22,0.0,7.874725914404994e-26,1.7213242854180407e-27,0.0,1.1088514441733242e-20,1.8550323260436686e-35,8.581747574787224e-25,4.07549490729657e-40,1.4039086291048955e-26,0.0,1.788227022347808e-24,1.3331571461500053e-28,2.5995691671150493e-22,2.893572765107711e-22,6.84284777656122e-37,1.8765141643883044e-20,0.0,5.200215708602287e-22,4.043002602812703e-37,0.0,0.0,9.196305542739685e-21,6.1334711433392216e-55,5.970590568205682e-35,1.0896966229261894e-22,6.758297590409127e-23,5.807216938106764e-42,1.397120739247918e-35,0.0,1.627114932872318e-20,0.0,0.0,0.0,4.245360197255541e-27,0.0,2.614751147897936e-24,0.0499282951343929,0.0,0.0,0.0,0.0,5.866871875330882e-28,6.990811070951761e-46,2.860540339127897e-20,1.4553449016006477e-47,1.3654408876486191e-21,1.0499377543173872e-39,8.301764103067641e-22,1.5210515018478903e-19,0.0,0.0,0.0,0.0,0.0,1.7712153822142029e-40,1.8377332578476715e-46,4.6327111982568755e-37,0.0,8.943819032794715e-20,0.0,0.0,0.0,3.8018303783269e-21,3.302189533480555e-26,0.0,0.0,1.6087680731431186e-44,0.0,1.1847898549414805e-40,3.813446922595227e-49,0.0,0.0,0.0,0.0,8.603366103945333e-22,4.245457799471732e-22,5.585034363196815e-21,0.0,0.0,0.0,1.3640807700292146e-20,7.985636534096219e-42,0.0,0.0,5.46199546310812e-22,8.898449662366482e-40,8.767518962335905e-22,3.446655944863589e-20,1.533172529490349e-20,3.615946839745772e-21,0.0,4.632411148225592e-20,3.902458231022566e-24,8.114002467203256e-31,0.0,0.0,2.76478566861953e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.445688140181818e-55,8.034240076903725e-56,0.0,1.3764929580213476e-30,0.0,0.0,0.0,0.0,0.0,3.3006136576229482e-21,5.810889134590722e-35
0.008,0.2956809858565714,298.00000000000057,1.241182038371699,0.6956927145493048,1.665202723160401e-56,0.04304112314844356,0.0,0.21133786716277198,4.8502537387977806e-17,2.2343987656322602e-26,0.0,4.796553804471815e-12,1.3339874814018802e-83,1.822394258017183e-18,4.419807641942577e-27,0.0,1.5191145337950896e-17,2.4248221363926306e-19,0.0,0.0,0.0,1.990160335446171e-27,0.0,1.225591754650206e-19,1.7585816290080127e-35,6.987132494120857e-40,2.245661594702604e-20,0.0,2.4906217713910888e-34,3.817835938508743e-21,5.587232649439322e-31,0.0,8.967882389123413e-27,3.930713573885425e-20,1.866034940893268e-18,9.417178131100043e-21,0.0,0.0,1.5888924669014352e-33,1.1628246715602162e-26,8.893610823095082e-23,7.7960903498401105e-25,6.079641293062996e-18,9.701955401169104e-22,0.0,0.0,4.3884602675031664e-20,2.7334558135316705e-26,8.463170606998148e-28,0.0,0.0,0.0,1.4639048336871706e-23,0.0,0.0,0.0,0.0,4.8978732360228395e-20,0.0,2.498327480282451e-21,8.999090732329865e-33,2.563023233962302e-33,1.396804252093593e-18,9.305048768828983e-28,3.7337445808349047e-19,0.0,0.0,2.2908844469783594e-22,6.721652796750906e-24,5.994209213630841e-26,0.0,0.0,0.0,0.0,0.0,0.0,5.3519293240981023e-20,0.0,8.0159685762479e-37,0.0,1.8928718779916555e-27,2.2279335957324444e-22,2.8779015575847602e-21,0.0,2.8856954303167684e-24,8.93119669790609e-22,6.222911518933589e-18,0.0,6.674165559341107e-24,0.0,0.0,4.5141354310889565e-48,0.0,2.3997226187249184e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8294916801948966e-23,2.724017520142212e-23,0.0,0.0,6.094879713402538e-22,0.0,0.0,6.532577341664395e-27,5.700128199470875e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3032686156791354e-21,0.0,2.256255456176085e-20,0.0,0.0,1.320596812178951e-21,1.931173673544793e-54,0.0,0.0,0.0,1.1970547423013529e-23,0.0,7.8694652833801295e-31,0.0,0.0,5.689508632150788e-26,2.726727891843811e-28,0.0,7.883397877932193e-26,4.167341031476332e-25,0.0,1.1088514449841515e-20,5.507234139368721e-33,4.2169854615060385e-22,1.383704672642089e-37,6.903896048169927e-24,0.0,9.235992713849909e-22,6.448578928650848e-26,1.5807072862185443e-19,1.1998775053079703e-19,2.935339019899194e-34,1.8765509635871572e-20,0.0,5.204530297258091e-22,1.4176131780438079e-34,0.0,0.0,9.180089995020956e-21,2.1944128469633758e-52,0.0,5.649477239984437e-20,3.266556221316758e-20,1.3654290712601083e-39,8.960402748003798e-33,0.0,1.6270768607505008e-20,0.0,0.0,0.0,1.167717952400515e-24,0.0,8.611468593485869e-22,0.04992829513468315,0.0,0.0,0.0,0.0,1.2452458235575164e-25,1.0591076998161801e-43,2.885727984428498e-20,3.627921796943885e-45,1.3656889036890512e-21,2.6868024549831267e-37,8.301733578641998e-22,1.5215406474602127e-19,0.0,0.0,0.0,0.0,0.0,3.7235912795977456e-38,5.306217007128018e-44,1.192990842578099e-34,0.0,8.943997513015482e-20,0.0,0.0,0.0,3.794658989110864e-21,7.268549284801168e-24,0.0,0.0,6.552555077530488e-42,0.0,3.032080710806079e-38,9.54193734222099e-47,0.0,0.0,0.0,0.0,6.124740428305757e-26,4.268658408281124e-22,5.585026510839978e-21,0.0,0.0,0.0,1.3415681519291988e-20,1.74581960783588e-39,0.0,0.0,1.417793196195207e-22,2.700047986581906e-37,8.772161733771396e-22,3.446655961626064e-20,1.5331725026755216e-20,3.6158330647321735e-21,0.0,4.632411149284973e-20,1.3650039051386435e-21,2.813412381361201e-28,0.0,2.24333725016046e-41,7.627029935322247e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736113116161226e-53,0.0,3.8568583900618773e-28,0.0,0.0,0.0,0.0,0.0,3.300609873974894e-21,1.8575352915461298e-32
0.016,0.29568098649284474,298.0000000000746,1.2411820357008099,0.695692714397025,1.6743128090534059e-56,0.043041123159529175,1.3504261779105737e-24,0.21133786713960614,5.787258644259897e-15,2.8460602939527967e-32,0.0,1.5949617785958697e-10,1.2643962419671889e-83,1.3376152210793307e-17,4.419807614685068e-27,0.0,1.8836161156041297e-15,3.498402581863601e-17,0.0,0.0,0.0,2.3001002271995232e-34,0.0,1.8577413364657993e-18,1.0170667473974621e-38,6.7711113350989906e-46,3.434032647908145e-18,0.0,0.0,3.202727923274075e-19,2.7706100795251788e-33,3.9800117165175246e-21,6.221726072513017e-33,7.94423854216231e-18,2.0872817033905518e-16,4.540086566886267e-19,0.0,2.255555540900011e-35,0.0,1.290146145448482e-31,7.573658014798558e-21,2.2756324494927982e-29,7.220759414488695e-16,2.239115012495587e-20,4.2404536131528857e-20,4.4236686899938903e-20,1.1894694271226506e-19,0.0,7.561365553433078e-34,0.0,0.0,0.0,1.3526413365795657e-23,9.624130600615184e-23,1.8061199104497575e-31,0.0,2.4845938226169677e-19,5.306149816040243e-20,0.0,2.87099364589972e-21,5.526635958057054e-32,1.5740358461151617e-32,7.592500551784451e-18,1.9188100531840117e-33,7.493324188635168e-19,0.0,0.0,4.5600475688465065e-22,6.94216208102671e-28,4.988884495902991e-30,5.7632548270985814e-30,0.0,0.0,0.0,5.646607969875775e-52,0.0,6.033864425743842e-20,0.0,8.015968563761443e-37,0.0,1.8928718814523266e-27,2.2680039761241117e-22,2.8784638483964108e-21,0.0,1.1605330562970654e-23,8.994226468661762e-22,6.222911618024395e-18,0.0,6.675072488052042e-24,0.0,0.0,1.1981186792668213e-49,0.0,3.25795741706458e-28,0.0,3.461074287188294e-42,0.0,0.0,5.610383484199488e-43,0.0,0.0,0.0,1.3433025522179372e-22,2.724436034819393e-23,2.5476179615741047e-26,0.0,6.094960081070653e-22,0.0,0.0,0.0,5.789727378766694e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042404413778366e-21,0.0,2.153888178244265e-20,0.0,0.0,2.037997318498715e-21,3.833105415947542e-54,0.0,1.9560782188444974e-30,4.650169086912877e-21,1.2000761449617701e-23,0.0,1.882678317602249e-30,0.0,3.6102200059368006e-27,3.805891042401334e-30,1.5475343389601119e-34,0.0,1.0190165107615561e-25,2.6361925861625934e-28,3.4518283613969525e-45,1.1088517138033692e-20,7.472431837274463e-37,1.5554040382992751e-22,1.384395071934741e-37,8.175746925649884e-28,0.0,9.233351588531113e-22,7.666185348501247e-30,1.5808974726057068e-19,1.199981037489794e-19,2.4971640116822217e-38,1.8865416765309252e-20,6.14724746155438e-21,6.264330446832365e-22,1.199860630554346e-38,0.0,0.0,9.18047404591194e-21,3.1009861838722757e-52,0.0,7.726802206731511e-20,1.2172667889847752e-20,1.3655933669539214e-39,8.961558802790898e-33,0.0,1.6270776021190106e-20,0.0,0.0,0.0,2.3655494868655297e-27,0.0,8.648426891284758e-22,0.049928295144335035,4.239969361364299e-26,4.955086483636487e-26,2.2715244809912403e-20,6.416965399848059e-22,1.303535329481808e-25,5.072539177515218e-50,7.440394610586958e-20,0.0,1.4291986510759626e-21,3.224619164625248e-39,8.690334543850755e-22,1.7484218894028282e-19,0.0,0.0,7.905054307246028e-28,0.0,0.0,3.9163873404669485e-40,3.72198384793709e-50,5.3106853993586736e-37,0.0,8.980101478178849e-20,0.0,0.0,0.0,3.787501168201694e-21,3.0764534242038946e-23,0.0,1.138188527762527e-43,2.5493772331695534e-45,0.0,2.0277638398095735e-39,1.5542424992647375e-52,0.0,0.0,0.0,0.0,4.3659343158539194e-30,9.344368115993605e-22,5.587519636050874e-21,0.0,0.0,0.0,1.3332041234649835e-20,2.1553832963040446e-43,0.0,0.0,0.0,1.7601949883777775e-37,8.77202731416159e-22,3.446664018337212e-20,1.5331861768231183e-20,3.626536701198709e-21,0.0,4.632411270069436e-20,1.3651012654257315e-21,1.5860239613340843e-28,0.0,3.14130080890819e-42,9.34091929352922e-44,0.0,0.0,0.0,0.0,6.292635724566524e-42,0.0,0.0,2.3570820881823564e-65,1.9796426381049485e-53,0.0,4.249574689324846e-28,0.0,0.0,0.0,0.0,0.0,3.3006061179412023e-21,2.0466830138796952e-32
0.02,0.2956809945089033,298.0000000034393,1.2411820020517488,0.6956927124789583,1.6744090627844819e-56,0.04304112329915515,5.140089888076641e-23,0.21133786684771072,2.6330369839224267e-13,8.478866830412054e-35,3.901035312186178e-27,2.107874769917645e-09,0.0,5.044406920758801e-16,4.419806658800023e-27,1.802633522523352e-17,8.749870826858747e-14,2.151618137433067e-15,6.605783364937786e-33,0.0,0.0,4.2606666033955387e-35,8.670204259737363e-30,1.0188987359942778e-16,3.2484549115716076e-39,6.955635634932558e-46,1.9705439591992774e-16,0.0,4.613769892781101e-41,2.000401188741226e-17,1.3603180959501975e-34,1.6492526539078055e-18,0.0,4.748410217066581e-16,8.91705638053702e-15,2.89462854490859e-17,1.31338993302057e-37,2.420081249314742e-35,0.0,0.0,5.434542655567688e-19,0.0,3.288300212039211e-14,1.5189599716081124e-18,3.5788457456068916e-18,2.739589411965679e-18,5.893570798726061e-18,3.768677385565112e-30,1.4650666966208827e-39,8.919254709789895e-20,0.0,8.4530808261229175e-19,1.359591340679109e-23,1.1164349214314125e-20,7.930949699071589e-30,0.0,2.7098304105795025e-17,3.6986593427111024e-19,5.8517770869744605e-18,3.5186435931014294e-20,9.689317240763595e-32,2.759605079305723e-32,1.245376353801282e-17,2.8857155901613374e-36,9.477719389581751e-19,9.076234590930262e-28,0.0,2.1258881550917864e-20,7.147182920723276e-27,5.064710258238106e-29,2.1765305626146894e-28,0.0,1.3050107427864362e-21,0.0,1.059254337460789e-53,3.2347521658474857e-59,6.661903926409558e-19,0.0,8.01596840409144e-37,0.0,1.8928718345834186e-27,6.29616267802306e-22,2.9300154333903635e-21,0.0,8.0489247744051275e-22,1.529756311849878e-21,6.222911612103954e-18,8.0217709258544e-35,6.67507244562315e-24,4.946117343181624e-18,0.0,2.2217167501121856e-51,0.0,2.5965827209331526e-27,0.0,2.143452153992788e-40,8.69861204171917e-36,0.0,3.474524252535431e-41,0.0,0.0,4.540691528493266e-19,5.0623285569567e-21,2.7679044096305307e-23,9.696913291045813e-25,0.0,6.104484535028999e-22,0.0,0.0,0.0,1.421537478931597e-21,0.0,0.0,0.0,4.0895447927582434e-19,0.0,0.0,0.0,1.4036487426528534e-21,3.5211733028170528e-37,2.1893704771676624e-20,1.546547304432503e-21,0.0,2.3412978620126566e-21,1.7804627280432806e-52,0.0,7.4453631089636e-29,1.2289467847069625e-19,1.3696030267457277e-23,0.0,2.538212268320246e-30,0.0,1.3741463245722738e-25,3.891344009422763e-29,1.7684193420901002e-40,0.0,2.4064674380430298e-24,3.3483498222296122e-31,2.137725600415653e-43,1.1088793514593482e-20,5.956468892969357e-36,8.486653104450859e-23,1.424116111003026e-37,4.740162631863885e-27,0.0,9.235109123564988e-22,4.42754509347623e-29,1.5815050725543758e-19,1.200603853245327e-19,2.4855644448137543e-37,2.901198600313919e-20,1.687108795369774e-19,1.0401705084085513e-20,1.1989480410031813e-37,0.0,0.0,9.223484092273808e-21,1.9202869071944775e-50,0.0,8.29266231668152e-20,6.641296451791379e-21,1.3661182230691187e-39,8.965003057833837e-33,0.0,1.627182648738275e-20,0.0,0.0,0.0,7.550631358979087e-30,0.0,8.695977331511122e-22,0.04992829526590513,1.6182524435452024e-24,1.927841841808206e-24,4.736170603356241e-18,8.340274110678964e-20,5.95257836274347e-25,4.90158013265482e-56,3.16905336604851e-18,0.0,7.535765692145783e-21,7.677623492305743e-39,3.96843080773985e-21,2.0384147145276457e-18,2.886349735111221e-18,1.6617155332034231e-19,3.0757604366562064e-26,0.0,0.0,5.687467047426114e-40,3.7711106112135367e-53,4.730220450159939e-39,0.0,1.190441389040711e-19,0.0,0.0,0.0,3.783931470511056e-21,1.596445791136183e-21,0.0,1.1342723640340865e-43,3.8653614727964066e-48,0.0,3.770905257802328e-38,4.996935155602639e-56,0.0,0.0,0.0,0.0,6.256372483303272e-34,4.263930034239124e-20,5.827284011484581e-21,0.0,0.0,0.0,1.3651030449202347e-20,5.353937984409351e-47,0.0,0.0,4.894733338874529e-23,1.2196373237246972e-37,8.771960169355024e-22,3.447592120130573e-20,1.5345145378509808e-20,4.642853145168487e-21,0.0,4.632423006917961e-20,1.3651415149222807e-21,1.5859808581965588e-28,0.0,1.450201509307332e-47,2.2296976348669166e-43,0.0,0.0,0.0,0.0,1.4548812295087675e-45,0.0,0.0,1.3976266842222784e-69,2.534429420677764e-53,0.0,4.292465881595575e-28,0.0,0.0,0.0,0.0,0.0,3.3006070539249914e-21,2.0673410343800517e-32
0.022,0.2956810470481798,298.00000008076836,1.2411817815073307,0.6956926999173281,1.6744777593689152e-56,0.04304112421348699,1.2106987029749006e-21,0.21133786493340567,6.105496572987412e-12,9.841445201088849e-32,9.274438194034927e-26,1.4864486993595342e-08,0.0,1.1887787988273249e-14,4.419799946833022e-27,6.499700419851713e-16,2.0704328731261493e-12,6.715891876266144e-14,5.622615096288416e-32,0.0,0.0,1.0129412518407607e-33,2.8068432970267967e-28,3.179289350875224e-15,7.378851768353695e-39,7.246368995728883e-46,5.739818745586474e-15,0.0,1.0968887633785427e-39,6.370967793917171e-16,1.0661570742017845e-31,6.039012479069666e-17,0.0,1.4379959750554027e-14,1.943925170940092e-13,9.4905346873511e-16,2.0054947019164173e-35,7.184747604404353e-35,1.2057063844491571e-34,0.0,1.98610397609558e-17,1.5437700211856589e-29,7.632211533175713e-13,5.4171781786149444e-17,1.3433407993185187e-16,8.092186901737675e-17,2.2946115491505647e-16,8.937400750872422e-29,4.797992658570671e-40,4.0617316923229264e-18,5.181655364951657e-21,4.219027742505025e-17,1.8166483748255572e-23,5.402027150184914e-19,1.8680692308829163e-28,0.0,1.0013154164156067e-15,1.274149985271593e-17,3.4729928353051925e-16,1.4443689510759902e-18,1.2327192522087953e-31,3.5108957887731416e-32,1.540737352411279e-17,3.560273572973578e-36,1.5472906090513716e-18,1.3398078204246298e-25,0.0,9.80026401385765e-19,1.686779806875542e-25,1.194622268523368e-27,5.12927341796452e-27,5.335088472745532e-21,8.249936565005566e-20,0.0,3.0131683292171077e-55,2.861649138090474e-59,2.7730505040569118e-17,8.818877288050917e-33,8.015967449898171e-37,0.0,1.8928715424833343e-27,2.097727572523108e-20,5.306065845300162e-21,2.433983754737439e-41,3.708870469516524e-20,3.09497453815979e-20,6.22291161720254e-18,1.9071196257278825e-33,6.675071396517562e-24,8.103336410524839e-17,0.0,7.874354012644295e-53,1.1273870937019887e-42,6.127814565501867e-26,1.0239150806359388e-21,6.331318188253076e-39,2.0680338234383755e-34,0.0,1.0263028898517227e-39,0.0,0.0,6.861899247151819e-18,1.1915215502572427e-19,5.036161057218106e-23,2.28400530008037e-23,0.0,6.6712522199981e-22,3.057406189489267e-42,0.0,0.0,4.1253527308859206e-20,3.2746372096579904e-20,0.0,0.0,2.0017563736957693e-17,0.0,0.0,0.0,6.518821615745776e-21,8.353506544098974e-36,7.272334156841713e-20,1.6375543222124444e-19,0.0,4.870766487019812e-21,8.206945839161623e-51,0.0,1.753681422532794e-27,1.8213870732548385e-18,1.078913353072602e-22,0.0,3.6601178963189345e-30,0.0,3.2366586036641874e-24,9.183809170856558e-28,4.063767981134933e-46,0.0,1.1810149432533133e-22,8.541212218387887e-34,6.314400008501624e-42,1.1103075893137736e-20,1.4056990341479513e-34,6.58982300037718e-23,2.5770592072014285e-37,1.1144812600884046e-25,0.0,9.281155528313737e-22,1.0409797073566336e-27,1.5892709614841583e-19,1.2099712513804915e-19,5.8505467864928926e-36,5.468514348566594e-19,2.300632143488756e-18,4.636661433568165e-19,2.8253583299486808e-36,0.0,0.0,1.1603782710415327e-20,5.672132431303638e-49,0.0,8.516744179565707e-20,5.148556183110724e-21,1.3728264851316623e-39,9.009024046015144e-33,0.0,1.634443550633089e-20,0.0,0.0,0.0,4.468704189537169e-32,0.0,1.1607871720872812e-21,0.04992829606205173,3.811820396697882e-23,4.542392923186517e-23,1.6427554254549999e-16,3.250214496883359e-18,1.9221174068042055e-23,9.66124049330437e-62,1.090753073098735e-16,1.1265752189540653e-50,3.0264068483991597e-19,6.485840053160615e-38,1.2814262100114072e-19,7.912621391376566e-17,4.249820716428689e-17,2.4192233681535472e-18,7.246796346232101e-25,0.0,0.0,1.264941435439573e-39,9.872739690531681e-51,3.133109750549044e-39,0.0,1.31113059803146e-18,0.0,0.0,0.0,3.782450793588474e-21,7.666612881407476e-20,0.0,1.1338291637012316e-43,4.877414028707214e-46,8.866827708929216e-30,2.0035840097292007e-35,2.234572630823153e-56,0.0,0.0,0.0,0.0,1.80734837331857e-37,1.766417839657854e-18,1.738710611374366e-20,0.0,0.0,0.0,3.243035918066108e-20,2.8377056587475154e-50,0.0,0.0,6.995458607042017e-21,8.503496158792991e-38,8.771938202879361e-22,3.50121385857044e-20,1.5977224250550563e-20,5.314645803456046e-20,0.0,4.6330065553733256e-20,1.3677936263691972e-21,1.5890619957798955e-28,0.0,0.0,2.2258777088941682e-42,2.619574534148067e-20,3.730098173074835e-23,0.0,0.0,4.924931812921401e-49,0.0,0.0,1.5961226170479633e-68,2.9011721695653437e-52,0.0,6.132742247709786e-28,2.3635803250028783e-26,0.0,0.0,0.0,7.703067818349972e-29,3.300761120378907e-21,2.953684185738242e-32
