2-BTP,CH4,N2,O2,P(atm),Su (cm/s),Su(cm/s),T,T(K),True_Su(m/s),agent,agent_volume_frac,error,index,mech,percent_error,phi
,0.1119402985074627,0.7014925373134329,0.1865671641791045,1,38.19671607609466,37.00314997852096,2147.202049645695,300,0.3819671607609466,2-BTP,0.0,1.2438834745859464,7,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,3.256519414150444,1.2
,0.10357815442561207,0.7080979284369114,0.18832391713747645,1,40.14344760016297,39.270405629265184,2223.249257208081,300,0.40143447600162974,2-BTP,0.0,0.9002675198133985,6,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.2426263154581263,1.1
,0.09505703422053233,0.714828897338403,0.19011406844106465,1,37.43398569007991,36.79523947074465,2235.5285305805032,300,0.3743398569007991,2-BTP,0.0,0.6527012273596399,5,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7436060182408177,1
,0.08637236084452976,0.7216890595009597,0.19193857965451058,1,31.260810333502036,30.80785678672115,2142.3639665618934,300,0.31260810333502037,2-BTP,0.0,0.4924086530320942,4,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5751627925792524,0.9
,0.07751937984496125,0.7286821705426356,0.1937984496124031,1,23.383257435653242,23.02423472387118,2002.9521926794425,300,0.2338325743565324,2-BTP,0.0,0.3731703125608093,3,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5958867732081843,0.8
0.002499999999999999,0.10331920903954801,0.7063276836158191,0.18785310734463276,1,35.09733399237944,34.38346377668381,2195.3560356474436,300,0.3509733399237944,2-BTP,0.0025,0.7436931222225195,14,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.118944767668094,1.1
0.0025,0.09481939163498099,0.713041825095057,0.18963878326996197,1,34.00499476217264,33.42490328097824,2241.0846776794856,300,0.34004994762172647,2-BTP,0.0025,0.6067238416605595,13,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7842197768413792,1
0.0024999999999999996,0.08615642994241841,0.7198848368522072,0.19145873320537427,1,29.28849013702456,28.84799961870017,2179.03162371757,300,0.2928849013702456,2-BTP,0.0025,0.44954469887180687,12,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.534885194725427,0.9
0.0025,0.11166044776119403,0.6997388059701493,0.18610074626865675,1,31.43443722192923,30.60346453825991,2118.1230415198293,300,0.3143443722192923,2-BTP,0.0025,0.8554824090301391,15,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.721481549010647,1.2
,0.0684931506849315,0.7358121330724071,0.19569471624266147,1,14.784697513524787,14.575516686728825,1843.1350936873794,300,0.14784697513524786,2-BTP,0.0,0.21706229694236392,2,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.46815514313904,0.7
,0.05928853754940712,0.7430830039525691,0.1976284584980237,1,7.11086192929821,6.963805692341805,1667.8066541114777,300,0.0711086192929821,2-BTP,0.0,0.1511349867892031,1,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.1254102286320022,0.6
0.004999999999999999,0.10306026365348399,0.7045574387947269,0.18738229755178906,1,30.186525271928428,29.458425827306673,2162.29338576952,300,0.30186525271928427,2-BTP,0.005,0.7580459028697408,22,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.511206228742981,1.1
0.004999999999999999,0.0859404990403071,0.7180806142034548,0.190978886756238,1,27.50817873787585,27.017167672520465,2207.0541821657735,300,0.2750817873787585,2-BTP,0.005,0.5012820406792359,20,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.8223018159650954,0.9
0.002499999999999999,0.07732558139534883,0.726860465116279,0.19331395348837208,1,22.036641980299226,21.742735004129234,2050.233983039708,300,0.22036641980299226,2-BTP,0.0025,0.30164389152396437,11,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3688287525551044,0.8
0.004999999999999999,0.09458174904942965,0.7112547528517109,0.1891634980988593,1,30.941665969223152,30.342961877708753,2229.0087309521864,300,0.30941665969223153,2-BTP,0.005,0.632758964938234,21,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.045006127231877,1
0.0075,0.11110074626865672,0.6962313432835822,0.1851679104477612,1,18.897680278376132,18.388174320221147,2053.8876130210683,300,0.18897680278376133,2-BTP,0.0075,0.5511321335937713,31,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.916400984010773,1.2
0.0024999999999999996,0.06832191780821918,0.7339726027397261,0.1952054794520548,1,14.028674048335905,13.836010153912717,1895.2336558273335,300,0.14028674048335904,2-BTP,0.0025,0.19758520873368624,10,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4084382319590925,0.7
0.007499999999999999,0.10280131826741998,0.7027871939736346,0.1869114877589454,1,25.326878118111253,24.75345245956445,2131.5120225469227,300,0.2532687811811125,2-BTP,0.0075,0.6260566122713548,30,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.4719059702177097,1.1
0.007500000000000001,0.09434410646387834,0.7094676806083651,0.18868821292775667,1,27.99922939195401,27.38591008095248,2204.943966268943,300,0.2799922939195401,2-BTP,0.0075,0.648179886492512,29,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.3149918785935446,1
0.007499999999999999,0.08572456813819578,0.7162763915547025,0.1904990403071017,1,26.03182207363038,25.54271720577596,2225.011513164893,300,0.2603182207363038,2-BTP,0.0075,0.49815231064127513,28,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.9136282863038296,0.9
0.0075,0.07693798449612403,0.7232170542635659,0.19234496124031006,1,20.879103169675382,20.564109139757004,2133.6510804489144,300,0.20879103169675384,2-BTP,0.0075,0.3205166664794738,27,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5351074415159234,0.8
0.004999999999999999,0.07713178294573643,0.7250387596899225,0.19282945736434107,1,21.391155005223368,21.076770524358416,2094.2182315863024,300,0.21391155005223367,2-BTP,0.005,0.3237746503305427,19,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5135912495210393,0.8
0.009999999999999998,0.07674418604651162,0.7213953488372091,0.19186046511627905,1,20.311080204839442,20.08016474694244,2168.380403087255,300,0.2031108020483944,2-BTP,0.01,0.3068004022033713,35,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.510507560943367,0.8
0.01,0.08550863723608446,0.7144721689059501,0.19001919385796548,1,24.26917655554597,23.91117069869504,2227.438564100384,300,0.2426917655554597,2-BTP,0.01,0.43367184823712,36,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7869244440352374,0.9
0.010000000000000002,0.09410646387832701,0.707680608365019,0.18821292775665402,1,24.75799021864515,24.194652206268795,2177.083201328322,300,0.2475799021864515,2-BTP,0.01,0.6065152823929589,37,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.4497759189523975,1
0.005,0.11138059701492536,0.6979850746268657,0.18563432835820895,1,24.85604021527424,24.0355028879259,2084.8028921352347,300,0.24856040215274242,2-BTP,0.005,0.8618196390010648,23,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,3.467244305758202,1.2
0.005,0.06815068493150685,0.7321330724070451,0.19471624266144816,1,13.979599264391698,13.744372442927622,1945.856235749827,300,0.13979599264391698,2-BTP,0.005,0.2434496135019808,18,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7414634632774229,0.7
0.007499999999999997,0.06797945205479451,0.7302935420743639,0.1942270058708415,1,14.207647436704749,14.017009700302498,1993.5591508153595,300,0.14207647436704748,2-BTP,0.0075,0.20065993693683878,26,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4123375304094599,0.7
0.009999999999999998,0.10254237288135594,0.7010169491525423,0.1864406779661017,1,20.504627466213144,19.97252710451121,2100.7865813303915,300,0.20504627466213143,2-BTP,0.01,0.6166308141426097,38,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,3.007276358269243,1.1
0.007500000000000001,0.05884387351778656,0.7375098814229248,0.19614624505928854,1,7.660534510822068,7.55212361156119,1831.6314923032319,300,0.07660534510822069,2-BTP,0.0075,0.11314594432127799,25,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4769980366439996,0.6
0.015,0.09363117870722434,0.704106463878327,0.1872623574144487,1,17.00683089655361,16.68027792278215,2117.4164546753245,300,0.1700683089655361,2-BTP,0.015,0.3701172858873868,45,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.1762860355269957,1
0.01,0.11082089552238807,0.6944776119402986,0.18470149253731344,1,14.48614500022424,13.937416310590622,2025.006606278662,300,0.1448614500022424,2-BTP,0.01,0.5619670435284713,39,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,3.879341560641373,1.2
0.015000000000000001,0.0850767754318618,0.7108637236084452,0.1890595009596929,1,19.812803400157335,19.49131142883683,2189.2001475125917,300,0.19812803400157336,2-BTP,0.015,0.3473204402367223,44,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.753010077483352,0.9
