2-BTP,CH4,N2,O2,P(atm),Su (cm/s),Su(cm/s),T,T(K),True_Su(m/s),agent,agent_volume_frac,error,index,mech,percent_error,phi
0.015000000000000001,0.07635658914728682,0.7177519379844961,0.19089147286821706,1,18.562081117114698,18.317823682173128,2213.0607054941565,300,0.18562081117114698,2-BTP,0.015,0.272391658568351,43,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.467462925357002,0.8
0.015,0.11026119402985074,0.6909701492537312,0.1837686567164179,1,8.883388481537597,8.653369752276529,1967.0562636292086,300,0.08883388481537598,2-BTP,0.015,0.2514371458466377,47,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.830419342452501,1.2
0.014999999999999996,0.10202448210922788,0.6974764595103577,0.1854990583804143,1,12.477811943926868,12.133192134917469,2041.8384883240064,300,0.12477811943926868,2-BTP,0.015,0.35229079051491086,46,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.8233378744450133,1.1
0.015,0.06746575342465755,0.724774951076321,0.19275929549902157,1,14.489577792478354,14.32099578887645,2120.3455454986606,300,0.14489577792478353,2-BTP,0.015,0.192116583603877,42,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.325894973306994,0.7
0.01,0.058695652173913045,0.7356521739130435,0.1956521739130435,1,8.337975537907747,8.224349259468418,1881.905641412506,300,0.08337975537907746,2-BTP,0.01,0.12061620268220552,33,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4465885889666668,0.6
,0.0499001996007984,0.7504990019960079,0.1996007984031936,1,1.8652946985467267,1.8002484659827573,1481.0231933259852,300,0.018652946985467267,2-BTP,0.0,0.06803815923849628,0,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,3.6475822984703496,0.5
0.02,0.07596899224806201,0.7141085271317829,0.18992248062015502,1,15.31531432013797,15.083052205817395,2197.833323530623,300,0.1531531432013797,2-BTP,0.02,0.25557802041206573,51,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.6687742417144418,0.8
0.020000000000000004,0.10970149253731344,0.6874626865671642,0.18283582089552242,1,6.358668705860632,6.226591628204361,1912.5746032566874,300,0.06358668705860632,2-BTP,0.02,0.13958093792437246,55,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.195128326086938,1.2
0.02,0.10150659133709983,0.6939359698681732,0.18455743879472694,1,8.236720651599247,8.089727366273046,1985.2763168900167,300,0.08236720651599247,2-BTP,0.02,0.15594593449351787,54,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.8933012431742393,1.1
0.02,0.08464491362763917,0.7072552783109404,0.18809980806142035,1,13.998790496453847,13.742134280187754,2133.3244515127917,300,0.13998790496453847,2-BTP,0.02,0.2831330259653165,52,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.022553491582286,0.9
0.02,0.06712328767123289,0.721095890410959,0.19178082191780826,1,13.491141839223664,13.329668391058785,2182.08172877699,300,0.13491141839223664,2-BTP,0.02,0.1839026023502084,50,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3631359342434348,0.7
0.01,0.06780821917808219,0.728454011741683,0.19373776908023485,1,14.510119532888153,14.28581566584578,2039.0806496887196,300,0.14510119532888152,2-BTP,0.01,0.23508718478677326,34,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.6201602216572544,0.7
0.024999999999999998,0.05780632411067193,0.7245059288537549,0.19268774703557312,1,9.671622144320622,9.55357223356299,2134.8768814476675,300,0.09671622144320623,2-BTP,0.025,0.1289172516947734,57,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3329434273905776,0.6
0.02,0.09315589353612166,0.7005323193916349,0.18631178707224333,1,10.996771514717754,10.750489902901121,2060.0079172549727,300,0.10996771514717753,2-BTP,0.02,0.2556518211655807,53,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,2.3247897878338555,1
0.015000000000000001,0.05839920948616601,0.7319367588932807,0.19466403162055337,1,9.423022696204702,9.296321454230204,1976.3334214903828,300,0.09423022696204703,2-BTP,0.015,0.12805715129943906,41,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3589816710408271,0.6
0.025000000000000005,0.10098870056497178,0.6903954802259887,0.18361581920903958,1,6.173400348556036,6.06577477101045,1931.7016938955076,300,0.06173400348556036,2-BTP,0.025,0.11472681678206778,62,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.8584055837056233,1.1
0.020000000000000004,0.05810276679841898,0.7282213438735179,0.19367588932806326,1,9.913365080723429,9.77949106924583,2062.247676019782,300,0.09913365080723428,2-BTP,0.02,0.13778813817264368,49,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3899229681409915,0.6
0.025000000000000005,0.06678082191780822,0.717416829745597,0.19080234833659493,1,11.572265872291862,11.414193093567336,2198.3160143292334,300,0.11572265872291862,2-BTP,0.025,0.17923056929107084,58,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5487940846590196,0.7
0.024999999999999998,0.10914179104477612,0.683955223880597,0.18190298507462685,1,4.945530506699277,4.864716328126171,1860.5107075839448,300,0.04945530506699277,2-BTP,0.025,0.08625742187170385,63,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7441490201073164,1.2
0.025,0.09268060836501901,0.6969581749049429,0.18536121673003803,1,7.740170339324867,7.627099413850452,2004.0828418205072,300,0.07740170339324867,2-BTP,0.025,0.12044876543669006,61,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5561513527000252,1
0.029999999999999995,0.09220532319391635,0.6933840304182509,0.1844106463878327,1,5.977598855675177,5.897927808362347,1951.0368437856052,300,0.05977598855675177,2-BTP,0.03,0.08368722395743648,69,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4000140520969084,1
0.025000000000000005,0.08421305182341653,0.7036468330134357,0.1871401151631478,1,9.708719132182718,9.561102046690642,2077.529992734423,300,0.09708719132182718,2-BTP,0.025,0.1518921343244281,60,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5644920020492925,0.9
0.0024999999999999996,0.05914031620553359,0.7412252964426876,0.19713438735177863,1,6.5792813779446,6.46965579999703,1724.3375479855517,300,0.065792813779446,2-BTP,0.0025,0.11840446544181811,9,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.799656507148935,0.6
0.030000000000000002,0.08378119001919386,0.700038387715931,0.18618042226487527,1,7.269933559382273,7.183920647972215,2023.0349539839794,300,0.07269933559382273,2-BTP,0.03,0.09153551670910616,68,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.2590970187199888,0.9
0.030000000000000002,0.10047080979284372,0.6868549905838043,0.18267419962335218,1,4.89025872015273,4.821259480571922,1879.6846812723556,300,0.0489025872015273,2-BTP,0.03,0.07536818914200848,70,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.5411902202927747,1.1
0.030000000000000002,0.05750988142292491,0.7207905138339922,0.19169960474308304,1,8.810602389267428,8.719007102012641,2180.600428332703,300,0.08810602389267429,2-BTP,0.03,0.09785677471998698,65,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.1106706487991163,0.6
0.024999999999999998,0.0755813953488372,0.7104651162790697,0.188953488372093,1,11.446339202026863,11.262382011020243,2148.352849013376,300,0.11446339202026863,2-BTP,0.025,0.1969139889329006,59,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.7203228513272788,0.8
0.03,0.10858208955223882,0.6804477611940299,0.18097014925373137,1,4.058795599477686,3.9873095484330934,1809.9618944411084,300,0.04058795599477686,2-BTP,0.03,0.07706505626201893,71,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.8987173503375283,1.2
0.030000000000000006,0.04840319361277447,0.7279840319361279,0.19361277445109787,1,6.875594454022768,6.8067850153675336,2071.40480895272,300,0.06875594454022768,2-BTP,0.03,0.06967241423261472,64,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.0133293157197605,0.5
0.03,0.07519379844961241,0.7068217054263565,0.187984496124031,1,8.597951458382566,8.500517563690217,2094.735419009914,300,0.08597951458382566,2-BTP,0.03,0.10272275286853734,67,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.1947352036791028,0.8
0.020000000000000004,0.048902195608782444,0.7354890219560879,0.19560878243512977,1,5.87088893040305,5.81072437868728,1901.764246794389,300,0.058708889304030495,2-BTP,0.02,0.07255731384795495,48,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.2358829251939831,0.5
0.029999999999999995,0.06643835616438355,0.7137377690802349,0.18982387475538162,1,9.385244092145257,9.26771366646159,2161.298314097335,300,0.09385244092145256,2-BTP,0.03,0.12953027034010492,66,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3801481247409644,0.7
0.034999999999999996,0.08334932821497121,0.696429942418426,0.18522072936660267,1,5.770657849083859,5.70960391006843,1970.7060945760902,300,0.05770657849083859,2-BTP,0.035,0.0641704187421924,76,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.112012190297853,0.9
0.024999999999999998,0.048652694610778445,0.7317365269461078,0.19461077844311378,1,6.617437839445203,6.533349102023555,1991.609353790219,300,0.06617437839445203,2-BTP,0.025,0.08797172949850596,56,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3293926083313448,0.5
0.035,0.0748062015503876,0.7031782945736433,0.187015503875969,1,6.775657970339971,6.709683513888903,2041.519655444954,300,0.06775657970339971,2-BTP,0.035,0.07092032254144337,75,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.046692776581887,0.8
0.035,0.0917300380228137,0.6898098859315589,0.1834600760456274,1,4.831664829020242,4.773694575393412,1899.4190084077054,300,0.048316648290202414,2-BTP,0.035,0.06306662661890791,77,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3052773495403338,1
0.034999999999999996,0.1080223880597015,0.6769402985074627,0.18003731343283583,1,3.4117441047901265,3.3601403729451174,1763.254869960392,300,0.034117441047901265,2-BTP,0.035,0.05610984181329371,79,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.6446087423296158,1.2
0.035,0.09995291902071565,0.6833145009416195,0.1817325800376648,1,4.044762937476174,3.9946632760066594,1829.5849992732121,300,0.04044762937476174,2-BTP,0.035,0.05367770038858172,78,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.3270913825687691,1.1
0.035,0.05721343873517787,0.7170750988142293,0.1907114624505929,1,7.6984182631349265,7.6301794406491315,2169.6730361742916,300,0.07698418263134926,2-BTP,0.035,0.06958120037341015,73,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.9038376195615475,0.6
0.04,0.06575342465753425,0.7063796477495109,0.18786692759295504,1,6.248035770987055,6.196151014815781,2059.4732561119818,300,0.06248035770987055,2-BTP,0.04,0.05645864989473412,82,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.9036223857248319,0.7
0.034999999999999996,0.0660958904109589,0.7100587084148727,0.1888454011741683,1,7.552970548306377,7.502874159802625,2110.5457674543795,300,0.07552970548306377,2-BTP,0.035,0.06314265354710566,74,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.8359976136973591,0.7
0.04000000000000001,0.08291746641074857,0.6928214971209213,0.18426103646833014,1,4.7389118950640565,4.69188030790828,1919.403903814452,300,0.04738911895064057,2-BTP,0.04,0.051042187492353196,84,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.0770866524342346,0.9
0.04000000000000001,0.09125475285171104,0.686235741444867,0.1825095057034221,1,4.026237282864925,3.9826080420914782,1849.6132006619193,300,0.04026237282864925,2-BTP,0.04,0.04811800251759416,85,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.1951109469473473,1
0.04,0.0744186046511628,0.6995348837209303,0.186046511627907,1,5.529928685011261,5.479844129525051,1990.1546051702649,300,0.05529928685011261,2-BTP,0.04,0.05301574279963634,83,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.9587057233366181,0.8
0.04000000000000001,0.09943502824858759,0.679774011299435,0.18079096045197743,1,3.4303427816320413,3.3844549928750536,1781.6676755319818,300,0.03430342781632041,2-BTP,0.04,0.049610306112067654,86,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4462200797456382,1.1
0.04000000000000001,0.056916996047430835,0.7133596837944665,0.18972332015810278,1,6.595870609268823,6.556846652740947,2125.4114341732948,300,0.06595870609268822,2-BTP,0.04,0.04890379883871071,81,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.7414305364024095,0.6
0.040000000000000015,0.10746268656716422,0.6734328358208956,0.17910447761194037,1,2.927242075800103,2.8883654609261615,1721.567077698032,300,0.02927242075800103,2-BTP,0.04,0.041978322400167224,87,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.4340570855826225,1.2
0.045000000000000005,0.07403100775193798,0.6958914728682171,0.18507751937984496,1,4.603477809767534,4.567128327294423,1939.5493511810294,300,0.04603477809767534,2-BTP,0.045,0.04024721514522897,91,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.874278465290601,0.8
0.015000000000000001,0.04915169660678643,0.7392415169660679,0.1966067864271457,1,4.7851117998574955,4.713188941736052,1805.4046620199958,300,0.04785111799857495,2-BTP,0.015,0.0757040630389324,40,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.582075115594727,0.5
0.04500000000000001,0.05662055335968381,0.7096442687747038,0.1887351778656127,1,5.6657423672605205,5.623822302147793,2076.8166428663303,300,0.056657423672605206,2-BTP,0.045,0.04500906891756944,89,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,0.7944072638680898,0.6
0.045,0.08248560460652592,0.6892130518234164,0.18330134357005756,1,3.978725755984327,3.943001054805559,1869.8366946870017,300,0.03978725755984327,2-BTP,0.045,0.04015708839221582,92,/scratch/westgroup/David/halogen_models/rmg_combustion_paper_FFCM/suppressants/2-BTP/cantera/chem_annotated.cti,1.0092952079397857,0.9
