Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220)
1.9448382685486244e-09,0.8372819520401239,4.8867531822695564e-08,8.517221198018087e-11,6.74322533567756e-11,3.3340400490111206e-07,0.0,0.0,2.744940756116161e-07,1.7603863645239707e-11,3.4453139328905552e-15,7.056036078271106e-10,2.5715220566024446e-19,4.540087014038146e-25,5.2154071806379296e-17,9.238276318776843e-21,2.518015914694332e-16,2.353237807694526e-21,7.315442808654744e-29,2.7132107988945136e-42,7.324676861473306e-37,2.7251110367116196e-42,3.029174942757769e-20,1.34609105182192e-29,5.013827953313145e-22,5.144596679539834e-34,1.5386242328754092e-34,6.528563644298665e-37,2.5662531336755477e-35,1.8708127279209486e-35,2.7414425472866057e-25,1.2694861344592857e-37,9.14760351996718e-38,3.236406637791934e-39,3.76,0.0,0.6938210105737004,0.997874310702028,9.82221853160461e-13,5.114736022028428e-19,1.9201276675310857e-05,1.92505035413301e-05,2.7485133952458015e-07,1.0387687703385893e-13,5.116521997280447e-13,4.845977767956049e-08,7.504908971642519e-10,5.058334252000129e-12,1.2457451298615353e-11,6.4149516149983225e-12,1.1293397612640652e-15,8.307802465987493e-18,3.331245580550281e-07,1.9412978183250817e-15,1.6248205284504342e-15,2.5430373621736528e-11,1.7561680616355849e-22,2.7053630870693404e-13,2.1001874446530558e-13,2.969282322511535e-14,3.629585402854658e-18,8.12792803435218e-18,2.291422102177717e-16,2.2403936101218376e-14,1.781431188647425e-23,0.002125365519017635,1.8324754402530793e-25,4.87711377898977e-23,3.8056871134504994e-23,7.384908513066e-11,3.5530445014969737e-14,2.229341234267347e-21,6.298071302621562e-17,1.4561611503043869e-18,9.517519184621852e-20,9.19541570375965e-21
1.9811894779623196e-09,0.8372820082402974,5.0702954431848756e-08,8.94709777270323e-11,7.105406975153989e-11,3.396461971091863e-07,0.0,0.0,2.7962152489313757e-07,1.8267531260964224e-11,3.642012418175682e-15,7.4573828903854e-10,2.7196886173874047e-19,4.954572017899166e-25,5.41747492156666e-17,9.635179741293155e-21,2.6617166687283156e-16,2.535689662834293e-21,8.024504993299336e-29,3.0753588953890584e-42,8.338291412370815e-37,3.041043884859517e-42,3.201184680225083e-20,1.5267459373542617e-29,5.393660840567518e-22,5.855132471090373e-34,1.720348751088183e-34,7.468706477201925e-37,2.9211439050541096e-35,2.129042124521341e-35,2.999455478993048e-25,1.4411244636336941e-37,1.0415828202408852e-37,3.68533858111097e-39,3.76,0.0,0.693820639392284,0.997872766805021,1.0535756532511655e-12,5.507732318439598e-19,1.9559228142756884e-05,1.9610311423013188e-05,2.7999851551590144e-07,1.0823111375006171e-13,5.270253393305906e-13,5.0272794942407054e-08,7.899856835116325e-10,5.243383991570295e-12,1.2927908959377946e-11,6.661919014644262e-12,1.1721676784484304e-15,8.779477149316255e-18,3.393508812975829e-07,2.028669570704311e-15,1.6854454590247802e-15,2.638883385216163e-11,1.8814770381995237e-22,2.8285780281965763e-13,2.154621973089941e-13,3.0822901108762654e-14,3.838783030697356e-18,8.633764438828899e-18,2.4207070954677474e-16,2.3255143411032182e-14,1.8928021680147436e-23,0.002126902429826852,1.945398111776989e-25,5.1630239930968066e-23,4.025242062089428e-23,7.524379895949262e-11,3.689211536137031e-14,2.3541264102305905e-21,6.657075829504147e-17,1.5418980017007453e-18,1.0247584297212186e-19,9.949638792060756e-21
2.0175406873760148e-09,0.8372820644406614,5.2571912829145875e-08,9.390979368009949e-11,7.480205695934015e-11,3.4588897230207266e-07,0.0,0.0,2.8474893348238754e-07,1.89434627580392e-11,3.8460549104875896e-15,7.873603413271496e-10,2.8735344264638513e-19,5.399258371014375e-25,5.623723270576168e-17,1.004304808719223e-20,2.810778553755177e-16,2.7286148358120628e-21,8.787490298553899e-29,3.4790144504783796e-42,9.470164632156442e-37,3.389085324198145e-42,3.379551064656257e-20,1.7277601890473872e-29,5.794465881523803e-22,6.648118636625218e-34,1.9196918008755675e-34,8.524620813013131e-37,3.3172868266821994e-35,2.4172124454801975e-35,3.2764465933560865e-25,1.632130877981448e-37,1.183214427030309e-37,4.1867184280769405e-39,3.76,0.0,0.6938202682104332,0.9978713542566774,1.1287270471220594e-12,5.922943597276897e-19,1.9917145102774403e-05,1.9970119150259656e-05,2.851463793884139e-07,1.126843819257743e-13,5.425142644855297e-13,5.211854795561874e-08,8.308616803881121e-10,5.4315532515084916e-12,1.3407106615006621e-11,6.9138277413432525e-12,1.215800727332061e-15,9.268632639183061e-18,3.4557719911353307e-07,2.11844396233508e-15,1.7471568592682934e-15,2.736499076768758e-11,2.0130679199661232e-22,2.9547666181801267e-13,2.2092402527906224e-13,3.19746470296095e-14,4.055925881785118e-18,9.161576903248317e-18,2.5547138226359247e-16,2.412243964578403e-14,2.0089961485905728e-23,0.002128307957625849,2.0630967277789835e-25,5.459809651456921e-23,4.253488534856366e-23,7.663931277680982e-11,3.8280236692739495e-14,2.483393302333172e-21,7.029440339612642e-17,1.6310279679870307e-18,1.1018802891236027e-19,1.0752655301862215e-20
2.05389189678971e-09,0.8372821206412201,5.4474390909059873e-08,9.849084148834086e-11,7.867830991911184e-11,3.5213234110276303e-07,0.0,0.0,2.8987630213012743e-07,1.963165737106719e-11,4.057575764210611e-15,8.304963682200445e-10,3.0331756462339877e-19,5.875802477915466e-25,5.83417854729814e-17,1.046207953459431e-20,2.9652994694990236e-16,2.9324125004936402e-21,9.607414971379865e-29,3.928201601214539e-42,1.0731632241528618e-36,3.7721316944258195e-42,3.5643871831502326e-20,1.9510066050060286e-29,6.216982433683356e-22,7.531370169853071e-34,2.138005993916792e-34,9.708251752888136e-37,3.758601370673403e-35,2.738158459426976e-35,3.573434935432375e-25,1.8442720235042149e-37,1.341074223617661e-37,4.745573515594466e-39,3.76,0.0,0.6938198970281333,0.9978700618258207,1.207807148529876e-12,6.361190940821543e-19,2.027502755850647e-05,2.0329926726782937e-05,2.902949462498097e-07,1.1723702284244052e-13,5.58115641114595e-13,5.399700695523417e-08,8.731417908291857e-10,5.622831824186277e-12,1.3895045542011744e-11,7.170697918637179e-12,1.26023934934574e-15,9.775584282252815e-18,3.518035115041566e-07,2.21064954128831e-15,1.8099535329443558e-15,2.8358842600161446e-11,2.1511229484511963e-22,3.08393331286538e-13,2.2640360571252484e-13,3.314810221942264e-14,4.281165599266836e-18,9.711934526842787e-18,2.693523362494846e-16,2.50058366882308e-14,2.1301349302831502e-23,0.0021295933335915757,2.1856860455097105e-25,5.767670437122058e-23,4.4906396386944607e-23,7.803564118593307e-11,3.9694858752421686e-14,2.6172149668813832e-21,7.415406749351193e-17,1.7236234876230695e-18,1.1832687376468283e-19,1.1606796072528693e-20
2.090243106203405e-09,0.8372821768419771,5.641037256404485e-08,1.0321630141955066e-10,8.268492068649499e-11,3.5837631412949035e-07,0.0,0.0,2.950036315318324e-07,2.0332114336425914e-11,4.276709320548881e-15,8.751729490538705e-10,3.198729164087809e-19,6.385922557415496e-25,6.048867609203075e-17,1.089247575897393e-20,3.1253773052280698e-16,3.1474897156516154e-21,1.0487405474570374e-28,4.427267839942227e-42,1.2134891187198932e-36,4.1933141123412616e-42,3.755806027123169e-20,2.198492868388551e-29,6.661961376790698e-22,8.513282682586395e-34,2.376721975492653e-34,1.1032548846613366e-36,4.2492992701389285e-35,3.094925200486074e-35,3.891474654401035e-25,2.0794386051003703e-37,1.5166888615900557e-37,5.367312303980998e-39,3.76,0.0,0.6938195258453691,0.9978688792413636,1.290949228742562e-12,6.823310288519843e-19,2.0632875513103593e-05,2.0689734156357213e-05,2.954442312105832e-07,1.2188936669493112e-13,5.738262296873819e-13,5.590814219358582e-08,9.168488329381192e-10,5.817209547226989e-12,1.4391727032216977e-11,7.432550024816678e-12,1.3054839861843375e-15,1.0300647309078469e-17,3.5802981847073116e-07,2.3053148566290785e-15,1.8738342898452692e-15,2.9370387577391204e-11,2.2958256085042107e-22,3.216082231365927e-13,2.3190035446172524e-13,3.434330865680387e-14,4.514653968233579e-18,1.028541217317827e-17,2.8372166170864077e-16,2.590534642333069e-14,2.256341400394494e-23,0.002130768828811747,2.3132816554995093e-25,6.086806205124272e-23,4.736912076847951e-23,7.943279878375668e-11,4.113603154186881e-14,2.755664189317766e-21,7.81521686109804e-17,1.8197573524092685e-18,1.2690777035928513e-19,1.251446351792719e-20
2.162945525030795e-09,0.8372822892441036,6.03827821611439e-08,1.131091718176188e-10,9.109756946470376e-11,3.708661153101865e-07,0.0,0.0,3.0525817512953163e-07,2.176981227779763e-11,4.738351839849641e-15,9.692539690200996e-10,3.548044358733008e-19,7.51408035525369e-25,6.491057200371528e-17,1.1788186699370616e-20,3.462595243440084e-16,3.613150592623441e-21,1.2440652672234579e-28,5.594173121786471e-42,1.5420179260044217e-36,5.1638908951817304e-42,4.1588433885242697e-20,2.7749336332148605e-29,7.622367201137372e-22,1.0809770030579176e-33,2.9214910848690227e-34,1.4160370166357903e-36,5.397251579092132e-35,3.9292223359007166e-35,4.595103629180313e-25,2.6270688353404045e-37,1.9278648553152844e-37,6.823113268762283e-39,3.76,0.0,0.6938187834783874,0.9978668068597383,1.4699631803798455e-12,7.822583030760255e-19,2.1348467931530163e-05,2.1409348590057676e-05,3.0574501591179573e-07,1.3149443041329821e-13,6.055625414746661e-13,5.982832247940401e-08,1.0086345613435714e-09,6.215222020486092e-12,1.5411322948322427e-11,7.971283709356686e-12,1.3983930724677195e-15,1.140636786768786e-17,3.7048241613684807e-07,2.5021388978048418e-15,2.0048433224858055e-15,3.1446549858286484e-11,2.605913754199514e-22,3.4893416536787576e-13,2.429431990502513e-13,3.6799146919935207e-14,5.0069844930501734e-18,1.1504055746045516e-17,3.13957700055554e-16,2.7752751522802367e-14,2.5244543626539586e-23,0.002132826928926367,2.5839582435992663e-25,6.759703016013782e-23,5.257706149013335e-23,8.222965990099091e-11,4.4098230606442866e-14,3.046735112829609e-21,8.65733483057296e-17,2.0229330471236576e-18,1.4545863243311284e-19,1.4500351326304975e-20
2.228377701975446e-09,0.8372823904067372,6.40723714057895e-08,1.225284888122581e-10,9.913570562089235e-11,3.821091092505022e-07,0.0,0.0,3.144871361493639e-07,2.3105670041431192e-11,5.181212990462086e-15,1.0594617305685175e-09,3.8838360827707147e-19,8.662800822256588e-25,6.903787781001107e-17,1.2635288732885637e-20,3.786077877056056e-16,4.075067296051897e-21,1.443769093003682e-28,6.865970397533916e-42,1.9003643171255672e-36,6.204677603772594e-42,4.545221563317809e-20,3.3997904643354546e-29,8.57132040682446e-22,1.3311286567484246e-33,3.4976196488845405e-34,1.7609375969815975e-36,6.648115701873561e-35,4.837862928897658e-35,5.311678755152017e-25,3.220412862166196e-37,2.3763852402410953e-37,8.41124203585737e-39,3.76,0.0,0.6938181153463641,0.9978652312572479,1.6463487503973686e-12,8.812261034758907e-19,2.1992383145978447e-05,2.205700111692027e-05,3.1501832983877633e-07,1.4048306826770632e-13,6.344680707308128e-13,6.346793939036006e-08,1.0963490039271298e-09,6.583931314275062e-12,1.6358872125169417e-11,8.473394915544216e-12,1.4847722574997435e-15,1.246661738943432e-17,3.816897354989364e-07,2.6879792584764722e-15,2.126447198884612e-15,3.3375588611404105e-11,2.9095928364968156e-22,3.745509479720794e-13,2.5293532182369133e-13,3.908422702660263e-14,5.479817863767096e-18,1.2685790115146753e-17,3.429211674104492e-16,2.947064079896151e-14,2.784342419914272e-23,0.002134389560597588,2.8458651393243577e-25,7.405879340513023e-23,5.759865722512836e-23,8.474981703656955e-11,4.6855520159752494e-14,3.3252499329961167e-21,9.465009894191268e-17,2.218629769731557e-18,1.6382614045598864e-19,1.6496309646605254e-20
2.2938098789200974e-09,0.8372824915700774,6.787026167463548e-08,1.324495455082179e-10,1.0762860519812478e-10,3.933542258003349e-07,0.0,0.0,3.2371597875961916e-07,2.448124601956406e-11,5.650827967193933e-15,1.1550731445382552e-09,4.240636208915301e-19,9.94999196988498e-25,7.330677967281292e-17,1.3522508459461857e-20,4.1290868627482627e-16,4.580223095952301e-21,1.6683210087069071e-28,8.38408767523885e-42,2.3280981320841778e-36,7.430361698134441e-42,4.9546808098319635e-20,4.1413517176413086e-29,9.605249658320234e-22,1.6293040382054608e-33,4.166005085643475e-34,2.176879110541022e-36,8.139598912465628e-35,5.920782350207944e-35,6.11451680243215e-25,3.924105790196525e-37,2.9117656674028194e-37,1.0307027691114104e-38,3.76,0.0,0.6938174472126009,0.9978638877338335,1.838066062742847e-12,9.892963757842842e-19,2.2636186626049417e-05,2.270465322911562e-05,3.242942059684176e-07,1.4979940447946583e-13,6.636811116366392e-13,6.72129654600721e-08,1.1890377155984399e-09,6.962525866574288e-12,1.7334768035802254e-11,8.99198223924394e-12,1.5737698124300465e-15,1.3590445165666727e-17,3.928970373070025e-07,2.88223320731397e-15,2.2515452677478342e-15,3.536192542728695e-11,3.2377167105467856e-22,4.0113904605533626e-13,2.629755078514118e-13,4.144046811075862e-14,5.981743605828514e-18,1.3951635973905356e-17,3.735919794299542e-16,3.1240920143155e-14,3.062610112834567e-23,0.002135720001918353,3.1258275175963806e-25,8.091703437766796e-23,6.295119928173674e-23,8.727288746146742e-11,4.969962349774326e-14,3.619877928013343e-21,1.0321293861370281e-16,2.4269388641571945e-18,1.838775446505529e-19,1.8706422221953958e-20
2.3592420558647486e-09,0.8372825927341476,7.177635900189112e-08,1.4288500732252538e-10,1.1658836513773414e-10,4.0460152671304593e-07,0.0,0.0,3.3294470555379907e-07,2.5896535808503445e-11,6.1479797685800884e-15,1.2562423487650325e-09,4.619154614236565e-19,1.1388082114862067e-24,7.771903680026842e-17,1.445114790449092e-20,4.492192756653572e-16,5.1312800463992145e-21,1.9199687323593194e-28,1.0188571865463444e-41,2.8361426136862337e-36,8.870187312092526e-42,5.387876848057096e-20,5.0171990199893805e-29,1.0728942754174031e-21,1.9829428499925936e-33,4.938243169585303e-34,2.675995561549512e-36,9.90908221145802e-35,7.204945174040796e-35,7.011106847997529e-25,4.754516121889996e-37,3.547665226504731e-37,1.2558849923952538e-38,3.76,0.0,0.6938167790770088,0.9978627417771402,2.0459699763234534e-12,1.1070103415406543e-18,2.3279878390340294e-05,2.3352304950820813e-05,3.3357273303287086e-07,1.5944500338074546e-13,6.931858540559545e-13,7.106322783378433e-08,1.2868307319240648e-09,7.350948032353403e-12,1.8339018814856788e-11,9.527177906428671e-12,1.665388323468599e-15,1.4779685688214485e-17,4.0410432156851594e-07,3.0850672806205116e-15,2.3801308025189647e-15,3.740554984841189e-11,3.5913956409769235e-22,4.2869989188435726e-13,2.730614599860587e-13,4.386814193539374e-14,6.513651682205754e-18,1.5305152959517714e-17,4.0601669169724296e-16,3.306365895850462e-14,3.360012783918606e-23,0.0021368527652469976,3.4245488123438176e-25,8.8183480067967e-23,6.864871189940529e-23,8.979895607337386e-11,5.263084156251853e-14,3.9310341710525536e-21,1.1227592813149804e-16,2.6482975360423076e-18,2.0571230385942689e-19,2.1147404382102592e-20
2.4246742328094e-09,0.8372826938989714,7.579056942778665e-08,1.5384752520076917e-10,1.2602705232029282e-10,4.1585107369199657e-07,0.0,0.0,3.421733188292924e-07,2.735153501554332e-11,6.67345125327875e-15,1.3631232282858467e-09,5.020109977570773e-19,1.2990254385374098e-24,8.227646389838218e-17,1.5422545448906498e-20,4.875966031736161e-16,5.730984781429705e-21,2.2010913141637743e-28,1.2324822373712738e-41,3.4367728450463166e-36,1.0557523395450332e-41,5.845464522322693e-20,6.046964661761795e-29,1.194730367849918e-21,2.400377881283419e-33,5.827019859397317e-34,3.272094669704337e-36,1.1998453191272885e-34,8.720546943905747e-35,8.009349821981524e-25,5.729856499182349e-37,4.299428770169617e-37,1.5221053978346064e-38,3.76,0.0,0.6938161109394988,0.9978617640122573,2.2709377622281144e-12,1.2349248075926633e-18,2.392345845749952e-05,2.3999956306832566e-05,3.428540000598324e-07,1.6942133579035102e-13,7.229672859592862e-13,7.50185538538159e-08,1.389857215847335e-09,7.7491406332363e-12,1.9371632784730743e-11,1.0079117848482145e-11,1.7596303800225982e-15,1.603617239177252e-17,4.1531158829095044e-07,3.2966480264726625e-15,2.512197137977166e-15,3.9506451388905144e-11,3.97175018726378e-22,4.57234700184719e-13,2.831911299860648e-13,4.6367528069489683e-14,7.076433321899947e-18,1.6749960382825232e-17,4.402416819096605e-16,3.493892667760844e-14,3.6773167838247496e-23,0.0021378172254978922,3.7427407026350357e-25,9.586987990147424e-23,7.47056473306956e-23,9.232810770313474e-11,5.5649478006229534e-14,4.259131121400357e-21,1.2185311641159927e-16,2.8831466444904363e-18,2.294326803993196e-19,2.383679215314891e-20
2.4901064097540512e-09,0.8372827950645721,7.991279900427807e-08,1.6534973562713937e-10,1.3595670361969296e-10,4.271029283905475e-07,0.0,0.0,3.5140182063154477e-07,2.884623925777513e-11,7.228025139826645e-15,1.4758694156316955e-09,5.44423005846618e-19,1.4770472845788025e-24,8.698093094464008e-17,1.643807574964084e-20,5.280977084057225e-16,6.382168945028434e-21,2.51420283162463e-28,1.484415869761192e-41,4.143740921332828e-36,1.2530370221001438e-41,6.328097831367837e-20,7.252504612990708e-29,1.3265351502953096e-21,2.8909126986064567e-33,6.846182808269871e-34,3.9808369107168514e-36,1.4454500950273616e-34,1.0501294433639574e-34,9.117568627306984e-25,6.8703284924113e-37,5.184242163513541e-37,1.835449828849401e-38,3.76,0.0,0.6938154427999819,0.9978609294339265,2.513869047956267e-12,1.3736121638945685e-18,2.4566926846221122e-05,2.4647607322563086e-05,3.5213809641248747e-07,1.7972978375284435e-13,7.530111531366874e-13,7.907877106497592e-08,1.49824546214631e-09,8.157046955643516e-12,2.0432618461032055e-11,1.064794169771094e-11,1.856498574799412e-15,1.7361737692866426e-17,4.2651883748178376e-07,3.517142005037429e-15,2.6477376697885746e-15,4.166461953749392e-11,4.379910637286511e-22,4.867444919683837e-13,2.9336269128621504e-13,4.893891388161047e-14,7.670980970954156e-18,1.8289737034758387e-17,4.763131516988923e-16,3.686679276407813e-14,4.0152993679752255e-23,0.0021386383879336526,4.08112298990167e-25,1.0398800602398139e-22,8.113689686530168e-23,9.486042711491597e-11,5.875583919120711e-14,4.604578677479964e-21,1.319585404940674e-16,3.1319306889584576e-18,2.551437359208633e-19,2.6792957914052716e-20
2.5555385866987025e-09,0.8372828962309738,8.41429538003141e-08,1.7740426063505748e-10,1.463893259583288e-10,4.383571524120604e-07,0.0,0.0,3.60630212791623e-07,3.038064416107594e-11,7.81248400643502e-15,1.5946342911280514e-09,5.89225197484656e-19,1.6743509060728006e-24,9.183436296226699e-17,1.7499149662168814e-20,5.707796239033713e-16,7.087749621954582e-21,2.861956081820591e-28,1.7804433738150443e-41,4.972409374306968e-36,1.483191826248783e-41,6.836429958244005e-20,8.658081006140008e-29,1.4688219301006251e-21,3.464903740637155e-33,8.01081594355223e-34,4.8199287966527824e-36,1.7329333739302755e-34,1.2584701712127648e-34,1.0344518204756633e-24,8.198274083085475e-37,6.221297665106047e-37,2.202713742133254e-38,3.76,0.0,0.6938147746583679,0.997860216753571,2.7756857617496977e-12,1.5236603814792772e-18,2.521028357523943e-05,2.529525802403591e-05,3.6142511182287305e-07,1.903716450353048e-13,7.833039209666585e-13,8.324370721953647e-08,1.6121229018778432e-09,8.574610748947671e-12,2.1521984557664986e-11,1.1233792782806301e-11,1.955995503910445e-15,1.8758213029079432e-17,4.377260691484982e-07,3.746715788889605e-15,2.7867458540630464e-15,4.388004376023352e-11,4.817016471753737e-22,5.172301157376427e-13,3.0357451476838997e-13,5.158259453403346e-14,8.298188245026954e-18,1.9928220994764224e-17,5.142771284515959e-16,3.884732671408816e-14,4.374748592855104e-23,0.0021393375411352376,4.440423475900305e-25,1.125496534632648e-22,8.795780150760273e-23,9.739599900637201e-11,6.195023419009533e-14,4.9677842293509394e-21,1.4260622556053611e-16,3.395097796187319e-18,2.829533272753312e-19,3.003512576245023e-20
2.6209707636433538e-09,0.8372829973981993,8.848093990670352e-08,1.9002370781858903e-10,1.5733689636349913e-10,4.4961380730990427e-07,0.0,0.0,3.6985849695818554e-07,3.195474535924691e-11,8.427610290822346e-15,1.719570983202256e-09,6.364922479435744e-19,1.892496910334749e-24,9.683873979510083e-17,1.8607214165096514e-20,6.15699375768627e-16,7.850729769494167e-21,3.2471462708915593e-28,2.1270694419363768e-41,5.939893005988198e-36,1.7511162525867858e-41,7.371113300053982e-20,1.029055412870765e-28,1.6221153074203018e-21,4.133846843972565e-33,9.337317142800788e-34,5.809330818615274e-36,2.0680819513133904e-34,1.5012402108374637e-34,1.1699395546483098e-24,9.738333816721078e-37,7.431969623473589e-37,2.631464106520093e-38,3.76,0.0,0.6938141065145667,0.9978596078435683,3.057332077027349e-12,1.6856730105998956e-18,2.585352866332425e-05,2.5942908437881773e-05,3.707151364196729e-07,2.0134813739875515e-13,8.138327380969998e-13,8.751319028180341e-08,1.7316161068074574e-09,9.001776223637777e-12,2.2639739991590336e-11,1.1836818124260689e-11,2.058123766975904e-15,2.0227428898530822e-17,4.489332832985799e-07,3.985535963329434e-15,2.9292152069161948e-15,4.6152713503029914e-11,5.284215857358746e-22,5.486922663855857e-13,3.138251471662861e-13,5.429887297737114e-14,8.958949883464914e-18,2.1669209441182324e-17,5.541794671303571e-16,4.088059805793615e-14,4.756463210666129e-23,0.0021399328127295974,4.821377840163159e-25,1.2156664011923365e-22,9.518416232641131e-23,9.993490800882018e-11,6.523297478598727e-14,5.349152710704511e-21,1.538101849519798e-16,3.673099707170974e-18,3.1297210238974676e-19,3.3583386602596924e-20
2.686402940588005e-09,0.8372830985662723,9.292666344056607e-08,2.032206703443133e-10,1.6881136202467395e-10,4.60872954587463e-07,0.0,0.0,3.790866746244448e-07,3.356853849328615e-11,9.074186290081802e-15,1.8508323686974159e-09,6.86299823490413e-19,2.1331321028231183e-24,1.0199609588310373e-16,1.9763752286827517e-20,6.629139842876248e-16,8.674198650177773e-21,3.6727147006793003e-28,2.5315892728308e-41,7.06520963302231e-36,2.0623577336727047e-41,7.932799497524773e-20,1.2179584327227188e-28,1.7869510690512005e-21,4.91046839223915e-33,1.0843479150231118e-33,6.971481032104451e-36,2.457305040850462e-34,1.7830476760461507e-34,1.3191849658225607e-24,1.1517611825362e-36,8.84000109679985e-37,3.130105107360499e-38,3.76,0.0,0.6938134383684877,0.997859087268572,3.359774356926602e-12,1.860269179044291e-18,2.649666212927645e-05,2.659055859133454e-05,3.800082607510282e-07,2.1266040264918112e-13,8.445854019950285e-13,9.188704843226727e-08,1.8568507938242312e-09,9.43848804948584e-12,2.3785893887267578e-11,1.2457168429737124e-11,2.1628859672304717e-15,2.177121489960969e-17,4.6014047993951866e-07,4.233769126700655e-15,3.0751393040367593e-15,4.848261819394895e-11,5.782665167988425e-22,5.811315019589595e-13,3.241132919139654e-13,5.708805994566482e-14,9.654161704883805e-18,2.3516558463622868e-17,5.96065852094931e-16,4.296667636161498e-14,5.161252563633658e-23,0.0021404396380681344,5.224729518130474e-25,1.3105080665526732e-22,1.0283225047914845e-22,1.0247723868741895e-10,6.860437547256302e-14,5.749086650347961e-21,1.6558442018643563e-16,3.966391764164283e-18,3.453134961493408e-19,3.7458712954634734e-20
2.7518351175326564e-09,0.8372831997352157,9.748003054941246e-08,2.170077269636777e-10,1.8082464035157786e-10,4.7213465569814603e-07,0.0,0.0,3.883147471510938e-07,3.522201921077022e-11,9.752994160580223e-15,1.9885710731921e-09,7.3872460877612425e-19,2.397992281682385e-24,1.0730852003850234e-16,2.097028303427333e-20,7.124804645531857e-16,9.561332265527154e-21,4.141752452564916e-28,3.0021649235281504e-41,8.369440012140373e-36,2.423185565515094e-41,8.522139464417648e-20,1.4357843939755234e-28,1.9638760834495718e-21,5.808821150088452e-33,1.2548573788917176e-33,8.331534902244613e-36,2.907683150313407e-34,2.1089799964545052e-34,1.4831991472824808e-24,1.3565847717563526e-36,1.0471701718225787e-36,3.7079477651738485e-38,3.76,0.0,0.6938127702200403,0.9978586418869981,3.684001098951703e-12,2.0480835906198764e-18,2.7139683991923876e-05,2.723820851222708e-05,3.893045758033366e-07,2.2430951048373855e-13,8.755503262353615e-13,9.636511007138087e-08,1.9879518293403558e-09,9.88469135371267e-12,2.4960455580815037e-11,1.3094998089396961e-11,2.2702847116298815e-15,2.339139977095552e-17,4.713476590788084e-07,4.491581890708991e-15,3.2245117802591823e-15,5.086974724533517e-11,6.313528531998402e-22,6.145482585855537e-13,3.344377920926705e-13,5.995047395190449e-14,1.0384720564206514e-17,2.5474182877328447e-17,6.399817989236232e-16,4.510563122839581e-14,5.5899364776353e-23,0.002140871158739473,5.651229579637613e-25,1.4101401628566422e-22,1.10918816926955e-22,1.0502307554135121e-10,7.206475345423047e-14,6.167986223191343e-21,1.7794292097668132e-16,4.275432897729179e-18,3.8009372628777837e-19,4.168297349597998e-20
2.8172672944773077e-09,0.8372833009050533,1.0214094741485238e-07,2.3139744202561707e-10,1.9338861903282884e-10,4.83398972045401e-07,0.0,0.0,3.9754271578588024e-07,3.6915183165325485e-11,1.0464815917885696e-14,2.132939471325278e-09,7.938443340989685e-19,2.6889050808096514e-24,1.1277815522256105e-16,2.2228361323597524e-20,7.644558270863521e-16,1.0515393790874333e-20,4.65750406850666e-28,3.5479071674293414e-41,9.875897327899913e-36,2.8406717744230063e-41,9.139783416776755e-20,1.6861239485554418e-28,2.1534481969142764e-21,6.844384895252146e-33,1.4473439562466376e-33,9.917622207603281e-36,3.4270194476486536e-34,2.484640172394503e-34,1.6630403716746147e-24,1.5915595407859285e-36,1.235615726470891e-36,4.3752836199806417e-38,3.76,0.0,0.6938121020691325,0.9978582605107742,4.031022879730599e-12,2.2497665238082485e-18,2.7782594270117635e-05,2.7885858228987258e-05,3.9860417301672364e-07,2.3629646214316173e-13,9.067165094312251e-13,1.0094720382296233e-07,2.12504323367491e-09,1.0340331719146994e-11,2.6163434623906026e-11,1.3750465171186032e-11,2.3803226109583705e-15,2.5089811431682788e-17,4.82554820723947e-07,4.75914088074112e-15,3.3773263291413236e-15,5.331409005573989e-11,6.877977404120123e-22,6.489428637871089e-13,3.447976152227856e-13,6.28864412839462e-14,1.1151524311129838e-17,2.7546056039529732e-17,6.859726562347378e-16,4.729753230042253e-14,6.043345155904906e-23,0.0021412385628216428,6.101636608428645e-25,1.5146815450713646e-22,1.1946110185158133e-22,1.0757250300401104e-10,7.561442864626813e-14,6.60624930074227e-21,1.908996652478683e-16,4.600685613818989e-18,4.1743178928452755e-19,4.627894734120617e-20
