Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056)
1.024153605415756e-06,0.6246447690071767,3.76,0.0,0.7261106760303893,0.994421292273376,0.0009270150274399389,0.0,5.3884974469120936e-05,0.00800316731576912,0.0014762110727713292,0.0064813278015081795,9.827690999762756e-11,2.1294996183742702e-11,0.0003908792162221967,0.00019782872029275767,0.0025002848143032452,0.0031152059096871496,0.00011174990443341538,4.370365090743652e-05,0.00017098650460867758,3.1722986229871233e-06,0.00018579037722077555,1.9968627786406233e-05,5.215003502807399e-06,1.0680479813002496e-08,5.5802709870388734e-05,7.192178558682579e-06,1.3506384585402054e-07,1.6960591125600126e-12,1.1317034754289036e-05,2.134549513199505e-06,1.1949817007892775e-06,1.1742833555614702e-07,7.057407587189605e-09,0.00013978015567994744,0.0014731299697803278,1.5591887803307365e-10,5.103773689963555e-13,3.449484259323145e-08,2.6885082113624404e-09,1.0910327753900005e-07,4.6636157959129243e-07,3.813192149001191e-12,4.737780659995362e-13,3.3521878485812695e-11,9.782097143740125e-12,1.3992033503942063e-14,1.9006695719757097e-10,1.1754102049442274e-12,9.527198397231725e-10,6.239848747343483e-07,6.059954490946944e-09,2.5676943623519216e-09,4.100399331447905e-09,6.979565481560152e-10,1.889140155800091e-09,2.0895333552150864e-12,3.3158020066846722e-09,8.434477286170887e-13,1.2911873444691301e-11,2.4606844251945938e-20,1.3994326323815755e-07,9.102092685958984e-10,7.696373745526432e-11,1.0084503616932249e-14,9.043692134917351e-13,1.0469925568557727e-16,1.520070687761767e-12,5.074289464231364e-10,5.23692185066705e-16
1.043212139288197e-06,0.6246645982771838,3.76,0.0,0.7258237385727935,0.9943125430731261,0.0009606889791966858,0.0,5.455886650656154e-05,0.008176903493270778,0.0014786961146007708,0.006662886687795531,9.84354131301748e-11,2.1327885782935096e-11,0.00039259651763571526,0.0001981265671877931,0.0025706577343424116,0.0031980419323023143,0.0001139379755286249,4.376341439618159e-05,0.00017323375234816533,3.2621028942829194e-06,0.00019529437938225694,2.0998209101741803e-05,5.637828836633765e-06,1.1522272080585242e-08,5.718478438258131e-05,7.774688827149056e-06,1.3882967190784536e-07,1.829622556265947e-12,1.1967913243587978e-05,2.207001948408795e-06,1.274277648850003e-06,1.2416992845202322e-07,7.240762202574032e-09,0.00014467989369175768,0.0014729688805079375,1.5992729142376714e-10,5.523586710624638e-13,3.57229431423755e-08,2.814275622651351e-09,1.1409299606178872e-07,4.929495134507523e-07,3.987490356493464e-12,5.157738648882255e-13,3.561023897155299e-11,1.03884961519377e-11,1.5000798347468235e-14,2.0854225940952335e-10,1.2303801655709799e-12,1.0373377044973642e-09,6.421083865388222e-07,6.494147605803327e-09,2.7808748097231276e-09,4.488155556541575e-09,7.494709500682599e-10,1.9676532697920127e-09,2.263687970806666e-12,3.560363400475746e-09,8.651218730159929e-13,1.331455154239322e-11,2.693046436508709e-20,1.4762786134848458e-07,1.0155374155520497e-09,8.123670447327786e-11,1.1299831910970201e-14,1.0341307137054045e-12,1.1341457968162007e-16,1.6670298978574111e-12,5.082381624483253e-10,5.875109798241008e-16
1.062270673160638e-06,0.6246844446525698,3.76,0.0,0.7255359664720364,0.9942033648698176,0.0009947645260943092,0.0,5.522150619051082e-05,0.008350794920473897,0.0014809676641895579,0.006844875162260142,9.85791973271659e-11,2.1357673741151753e-11,0.00039424651859549267,0.00019839000881725306,0.0026412560606235255,0.003281033666993077,0.00011611749599207915,4.3815212612634434e-05,0.0001754307607593231,3.3521075564010446e-06,0.00020506348101475216,2.205201914976538e-05,6.084159650181909e-06,1.2416311563102744e-08,5.858960243644839e-05,8.389674759757626e-06,1.426032383046361e-07,1.9714607619551935e-12,1.2642162159215064e-05,2.2802020048102445e-06,1.3569823799139924e-06,1.311171361701777e-07,7.426964895644809e-09,0.00014962316874810247,0.0014728071553461873,1.639986678979901e-10,5.967234916854545e-13,3.696410291358439e-08,2.9427139151553315e-09,1.1915449991145219e-07,5.204160235306787e-07,4.164264521446802e-12,5.604122907427891e-13,3.7774098530562036e-11,1.1016797938908099e-11,1.6054498430136528e-14,2.2831891757508166e-10,1.2868473665823262e-12,1.1268136867117836e-09,6.600754254962752e-07,6.946840883405427e-09,3.0053588010892137e-09,4.9058185415318306e-09,8.032613536655902e-10,2.047280546086274e-09,2.447106935632494e-12,3.8164931959229245e-09,8.871334722720388e-13,1.3718586074292516e-11,2.943290714336001e-20,1.5553758155219906e-07,1.1305552507490635e-09,8.563589504056577e-11,1.2632382368003777e-14,1.1790933150782017e-12,1.2259279761063957e-16,1.824268775044799e-12,5.089740002942126e-10,6.57405337846252e-16
1.0813292070330789e-06,0.6247043065857397,3.76,0.0,0.7252473972881784,0.9940937714864077,0.001029234475061788,0.0,5.5873383670336256e-05,0.008524828919216357,0.0014830386894835177,0.007027251368528045,9.870915780021713e-11,2.1384548838885312e-11,0.00039583327700815177,0.00019862117295250744,0.0027120669891322847,0.0033641672876328047,0.00011828821853229655,4.385954054370236e-05,0.00017757959075287712,3.4422909125433934e-06,0.0002150983087064292,2.3129703139807733e-05,6.554673505246301e-06,1.3364892641145322e-08,6.001767989682335e-05,9.038090266491963e-06,1.4638366335567828e-07,2.1219356557320854e-12,1.3340027796575687e-05,2.354124522701703e-06,1.4431666033911237e-06,1.3826966519824804e-07,7.616091073570628e-09,0.0001546086463024874,0.0014726448145586908,1.6813461330190817e-10,6.435436759137468e-13,3.8218287925427316e-08,3.073817234585404e-09,1.2428494991011142e-07,5.487684015258894e-07,4.3434133693782155e-12,6.077893187376967e-13,4.0014179942259053e-11,1.1667221424851608e-11,1.715388188107809e-14,2.4945336280467134e-10,1.3448113667174292e-12,1.2212393547474675e-09,6.778831416560474e-07,7.418170903889821e-09,3.2413374202892324e-09,5.355193556245226e-09,8.593463415439594e-10,2.1279998858253222e-09,2.6399461673071533e-12,4.0844213425455954e-09,9.09491005720652e-13,1.4123893273469753e-11,3.212492905623407e-20,1.6367265297865982e-07,1.2559043261280373e-09,9.016139486831163e-11,1.409038861274042e-14,1.3406113331200032e-12,1.3224167095752876e-16,1.9922308586007986e-12,5.096409566204473e-10,7.337927058766093e-16
1.1003877409055198e-06,0.6247241826214979,3.76,0.0,0.7249580665051603,0.9939837759331785,0.0010640919399727842,0.0,5.651497052746549e-05,0.008698993685771643,0.0014849213858125832,0.007209975608778504,9.882613638245896e-11,2.1408688594366353e-11,0.0003973606060795281,0.00019882205986152787,0.002783078488820176,0.0034474298087890255,0.00012044991048385369,4.3896863486630425e-05,0.00017968224998856028,3.5326323918882366e-06,0.0002253994274427295,2.423089995643495e-05,7.050045336175577e-06,1.4370355119610394e-08,6.14695268051708e-05,9.72088726616046e-06,1.501701111443897e-07,2.2814162018327903e-12,1.406174899393808e-05,2.4287446002471766e-06,1.5329016072071576e-06,1.4562713693955947e-07,7.808215343344814e-09,0.0001596350561783237,0.0014724818779368145,1.7233671577751056e-10,6.928909671247008e-13,3.948549514612816e-08,3.2075827897958254e-09,1.2948165809123971e-07,5.780137943435668e-07,4.524840963682373e-12,6.58001632551754e-13,4.2331198259401343e-11,1.2339983614828458e-11,1.829969232542753e-14,2.7200288446453825e-10,1.404271149625653e-12,1.3206997114542354e-09,6.955299113392278e-07,7.908258331124563e-09,3.488989553794341e-09,5.838161329688909e-09,9.177423809057721e-10,2.2097903051978203e-09,2.84235137278977e-12,4.364375320999814e-09,9.32202840366063e-13,1.4530396769185545e-11,3.5017733072860905e-20,1.7203326386295115e-07,1.3922496749087179e-09,9.481326480580173e-11,1.5682413867027466e-14,1.5201168634844005e-12,1.4236845165898643e-16,2.171366882664547e-12,5.102432597357291e-10,8.171081049915126e-16
1.1194462747779608e-06,0.6247440713914985,3.76,0.0,0.7246680076438569,0.9938733904581767,0.0010993303297173358,0.0,5.714671992199679e-05,0.008873278237725137,0.001486627221140741,0.007393010227824635,9.893092465367113e-11,2.143025991641757e-11,0.00039883208913051087,0.00019899454978428808,0.0028542792551074685,0.003530809035618704,0.00012260235296559916,4.3927618787756753e-05,0.00018174068995118443,3.6231124891516705e-06,0.00023596734383272573,2.535524315037349e-05,7.570947160926533e-06,1.5435083025932075e-08,6.29456473516439e-05,1.0439015321645246e-05,1.539617890657096e-07,2.450278205104869e-12,1.4807557504828388e-05,2.5040376030590782e-06,1.6262593065717085e-06,1.5318909335782166e-07,8.003411491745551e-09,0.00016470118961689554,0.0014723183634576197,1.7660654541365724e-10,7.448369796966351e-13,4.07657513425065e-08,3.344010927147327e-09,1.3474209438652784e-07,6.081592151300137e-07,4.708456940446708e-12,7.111466031608119e-13,4.472586220510518e-11,1.3035299982314847e-11,1.949266996564224e-14,2.960256177928199e-10,1.4652251473100469e-12,1.425273212205839e-09,7.130152432996923e-07,8.417208622996434e-09,3.748482042156582e-09,6.3566792724364906e-09,9.784639127819575e-10,2.292631886700016e-09,3.0544581733323732e-12,4.656580274917442e-09,9.552772292216327e-13,1.4938027064098637e-11,3.8122975638186904e-20,1.8061956583382315e-07,1.5402797200634753e-09,9.959154341384731e-11,1.7417350583424493e-14,1.7191210281231065e-12,1.5297988842431423e-16,2.3621347461245082e-12,5.1078488542143e-10,9.078043987992664e-16
1.1385048086504017e-06,0.6247639716090295,3.76,0.0,0.7243772523694647,0.9937626265928706,0.0011349433364033846,0.0,5.776906681539876e-05,0.009047672363970612,0.0014881669787478432,0.007576319503002161,9.90242668882438e-11,2.1449419731065975e-11,0.0004002510935204999,0.00019914040998794105,0.0029256586661403593,0.0036142935166915196,0.0001247453400904855,4.395221748410836e-05,0.00018375680372661936,3.713712707175966e-06,0.00024680250916410054,2.6502361857381463e-05,8.11804781124907e-06,1.65615033966012e-08,6.444653985904584e-05,1.1193421300101755e-05,1.5775794548884602e-07,2.6289041118372944e-12,1.5577678353015768e-05,2.579979172741358e-06,1.7233122888012902e-06,1.6095500228976013e-07,8.201752468773293e-09,0.0001698058964080951,0.001472154287807352,1.8094565396032047e-10,7.99453173011075e-13,4.205911194510932e-08,3.483105186856562e-09,1.4006389209473842e-07,6.39211553899467e-07,4.894176700073073e-12,7.67322270422995e-13,4.71988754702297e-11,1.375338482553214e-11,2.0733552592495056e-14,3.215805327080236e-10,1.5276712787899697e-12,1.5350318138517833e-09,7.303396875723033e-07,8.94511274436002e-09,4.0199698725190435e-09,6.912782646682802e-09,1.041523442397347e-09,2.3765057296438556e-09,3.2763922641703842e-12,4.96125914022194e-09,9.787223100119078e-13,1.5346721027417617e-11,4.145277334154972e-20,1.8943167783097722e-07,1.7007061598339754e-09,1.0449624931951025e-10,1.930441969505628e-14,1.9392150760683473e-12,1.640822347839965e-16,2.5649994921609876e-12,5.112695717192365e-10,1.006352560234676e-15
1.1575633425228427e-06,0.6247838820641021,3.76,0.0,0.7240858305934519,0.9936514951942779,0.0011709249237330619,0.0,5.8382428256975066e-05,0.0092221665776501,0.001489550797480431,0.007759869539629739,9.910686283548979e-11,2.146631557500353e-11,0.00040162078372760597,0.00019926130142327686,0.0029972067416460467,0.003697872499575781,0.00012687867822387208,4.397104585269477e-05,0.00018573242439049817,3.804415502391777e-06,0.0002579053222945848,2.7671881648899486e-05,8.6920126808655e-06,1.7752085054500942e-08,6.597269677753686e-05,1.1985049056577298e-05,1.6155786752953812e-07,2.8176828090317454e-12,1.637233016990382e-05,2.6565452344674375e-06,1.8241338542618221e-06,1.6892426243836473e-07,8.403310374198633e-09,0.00017494808210920278,0.001471989667684687,1.8535557460141793e-10,8.568108289220914e-13,4.33656599318988e-08,3.624872342307321e-09,1.4544485219547674e-07,6.71177587810174e-07,5.081921557855719e-12,8.266273273287515e-13,4.9750937919697165e-11,1.44944515994247e-11,2.2023076529495252e-14,3.487274237578461e-10,1.5916069955462215e-12,1.6500410517477095e-09,7.475047473931801e-07,9.492047877993614e-09,4.303596407380056e-09,7.50858568387254e-09,1.1069316299912071e-09,2.461393899541834e-09,3.5082696047974728e-12,5.278632771288672e-09,1.0025461041963046e-12,1.5756421430215093e-11,4.5019709288164286e-20,1.9846968967269124e-07,1.874263832145657e-09,1.0952738336285095e-10,2.13531695083961e-14,2.1820713382795117e-12,1.756812586515281e-16,2.7804332967893287e-12,5.117008328027051e-10,1.1132419373255183e-15
1.1766218763952836e-06,0.6248038016188304,3.76,0.0,0.7237937705703062,0.9935400064874237,0.0012072693155911081,0.0,5.898720372336732e-05,0.009396752071869382,0.0014907882097025564,0.007943628171806006,9.91793703421111e-11,2.1481086139877702e-11,0.0004029441336337793,0.00019935878500330716,0.003068914104236335,0.003781535889029829,0.0001290021852873181,4.3984466872222046e-05,0.00018766932393132578,3.895204233067107e-06,0.00026927613238757805,2.8863425318241826e-05,9.293503490552358e-06,1.9009337379288992e-08,6.752460468901942e-05,1.2814839139578073e-05,1.6536087894552597e-07,3.017009422808187e-12,1.7191725514312563e-05,2.7337120036622025e-06,1.9287980535177985e-06,1.7709620805935043e-07,8.608156446909676e-09,0.00018012670535556727,0.0014718245181841343,1.8983782178718133e-10,9.16981030083442e-13,4.4685504732108226e-08,3.769322423226202e-09,1.5088294657240057e-07,7.040639911286013e-07,5.271618856167288e-12,8.891611066726028e-13,5.238274671556221e-11,1.5258713224792698e-11,2.3361977512799213e-14,3.7752690115733247e-10,1.6570292963965582e-12,1.7703601420660067e-09,7.645127944938364e-07,1.0058078129461837e-08,4.599493645010964e-09,8.146282649902446e-09,1.174697381481515e-09,2.5472793773837825e-09,3.750196636069362e-12,5.608920063431187e-09,1.0267565162779935e-12,1.616707651237864e-11,4.8836839105835936e-20,2.077336652943336e-07,2.0617105597175488e-09,1.1468493054925146e-10,2.357347426532176e-14,2.449444036741476e-12,1.877822532178587e-16,3.0089154657795456e-12,5.12081972287337e-10,1.228980518283546e-15
1.1956804102677246e-06,0.6248237292030867,3.76,0.0,0.7235010989893033,0.9934281701035954,0.0012439709848754822,0.0,5.958377550177316e-05,0.009571420678030868,0.0014918881770708296,0.0081275648683124,9.924240782431265e-11,2.1493861796719998e-11,0.0004042239380617881,0.00019943432752386785,0.003140771943018108,0.0038652742076510658,0.00013111569010506444,4.399282160177677e-05,0.00018956921263851178,3.986063110234311e-06,0.00028091524149940204,3.0076613605994223e-05,9.923178069083213e-06,2.0335809072766903e-08,6.910274432022356e-05,1.3683728517182599e-05,1.6916633814401654e-07,3.2272851163316073e-12,1.80360711747841e-05,2.8114559918523297e-06,2.0373797207958238e-06,1.8547011335377132e-07,8.816361056781132e-09,0.00018534077526568039,0.0014716588529478918,1.9439389111092328e-10,9.800346383391492e-13,4.601878115162222e-08,3.916468723667798e-09,1.5637632021109537e-07,7.378773449182497e-07,5.463202040416365e-12,9.550235699521947e-13,5.509499736423372e-11,1.6046382376581032e-11,2.4750991508752178e-14,4.080403828663262e-10,1.723934756535443e-12,1.8960421066387968e-09,7.813669879915975e-07,1.0643255222355668e-08,4.907782507150735e-09,8.828148857978268e-09,1.2448279384410243e-09,2.634146009709708e-09,4.002270520481025e-12,5.952338071302135e-09,1.0513613333698794e-12,1.6578639559271054e-11,5.291769663905716e-20,2.1722364567775746e-07,2.2638269775922156e-09,1.199688618194934e-10,2.597553240018277e-14,2.7431699487071016e-12,2.0039004899893463e-16,3.2509324393584963e-12,5.12416095657396e-10,1.3540951962455928e-15
1.2147389441401655e-06,0.624843663810415,3.76,0.0,0.7232078410615204,0.9933159951145227,0.0012810246425942078,0.0,6.017250910863595e-05,0.009746164826634804,0.0014928591242516847,0.008311650643396371,9.929655659757686e-11,2.150476509757537e-11,0.0004054628236087771,0.00019948930724509955,0.0032127719793766866,0.003949078558843119,0.00013321903179057488,4.3996430480819906e-05,0.00019143373889356837,4.076977151126202e-06,0.0002928229070252721,3.131106586817492e-05,1.0581690149041007e-05,2.1734086920946732e-08,7.070759056359773e-05,1.4592650322366942e-05,1.729736362775042e-07,3.4489168870313097e-12,1.890556845466233e-05,2.8897540117447406e-06,2.149954503885716e-06,1.940451965803219e-07,9.027993698798932e-09,0.00019058934894201739,0.0014714926860981896,1.990252592252533e-10,1.046042277198548e-12,4.736564832112023e-08,4.066327795819401e-09,1.6192329243705737e-07,7.726241464853256e-07,5.6566107007295e-12,1.0243152984406395e-12,5.788838469494514e-11,1.6857671753896365e-11,2.6190855473070192e-14,4.403300876571273e-10,1.7923195734369248e-12,2.027133917664595e-09,7.980711970317031e-07,1.124761918090693e-08,5.22857314983677e-09,9.556541629274734e-09,1.3173289669255963e-09,2.7219784592477093e-09,4.264579401917786e-12,6.309102122888059e-09,1.0763682249909095e-12,1.6991068512611846e-11,5.727629937340611e-20,2.2693965149091824e-07,2.4814163447334816e-09,1.2537913564638213e-10,2.856986451682927e-14,3.0651689276164193e-12,2.1350902684211584e-16,3.5069778041306144e-12,5.127061218212168e-10,1.4891320339633506e-15
1.2337974780126065e-06,0.6248636044941853,3.76,0.0,0.7229140206023035,0.993203490068123,0.00131842522724786,0.0,6.0753753736655934e-05,0.00992097751040745,0.001493708970693183,0.008495857972215632,9.934236307301216e-11,2.1513911227710668e-11,0.0004066632588186686,0.00019952501915193295,0.0032849064348054757,0.004032940591969066,0.0001353120591706694,4.399559455462889e-05,0.00019326448930929025,4.167932135046547e-06,0.0003049993440109444,3.256640069059826e-05,1.1269689176555925e-05,2.3206794554352072e-08,7.233961250518312e-05,1.554253361627152e-05,1.7678219544972523e-07,3.682317363781154e-12,1.9800413440291758e-05,2.9685831815890882e-06,2.26659889061308e-06,2.0282062390086247e-07,9.24312298921813e-09,0.00019587152906816094,0.0014713260304421735,2.0373338380599724e-10,1.1150743150816726e-12,4.872628866795634e-08,4.218919430601741e-09,1.6752235725923081e-07,8.083108186094913e-07,5.851790582273051e-12,1.0971374862055462e-12,6.076360377615344e-11,1.7692794333315413e-11,2.7682308054265634e-14,4.744590291245166e-10,1.862179574853818e-12,2.1636766597018586e-09,8.146299272828568e-07,1.1871198997401324e-08,5.56196529351081e-09,1.0333901201603819e-08,1.3922046447579288e-09,2.810762156170813e-09,4.537202681812813e-12,6.6794259288540374e-09,1.1017847430659518e-12,1.7404325616786182e-11,6.192715348183433e-20,2.3688168545639235e-07,2.7153043412610218e-09,1.309156994707813e-10,3.13673111096734e-14,3.4174442827991763e-12,2.2714313174541323e-16,3.777552311683742e-12,5.129547942843512e-10,1.6346565287211193e-15
1.2528560118850475e-06,0.6248835503639816,3.76,0.0,0.7226196601094054,0.9930906630208748,0.00135616789451313,0.0,6.132784272378917e-05,0.010095852249622193,0.0014944451605584934,0.008680160710730155,9.938034082653111e-11,2.1521408442168516e-11,0.00040782756373328074,0.00019954267991093407,0.0033571680006619802,0.0041168524695652945,0.00013739463024492877,4.399059662915928e-05,0.00019506298916734937,4.258914561595585e-06,0.00031744472733677686,3.384223645275757e-05,1.1987820134070232e-05,2.4756591207947333e-08,7.399927345871522e-05,1.6534303168201648e-05,1.8059146702655912e-07,3.927904604502463e-12,2.072079725276299e-05,3.047920928876723e-06,2.3873902320249146e-06,2.1179551297235275e-07,9.461816663553367e-09,0.00020118646160205439,0.0014711588970191185,2.0851970354779127e-10,1.187200846751403e-12,5.0100906912390026e-08,4.374266626010578e-09,1.7317218288425682e-07,8.449437185840837e-07,6.048693566532473e-12,1.173591934862914e-12,6.372135077614072e-11,1.855196360684698e-11,2.922609024435606e-14,5.104910105921638e-10,1.9335102367353645e-12,2.305705706487828e-09,8.310482513432855e-07,1.2514013282218143e-08,5.908048568798075e-09,1.1162751586348354e-08,1.4694577469259567e-09,2.9004832506919586e-09,4.8202113087832575e-12,7.063521687062621e-09,1.1276183221083131e-12,1.7818377071260576e-11,6.68852585452748e-20,2.470497344668064e-07,2.9663388528106683e-09,1.3657849098917337e-10,3.4379030051925133e-14,3.802083020584838e-12,2.41295887349331e-16,4.063163903381354e-12,5.131646916029674e-10,1.7912538777401807e-15
1.2719145457574884e-06,0.6249035005822007,3.76,0.0,0.7223247808369871,0.9929775215651524,0.0013942480072392175,0.0,6.189509403850953e-05,0.010270783059486482,0.001495074690923155,0.008864534019835162,9.941097254746285e-11,2.1527358491329004e-11,0.00040895791885983435,0.00019954343253996654,0.003429549809736728,0.004200806836497166,0.00013946661167817882,4.398170235913914e-05,0.00019683070310987715,4.3499116110641e-06,0.00033015919378054685,3.5138191844408606e-05,1.2736723375277726e-05,2.6386170481941607e-08,7.568703100525847e-05,1.7568879251216677e-05,1.8440093001320924e-07,4.186101893587522e-12,2.166690628369245e-05,3.127744993425222e-06,2.5124067624359357e-06,2.2096893629832064e-07,9.684141576189844e-09,0.00020653333356465258,0.0014709912977702475,2.1338563818238725e-10,1.2624916796986007e-12,5.148972908852232e-08,4.532395544167943e-09,1.788716104658652e-07,8.825291470865404e-07,6.247277625021017e-12,1.2537810501004573e-12,6.676232377357366e-11,1.943539380656263e-11,3.0822945982367464e-14,5.484906208715392e-10,2.0063067313414036e-12,2.453250910254596e-09,8.473317430744872e-07,1.3176070894727467e-08,6.266902874590214e-09,1.2045701373965254e-08,1.5490897288084177e-09,2.991128567202517e-09,5.113668078519423e-12,7.461600182149844e-09,1.1538762795660925e-12,1.823319270689168e-11,7.216611204965408e-20,2.574437714644887e-07,3.2353897434275217e-09,1.423674392989066e-10,3.7616493873150575e-14,4.2212559499103444e-12,2.559704109272349e-16,4.364327740878857e-12,5.133382369685744e-10,1.959529244304484e-15
1.2909730796299294e-06,0.6249234543608603,3.76,0.0,0.7220294028656881,0.9928640728592276,0.0014326611257653604,0.0,6.245581077652961e-05,0.010445764419474462,0.0014956041383328796,0.009048954293534544,9.943471187493483e-11,2.1531856995653558e-11,0.0004100563735906271,0.0001995283508064754,0.003502045409527867,0.0042847967909442255,0.0001415278783240016,4.396916127303703e-05,0.00019856903604570088,4.440911106929324e-06,0.0003431428439652451,3.64538863378957e-05,1.3517034471431617e-05,2.8098259104565742e-08,7.740333703773911e-05,1.8647177452224887e-05,1.8821008952719042e-07,4.457337539828591e-12,2.2638922415573776e-05,3.208033429894279e-06,2.6417276164878332e-06,2.3033992435295548e-07,9.910163701446171e-09,0.00021191137092272652,0.0014708232437438806,2.183325885367476e-10,1.3410163219510385e-12,5.289300159017355e-08,4.69333545804692e-09,1.846196521527472e-07,9.210733568963456e-07,6.4475067484346895e-12,1.3378078397758749e-12,6.988722352316367e-11,2.0343300117381265e-11,3.2473622713147024e-14,5.8852323083162e-10,2.080563930862617e-12,2.606336801338925e-09,8.634864158441554e-07,1.3857371553599322e-08,6.63859874534902e-09,1.2985444488406325e-08,1.6311008069906648e-09,3.0826855597202817e-09,5.4176279415568534e-12,7.873870880092668e-09,1.1805658163106107e-12,1.8648745699954267e-11,7.778571349503324e-20,2.6806375710191347e-07,3.5233486183148804e-09,1.4828246591281156e-10,4.109148684723367e-14,4.6772176559317404e-12,2.7116942876341407e-16,4.68156624193672e-12,5.134777075604113e-10,2.1401080248284e-15
1.3100316135023703e-06,0.6249434109585927,3.76,0.0,0.7217335451689462,0.9927503236551283,0.0014714029985648117,0.0,6.301028166487793e-05,0.010620791244492202,0.0014960396838135715,0.009233399090960989,9.945198512721291e-11,2.153499380610341e-11,0.0004111248541087173,0.00019949844336945955,0.0035746487371203627,0.004368815857109025,0.00014357831277734886,4.3953207738363266e-05,0.00020027933423647686,4.5319014804175805e-06,0.0003563957441978908,3.778894061912691e-05,1.4329384068260139e-05,2.9895615697797956e-08,7.914863780979652e-05,1.9770108495563606e-05,1.920184753752607e-07,4.7420446755691985e-12,2.3637023227285053e-05,3.2887646097756615e-06,2.775432843376478e-06,2.399074684904968e-07,1.0139948135953917e-08,0.00021731983656415058,0.001470654743751204,2.2336193661539725e-10,1.4228439653326999e-12,5.4310990241865665e-08,4.857118688791346e-09,1.9041548849688287e-07,9.605825614746084e-07,6.649350853856897e-12,1.4257759133289956e-12,7.309675418118409e-11,2.1275898878910504e-11,3.4178871903332196e-14,6.306549907398209e-10,2.156276412213072e-12,2.764982796019327e-09,8.795186646294753e-07,1.4557906425391181e-08,7.023197724815102e-09,1.3984760890841533e-08,1.7154900374799934e-09,3.175142268876051e-09,5.732138316856534e-12,8.300542017750713e-09,1.2076940172515146e-12,1.9065012291966346e-11,8.376056814665575e-20,2.789096411987661e-07,3.831128577675595e-09,1.5432348565593309e-10,4.4816101910698465e-14,5.172306345510369e-12,2.8689529182548167e-16,5.015409121137496e-12,5.135852433649668e-10,2.3336361170719634e-15
1.3290901473748113e-06,0.6249633696778254,3.76,0.0,0.7214372256757535,0.9926362803200891,0.001510469553218111,0.0,6.355878156951784e-05,0.010795858857768379,0.00149638713642066,0.009417847072056569,9.946319292903736e-11,2.1536853367304045e-11,0.0004121651708112656,0.00019945465767925392,0.003647354095574516,0.0044528579595495095,0.00014561780495444545,4.393406187059543e-05,0.00020196288653178296,4.622871736926612e-06,0.0003699179282049246,3.9142976979962255e-05,1.5174397752772975e-05,3.1781029546907156e-08,8.092337398842454e-05,2.0938578079103227e-05,1.9582564067439703e-07,5.040661055957788e-12,2.4661382185359003e-05,3.369917222897069e-06,2.913603418402907e-06,2.49670523652177e-07,1.0373559102187356e-08,0.00022275802836367,0.0014704858078335896,2.2847504568963862e-10,1.508043474570122e-12,5.574397939498053e-08,5.023780534532293e-09,1.9625846528272025e-07,1.0010629434164753e-06,6.852785670751459e-12,1.5177894826436295e-12,7.639162399522811e-11,2.223340777768695e-11,3.5939449520738766e-14,6.749528283366039e-10,2.2334385086418497e-12,2.9292034106716002e-09,8.954352119074205e-07,1.5277658690609685e-08,7.420752743515393e-09,1.5046517233100152e-08,1.8022553911709793e-09,3.2684872807646495e-09,6.05723940837333e-12,8.741820687401815e-09,1.2352678520686656e-12,1.9481971522032564e-11,9.010769063152025e-20,2.899813640107207e-07,4.159663962798888e-09,1.6049040744744473e-10,4.880273743020085e-14,5.708943568755943e-12,3.0314999157175635e-16,5.366393435146578e-12,5.136628550928061e-10,2.5407801896857575e-15
