Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248)
4.55648556087881e-08,0.41550649401808004,3.76,0.0,0.9245703895823126,0.9996376983764894,1.6246322136504946e-09,0.0,4.130005948944122e-09,6.3522670058954966e-06,5.9696977979088834e-06,2.607037947722175e-07,1.3451090611749802e-12,8.629135524435252e-14,3.056692816779833e-07,2.826054175001648e-07,4.0644772357583744e-08,5.99344819523306e-08,1.934322578589658e-07,2.0499005111925132e-08,5.620651671751489e-09,6.587736676131466e-10,2.9871822766546036e-10,6.944237004950952e-14,2.5815477207965333e-15,4.244032754680385e-17,1.1407712491186599e-08,2.1398477382366634e-15,2.5927115315585267e-12,5.960325107626637e-20,5.752793982377362e-10,6.457141181383738e-11,2.7782227124758807e-13,3.457353217411373e-16,1.4502608117864956e-13,1.6601718386049563e-11,0.0003617588003501516,2.1242291346938565e-15,2.441120584642072e-23,4.844204772283078e-15,7.493434030767614e-17,3.953035131001075e-16,1.172120113121956e-14,7.821920745798092e-20,9.131077349915435e-24,1.4265924553625868e-21,7.435148084582178e-22,5.747165580622413e-27,8.447722937462659e-24,1.088417226537858e-17,1.1557995403057749e-20,1.6977220816758726e-15,1.5032762618154193e-17,1.5479510112128362e-18,1.4536261736757281e-19,2.9266713071914094e-19,2.491242055701461e-17,4.8690908788961914e-21,3.0322193382678364e-21,9.1981718536797e-18,2.4287212686021968e-19,9.646506633396471e-31
4.7874441276709664e-08,0.41550651807468464,3.76,0.0,0.92457004769267,0.999637652464688,1.9463477697392816e-09,0.0,4.69557848959937e-09,6.679033251174643e-06,6.254719588443689e-06,2.8192528960268564e-07,1.4435153608761205e-12,9.04309068947393e-14,3.349098969391605e-07,3.085046982942416e-07,4.5707592118534496e-08,6.893397411362552e-08,2.03483544887543e-07,2.271457652945523e-08,6.439088112953571e-09,7.295491272877476e-10,3.3541972055032875e-10,8.563267878569405e-14,3.091025131546012e-15,5.014780671004671e-17,1.1985839013824948e-08,2.5154606704785837e-15,2.8065783683529695e-12,7.107120768969383e-20,6.338747620726059e-10,7.132099102992137e-11,3.2179113692563695e-13,4.061960795326922e-16,1.5987517755901026e-13,1.9588184193877812e-11,0.0003617587838091443,2.260301364458629e-15,2.9498057109057166e-23,5.702257534640672e-15,8.833807833247054e-17,4.760734095991108e-16,1.3219180936290702e-14,9.513370152460109e-20,1.0757347152767647e-23,1.776762312332768e-21,9.500750096788046e-22,7.02940792311168e-27,1.1381940620554124e-23,1.1440582253284036e-17,1.4483785183850916e-20,2.230300535642242e-15,1.7300833885643788e-17,1.8738188287084413e-18,1.7193603077007664e-19,3.4379440893577165e-19,2.789502559291114e-17,6.1096963488731866e-21,4.227769771096396e-21,9.864228653786427e-18,3.088250902767359e-19,1.141624298667603e-30
4.995306837783907e-08,0.41550653977320795,3.76,0.0,0.9245697389867565,0.9996376096544354,2.2723894454703466e-09,0.0,5.24035554570933e-09,6.973729164849115e-06,6.509848720433758e-06,3.0202355416310845e-07,1.5326742828141743e-12,9.413649335258127e-14,3.621643034774411e-07,3.3251726676996094e-07,5.0620536937058975e-08,7.771797575062609e-08,2.1255915933465225e-07,2.4786614208634828e-08,7.236218633008544e-09,7.971793854595478e-10,3.70973750464236e-10,1.0263722274344454e-13,3.619483934396892e-15,5.79559642343629e-17,1.2506144129943411e-08,2.894295197071902e-15,3.009189494794738e-12,8.275440243261956e-20,6.889385903861107e-10,7.768747067240804e-11,3.650880108401646e-13,4.677529512687946e-16,1.7383286646310758e-13,2.2604603819430692e-11,0.00036175876836679803,2.3849827076979093e-15,3.471974722949241e-23,6.5677177595882964e-15,1.0187790192959218e-16,5.593421195623716e-16,1.4677013695076976e-14,1.126874083333699e-19,1.2395915654338657e-23,2.1506032360385623e-21,1.1734561084682236e-21,8.398216437541128e-27,1.472073986587656e-23,1.1941634475957491e-17,1.7589831389834932e-20,2.8188132035182403e-15,1.9516304472704735e-17,2.2076829544593928e-18,1.9882819349982725e-19,3.948527189641255e-19,3.0844959855990157e-17,7.420864762814368e-21,5.633737153002234e-21,1.047536707774625e-17,3.7931729733331584e-19,1.3207773259154559e-30
5.2031695478968476e-08,0.41550656151808346,3.76,0.0,0.924569429292997,0.9996375654366498,2.6353254884330037e-09,0.0,5.819316649223153e-09,7.269020736470266e-06,6.763667546162224e-06,3.231034022558335e-07,1.6222885080562659e-12,9.782320558210936e-14,3.902857014054369e-07,3.571704602802411e-07,5.588262220350033e-08,8.716898962592227e-08,2.2166364145984176e-07,2.6929870694989698e-08,8.092309786630083e-09,8.686915810718953e-10,4.090396358165962e-10,1.222224516107364e-13,4.222585730212808e-15,6.666226862605109e-17,1.3026440954126812e-08,3.315192620150971e-15,3.2217698632043142e-12,9.584576576367537e-20,7.461959911939599e-10,8.433127385205684e-11,4.120633367579399e-13,5.368236323743727e-16,1.8834984273561112e-13,2.5955244148436596e-11,0.00036175875241284194,2.51175261485983e-15,4.0607185712220447e-23,7.528751192873793e-15,1.169338632595793e-16,6.536760710238269e-16,1.6244872049567342e-14,1.3268979350502093e-19,1.4213569534054933e-23,2.5880389837421797e-21,1.4375510511753175e-21,1.0002600021412421e-26,1.88566897912054e-23,1.2442968469290395e-17,2.119816009231444e-20,3.52754316324172e-15,2.190173922264318e-17,2.5831056278021467e-18,2.2878132845580084e-19,4.509613770266691e-19,3.407237629991189e-17,8.936800375496455e-21,7.427950337786085e-21,1.1097503197588742e-17,4.61639906947404e-19,1.5203766366666909e-30
5.411032258009788e-08,0.4155065833104938,3.76,0.0,0.9245691185781256,0.9996375198149114,3.037408855050506e-09,0.0,6.432704979693105e-09,7.564927734487785e-06,7.01618276999545e-06,3.451978228760787e-07,1.712265775344518e-12,1.0149112459188378e-13,4.192537296526849e-07,3.824403331384053e-07,6.150466359411238e-08,9.730424529207486e-08,2.3079789637544475e-07,2.9141806466600055e-08,9.008854232330834e-09,9.442408565288296e-10,4.4973919080622477e-10,1.446754567355059e-13,4.90928383399584e-15,7.634092633594545e-17,1.3546729488108857e-08,3.781724905162927e-15,3.444667304054228e-12,1.1046606108003832e-19,8.056355493088421e-10,9.125322592692178e-11,4.62860642522629e-13,6.141981858450728e-16,2.0342324993925005e-13,2.9662712196243165e-11,0.0003617587359726997,2.640600416271489e-15,4.7217788936114586e-23,8.592740629326046e-15,1.3362541626774237e-16,7.601575638311977e-16,1.7929029685903816e-14,1.5539055050970717e-19,1.6223996390172795e-23,3.097621158104072e-21,1.747906504204405e-21,1.1877406494757136e-26,2.3941479636441274e-23,1.2944597637519858e-17,2.5364670883311346e-20,4.374325162513742e-15,2.4461724939296058e-17,3.0031697557964206e-18,2.620434301731367e-19,5.123841621382779e-19,3.760401544640088e-17,1.0678159564280786e-20,9.69676525862662e-21,1.173056998735713e-17,5.571028644388979e-19,1.7420812669876316e-30
5.618894968122729e-08,0.41550660515157634,3.76,0.0,0.9245688068098136,0.9996374727928785,3.4809069636552183e-09,0.0,7.0807181010140764e-09,7.861469218512143e-06,7.26740106140248e-06,3.683388599255404e-07,1.8025231553948585e-12,1.0514033249994519e-13,4.490483828840718e-07,4.083036208336625e-07,6.74972229623904e-08,1.0814032547215218e-07,2.3996280777479533e-07,3.141994397738158e-08,9.987288492615133e-09,1.023985832979169e-09,4.931982245916261e-10,1.7030510029949131e-13,5.689433467737223e-15,8.707035707771878e-17,1.4067009733849633e-08,4.297746144347182e-15,3.67821974601677e-12,1.267432295535278e-19,8.672459094041334e-10,9.845417950339759e-11,5.176227496734031e-13,7.00738392268302e-16,2.190502462034521e-13,3.375008281873569e-11,0.00036175871901877584,2.771515496769867e-15,5.461242144092613e-23,9.76744061153889e-15,1.520782255545698e-16,8.799437352937701e-16,1.9736105993092078e-14,1.810573262335664e-19,1.8441710005156647e-23,3.688787622837247e-21,2.110617039684353e-21,1.406164880243828e-26,3.014931500049107e-23,1.3446535804235709e-17,3.014870725104482e-20,5.378680995958359e-15,2.7200693820864058e-17,3.471035588641181e-18,2.988780563022114e-19,5.793859842169422e-19,4.146841768491733e-17,1.266655082485141e-20,1.2541281643497408e-20,1.2374503903265614e-17,6.670871543413099e-19,1.9876544177325846e-30
5.8267576782356694e-08,0.4155066270424233,3.76,0.0,0.9245684939566516,0.9996374243742131,3.9680987992729236e-09,0.0,7.763511137515722e-09,8.158663556914318e-06,7.517329055161818e-06,3.9255763158967257e-07,1.892986128147402e-12,1.087709123769654e-13,4.796500057136113e-07,4.34737721428641e-07,7.38706127582236e-08,1.1969318448429476e-07,2.491592383070659e-07,3.376186848159695e-08,1.1028994156604392e-08,1.1080880739707109e-09,5.395464279833858e-10,1.9944288627882232e-13,6.573859208294253e-15,9.893330006115357e-17,1.45872816935488e-08,4.867414492143031e-15,3.922755413051533e-12,1.448125967910669e-19,9.310157758042351e-10,1.0593501377733762e-10,5.764917806894097e-13,7.973820650566616e-16,2.3522800415087966e-13,3.824087138264994e-11,0.00036175870154403386,2.9044872954209844e-15,6.285561535358026e-23,1.106098260734794e-14,1.724242737209159e-16,1.0142697266506953e-15,2.1673073086981636e-14,2.0997653018442575e-19,2.08820998512555e-23,4.3719322296352124e-21,2.532365065281901e-21,1.6598887740127578e-26,3.7679481135348767e-23,1.3948797205683344e-17,3.561308271001586e-20,6.5618859604612964e-15,3.012292799991271e-17,3.989937824229105e-18,3.395651976835414e-19,6.522326270081133e-19,4.569597660754348e-17,1.4924515941448668e-20,1.6079104345718845e-20,1.3029243946570875e-17,7.930438710795079e-19,2.25896929324686e-30
6.034620388348611e-08,0.4155066489840838,3.76,0.0,0.9245681799881295,0.9996373745625633,4.501272222784978e-09,0.0,8.481199743619089e-09,8.456528444551422e-06,7.765973351566313e-06,4.1788434994185355e-07,1.9835877518583933e-12,1.1238294810514666e-13,5.110392870116614e-07,4.6172067746821933e-07,8.063490037450818e-08,1.3197816615596435e-07,2.583880299459145e-07,3.616522822218174e-08,1.213529906068069e-08,1.1967115862049453e-09,5.889172624416439e-10,2.3244381403001473e-13,7.57442522487143e-15,1.1201691498549419e-16,1.5107545369659203e-08,5.495215090900542e-15,4.178593025262795e-12,1.6481706962164309e-19,9.969339122788715e-10,1.1369663388692455e-10,6.396091663316871e-13,9.051474222515725e-16,2.5195371082433173e-13,4.315900726715235e-11,0.00036175868358004874,3.039505305243955e-15,7.201580271961046e-23,1.2481879435705852e-14,1.948019575257048e-16,1.1644518573343829e-15,2.3747262303572638e-14,2.424541479011702e-19,2.3561482199916254e-23,5.15847870205774e-21,3.020462991343543e-21,1.9537641233857037e-26,4.6759133644893504e-23,1.445139648619302e-17,4.182410160976154e-20,7.947032637426712e-15,3.3232564024582624e-17,4.5631828019979384e-18,3.844021698693454e-19,7.311905047187579e-19,5.031899197106602e-17,1.7475510278951345e-20,2.044622413298753e-20,1.3694730989329618e-17,9.36493145102062e-19,2.558015084926213e-30
6.242483098461551e-08,0.415506670977565,3.76,0.0,0.9245678648746186,0.9996373233616428,5.0827214675260055e-09,0.0,9.23386288409687e-09,8.755080920502566e-06,8.013340516626195e-06,4.4434834064705524e-07,2.0742679136439195e-12,1.1597652425209758e-13,5.431972543020683e-07,4.892311583749138e-07,8.77999124239508e-08,1.4501002125260012e-07,2.676500043521781e-07,3.8627734123245876e-08,1.330747844800296e-08,1.2900223546269654e-09,6.414478513359356e-10,2.6968721268943455e-13,8.704108219599445e-15,1.264128780925109e-16,1.5627800764900872e-08,6.185983961704271e-15,4.44604200191688e-12,1.8690732353874444e-19,1.064989141841033e-09,1.2173997027684554e-10,7.071156530751868e-13,1.0251375053598403e-15,2.692245676140055e-13,4.852880815540305e-11,0.00036175866511734884,3.1765590729461145e-15,8.216556034368655e-23,1.4039028994851416e-14,2.1935617359859339e-16,1.3318908028004857e-15,2.5966370195886654e-14,2.7881655729386317e-19,2.6497152796821405e-23,6.060958701870066e-21,3.5828976146652e-21,2.293182123216912e-26,5.76463272810971e-23,1.4954348695484366e-17,4.8851575032927855e-20,9.559091946718676e-15,3.653359728572447e-17,5.194145782814112e-18,4.337045246097177e-19,8.165264317177701e-19,5.5371721535906567e-17,2.0343882367119185e-20,2.5799015644154768e-20,1.4370907306741484e-17,1.0990229350742038e-18,2.8869030895535536e-30
6.450345808574492e-08,0.41550669302383336,3.76,0.0,0.9245675485873514,0.9996372707751984,5.714744816940304e-09,0.0,1.0021545431315729e-08,9.054337385712297e-06,8.259437082270239e-06,4.719780626562705e-07,2.1649726563328977e-12,1.195517259573096e-13,5.761052682499808e-07,5.172484433299871e-07,9.5375238945491e-08,1.5880292442153496e-07,2.7694596323056154e-07,4.114715909027042e-08,1.4546756106745576e-08,1.3881879109662643e-09,6.972788735265959e-10,3.1157755465617323e-13,9.977073099085375e-15,1.4221747329462007e-16,1.61480478822753e-08,6.94493287618908e-15,4.7254026652934014e-12,2.112419808408225e-19,1.1351703465484566e-09,1.3006597807386037e-10,7.791513106283896e-13,1.1585446378554328e-15,2.8703779018514135e-13,5.4374955117605276e-11,0.0003617586461362798,3.315638198651588e-15,9.338186736760597e-23,1.574171730381627e-14,2.462383938204481e-16,1.5180747722575562e-15,2.8338464038503453e-14,3.194113469445118e-19,2.970744113378732e-23,7.093094233858582e-21,4.228376754446469e-21,2.6841198512726985e-26,7.063330072163888e-23,1.5457669287800406e-17,5.676883191918532e-20,1.1424971355380225e-14,4.002988639133353e-17,5.8862683157183316e-18,4.87806980867562e-19,9.08507405293731e-19,6.08904313000613e-17,2.355485288672272e-20,3.2316354854302186e-20,1.5057716268980218e-17,1.2822877064730641e-18,3.247872959598497e-30
6.658208518687433e-08,0.41550671512381576,3.76,0.0,0.9245672310984031,0.9996372168069565,6.399642447589567e-09,0.0,1.0844260595255977e-08,9.354313620405367e-06,8.504269546545168e-06,5.008011277442244e-07,2.2556535718599445e-12,1.2310863882956034e-13,6.097450172374619e-07,5.457524046188077e-07,1.0337023754257066e-07,1.7337049067262328e-07,2.8627668868051405e-07,4.3721337075687545e-08,1.5854305487762992e-08,1.4913769332168492e-09,7.565544592496907e-10,3.585452465932561e-13,1.1408751300666357e-14,1.5953167862446124e-16,1.6668286725080117e-08,7.777675188817824e-15,5.01696644350716e-12,2.3798777992815975e-19,1.2074664673083466e-09,1.386756364733957e-10,8.558555395335368e-13,1.3066549129517964e-15,3.0539060840604573e-13,6.072246845212003e-11,0.0003617586266614473,3.456732335627958e-15,1.0574637531642229e-22,1.759962090335216e-14,2.756067309969096e-16,1.7245826817988068e-15,3.087198686812062e-14,3.6460813506833703e-19,3.3211766294147864e-23,8.269884417744654e-21,4.966378103368145e-21,3.1331895658123096e-26,8.605003043044073e-23,1.596137412273571e-17,6.565272579396778e-20,1.3573570194126248e-14,4.372515749240938e-17,6.6430556889474924e-18,5.470643739919003e-19,1.00740040091313e-18,6.691344348446124e-17,2.713449322266143e-20,4.020185412472466e-20,1.575510212101011e-17,1.4880070112586203e-18,3.6432990762404806e-30
6.866071228800373e-08,0.41550673727840065,3.76,0.0,0.9245669123806728,0.9996371614606845,7.139714426077883e-09,0.0,1.1701992197780938e-08,9.655024801194747e-06,8.747844373813261e-06,5.308443198036667e-07,2.3462672540174533e-12,1.2664734885557978e-13,6.440985120254131e-07,5.747234914270593e-07,1.117940374544075e-07,1.8872579140898332e-07,2.956429435413927e-07,4.6348162001389536e-08,1.7231250802055052e-08,1.59975887419296e-09,8.194220882962904e-10,4.1104739654365965e-13,1.301592172882033e-14,1.7846124815783381e-16,1.718851729692398e-08,8.69025262044855e-15,5.321016071199365e-12,2.6731973604545503e-19,1.28186650368513e-09,1.4756994813697308e-10,9.373670788419944e-13,1.470852701061433e-15,3.2428026627648234e-13,6.759668426498079e-11,0.00036175860669949577,3.599831190025659e-15,1.1934569053833795e-22,1.962280864770185e-14,3.0762599524152097e-16,1.9530873188866175e-15,3.357576207845294e-14,4.147993879976214e-19,3.703069437019035e-23,9.60769669000964e-21,5.80720027181157e-21,3.647690890239724e-26,1.0426806917810104e-22,1.6465479467533042e-17,7.558363738227332e-20,1.6035832025252397e-14,4.762300856315899e-17,7.468074464018714e-18,6.118526220520755e-19,1.113472179637538e-18,7.348118183426058e-17,3.110970371281047e-20,4.9686214146156413e-20,1.646300981368011e-17,1.7179639761136634e-18,4.0756970382333646e-30
7.073933938913314e-08,0.4155067594884394,3.76,0.0,0.9245665924078641,0.9996371047402013,7.93725884938468e-09,0.0,1.2594696801688898e-08,9.956485517854368e-06,8.99016799494821e-06,5.621336138602513e-07,2.4367748044506952e-12,1.3016794231771687e-13,6.791480805001918e-07,6.041427140741494e-07,1.2065554356153414e-07,2.0488137002150231e-07,3.0504547173202104e-07,4.9025586580235455e-08,1.8678668098434243e-08,1.7135036173479983e-09,8.860324904511209e-10,4.695685559976597e-13,1.4816794246093483e-14,1.9911678957102304e-16,1.770873960174174e-08,9.689162979883873e-15,5.637825787631654e-12,2.99421293768834e-19,1.3583595137110277e-09,1.567499386002611e-10,1.0238240138590578e-12,1.6526251675887077e-15,3.4370402185644553e-13,7.502323176659841e-11,0.00036175858622688073,3.744924520616079e-15,1.34271668938146e-22,2.1821742919120064e-14,3.4246774150169306e-16,2.205358494593911e-15,3.645899758861065e-14,4.704012371604487e-19,4.118599745448273e-23,1.11243624770932e-20,6.762015992193455e-21,4.2356659605821417e-26,1.2570468456009958e-22,1.6970002000735798e-17,8.66454733800811e-20,1.8844794024519034e-14,5.172691363836717e-17,8.364950091591339e-18,6.825697083626825e-19,1.2269891073537547e-18,8.063621393026317e-17,3.550819169990956e-20,6.102969149381643e-20,1.718138487498292e-17,1.974003705883292e-18,4.547730260177929e-30
7.281796649026254e-08,0.4155067817547473,3.76,0.0,0.9245662711544689,0.9996370466493136,8.794570120421702e-09,0.0,1.3522305702734656e-08,1.0258709789749598e-05,9.231246807529318e-06,5.94694194794884e-07,2.5271413872843507e-12,1.3367050571903395e-13,7.148763625038853e-07,6.339916286739031e-07,1.2996344032639212e-07,2.2184925705700515e-07,3.144849985847108e-07,5.175162105355023e-08,2.0197586321650406e-08,1.8327811584083992e-09,9.565395481613317e-10,5.346214359379905e-13,1.6831095673804587e-14,2.216138374505732e-16,1.822895364380989e-08,1.0781388813850037e-14,5.967661532010394e-12,3.3448447145919117e-19,1.4369346136992423e-09,1.6621665569161921e-10,1.1153637839532058e-12,1.8535667922615787e-15,3.6365914719532196e-13,8.302801127062348e-11,0.00036175856525536216,3.892002138522427e-15,1.5062172298653463e-22,2.4207280289985483e-14,3.8031030856276017e-16,2.4832661803824284e-15,3.9531289599423776e-14,5.318542936474703e-19,4.570071422169519e-23,1.2839277386696278e-20,7.84292745157879e-21,4.9059575861291585e-26,1.5082731381728894e-22,1.7474958817135913e-17,9.892566160553504e-20,2.2035633343761226e-14,5.604022701011828e-17,9.33736460844482e-18,7.596366794174326e-19,1.3482169855711916e-18,8.842329032786206e-17,4.0358449470756966e-20,7.452468085508397e-20,1.7910173319893868e-17,2.258031612328835e-18,5.0622166750435755e-30
7.489659359139195e-08,0.4155068040781045,3.76,0.0,0.9245659485957461,0.9996369871918424,9.713937350536924e-09,0.0,1.4484726792908108e-08,1.0561711081911904e-05,9.471087176033956e-06,6.285504757541008e-07,2.6173358278716587e-12,1.3715512571693058e-13,7.512663047470334e-07,6.642523222116623e-07,1.397261956699279e-07,2.3964098497097474e-07,3.2396223117382677e-07,5.452433186897279e-08,2.178898835127684e-08,1.9577613113591693e-09,1.031100201403661e-09,6.067475960470197e-13,1.9080158247877694e-14,2.460729224841152e-16,1.8749159427762166e-08,1.1974426972249129e-14,6.310781135788421e-12,3.727099979245777e-19,1.5175809780595822e-09,1.759711689609756e-10,1.2121231904245103e-12,2.075383881177799e-15,3.841429282614255e-13,9.163717287823047e-11,0.0003617585438031178,4.041053906961338e-15,1.6849914094912213e-22,2.6790671658548525e-14,4.2133884988567844e-16,2.788783626302209e-15,4.2802625953151765e-14,5.996244594846996e-19,5.059921211322506e-23,1.4773505943452394e-20,9.063023707582309e-21,5.668270446933936e-26,1.8015835107980011e-22,1.7980367433848824e-17,1.1251514275967153e-19,2.5645710435396096e-14,6.056618738607819e-17,1.0389054414748014e-17,8.434986574177642e-19,1.4774208935145425e-18,9.688938036967609e-17,4.568973216318165e-20,9.049841049175152e-20,1.8649321590657044e-17,2.5720116790950347e-18,5.622135535219985e-30
7.697522069252136e-08,0.415506826459257,3.76,0.0,0.9245656247077071,0.9996369263716668,1.0697642880727739e-08,0.0,1.5481846303221592e-08,1.0865502320739019e-05,9.70969543202837e-06,6.637261162238601e-07,2.7073302512617227e-12,1.4062188906394324e-13,7.88301155802491e-07,6.949073980264938e-07,1.4995206478520358e-07,2.582676024761124e-07,3.334778586389858e-07,5.734184032868589e-08,2.345381202168241e-08,2.088613437328066e-09,1.109874354718249e-09,6.865181063850367e-13,2.1587010469331254e-14,2.7261963666306773e-16,1.926935695860535e-08,1.3276319073361688e-14,6.667434511621118e-12,4.1430744153935255e-19,1.6002878391163395e-09,1.8601456911886976e-10,1.3142384044268048e-12,2.31989906277545e-15,4.051526648719169e-13,1.0087709583059392e-10,0.00036175852185156744,4.192069740989735e-15,1.8801341826021335e-22,2.9583561884449454e-14,4.657453566365874e-16,3.123990457542408e-15,4.6283389112129946e-14,6.742037347424918e-19,5.590725113644993e-23,1.6949890880652027e-20,1.0436440132754144e-20,6.533235349223297e-26,2.1428028322040236e-22,1.8486245797384212e-17,1.2750835902895912e-19,2.97146093304767e-14,6.530792201150125e-17,1.1523808130738284e-17,9.346258665682624e-19,1.6148650412285548e-18,1.0608370454463531e-16,5.1532035718553465e-20,1.0931574918343506e-19,1.9398776515357315e-17,2.9179646714319676e-18,6.2306343065445175e-30
7.905384779365076e-08,0.4155068488989182,3.76,0.0,0.9245652994670964,0.9996368641926694,1.1747960913532914e-08,0.0,1.65135304340493e-08,1.1170095909308412e-05,9.947077874356855e-06,7.002440397489515e-07,2.797099756240206e-12,1.4407088255343325e-13,8.25964461179034e-07,7.259399616868907e-07,1.60649093889104e-07,2.7773968849835165e-07,3.4303255250297654e-07,6.020232123181302e-08,2.5192951123432977e-08,2.2255061949323468e-09,1.1930247863720933e-09,7.74534180975191e-13,2.437647028311477e-14,3.013846946315105e-16,1.9789546241735254e-08,1.469568285138861e-14,7.037863838733494e-12,4.594953320724606e-19,1.6850444869282213e-09,1.9634796748548088e-10,1.421844974938052e-12,2.589055759123734e-15,4.2668567062311556e-13,1.1077436851166866e-10,0.00036175849939878334,4.345039607241902e-15,2.0928060095018156e-22,3.25979889503082e-14,5.137286732716034e-16,3.4910757463914243e-15,4.998435877215753e-14,7.5611101964168695e-19,6.165204929498383e-23,1.9393166984493046e-20,1.1978419823846339e-20,7.512476565047155e-26,2.5384119047470753e-22,1.8992612291655715e-17,1.4400323976198244e-19,3.428417487226723e-14,7.026845075707035e-17,1.2745464531873395e-17,1.0335146723076057e-18,1.7608126334029992e-18,1.160577633032518e-16,5.791607495189431e-20,1.313821225678495e-19,2.0158485275947805e-17,3.2979662971646442e-18,6.891035649964988e-30
8.113247489478017e-08,0.41550687139776904,3.76,0.0,0.9245649728513753,0.9996368006587294,1.286715624831037e-08,0.0,1.7579626880319095e-08,1.1475503742303399e-05,1.018324076932935e-05,7.381264512923425e-07,2.886622121353575e-12,1.4750219297136044e-13,8.642400584734024e-07,7.573336072490484e-07,1.7182512391315164e-07,2.9806736575122626e-07,3.5262696698449386e-07,6.310400152251931e-08,2.7007256386444056e-08,2.3686073107549843e-09,1.2807170596121049e-09,8.714277828555407e-13,2.747524051788931e-14,3.325039913076377e-16,2.0309727282952842e-08,1.6241744368051815e-14,7.422303744613074e-12,5.085012754618907e-19,1.7718402691101577e-09,2.0697249544947274e-10,1.5350778367734932e-12,2.884922624311607e-15,4.4873927282119147e-13,1.2135576908438456e-10,0.00036175847646680785,4.4999535236720815e-15,2.3242364103336195e-22,3.5846382674086523e-14,5.654945060200757e-16,3.892341056865958e-15,5.3916714125495366e-14,8.458929108742731e-19,6.786234966718722e-23,2.2130079477703623e-20,1.370537690747082e-20,8.618682277834799e-26,2.9956062813196132e-22,1.9499485746809195e-17,1.621011844397054e-19,3.9398546914851387e-14,7.545069017447795e-17,1.405791056163034e-17,1.1406886326899975e-18,1.9155257436446235e-18,1.2686536229096875e-16,6.48732618018992e-20,1.5714653665388722e-19,2.0928395382983956e-17,3.714145325452409e-18,7.606844485303932e-30
8.321110199590957e-08,0.41550689395645996,3.76,0.0,0.9245646448387054,0.999636735773775,1.4057483113296228e-08,0.0,1.8679966258165883e-08,1.1781737220557861e-05,1.0418190350907384e-05,7.773948542358344e-07,2.9758775398261836e-12,1.509159070539281e-13,9.031120725995573e-07,7.890724038874847e-07,1.834877941343816e-07,3.1926031393883685e-07,3.6226173930576235e-07,6.604515894817966e-08,2.8897536445187894e-08,2.5180833687214124e-09,1.3731194359668322e-09,9.778622002770363e-13,3.091200651826779e-14,3.6611865589687264e-16,2.0829900088480453e-08,1.7924371069290118e-14,7.820981483034984e-12,5.615620617592549e-19,1.8606645906568257e-09,2.1788930393649737e-10,1.654071318636256e-12,3.2096979421105094e-15,4.713108124132369e-13,1.3264824674428345e-10,0.00036175845304746847,4.656801559308084e-15,2.575727637575136e-22,3.9341562995410144e-14,6.212554245904174e-16,4.330203459469856e-15,5.809203578746655e-14,9.44124491413007e-19,7.45684891499252e-23,2.5189506919359703e-20,1.563496166886934e-20,9.865678142112443e-26,3.522359056723257e-22,2.0006885448738636e-17,1.8190704314640589e-19,4.510419150347792e-14,8.085745752145974e-17,1.5465079421224405e-17,1.2566995611766e-18,2.079265198940043e-18,1.3856263400332934e-16,7.243568381438049e-20,1.871047061457013e-19,2.1708454657099023e-17,4.168681670488808e-18,8.381755131975711e-30
8.528972909703898e-08,0.41550691657561084,3.76,0.0,0.9245643154079316,0.9996366695417579,1.532118408831658e-08,0.0,1.9814363439177942e-08,1.2088807265225363e-05,1.0651932820888496e-05,8.180700670237749e-07,3.0648483806108655e-12,1.5431211144843312e-13,9.425649110939647e-07,8.211408828881459e-07,1.956445457471972e-07,3.4132778259726e-07,3.7193748999513537e-07,6.902412073156729e-08,3.086455878624731e-08,2.674099617227805e-09,1.4704027905568235e-09,1.0945325938306368e-12,3.471753589942772e-14,4.0237510241074836e-16,2.1350064664978118e-08,1.9754105667223552e-14,8.234117108421634e-12,6.189237664596408e-19,1.9515069137677247e-09,2.2909956288720395e-10,1.7789591512001793e-12,3.565713975444691e-15,4.943976439187317e-13,1.4467890357520799e-10,0.000361758429128894,4.815573833996533e-15,2.8486584661516234e-22,4.3096737857942125e-14,6.812308574086825e-16,4.807198513696947e-15,6.252230740002699e-14,1.0514101131275643e-18,8.180246889143166e-23,2.86025885871017e-20,1.7786127425428534e-20,1.1268503955835377e-25,4.1274877972900216e-22,2.0514831149228426e-17,2.0352909473992753e-19,5.144992906015414e-14,8.649147475784177e-17,1.697094873557721e-17,1.3821286001260337e-18,2.2522904740633265e-18,1.5120805589300546e-16,8.063608290665861e-20,2.2180228506428397e-19,2.2498611216446673e-17,4.663804446930442e-18,9.219658522274318e-30
