Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248)
0.0002869528274269304,0.4204734915394625,3.76,0.0,0.696067752675448,0.8547815474226177,0.10968641211200794,0.0,1.535089557041938e-05,0.1026237635946546,4.9950600530541556e-05,0.0056759914467683715,1.555446432093796e-11,6.12971425144313e-13,3.117907470451521e-05,8.880460596200889e-06,0.03514282552034338,0.03658991075231401,0.00014729626866998754,8.880637515939074e-07,2.75374826976716e-05,3.224522974252474e-05,0.0998006233076441,0.0020140580867029564,0.01836531654898014,3.9725937942157105e-05,0.007934689560745434,0.013204880642543252,4.9703579819389644e-08,6.003272932256577e-08,0.0009395438345009494,1.3738964989178022e-05,0.005691599344410749,3.647291490851655e-07,1.5915872098099028e-06,6.285374364705237e-05,0.0003093368584606398,6.880265017511333e-09,2.2122193817597413e-10,3.8885002417289765e-06,4.065205985465143e-07,1.6091126225256947e-05,0.0028255153723402934,3.509874142847402e-09,4.9315571397514635e-08,2.423153276743867e-07,6.612525137003793e-08,4.5648914271302804e-12,6.565364358420458e-05,7.592059702934748e-12,1.7825185424633799e-07,7.950906179264596e-07,1.226559543152844e-07,1.4055619874213434e-06,0.00036137526761263386,9.51223398367505e-09,8.410465038846595e-09,1.1738403882351917e-08,1.5215250655598224e-06,3.0225336885519934e-11,1.8266323451181693e-11,2.0536060855057002e-15
0.0002893105499039641,0.4205180438493872,3.76,0.0,0.6944025779226093,0.8536459705508745,0.11051543950237477,0.0,1.536150062183522e-05,0.10353348933573994,4.9904762051785704e-05,0.005666964429745023,1.551790497089373e-11,6.115305614415446e-13,3.1213314559262116e-05,8.87415896582898e-06,0.035360139559478365,0.03687655893060542,0.0001467392374589838,8.880863099274941e-07,2.758035699352302e-05,3.214777110155555e-05,0.10058721934405039,0.0020297457135693073,0.018428113751903487,3.9961668037556865e-05,0.008015854465842041,0.013300053967175167,4.955378141284125e-08,6.030235017519992e-08,0.0009442640498510044,1.3654692472850439e-05,0.005769725992276561,3.63703961408152e-07,1.6055995019861917e-06,6.265178407830957e-05,0.00030892590456464854,6.940818577954927e-09,2.227858042084679e-10,3.917352865199595e-06,4.0999046911657507e-07,1.6242113666441254e-05,0.002871920776827554,3.5377273120884356e-09,5.0253677848867264e-08,2.4659673128834865e-07,6.727940335408317e-08,4.646607514997882e-12,6.722534963009531e-05,7.642661714023345e-12,1.8167754427319376e-07,7.990082061244215e-07,1.2481008393250458e-07,1.4283384194601096e-06,0.0003665508627873752,9.67804467759588e-09,8.480415744692568e-09,1.1911526275717472e-08,1.5352319945830345e-06,3.0430596094936404e-11,1.8428484998006054e-11,2.0800300436908743e-15
0.0002916682723809978,0.42056262315700854,3.76,0.0,0.6927410489357128,0.8525117669096931,0.11134272491792885,0.0,1.5372122357727646e-05,0.10444376612378806,4.985892630288207e-05,0.005657961170626036,1.5481416058961228e-11,6.100924741542977e-13,3.1247453597771344e-05,8.867826345093579e-06,0.03557631436227778,0.03716298683365946,0.00014619109151636528,8.88105550204423e-07,2.7622999031130135e-05,3.20506534950956e-05,0.10137275191257558,0.0020453813857514835,0.018489879259434367,4.01954715269395e-05,0.008096838380380764,0.013394640145912217,4.9404507240690536e-08,6.05681580669818e-08,0.0009489726199368816,1.3571640930482486e-05,0.005848320797485381,3.626822289372356e-07,1.6195320012680777e-06,6.24508880599568e-05,0.0003085154476269415,7.001027222177847e-09,2.2433925249664612e-10,3.946046151924844e-06,4.134494600280035e-07,1.6392902343799325e-05,0.0029186052438852374,3.5654493731302353e-09,5.120000529599432e-08,2.509114346381671e-07,6.844208552711223e-08,4.7289520900583605e-12,6.881849066430175e-05,7.692972231718069e-12,1.8513691537048828e-07,8.029147534226983e-07,1.2698258566438014e-07,1.4512599194780865e-06,0.00037175228436110464,9.8452650401621e-09,8.550425347440769e-09,1.2085333692449885e-08,1.5489025968626838e-06,3.063358628256583e-11,1.859077462427492e-11,2.106519881671079e-15
0.00029402599485803146,0.4206072286380403,3.76,0.0,0.6910831570910216,0.8513789350489515,0.11216827171814163,0.0,1.5382760035528968e-05,0.10535458322611498,4.981309338230539e-05,0.00564898148982637,1.54449975308795e-11,6.086571611454027e-13,3.1281491920344886e-05,8.861462300412409e-06,0.03579135354918955,0.037449193537745395,0.00014565169648735686,8.881213833089195e-07,2.7665407147958912e-05,3.1953875049213696e-05,0.10215722315423484,0.002060965083495452,0.01855062472885195,4.042735602818953e-05,0.008177637461846824,0.01348863680273115,4.925575442833775e-08,6.083017890809024e-08,0.0009536691069497694,1.3489789541364992e-05,0.005927383749588955,3.6166392948912053e-07,1.6333841804927704e-06,6.225108961375886e-05,0.0003081054871227337,7.0608886755749385e-09,2.258822350187883e-10,3.974579254584789e-06,4.168974123418e-07,1.654348508591477e-05,0.0029655657108936515,3.5930391350570546e-09,5.215450417390828e-08,2.552592337078332e-07,6.961323478752772e-08,4.811919818380986e-12,7.043308357360075e-05,7.742988960818342e-12,1.886298693085497e-07,8.068098303104488e-07,1.2917338178121613e-07,1.4743249396861741e-06,0.0003769792405828343,1.0013889253682083e-08,8.620493234314377e-09,1.2259809104818326e-08,1.5625370716567396e-06,3.083431047792904e-11,1.8753190058432067e-11,2.1330734814765937e-15
0.00029638371733506515,0.42065185947593436,3.76,0.0,0.6894288938936382,0.8502474735866594,0.11299208323922813,0.0,1.539341358283837e-05,0.10626592987705646,4.9767263376562164e-05,0.005640025213707257,1.5408649332786858e-11,6.072246202960195e-13,3.131542976440522e-05,8.855066414036957e-06,0.036005260751026405,0.03773517810528271,0.00014512091950088973,8.881337221870766e-07,2.7707579794230057e-05,3.185743392088914e-05,0.10294063515693497,0.0020764967900532717,0.01861036167347558,4.065732923272572e-05,0.00825824796375404,0.01358204165230142,4.9107520139749635e-08,6.108843897268458e-08,0.0009583530776039831,1.3409117784478668e-05,0.00600691479979622,3.6064904123155944e-07,1.647155535876557e-06,6.205242009220223e-05,0.0003076960225518977,7.1204007616390845e-09,2.2741470620732089e-10,4.002951346779838e-06,4.203341697837918e-07,1.669385469292844e-05,0.0030127991090831375,3.620495427361007e-09,5.311712406674003e-08,2.5963992446642065e-07,7.079278847276766e-08,4.895505501221429e-12,7.206914232164921e-05,7.79270967920601e-12,1.9215630822925312e-07,8.106930131632933e-07,1.3138240551486105e-07,1.497531921263259e-06,0.0003822314352882591,1.0183911773440905e-08,8.690618837965657e-09,1.2434935482873547e-08,1.576135625400351e-06,3.103277258156174e-11,1.8915729136402084e-11,2.159688690686151e-15
0.00029874143981209884,0.4206965148599189,3.76,0.0,0.687778250985668,0.8491173812138064,0.11381416279440028,0.0,1.5404082704540147e-05,0.10717779527716985,4.9721436366904755e-05,0.00563109217594164,1.5372371406602643e-11,6.057948493183355e-13,3.13492674458463e-05,8.848638284936951e-06,0.036218039609973655,0.03802093958395792,0.00014459862936628583,8.881424837464616e-07,2.7749515547321012e-05,3.176132831991649e-05,0.10372298995155749,0.0020919764916620853,0.018669101447991183,4.088539907230955e-05,0.008338666244586193,0.013674852509967573,4.895980162848831e-08,6.134296414455788e-08,0.0009630241040790027,1.3329605473799431e-05,0.006086913856466869,3.5963754333838537e-07,1.6608455870291031e-06,6.18549080514098e-05,0.00030728705344071474,7.179561406100794e-09,2.289366213080813e-10,4.031161691045444e-06,4.237595871306606e-07,1.684400422632091e-05,0.0030603023632612227,3.6478171142487963e-09,5.408781363044735e-08,2.640533071392952e-07,7.19806848055386e-08,4.979703664452898e-12,7.372667760212478e-05,7.842132274927573e-12,1.9571612887291898e-07,8.145638869312824e-07,1.3360959550323136e-07,1.5208793136235392e-06,0.00038750856749293925,1.035532794762767e-08,8.760801788728406e-09,1.261069595015958e-08,1.589698471791639e-06,3.122897668213238e-11,1.9078390129502096e-11,2.1863633817837053e-15
0.00030109916228913253,0.4207411939814889,3.76,0.0,0.6861312201090003,0.8479886566751857,0.11463451368130648,0.0,1.541476675496291e-05,0.10809016860352122,4.967561242884156e-05,0.005622182216453267,1.533616369336296e-11,6.043678458911355e-13,3.138300512040169e-05,8.842177528892912e-06,0.03642969377719141,0.038306477010682925,0.00014408469614947801,8.881475874499659e-07,2.7791213073424795e-05,3.166555650371919e-05,0.10450428952682327,0.0021074041770253746,0.018726855286187297,4.111157335773924e-05,0.00841888874230766,0.013767067269069878,4.8812596219961544e-08,6.159378037228507e-08,0.0009676817629932248,1.3251232680833315e-05,0.00616738079475662,3.5862941584640834e-07,1.6744538741165223e-06,6.165858001376564e-05,0.0003068785793349384,7.238368624685531e-09,2.3044793693458522e-10,4.059209529204976e-06,4.271735142301797e-07,1.6993926793667037e-05,0.0031080723940682263,3.675003090048829e-09,5.506652081261797e-08,2.684991723975627e-07,7.317685942281649e-08,5.064508841483241e-12,7.540569757209987e-05,7.891254729556984e-12,1.9930922345539394e-07,8.184220385607861e-07,1.358548724708923e-07,1.544365553857956e-06,0.00039281033252973406,1.0528131833338091e-08,8.831041484063346e-09,1.2787073638027242e-08,1.6032258295269463e-06,3.142292701618088e-11,1.924117080206371e-11,2.2130953959499606e-15
0.00030322111251846287,0.42078142482728387,3.76,0.0,0.6846519738668558,0.8469739730968056,0.1153713541796696,0.0,1.542439488849535e-05,0.10891172990938265,4.963437356720535e-05,0.005614182856759991,1.530363673437063e-11,6.030859071280223e-13,3.1413283688669966e-05,8.836334646732256e-06,0.03661922394139109,0.03856326832526131,0.00014362919526418328,8.881489887507744e-07,2.782853613507718e-05,3.157964584164328e-05,0.10520655853982655,0.0021212446126873505,0.018777999947194875,4.131351599055187e-05,0.008490918719156077,0.013849549212855274,4.8680547883141785e-08,6.181636532297396e-08,0.0009718618806894909,1.3181655214909513e-05,0.006240200946622054,3.577249667044277e-07,1.686631060731992e-06,6.148291732747802e-05,0.0003065113755104077,7.290991372861606e-09,2.3179902390310427e-10,4.084313025400873e-06,4.3023610176475784e-07,1.7128657331478632e-05,0.0031512909672748598,3.699353532072314e-09,5.5954168709804934e-08,2.7252804887033623e-07,7.426044112955253e-08,5.141347980290062e-12,7.693518953786496e-05,7.935206711144903e-12,2.0257136699973763e-07,8.218831600052414e-07,1.378910227446652e-07,1.56562057940262e-06,0.0003976027272345918,1.0684836837916267e-08,8.894305229652142e-09,1.2946327287709263e-08,1.6153702935910648e-06,3.159555932063128e-11,1.9387773914698613e-11,2.2372014242632085e-15
0.0003053430627477932,0.4208216736692951,3.76,0.0,0.6831756409325545,0.8459603956776542,0.11610679948856578,0.0,1.5434034715152866e-05,0.10973368591762404,4.95931372905062e-05,0.005606201958115438,1.527116655397791e-11,6.018062063842195e-13,3.144348162428072e-05,8.830464783344582e-06,0.03680784874848292,0.03881987664673551,0.000143180267219572,8.8814731006286e-07,2.786566443562655e-05,3.149400295797471e-05,0.1059079757716203,0.002135042904397146,0.018828362957917878,4.1513935383307106e-05,0.008562784846219725,0.013931545288383574,4.8548911185020724e-08,6.203598603569042e-08,0.0009760305316966014,1.311297082055209e-05,0.006313399799194597,3.5682321841500873e-07,1.6987413637470512e-06,6.13082491029021e-05,0.00030614457199374095,7.3433250192557276e-09,2.3314146240833695e-10,4.109283789179897e-06,4.332891587391713e-07,1.7263193484398012e-05,0.003194720879572402,3.723592390328656e-09,5.684822884693846e-08,2.7658291207852205e-07,7.535062926383584e-08,5.218670323559208e-12,7.848208967401412e-05,7.978912679026411e-12,2.0586029076313747e-07,8.253333545278444e-07,1.399417103277207e-07,1.586985637647923e-06,0.00040241459569054596,1.0842656982214202e-08,8.957614093222032e-09,1.3106054846674696e-08,1.6274863613945887e-06,3.176637398830711e-11,1.953447075011407e-11,2.2613505267974447e-15
0.00030746501297712354,0.42086193995244886,3.76,0.0,0.6817022155016526,0.8449479236173698,0.11684085197741488,0.0,1.544368604282615e-05,0.1105560286905121,4.9551903642243885e-05,0.005598239413887844,1.5238753107336983e-11,6.005287418934164e-13,3.147359916500887e-05,8.824567687431987e-06,0.03699557087894584,0.039076301250346245,0.00014273782067600094,8.881424975002663e-07,2.790259718453039e-05,3.140862664648478e-05,0.10660854258131432,0.002148799049286095,0.018877952245298625,4.171283740998699e-05,0.008634484698667852,0.014013054128947279,4.841768427398612e-08,6.225266136479923e-08,0.0009801874178324886,1.304516557338693e-05,0.0063869771889753435,3.5592415742925233e-07,1.7107844872957946e-06,6.113459049896155e-05,0.0003057781684952947,7.395368286401221e-09,2.3447522389485313e-10,4.1341213407124105e-06,4.363325845604921e-07,1.7397530390322323e-05,0.003238359877798999,3.747718905799538e-09,5.774866174980421e-08,2.8066360924663507e-07,7.644737710915843e-08,5.296471797063826e-12,8.004639836731299e-05,8.022371318390644e-12,2.0917591087728482e-07,8.287723340073999e-07,1.4200688500375494e-07,1.608459580095042e-06,0.00040724570808014897,1.1001588395344367e-08,9.02096775509147e-09,1.3266244135595687e-08,1.6395742023746615e-06,3.193537487137886e-11,1.9681259949379468e-11,2.2855411221595397e-15
0.0003095869632064539,0.42090222308602365,3.76,0.0,0.6802316918636806,0.8439365561669087,0.11757351400292775,0.0,1.5453348544765443e-05,0.1113787502710601,4.9510672658827116e-05,0.005590295123868558,1.5206396347300093e-11,5.992535117994166e-13,3.15036364770565e-05,8.81864312343181e-06,0.03718239302244768,0.03933254140130265,0.00014230176527728572,8.881345003439853e-07,2.7939333696900967e-05,3.13235157522199e-05,0.10730826028795394,0.002162513046796871,0.018926775613180603,4.191022791192649e-05,0.008706015930890345,0.014094074449171623,4.828686537680455e-08,6.24664101562415e-08,0.0009843322458145476,1.297822580454772e-05,0.006460932917769263,3.550277711633698e-07,1.7227601567972557e-06,6.0961954773048886e-05,0.00030541216474399825,7.447119989235846e-09,2.358002809464342e-10,4.158825209619749e-06,4.3936627842892207e-07,1.753166326377973e-05,0.003282205705520958,3.771732346008064e-09,5.865542723757908e-08,2.847699836201974e-07,7.755063690181441e-08,5.374748270673381e-12,8.162811334611271e-05,8.065581407687916e-12,2.1251813970013705e-07,8.321998136361449e-07,1.440864887199749e-07,1.6300412477815879e-06,0.0004120958308136064,1.1161626667044973e-08,9.084365808482118e-09,1.3426882924113376e-08,1.6516339901022265e-06,3.210256621300834e-11,1.9828139974871814e-11,2.309771604927016e-15
0.0003117089134357842,0.4209425225189993,3.76,0.0,0.6787640643575993,0.8429262926031446,0.11830478791361371,0.0,1.546302190392704e-05,0.11220184269288924,4.946944437406414e-05,0.005582368989458231,1.5174096226720128e-11,5.979805142458893e-13,3.153359369323434e-05,8.81269086378608e-06,0.03736831787300724,0.03958859635989809,0.00014187201197908894,8.881232691421856e-07,2.7975873328190827e-05,3.1238669129891674e-05,0.1080071301892441,0.002176184897781154,0.01897484080363347,4.210611269673273e-05,0.008777376237776269,0.014174605003398037,4.8156452734152363e-08,6.267725129899221e-08,0.0009884647253781608,1.2912138027507036e-05,0.006535266770127694,3.541340471399858e-07,1.734668107414809e-06,6.079035435053362e-05,0.0003050465604781606,7.498578985020459e-09,2.371166068847655e-10,4.1833949155374855e-06,4.423901376013533e-07,1.7665587276596068e-05,0.0033262561049088,3.79563198044745e-09,5.956848478034955e-08,2.889018741115288e-07,7.866035987248333e-08,5.453495618771247e-12,8.322723100375606e-05,8.10854176625829e-12,2.158868880721224e-07,8.356155111538511e-07,1.4618045859732308e-07,1.6517294748028934e-06,0.00041696472870217583,1.132276695739883e-08,9.147807756017929e-09,1.3587958983773187e-08,1.6636659000187883e-06,3.2267952434214855e-11,1.997510911809956e-11,2.3340403611732976e-15
0.00031383086366511455,0.42098283768143546,3.76,0.0,0.6772993273802682,0.8419171322342052,0.11903467605027927,0.0,1.5472706105148744e-05,0.11302529797892774,4.9428218818401185e-05,0.005574460915141634,1.5141852697958217e-11,5.967097473565826e-13,3.156347105989894e-05,8.806710688334891e-06,0.03755334813022126,0.03984446538040002,0.00014144847241551645,8.881087556027686e-07,2.8012215486356415e-05,3.1154085654578184e-05,0.10870515355845459,0.002189814604517422,0.01902215548123189,4.230049767077778e-05,0.008848563363690337,0.014254644597345718,4.8026444618122934e-08,6.288520360024289e-08,0.0009925845695607394,1.28468889154232e-05,0.006609978508548691,3.532429732219119e-07,1.7465080855297777e-06,6.061980052697131e-05,0.0003046813554473996,7.549744178410585e-09,2.384241760455475e-10,4.207830015866982e-06,4.4540406494720886e-07,1.779929764167024e-05,0.0033705088164468233,3.819417096309375e-09,6.048779339364156e-08,2.9305912261386383e-07,7.977649826480074e-08,5.5327096812834444e-12,8.484374603301415e-05,8.151251253230537e-12,2.1928206579510346e-07,8.390191491235797e-07,1.4828874165411645e-07,1.6735230927218987e-06,0.0004218521642233313,1.148500500969606e-08,9.211293241626832e-09,1.3749460149708055e-08,1.6756701098655938e-06,3.243153829663903e-11,2.0122165978486015e-11,2.358345783555939e-15
0.0003159528138944449,0.421023168011013,3.76,0.0,0.675837475410353,0.8409090744123933,0.1197631807428873,0.0,1.5482400900095935e-05,0.11384910813786789,4.938699601743032e-05,0.0055665708099967215,1.51096657113443e-11,5.954412091744012e-13,3.159326880977705e-05,8.80070238985826e-06,0.03773748650160418,0.04010014770871703,0.0001410310596127151,8.880909140639472e-07,2.8048359665764158e-05,3.106976423530434e-05,0.10940233163358012,0.002203402171391447,0.0190687271999229,4.249338880643801e-05,0.008919575123807677,0.014334192109742346,4.7896839354693015e-08,6.309028584281724e-08,0.0009966914964672025,1.2782465406987884e-05,0.006685067864049627,3.5235453787609533e-07,1.7582798547743598e-06,6.04503030809081e-05,0.0003043165494173208,7.600614549407916e-09,2.397229637987584e-10,4.232130104787922e-06,4.484079666884815e-07,1.793278972712056e-05,0.0034149615784477617,3.843086998567573e-09,6.141331146970951e-08,2.972415721340942e-07,8.089900434610616e-08,5.612386240742507e-12,8.647765069282539e-05,8.193708805749314e-12,2.2270357972699648e-07,8.424104555247532e-07,1.504112834397312e-07,1.6954209330879715e-06,0.0004267578966918802,1.1648336703523183e-08,9.274821936640342e-09,1.3911374242715435e-08,1.687646800415781e-06,3.2593328747319306e-11,2.0269309180775738e-11,2.382686249107202e-15
0.0003180747641237752,0.4210635129626823,3.76,0.0,0.6743785029926266,0.8399021185255824,0.12049030431275207,0.0,1.5492106090820374e-05,0.11467326516803177,4.934577599472907e-05,0.005558698586384114,1.5077535217639226e-11,5.941748977618897e-13,3.162298714610258e-05,8.794665770957891e-06,0.037920735701159884,0.04035564258414978,0.00014061968781126603,8.880697001680651e-07,2.8084305408670353e-05,3.098570380028636e-05,0.11009866562399477,0.0022169476047265513,0.019114563422305792,4.268479205742126e-05,0.008990409391394968,0.01441324647980498,4.7767635297322005e-08,6.329251682862564e-08,0.0010007852286171097,1.2718854663012114e-05,0.006760534541517185,3.514687298390708e-07,1.7699831915199737e-06,6.028187061518248e-05,0.0003039521421664024,7.65118913246391e-09,2.4101294678721296e-10,4.256294777334302e-06,4.514017487102363e-07,1.8066058961480622e-05,0.0034596121278870884,3.866641026389874e-09,6.234499690733659e-08,3.014490604438292e-07,8.202782915752055e-08,5.6925210797313405e-12,8.812893521800625e-05,8.235913409059271e-12,2.2615133456147005e-07,8.457891623590948e-07,1.5254802366331253e-07,1.7174218252917475e-06,0.00043168168293259194,1.1812757396963433e-08,9.33839341450734e-09,1.4073689192842798e-08,1.6995961546485255e-06,3.275332890186742e-11,2.0416537176626668e-11,2.407060132395955e-15
0.00032019671435310555,0.4211038719798966,3.76,0.0,0.672922404723997,0.8388962639897322,0.12121604907482518,0.0,1.5501821517906914e-05,0.11549776106068262,4.9304558771239396e-05,0.005550844159109618,1.504546116688663e-11,5.929108111501114e-13,3.1652626289450694e-05,8.78860064276173e-06,0.03810309844810651,0.04061094924089147,0.00014021427221499812,8.880450711571246e-07,2.812005230193703e-05,3.090190329621811e-05,0.11079415671640011,0.0022304509124822696,0.01915967153645724,4.2874713389715455e-05,0.009061064086616926,0.014491806696372064,4.76388308289927e-08,6.349191528229478e-08,0.0010048654922865696,1.2656044021357779e-05,0.006836378224372159,3.5058553816096107e-07,1.781617882938242e-06,6.011451083297239e-05,0.0003035881334832866,7.701467009241808e-09,2.4229410243762885e-10,4.280323642435869e-06,4.5438531874159433e-07,1.8199100779075955e-05,0.00350445820102274,3.890078521145701e-09,6.328280721210916e-08,3.056814249540417e-07,8.316292382591822e-08,5.773109944459237e-12,8.979758817533256e-05,8.277864097397661e-12,2.2962523313725967e-07,8.491550054058223e-07,1.5469890302480522e-07,1.7395245930641668e-06,0.00043662327781119475,1.1978262454062946e-08,9.402007280992732e-09,1.4236392923801079e-08,1.711518357080801e-06,3.2911544101537194e-11,2.056384848542401e-11,2.4314658036365494e-15
0.0003223186645824359,0.42114424451814264,3.76,0.0,0.6714691752509472,0.8378915102475836,0.12194041733832667,0.0,1.5511547011572964e-05,0.11632258780110123,4.926334436527478e-05,0.005543007445423345,1.501344350850438e-11,5.916489473474172e-13,3.168218647102365e-05,8.782506824620826e-06,0.038284577466708554,0.040866066908333464,0.00013981472896711872,8.880169856717437e-07,2.8155599985068092e-05,3.081836168745877e-05,0.11148880607581083,0.002243912104125903,0.01920405885791291,4.30631588023993e-05,0.009131537175088206,0.014569871796750738,4.751042435934381e-08,6.368849991007992e-08,0.001008932017469092,1.2594020991310076e-05,0.0069125985750528056,3.4970495218016643e-07,1.7931837273348906e-06,5.9948230588879455e-05,0.0003032245231663075,7.751447309303863e-09,2.4356640900679654e-10,4.304216328903998e-06,4.573585862329109e-07,1.8331910660595206e-05,0.0035494975335922272,3.9133988384276686e-09,6.42266995038124e-08,3.0993850276193864e-07,8.430423932146461e-08,5.854148557254229e-12,9.148359649646269e-05,8.319559949823744e-12,2.3312517641801012e-07,8.525077244296678e-07,1.5686386238035712e-07,1.76172805751805e-06,0.0004415824343002093,1.2144847317729084e-08,9.465663146201791e-09,1.4399473391554293e-08,1.7234135935933262e-06,3.3067979855148964e-11,2.0711241636438383e-11,2.4559016306103003e-15
0.0003244406148117662,0.4211846300356387,3.76,0.0,0.6700188092717343,0.8368878567698718,0.12266341140658085,0.0,1.5521282412845052e-05,0.11714773736879756,4.922213279291728e-05,0.005535188365174358,1.4981482191460173e-11,5.903893043437491e-13,3.171166792329189e-05,8.776384144397922e-06,0.038465175486545655,0.041120994810896434,0.0001394209752418877,8.879854038126284e-07,2.819094814666226e-05,3.0735077956458146e-05,0.11218261484448426,0.002257331190661044,0.01924773262556382,4.325013431583023e-05,0.00920182667042526,0.014647440869534923,4.7382414325945173e-08,6.388228938709777e-08,0.001012984538119162,1.2532773266399386e-05,0.006989195233788822,3.4882696152792935e-07,1.804680534423725e-06,5.9783035854941405e-05,0.00030286131102393027,7.801129211401295e-09,2.4482984565060847e-10,4.327972480797001e-06,4.603214623150218e-07,1.8464484155518893e-05,0.0035947278609050103,3.936601353053433e-09,6.51766304903519e-08,3.1422012956966656e-07,8.54517263344163e-08,5.935632615476645e-12,9.318694537860947e-05,8.361000092097929e-12,2.3665106352814742e-07,8.55847063293402e-07,1.5904284145713448e-07,1.7840310385245933e-06,0.00044655890337553736,1.2312507333820506e-08,9.52936061542497e-09,1.4562918600984816e-08,1.7352820514386264e-06,3.322264185785128e-11,2.0858715156498136e-11,2.480365978120121e-15
