Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44)
9.30552681494838e-13,0.3502070139966835,3.76,0.0,1.0045257684928304,0.9999837938700089,2.17554291247791e-21,0.0,5.826473554223484e-17,1.0950084471626628e-07,1.0950046137042528e-07,1.129967475534527e-09,1.3781839661851366e-18,1.5228270782313733e-17,3.834633661153185e-13,3.830970860857609e-13,1.4350737514016096e-09,4.05438882900725e-18,1.12996691805215e-09,8.053768023679647e-18,5.912771392589927e-15,4.720103681172312e-17,6.492158304050044e-17,1.2461825544281614e-23,2.438122150577766e-20,1.4186467303301396e-24,1.4350737257550503e-09,1.687437568407843e-20,5.35915364508577e-17,1.092068759797407e-31,1.5470677922563408e-16,2.069283981259599e-16,4.202576753689039e-23,2.8444000562902966e-20,5.579530695168545e-19,7.64426697079282e-17,1.620499963751968e-05,7.811961777349513e-18,3.783163163529217e-31,4.346751256197101e-23,2.4841336731487454e-25,3.7263092608530524e-25,4.492726741400846e-19,4.669732644034341e-33,1.3124546015078194e-30,2.1045291910482115e-28,3.87872445985502e-30,3.3208385713378444e-32,3.252061503627326e-35,1.0257481891086051e-19,3.809981345784279e-28,9.475167315885364e-24,1.709257998503937e-24,2.7762956053407562e-30,4.105227147056092e-26,4.139853896116602e-26,7.988892406218641e-25,2.795254556367489e-37,1.183831464911797e-29,1.3224226850101508e-23,9.420633114265118e-32,1.0035960696318947e-39,1.4458258013526634e-32
1e-12,0.35020701650113845,3.76,0.0,1.0045257601293338,0.9999825878390245,2.7013149422142268e-21,0.0,6.73424104029052e-17,1.1767291227158176e-07,1.1767246957272575e-07,1.214296422249376e-09,1.5916624341013302e-18,1.7582461623367994e-17,4.4283405135777876e-13,4.4241123880394733e-13,1.5421735649246247e-09,5.030904565580637e-18,1.2142957780864538e-09,9.647015941312728e-18,6.3715711394452526e-15,5.450872628777787e-17,7.49782176988911e-17,1.4514314405924613e-23,2.8156190183368974e-20,1.6627343651995012e-24,1.5421735348883037e-09,1.948892532872846e-20,6.188422965901472e-17,1.3716150037428898e-31,1.786598553273331e-16,2.3896698822210643e-16,5.2147933091436976e-23,3.2848074847663834e-20,6.451581792381316e-19,8.8278252481481e-17,1.741094623344982e-05,9.020553266241694e-18,4.69504480330325e-31,5.1641859684729496e-23,3.082471127583643e-25,4.6239791198816405e-25,5.18834272376917e-19,6.235571158464853e-33,1.6292592819990217e-30,2.6114012531486353e-28,4.81282741877206e-30,4.1226446659872494e-32,4.34257357645462e-35,1.1843816661359595e-19,4.727636582052375e-28,1.1757308383907421e-23,2.12094332428618e-24,3.707222929489985e-30,5.094008042066949e-26,5.1370213194080404e-26,9.912348100129033e-25,4.042769822101632e-37,1.468875291211617e-29,1.640792285980522e-23,1.2579084577453648e-31,1.3399419102196379e-39,1.976213950576146e-32
1.2763493504425486e-12,0.35020701650113845,3.76,0.0,1.0045257268487595,0.9999777934368443,5.629819359142222e-21,0.0,1.1007204678551288e-16,1.5019174152585342e-07,1.5019102034227383e-07,1.5498627214492878e-09,2.593536153319683e-18,2.861967216077223e-17,7.214004963726874e-13,7.207127776612808e-13,1.9683522000499878e-09,1.0457603510769079e-17,1.5498616696067414e-09,1.7961359118306013e-17,8.221476093988286e-15,8.879549468304504e-17,1.2217586561351244e-16,2.4444513532900454e-23,4.586849055378319e-20,2.8671991246716368e-24,1.9683521484020426e-09,3.176103246449816e-20,1.0078191884556507e-16,2.9869523951782086e-31,2.910478299540323e-16,3.89292483078382e-16,1.083992335592e-22,5.351231223989373e-20,1.0563041394386918e-18,1.4381100037349964e-16,2.2205012568126774e-05,1.4689031549672696e-17,9.765142772893993e-31,9.349461337191388e-23,6.407645070057115e-25,9.613164566370773e-25,8.452206483332128e-19,1.6589439384550375e-32,3.3923959958538076e-30,5.428147933616665e-28,1.000344323247607e-29,8.585779841626682e-32,1.1553620152778018e-34,1.9282507849228462e-19,9.827258174791579e-28,2.443967039776501e-23,4.408777228257696e-24,9.86278610878081e-30,1.058894371001005e-25,1.067873696521658e-25,2.059876323458325e-24,1.382115056730636e-36,3.0525978960120094e-29,3.4095092368678676e-23,3.3461679738804806e-31,3.563107122519019e-39,5.739392924757012e-32
1.96794268833797e-12,0.35020702151004796,3.76,0.0,1.0045256435606331,0.999965827911466,2.0773054664511395e-20,0.0,2.6385820034098393e-16,2.3157352778855079e-07,2.3157181332847913e-07,2.3896456650642876e-09,6.169261613072191e-18,6.789917378123018e-17,1.7149566360991531e-12,1.7133274105529338e-12,3.0349090490066685e-09,3.832566435824248e-17,2.3896431491941497e-09,5.606719458312042e-17,1.302128005158054e-14,2.1107708934164748e-16,2.906358940324529e-16,6.290712226115216e-23,1.0904451352292444e-19,7.759697389309325e-24,3.0349089100510876e-09,7.557876536337246e-20,2.3940143784491093e-16,1.224716261558607e-30,6.919039406271512e-16,9.254634143712333e-16,3.97275344266555e-22,1.2721876977350613e-19,2.5426597200380713e-18,3.4188186317412923e-16,3.416969716866032e-05,3.488434862620901e-17,3.58422278900073e-30,2.780216235207839e-22,2.3485012483628828e-24,3.52445713003007e-24,2.0093781739168337e-18,9.555670374063119e-32,1.2487014523306978e-29,1.9892446488590664e-27,3.6653107075096524e-29,3.161971905918153e-31,6.655643281909023e-34,4.576995612710705e-19,3.601601157704908e-27,8.956871881082143e-23,1.6157846358360303e-23,5.680887436950956e-29,3.880862089869893e-25,3.9141367788902848e-25,7.543643578544161e-24,1.2945801841761597e-35,1.11805224733625e-28,1.2484269501880316e-22,1.926711062910428e-30,2.049546953585568e-38,4.164553606163537e-31
2.6595360262333912e-12,0.3502070265189569,3.76,0.0,1.0045255602725265,0.9999539093531973,5.15930786852271e-20,0.0,4.858873472244976e-16,3.1295530424267523e-07,3.1295217304831693e-07,3.2294185873181853e-09,1.1273899051960102e-17,1.2375595124450206e-16,3.132067021641567e-12,3.129101197220949e-12,4.101465843496123e-09,9.458920320687788e-17,3.2294139637837832e-09,1.2681239574103012e-16,1.8065620781626447e-14,3.8547158488083313e-16,5.311457543866324e-16,1.2372433052107043e-22,1.991564086453797e-19,1.589525060977768e-23,4.101465560174222e-09,1.3816744228556452e-19,4.368899655557515e-16,3.322595568502607e-30,1.2636544978974892e-15,1.690221378134061e-15,9.805073375806676e-22,2.323537900068596e-19,4.701260504386051e-18,6.243975061831109e-16,4.6087414246687606e-05,6.36457411328197e-17,8.858524563599093e-30,6.09601919966509e-22,5.7966251328002616e-24,8.701646890119915e-24,3.669901088252183e-18,3.1606643520538582e-31,3.094343566071488e-29,4.9093096582648674e-27,9.044255620821248e-29,7.839290537827085e-31,2.20161896165901e-33,8.346395173316343e-19,8.888999118260708e-27,2.210606782598902e-22,3.987884946914902e-23,1.8789830439728588e-28,9.578487599233868e-25,9.661457194042074e-25,1.860527750183764e-23,5.630904367529188e-35,2.757821765400835e-28,3.078604442256047e-22,6.37092921792933e-30,6.771494773659517e-38,1.632319978490827e-30
3.3511293641288124e-12,0.35020703152786525,3.76,0.0,1.0045254769844396,0.9999420375776336,1.0384352402553267e-19,0.0,7.777767353007632e-16,3.943370708883036e-07,3.9433209951408473e-07,4.069181539599281e-09,1.791009261509621e-17,1.9608853212593775e-16,4.972705787376766e-12,4.968011969469151e-12,5.168022595503647e-09,1.8922540491212113e-16,4.06917415288802e-09,2.4009911842860994e-16,2.3356111324471182e-14,6.119661848364483e-16,8.438426584502075e-16,2.1058210958156165e-22,3.1620484682407953e-19,2.797299257781457e-23,5.168022098772262e-09,2.1958113905650094e-19,6.931085654966e-16,7.230620761027013e-30,2.0062944425003645e-15,2.6835624035510117e-15,1.9615341760342696e-21,3.6891991328078004e-19,7.555295264045707e-18,9.91356993259375e-16,5.795834820626482e-05,1.0094668391340179e-16,1.7745821494637382e-29,1.129546561985734e-21,1.1596975875390882e-23,1.741375563937845e-23,5.8268093379353714e-18,7.885440399619027e-31,6.214493490106191e-29,9.820625827365139e-27,1.8089368351904841e-28,1.5751244602851676e-30,5.4931676148778845e-33,1.3231271342592959e-18,1.7782629419595687e-26,4.422344172537052e-22,7.977881050110706e-23,4.687707131025036e-28,1.916245768706424e-24,1.93300864588429e-24,3.7195042540724695e-23,1.7229912917215965e-34,5.513951303670212e-28,6.153756829735341e-22,1.5890104075056494e-29,1.6875978199429133e-37,4.704165386006902e-30
4.042722702024234e-12,0.350207036536773,3.76,0.0,1.004525393696372,0.9999302124011008,1.8341539277342897e-19,0.0,1.1411434072345312e-15,4.7571882772551427e-07,4.757115927380198e-07,4.908934573141803e-09,2.6080466471006753e-17,2.8479607135531764e-16,7.2368471273814786e-12,7.230037618898886e-12,6.234579317014269e-09,3.322108637925547e-16,4.908923755863429e-09,4.058274497838505e-16,2.889436462914562e-14,8.905481056802902e-16,1.2288634999657403e-15,3.2723202885918356e-22,4.601904989638375e-19,4.4692029532391605e-23,6.23457852584601e-09,3.1987393695142894e-19,1.0079186366633999e-15,1.3713893853712868e-29,2.9198187392840926e-15,3.905482530596075e-15,3.443795695062746e-21,5.369196791682126e-19,1.112787719385981e-17,1.4427594475793595e-15,6.978268272190523e-05,1.4676073800526596e-16,3.119774887251039e-29,1.8791624388692092e-21,2.036154078749379e-23,3.0582936536101484e-23,8.480122869790163e-18,1.657482500981331e-30,1.0952669290906176e-28,1.7240683915577087e-26,3.1751997262044806e-28,2.7773256217545707e-30,1.154725335674224e-32,1.9226470197569677e-18,3.1220193531356975e-26,7.764081153661391e-22,1.4006478389978243e-22,9.853116020016774e-28,3.364355621981626e-24,3.394073196197298e-24,6.525771404758936e-23,4.284209179111107e-34,9.67514197551921e-28,1.0795058808639897e-21,3.3390845249765055e-29,3.543508174432305e-37,1.1235757717961592e-29
4.734316039919655e-12,0.35020704154568016,3.76,0.0,1.0045253104083243,0.999918433640661,2.9633737894352305e-19,0.0,1.5776041373384343e-15,5.571005747543871e-07,5.570906527322993e-07,5.7486777390238995e-09,3.57876247509506e-17,3.8977835387864334e-16,9.924465296374429e-12,9.915156097707923e-12,7.3011360200122815e-09,5.335211967999392e-16,5.748662811909211e-09,6.338950160770761e-16,3.468199349073386e-14,1.2212045773206937e-15,1.6863448487477472e-15,4.7749137513331465e-22,6.311140359457699e-19,6.67514129179477e-23,7.301134841396271e-09,4.390999206125269e-19,1.3811819194747825e-15,2.3664596405600847e-29,4.004222377381252e-15,5.355977810192291e-15,5.530728594447542e-21,7.363556263729811e-19,1.5442042945094197e-17,1.97860405185315e-15,8.156060073129176e-05,2.0106155174353695e-16,5.017114805080496e-29,2.8997506501896687e-21,3.2702431530036667e-23,4.9132595431145994e-23,1.1629861630101493e-17,3.1015797688055166e-30,1.7657547369445587e-28,2.768682885047737e-26,5.098261390634029e-28,4.479537031724243e-30,2.1609546176552284e-32,2.6326862204261636e-18,5.013934876288964e-26,1.2468983560259131e-21,2.2494369096966643e-22,1.8437315530843176e-27,5.4032625192550706e-24,5.451451908591992e-24,1.0473249349544962e-22,9.261684927055772e-34,1.5529400702823216e-27,1.7322572876652303e-21,6.246527676419844e-29,6.623801656853759e-37,2.35846181247563e-29
6.117502715710498e-12,0.35020705156349285,3.76,0.0,1.0045251438322873,0.9998950146397446,6.469912874185048e-19,0.0,2.676273573596528e-15,7.198640393874456e-07,7.198474730803192e-07,7.42813467139149e-09,5.982261811027764e-17,6.48169213452811e-16,1.6570029422535794e-11,1.6554583634280394e-11,9.434249418403917e-09,1.1510141362086187e-15,7.428109439275076e-09,1.3166265767378526e-15,4.70118283044921e-14,2.0386901555194854e-15,2.8192338318037083e-15,8.944152521046025e-22,1.0537774478330377e-18,1.2968714993241128e-22,9.434247137929521e-09,7.34567798119007e-19,2.302516678562159e-15,5.813060175641873e-29,6.68564774696114e-15,8.942678081807952e-15,1.1932337972849526e-20,1.229546215412729e-18,2.6386915169643237e-17,3.303616719550269e-15,0.0001049779155471066,3.3501845904337885e-16,1.0853399896067107e-28,5.919020281944449e-21,7.056220302958402e-23,1.0607281496259031e-22,1.9418694618194466e-17,8.59030626087246e-30,3.838595785822014e-28,5.972606243542016e-26,1.0994559970473862e-27,9.746766628395599e-30,5.986021186838758e-32,4.382282107357875e-18,1.0817283455270052e-25,2.690086719563033e-21,4.853072544467289e-22,5.106263242038942e-27,1.1657828756842812e-23,1.1763795037113095e-23,2.2564912065554825e-22,3.2672389996352074e-33,3.346590311596071e-27,3.73112954378612e-21,1.7290779318843965e-28,1.830614458032194e-36,7.985979195673539e-29
7.50068939150134e-12,0.3502070615813032,3.76,0.0,1.004524977256328,0.9998717791258155,1.2067500206707668e-18,0.0,4.086713900562739e-15,8.826274647881468e-07,8.826025606543829e-07,9.107552742269622e-09,9.003551508404166e-17,9.70471675981292e-16,2.4909193388886784e-11,2.4886119380999997e-11,1.156736288653799e-08,2.1214896042798415e-15,9.107514345496727e-09,2.3674259125424733e-15,6.03585150410022e-14,3.0643210223358892e-15,4.2435957990340214e-15,1.4931880631453005e-21,1.5842004490451836e-18,2.22371507780994e-22,1.1567358988378343e-08,1.1064175128031696e-18,3.456013474878392e-15,1.2026403810557888e-28,1.0050530938698436e-14,1.3443631840307968e-14,2.1993790189937555e-20,1.8485119727921744e-18,4.057270362951683e-17,4.966389630021584e-15,0.0001282117417223992,5.026083049192066e-16,2.0059130285345306e-28,1.0517648492982947e-20,1.3007560913302353e-22,1.9564633315454664e-22,2.919346786110539e-17,1.9359105386037358e-29,7.128933623944426e-28,1.1007419022576923e-25,2.025649408510945e-27,1.811724987247305e-29,1.3492172190469074e-31,6.5678588698064304e-18,1.9938345813321434e-25,4.958299822007799e-21,8.945220652930671e-22,1.1506932081030768e-26,2.148872841010961e-23,2.1687758393703208e-23,4.1534902320700254e-22,8.953859508876613e-33,6.161387350918329e-27,6.86586082681318e-21,3.894396287683744e-28,4.1165451382339536e-36,2.1294876364109667e-28
8.883876067292182e-12,0.3502070715991113,3.76,0.0,1.004524810680446,0.999848725661248,2.028730175571528e-18,0.0,5.821849809582173e-15,1.0453908509571824e-06,1.0453559155497968e-06,1.0786932354802432e-08,1.2644644964985675e-16,1.355906006100783e-15,3.4941753355306697e-11,3.4909589075901086e-11,1.3700476520262699e-08,3.5247179887762292e-15,1.0786877838641269e-08,3.865386594726058e-15,7.473495060856829e-14,4.297995489273892e-15,5.9605118798039325e-15,2.306680975863028e-21,2.2223884057897102e-18,3.503949441124907e-22,1.3700470392748996e-08,1.5550818599774091e-18,4.840578272935165e-15,2.2169116110793207e-28,1.4098832715275943e-14,1.885880787763033e-14,3.654246643071262e-20,2.593273177257713e-18,5.818100799086027e-17,6.966918352447332e-15,0.0001512635168825266,7.036233478896774e-16,3.3418141295226952e-28,1.702583805264283e-20,2.1614393973314657e-22,3.2528485448836545e-22,4.0954340909724756e-17,3.805224324780541e-29,1.1933619901247552e-27,1.828647889821053e-25,3.364137268776764e-27,3.0353784011237e-29,2.6524288081517474e-31,9.185398352808615e-18,3.3127095061526784e-25,8.238013424707627e-21,1.4862386632769991e-21,2.2616957857523887e-26,3.5704838946873987e-23,3.604172359158549e-23,6.891492373169543e-22,2.0735545406900338e-32,1.0225288563991476e-26,1.1388587539657936e-20,7.6503872376327e-28,8.073932069896714e-36,4.834635935631161e-28
1e-11,0.350207081616917,3.76,0.0,1.0045246762667377,0.999830255055406,2.9207942552030677e-18,0.0,7.467493165531835e-15,1.1767281999151018e-06,1.176683935553684e-06,1.2142033158088644e-08,1.6035928676187433e-16,1.7124203434181714e-15,4.4271633684382884e-11,4.4231088569736305e-11,1.5421733294097987e-08,5.026903007599871e-15,1.2141963415904032e-08,5.454040453212907e-15,8.709512039603766e-14,5.445073994634419e-15,7.559942260701708e-15,3.142729251738792e-21,2.8159231497065e-18,4.832756189801875e-22,1.5421724856381546e-08,1.9734139079134084e-18,6.125525223371476e-15,3.4138413462112477e-28,1.7863698141126272e-14,2.389490087152175e-14,5.211773503437855e-20,3.2859590341874556e-18,7.500774052543871e-17,8.827418479742515e-15,0.0001697327582988298,8.900537267133683e-16,4.776551789993382e-28,2.3894729116214486e-20,3.0829798440800624e-22,4.641832493220126e-22,5.1892470301231124e-17,6.106340651159368e-29,1.712208583305724e-27,2.607802741501304e-25,4.7963354131924076e-27,4.358057055975412e-29,4.256949480823388e-31,1.1609742711680536e-17,4.724634583878182e-25,1.1749074194810291e-20,2.11970774584711e-21,3.6292632241370606e-26,5.0924851232970044e-23,5.141247463162668e-23,9.817879727580228e-22,3.7353771443633327e-32,1.456996452276707e-26,1.6220835640321807e-20,1.2271007701809764e-27,1.2933681773783855e-35,8.600869450692186e-28
1.0267062743083025e-11,0.350207081616917,3.76,0.0,1.0045246441046414,0.9998258528196313,3.168195251998024e-18,0.0,7.894601937487249e-15,1.2081541978952667e-06,1.2081075378609567e-06,1.2466273909759592e-08,1.6907525495392874e-16,1.80370193041364e-15,4.666750639698056e-11,4.662481937180612e-11,1.5833590415415483e-08,5.440455246211276e-15,1.2466200224380647e-08,5.889564408581786e-15,9.015402963506148e-14,5.7396120720693334e-15,7.971058226978538e-15,3.3687902680384895e-21,2.968346683949281e-18,5.193471009364716e-22,1.583358135104767e-08,2.0809936898411676e-18,6.455122278002757e-15,3.7599898996436663e-28,1.8830514206091438e-14,2.518817515231309e-14,5.640570491780726e-20,3.4638500941431795e-18,7.939225806366719e-17,9.305199378876536e-15,0.00017413466743827262,9.37857180553413e-16,5.1722282090032755e-28,2.5773703754612206e-20,3.33670448562341e-22,5.024396706372896e-22,5.4701473307633625e-17,6.784784676970363e-29,1.855717803456027e-27,2.8222919067840284e-25,5.190518548874071e-27,4.7240902867196987e-29,4.7300568780475095e-31,1.2230919361818043e-17,5.113344557711263e-25,1.2715679739035797e-20,2.2941056974150383e-21,4.032455526375929e-26,5.511513297255552e-23,5.564472861780657e-23,1.0622812220614612e-21,4.258247503926539e-32,1.576518589212995e-26,1.7549746337999225e-20,1.3632852632992553e-27,1.4364664985279644e-35,9.779085834064607e-28
1.303343609466471e-11,0.35020710165252167,3.76,0.0,1.004524310953261,0.9997806433549645,6.6313654676853714e-18,0.0,1.3104617319280747e-14,1.533680774081557e-06,1.533605585103619e-06,1.582484443830661e-08,2.730643363205508e-16,2.8833438405378025e-15,7.519778450486025e-11,7.512987287352116e-11,2.0099819373301995e-08,1.1128409250556158e-14,1.5824722884508526e-08,1.1832606302476584e-14,1.2417168534114118e-13,9.246266656390068e-15,1.2877321638602486e-14,6.379568157010211e-21,4.783595666478004e-18,1.0023921039542639e-21,2.0099801929453486e-08,3.3662914740587774e-18,1.0369818722305347e-14,9.073514783878747e-28,3.034386265014025e-14,4.058936007031193e-14,1.1538501269645177e-19,5.582532059595825e-18,1.333395266375697e-16,1.4995008910978386e-14,0.00021934074502125286,1.5051621854305368e-15,1.0637312509740908e-27,5.1308485207655696e-20,6.827208412175439e-22,1.029201324960037e-21,8.815515429017089e-17,1.7612900595018466e-28,3.851637694909726e-27,5.771935382720093e-25,1.0608709727025507e-26,9.821089112258058e-29,1.2282781991860999e-30,1.9590163201018417e-17,1.0459833237934999e-24,2.6010562968173673e-20,4.69287631471982e-21,1.046701217612173e-25,1.1275463992679196e-22,1.1387729384328723e-22,2.1670418900519485e-21,1.4029260899108172e-31,3.2175252865696284e-26,3.578069755837407e-20,3.534811905532497e-27,3.712467996767222e-35,3.152146436372827e-27
1.5799809446246395e-11,0.35020712168811735,3.76,0.0,1.0045239778021835,0.9997361395418797,1.208136034735775e-17,0.0,1.982004468683251e-14,1.8592071933532026e-06,1.8590967031196467e-06,1.9183267487209116e-08,4.0215553730436775e-16,4.2034204302877e-15,1.1049842228834872e-10,1.1039991107313885e-10,2.4366050526683916e-08,1.9823114921741526e-14,1.9183084723980515e-08,2.0828243186119265e-14,1.6251459413987769e-13,1.3583476933493689e-14,1.8970896434100847e-14,1.0817224529514333e-20,7.0299903173996e-18,1.7162074326726902e-21,2.436602072364392e-08,4.965774767610011e-18,1.5191496461740024e-14,1.862030218528661e-27,4.459027250691164e-14,5.964694155111882e-14,2.0554957790341772e-19,8.204719723623169e-18,2.0383479590753174e-16,2.2035808578995298e-14,0.00026384116440466296,2.2028984605810917e-15,1.9050561715494773e-27,8.976115623773549e-20,1.2164921346743446e-21,1.835934088890363e-21,1.295557870142886e-16,3.8032544294141827e-28,6.959184448851038e-27,1.027973024236363e-24,1.888242744423704e-26,1.7772587246399595e-28,2.6531089517490175e-30,2.861446837699955e-17,1.8633122122122774e-24,4.6334099873353707e-20,8.359985342368024e-21,2.2599862271244433e-25,2.0088093838409167e-22,2.0295090679982064e-22,3.849784204961783e-21,3.668416916834571e-31,5.718557998555461e-26,6.35285708619301e-20,7.623929162555972e-27,7.981284578121374e-35,8.123535177504444e-27
2.1332556149409764e-11,0.3502071617592812,3.76,0.0,1.0045233115009253,0.9996492049765054,3.1054465302160355e-17,0.0,3.8179955797357887e-14,2.5102595611791937e-06,2.5100581543515474e-06,2.5899683600040157e-08,7.362327133450197e-16,7.541684136951286e-15,2.014044248918388e-10,2.012295359820586e-10,3.28985224850351e-08,4.878272171233642e-14,2.589933534844669e-08,5.050105388337583e-14,2.5258844192208826e-13,2.474634898337315e-14,3.475363129831216e-14,2.522227764832423e-20,1.2816388283424741e-17,4.014888226768257e-21,3.289845295956578e-08,9.121157890049734e-18,2.7521781041465366e-14,5.7868355213379414e-27,8.128108932339982e-14,1.0873032689247457e-13,5.059026520704852e-19,1.4960258492403933e-17,4.0005952380662727e-16,4.017041309925725e-14,0.0003507689225170979,3.9832690953857434e-15,4.738204045175614e-27,2.1596981836893124e-19,2.995416046348524e-21,4.530897632001102e-21,2.3620301195058384e-16,1.2638647714343633e-27,1.7600111943350463e-26,2.528821218086127e-24,4.6395253471514714e-26,4.507941312320584e-28,8.82208958152198e-30,5.1536607476809994e-17,4.585899293212407e-24,1.1402988300915352e-19,2.057567207983992e-20,7.508722899377294e-25,4.944962947503371e-22,4.999357615481697e-22,9.423121180997476e-21,1.6547082072260544e-30,1.400995251606596e-25,1.553223697293495e-19,2.527413490376978e-26,2.628493690079099e-34,3.597942135666948e-26
2.5880727078062584e-11,0.3502071946995844,3.76,0.0,1.0045227637716871,0.9995797610508955,5.738703429104221e-17,0.0,5.867266410686284e-14,3.045453925005717e-06,3.045157499437129e-06,3.142046978402387e-08,1.0872959427761627e-15,1.0957014371106075e-14,2.9640105866934365e-10,2.9614932462644425e-10,3.991261800908913e-08,8.709686862852663e-14,3.141993895290391e-08,8.947981149575107e-14,3.404794299086148e-13,3.640384316968203e-14,5.1356588979672566e-14,4.414129842328739e-20,1.886498679250223e-17,6.98141688586621e-21,3.991249729574141e-08,1.3508163886038779e-17,4.030193691957521e-14,1.2091574552142472e-26,1.1962727992430533e-13,1.6003018264690737e-13,9.033358445685222e-19,2.2023320442952022e-17,6.228811175333179e-16,5.912509806267994e-14,0.0004202072324084257,5.823870230685199e-15,8.532628281899115e-27,3.8117160045200215e-19,5.35058604952757e-21,8.108329651172175e-21,3.4768889148934404e-16,2.738022077753558e-27,3.210490279071945e-26,4.51361460189754e-24,8.272944338741333e-26,8.241444657403274e-28,1.912145802272177e-29,7.510868931493579e-17,8.188387334544016e-24,2.0359838149826098e-19,3.6739609641117426e-20,1.6264282469670914e-24,8.830917936967373e-22,8.93310530584526e-22,1.674995955735133e-20,4.335281650036403e-30,2.4921756400843676e-25,2.758357520335189e-19,5.464883611610949e-26,5.6537767882691405e-34,9.343579469968615e-26
3.0428898006715403e-11,0.3502072276398633,3.76,0.0,1.0045222160432297,0.9995120901911126,9.641248194210201e-17,0.0,8.452884014845084e-14,3.5806478647774116e-06,3.5802381233332185e-06,3.6940895686518585e-08,1.5079691920376607e-15,1.4952248635503112e-14,4.0967856320011573e-10,4.093384252072293e-10,4.6926729083456975e-08,1.4153643450888253e-13,3.6940136647158294e-08,1.4461802171192055e-13,4.4135486066317463e-13,5.029633092157316e-14,7.127294747712303e-14,7.116816446799666e-20,2.6079526565745132e-17,1.1132403659234744e-20,4.692653680968332e-08,1.8787939264224646e-17,5.5428579917841506e-14,2.249644585923373e-26,1.6535742017471451e-13,2.2121042821239187e-13,1.4681157714035776e-18,3.0449400975679096e-17,9.076161256489795e-16,8.17319619711842e-14,0.0004878724585643083,7.99737076824086e-15,1.3983909540002768e-26,6.143707167400715e-19,8.699092043538295e-21,1.3207024953122144e-20,4.806716911119414e-16,5.2321910725662264e-27,5.325797557079557e-26,7.332626387529151e-24,1.342712921602697e-25,1.3700096961253806e-27,3.655757389579512e-29,1.0281084000639713e-16,1.330766840126988e-23,3.3087102977059026e-19,5.970952039819781e-20,3.1075237771272085e-24,1.4354140087038078e-21,1.4528439754230099e-21,2.709971916613148e-20,9.71100317588591e-30,4.0350921654654267e-25,4.458639073970243e-19,1.0423224990671783e-25,1.0727693454124436e-33,2.08020797997394e-25
3.497706893536822e-11,0.3502072605801183,3.76,0.0,1.0045216683155405,0.999446147124318,1.5119878514461333e-16,0.0,1.1620582682536224e-13,4.115841380531894e-06,4.115300028962909e-06,4.246097440489351e-08,1.9988165625402613e-15,1.9504441885526763e-14,5.412301591515544e-10,5.407911097090522e-10,5.3940859110033244e-08,2.1492994252344361e-13,4.245993813684159e-08,2.1870705074535837e-13,5.556720527268619e-13,6.642030349506852e-14,9.453849356081883e-14,1.0803523930869788e-19,3.446019822501653e-17,1.6666163327511732e-20,5.394057150157797e-08,2.497590103493396e-17,7.28655994168029e-14,3.8466377179072474e-26,2.1847030239627052e-13,2.9227004081876443e-13,2.2296357148333038e-18,4.023921370954583e-17,1.2601057856359063e-15,1.0799134797743867e-13,0.0005538098738163421,1.0497086241513992e-14,2.1413425683542315e-26,9.272588556663642e-19,1.3216262214513648e-20,2.0101979533731233e-20,6.351570794761356e-16,9.13445609809458e-27,8.249194517030756e-26,1.1131588868053503e-23,2.0364629663510115e-25,2.126184031086921e-27,6.385325087045812e-29,1.3451925294075663e-16,2.0210127935421014e-23,5.0246488826716115e-19,9.068071674218281e-20,5.424338996387483e-24,2.1802726836550695e-21,2.2079922689887116e-21,4.097147725717164e-20,1.9432354848294412e-29,6.105129311236056e-25,6.734774147066244e-19,1.8162740243964323e-25,1.8597251007444643e-33,4.144201668549532e-25
