Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66)
5.08423053465564e-06,0.23055231134967907,3.76,0.0,0.5829122037910343,0.9992811343154616,0.00019548437808203757,0.0,2.158579146532048e-06,0.0004741566654548582,1.2104528523105965e-05,0.0005082653497918447,6.605624323565341e-10,1.428694360928197e-12,6.167575069739598e-06,3.4692268694966765e-06,0.0001536730881087912,0.00022871527050848044,5.1006203864002644e-05,3.2813239643908046e-07,4.376079640355956e-06,9.930294911689693e-06,0.00011404108087809154,6.404560449047339e-07,3.1071638570266317e-06,9.0870568487232e-10,3.682092100151076e-07,6.57938238395882e-07,5.156282784939588e-09,4.561022703545888e-12,9.647228937991578e-07,1.1835791892380152e-06,5.923656947746335e-08,4.307565754723123e-09,1.911797382967394e-10,3.722094539653345e-07,0.0002660156341256591,5.859659804133632e-13,9.63718193364914e-15,2.644195004677561e-09
5.137453367612901e-06,0.23055251416402806,3.76,0.0,0.5829007094687553,0.9992747317290257,0.00019911215766235581,0.0,2.1774467308906755e-06,0.0004793016868681174,1.2104273216495858e-05,0.0005141618238160457,6.605439116590898e-10,1.428653930860305e-12,6.175654238996363e-06,3.468891301043335e-06,0.00015550777009824406,0.0002312692737535271,5.1562215378744304e-05,3.280977569798587e-07,4.398565171693876e-06,1.0046301540526408e-05,0.00011665837573545343,6.549120480331863e-07,3.2155714217315495e-06,9.473337243265822e-10,3.745257902678785e-07,6.809061874619255e-07,5.216067194316884e-09,4.75498829150012e-12,9.852752745300177e-07,1.2078011530142538e-06,6.096759866414055e-08,4.408618396159085e-09,1.94612065599416e-10,3.771125134198212e-07,0.0002660139237853726,5.96439084523282e-13,9.979272199605387e-15,2.6848748562596243e-09
5.190676200570161e-06,0.23055271699748092,3.76,0.0,0.5828891775698852,0.9992682982940958,0.000202771456161695,0.0,2.1963169215264466e-06,0.0004844473404789132,1.2104017810922709e-05,0.0005200590439577578,6.605253491684955e-10,1.4286134382586249e-12,6.183735540113242e-06,3.4685556296174036e-06,0.00015734475922914203,0.0002338232057829957,5.211789635125353e-05,3.280631067864834e-07,4.421053823742178e-06,1.0162321860807712e-05,0.00011930586288794485,6.695256128628249e-07,3.32649218194579e-06,9.872116620669073e-10,3.809218611721155e-07,7.044070166070003e-07,5.275857951608391e-09,4.955232115090221e-12,1.0061382725411765e-06,1.2322254574979336e-06,6.273536506717767e-08,4.510856599289375e-09,1.9808754598241577e-10,3.820296079956794e-07,0.0002660122155671958,6.07043860979646e-13,1.0329539090563418e-14,2.725743861438663e-09
5.238576750231695e-06,0.23055289956300867,3.76,0.0,0.5828787667335485,0.9992624818399878,0.00020609177598030065,0.0,2.2133021134080933e-06,0.0004890789776983339,1.2103787862381893e-05,0.0005253671160603782,6.605086091931417e-10,1.4285769397312242e-12,6.1910104512678255e-06,3.4682534404490185e-06,0.00015900002219698558,0.00023612168364803296,5.2617723766625925e-05,3.2803191275191835e-07,4.441296041599097e-06,1.02667505874747e-05,0.00012171441865704628,6.828123935901673e-07,3.428493653007965e-06,1.0241928810403574e-09,3.8674702513765725e-07,7.260184849616418e-07,5.329674403933608e-09,5.140932029988765e-12,1.0251829730683965e-06,1.2543793095294454e-06,6.435822180987586e-08,4.603883910245216e-09,2.0125281955781678e-10,3.8646698275773334e-07,0.0002660106684756403,6.167020845537332e-13,1.0651855093000762e-14,2.7626896235628903e-09
5.2864772998932285e-06,0.23055308214230943,3.76,0.0,0.5828683254618183,0.9992566404137173,0.00020943763037122948,0.0,2.2302890288906912e-06,0.0004937111427150135,1.2103557835686224e-05,0.0005306756733895707,6.604918387855426e-10,1.428540389745756e-12,6.19828693532475e-06,3.4679511737427915e-06,0.00016065715418958152,0.00023842010369451745,5.311727814516436e-05,3.2800071061256253e-07,4.461540344973946e-06,1.0371188042790597e-05,0.00012414743525346268,6.962265318982875e-07,3.5325754866284113e-06,1.0622284817258631e-09,3.926379464843856e-07,7.480710966914821e-07,5.3834947774305985e-09,5.3319281149935525e-12,1.0444837806062852e-06,1.2766951567999667e-06,6.601169081668944e-08,4.697870124188041e-09,2.044538766608194e-10,3.9091570640548224e-07,0.00026600911074844085,6.264694681043802e-13,1.098095204848392e-14,2.799792239581407e-09
5.334377849554762e-06,0.23055326473457521,3.76,0.0,0.5828578537559105,0.9992507740100945,0.00021280902097727892,0.0,2.247277484403311e-06,0.0004983438429735376,1.2103327731764006e-05,0.0005359846594818795,6.604750392850463e-10,1.4285037909841106e-12,6.2055649192671e-06,3.467648832271432e-06,0.00016231615529438154,0.00024071846585942003,5.36165569797437e-05,3.279695006470915e-07,4.481786523841208e-06,1.0475633107492972e-05,0.00012660491473368807,7.097678998658693e-07,3.638758820639774e-06,1.1013385664539353e-09,3.9859527423963493e-07,7.705693528445829e-07,5.437318496933551e-09,5.5283213449083854e-12,1.0640428227893648e-06,1.2991721033856915e-06,6.769618161886653e-08,4.792814506606162e-09,2.076911104718132e-10,3.953757694621886e-07,0.00026600754923635883,6.363471995098522e-13,1.1316904915330173e-14,2.837053474801163e-09
5.382278399216296e-06,0.23055344733900077,3.76,0.0,0.5828473516174555,0.999244882630988,0.00021620594909240362,0.0,2.264267296329287e-06,0.0005029770859178115,1.210309755153084e-05,0.0005412940178436015,6.604582118215025e-10,1.428467144077193e-12,6.212844329992351e-06,3.46734641880299e-06,0.0001639770255739606,0.0002430167700800959,5.411555776544959e-05,3.279382831337548e-07,4.502034367762553e-06,1.0580084661706912e-05,0.00012908685882899662,7.234363683904396e-07,3.7470647697878292e-06,1.1415434370983228e-09,4.046196575216003e-07,7.935177505751112e-07,5.491144985171522e-09,5.730213697465649e-12,1.0838622203174653e-06,1.3218092574998807e-06,6.941210795551562e-08,4.888716284491281e-09,2.1096491437879735e-10,3.9984716225269936e-07,0.0002660059840642618,6.463364669957457e-13,1.1659788732711357e-14,2.8744751307821197e-09
5.43017894887783e-06,0.23055362995477804,3.76,0.0,0.582836819048376,0.9992389662848057,0.00021962841576361053,0.0,2.2812582810609638e-06,0.0005076108789907368,1.2102867295893312e-05,0.0005466036919636681,6.604413573941301e-10,1.4284304481138885e-12,6.220125094336746e-06,3.46704393610207e-06,0.0001656397650732675,0.0002453150162941707,5.461427799907454e-05,3.279070583504864e-07,4.522283666051432e-06,1.0684541585257702e-05,0.0001315932690402992,7.372318075478875e-07,3.857514430901542e-06,1.1828635434610428e-09,4.1071174548165256e-07,8.169207839762469e-07,5.544973663222521e-09,5.937707893692349e-12,1.103944088805311e-06,1.3446057302648594e-06,7.115988653836323e-08,4.98557464639566e-09,2.1427568190361685e-10,4.0432987496169187e-07,0.00026600440905319385,6.564384589409698e-13,1.200967850346726e-14,2.912059034717453e-09
5.4780794985393635e-06,0.23055381258109992,3.76,0.0,0.5828262560508723,0.9992330249728617,0.0002230764218029659,0.0,2.298250254998619e-06,0.0005122452296342199,1.2102636965751764e-05,0.0005519136253147791,6.604244768913268e-10,1.428393704173653e-12,6.227407139079745e-06,3.4667413869310148e-06,0.000167304373820478,0.00024761320443952606,5.5112715179040735e-05,3.278758265750113e-07,4.542534207808688e-06,1.0789002757655135e-05,0.0001341241466493238,7.511540866338652e-07,3.970128883664123e-06,1.225319470434661e-09,4.168721873044533e-07,8.407829442128481e-07,5.598803953900165e-09,6.150907328819537e-12,1.1242905390246536e-06,1.3675606355567282e-06,7.29399369004614e-08,5.083388740810334e-09,2.176238066881046e-10,4.0882389764051835e-07,0.00026600282534095275,6.666543643100873e-13,1.236664928032026e-14,2.9498070371387825e-09
5.525980048200897e-06,0.23055399521715933,3.76,0.0,0.5828156626276074,0.9992270586922237,0.0002265499676327272,0.0,2.31524303453821e-06,0.0005168801452880247,1.2102406561998908e-05,0.0005572237613465895,6.60407571048611e-10,1.4283569142371466e-12,6.234690390919198e-06,3.4664387740494144e-06,0.00016897085181591338,0.00024991133445446603,5.561086680659969e-05,3.278445880848099e-07,4.562785781839363e-06,1.089346705791605e-05,0.00013667949257393396,7.652030736638585e-07,4.084929177856684e-06,1.268932022095323e-09,4.2310163220788016e-07,8.651087172774414e-07,5.652635280812389e-09,6.369916499693046e-12,1.1449036735589447e-06,1.3906730917830997e-06,7.475268324006014e-08,5.182157672823823e-09,2.2100968255126455e-10,4.13329220119568e-07,0.0002660012386843171,6.769853727153913e-13,1.2730776247546e-14,2.9877210256198722e-09
5.573880597862431e-06,0.23055417786214807,3.76,0.0,0.5828050387815046,0.9992210674481635,0.00023004905345456423,0.0,2.3322364361091537e-06,0.0005215156333903439,1.2102176085522654e-05,0.0005625340434985311,6.603906405253883e-10,1.428320077934163e-12,6.241974776506825e-06,3.4661361002149145e-06,0.00017063919904412327,0.0002522094062775333,5.610873038470157e-05,3.278133431571944e-07,4.583038176805407e-06,1.0997933364849058e-05,0.00013925930752599615,7.793786359392331e-07,4.201936345254734e-06,1.3137221309138878e-09,4.294007294068977e-07,8.899025860350462e-07,5.706467065493826e-09,6.594840546706726e-12,1.165785590236725e-06,1.4139422199029338e-06,7.659855239123472e-08,5.281880506175507e-09,2.244337034042119e-10,4.17845832104404e-07,0.00026599964684556203,6.874326737380909e-13,1.3102134673083766e-14,3.025802908737258e-09
5.621781147523965e-06,0.23055436051525877,3.76,0.0,0.5827943845159342,0.9992150512528439,0.00023357367909291227,0.0,2.3492302761689556e-06,0.000526151701376529,1.2101945537207817e-05,0.000567844415193576,6.603736858792999e-10,1.4282831935252515e-12,6.249260222435772e-06,3.465833368183988e-06,0.00017230941546266445,0.000254507419847677,5.660630341922834e-05,3.277820920693937e-07,4.603291181171497e-06,1.1102400556999199e-05,0.00014186359186497773,7.936806395456407e-07,4.321171386440139e-06,1.3597109293165506e-09,4.3577012811679185e-07,9.151690278915161e-07,5.760298728058776e-09,6.8257856134743085e-12,1.1869383787302105e-06,1.4373671451941437e-06,7.847797567302547e-08,5.382556265783737e-09,2.278962632933073e-10,4.223737230871699e-07,0.0002659980410551765,6.979974571033334e-13,1.3480799696084685e-14,3.0640546277609848e-09
5.669681697185499e-06,0.23055454317568314,3.76,0.0,0.5827836998345138,0.9992090100994011,0.0002371238441639574,0.0,2.3662243712249528e-06,0.0005307883566798003,1.2101714917935973e-05,0.0005731548198501651,6.603567076180604e-10,1.428246264550801e-12,6.2565466552562475e-06,3.4655305807119092e-06,0.00017398150101417765,0.00025680537510407083,5.7103583417834035e-05,3.277508350985203e-07,4.623544583321124e-06,1.1206867512794608e-05,0.00014449234575562557,8.08108949913867e-07,4.442655283066071e-06,1.4069196674064802e-09,4.4221047751845026e-07,9.409125169152459e-07,5.81412969305424e-09,7.062858429100334e-12,1.2083641240175654e-06,1.460946995299905e-06,8.039138687431442e-08,5.484183936477154e-09,2.3139775632624427e-10,4.2691288244252763e-07,0.0002659964317688577,7.086809133654934e-13,1.3866846568752186e-14,3.102478142224961e-09
5.717582246847032e-06,0.2305547258426132,3.76,0.0,0.5827729847411515,0.9992029439905423,0.00024069954803760708,0.0,2.3832185378415142e-06,0.0005354256067305795,1.2101484228586561e-05,0.0005784652008835929,6.603397062045971e-10,1.42820929119901e-12,6.263834001482096e-06,3.4652277405526586e-06,0.0001756554556236491,0.000259103271986154,5.7600567890339575e-05,3.2771957252158426e-07,4.643798171562582e-06,1.1311333110554296e-05,0.00014714556913229454,8.226634317085156e-07,4.566408993576099e-06,1.4553697303409994e-09,4.4872242674040534e-07,9.671375230572047e-07,5.8679593825169756e-09,7.306166401911339e-12,1.2300649054406549e-06,1.4846809006380853e-06,8.233922269434203e-08,5.586762461415806e-09,2.349385766716934e-10,4.3146329940634296e-07,0.0002659948201058968,7.194842329003666e-13,1.4260350730063417e-14,3.141075432270724e-09
5.765482796508566e-06,0.2305549085152414,3.76,0.0,0.5827622392401531,0.999196852939147,0.00024430078974803246,0.0,2.4002125926582546e-06,0.0005400634589555245,1.2101253470037155e-05,0.0005837755017042988,6.603226820404989e-10,1.4281722714928718e-12,6.2711221875827605e-06,3.46492485045895e-06,0.00017733127919199513,0.0002614011104337283,5.809725434950121e-05,3.276883046155032e-07,4.664051734101894e-06,1.1415796228554198e-05,0.00014982326161525807,8.373439485487874e-07,4.692453444952414e-06,1.5050826799886466e-09,4.5530662484733836e-07,9.938485106784549e-07,5.921787216584365e-09,7.555817827117483e-12,1.2520427946847747e-06,1.5085679953992442e-06,8.432192379332254e-08,5.690290740251155e-09,2.3851911857808896e-10,4.3602496302523466e-07,0.0002659931973332958,7.304086059516756e-13,1.4661387506699433e-14,3.1798485052414377e-09
5.8133833461701e-06,0.23055509119275955,3.76,0.0,0.5827514633361882,0.9991907369466435,0.0002479275680220136,0.0,2.417206352377136e-06,0.0005447019207775428,1.2101022643164306e-05,0.0005890856657207369,6.603056354759119e-10,1.4281352066886877e-12,6.278411139989869e-06,3.4646219131828088e-06,0.00017900897159807807,0.000263698890386928,5.8593640310841024e-05,3.276570316571391e-07,4.684305059070035e-06,1.1520255745050876e-05,0.00015252542253707906,8.521503631062207e-07,4.820809534464987e-06,1.5560802348514867e-09,4.6196372083267556e-07,1.0210499388343403e-06,5.9756126179327155e-09,7.811921783957499e-12,1.274299856332385e-06,1.532607417203151e-06,8.63399344456042e-08,5.794767639517999e-09,2.421397763528676e-10,4.40597862172706e-07,0.0002659915664611559,7.414552233194419e-13,1.5070032203718583e-14,3.218799392341138e-09
5.861283895831634e-06,0.23055527387435998,3.76,0.0,0.5827406570341429,0.9991845960116141,0.0002515798814035523,0.0,2.4341996337714795e-06,0.0005493409996168819,1.2100791748842116e-05,0.0005943956363436971,6.602885668332711e-10,1.4280980986842485e-12,6.285700785105347e-06,3.4643189314749544e-06,0.00018068853270763847,0.00026599661178608566,5.908972329164419e-05,3.276257539232365e-07,4.7045579345661466e-06,1.1624710538284005e-05,0.00015525205105912268,8.670825375014549e-07,4.951498140406082e-06,1.6083842148401447e-09,4.686943636187839e-07,1.048746263188023e-06,6.0294350098218825e-09,8.074587854982487e-12,1.2968381505926958e-06,1.5567983057007313e-06,8.839370107324375e-08,5.900191980739086e-09,2.4580094433186357e-10,4.45181985619602e-07,0.0002659899335205563,7.526252759656938e-13,1.548636033750277e-14,3.2579301396512093e-09
5.9091844454931675e-06,0.23055545655923496,3.76,0.0,0.58272982033929,0.9991784301426696,0.00025525772810931877,0.0,2.4511922537079557e-06,0.0005539807028891642,1.2100560787944274e-05,0.0005997053569868684,6.602714763947548e-10,1.4280609466350707e-12,6.2929910492995165e-06,3.464015908085091e-06,0.00018236996236290862,0.00026829427457188853,5.958550081230781e-05,3.2759447169047093e-07,4.724810148642637e-06,1.1729159486567948e-05,0.00015800314603615383,8.821403328648432e-07,5.084540107537611e-06,1.6620166056238781e-09,4.754992020194505e-07,1.0769419333813738e-06,6.083253813570168e-09,8.34392645587251e-12,1.319659729908838e-06,1.5811398041588953e-06,9.048367393067627e-08,6.006562543248023e-09,2.495030168939292e-10,4.4977732195277936e-07,0.00026598829482558483,7.639199546098019e-13,1.5910447413181247e-14,3.2972428177697534e-09
5.957084995154701e-06,0.230555639246577,3.76,0.0,0.5827189532572058,0.9991722393502221,0.0002589611061000652,0.0,2.4681840291579576e-06,0.0005586210380058759,1.2100329761342769e-05,0.0006050147710702987,6.602543644142674e-10,1.4280237493893357e-12,6.3002818589158346e-06,3.4637128457615083e-06,0.00018405326038772386,0.000270591878685302,6.008097039580273e-05,3.2756318523539974e-07,4.7450614893362815e-06,1.1833601468412138e-05,0.00016077870608306236,8.973236095681339e-07,5.219956252832121e-06,1.7169995271810395e-09,4.823788847322526e-07,1.1056413940397018e-06,6.137068450383859e-09,8.620048676678849e-12,1.3427666404766885e-06,1.6056310586548625e-06,9.26103062624505e-08,6.113878067396383e-09,2.5324638843945696e-10,4.5438385961555673e-07,0.00026598664513246726,7.753404499577627e-13,1.634236879758653e-14,3.3367395166567714e-09
6.004985544816235e-06,0.2305558219355788,3.76,0.0,0.582708055793739,0.9991660236346521,0.00026269001310577324,0.0,2.485174777176474e-06,0.0005632620123747235,1.2100098669908965e-05,0.0006103238220202784,6.602372311214975e-10,1.4279865086131444e-12,6.30757314027355e-06,3.4634097472516544e-06,0.00018573842658932744,0.0002728894240675425,6.057612956743186e-05,3.27531894834505e-07,4.765311744672807e-06,1.1938035362414452e-05,0.00016357872959838575,9.1263222730074e-07,5.357767368058605e-06,1.7733552165030443e-09,4.893340603501226e-07,1.1348490852391172e-06,6.190878343523114e-09,8.903066189167852e-12,1.3661609228480683e-06,1.6302712177891437e-06,9.477405400317605e-08,6.222137255080771e-09,2.570314533829643e-10,4.590015869218448e-07,0.00026598498944897006,7.868879530879391e-13,1.6782199980012834e-14,3.3764223430830923e-09
6.052886094477769e-06,0.23055600462543258,3.76,0.0,0.5826971279551978,0.9991597829973311,0.00026644444646802603,0.0,2.5021643149443955e-06,0.0005679036333965714,1.2099867514513878e-05,0.0006156324532774057,6.602200767141076e-10,1.4279492256536124e-12,6.31486481966467e-06,3.463106615301633e-06,0.00018742546074701163,0.00027518691066024965,6.107097585654658e-05,3.275006007641626e-07,4.785560702680126e-06,1.204246004739966e-05,0.00016640321461631785,9.280660446184429e-07,5.497994201146513e-06,1.8311061026576952e-09,4.963653772676231e-07,1.1645694390929513e-06,6.244682916193928e-09,9.193091629783372e-12,1.3898446079267438e-06,1.6550594343785425e-06,9.697537759938185e-08,6.331338766083405e-09,2.6085860614499484e-10,4.636304919679973e-07,0.0002659833321620811,7.985636550327592e-13,1.7230016589002335e-14,3.416293431086382e-09
6.1007866441393025e-06,0.23055618731533237,3.76,0.0,0.5826861697481508,0.99915351745276,0.00027022440330775347,0.0,2.519152459758192e-06,0.0005725459084680451,1.2099636296027289e-05,0.0006209406082931345,6.602029013752143e-10,1.4279118982706965e-12,6.322156823366132e-06,3.462803452656112e-06,0.00018911436262418008,0.0002774843384053044,6.156550679489455e-05,3.274693033006354e-07,4.805808151402776e-06,1.2146874402462468e-05,0.00016925215896397704,9.436249194440819e-07,5.640657474045182e-06,1.8902747265607477e-09,5.034734837449813e-07,1.1948068829932638e-06,6.298481589385254e-09,9.490238196240908e-12,1.4138197210157912e-06,1.6799948636238325e-06,9.921474005650769e-08,6.441481219181373e-09,2.6472824114250284e-10,4.682705627269997e-07,0.00026598166473901675,8.103687463386881e-13,1.7685894159423014e-14,3.4563549303527067e-09
6.148687193800836e-06,0.2305563700044706,3.76,0.0,0.5826751811796125,0.9991472270128371,0.0002740298803694206,0.0,2.5361390290696695e-06,0.0005771888449783743,1.2099405015319858e-05,0.0006262482305386812,6.601857052658217e-10,1.4278745252391633e-12,6.32944907764447e-06,3.4625002620588254e-06,0.0001908051319571076,0.00027978170724500003,6.205971991834485e-05,3.274380027201219e-07,4.826053878924282e-06,1.2251277307175508e-05,0.00017212556011503015,9.593087086260515e-07,5.785777863946315e-06,1.9508838038879467e-09,5.106590278166543e-07,1.225565836159956e-06,6.352273785092924e-09,9.794619961769963e-12,1.438088277834597e-06,1.7050766647573938e-06,1.0149260872346477e-07,6.552563194487163e-09,2.6864075276728584e-10,4.729217869613789e-07,0.00026597998160817713,8.223044175516602e-13,1.814990797093601e-14,3.496609014953723e-09
6.19658774346237e-06,0.23055655269204184,3.76,0.0,0.5826641622568421,0.9991409116630501,0.00027786087419012323,0.0,2.5531238404283867e-06,0.000581832450312154,1.2099173673260564e-05,0.0006315552635008792,6.601684885335172e-10,1.4278371125685537e-12,6.3367415087492905e-06,3.4621970462522694e-06,0.0001924977684671105,0.00028207901712185793,6.255361276518887e-05,3.274066992986898e-07,4.846297673364502e-06,1.2355667641273764e-05,0.0001750234153482427,9.751172684385828e-07,5.933376021676838e-06,2.012956151467508e-09,5.179226573578027e-07,1.2568507129877297e-06,6.406058929919702e-09,1.0106351498716649e-11,1.4626522886326755e-06,1.730303999215688e-06,1.0380945333527687e-07,6.664583232780427e-09,2.7259653538450275e-10,4.775841523180965e-07,0.00026597830380611356,8.343718600341756e-13,1.8622133738610694e-14,3.5370578727572875e-09
6.244488293123904e-06,0.23055673537723972,3.76,0.0,0.5826531129873874,0.9991345714206568,0.0002817173810626782,0.0,2.5701067115231327e-06,0.0005864767318482295,1.209894227071786e-05,0.0006368616506870583,6.601512513206321e-10,1.4277996574022566e-12,6.344034042928653e-06,3.4618938079771016e-06,0.0001941922718578696,0.00028437626797866956,6.304718287664649e-05,3.273753933122682e-07,4.866539322899762e-06,1.2460044284886777e-05,0.0001779457217127,9.910504544884288e-07,6.083472566152559e-06,2.076514701881286e-09,5.252650200429536e-07,1.2886659220112154e-06,6.459836445191506e-09,1.0425547963912563e-11,1.4875137571281683e-06,1.7556760310126883e-06,1.0616574642700874e-07,6.777539833932663e-09,2.765959833188853e-10,4.822576463081313e-07,0.00026597662083170496,8.465722638938959e-13,1.9102647218250264e-14,3.577703707244203e-09
6.292388842785438e-06,0.23055691805925904,3.76,0.0,0.5826420333791895,0.9991282063023703,0.00028559939694691136,0.0,2.587087460239149e-06,0.0005911216969576628,1.2098710808560278e-05,0.0006421673356318668,6.601339937563287e-10,1.4277621573059334e-12,6.351326606428296e-06,3.4615905499722743e-06,0.00019588864180902386,0.0002866734597585937,6.354042779791334e-05,3.273440850366469e-07,4.886778615785136e-06,1.2564406118846435e-05,0.00018089247594440302,1.0071081214712417e-06,6.236088072961829e-06,2.1415825396552776e-09,5.32686763280191e-07,1.3210158637986055e-06,6.513605753005384e-09,1.0752325276601238e-11,1.5126746781622072e-06,1.781191927668276e-06,1.0856196434415465e-07,6.891431454996098e-09,2.8063949083592916e-10,4.869422562570466e-07,0.00026597492304579977,8.589068190722116e-13,1.959152370071528e-14,3.6185487424710133e-09
6.340289392446971e-06,0.23055710073729402,3.76,0.0,0.5826309234405501,0.9991218163076703,0.0002895069174975497,0.0,2.6040659046119124e-06,0.0005957673530040761,1.2098479287656787e-05,0.0006474722618976245,6.601167159570569e-10,1.427724614616699e-12,6.3586191254954145e-06,3.4612872749755126e-06,0.0001975868779781667,0.0002889705924051277,6.40333450779077e-05,3.273127747475004e-07,4.907015340358143e-06,1.2668752024498682e-05,0.00018386367449232884,1.0232901232577422e-06,6.391243077083883e-06,2.208182883929852e-09,5.401885342199062e-07,1.3539049314307436e-06,6.567366278459465e-09,1.1086800026561324e-11,1.5381370383495962e-06,1.8068508598943664e-06,1.1099858691115064e-07,7.006256520430011e-09,2.847274521340542e-10,4.916379693206674e-07,0.0002659732183332764,8.713767158831366e-13,2.008883861779285e-14,3.659595220635461e-09
6.388189942108505e-06,0.23055728341054124,3.76,0.0,0.5826197831799851,0.9991154014364368,0.00029343993818792003,0.0,2.6210418627920974e-06,0.0006004137073462471,1.2098247708874636e-05,0.0006527763730666215,6.600994180336295e-10,1.4276870315606999e-12,6.365911526370364e-06,3.4609839857228374e-06,0.00019928698000977745,0.0002912676658619708,6.452593226787527e-05,3.2728146272034727e-07,4.927249285012089e-06,1.2773080883447944e-05,0.00018685931363466996,1.0395963132417155e-06,6.548958088065227e-06,2.27633903986642e-09,5.477709798308043e-07,1.3873375133041446e-06,6.621117446699157e-09,1.142908922867422e-11,1.5639028192673909e-06,1.8326520002936354e-06,1.134760960192798e-07,7.122013410669458e-09,2.888602613651596e-10,4.963447725542107e-07,0.00026597151435077583,8.839831444613806e-13,2.0594667796154672e-14,3.700845395397354e-09
6.436090491770039e-06,0.23055746607819588,3.76,0.0,0.582608612606394,0.9991089617043226,0.0002973984541667413,0.0,2.6380151531330797e-06,0.0006050607673344066,1.2098016073081707e-05,0.0006580796127555052,6.600821000903139e-10,1.427649406158777e-12,6.373203735304524e-06,3.460680684948317e-06,0.0002009889475248572,0.00029356468007318365,6.501818692319034e-05,3.2725014923055234e-07,4.947480238250533e-06,1.2877391578054936e-05,0.00018987938934403266,1.0560265439592737e-06,6.70925357034818e-06,2.3460744543140514e-09,5.55434746773554e-07,1.4213179894768124e-06,6.674858681031345e-09,1.1779310611053802e-11,1.5899739935378227e-06,1.8585945248350541e-06,1.159949772445916e-07,7.2387004646789056e-09,2.930383125919545e-10,5.010626528326812e-07,0.00026596980329181616,8.967272941092099e-13,2.1109086826824472e-14,3.742301539239276e-09
6.483991041431573e-06,0.23055764873945486,3.76,0.0,0.5825974117289753,0.9991024971256985,0.00030138246032904154,0.0,2.6549855941789828e-06,0.0006097085403115927,1.2097784381144739e-05,0.0006633819246118103,6.600647622252877e-10,1.427611736866091e-12,6.38049567855486e-06,3.460377375383844e-06,0.0002026927801260423,0.00029586163498311033,6.551010660259199e-05,3.272188345532871e-07,4.967707988679053e-06,1.2981682991422568e-05,0.00019292389735403476,1.0725806672929082e-06,6.872149951567692e-06,2.417412687758282e-09,5.631804814365547e-07,1.4558507331851248e-06,6.7285894055025105e-09,1.213758247210873e-11,1.6163525266119746e-06,1.8846776121042365e-06,1.1855571903642335e-07,7.3563159832834884e-09,2.9726199979552497e-10,5.057915968905822e-07,0.0002659680788732759,9.09610353916494e-13,2.163217093886698e-14,3.783965939655978e-09
6.5318915910931065e-06,0.230557831393515,3.76,0.0,0.5825861805572856,0.9990960077012971,0.00030539195126689047,0.0,2.67195300465649e-06,0.0006143570336121695,1.2097552633930506e-05,0.0006686832523208917,6.600474045289209e-10,1.4275740258894702e-12,6.3877872823890205e-06,3.4600740597594647e-06,0.00020439847739402896,0.00029815853053643453,6.600168886885643e-05,3.2718751896355006e-07,4.987932325024275e-06,1.3085954007313949e-05,0.00019599283311279135,1.0892585343473104e-06,7.037667615169369e-06,2.4903774295722212e-09,5.710088298839238e-07,1.4909401094653067e-06,6.782309046381829e-09,1.2504023751593257e-11,1.6430403753615598e-06,1.910900443795463e-06,1.2115881326364707e-07,7.474858228804863e-09,3.0153171685041376e-10,5.105315912946404e-07,0.00026596634873781333,9.226335130985125e-13,2.21639956056605e-14,3.8258409010989016e-09
6.57979214075464e-06,0.23055801403957454,3.76,0.0,0.5825749191011247,0.9990894934341464,0.00030942692136628694,0.0,2.6889172034326276e-06,0.0006190062545642578,1.2097320832304982e-05,0.0006739835395966163,6.600300270882847e-10,1.427536274850897e-12,6.395078473081891e-06,3.459770740803412e-06,0.0002061060388945796,0.0003004553666780713,6.64929312875977e-05,3.2715620273617466e-07,5.008153036104648e-06,1.3190203509949743e-05,0.00019908619187410632,1.1060599957092738e-06,7.205826913504869e-06,2.564992458307535e-09,5.789204379383968e-07,1.52659047758155e-06,6.836017029725273e-09,1.2878753829392863e-11,1.6700394907080905e-06,1.937262203707511e-06,1.238047541161664e-07,7.594325424973952e-09,3.0584785755112323e-10,5.152826224976895e-07,0.00026596461843029427,9.35797960520632e-13,2.2704636655103687e-14,3.867928739713572e-09
6.627692690416174e-06,0.2305581966768304,3.76,0.0,0.5825636273707334,0.9990829543408949,0.0003134873646392412,0.0,2.7058780096445264e-06,0.0006236562104843336,1.2097088977134088e-05,0.0006792827302068092,6.600126299866847e-10,1.4274984818217162e-12,6.402369176936072e-06,3.459467421240901e-06,0.00020781546416633457,0.0003027521433533568,6.698383142966233e-05,3.2712488614574014e-07,5.028369910919891e-06,1.329443038469612e-05,0.00020220396853902055,1.122984901035863e-06,7.376648141562028e-06,2.641281708550971e-09,5.86915950971708e-07,1.5628061861079923e-06,6.88971278066094e-09,1.3261892873217388e-11,1.6973518126815428e-06,1.9637620794370096e-06,1.2649403998125763e-07,7.71471575405641e-09,3.102108155330673e-10,5.200446767460133e-07,0.00026596288023031335,9.49104884084288e-13,2.325416959531614e-14,3.910231792008961e-09
