Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155)
7.955310728102891e-06,0.2625476531526376,3.76,0.0,1.4203131591851758e-06,0.3673981810826491,0.259666372272185,0.0,0.050275591123203046,0.7867089137922264,6.3338900138719e-06,1.1473889071127525e-05,5.649230943668253e-13,1.3415700041764388e-13,0.04908661396823114,2.3880897179232277e-06,0.032778910848835524,0.2015729885806255,0.0004931958477089498,0.000541223757009933,0.061294768793112006,1.3894075392874057e-09,0.30224586725081026,8.2124431320047e-05,7.108720168886719e-09,4.6071662675279365e-07,0.027138899050344167,3.562253319679597e-06,1.173844688307808e-07,1.986843340257486e-11,4.038075917163465e-05,1.5425920672024487e-05,0.1739849105818005,1.5906057002582522e-10,5.884372738789757e-06,0.025112803977150176,0.001288120332467531,3.264887999012895e-07,9.509608413427668e-12,7.069471728233544e-08,2.0506491678307683e-08,3.9520913642475276e-07,1.7162987541503697e-05,4.856811816132945e-12,3.908291603567965e-07,8.221563360249258e-08,2.724444640380721e-08,9.683476289125822e-10,1.8601795608510707e-06,3.5008787211658856e-10,3.998805817411287e-06,6.60543312868281e-05,3.64312662082174e-05,2.2994426094374174e-06,8.502956896444627e-06,6.077565347320022e-06,1.6534190691044774e-05,5.693288224407538e-10,0.010847789622570894,1.839355479618277e-08
7.961680352780226e-06,0.26254135752959734,3.76,0.0,1.3771438697874045e-06,0.367086330864409,0.259679909966196,0.0,0.050363643992643266,0.7867495558186068,6.303101239872751e-06,1.1154369331821076e-05,5.608996092505824e-13,1.3333286338883807e-13,0.04908952632747978,2.36788837353157e-06,0.03267898004103839,0.20162279592170634,0.0004925086044981283,0.0005424822799824926,0.06141321683676048,1.3496373810181123e-09,0.3025336735226089,8.124028822308113e-05,6.893206935363015e-09,4.508510065720702e-07,0.02683610945201428,3.402965787363938e-06,1.1750129375828637e-07,1.9426974552219236e-11,3.899923480446013e-05,1.5470972754563446e-05,0.17395941835665474,1.537964793593226e-10,5.815338290284993e-06,0.025063652818313423,0.0012870267452577179,3.226575970932383e-07,9.10012334830705e-12,6.754778974468695e-08,1.9596309431163e-08,3.778314403885028e-07,1.6625124648778936e-05,4.639421733589149e-12,3.8485346191609415e-07,7.964357574446818e-08,2.6392688509806413e-08,9.401171374262188e-10,1.804411269708205e-06,3.4590366845622577e-10,3.903939461339683e-06,6.583702825557896e-05,3.544455273587493e-05,2.2353871095255305e-06,8.320707533582388e-06,5.913279325544371e-06,1.6550561527701283e-05,5.530151880964228e-10,0.010894983494728729,1.843929240431046e-08
7.96804997745756e-06,0.26253505898287416,3.76,0.0,1.335476108380069e-06,0.3667776876060322,0.2596931022706265,0.0,0.050450481676776356,0.7867900912803448,6.272786911445064e-06,1.0844906586179375e-05,5.569290300150384e-13,1.3252106799047852e-13,0.0490914986686852,2.3479575933005345e-06,0.03258045734137195,0.20167271528349562,0.0004918271924407395,0.0005437234011200572,0.06152964975488025,1.3111585269429734e-09,0.3028185834274724,8.036372180359895e-05,6.686177468359062e-09,4.411739061089934e-07,0.026536168460393594,3.2509400534986974e-06,1.1761492768858246e-07,1.8994497692782024e-11,3.767192601144124e-05,1.5515546891060036e-05,0.17393368101884185,1.4873604831580382e-10,5.747069122173854e-06,0.025014499665072677,0.0012859444034160861,3.188688715840148e-07,8.70844568054401e-12,6.454203508270831e-08,1.8726790723671567e-08,3.6121815483071594e-07,1.6104375736206126e-05,4.431800306068358e-12,3.7895696005299566e-07,7.715177044276527e-08,2.5567481917255745e-08,9.12696198234257e-10,1.750334914606067e-06,3.4176552673153746e-10,3.81163073383785e-06,6.562795227327171e-05,3.4482737048610966e-05,2.173015840175241e-06,8.142069510535604e-06,5.753123421435418e-06,1.6566474424860268e-05,5.371484981805091e-10,0.010942153233628729,1.848451669275089e-08
7.974419602134895e-06,0.26252875779620855,3.76,0.0,1.2952526787096622e-06,0.3664722274968038,0.2597059616902028,0.0,0.050536113495020345,0.7868305232163807,6.242936454723889e-06,1.0545151683858978e-05,5.530104778938801e-13,1.317213623778117e-13,0.049092544718386484,2.328293095491921e-06,0.0324833204602136,0.20172274593293146,0.0004911515677538108,0.0005449472075879189,0.061644080051910036,1.273924690084704e-09,0.3031006110768437,7.94947177468683e-05,6.487189101922071e-09,4.316825328039137e-07,0.02623906397381367,3.1058502542845564e-06,1.1772539721634324e-07,1.8570850751015608e-11,3.6396679744866665e-05,1.555964414251235e-05,0.17390770361946037,1.4387085245825394e-10,5.679558876339195e-06,0.024965346019758416,0.001284873223475734,3.151222699129689e-07,8.333827488359014e-12,6.16713113898302e-08,1.7896176118501716e-08,3.4533695374497935e-07,1.560019436546102e-05,4.233522754339321e-12,3.7313899812990344e-07,7.473777044115397e-08,2.476801798363112e-08,8.860627591841699e-10,1.697899771218045e-06,3.3767307716237454e-10,3.7218158079834272e-06,6.542676598733693e-05,3.35452788813833e-05,2.1122896158717737e-06,7.96698158124469e-06,5.597008726737357e-06,1.6581933757966736e-05,5.217176289813858e-10,0.010989297350602277,1.85292293616186e-08
7.98078922681223e-06,0.2625224542467586,3.76,0.0,1.2564187987873332e-06,0.3661699265526786,0.25971850051553586,0.0,0.05062054882827027,0.7868708545363501,6.2135395456045635e-06,1.0254769101149275e-05,5.491430907622431e-13,1.3093350044238078e-13,0.04909267807277981,2.3088906774818004e-06,0.03238754732916427,0.20177288711579588,0.0004904816862376442,0.0005461537903829446,0.061756520483394015,1.2378914405519391e-09,0.3033797708880968,7.863326038059793e-05,6.295826535828756e-09,4.223741076982501e-07,0.025944783530801967,2.967384427969379e-06,1.1783272917856691e-07,1.8155883142011234e-11,3.517142488115548e-05,1.5603265676060165e-05,0.17388149107893694,1.3919281682408772e-10,5.612801179012849e-06,0.024916193373438058,0.001283813121361103,3.1141743778331514e-07,7.975549645604265e-12,5.8929724530127915e-08,1.7102776631686638e-08,3.301567617579516e-07,1.5112051156416722e-05,4.044181413855155e-12,3.6739891118548136e-07,7.23991981456817e-08,2.3993511043922724e-08,8.601952929220646e-10,1.647056552013189e-06,3.3362594864519403e-10,3.6344321685272125e-06,6.523314394147266e-05,3.26316455695226e-05,2.0531699135010167e-06,7.795383196957956e-06,5.444847549420057e-06,1.6596943908795247e-05,5.067116759909295e-10,0.011036414376708208,1.8573432195687112e-08
7.987158851489564e-06,0.262516148605254,3.76,0.0,1.2189219876376137e-06,0.36587076062900115,0.2597307308229827,0.0,0.05070379711383037,0.7869110880252419,6.1845861040132235e-06,9.973436343769133e-06,5.453260228187253e-13,1.3015724167861345e-13,0.049091912196127324,2.289746214257748e-06,0.032293116104768364,0.20182313805773186,0.0004898175033036523,0.00054734324416557,0.0618669840444033,1.2030161224231221e-09,0.3036560775731768,7.77793327088596e-05,6.111700050690906e-09,4.1324586636702786e-07,0.02565331432282962,2.8352439774470675e-06,1.179369506327584e-07,1.774944579282727e-11,3.3994169470662364e-05,1.564641276150715e-05,0.17385504819070688,1.3469420215920656e-10,5.546789643429691e-06,0.024867043205598627,0.0012827640124325993,3.077540202081924e-07,7.632920899658431e-12,5.631161956614917e-08,1.634497131706004e-08,3.156477138748369e-07,1.4639433296274382e-05,3.863385143260559e-12,3.617360265487637e-07,7.013374399823039e-08,2.324319787837192e-08,8.350727890339509e-10,1.5977573719180273e-06,3.296237689167335e-10,3.54941859915183e-06,6.504677225582686e-05,3.174131214334811e-05,1.9956188735825157e-06,7.6272145095867774e-06,5.296553431165063e-06,1.661150926353112e-05,4.92119952530394e-10,0.011083502862695088,1.8617127061722333e-08
7.993528476166899e-06,0.26250984113614717,3.76,0.0,1.1827119578763515e-06,0.36557470543295045,0.2597426644746657,0.0,0.05078586784046708,0.7869512263479235,6.1560662882923804e-06,9.700843378110156e-06,5.415584442707805e-13,1.2939235105315949e-13,0.049090260419336215,2.2708556569283157e-06,0.0322000051719345,0.20187349796524165,0.0004891589740016519,0.0005485156670941493,0.0619754839581565,1.1692577746616158e-09,0.30392954612738976,7.693291644594497e-05,5.934443839176226e-09,4.0429505981781477e-07,0.025364643206878285,2.7091431499175194e-06,1.1803808883599084e-07,1.7351391164684182e-11,3.286299805254575e-05,1.5689086767883716e-05,0.17382837962480693,1.303675916294033e-10,5.481517872399766e-06,0.024817896983846333,0.0012817258115302434,3.0413166165220605e-07,7.305276966814379e-12,5.381157238884464e-08,1.5621204912186907e-08,3.017811159820372e-07,1.418184405970455e-05,3.6907587467568405e-12,3.5614966443556384e-07,6.793916486172121e-08,2.25163371794702e-08,8.106747460151549e-10,1.5499557143797948e-06,3.256661647129355e-10,3.4667151690505082e-06,6.486734830923489e-05,3.087376141011518e-05,1.9395993007303364e-06,7.462416374599033e-06,5.152041162708333e-06,1.6625634210923264e-05,4.779319882253981e-10,0.011130561378956752,1.866031590584114e-08
7.999898100844233e-06,0.2625035320977615,3.76,0.0,1.1477405137400916e-06,0.36528173653570384,0.25975431311864156,0.0,0.050866770543582934,0.7869912720535411,6.127970489699977e-06,9.436692089310717e-06,5.378395410232583e-13,1.2863859887696368e-13,0.04908773593870063,2.2522150312466244e-06,0.03210819314706723,0.20192396602666393,0.0004885060530466115,0.0005496711606618596,0.06208203366484252,1.1365770558279148e-09,0.30420019181834657,7.609399205012248e-05,5.763714444688012e-09,3.9551895535718416e-07,0.02507875671782295,2.588808533257878e-06,1.1813617122481389e-07,1.696157327365943e-11,3.1776069035244666e-05,1.5731289160052726e-05,0.17380148993138275,1.2620587799702583e-10,5.416979460800096e-06,0.024768756163622615,0.001280698433016338,3.0055000616853785e-07,6.9919796445333334e-12,5.142438154994927e-08,1.4929985543049132e-08,2.885294061371974e-07,1.3738802339946743e-05,3.525942409612703e-12,3.5063913852737374e-07,6.5813282419203e-08,2.181220902514922e-08,7.869811630907438e-10,1.5036063978589235e-06,3.217527619232155e-10,3.3862632188915135e-06,6.469458042410945e-05,3.002848402389837e-05,1.885074663388593e-06,7.3009303534652804e-06,5.011226797139619e-06,1.6639323140509144e-05,4.641375273234691e-10,0.011177588515481432,1.8703000750896854e-08
8.006267725521568e-06,0.2624972217424356,3.76,0.0,1.1139614542647857e-06,0.3649918293843236,0.25976568818921386,0.0,0.05094651480051101,0.78703122757979,6.100289327020233e-06,9.180695764832497e-06,5.341685143708823e-13,1.2789576068003346e-13,0.04908435181479948,2.233820436149215e-06,0.03201765888091848,0.2019745414131308,0.0004878586948448483,0.000550809829536215,0.062186646810648324,1.1049361724012205e-09,0.30446803017506224,7.526253875726265e-05,5.599189300591008e-09,3.8691483742540603e-07,0.02479564108062795,2.4739785687941066e-06,1.1823122539598224e-07,1.6579847709949178e-11,3.0731612142803584e-05,1.5773021495359725e-05,0.17377438354410973,1.2220225125451625e-10,5.353167997987396e-06,0.024719622187936215,0.0012796817908171632,2.970086975316996e-07,6.692415942103086e-12,4.914506029758738e-08,1.4269882480527707e-08,2.758661166686001e-07,1.3309842190814645e-05,3.368591148357853e-12,3.452037565329384e-07,6.37539815923522e-08,2.1130114359237765e-08,7.639725319033541e-10,1.4586655427720606e-06,3.1788318574013667e-10,3.3080053462201304e-06,6.452818755443481e-05,2.920497854394313e-05,1.8320090928797082e-06,7.142698715670038e-06,4.874027661246332e-06,1.665258044090894e-05,4.5072652686546184e-10,0.011224582881794632,1.8745183693892443e-08
8.012637350198902e-06,0.2624909103166657,3.76,0.0,1.081330481369681e-06,0.36470495931336383,0.2597768009073854,0.0,0.05102511022593038,0.7870710952570644,6.073013641284879e-06,8.932578602434265e-06,5.305445806949441e-13,1.2716361708886263e-13,0.049080120971544544,2.2156680423110476e-06,0.03192838146116689,0.20202522327950265,0.000487216853519667,0.000551931781401272,0.062289337236993675,1.0742988105502252e-09,0.30473307697721586,7.44385346143071e-05,5.440565364417245e-09,3.784800083984712e-07,0.02451528222235356,2.364403080178232e-06,1.1832327908797767e-07,1.620607165571689e-11,2.9727925927034175e-05,1.5814285420329527e-05,0.17374706478352853,1.1835018670118053e-10,5.290077070132812e-06,0.024670496487111022,0.0012786757984636896,2.935073793659874e-07,6.405997230482277e-12,4.696882881641223e-08,1.3639523952864822e-08,2.637658370943979e-07,1.2894512379554238e-05,3.2183742753207007e-12,3.3984282073266875e-07,6.175920897959888e-08,2.046937447702675e-08,7.416298280879911e-10,1.4150905389023137e-06,3.140570608045444e-10,3.2318853903419435e-06,6.436789897722793e-05,2.840275148196344e-05,1.7803673817991735e-06,6.9876644402993124e-06,4.740362364980475e-06,1.6665410498186767e-05,4.376891547286278e-10,0.011271543106896003,1.8786866903422298e-08
8.019006974876237e-06,0.2624845980612441,3.76,0.0,1.0498051126039106e-06,0.3644211015561978,0.25978766228144345,0.0,0.0511025664674021,0.7871108773124796,6.046134490603426e-06,8.692075241443016e-06,5.26966971163976e-13,1.2644195370648594e-13,0.049075056195372675,2.1977540907177262e-06,0.031840340214732844,0.20207601076528278,0.0004865804829364391,0.0005530371268026815,0.06239011896997512,1.0446300711907406e-09,0.30499534824457214,7.362195651255446e-05,5.2875578415589755e-09,3.702117893565008e-07,0.02423766578397091,2.2598428180568936e-06,1.1841236016330181e-07,1.5840103901479534e-11,2.876337534538543e-05,1.585508266741051e-05,0.17371953786029629,1.1464343344919018e-10,5.227700262479837e-06,0.024621380478549313,0.0012776803691313158,2.9004569526970417e-07,6.132158410975691e-12,4.489110667321464e-08,1.3037595016581948e-08,2.522041778725486e-07,1.24923759504804e-05,3.0749748771289397e-12,3.345556285060864e-07,5.982697131314722e-08,1.9829330517231492e-08,7.199345027566871e-10,1.3728400132926628e-06,3.102740113462304e-10,3.1578484167326813e-06,6.421345398782324e-05,2.7621317338867547e-05,1.7301149817923292e-06,6.835771217216118e-06,4.610150809128127e-06,1.667781769427815e-05,4.250157875475352e-10,0.011318467839190466,1.882805261714493e-08
8.025376599553571e-06,0.2624782852113947,3.76,0.0,1.019344598299785e-06,0.36414023125606854,0.2597982831076728,0.0,0.05117889320102539,0.7871505758737763,6.0196431451009825e-06,8.458930316167794e-06,5.234349314385128e-13,1.2573056099512828e-13,0.04906917013457577,2.180074891256018e-06,0.0317535147098383,0.20212690299550912,0.0004859495367271182,0.0005541259789957182,0.062489006210020605,1.0158964081629552e-09,0.30525486022656734,7.281278022073873e-05,5.139898992681017e-09,3.6210752081864756e-07,0.023962777131983314,2.1600690201903954e-06,1.1849849659151199e-07,1.5481804861052494e-11,2.7836389404314233e-05,1.5895415051768073e-05,0.1736918068783535,1.1107600334783019e-10,5.166031161526874e-06,0.02457227556650987,0.0012766954156786302,2.866232889352302e-07,5.870357102887457e-12,4.2907505467665836e-08,1.2462835483400155e-08,2.411577349946633e-07,1.2103009799296371e-05,2.9380893074406415e-12,3.2934147284251477e-07,5.795533393694369e-08,1.9209342961293582e-08,6.988684739136437e-10,1.3318737986383538e-06,3.065336613201962e-10,3.085840701022555e-06,6.406460159934287e-05,2.686019863141323e-05,1.6812180007504186e-06,6.68696344783642e-06,4.4833141912645075e-06,1.6689806405482367e-05,4.1269700851987987e-10,0.011365355746413695,1.886874313928771e-08
8.031746224230906e-06,0.2624719719969058,3.76,0.0,9.89909842884952e-07,0.36386232347686015,0.2598086739711929,0.0,0.05125410012721343,0.7871901929731039,5.993531081962038e-06,8.232898030331184e-06,5.19947721380272e-13,1.2502923416141275e-13,0.04906247529876242,2.162626821323592e-06,0.031667884757819925,0.2021778990816246,0.00048532396831418937,0.0005551984537963658,0.06258601332175617,9.880655693678777e-10,0.305511629392062,7.201098041787562e-05,4.9973370192976595e-09,3.541645634450279e-07,0.023690601369852182,2.0648629866710577e-06,1.1858171643297525e-07,1.5131036585107112e-11,2.694545886782888e-05,1.5935284468128817e-05,0.1736638758380087,1.0764216031448783e-10,5.105063357135797e-06,0.024523183141900783,0.001275720850685196,2.832398042650165e-07,5.62007285070786e-12,4.101382168699228e-08,1.1914037902769926e-08,2.3060405543297432e-07,1.1726004257990103e-05,2.807426693883857e-12,3.241996428352545e-07,5.6142419307388765e-08,1.8608791139762386e-08,6.784141178173415e-10,1.2921529021923217e-06,3.0283563453858186e-10,3.0158097126009627e-06,6.392110024667515e-05,2.6118925909289483e-05,1.6336431994617871e-06,6.541186245517957e-06,4.359775010077056e-06,1.6701381001017575e-05,4.007236051091694e-10,0.011412205515552328,1.8908940838184366e-08
8.03811584890824e-06,0.26246565864225935,3.76,0.0,9.614633301300246e-07,0.363587353213594,0.2598188452469104,0.0,0.051328196966588274,0.7872297305506866,5.967789980578696e-06,8.013741751488112e-06,5.16504614765814e-13,1.2433777304409214e-13,0.04905498405844496,2.1454063244586737e-06,0.0315834304147041,0.20222899812232517,0.0004847037309340522,0.0005562546694355034,0.06268115482408558,9.61106540715178e-10,0.3057656724192627,7.121653072585425e-05,4.8596350225360565e-09,3.4638029870582374e-07,0.023421123349226143,1.9740156698933945e-06,1.1866204782331479e-07,1.4787662773362923e-11,2.608913403073371e-05,1.597469288767633e-05,0.1736357486389409,1.043364100593655e-10,5.044790444567876e-06,0.024474104582086393,0.001274756586488372,2.7989488548357644e-07,5.380806350933012e-12,3.920602976347983e-08,1.1390045601046499e-08,2.2052160344464045e-07,1.1360962690194629e-05,2.6827084590169184e-12,3.1912942415948455e-07,5.438640551695208e-08,1.8027072746064836e-08,6.585542603046841e-10,1.2536394751950614e-06,2.9917955479833314e-10,2.9477040978829866e-06,6.378271749522811e-05,2.539703776309825e-05,1.5873579877514783e-06,6.398385435573999e-06,4.239457068135099e-06,1.6712545841636906e-05,3.8908656665344114e-10,0.011459015852759005,1.8948648143846503e-08
8.044485473585575e-06,0.262459345366758,3.76,0.0,9.339690521276293e-07,0.36331529540264895,0.2598288071005852,0.0,0.05140119345599395,0.7872691904583757,5.942411717801807e-06,7.801233624477718e-06,5.13104899004652e-13,1.236559820042658e-13,0.0490467086447467,2.1284099089902287e-06,0.03150013198255188,0.20228019920438597,0.0004840887776598343,0.0005572947464162766,0.06277444538048407,9.349894927447868e-10,0.3060170061858134,7.042940374175459e-05,4.726570030569194e-09,3.387521295174181e-07,0.02315432768097214,1.8873272789309508e-06,1.1873951895852681e-07,1.445154878542188e-11,2.5266022555980282e-05,1.6013642354999975e-05,0.17360742908312102,1.011534901918934e-10,4.9852060264484275e-06,0.02442504125070803,0.001273802535219165,2.765881772455506e-07,5.152078698385404e-12,3.748027533371478e-08,1.0889750776739734e-08,2.10889727735563e-07,1.1007501096890398e-05,2.563667855221852e-12,3.1413009953413364e-07,5.268552484112618e-08,1.7463603358117264e-08,6.392721680928364e-10,1.2162967828383137e-06,2.955650460046776e-10,2.881473663276136e-06,6.364922975468651e-05,2.4694080823691203e-05,1.5423304201410188e-06,6.2585075549238025e-06,4.122285473181669e-06,1.672330527830444e-05,3.7777708188685665e-10,0.011505785483262513,1.8987867545570148e-08
8.05085509826291e-06,0.26245303238464823,3.76,0.0,9.07392441807167e-07,0.36304612493170885,0.25983856949000206,0.0,0.05147309934462709,0.7873085744630871,5.917388363293493e-06,7.595154202988173e-06,5.097478748618999e-13,1.2298366981804546e-13,0.0490376611492231,2.1116341467092336e-06,0.03141797001058235,0.20233150140346484,0.0004834790614236367,0.00055831880737472,0.06286589978950569,9.096857297903484e-10,0.3062656477590579,6.964957106987159e-05,4.597932090410945e-09,3.312774808456776e-07,0.02289019874600748,1.804606897969442e-06,1.188141580807439e-07,1.4122561650264812e-11,2.447478737544238e-05,1.6052134985097398e-05,0.1735789208776545,9.808836069798397e-11,4.926303714661488e-06,0.02437599449751819,0.0012728586088371259,2.7331932473991906e-07,4.933430652114661e-12,3.583286869783346e-08,1.0412092650915565e-08,2.0168862948475362e-07,1.0665247732316852e-05,2.450049513418363e-12,3.0920094916798134e-07,5.1038062309801874e-08,1.691781596790293e-08,6.205515400741733e-10,1.1800891747706512e-06,2.9199173229048327e-10,2.817069357884828e-06,6.352042199797923e-05,2.400960975330811e-05,1.4985291910597347e-06,6.121499851391547e-06,4.008186638021704e-06,1.6733663650929134e-05,3.667865363824092e-10,0.011552513151273184,1.9026601589578293e-08
8.057224722940244e-06,0.2624467199052415,3.76,0.0,8.81700308795213e-07,0.3627798166494379,0.2598481421662452,0.0,0.05154392439028398,0.7873478842501295,5.892712174979505e-06,7.395292098338117e-06,5.064328561855816e-13,1.2232064957163247e-13,0.049027853523791784,2.09507567156156e-06,0.03133692529608223,0.20238290378488405,0.00048287453503820964,0.0005593269769436886,0.06295553297550582,8.851676415567202e-10,0.3065116143864773,6.887700335342692e-05,4.473523419912568e-09,3.239538002768222e-07,0.022628720705932075,1.7256721184396865e-06,1.1888599346462306e-07,1.3800570074445046e-11,2.371414465335601e-05,1.6090172960431655e-05,0.173550227637545,9.513619477679865e-11,4.8680771321760055e-06,0.024326965658227784,0.0012719247191642922,2.700879737904396e-07,4.724421920966486e-12,3.426027847647552e-08,9.956055672514402e-09,1.9289933122853203e-07,1.0333842729951863e-05,2.34160900543616e-12,3.0434125119025246e-07,4.9442354303707125e-08,1.6389160519165118e-08,6.023764986180617e-10,1.144982056151955e-06,2.8845923813157206e-10,2.754443255989198e-06,6.339608748564395e-05,2.3343187228957358e-05,1.455923629638358e-06,5.987310282665543e-06,3.8970882790800995e-06,1.6743625287155206e-05,3.5610650992410575e-10,0.011599197619883825,1.90648528767001e-08
8.063594347617579e-06,0.262440408133032,3.76,0.0,8.568607784410293e-07,0.36251634537488653,0.259857534675069,0.0,0.051613678355723044,0.7873871214264243,5.868375594599819e-06,7.2014436446176155e-06,5.031591696386183e-13,1.216667385587673e-13,0.04901729758076573,2.0787311783628608e-06,0.03125697888511025,0.2024344054043895,0.00048227515121806146,0.0005603193816201174,0.06304335997957737,8.614086569891914e-10,0.30675492348629846,6.811167030595256e-05,4.3531576160340276e-09,3.167785585563302e-07,0.022369877513460423,1.6503486844925726e-06,1.189550534043353e-07,1.3485444449014106e-11,2.2982861811587955e-05,1.6127758528043887e-05,0.1735213528883815,9.229237002531785e-11,4.810519914804884e-06,0.024277956054365935,0.0012710007779181821,2.668937709523893e-07,4.524630468711474e-12,3.2759125463012984e-08,9.520667778143233e-09,1.845036466018217e-07,1.0012937738410828e-05,2.2381124198793718e-12,2.995502820659861e-07,4.7896787176130036e-08,1.5877103453421968e-08,5.847315808916028e-10,1.1109418592623498e-06,2.849671884580648e-10,2.6935485393328887e-06,6.327602749574763e-05,2.2694383918468207e-05,1.414483694114461e-06,5.855887514929444e-06,3.788919413701142e-06,1.6753194501207207e-05,3.4572877381577176e-10,0.011645837670966311,1.9102624060087556e-08
8.069963972294913e-06,0.2624340972678116,3.76,0.0,8.328432338386917e-07,0.36225568590662977,0.2598667563583607,0.0,0.051682371005141586,0.7874262875236185,5.844371243355915e-06,7.013412579380916e-06,4.999261544354988e-13,1.2102175818051318e-13,0.04900600499298448,2.062597421535806e-06,0.03117811207300379,0.2024860053088882,0.0004816808626000002,0.0005612961496356484,0.06312939595070134,8.383832003191403e-10,0.30699559263827964,6.735354074233011e-05,4.2366589157510274e-09,3.097492500962158e-07,0.02211365292265288,1.5784701514601825e-06,1.1902136620113719e-07,1.3177056855207132e-11,2.227975561582022e-05,1.6164893996721984e-05,0.1734923000689494,8.955245995963488e-11,4.753625712898328e-06,0.024228966993152117,0.00127008669674386,2.6373636360568774e-07,4.333651838583709e-12,3.13261766685391e-08,9.104998705494432e-09,1.7648415093189416e-07,9.702195567111428e-06,2.139335951298798e-12,2.948273169964559e-07,4.6399795900315816e-08,1.5381127264426694e-08,5.676017302107448e-10,1.077936015669697e-06,2.8151520876183205e-10,2.6343394792522008e-06,6.316005105949168e-05,2.206277844962986e-05,1.3741799658779068e-06,5.727180921177016e-06,3.683610356258731e-06,1.6762375592788502e-05,3.3564528813331504e-10,0.011692432105064075,1.9139917842970314e-08
8.076333596972248e-06,0.26242778750478174,3.76,0.0,8.096182606877891e-07,0.36199781303164125,0.2598758163556904,0.0,0.0517500121007654,0.7874653840010946,5.8206919176531855e-06,6.8310097391271585e-06,4.967331620836711e-13,1.2038553384733422e-13,0.048993987294038074,2.046671213869892e-06,0.031100306404696118,0.20253770253716363,0.00048109162176311203,0.000562257410830646,0.0632136561371109,8.160666491775269e-10,0.30723363957466965,6.660258260947112e-05,4.123861506209486e-09,3.028633934510314e-07,0.021860030498946078,1.5098775569488891e-06,1.1908496015150189e-07,1.2875281068914822e-11,2.1603690321672455e-05,1.6201581734225874e-05,0.1734630725337675,8.691222586241843e-11,4.697388192972849e-06,0.024179999767380143,0.0012691823872450602,2.606154000444763e-07,4.15109849713084e-12,2.9958339556792325e-08,8.708158359635586e-09,1.6882415267830258e-07,9.401289841544463e-06,2.045065502465562e-12,2.901716303049301e-07,4.4949862742985244e-08,1.4900730061164547e-08,5.509722874327863e-10,1.045932928958456e-06,2.781029252001247e-10,2.576771418677112e-06,6.304797470260658e-05,2.1447957372819052e-05,1.3349836431834345e-06,5.6011405792218315e-06,3.5810927131444602e-06,1.6771172846031266e-05,3.2584819892729746e-10,0.01173897974128066,1.917673697644913e-08
8.082703221649582e-06,0.2624214790346639,3.76,0.0,7.87157594842711e-07,0.3617427015339045,0.2598847236059429,0.0,0.05181661139955025,0.7875044122488785,5.7973305849368815e-06,6.654052768839849e-06,4.935795561296833e-13,1.197578948834286e-13,0.04898125587857896,2.0309494253040517e-06,0.031023543674851342,0.20258949612056928,0.0004805073812481763,0.0005632032965316272,0.06329615587786794,7.944352946727736e-10,0.30746908217134417,6.585876301662615e-05,4.014608880933688e-09,2.9611853176308933e-07,0.02160899362898274,1.4444191042111273e-06,1.191458635357904e-07,1.2579992563975015e-11,2.0953575879731316e-05,1.623782416456988e-05,0.17343367355555256,8.436760894594323e-11,4.641801039277357e-06,0.024131055655313673,0.0012682877610144035,2.57530529563234e-07,3.976599197233799e-12,2.865265646588822e-08,8.329295231459202e-09,1.615076657115006e-07,9.109904667986213e-06,1.9550962995304432e-12,2.855824958080597e-07,4.354551596419222e-08,1.4435425139477967e-08,5.348289824005113e-10,1.0149019480216445e-06,2.747299646954631e-10,2.52080075403325e-06,6.293962219262102e-05,2.084951511750644e-05,1.296866534556561e-06,5.477717269413194e-06,3.481299376698897e-06,1.67795905284966e-05,3.163298353822226e-10,0.011785479417164587,1.921308425732865e-08
