Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124)
1.841622049586511e-06,0.5070784477440959,1.9973653013757548e-08,2.4536672774011017e-09,7.618951413877345e-10,1.6111142395432047e-08,0.0,0.0,2.3115728142159868e-08,1.0023435748441777e-11,2.4581873120474475e-12,3.749338659179585e-08,6.171544018241252e-23,4.088159441215513e-29,6.59795341515411e-23,1.3062635592914075e-19,1.530542035785394e-18,1.4631089455064388e-19,7.322063857476997e-30,1.0457091832460663e-40,2.21082901515598e-38,8.73422758120027e-39,9.900565009584584e-22,1.315362427933462e-26,5.773651269033012e-24,1.3919498053803535e-31,4.971628496035471e-40,1.0082397243103406e-35,1.0894425530439815e-35,1.1518777216651438e-37,4.011017716379477e-26,2.123415221810146e-35,2.2795558594317799e-38,1.0842566053044008e-40,3.76,0.0,0.742417012996708,0.9999639874072058,4.629945542560775e-09,8.218103530376515e-20,4.18903361010011e-08,1.2843170603502435e-07,6.323028939382681e-08,4.469704109313078e-14,1.1544574425195812e-16,1.1645972877133762e-08,6.44989392035842e-10,7.459590027700683e-09,1.094514486445141e-09,3.123208432449947e-13,1.1087346741785067e-14,1.2788570657255454e-18,2.5648360316327773e-11,1.3785795963134316e-15,2.3189792321399604e-16,9.967988194365168e-11,5.173742907607683e-20,3.598199811792212e-16,2.1000825545499674e-19,3.2828229010763585e-14,1.797945651140926e-18,2.5827374514396763e-17,1.8661802639529464e-16,2.0704226340712858e-16,3.3157933977516795e-24,3.5927930543580786e-05,2.819519200086393e-30,1.3905976296481775e-26,1.0905977852753278e-23,1.3977221344625305e-13,9.83436652429435e-16,1.1378306067908808e-23,6.0732174390455305e-22,2.3409466213223248e-23,3.497290911284995e-21,3.2701331442010514e-19,1.1852818464501628e-10,4.0436638157963965e-22,3.4530834507785894e-17,3.706584722240068e-18,6.939941229789687e-22,3.1470411123438774e-23,2.362995961839732e-25,1.2214547243556304e-19,3.43505861645615e-10,1.1539325822954562e-21,2.781766815302212e-21,5.959286526167756e-21,5.649116881144434e-14,1.0847484517572117e-25,8.291452061589121e-35,7.616654703065707e-35,2.7873088033301176e-27,8.029092743192324e-33,4.352250515961441e-34,7.729116523653817e-29,5.9306327058998224e-24,9.940926207765264e-28,1.3597284966932907e-11
1.9005519727573143e-06,0.5070784481093505,2.0464761622727964e-08,2.59039957422118e-09,7.942174900072556e-10,1.720325415957649e-08,0.0,0.0,2.4167760368787555e-08,1.0791366584560845e-11,2.6697822785989296e-12,3.975314693500992e-08,6.564144690769935e-23,4.5100506829500927e-29,6.845357452041275e-23,1.4006129252904396e-19,1.7147759081331061e-18,1.6318489922196022e-19,8.193652965151826e-30,1.2284799765475764e-40,2.6487915693681996e-38,1.0082006660975275e-38,1.0619837233275849e-21,1.597625627472145e-26,6.521474436902194e-24,1.6272966685390818e-31,5.841228672024409e-40,1.25964415349219e-35,1.4210133724432973e-35,1.4974025594388657e-37,4.4890402159092605e-26,2.5862100295371426e-35,2.8712133576548773e-38,1.3449913411108307e-40,3.76,0.0,0.7424170058491593,0.9999639829892406,5.015555538066433e-09,9.5567915341605e-20,4.234288771133621e-08,1.3361119114037773e-07,6.678086517507632e-08,4.537723220668474e-14,1.1669933802889926e-16,1.1843144828272776e-08,6.561680727040971e-10,8.02418503142845e-09,1.1951352428575583e-09,3.3698239243687926e-13,1.280307714800945e-14,1.4430549409007838e-18,2.6469373913574923e-11,1.5962491038699562e-15,2.6279043178258026e-16,1.0467190971286134e-10,5.856153338642004e-20,3.823336156854937e-16,2.198940113570818e-19,3.6650530986536895e-14,1.967550991055197e-18,2.8984992749542865e-17,2.0527247254619077e-16,2.288801268793331e-16,3.7760294702981515e-24,3.592793038486242e-05,3.265315403389353e-30,1.620383729920527e-26,1.2540014620838607e-23,1.4879718312453356e-13,1.0902421137736283e-15,1.3084436564269828e-23,6.394941097381121e-22,2.52509915574109e-23,3.803744030520834e-21,3.618839230219169e-19,1.2430560440171634e-10,4.481438394640915e-22,3.8469072141979207e-17,4.231487174909503e-18,8.121619772130446e-22,3.3302993806960594e-23,2.7709339852457603e-25,1.3767202815959525e-19,3.539342962184855e-10,1.3023921187715692e-21,3.2395567952267003e-21,6.6488586407036464e-21,5.71066985191505e-14,1.2391094503445597e-25,9.74640258293024e-35,9.152655903091016e-35,3.3743888611828836e-27,9.350676035893339e-33,5.26911698757376e-34,9.698598084797195e-29,6.561988974858008e-24,1.0971440263168952e-27,1.3831012610386804e-11
1.959481895928118e-06,0.5070784484748995,2.093556986967995e-08,2.727579563477957e-09,8.263489561884887e-10,1.832132076282321e-08,0.0,0.0,2.523383654166286e-08,1.1593679762427126e-11,2.8914954677622845e-12,4.204996791713509e-08,6.962927434265631e-23,4.9528007109084344e-29,7.085088244998118e-23,1.497300352374739e-19,1.9127199752249093e-18,1.812840919251892e-19,9.12858240724885e-30,1.4345480428380644e-40,3.151245661983136e-38,1.156555446301658e-38,1.1357114814567032e-21,1.926204841172173e-26,7.330483183827359e-24,1.892057641481306e-31,6.812072304472125e-40,1.5605296989439594e-35,1.8352889872619387e-35,1.9274290938609542e-37,5.000263081798361e-26,3.1270511044628177e-35,3.5867799124204804e-38,1.6546677417289688e-40,3.76,0.0,0.7424169986182519,0.9999639785014386,5.417138008379725e-09,1.1053213678073106e-19,4.276957784643375e-08,1.388283755217409e-07,7.039015577529395e-08,4.6018899628066944e-14,1.1788130472651791e-16,1.2029437742701916e-08,6.667311033440688e-10,8.607846390065436e-09,1.3013321038619077e-09,3.624560727335043e-13,1.4712978371003627e-14,1.6220363784647843e-18,2.7290443068521623e-11,1.839246367720104e-15,2.9640134598371527e-16,1.0971798627450739e-10,6.601801655636535e-20,4.0547638550430156e-16,2.2996096535560116e-19,4.0748186914642064e-14,2.1457214140896416e-18,3.2402762533005856e-17,2.2496394181821266e-16,2.521400537424908e-16,4.2822736816766284e-24,3.5927930223634e-05,3.770180889909732e-30,1.8797060846907425e-26,1.433601773196072e-23,1.579894614369925e-13,1.2041180318100765e-15,1.4960308716132605e-23,6.722856205375995e-22,2.716852804260253e-23,4.125524923199634e-21,3.988442020685984e-19,1.301315262533468e-10,4.947971947292626e-22,4.2677305597827547e-17,4.805860472922993e-18,9.447252080843301e-22,3.514057646600099e-23,3.231214789621202e-25,1.5457886617085527e-19,3.6392928968154647e-10,1.4642164608034514e-21,3.755027587855875e-21,7.386441093621372e-21,5.768705327045273e-14,1.4094069905872015e-25,1.1398771710727755e-34,1.0927355380458714e-34,4.056548286402318e-27,1.083880867298564e-32,6.334501596689904e-34,1.2074170167866758e-28,7.229589014419159e-24,1.2066589167680962e-27,1.4051860490990448e-11
2.0184118190989214e-06,0.5070784488406577,2.138654006249309e-08,2.864972753601818e-09,8.582690524696967e-10,1.9464258914827553e-08,0.0,0.0,2.6313368328381955e-08,1.2430820028091715e-11,3.1234087577167897e-12,4.438181673429801e-08,7.367563890416539e-23,5.415866115250542e-29,7.317015274254347e-23,1.596201935968819e-19,2.124705111636553e-18,2.0064113930969764e-19,1.012822945381071e-29,1.6657487356893435e-40,3.724339079660911e-38,1.319049202316902e-38,1.2111446854929342e-21,2.306377928063368e-26,8.202527382993627e-24,2.1886323863440036e-31,7.889387062190623e-40,1.9180715831425172e-35,2.3485008234901033e-35,2.4580640391211598e-37,5.545104782986439e-26,3.7553109252400825e-35,4.4461941936248096e-38,2.019962426285386e-40,3.76,0.0,0.7424169913071733,0.9999639739464729,5.8345931640955985e-09,1.2718826884370217e-19,4.3171884356684754e-08,1.440811945219287e-07,7.405536187631988e-08,4.662417114713201e-14,1.1899573518235024e-16,1.2205407135940276e-08,6.767097528338556e-10,9.21009498359469e-09,1.4131965391639486e-09,3.8871485394506157e-13,1.6830816129405293e-14,1.8165624020031457e-18,2.811157015825989e-11,2.1094470704726726e-15,3.3283517853914377e-16,1.1481518838197267e-10,7.41405528870146e-20,4.2924382565960136e-16,2.4020784301280727e-19,4.5127738081058414e-14,2.3324353446494124e-18,3.6091333429133377e-17,2.456942282658414e-16,2.7685158273263115e-16,4.837361818481795e-24,3.592793005999227e-05,4.3401810020125885e-30,2.171243642178081e-26,1.6300866095294507e-23,1.673377549880558e-13,1.3252101576561255e-15,1.7013250375934045e-23,7.057064743499351e-22,2.916288044879025e-23,4.462909947592343e-21,4.379057390556136e-19,1.3600219581305653e-10,5.443965183982226e-22,4.7160496537217614e-17,5.4318357090662e-18,1.092718853523466e-21,3.698283837158527e-23,3.7482401696423632e-25,1.7293614568798812e-19,3.734969014085204e-10,1.640094565120562e-21,4.333274429792308e-21,8.17294201070562e-21,5.823424311440742e-14,1.596656144198667e-25,1.32675591901688e-34,1.2966774945561327e-34,4.844493829535504e-27,1.2508205738158172e-32,7.565132464872833e-34,1.4920149578084885e-28,7.933421993455957e-24,1.322788511922623e-27,1.4260484054209633e-11
2.077341742269725e-06,0.5070784492065488,2.1818170836915594e-08,3.002358190767394e-09,8.899598935571405e-10,2.0631011285046755e-08,0.0,0.0,2.740578150664441e-08,1.3303213199375342e-11,3.365597685344596e-12,4.674676338149376e-08,7.777761060502285e-23,5.898656279442042e-29,7.541062266492009e-23,1.697197372774579e-19,2.351039485010311e-18,2.212872683258873e-19,1.1193866313287416e-29,1.923959988845447e-40,4.374450385191591e-38,1.4962133896433128e-38,1.2881909636888215e-21,2.743746063874069e-26,9.139356133965724e-24,2.519508199517316e-31,9.078124170353586e-40,2.3401042500404957e-35,2.979210122504378e-35,3.107613219855777e-37,6.123912577811166e-26,4.481018063817933e-35,5.47164323038476e-38,2.448120733906138e-40,3.76,0.0,0.7424169839189986,0.9999639693269267,6.267811715215348e-09,1.4565351837541823e-19,4.355120063939085e-08,1.4936768741918927e-07,7.777381081678134e-08,4.7195068643551636e-14,1.200464869453501e-16,1.237158808076573e-08,6.86134171402473e-10,9.830440867385204e-09,1.530815747037535e-09,4.1573154635988905e-13,1.917069525977519e-14,2.0274010536575923e-18,2.893275743774065e-11,2.4087787717911973e-15,3.721927602304771e-16,1.1996075950675364e-10,8.29631562690099e-20,4.536315054875901e-16,2.506333792566531e-19,4.9795351421391955e-14,2.5276586316593492e-18,4.0061234885931573e-17,2.67463175673514e-16,3.0304260020097816e-16,5.444190879923051e-24,3.592792989402966e-05,4.9817474584425744e-30,2.497803692413432e-26,1.844109342160269e-23,1.7683111812665587e-13,1.4536554528539332e-15,1.925023849940806e-23,7.397676660180962e-22,3.1234909151650593e-23,4.81618188280363e-21,4.790765549862904e-19,1.4191407576662617e-10,5.970113545951732e-22,5.192320139594055e-17,6.111477160663557e-18,1.2571918359424962e-21,3.8829947892856427e-23,4.326581492547108e-25,1.9281475309238077e-19,3.8264491058677844e-10,1.830722726409909e-21,4.979649351849591e-21,9.009197000462718e-21,5.875016328579502e-14,1.8018926823531187e-25,1.5372815099605474e-34,1.5298480424550442e-34,5.74956121771148e-27,1.437432410779772e-32,8.978720746077163e-34,1.830791511975611e-28,8.673416576555228e-24,1.4456834413203239e-27,1.4457515050593983e-11
2.1362716654405285e-06,0.5070784495725048,2.2230989412585714e-08,3.139528327536896e-09,9.214059726054545e-10,2.1820548263438813e-08,0.0,0.0,2.8510516918815447e-08,1.4211266640218398e-11,3.618131813232715e-12,4.9142976936942726e-08,8.193259003963615e-23,6.400541605109969e-29,7.757200867421183e-23,1.8001702847817552e-19,2.5920089723168116e-18,2.4325229807684533e-19,1.2326663687571123e-29,2.211098353909455e-40,5.108175363322533e-38,1.6885483035223064e-38,1.3667609180903193e-21,3.2442318628639516e-26,1.014261826269116e-23,2.8872581550180576e-31,1.038293861567881e-39,2.8351421565537826e-35,3.7485144128718285e-35,3.896754781079627e-37,6.736966595518625e-26,5.314864232567739e-35,6.687702267422815e-38,2.9469741850743505e-40,3.76,0.0,0.7424169764566922,0.9999639646452956,6.716676107076549e-09,1.6604754413240582e-19,4.390884047003545e-08,1.5468599376443383e-07,8.15429529919575e-08,4.7733510740274414e-14,1.2103719751598708e-16,1.2528494423510513e-08,6.950333391501903e-10,1.0468386326611187e-08,1.654272841970602e-09,4.4347895273210637e-13,2.1747042500374638e-14,2.255326731757071e-18,2.975400704400711e-11,2.739218502837996e-15,4.1457115561989315e-16,1.2515210029270497e-10,9.252014899159197e-20,4.786350282751873e-16,2.612363182925871e-19,5.4756832403481294e-14,2.7313456420890673e-18,4.432286533436065e-17,2.902688072503071e-16,3.3073940026771975e-16,6.105716903467957e-24,3.5927929725835405e-05,5.701674389675982e-30,2.8623197232227466e-26,2.076287519133356e-23,1.86458966950577e-13,1.5895823215481088e-15,2.1677884722144544e-23,7.744808091098199e-22,3.3385528649104064e-23,5.185630124893976e-21,5.2236139754926955e-19,1.478638334472939e-10,6.527109227039561e-22,5.696959183607424e-17,6.8467787907936194e-18,1.4392043916840033e-21,4.0682510167489607e-23,4.970977605209895e-25,2.142862563094034e-19,3.9138250573476297e-10,2.036804114948969e-21,5.699763424266732e-21,9.895973081777232e-21,5.923660068647331e-14,2.0261719848155246e-25,1.7735646889635677e-34,1.7951570644398262e-34,6.783703952677584e-27,1.6453368940554636e-32,1.0593943139267299e-33,2.231630699845218e-28,9.449447129161698e-24,1.5754941422555244e-27,1.4643560513330618e-11
2.195201588611332e-06,0.5070784499384657,2.2625544833355847e-08,3.2762888148410476e-09,9.525939546279038e-10,2.303186931375609e-08,0.0,0.0,2.9627031205418524e-08,1.5155369764349913e-11,3.881075075200431e-12,5.1568721683429914e-08,8.613828538357348e-23,6.920861245867943e-29,7.965444800614432e-23,1.9050084581055663e-19,2.847877664941084e-18,2.6656467631022713e-19,1.352769467208035e-29,2.5291152199630956e-40,5.932313374493604e-38,1.8965229162578524e-38,1.4467683141736125e-21,3.8140765647794783e-26,1.1213863384292748e-23,3.2945392390656056e-31,1.1808174290999198e-39,3.4123987445380926e-35,4.680258958368763e-35,4.848713150052908e-37,7.384483994494023e-26,6.268209690381978e-35,8.121474449691969e-38,3.524957135589131e-40,3.76,0.0,0.7424169689231079,0.9999639599039873,7.1810616467961216e-09,1.8849227476425663e-19,4.424604255101153e-08,1.6003434953053102e-07,8.536035788772244e-08,4.8241316115780996e-14,1.2197129683728375e-16,1.2676618407838164e-08,7.034350389607989e-10,1.1123428619975388e-08,1.783647037394455e-09,4.719300009215942e-13,2.457458975275478e-14,2.5011195711394016e-18,3.057532100063118e-11,3.102790397046084e-15,4.600636133597229e-16,1.3038675956939215e-10,1.0284613253563466e-19,5.04250030905174e-16,2.720154135197945e-19,6.00176387590612e-14,2.943440303515922e-18,4.888648256640014e-17,3.1410745407019214e-16,3.599667474768735e-16,6.824952841318499e-24,3.592792955549691e-05,6.5071117044458e-30,3.267848881293817e-26,2.3272020254041382e-23,1.962110893677115e-13,1.7331108609936018e-15,2.430242575147043e-23,8.098579789952219e-22,3.5615705515041114e-23,5.571550801537195e-21,5.677620251509066e-19,1.5384832913742957e-10,7.1156430308483695e-22,6.230347542175664e-17,7.63966151767499e-18,1.6398256338593272e-21,4.2541517685097693e-23,5.686332895639517e-25,2.3742286270428833e-19,3.9972001105393753e-10,2.2590483497638094e-21,6.4994887812137105e-21,1.083397262917712e-20,5.969524008311243e-14,2.2705679913494765e-25,2.0378224753012793e-34,2.095666103774541e-34,7.959479456900598e-27,1.876229952908953e-32,1.2430420254638618e-33,2.703201834436172e-28,1.0261339611411701e-23,1.7123712211600824e-27,1.4819202235860462e-11
2.2541315117821356e-06,0.507078450304378,2.3002402058584186e-08,3.4124582332019585e-09,9.835124856090527e-10,2.426400398353941e-08,0.0,0.0,3.07547973523494e-08,1.6135894559951476e-11,4.154486102037796e-12,5.4022353158728114e-08,9.039269001854911e-23,7.458930380808693e-29,8.165844499525288e-23,2.0116040114033427e-19,3.1188884435952268e-18,2.912515193261961e-19,1.4797938899331316e-29,2.8799932432137696e-40,6.85385378094947e-38,2.120575029682029e-38,1.5281302172567287e-21,4.4598364031112016e-26,1.23545434293992e-23,3.7440904929062756e-31,1.3357853746674444e-39,4.08180362371127e-35,5.80125226737148e-35,5.989432747052662e-37,8.066623142057215e-26,7.353086747864161e-35,9.802729877351442e-38,4.191122694268793e-40,3.76,0.0,0.7424169613209912,0.9999639551053223,7.660837531010724e-09,2.131117312252442e-19,4.456397479997726e-08,1.654110831724708e-07,8.922370989323428e-08,4.8720207188554077e-14,1.2285201908829525e-16,1.2816430595376762e-08,7.113658472396032e-10,1.1795062436562922e-08,1.9190138228365703e-09,5.010578591373004e-13,2.7668357863761758e-14,2.7655648630159003e-18,3.139670122226954e-11,3.501563368294572e-15,5.087595459942662e-16,1.3566242588061195e-10,1.1397596021096154e-19,5.304721835080744e-16,2.8296942745075577e-19,6.558289477835996e-14,3.1638770934208106e-18,5.376219527660303e-17,3.3897388106268084e-16,3.9074794082790884e-16,7.604966485040466e-24,3.5927929383097245e-05,7.40555599864067e-30,3.7175690812686473e-26,2.597396665043469e-23,2.0607765183046287e-13,1.8843531256471556e-15,2.712971816394821e-23,8.459115745151179e-22,3.79264559081976e-23,5.974246819781688e-21,6.152774810205215e-19,1.598646050399962e-10,7.736406062509081e-22,6.79283162406259e-17,8.491971177999104e-18,1.8601312572776847e-21,4.440830315678027e-23,6.4777155276320085e-25,2.6229738015230982e-19,4.0766864606534226e-10,2.498171103903234e-21,7.384960443195564e-21,1.1823837299564242e-20,6.012767001491686e-14,2.5361721964361e-25,2.33237854499403e-34,2.4345862343486903e-34,9.290032848750636e-27,2.1318834567771605e-32,1.4508691272753998e-33,3.2549977139192742e-28,1.1108877169173503e-23,1.856465779124579e-27,1.4984996614577952e-11
2.313061434952939e-06,0.5070784506701943,2.3362136806598087e-08,3.547867775102719e-09,1.0141520162269066e-09,2.5516012618568652e-08,0.0,0.0,3.189330507772965e-08,1.715319612902359e-11,4.438418528669003e-12,5.650231419748083e-08,9.469406103153916e-23,8.014046823687527e-29,8.358482179187267e-23,2.119853505278741e-19,3.4052636093790647e-18,3.173386544488895e-19,1.6138286851668402e-29,3.2657429862629972e-40,7.879962570700152e-38,2.3611117138777206e-38,1.610767081571236e-21,5.188378241344568e-26,1.3566014559051192e-23,4.238731177497221e-31,1.503567212709474e-39,4.854017991787392e-35,7.141484861891961e-35,7.347750535411034e-37,8.783487785293232e-26,8.582201821608624e-35,1.1764043629490799e-37,4.955157967243823e-40,3.76,0.0,0.7424169536529809,0.9999639502515351,8.15586778297595e-09,2.400318542161238e-19,4.4863738393804966e-08,1.708146116653315e-07,9.313080399124568e-08,4.917181399538594e-14,1.2368241381788974e-16,1.2948380007936019e-08,7.18851138012843e-10,1.2482782085348633e-08,2.060445135057916e-09,5.308360352970599e-13,3.104364096637835e-14,3.049452512423443e-18,3.2218149519283087e-11,3.937648845669683e-15,5.607445354749177e-16,1.4097691949643407e-10,1.2594471154305124e-19,5.572971891208806e-16,2.940971316303386e-19,7.145740592230248e-14,3.3925819749228366e-18,5.895995568705023e-17,3.6486140976412494e-16,4.2310487843341643e-16,8.44887843751277e-24,3.592792920871596e-05,8.404841830885723e-30,4.214775799807885e-26,2.887378116378361e-23,2.1604920321021762e-13,2.0434134013250082e-15,3.016523711044924e-23,8.826541967647924e-22,4.031884273519454e-23,6.3940278575594814e-21,6.649043563493176e-19,1.6590987487871103e-10,8.390091255890807e-22,7.384725522861385e-17,9.405477122367816e-18,2.101201390995546e-21,4.62844946908111e-23,7.3503558540780205e-25,2.8898318106119633e-19,4.152403155321959e-10,2.7548937395687007e-21,8.36257795121595e-21,1.2866151883462692e-20,6.05353882390748e-14,2.824092688178416e-25,2.6596634684567237e-34,2.8152754759783423e-34,1.0789078589258831e-26,2.4141456876383039e-32,1.685018527634747e-33,3.8973717008580457e-28,1.1991805358488417e-23,2.0079297024107778e-27,1.5141474764810635e-11
2.3719913581237427e-06,0.5070784510358738,2.3705331066222785e-08,3.6823608881467652e-09,1.0445046391192365e-09,2.6786986821699485e-08,0.0,0.0,3.3042061080069523e-08,1.820761323645185e-11,4.732921283873435e-12,5.900713100365139e-08,9.904089867003628e-23,8.58549701955015e-29,8.543467328928767e-23,2.2296580000307053e-19,3.707205558445293e-18,3.4485066435495416e-19,1.7549544279587718e-29,3.688399789593899e-40,9.017969286296434e-38,2.618509986017888e-38,1.694602798335658e-21,6.006874569759248e-26,1.48495394010603e-23,4.781358970509488e-31,1.684499492732706e-39,5.740448340486793e-35,8.734350526979118e-35,8.955566570739634e-37,9.535131173027957e-26,9.968936276243754e-35,1.404093239616921e-37,5.827398692416849e-40,3.76,0.0,0.742416945921611,0.9999639453447771,8.666012106413783e-09,2.6938033706262933e-19,4.51463715830247e-08,1.7624343656224204e-07,9.707954139083499e-08,4.959767816807134e-14,1.244653564565515e-16,1.3072894440457521e-08,7.259150973672545e-10,1.3186083438003273e-08,2.2080095230015858e-09,5.612384619859576e-13,3.471599139996813e-14,3.353576531041429e-18,3.303966760237115e-11,4.413198571181904e-15,6.161003608469502e-16,1.4632818487923146e-10,1.3878766831057106e-19,5.847207833525907e-16,3.053973065586271e-19,7.764567357451985e-14,3.6294732787365944e-18,6.448955317093036e-17,3.917620372053666e-16,4.570581221515848e-16,9.359860131239715e-24,3.592792903243148e-05,9.51313085862094e-30,4.7628785917818895e-26,3.197616220564064e-23,2.2611667619783954e-13,2.210388486428219e-15,3.341407852540692e-23,9.200985436520565e-22,4.279397255153014e-23,6.831210308020775e-21,7.166370416885991e-19,1.7198151408855477e-10,9.077394741334485e-22,8.00631300431853e-17,1.038187137959414e-17,2.3641186012348252e-21,4.817197437934388e-23,8.30964501376257e-25,3.175541691159383e-19,4.224474265764127e-10,3.029942970820421e-21,9.439006825702545e-21,1.39614480839079e-20,6.091980688319974e-14,3.1354532313114294e-25,3.022214812949414e-34,3.241235795674491e-34,1.2470880247374084e-26,2.7249417617400616e-32,1.947718963971519e-33,4.641573558849691e-28,1.290983701080024e-23,2.166915919511968e-27,1.528914284791279e-11
2.4309212812945463e-06,0.5070784514013804,2.4032569212634488e-08,3.81579288617193e-09,1.074563938830221e-09,2.8076049686179553e-08,0.0,0.0,3.4200589164072175e-08,1.929946886506366e-11,5.0380388634459016e-12,6.153540927632714e-08,1.0343192673167907e-22,9.172561546488889e-29,8.720932617576892e-23,2.3409230686574647e-19,4.024897490856702e-18,3.738109327374043e-19,1.9032436678599683e-29,4.150020883558521e-40,1.0275354336264052e-37,2.8931176775787973e-38,1.7795647104343442e-21,6.92279794003962e-26,1.6206289555407143e-23,5.374948203483934e-31,1.8788859202749253e-39,6.753258500344774e-35,1.061686933468609e-34,1.084801179355377e-36,1.0321560086266759e-25,1.1527345722087852e-34,1.6671989405173627e-37,6.818843323914744e-40,3.76,0.0,0.7424169381293143,0.9999639403871152,9.191126661925356e-09,3.01286464315199e-19,4.541285328835919e-08,1.8169614009705837e-07,1.0106792514209697e-07,4.999925696258898e-14,1.2520355823639026e-16,1.3190380912978075e-08,7.3258074633984e-10,1.3904465642767514e-08,2.361772306508226e-09,5.922395682531733e-13,3.870120522286567e-14,3.6787345636594816e-18,3.386125708718763e-11,4.930402465036212e-15,6.749050452594421e-16,1.5171428358071782e-10,1.5254029215760365e-19,6.127387340565291e-16,3.1686874161738127e-19,8.415190979539725e-14,3.874462532218922e-18,7.036060880768275e-17,4.196665505583953e-16,4.92626961759442e-16,1.0341131892776525e-23,3.5927928854317934e-05,1.0738898341041142e-29,5.365397362344588e-26,3.5285445624766785e-23,2.3627138652485256e-13,2.3853679779903436e-15,3.6880964418954197e-23,9.582573189969638e-22,4.535299226563014e-23,7.286117183805786e-21,7.704679652807993e-19,1.7807705056678657e-10,9.799017060241905e-22,8.657849437147332e-17,1.142276833410681e-17,2.649966044841625e-21,5.0072840513658616e-23,9.361133709345947e-25,3.4808474857252083e-19,4.293027303744322e-10,3.3240505520993913e-21,1.062117986061817e-20,1.5110208192197786e-20,6.128225740908808e-14,3.471392393957186e-25,3.422677117982001e-34,3.7161097304250875e-34,1.43502286089467e-26,3.0662740036975935e-32,2.2412815827660495e-33,5.49978393759663e-28,1.3862656779803207e-23,2.3335786264307775e-27,1.5428482570655084e-11
2.48985120446535e-06,0.5070784517666831,2.434443466549914e-08,3.948030535096663e-09,1.1043248535794978e-09,2.938235583242889e-08,0.0,0.0,3.5368430259808564e-08,2.0429070773213873e-11,5.353811587695811e-12,6.408583041030538e-08,1.0786607395983144e-22,9.774520034626191e-29,8.891030194120553e-23,2.453558772488947e-19,4.358504144706682e-18,4.042416908021538e-19,2.0587613780483122e-29,4.652682740398936e-40,1.1659736754629511e-37,3.185254455513309e-38,1.8655835974597603e-21,7.943914916212845e-26,1.7637348318495483e-23,6.02254814607354e-31,2.086997782240742e-39,7.905380091470892e-35,1.2829911750872196e-34,1.3063612355403257e-36,1.114273874857541e-25,1.3272157995784217e-34,1.9699017354623594e-37,7.941166626206675e-40,3.76,0.0,0.742416930278424,0.9999639353805361,9.731064771744811e-09,3.3588095628917084e-19,4.566410649118724e-08,1.871713813550501e-07,1.0509405577028697e-07,5.037792728998287e-14,1.2589957554988487e-16,1.3301226230855629e-08,7.388699704269262e-10,1.463743262692829e-08,2.5217957287819454e-09,6.23814339485736e-13,4.301530832262157e-14,4.025727446436878e-18,3.4682919498909025e-11,5.491486561943696e-15,7.372329194609911e-16,1.571333875465361e-10,1.6723820369595216e-19,6.413468410093707e-16,3.2851023499458333e-19,9.098005196484613e-14,4.127455236638979e-18,7.658257080127821e-17,4.485646372266068e-16,5.298294782715753e-16,1.139596105256819e-23,3.5927928674445514e-05,1.2090920984831755e-29,6.025958429003826e-26,3.88056130440735e-23,2.4650503028943685e-13,2.568434560433573e-15,4.057025084604029e-23,9.971431546890703e-22,4.7997085705421896e-23,7.759077988070831e-21,8.263878178438228e-19,1.8419415595400318e-10,1.0555664233614546e-21,9.339563658993247e-17,1.2529704861638622e-17,2.9598257718355268e-21,5.1989372913012057e-23,1.0510531162569796e-24,3.8064979592062054e-19,4.358191859706946e-10,3.637952990732858e-21,1.1916298263254585e-20,1.6312868627921038e-20,6.162399521383721e-14,3.833062717482225e-25,3.863801752019715e-34,4.243676669504948e-34,1.6442418357303444e-26,3.440222275995152e-32,2.568096296135587e-33,6.485147410815158e-28,1.4849925353268593e-23,2.5080734819694697e-27,1.555995181935282e-11
