Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702)
5.177798456626081e-06,0.6097142489464156,3.023535991725429e-06,1.0007320143931485e-06,3.800734687630228e-07,2.807283595370372e-05,0.0,0.0,5.605927034543521e-06,4.5796218185589e-08,1.785382782536459e-09,3.901135552001891e-05,3.273461760699506e-17,1.5640249021414238e-20,2.7397130324668405e-17,5.9112644983421356e-21,4.413169282441866e-21,2.752503764088527e-20,6.073029165925194e-23,7.332684509683129e-35,1.6295287945514362e-30,9.710383501216997e-38,8.683866094645891e-23,1.1323875173597946e-26,2.086241302003229e-25,6.07119298064454e-28,1.0171673345132753e-36,4.908192016102827e-39,8.634807684844498e-41,2.8224161555208033e-42,6.172973495319642e-28,1.958643434607782e-35,4.634070720448582e-35,4.084673929948413e-36,3.76,0.0,0.7953226871710755,0.9999418176770782,1.5706106458627075e-05,4.56728563026265e-25,6.91499185372963e-06,8.61442427911783e-05,8.34065458591311e-05,2.254478284261436e-10,3.5682769569395834e-13,1.1865063714956584e-06,1.3073251090859287e-07,1.076360466184051e-06,5.316410294012649e-06,3.1827398501236384e-08,2.32680928647802e-08,4.787894110148859e-12,6.588827901467865e-08,7.818442569816932e-09,1.282615606005937e-10,1.0719536385057636e-07,1.5388006133479712e-14,6.469068721108906e-18
5.284868854516139e-06,0.6097144501676758,3.024375005278551e-06,1.0020655329809614e-06,3.8490198336193925e-07,2.880653833083428e-05,0.0,0.0,5.738108661228959e-06,4.78903821557988e-08,1.8722938619066106e-09,3.9983709861835444e-05,3.310157229341592e-17,1.6088137901020405e-20,2.7409035230518964e-17,6.072906446444992e-21,4.651018135111072e-21,2.909696572598149e-20,6.402166070035524e-23,7.736654736077743e-35,1.7615548488330983e-30,1.0505727530140526e-37,8.9218121915865e-23,1.2373180184152004e-26,2.2166377484998634e-25,6.731852495320372e-28,1.082236995920725e-36,5.462934030029003e-39,9.843553045647527e-41,3.1651547767997275e-42,6.6118604152646995e-28,2.1650893536479855e-35,5.215448346743953e-35,4.4619385376088484e-36,3.76,0.0,0.795319230635109,0.9999402574802565,1.6276901679847708e-05,4.981702624154157e-25,6.915941356332438e-06,8.8094576153005e-05,8.558138696014723e-05,2.264216788196211e-10,3.572907801597733e-13,1.1867023129295396e-06,1.3075413267732824e-07,1.1051878275292827e-06,5.585661081246953e-06,3.2736858488055386e-08,2.5103104583997486e-08,5.116660364284226e-12,6.72938523617815e-08,8.43829751746662e-09,1.35136539546268e-10,1.0998523338987747e-07,1.6446705966565568e-14,6.741470743536551e-18
5.391939252406198e-06,0.6097146513943165,3.025113154752058e-06,1.0032464054424122e-06,3.8971101072432934e-07,2.9540421947747757e-05,0.0,0.0,5.870222219302744e-06,5.003071491277191e-08,1.9614429245427034e-09,4.09562135099594e-05,3.3469230678760225e-17,1.6536440396449214e-20,2.7419443846708078e-17,6.234359111171968e-21,4.895051218819592e-21,3.071497647106173e-20,6.740681522444832e-23,8.152143881810055e-35,1.9006835470078295e-30,1.1344321179800358e-37,9.159477323614751e-23,1.348998399505524e-26,2.3516913776332082e-25,7.446070510878763e-28,1.1497208730878643e-36,6.06362969554815e-39,1.118423448589748e-40,3.5384822972519704e-42,7.070350093321733e-28,2.3876125734535872e-35,5.852874074802974e-35,4.863692100772977e-36,3.76,0.0,0.7953157663525658,0.999938690191695,1.6854885932291485e-05,5.422437798885993e-25,6.916761317879099e-06,9.004510630811857e-05,8.775676386534116e-05,2.2732864395591766e-10,3.5771962051344965e-13,1.1868713748954391e-06,1.3077273526244487e-07,1.1340238423444135e-06,5.861844991514554e-06,3.3647814378134405e-08,2.7033795350322835e-08,5.460242231975937e-12,6.870212018942895e-08,9.090654501136845e-09,1.4219300566999717e-10,1.1278809646819554e-07,1.755319656009666e-14,7.019627486583615e-18
5.499009650296256e-06,0.6097148526242941,3.0257637310995507e-06,1.0042919178258475e-06,3.945027362041971e-07,3.027446398141984e-05,0.0,0.0,6.002264814599182e-06,5.2217071329575044e-08,2.052840422494005e-09,4.1928845922789244e-05,3.383782524843328e-17,1.6985167334141286e-20,2.7428552961985836e-17,6.3956397197056686e-21,5.1452594538052e-21,3.2379216356946884e-20,7.088621175216386e-23,8.57921316508354e-35,2.047113119939378e-30,1.2227383471480488e-37,9.396886964207783e-23,1.4676838434352832e-26,2.491455847750208e-25,8.216761641397395e-28,1.219656190592597e-36,6.712764215677034e-39,1.2667333237272996e-40,3.944168951554478e-42,7.548857685684489e-28,2.6270456809384663e-35,6.550161249093906e-35,5.290918354581128e-36,3.76,0.0,0.7953122944169816,0.9999371158360951,1.744003174757663e-05,5.89048955297664e-25,6.917468816280733e-06,9.19958133945121e-05,8.993257617552875e-05,2.2817316780470464e-10,3.581168195500166e-13,1.1870170994142032e-06,1.307887165444429e-07,1.162866986448526e-06,6.144963546323491e-06,3.456022246109115e-08,2.9062618303655777e-08,5.819004810051414e-12,7.011313690847014e-08,9.776352251061867e-09,1.4943074550945868e-10,1.1560413207321496e-07,1.8708656290012307e-14,7.303550059946329e-18
5.606080048186314e-06,0.6097150538558034,3.0263382749535557e-06,1.0052174807256512e-06,3.9927909929385804e-07,3.100864461345986e-05,0.0,0.0,6.134233913643123e-06,5.444930559445406e-08,2.146496953530086e-09,4.2901589265308994e-05,3.4207563807535817e-17,1.7434329655459832e-20,2.7436533547606303e-17,6.556764394317058e-21,5.401634364338521e-21,3.4089835753269246e-20,7.446031309800636e-23,9.017924791386471e-35,2.2010428609584534e-30,1.3156139945027612e-37,9.634064968674958e-23,1.593633374705969e-26,2.635984940483666e-25,9.046925984254635e-28,1.2920806051072617e-36,7.412890873168607e-39,1.4303864246196674e-40,4.384033546316475e-42,8.047800089634779e-28,2.88424447484788e-35,7.311276293135669e-35,5.7446220082372516e-36,3.76,0.0,0.795308814910553,0.9999355344350553,1.8032314731743583e-05,6.386871591235451e-25,6.918078678708408e-06,9.394668030896533e-05,9.210873496264938e-05,2.2895941844020173e-10,3.5848474895273e-13,1.1871425617214757e-06,1.3080242196797898e-07,1.1917159110215921e-06,6.435017965130493e-06,3.5474044622525394e-08,3.119202374488168e-08,6.1933191379968266e-12,7.152695694524875e-08,1.0496228551568886e-08,1.5684955263888006e-10,1.1843352522506056e-07,1.9914282674615033e-14,7.593249795750154e-18
5.7131504460763725e-06,0.6097152550872464,3.026846807056249e-06,1.0060368192323407e-06,4.040418197462634e-07,3.174294663422064e-05,0.0,0.0,6.266127296156988e-06,5.672727134441971e-08,2.242423265628425e-09,4.3874428052263286e-05,3.4578632539136036e-17,1.788393824834737e-20,2.7443534132903676e-17,6.717748145481631e-21,5.6641680349083286e-21,3.5846988704105614e-20,7.812958819530291e-23,9.468341845193037e-35,2.3626731410140182e-30,1.4131822757053434e-37,9.871033550792962e-23,1.7271098748872966e-26,2.7853325499276514e-25,9.939649811209057e-28,1.367032177928016e-36,8.166631373937471e-39,1.6105388961267798e-40,4.8599434357731086e-42,8.567595858501408e-28,3.1600881881336724e-35,8.14034062038321e-35,6.225829094235971e-36,3.76,0.0,0.7953053279055198,0.9999339460074826,1.8631713218060276e-05,6.9126129336092275e-25,6.91860377833526e-06,9.589769234331279e-05,9.428516137742485e-05,2.296913024265476e-10,3.5882560597122346e-13,1.1872504318078637e-06,1.3081415145504695e-07,1.2205694213739226e-06,6.732009199719711e-06,3.638924761395332e-08,3.342445922821438e-08,6.583562397604188e-12,7.294363474162928e-08,1.1251120272863855e-08,1.6444922748904984e-10,1.212764662003926e-07,2.1171293023171117e-14,7.888738248610823e-18
5.820220843966431e-06,0.6097154563172041,3.0272980281474746e-06,1.0067621460189097e-06,4.087924211477038e-07,3.247735509948638e-05,0.0,0.0,6.397943013878325e-06,5.905082178099388e-08,2.340630260876853e-09,4.484734883879242e-05,3.495119868064419e-17,1.8334003784401102e-20,2.7449683742639348e-17,6.87860488600127e-21,5.932853067430326e-21,3.765083270894006e-20,8.189451194707974e-23,9.930528203219584e-35,2.5322054222941648e-30,1.5155670768784805e-37,1.010781330359491e-22,1.8683800957069055e-26,2.9395526707385696e-25,1.0898106268114152e-27,1.4445493511225593e-36,8.976676186043632e-39,1.8084028118269787e-40,5.3738145016923836e-42,9.108665122366841e-28,3.4554797086755936e-35,9.0416325194373e-35,6.735587314863455e-36,3.76,0.0,0.7953018334653746,0.9999323505699511,1.923820795701857e-05,7.468757920043515e-25,6.919055291609808e-06,9.78488368690864e-05,9.646178542462399e-05,2.3037247888711713e-10,3.5914143383063543e-13,1.187343027773952e-06,1.3082416539866797e-07,1.2494264582622811e-06,7.035937964375998e-06,3.730580241825638e-08,3.576236964955363e-08,6.990118101055637e-12,7.436322475447548e-08,1.2041863401569397e-08,1.7222957705511509e-10,1.2413314985261423e-07,2.2480925046816607e-14,8.190027195694582e-18
5.927291241856489e-06,0.6097156575444143,3.0276994926140448e-06,1.0074043185468318e-06,4.135322521467348e-07,3.321185703227395e-05,0.0,0.0,6.529679354791578e-06,6.141980977065571e-08,2.441128998868616e-09,4.5820339951750816e-05,3.532541287245203e-17,1.8784536527532217e-20,2.7455094446938687e-17,7.03934745913099e-21,6.2076825398838695e-21,3.9501528503484334e-20,8.57555651037263e-23,1.040454846120966e-34,2.7098422705590065e-30,1.6228929625409422e-37,1.034442324863838e-22,2.0177146704496918e-26,3.098699385604587e-25,1.192555608320243e-27,1.5246709261144306e-36,9.845784873960573e-39,2.025247452187252e-40,5.927611135917514e-42,9.671429515364624e-28,3.771345792258767e-35,1.0019589015789346e-34,7.274966386998177e-36,3.76,0.0,0.795298331645934,0.9999307481370121,1.9851781839749094e-05,8.056366211602655e-25,6.919442921695805e-06,9.980010306362532e-05,9.863854488503323e-05,2.3100637319306481e-10,3.5943408474828847e-13,1.1874223621688489e-06,1.308326898683871e-07,1.2782860814369116e-06,7.346804762390511e-06,3.8223683697412723e-08,3.820819732996597e-08,7.41337626804116e-12,7.578578145470141e-08,1.2869293069675762e-08,1.80190414526851e-10,1.2700377501511472e-07,2.384443743393009e-14,8.497128636775358e-18
6.034361639746547e-06,0.6097158587677483,3.0280577594557787e-06,1.0079729814908218e-06,4.1826250554122565e-07,3.394644116361827e-05,0.0,0.0,6.661334812038167e-06,6.383408793206607e-08,2.5439306996541994e-09,4.679339125617073e-05,3.570141122241426e-17,1.923554627360887e-20,2.7459863580473348e-17,7.199987677809112e-21,6.4886499667399434e-21,4.1399239843926134e-20,8.971323416711495e-23,1.0890467871710005e-34,2.8957873664268632e-30,1.7352851828489825e-37,1.0580880884243831e-22,2.1753881234069592e-26,3.2628268523857076e-25,1.302534828382633e-27,1.6074360443205986e-36,1.077678642712451e-38,2.262400582272922e-40,6.523346224024541e-42,1.0256312104834096e-27,4.108637291670118e-35,1.1078807712171277e-34,7.845058385981983e-36,3.76,0.0,0.7952948224962757,0.999929138721464,2.047241965144383e-05,8.676512788125913e-25,6.9197750926843315e-06,0.0001017514816720084,0.00010081538436639073,2.315961901377789e-10,3.5970527621880084e-13,1.1874901822673276e-06,1.3083992113481499e-07,1.3071474551509114e-06,7.664609909351683e-06,3.914286931157866e-08,4.0764382093636564e-08,7.853733592474102e-12,7.721135932599522e-08,1.3734243581638037e-08,1.8833155888543666e-10,1.2988854397684846e-07,2.5263110391786336e-14,8.810054794287217e-18
6.141432037636606e-06,0.6097160599861959,3.0283785234655964e-06,1.008476695528468e-06,4.2298423541581075e-07,3.4681097707367325e-05,0.0,0.0,6.792908056907659e-06,6.629350871175567e-08,2.6490467463023834e-09,4.776649395239004e-05,3.607931711822672e-17,1.968704232944616e-20,2.7464075677893e-17,7.360536373579091e-21,6.7757492614913665e-21,4.334413329747973e-20,9.376801131939656e-23,1.1388352295286733e-34,3.090245515817645e-30,1.8528696802601013e-37,1.0817202253222643e-22,2.341678877399191e-26,3.4319892911816005e-25,1.4200920921709842e-27,1.6928841703279498e-36,1.1772579582938617e-38,2.52124972888858e-40,7.163081129093356e-42,1.086373732417283e-27,4.468329390372961e-35,1.222404860933118e-34,8.446978089131637e-36,3.76,0.0,0.795291306059568,0.9999275223345874,2.1100107851746005e-05,9.330287942697039e-25,6.9200591183045915e-06,0.00010370296480024218,0.00010299225446837077,2.321449266306339e-10,3.5995662317596995e-13,1.1875480050584288e-06,1.3084602960005802e-07,1.3360098354058239e-06,7.989353553599557e-06,4.006333990056662e-08,4.343336133992216e-08,8.311593599337002e-12,7.86400128632935e-08,1.4637548439479877e-08,1.966528344801992e-10,1.327876620215592e-07,2.6738246156001234e-14,9.128818113371076e-18
6.248502435526664e-06,0.6097162611988486,3.028666729108587e-06,1.0089230535914694e-06,4.2769837250711314e-07,3.5415818164715155e-05,0.0,0.0,6.924397915397217e-06,6.879792444972437e-08,2.756488687116079e-09,4.873964039999263e-05,3.6459242815924543e-17,2.0139033421359616e-20,2.746780415613104e-17,7.521003451093302e-21,7.068974701423164e-21,4.533637804146755e-20,9.792039437554553e-23,1.1898268165298681e-34,3.29342265976016e-30,1.9757730957471017e-37,1.1053402033592394e-22,2.5168692601036734e-26,3.606240971552142e-25,1.5455801806764115e-27,1.781055077548701e-36,1.2836133144341533e-38,2.8032434570363886e-40,7.848925674783071e-42,1.1494130915192547e-27,4.85142182474855e-35,1.3460235909368483e-34,9.081863319539009e-36,3.76,0.0,0.7952877823737953,0.9999258989863473,2.1734834379376825e-05,1.0018797273243948e-24,6.9203013483365896e-06,0.0001056545457357782,0.00010516911104857367,2.326553839275374e-10,3.6018957787062425e-13,1.1875971476098199e-06,1.3085116320870256e-07,1.3648725587355294e-06,8.321035694173154e-06,4.098507851997845e-08,4.621757010929787e-08,8.787366792174743e-12,8.00717965710711e-08,1.558004036583641e-08,2.0515407058182894e-10,1.357013370231291e-07,2.8271169469609326e-14,9.453431261914792e-18
6.355572833416722e-06,0.6097164624048854,3.028926669348842e-06,1.0093187855961014e-06,4.324057379598517e-07,3.6150595154595275e-05,0.0,0.0,7.055803347873883e-06,7.134718743626699e-08,2.8662682375446027e-09,4.971282396505723e-05,3.6841290831123426e-17,2.0591527673722875e-20,2.7471112772844208e-17,7.681397944122503e-21,7.368320894628076e-21,4.7376145672300583e-20,1.0217088675851992e-22,1.2420282462649532e-34,3.505525883746197e-30,2.1041227746897203e-37,1.1289493616863881e-22,2.701245509129025e-26,3.785636200053552e-25,1.6793609249590464e-27,1.8719888357978316e-36,1.397048629178314e-38,3.109892645575082e-40,8.583038126999276e-42,1.2147919875256821e-27,5.258939119017757e-35,1.4792459803859503e-34,9.750875290909001e-36,3.76,0.0,0.7952842514723977,0.9999242686855705,2.237658847849761e-05,1.07431616715636e-24,6.920507295639631e-06,0.00010760621879178856,0.00010734591457762763,2.3313017927195975e-10,3.6040548289525875e-13,1.1876387534121264e-06,1.3085545040719204e-07,1.393735032348005e-06,8.659656196551436e-06,4.1908070324958926e-08,4.9119441143128156e-08,9.281470791741996e-12,8.150676496150156e-08,1.65625513249027e-08,2.138351009218482e-10,1.386297790901594e-07,2.986322803351797e-14,9.783907130586009e-18
6.4626432313067805e-06,0.6097166636035628,3.029162071446678e-06,1.0096698526121083e-06,4.3710705562530983e-07,3.6885422266447154e-05,0.0,0.0,7.187123431421063e-06,7.394114996121094e-08,2.9783972818301365e-09,5.068603888756285e-05,3.722555515733378e-17,2.1044532658458344e-20,2.7474056894002907e-17,7.84172807246929e-21,7.673782749299467e-21,4.9463610025164463e-20,1.0651999749510068e-22,1.2954462698075252e-34,3.7267634267867385e-30,2.238046772549855e-37,1.1525489183656051e-22,2.895097775520842e-26,3.970229308197416e-25,1.821805281280983e-27,1.9657258007181396e-36,1.517874888985252e-38,3.442771761966439e-40,9.367625173579302e-42,1.2825532405079227e-27,5.691930831227977e-35,1.6225978248910596e-34,1.0455198954069044e-35,3.76,0.0,0.7952807133848327,0.9999226314400982,2.3025360544510717e-05,1.1504517310031377e-24,6.920681746418134e-06,0.00010955797917198723,0.00010952262957261211,2.335717569996809e-10,3.6060562399928656e-13,1.187673815246925e-06,1.3085900271266282e-07,1.4225967254612014e-06,9.005214806460094e-06,4.2832302295240493e-08,5.2141404937294955e-08,9.794330466296222e-12,8.294497255253529e-08,1.7585912541280226e-08,2.2269576323708326e-10,1.4157320025354277e-07,3.151579292970068e-14,1.0120258832857372e-17
6.569713629196839e-06,0.6097168647942027,3.029376171479505e-06,1.009981531392801e-06,4.418029630435764e-07,3.762029393233976e-05,0.0,0.0,7.3183573445072045e-06,7.657966435658717e-08,3.092887874421234e-09,5.165928016622959e-05,3.761212233337992e-17,2.1498055370717213e-20,2.747668459768212e-17,8.002001299931597e-21,7.985355445315629e-21,5.159894700489154e-20,1.1096824122956763e-22,1.3500876901723076e-34,3.957344690292373e-30,2.3776738604076934e-37,1.1761399798544855e-22,3.098720126461951e-26,4.1600746409213e-25,1.973293407139931e-27,2.0623066051014593e-36,1.646410178925941e-38,3.803520136014143e-40,1.020494190166953e-41,1.3527397864454277e-27,6.151471786700238e-35,1.7766218729039544e-34,1.1196043345628772e-35,3.76,0.0,0.7952771681370675,0.999920987256919,2.368114198721319e-05,1.2304015626219004e-24,6.92082885598744e-06,0.00011150982285322307,0.00011169922409928312,2.3398239918082375e-10,3.6079114511752834e-13,1.1877031950477198e-06,1.3086191694399848e-07,1.4514571616884243e-06,9.357711161983418e-06,4.3757762995995315e-08,5.528588978980976e-08,1.0326378054001869e-11,8.438647386593473e-08,1.865095451675568e-08,2.3173589882812744e-10,1.4453181419161103e-07,3.323025901870594e-14,1.04624997050237e-17
6.676784027086897e-06,0.6097170659761855,3.0295717790703355e-06,1.0102584901481548e-06,4.4649402124040034e-07,3.8355205315905005e-05,0.0,0.0,7.449504353670982e-06,7.926258303359919e-08,3.209752241181427e-09,5.2632543458501346e-05,3.800107237910364e-17,2.1952102212429715e-20,2.7479037632988836e-17,8.162224391477918e-21,8.303034408028743e-21,5.378233442823138e-20,1.1551613825239137e-22,1.405959361950077e-34,4.1974802468798705e-30,2.5231335304236164e-37,1.199723549571827e-22,3.3124105473862175e-26,4.35522654563106e-25,2.1342147382227947e-27,2.1617721517091134e-36,1.782979712434674e-38,4.193843232496557e-40,1.1097291772528546e-41,1.4253946735324288e-27,6.638662318616299e-35,1.9418780011679907e-34,1.1974641939206588e-35,3.76,0.0,0.7952736157520127,0.9999193361422846,2.434392510943187e-05,1.3142823305627685e-24,6.920952231947249e-06,0.00011346174648350731,0.00011387566933485079,2.3436423565897835e-10,3.609630920710953e-13,1.187727641149379e-06,1.308642771595289e-07,1.4803159123477902e-06,9.717144804187577e-06,4.468444236984283e-08,5.855532184260092e-08,1.0878053277883891e-11,8.583132342529673e-08,1.9758507045078425e-08,2.409553521306009e-10,1.4750583598825328e-07,3.500804531309016e-14,1.0810643306211141e-17
6.783854424976955e-06,0.6097172671489414,3.02975133359221e-06,1.0105048563842615e-06,4.5118072345813786e-07,3.9090152215904696e-05,0.0,0.0,7.580563801961773e-06,8.198975851462633e-08,3.3290027804171744e-09,5.3605824993710465e-05,3.8392479615078437e-17,2.240667906181536e-20,2.7481152251976844e-17,8.32240346772973e-21,8.626815284139588e-21,5.601395187746161e-20,1.2016421454168535e-22,1.4630681914700114e-34,4.4473818491947464e-30,2.6745560012867674e-37,1.223300534914411e-22,3.5364709428654726e-26,4.5557393618396125e-25,2.304968066299371e-27,2.2641636072626873e-36,1.9279158605987917e-38,4.615513922592346e-40,1.2047026593522781e-41,1.5005610583922809e-27,7.154628525297945e-35,2.11894338941271e-34,1.2792252999621187e-35,3.76,0.0,0.7952700562499025,0.9999176781018096,2.5013702999466375e-05,1.4022122262734773e-24,6.921055006392457e-06,0.00011541374729347813,0.00011605193918411645,2.347192535453814e-10,3.6112249649676173e-13,1.1877478032640659e-06,1.308661563393096e-07,1.5091725905862779e-06,1.0083515186434544e-05,4.561233155602147e-08,6.195212511770807e-08,1.1449803453744982e-11,8.727957575408576e-08,2.0909399224815088e-08,2.5035397029990133e-10,1.504954819200369e-07,3.6850595327928995e-14,1.1164703418378196e-17
6.890924822867014e-06,0.6097174683119437,3.0299169529580917e-06,1.0107242775646904e-06,4.558635029291299e-07,3.98251309825249e-05,0.0,0.0,7.711535098906716e-06,8.476104346090938e-08,3.450652063746639e-09,5.457912149770641e-05,3.8786413379881017e-17,2.2861791296946202e-20,2.7483059932659896e-17,8.482544056932589e-21,8.956693919581234e-21,5.829398056509838e-20,1.2491300181558537e-22,1.5214211373767662e-34,4.7072624388296104e-30,2.832072223704792e-37,1.246871755531506e-22,3.771207136803189e-26,4.761667411418284e-25,2.485961618076293e-27,2.369522397719842e-36,2.0815581810235303e-38,5.0703737540121315e-40,1.305654648723061e-41,1.5782822027217178e-27,7.700522516611971e-35,2.3084126944788004e-34,1.3650159940414334e-35,3.76,0.0,0.7952664896486292,0.9999160131405589,2.5690469435837706e-05,1.4943109620544795e-24,6.921139898590341e-06,0.00011736582301954998,0.00011822800994259469,2.350493063083189e-10,3.6127026572525095e-13,1.1877642454801077e-06,1.3086761784530496e-07,1.5380268462213626e-06,1.0456821682545343e-05,4.65414227332201e-08,6.547872154814347e-08,1.2042083591439862e-11,8.873128537369687e-08,2.210445947036454e-08,2.599316028148665e-10,1.535009692688215e-07,3.8759377409635174e-14,1.1524694046308787e-17
6.997995220757072e-06,0.609717669464704,3.0300704759754446e-06,1.010919975285791e-06,4.605427397898818e-07,4.05601384447138e-05,0.0,0.0,7.842417711802205e-06,8.757629069648848e-08,3.5747128368284148e-09,5.5552430127429645e-05,3.918293865773865e-17,2.331744377842266e-20,2.748478800767738e-17,8.642651145091557e-21,9.29266633932527e-21,6.062260320935645e-20,1.2976303759368607e-22,1.5810252115720717e-34,4.9773361554034535e-30,2.995813885977995e-37,1.2704379513209131e-22,4.0169288725402905e-26,4.973064989473351e-25,2.677613135031476e-27,2.4778902048474956e-36,2.2442534463460984e-38,5.5603342197643254e-40,1.412829985769876e-41,1.6586014708165626e-27,8.27752266077835e-35,2.510898224054314e-34,1.4549671685047156e-35,3.76,0.0,0.7952629159640352,0.9999143412631225,2.6374218802989228e-05,1.5906997688818234e-24,6.92120926938687e-06,0.00011931797183720153,0.00012040386000093866,2.3535612229275227e-10,3.6140720707536245e-13,1.187777457545534e-06,1.308687166889058e-07,1.5668783612136987e-06,1.0837063593953747e-05,4.7471708982971005e-08,6.913753100370274e-08,1.2655356489879301e-11,9.018650680156178e-08,2.3344515521225733e-08,2.6968810110418566e-10,1.5652251615673616e-07,4.0735885044518685e-14,1.1890629417597493e-17
7.10506561864713e-06,0.6097178706067662,3.0302134991215223e-06,1.0110947936032257e-06,4.652187672255921e-07,4.1295171847092414e-05,0.0,0.0,7.97321115815351e-06,9.043535322889333e-08,3.7011980199670868e-09,5.652574841410568e-05,3.9582116628206026e-17,2.3773640908455937e-20,2.748636020993602e-17,8.802729223422194e-21,9.634728728975044e-21,6.300000391992223e-20,1.3471486526549905e-22,1.6418874804532536e-34,5.257818345850862e-30,3.1659134196904725e-37,1.2939997884267072e-22,4.273949812147038e-26,5.1899863558398e-25,2.880349954249115e-27,2.5893089637412988e-36,2.4163556724294455e-38,6.0873780254821775e-40,1.5264783353875793e-41,1.741562327041311e-27,8.886833851698374e-35,2.727030110190284e-34,1.549212303207358e-35,3.76,0.0,0.7952593352101699,0.999912662473682,2.706494601672307e-05,1.6915013941126016e-24,6.921265168444418e-06,0.00012127019230304986,0.00012257946958563846,2.356413127034995e-10,3.6153415473942664e-13,1.1877878646648884e-06,1.3086950063142454e-07,1.595726845694237e-06,1.1224240155975223e-05,4.840318417089529e-08,7.293097131202429e-08,1.3290092826115154e-11,9.164529454931069e-08,2.4630394449620933e-08,2.79623318195243e-10,1.5956034140076742e-07,4.2781637148125167e-14,1.2262523982627147e-17
7.2121360165371884e-06,0.6097180717377026,3.0303474084778304e-06,1.0112512420970163e-06,4.698918769264206e-07,4.203022879517138e-05,0.0,0.0,8.103914999110332e-06,9.333808426701484e-08,3.830120708610304e-09,5.7499074213918146e-05,3.9984005147518984e-17,2.423038668432526e-20,2.7487797146155994e-17,8.962782332141995e-21,9.982877418011073e-21,6.54263680935199e-20,1.397690341639762e-22,1.7040150663586807e-34,5.548925573956575e-30,3.3425040055431335e-37,1.3175578658665517e-22,4.5425875350405746e-26,5.412485727174121e-25,3.094609090274905e-27,2.7038208610544967e-36,2.5982261462285183e-38,6.653560355240438e-40,1.646854183024742e-41,1.8272083333259583e-27,9.529687769747326e-35,2.9574564827526423e-34,1.6478875024524577e-35,3.76,0.0,0.7952557473995164,0.9999109767760664,2.776264645828255e-05,1.796840099085768e-24,6.921309375259652e-06,0.000123222483304549,0.0001247548205315802,2.35906379267201e-10,3.61651837017798e-13,1.1877958360062503e-06,1.308700111396809e-07,1.6245720344785025e-06,1.1618350543300068e-05,4.933584284346179e-08,7.686145827520389e-08,1.3946771238835955e-11,9.310770312099647e-08,2.596292266657981e-08,2.8973710838436553e-10,1.6261466438456403e-07,4.4898178336275125e-14,1.264039241453902e-17
7.319206414427247e-06,0.6097182728571104,3.0304734074588164e-06,1.0113915342127081e-06,4.7456232392906464e-07,4.2765307207784e-05,0.0,0.0,8.234528833767724e-06,9.628433723652822e-08,3.9614941737502e-09,5.847240566518018e-05,4.0388659169765845e-17,2.4687684685162178e-20,2.7489116708512163e-17,9.122814101205645e-21,1.0337108864583495e-20,6.790188231869416e-20,1.4492609964247978e-22,1.7674151491618029e-34,5.8508756301621755e-30,3.5257195793482785e-37,1.3411127224756055e-22,4.823163536805445e-26,5.640617269628747e-25,3.3208373180103665e-27,2.821468333994982e-36,2.790233453360218e-38,7.261010135803468e-40,1.774216830479582e-41,1.915583147517107e-27,1.020734313588008e-34,3.202843642962213e-34,1.751131532368752e-35,3.76,0.0,0.7952521525431873,0.9999092841738021,2.8467315916109086e-05,1.9068416566301148e-24,6.921343434777443e-06,0.0001251748440163124,0.0001269298960826034,2.361527213832111e-10,3.617608662020427e-13,1.1878016920874742e-06,1.3087028421571394e-07,1.6534136840091333e-06,1.2019393874806037e-05,5.026968013824249e-08,8.093140568226786e-08,1.4625878406581548e-11,9.457378701138707e-08,2.734292592658768e-08,3.000293269289424e-10,1.6568570494537747e-07,4.708707917901583e-14,1.3024249609195872e-17
