Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702)
8.57236186760726e-07,0.6097063630096076,1.4655476934074568e-06,1.9281761503119827e-07,6.949026484237035e-08,1.2614159767175142e-06,0.0,0.0,5.346195736035731e-07,7.346783553306637e-10,1.853547502279991e-11,2.400987940979742e-06,4.959626698410065e-18,2.0526265573059201e-22,8.413103714267263e-18,5.374901784042277e-23,4.98545986134218e-24,1.929993677676132e-23,1.5032688165269523e-25,6.952085453127432e-38,1.9349822251203246e-34,8.746585210333987e-42,7.599738114352073e-25,1.6745229663851778e-31,9.917066067820664e-29,7.411459803292903e-33,1.3402225153778288e-40,4.066967559590033e-45,9.985056388929828e-48,7.213946662326543e-49,8.84279145008509e-32,2.1685273767680753e-40,8.458180521467881e-41,5.724347150889592e-41,3.76,0.0,0.795447699284839,0.9999959920474388,3.0128700457169245e-07,1.555452122178518e-29,4.68812808764542e-06,1.0145169594870886e-05,4.25759368213255e-06,4.605895834326367e-11,1.9487304983386418e-13,7.25101306876268e-07,7.891996036330873e-08,4.3354931579015154e-08,3.460839511706132e-08,8.045638856749521e-10,7.131631078489012e-12,6.570740998917442e-15,1.0761213318862227e-08,2.189956598019424e-12,2.6324914157453617e-13,7.993936853424186e-09,2.032460137617776e-17,1.7622603939924275e-19
8.755953084839871e-07,0.6097063916396491,1.4975557335671552e-06,2.0074424946929222e-07,7.177940128879818e-08,1.3231782011724052e-06,0.0,0.0,5.501957804452443e-07,7.706481752277186e-10,1.965141232681543e-11,2.503645984432527e-06,5.192358135717947e-18,2.224147858690248e-22,8.71564748470242e-18,5.906120523514764e-23,5.568836389664405e-24,2.1755284297545503e-23,1.641186940668625e-25,7.804534325809617e-38,2.2145180095374293e-34,1.0079702398815086e-41,8.361034804554968e-25,2.0027354021462107e-31,1.123715691972754e-28,8.69651759522952e-33,1.5765719659891762e-40,5.122929814158687e-45,1.2793913119872937e-47,9.21432760650311e-49,1.027254047091069e-31,2.5721814490322757e-40,1.0283290209649387e-40,6.885849320562364e-41,3.76,0.0,0.7954473370589087,0.9999958450408338,3.1936327036348913e-07,1.825297479569416e-29,4.74162314854077e-06,1.041413130365361e-05,4.447461590244749e-06,4.752374722598142e-11,1.9751340927670408e-13,7.36147570679885e-07,8.016024695005541e-08,4.556565242323325e-08,3.698037390754903e-08,8.544280534562451e-10,7.966698202630537e-12,7.16349208272291e-15,1.0991742454452467e-08,2.4503833696715717e-12,2.8897072142776135e-13,8.284670997301128e-09,2.217988918909129e-17,1.8385553933606272e-19
8.939544302072481e-07,0.6097064204151412,1.5290860906067497e-06,2.0873940904720187e-07,7.407128897636088e-08,1.386260324522138e-06,0.0,0.0,5.659282420766369e-07,8.07649557748056e-10,2.0807457626747686e-11,2.607837853878561e-06,5.4272111871650166e-18,2.4043798582197173e-22,9.017609244979723e-18,6.471142708916791e-23,6.201963802117752e-24,2.4443738121012954e-23,1.7879227392515982e-25,8.733942259682365e-38,2.525900063127598e-34,1.1573942838933843e-41,9.171596626086156e-25,2.383836920137085e-31,1.2689870604889002e-28,1.016549460155732e-32,1.8458963026053127e-40,6.412819172100857e-45,1.628769183272461e-47,1.1693684403754407e-48,1.188342266177491e-31,3.037736365085309e-40,1.24391382005431e-40,8.24092024883259e-41,3.76,0.0,0.7954469711553831,0.9999956961688304,3.3802572503571543e-07,2.1329879808363686e-29,4.79383863957294e-06,1.0684655901397185e-05,4.640851490522825e-06,4.899311239711625e-11,2.0010802648784807e-13,7.469345685136802e-07,8.137147912461936e-08,4.7827236725715215e-08,3.945694175804633e-08,9.059268367696968e-10,8.876912464340776e-12,7.794689078457719e-15,1.1222277500462836e-08,2.7347296702062737e-12,3.1646179052243457e-13,8.578678485265791e-09,2.4157017879385826e-17,1.916467486017275e-19
9.123135519305092e-07,0.609706449332467,1.5601347343361051e-06,2.1679714181618328e-07,7.636485217666273e-08,1.4506424264618992e-06,0.0,0.0,5.818145555005142e-07,8.456924242156513e-10,2.2004055694689077e-11,2.7135275128775086e-06,5.6639419638139456e-18,2.5934201552904095e-22,9.318742161409817e-18,7.070706457780292e-23,6.887409454131776e-24,2.7379480570443657e-23,1.9437819393849274e-25,9.744614854576176e-38,2.8717701897230276e-34,1.32436284085487e-41,1.0032542991040438e-24,2.8244927100762174e-31,1.4283997575211887e-28,1.1839194960790991e-32,2.1515318169750286e-40,7.979589533668167e-45,2.0608178745302098e-47,1.4748804794357722e-48,1.369182331158415e-31,3.57266012020756e-40,1.4974370671377645e-40,9.814733949395187e-41,3.76,0.0,0.7954466016285303,0.9999955454673207,3.572749334691764e-07,2.482559873098365e-29,4.844805132305892e-06,1.0956706740942671e-05,4.837707885370862e-06,5.046644820202383e-11,2.0265777613311319e-13,7.57467848907728e-07,8.25542710321946e-08,5.013898778774053e-08,4.2040010893267686e-08,9.590542934223367e-10,9.86697031902248e-12,8.465835005957577e-15,1.1452818750126257e-08,3.044531720937308e-12,3.4578967355211974e-13,8.87588314407577e-09,2.6260818547965124e-17,1.9959967136511122e-19
9.306726736537702e-07,0.6097064783880977,1.590698560437446e-06,2.2491162186099303e-07,7.865906761555743e-08,1.5163044377882877e-06,0.0,0.0,5.978523002774385e-07,8.847865304053401e-10,2.3241640981910655e-11,2.8206797012244073e-06,5.902314037925984e-18,2.7913546160500043e-22,9.618813087263636e-18,7.705496321543584e-23,7.62776714601229e-24,3.0576981015917093e-23,2.1090696528810206e-25,1.0840918148329886e-37,3.2549020324180676e-34,1.5103866953989163e-41,1.0944915077973354e-24,3.3319638098106014e-31,1.60285624951787e-28,1.3740142779311043e-32,2.4970087956655434e-40,9.872428913901434e-45,2.5921308773375887e-47,1.8492406857091163e-48,1.5714949607692336e-31,4.1850713812082935e-40,1.7943123241085466e-40,1.1634773662316014e-40,3.76,0.0,0.795446228532409,0.9999953929715493,3.7711119200037037e-07,2.8783372082994e-29,4.894552469149226e-06,1.1230247955636686e-05,5.0379755218586715e-06,5.194316967302848e-11,2.0516351476736003e-13,7.677529125821932e-07,8.370923263996785e-08,5.250020312181898e-08,4.473146328288814e-08,1.0138033405643969e-09,1.094172442164418e-11,9.178449258967174e-15,1.1683366501745621e-08,3.3813790789088324e-12,3.7702167866042825e-13,9.176210708899562e-09,2.849617639449148e-17,2.077143120018948e-19
9.490317953770313e-07,0.6097065075785904,1.6207753238402007e-06,2.3307715359692454e-07,8.095296253143925e-08,1.583226177495262e-06,0.0,0.0,6.140390429628371e-07,9.249414655949583e-10,2.452063787588158e-11,2.9292599275125312e-06,6.142098704668893e-18,2.9982575735502203e-22,9.917602237123002e-18,8.376142585689351e-23,8.425653244822489e-24,3.4050974687930663e-23,2.284090114520462e-25,1.2027271547052199e-37,3.6782022221684836e-34,1.717056264224237e-41,1.190967461928788e-24,3.9141357087218553e-31,1.7932812980511892e-28,1.5892668478798948e-32,2.8860508346767057e-40,1.2147411189459201e-44,3.242037632575532e-47,2.3055145524464617e-48,1.797082485514219e-31,4.883772448646274e-40,2.140544638577881e-40,1.373094277648962e-40,3.76,0.0,0.7954458519208212,0.9999952387161205,3.9753454159594167e-07,3.324940506636069e-29,4.9431097807084775e-06,1.1505244453164192e-05,5.241599437553394e-06,5.3422711957852715e-11,2.0762608121918283e-13,7.777952025109033e-07,8.48369684650286e-08,5.4910175887647905e-08,4.7533150783480966e-08,1.0701658228687809e-09,1.2106183031715645e-11,9.934066917064563e-15,1.1913921058483538e-08,3.746914498144004e-12,4.1022503381079903e-13,9.47958877646454e-09,3.0868028467181514e-17,2.159906750980689e-19
9.673909171002923e-07,0.6097065369005874,1.650363576072334e-06,2.4128817540501824e-07,8.324561279275605e-08,1.6513873871869415e-06,0.0,0.0,6.303723412224742e-07,9.661666519037183e-10,2.5841460951045546e-11,3.0392344604255685e-06,6.383075183869175e-18,3.2141920588866883e-22,1.0214902839640876e-17,9.083220845570273e-23,9.283702876663497e-24,3.7816441308573177e-23,2.4691464324112774e-25,1.3308140800226971e-37,4.144711322600994e-34,1.9460425030945615e-41,1.2927703104681787e-24,4.5795465464829335e-31,2.000620801971123e-28,1.8322995999230687e-32,3.322573386530915e-40,1.486818553007111e-44,4.032954567369601e-47,2.858778734460751e-48,2.047828033596671e-31,5.6782823112707304e-40,2.542774723992919e-40,1.6135673552069369e-40,3.76,0.0,0.7954454718472699,0.9999950827349992,4.1854478053772327e-07,3.8272950198894105e-29,4.990505502722979e-06,1.178166190790101e-05,5.448525001912903e-06,5.490452976263148e-11,2.1004629698192969e-13,7.876000956689658e-07,8.593807651182474e-08,5.736819619617769e-08,5.0446895304675036e-08,1.1281325787281536e-09,1.3365509296524986e-11,1.073423807302102e-14,1.2144482728153229e-08,4.142833746340839e-12,4.4546682613515595e-13,9.785946759296798e-09,3.338136146243344e-17,2.244287654532889e-19
9.857500388235534e-07,0.609706566350814,1.6794626063652112e-06,2.4953926265563317e-07,8.553614107394357e-08,1.7207677629677255e-06,0.0,0.0,6.468497476455865e-07,1.008471343895814e-09,2.720451521349872e-11,3.150570318978739e-06,6.625030767473508e-18,3.439210059740636e-22,1.0510520772771548e-17,9.827251840979167e-23,1.0204566200603694e-23,4.18885836399108e-23,2.664540350359567e-25,1.468803104806132e-37,4.657604574795692e-34,2.19909768664802e-41,1.3999801375912419e-24,5.337414813337898e-31,2.2258406142266227e-28,2.1059330727557313e-32,3.810681560989026e-40,1.810670296364652e-44,4.990767490309062e-47,3.526355864091083e-48,2.325694492124819e-31,6.578869722542106e-40,3.008324751398257e-40,1.8884033234787767e-40,3.76,0.0,0.7954450883649198,0.9999949250615181,4.4014147663350137e-07,4.39063857796273e-29,5.036767392601171e-06,1.2059466752034127e-05,5.658697953638533e-06,5.6388096809156216e-11,2.1242496660142985e-13,7.971728962349596e-07,8.701314739072127e-08,5.987355229346445e-08,5.347448899717966e-08,1.1876935044081248e-09,1.4725020419227918e-11,1.158052717561849e-14,1.237505182301096e-08,4.570885379304012e-12,4.828139442226533e-13,1.0095215841031392e-08,3.604120957438502e-17,2.3302858808408314e-19
9.999999999999997e-07,0.6097065959260766,1.7017113873662194e-06,2.559678230634098e-07,8.731200539925636e-08,1.7754467690582406e-06,0.0,0.0,6.597369351731308e-07,1.042057272326438e-09,2.8291852407640296e-11,3.237904644053485e-06,6.813375709566539e-18,3.6201523517096407e-22,1.0738696827287289e-17,1.0430524232571915e-22,1.0964316757170758e-23,4.5270510383037485e-23,2.823518370596323e-25,1.5830222939698544e-37,5.089781659947284e-34,2.413271971291482e-41,1.4869674769051584e-24,5.995694168407494e-31,2.413604075753851e-28,2.3413387495049755e-32,4.227830717821894e-40,2.1028595180446667e-44,5.86808597012325e-47,4.135860581890397e-48,2.5613628436353153e-31,7.35802837546068e-40,3.4184306251444778e-40,2.127813581796073e-40,3.76,0.0,0.7954447883979965,0.9999948015330171,4.5730822110015187e-07,4.8734682925034636e-29,5.071910629141774e-06,1.2276028372312397e-05,5.824033850042948e-06,5.754049132861161e-11,2.1424310432872422e-13,8.044464524195993e-07,8.783001865477378e-08,6.185033139750431e-08,5.590404651999198e-08,1.2350153429228976e-09,1.5852787194185782e-11,1.2270194906737605e-14,1.2554019987778123e-08,4.9264263763908755e-12,5.132957371961191e-13,1.0337227759439243e-08,3.820996119345857e-17,2.398150761500479e-19
1.0041091605468144e-06,0.6097065959260766,1.708072386302268e-06,2.578251301671649e-07,8.782371508878842e-08,1.791346984960417e-06,0.0,0.0,6.634688132737646e-07,1.051864628429614e-09,2.8610196339710274e-11,3.2632352618953416e-06,6.867760917981155e-18,3.6733528029906117e-22,1.0804274185207784e-17,1.060870153217966e-22,1.1190904774198259e-23,4.628280604251703e-23,2.8705720221361833e-25,1.6171479966221388e-37,5.2201924464095105e-34,2.4780560625299473e-41,1.5126689587779547e-24,6.19766646332464e-31,2.46992533943132e-28,2.4131948024272586e-32,4.3546672057479e-40,2.19439793245158e-44,6.145246699388753e-47,4.328067165796846e-48,2.6327232557717103e-31,7.596586228955365e-40,3.545245723844956e-40,2.201382718159278e-40,3.76,0.0,0.7954447015265625,0.9999947657283819,4.623239789683767e-07,5.020529004752747e-29,5.081922545563013e-06,1.2338626165660603e-05,5.872064434339659e-06,5.7872905306013755e-11,2.1476287803441346e-13,8.065188300516809e-07,8.806276359336378e-08,6.242553163490515e-08,5.6617694460553935e-08,1.2488376161121913e-09,1.6190186718224035e-11,1.2474512387918025e-14,1.2605628659550452e-08,5.032870475353377e-12,5.223330233044008e-13,1.0407328932771715e-08,3.885265239442936e-17,2.417901482269156e-19
1.0224682822700755e-06,0.6097066256232618,1.7361935178130173e-06,2.6614063414379284e-07,9.01075458801696e-08,1.8631047445947728e-06,0.0,0.0,6.802270908626685e-07,1.0963554247339662e-09,3.0058890909423197e-11,3.3771977762811383e-06,7.111069322753562e-18,3.916651058204794e-22,1.1095993107446957e-17,1.142798139989669e-22,1.2245388019291611e-23,5.101469313044377e-23,3.087539797495893e-25,1.7763051030960904e-37,5.835920990046425e-34,2.784834381798791e-41,1.6309007509830654e-24,7.1709613573493785e-31,2.733877117937596e-28,2.757328222233466e-32,4.959005297996922e-40,2.6470893641706893e-44,7.530496103680157e-47,5.2865032683407094e-48,2.9710327757853746e-31,8.743299087604328e-40,4.162366402571573e-40,2.556569864583137e-40,3.76,0.0,0.7954443113845855,0.9999946047676729,4.850914292112744e-07,5.722851092174577e-29,5.1259974103988655e-06,1.2619108066048859e-05,6.088571018828905e-06,5.935846543326171e-11,2.1706080300927362e-13,8.156430401736698e-07,8.908749890355121e-08,6.502342185948704e-08,5.987824496877486e-08,1.3115531099286458e-09,1.7766630584108152e-11,1.3417784960946232e-14,1.2836213558299663e-08,5.530642331904828e-12,5.640903932852762e-13,1.0722220630477027e-08,4.182081286064229e-17,2.507134513411047e-19
1.0408274039933365e-06,0.6097066554393341,1.7638271843240472e-06,2.744807736335212e-07,9.238688616507513e-08,1.9360207698013872e-06,0.0,0.0,6.97122137892766e-07,1.141952484694182e-09,3.15509766328712e-11,3.4924270657391765e-06,7.354767908797499e-18,4.169125458956991e-22,1.1385519055511501e-17,1.228544895168099e-22,1.3370689795604978e-23,5.609998860235797e-23,3.3157400197806514e-25,1.9467326925443105e-37,6.5083720162539866e-34,3.1214323079551246e-41,1.754731514289352e-24,8.268718958719676e-31,3.018714401861288e-28,3.141801597543347e-32,5.628349681593502e-40,3.1789020840587395e-44,9.185437599851912e-47,6.427313550599154e-48,3.342816922788848e-31,1.0031724014357581e-39,4.869343752416455e-40,2.9583224900014756e-40,3.76,0.0,0.7954439179909428,0.9999944422108574,5.084427724908578e-07,6.503823123725324e-29,5.169017804854024e-06,1.2900881096223624e-05,6.30816474233833e-06,6.084430484030471e-11,2.1931949739233893e-13,8.245505833498158e-07,9.008791792480863e-08,6.766651167283956e-08,6.325784471181127e-08,1.3758274196420877e-09,1.9460125340331056e-11,1.441194862274205e-14,1.3066806843620205e-08,6.066106126372134e-12,6.081520295682996e-13,1.1039827173357284e-08,4.495085525697781e-17,2.5979850311160003e-19
1.0591865257165976e-06,0.6097066853713342,1.7909751048886701e-06,2.828406915452106e-07,9.466102873370339e-08,2.0100748482384676e-06,0.0,0.0,7.141515193443932e-07,1.1886643933313105e-09,3.3086822572444636e-11,3.6088930380484154e-06,7.598676822315816e-18,4.430786839111574e-22,1.167270462994267e-17,1.3181408417172022e-22,1.4569485088491955e-23,6.155457432199972e-23,3.5554668349165607e-25,2.1288903105809377e-37,7.241263086940286e-34,3.48993270730916e-41,1.8842093624546258e-24,9.50314320969952e-31,3.3254707281668475e-28,3.570316983549525e-32,6.367528187960778e-40,3.8011497458451644e-44,1.115433187893959e-46,7.779514291705732e-48,3.7503431772102815e-31,1.1475457703524603e-39,5.6767148724939875e-40,3.4113009404889577e-40,3.76,0.0,0.7954435213971309,0.9999942780887925,5.323767678548239e-07,7.370002941427051e-29,5.21100893064787e-06,1.3183914613014426e-05,6.530793124919396e-06,6.232996815666487e-11,2.215397015238113e-13,8.332464273087219e-07,9.106457570825178e-08,7.03540916471099e-08,6.675816905155891e-08,1.4416472724032584e-09,2.1276594013536337e-11,1.5458618982683462e-14,1.3297408843509764e-08,6.6412185434868265e-12,6.54583506611572e-13,1.1360086403254621e-08,4.824798326199898e-17,2.690453094516188e-19
1.0959047691631197e-06,0.6097067455716507,1.8438230134259125e-06,2.9960115595596765e-07,9.919108314091559e-08,2.1615167363029105e-06,0.0,0.0,7.486035975308716e-07,1.2854662669113846e-09,3.629122938922298e-11,3.845418106480115e-06,8.086446908692155e-18,4.981666992538451e-22,1.223951807348115e-17,1.508975933523805e-22,1.7198243064218677e-23,7.363571248706178e-23,4.070664799380037e-25,2.5302365100295e-37,8.903912697937106e-34,4.331389060008532e-41,2.1602601186523433e-24,1.2434870598188302e-30,4.008942755874546e-28,4.5755047924766755e-32,8.075534345546834e-40,5.368534501489359e-44,1.6241199791668032e-46,1.125301550681904e-47,4.682047801349446e-31,1.488783611557796e-39,7.639512751540692e-40,4.491141047672912e-40,3.76,0.0,0.7954427188125636,0.9999939452693323,5.819868795952585e-07,9.38594713565582e-29,5.292001189753088e-06,1.3753644027496357e-05,6.984946494270403e-06,6.529902711897603e-11,2.2586752474753552e-13,8.500224332802334e-07,9.294877854473563e-08,7.585989780246235e-08,7.412755048105907e-08,1.5778672964132398e-09,2.5302885557253575e-11,1.7715998210006322e-14,1.3758640316012836e-08,7.918470988990802e-12,7.548160209000789e-13,1.2008322070034225e-08,5.536449654267921e-17,2.880242106489472e-19
1.1289511882649895e-06,0.6097068001202204,1.8897516274619663e-06,3.1470744893448253e-07,1.0324402806812424e-07,2.3015057485204696e-06,0.0,0.0,7.800457028384958e-07,1.3764834708478348e-09,3.932838836649009e-11,4.062232203964455e-06,8.524520894713672e-18,5.508799154131932e-22,1.2740380102631389e-17,1.6940912605588918e-22,1.984222149401834e-23,8.593314577837477e-23,4.576663680645918e-25,2.936179404136392e-37,1.064706624505341e-33,5.220408766908557e-41,2.4283446737446743e-24,1.568014367103279e-30,4.70966488372079e-28,5.673040293138001e-32,9.903363602263585e-40,7.22887776973106e-44,2.2467052679417996e-46,1.547414575783251e-47,5.6670020789473495e-31,1.864570542802975e-39,9.875024993751955e-40,5.691438851982618e-40,3.76,0.0,0.7954419860483447,0.9999936406759788,6.286127381257844e-07,1.1564635946904936e-28,5.361614845725141e-06,1.4270418123817168e-05,7.403547228832944e-06,6.796634075371575e-11,2.2963804995686287e-13,8.644447815834771e-07,9.456866178303556e-08,8.096022504283397e-08,8.118909862918102e-08,1.705605299724265e-09,2.940955540437834e-11,1.994364328815704e-14,1.4173781803219011e-08,9.224265575583701e-12,8.537782790216205e-13,1.2600214221026234e-08,6.23937349972106e-17,3.0565848643466263e-19
1.1619976073668592e-06,0.6097068550016741,1.9341533615516753e-06,3.298088890037514e-07,1.0727080719627955e-07,2.444872522885572e-06,0.0,0.0,8.118857736818066e-07,1.4712387581528739e-09,4.2512697150728344e-11,4.282615986539148e-06,8.960846757349655e-18,6.065455445558058e-22,1.3231831048768018e-17,1.8919182979691519e-22,2.276564777510456e-23,9.967825551348299e-23,5.1244649935073625e-25,3.3872687670064938e-37,1.2650029105387419e-33,6.248994704137547e-41,2.715128328814293e-24,1.959629878665547e-30,5.498039224106561e-28,6.982479331374169e-32,1.2039859983326839e-39,9.620821228957392e-44,3.0705741650161066e-46,2.1021984876831628e-47,6.8061669340812e-31,2.3161866814834464e-39,1.2645707126968326e-39,7.144898076856937e-40,3.76,0.0,0.7954412436933317,0.9999933314639712,6.770996074892557e-07,1.4137448329272848e-28,5.42825896596624e-06,1.4790830923987769e-05,7.831188316559263e-06,7.062672891698046e-11,2.3329470580804024e-13,8.782542567705243e-07,9.611973109663397e-08,8.619382225122836e-08,8.866656165472431e-08,1.8381175791941812e-09,3.401347081921014e-11,2.2367019302254003e-14,1.4588956772680092e-08,1.069126043949848e-11,9.614159505120652e-13,1.3199803551443665e-08,7.004686311077814e-17,3.2381694967082875e-19
1.195044026468729e-06,0.6097069102012828,1.9770525147488877e-06,3.4488235333671287e-07,1.1126855269664786e-07,2.5915037805267696e-06,0.0,0.0,8.441101715233556e-07,1.569776284530129e-09,4.584602271769887e-11,4.506417712350722e-06,9.394660365086322e-18,6.651392448533031e-22,1.371335921271414e-17,2.1024564632556698e-22,2.5983772074510558e-23,1.1496604628380606e-22,5.715683537101678e-25,3.886153137642016e-37,1.4939329705077438e-33,7.432300389318787e-41,3.020626889494793e-24,2.4285803419279285e-30,6.380479831372576e-28,8.535045006132072e-32,1.4518639314907443e-39,1.266462887925981e-43,4.1491293230191096e-46,2.823510078292953e-47,8.115138441838278e-31,2.855162810559445e-39,1.6052192308084607e-39,8.890690712426679e-40,3.76,0.0,0.7954404920287907,0.9999930177921629,7.274347598031443e-07,1.715553888108776e-28,5.492060105686517e-06,1.5314727843797923e-05,8.267583594948746e-06,7.327808982248177e-11,2.368412913536023e-13,8.914764626243688e-07,9.760485523377147e-08,9.155670026221869e-08,9.65687056901136e-08,1.975307741765849e-09,3.915439766829429e-11,2.4995905072272893e-14,1.5004167244006006e-08,1.2332669699267434e-11,1.0780917902392517e-12,1.3806780493337699e-08,7.83554138138121e-17,3.424996433953996e-19
1.2280904455705988e-06,0.6097069657049822,2.018476213129483e-06,3.5990619345642117e-07,1.1523470702431918e-07,2.7412881610621596e-06,0.0,0.0,8.767054906910518e-07,1.6721385439155532e-09,4.93301571556758e-11,4.733491990179477e-06,9.825273895656941e-18,7.266293211909022e-22,1.418453774756117e-17,2.3256595274240094e-22,2.9511636135323866e-23,1.318914541502461e-22,6.351899505690006e-25,4.435450166404725e-37,1.7542865905718917e-33,8.78633853382559e-41,3.344787921008686e-24,2.9860998225457613e-30,7.363464925572563e-28,1.0365124826648192e-31,1.7374589371071926e-39,1.6500567159806762e-43,5.546910080960017e-46,3.7518632178853235e-47,9.61009694507932e-31,3.4942003616830936e-39,2.0208971765928194e-39,1.0971739934278562e-39,3.76,0.0,0.7954397313299174,0.9999926998136037,7.796042180015496e-07,2.067395147838181e-28,5.5531394338116435e-06,1.584196075810377e-05,8.712453184785475e-06,7.591846504218031e-11,2.4028146767644816e-13,9.041360285168586e-07,9.902679513684289e-08,9.704493143240617e-08,1.0490401818818671e-07,2.117075690960365e-09,4.4873550004861e-11,2.7840161797659043e-14,1.5419415260499514e-08,1.4162208948561879e-11,1.2041615148511121e-12,1.442084938288711e-08,8.735119472809244e-17,3.617066132069136e-19
1.2611368646724685e-06,0.6097070214993432,2.058453922674e-06,3.748602058763165e-07,1.1916700069017737e-07,2.8941164170598714e-06,0.0,0.0,9.096585815424597e-07,1.7783663990736924e-09,5.296682101901951e-11,4.963699535140105e-06,1.0252072255364355e-17,7.909774306234894e-22,1.4645017742486738e-17,2.5614387755917367e-22,3.3364032600765545e-23,1.5054903690128192e-22,7.034656597861105e-25,5.0377381639341534e-37,2.0489880272179876e-33,1.0327969567458202e-40,3.687495333027446e-24,3.644438699758597e-30,8.45351653150889e-28,1.2510434730146395e-31,2.0643711803007025e-39,2.129094623656132e-43,7.34126949235344e-46,4.935331129119722e-47,1.1307755893598219e-30,4.2472251191348864e-39,2.524559574045532e-39,1.3434812125602136e-39,3.76,0.0,0.7954389618656817,0.9999923776756922,8.33592893845404e-07,2.4751657899078965e-28,5.611612961892441e-06,1.637238775514544e-05,9.165523633307433e-06,7.854603218838833e-11,2.436187632021826e-13,9.162566246798557e-07,1.0038820528594745e-07,1.026546556069488e-07,1.136807141520708e-07,2.2633183354749457e-09,5.121355608660933e-11,3.090972426935415e-14,1.583470288609663e-08,1.6194084141651817e-11,1.3399733265571012e-12,1.504172784314778e-08,9.706625931995491e-17,3.814379072927849e-19
1.2941832837743383e-06,0.6097070775715414,2.0970170180679067e-06,3.8972559711576076e-07,1.2306343142421683e-07,3.0498815738068474e-06,0.0,0.0,9.42956569476664e-07,1.888499114722858e-09,5.675766653236832e-11,5.196906929113863e-06,1.0674509268995392e-17,8.581392727901364e-22,1.5094521578495608e-17,2.8096663046011735e-22,3.755546883861824e-23,1.7103268705921878e-22,7.7654604242484435e-25,5.695548437948613e-37,2.3810931580864903e-33,1.2074887470877058e-40,4.048574188779626e-24,4.416888527192532e-30,9.657181173060466e-28,1.5012180407403117e-31,2.436295895709649e-39,2.7222205025024295e-43,9.62420202582157e-46,6.430508942063374e-47,1.3225309309184218e-30,5.1294384917696494e-39,3.130791192309506e-39,1.6330591069374896e-39,3.76,0.0,0.7954381838987155,0.9999920515203331,8.893847158836882e-07,2.9451582312223704e-28,5.667591763193584e-06,1.6905872894938976e-05,9.626528016226761e-06,8.115909793866668e-11,2.4685657877017706e-13,9.278609826025409e-07,1.0169163570081666e-07,1.0838208494879953e-07,1.2290674248883205e-07,2.413930235373304e-09,5.821842305056292e-11,3.421459255318361e-14,1.6250032202463513e-08,1.8442979950097335e-11,1.4858675067814692e-12,1.5669146193989858e-08,1.0753287958540123e-16,4.0169357645375824e-19
1.327229702876208e-06,0.6097071339093311,2.134198400927602e-06,4.044849441826507e-07,1.2692224462488383e-07,3.2084790588090557e-06,0.0,0.0,9.765868703237423e-07,2.0025743927017257e-09,6.070428065490092e-11,5.432986386581842e-06,1.1092103720209086e-17,9.280652590388493e-22,1.553283658859066e-17,3.070178399326675e-22,4.2100135043072365e-23,1.934353676560504e-22,8.545777189285865e-25,6.411358488169151e-37,2.753786318907431e-33,1.4045603269035052e-40,4.427795655212517e-24,5.317802849293577e-30,1.0981011672924148e-27,1.791521550926699e-31,2.8570068196479033e-39,3.450702412344463e-43,1.2504320102547372e-45,8.303532587669966e-47,1.5380378683328596e-30,6.157366560636755e-39,3.8559338278028436e-39,1.9713734863659056e-39,3.76,0.0,0.7954373976852345,0.999991721484095,9.469627481819666e-07,3.4840612852791964e-28,5.7211821825768586e-06,1.7442285972573265e-05,1.0095206004361297e-05,8.375609138133775e-11,2.499981925900751e-13,9.389709192669325e-07,1.0293953444014496e-07,1.1422350779859513e-07,1.3258979245007666e-07,2.5688041904389036e-09,6.593350052359175e-11,3.776482411932747e-14,1.6665405306249646e-08,2.0924047691102827e-11,1.6421760743892193e-12,1.630284688759137e-08,1.18783520191128e-16,4.224736741248168e-19
