Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231)
0.03349125192118104,0.4766556170642739,5.902746294850794e-09,2.182729298597546e-09,1.3300139795012533e-07,0.0001240088001024134,0.0,0.0,1.2119626425286243e-05,7.721398177609868e-06,1.995446284991168e-05,0.0002644287189422857,7.298174662398263e-15,1.3508233866667023e-26,7.733077437860688e-24,2.101498883369512e-17,4.3741595668797066e-14,7.178098712265126e-11,7.401842776371545e-24,-2.903237299943365e-26,-1.255562903993656e-23,1.9948626029652113e-26,1.6047697185202623e-19,4.732467665976894e-15,2.3067380389166287e-18,1.2047288780415692e-18,5.810999481997738e-31,1.5057501547991463e-23,5.287994012792639e-22,4.6135059612549286e-27,1.5925605397288661e-18,6.737881270263455e-24,1.088400806053759e-25,1.4275220644118186e-23,3.76,0.0,0.6562676361674371,0.9719814882227985,0.027808032862875007,6.131408516023025e-11,8.921073968390295e-09,0.0006076585777318586,3.3957890393412145e-05,1.7577199944895354e-14,2.1235912443469353e-17,3.4674397188505074e-09,1.5283762011712361e-10,1.91901393658123e-05,0.027558724264873186,9.471772147389872e-10,0.00031792810314945684,1.6107151028197328e-08,2.0590746360712122e-07,3.780699086007844e-05,2.016991274165009e-10,2.5331577873886395e-06,1.6813592825075219e-09,2.8841978341097153e-11,4.983988615256283e-15,2.1653036070153884e-06,1.0916915355024508e-11,2.7639888021506375e-09,1.1208910721917318e-10,3.437686267415682e-07,3.5814383754594606e-14,2.0356024721824234e-05,2.4544027232330622e-20,1.0076687435156783e-13,1.9596525403284278e-14,1.5002644019631714e-11,1.2297618702177331e-08,9.798130258152141e-14,7.291559003865592e-15,2.525879311455856e-16,3.3081466616875645e-11,7.37362526828291e-13,7.702677664014726e-10,1.7620997758104395e-11,4.538151898460004e-11,3.179730216791991e-11,2.995266302160585e-11,1.8680064623242875e-14,3.6135707826151608e-12,2.6311086365690692e-09,1.5697417244680725e-10,5.55425825547397e-11,1.2325202078855316e-06,4.441972153837395e-14,1.2863228492321169e-14,9.14390157468054e-13,2.097907443567441e-21,5.088460643475139e-22,1.1546611170596143e-13
0.03393553826117265,0.4766558601279252,5.904688657074193e-09,2.186373950549299e-09,1.3299771090713858e-07,0.0001256190579839258,0.0,0.0,1.2121758412842959e-05,7.718639678834878e-06,2.0283669241009553e-05,0.00026790588607985817,7.524398111538829e-15,1.3088130544721944e-26,7.812545597599516e-24,2.128517754708749e-17,4.435540565162288e-14,7.487040334793698e-11,7.530582315387883e-24,-7.023983019674227e-28,-1.3250409851109563e-23,1.822205622455953e-27,1.6298450546074987e-19,4.865979900038947e-15,2.339641479888482e-18,1.2540332499652481e-18,6.2948098679899445e-31,1.5783367454131678e-23,5.506618875608863e-22,4.788313799368788e-27,1.6435660672443968e-18,6.945148206283554e-24,1.1232459371335755e-25,1.5116117441968874e-23,3.76,0.0,0.6558688769264384,0.9715914914659566,0.028196231110546952,6.295026856963582e-11,8.921823775044785e-09,0.0006158134271632609,3.3949579731414394e-05,1.757161498760513e-14,2.122916491553947e-17,3.4666749143460335e-09,1.5281628422836e-10,1.9177735004913706e-05,0.02794327867546311,9.4816993387105e-10,0.00032248754013502237,1.6342413424134723e-08,2.0839328535588985e-07,3.83826829900621e-05,2.016062477887843e-10,2.532813698965197e-06,1.7052321128860813e-09,2.9178649080516745e-11,5.042164676528607e-15,2.2196943920115375e-06,1.1087698728108513e-11,2.8078629101119235e-09,1.1385286173989741e-10,3.5415825417250134e-07,3.6345380705881305e-14,2.034785709342469e-05,2.4958696005278763e-20,1.0428008279489427e-13,2.0201296279121264e-14,1.5109343426272305e-11,1.260591357841885e-08,1.0100176495324992e-13,7.512962093215377e-15,2.596546100205625e-16,3.40950914282616e-11,7.477724190438072e-13,7.699316427487196e-10,1.815363603113754e-11,4.653730523511947e-11,3.259405785861647e-11,3.0506499441618573e-11,1.8940196520327957e-14,3.713840273531138e-12,2.6701005760262705e-09,1.5685594370304464e-10,5.63430564633962e-11,1.2678166101142934e-06,4.505737493775116e-14,1.286050165898391e-14,9.554579183364134e-13,2.1921473133247884e-21,5.32323952262657e-22,1.208231198856174e-13
0.034379824601164254,0.4766561032597226,5.906629172456308e-09,2.1900340734016846e-09,1.3299406212477893e-07,0.00012722830150514993,0.0,0.0,1.212388399452257e-05,7.715877972214426e-06,2.061282586037125e-05,0.00027138223570381836,7.754320007641588e-15,1.352102621387986e-26,7.892810948399287e-24,2.1560295282126127e-17,4.497007328015045e-14,7.80516694297337e-11,7.659568609513922e-24,-2.6504524261816986e-26,-1.3929920800676313e-23,1.8540276237979576e-26,1.6553437845744528e-19,5.0015486456331465e-15,2.372606592142358e-18,1.304795967030512e-18,6.419704921632544e-31,1.6536533970498027e-23,5.731324025104737e-22,4.967577312983077e-27,1.6954998842067895e-18,7.155659273225483e-24,1.1587107326223035e-25,1.5994135942748056e-23,3.76,0.0,0.655470371942644,0.9712017440099153,0.028584180327468685,6.460789082322198e-11,8.9225707138662e-09,0.000623966760342919,3.394127829470818e-05,1.7566027902699772e-14,2.1222414918196812e-17,3.46591102199335e-09,1.5279505079385255e-10,1.916534480222868e-05,0.02832758518751101,9.49100932058861e-10,0.00032704284521836176,1.6577641617003898e-08,2.1089293003541044e-07,3.895883581247784e-05,2.015135006717966e-10,2.532462404257295e-06,1.7290820403725247e-09,2.951698303167738e-11,5.1006281396755365e-15,2.2746449240331297e-06,1.1258740822278252e-11,2.851819497486322e-09,1.1561967605435939e-10,3.6470820585857715e-07,3.687639617958273e-14,2.0339694686048374e-05,2.5375066890390604e-20,1.0786083440856343e-13,2.0815941311819804e-14,1.521608905565646e-11,1.2917859800887067e-08,1.0407139705755604e-13,7.737897224500068e-15,2.668296350988597e-16,3.51246554928623e-11,7.581878635386678e-13,7.695961332087549e-10,1.8694329191013042e-11,4.770595454271412e-11,3.339917754190068e-11,3.106088378567419e-11,1.9200142325023614e-14,3.8154384732078216e-12,2.7091184506510265e-09,1.5673784861093416e-10,5.71434310500983e-11,1.3035813924744597e-06,4.569505221992409e-14,1.2857772246073469e-14,9.977548521795553e-13,2.28920832124612e-21,5.565433752710157e-22,1.2635008332371507e-13
0.03482411094115586,0.47665634645951577,5.908567671108635e-09,2.193709607264387e-09,1.3299045375810593e-07,0.00012883653058082804,0.0,0.0,1.2126003171536337e-05,7.713113065811293e-06,2.0941931902835852e-05,0.00027485776860823683,7.987950139029407e-15,1.326714501745588e-26,7.973882523316352e-24,2.1840377235428376e-17,4.558561538426945e-14,8.132629962544163e-11,7.788807860740736e-24,-8.62471779480817e-27,-1.4232693177771355e-23,7.285089447120326e-27,1.6812683727182512e-19,5.139185592280673e-15,2.4056353878911058e-18,1.3570500627809644e-18,6.864585257280164e-31,1.7322035089612538e-23,5.962200145147275e-22,5.151353907979324e-27,1.748368626452531e-18,7.369416605307378e-24,1.1947992157965138e-25,1.6910392685608378e-23,3.76,0.0,0.6550721209291082,0.9708122455720373,0.028971880794754913,6.62869475979138e-11,8.923314338527546e-09,0.0006321185820109892,3.39329863152179e-05,1.756043749291355e-14,2.1215660824247456e-17,3.465147804644026e-09,1.5277390903551136e-10,1.9152968426224635e-05,0.02871164408396973,9.49973308569099e-10,0.00033159402336057037,1.6812834970051635e-08,2.134063438360149e-07,3.953544883590985e-05,2.014208815164321e-10,2.532104981780085e-06,1.7529091086043807e-09,2.98569705403161e-11,5.159377324292739e-15,2.330151453297601e-06,1.1430045362378123e-11,2.895858549094788e-09,1.1738958160306252e-10,3.7541869395562636e-07,3.740742996427702e-14,2.033153749384052e-05,2.5793153317304263e-20,1.1150946285150558e-13,2.144049882261008e-14,1.5322881054119895e-11,1.3233452852394039e-08,1.0719037381410681e-13,7.966376917394585e-15,2.7411333925586497e-16,3.617018049072088e-11,7.686092385299263e-13,7.69261255758114e-10,1.9243079095125318e-11,4.888740601144502e-11,3.421260867593487e-11,3.1615781414672256e-11,1.9459918734056535e-14,3.918363739125086e-12,2.7481622428333304e-09,1.5661987298598632e-10,5.794370530785074e-11,1.3398132882663404e-06,4.6332788447741224e-14,1.2855039358938618e-14,1.0412998800425943e-12,2.389133901176913e-21,5.815178599873499e-22,1.32050054434176e-13
0.035268397281147466,0.47665658972732655,5.9105042990495454e-09,2.1974005061442476e-09,1.3298688361604732e-07,0.00013044374512585384,0.0,0.0,1.212811594604085e-05,7.710344968141112e-06,2.1270986650771116e-05,0.0002783324855818384,8.225298366092844e-15,1.3645890548767753e-26,8.05576400729952e-24,2.2125457682555867e-17,4.6202020320702885e-14,8.46958125938502e-11,7.918300924912921e-24,-3.1201917592970883e-26,-1.4952089634874613e-23,2.1862199960268878e-26,1.7076211189506062e-19,5.278902553795151e-15,2.4387265412043892e-18,1.4108290194854648e-18,7.034447901283041e-31,1.813100797694032e-23,6.19933819388566e-22,5.339706772975257e-27,1.8021774478692454e-18,7.586423314645004e-24,1.2315151606865655e-25,1.7866016987579015e-23,3.76,0.0,0.6546741235996136,0.970422995869873,0.02935933279281518,6.798743455500284e-11,8.92405503480877e-09,0.0006402688969676994,3.392470349998129e-05,1.755484475692227e-14,2.1208903992682797e-17,3.4643854460773876e-09,1.5275286667511605e-10,1.9140606070717406e-05,0.029095455647081388,9.507900553700592e-10,0.00033614107950554335,1.704799410296935e-08,2.1593347307339265e-07,4.0112521568376804e-05,2.0132839283437232e-10,2.531742422074113e-06,1.7767133272663626e-09,3.019860210656781e-11,5.218410598958674e-15,2.386210246571755e-06,1.1601608878421201e-11,2.9399800254355243e-09,1.1916254987739182e-10,3.862899304870567e-07,3.793848128063177e-14,2.0323385510832463e-05,2.621295954931868e-20,1.1522630293413862e-13,2.207498944987392e-14,1.5429719039109524e-11,1.3552688208045296e-08,1.1035880189477318e-13,8.198406259520233e-15,2.815060013694627e-16,3.723168840931417e-11,7.790362111466271e-13,7.689270247399032e-10,1.97998875052619e-11,5.0081602408753695e-11,3.503430074857091e-11,3.217115889099398e-11,1.9719512290558493e-14,4.02261443346179e-12,2.7872318852009376e-09,1.5650202711668242e-10,5.874387833021438e-11,1.3765110325941528e-06,4.697055506116886e-14,1.2852303753771153e-14,1.0861119430431885e-12,2.4919675336498515e-21,6.072606332003257e-22,1.3792609859542023e-13
0.03571268362113907,0.47665683306305107,5.912438910159692e-09,2.201106713577172e-09,1.329833535913899e-07,0.00013204994505624257,0.0,0.0,1.213022232310493e-05,7.707573688230417e-06,2.1599989536910665e-05,0.0002818063874067746,8.466374428196407e-15,1.32866386331008e-26,8.138464050319604e-24,2.2415571962862907e-17,4.6819301420175795e-14,8.816173538096629e-11,8.048053768948754e-24,-6.688126014955687e-27,-1.5413510147865848e-23,6.1601039741323684e-27,1.7344044875656494e-19,5.4207115757711054e-15,2.47188177202373e-18,1.4661671701890663e-18,7.546575109030921e-31,1.89722674781683e-23,6.442829419474024e-22,5.532696407991309e-27,1.8569329513602227e-18,7.806687232193344e-24,1.26886334614036e-25,1.886216174400178e-23,3.76,0.0,0.6542763796692137,0.970033994622701,0.02974653660082278,6.970934737615807e-11,8.924792410094684e-09,0.0006484177101153492,3.391643004497709e-05,1.7549248668535722e-14,2.1202143019908077e-17,3.463623741825163e-09,1.5273191437799063e-10,1.9128257439977173e-05,0.029479020157851244,9.515539697479947e-10,0.0003406840185699782,1.7283118586337995e-08,2.184742643027494e-07,4.069005351586186e-05,2.0123603052662794e-10,2.5313755643237422e-06,1.800494755806204e-09,3.054186816326711e-11,5.277726299594956e-15,2.4428176007763926e-06,1.1773434602268689e-11,2.984183914286399e-09,1.209386081990232e-10,3.973221271194562e-07,3.8469549869720945e-14,2.0315238731201363e-05,2.6634498379028163e-20,1.19011691769609e-13,2.2719450408686366e-14,1.5536603117784996e-11,1.3875561350611387e-08,1.1357685226503487e-13,8.433997363054779e-15,2.8900794692559415e-16,3.830920062812509e-11,7.894691140656766e-13,7.685934542438066e-10,2.0364756105942776e-11,5.128848397991424e-11,3.5864202142323166e-11,3.272698495571784e-11,1.997893786410194e-14,4.1281889192513615e-12,2.826327355735036e-09,1.5638429927304597e-10,5.954394902276492e-11,1.4136733637892803e-06,4.760837918172741e-14,1.2849564653498746e-14,1.1322100188847986e-12,2.59775278263467e-21,6.337852772087882e-22,1.4398130581648928e-13
0.03615696996113068,0.4766570764667522,5.914371664609248e-09,2.2048281823622197e-09,1.3297986124271318e-07,0.0001336551302882063,0.0,0.0,1.213232230801676e-05,7.70479923489791e-06,2.1928940062404863e-05,0.0002852794748598764,8.7111881918948e-15,1.3692992834792405e-26,8.221985700265836e-24,2.2710754774680553e-17,4.7437444601550267e-14,9.17255995170699e-11,8.178066453364037e-24,-3.1143662041416245e-26,-1.624430334444971e-23,2.2050839165055132e-26,1.7616207972246599e-19,5.56462483003148e-15,2.5050994827575957e-18,1.5230993072202638e-18,7.724941786772941e-31,1.9839022837719245e-23,6.6927653530455885e-22,5.730388916025405e-27,1.9126403180600794e-18,8.030216082687263e-24,1.3068483584623295e-25,1.9899992919393902e-23,3.76,0.0,0.6538788888536289,0.9696452415499276,0.030133492497306225,7.145268172262343e-11,8.92552689731345e-09,0.0006565650263976279,3.390816561787097e-05,1.7543650402507835e-14,2.119537951503237e-17,3.462862908956733e-09,1.5271106133619026e-10,1.911592276621896e-05,0.02986233789663205,9.522677515981656e-10,0.00034522284545479776,1.7518209154936394e-08,2.210286642749926e-07,4.1268044184001976e-05,2.0114379769892065e-10,2.5310051789528692e-06,1.8242534043537856e-09,3.088675930782467e-11,5.337322813811119e-15,2.499969829338269e-06,1.1945518418267742e-11,3.028470168676296e-09,1.2271772456554214e-10,4.085154953971847e-07,3.9000634899869346e-14,2.0307097149006925e-05,2.7057772967901105e-20,1.2286596766226298e-13,2.3373900660198475e-14,1.564353285798111e-11,1.4202067754492558e-08,1.1684462678597811e-13,8.673155107369924e-15,2.966194605113036e-16,3.940273899383915e-11,7.99907543000821e-13,7.6826055502911e-10,2.0937686544070897e-11,5.2507994658077075e-11,3.6702263369640166e-11,3.32832294400037e-11,2.0238179857358985e-14,4.2350855698008804e-12,2.865448577947827e-09,1.5626670222707924e-10,6.034391637212087e-11,1.451299022020717e-06,4.8246222230818285e-14,1.2846822942486096e-14,1.1796131054351352e-12,2.7065332589367184e-21,6.61105167730147e-22,1.5021877928195003e-13
0.036601256301122286,0.47665731993832466,5.916302406833904e-09,2.208564858417982e-09,1.3297640864700687e-07,0.0001352593007392092,0.0,0.0,1.2134415908081313e-05,7.702021616732318e-06,2.225783784880107e-05,0.00028875174871149185,8.95974940602858e-15,1.334909558767575e-26,8.306338308755084e-24,2.3011041852708193e-17,4.80564649474312e-14,9.53889451665774e-11,8.308346065704987e-24,-7.507514840342991e-27,-1.67333248086092e-23,6.919609450102836e-27,1.7892725475630618e-19,5.71065472667437e-15,2.538381607575923e-18,1.5816611042817296e-18,8.256472276114929e-31,2.07405555485471e-23,6.949237840894326e-22,5.9328435743729374e-27,1.9693062105783176e-18,8.257013803903957e-24,1.345474635616178e-25,2.0980700845377332e-23,3.76,0.0,0.653481650869796,0.9692567363727059,0.030520200759612075,7.321743326642298e-11,8.926258068196214e-09,0.0006647108508304692,3.3899910444375024e-05,1.75380487912251e-14,2.11886118703617e-17,3.462102716476879e-09,1.5269029704836422e-10,1.9103601722253092e-05,0.030245409142591783,9.529339213145728e-10,0.00034975756503507224,1.7753265300333553e-08,2.2359662006703486e-07,4.184649307660707e-05,2.0105168973839157e-10,2.530631915102478e-06,1.8479893336158826e-09,3.123326606969776e-11,5.3971984923140656e-15,2.557663276047191e-06,1.2117864090580485e-11,3.072838777829953e-09,1.2449992891960201e-10,4.19870246492118e-07,3.95317361521195e-14,2.0298960758474315e-05,2.7482796971566236e-20,1.267894712770099e-13,2.403837885693753e-14,1.5750508406479306e-11,1.4532202900787607e-08,1.2016230030741392e-13,8.9158917190889e-15,3.0434085378352785e-16,4.051232482780109e-11,8.103518914362635e-13,7.679283383030584e-10,2.1518680484554765e-11,5.374007518727774e-11,3.754843326218865e-11,3.3839864183117866e-11,2.0497254859948942e-14,4.3433027582765526e-12,2.904595532392546e-09,1.561492222316921e-10,6.114377927390711e-11,1.4893867507731097e-06,4.888412002752697e-14,1.2844077740159003e-14,1.228340237737592e-12,2.818352658169328e-21,6.892340648126931e-22,1.56641647485976e-13
0.03704554264111389,0.4766575634778498,5.918231291824554e-09,2.2123166926477568e-09,1.329729933695933e-07,0.000136862456326924,0.0,0.0,1.2136503130609665e-05,7.699240842484106e-06,2.258668257162819e-05,0.0002922232097265989,9.212067968447786e-15,1.3762602427947785e-26,8.391524886266008e-24,2.331646847668616e-17,4.867634899622372e-14,9.915331707891728e-11,8.438892605834353e-24,-3.2666166935771944e-26,-1.76322835927837e-23,2.3328961144569648e-26,1.8173620972405086e-19,5.8588138045700585e-15,2.571726565554579e-18,1.641888706742612e-18,8.453984943393465e-31,2.1668608110533175e-23,7.212339021201106e-22,6.1401265007242115e-27,2.0269358943022315e-18,8.487086686441677e-24,1.3847467892785497e-25,2.2105489161427606e-23,3.76,0.0,0.6530846654353445,0.9688684788123094,0.030906661664416926,7.500359765568017e-11,8.926986351839561e-09,0.0006728551884566882,3.389166419066314e-05,1.7532445007143505e-14,2.118184170282797e-17,3.4613433809447885e-09,1.526696306864249e-10,1.9091294541030926e-05,0.030628234174220975,9.535549104022977e-10,0.0003542881821694543,1.7988287712894633e-08,2.2617807896730005e-07,4.242539969712342e-05,2.0095970981566554e-10,2.5302563675638795e-06,1.871702545258743e-09,3.1581379149764795e-11,5.457351741070308e-15,2.6158943011961883e-06,1.2290467444185073e-11,3.117289696062455e-09,1.262851896452664e-10,4.313865914546156e-07,4.00628527920077e-14,2.0290829553701306e-05,2.7909573301432205e-20,1.3078254450684414e-13,2.4712903686986844e-14,1.585752932668097e-11,1.4865962261411733e-08,1.2352997427007555e-13,9.162212182598374e-15,3.1217241393072804e-16,4.1637979938880666e-11,8.208017425908003e-13,7.675968120892407e-10,2.2107739530347e-11,5.4984670181934784e-11,3.8402662993532485e-11,3.439686201883478e-11,2.0756147122855125e-14,4.4528388663627816e-12,2.9437681456819918e-09,1.560318719432965e-10,6.194353682943991e-11,1.5279352953971892e-06,4.952203358383354e-14,1.2841329934043487e-14,1.278410471195576e-12,2.933254723187539e-21,7.181855645221556e-22,1.6325305236515113e-13
0.0374898289811055,0.4766578070852279,5.920158166902048e-09,2.216083633719036e-09,1.3296961751110992e-07,0.0001384645969702599,0.0,0.0,1.2138583984518784e-05,7.696456921326105e-06,2.2915473999855008e-05,0.00029569385866375954,9.468153619707617e-15,1.339220651612999e-26,8.477555067774765e-24,2.3627070657035822e-17,4.929711171818785e-14,1.0302026876513232e-10,8.569713748016403e-24,-7.313265846523445e-27,-1.816674058136376e-23,7.002788474314508e-27,1.8458919655928737e-19,6.009114844270127e-15,2.605136322610081e-18,1.7038191594174698e-18,9.024195763413219e-31,2.263321606054738e-23,7.482161339312392e-22,6.352297567633903e-27,2.08553605809935e-18,8.72043968927579e-24,1.4246694279394703e-25,2.32755860882977e-23,3.76,0.0,0.6526879322691425,0.9684804685917862,0.0312928754871917,7.681117055517697e-11,8.927711317421889e-09,0.0006809980443647056,3.388342708877221e-05,1.7526837861764004e-14,2.1175067364961188e-17,3.460584667638185e-09,1.5264905158875432e-10,1.9079000889976242e-05,0.031010813268802402,9.541329881892234e-10,0.00035881470169021835,1.822327588471759e-08,2.2877298856211278e-07,4.300476354699854e-05,2.008678531825793e-10,2.529879036748977e-06,1.895393105124592e-09,3.193108917678074e-11,5.5177809272204716e-15,2.6746592950400967e-06,1.2463332383567766e-11,3.1618229143731224e-09,1.2807353677623335e-10,4.430647409592137e-07,4.059398460692022e-14,2.028270352895507e-05,2.833811587978566e-20,1.348455316317452e-13,2.539751429065128e-14,1.5964595775236125e-11,1.5203341315861524e-08,1.2694782449876996e-13,9.412128645141511e-15,3.201144419583066e-16,4.2779725520312415e-11,8.312575107366319e-13,7.67265985265642e-10,2.270486528120894e-11,5.624172102683982e-11,3.926490196834314e-11,3.4954197594253556e-11,2.101487363729404e-14,4.56369227437604e-12,2.9829663997850755e-09,1.5591463741135748e-10,6.274318790873285e-11,1.5669434045111834e-06,5.016000039729687e-14,1.2838578623909912e-14,1.3298428983316112e-12,3.0512832815828404e-21,7.479735569508545e-22,1.700561614900652e-13
0.037934115321097105,0.47665805076056006,5.9220831889050125e-09,2.2198656308080763e-09,1.3296627854975252e-07,0.00014006572258833775,0.0,0.0,1.214065847848155e-05,7.693669862670635e-06,2.324421194360782e-05,0.0002991636962761902,9.728016283076426e-15,1.3823584530722693e-26,8.564431514469866e-24,2.3942884204322935e-17,4.9918738818621816e-14,1.0699135836668846e-10,8.700809005718846e-24,-3.366108353607352e-26,-1.9151967798169642e-23,2.427281796151513e-26,1.874864542828209e-19,6.16157075611478e-15,2.6386091801519433e-18,1.7674899855551016e-18,9.23807616941548e-31,2.362538602250757e-23,7.75879753727141e-22,6.569424185161854e-27,2.1451120428150495e-18,8.957080818239968e-24,1.4652475324945013e-25,2.4492233254308457e-23,3.76,0.0,0.6522914510907447,0.9680927054342773,0.031678842502743304,7.864014760369356e-11,8.928433409971346e-09,0.0006891394236573833,3.3875198788357056e-05,1.752122860474723e-14,2.116829059162425e-17,3.459826807590451e-09,1.5262856956883483e-10,1.906672101978836e-05,0.03139314670294708,9.546703443968585e-10,0.0003633371284133121,1.8458230553193114e-08,2.3138129666470695e-07,4.358458412735712e-05,2.0077612333358139e-10,2.529500381557387e-06,1.919061012322325e-09,3.228238695508462e-11,5.57848447594241e-15,2.7339546641117947e-06,1.2636454403070845e-11,3.2064383847675317e-09,1.2986493755160718e-10,4.549049055654611e-07,4.1125130736892563e-14,2.027458267836706e-05,2.876842697839504e-20,1.3897877818359664e-13,2.609222841562007e-14,1.60717072908891e-11,1.554433553394711e-08,1.3041595015548032e-13,9.665646124496794e-15,3.2816723153579935e-16,4.393758331845331e-11,8.41718738686016e-13,7.669358636911634e-10,2.331005927538242e-11,5.7511173268146715e-11,4.01351022041533e-11,3.551184644667321e-11,2.1273417653267133e-14,4.6758613732830895e-12,3.02219021820962e-09,1.5579753240883256e-10,6.354273161733312e-11,1.6064098285956127e-06,5.079797600437013e-14,1.2835824755731626e-14,1.3826566319523296e-12,3.1724822079616235e-21,7.786118243044199e-22,1.7705415597586484e-13
0.03837840166108871,0.4766582945037462,5.924006204236533e-09,2.2236626353349647e-09,1.329629786677977e-07,0.00014166583310152325,0.0,0.0,1.2142726622386314e-05,7.690879676355492e-06,2.357289628457282e-05,0.0003026327233108546,9.99166569763606e-15,1.3439184838360638e-26,8.652164361690038e-24,2.4263945428923005e-17,5.054124602315541e-14,1.1106815287543539e-10,8.832186924256504e-24,-7.476374645856946e-27,-1.9736605572791138e-23,7.353544481270312e-27,1.9042823728758e-19,6.316194694444141e-15,2.67214721810692e-18,1.8329396225441857e-18,9.842025891004103e-31,2.4656109653517912e-23,8.042340659244471e-22,6.791566031398455e-27,2.2056705638864427e-18,9.197013634839511e-24,1.5064856739540934e-25,2.575669703932112e-23,3.76,0.0,0.6518952216209185,0.9677051890647063,0.032064562984698355,8.049052445894902e-11,8.929152184850712e-09,0.0006972793314621031,3.386697953829608e-05,1.7515615975995876e-14,2.1161509624385773e-17,3.459069552840807e-09,1.5260817338465892e-10,1.9054454582643098e-05,0.031775234752083395,9.551690232092727e-10,0.00036785546712899233,1.8693151162617646e-08,2.3400295139098698e-07,4.416486093731809e-05,2.0068451523208798e-10,2.5291207884096612e-06,1.942706334932146e-09,3.263526321415322e-11,5.639460770483095e-15,2.793776844406052e-06,1.280983772105506e-11,3.2511360998494643e-09,1.3165942297051977e-10,4.6690729545140437e-07,4.165629099067827e-14,2.0266466996248884e-05,2.920052104091142e-20,1.4318263208842882e-13,2.6797086125296385e-14,1.617886405323235e-11,1.5888940393716344e-08,1.339345291642739e-13,9.922776711078474e-15,3.363310705199897e-16,4.511157442826109e-11,8.521858797610674e-13,7.66606454487228e-10,2.392332306823863e-11,5.879296883267431e-11,4.1013213596429594e-11,3.606978573975642e-11,2.1531797088194674e-14,4.789344551595527e-12,3.061439585648847e-09,1.5568054195622572e-10,6.434216681779867e-11,1.6463333213649493e-06,5.1436003230747217e-14,1.2833067374650448e-14,1.436870821771789e-12,3.296895461231963e-21,8.101144141007709e-22,1.8425024278446183e-13
0.03882268800108032,0.4766585383148512,5.925927302581838e-09,2.227474596500768e-09,1.32959716332677e-07,0.0001432649284305063,0.0,0.0,1.2144788425922028e-05,7.68808637246267e-06,2.3901526943551595e-05,0.00030610094050869156,1.0259111748228364e-14,1.3156960802148032e-26,8.740758153815172e-24,2.4590290688241964e-17,5.1164627147847617e-14,1.152522251364478e-10,8.963849436090267e-24,1.2224051951726003e-26,-1.9874864369278924e-23,-5.767495503491987e-27,1.9341479106546221e-19,6.472999976937387e-15,2.705749648892534e-18,1.9002071155413392e-18,1.04289109852888e-30,2.5726737965627118e-23,8.332884048384726e-22,7.018788689010604e-27,2.2672172687370368e-18,9.440240680708854e-24,1.5483886156261115e-25,2.707026050384937e-23,3.76,0.0,0.651499243581247,0.9673179192083307,0.03245003720589403,8.236229677002585e-11,8.929867898339541e-09,0.0007054177729129618,3.3858769121263355e-05,1.751000065328307e-14,2.1154725405172352e-17,3.4583130256357226e-09,1.525878680654659e-10,1.9042201698186495e-05,0.032157077690842265,9.556309799044591e-10,0.0003723697226087934,1.892803803487171e-08,2.36637901092245e-07,4.474559347525793e-05,2.0059303049851966e-10,2.528740604131365e-06,1.9663290701951306e-09,3.298970883366515e-11,5.700708242595371e-15,2.8541222916013493e-06,1.2983479808046342e-11,3.2959160309445148e-09,1.3345697406170402e-10,4.790721206141388e-07,4.218746466060303e-14,2.0258356476808512e-05,2.963440293268954e-20,1.474574428297419e-13,2.7512110123925845e-14,1.6286065747691515e-11,1.6237151367783106e-08,1.37503677425882e-13,1.0183526771504388e-14,3.4460624217711675e-16,4.630172030348015e-11,8.626586784734867e-13,7.66277762279919e-10,2.454465810131798e-11,6.008705256622485e-11,4.1899187843649586e-11,3.662799363078058e-11,2.1790002632135717e-14,4.9041402041323765e-12,3.1007144504456745e-09,1.555636727182981e-10,6.514149285251033e-11,1.6867126387406367e-06,5.207406124160345e-14,1.28303070029113e-14,1.4925046423739527e-12,3.424567057737369e-21,8.424953949729704e-22,1.916476459674739e-13
