Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39)
0.0,0.14672158445923628,3.76,0.0,0.9020789593276609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.830085953298893e-23,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999996,5.141587445724233e-51,0.0,1.0496428409341723e-36,8.201984708372818e-19,8.201984708372815e-19,1.1975711136035479e-20,1.7289768239239814e-39,2.0593723235095836e-38,1.5826062868508383e-30,3.0895663942677804e-34,3.066509770025013e-21,1.1480976140194781e-35,1.1975711134453182e-20,1.3287290879246207e-24,9.91156351061351e-27,2.1005361537291573e-37,7.113101171156479e-38,1.1970687933368345e-40,3.484431446270882e-42,8.05019510267867e-47,3.066509770025013e-21,7.60313510859815e-43,3.744930094124593e-38,3.956255394753054e-63,1.156275549385722e-37,9.79414467246475e-38,4.076897361039702e-52,1.06333186581782e-42,1.2492128161322338e-40,2.308408352198113e-38,4.4158651954422203e-16,2.0546968083030417e-39,7.454473698249989e-64,4.708231973062413e-46,8.54284481405572e-57,1.5815224841214285e-56,8.983346217626059e-41,1.4251968637764122e-73,8.272209331306143e-63,1.1874324612937542e-60,2.0127245968083468e-62,8.365500514099618e-65,8.948985185847143e-75,2.498070398651259e-41,1.3521628486004962e-60,9.800432092535762e-37,4.217895821462354e-57,2.294131828569133e-72,6.533579803809523e-59,8.299109872669427e-59,7.857403322895549e-56,1.4097629928641298e-88,1.3683578803507407e-61,3.713290108190721e-55,3.867171347118376e-38,8.81749480686633e-82,6.147573811168477e-60,8.679205375702718e-60,3.762476570118659e-69,2.3981429509520914e-79,1.7872658018667834e-84,1.3571232035508361e-92,5.982103646052864e-82,4.976120757938029e-38,6.504688187761623e-100,1.0660896772092726e-98,6.738270590616805e-92,2.501533254226163e-75,1.3375797311859856e-40,1.1730141144274329e-61,1.358915770314114e-78,1.3295533732121643e-24,8.242852876141107e-28,8.502478257731841e-41
7.9242406692369e-23,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999988,6.104092615564143e-50,0.0,6.339842759242778e-36,2.2965557183443887e-18,2.2965557183443868e-18,3.3531991180899334e-20,1.0443020016505923e-38,1.2438608833991358e-37,4.432299040914859e-30,1.8660981021377352e-33,8.586227356070038e-21,6.934509588677844e-35,3.3531991176468895e-20,3.720441446189167e-24,2.775237783021971e-26,1.2687238368524001e-36,4.2963131073788e-37,7.230295511754478e-40,2.1045965935476305e-41,4.862317842342553e-46,8.586227356070038e-21,4.592293605594738e-42,2.2619377768509635e-37,4.696866404937694e-62,6.983904318289756e-37,5.915663382168708e-37,4.840092547026329e-51,6.422524469539831e-42,7.545245409472729e-40,1.3942786447276594e-37,1.2364422547233997e-15,1.2410368722146754e-38,8.849951174566234e-63,2.8437721169966107e-45,1.2909876718932427e-55,2.3897515484579733e-55,5.42594111544615e-40,4.018885405658672e-72,9.820766918132707e-62,1.4097198180479417e-59,2.3895066413308413e-61,9.931522210346125e-64,2.8128225477970552e-73,1.5088345207847498e-40,1.6052877338585214e-59,5.919460983891592e-36,6.373856374117712e-56,6.469597150138543e-71,9.873305723629849e-58,1.2541354754802398e-57,9.328309224940619e-55,7.297094073062015e-87,1.6245152571248078e-60,4.4084180164427956e-54,2.335771493659324e-37,2.486616295995717e-80,9.162119158767459e-59,1.03039526220343e-58,5.685664945740199e-68,5.364549855561798e-78,3.998042108144158e-83,7.024624518569491e-91,1.3472580476375776e-80,3.0055769377937953e-37,2.701960123159702e-98,4.4283933562752185e-97,4.099218827877e-90,5.603939745588141e-74,8.07898157865457e-40,1.3926023566483156e-60,4.272648608391697e-77,3.722749444994059e-24,2.30799880531938e-27,5.135496867670052e-40
1.8112550101112914e-22,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999972,5.9930343267371995e-49,0.0,3.0523613814371395e-35,5.249270213358604e-18,5.249270213358594e-18,7.664455127062696e-20,5.027864603978556e-38,5.98865471675608e-37,1.0135690299972944e-29,8.984459074530646e-33,1.9625662528160083e-20,3.3386678615689373e-34,7.664455126050026e-20,8.50386616271917e-24,6.343400647143963e-26,6.108359135044217e-36,2.068489820572734e-36,3.48107605102351e-39,1.0132726645755989e-40,2.3409967363366323e-45,1.9625662528160083e-20,2.2109916895824842e-41,1.0890256713709955e-36,4.6114112889970366e-61,3.362449297613673e-36,2.848137270752746e-36,4.752031564027857e-50,3.092169065798511e-41,3.6327108693635886e-39,6.712851488192098e-37,2.826153725080067e-15,5.975058318539814e-38,8.688934542691816e-62,1.3691538655164353e-44,1.3887832040336833e-54,2.5707012460308515e-54,2.612357080085674e-39,8.74164937558315e-71,9.642087196588532e-61,1.3840712768839896e-58,2.3460317900397227e-60,9.750827399255594e-63,6.274697809676879e-72,7.264388719268698e-40,1.576081016328777e-58,2.849965652509387e-35,6.856625415422706e-55,1.4072617109570106e-69,1.0621169107697464e-56,1.3491327617420124e-56,9.15858931316358e-54,3.186157220626683e-85,1.5949590551693256e-59,4.328210950103292e-53,1.1245734277417613e-36,5.408888987033709e-79,9.812093767109402e-58,1.0116481785919188e-57,6.116313948412359e-67,1.0599446510623353e-76,7.899457477977139e-82,3.0671878295571557e-89,2.6699878858967843e-79,1.4470559164072172e-36,1.0721833577555137e-96,1.757261188830739e-95,1.8505833256561981e-88,1.1079611126121745e-72,3.889681861725671e-39,1.3672652517768223e-59,9.532044007257763e-76,8.50914158855785e-24,5.2754258407294e-27,2.4725206773484524e-39
3.8489168964864942e-22,0.14672158445923628,3.76,0.0,0.9020789593276609,0.999999999999994,5.3007709930460274e-48,0.0,1.3330464079869849e-34,1.1154699203387034e-17,1.1154699203386992e-17,1.6286967145008192e-19,2.1958005663913285e-37,2.615402850847056e-36,2.1558495821809295e-29,3.9237493207200204e-32,4.170453287234018e-20,1.458083969805042e-33,1.6286967142856264e-19,1.8070715595782833e-23,1.3479726376190952e-25,2.6676809152358503e-35,9.033638487373169e-36,1.5202773675377754e-38,4.425227936764293e-40,1.02237477852946e-44,4.170453287234018e-20,9.655981587941605e-41,4.7560612195337235e-36,4.0787410635912374e-60,1.46846994771986e-35,1.2438563734030183e-35,4.203118103337451e-49,1.3504314695889283e-40,1.5865002765406917e-38,2.9316786072915885e-36,6.005576665786647e-15,2.6094649465392523e-37,7.685264203971968e-61,5.979454685169163e-44,1.2765301528129458e-53,2.362886739322068e-53,1.1408849696385265e-38,1.6205320447441876e-69,8.528316932240827e-60,1.2241953702953882e-57,2.0750385503253526e-59,8.624496410059766e-62,1.1751413223990031e-70,3.17254940627763e-39,1.3940258103932493e-57,1.244654875752029e-34,6.302391626569758e-54,2.60881352637663e-68,9.762654320718202e-56,1.2400821979304216e-55,8.100668529764692e-53,1.1861205723462263e-83,1.4107233579739839e-58,3.8282535699323e-52,4.911307610837624e-36,1.0027135732067868e-77,9.003021624477049e-57,8.947913574134686e-57,5.621923311130255e-66,1.886114873940022e-75,1.4056662515670066e-80,1.1418314703162862e-87,4.757664954255526e-78,6.31967336256929e-36,3.8319835320010395e-95,6.280451835337476e-94,6.987450521747272e-87,1.972143540919958e-71,1.698726262157587e-38,1.2093306314105398e-58,1.785246349387351e-74,1.808192587568543e-23,1.1210279911547363e-26,1.0798147387319778e-38
7.9242406692369e-22,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999877,4.455617415069426e-47,0.0,5.565206342638253e-34,2.2965557183443895e-17,2.296555718344372e-17,3.3531991180899063e-19,9.167035120515802e-37,1.0918792059156773e-35,4.4468198880362697e-29,1.6380881022407214e-31,8.586227356070037e-20,6.087213549534015e-33,3.3531991176468635e-19,3.7204414461924764e-23,2.775237783749696e-25,1.1137042687070371e-34,3.771366240951161e-35,6.346858742271853e-38,1.847445552813066e-39,4.2682134478251005e-44,8.586227356070037e-20,4.031182234598416e-40,1.9855619359008001e-35,3.428427628288032e-59,6.130572962843035e-35,5.192855505340765e-35,3.532974022719156e-48,5.637785552568739e-40,6.62332635160789e-38,1.2239181083354254e-35,1.2364422547172796e-14,1.0894002477572224e-36,6.459927635367878e-60,2.496304663258633e-43,1.0920980863420618e-52,2.021487678678366e-52,4.762970164585489e-38,2.7852633183886125e-68,7.1685642512281115e-59,1.029009972037749e-56,1.7441949320002356e-58,7.249408897589138e-61,2.0297333638388634e-69,1.3244769253563754e-38,1.1717626899917603e-56,5.196189095462345e-34,5.391817880695464e-53,4.483874289931575e-67,8.352144881780484e-55,1.0609151904154166e-54,6.809100001153786e-52,4.0863561695072167e-82,1.1857980387624061e-57,3.2178777951018235e-51,2.0503742482397194e-35,1.7234059134313773e-76,7.696176626401883e-56,7.521260511298348e-56,4.8096659657097934e-65,3.1812084152454005e-74,2.370861589767476e-79,3.9337738355158245e-86,8.029839628812865e-77,2.6383392258479356e-35,1.2956285137653453e-93,2.1234779349294438e-92,2.4242711857578195e-85,3.326785206493215e-70,7.091847766710557e-38,1.016515263337769e-57,3.0835691091633866e-73,3.7227494449940584e-23,2.307998805317498e-26,4.5080139722497287e-38
1.6074888214737711e-21,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999749,3.652984353942957e-46,0.0,2.2735683791815172e-33,4.658727314355763e-17,4.658727314355691e-17,6.802203925268037e-19,3.745032959752289e-36,4.460682827537621e-35,9.054397305699229e-29,6.69212439263931e-31,1.7417775493742074e-19,2.486825355873071e-32,6.802203924369291e-19,7.547181219426709e-23,5.62976807729571e-25,4.549845330422131e-34,1.5407261660805617e-34,2.592898889119281e-37,7.547417889882645e-39,1.7437044637254657e-43,1.7417775493742074e-19,1.646869477079421e-39,8.111668381043268e-35,2.8108321094190144e-58,2.5045390909913963e-34,2.1214509126345162e-34,2.8965455571248507e-47,2.303219354638274e-39,2.705844928657048e-37,5.00010482719508e-35,2.5082114309837042e-14,4.450555474613959e-36,5.29623896790131e-59,1.0198219384014751e-42,9.029676859280013e-52,1.671400540106126e-51,1.945828724122804e-37,4.616356186008834e-67,5.8772220796254044e-58,8.436445452404031e-56,1.4299963850726744e-57,5.943503405149705e-60,3.3724078336002868e-68,5.410920406222422e-38,9.606818481752067e-56,2.1228127929715176e-33,4.4580550515006744e-52,7.431685272140529e-66,6.905710434460792e-54,8.771847114379152e-54,5.58251156942727e-51,1.3561112058586425e-80,9.721888965353032e-57,2.6382106323992246e-50,8.376447824691601e-35,2.856416933231028e-75,6.360963491909552e-55,6.166383782582738e-55,3.976723360071057e-64,5.2251443746114775e-73,3.894147280448448e-78,1.305474745314648e-84,1.3193356147231757e-75,1.0778476606432584e-34,4.261182397583683e-92,6.983889827907141e-91,8.073835222619516e-84,5.464640348408621e-69,2.8972512279996426e-37,8.334006281503819e-57,5.123396193583703e-72,7.551863159845088e-23,4.6819404336396976e-26,1.841670800538007e-37
3.2376183305739336e-21,0.14672158445923628,3.76,0.0,0.9020789593276609,0.9999999999999495,2.9582814398437354e-45,0.0,9.190126900979035e-33,9.383070506378512e-17,9.383070506378222e-17,1.3700213539624114e-18,1.5138022002823397e-35,1.8030793190407671e-34,1.837209936483426e-28,2.705063677367978e-30,3.508087176908615e-19,1.0052145697614347e-31,1.3700213537813966e-18,1.5200660765918555e-22,1.1338828669526982e-24,1.8391202283241255e-33,6.2278615042315515e-34,1.0480911878684491e-36,3.050786983921275e-38,7.04833225220436e-43,3.508087176908615e-19,6.65690973819953e-39,3.27886605402233e-34,2.2762847226087363e-57,1.0123747447135264e-33,8.575243779686845e-34,2.3456976901745182e-46,9.30998088454903e-39,1.0937457830696099e-36,2.0211223159502543e-34,5.051749783473334e-14,1.798985681080937e-35,4.2890316305363866e-58,4.122283581484171e-42,7.342782742843685e-51,1.359153355829106e-50,7.865350814151121e-37,7.516528640144706e-66,4.7595268174487455e-57,6.832052256975355e-55,1.1580481477913424e-56,4.813203153333495e-59,5.4978564217866905e-67,2.1871805413389617e-37,7.779850680113947e-55,8.580748717754692e-33,3.625214653293744e-51,1.2100566961581993e-64,5.615607270642308e-53,7.1331184794277e-53,4.52086260528775e-50,4.418688674722274e-79,7.873037826710842e-56,2.1364913703258806e-49,3.385894138609784e-34,4.650932929697905e-74,5.171686794216584e-54,4.993697461431883e-54,3.2338073500008e-63,8.470184198002043e-72,6.312580551817126e-77,4.253697224333717e-83,2.1390476076572448e-74,4.356832577295855e-34,1.3823362742757554e-90,2.265588126490467e-89,2.6354342890255415e-82,8.858727880211947e-68,1.1711152807407353e-36,6.749094360477261e-56,8.352428874077394e-71,1.5210090589547141e-22,9.429823690270805e-26,7.444327833602733e-37
6.497877348774258e-21,0.14672158445923628,3.76,0.0,0.9020789593276608,0.9999999999998986,2.38108226746396e-44,0.0,3.6953096072521657e-32,1.883175689042403e-16,1.8831756890422858e-16,2.7496232768335538e-18,6.086932068097584e-35,7.250102639294172e-34,3.741769237834062e-28,1.087694207367233e-29,7.040706431977431e-19,4.041923574075614e-31,2.749623276470258e-18,3.0507619858995774e-22,2.275694987454652e-24,7.395021550640473e-33,2.5041957197329036e-33,4.2143285696938185e-36,1.2267080283868244e-37,2.8341034113595425e-42,7.040706431977429e-19,2.676714127633187e-38,1.31841761933401e-33,1.832151984548121e-56,4.070714322634056e-33,3.4480678085196433e-33,1.888021572139215e-45,3.7435023669012005e-38,4.397903690388232e-36,8.126843940246739e-34,1.0138826488279716e-13,7.233642301217886e-35,3.4521857936740294e-57,1.6575522994754647e-41,5.922220086601117e-50,1.0962057019802691e-49,3.162622969300985e-36,1.2131699013891717e-64,3.8308812523117053e-56,5.499030031526073e-54,9.320978972536206e-56,3.8740846371928074e-58,8.879037246752185e-66,8.7945567607863e-37,6.261900659071517e-54,3.4502813199049294e-32,2.923866283163381e-50,1.9530359113068668e-63,4.529190000002834e-52,5.75311770691009e-52,3.638783530859666e-49,1.4267674386651125e-77,6.336905815892006e-55,1.7196341253533813e-48,1.3614531414246103e-33,7.50662325096705e-73,4.170777603769085e-53,4.019362158821793e-53,2.6081876361658475e-62,1.3640970529653029e-70,1.0166216372724656e-75,1.3734927125143043e-81,3.445149287083503e-73,1.751863217254062e-33,4.453753037308053e-89,7.29950460510882e-88,8.51726822572524e-81,1.426695724784041e-66,4.709003127385338e-36,5.432258299269443e-55,1.3489194942439932e-69,3.0526545448951225e-22,1.892559020347985e-25,2.9933314805492577e-36
1.3018395385174907e-20,0.1467215844592363,3.76,0.0,0.9020789593276606,0.9999999999997969,1.9106685643309764e-43,0.0,1.4819844292818957e-31,3.7729129658515113e-16,3.7729129658510405e-16,5.5088271225755465e-18,2.4411320041597325e-34,2.9076154269149984e-33,7.7149633986297565e-28,4.362140254665767e-29,1.4105944942115057e-18,1.6209921326608865e-30,5.508827121847688e-18,6.11215380455243e-22,4.559319236681353e-24,2.965734392225885e-32,1.0042944865130695e-32,1.6901342468993224e-35,4.9196478524122545e-37,1.1366022363060152e-41,1.410594494211505e-18,1.0734820841911147e-37,5.2874443301292486e-33,1.4701865947305e-55,1.632538510524118e-32,1.3828294098182833e-32,1.5150184081960717e-44,1.5013118813690084e-37,1.7637560819806324e-35,3.259227902017753e-33,2.0312979897200958e-13,2.9010140952323962e-34,2.7701616885160016e-56,6.64752769807495e-41,4.7570491555006445e-49,8.805317475610735e-49,1.2683532624595852e-35,1.94953078349895e-63,3.074040944753164e-55,4.412625283483566e-53,7.479498610696628e-55,3.1087089403068237e-57,1.4272780618880292e-64,3.5270106070455433e-36,5.024780918181644e-53,1.38371712688534e-31,2.3486081391828062e-49,3.138475899844389e-62,3.6380914354479165e-51,4.62121670630945e-51,2.9198946208786326e-48,4.586215868423495e-76,5.084967846451289e-54,1.3798980867681953e-47,5.460036021857167e-33,1.20629410464779e-71,3.350045738337114e-52,3.2252850018688616e-52,2.0950466207089065e-61,2.189677871936329e-69,1.6319028755650864e-74,4.4149690429935836e-80,5.530451199515217e-72,7.025755040916361e-33,1.4300664295404318e-87,2.3438157439563733e-86,2.7390258182223406e-79,2.290182563632213e-65,1.8885209424229576e-35,4.3590451735148026e-54,2.168348690397348e-68,6.115945516775927e-22,3.791712322968524e-25,1.2004598037235987e-35
