Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069)
0.01508544338693657,0.38878717808620544,3.76,0.0,7.682218842250076e-11,0.184861428878316,0.6050404602037865,0.0,0.001186219093192176,0.47616135954812355,2.2801642105414084e-14,3.9057673110756074e-10,1.7548190433482762e-18,6.378667067236241e-21,0.00015442081370745954,1.0848367900974414e-09,0.001658287416889703,0.17774753147784744,0.00021428156812719278,3.523023187726178e-07,0.00023543296523996943,1.3886251542433614e-12,0.6074620383806149,1.4786652608853014e-05,4.6014195846914644e-11,7.285728443818492e-11,5.621176097209769e-06,6.115233460483514e-11,8.45217275503316e-10,6.348883820896029e-14,4.4637957324334594e-07,6.663362109991903e-06,0.06033786133591785,1.826380889676902e-17,9.836148883560767e-09,2.5288205413430835e-10,3.600623214772301e-05,2.0431948085527668e-11,1.4940906025828413e-17,5.726321231481045e-13,1.683206898159446e-13,2.6737859370036515e-11,9.964420353171845e-10,2.7945382868869763e-15,1.2713941052419926e-12,1.4186219206780303e-12,3.401044598481085e-13,8.546705348197255e-18,2.2032610780486264e-10,3.857870258446057e-16,6.491998956961681e-09,2.887423299161171e-08,4.147702434410727e-12,3.7161697975186225e-11,3.6073967505875828e-09,2.6060810659487823e-13,4.3955984152689013e-07,1.7633115837796964e-13,5.220688250364087e-06
0.015087168771586308,0.3887847983129278,3.76,0.0,7.584814166813346e-11,0.18482631804260066,0.6050429781035381,0.0,0.0011853012644120647,0.47616165137497685,2.2395883687976874e-14,3.8673990835023057e-10,1.7477789172558453e-18,6.352583030823306e-21,0.00015414742308689206,1.0821628626549462e-09,0.0016563929977582868,0.17781671736598315,0.00021410317829535663,3.520296597360946e-07,0.00023505175858206675,1.374735475283388e-12,0.6074621733542682,1.4635976435491517e-05,4.47412186716724e-11,7.14282442689719e-11,5.567835566337648e-06,5.997004743724556e-11,8.437265983086268e-10,6.222619222851609e-14,4.456060642963414e-07,6.654955208780656e-06,0.060268746381939506,1.7800757918282143e-17,9.81815506870894e-09,2.486821275071581e-10,3.5999393461531835e-05,2.039443842275931e-11,1.4741039917601815e-17,5.607408862502306e-13,1.648334909643455e-13,2.618497356642168e-11,9.730324099653274e-10,2.73594331500405e-15,1.2369038262673537e-12,1.3829267974154e-12,3.3154334760087535e-13,8.343332183982853e-18,2.1805593835910673e-10,3.821420070536831e-16,6.473917743541374e-09,2.8825119627817647e-08,4.047701450324759e-12,3.625585716001497e-11,3.5434656515785226e-09,2.543240012963499e-13,4.3879804368857927e-07,1.7199926802053667e-13,5.2206189161152906e-06
0.015088894156236047,0.3887824232240614,3.76,0.0,7.489424023623534e-11,0.1847912763141901,0.6050454877152774,0.0,0.0011843862623133812,0.4761619413427628,2.1998346443647625e-14,3.829734296873385e-10,1.740795445677452e-18,6.326665103115138e-21,0.00015387499519509804,1.0795098663327086e-09,0.0016545049093104277,0.17788577049525456,0.00021392514238632412,3.5175783704519245e-07,0.00023467187201421473,1.3611006804656806e-12,0.6074623063701742,1.4486877051543207e-05,4.350661596776713e-11,7.002932942184087e-11,5.515008095126653e-06,5.881256967702588e-11,8.422411569477147e-10,6.100343848642839e-14,4.44837441576025e-07,6.646570543738127e-06,0.060199764042794215,1.735127221503401e-17,9.800239780131749e-09,2.445564601265183e-10,3.5992568237372016e-05,2.0357093351183368e-11,1.454500655706538e-17,5.491160024517018e-13,1.6142673550638346e-13,2.564442386856529e-11,9.502005735739676e-10,2.6793879730310686e-15,1.2034032861748847e-12,1.3481731330584534e-12,3.232027702184336e-13,8.128328100802676e-18,2.1583436674967383e-10,3.7853279942152337e-16,6.455911655125839e-09,2.877618812657115e-08,3.9502334250927e-12,3.5373212403172654e-11,3.4807512448805155e-09,2.481990803587796e-13,4.3803889556607443e-07,1.6777960605511985e-13,5.220549542780014e-06
0.015090619540885785,0.3887800528029041,3.76,0.0,7.396000607620529e-11,0.18475630344458893,0.6050479891086873,0.0,0.0011834740672487373,0.476162229469976,2.160884856737897e-14,3.792757380321924e-10,1.7338678680408588e-18,6.3009474132667296e-21,0.0001536035232799958,1.0768776013105097e-09,0.0016526230955460823,0.1779546913040961,0.00021374745834528607,3.514868458386056e-07,0.00023429329650376238,1.3477134914976685e-12,0.6074624374496671,1.43393374720825e-05,4.230915121694417e-11,6.865986891494188e-11,5.462688718377517e-06,5.76793379983351e-11,8.407609140892311e-10,5.980481596111284e-14,4.440736156332863e-07,6.638207978021752e-06,0.06013091388086335,1.6917421084900588e-17,9.782402402585851e-09,2.405036614027489e-10,3.5985756424375524e-05,2.0319911552804714e-11,1.435405449279068e-17,5.377510644490913e-13,1.580988721559998e-13,2.5115914831201263e-11,9.279315545004026e-10,2.6239600726226913e-15,1.1708624255801488e-12,1.3143348915128863e-12,3.150667122704812e-13,7.914999630568565e-18,2.1366013284338677e-10,3.7495889816942074e-16,6.437980324911744e-09,2.8727436712834778e-08,3.8552303222235155e-12,3.451313623021423e-11,3.4192286562281795e-09,2.4222911119942793e-13,4.37282379437218e-07,1.636717177712748e-13,5.220480131760695e-06
0.015092344925535524,0.3887776870327846,3.76,0.0,7.30449712458258e-11,0.18472139918666267,0.6050504823527547,0.0,0.0011825646597017566,0.4761625157749513,2.1227212671360712e-14,3.756453029706998e-10,1.7269922492967882e-18,6.2754910156281876e-21,0.0001533330006629148,1.0742658690847667e-09,0.0016507475010505723,0.17802348022886305,0.00021357012413663189,3.51216674097135e-07,0.00023391602309012828,1.3345716694144692e-12,0.6074625666138954,1.4193340866294715e-05,4.1147622347150234e-11,6.731920058886545e-11,5.410872509915106e-06,5.656980135487234e-11,8.39285833179876e-10,5.861950946900271e-14,4.4331449890506987e-07,6.6298673758482634e-06,0.06006219546059991,1.649388835706255e-17,9.764642325720394e-09,2.3652236320690954e-10,3.597895797377102e-05,2.0282891746795806e-11,1.4164658365324226e-17,5.266400345048804e-13,1.5484160786495697e-13,2.459916257733903e-11,9.062106781441971e-10,2.5691213845548718e-15,1.13925196722552e-12,1.2813865818480378e-12,3.071552023842241e-13,7.72564241728052e-18,2.1153200538412916e-10,3.7141995524845247e-16,6.420123237901741e-09,2.867886373445483e-08,3.762626330719794e-12,3.367502307305772e-11,3.358873457388259e-09,2.3640992366348975e-13,4.3652847448401377e-07,1.596679222756503e-13,5.220410684436719e-06
0.015094070310185262,0.3887753258968867,3.76,0.0,7.214868402538564e-11,0.18468656329552302,0.6050529675153328,0.0,0.0011816580203697958,0.4761628002757431,2.0853268830498573e-14,3.720806461792522e-10,1.7201685366067583e-18,6.250249417678226e-21,0.00015306342076530397,1.0716744738522508e-09,0.0016488780713803366,0.17809213770247295,0.00021339313775325052,3.5094731636361685e-07,0.00023354004293201934,1.3216707260439207e-12,0.6074626938836936,1.4048870657370092e-05,4.002088186787692e-11,6.60066637077528e-11,5.359554607644155e-06,5.548342671793322e-11,8.378158790573415e-10,5.746208524840182e-14,4.4256000687656325e-07,6.621548603196106e-06,0.05999360834988277,1.60789256787925e-17,9.746958947402817e-09,2.3261123389902409e-10,3.59721728401751e-05,2.0246032690247048e-11,1.3976145967681302e-17,5.15776812714795e-13,1.5165385303779406e-13,2.4093885100601597e-11,8.850238239632355e-10,2.5157085135729083e-15,1.1085439423819074e-12,1.249304301350735e-12,2.9946744907007913e-13,7.544272391100944e-18,2.0944879996816737e-10,3.679157572536918e-16,6.402339761780031e-09,2.8630467620537325e-08,3.672359044512247e-12,3.2858288797468715e-11,3.299661939573224e-09,2.3073755521830255e-13,4.357771621875953e-07,1.5576386638017053e-13,5.2203412021500375e-06
0.015095795694835,0.38877296937906963,3.76,0.0,7.12707026692403e-11,0.1846517955276625,0.6050554446635487,0.0,0.001180754130113003,0.4761630829902292,2.0486848280131786e-14,3.6858032617531563e-10,1.7134009406316953e-18,6.2251264281485325e-21,0.00015279477703956725,1.0691032217020892e-09,0.0016470147527195911,0.1781606641557397,0.000213216497203099,3.506787768915941e-07,0.00023316534725987005,1.309000532211856e-12,0.6074628192797,1.3905910423295975e-05,3.892781596151635e-11,6.47216058287248e-11,5.308730189400012e-06,5.441969078377778e-11,8.363510164312479e-10,5.634574615688139e-14,4.41810056909022e-07,6.613251527107467e-06,0.05992515211868669,1.5679638897725206e-17,9.729351670418222e-09,2.2876896417512036e-10,3.5965400976832526e-05,2.0209333122632534e-11,1.3793657599924022e-17,5.05155070396892e-13,1.4854350510294149e-13,2.3599799404522272e-11,8.643572479512319e-10,2.4643609800792974e-15,1.0787111413271234e-12,1.218063981275643e-12,2.9195952370635104e-13,7.337904569942146e-18,2.0740935949376177e-10,3.6444593558120755e-16,6.384629392697556e-09,2.8582246695699903e-08,3.5843661836993044e-12,3.206235285755828e-11,3.2415708403777325e-09,2.2520814046323156e-13,4.350284283349681e-07,1.519638826682794e-13,5.2202716862196625e-06
0.01509752107948474,0.38877061746260855,3.76,0.0,7.041059954580689e-11,0.1846170956416359,0.6050579138634774,0.0,0.0011798529700212913,0.47616336393604963,2.0127786619135944e-14,3.6514294392047174e-10,1.7066868580148101e-18,6.20020928998604e-21,0.000152527063022938,1.0665519210634659e-09,0.0016451574921363449,0.1782290600163153,0.0002130402005181977,3.504110476666312e-07,0.00023279192741364893,1.296555859513343e-12,0.6074629428222733,1.3764443973911699e-05,3.786735709427006e-11,6.34634406570431e-11,5.258394491521514e-06,5.337808630519861e-11,8.348912091881036e-10,5.5243854019825716e-14,4.4106456902550126e-07,6.604976016212126e-06,0.05985682634013743,1.5295884257774042e-17,9.711819905035257e-09,2.2499427714899552e-10,3.59586423330517e-05,2.0172791772566512e-11,1.3616782527408105e-17,4.947692263849668e-13,1.455056194586481e-13,2.3116645219674044e-11,8.441976281724785e-10,2.4135855998527645e-15,1.0497274113003035e-12,1.187642430140661e-12,2.846274090006972e-13,7.138502730429319e-18,2.0541256725836468e-10,3.6100995474578527e-16,6.366991797219143e-09,2.8534199282839852e-08,3.498587089024221e-12,3.1286664730982786e-11,3.184577526214128e-09,2.1981792033893555e-13,4.342822549086385e-07,1.4826577399151728e-13,5.220202137931309e-06
0.015099246464134478,0.3887682701316801,3.76,0.0,6.956795459215861e-11,0.18458246339706305,0.6050603751806615,0.0,0.0011789545212811585,0.47616364313072934,1.9775924106708846e-14,3.617671120911718e-10,1.7000180083503331e-18,6.1756377719549744e-21,0.00015226027232939738,1.0640203811565162e-09,0.0016433062371338607,0.17829732571020707,0.00021286424575051458,3.501441065253576e-07,0.00023241977478783864,1.2843395201738976e-12,0.6074630645316283,1.362445523881235e-05,3.6838463113638897e-11,6.223157691290279e-11,5.208542782223421e-06,5.235811691341344e-11,8.334364223277272e-10,5.41383655625754e-14,4.4032346458968955e-07,6.5967219399952535e-06,0.05978863058899963,1.4914811131657014e-17,9.694363065288648e-09,2.2128591299036118e-10,3.5951896861753986e-05,2.0136407426985302e-11,1.3436876000173237e-17,4.846142311946551e-13,1.425230047582128e-13,2.2644176371937302e-11,8.24531833297206e-10,2.362553965211519e-15,1.0215671097417862e-12,1.1580170539760456e-12,2.7752726168327846e-13,6.995593513310774e-18,2.0345732709905902e-10,3.5760756989401057e-16,6.349426455924299e-09,2.8486323943401528e-08,3.414963759094004e-12,3.053069326972473e-11,3.128659707584154e-09,2.1456316033610143e-13,4.3353861778537405e-07,1.446549705683156e-13,5.22013255855316e-06
0.015100971848784216,0.3887659273697648,3.76,0.0,6.874235988829137e-11,0.18454789855539233,0.6050628286797463,0.0,0.0011780587652450306,0.4761639205915398,1.943110605188484e-14,3.584514947037291e-10,1.6934019855614823e-18,6.151149419911896e-21,0.00015199439863315228,1.061508413760054e-09,0.0016414609360048368,0.17836546166060466,0.000212688630970863,3.49877962863623e-07,0.00023204888087231598,1.2723423964953613e-12,0.6074631844277175,1.3485928353237963e-05,3.5840131033729046e-11,6.102536409118155e-11,5.159170381662459e-06,5.1359297576660775e-11,8.319866234948555e-10,5.3088654727901445e-14,4.395866672619755e-07,6.588489169358332e-06,0.05972056444284628,1.4543174088830864e-17,9.676980571867192e-09,2.1764264011051361e-10,3.594516452357336e-05,2.010017891817376e-11,1.3259613366697281e-17,4.74683951670737e-13,1.3960934093988815e-13,2.2182122528275187e-11,8.053472273474839e-10,2.3144911987003584e-15,9.94205663817038e-13,1.1291665451872555e-12,2.7061650102180743e-13,6.817061168097135e-18,2.015425780187543e-10,3.542387589515915e-16,6.331932623761685e-09,2.8438619227601904e-08,3.333440707957171e-12,2.979390747531728e-11,3.073795643924437e-09,2.0944031780147145e-13,4.327975039099196e-07,1.4113512715431237e-13,5.220062949324448e-06
0.015102697233433954,0.3887635891610679,3.76,0.0,6.793341912401104e-11,0.18451340087984955,0.6050652744244643,0.0,0.0011771656834899983,0.4761641963355513,1.9093178962907034e-14,3.5519479096160385e-10,1.686838386721245e-18,6.126838271063266e-21,0.0001517294356576442,1.059015833158728e-09,0.0016396215378072707,0.178433468287967,0.00021251335427174814,3.496126144632498e-07,0.0002316792372520289,1.2605561121789814e-12,0.6074633025302503,1.3348847650404047e-05,3.487139518723775e-11,5.984426499635561e-11,5.1102726609227614e-06,5.0381156272179076e-11,8.305417770100072e-10,5.20574810097195e-14,4.3885410287151643e-07,6.580277576572366e-06,0.05965262748197147,1.418629212233266e-17,9.659671851929098e-09,2.1406325396613772e-10,3.59384452662137e-05,2.0064104979838288e-11,1.3088074278684893e-17,4.649730386569761e-13,1.3676459747497683e-13,2.173023890895027e-11,7.866315444349842e-10,2.2672289457517637e-15,9.67619260801254e-13,1.101069457537497e-12,2.6386453380827575e-13,6.637446193344661e-18,1.996672911272964e-10,3.50902818879501e-16,6.314510019294326e-09,2.8391083499282273e-08,3.253961559761695e-12,2.9075794445203808e-11,3.019964120325887e-09,2.0444597976334147e-13,4.320588985512873e-07,1.377095961641589e-13,5.219993311456588e-06
0.015104422618083693,0.38876125548948076,3.76,0.0,6.714074505105838e-11,0.18447897013507775,0.6050677124778346,0.0,0.0011762752577422183,0.4761644703796729,1.8761993256687858e-14,3.519957215729148e-10,1.6803236376453909e-18,6.1027636166584296e-21,0.00015146537720019736,1.0565424547794065e-09,0.001637787992193986,0.17850134601056616,0.00021233841376127894,3.4934804942036266e-07,0.00023131083558385987,1.2489785315962809e-12,0.6074634188587464,1.3213197621622366e-05,3.393131896240153e-11,5.868773080906215e-11,5.061845031922111e-06,4.942323160090764e-11,8.291018489515022e-10,5.1035090516866894e-14,4.3812569892676477e-07,6.57208703500107e-06,0.0595848192888491,1.3839593370956593e-17,9.642436337661457e-09,2.1054657138950444e-10,3.5931739043389825e-05,2.0028184422666574e-11,1.2919196334526083e-17,4.554765507712966e-13,1.3398126092286268e-13,2.128829151024267e-11,7.683727709365348e-10,2.220291013760223e-15,9.417847698474766e-13,1.0737053328781265e-12,2.572869798967967e-13,6.478266520703894e-18,1.9783046275922695e-10,3.4759943909695056e-16,6.297158222517751e-09,2.8343715247295703e-08,3.176472570749445e-12,2.837586328831901e-11,2.9671443365042777e-09,1.9957675069844292e-13,4.3132278220915664e-07,1.3437200332118297e-13,5.219923646139016e-06
0.015106148002733431,0.3887589263394158,3.76,0.0,6.636395817746591e-11,0.18444460608689126,0.6050701429023119,0.0,0.0011753874698335943,0.47616474274066817,1.8437403297420373e-14,3.4885303143459443e-10,1.6738565448237226e-18,6.078876481819847e-21,0.00015120221711673967,1.0540880952573517e-09,0.0016359602492955407,0.1785690952448459,0.00021216380756735334,3.4908425942256e-07,0.00023094366758692715,1.2376075219561018e-12,0.6074635334325617,1.3078962890156635e-05,3.30189907474692e-11,5.7555187591736595e-11,5.013882941112448e-06,4.8485071880104795e-11,8.276668067938013e-10,5.004073782112266e-14,4.3740138433030646e-07,6.563917418953355e-06,0.05951713944777502,1.3498904121043524e-17,9.625273465465078e-09,2.0709142721348033e-10,3.592504581301011e-05,1.9992416099391175e-11,1.2750658313673404e-17,4.4618942354834216e-13,1.3125594625808583e-13,2.0856045025831643e-11,7.505591492770493e-10,2.174818876899314e-15,9.166796510734135e-13,1.0470538741318587e-12,2.5089691118771134e-13,6.3226165392921296e-18,1.9603111088838298e-10,3.443285142572768e-16,6.279876661871426e-09,2.829651308876278e-08,3.1009217184460714e-12,2.7693632252759618e-11,2.915315847509712e-09,1.9482928640433883e-13,4.3058913605097993e-07,1.3111606235116075e-13,5.219853954542696e-06
0.01510787338738317,0.3887566016949566,3.76,0.0,6.560268945086188e-11,0.18441030850278903,0.6050725657595148,0.0,0.001174502301772526,0.4761650134350907,1.8119266781369004e-14,3.45765502503502e-10,1.6674387667233934e-18,6.055141016562923e-21,0.00015093994932144274,1.0516525736974269e-09,0.0016341382599584526,0.17863671640466033,0.00021198953383483183,3.488212446816889e-07,0.0002305777250673201,1.2264365055409503e-12,0.6074636462708173,1.2946128266059652e-05,3.2133531897783605e-11,5.644609622702241e-11,4.966381882800381e-06,4.7566236108240094e-11,8.262366173877454e-10,4.90758904810942e-14,4.3668108994540836e-07,6.555768604016705e-06,0.05944958754562632,1.3167704425204583e-17,9.608182677845416e-09,2.0369668115274973e-10,3.591836552924999e-05,1.995679882682669e-11,1.2584966474525288e-17,4.371065037421355e-13,1.2859182818461878e-13,2.0433266336273307e-11,7.331793001018784e-10,2.1308330450210143e-15,8.922821413615268e-13,1.0210956275415486e-12,2.446725256619315e-13,6.15872913917586e-18,1.9426828289442295e-10,3.410896579155558e-16,6.262664839509792e-09,2.8249475594370715e-08,3.0272581759350137e-12,2.7028627740869846e-11,2.864458689119308e-09,1.9020041292349337e-13,4.2985794549726935e-07,1.2794303595883675e-13,5.219784237813028e-06
0.015109598772032908,0.38875428154056674,3.76,0.0,6.485657909921821e-11,0.18437607715175908,0.6050749811103168,0.0,0.0011736197357407746,0.4761652824793198,1.7807443423929895e-14,3.427319442421028e-10,1.6610699178507775e-18,6.031600038337743e-21,0.0001506785677801515,1.0492357110792741e-09,0.0016323219756570993,0.1787042099015599,0.0002118155907248545,3.4855900173007095e-07,0.00023021299990875523,1.2154595445245291e-12,0.6074637573924315,1.2814678724808566e-05,3.127409305144074e-11,5.53599503274053e-11,4.9193373942954345e-06,4.6666293652345034e-11,8.248112472046631e-10,4.812323453535253e-14,4.3596474834875e-07,6.547640466935906e-06,0.059382163171575866,1.2848260473453517e-17,9.591163422684355e-09,2.0036121495743034e-10,3.5911698144234103e-05,1.9921331415737163e-11,1.2423513574056657e-17,4.282229471137215e-13,1.2598834949395578e-13,2.001973273026304e-11,7.16222143382714e-10,2.08732535111558e-15,8.685711270452212e-13,9.958117178706169e-13,2.3859746643553725e-13,6.002611362953118e-18,1.9254105155135936e-10,3.37882378803589e-16,6.2455223697584845e-09,2.8202601279034507e-08,2.9554319064271416e-12,2.6380389667957274e-11,2.8145533227555817e-09,1.8568703947650569e-13,4.291291952523044e-07,1.248533198714368e-13,5.219714497072753e-06
0.015111324156682647,0.38875196586073185,3.76,0.0,6.412527479609509e-11,0.18434191180400386,0.6050773890149975,0.0,0.0011727397540408219,0.4761655498895958,1.7501796441079814e-14,3.397511862254235e-10,1.6547473340119475e-18,6.008272162900835e-21,0.00015041806652382275,1.0468373293597533e-09,0.0016305113483585474,0.17877157614520148,0.00021164197641565085,3.4829751952048974e-07,0.00022984948405887115,1.2046745998159483e-12,0.6074638668161584,1.268459937765369e-05,3.043984813366385e-11,5.429623371966949e-11,4.8727450480229214e-06,4.578482311539914e-11,8.233906640590566e-10,4.718495348332466e-14,4.352522934781537e-07,6.539532885395453e-06,0.05931486591668417,1.2536225891539349e-17,9.574215152196047e-09,1.9708392823345994e-10,3.5905043614529796e-05,1.9886012734853443e-11,1.2263555425933296e-17,4.195341998491048e-13,1.234395587517011e-13,1.96152294837077e-11,6.99676812646398e-10,2.044494742658686e-15,8.455260474548354e-13,9.711835274955764e-13,2.3268505403076495e-13,5.861256458628258e-18,1.9084851050092564e-10,3.3470647457584696e-16,6.2284488141356154e-09,2.815588876448524e-08,2.8853944475835516e-12,2.5748475072285847e-11,2.7655805547557927e-09,1.8128609569302618e-13,4.284028664462884e-07,1.2184089692217207e-13,5.219644733426257e-06
0.015113049541332385,0.3887496546398105,3.76,0.0,6.34084361557379e-11,0.1843078122317364,0.6050797895328749,0.0,0.0011718623391677352,0.4761658156819134,1.7202195104380277e-14,3.368220962650432e-10,1.6484706516851347e-18,5.985111336722976e-21,0.00015015843967346808,1.0444572529242397e-09,0.0016287063308458563,0.1788388155421125,0.00021146868911064946,3.4803679226312284e-07,0.00022948716957082906,1.1940785928518823e-12,0.6074639745604747,1.2555875559458033e-05,2.963000790133559e-11,5.3254438286992724e-11,4.826600473998989e-06,4.4921416717944235e-11,8.219748365939419e-10,4.6275108629555674e-14,4.3454366147144855e-07,6.531445738642943e-06,0.05924769537513081,1.2229773605925032e-17,9.557337325923667e-09,1.938637495740131e-10,3.5898401898117014e-05,1.985084167128172e-11,1.2104211805908846e-17,4.110356925226687e-13,1.2094406385904453e-13,1.9219544297001934e-11,6.83532839759226e-10,2.0031550787204354e-15,8.231272424489497e-13,9.471937103872927e-13,2.269387940542303e-13,5.718967923797445e-18,1.8918978731596573e-10,3.3156177032341575e-16,6.211443659170808e-09,2.8109336755300174e-08,2.8171000293767e-12,2.5132456622950137e-11,2.717521747318441e-09,1.7699465778960922e-13,4.276789420891902e-07,1.1890202761391768e-13,5.219574947948143e-06
0.015114774925982124,0.38874734786276527,3.76,0.0,6.270573016125431e-11,0.18427377820840896,0.605082182722647,0.0,0.0011709874737640565,0.47616607987211,1.6908509269737375e-14,3.3394356951568985e-10,1.6422424786573105e-18,5.962088845343221e-21,0.00014989968137583265,1.0420953080611202e-09,0.0016269068764341638,0.1789059284969052,0.00021129572702595885,3.4777682412335e-07,0.00022912604856119382,1.1836642115546903e-12,0.6074640806436843,1.2428492741384228e-05,2.8843805949176163e-11,5.2234081919165805e-11,4.780899338179975e-06,4.407567397582356e-11,8.205637324968759e-10,4.538719094272049e-14,4.338387898301307e-07,6.523378906868339e-06,0.05918065114300442,1.1934873419716924e-17,9.540529407804361e-09,1.906996253391429e-10,3.589177294847202e-05,1.9815817064721873e-11,1.1949527267186739e-17,4.0272266916605655e-13,1.1850743971694305e-13,1.883246500629643e-11,6.677800345037347e-10,1.962825064304182e-15,8.01355559268583e-13,9.238248834557221e-13,2.213281066847554e-13,5.566710038519788e-18,1.875640293866574e-10,3.2844776263801127e-16,6.194506430147045e-09,2.8062943859431633e-08,2.75050295826298e-12,2.4531908016671293e-11,2.670358607257463e-09,1.72809889310848e-13,4.269574099380683e-07,1.1604053635687859e-13,5.219505141694753e-06
0.015116500310631862,0.38874504551403605,3.76,0.0,6.201683419464095e-11,0.18423980950931665,0.6050845686421138,0.0,0.0011701151406830052,0.47616634247581413,1.6620611633962333e-14,3.31114534059032e-10,1.6360612963869899e-18,5.9392754827877045e-21,0.00014964178584958622,1.0397513231114348e-09,0.0016251129391868903,0.17897291541131297,0.00021112308839802048,3.4751760900936065e-07,0.00022876611324366156,1.1734268785881388e-12,0.6074641850838418,1.2302436598741056e-05,2.8080507075223863e-11,5.1234717313670646e-11,4.735637359060988e-06,4.3247206261237656e-11,8.191573195545829e-10,4.4500596349719735e-14,4.331376179856887e-07,6.5153322716686546e-06,0.059113732819263395,1.1652040817339657e-17,9.523790868403674e-09,1.8759052765399504e-10,3.5885156718885156e-05,1.9780937777031376e-11,1.1799677313173556e-17,3.945908872137119e-13,1.1612687402296189e-13,1.845379441027567e-11,6.524085220221246e-10,1.9223450835417317e-15,7.801925861193401e-13,9.01060198700811e-13,2.1584418149149878e-13,5.430115944486289e-18,1.8597041342270235e-10,3.2536399091589926e-16,6.17763677073648e-09,2.801670865707534e-08,2.6855584357198197e-12,2.3946425023531395e-11,2.624073326382596e-09,1.6872903722148167e-13,4.2623825443616517e-07,1.132554459658369e-13,5.219435315695915e-06
0.0151182256952816,0.3887427475788704,3.76,0.0,6.134143124643751e-11,0.1842059059107029,0.6050869473486206,0.0,0.001169245322866957,0.4761666035085551,1.6338378987111062e-14,3.2833392684082283e-10,1.6299215376829571e-18,5.916697463060318e-21,0.00014938474738331327,1.037425126820709e-09,0.001623324473532357,0.1790397766855698,0.0002109507714817014,3.47259125978553e-07,0.00022840735588016542,1.1633681818278528e-12,0.6074642878988787,1.2177692912366054e-05,2.7339393451726726e-11,5.02558620538567e-11,4.690810283902268e-06,4.243563325119833e-11,8.177555677868916e-10,4.363064566469072e-14,4.3244008633732883e-07,6.5073057154020976e-06,0.059046940004360525,1.1370463175707102e-17,9.507121181598073e-09,1.845354422397174e-10,3.587855317074952e-05,1.9746202769158527e-11,1.1647736318590408e-17,3.866365257792813e-13,1.1378982044124521e-13,1.808334458350041e-11,6.374085630967577e-10,1.8827865795125118e-15,7.596202864397691e-13,8.788830563681521e-13,2.105270542735015e-13,5.318277790070023e-18,1.8440813096444773e-10,3.223105365125373e-16,6.160834270211178e-09,2.797062994944095e-08,2.6222236650907917e-12,2.337561933403232e-11,2.5786483648636257e-09,1.6474934395263187e-13,4.2552145308266517e-07,1.1053485119123619e-13,5.219365470967459e-06
0.015119951079931339,0.38874045404183505,3.76,0.0,6.067921410289248e-11,0.18417206719063248,0.6050893188986822,0.0,0.001168378003413972,0.47616686298562544,1.606169392622516e-14,3.256007233863327e-10,1.6238251771045361e-18,5.894221460055327e-21,0.0001491285603429978,1.0351165503859765e-09,0.0016215414346128915,0.1791065127170557,0.00021077877455367479,3.470013742914332e-07,0.0002280497688276467,1.1534846338839871e-12,0.6074643891064703,1.2054247664396997e-05,2.661977581088047e-11,4.9297033450186515e-11,4.646413911349927e-06,4.1640585047476335e-11,8.163584477474539e-10,4.280907144908672e-14,4.317461370994305e-07,6.499299121817129e-06,0.05898027230159373,1.1090368454267485e-17,9.490519827914405e-09,1.8153337953419294e-10,3.587196226510585e-05,1.9711610983070884e-11,1.1494404750056853e-17,3.7885524733288945e-13,1.1149946447091921e-13,1.7720918554385285e-11,6.227707737678018e-10,1.84590787177758e-15,7.396214082202876e-13,8.572780751969579e-13,2.0537423698881337e-13,5.184989784123997e-18,1.8287640198201438e-10,3.1928730728031693e-16,6.1440983614648476e-09,2.7924706629612844e-08,2.5604585823235782e-12,2.2819108343494595e-11,2.5340666467871605e-09,1.6086819430859354e-13,4.2480699074415274e-07,1.0787688970871983e-13,5.219295608499849e-06
