Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54)
2.0673762979341837e-08,0.7853304228505731,1.6398885801190224e-06,1.7373267081702914e-08,1.6426765847776927e-08,9.664643656049e-07,0.0,0.0,1.217447707446502e-06,4.918538331721231e-10,2.51458656345177e-16,2.151632250661604e-07,4.827163952313549e-17,2.52205153501409e-21,1.4277919689593105e-15,4.0355455711894637e-22,5.8797531622642015e-24,2.6442657872406917e-24,3.029357439332092e-29,6.724020205334741e-41,6.828059801191097e-38,3.1113993437751985e-44,4.465096427442621e-24,7.900067207499088e-35,5.408315990361575e-29,5.1531765279115834e-37,6.868907992630444e-40,5.9156582059774255e-46,6.038953001515153e-50,5.791946256567482e-50,3.94640124822751e-33,2.977858957729635e-43,3.5843652320552174e-42,2.5405077727051872e-42,3.76,0.0,0.6372808980104625,0.9999970313670814,2.039325807034058e-09,2.373080988412302e-31,6.930141201482026e-05,7.109276577498967e-05,1.3528163116720548e-06,6.6080594547272715e-12,3.5114511777931533e-12,1.517109894598021e-06,1.564131199947526e-07,2.3365557494317014e-10,5.135660717630644e-10,3.203868011917285e-10,2.3721512980019057e-14,1.4029432239696332e-15,8.919167708046897e-07,2.5666927155429173e-14
2.1247233020135184e-08,0.785330715691891,1.728701620597545e-06,1.882281367003837e-08,1.7746585363354006e-08,9.974660131067012e-07,0.0,0.0,1.2512444713344699e-06,5.194356789610489e-10,2.887547790316575e-16,2.3286363031516828e-07,5.419594354649102e-17,2.9585828942207592e-21,1.5673768768037756e-15,4.676512006787493e-22,6.818663521156997e-24,3.1390799302016727e-24,3.6923208693398057e-29,8.841187793453916e-41,8.901328267319107e-38,4.2196309891662286e-44,5.2354335624568674e-24,1.0253257183518396e-34,6.408935343168162e-29,6.631014483720037e-37,8.94782784730128e-40,8.127436195388214e-46,8.313178942221224e-50,7.967920907374556e-50,4.9849829558549715e-33,3.9260457544671384e-43,4.7936582751527924e-42,3.385692499415644e-42,3.76,0.0,0.6372788565042913,0.999996899416534,2.2656197164163093e-09,2.9303116313774682e-31,7.1175040381407e-05,7.306923049837668e-05,1.3992828903396287e-06,6.981837715793489e-12,3.6129305806966462e-12,1.596010553345951e-06,1.6790681724017132e-07,2.451787467629143e-10,5.441845922489921e-10,3.484942309585215e-10,2.5206450582598027e-14,1.526543821730938e-15,9.16656201506649e-07,2.7413649722067878e-14
2.182070306092853e-08,0.7853310086633123,1.819671941984677e-06,2.0348785597527796e-08,1.9131373294895375e-08,1.028802370610134e-06,0.0,0.0,1.2850443704803871e-06,5.477656897779364e-10,3.305642673256195e-16,2.514708521015825e-07,6.068575484971458e-17,3.457497393591036e-21,1.7168232269871416e-15,5.401043091980449e-22,7.880870853055619e-24,3.7119303283952726e-24,4.4780890914487266e-29,1.1545625073292004e-40,1.1533139825226466e-37,5.684279132787357e-44,6.116404704848801e-24,1.322648370165064e-34,7.564948367423718e-29,8.480160079350243e-37,1.1585372543121625e-39,1.1086047500838702e-45,1.1360800799808774e-49,1.0881836696173056e-49,6.262698968353583e-33,5.143154217318141e-43,6.367875178127694e-42,4.482635666215451e-42,3.76,0.0,0.6372768142035344,0.9999967648066357,2.5098272395245402e-09,3.6008870685204903e-31,7.304608338011961e-05,7.504613553111167e-05,1.4465513111981137e-06,7.36526537934443e-12,3.714283954967398e-12,1.6765794282730511e-06,1.7985855143844877e-07,2.5695157207796144e-10,5.758466526507788e-10,3.7845695334525453e-10,2.6747757180127915e-14,1.6576179290751459e-15,9.413955524683686e-07,2.92354498101446e-14
2.2394173101721878e-08,0.7853313017675592,1.9127859138096845e-06,2.1952935685898234e-08,2.0582312804255857e-08,1.0604814886812538e-06,0.0,0.0,1.3188475330437094e-06,5.768435630130936e-10,3.773098234162427e-16,2.710037359412291e-07,6.777972549575848e-17,4.025904800796625e-21,1.8765506776332737e-15,6.217763341316374e-22,9.079233166451523e-24,4.372950519759431e-24,5.405435032753206e-29,1.4979156681679908e-40,1.4855625505792198e-37,7.608227570221171e-44,7.120842783699015e-24,1.6963035939298958e-34,8.896101032023329e-29,1.0781406711022906e-36,1.491346953368055e-39,1.5017970215803374e-45,1.5418028124411116e-49,1.4758349408642967e-49,7.827154203268592e-33,6.696502093741607e-43,8.404716635429567e-42,5.89796587955478e-42,3.76,0.0,0.6372747710816627,0.9999966275389014,2.77281687527003e-09,4.4044925938045955e-31,7.491454448024738e-05,7.702349842959211e-05,1.4946480862851077e-06,7.75829048632207e-12,3.8155114136587574e-12,1.7587941176578534e-06,1.9226960838056989e-07,2.689764211097623e-10,6.085704122494366e-10,4.103586056317343e-10,2.8346779979904904e-14,1.7964475640664043e-15,9.661348236575366e-07,3.1134154919034446e-14
2.2967643142515225e-08,0.7853315950073175,2.008029971843714e-06,2.3637001631514502e-08,2.210056333255484e-08,1.0925113691131587e-06,0.0,0.0,1.352654086338259e-06,6.066689990805623e-10,4.2944201763468746e-16,2.9148087412534246e-07,7.551805177265449e-17,4.671522749382833e-21,2.0469833659620835e-15,7.135962680338528e-22,1.042761682416045e-23,5.133320555701204e-24,6.495409978418303e-29,1.9312963997985922e-40,1.90279939923921e-37,1.0120820862224186e-43,8.26272714585485e-24,2.163493439892116e-34,1.0424114283929987e-28,1.363054294427877e-36,1.9091068518124426e-39,2.0210939757169392e-45,2.0785428568532016e-49,1.9883092045998607e-49,9.734016205990624e-33,8.668101743808092e-43,1.1024849606200444e-41,7.713822684351741e-42,3.76,0.0,0.6372727271121359,0.9999964876148529,3.0554726345948125e-09,5.363675800591267e-31,7.67804271444388e-05,7.900133679354009e-05,1.5435997382076476e-06,8.160861295332797e-12,3.916613071762017e-12,1.842632477753537e-06,2.0514097720287712e-07,2.8125597150035773e-10,6.423746199324881e-10,4.442846100697621e-10,3.0004928460443054e-14,1.9433221512721406e-15,9.908740150410506e-07,3.3111639315428966e-14
2.411458322410192e-08,0.7853321819039286,2.2048544190654077e-06,2.725175676309327e-08,2.534351864848122e-08,1.1576551817046517e-06,0.0,0.0,1.4202778701729635e-06,6.685613763630207e-10,5.518142298063176e-16,3.353410339557857e-07,9.30963346258095e-17,6.2285079760263876e-21,2.421681894322883e-15,9.317498255776425e-22,1.363528791872445e-23,7.002566889422431e-24,9.260120192246782e-29,3.154600108614422e-40,3.072528626062924e-37,1.7601756182623333e-43,1.1020930681727955e-23,3.4648538293765595e-34,1.4168383434766408e-28,2.144559074041488e-36,3.0796334786241066e-39,3.593551625352665e-45,3.707892933715187e-49,3.54227679826452e-49,1.4845207927268347e-32,1.4285427317175029e-42,1.864348573033761e-41,1.2973885308335762e-41,3.76,0.0,0.6372686365239617,0.9999961998039364,3.6833942715640383e-09,7.8554221354332025e-31,8.050447098258335e-05,8.295851046872077e-05,1.6441737507198763e-06,8.994434138985507e-12,4.118439443209175e-12,2.0150929075223493e-06,2.3226720577649392e-07,3.065913517725546e-10,7.13302323232359e-10,5.185601625146512e-10,3.350456925257425e-14,2.2624023005268315e-15,1.0403521582547963e-06,3.731069050407136e-14
2.5146829297529946e-08,0.7853327106005286,2.389146585904384e-06,3.0795474505337955e-08,2.8503539989651074e-08,1.217563503584643e-06,0.0,0.0,1.4811521319695779e-06,7.268182365344498e-10,6.854992810818618e-16,3.7822596333015966e-07,1.1155568720269264e-16,7.984949468408508e-21,2.7998602679566184e-15,1.1736015372158749e-21,1.7196980159418844e-23,9.161227666469542e-24,1.256992868308925e-28,4.815023072538301e-40,4.6494063488625146e-37,2.842834117335854e-43,1.4139728799676983e-23,5.206471443698546e-34,1.8475158694226481e-28,3.171000388537068e-36,4.656711172679006e-39,5.913323588483238e-45,6.118439054737589e-49,5.838256872131338e-49,2.1383019050894253e-32,2.2002181208988358e-42,2.936101997689739e-41,2.0343063394514318e-41,3.76,0.0,0.6372649518295198,0.9999959317049294,4.3249569502878855e-09,1.0927588909922093e-30,8.384732678840128e-05,8.652176993536853e-05,1.737879948726895e-06,9.77678136269267e-12,4.2996540869039914e-12,2.1756432812086756e-06,2.582594101096701e-07,3.3029700358450427e-10,7.81032549687455e-10,5.932241995399235e-10,3.687197403338678e-14,2.5801514929028843e-15,1.0848822138638075e-06,4.1379102349766455e-14
2.6179075370957973e-08,0.7853332397763112,2.5801322777084035e-06,3.462446193400372e-08,3.189863226022287e-08,1.278730533735936e-06,0.0,0.0,1.542039321506178e-06,7.874926771384143e-10,8.450290736903e-16,4.2444815527323377e-07,1.3279942532850161e-16,1.0143056620501532e-20,3.219498257400844e-15,1.466201373003778e-21,2.1512418082090286e-23,1.1872570749868347e-23,1.6861234873288275e-28,7.229813728451495e-40,6.930916686838488e-37,4.516366244466389e-43,1.7981653284139352e-23,7.710440811704862e-34,2.3864065083789877e-28,4.6204470428632886e-36,6.937613624069935e-39,9.561642277419935e-45,9.919276353275086e-49,9.453876072967097e-49,3.039936574012182e-32,3.33623013929107e-42,4.5487009006006956e-41,3.1392322600609536e-41,3.76,0.0,0.637261263976523,0.9999956550234552,5.044662476099104e-09,1.502471893132669e-30,8.718188201255841e-05,9.00868444840044e-05,1.8347677847608389e-06,1.0589261851794864e-11,4.48046291250614e-12,2.341121453417282e-06,2.85746271351847e-07,3.5488232199014285e-10,8.525819506911646e-10,6.758549803634517e-10,4.0456024971356556e-14,2.928830301408343e-15,1.129412010352316e-06,4.5734288411945003e-14
2.7211321444386e-08,0.785333769445663,2.7777347444676214e-06,3.874831752494688e-08,3.553474373516679e-08,1.3412012043071095e-06,0.0,0.0,1.602940151242707e-06,8.505830576098907e-10,1.034177962747006e-15,4.741072607504959e-07,1.5711890554883388e-16,1.2774499429207347e-20,3.6831992824611866e-15,1.8178573862513134e-21,2.670651091543246e-23,1.525141641863525e-23,2.236917380135038e-28,1.069122156793895e-39,1.0188298891629535e-36,7.0651172868770144e-43,2.267993593866005e-23,1.1265004416601307e-33,3.055416349798035e-28,6.641314712217954e-36,1.0193232471350722e-38,1.5209600084416687e-44,1.581775646470042e-48,1.505786678035126e-48,4.2693484583174674e-32,4.98552608479752e-42,6.939626900935624e-41,4.772419702758692e-41,3.76,0.0,0.6372575728111317,0.9999953697686427,5.8481871936013566e-09,2.0434442203570324e-30,9.050815661305722e-05,9.365383697895428e-05,1.934990966897058e-06,1.1431581619251827e-11,4.660866584866728e-12,2.5114072316615906e-06,3.1472455231933285e-07,3.8037250035508033e-10,9.28081156267961e-10,7.670124674054805e-10,4.4267592016478485e-14,3.3104244992197213e-15,1.173941547499682e-06,5.0389180258397754e-14
2.8243567517814027e-08,0.7853342996226161,2.981877908332733e-06,4.3176487665562314e-08,3.941759979243263e-08,1.4050199530322833e-06,0.0,0.0,1.6638553250883617e-06,9.160877674968465e-10,1.2570976168254451e-15,5.273004965580949e-07,1.848222307969058e-16,1.596025370105015e-20,4.193595127705181e-15,2.2378829041197174e-21,3.2919570412706057e-23,1.9431297615067828e-23,2.9372565746461776e-28,1.5586717196802844e-39,1.4781730674385265e-36,1.0893685772705056e-42,2.838641839880162e-23,1.625180545936114e-33,3.8798914123142106e-28,9.425793812678181e-36,1.4783401693622384e-38,2.382647758232539e-44,2.4837935246553824e-48,2.361697065026498e-48,5.928067977865038e-32,7.349254928628256e-42,1.0436430962229636e-40,7.15454181635825e-41,3.76,0.0,0.6372538781801466,0.9999950759496933,6.741346565882929e-09,2.7511083275904785e-30,9.382617048056449e-05,9.722284998566075e-05,2.0387025547605287e-06,1.2303448897781992e-11,4.840865769605457e-12,2.686382906775621e-06,3.451888794463516e-07,4.0679506729271545e-10,1.0076669388970402e-09,8.672737076666996e-10,4.831845106833424e-14,3.7270154335951314e-15,1.2184708250776403e-06,5.5357396614712766e-14
2.9275813591242054e-08,0.7853348303208568,3.1924863582250857e-06,4.791826820474452e-08,4.35527087050976e-08,1.4702307273164647e-06,0.0,0.0,1.7247855384775043e-06,9.84005226083495e-10,1.518337452963931e-15,5.841226956678575e-07,2.1623429543392764e-16,1.9791351331675197e-20,4.7533420342074075e-15,2.7366788010351357e-21,4.030861339258476e-23,2.4566724304284844e-23,3.8199753700751697e-28,2.2424404245245437e-39,2.1184621458078925e-36,1.657105097717176e-42,3.5273370888241855e-23,2.3171379838704264e-33,4.889011436585148e-28,1.322045049813607e-35,2.118127146654664e-38,3.6794867950633546e-44,3.844386440582535e-48,3.65113059148569e-48,8.144004545338385e-32,1.0696124489788742e-41,1.5485709144585184e-40,1.0586071058306941e-40,3.76,0.0,0.6372501799311527,0.9999947735758781,7.730089923193934e-09,3.66880693384372e-30,9.713594343896128e-05,0.00010079398562980624,2.1460548175734675e-06,1.320457412413778e-11,5.020461132173673e-12,2.8659332024036945e-06,3.771319340126194e-07,4.341797014123197e-10,1.0914821855600992e-09,9.772324537748622e-10,5.262135170506067e-14,4.180783987124945e-15,1.2629998428505099e-06,6.065329603031575e-14
3.030805966467008e-08,0.7853353615537324,3.4094853444895697e-06,5.298280598921904e-08,4.794536728601119e-08,1.5368769882898161e-06,0.0,0.0,1.7857314784450143e-06,1.054333882017103e-09,1.8228651597331757e-15,6.446663565330266e-07,2.516968012627099e-16,2.436965002360439e-20,5.3651169781851044e-15,3.3258197363030266e-21,4.904873145750598e-23,3.0835637652291054e-23,4.923492712955971e-28,3.186385789567997e-39,3.0013368340328633e-36,2.4888786100090593e-42,4.3535420171091625e-23,3.267448035218303e-33,6.116213944582498e-28,1.833890677020398e-35,3.0003194678857227e-38,5.60644823690869e-44,5.870470955258638e-48,5.568859252840961e-48,1.1077062654671436e-31,1.5381492107372214e-41,2.2689987984876908e-40,1.5471923148919817e-40,3.76,0.0,0.6372464779126463,0.9999944626565399,8.820495349999201e-09,4.8492148110214796e-30,0.00010043749524588726,0.00010436734546929416,2.25719910516423e-06,1.4134669923511904e-11,5.199653336814759e-12,3.049945225530809e-06,4.105446294747092e-07,4.6255805570263805e-10,1.1796758642491017e-09,1.097498790022848e-09,5.719008827742904e-14,4.674014428330798e-15,1.3075286005754134e-06,6.62920321552827e-14
3.134030573809811e-08,0.7853358933342577,3.6328007735890436e-06,5.8379100386650035e-08,5.260066639199438e-08,1.6050017148317228e-06,0.0,0.0,1.8466938237010877e-06,1.1270722129382523e-09,2.176087277227921e-15,7.09021691397878e-07,2.9156824668667316e-16,2.9808620409490696e-20,6.0316141253491856e-15,4.018144353307103e-21,5.933452809435247e-23,3.844205882926015e-23,6.292493511494938e-28,4.47532256754663e-39,4.206348350322072e-36,3.6937065126842286e-42,5.339158695695527e-23,4.56002559615131e-33,7.599649115914929e-28,2.517689056671742e-35,4.2045055557678414e-38,8.435548887979242e-44,8.851355748238257e-48,8.386818116714777e-48,1.4925707203192768e-31,2.187092538085844e-41,3.2854137872642764e-40,2.235248890521997e-40,3.76,0.0,0.6372427719741547,0.9999941432010906,1.0018764704043333e-08,6.355958457291785e-30,0.00010373084559328009,0.0001079430303779404,2.372285730784656e-06,1.5093451093856198e-11,5.3784430468002905e-12,3.238308418010491e-06,4.454162760915611e-07,4.919635910001179e-10,1.2724029855247587e-09,1.2286987632646339e-09,6.203957440161938e-14,5.209098151472871e-15,1.3520570980025192e-06,7.228961165415425e-14
3.2372551811526134e-08,0.7853364256751227,3.862359202840898e-06,6.411600479531386e-08,5.752349628769552e-08,1.674647407564174e-06,0.0,0.0,1.9076732447054725e-06,1.2022187251146125e-09,2.5838698163035508e-15,7.772766736061679e-07,3.3622388973002913e-16,3.6234149439919523e-20,6.7555414589426896e-15,4.827849578572185e-21,7.138162581867138e-23,4.7618944680633043e-23,7.978660828605207e-28,6.217356086478626e-39,5.835319070632503e-36,5.42031286974578e-42,6.5087437496846e-23,6.302252718168455e-33,9.382667278827645e-28,3.423001015927384e-35,5.832616063662898e-38,1.2542503488232265e-43,1.3187488259998686e-47,1.2480864379737026e-47,1.993460402874569e-31,3.076905161801603e-41,4.704338332969489e-40,3.194242644343718e-40,3.76,0.0,0.6372390619663397,0.9999938152190113,1.1331218767551598e-08,8.265455558339998e-30,0.00010701601410790891,0.00011152114044040733,2.491463865266684e-06,1.6080634590249727e-11,5.556830925078463e-12,3.4309145090951714e-06,4.817347333076733e-07,5.224314184499349e-10,1.3698245594112635e-09,1.3714740187617319e-09,6.718592099518628e-14,5.7885373015736115e-15,1.3965853348752987e-06,7.866295486903798e-14
3.340479788495416e-08,0.7853369585886995,4.098087835194747e-06,7.0202228140663e-08,6.271855187544914e-08,1.7458560928151653e-06,0.0,0.0,1.968670403741142e-06,1.2797719530781448e-09,3.0525588891979685e-15,8.495170839462688e-07,3.8605568699521796e-16,4.3785357922290634e-20,7.539617571126135e-15,5.770589031040651e-21,8.542824388740452e-23,5.863125713224251e-23,1.0041459363398658e-27,8.549142525588752e-39,8.017567790620229e-36,7.869784073959481e-42,7.889735049309876e-23,8.630552308588532e-33,1.151433990418497e-27,4.6114621753034404e-35,8.014190817878172e-38,1.844136865557967e-43,1.9427907062960715e-47,1.8365580829037128e-47,2.640346408534321e-31,4.2854626403626913e-41,6.665523773420253e-40,4.5178785594076545e-40,3.76,0.0,0.6372353477410959,0.9999934787198508,1.2764292524874077e-08,1.0668994747480113e-29,0.00011029302035190268,0.00011510177485727922,2.614881441413174e-06,1.7095939509453837e-11,5.734817634435197e-12,3.627657468931209e-06,5.194865510317717e-07,5.539981504452536e-10,1.4721075482006905e-09,1.5264814408764128e-09,7.264651789994846e-14,6.414948284557864e-15,1.441113310930793e-06,8.542995926614589e-14
3.443704395838219e-08,0.7853374920870478,4.339914514050837e-06,7.664633635890113e-08,6.819033779502769e-08,1.818669326552384e-06,0.0,0.0,2.0296859549874163e-06,1.3597304592657033e-09,3.589001328779199e-15,9.258265560543835e-07,4.4147221006655955e-16,5.261543045091101e-20,8.386568610724798e-15,6.863575593670623e-21,1.0173684784084155e-22,7.177925554453277e-23,1.2548971076794019e-27,1.164209143479242e-38,1.091613615022243e-35,1.1311721274432762e-41,9.512690177734388e-23,1.1717065501418918e-32,1.4050015374714522e-27,6.15922075219515e-35,1.0912662656880681e-37,2.6829237596216003e-43,2.831867038546525e-47,2.6739202294752217e-47,3.4697234523095497e-31,5.912288721159268e-41,9.350811595111862e-40,6.3280312833919835e-40,3.76,0.0,0.6372316291516353,0.9999931337132255,1.4324530563142215e-08,1.3675078775858748e-29,0.00011356188382327304,0.00011868503185947585,2.742685067815542e-06,1.8139087074650046e-11,5.912403837188387e-12,3.82843346299715e-06,5.586571006363988e-07,5.867017596866426e-10,1.579424815598773e-09,1.6943927985805035e-09,7.844011916635467e-14,7.091065161301736e-15,1.4856410258999002e-06,9.260956572383013e-14
3.5469290031810214e-08,0.7853380261819226,4.587767718118694e-06,8.345675386771189e-08,7.39431733971568e-08,1.8931281982874728e-06,0.0,0.0,2.0907205445925137e-06,1.4420928336630117e-09,4.20056527438648e-15,1.0062866208979163e-06,5.028985407838292e-16,6.289245604514861e-20,9.299125380575196e-15,8.125688189744433e-21,1.2059587196539018e-22,8.74020207228082e-23,1.55787836193569e-27,1.5709637012183644e-38,1.4735167042336826e-35,1.6104717789747146e-41,1.1411536885743513e-22,1.577761030740042e-32,1.7051910711007164e-27,8.159772060828782e-35,1.4732813251116035e-37,3.8643491709092605e-43,4.086503134129773e-47,3.8541196811534727e-47,4.525779203348881e-31,8.083640537616875e-41,1.299497810064662e-39,8.78200702635257e-40,3.76,0.0,0.6372279060525657,0.9999927802088185,1.6018582592482608e-08,1.741205552551914e-29,0.00011682262395643146,0.00012227100863128115,2.875019951372548e-06,1.9209800620273278e-11,6.089590194969928e-12,4.033140807463122e-06,5.992306964229545e-07,6.205814460009138e-10,1.69195507259469e-09,1.875894395735173e-09,8.458693206379281e-14,7.81974292517909e-15,1.530168479507674e-06,1.0022182771236325e-13
3.650153610523824e-08,0.7853385608847796,4.841576556315866e-06,9.064176502419553e-08,7.998119759350834e-08,1.96927333495099e-06,0.0,0.0,2.151774810745552e-06,1.5268576934519865e-09,4.895160705288392e-15,1.0909767503535996e-06,5.707761465132465e-16,7.480027800639897e-20,1.0280020579365132e-14,9.577582819859792e-21,1.423215160172724e-22,1.05881220176163e-22,1.921893232575003e-27,2.101571602563811e-38,1.9728603017745998e-35,2.2722155292490274e-41,1.3623835790194067e-22,2.1081121842629867e-32,2.058974058008558e-27,1.072723989274483e-34,1.9729573978670828e-37,5.5134642622204385e-43,5.841072274969398e-47,5.502556793408083e-47,5.861730701442248e-31,1.0958579858678261e-40,1.7898926120777473e-39,1.2081382629604408e-39,3.76,0.0,0.63722417829996,0.9999924182163793,1.78531990833847e-08,2.203106315997053e-29,0.00012007526012270122,0.00012585980124142895,3.012029827949248e-06,2.0307805576905707e-11,6.2663773688147076e-12,4.241679925456765e-06,6.411907081253812e-07,6.55677510634614e-10,1.8098828203559012e-09,2.0716867261265506e-09,9.110870988969942e-14,8.603960662474383e-15,1.5746956714736316e-06,1.0828798342222484e-13
3.753378217866627e-08,0.7853390962067816,5.101270762706414e-06,9.820951557010078e-08,8.630837358619627e-08,2.0471449047382325e-06,0.0,0.0,2.2128493837479825e-06,1.6140236826613945e-09,5.681259903146006e-15,1.1799743998973642e-06,6.455627365841912e-16,8.853935147214422e-20,1.1331986182523591e-14,1.1241807902335237e-20,1.672596173436633e-22,1.2764512390308778e-22,2.3568896339457155e-27,2.7884601871110486e-38,2.6210390282418105e-35,3.178450461320641e-41,1.619105554203554e-22,2.7960798384173815e-32,2.4741384856734607e-27,1.4000159359268864e-34,2.6218363428893645e-37,7.795841717874077e-43,8.273841154555275e-47,7.7853572717837335e-47,7.5413459477027095e-31,1.473618250878996e-40,2.4445639120983796e-39,1.648270305743238e-39,3.76,0.0,0.6372204457514183,0.9999920477457214,1.9835227018516274e-08,2.770931707510732e-29,0.00012331981163082347,0.00012945150458168022,3.1538569006093046e-06,2.1432829456265687e-11,6.442766019332526e-12,4.453953304218697e-06,6.845196650337502e-07,6.920312377176547e-10,1.9333982904478166e-09,2.2824841332277396e-09,9.802884863857169e-14,9.446824595621487e-15,1.619222601512082e-06,1.1683053088854777e-13
3.8566028252094295e-08,0.7853396321588058,5.366780691478852e-06,1.0616801406445521e-07,9.292849347994405e-08,2.126782620926157e-06,0.0,0.0,2.2739448860844656e-06,1.703589471820819e-09,6.5679178254792464e-15,1.2733550504240835e-06,7.277321010765177e-16,1.0432760712484359e-19,1.2457750956570961e-14,1.3142923950134623e-20,1.95787599402506e-22,1.5317287994451865e-22,2.8740649289101817e-27,3.6712256282620987e-38,3.456639302744666e-35,4.409954086029011e-41,1.9158860672394385e-22,3.682720390159457e-32,2.9593595996643918e-27,1.814582054994557e-34,3.458717326924055e-37,1.0929146390760254e-42,1.1619620302956395e-46,1.0921028708805427e-46,9.640670065934338e-31,1.9664055487362027e-40,3.311937130805284e-39,2.2310358265515467e-39,3.76,0.0,0.6372167082661228,0.9999916688067239,2.197160575613669e-08,3.4653767835668724e-29,0.00012655629772745814,0.00013304621231233053,3.3006417848550693e-06,2.258460183632603e-11,6.618756806738003e-12,4.669865453129349e-06,7.291993523187855e-07,7.296847825837215e-10,2.0626973826751412e-09,2.5090144746512958e-09,1.0537248758327492e-13,1.0351571009537381e-14,1.6637492693324578e-06,1.258733061526309e-13
3.959827432552232e-08,0.7853401687514476,5.638037311963136e-06,1.1452513330371106e-07,9.984518278018981e-08,2.2082257456616314e-06,0.0,0.0,2.3350619324931924e-06,1.7955537576178942e-09,7.564792372677635e-15,1.3711922492162675e-06,8.177739331368761e-16,1.2240131952504545e-19,1.3660038101285793e-14,1.5307627608281588e-20,2.283164975469182e-22,1.8299905880745275e-22,3.485976479477116e-27,4.797937305741858e-38,4.526824333304149e-35,6.071214150872481e-41,2.2577412303836267e-22,4.8183606493639205e-32,3.5242747451876114e-27,2.3365237434554764e-34,4.5310635859393825e-37,1.519759064893164e-42,1.6185603488927666e-46,1.5195031103908264e-46,1.2249976828614917e-30,2.6048350493364632e-40,4.4528611210033023e-39,2.997200431896542e-39,3.76,0.0,0.637212965704886,0.9999912814093292,2.4269363002153747e-08,4.3105160873920257e-29,0.00012978473759767906,0.0001366440168141002,3.4525234603265494e-06,2.3762854346555687e-11,6.7943503907709075e-12,4.889322862588113e-06,7.752109001225792e-07,7.68681066628553e-10,2.1979816008301837e-09,2.7520187912490596e-09,1.1316661381272315e-13,1.1321569061680554e-14,1.708275674639664e-06,1.354415644949835e-13
4.063052039895035e-08,0.7853407059950291,5.914972203686358e-06,1.2328861172951404e-07,1.0706190478016867e-07,2.2915130937212654e-06,0.0,0.0,2.3962011300356377e-06,1.889915262558795e-09,8.6821645322031e-15,1.4735576500795356e-06,9.161936359193051e-16,1.4301597860834804e-19,1.4941563014435905e-14,1.7764880072102884e-20,2.6529306289531227e-22,2.1771847593650375e-22,4.206657700515467e-27,6.226630150286744e-38,5.888937380151861e-35,8.296563441847326e-41,2.6501681907102445e-22,6.264386341888987e-32,4.1795624365865575e-27,2.989881183722384e-34,5.896633018206777e-37,2.0969895255481907e-42,2.237109179612197e-46,2.0977890561642267e-46,1.5475967813430377e-30,3.4265483155419652e-40,5.943342656499128e-39,3.997694204956583e-39,3.76,0.0,0.637209217930193,0.9999908855635429,2.6735610888064577e-08,5.334253045293966e-29,0.00013300515036546376,0.00014024500914591593,3.609639228465049e-06,2.496732065326155e-11,6.9695474306510775e-12,5.112233963726935e-06,8.225348659250128e-07,8.090636784037323e-10,2.3394579866038645e-09,3.012250980818501e-09,1.2144017076583613e-13,1.2360323476623883e-14,1.752801817134434e-06,1.455620647711324e-13
4.1662766472378375e-08,0.7853412438996016,6.197517551466818e-06,1.324660548241917e-07,1.1458196483980072e-07,2.3766830362430065e-06,0.0,0.0,2.4573630781657716e-06,1.986672734631944e-09,9.930958384708944e-15,1.5805210526615667e-06,1.0235121151665078e-15,1.6644716295699494e-19,1.6305031174189112e-14,2.0546039902638692e-20,3.072019450558948e-22,2.5799130144203654e-22,5.0517396285633704e-27,8.027005114111312e-38,7.612350324698118e-35,1.1257700499093083e-40,3.099177827505011e-22,8.095319710004248e-32,4.9370257785420925e-27,3.8032767960492213e-34,7.625360723280017e-37,2.87214902226887e-42,3.069192758396519e-46,2.8747600983581633e-46,1.944424297574531e-30,4.477578915033692e-40,7.877787530827822e-39,5.2957919608621515e-39,3.76,0.0,0.6372054648062404,0.9999904812794328,2.9377542152200617e-08,6.568816214206902e-29,0.00013621755509417747,0.00014384927900814245,3.772124675697963e-06,2.6197736445022784e-11,7.144348585111664e-12,5.3385090889416395e-06,8.711513106437514e-07,8.508767806601438e-10,2.4873390518877506e-09,3.2904774763764736e-09,1.302241707972994e-13,1.3471477126099375e-14,1.7973276965137014e-06,1.5626315687803326e-13
