Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54)
3.616884070521496e-06,0.7885063128065136,0.00040523506799532697,0.00019985836870358947,9.417905411192789e-05,0.007894763885662386,0.0,0.0,0.00023068523634569015,7.54247978763183e-06,6.382729741218525e-07,0.010000160525485283,2.03647823443038e-11,3.7791093553836405e-12,3.174050129159768e-11,2.3438662602507275e-12,5.108299062271565e-13,6.435794793191834e-12,6.910037378692421e-18,3.477788787942554e-23,6.347590913056921e-21,1.9543463471175932e-23,7.841511918292254e-14,4.1992991170833274e-16,1.0007598540788392e-16,2.0766273206361336e-19,5.903088166022541e-23,1.166028677037993e-22,1.5172370704116855e-25,1.4897662057486518e-26,3.3356080945583376e-17,3.266279705410899e-25,1.9356749166225164e-23,4.4337406810995403e-23,3.76,0.0,0.6014598917761889,0.9863520242148582,0.004855871125654613,2.197183916493739e-15,0.001271050895989746,0.02212222638157105,0.021667853469887453,1.9484060715768854e-09,6.979010046929333e-11,0.00015065578494255526,4.349493782976355e-05,8.032686102629184e-06,0.001351247260317972,0.0006030358106383202,0.00016649789229105004,5.76730084627673e-07,0.00022870153137410137,0.00013937908220308334
3.680080242932094e-06,0.7885619714352579,0.0004056303118182515,0.00020018583439902006,9.5021260506006e-05,0.008045024567185444,0.0,0.0,0.00023295981746608623,7.675092060928498e-06,6.639197147941273e-07,0.010189492376400369,2.0272845310069182e-11,3.876108386530047e-12,3.1725311182350245e-11,2.3896875477898355e-12,5.326710880159152e-13,6.7056861700865945e-12,7.105617944561149e-18,3.6385027945220095e-23,6.6308605212242594e-21,2.033500265289168e-23,7.993609329875652e-14,4.4875634616532e-16,1.048778644884347e-16,2.2240547611890793e-19,6.161165135792073e-23,1.2658883383693509e-22,1.6827858706506767e-25,1.622313747974282e-26,3.5057772551757426e-17,3.5304645766583105e-25,2.0227262806619996e-23,4.69034254831949e-23,3.76,0.0,0.6007665226375697,0.9860681832475969,0.004986394261636716,2.3603316324285867e-15,0.0012691516120694867,0.02252191475161393,0.022063740378904524,1.944795697444854e-09,6.96607643715933e-11,0.00015037168313518105,4.338809849836793e-05,8.177306616858239e-06,0.0014040116212983731,0.0006177689984005309,0.00017610532249729378,6.17907061164533e-07,0.00023543679594244417,0.0001476958186499012
3.743276415342692e-06,0.7886174927139532,0.0004060252167930899,0.00020051145938634364,9.586014804970164e-05,0.008194914426651061,0.0,0.0,0.00023517061605652867,7.805236750847387e-06,6.900696444703564e-07,0.010378472973140556,2.0182176218540695e-11,3.973749101453398e-12,3.171021153557912e-11,2.435367245219056e-12,5.549858032455105e-13,6.980772226653724e-12,7.302494788678064e-18,3.803121925264662e-23,6.920553707961676e-21,2.1139899257179262e-23,8.14516619681753e-14,4.78917049115968e-16,1.0979920671909585e-16,2.378731627993013e-19,6.424871666253312e-23,1.3719856033363448e-22,1.8625570021970725e-25,1.7636221799394496e-26,3.6807453076881466e-17,3.8106844382261864e-25,2.1116948768514172e-23,4.9556777806985177e-23,3.76,0.0,0.6000733696305455,0.9857837903810085,0.0051179275924561314,2.532063906282319e-15,0.0012672579817994422,0.0229212798368515,0.022457343154934827,1.9411930250038014e-09,6.953178695534665e-11,0.00015008831882444066,4.328168267619323e-05,8.32097039269246e-06,0.0014577096895025514,0.000632566857283524,0.0001860399960056936,6.61106553615767e-07,0.00024231331171405536,0.00015632013348164796
3.80647258775329e-06,0.7886728764323997,0.0004064199314482426,0.00020083558591413628,9.669574725309409e-05,0.008344434173517105,0.0,0.0,0.0002373183827110643,7.932885635093244e-06,7.167227231570967e-07,0.010567103275166221,2.009277578668305e-11,4.072029052110672e-12,3.16952243132104e-11,2.4809083383765223e-12,5.777748806362359e-13,7.2610343252226145e-12,7.500671999931856e-18,3.9716641493626265e-23,7.216703852180378e-21,2.195807413125549e-23,8.296193114162952e-14,5.104454579294658e-16,1.1483974081326425e-16,2.540866433788606e-19,6.694218941779256e-23,1.4845715212680862e-22,2.0574553513378727e-25,1.9140795339243906e-26,3.8605316579189837e-17,4.107593690577942e-25,2.2025831447437302e-23,5.229834189432536e-23,3.76,0.0,0.5993804397724849,0.9854988504122181,0.00525046391288224,2.7126511376359553e-15,0.0012653703487144267,0.023320326988293245,0.02284864548652601,1.937598959939172e-09,6.940318776809974e-11,0.0001498057397449336,4.3175702823143914e-05,8.463672102601475e-06,0.0015123352547124018,0.0006474284890145502,0.0001963042654616818,7.063774946848805e-07,0.0002493334294817933,0.00016525597832936717
3.869668760163888e-06,0.7887281224132514,0.00040681458089049415,0.00020115850685989168,9.752808088377219e-05,0.008493584576075205,0.0,0.0,0.0002394038788666925,8.058014165131207e-06,7.438789192096765e-07,0.010755384296738797,2.0004641660552383e-11,4.1709457116910235e-12,3.1680367960015756e-11,2.526313624641917e-12,6.010391376055096e-13,7.546454058152184e-12,7.70015407433354e-18,4.14414712393396e-23,7.519345673022785e-21,2.278944901409098e-23,8.446700023899711e-14,5.433751821136565e-16,1.1999915033852672e-16,2.710669955458814e-19,6.969218099016364e-23,1.6039019014211822e-22,2.2684240408696617e-25,2.0740830025272094e-26,4.0451544301324264e-17,4.4218605424850455e-25,2.295393552513419e-23,5.51289794499068e-23,3.76,0.0,0.5986877398392182,0.9852133680964809,0.005383996067658175,2.9023664964850233e-15,0.0012634890001036237,0.023719061513874016,0.023237631879585025,1.934014262394694e-09,6.927498312300873e-11,0.00014952398588139986,4.307016904808183e-05,8.60540673930053e-06,0.001567882073804123,0.0006623530043343138,0.00020690031391461938,7.537681478596898e-07,0.00025649949763104795,0.00017450720476179068
3.932864932574486e-06,0.7887832305105633,0.0004072092703565602,0.00020148047266736125,9.83571652132812e-05,0.008642366452429348,0.0,0.0,0.00024142787598885944,8.1806012948908e-06,7.715382086426376e-07,0.010943317097943406,1.9917768953703992e-11,4.270496481090142e-12,3.1665657942634695e-11,2.5715857332516944e-12,6.247793795842449e-13,7.837013229042517e-12,7.900945841825175e-18,4.3205881977405504e-23,7.828515203372162e-21,2.363394656846688e-23,8.596696284379153e-14,5.777399993392563e-16,1.2527707526132215e-16,2.888355231466659e-19,7.249880225261306e-23,1.7302373019139602e-22,2.4964452587017295e-25,2.2440389710336357e-26,4.234630511787249e-17,4.754167038147995e-25,2.3901285944267966e-23,5.804953631634359e-23,3.76,0.0,0.5979952764014647,0.9849273481558325,0.005518516941583463,3.101485875746862e-15,0.001261614175698664,0.024117488669135358,0.0236242876165584,1.930439569544808e-09,6.914718666851386e-11,0.00014924309066851878,4.296508947731776e-05,8.746169599534516e-06,0.001624343872742765,0.0006773395219804092,0.00021783015619767198,8.033260616401415e-07,0.0002638138617231703,0.00018407756441996033
3.996061104985084e-06,0.7888382006085362,0.0004076040882237942,0.0002018016973247172,9.91830110867676e-05,0.008790780662865297,0.0,0.0,0.00024339115478513542,8.300629316388192e-06,7.997005745169158e-07,0.011130902777095301,1.983215069879794e-11,4.370678695255039e-12,3.165110720566092e-11,2.6167271434756124e-12,6.4899639944673e-13,8.132693836043104e-12,8.103052404711159e-18,4.5010044182175085e-23,8.144249766944705e-21,2.449149042084615e-23,8.746190732988006e-14,6.135738514969577e-16,1.3067311350954614e-16,3.0741375591049683e-19,7.53621635871225e-23,1.8638430185750294e-22,2.7425410868541543e-25,2.4243630486782354e-26,4.428975598464494e-17,5.105209062071108e-25,2.4867907895570598e-23,6.106084300778405e-23,3.76,0.0,0.597303055855657,0.9846407952862931,0.005654019451247599,3.3102878449990104e-15,0.0012597460750122958,0.024515613649396605,0.024008598721096893,1.9268754146801133e-09,6.901980973912681e-11,0.00014896308200407934,4.286047056556577e-05,8.885956270001854e-06,0.0016817143484820702,0.00069238716783621,0.0002290956403747986,8.550980253145977e-07,0.0002712788640691886,0.00019397070918685438
4.059257277395682e-06,0.7888930326204125,0.00040799910856263846,0.00020212236351373094,0.00010000562484028862,0.008938828103394891,0.0,0.0,0.00024529450444453954,8.418083701962773e-06,8.283660063951672e-07,0.01131814246431517,1.9747778226234224e-11,4.471489627848498e-12,3.1636726557535556e-11,2.6617402008539146e-12,6.736909770417583e-13,8.433478057029251e-12,8.306479086047535e-18,4.685412538037695e-23,8.46658795854686e-21,2.5362005204574512e-23,8.895191742607338e-14,6.509108408006083e-16,1.361868225494529e-16,3.2682344915989086e-19,7.828237490025242e-23,2.0049890737380942e-22,3.0077743307232486e-25,2.61548009886718e-26,4.628204239504246e-17,5.475696356559016e-25,2.585382681449653e-23,6.416371523234944e-23,3.76,0.0,0.5966110844499938,0.9843537141638529,0.0057904965381768625,3.5290536054705305e-15,0.0012578848635367095,0.024913441583190036,0.02439055192736387,1.923322243320597e-09,6.889286168747116e-11,0.0001486839831044871,4.2756317358470146e-05,9.024762615081723e-06,0.0017399871707818914,0.0007074950742201802,0.00024069844925408022,9.091300263037231e-07,0.0002788968432941617,0.00020419019139241763
4.1224534498062804e-06,0.7889477264875012,0.00040839439329888225,0.00020244262704180202,0.00010082500908665032,0.00908650970029734,0.0,0.0,0.0002471387219005038,8.532952952836325e-06,8.57534499857712e-07,0.011505037316096263,1.9664641481177683e-11,4.572926495896457e-12,3.1622524996734045e-11,2.7066271316889497e-12,6.988638788125198e-13,8.739348236445005e-12,8.511231386572654e-18,4.8738290210365676e-23,8.795569627139166e-21,2.6245416603551644e-23,9.043707271358543e-14,6.897852259342658e-16,1.4181772097254926e-16,3.470865835096198e-19,8.125954564949063e-23,2.1539502050082116e-22,3.2932493484906178e-25,2.81782426842092e-26,4.8323298835864723e-17,5.866352549848801e-25,2.6859068384959757e-23,6.735895440386321e-23,3.76,0.0,0.5959193683064149,0.9840661094494212,0.005927941163193217,3.758066946304966e-15,0.0012560306779738281,0.02531097752677454,0.024770134653286393,1.919780426792738e-09,6.876635028316711e-11,0.0001484058132264199,4.265263371383881e-05,9.162584766106e-06,0.0017991559839533435,0.0007226623792948321,0.00025264010196638894,9.654672090908289e-07,0.00028667013389250753,0.00021473946405422298
4.1856496222168786e-06,0.7890022821783103,0.0004087899940442634,0.00020276262065392777,0.00010164116338783809,0.00923382640550467,0.0,0.0,0.00024892461111579325,8.645228453715622e-06,8.872060560723747e-07,0.011691588510711047,1.9582729288702746e-11,4.674986465060763e-12,3.160850998732193e-11,2.751390055932255e-12,7.245158574943865e-13,9.05028687363624e-12,8.717314948952203e-18,5.066270050087631e-23,9.131235861402107e-21,2.714165139525126e-23,9.191744906792176e-14,7.30231418243237e-16,1.475652900887524e-16,3.6822536455759964e-19,8.42937848790999e-23,2.311005854021383e-22,3.600112880554173e-25,3.031839015861125e-26,5.041364923803574e-17,6.277915160029245e-25,2.7883658548502805e-23,7.064734814335798e-23,3.76,0.0,0.5952279134390981,0.9837779857929001,0.006066346301811117,3.9976142021100995e-15,0.00125418363064602,0.02570822645956791,0.02514733497714447,1.916250273701066e-09,6.864028189924542e-11,0.00014812858827516852,4.254942248789911e-05,9.299419111941208e-06,0.0018592144085403952,0.0007378882265773834,0.00026492195560821457,1.0241538357555168e-06,0.0002946010657746666,0.00022562188115385684
4.248845794627477e-06,0.7890566996877705,0.0004091859536466272,0.00020308245730956366,0.00010245408482984733,0.009380779192697938,0.0,0.0,0.000250652982387956,8.75490433317136e-06,9.173806814120183e-07,0.011877797244324532,1.950202957550631e-11,4.777666653934438e-12,3.159468769180496e-11,2.7960309985912887e-12,7.506476518818846e-13,9.366276612512276e-12,8.924735528252783e-18,5.2627515355319197e-23,9.47362897751165e-21,2.805063749225653e-23,9.339311905579844e-14,7.722839779793644e-16,1.5342897552313639e-16,3.902622225704275e-19,8.738520126291531e-23,2.4764401552188294e-22,3.929554878865466e-25,3.2579771387803456e-26,5.2553207428401974e-17,6.711135605627263e-25,2.892762351774307e-23,7.402967077063827e-23,3.76,0.0,0.5945367257699993,0.9834893478365216,0.0062057049405199955,4.24798421180609e-15,0.0012523438132165735,0.02610519328035786,0.025522141616971562,1.9127320396031455e-09,6.851466166784623e-11,0.0001478523213175968,4.244668569228016e-05,9.435262290663263e-06,0.0019201560429454594,0.00075317176453641,0.0002775452069473245,1.0852332481240684e-06,0.00030269196380547516,0.00023684069794901327
4.312041967038075e-06,0.7891109790365344,0.00040958230750339484,0.000203402232998476,0.00010326376851366814,0.009527369054000872,0.0,0.0,0.00025232465167412846,8.861977329538066e-06,9.480583871140382e-07,0.012063664727701448,1.9422529555348337e-11,4.880964137394172e-12,3.158106316801105e-11,2.840551899798123e-12,7.772599866558611e-13,9.687300232383681e-12,9.133498967683951e-18,5.46328912206308e-23,9.822792508846975e-21,2.897230398141844e-23,9.486415228343622e-14,8.159776106019599e-16,1.5940818881285722e-16,4.1321981216601187e-19,9.053390315062586e-23,2.650541924656852e-22,4.282809336062034e-25,3.496700800337342e-26,5.47420775806341e-17,7.1667792339339235e-25,2.9990989793012224e-23,7.750668378596356e-23,3.76,0.0,0.5938458111418888,0.9832002002175642,0.006346010073820576,4.509468278779436e-15,0.0012505112998299366,0.02650188280417345,0.025894543912314733,1.9092259351463707e-09,6.838949378729789e-11,0.0001475770230149757,4.2344424626413e-05,9.570111182152228e-06,0.0019819744650053854,0.0007685121462610327,0.00029051089418979616,1.1487478315466402e-06,0.00031094514733463687,0.000248399071321179
4.438434311859271e-06,0.789219123459588,0.0004103763083951483,0.00020404191390925957,0.00010487339538276824,0.009819464044315376,0.0,0.0,0.00025550117253571493,9.068313919845556e-06,1.0109231071442802e-06,0.012434380844513857,1.9267074731291376e-11,5.089399086782016e-12,3.1554423053892714e-11,2.9292409621094168e-12,8.31929104909652e-13,1.0344380863549314e-11,9.555078132884063e-18,5.876593886231578e-23,1.0541610989687525e-20,3.08534005127558e-23,9.779257373681367e-14,9.084276206225506e-16,1.7171068423770801e-16,4.619889244096449e-19,9.700359541019555e-23,3.0259264736688276e-22,5.065916772797603e-25,4.0138003718234876e-26,5.926812481298325e-17,8.148467097368119e-25,3.2176033805898296e-23,8.474776566463161e-23,3.76,0.0,0.5924648240429059,0.9826203945279117,0.006629431830218568,5.066955893775772e-15,0.0012468684086473535,0.027294448788470708,0.026632095843518715,1.9022507708501118e-09,6.814052766427625e-11,0.00014702936498755978,4.214133193101981e-05,9.836814794444868e-06,0.0021082158896605476,0.0007993600750250038,0.00031747294757312306,1.2832470673814935e-06,0.00032794761782228317,0.0002725466258675744
4.552187422198348e-06,0.7893159816429619,0.00041109249594481863,0.00020461811215563157,0.00010631091016727437,0.010081118569329004,0.0,0.0,0.00025817439924465894,9.245131259054892e-06,1.0692220922285277e-06,0.012766870629135103,1.9131130435979403e-11,5.279071569807506e-12,3.153115681001968e-11,3.008668590688636e-12,8.82781737040109e-13,1.0952799050079036e-11,9.939151759488322e-18,6.262591793176701e-23,1.1212163816271153e-20,3.258906805980618e-23,1.0041294292825283e-13,9.97596109192366e-16,1.8317149021398116e-16,5.092618807500115e-19,1.0302331670990176e-22,3.3964081719757074e-22,5.865462492961624e-25,4.527061593174146e-26,6.351107717882698e-17,9.116636855684037e-25,3.420919827052956e-23,9.15959738054693e-23,3.76,0.0,0.5912229267954748,0.9820968728495371,0.006887678236512155,5.609676303985298e-15,0.0012436152567713381,0.0280068563273608,0.027287574962156023,1.896016021606643e-09,6.791803154247744e-11,0.00014653985500731427,4.196017754203598e-05,1.007342101199396e-05,0.0022247669907290517,0.0008273092065131277,0.0003429171611399605,1.4130291020232692e-06,0.0003438279954355501,0.0002954703784365391
4.665940532537424e-06,0.7894123936180208,0.00041181027222376944,0.00020519505267506193,0.00010773780599810664,0.010341613231348867,0.0,0.0,0.00026067679237967543,9.41357071786993e-06,1.1291514257814756e-06,0.01309827400542645,1.8998855664084245e-11,5.470696955985657e-12,3.150857465293306e-11,3.0877344091975625e-12,9.352019365553694e-13,1.1577264612852724e-11,1.0327669413036829e-17,6.661963388004225e-23,1.1905384685491236e-20,3.4364774164014105e-23,1.0301926481312406e-13,1.092627669914602e-15,1.9499606429154488e-16,5.598805525610063e-19,1.0923031819638755e-22,3.7996769392196414e-22,6.763452122207248e-25,5.0887182044412837e-26,6.791502550372847e-17,1.0169997910816168e-24,3.630565025000382e-23,9.876228451408523e-23,3.76,0.0,0.5899820024270048,0.9815717719469244,0.007148882508876939,6.193045316414789e-15,0.0012403863630791397,0.028718436254214625,0.027935125059340767,1.8898224211443196e-09,6.76970341077093e-11,0.00014605357248064852,4.1780562297180026e-05,1.0306767628168327e-05,0.002344058224293342,0.0008554295282885521,0.0003694799653667358,1.5513130669964632e-06,0.0003602699453440244,0.0003195389380617115
4.779693642876501e-06,0.7895083603653974,0.0004125296874244244,0.00020577293198429056,0.0001091540253673853,0.010600954197707676,0.0,0.0,0.0002630132326902935,9.573691783029169e-06,1.190711315793912e-06,0.013428598277857024,1.8870165486021217e-11,5.664257012419113e-12,3.148668300908436e-11,3.1664476132818145e-12,9.891934123656895e-13,1.2217681131789595e-11,1.0720666478509557e-17,7.074791238783226e-23,1.2621570661963675e-20,3.618015150110886e-23,1.0561187105006684e-13,1.193729487314485e-15,2.0717994978424598e-16,6.139851321818588e-19,1.1562522617976259e-22,4.237584978561731e-22,7.768783860326505e-25,5.701807371402949e-26,7.24802853592444e-17,1.1313518653990416e-24,3.8465557269764014e-23,1.0625073519836898e-22,3.76,0.0,0.5887420832276422,0.9810451188882124,0.00741300388285833,6.818846149598766e-15,0.0012371817944815582,0.02942921337924443,0.02857470461825062,1.8836702699469584e-09,6.747753894021384e-11,0.00014557052950444385,4.1602479283994903e-05,1.0536844443755387e-05,0.0024660515861072417,0.000883716242929916,0.0003971619355759868,1.698307397199935e-06,0.0003772867301707561,0.0003447672171023514
4.893446753215578e-06,0.7896038830852298,0.0004132507677797913,0.00020635189030996,0.0001105595105142416,0.010859147691803371,0.0,0.0,0.0002651886124554551,9.725572307382089e-06,1.253902004008838e-06,0.013757850767047174,1.8744974731533605e-11,5.859733262028572e-12,3.14654847773577e-11,3.2448169812708265e-12,1.0447597247248975e-12,1.287395315595384e-11,1.1118178432077847e-17,7.501155635616891e-23,1.3361031214509409e-20,3.803484679078987e-23,1.0819107856679636e-13,1.3011099936372642e-15,2.1971845629535993e-16,6.717181423555972e-19,1.2220866709304233e-22,4.712032770771857e-22,8.890884187544932e-25,6.369466409589486e-26,7.720710474066585e-17,1.2552314483918635e-24,4.068909141264984e-23,1.1406526369884554e-22,3.76,0.0,0.5875032011563573,0.9805169407756871,0.007680001603975299,7.488885167128277e-15,0.0012340015618472397,0.030139211527914166,0.029206277680737087,1.8775597288452684e-09,6.725954636016427e-11,0.00014509073052423408,4.14259194779314e-05,1.076364339936492e-05,0.002590708969096053,0.0009121645905024438,0.0004259621428854807,1.854208168121666e-06,0.00039489151492944454,0.0003711691348944787
5.007199863554654e-06,0.789698963205427,0.00041397352145048684,0.00020693202551947103,0.00011195420561862588,0.011116199977638807,0.0,0.0,0.000267207825520788,9.869306727608061e-06,1.3187237632803663e-06,0.014086038794334874,1.862319871011904e-11,6.05710700815204e-12,3.1444980198542756e-11,3.3228509300872164e-12,1.1019042868455685e-12,1.354598613915867e-11,1.1520240780157916e-17,7.941134673583322e-23,1.4124088192426867e-20,3.9928520767318626e-23,1.1075719151605051e-13,1.4149788075921476e-15,2.3260668758233115e-16,7.332244306926691e-19,1.2898126786143135e-22,5.224968875428726e-22,1.0139723408530915e-24,7.094933152362597e-26,8.20956712957454e-17,1.3891647952672027e-24,4.29764295634712e-23,1.2220971567525848e-22,3.76,0.0,0.58626538788457,0.9799872647485756,0.007949834932339217,8.204991342418245e-15,0.0012308456336821906,0.030848453536717228,0.02982981368164526,1.871490854379216e-09,6.704305429790437e-11,0.00014461417421543106,4.12508723141506e-05,1.0987158505912365e-05,0.00271799218776019,0.0009407698480086498,0.00045587819638711165,2.0191986877115438e-06,0.0004130973572018782,0.00039875762996139996
5.120952973893731e-06,0.7897936023629777,0.0004146979429697323,0.0002075134037043045,0.00011333805840249702,0.011372117347935758,0.0,0.0,0.0002690757578605962,1.0005004403017129e-05,1.3851768953366772e-06,0.014413169669984786,1.8504753705896313e-11,6.256359358011888e-12,3.142516750455961e-11,3.400557562899485e-12,1.1606303668901776e-12,1.423368638609447e-11,1.1926889029286142e-17,8.394804325224885e-23,1.4911075816853644e-20,4.1860848147078115e-23,1.1331050293410842e-13,1.5355466747095279e-15,2.45839568493511e-16,7.986511643074591e-19,1.3594365655619035e-22,5.77838973532281e-22,1.1525831153037104e-24,7.881546291719069e-26,8.714611931095239e-17,1.5336928895472085e-24,4.5327753657775385e-23,1.3068785171459028e-22,3.76,0.0,0.5850286748237916,0.9794561179821409,0.008222463151785145,8.969015765609012e-15,0.0012277139462826586,0.031556961253822464,0.03044528729501006,1.8654636249698817e-09,6.682805891591542e-11,0.00014414085487552937,4.107732610822655e-05,1.1207385779946245e-05,0.002847863001799527,0.0009695273292697619,0.00048690628671789357,2.193449144918427e-06,0.0004319171972186114,0.00042754467324014866
5.2347060842328075e-06,0.7898878024022612,0.00041542401649452267,0.000208096067095231,0.0001147110212547161,0.011626906115128826,0.0,0.0,0.00027079727865230547,1.0132788064872068e-05,1.4532617288184718e-06,0.014739250684287372,1.838955731671915e-11,6.45747124977465e-12,3.140604339152849e-11,3.477944705411458e-12,1.2209410901771877e-12,1.4936961006569745e-11,1.2338158673367974e-17,8.862238516582099e-23,1.5722340682859946e-20,4.3831517562474893e-23,1.158512959818657e-13,1.6630254091989831e-15,2.594118710333895e-16,8.681478246229893e-19,1.4309646277933106e-22,6.374339483908518e-22,1.3060311829049392e-24,8.732745695509019e-26,9.235853641979545e-17,1.689371455675165e-24,4.774325088683701e-23,1.3950335407421495e-22,3.76,0.0,0.5837930931406037,0.9789235276838593,0.008497845582442081,9.782831189980381e-15,0.0012246064110980625,0.03226475554370717,0.03105267828925518,1.8594779598789366e-09,6.661455487238718e-11,0.00014367076343386892,4.090526835951666e-05,1.1424323182689426e-05,0.002980283139004964,0.0009984323851331398,0.0005190412308409083,2.3771163132191823e-06,0.0004513638478785282,0.00045754128224352646
5.348459194571884e-06,0.7899815653647261,0.00041615171810413466,0.00020868003980242336,0.0001160730519692398,0.01188057260464023,0.0,0.0,0.0002723772318676821,1.0252792372032724e-05,1.5229786175651481e-06,0.015064289100963161,1.8277528667688812e-11,6.660423469559735e-12,3.138760335361597e-11,3.5550199326430167e-12,1.2828394415325944e-12,1.5655717877036536e-11,1.2754085195358527e-17,9.343509183982903e-23,1.6558241770676048e-20,4.584023132208967e-23,1.18379844892037e-13,1.7976278372066573e-15,2.733182394694855e-16,9.418662023113084e-19,1.5044031793320094e-22,7.014909755086711e-22,1.4754860022051262e-24,9.652072701013214e-26,9.773296992699198e-17,1.8567709676882722e-24,5.022311387955202e-23,1.4865983311669465e-22,3.76,0.0,0.5825586737615788,0.9783895210873061,0.008775941595916274,1.0648331617603915e-14,0.0012215229198822956,0.0329718562951391,0.03165197138900125,1.8535337323751455e-09,6.64025357084073e-11,0.00014320388815752762,4.0734685963037755e-05,1.1637970561786083e-05,0.0031152143174300517,0.0010274804039334658,0.0005522765179429105,2.570343306285847e-06,0.0004714499847391345,0.000488757536130415
5.462212304910961e-06,0.7900748934824481,0.0004168810175094783,0.00020926533212737428,0.00011742411423138682,0.01213312314953719,0.0,0.0,0.0002738204283650717,1.0365162563142187e-05,1.5943279390458026e-06,0.015388292151975354,1.8168588552734092e-11,6.865196660124179e-12,3.1369841930397705e-11,3.6317905883415575e-12,1.3463282676477144e-12,1.6389865606698613e-11,1.3174704072998126e-17,9.838686306901837e-23,1.7419150461212683e-20,4.7886705077242e-23,1.208964156641404e-13,1.9395677414436858e-15,2.8755321434796255e-16,1.0199603923727421e-18,1.5797585535630324e-22,7.7022394954409185e-22,1.6621775835395096e-24,1.064317038438373e-25,1.0326943278695088e-16,2.0364766560532627e-24,5.2767540816138354e-23,1.5816083340211743e-22,3.76,0.0,0.5813254473720709,0.977854125444701,0.009056710631855303,1.1567431921956473e-14,0.0012184633485183083,0.0336782824314916,0.03224315613996323,1.8476307794505928e-09,6.619199416453505e-11,0.00014274021517467938,4.0565565366203176e-05,1.1848329594421728e-05,0.003252618266893602,0.001056666812088644,0.0005866043562792257,2.7732593840985606e-06,0.0004921881360131921,0.0005212025916117196
5.575965415250037e-06,0.7901677891703688,0.00041761187939651126,0.00020985194390585947,0.00011876417793586315,0.012384564086052336,0.0,0.0,0.0002751316384754795,1.0470053198395302e-05,1.6673100929009452e-06,0.015711267033252777,1.80626595266542e-11,7.071771336893365e-12,3.1352752899802947e-11,3.708263800362661e-12,1.411410279369214e-12,1.7139313506851995e-11,1.360005078550221e-17,1.0347837937788584e-22,1.8305450553746597e-20,4.9970667461371755e-23,1.2340126658508674e-13,2.0890598069963195e-15,3.0211125536715836e-16,1.1025867893124005e-18,1.6570371040823876e-22,8.438514778253332e-22,1.8673980165736614e-24,1.1709783804214069e-25,1.0896790926203493e-16,2.2290885143574837e-24,5.537673549519491e-23,1.680098394719238e-22,3.76,0.0,0.5800934444111938,0.9773173680186448,0.009340112215153329,1.254206750583651e-14,0.0012154275600059275,0.03438405192281014,0.03282622677498618,1.8417689094049056e-09,6.59829221478193e-11,0.00014227972888249815,4.0397892689132006e-05,1.2055403731139236e-05,0.003392456749833982,0.0010859870747672962,0.0006220157208204699,2.985979809142311e-06,0.0005135906726063263,0.000554884699631063
5.689718525589114e-06,0.7902602550190476,0.00041834426448764177,0.00021043986711001742,0.00012009321937663829,0.01263490174977273,0.0,0.0,0.00027631558507647535,1.0567626984817713e-05,1.7419254995662401e-06,0.016033220901127694,1.7959665961561983e-11,7.280127901610814e-12,3.133632943078631e-11,3.784446493120526e-12,1.4780880538879586e-12,1.7903971562586e-11,1.403016081947392e-17,1.0871030242446542e-22,1.9217538284431315e-20,5.209185971393996e-23,1.2589464867059468e-13,2.246319568281618e-15,3.169867631246141e-16,1.1899040824011828e-18,1.736245204610074e-22,9.225968619173211e-22,2.0925029908126616e-24,1.2855760219558053e-25,1.1482836022637543e-16,2.435221302010403e-24,5.805090736930587e-23,1.782102813139759e-22,3.76,0.0,0.5788626950639978,0.9767792760732659,0.009626105973456487,1.3574193992636671e-14,0.00121241540680542,0.03508918179935703,0.03340118208059108,1.8359479077128093e-09,6.577531094046929e-11,0.00014182241226707058,4.02316538187931e-05,1.2259198140027905e-05,0.0035346915815203947,0.0011154366966001953,0.0006585004015545377,3.208605751566254e-06,0.0005356697982295185,0.0005898112227557734
