Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60)
1.0275671805792107e-09,0.6032295236971501,3.76,0.0,0.789754014023757,0.9974129851868793,1.0785968108458785e-12,0.0,7.843837354315196e-11,3.2323644275113296e-05,3.225625681023522e-05,3.9825592390228157e-07,1.816878257800826e-13,9.604016696370135e-13,6.694337900010263e-08,6.669898856662277e-08,5.501691648193172e-07,6.27652252386317e-10,3.9777622407617634e-07,6.096411355957274e-10,1.1096602605309287e-10,6.530980521843029e-12,1.8659507643197527e-11,4.0336667532270337e-16,2.660901803014142e-15,1.6904386884130464e-17,5.497847802067206e-07,4.043420728764636e-15,6.094917033853698e-12,3.298834792219716e-22,2.9971198180717394e-11,2.9573266057990834e-11,4.125597599804779e-15,3.902451792438365e-15,4.986295968144808e-13,1.1582154539989371e-11,0.002586549549397456,5.015595812689261e-13,4.455609593601389e-23,6.040902013848538e-16,9.503369716290616e-18,1.8932130407562237e-17,5.0140557967012786e-14,7.301630773421026e-23,1.4196202804588226e-22,7.558956369896657e-21,1.310644277784525e-22,3.1874361779415314e-24,9.510498220727107e-25,4.986293627832133e-15,2.6969258999377527e-20,5.367713594868868e-16,1.2779585749993855e-16,1.343998667903244e-19,2.4346914026525954e-18
1.0520019334713668e-09,0.6032296086660799,3.76,0.0,0.789753222857456,0.9974066018179252,1.1790873092141424e-12,0.0,8.382929700877897e-11,3.309225387617118e-05,3.302162584687038e-05,4.0773982029919645e-07,1.9119305570285682e-13,9.970205334725172e-13,7.015053566538157e-08,6.988997200739487e-08,5.632701461920354e-07,6.733599398699288e-10,4.07226713489072e-07,6.535365678973457e-10,1.1791031053999213e-10,6.836610620496346e-12,1.962646173002515e-11,4.4167802286102226e-16,2.789385709872059e-15,1.8130721668039202e-17,5.628578505391146e-07,4.2746453914050396e-15,6.3202393534944065e-12,3.602573568514155e-22,3.141194274068015e-11,3.099504504892615e-11,4.426787302677542e-15,4.089130431912871e-15,5.281446356566236e-13,1.2150386574655763e-11,0.0025929202218160337,5.188824350403679e-13,4.813573295992633e-23,6.477649284462386e-16,1.0204999908081535e-17,2.0426647124426866e-17,5.256706276242114e-14,8.026568569507174e-23,1.5277580671379945e-22,8.100739557316453e-21,1.4063474660702317e-22,3.429893517794289e-24,1.045989445603383e-24,5.143693137207399e-15,2.8959464953760815e-20,5.758429411430225e-16,1.3711967721445146e-16,1.476226962128592e-19,2.6132786575722586e-18
1.076436686363523e-09,0.6032296936351333,3.76,0.0,0.7897524316908245,0.9974007288779664,1.2864041112372282e-12,0.0,8.945945416792485e-11,3.386086253797459e-05,3.378691788913754e-05,4.172251000922257e-07,2.009621668567092e-13,1.0339809308304877e-12,7.343209337345984e-08,7.315466979539656e-08,5.76372426340823e-07,7.212281349487673e-10,4.1667705329328976e-07,6.994611653935374e-10,1.2513218366308792e-10,7.148842147713989e-12,2.061974235304429e-11,4.826501375901207e-16,2.9209194227143937e-15,1.9414791802424317e-17,5.759309029124706e-07,4.513892469493856e-15,6.5473427037308675e-12,3.925940568487581e-22,3.2886454066961716e-11,3.245015222883552e-11,4.74228488121214e-15,4.280119731745867e-15,5.586002941227566e-13,1.2733003600153993e-11,0.002598780389179453,5.36302948354832e-13,5.1913759499166736e-23,6.934782098969658e-16,1.0940656586601184e-17,2.2002759789473756e-17,5.505154506287478e-14,8.804392885113727e-23,1.6412181744261341e-22,8.667342418640322e-21,1.5067505647470932e-22,3.684215864711569e-24,1.1479365639489931e-24,5.301422031993092e-15,3.1046832102254085e-20,6.167600147374615e-16,1.4688576427790693e-16,1.6179692662318825e-19,2.8004276504150872e-18
1.100871439255679e-09,0.6032297786043157,3.76,0.0,0.7897516405238212,0.9973953254585909,1.4008467153160216e-12,0.0,9.533388961361613e-11,3.462947026657663e-05,3.455213294389197e-05,4.267118043814962e-07,2.109960785959061e-13,1.0712702026599839e-12,7.678800960355598e-08,7.649302569670478e-08,5.894760353753315e-07,7.713061584910544e-10,4.2612724841577664e-07,7.474581950574019e-10,1.326368847590227e-10,7.467650717192085e-12,2.1639429477628825e-11,5.264029865808505e-16,3.0555043505648576e-15,2.0757909921883275e-17,5.890039373265917e-07,4.761281398270228e-15,6.776152375756716e-12,4.2696745037296515e-22,3.4394728748858453e-11,3.393858460106148e-11,5.0724219237072054e-15,4.475416447150335e-15,5.899995395129977e-13,1.3330076886330478e-11,0.0026041709598970666,5.538169787567745e-13,5.589655014906008e-23,7.412750268982816e-16,1.1711171568867633e-17,2.366308856683407e-17,5.759404880277366e-14,9.637634538446912e-23,1.7601241271587778e-22,9.259280874003575e-21,1.611989293661246e-22,3.9506720168247675e-24,1.2572374517286898e-24,5.459452993163978e-15,3.323386282135933e-20,6.595646644971416e-16,1.5710431626385944e-16,1.7696700939273906e-19,2.9963420847375467e-18
1.1253061921478352e-09,0.6032298635736324,3.76,0.0,0.7897508493564055,0.9973903539294394,1.5227208637921214e-12,0.0,1.0145763967839867e-10,3.5398077068157834e-05,3.5317271018011094e-05,4.361999740122374e-07,2.2129567090088696e-13,1.1088761534556866e-12,8.02182418264262e-08,7.990498349087965e-08,6.025810033895038e-07,8.236432937389214e-10,4.355773034112376e-07,7.975707587546543e-10,1.4042964926555625e-10,7.79301206839674e-12,2.268559987554418e-11,5.7305915152391365e-16,3.193141903425032e-15,2.2161387777266996e-17,6.020769537812806e-07,5.016931650273334e-15,7.006596916730098e-12,4.634521249287539e-22,3.59367633650434e-11,3.546033918592848e-11,5.417529992005185e-15,4.675017349881652e-15,6.223451182495024e-13,1.3941679273831585e-11,0.002609129564324668,5.714206485570492e-13,6.009055113175588e-23,7.912002669747459e-16,1.2517378149373796e-17,2.541028574099861e-17,6.019461792639112e-14,1.0528884735419549e-22,1.8845993539131333e-22,9.877068533582095e-21,1.722201851019378e-22,4.229530259285696e-24,1.3742478300144436e-24,5.617760981387189e-15,3.5523076829209735e-20,7.042989457385255e-16,1.6778552735610758e-16,1.931783992971601e-19,3.201225881089266e-18
1.1497409450399913e-09,0.6032299485430886,3.76,0.0,0.7897500581885367,0.9973857796756702,1.6523385327000415e-12,0.0,1.0783573243800024e-10,3.6166682949025666e-05,3.608233211839518e-05,4.4568964960407495e-07,2.31861785819032e-13,1.1467870342481683e-12,8.37227475037325e-08,8.339048697017631e-08,6.156873604615681e-07,8.782887863172471e-10,4.4502722249193417e-07,8.498417937398394e-10,1.4851570871860158e-10,8.124902065797735e-12,2.375832726678484e-11,6.227438273169464e-16,3.333833492297368e-15,2.362653624758945e-17,6.151499522763389e-07,5.280962735329624e-15,7.238607989474952e-12,5.021233595853996e-22,3.75125544832171e-11,3.701541301947888e-11,5.777940621391635e-15,4.878919228171978e-15,6.55639570056954e-13,1.4567885172546016e-11,0.002613690817302065,5.891103278248747e-13,6.450228009295245e-23,8.432987246292319e-16,1.3360111076903408e-17,2.724703566600566e-17,6.285329638827268e-14,1.148079510459754e-22,2.014767210041476e-22,1.0521216724798293e-20,1.837528979276041e-22,4.521058420003881e-24,1.499332966703926e-24,5.776323046274793e-15,3.791701158884789e-20,7.510048853231672e-16,1.7893958834953403e-16,2.1047755373797614e-19,3.4152831768526098e-18
1.1741756979321474e-09,0.6032300335126899,3.76,0.0,0.7897492670201745,0.9973815708563041,1.790017921524179e-12,0.0,1.1447318771538841e-10,3.693528791561406e-05,3.684731625196798e-05,4.551808715779551e-07,2.426952288531928e-13,1.184991526222512e-12,8.730148408768398e-08,8.694947993903615e-08,6.287951366540339e-07,9.352918442421001e-10,4.5447700955511234e-07,9.043140731506694e-10,1.569002907496107e-10,8.463296698156601e-12,2.4857682455342188e-11,6.755848206868371e-16,3.4775805292082044e-15,2.515466535193479e-17,6.282229328115677e-07,5.553494200540519e-15,7.472120238270025e-12,5.430571010062046e-22,3.9122098659883055e-11,3.86038031523094e-11,6.153985320492234e-15,5.0871188866650715e-15,6.898852412364197e-13,1.5208770560091866e-11,0.0026178865598058564,6.068826184700828e-13,6.913832589163386e-23,8.976151019567798e-16,1.4240206531714045e-17,2.9176054714918656e-17,6.557012815363507e-14,1.2496077728967416e-22,2.1507509991046914e-22,1.1192234519356565e-20,1.9581140296924642e-22,4.8255239214973196e-24,1.632867779172221e-24,5.935118151522617e-15,4.0418222711032913e-20,7.997244821210521e-16,1.9057668665094636e-16,2.289119319641499e-19,3.638718326084314e-18
1.1986104508243035e-09,0.6032301184824416,3.76,0.0,0.7897484758512785,0.9973776981818696,1.9360834429610257e-12,0.0,1.213750170852268e-10,3.7703891974482876e-05,3.7612223425676836e-05,4.646736801808807e-07,2.5379677029980905e-13,1.2234787249420685e-12,9.09544090209139e-08,9.058190621382009e-08,6.419043620136862e-07,9.947016379289384e-10,4.6392666820824023e-07,9.6103020650064e-10,1.6558861908330997e-10,8.808172077863155e-12,2.5983733459154995e-11,7.317125488474854e-16,3.624384427230841e-15,2.6747084261365968e-17,6.412958953867675e-07,5.8346456302705425e-15,7.707071160463758e-12,5.86329940263978e-22,4.0765392440230615e-11,4.022550664850047e-11,6.5459955711685265e-15,5.299613146351514e-15,7.250842970886446e-13,1.5864412980342297e-11,0.0026217460813056947,6.247343393479462e-13,7.400534838195285e-23,9.541940092574546e-16,1.515850210308528e-17,3.1200091229597995e-17,6.834515719876577e-14,1.3577505174618852e-22,2.292673992705906e-22,1.1890628760109365e-20,2.0841030255937393e-22,5.1431938288605924e-24,1.7752369391956474e-24,6.0941270146719435e-15,4.302928435658418e-20,8.50499707481812e-16,2.027070062799196e-16,2.4852999429367007e-19,3.871735899359188e-18
1.2230452037164596e-09,0.6032302034523488,3.76,0.0,0.7897476846818087,0.997374134709915,2.0908657126871786e-12,0.0,1.2854622387872162e-10,3.84724951323175e-05,3.837705364649296e-05,4.741681155086206e-07,2.651671465383282e-13,1.2622381251556602e-12,9.46814797365614e-08,9.428770962275221e-08,6.550150665715799e-07,1.056567300200688e-09,4.7337620179221796e-07,1.020032640170055e-09,1.7458591353577266e-10,9.15950444031571e-12,2.7136545634479107e-11,7.912600381932624e-16,3.774246600508646e-15,2.840510131083796e-17,6.543688400017389e-07,6.124536646135934e-15,7.943400983670892e-12,6.320190904192239e-22,4.244243235811179e-11,4.188052058463158e-11,6.954302828413179e-15,5.516398844504366e-15,7.612387335381611e-13,1.6534891541984996e-11,0.002625296324251796,6.426625123246103e-13,7.911007818702852e-23,1.0130799656483144e-15,1.6115836767230154e-17,3.3321925470771274e-17,7.117842751142285e-14,1.47279105164306e-22,2.4406594487844847e-22,1.261690408775482e-20,2.2156447243496654e-22,5.4743348939987995e-24,1.926834980141124e-24,6.253331960364723e-15,4.5752789638266074e-20,9.033725057139103e-16,2.1534072786963999e-16,2.6938120133526854e-19,4.1145406836158816e-18
1.2474799566086157e-09,0.603230288422417,3.76,0.0,0.789746893511725,0.9973708556569633,2.254701539133649e-12,0.0,1.3599180318884283e-10,3.924109739592827e-05,3.914180692141111e-05,4.836642175265538e-07,2.768070612736679e-13,1.3012596061662837e-12,9.848265365852675e-08,9.806683400604217e-08,6.681272803430345e-07,1.1209379262958337e-09,4.828256134027212e-07,1.0813636578955932e-09,1.838973900128092e-10,9.517270143339862e-12,2.831618179491409e-11,8.543629230283953e-16,3.927168464278215e-15,3.0130024011118775e-17,6.674417666562814e-07,6.42328690699373e-15,8.181052548305465e-12,6.802023648372761e-22,4.415321493609768e-11,4.356884204887561e-11,7.379238520245652e-15,5.737472834615253e-15,7.983503880093995e-13,1.7220286917110332e-11,0.0026285620721203063,6.606643492413658e-13,8.44593164648453e-23,1.0743173996746112e-15,1.7113050865567763e-17,3.554436956840602e-17,7.406998309123591e-14,1.5950187360848073e-22,2.594830628458146e-22,1.3371562967366896e-20,2.3528906781053356e-22,5.819213596341274e-24,2.088066406413719e-24,6.412716785960641e-15,4.8591351022217883e-20,9.583847945718753e-16,2.2848802866774937e-16,2.915160132103382e-19,4.367337682004714e-18
1.2719147095007718e-09,0.6032303733926513,3.76,0.0,0.7897461023409879,0.9973678382255314,2.427933913266908e-12,0.0,1.43716741875909e-10,4.000969877225008e-05,3.990648325744945e-05,4.93162026088807e-07,2.8871718673345e-13,1.340533417739526e-12,1.0235788820186942e-07,1.0191922321615603e-07,6.812410333276296e-07,1.1878625738766447e-09,4.922749059098345e-07,1.1450653812585468e-09,1.9352826050866102e-10,9.881445666641145e-12,2.9522702325321677e-11,9.211594443324729e-16,4.083151434892608e-15,3.192315906072122e-17,6.80514675350195e-07,6.731016108931315e-15,8.419971195207856e-12,7.309581562205674e-22,4.5897736685601015e-11,4.529046814016585e-11,7.821134047609035e-15,5.962831986330882e-15,8.364209496045629e-13,1.7920681339823325e-11,0.0026315661223928746,6.787372397177336e-13,9.005993466638069e-23,1.137950649920333e-15,1.8150986083354697e-17,3.7870267472388717e-17,7.701986795010738e-14,1.7247289865841032e-22,2.755310811485602e-22,1.415510571475926e-20,2.4959952932880816e-22,6.1780961802119474e-24,2.259345805154934e-24,6.572266638425131e-15,5.15476007289347e-20,1.0155784657516637e-15,2.4215908253719074e-16,3.149858887751137e-19,4.6303321137375775e-18
1.2963494623929279e-09,0.6032304583630573,3.76,0.0,0.7897453111695574,0.9973650614449832,2.6109119983770916e-12,0.0,1.5172601857352588e-10,4.077829926834185e-05,4.067108266164917e-05,5.026615809558217e-07,3.008981648216572e-13,1.3800501665310376e-12,1.0630714077332395e-07,1.0584482111820943e-07,6.943563555091988e-07,1.2573902630376283e-09,5.017240819761146e-07,1.211179770171832e-09,2.0348373310498678e-10,1.0252007611287373e-11,3.075616529085821e-11,9.917904485622598e-16,4.242196929844624e-15,3.378581235784814e-17,6.935875660832797e-07,7.047843985256481e-15,8.660104658137924e-12,7.84365416333243e-22,4.7675994107053564e-11,4.704539596742941e-11,8.280320784268714e-15,6.1924731853900085e-15,8.754519686289702e-13,1.863615860487546e-11,0.0026343294457047656,6.968787397382372e-13,9.591887428590602e-23,1.2040239656181842e-15,1.9230485428672583e-17,4.0302494903513446e-17,8.002812611261492e-14,1.8622232758127875e-22,2.9222233104028078e-22,1.4968030522684063e-20,2.645115888916654e-22,6.5512486889868144e-24,2.4410979601849468e-24,6.731967901517264e-15,5.462419113380406e-20,1.0749953853942101e-15,2.56364059957055e-16,3.398432848431837e-19,4.903729413939905e-18
1.320784215285084e-09,0.6032305433336401,3.76,0.0,0.7897445199973939,0.9973625060251234,2.8039911198737952e-12,0.0,1.6002460369486825e-10,4.15468988913861e-05,4.143560514107389e-05,5.121629218104788e-07,3.13350608230275e-13,1.4198008030137259e-12,1.1033036877191279e-07,1.098435715904627e-07,7.074732768558259e-07,1.3295699763142866e-09,5.111731440732086e-07,1.279748623365849e-09,2.1376901197012782e-10,1.062893269921727e-11,3.201662654132934e-11,1.0663993864900228e-15,4.404306367790174e-15,3.571928901235302e-17,7.066604388553346e-07,7.373890306487962e-15,8.901402960921859e-12,8.405036363965334e-22,4.948798369012885e-11,4.883362264888198e-11,8.757130076713332e-15,6.426393333560832e-15,9.15444865505335e-13,1.9366804066312957e-11,0.0026368713322508673,7.150865609729141e-13,1.0204314660345228e-22,1.2725815072590708e-15,2.03523932117692e-17,4.284395930478334e-17,8.309480161641431e-14,2.0078091347749439e-22,3.095691483389174e-22,1.5810833486866663e-20,2.800412753737352e-22,6.93893699617672e-24,2.6337579681826382e-24,6.891808092427837e-15,5.782379516720191e-20,1.136677394597195e-15,2.711131280234272e-16,3.6614165540839606e-19,5.1877352335047e-18
1.34521896817724e-09,0.6032306283044051,3.76,0.0,0.789743728824458,0.9973601542215341,3.0075327550898832e-12,0.0,1.686174594392888e-10,4.23154976486884e-05,4.220005070280919e-05,5.216660882728915e-07,3.260751015104159e-13,1.459776608886145e-12,1.144275295896381e-07,1.1391541852489948e-07,7.205918273198403e-07,1.4044506586922286e-09,5.20622094497138e-07,1.350813578873247e-09,2.2438929735863784e-10,1.1012197772772334e-11,3.3304139811065094e-11,1.1451323120785849e-15,4.569481168571706e-15,3.7724893357717665e-17,7.197332936661595e-07,7.709274880346478e-15,9.14381831905098e-12,8.994528281340463e-22,5.133370191400259e-11,5.065514531137923e-11,9.251893244058379e-15,6.664589348578856e-15,9.564009391156437e-13,2.011270463613877e-11,0.0026392095264488346,7.333585607849718e-13,1.0843983241965098e-22,1.3436673472011695e-15,2.1517555024750294e-17,4.5497599793027834e-17,8.621993851264386e-14,2.161800154007212e-22,3.275838745935527e-22,1.668400863187742e-20,2.9620492022111455e-22,7.341426833610492e-24,2.8377713570974754e-24,7.051775767091786e-15,6.114910671415024e-20,1.2006663099350617e-15,2.86416450450235e-16,3.9393545086821044e-19,5.482555438948657e-18
1.3696537210693962e-09,0.6032307132753575,3.76,0.0,0.7897429376507097,0.9973579897117125,3.2219045230937243e-12,0.0,1.7750953979923746e-10,4.308409554767695e-05,4.296441935396192e-05,5.311711199139737e-07,3.3907220210439024e-13,1.4999691849441002e-12,1.1859858061223637e-07,1.1806030582787209e-07,7.337120368378124e-07,1.4820812176166914e-09,5.300709353823572e-07,1.4244161145126546e-09,2.3534978561106033e-10,1.140177979424903e-11,3.4618756814507693e-11,1.2281378813932955e-15,4.737722753241713e-15,3.980392896304872e-17,7.328061305155541e-07,8.05411755174629e-15,9.387305045537139e-12,9.612935054465404e-22,5.321314524764284e-11,5.250996108981998e-11,9.764941577952782e-15,6.907058164085165e-15,9.983213746074387e-13,2.087394878298553e-11,0.0026413603508011335,7.516927328812765e-13,1.1511608178330265e-22,1.4173254702786205e-15,2.272681772161939e-17,4.8266387110838426e-17,8.940358086632936e-14,2.3245159845298585e-22,3.4627885813922223e-22,1.758804793684148e-20,3.1301916293755994e-22,7.758983816909184e-24,3.0535942067874255e-24,7.211860433444864e-15,6.46028410135388e-20,1.2670039239872907e-15,3.0228418757009605e-16,4.2328011724753385e-19,5.7883961122703385e-18
1.3940884739615523e-09,0.6032307982465026,3.76,0.0,0.7897421464761099,0.9973559974811333,3.4474801745102035e-12,0.0,1.8670579056747473e-10,4.38526925959021e-05,4.372871110165955e-05,5.406780562678844e-07,3.5234244134013973e-13,1.5403704393980407e-12,1.2284347921998017e-07,1.2227817742079865e-07,7.468339353305491e-07,1.5625105230025098e-09,5.395196687146856e-07,1.50059754837142e-09,2.466556691539364e-10,1.1797655845468796e-11,3.596052733769727e-11,1.315567351551111e-15,4.9090325440863306e-15,4.1957698645094303e-17,7.458789494033178e-07,8.40853820278727e-15,9.631819460836977e-12,1.0261066666962503e-21,5.5126310150123514e-11,5.4398067126597236e-11,1.0296606342488785e-14,7.15379672956519e-15,1.0412072506992419e-12,2.1650626530797156e-11,0.0026433388198330134,7.700871985638388e-13,1.2207911371201314e-22,1.4935997744099112e-15,2.3981029398662582e-17,5.115332357882567e-17,9.264577275679031e-14,2.496282338556241e-22,3.656664550469861e-22,1.8523441360987893e-20,3.3050095646051046e-22,8.191873468427528e-24,3.281693271877356e-24,7.372052471946906e-15,6.818773505691289e-20,1.335732005874957e-15,3.1872649633516626e-16,4.542320954230753e-19,6.10546355081044e-18
1.4185232268537084e-09,0.6032308832178458,3.76,0.0,0.7897413553006188,0.9973541637184355,3.684639581350889e-12,0.0,1.962111493445651e-10,4.462128880103586e-05,4.4492925953049336e-05,5.501869368434384e-07,3.658863253894014e-13,1.5809725766195673e-12,1.2716218278851545e-07,1.2656897724089902e-07,7.599575527030927e-07,1.6457874072445718e-09,5.489682963432047e-07,1.5793990392873874e-09,2.583121365000312e-10,1.2199803127363566e-11,3.732949932583216e-11,1.4075745797069601e-15,5.083411964649005e-15,4.4187504480281866e-17,7.589517503292502e-07,8.772656752747475e-15,9.877319806666499e-12,1.0939737775815188e-21,5.7073193070955616e-11,5.631946057109314e-11,1.0847218774115258e-14,7.404802010287881e-15,1.0850595465174397e-12,2.2442829457517038e-11,0.002645158744906052,7.885401985433954e-13,1.2933621590618511e-22,1.5725340712059814e-15,2.528103937517534e-17,5.416144304819999e-17,9.594655827804709e-14,2.677430989968144e-22,3.857590299757423e-22,1.9490676869038876e-20,3.486675724292397e-22,8.640361237820493e-24,3.522546106832763e-24,7.532343062757381e-15,7.190654798682912e-20,1.4068923018055532e-15,3.3575353031798942e-16,4.868488203482496e-19,6.433964267114134e-18
1.4429579797458645e-09,0.6032309681893923,3.76,0.0,0.7897405641241971,0.9973524757190046,3.933768726853657e-12,0.0,2.0603054554663376e-10,4.538988417087149e-05,4.5257063915297666e-05,5.596978011345652e-07,3.797043361909134e-13,1.6217680863011255e-12,1.3155464868972314e-07,1.3093264924195956e-07,7.730829188447148e-07,1.731960665228771e-09,5.584168199912007e-07,1.6608615873297533e-09,2.7032437224876296e-10,1.2608198959574851e-11,3.8725718967072075e-11,1.5043160220775793e-15,5.260862439754255e-15,4.6494647816778356e-17,7.720245332931509e-07,9.146593158076262e-15,1.01237661635363e-11,1.1649767545831744e-21,5.905379045043127e-11,5.827413857921427e-11,1.141711008155468e-14,7.660070987245363e-15,1.1298791479946251e-12,2.325065069378135e-11,0.002646832830634349,8.070500852790084e-13,1.3689474445667388e-22,1.654172086578095e-15,2.662769817452819e-17,5.729381085367809e-17,9.93059815392294e-14,2.8682997745642446e-22,4.0656895693213235e-22,2.049024045644041e-20,3.6753660634737416e-22,9.1047125203893e-24,3.7766411932439966e-24,7.692724119008012e-15,7.576206149478065e-20,1.4805265356260884e-15,3.5337543971234554e-16,5.21188720278659e-19,6.774104988795505e-18
1.491827485530177e-09,0.6032311381331162,3.76,0.0,0.7897389817684042,0.9973494912185039,4.469510662062091e-12,0.0,2.2663112701714327e-10,4.6927072436424385e-05,4.6785109201126006e-05,5.787256388194547e-07,4.0816454986109505e-13,1.7039105471440057e-12,1.4056069696424997e-07,1.398783856897818e-07,7.993390169134188e-07,1.9131912944929968e-09,5.773135616673108e-07,1.8319330641036363e-09,2.9543686778973156e-10,1.3443646144774003e-11,4.1600077645212616e-11,1.7126403641442505e-15,5.624982259439274e-15,5.134614881763733e-17,7.98170045334057e-07,9.924399546457268e-15,1.0619345965221799e-11,1.3167201327056217e-21,6.311611430256949e-11,6.228333694013814e-11,1.2616054019668374e-14,8.183388032091144e-15,1.222423380238965e-12,2.4913528373156838e-11,0.0026497892755000182,8.442344462384321e-13,1.5294584511756524e-22,1.8257337518420114e-15,2.9464370245217084e-17,6.394370994994031e-17,1.0620091779589639e-13,3.2805793954992405e-22,4.503904133404529e-22,2.258828615456983e-20,4.0745395935725335e-22,1.0082067022568693e-23,4.326567467323326e-24,8.013728596684335e-15,8.389443213886568e-20,1.6353836039206485e-15,3.904444686220525e-16,5.95276720048076e-19,7.490134433298847e-18
1.535810040736058e-09,0.603231291083216,3.76,0.0,0.7897375576446117,0.9973471959034387,4.996611858817876e-12,0.0,2.462949429539317e-10,4.8310539099349e-05,4.816008706976337e-05,5.958578732629317e-07,4.3472062504260687e-13,1.778430233348739e-12,1.4891797989805688e-07,1.4817820946340035e-07,8.229757854917142e-07,2.086693201768044e-09,5.943202886133567e-07,1.995406287524245e-09,3.193067735180268e-10,1.4216693541171281e-11,4.4280617574529386e-11,1.9179460352890038e-15,5.963207424605269e-15,5.599003461478007e-17,8.217009447387154e-07,1.0659206525307984e-14,1.1068237605574447e-11,1.4648442969673667e-21,6.688747333098604e-11,6.600542025983074e-11,1.3764359434756425e-14,8.668925246702335e-15,1.3090285575462232e-12,2.6464498934227016e-11,0.002652059080314362,8.778804402492998e-13,1.6849789970207433e-22,1.9898228932838685e-15,3.2185470535971433e-17,7.038494284371352e-17,1.1260734432409008e-13,3.6883871889567975e-22,4.924074173174362e-22,2.459192538387168e-20,4.4596517209187765e-22,1.1018601149985581e-23,4.8719184163180974e-24,8.302873846689596e-15,9.170946334616263e-20,1.7836339688218246e-15,4.2594282614410056e-16,6.6845564053531e-19,8.17644804190254e-18
1.5797925959419392e-09,0.6032314440340566,3.76,0.0,0.78973613351719,0.9973452172078081,5.568776065253935e-12,0.0,2.67052529223788e-10,4.96940031825982e-05,4.9534815929822076e-05,6.129971494057896e-07,4.621713490709086e-13,1.8534716228732386e-12,1.5751358975856976e-07,1.5671326831365437e-07,8.466186841987664e-07,2.2703365049330715e-09,6.113267006960065e-07,2.168131763144649e-09,3.4440982098352186e-10,1.500963890125139e-11,4.7050086032871227e-11,2.1411424641165163e-15,6.311405026443188e-15,6.090470047746581e-17,8.452317859432774e-07,1.1427690616575474e-14,1.1519649549413948e-11,1.6244216006456657e-21,7.076801146127331e-11,6.983530159080367e-11,1.498027809030647e-14,9.168230597853967e-15,1.3987779173907743e-12,2.8067592015047565e-11,0.002654012019213657,9.11689521718223e-13,1.8514407127943244e-22,2.1633482555606362e-15,3.507099345431443e-17,7.72778464955927e-17,1.1920444384883122e-13,4.1332192803985416e-22,5.369415725702244e-22,2.6707778418774185e-20,4.870411908225085e-22,1.2010659522479177e-23,5.468284486101585e-24,8.592213992149286e-15,1.0001173788842933e-19,1.940547820001682e-15,4.635262814745588e-16,7.481716419813341e-19,8.903700111750547e-18
1.6237751511478203e-09,0.6032315969856681,3.76,0.0,0.7897347093859078,0.9973435108857056,6.188473972336567e-12,0.0,2.889323393509944e-10,5.107746473594321e-05,5.0909295823682096e-05,6.301436981296748e-07,4.905187663395075e-13,1.928999941889564e-12,1.6634727791820245e-07,1.6548323608216093e-07,8.702678867783188e-07,2.4644044211339713e-09,6.283328045713414e-07,2.3503429255964494e-09,3.7077610538884226e-10,1.5822354196289302e-11,4.990869866306361e-11,2.3832359663863867e-15,6.669583424015138e-15,6.60977111337368e-17,8.687625689465755e-07,1.22305527496151e-14,1.1973405831559553e-11,1.795944092391636e-21,7.475770764683082e-11,7.37729645331811e-11,1.626574058348315e-14,9.681287039424641e-15,1.4916739624942193e-12,2.972340672486413e-11,0.0026556923381106856,9.456552781619703e-13,2.0292969294023374e-22,2.3465618294764244e-15,3.8125940415601095e-17,8.464143024481821e-17,1.2599247421514259e-13,4.61726507315425e-22,5.840654542828104e-22,2.8938611647194536e-20,5.307969866119474e-22,1.3059789697989614e-23,6.118927189872496e-24,8.881721404044985e-15,1.0881834621487166e-19,2.1063677583270342e-15,5.032539084848066e-16,8.348012923330467e-19,9.673104037733261e-18
