Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649)
0.0,0.17718946178602013,3.76,0.0,0.7116631682684001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.175997621043774e-22,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999996,7.485442616846141e-53,0.0,4.542613191131343e-39,1.2199377916650659e-21,1.2199377916650638e-21,1.048315302834314e-22,1.8921917398842226e-41,2.2701332388098467e-40,6.975137065841623e-35,2.194496420627181e-36,3.27939574499153e-25,9.358975056859372e-51,1.0483153028336392e-22,3.655070263432314e-43,5.529615252200022e-32,7.399013439313707e-38,4.543216231463181e-39,2.766344302212486e-54,4.045151353940182e-47,3.645139283228065e-52,3.27939574499153e-25,2.13437238041802e-48,2.4617017733065955e-40,7.071568448805145e-67,8.921645267931146e-39,2.3710149142367775e-40,3.5487246274495592e-56,1.2927197052799551e-48,3.925525545867305e-45,4.829112061301333e-42,3.240370349145578e-16,7.384936603870309e-44,6.532129292588822e-71,2.194619106004863e-53,1.1496050543082855e-60,3.988551409102213e-60,2.529874526146226e-59,1.0287840773806761e-75
1.4492793338922569e-21,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999991,8.886717474721528e-52,0.0,2.7437383674439334e-38,3.415825816662184e-21,3.415825816662172e-21,2.935282847936076e-22,1.1428838109145066e-40,1.371160476237688e-39,2.0241419978891e-34,1.3254758380588084e-35,9.182308085976284e-25,1.1110975187503382e-49,2.935282847934189e-22,2.2076624936944622e-42,1.5482925676731052e-31,4.469004117345453e-37,2.744102603803814e-38,1.6708719660408861e-53,2.4432714177900923e-46,2.2016641280674355e-51,9.182308085976284e-25,1.2891609177799474e-47,1.4868678710766223e-39,8.395366065904952e-66,5.388673741830402e-38,1.4320930081990135e-39,4.213045877708108e-55,7.808027019928772e-48,2.371017429930815e-44,2.9167836850259995e-41,9.073036977568469e-16,4.46050170871386e-43,7.754943897433387e-70,1.3255570870737434e-52,1.7372831573561946e-59,6.027498887866877e-59,3.823146383912101e-58,2.90133570293751e-74
3.3126384774680155e-21,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999979,8.725031914201404e-51,0.0,1.3209919159818986e-37,7.807601866656422e-21,7.807601866656357e-21,6.709217938139585e-22,5.502493579949859e-40,6.60154745840714e-39,4.961813058312756e-34,6.381595591183716e-35,2.0988132767945794e-24,1.0908821326275088e-48,6.7092179381352855e-22,1.0628945144781337e-41,3.5389558408077065e-31,2.1516331081523866e-36,1.3211672801095719e-37,8.044529341257928e-53,1.1763300137408476e-45,1.0600065050307422e-50,2.0988132767945794e-24,6.206754882365419e-47,7.15862875676716e-39,8.242620194526997e-65,2.59441444391436e-37,6.894911370600543e-39,4.13639342575518e-54,3.759228903009793e-47,1.1415428290786556e-43,1.4043057874264183e-40,2.0738370234257645e-15,2.1475395643697748e-42,7.613849907245234e-69,6.382057523950858e-52,1.868889943673301e-58,6.484108252522214e-58,4.112766419665267e-57,6.311038884322787e-73
7.039356764619533e-21,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999956,7.717191920275333e-50,0.0,5.769118752746145e-37,1.6591153966644896e-20,1.659115396664462e-20,1.4257088118546546e-21,2.4030835100317194e-39,2.8830692132348826e-38,1.1974813090415123e-33,2.787010454196391e-34,4.459978213188481e-24,9.648728924619323e-48,1.4257088118537458e-21,4.641940080569878e-41,7.520287139990491e-31,9.396747067927997e-36,5.769884613959052e-37,3.513257376914074e-52,5.1373422196581104e-45,4.629326904736166e-50,4.459978213188481e-24,2.710652923243367e-46,3.1263612520906736e-38,7.290504230040485e-64,1.1330489490272377e-36,3.0111889410807015e-38,3.6585931419153434e-53,1.6417540257625781e-46,4.985417446769391e-43,6.1329723178525956e-40,4.406903674700957e-15,9.378869486546275e-42,6.734364023361943e-68,2.787273980831608e-51,1.717831839530003e-57,5.960012597350574e-57,3.7803409069296073e-56,1.1699602476529828e-71
1.4492793338922568e-20,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999909,6.486764804698107e-49,0.0,2.4084935139462443e-36,3.4158258166621844e-20,3.415825816662068e-20,2.9352828479360235e-21,1.0032400608274955e-38,1.2036246431687206e-37,3.0551444799639655e-33,1.1635220022164157e-33,9.182308085976284e-24,8.110338040672674e-47,2.935282847934173e-21,1.9379190150815684e-40,1.5482968750010389e-30,3.9229569255237586e-35,2.40881324592251e-36,1.4667158503980267e-51,2.1447392479971713e-44,1.93265286144338e-49,9.182308085976284e-24,1.1316442361984415e-45,1.305194280199325e-37,6.128108112486776e-63,4.7302563210569315e-36,1.257112107528333e-37,3.0752679825536504e-52,6.853999877905472e-46,2.0813136475849665e-42,2.5603952149018785e-39,9.073036977000776e-15,3.9154933870399204e-41,5.6606387450856776e-67,1.163683586185993e-50,1.4696413052588105e-56,5.098916256786171e-56,3.2341612357307856e-55,2.0108627395476983e-70
2.939966648752864e-20,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999816,5.31824170073209e-48,0.0,9.839481876589306e-36,6.929246656657573e-20,6.929246656657097e-20,5.9544309200986665e-21,4.098562999144944e-38,4.917199400183077e-37,8.590723479816449e-33,4.753367026934318e-33,1.862696783155189e-23,6.6493451317280495e-46,5.954430920095e-21,7.917034840007526e-40,3.1408408016667505e-30,1.6026559070087933e-34,9.840788086004701e-36,5.992013268815266e-51,8.761959639855312e-44,7.895517606903289e-49,1.8626967831551888e-23,4.6231359517323885e-45,5.332144508986707e-37,5.0241933102372025e-62,1.9324640516148197e-35,5.1357131448333765e-37,2.5212904919629692e-51,2.8000825908564735e-45,8.502845380176909e-42,1.0460049889260389e-38,1.8405303580598146e-14,1.5996068078635309e-40,4.6409336570329953e-66,4.754448419982468e-50,1.2151278512508432e-55,4.215882564454314e-55,2.674067052248159e-54,3.3328575210762263e-69
5.921341278474077e-20,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999629,4.306850014010353e-47,0.0,3.9772758943272077e-35,1.3956088336648352e-19,1.3956088336646426e-19,1.199272706442358e-20,1.6567046958462193e-37,1.9876106166373753e-36,2.694289211154898e-32,1.921386952086481e-32,3.7516287322703105e-23,5.3848120835866974e-45,1.1992727064416539e-20,3.200194761858159e-39,6.325959073645101e-30,6.478191418761661e-34,3.9778038850302166e-35,2.4220679248931426e-50,3.541724178598358e-43,3.191494502714996e-48,3.7516287322703093e-23,1.8687454696301456e-44,2.1553380641604967e-36,4.0687220601972306e-61,7.811328671045445e-35,2.0759373661301372e-36,2.0418064092618197e-50,1.1318381528733458e-44,3.4369860626835284e-41,4.2281194070476416e-38,3.70698367837838e-14,6.465866471332398e-40,3.758348419917758e-65,1.9221646221368264e-49,9.881217882990513e-55,3.4282856857973055e-54,2.174506917106244e-53,5.4266944861153855e-68
1.1884090537916505e-19,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999999256,3.4665275788070625e-46,0.0,1.5992451444380388e-34,2.800977169662991e-19,2.8009771696622156e-19,2.406931935307192e-20,6.66153672718833e-37,7.992094869833408e-36,9.277127190310244e-32,7.725812428668279e-32,7.529492630500553e-23,4.334165232932499e-44,2.406931935305916e-20,1.28678640772338e-38,1.269631729218951e-29,2.6048522773620593e-33,1.5994574471556687e-34,9.739031475242427e-50,1.4241117155373059e-42,1.2832859410691336e-47,7.529492630500548e-23,7.514143345831005e-44,8.666519560554367e-36,3.2748615759116173e-60,3.14090090315531e-34,8.347252846166778e-36,1.6434234313166898e-49,4.551071434103394e-44,1.3819969884101746e-40,1.700108217628878e-37,7.43989031741188e-14,2.599896469262822e-39,3.0250458096641843e-64,7.73167807867481e-49,7.969560194308313e-54,2.765036603769601e-53,1.753818605568775e-52,8.758706779319432e-67
2.380958905680136e-19,0.17718946178602013,3.76,0.0,0.7116631682684001,0.999999999999851,2.7816700677891067e-45,0.0,6.413688309261693e-34,5.611713841659302e-19,5.611713841656192e-19,4.8222503930362616e-20,2.6715741799032944e-36,3.2051874968801953e-35,3.409242015983878e-31,3.09839632929973e-31,1.5085220426961038e-22,3.477894643233414e-43,4.8222503930342604e-20,5.160606421200415e-38,2.54375204276292e-29,1.044662268086956e-32,6.4145397379387455e-34,3.9057895169365394e-49,5.711324931979263e-42,5.146550893992214e-47,1.5085220426961022e-22,3.013507562247354e-43,3.475661963164555e-35,2.6278703172069664e-59,1.2596417423912953e-33,3.347621731321127e-35,1.3187438044387494e-48,1.825183197883487e-43,5.542426109125832e-40,6.818194344674943e-37,1.490570358906435e-13,1.0426747666272367e-38,2.4274088035090656e-63,3.102945371874351e-48,6.401584151330026e-53,2.2210277692879556e-52,1.4087624807395345e-51,1.4075006660398995e-65
4.766058609457107e-19,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999997017,2.2287210513920372e-44,0.0,2.5688206859172035e-33,1.1233187185651927e-18,1.1233187185639468e-18,9.652887308492014e-20,1.0700231638932974e-35,1.2837468147900414e-34,1.3032147414362699e-30,1.240974646661779e-30,3.019667601988201e-22,2.7865479429819822e-42,9.652887308490218e-20,2.06694826220627e-37,5.09218734919121e-29,4.184098001798296e-32,2.569161701350396e-33,1.5643549034048125e-48,2.2875089865750439e-41,2.0613050299205714e-46,3.019667601988195e-22,1.2069748639346292e-42,1.3920776807762228e-34,2.1054943269809514e-58,5.0451372260033044e-33,1.3407948027517721e-34,1.0565998146989364e-47,7.310252905860554e-43,2.219861415706439e-39,2.7308340891547733e-36,2.983733010671118e-13,4.176137623135016e-38,1.944881024811482e-62,1.2445562504244725e-47,5.131662054452382e-52,1.780428665177316e-51,1.129297498128946e-50,2.2568983096152315e-64
9.53625801701105e-19,0.17718946178602013,3.76,0.0,0.7116631682684001,0.999999999999403,1.7843319991256842e-43,0.0,1.0281977284813247e-32,2.2476133873637173e-18,2.2476133873587295e-18,1.9314161139393957e-19,4.2828812663608144e-35,5.138332792841421e-34,5.0917345428900646e-30,4.967132659895165e-30,6.041958720572396e-22,2.2309326948221543e-41,1.9314161139399224e-19,8.273291229782483e-37,1.0189836679409288e-28,1.6747296081224754e-31,1.0283342234133405e-32,6.261511230909464e-48,9.155997386915543e-41,8.250594001955079e-46,6.041958720572372e-22,4.831044937721874e-42,5.571938581093972e-34,1.685676067183458e-57,2.0193696911053536e-32,5.3666734231055455e-34,8.459223096794315e-47,2.926006276691555e-42,8.885231252520391e-39,1.0930453115633044e-35,5.97005830393724e-13,1.6715433772619797e-37,1.557087524157415e-61,4.995554489488796e-47,4.109491604604374e-51,1.4257869233291457e-50,9.04353899073598e-50,3.6149595631365535e-63
1.9076656832118934e-18,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999988057,1.4280078945409426e-42,0.0,4.114130204473133e-32,4.4962027249607666e-18,4.496202724940809e-18,3.863670880115962e-19,1.7137104176320417e-34,2.056002410318739e-33,2.0124529032820056e-29,1.9875000629352012e-29,1.2086540957740784e-21,1.7854241818360878e-40,3.8636708801205598e-19,3.3104834137273556e-36,2.03882502092921e-28,6.701099868780812e-31,4.114676361094204e-32,2.5054319284928236e-47,3.6635915947792436e-40,3.301313863995029e-45,1.2086540957740688e-21,1.9330472596040454e-41,2.229501210129388e-33,1.349053765199964e-56,8.080109115233318e-32,2.1473684108265915e-33,6.769949408011933e-46,1.1707836466125107e-41,3.555250227203997e-38,4.3736050036936046e-35,1.1942708849416503e-12,6.688350756183217e-37,1.246143463506215e-60,2.010145030475863e-46,3.2892588816914655e-50,1.1412074174224148e-49,7.23849658531767e-49,5.7870749042028225e-62
3.815745446233471e-18,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999976112,1.1426232804710534e-41,0.0,1.645919978648324e-31,8.993381400154865e-18,8.99338140007502e-18,7.728180412453808e-19,6.855957891536378e-34,8.225348384368303e-33,8.001313756005191e-29,7.951294433951377e-29,2.417570543207756e-21,1.4286106138085704e-39,7.728180412477179e-19,1.3244803634339762e-35,4.079753674684971e-28,2.680876296896197e-30,1.6461384761403185e-31,1.0023453861908267e-46,1.4656752095713663e-39,1.3207417733131722e-44,2.4175705432077177e-21,7.733447857384811e-41,8.919456597172374e-33,1.0794489409110196e-55,3.232569791186039e-31,8.5908719256358e-33,5.416988118401784e-45,4.683897002734015e-41,1.4223318919053925e-37,1.7497267935238064e-34,2.3888009776163123e-12,2.6757757905615565e-36,9.971044452222832e-60,8.132083997809564e-46,2.632073507256775e-49,9.131971419048764e-49,5.792263783425188e-48,9.26183224401255e-61
7.631904972276624e-18,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999952222,9.141854201971709e-41,0.0,6.5842157512018035e-31,1.798773875054306e-17,1.7987738750223655e-17,1.5457199477068336e-18,2.7426066086215383e-33,3.2904070942653645e-32,3.1908243279826103e-28,3.180776628391321e-28,4.8354034380751115e-21,1.1429970099532531e-38,1.545719947717179e-18,5.298924143344839e-35,8.166594773317563e-28,1.0724377948296046e-29,6.585089806541177e-31,4.0097836337069765e-46,5.8631780930064106e-39,5.283407134929311e-44,4.835403438074959e-21,3.0936309811969865e-40,3.5680730064688264e-32,8.636426855869398e-55,1.2931331529779488e-30,3.436628446633078e-32,4.3340019754453217e-44,1.8737113238682357e-40,5.6897929851251914e-37,6.9994767987024654e-34,4.777861097280875e-12,1.0703974013478174e-35,7.977598441003391e-59,3.32526017049675e-45,2.1059253990681507e-48,7.306502080101003e-48,4.634397704385807e-47,1.4820941791282555e-59
1.526422402436293e-17,0.17718946178602013,3.76,0.0,0.7116631682684001,0.9999999999904441,7.313830573214529e-40,0.0,2.633793475404153e-30,3.5976453451319455e-17,3.5976453450041784e-17,3.091523760605276e-18,1.0970874889681959e-32,1.316216365980871e-31,1.2743893359637255e-27,1.2723624241099676e-27,9.671069227809822e-21,9.144410178086857e-38,3.0915237606486524e-18,2.120113128745727e-34,1.6360212135101238e-27,4.289925737509288e-29,2.634143107158043e-30,1.6040393448491642e-45,2.34536675348255e-38,2.1134569098706693e-43,9.671069227809214e-21,1.2375028071367655e-39,1.4272872746478287e-31,6.90949407522393e-54,5.172743092339512e-30,1.3747073159177122e-31,3.4673661813909455e-43,7.49515058115297e-40,2.2760117068334283e-36,2.7999046484188648e-33,9.555981073870966e-12,4.281763632258574e-35,6.382390481709192e-58,1.3878900065198713e-44,1.684846962996766e-47,5.845571664729017e-47,3.707752848818223e-46,2.37151151307622e-58
