Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164),C2H2O(930)
4.935343777394958e-05,0.8836944586115569,0.0008373339084487613,0.0003705100707588442,0.00018402661048528223,0.12682647558266602,0.0,0.0,0.000142230508168518,4.327565882486655e-06,0.03872703542847292,0.13302963191660921,7.291672508718044e-06,1.278950813509891e-10,8.479623761227993e-09,1.1202394362150003e-06,2.0378325317825345e-05,0.0005104823030633107,7.233161632874534e-07,2.8546601652658873e-10,2.7773743690502137e-08,7.943108110388912e-12,1.0691737192004322e-07,2.681407686686232e-07,7.286134469792715e-10,3.220754404243213e-06,1.8295843043411852e-11,3.629631040985171e-08,5.3528559178090625e-09,1.6374075492810344e-11,1.3397175438543588e-08,9.115031884323613e-13,9.454177609196854e-12,3.980540240798848e-10,3.76,0.0,0.39062366030930745,0.7095321343522454,0.14369691880507535,0.00032776212567413814,0.0009476335487984019,0.4519804725162596,0.03719472413684097,2.1582156743266088e-11,5.071392604345745e-12,7.277128594185746e-05,1.4383553909508255e-05,9.429704059476028e-06,0.1212667354765181,0.00650149606376628,0.0056280796536918205,5.843857062760159e-05,0.09152314689679221,0.04587677598729986,3.860735191802961e-06,0.007456707836152533,4.744751881468139e-09,8.603944989779982e-06,1.8438524360574582e-07,0.0017362495369417025,4.556428123964906e-06,9.414903686257715e-05,2.399110485581975e-05,0.011916762411357832,2.403759565951358e-09,0.001044815618127682,7.227497050589477e-11,8.980139228153658e-08,3.890344886589808e-07,0.004518299140464769,0.014993853794373999,1.3060258465988523e-06,1.4057768621034923e-05,1.6293228880561335e-06,7.511501841179026e-06,8.820273196041044e-08,3.672588143548705e-05,3.149675278527042e-09,5.108594626268375e-05,1.4725926307813717e-08,3.826178129460112e-05,1.2028589783501377e-11,3.377786466959759e-09,1.9436938857538935e-05,4.0869985018549125e-07,6.4086332532791e-10,0.0006717774773742936,1.4157638261863954e-08,1.3109324623970753e-09,0.0013514337419795477,1.8666355769018474e-08,6.730498159548109e-07,2.238974846952835e-06,2.025422063277915e-15,8.615607759616472e-13,6.580389835926283e-07,2.967195238932749e-12,8.418246685700022e-14,9.769017497919016e-08,1.4166551689765276e-14,6.812127307049505e-10,1.6770993768790236e-09,4.843674782613849e-07,8.63992808933081e-12
4.956853260396878e-05,0.8838658662318705,0.0008384090442639484,0.00037061596654444824,0.00018429078601151535,0.12708913317710976,0.0,0.0,0.00014200138300970666,4.307462525367575e-06,0.03898777399609162,0.1333910064641164,7.342139883859685e-06,1.2829612599877785e-10,8.53092123066414e-09,1.1251194709221622e-06,2.0530410332459964e-05,0.0005136248561361006,7.33056665477682e-07,2.8863540521571247e-10,2.8280128270152946e-08,8.040190080106793e-12,1.0711175351655587e-07,2.7103392391158994e-07,7.330672241330284e-10,3.269432811435644e-06,1.8624381342471338e-11,3.689058306171417e-08,5.445435378440609e-09,1.6638095189810478e-11,1.3508038196353662e-08,9.242075846134874e-13,9.607800127976909e-12,4.053750421082209e-10,3.76,0.0,0.38905101644258977,0.7085780733378385,0.14417490980136233,0.0003301053034217278,0.0009451960342405667,0.45349998893194904,0.03709701190398728,2.1493645044910003e-11,5.050570231166918e-12,7.253442128095749e-05,1.4349033129272992e-05,9.39046184692986e-06,0.12171076832923533,0.006498117569017785,0.005606676814841759,5.839467607468018e-05,0.09186758897595027,0.04591758990832385,3.841149708293227e-06,0.007459192296137367,4.733895040730986e-09,8.623209675247329e-06,1.8479746085599113e-07,0.0017368494120309427,4.567828332736995e-06,9.447794838998572e-05,2.402047134081511e-05,0.012000536636220523,2.403724980389196e-09,0.0010434107205898083,7.233861094099197e-11,9.046421262138649e-08,3.921720250521074e-07,0.004520852684418828,0.015006499413363452,1.3167106451729883e-06,1.4163081295670316e-05,1.6415686205118611e-06,7.558226489235756e-06,8.845116047680567e-08,3.6726375738771904e-05,3.16439444437504e-09,5.123134437354236e-05,1.4745130312528207e-08,3.850689500818486e-05,1.2087302296917308e-11,3.40030523623791e-09,1.9454357300391172e-05,4.0638833108298023e-07,6.40451006185109e-10,0.000674291904438877,1.4177149012136147e-08,1.3122446945685053e-09,0.0013658724066611797,1.8866041413033026e-08,6.791003788179873e-07,2.2623772054200863e-06,2.029875795449984e-15,8.692277235815126e-13,6.647611557546691e-07,2.9787247862050794e-12,8.457584887571257e-14,9.72244903394879e-08,1.4232748959070306e-14,6.833487679654678e-10,1.6803699133170537e-09,4.823582700109802e-07,8.770379869923243e-12
4.978362743398798e-05,0.8840367747393534,0.0008394839185277215,0.00037072388287035185,0.0001845556736000064,0.12735006580643493,0.0,0.0,0.00014177495847248305,4.287542922458693e-06,0.03924869121961512,0.13375110554348152,7.392707438569988e-06,1.2869700221526597e-10,8.582345733919796e-09,1.129994372812438e-06,2.0682935979847402e-05,0.0005167694699609769,7.428872191014882e-07,2.918228733163216e-10,2.879304086452139e-08,8.138103120081505e-12,1.073041534482683e-07,2.739430629278749e-07,7.375293791000508e-10,3.318605031020391e-06,1.8957340652662445e-11,3.749170427756238e-08,5.539154327080586e-09,1.690518453395821e-11,1.361928661275141e-08,9.370223169309728e-13,9.763200006376061e-12,4.12795711917511e-10,3.76,0.0,0.3874845690122259,0.7076263600939591,0.14465160489854284,0.0003324507963957946,0.0009427624324391895,0.45501557002306947,0.036999615127622884,2.1405488097526207e-11,5.029831379084813e-12,7.229831506414248e-05,1.4314661438830335e-05,9.351417503895477e-06,0.12215386589829252,0.0064946646766010025,0.005585315200042498,5.835019401171679e-05,0.09221056047133395,0.045957193866013935,3.82167680633835e-06,0.0074615650094442525,4.72302276742661e-09,8.642274737658314e-06,1.8520540442606846e-07,0.0017374307051710497,4.579125092689648e-06,9.480516747359231e-05,2.4049286025425837e-05,0.012084259558880806,2.4036311766396464e-09,0.0010420092802576803,7.240077140969714e-11,9.112707302785201e-08,3.9531351489776556e-07,0.004523325984149077,0.01501870876442163,1.3274106391532267e-06,1.4268712510491034e-05,1.653853106980959e-06,7.604982449541529e-06,8.869978401098198e-08,3.6726469543021726e-05,3.179080673330885e-09,5.137650507239414e-05,1.4764203178342126e-08,3.875218343012016e-05,1.214607845993472e-11,3.4228432697324083e-09,1.9471330258573714e-05,4.040910775083831e-07,6.400251437001847e-10,0.0006768002147822149,1.419653499147499e-08,1.3135613744043228e-09,0.0013803907757784955,1.9066831271055927e-08,6.851828051919837e-07,2.285879619833254e-06,2.034296933464603e-15,8.769092891275925e-13,6.715024307992542e-07,2.9902573402583532e-12,8.496835057153463e-14,9.676124802967498e-08,1.4298798083404476e-14,6.854836006250877e-10,1.6835999101648973e-09,4.803591800558929e-07,8.902153565691722e-12
4.999872226400718e-05,0.8842071855715028,0.0008405585678543939,0.0003708338142354852,0.0001848212709817272,0.12760928273604005,0.0,0.0,0.000141551206201951,4.267804851551753e-06,0.03950978376537444,0.13410993380808267,7.443374483233317e-06,1.290977285941924e-10,8.63389822664023e-09,1.134864170564741e-06,2.083590125411023e-05,0.0005199160758269474,7.528082888812398e-07,2.950283966170339e-10,2.9312527214605347e-08,8.236852249281278e-12,1.074945889350804e-07,2.7686818262776734e-07,7.419999036900845e-10,3.3682734054107805e-06,1.929476106231039e-11,3.809971829843261e-08,5.634020524701853e-09,1.7175365188101594e-11,1.3730918185896638e-08,9.499477132158968e-13,9.920389685910163e-12,4.2031688427891883e-10,3.76,0.0,0.3859242904030432,0.7066769858882263,0.14512700986471402,0.00033479853934674134,0.0009403327441833957,0.45652722647421634,0.03690253268434522,2.131768436351916e-11,5.009175685202322e-12,7.206296461826032e-05,1.4280437679049596e-05,9.312569867599127e-06,0.12259603277505354,0.006491138551237651,0.0055639958168547275,5.830513396257581e-05,0.09255206423484573,0.045995597191293064,3.802315791511324e-06,0.007463827272871163,4.712135908653493e-09,8.661141347925054e-06,1.856090994079395e-07,0.0017379936136950745,4.5903189168814855e-06,9.513069681679465e-05,2.407755363015678e-05,0.012167928025214752,2.4034788178490618e-09,0.0010406112842724453,7.24614663792637e-11,9.178995457345092e-08,3.9845886688810007e-07,0.004525719554478301,0.015030484689939843,1.338125517545955e-06,1.4374661168210675e-05,1.6661762457936484e-06,7.651768903856318e-06,8.89486057837591e-08,3.672616897571296e-05,3.193733743435889e-09,5.1521431304139244e-05,1.4783146340196519e-08,3.899764443430788e-05,1.220491812477243e-11,3.4454002430850875e-09,1.948786140904432e-05,4.01807992731229e-07,6.395859212700209e-10,0.0006793023622019324,1.4215797587228288e-08,1.3148825078246599e-09,0.0013949887360200795,1.9268723781077502e-08,6.912971396417102e-07,2.3094816467124993e-06,2.0386854856036896e-15,8.846052294008351e-13,6.782625521277017e-07,3.001792839072863e-12,8.535996600012657e-14,9.630043333947445e-08,1.436469806099835e-14,6.876171812010246e-10,1.686789597810842e-09,4.78370149047075e-07,9.035255437625342e-12
5.021381709402638e-05,0.8843771001654152,0.000841633024825476,0.0003709457551805281,0.00018508757475558783,0.1278667931817937,0.0,0.0,0.00014133009820443433,4.24824612383027e-06,0.03977104834112706,0.13446749589168502,7.494140304023805e-06,1.2949832242744252e-10,8.685579594578148e-09,1.1397288931182928e-06,2.0989305154985646e-05,0.0005230646050089801,7.628203235554889e-07,2.9825194950096714e-10,2.983863302294333e-08,8.33644250931945e-12,1.0768307709297673e-07,2.798092798955476e-07,7.464787894803743e-10,3.418440269468941e-06,1.9636682368523196e-11,3.871466940443006e-08,5.730041729938063e-09,1.744865882018638e-11,1.3842930360354747e-08,9.629840987541555e-13,1.0079381535914131e-11,4.279394121817597e-10,3.76,0.0,0.3843701531344721,0.7057299420213984,0.14560113044399506,0.0003371484673366674,0.0009379069700686367,0.4580349689598586,0.03680576346188642,2.1230232310088607e-11,4.98860278822123e-12,7.182836727312065e-05,1.4246360701304053e-05,9.273917784659871e-06,0.1230372735228143,0.00648754034146814,0.005542719637907502,5.825950526132361e-05,0.09289210316950251,0.046032809151360335,3.7830659743192614e-06,0.007465980367166915,4.701235296334539e-09,8.679810674903259e-06,1.8600857082901508e-07,0.0017385383326612481,4.6014102928870105e-06,9.545453886109408e-05,2.4105278737932997e-05,0.012251538908238538,2.403268560470666e-09,0.0010392167198240469,7.252071006535871e-11,9.245283855385881e-08,4.016079866159393e-07,0.004528033909143088,0.015041830027052805,1.3488549589175326e-06,1.4480925795151258e-05,1.6785378862786742e-06,7.698585012514903e-06,8.919762833795973e-08,3.672548001128717e-05,3.20835345495145e-09,5.166612595827766e-05,1.4801961216477236e-08,3.924327592624181e-05,1.226382113835398e-11,3.4679758316380977e-09,1.950395440481565e-05,3.995389807313798e-07,6.391335204705704e-10,0.0006817983005835144,1.4234938170778071e-08,1.3162080953396135e-09,0.001409666171701875,1.9471717348831987e-08,6.974435076608816e-07,2.333182843423251e-06,2.043041460801252e-15,8.923153035126341e-13,6.850412646220981e-07,3.013331213688107e-12,8.57506898296959e-14,9.584203165911551e-08,1.4430447995427535e-14,6.897494635083961e-10,1.689939202035736e-09,4.7639111812317423e-07,9.16969172705868e-12
5.042891192404558e-05,0.8845465199649888,0.0008427073231460851,0.00037105970023982725,0.00018535459546276684,0.12812260631558725,0.0,0.0,0.00014111160679473127,4.2288645782282825e-06,0.040032481689323766,0.13482379641154804,7.545004190156949e-06,1.298988058052536e-10,8.737390726657602e-09,1.1445885694839416e-06,2.114314669034611e-05,0.0005262149890245161,7.7292378210625e-07,3.0149350568243953e-10,3.0371403957069847e-08,8.436878962125804e-12,1.07869635070444e-07,2.827663518264695e-07,7.509660309533453e-10,3.4691079517423986e-06,1.9983145359030386e-11,3.9336601906926606e-08,5.8272256987144826e-09,1.77250873206726e-11,1.3955323672273876e-08,9.761317965788693e-13,1.0240187938342924e-11,4.356641506005507e-10,3.76,0.0,0.382822129858466,0.7047852198222015,0.14607397234435845,0.0003395005156868598,0.0009354851105856135,0.4595388081442854,0.03670930633997489,2.114313041129696e-11,4.968112328276022e-12,7.15945203645567e-05,1.4212429382224665e-05,9.235460108752478e-06,0.12347759268361112,0.006483871182289726,0.005521487606831803,5.8213317068739265e-05,0.09323068021786049,0.046068838959688434,3.76392666988133e-06,0.00746802555793911,4.6903217474377106e-09,8.698283883767355e-06,1.8640384363338582e-07,0.001739065055285524,4.612399706141322e-06,9.577669577993036e-05,2.41324658906477e-05,0.012335089103291813,2.403001054733478e-09,0.001037825574143614,7.257851645608924e-11,9.311570644578141e-08,4.0476078092309487e-07,0.004530269561282192,0.015052747607601074,1.3595986453336723e-06,1.4587505188124944e-05,1.6909378851667171e-06,7.745429915711173e-06,8.944685337747235e-08,3.6724408571682294e-05,3.2229396185102973e-09,5.181059191220626e-05,1.4820649215379878e-08,3.948907584527493e-05,1.2322789677301198e-11,3.490569716745187e-09,1.9519612871556653e-05,3.972839462412319e-07,6.386681210572777e-10,0.0006842879839345448,1.4253958104845376e-08,1.3175381388181777e-09,0.0014244229652831883,1.9675810354092938e-08,7.036219298072803e-07,2.356982767997009e-06,2.0473648679515547e-15,9.000392723929059e-13,6.918383144372662e-07,3.0248728997096494e-12,8.614051701303042e-14,9.538602848413108e-08,1.4496047038995483e-14,6.918804029390917e-10,1.6930489489200646e-09,4.7442202875250834e-07,9.305468658565195e-12
5.062249727106286e-05,0.8846985759227632,0.000843674087543386,0.00037116395976354456,0.0001855955365929702,0.12835139446742902,0.0,0.0,0.00014091717911915265,4.2115709200642365e-06,0.04026791334538766,0.13514339204192172,7.590864973575066e-06,1.3025916536115254e-10,8.784132554838482e-09,1.1489579883034083e-06,2.1281977446712695e-05,0.0005290518641750835,7.820954528021203e-07,3.0442627870275485e-10,3.085663419131897e-08,8.527999466752793e-12,1.0803590113290319e-07,2.854413726963692e-07,7.550116884701329e-10,3.51513898226534e-06,2.0298879645141356e-11,3.99023469085445e-08,5.915691840721735e-09,1.7976571497811966e-11,1.4056803923080248e-08,9.88060165115379e-13,1.0386475549156651e-11,4.4270451382887653e-10,3.76,0.0,0.38143411389619414,0.7039369477304225,0.14649844147669366,0.00034161911891102527,0.000933308784435006,0.46088893489270794,0.036622760848436596,2.1065036824863665e-11,4.9497411006869595e-12,7.138469757987198e-05,1.4182014822371189e-05,9.201013475857156e-06,0.12387309570403456,0.006480509201733598,0.005502417276766096,5.817127677637055e-05,0.09353415211979062,0.04610026260762627,3.746795220981639e-06,0.007469775004680239,4.680489140741715e-09,8.714743052891088e-06,1.8675601996370525e-07,0.0017395238761040187,4.622203438908576e-06,9.606519832485637e-05,2.415647823658952e-05,0.012410229846820192,2.4027118847536428e-09,0.0010365764555663023,7.262932486768165e-11,9.371225867056212e-08,4.0760136861880713e-07,0.00453221478113186,0.015062210033166722,1.3692799057714605e-06,1.468369515038023e-05,1.7021306075166504e-06,7.787614222190637e-06,8.967133248765304e-08,3.672312213608742e-05,3.236038276386044e-09,5.19404181125747e-05,1.4837361074511602e-08,3.971043810994446e-05,1.2375918783225575e-11,3.510919599482701e-09,1.9533336944866032e-05,3.9526628764388766e-07,6.382382945155645e-10,0.0006865233129705408,1.4270973994288186e-08,1.3187390001688913e-09,0.0014377718312603685,1.9860432710228513e-08,7.092099717208344e-07,2.378486747900665e-06,2.05122809621921e-15,9.070025275698248e-13,6.979711291611975e-07,3.035263527086491e-12,8.649058931690573e-14,9.497766441465982e-08,1.4554956232866122e-14,6.937970596096106e-10,1.6958138262929413e-09,4.7265830021750035e-07,9.428819268259398e-12
5.081608261808014e-05,0.8848502333149131,0.0008446407821657846,0.0003712698345896558,0.00018583707081317312,0.12857882177444163,0.0,0.0,0.00014072482917755984,4.194417536751861e-06,0.040503476796497566,0.1354619728619466,7.63680415943796e-06,1.3061946907069838e-10,8.830981088423715e-09,1.153323365948138e-06,2.1421161207492465e-05,0.0005318901371124555,7.913419084394552e-07,3.073735960286053e-10,3.1347333360187373e-08,8.619813234871161e-12,1.0820063007914799e-07,2.8812932915036193e-07,7.590641064368872e-10,3.5615792382597213e-06,2.061835671374044e-11,4.047381513213663e-08,6.0051117485022165e-09,1.8230628800916544e-11,1.4158592428655077e-08,1.0000791947503367e-12,1.0534252345542545e-11,4.498289893756416e-10,3.76,0.0,0.380051008543047,0.7030905429284326,0.14692188359508426,0.00034373934086057313,0.0009311356296716917,0.46223591635262834,0.03653646643739405,2.0987224521988988e-11,4.931436094599763e-12,7.117547857452564e-05,1.4151716553088934e-05,9.166722562321143e-06,0.12426785916542235,0.0064770914586995175,0.005483384074972552,5.812879704864195e-05,0.09383644453782959,0.046130742729101566,3.7297522394096166e-06,0.007471438958408248,4.670647255080213e-09,8.731045156838186e-06,1.8710483378057033e-07,0.0017399684107355822,4.63192538894421e-06,9.635234001383262e-05,2.4180061981522202e-05,0.012485316721517568,2.4023773299450384e-09,0.0010353300866635905,7.267899041492415e-11,9.430876990854961e-08,4.1044480149807174e-07,0.004534097040022038,0.015071330317337674,1.3789722563732158e-06,1.4780138882587523e-05,1.7133542732445372e-06,7.829820572223957e-06,8.989598194968149e-08,3.6721534921750554e-05,3.249109436951535e-09,5.207006349691482e-05,1.485397229015726e-08,3.993193373510544e-05,1.2429102756001866e-11,3.531283825659696e-09,1.954671457125894e-05,3.9325980550464285e-07,6.377982110116402e-10,0.0006887535049136985,1.4287894216237103e-08,1.319943490121299e-09,0.001451184790256132,2.004594303445882e-08,7.14824121614237e-07,2.400070019448553e-06,2.055064958799532e-15,9.139766726546253e-13,7.041184102714316e-07,3.045657180486235e-12,8.683992668520488e-14,9.457122099213512e-08,1.4613741748306373e-14,6.957125588800799e-10,1.69854676444646e-09,4.709025349796662e-07,9.553265320206508e-12
5.100966796509742e-05,0.885001493202359,0.0008456074328415374,0.00037137732124195225,0.00018607919594913825,0.12880489481922963,0.0,0.0,0.00014053453749131997,4.177402915065752e-06,0.04073916974689969,0.13577954219927996,7.6828212547056e-06,1.3097973043816355e-10,8.877937043595467e-09,1.1576847253410592e-06,2.1560697284299084e-05,0.000534729758351399,8.006634876035757e-07,3.103354384359895e-10,3.1843534675160606e-08,8.712324022063289e-12,1.0836383428721537e-07,2.9083021938408144e-07,7.631232811687847e-10,3.608430401104639e-06,2.094160649609198e-11,4.105103895624068e-08,6.095491069525555e-09,1.848727526543306e-11,1.4260687265628287e-08,1.012189121506979e-12,1.0683527510402339e-11,4.570382050662829e-10,3.76,0.0,0.37867279413145566,0.7022459991593885,0.14734430281585884,0.00034586113498698707,0.0009289656464052898,0.46357976027770975,0.03645042230257875,2.090969240429388e-11,4.913197051120677e-12,7.096686142890309e-05,1.4121533772107124e-05,9.132586546889165e-06,0.1246618863283904,0.006473618749754919,0.005464388625288925,5.808588431182628e-05,0.09413755970673258,0.04616028591499638,3.7127972324212477e-06,0.007473018312766888,4.66079665956475e-09,8.747191038289508e-06,1.8745030311306015e-07,0.0017403987953552955,4.641565919089283e-06,9.663812294448568e-05,2.420322043001601e-05,0.012560347515956694,2.401997853031956e-09,0.0010340864582219756,7.272752315609616e-11,9.490522708879591e-08,4.1329101389267377e-07,0.004535916710593139,0.01508011051172617,1.3886754741014526e-06,1.4876835541760618e-05,1.7246088042251913e-06,7.872048400436266e-06,9.012080405040453e-08,3.671965113052941e-05,3.262152966292259e-09,5.219953014247265e-05,1.4870483864343978e-08,4.015356129486014e-05,1.2482341423457974e-11,3.5516621698662578e-09,1.955974834239894e-05,3.9126443182289267e-07,6.373479976824294e-10,0.0006909785265378376,1.4304719740969407e-08,1.3211516114168498e-09,0.0014646617521607674,2.0232340083557952e-08,7.2046439649646e-07,2.421732262294987e-06,2.0588754630366874e-15,9.209615371417892e-13,7.102799757026314e-07,3.0560537994263578e-12,8.718852556187181e-14,9.416668785584248e-08,1.467240298965941e-14,6.976268697436488e-10,1.7012479306458374e-09,4.6915469113236903e-07,9.678811309112728e-12
5.12032533121147e-05,0.8851523566363599,0.0008465740631653751,0.000371486416332865,0.00018632191232741542,0.1290296201522657,0.0,0.0,0.0001403462848317791,4.160525563092091e-06,0.04097498992694131,0.13609610336872896,7.728915759591562e-06,1.3133996381422698e-10,8.925001098948861e-09,1.1620420896268192e-06,2.1700584992826874e-05,0.0005375706785071865,8.100605239652479e-07,3.1331178607045217e-10,3.23452713182502e-08,8.80553560591816e-12,1.0852552609043625e-07,2.9354404167877087e-07,7.671892080393638e-10,3.655694147963098e-06,2.1268658923063837e-11,4.16340507846063e-08,6.186835448861862e-09,1.8746526958522897e-11,1.4363087215677181e-08,1.0243901769752032e-12,1.0834310181804353e-11,4.6433279018506663e-10,3.76,0.0,0.3772994510842955,0.70140331018785,0.14776570323617527,0.00034798445494897023,0.0009267988345989562,0.4649204744133248,0.03636462764370714,2.0832439372688865e-11,4.895023710898574e-12,7.075884422373374e-05,1.409146569303585e-05,9.09860461496588e-06,0.12505518043647956,0.006470091861426147,0.005445431531048027,5.8042544853777836e-05,0.09443749989004623,0.04618889871451703,3.6959297115628165e-06,0.00747451395120535,4.650937897859863e-09,8.763181538678276e-06,1.877924459832933e-07,0.0017408151648423999,4.651125384555752e-06,9.692254900253934e-05,2.422595680648903e-05,0.012635320036303615,2.4015739117282978e-09,0.0010328455610594677,7.277493302748253e-11,9.550161727913221e-08,4.161399400512157e-07,0.0045376741647774905,0.015088552663733963,1.3983893333059375e-06,1.4973784111500129e-05,1.735894092654713e-06,7.914297140612882e-06,9.034580016377415e-08,3.6717474879944e-05,3.2751687347713687e-09,5.2328820103863174e-05,1.4886896783909242e-08,4.0375319386371936e-05,1.2535635266795915e-11,3.5720544077923475e-09,1.9572440832174345e-05,3.8928009896407944e-07,6.368877802113459e-10,0.0006931983447282503,1.432145152351354e-08,1.3223633659241625e-09,0.0014782026254168427,2.0419622594890865e-08,7.261308886853023e-07,2.4434731567041936e-06,2.062659616274352e-15,9.279569514005501e-13,7.16455644392695e-07,3.066453461599793e-12,8.753638245140726e-14,9.37640546849677e-08,1.4730939364970258e-14,6.995399609205821e-10,1.7039174877875427e-09,4.6741472710366044e-07,9.80546171778612e-12
5.1396838659131976e-05,0.8853028246738498,0.0008475406989093986,0.0003715971163256121,0.00018656522850382662,0.129253004284041,0.0,0.0,0.00014016005221406986,4.1437840119434445e-06,0.041210935095905364,0.13641165967071395,7.775087186228381e-06,1.3170018552975636e-10,8.972174000587502e-09,1.166395481859703e-06,2.184082366004385e-05,0.0005404128483656445,8.195333582597966e-07,3.1630261964187383e-10,3.285257643744374e-08,8.89945176109162e-12,1.0868571786521161e-07,2.9627079447876146e-07,7.7126188450769e-10,3.703372149352385e-06,2.159954475051541e-11,4.22228830488144e-08,6.2791505285394834e-09,1.900840009050109e-11,1.4465792835672343e-08,1.0366825929487549e-12,1.098660958239599e-11,4.717133757220034e-10,3.76,0.0,0.37593095993601733,0.700562469802825,0.1481860889256885,0.00035010925463486043,0.000924635194183921,0.46625806649464613,0.036279081655420924,2.0755464327114393e-11,4.87691581433475e-12,7.055142504396028e-05,1.4061511545720903e-05,9.064775954814907e-06,0.12544774471482845,0.006466511568948036,0.00542651337315532,5.799878482721793e-05,0.09473626738191031,0.04621658762989722,3.6791491899329573e-06,0.007475926745190595,4.641071497788952e-09,8.779017498424696e-06,1.881312804104514e-07,0.0017412176523532712,4.660604158588724e-06,9.720562003986934e-05,2.424827437599163e-05,0.012710232108110158,2.4011059596661114e-09,0.0010316073860300804,7.282122978543951e-11,9.609792770734784e-08,4.189915188598137e-07,0.004539369773886271,0.015096658815611863,1.408113624233112e-06,1.5070983878584767e-05,1.747210049587128e-06,7.956566178136216e-06,9.057097245240632e-08,3.671501025017634e-05,3.2881565985813775e-09,5.245793542652254e-05,1.4903212021845872e-08,4.0597206634088405e-05,1.2588985837363837e-11,3.5924603194746444e-09,1.9584794599797677e-05,3.87306739545783e-07,6.364176830933037e-10,0.0006954129265188066,1.4338090505745495e-08,1.3235787622986637e-09,0.0014918073167771854,2.0607789282769585e-08,7.318236463522603e-07,2.465292383696409e-06,2.06641742674544e-15,9.349627463753085e-13,7.226452364251483e-07,3.0768564767300097e-12,8.788349350997931e-14,9.336331119220889e-08,1.478935022742215e-14,7.014518004388053e-10,1.7065555973302032e-09,4.6568260142058054e-07,9.933221010594073e-12
5.1590424006149255e-05,0.8854528983724311,0.0008485073672406406,0.00037170941790176475,0.000186809151657223,0.12947505368452902,0.0,0.0,0.00013997582091678063,4.127176815957831e-06,0.041447003042816344,0.13672621439069557,7.821335058759145e-06,1.3206041127065804e-10,9.019456518796074e-09,1.1707449254695926e-06,2.1981412626033776e-05,0.0005432562189875578,8.290823398121738e-07,3.193079198162767e-10,3.3365483144979774e-08,8.994076279621693e-12,1.0884442193675884e-07,2.990104764438948e-07,7.753413086166222e-10,3.7514660695407997e-06,2.1934295004519573e-11,4.2817568209338e-08,6.372441947186206e-09,1.9272910921069097e-11,1.4568804265400046e-08,1.0490666019576725e-12,1.1140434997976277e-11,4.791805944570153e-10,3.76,0.0,0.37456730132803034,0.6997234718183599,0.14860546393376137,0.000352235488171696,0.0009224747250005229,0.4675925442471972,0.03619378353417427,2.067876617420697e-11,4.858873103666423e-12,7.034460198096595e-05,1.4031670566366445e-05,9.031099758956575e-06,0.12583958237004186,0.0064628786360655405,0.005407634709860411,5.795461030756066e-05,0.09503386450685303,0.046243359114512335,3.662455182143587e-06,0.007477257555269894,4.631197983243275e-09,8.794699756529006e-06,1.8846682436125284e-07,0.0017416063893441228,4.670002613666707e-06,9.748733804153168e-05,2.4270176399666575e-05,0.012785081576949887,2.400594446260491e-09,0.0010303719240246987,7.286642311870445e-11,9.66941457656809e-08,4.218456890093363e-07,0.004541003908621062,0.015104431003919571,1.4178481377213623e-06,1.5168434271979674e-05,1.758556611485508e-06,7.998854935446646e-06,9.079632373688057e-08,3.671226129743409e-05,3.3011164316523862e-09,5.2586878160749326e-05,1.4919430550887314e-08,4.081922169401904e-05,1.264239421066074e-11,3.6128796890295965e-09,1.959681218717753e-05,3.8534428672632595e-07,6.359378296365067e-10,0.0006976222391012626,1.4354637629717007e-08,1.3247978085555615e-09,0.0015054757313728237,2.0796838838467048e-08,7.375426948338703e-07,2.4871896251132865e-06,2.070148902996358e-15,9.419787547236358e-13,7.288485730776175e-07,3.0872630553259705e-12,8.822985538316045e-14,9.296444717485508e-08,1.4847635014323787e-14,7.033623586242622e-10,1.7091624212379696e-09,4.6395827286124575e-07,1.006209363621665e-11
